Unnamed: 0,1_한남운수대학동차고지,2_서울산업정보학교.삼성교,3_관악산입구.관악아트홀.중앙도서관,4_서울대학교,5_서울대학교치과병원.동물병원,6_서울여상.서울문영여중고앞,7_관악구청,8_봉천사거리.봉천중앙시장,9_봉원중학교.행운동우성아파트,10_관악푸르지오아파트,11_봉천고개.관악현대아파트,12_숭실대입구역,13_상도동중앙하이츠빌.상도전통시장,14_상도시장,15_상도터널상도동,16_상도터널노량진동,17_노들섬,18_한강대교북단.LG유플러스,19_신용산역,20_KT용산지사,21_삼각지역,22_숙대입구역,23_갈월동,24_서울역버스환승센터.강우규의거터,25_시청앞,26_서울신문사,27_종로1가,28_종로2가,29_종로2가.삼일교,30_을지로2가.기업은행본점.서울노동청,31_롯데백화점,32_북창동.남대문시장,33_숭례문(가상),34_숭례문,35_서울역버스환승센터,36_갈월동,37_숙대입구역,38_삼각지역,39_KT용산지사,40_신용산역,41_한강대교북단.LG유플러스,42_노들섬,43_상도터널노량진동,44_상도터널상도동,45_상도시장,46_상도동중앙하이츠빌.상도전통시장,47_숭실대입구역,48_봉현초등학교,49_성현동동아아파트,50_봉원중학교.행운동우성아파트,51_봉천사거리.위버폴리스,52_관악구청,53_관악경찰서.관악소방서,54_서울여상.서울문영여중고앞,55_서울대학교치과병원.동물병원,56_서울대학교,57_신림중.삼성고.관악아트홀.도서관,58_한남운수대학동차고지
2022-03-13 07:00:00,2,4,5,5,0,3,3,7,8,6,9,8,9,8,10,4,2,9,6,5,5,3,4,4,3,1,2,0,0,1,1,1,0,0,2,2,2,5,3,4,0,4,1,4,5,1,6,5,0,4,3,2,0,1,0,0,0,0
2022-03-13 08:00:00,4,5,6,3,0,7,7,6,7,8,10,7,10,6,11,10,0,8,7,9,7,6,6,7,3,4,3,1,2,2,1,2,0,1,2,3,5,6,5,4,5,0,6,6,6,5,8,7,9,10,10,14,15,0,0,14,7,0
2022-03-13 09:00:00,5,10,7,0,0,9,7,8,11,14,17,12,14,20,19,18,15,16,14,13,14,9,8,7,6,2,4,1,1,2,2,3,0,1,3,5,8,8,2,8,7,5,7,9,8,9,12,15,15,14,13,15,4,0,13,12,9,0
2022-03-13 10:00:00,8,13,14,15,0,13,13,14,17,21,21,22,26,25,28,26,25,22,16,15,12,12,10,8,7,6,5,3,4,3,1,3,0,4,3,5,5,7,3,7,9,8,11,10,10,8,12,12,9,10,8,8,6,0,0,7,4,0
2022-03-13 11:00:00,10,16,14,16,17,15,14,14,17,22,26,20,22,24,28,28,24,21,18,17,16,10,10,6,6,7,5,5,7,6,4,6,0,7,8,5,6,10,11,13,13,15,11,15,14,14,18,18,20,15,10,8,6,5,6,5,4,0
2022-03-13 12:00:00,8,16,42,46,9,45,30,28,30,35,33,31,34,37,40,42,39,38,27,27,23,18,17,13,11,7,7,7,7,5,6,5,4,7,13,14,19,23,22,26,25,24,22,19,17,13,18,12,10,8,8,10,0,0,0,9,7,0
2022-03-13 13:00:00,8,10,15,12,0,7,18,18,21,26,31,29,32,32,42,40,37,33,26,25,19,18,18,16,16,11,9,7,7,3,7,7,0,2,16,15,15,19,18,16,16,15,15,17,17,16,22,20,21,15,14,15,12,11,11,11,10,0
2022-03-13 14:00:00,5,11,14,19,0,9,14,18,17,18,18,16,17,33,31,24,30,28,19,18,14,11,12,15,13,6,4,5,6,5,9,11,0,8,12,11,14,15,17,25,24,24,26,26,24,20,24,25,26,22,17,16,8,15,14,6,12,0
2022-03-13 15:00:00,9,14,15,25,26,25,29,21,23,26,30,33,33,35,42,30,28,27,21,16,19,15,14,19,12,8,6,8,9,8,11,11,0,8,11,10,13,15,15,21,18,17,20,17,19,18,21,17,17,15,15,15,16,13,15,13,12,0
2022-03-13 16:00:00,8,13,19,20,0,16,17,16,20,19,20,17,18,21,40,41,38,32,26,25,22,17,13,11,7,8,9,7,8,9,8,10,0,11,18,20,19,23,0,34,35,35,32,34,30,32,32,29,28,17,18,16,10,0,9,9,13,0
2022-03-13 17:00:00,10,13,19,11,17,16,20,19,18,18,17,15,19,23,24,22,22,22,16,11,11,8,7,7,4,6,6,7,8,11,18,19,17,20,23,17,24,26,30,36,23,26,31,32,27,30,28,25,26,25,21,21,20,8,18,18,17,4
2022-03-13 18:00:00,6,7,11,13,13,9,15,18,19,17,18,15,14,15,17,18,10,19,14,13,12,13,11,5,4,7,10,12,15,10,18,18,0,19,19,20,21,26,29,32,34,36,30,29,26,25,25,18,17,12,20,16,7,0,15,13,12,0
2022-03-13 19:00:00,7,13,5,9,0,6,10,10,7,13,12,12,8,15,16,9,15,12,14,14,13,12,11,5,5,5,5,8,11,9,16,18,0,20,20,15,16,23,23,31,24,32,31,26,25,26,26,23,23,21,21,24,10,0,0,23,19,0
2022-03-13 20:00:00,2,5,3,5,0,6,7,10,10,10,9,8,6,7,6,9,0,8,5,7,6,3,2,2,2,5,4,4,6,7,14,15,13,13,18,17,17,20,21,33,30,36,37,32,31,25,28,22,20,14,16,13,11,14,0,12,10,0
2022-03-13 21:00:00,4,4,0,3,0,0,7,9,5,8,7,9,8,0,7,9,6,5,3,2,4,3,0,2,1,2,4,6,9,10,5,8,0,9,14,11,17,20,21,26,27,29,30,24,25,21,24,16,15,16,16,19,13,12,0,21,20,0
2022-03-13 22:00:00,2,0,0,1,4,3,3,6,5,0,6,5,5,3,2,4,3,10,6,5,8,6,5,3,3,3,3,5,7,7,7,9,0,9,12,12,14,21,21,30,31,32,33,27,25,22,20,18,19,18,16,21,20,0,0,14,18,0
2022-03-13 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,6,8,9,0,0,3,8,9,14,16,17,19,20,21,20,15,14,19,20,17,5,14,15,17,0,0,0,5,15,0
2022-03-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 04:00:00,10,13,14,2,0,11,15,21,24,23,24,27,28,31,31,18,0,32,31,31,27,23,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 05:00:00,7,7,12,13,5,12,7,9,11,18,18,19,13,21,17,18,0,16,16,13,14,15,12,17,10,6,2,2,0,1,0,0,0,2,2,3,0,1,2,2,2,0,4,3,3,0,3,5,6,4,4,3,2,0,1,0,1,0
2022-03-14 06:00:00,15,18,12,9,0,0,12,15,18,25,31,25,28,33,31,27,0,26,23,22,15,13,12,10,7,5,3,2,1,2,1,2,0,4,6,5,6,8,7,9,0,0,2,3,4,5,7,5,2,3,2,4,2,1,1,1,0,0
2022-03-14 07:00:00,27,34,41,40,39,38,27,26,31,26,28,30,36,34,38,35,34,34,33,29,28,29,27,22,17,14,8,8,7,4,4,3,0,0,6,6,7,19,20,19,18,5,16,12,15,13,14,14,16,15,14,17,17,9,9,7,3,0
2022-03-14 08:00:00,20,33,34,36,36,33,28,29,38,45,51,39,41,43,46,47,46,42,41,41,33,36,39,42,26,17,7,6,5,7,7,6,4,5,15,16,16,24,21,29,28,29,25,22,23,22,33,30,26,26,23,33,30,24,12,10,6,0
2022-03-14 09:00:00,12,16,19,18,18,19,21,21,26,32,37,37,42,44,49,50,44,36,34,30,28,24,22,17,15,12,7,6,4,4,3,4,0,3,8,9,10,18,10,13,16,10,14,9,11,12,18,21,21,17,13,12,11,6,8,7,3,0
2022-03-14 10:00:00,5,11,13,11,9,9,13,12,16,19,19,19,24,23,24,25,13,22,22,14,17,14,17,14,10,9,6,5,3,6,6,5,4,4,7,8,7,19,6,21,22,23,21,15,14,14,11,11,8,9,8,10,7,3,7,6,0,0
2022-03-14 11:00:00,8,9,10,9,3,8,11,14,19,21,23,18,17,17,19,20,19,18,18,6,15,12,13,12,9,6,7,4,4,6,7,7,0,8,8,9,10,12,3,18,19,20,13,14,15,14,14,13,15,15,14,15,13,12,9,8,5,0
2022-03-14 12:00:00,9,12,10,11,11,9,9,11,15,17,16,17,20,23,22,22,20,18,15,12,10,13,12,10,6,7,5,4,8,8,6,8,0,8,12,13,16,20,15,27,18,28,25,22,20,15,19,21,21,22,13,7,8,7,6,5,5,0
2022-03-14 13:00:00,8,12,13,13,15,15,18,16,21,22,23,19,13,13,14,10,11,12,10,14,14,9,12,11,10,11,9,7,8,7,12,14,0,8,18,20,19,22,18,17,14,15,17,14,13,12,18,19,16,12,11,11,8,2,9,9,6,0
2022-03-14 14:00:00,6,11,12,11,7,9,12,13,16,15,14,16,22,21,26,15,25,24,17,13,11,9,7,7,7,6,3,6,5,8,7,10,0,6,11,12,14,24,25,27,28,18,29,26,27,26,18,14,15,11,10,8,9,0,7,5,4,0
2022-03-14 15:00:00,5,11,6,17,18,14,17,17,21,26,25,24,26,25,28,27,24,13,19,11,9,7,8,7,8,5,4,4,6,5,10,9,0,11,10,10,12,16,10,24,23,15,14,19,18,17,15,13,11,8,7,9,6,2,8,9,7,0
2022-03-14 16:00:00,5,11,14,17,10,30,25,25,26,28,28,19,21,17,28,28,27,24,21,17,14,11,10,9,8,7,8,6,7,9,8,12,0,13,22,21,28,32,31,33,34,33,31,30,28,27,26,23,13,12,9,12,3,10,11,9,8,0
2022-03-14 17:00:00,6,9,11,25,27,28,17,23,23,22,22,17,17,17,19,18,17,17,13,14,12,11,3,10,12,10,10,10,13,24,29,29,28,25,28,29,31,33,28,35,37,40,31,25,29,29,27,24,21,17,18,27,26,0,27,17,21,18
2022-03-14 18:00:00,7,13,17,26,33,30,22,33,32,33,34,27,30,32,36,38,20,32,24,22,13,9,9,10,10,8,13,17,19,36,41,38,27,37,35,37,40,45,47,50,53,52,51,31,43,39,49,37,30,24,26,41,41,0,22,34,30,0
2022-03-14 19:00:00,4,5,0,10,12,10,14,19,23,22,20,20,18,17,21,24,23,18,13,9,8,7,4,4,5,8,11,11,11,16,19,21,20,22,25,24,25,30,26,33,36,32,44,43,43,38,40,30,24,25,28,33,34,25,33,32,28,0
2022-03-14 20:00:00,5,3,3,7,7,7,10,17,17,14,13,11,8,14,10,11,10,9,11,9,8,6,3,5,4,7,6,10,7,12,14,16,0,9,22,14,24,29,29,38,40,30,27,20,19,17,22,20,18,16,17,14,13,0,0,13,12,0
2022-03-14 21:00:00,3,2,0,6,8,7,6,13,14,15,5,11,10,7,9,9,5,7,6,4,4,4,0,1,2,6,6,7,8,11,12,4,0,10,16,15,19,17,16,25,22,24,33,28,26,22,23,16,15,12,16,18,17,0,12,16,14,0
2022-03-14 22:00:00,8,9,0,9,10,0,11,20,20,18,15,14,15,14,14,8,14,13,11,10,8,7,6,3,5,7,4,4,8,9,9,10,0,5,14,15,16,20,22,25,28,29,32,25,22,20,25,17,16,14,13,19,17,13,14,16,15,14
2022-03-14 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,5,6,0,4,10,6,13,19,19,25,26,27,27,22,18,16,20,14,10,11,10,11,10,0,0,9,8,0
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 04:00:00,9,14,15,12,0,14,9,13,18,17,21,24,26,28,29,16,28,30,29,28,26,22,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 05:00:00,7,13,14,0,3,12,9,9,13,13,15,13,14,26,23,20,16,20,19,18,15,18,15,17,12,6,2,2,1,0,1,2,0,0,3,1,4,5,0,6,6,0,0,5,5,6,6,7,9,6,5,3,0,0,2,1,0,0
2022-03-15 06:00:00,17,10,11,7,0,10,9,10,13,16,22,21,24,25,25,25,12,23,20,19,17,15,13,14,13,7,4,2,0,1,0,0,0,0,1,1,3,5,0,4,1,0,7,5,7,6,8,6,7,5,6,9,0,4,1,2,1,0
2022-03-15 07:00:00,25,38,34,33,15,32,26,28,30,35,41,42,43,45,47,44,35,40,38,37,30,29,28,26,22,17,8,8,5,6,6,4,0,4,4,5,6,9,8,15,13,11,15,14,9,14,20,23,22,19,14,15,14,10,7,0,4,0
2022-03-15 08:00:00,20,31,45,45,30,40,24,27,28,33,35,28,32,38,40,40,33,34,31,33,32,31,35,34,27,19,10,9,7,7,6,4,0,4,19,17,18,35,24,35,37,34,36,26,25,27,33,30,33,33,24,27,26,20,11,10,8,3
2022-03-15 09:00:00,13,18,21,17,22,20,21,22,25,27,35,37,41,37,47,45,40,34,29,28,25,21,20,19,15,12,9,7,5,4,4,4,0,5,7,6,9,14,12,22,23,24,18,16,15,16,19,20,18,18,11,11,9,9,7,6,5,0
2022-03-15 10:00:00,6,9,11,12,11,11,12,12,17,19,23,25,30,39,44,45,43,37,28,26,21,15,14,12,10,8,6,3,3,5,3,4,0,4,5,7,8,12,11,15,9,10,24,24,25,23,21,20,17,18,15,12,11,0,6,8,7,0
2022-03-15 11:00:00,5,12,8,11,9,10,11,13,14,13,20,19,22,23,20,23,22,20,17,17,23,17,12,13,10,10,6,5,4,6,6,5,0,2,7,5,9,11,9,15,16,17,19,18,15,10,11,9,7,5,4,6,6,0,4,5,3,0
2022-03-15 12:00:00,8,12,12,13,14,12,15,17,14,18,19,16,18,17,19,21,20,21,19,18,17,13,9,8,7,5,4,4,8,9,10,7,0,6,14,13,18,16,16,21,22,18,14,18,15,16,14,10,10,13,12,10,9,0,8,8,7,0
2022-03-15 13:00:00,10,15,16,19,21,17,16,18,20,22,24,25,27,30,39,30,38,37,36,35,24,22,19,14,14,9,7,6,8,11,12,11,0,13,16,9,17,19,9,20,18,13,20,18,18,17,24,24,22,17,13,13,11,4,10,9,4,0
2022-03-15 14:00:00,12,14,18,20,19,9,12,13,15,16,17,23,26,28,28,29,16,25,22,20,17,12,12,11,10,10,8,10,10,11,15,18,10,19,21,22,24,26,26,32,31,34,33,30,27,22,19,16,15,14,12,13,10,8,8,7,7,0
2022-03-15 15:00:00,7,9,14,14,18,3,18,17,22,18,21,22,24,24,27,26,24,21,18,16,15,13,12,10,9,7,6,7,11,14,20,11,10,12,13,14,20,22,19,18,21,22,19,18,19,14,16,17,14,15,14,15,13,12,11,8,9,0
2022-03-15 16:00:00,7,11,13,19,18,37,35,34,32,23,30,33,34,34,34,33,31,29,25,24,14,14,12,11,10,9,11,9,10,12,15,22,19,23,21,17,26,21,20,22,21,23,24,24,24,25,25,22,21,18,11,12,11,0,11,10,9,0
2022-03-15 17:00:00,11,19,23,27,29,26,21,23,22,20,19,24,24,23,23,22,21,23,16,16,14,15,12,11,12,11,10,13,17,21,25,28,0,30,30,30,34,37,37,42,43,45,44,29,38,33,39,38,24,32,25,25,22,0,0,24,19,20
2022-03-15 18:00:00,11,14,17,32,45,43,26,29,29,37,36,35,34,36,38,38,11,31,25,23,15,10,11,10,10,11,15,17,20,35,36,37,21,38,39,37,41,45,35,49,51,53,55,51,42,35,52,34,32,28,26,35,33,0,24,24,22,1
2022-03-15 19:00:00,8,10,11,19,25,26,19,29,29,31,28,33,36,35,40,37,22,31,17,18,10,6,5,4,8,9,13,12,16,20,25,26,23,29,36,33,35,33,35,38,38,41,48,40,47,46,51,40,33,26,23,47,46,27,33,45,34,0
2022-03-15 20:00:00,4,5,0,7,9,8,12,13,15,16,15,16,16,16,16,13,17,20,18,15,9,8,4,5,3,4,7,9,14,16,20,11,19,19,16,19,22,26,28,35,37,28,34,33,29,25,27,25,18,14,15,24,15,0,23,20,19,0
2022-03-15 21:00:00,2,3,4,6,10,11,7,10,10,11,13,16,16,10,13,12,10,10,8,8,8,6,5,4,6,4,5,10,11,8,12,15,13,14,19,23,24,30,27,33,34,35,35,29,27,26,30,27,24,21,20,22,21,0,22,0,18,0
2022-03-15 22:00:00,5,6,0,7,9,7,8,10,0,8,10,7,5,6,12,11,8,10,6,5,3,5,2,3,3,5,4,7,8,10,12,15,0,16,18,19,23,31,32,33,36,35,37,30,28,26,22,17,16,18,19,18,17,14,5,13,16,0
2022-03-15 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,3,10,3,11,3,8,16,5,18,23,25,30,33,20,31,29,27,25,20,18,14,13,12,11,8,0,0,7,13,0
2022-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 04:00:00,12,14,14,0,0,13,13,20,26,23,23,23,24,24,27,28,26,27,20,25,20,18,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 05:00:00,6,5,8,9,7,8,6,10,13,14,16,19,20,22,20,18,17,17,18,10,20,18,16,14,12,6,4,3,1,1,1,1,0,0,5,7,8,6,4,5,3,0,0,6,7,2,2,1,3,4,3,3,0,0,2,0,0,0
2022-03-16 06:00:00,8,11,11,11,11,10,9,12,19,22,30,33,36,42,41,39,6,21,18,14,15,13,12,10,10,4,3,2,1,0,0,1,0,0,3,1,3,6,0,6,0,7,5,6,5,7,6,5,4,5,4,3,2,1,0,1,0,0
2022-03-16 07:00:00,32,28,35,22,35,33,30,34,31,43,48,43,52,56,52,52,50,49,45,37,35,32,19,26,22,17,10,10,4,3,5,3,0,4,4,5,8,13,5,8,7,0,8,9,11,13,13,12,13,14,12,13,9,9,6,0,4,0
2022-03-16 08:00:00,23,30,35,30,34,33,24,33,34,46,51,39,42,45,48,50,49,46,43,43,36,36,33,28,24,13,12,12,9,6,5,6,3,6,12,9,17,29,28,41,41,0,37,21,21,20,25,26,23,25,24,21,18,18,14,13,8,0
2022-03-16 09:00:00,20,27,28,18,16,26,20,23,27,29,38,35,38,39,50,48,46,42,37,33,31,30,29,23,17,14,8,6,2,4,3,5,0,3,8,7,6,16,15,17,20,5,18,12,13,17,18,19,18,16,13,11,11,9,8,7,3,0
2022-03-16 10:00:00,7,9,10,9,9,15,14,21,24,23,25,26,30,20,29,28,27,27,26,25,22,12,12,12,11,9,7,4,2,4,4,5,1,6,5,3,6,14,0,20,21,5,20,15,13,12,13,10,7,10,10,8,7,6,5,4,4,0
2022-03-16 11:00:00,5,6,7,11,8,7,13,14,15,15,19,18,20,20,19,14,13,19,17,14,16,15,15,13,11,10,6,4,7,4,6,6,5,5,7,8,10,16,9,19,20,19,18,13,14,13,15,11,12,11,10,7,9,6,0,4,8,0
2022-03-16 12:00:00,7,12,14,14,11,7,13,14,17,19,22,20,20,22,28,26,17,27,22,20,13,10,12,9,5,3,3,2,5,5,7,9,0,8,18,20,12,22,18,21,22,24,25,22,23,21,21,17,12,15,10,16,10,15,5,8,13,0
2022-03-16 13:00:00,9,11,15,16,12,17,21,24,27,28,26,26,31,32,35,35,34,31,25,24,18,18,17,13,13,11,9,9,7,10,11,11,1,13,14,13,14,15,23,28,29,8,28,28,29,31,26,23,17,16,10,12,11,10,7,6,6,0
2022-03-16 14:00:00,3,7,8,14,0,12,19,22,24,23,24,24,25,28,28,29,26,24,19,17,14,12,10,10,11,11,8,7,7,8,11,16,6,17,19,18,20,21,23,27,10,12,22,21,16,18,18,18,19,13,10,17,11,0,16,14,11,0
2022-03-16 15:00:00,7,9,9,15,12,14,15,14,18,20,22,21,24,25,25,24,20,17,13,12,12,10,10,8,7,5,6,15,16,10,16,21,3,16,21,21,24,28,26,33,34,35,32,32,28,27,23,16,17,14,13,14,5,3,4,7,7,0
2022-03-16 16:00:00,9,16,19,25,26,48,47,45,42,42,39,32,33,29,22,22,17,24,20,16,12,11,7,9,10,8,9,9,11,12,14,23,12,24,20,25,25,29,27,28,23,27,29,25,24,21,21,15,13,11,12,11,10,0,0,9,8,0
2022-03-16 17:00:00,7,10,11,33,38,37,21,23,23,22,21,17,19,19,34,20,32,45,34,29,15,16,15,13,11,11,12,11,14,18,21,25,0,30,34,35,35,40,39,44,44,45,38,36,35,32,42,36,29,20,19,27,26,0,24,19,20,12
2022-03-16 18:00:00,12,18,25,39,45,38,35,36,41,47,46,49,52,54,60,57,55,50,41,37,18,14,13,12,10,15,21,26,27,30,34,30,17,37,41,41,41,50,51,57,59,50,54,42,38,37,37,26,25,23,20,36,31,0,26,34,29,0
2022-03-16 19:00:00,3,6,4,24,25,26,14,16,18,20,17,15,13,14,18,11,18,14,12,28,21,17,15,11,7,5,9,12,13,16,16,19,0,27,28,29,28,28,29,32,37,36,45,33,44,43,45,34,31,27,23,29,26,16,15,28,25,0
2022-03-16 20:00:00,5,9,0,12,14,13,11,11,12,14,10,14,15,16,20,23,13,17,11,11,10,6,6,4,4,4,5,7,9,14,18,19,0,20,19,22,21,28,23,33,30,34,32,27,23,23,33,29,22,18,16,25,22,21,9,13,24,0
2022-03-16 21:00:00,6,8,4,6,7,7,9,14,7,13,5,10,12,12,13,11,10,11,9,7,4,6,2,3,4,4,7,8,13,14,15,14,0,16,17,18,19,23,24,28,28,30,29,30,27,23,25,17,15,14,14,16,15,0,14,14,16,0
2022-03-16 22:00:00,7,8,7,10,13,0,12,16,14,14,14,12,14,12,17,13,13,16,13,11,9,5,4,2,3,4,5,9,12,14,17,18,13,17,22,25,31,35,36,39,40,41,36,28,29,27,26,23,21,16,16,15,14,0,0,14,13,0
2022-03-16 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2,4,5,8,2,11,0,4,17,17,16,24,15,27,13,29,25,26,25,22,19,17,14,13,13,17,16,0,8,14,15,0
2022-03-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 04:00:00,14,16,17,0,15,15,13,20,23,23,25,26,28,30,33,14,31,31,0,32,30,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 05:00:00,9,8,10,8,3,9,10,10,18,19,21,19,19,20,21,24,6,23,16,22,20,26,21,15,8,7,1,0,1,1,1,2,0,0,5,0,2,3,0,0,2,0,6,3,0,2,0,3,0,2,2,3,1,0,0,0,0,0
2022-03-17 06:00:00,6,8,10,7,6,9,9,14,17,17,25,20,24,27,24,23,19,20,16,16,16,14,10,13,7,6,4,2,1,1,0,1,0,0,6,2,7,8,6,10,6,0,9,8,1,7,7,4,5,5,4,7,5,3,0,1,2,0
2022-03-17 07:00:00,31,34,36,20,32,34,28,31,33,39,44,41,37,42,47,44,36,35,26,26,25,23,26,25,18,10,9,1,0,1,2,2,0,1,6,6,8,10,8,12,10,11,15,12,13,14,17,16,17,16,15,16,16,11,6,8,3,0
2022-03-17 08:00:00,20,34,30,29,26,24,20,22,30,37,40,41,47,49,58,59,56,47,46,44,38,31,29,34,21,18,10,9,7,6,4,0,2,1,4,6,11,22,23,28,23,0,23,14,17,19,28,28,30,29,26,38,35,28,23,21,15,0
2022-03-17 09:00:00,9,15,37,38,37,36,27,25,26,30,36,31,37,37,43,44,43,37,34,32,23,22,21,20,14,8,6,3,3,6,4,6,0,3,8,10,11,14,12,19,23,15,24,20,20,23,25,25,23,22,18,16,15,12,8,6,4,0
2022-03-17 10:00:00,7,16,18,13,14,17,13,15,22,20,27,28,30,30,33,34,22,21,20,24,18,10,16,11,9,14,7,4,6,7,5,8,0,7,7,7,8,10,11,14,16,17,19,15,11,11,12,12,13,7,6,7,4,3,4,2,2,0
2022-03-17 11:00:00,6,9,11,6,8,11,14,15,14,15,19,17,18,19,26,33,30,27,24,23,18,13,11,10,12,9,4,5,3,3,6,7,0,7,8,9,10,14,15,18,16,13,16,14,13,13,13,10,9,8,6,7,2,5,0,3,3,0
2022-03-17 12:00:00,8,17,19,20,14,11,18,17,21,20,20,21,27,28,30,29,26,25,20,17,14,11,8,11,9,4,5,3,3,5,4,6,0,4,8,10,16,20,13,19,16,18,18,17,18,17,17,16,15,13,9,11,11,10,9,4,8,0
2022-03-17 13:00:00,7,8,10,11,7,12,13,14,19,24,25,27,31,29,31,30,22,30,26,18,16,11,12,11,9,8,9,6,5,7,11,14,10,15,17,16,18,25,25,27,31,29,29,25,24,17,18,18,17,13,11,10,9,0,6,5,6,0
