Unnamed: 0,1_양천공영차고지(기점가상),2_양천공영차고지,3_대일관광고.푸른마을3단지,4_푸른마을1단지.이든채아파트,5_푸른마을2단지아파트,6_신월시영아파트.강월초등학교,7_강월초교사거리,8_신한은행신월동지점,9_신곡시장.금빛새마을금고,10_동방아파트.신월종합사회복지관,11_신정네거리.신정119안전센터,12_신정네거리역,13_경서농협,14_우리은행신정동지점,15_신정1동우체국,16_서울남부지방법원.서울남부지방검찰청,17_진명여고,18_목동역,19_목동7단지,20_하이스트학원.종로학원,21_목동8단지.한전,22_양천구청.양천보건소,23_양천문화회관.양천일자리센터,24_목동10단지상가,25_목동12단지,26_양천구민체육센터.양천일자리센터,27_양천구청,28_목동13단지,29_양천구청역,30_목동아파트1216동앞,31_봉영여중.목동고,32_목동우성아파트입구,33_목동우성아파트,34_양천아파트,35_양천아파트,36_양천구청역,37_양천구청,38_양천공원,39_목동중학교,40_길훈로즈빌아파트,41_목동7단지.종로학원,42_진명여고,43_서울남부지방법원.서울남부지방검찰청,44_신정1동우체국,45_우리은행신정동지점,46_신정4동경서농협,47_신정네거리역,48_신정네거리해누리분수광장,49_동방아파트,50_신곡시장.금빛새마을금고,51_신한은행신월동지점,52_강월초교사거리,53_신월시영아파트.강월초등학교,54_푸른마을2단지아파트,55_푸른마을1단지.이든채아파트,56_대일관광고.푸른마을3단지,57_양천공영차고지
2022-03-31 21:00:00,0,0,0,3,4,1,5,5,3,0,0,4,4,4,2,2,0,8,0,11,10,11,8,8,7,8,9,9,17,16,14,10,3,0,2,3,2,2,4,2,3,9,8,7,8,7,9,10,9,7,5,1,4,1,0,2,0
2022-03-31 22:00:00,1,0,0,0,2,3,4,2,3,4,0,1,0,0,2,0,0,5,5,16,18,17,15,14,7,15,18,17,21,16,18,12,3,2,1,0,2,0,1,2,9,11,12,9,12,11,10,10,11,10,8,6,3,2,0,0,0
2022-03-31 23:00:00,0,0,0,0,0,2,0,4,6,0,1,3,3,4,0,0,2,4,3,7,4,5,4,8,8,7,7,0,14,13,12,8,1,1,2,1,0,2,1,2,2,1,1,1,2,0,2,5,4,3,3,2,0,1,0,0,0
2022-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 05:00:00,0,0,0,0,0,1,1,0,1,2,1,2,0,0,0,0,1,0,2,4,0,3,0,1,0,0,0,0,0,0,0,1,6,5,8,3,1,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0
2022-04-01 06:00:00,0,0,1,2,3,3,5,7,8,8,7,10,12,12,11,13,0,2,0,3,2,0,0,1,0,0,2,1,3,1,1,2,8,10,12,4,2,1,1,0,2,1,0,4,6,1,0,5,2,4,3,2,0,1,1,2,0
2022-04-01 07:00:00,0,0,1,2,5,7,8,13,12,14,11,10,11,12,14,13,11,8,7,8,8,11,12,10,0,0,14,0,15,13,4,5,23,25,25,10,9,8,7,8,5,4,2,4,5,3,2,0,4,3,2,2,4,5,5,6,0
2022-04-01 08:00:00,2,0,1,6,8,14,15,18,23,20,16,14,15,16,17,16,13,11,10,7,3,3,4,5,0,5,0,6,9,0,8,7,15,17,30,17,11,9,8,7,5,6,6,6,9,8,9,12,12,8,7,6,5,2,7,7,0
2022-04-01 09:00:00,0,2,3,4,6,7,8,10,11,12,10,12,12,13,13,13,12,8,7,6,4,2,0,2,3,2,3,0,4,0,0,3,10,11,13,8,7,5,6,4,4,4,3,3,3,2,4,4,4,3,2,1,5,4,6,5,0
2022-04-01 10:00:00,1,2,2,5,7,1,5,12,13,14,12,12,13,12,12,5,11,8,6,4,2,3,1,1,3,2,4,3,4,3,3,4,6,3,10,7,6,5,6,7,6,7,6,5,6,5,4,3,4,2,3,0,2,2,1,0,0
2022-04-01 11:00:00,0,0,2,3,6,5,6,8,8,8,6,7,5,6,0,1,6,5,6,4,3,4,4,0,5,6,9,2,11,0,9,6,5,6,9,7,4,4,6,7,5,5,5,4,3,4,5,5,4,4,2,2,1,0,0,1,0
2022-04-01 12:00:00,0,0,0,2,3,4,5,5,6,7,0,8,8,6,5,8,7,7,6,8,6,5,3,0,4,1,6,6,7,8,8,7,7,4,9,7,5,3,7,6,4,6,6,6,5,6,7,8,5,5,5,3,2,1,0,0,0
2022-04-01 13:00:00,0,1,0,2,4,5,6,2,7,8,8,6,6,7,8,10,6,7,4,7,8,7,6,5,5,6,7,7,9,0,8,9,7,6,9,7,0,4,5,4,4,4,5,5,5,6,8,11,8,7,5,2,4,3,1,2,0
2022-04-01 14:00:00,1,2,5,6,7,8,7,9,11,12,9,7,8,6,6,7,5,8,7,8,10,8,7,8,6,5,8,4,10,11,8,10,6,6,7,6,5,4,6,5,4,5,3,5,7,6,6,9,10,9,8,3,2,1,0,4,0
2022-04-01 15:00:00,0,5,7,7,8,10,6,7,9,11,10,11,8,10,11,8,12,11,12,12,13,13,9,5,7,6,7,9,12,11,10,9,8,8,8,8,6,6,7,5,7,8,7,6,6,7,7,10,9,10,7,6,4,1,2,1,0
2022-04-01 16:00:00,0,1,0,4,8,7,9,11,11,12,11,8,7,9,10,10,8,13,12,17,15,12,15,9,12,10,14,13,19,0,38,35,29,31,34,34,25,23,20,10,7,8,10,11,11,12,12,11,10,8,10,9,9,10,7,6,0
2022-04-01 17:00:00,0,1,3,6,4,7,10,9,9,12,11,13,14,16,16,15,10,13,11,11,9,11,12,0,13,6,8,5,18,16,15,12,9,9,21,17,12,11,12,8,8,13,12,10,15,16,16,26,22,19,17,14,7,3,1,2,0
2022-04-01 18:00:00,2,3,2,4,5,6,7,11,12,11,8,6,6,3,1,4,7,12,11,13,12,11,6,9,7,11,15,6,34,33,19,16,10,15,19,17,15,12,14,13,12,23,22,22,22,19,20,24,20,19,11,9,7,2,0,3,0
2022-04-01 19:00:00,0,2,1,3,6,7,7,8,7,2,6,7,5,5,5,4,5,9,7,14,13,12,11,9,8,9,11,12,25,24,30,23,6,7,9,7,10,10,11,10,8,11,12,12,14,14,20,35,30,26,16,13,13,3,2,0,0
2022-04-01 20:00:00,0,1,1,2,1,2,0,4,1,6,5,2,3,3,1,0,2,7,1,8,11,10,8,7,6,8,10,0,14,13,13,12,4,0,6,4,7,0,8,7,5,6,5,0,5,6,5,8,4,8,8,6,4,3,2,1,0
2022-04-01 21:00:00,0,1,1,0,0,1,1,0,2,2,0,1,3,0,0,2,0,5,0,10,13,13,6,10,11,0,13,5,18,17,14,14,4,0,4,2,1,0,2,2,2,4,7,0,5,3,5,7,5,4,10,6,3,1,0,0,0
2022-04-01 22:00:00,0,1,0,1,2,0,3,3,4,6,0,5,3,1,7,6,0,8,0,15,17,16,17,15,9,8,9,9,25,24,22,15,5,0,6,4,2,4,5,4,7,13,7,14,16,13,9,14,11,8,7,6,8,4,3,2,0
2022-04-01 23:00:00,0,2,0,0,0,0,2,1,4,5,4,4,3,2,0,2,1,6,4,6,6,7,6,7,6,6,5,7,10,8,7,14,1,0,1,0,1,0,0,0,3,7,6,4,6,6,4,7,6,5,4,3,1,1,0,0,0
2022-04-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 05:00:00,0,0,0,1,1,0,3,4,1,2,3,2,0,0,0,0,0,0,2,2,3,0,0,2,0,1,0,0,1,0,0,1,5,2,6,2,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02 06:00:00,0,1,0,3,0,0,1,2,1,2,1,2,0,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,3,1,0,0,0,0,0,0,0,0,2,3,0,4,1,3,3,3,4,0,0,1,0
2022-04-02 07:00:00,0,0,0,3,5,6,4,6,8,9,6,5,0,5,0,0,3,2,2,1,1,0,0,0,0,0,0,0,2,0,1,3,4,0,5,5,4,2,3,0,3,2,0,0,3,2,0,3,2,2,2,1,0,0,0,1,0
2022-04-02 08:00:00,1,1,2,3,3,7,6,7,9,10,6,7,5,11,11,10,6,11,4,6,2,3,4,2,0,0,0,3,4,3,2,2,14,7,17,9,9,4,8,6,8,5,3,4,3,2,1,4,2,1,0,0,0,0,0,2,0
2022-04-02 09:00:00,0,1,2,12,16,19,4,20,22,21,17,10,10,9,8,7,6,6,4,2,3,4,1,4,1,0,0,3,5,2,5,7,16,18,23,17,13,12,9,7,3,2,2,1,2,3,3,4,0,4,3,2,1,0,1,0,0
2022-04-02 10:00:00,0,1,3,7,5,6,7,13,13,18,12,14,13,11,0,11,10,8,7,3,2,1,1,0,1,2,3,1,7,0,9,7,12,14,17,10,9,7,7,7,9,6,2,0,3,8,5,5,0,5,0,4,1,0,1,0,0
2022-04-02 11:00:00,0,0,0,3,7,8,11,11,12,13,11,14,15,14,2,13,10,10,8,5,6,4,6,4,5,8,7,7,9,2,5,4,9,9,12,10,9,3,6,7,3,2,2,1,3,4,0,6,5,4,7,4,2,1,2,1,0
2022-04-02 12:00:00,1,0,1,4,5,7,5,6,6,7,6,7,8,9,10,0,9,10,8,12,0,9,8,6,4,0,5,1,7,8,8,8,11,12,17,12,9,8,7,8,12,15,14,12,11,12,10,11,6,8,7,2,5,1,1,1,0
2022-04-02 13:00:00,2,1,0,5,7,11,10,11,15,17,12,9,11,13,9,14,13,8,10,12,10,9,8,6,7,6,7,6,10,9,8,9,9,10,12,7,8,6,5,5,4,8,8,0,6,5,8,7,6,4,1,0,1,2,1,0,0
2022-04-02 14:00:00,0,3,0,2,4,7,8,4,9,9,4,10,11,14,15,14,15,10,5,7,6,5,3,4,3,5,3,2,8,0,7,7,8,9,8,8,9,8,7,5,5,4,5,0,8,0,10,10,11,9,7,6,2,3,2,1,0
2022-04-02 15:00:00,0,2,3,3,6,4,5,7,8,9,7,7,6,7,0,4,8,10,6,9,8,9,7,4,6,7,9,0,10,8,9,7,7,6,10,9,9,7,11,8,7,8,9,8,5,6,6,11,12,8,7,8,3,3,2,0,0
2022-04-02 16:00:00,0,0,1,2,3,5,6,7,10,10,8,6,5,4,3,0,4,6,4,10,11,10,8,7,6,8,11,6,15,0,14,12,8,7,7,5,3,4,5,6,14,13,6,5,15,14,15,19,15,6,11,10,8,2,1,0,0
2022-04-02 17:00:00,0,2,0,2,4,5,6,8,13,14,10,7,7,6,7,6,7,8,9,13,12,9,11,10,5,9,11,5,21,9,17,16,9,6,10,10,4,9,10,7,7,8,9,8,0,7,6,6,5,7,7,4,3,1,0,0,0
2022-04-02 18:00:00,0,0,1,1,2,3,2,7,9,7,3,5,6,5,4,0,4,5,4,8,9,8,7,0,7,6,9,6,14,0,13,9,5,3,4,4,5,6,5,6,8,13,12,11,9,10,8,15,14,9,9,7,6,2,1,2,0
2022-04-02 19:00:00,1,1,2,0,4,5,4,3,10,12,9,3,4,6,0,4,3,5,2,4,4,4,0,3,4,3,3,2,11,10,10,9,5,2,7,5,4,0,0,5,4,6,5,2,4,2,6,26,24,14,15,12,9,8,0,0,0
2022-04-02 20:00:00,0,2,0,1,2,1,2,5,5,2,5,5,4,5,6,0,5,3,0,8,2,9,0,2,7,0,6,4,15,14,11,11,5,0,2,1,1,0,2,0,6,4,5,6,5,0,9,14,15,14,10,9,7,1,1,0,0
2022-04-02 21:00:00,0,0,0,1,0,0,0,0,3,4,3,1,2,4,5,4,0,4,3,9,8,8,8,5,3,1,7,0,10,6,8,7,3,1,4,4,0,2,5,4,4,7,7,8,6,4,5,10,10,7,7,4,3,4,2,0,0
2022-04-02 22:00:00,0,3,2,0,1,1,0,2,3,4,3,4,0,5,12,0,5,4,3,10,11,8,8,9,6,8,9,0,17,16,15,11,3,1,2,3,1,0,0,0,4,7,0,0,7,9,11,14,11,10,8,6,4,3,1,2,0
2022-04-02 23:00:00,0,1,0,0,1,0,0,1,1,1,0,2,0,3,0,0,2,8,4,10,12,10,9,7,7,2,4,0,10,8,9,8,2,0,2,3,1,2,0,2,6,9,8,8,9,8,6,7,6,4,4,3,1,1,0,0,0
2022-04-03 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 05:00:00,0,0,0,1,1,3,1,4,5,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 06:00:00,0,0,0,2,1,2,0,3,4,2,3,0,1,0,4,5,4,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,3,2,1,0,2,3,0,0,0,2,0,1,0,0,0,0,0,0,0
2022-04-03 07:00:00,0,0,0,3,4,0,4,5,4,4,4,2,0,2,1,3,2,2,3,2,2,0,1,2,0,0,0,0,3,0,1,0,2,0,5,4,1,0,0,2,0,1,0,0,2,1,0,3,0,0,0,2,0,1,0,0,0
2022-04-03 08:00:00,0,0,1,0,2,3,4,4,6,8,6,7,6,3,5,4,2,3,2,2,0,2,0,2,3,0,0,0,7,6,0,5,6,0,10,5,6,4,5,3,3,3,3,2,0,1,0,3,2,2,1,2,0,0,0,2,0
2022-04-03 09:00:00,0,0,1,2,4,7,8,6,10,8,8,7,6,3,0,4,5,7,6,6,6,3,1,3,0,0,0,1,2,0,0,2,13,15,19,12,11,12,9,7,5,6,0,5,0,4,3,6,1,5,3,0,0,1,0,0,0
2022-04-03 10:00:00,0,1,0,4,7,8,8,10,3,6,3,4,4,5,6,7,5,4,3,6,5,4,2,2,0,0,4,1,3,0,3,0,5,5,10,6,5,0,5,3,3,4,0,3,4,3,3,4,5,2,4,3,2,1,0,2,0
2022-04-03 11:00:00,0,1,2,1,4,4,0,7,6,5,4,4,5,8,7,0,5,3,0,5,6,4,3,0,1,1,4,0,5,0,0,3,7,8,11,5,4,0,3,3,2,4,0,3,3,2,3,6,2,1,0,0,0,2,1,0,0
2022-04-03 12:00:00,0,1,2,5,9,9,7,10,12,13,6,4,3,2,0,9,10,8,4,9,10,8,2,6,5,0,8,7,6,0,5,6,4,5,7,5,3,3,4,2,2,3,4,0,3,1,3,3,4,3,2,0,2,2,0,0,0
2022-04-03 13:00:00,0,3,2,5,7,10,11,12,15,16,14,14,10,8,4,8,7,7,5,7,6,3,3,4,9,5,4,4,8,0,1,7,8,10,14,7,5,4,6,5,2,1,0,2,3,4,3,5,6,7,6,5,2,1,1,0,0
2022-04-03 14:00:00,0,1,0,1,5,6,0,5,5,7,5,4,5,6,2,2,3,4,4,4,5,4,0,3,3,0,3,0,6,9,5,4,8,3,9,7,5,2,5,7,6,7,6,5,5,0,4,7,4,3,4,2,1,0,0,1,0
2022-04-03 15:00:00,0,0,0,3,5,7,8,12,13,12,7,10,1,8,0,7,5,7,7,5,3,3,1,2,3,0,5,0,6,5,3,9,9,10,10,8,7,3,9,6,6,7,4,3,6,5,4,10,7,12,11,8,4,2,2,3,0
2022-04-03 16:00:00,0,1,1,2,7,6,5,9,13,1,10,6,8,9,7,5,8,6,1,6,7,4,0,0,8,4,9,8,9,0,7,6,4,5,7,8,3,7,5,0,4,4,0,3,4,3,4,8,3,5,6,6,5,1,0,2,0
2022-04-03 17:00:00,0,5,0,4,5,6,8,5,3,9,7,5,2,10,6,11,3,11,12,9,9,10,7,8,5,0,6,0,13,8,12,7,7,3,8,7,5,4,4,0,7,8,3,6,2,4,3,2,2,2,6,0,5,2,1,2,0
2022-04-03 18:00:00,2,0,1,7,8,9,7,6,5,3,4,4,3,2,4,2,1,1,0,4,4,10,12,0,3,5,14,5,20,0,18,16,5,0,3,3,0,1,5,5,5,5,4,3,0,4,2,11,8,6,2,1,5,3,2,1,0
2022-04-03 19:00:00,0,2,1,2,5,3,2,4,4,2,2,4,2,3,2,3,3,6,3,10,6,0,3,4,3,2,3,3,8,9,8,6,6,0,7,1,0,0,1,0,5,7,5,5,5,6,3,5,4,6,3,4,3,0,0,0,0
2022-04-03 20:00:00,0,0,0,0,1,0,1,5,8,9,0,4,3,6,7,3,6,4,2,5,6,5,6,6,7,6,7,0,14,0,13,8,7,0,5,5,4,3,4,1,3,5,5,2,4,1,3,6,2,5,5,0,2,1,0,0,0
2022-04-03 21:00:00,0,2,0,2,2,2,3,0,3,1,1,1,0,0,1,5,0,6,0,10,9,8,6,5,5,2,7,0,14,8,12,7,4,0,2,1,3,0,4,3,5,6,8,0,3,9,10,15,7,10,12,10,0,2,1,0,0
2022-04-03 22:00:00,1,1,0,2,3,5,0,3,0,0,1,4,2,0,3,0,0,5,3,6,7,6,4,3,4,7,5,6,9,0,11,9,2,0,3,4,5,0,1,3,7,7,8,7,7,6,7,9,7,6,3,4,1,3,0,0,0
2022-04-03 23:00:00,0,0,0,0,1,1,2,2,2,4,6,5,3,4,2,2,3,4,0,4,4,0,3,0,3,3,0,0,7,0,0,6,3,0,3,0,0,1,0,2,2,3,1,0,2,1,4,5,3,3,0,1,2,1,0,0,0
2022-04-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 05:00:00,0,0,0,1,1,2,2,4,5,6,6,4,4,6,0,5,4,3,4,4,2,1,2,0,0,1,0,0,0,0,0,1,8,2,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 06:00:00,0,1,1,4,5,8,6,4,8,6,5,6,4,5,4,5,3,4,4,2,2,2,0,0,2,0,1,3,5,0,2,4,8,8,14,4,3,2,0,2,2,2,0,3,2,1,2,0,2,3,1,2,0,2,0,1,0
2022-04-04 07:00:00,0,0,2,7,9,10,16,32,37,35,20,19,8,11,12,13,8,4,3,5,9,11,13,15,8,0,15,16,15,11,2,3,24,0,29,9,10,9,7,11,6,3,3,4,3,0,4,5,6,5,5,4,5,6,2,8,0
2022-04-04 08:00:00,4,3,2,7,14,17,20,22,25,25,15,15,17,15,15,14,14,10,11,8,4,2,4,3,6,3,3,1,7,0,5,3,24,25,37,15,9,8,11,12,9,12,11,8,11,11,12,10,7,4,4,5,3,4,4,4,0
2022-04-04 09:00:00,0,0,1,4,7,8,7,8,10,10,12,16,17,6,5,14,12,5,4,5,3,3,0,0,4,0,4,0,6,0,5,5,11,13,17,11,10,7,5,4,3,5,2,0,4,3,4,5,6,5,6,0,4,3,0,1,0
2022-04-04 10:00:00,0,1,2,3,3,4,5,9,6,11,10,12,11,13,14,14,11,6,6,3,2,1,0,5,6,3,5,0,9,3,6,6,9,4,11,9,8,0,4,2,4,5,4,0,6,4,6,7,6,5,4,2,3,2,1,0,0
2022-04-04 11:00:00,1,1,3,4,7,7,7,5,6,6,5,7,7,5,3,3,3,5,6,8,8,7,8,0,8,6,7,0,7,0,5,7,7,9,8,5,6,6,7,6,8,4,3,0,5,4,4,5,3,6,4,2,2,0,0,0,0
2022-04-04 12:00:00,2,1,0,4,6,9,10,12,11,10,7,6,3,9,8,9,5,3,3,6,5,4,3,0,5,6,4,2,7,0,6,6,5,4,9,6,4,5,6,7,7,8,9,8,7,7,8,5,6,5,3,4,2,2,3,1,0
2022-04-04 13:00:00,2,1,0,3,5,5,6,5,6,0,5,6,7,7,6,8,3,7,7,8,8,6,7,7,6,7,7,6,9,0,6,5,6,6,7,5,6,5,0,4,5,6,6,0,3,2,3,8,10,9,9,6,4,0,2,2,0
2022-04-04 14:00:00,0,3,2,5,0,6,8,6,7,7,8,8,8,4,6,9,4,9,7,9,11,9,8,5,6,7,4,6,8,8,7,5,6,6,6,9,4,2,4,4,4,8,6,4,5,6,6,7,8,4,6,1,5,1,0,1,0
2022-04-04 15:00:00,0,3,4,5,6,9,7,5,5,6,9,11,4,6,9,10,9,10,12,9,7,8,5,6,7,6,2,7,17,15,12,7,6,8,8,8,7,5,7,5,7,9,14,7,16,15,18,18,8,10,11,7,6,4,3,4,0
2022-04-04 16:00:00,0,2,4,4,6,8,9,12,14,15,13,15,9,16,14,7,6,9,5,7,5,6,7,8,7,5,8,6,13,16,27,30,29,32,32,33,29,26,20,12,10,13,14,15,15,14,14,13,10,8,7,6,4,3,1,4,0
2022-04-04 17:00:00,0,1,1,4,5,8,10,11,10,9,5,7,8,9,6,6,13,16,14,12,12,13,8,5,12,12,13,5,21,13,20,18,9,10,14,15,10,12,11,9,12,13,14,14,13,15,12,16,13,10,9,7,7,2,3,1,0
2022-04-04 18:00:00,3,4,5,7,8,6,6,11,7,11,9,10,5,11,2,10,9,16,17,17,16,14,10,9,9,9,13,8,31,28,23,16,7,8,9,12,15,12,14,12,13,17,17,18,18,18,20,26,25,19,22,18,14,6,4,3,0
2022-04-04 19:00:00,0,1,1,2,5,2,4,5,7,7,6,3,5,8,4,3,8,12,12,11,12,11,9,5,4,5,7,6,19,17,16,13,4,3,5,7,5,2,5,4,6,16,17,18,14,14,17,18,23,23,17,15,8,2,1,0,0
2022-04-04 20:00:00,0,0,0,0,3,2,3,2,4,4,3,4,3,2,1,3,2,6,7,8,6,8,7,7,6,7,9,8,23,18,17,10,4,1,2,2,5,2,2,4,6,12,10,11,10,4,7,16,14,10,12,9,6,2,2,0,0
2022-04-04 21:00:00,0,0,1,1,1,2,0,3,1,2,0,1,0,2,0,0,0,5,0,10,9,8,7,8,9,11,13,0,25,23,21,17,15,2,2,1,0,2,4,3,6,9,7,8,8,9,9,15,9,8,8,7,6,5,2,1,0
2022-04-04 22:00:00,0,0,1,2,2,0,3,4,5,4,4,3,0,3,5,4,4,9,8,10,13,14,12,13,10,11,13,14,22,0,18,16,5,0,4,0,1,1,2,0,5,9,8,8,6,7,5,8,7,7,7,3,5,3,0,1,0
2022-04-04 23:00:00,0,1,0,0,0,2,0,4,0,0,3,3,0,5,0,6,5,4,4,5,4,5,2,4,6,5,5,0,11,0,10,11,3,2,1,2,1,2,0,0,2,3,2,3,4,3,2,6,7,8,8,6,5,3,0,1,0
2022-04-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
