Unnamed: 0,1_양천공영차고지(기점가상),2_양천공영차고지,3_대일관광고.푸른마을3단지,4_푸른마을1단지.이든채아파트,5_푸른마을2단지아파트,6_신월시영아파트.강월초등학교,7_강월초교사거리,8_신한은행신월동지점,9_신곡시장.금빛새마을금고,10_동방아파트.신월종합사회복지관,11_신정네거리.신정119안전센터,12_신정네거리역,13_경서농협,14_우리은행신정동지점,15_신정1동우체국,16_서울남부지방법원.서울남부지방검찰청,17_진명여고,18_목동역,19_목동7단지,20_하이스트학원.종로학원,21_목동8단지.한전,22_양천구청.양천보건소,23_양천문화회관.양천일자리센터,24_목동10단지상가,25_목동12단지,26_양천구민체육센터.양천일자리센터,27_양천구청,28_목동13단지,29_양천구청역,30_목동아파트1216동앞,31_봉영여중.목동고,32_목동우성아파트입구,33_목동우성아파트,34_양천아파트,35_양천아파트,36_양천구청역,37_양천구청,38_양천공원,39_목동중학교,40_길훈로즈빌아파트,41_목동7단지.종로학원,42_진명여고,43_서울남부지방법원.서울남부지방검찰청,44_신정1동우체국,45_우리은행신정동지점,46_신정4동경서농협,47_신정네거리역,48_신정네거리해누리분수광장,49_동방아파트,50_신곡시장.금빛새마을금고,51_신한은행신월동지점,52_강월초교사거리,53_신월시영아파트.강월초등학교,54_푸른마을2단지아파트,55_푸른마을1단지.이든채아파트,56_대일관광고.푸른마을3단지,57_양천공영차고지
2022-03-27 13:00:00,0,0,2,3,3,4,6,9,10,12,10,7,6,4,0,5,4,4,5,7,6,2,5,5,5,7,8,0,4,7,6,8,13,13,13,9,8,7,7,6,7,9,8,6,5,5,6,9,8,4,7,6,4,0,1,0,0
2022-03-27 14:00:00,0,1,0,3,5,4,5,11,14,13,13,8,6,3,2,3,3,4,0,6,3,6,1,5,0,7,2,6,7,0,5,3,5,0,7,4,2,2,2,5,6,2,0,3,1,1,2,6,9,11,0,10,6,1,0,0,0
2022-03-27 15:00:00,0,1,0,2,3,4,3,5,6,7,6,8,6,10,10,11,10,7,7,10,9,6,5,7,3,0,6,0,8,2,1,5,7,6,4,2,3,2,3,2,2,4,2,3,10,9,10,19,20,13,10,4,3,1,1,0,0
2022-03-27 16:00:00,1,5,0,6,9,6,7,7,8,10,7,6,7,5,0,6,0,4,5,9,9,8,6,4,3,4,5,0,11,0,8,6,5,4,5,2,2,2,2,1,8,7,0,8,9,8,7,10,8,5,9,3,2,0,1,0,0
2022-03-27 17:00:00,1,0,0,3,1,5,6,8,6,4,7,9,7,4,4,5,4,5,4,8,9,10,6,8,7,0,10,11,14,8,13,10,8,5,9,8,5,4,3,4,9,8,9,5,7,8,9,10,7,4,3,4,4,2,1,0,0
2022-03-27 18:00:00,2,0,3,1,3,0,4,4,5,4,5,6,4,5,5,0,5,7,6,10,9,10,8,7,8,6,6,4,14,0,9,6,6,6,6,6,1,1,5,0,8,9,9,10,15,14,12,11,10,9,8,10,6,4,3,2,0
2022-03-27 19:00:00,2,0,1,2,0,2,3,5,5,7,4,4,5,4,6,3,4,4,0,5,6,5,3,2,3,0,4,4,7,7,11,8,4,3,3,2,1,0,2,0,5,6,7,0,5,4,5,8,6,5,3,1,2,1,0,0,0
2022-03-27 20:00:00,0,0,0,3,0,2,1,5,4,4,3,6,3,4,2,3,3,2,2,4,2,0,0,3,0,0,4,0,8,0,6,5,2,0,1,0,0,0,0,0,1,7,0,5,6,0,4,9,8,4,1,1,0,0,0,0,0
2022-03-27 21:00:00,0,1,0,1,1,0,1,1,1,0,2,0,1,0,4,0,2,3,3,4,0,2,3,0,4,0,0,0,11,10,9,5,3,5,3,1,2,2,2,1,7,4,2,0,4,4,6,13,13,11,9,7,3,1,0,0,0
2022-03-27 22:00:00,1,0,2,4,1,0,4,3,0,4,4,4,3,5,0,1,3,4,5,4,6,6,3,5,4,5,4,0,10,0,7,8,2,1,0,2,0,1,2,1,2,5,4,3,6,6,2,9,8,6,5,4,1,0,0,0,0
2022-03-27 23:00:00,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,3,6,0,7,0,7,4,0,5,4,2,0,5,6,0,6,3,2,1,0,0,3,0,1,3,7,6,5,4,6,5,6,5,0,2,4,0,2,0,0,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,0,0,0,1,1,2,3,4,6,6,4,4,0,0,3,3,1,2,3,1,2,1,0,2,0,0,0,0,0,0,0,1,9,4,11,7,2,3,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 06:00:00,1,0,2,4,5,6,3,8,11,9,7,7,10,11,1,10,8,5,4,1,2,0,0,4,2,0,0,3,4,0,0,3,7,8,10,6,2,0,0,1,2,0,0,4,5,2,0,4,2,3,2,1,0,0,0,3,0
2022-03-28 07:00:00,0,0,1,5,11,7,8,19,15,18,10,10,11,12,12,9,8,9,8,7,9,7,9,9,3,0,13,14,15,0,4,7,21,0,17,9,8,7,9,9,10,2,2,2,5,4,3,4,2,6,4,3,2,1,2,3,0
2022-03-28 08:00:00,0,1,0,3,6,11,12,17,16,19,15,15,16,15,13,12,11,8,7,8,5,3,3,2,2,3,0,5,8,5,6,7,19,18,33,16,14,16,14,9,7,8,7,3,9,10,3,14,11,10,7,3,6,3,3,3,0
2022-03-28 09:00:00,0,0,2,3,5,8,9,17,22,24,14,12,12,13,11,11,9,7,4,5,4,3,3,0,3,4,5,0,4,0,3,2,16,18,26,12,10,6,8,5,4,4,5,5,4,4,3,4,5,5,5,3,2,0,1,3,0
2022-03-28 10:00:00,0,1,2,4,5,7,7,7,10,10,8,8,11,10,0,5,8,4,4,3,1,4,4,0,6,0,5,0,6,5,5,3,10,9,8,7,6,3,7,5,5,5,2,6,5,3,2,4,3,3,5,1,6,3,1,3,0
2022-03-28 11:00:00,0,1,2,2,4,4,5,6,5,4,3,4,2,4,3,3,2,3,2,3,0,4,1,5,4,2,5,0,9,8,8,7,6,5,8,6,5,3,2,1,2,3,5,1,5,4,2,3,0,3,6,2,2,1,0,0,0
2022-03-28 12:00:00,0,0,2,4,4,2,1,6,8,6,7,7,7,7,6,5,5,5,3,5,2,4,3,4,4,5,6,0,10,0,1,7,4,3,6,3,2,3,4,3,8,7,5,6,7,4,4,7,7,6,8,8,6,4,3,2,0
2022-03-28 13:00:00,0,1,0,3,4,6,2,7,9,10,10,7,9,10,8,9,7,8,6,7,4,3,6,0,0,1,8,10,12,0,8,6,6,6,8,6,7,5,3,5,4,7,8,2,3,2,4,5,5,2,4,3,3,1,4,3,0
2022-03-28 14:00:00,0,2,2,4,6,7,8,8,9,10,9,6,5,7,3,5,6,4,4,9,10,8,5,9,7,7,7,8,8,6,7,7,10,10,9,8,5,6,7,5,4,6,8,7,7,3,7,8,8,6,5,4,4,1,1,11,0
2022-03-28 15:00:00,0,1,3,6,4,6,8,12,14,15,12,6,7,9,7,8,5,6,7,5,7,6,0,4,5,6,6,7,17,0,14,9,8,7,7,5,4,4,7,6,8,10,11,10,9,7,10,12,8,8,11,7,6,3,2,2,0
2022-03-28 16:00:00,0,3,0,4,5,7,5,8,6,10,4,9,5,10,8,7,5,9,9,12,11,12,11,13,11,8,12,0,14,15,40,37,34,35,36,33,24,24,17,12,9,12,10,0,11,11,14,12,10,12,14,11,10,5,4,1,0
2022-03-28 17:00:00,0,1,7,9,13,11,13,14,7,15,14,15,16,15,4,14,12,18,10,18,14,10,9,8,10,9,12,13,22,20,18,13,11,13,15,11,8,7,6,5,10,11,14,5,15,13,12,9,9,8,7,2,4,2,1,2,1
2022-03-28 18:00:00,1,4,3,2,4,3,2,7,7,9,5,8,7,5,0,5,6,16,14,18,17,11,9,9,9,10,12,11,25,18,18,17,9,15,15,15,16,14,14,13,15,28,27,27,25,25,26,30,26,19,18,16,12,6,3,0,0
2022-03-28 19:00:00,0,2,1,4,6,7,7,8,9,8,7,7,6,5,0,4,6,10,6,12,12,16,14,10,9,8,10,3,29,26,22,19,5,5,7,9,8,7,6,5,5,20,23,21,20,19,19,20,17,10,9,7,8,4,2,1,0
2022-03-28 20:00:00,1,0,1,1,3,0,3,4,2,1,4,3,2,1,3,1,4,6,5,8,11,5,10,9,8,5,10,9,16,14,13,10,4,0,3,4,3,3,5,4,4,8,8,8,7,7,9,13,12,11,11,9,5,2,1,1,0
2022-03-28 21:00:00,0,3,2,0,1,0,2,2,2,3,3,5,3,3,4,0,4,5,5,8,5,3,7,6,5,3,5,7,12,10,8,8,3,4,1,1,4,3,2,3,3,4,5,4,6,3,4,8,3,7,6,5,4,2,1,0,0
2022-03-28 22:00:00,0,0,0,1,2,0,2,2,0,4,3,3,2,4,2,1,2,6,7,13,17,17,16,16,12,9,14,6,22,21,20,15,2,1,3,2,3,2,6,5,8,8,9,9,13,8,6,14,10,5,6,5,4,1,2,0,0
2022-03-28 23:00:00,0,1,2,1,2,0,0,0,0,0,1,2,0,2,0,0,0,3,2,3,0,10,12,10,8,9,11,0,18,0,16,15,1,1,0,1,0,1,0,2,3,3,4,0,5,4,2,13,11,9,8,5,3,1,0,0,0
2022-03-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 05:00:00,0,0,0,1,0,2,2,0,3,5,3,1,0,0,0,0,0,0,0,1,2,2,0,1,2,1,0,0,0,0,0,1,6,4,8,5,2,0,0,0,1,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
2022-03-29 06:00:00,1,1,2,4,4,7,8,10,15,15,11,10,13,13,0,8,6,2,3,1,1,2,0,0,2,0,3,2,3,0,1,4,8,5,11,4,2,0,1,1,1,1,1,2,3,2,2,3,3,1,0,2,0,3,1,0,0
2022-03-29 07:00:00,0,1,2,4,9,12,13,24,29,28,17,18,20,19,19,18,12,10,5,9,11,10,11,12,7,13,12,13,10,11,3,6,22,23,37,33,8,7,8,8,8,9,6,2,5,0,0,3,5,6,5,0,7,6,4,8,0
2022-03-29 08:00:00,0,2,2,5,7,11,13,15,17,20,15,14,10,15,14,16,12,15,13,13,6,2,3,3,2,0,2,2,4,2,3,3,20,19,30,22,18,15,12,11,6,8,7,6,11,11,10,9,6,6,5,4,5,4,6,5,0
2022-03-29 09:00:00,0,2,1,3,4,5,6,8,6,7,6,8,7,6,5,2,4,3,2,1,2,3,3,2,3,2,5,1,6,5,4,4,10,11,21,16,13,12,11,6,7,5,4,2,6,2,2,4,5,4,4,2,2,2,1,1,0
2022-03-29 10:00:00,0,0,3,5,4,7,8,11,12,12,10,11,4,12,4,5,10,6,5,5,4,6,5,5,6,5,5,0,7,2,3,4,7,8,10,6,8,7,5,6,5,7,1,6,7,6,4,4,4,1,0,0,0,0,0,0,0
2022-03-29 11:00:00,0,0,0,1,3,2,4,3,6,4,6,5,8,9,4,8,7,6,7,5,4,6,5,4,3,0,5,0,9,8,3,8,6,5,7,5,5,0,4,5,4,6,3,3,5,3,5,5,5,4,3,2,1,1,0,0,0
2022-03-29 12:00:00,0,1,1,3,6,7,0,5,5,6,5,5,6,5,3,3,1,4,2,7,2,6,0,0,7,0,6,5,6,6,5,4,6,6,7,5,7,6,7,0,7,8,4,6,5,6,7,8,6,4,6,4,3,1,0,1,0
2022-03-29 13:00:00,0,0,1,3,5,3,5,7,8,10,8,8,9,7,10,11,10,8,6,6,6,7,4,2,0,0,5,5,7,0,6,5,4,5,10,7,6,7,7,7,9,9,11,8,10,9,9,13,15,13,10,8,5,2,1,2,0
2022-03-29 14:00:00,2,0,1,3,4,3,4,6,8,8,5,9,5,12,14,5,11,11,13,9,5,4,3,5,6,5,6,6,11,0,9,5,5,6,11,10,7,4,5,7,6,8,9,8,6,7,7,5,6,5,3,0,2,0,0,0,0
2022-03-29 15:00:00,1,1,4,6,4,7,6,9,8,2,8,9,11,11,10,8,2,6,3,8,9,7,7,5,8,6,9,6,10,9,7,6,8,9,11,8,6,0,8,5,9,10,10,7,8,6,6,8,8,6,8,2,4,2,1,2,0
2022-03-29 16:00:00,3,1,0,3,5,4,7,8,8,9,8,7,9,8,8,7,8,9,8,12,9,13,12,12,11,4,6,2,14,7,32,29,25,26,30,29,23,21,13,12,12,15,16,15,15,13,12,12,8,12,10,8,5,3,1,0,0
2022-03-29 17:00:00,0,1,5,6,7,6,0,7,9,11,9,8,4,6,5,6,8,11,9,12,11,8,10,10,8,4,3,13,21,18,18,10,12,13,15,15,16,14,6,9,9,10,12,5,12,7,12,11,12,10,10,10,6,4,3,2,0
2022-03-29 18:00:00,4,5,3,3,3,5,4,6,9,11,9,7,7,7,0,5,6,17,15,19,19,16,14,11,8,8,10,9,25,18,21,13,5,7,12,10,8,9,11,12,15,27,28,22,22,21,25,51,46,29,24,20,14,4,3,3,0
2022-03-29 19:00:00,0,1,2,3,4,5,5,7,0,6,2,5,7,5,6,0,4,16,14,16,16,8,14,7,9,10,10,5,33,32,29,20,10,0,10,9,5,5,8,6,6,12,12,10,14,13,13,15,13,27,20,18,15,4,3,3,0
2022-03-29 20:00:00,0,1,1,0,2,3,2,1,3,2,0,3,3,3,0,4,3,6,6,8,8,6,7,6,6,6,7,4,13,12,10,13,2,1,4,2,1,0,3,1,4,6,5,5,4,4,6,8,6,5,4,2,4,1,0,0,0
2022-03-29 21:00:00,2,0,0,1,2,0,2,3,4,5,4,4,1,3,4,3,3,8,5,7,9,9,10,9,6,6,10,9,14,13,12,8,8,1,7,4,6,5,1,2,5,10,11,10,9,8,7,17,14,10,7,4,3,2,1,0,0
2022-03-29 22:00:00,0,0,0,0,1,0,2,2,0,1,0,1,0,2,6,0,3,6,5,15,19,18,17,13,10,9,12,7,20,0,19,16,2,1,1,2,3,2,4,3,8,13,12,5,11,12,9,14,13,11,7,5,5,2,1,0,0
2022-03-29 23:00:00,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,1,3,0,4,5,6,2,5,0,4,5,0,9,8,6,9,4,3,2,3,2,4,2,1,2,4,2,1,3,2,0,6,4,1,2,1,0,1,0,0,0
2022-03-30 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 05:00:00,0,0,0,1,2,3,0,1,1,3,0,1,2,1,0,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,1,8,4,9,6,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 06:00:00,0,0,1,2,4,5,5,10,13,11,6,5,7,9,0,3,4,3,4,1,3,3,0,0,0,0,0,2,4,3,2,3,8,4,11,3,3,1,0,2,4,2,3,5,6,5,0,4,0,3,1,3,2,0,1,3,0
2022-03-30 07:00:00,0,1,3,6,10,13,11,13,15,19,17,16,16,11,10,8,8,5,2,6,8,9,9,8,10,0,11,10,12,4,3,4,17,18,25,11,10,10,10,8,7,3,2,1,5,3,1,5,5,7,6,5,5,2,8,5,0
2022-03-30 08:00:00,0,2,1,5,8,13,15,24,28,31,22,21,21,21,21,19,15,17,16,11,6,1,5,2,4,5,6,0,10,0,9,6,23,25,31,17,11,9,10,8,5,6,3,2,5,0,3,6,2,3,5,6,3,1,5,3,0
2022-03-30 09:00:00,1,0,0,2,4,5,0,6,7,8,8,7,7,5,5,6,6,3,4,4,3,4,3,2,4,0,6,0,3,3,5,5,14,14,19,7,8,7,8,5,4,6,3,3,9,10,9,10,7,6,4,1,0,0,0,0,0
2022-03-30 10:00:00,1,1,2,3,4,6,8,9,13,14,11,9,9,10,6,10,8,8,2,8,7,4,0,6,7,3,6,0,5,0,4,4,11,9,10,7,5,4,6,5,4,3,3,2,3,3,5,5,5,3,2,1,3,0,2,1,0
2022-03-30 11:00:00,0,1,0,3,1,4,5,5,8,10,9,7,6,8,7,9,4,6,3,5,3,3,3,2,3,0,4,3,5,0,3,4,8,7,9,6,5,4,7,4,6,8,9,0,2,7,4,3,5,4,3,1,1,1,0,0,0
2022-03-30 12:00:00,2,2,2,4,6,7,8,8,5,7,6,4,7,9,9,8,4,8,7,7,6,7,8,9,6,0,7,6,9,5,8,9,6,10,8,7,5,6,4,3,4,3,4,5,5,4,4,7,3,3,4,3,2,0,2,2,0
2022-03-30 13:00:00,2,2,0,4,6,5,5,4,5,3,6,5,5,8,4,7,6,6,7,5,4,5,3,5,6,5,8,3,9,8,7,6,8,8,9,7,7,5,9,7,11,8,7,7,6,4,5,6,7,4,6,0,4,2,0,5,0
2022-03-30 14:00:00,2,1,3,5,4,0,4,4,5,4,5,5,4,3,5,6,3,3,4,4,3,5,4,1,3,3,5,5,8,0,38,34,35,37,48,45,44,8,7,5,4,4,4,0,5,4,6,7,7,5,7,4,2,3,2,3,0
2022-03-30 15:00:00,0,5,3,5,3,4,5,7,8,10,9,8,10,12,7,11,8,8,8,10,10,8,4,9,8,9,9,6,9,8,7,10,5,12,16,17,37,35,24,11,10,8,9,3,11,9,10,10,8,6,7,6,5,2,2,1,0
2022-03-30 16:00:00,1,2,5,4,2,4,4,6,5,7,7,11,3,8,9,7,10,14,13,16,16,16,14,14,11,5,6,9,15,13,11,7,10,12,14,11,9,11,12,11,9,14,17,9,19,17,14,16,15,13,12,11,9,4,1,0,0
2022-03-30 17:00:00,0,1,2,3,8,10,10,13,15,17,14,9,9,7,7,6,8,12,11,18,18,13,10,9,8,11,12,12,19,18,18,14,8,13,17,15,18,17,9,7,12,13,13,12,13,12,11,10,9,8,8,7,8,7,3,2,0
2022-03-30 18:00:00,1,1,0,2,3,4,4,8,11,11,9,12,13,12,10,11,11,18,16,22,18,16,12,11,11,0,15,14,29,28,22,17,10,8,10,9,7,16,17,16,12,17,17,18,18,21,23,40,37,29,25,21,14,4,3,0,0
2022-03-30 19:00:00,0,3,1,3,5,6,3,5,7,10,9,7,8,0,9,3,8,16,15,19,18,14,14,11,10,10,12,5,29,28,26,20,6,6,5,5,3,0,3,1,3,10,11,10,11,6,12,20,18,14,12,9,8,1,0,2,0
2022-03-30 20:00:00,0,1,2,3,4,5,6,6,5,7,4,4,3,6,7,0,6,8,7,11,12,10,7,11,8,9,12,0,12,0,10,9,3,0,3,2,3,3,4,4,5,6,3,6,7,3,4,13,12,11,12,10,6,4,0,1,0
2022-03-30 21:00:00,0,3,4,0,3,2,2,1,0,1,0,3,0,0,0,0,3,6,0,10,7,9,8,5,8,7,7,0,14,13,12,8,4,0,4,5,0,2,2,4,7,11,11,11,9,7,7,10,7,8,4,3,4,2,1,0,0
2022-03-30 22:00:00,2,1,0,2,2,1,4,6,0,5,3,1,2,3,5,0,6,8,8,12,13,14,4,3,10,4,13,12,16,12,14,12,3,2,5,4,3,2,2,3,10,16,17,16,19,17,15,18,11,6,5,3,2,1,0,1,0
2022-03-30 23:00:00,0,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,3,4,5,4,4,3,4,3,3,4,4,4,9,0,7,8,2,2,1,2,4,0,5,2,4,7,8,7,5,0,4,17,14,9,7,5,2,1,0,0,0
2022-03-31 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 05:00:00,0,0,0,0,0,1,2,0,2,4,0,1,0,0,0,1,0,3,2,2,2,2,0,0,1,0,0,0,0,0,0,1,8,4,9,5,2,0,0,0,1,0,0,0,3,4,0,3,0,0,0,0,0,0,0,0,0
2022-03-31 06:00:00,0,0,1,1,3,4,7,10,7,12,11,10,0,4,0,14,11,5,2,3,2,1,0,0,2,0,1,0,3,0,2,1,6,7,11,3,1,0,2,1,2,1,0,0,1,0,0,2,1,2,1,0,1,0,0,0,0
2022-03-31 07:00:00,0,1,2,4,6,10,12,21,33,35,20,25,11,23,23,24,15,6,4,7,10,7,12,12,6,0,10,12,13,12,4,5,18,19,24,12,10,9,10,9,8,3,3,2,5,0,4,3,3,4,4,0,1,0,2,2,0
2022-03-31 08:00:00,3,2,0,6,13,15,16,21,30,32,18,18,20,19,19,20,17,9,7,8,5,3,5,4,4,5,6,5,8,7,5,6,23,25,31,22,12,11,12,10,6,6,7,4,5,6,6,13,11,6,6,6,6,7,8,5,0
2022-03-31 09:00:00,0,2,3,4,4,5,7,9,11,12,9,13,13,11,10,7,11,7,6,5,3,3,4,2,3,3,4,3,4,0,2,3,8,13,13,10,12,11,10,9,6,7,5,4,7,6,5,6,3,4,6,3,4,3,4,5,0
2022-03-31 10:00:00,0,0,0,2,3,6,4,9,12,13,12,10,11,0,2,0,11,8,3,7,5,5,4,0,3,4,3,0,6,5,4,2,8,0,10,9,7,8,9,8,8,6,5,4,5,2,5,6,5,3,3,2,0,0,1,1,0
2022-03-31 11:00:00,0,0,2,5,6,3,6,6,12,5,9,9,10,9,1,7,6,5,4,5,4,4,0,0,5,2,5,0,7,1,6,5,8,10,9,8,7,5,5,5,4,5,4,4,3,2,5,5,4,6,5,0,0,0,0,1,0
2022-03-31 12:00:00,1,1,2,2,5,6,6,8,8,9,7,7,8,5,7,4,6,7,3,7,8,7,6,2,7,1,5,4,8,2,5,4,8,9,10,9,8,7,9,8,6,7,9,10,7,8,7,7,7,5,3,4,3,2,2,0,0
2022-03-31 13:00:00,0,1,0,2,6,7,9,6,2,5,4,7,4,8,8,6,6,9,7,5,8,6,4,4,3,4,5,6,8,5,7,6,10,10,12,7,12,11,10,7,6,11,9,9,3,6,8,6,5,4,4,3,2,1,3,2,0
2022-03-31 14:00:00,1,3,2,4,5,7,6,11,8,10,8,9,5,8,7,10,7,10,11,10,0,9,8,7,3,8,6,7,11,5,10,9,7,6,8,5,9,4,11,7,9,9,10,9,8,7,6,8,6,3,4,2,2,1,0,1,0
2022-03-31 15:00:00,0,1,0,8,5,7,9,13,17,18,14,13,12,12,11,10,11,10,9,9,6,8,8,5,6,3,8,7,14,0,11,8,7,7,10,9,8,7,4,5,8,9,12,13,11,9,7,11,10,8,7,6,4,3,1,2,0
2022-03-31 16:00:00,2,4,0,5,6,6,7,10,8,9,7,8,10,10,5,11,11,12,11,12,11,12,10,9,11,9,12,11,13,12,33,32,34,35,38,36,29,28,20,11,9,10,13,13,14,10,13,13,11,11,16,11,7,4,2,3,0
2022-03-31 17:00:00,1,3,4,5,8,9,10,11,12,15,11,11,10,10,1,8,7,11,6,16,15,16,15,5,8,3,9,12,20,19,19,16,11,12,20,18,16,14,14,13,13,20,22,19,18,16,16,19,9,14,16,12,9,5,3,3,0
2022-03-31 18:00:00,0,1,4,2,4,4,3,8,7,9,9,9,11,6,11,11,10,18,19,16,14,20,17,16,17,9,17,16,29,27,26,17,14,13,14,12,9,11,14,15,13,22,22,21,21,15,15,32,30,25,18,16,13,7,4,2,0
2022-03-31 19:00:00,0,2,0,2,5,6,7,10,11,13,7,8,8,9,2,4,8,9,8,10,11,13,9,6,7,3,10,10,22,21,23,16,4,4,6,5,5,3,6,5,4,14,16,12,14,22,21,47,45,33,21,16,12,4,2,1,0
2022-03-31 20:00:00,0,1,0,2,1,0,2,1,2,0,1,4,4,3,0,0,2,8,7,9,4,6,6,6,6,7,7,6,14,13,12,11,5,0,4,4,1,2,3,2,4,8,5,7,8,0,8,19,18,11,10,0,8,3,4,3,0
