Unnamed: 0,1_중랑공영차고지(기점가상),2_중랑공영차고지.신내역,3_신내교회.신내데시앙아파트,4_동성프라자앞,5_중랑구청사거리,6_성원아파트경남아너스빌앞,7_국민은행망우동지점,8_망우역.망우지구대,9_망우역.상봉터미널,10_지하철7호선상봉역,11_면목초등학교,12_지하철7호선면목역,13_면목본동주민센터.면목정보도서관,14_면동초등학교,15_면목우체국.녹색병원,16_지하철7호선사가정역,17_사가정역,18_면목두산아파트2차,19_사가정센트럴아이파크아파트,20_장안교앞,21_장안2동주민센터,22_배봉초등학교.전농우성아파트,23_전동초등학교.전농동SK아파트,24_전농사거리,25_전농우체국앞,26_청솔우성아파트.답십리시장,27_답십리1동희망샘교회앞,28_답십리초등학교앞,29_황물로사거리,30_답십리역.동부시장,31_신답역앞,32_청계한신휴플러스아파트,33_동대문구청.용두역,34_마장축산물시장,35_도선사거리,36_성동구청,37_코스모타워.서울신용보증재단성동지점,38_상왕십리역,39_왕십리센트라스아파트,40_성동고등학교,41_신당역.중앙시장앞,42_충무아트센터.스포츠센터.중부소방서,43_동대문역사문화공원,44_청계7가.동평화.청평화시장,45_성동공업고등학교(무궁화회관),46_신당역.중앙시장앞,47_성동고등학교,48_신당파인힐하나유보라,49_뉴타운아파트,50_상왕십리역,51_왕십리2동주민센터,52_성동구청,53_도선사거리,54_마장축산물시장,55_동대문구청.용두역4번출구,56_신답역,57_답십리1동주민센터.래미안위브,58_동대문중학교,59_대한노인회동대문구지회,60_전농사거리,61_전동초등학교.전농동SK아파트,62_배봉초등학교.전농우성아파트,63_장안2동주민센터,64_장안교은석초등학교,65_홈플러스면목동점,66_면목두산아파트2차,67_사가정역,68_면목우체국.녹색병원,69_면동초등학교,70_면목본동주민센터.면목정보도서관,71_지하철7호선면목역,72_면목초등학교,73_지하철7호선상봉역,74_지하철7호선상봉역,75_망우역.상봉터미널,76_망우역.망우지구대,77_국민은행망우동지점,78_성원아파트경남아너스빌앞,79_중랑구청사거리,80_동성프라자앞,81_신내교회.신내데시앙아파트,82_중랑공영차고지,83_중랑공영차고지.신내역,84_중랑공영차고지(가상)
2022-03-25 21:00:00,0,2,0,2,4,6,8,6,7,9,7,8,7,8,6,6,10,12,9,11,9,8,7,9,6,5,6,5,5,4,5,5,4,5,5,2,3,4,3,4,3,3,5,2,5,9,8,7,5,10,11,16,15,19,18,23,17,15,14,14,14,13,10,12,7,11,9,6,7,6,10,9,18,16,15,15,13,8,6,5,2,1,0,0
2022-03-25 22:00:00,0,3,2,3,11,6,5,9,10,11,11,9,8,6,6,11,18,16,14,13,11,10,7,7,6,8,7,5,5,6,7,6,7,8,7,6,11,5,4,4,3,2,3,4,6,11,12,14,15,16,18,23,21,19,19,22,21,20,19,17,12,10,10,10,9,8,7,7,7,6,8,7,14,15,14,12,8,7,6,4,1,0,0,0
2022-03-25 23:00:00,0,1,1,3,6,5,3,6,11,11,9,11,9,7,6,11,17,16,15,10,10,12,10,10,8,9,9,10,1,7,6,3,2,5,4,3,7,4,6,4,3,2,4,5,6,12,16,17,2,18,25,31,30,25,28,33,31,29,31,30,28,21,24,23,20,19,18,15,16,15,20,18,34,32,32,29,21,14,8,5,1,1,0,0
2022-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 04:00:00,0,0,1,2,1,1,0,0,2,2,3,1,0,0,2,3,4,5,7,8,9,8,7,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 05:00:00,0,1,2,2,3,3,4,5,5,4,3,5,6,4,4,5,3,4,3,2,4,2,7,4,6,6,13,13,9,6,1,3,7,6,5,3,4,2,4,1,3,2,3,4,0,7,4,0,0,3,2,9,0,2,9,8,7,0,6,5,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 06:00:00,0,1,3,4,3,5,4,4,5,5,6,4,3,7,6,5,8,7,8,7,8,7,6,4,7,7,9,3,7,6,4,5,4,5,4,4,4,3,3,3,2,2,1,0,1,3,1,4,0,5,6,8,3,8,2,0,0,7,0,6,4,5,7,7,9,7,4,4,6,7,3,2,8,5,5,4,3,3,2,1,0,1,0,0
2022-03-26 07:00:00,0,1,2,3,8,9,8,8,9,5,3,6,5,6,6,9,12,14,13,10,10,11,12,6,11,11,12,13,10,9,9,10,8,6,5,3,8,7,6,3,2,3,1,2,3,0,2,1,2,2,3,6,5,4,5,4,4,4,5,5,9,10,11,7,10,8,5,5,7,9,9,8,9,7,6,5,5,4,1,2,1,0,0,0
2022-03-26 08:00:00,3,4,6,8,9,12,13,14,16,12,10,9,10,11,10,9,21,23,23,19,16,18,15,17,17,20,19,21,20,21,23,22,17,14,14,10,8,7,6,4,4,3,2,1,2,4,4,4,3,4,6,8,7,7,8,10,11,5,7,11,12,13,14,15,14,13,9,10,12,10,10,10,15,15,11,10,11,7,3,0,0,1,0,0
2022-03-26 09:00:00,1,2,4,7,9,17,11,19,17,10,9,8,10,9,7,8,12,11,13,13,18,24,21,20,18,16,16,17,15,12,13,11,12,11,11,11,7,7,6,4,3,3,3,2,4,3,1,4,3,4,8,5,8,7,9,8,10,11,6,13,15,15,14,17,17,12,10,7,12,10,10,10,17,19,9,8,7,5,3,1,0,0,0,0
2022-03-26 10:00:00,1,5,6,8,9,13,11,15,14,13,6,7,7,9,8,8,10,8,11,9,13,14,15,14,14,20,23,25,16,13,13,14,13,13,8,8,10,11,9,6,4,5,3,1,2,4,5,6,5,6,8,8,7,8,12,11,12,12,11,9,13,11,13,13,15,15,9,11,13,13,15,16,15,18,13,11,9,6,4,3,1,0,0,0
2022-03-26 11:00:00,0,4,3,10,13,13,16,15,15,12,11,11,12,10,7,8,9,11,11,9,9,11,10,9,9,9,9,10,10,11,9,10,7,12,10,8,8,7,6,7,5,4,1,2,3,5,6,7,0,7,7,12,12,14,15,10,17,16,13,14,17,22,26,20,24,23,19,17,15,16,23,24,25,25,16,14,11,6,4,2,2,1,0,0
2022-03-26 12:00:00,0,6,7,10,15,14,15,19,19,14,9,8,10,9,6,9,11,11,11,10,12,13,15,14,16,23,24,28,23,17,16,15,12,17,15,12,14,10,10,6,7,8,2,3,2,6,5,7,6,6,8,10,7,9,11,12,12,11,10,12,15,14,15,18,18,17,10,12,19,17,20,19,19,14,12,13,12,10,5,3,2,2,0,0
2022-03-26 13:00:00,0,2,5,6,25,31,26,23,23,20,18,15,8,6,6,5,15,15,14,12,13,16,14,15,16,16,17,18,17,17,12,10,10,15,14,10,14,11,7,14,7,11,7,7,8,10,12,9,11,7,13,14,13,8,11,10,11,10,10,11,13,13,16,18,19,18,10,11,16,15,20,19,18,15,12,10,9,7,3,4,1,0,0,0
2022-03-26 14:00:00,1,3,5,6,9,10,9,12,14,11,11,12,15,11,9,12,13,14,15,12,9,10,11,12,14,18,22,21,14,14,21,17,15,13,13,15,13,12,11,12,12,11,10,8,5,9,10,10,12,10,12,14,15,14,16,17,16,16,17,19,17,18,15,17,18,15,15,13,15,12,15,13,18,19,18,15,13,11,7,5,4,4,0,0
2022-03-26 15:00:00,3,4,5,7,12,15,12,14,19,20,19,19,18,13,9,10,17,18,14,14,16,17,20,14,15,15,19,18,16,19,13,14,14,15,12,13,9,9,7,6,4,4,3,3,6,9,12,8,5,13,13,14,15,15,16,16,16,18,20,22,24,21,19,22,23,21,18,19,17,12,21,21,17,17,16,15,14,8,5,4,3,1,0,0
2022-03-26 16:00:00,0,5,5,8,11,16,15,19,20,15,18,15,15,15,12,12,16,12,17,16,13,14,17,15,17,16,16,17,14,12,13,7,10,10,12,10,11,11,8,8,6,5,2,6,7,10,7,10,8,12,13,15,14,13,13,14,15,15,16,14,14,13,15,14,11,14,8,12,14,15,14,10,20,17,11,12,11,8,5,3,2,2,0,0
2022-03-26 17:00:00,0,9,11,13,21,24,23,29,32,28,25,24,20,16,13,13,21,21,20,18,20,24,24,24,22,20,18,18,18,16,17,16,15,15,14,15,13,7,8,6,6,4,6,8,10,14,17,18,14,25,27,33,29,28,12,15,16,11,18,18,17,16,17,13,13,11,11,11,9,13,20,19,22,18,17,17,17,14,11,4,1,1,0,0
2022-03-26 18:00:00,0,3,4,9,11,12,11,28,30,23,21,13,12,11,10,10,22,21,23,15,17,14,13,13,12,19,19,18,15,14,14,13,15,13,16,15,11,9,8,6,4,2,3,7,0,10,13,16,12,15,15,19,18,21,24,25,26,24,24,25,27,25,26,30,23,21,16,20,21,19,15,17,23,30,29,26,12,9,6,4,3,1,0,0
2022-03-26 19:00:00,0,0,1,1,11,13,14,16,18,16,11,16,14,14,11,9,11,10,18,13,17,18,15,19,10,22,20,17,13,7,11,12,4,8,6,7,5,5,7,5,5,3,6,2,3,9,10,11,10,12,13,15,11,13,12,14,14,13,10,14,14,14,16,17,12,11,8,12,8,9,11,12,18,17,14,20,17,13,9,4,0,1,0,0
2022-03-26 20:00:00,0,1,0,3,6,7,8,6,10,13,12,10,9,8,7,8,17,18,17,13,10,12,12,7,13,11,11,10,6,10,9,6,5,4,5,4,4,3,2,3,1,2,4,1,4,8,9,5,9,14,12,18,11,17,14,13,13,12,11,13,12,13,13,11,15,12,10,14,6,16,19,17,21,24,18,18,20,16,10,6,3,4,0,0
2022-03-26 21:00:00,0,1,1,3,5,1,6,11,10,13,12,14,8,13,12,10,14,13,12,12,11,11,10,3,7,6,5,3,4,4,0,3,3,4,4,3,2,4,2,2,1,1,4,2,5,7,8,9,0,10,14,19,18,19,23,23,22,20,18,19,15,14,13,11,10,9,7,7,7,6,7,6,19,20,18,15,14,12,9,6,1,0,0,0
2022-03-26 22:00:00,0,0,2,3,6,8,2,8,9,13,8,13,12,12,11,8,14,13,12,11,9,8,7,6,9,8,9,10,4,9,7,5,1,2,4,3,4,3,1,1,0,1,2,0,3,7,11,13,0,7,16,19,18,20,19,19,18,18,17,16,15,15,16,22,21,20,13,13,13,13,12,10,12,13,11,12,9,8,5,3,1,0,0,0
2022-03-26 23:00:00,0,0,0,1,0,1,2,5,6,7,6,7,6,8,8,9,18,19,18,15,13,10,9,7,6,7,6,3,5,5,5,3,4,3,2,1,4,3,0,2,1,0,1,0,1,4,7,8,0,12,11,14,15,17,19,16,17,17,17,15,14,10,11,10,11,9,7,11,11,10,12,11,17,16,17,17,14,9,6,3,1,1,0,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,0,0,0,1,0,0,0,2,0,2,0,3,1,0,0,2,3,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,0,0,1,2,3,4,3,2,2,3,1,4,3,5,6,5,5,4,4,5,4,2,3,3,4,5,5,5,2,4,3,0,5,4,3,2,0,2,0,1,0,0,1,1,0,2,3,0,2,3,4,3,0,4,3,0,4,0,0,5,2,6,7,0,6,5,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 06:00:00,0,1,3,4,5,6,6,6,6,6,4,5,0,3,0,3,4,1,2,2,4,3,3,2,4,4,6,2,4,3,0,3,4,3,4,2,0,3,2,2,0,0,1,0,1,1,0,2,0,1,1,2,1,4,4,1,5,6,2,5,4,5,6,3,8,5,2,3,2,2,2,0,4,1,3,3,1,0,2,0,1,0,0,0
2022-03-27 07:00:00,0,0,0,1,5,4,6,4,7,5,2,4,4,2,0,5,6,7,0,6,6,4,6,0,2,4,5,4,4,4,0,4,3,3,4,2,3,0,1,1,1,0,1,0,1,0,1,2,0,2,3,3,0,4,3,2,2,3,4,4,2,5,4,6,4,5,2,2,3,1,1,2,4,3,2,2,3,2,1,1,0,0,0,0
2022-03-27 08:00:00,0,2,3,6,8,11,10,8,11,6,5,5,6,4,5,7,11,13,4,10,8,6,7,5,5,7,10,11,10,11,5,0,7,4,5,2,4,3,2,2,1,2,1,0,1,2,2,6,5,7,8,9,3,10,7,3,6,5,8,8,13,12,10,13,10,9,6,7,6,8,10,9,8,7,5,5,6,5,2,0,0,0,0,0
2022-03-27 09:00:00,0,4,5,6,10,11,10,15,11,7,5,8,9,10,9,8,13,12,14,16,15,16,17,15,13,14,15,14,11,8,7,8,6,3,2,4,3,4,2,1,0,2,1,0,1,5,2,5,4,3,3,3,2,0,6,2,5,4,4,7,10,13,17,20,18,14,10,9,8,10,12,10,12,10,10,8,8,6,3,1,0,0,0,0
2022-03-27 10:00:00,0,3,4,7,11,19,17,19,17,12,15,15,13,13,12,13,18,17,19,20,18,15,18,19,18,17,18,20,18,15,16,14,12,14,14,15,12,10,5,8,9,8,1,1,2,5,4,6,0,6,7,9,6,5,8,9,9,13,15,16,19,14,17,17,20,14,6,8,13,18,22,19,17,15,12,7,6,2,1,0,0,0,0,0
2022-03-27 11:00:00,0,3,5,7,7,9,9,9,9,8,7,10,7,6,7,7,11,12,12,12,13,17,19,18,15,17,15,18,18,16,15,9,12,15,10,14,13,10,9,8,7,0,1,2,0,4,5,4,0,6,4,5,7,10,7,10,10,12,11,14,15,18,19,20,19,18,11,16,15,15,9,0,11,10,9,8,9,7,7,7,4,3,0,0
2022-03-27 12:00:00,2,5,3,7,12,14,13,17,21,14,13,12,13,10,8,8,12,15,16,17,15,13,16,15,16,16,15,18,19,16,15,16,15,15,13,14,13,12,11,13,11,10,4,7,8,10,11,11,10,12,12,12,11,14,11,11,10,10,13,14,19,22,23,25,25,22,14,15,14,15,18,15,21,18,16,15,8,6,3,3,0,0,0,0
2022-03-27 13:00:00,0,2,8,9,15,15,16,17,20,14,15,15,12,11,10,10,20,19,16,17,16,14,15,14,15,22,24,18,20,14,15,17,16,17,13,16,14,13,9,14,12,7,7,8,10,12,13,9,8,10,9,10,11,10,7,8,12,14,13,17,17,20,26,27,25,11,17,15,11,12,13,12,14,11,13,17,15,11,5,4,2,0,0,0
2022-03-27 14:00:00,0,2,5,5,6,8,9,14,16,13,12,18,16,12,11,11,18,20,21,17,19,15,14,14,14,18,19,16,15,14,14,14,13,16,17,17,17,16,12,10,10,10,5,6,7,10,12,6,4,14,13,10,11,10,10,11,13,10,15,13,14,19,16,17,17,14,10,17,18,15,16,13,13,12,13,14,15,9,7,3,1,1,0,0
2022-03-27 15:00:00,0,2,7,6,12,14,16,20,21,10,7,12,10,12,11,10,13,18,16,17,19,20,19,16,16,15,13,13,11,12,13,14,13,15,7,17,9,16,13,13,9,8,7,8,6,9,10,11,9,11,13,18,17,21,24,24,23,20,23,28,31,30,32,30,27,24,17,14,20,19,20,22,20,17,14,12,10,7,4,6,3,0,0,0
2022-03-27 16:00:00,0,2,2,5,8,7,8,15,14,19,14,13,11,11,9,8,16,17,14,12,12,12,18,17,17,15,18,13,15,9,8,8,6,13,14,10,9,6,7,6,3,1,8,12,5,17,11,18,18,18,16,12,14,15,14,16,16,14,13,13,13,12,13,16,15,13,10,13,10,13,14,13,16,16,14,10,11,7,6,5,4,2,0,0
2022-03-27 17:00:00,0,1,2,4,9,10,14,20,18,15,11,15,14,12,10,13,21,20,21,19,18,16,13,12,12,13,13,11,9,12,10,10,10,11,9,8,8,6,5,3,1,3,5,3,6,13,15,17,16,20,22,22,17,21,20,23,25,18,22,21,10,19,15,14,12,11,11,11,10,10,14,12,16,17,19,13,15,10,6,4,3,0,0,0
2022-03-27 18:00:00,0,1,2,3,14,15,14,33,39,35,31,30,29,25,22,22,27,28,28,21,18,17,16,17,16,13,11,10,8,9,7,8,10,12,12,11,4,10,8,7,6,3,4,4,2,9,12,14,12,10,9,11,14,13,12,12,13,11,13,15,16,14,15,19,14,12,10,16,18,15,15,16,32,32,28,31,28,23,9,4,3,1,0,0
2022-03-27 19:00:00,0,0,1,4,6,7,10,14,14,9,8,11,13,7,11,10,18,19,18,16,15,14,10,12,5,12,14,8,5,17,16,17,16,15,13,11,12,13,14,10,9,5,5,7,8,8,11,9,4,10,11,9,6,8,10,11,10,10,11,12,14,17,18,17,15,11,7,9,9,7,10,9,12,12,14,13,12,9,4,3,2,1,0,0
2022-03-27 20:00:00,1,0,4,1,7,6,7,9,10,9,8,7,8,8,6,6,11,10,9,8,8,8,7,8,8,9,6,7,9,5,11,12,6,7,6,6,6,7,8,7,6,5,4,3,2,8,10,11,10,15,16,19,17,18,17,17,15,12,11,17,15,11,8,12,10,11,6,7,8,10,12,13,12,12,11,8,10,7,6,3,2,0,0,0
2022-03-27 21:00:00,0,1,0,2,3,1,2,4,7,8,5,9,3,4,3,8,16,15,16,13,13,9,7,6,4,6,7,7,8,7,7,0,3,7,6,3,7,1,2,5,4,2,4,2,3,6,1,0,7,14,15,18,13,17,17,18,17,16,16,17,16,16,12,13,12,9,7,11,7,5,7,8,19,21,18,16,14,12,7,2,0,0,0,0
2022-03-27 22:00:00,0,0,0,1,2,1,0,5,8,8,7,7,6,6,6,8,14,13,14,10,10,9,7,6,10,8,9,12,11,13,11,10,8,4,7,3,9,8,8,9,0,2,3,2,4,6,7,5,0,12,13,16,16,17,16,19,18,17,17,17,14,13,9,5,5,3,5,5,4,10,11,8,14,14,14,13,11,8,4,2,0,0,0,0
2022-03-27 23:00:00,0,0,0,1,2,0,1,4,6,10,9,10,11,10,0,11,15,16,12,14,11,9,7,6,6,8,7,6,6,7,5,6,6,7,4,6,8,9,10,10,9,12,9,6,5,6,8,7,9,12,15,15,14,15,13,14,11,10,13,10,11,11,9,8,7,8,6,7,7,7,7,0,13,16,16,17,16,12,5,3,1,0,0,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,0,0,1,2,2,3,2,7,0,6,1,2,2,3,3,4,0,5,7,8,9,0,10,0,15,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,0,1,3,4,4,6,7,10,12,5,5,4,5,4,2,5,5,8,6,6,7,8,9,10,9,11,12,16,12,10,9,3,7,9,5,3,8,5,4,4,3,1,3,4,5,7,6,0,7,7,7,7,5,7,7,0,6,0,3,5,6,5,6,10,8,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 06:00:00,0,1,2,6,6,15,16,19,12,10,8,6,9,7,5,7,8,9,8,6,9,12,13,11,13,18,20,21,19,12,13,14,12,10,7,7,6,5,3,6,3,2,1,3,6,7,6,6,3,7,3,4,7,9,7,9,10,5,12,10,9,9,10,12,10,10,5,5,7,8,7,6,9,8,4,3,2,4,3,0,3,1,0,0
2022-03-28 07:00:00,0,4,10,17,20,29,28,42,46,22,11,12,13,17,20,23,22,25,29,29,35,38,41,40,40,38,44,47,40,34,20,33,17,32,33,32,29,27,22,15,10,8,5,4,5,5,8,10,9,10,12,13,10,12,12,10,11,11,13,17,36,40,42,28,32,20,11,13,14,14,15,14,14,13,10,9,10,9,7,6,0,4,0,0
2022-03-28 08:00:00,0,8,10,15,21,40,39,52,49,22,23,20,16,15,13,24,38,40,46,49,53,49,49,50,49,56,59,59,53,39,36,31,28,22,19,16,15,15,13,13,9,7,5,3,4,7,8,14,13,17,16,22,21,22,23,24,24,23,20,22,27,29,35,36,39,36,14,18,19,19,18,19,29,28,21,21,20,15,6,5,5,4,0,0
2022-03-28 09:00:00,0,4,6,8,11,13,11,19,22,15,14,12,11,10,9,10,15,17,17,20,24,22,21,20,22,26,29,30,27,23,18,19,18,17,17,15,12,11,11,7,6,5,5,3,5,7,5,11,8,8,7,5,8,9,8,5,9,10,9,10,11,13,18,21,26,21,6,8,8,12,13,10,14,13,10,9,8,5,4,3,0,1,0,0
2022-03-28 10:00:00,0,3,5,8,10,13,14,16,16,16,14,15,15,14,11,9,10,12,14,14,13,15,15,15,17,18,19,18,16,14,14,15,14,11,12,12,10,12,13,13,12,11,6,4,9,7,11,14,13,10,11,9,6,9,11,10,14,13,12,14,20,23,19,21,20,14,11,14,12,13,15,11,14,15,13,8,7,5,3,3,1,1,0,0
2022-03-28 11:00:00,0,1,2,6,9,10,12,12,10,6,6,4,6,7,6,6,8,6,8,8,9,10,10,9,13,12,13,12,13,13,9,8,7,12,12,12,13,11,8,8,7,5,3,8,10,10,12,10,9,11,10,8,8,9,12,12,11,11,11,11,12,15,15,13,14,16,9,8,8,10,13,15,14,11,8,7,8,5,6,2,1,1,0,0
2022-03-28 12:00:00,0,4,4,5,10,11,11,12,11,8,9,9,8,9,3,7,16,17,18,17,13,13,12,12,12,15,18,11,12,9,13,13,10,10,9,8,7,7,7,5,6,5,2,15,22,17,19,19,17,19,15,16,15,13,14,15,16,17,17,17,18,12,12,13,11,9,8,10,12,12,13,14,15,12,9,9,7,5,4,2,1,1,0,0
2022-03-28 13:00:00,0,2,5,7,8,10,10,11,12,12,13,14,7,15,14,11,15,15,14,13,16,15,15,16,17,16,17,17,14,12,7,8,8,11,10,10,9,9,7,7,8,7,2,3,4,8,11,11,10,12,13,14,14,16,18,17,16,15,15,14,11,12,12,13,12,12,8,11,10,7,11,10,14,14,11,9,8,5,3,3,0,2,0,0
2022-03-28 14:00:00,0,2,4,4,13,16,15,17,18,17,16,15,15,13,11,8,10,12,14,14,10,17,16,15,17,16,8,17,14,11,12,14,11,8,10,7,9,6,8,8,6,9,6,11,16,17,20,17,0,21,20,18,17,19,24,26,15,23,20,21,22,24,22,19,19,16,10,13,14,12,16,16,17,17,17,15,15,10,4,5,4,3,0,0
2022-03-28 15:00:00,0,2,3,6,7,8,10,12,15,15,13,14,10,11,9,11,14,14,20,20,18,21,15,17,17,16,15,15,14,15,7,14,13,13,13,12,12,10,10,11,13,11,6,8,13,12,13,15,9,14,15,17,16,17,24,26,22,18,17,17,17,19,19,17,13,16,14,13,15,14,23,21,22,24,16,13,13,7,4,2,1,0,0,0
2022-03-28 16:00:00,5,4,7,7,14,17,20,21,24,19,18,17,13,14,11,12,17,19,18,19,20,24,24,24,24,24,23,22,17,18,18,18,9,20,14,14,13,9,10,7,6,9,9,13,13,17,25,25,26,27,25,29,22,29,27,28,29,26,26,30,33,30,32,33,35,29,14,14,14,13,18,20,23,19,18,16,17,15,5,4,2,1,0,0
2022-03-28 17:00:00,0,7,10,10,14,16,20,26,27,15,13,13,17,16,15,15,22,20,19,21,24,26,23,20,18,20,15,16,13,11,11,12,13,13,17,13,13,11,11,10,7,5,5,7,8,12,12,12,10,17,16,20,17,20,23,23,23,21,26,27,26,26,22,22,23,23,15,16,17,17,18,14,21,20,20,20,17,13,5,5,4,3,0,0
2022-03-28 18:00:00,0,5,8,7,15,26,27,30,32,23,20,18,15,15,11,16,29,28,26,24,26,29,25,19,19,15,23,24,20,18,17,16,16,22,24,24,18,15,11,9,8,7,7,7,9,18,19,20,19,20,21,30,29,28,33,43,40,36,34,30,27,27,26,32,30,27,14,18,18,15,21,23,38,38,36,35,29,21,13,11,8,3,0,0
2022-03-28 19:00:00,2,5,11,3,8,8,12,16,15,17,13,15,14,15,13,20,30,30,28,25,22,24,20,18,17,17,22,21,23,22,18,16,16,16,14,15,12,14,12,10,8,7,6,3,4,12,14,15,14,19,21,27,33,34,36,52,47,42,39,36,28,26,26,27,24,23,23,21,19,19,30,24,49,51,43,32,27,18,14,9,5,3,0,0
