Unnamed: 0,1_대흥교통(기점가상),2_염곡동구룡사,3_구룡사입구,4_국악고교사거리,5_삼호물산,6_원불교앞,7_도곡한신아파트,8_삼익아파트앞,9_총지사,10_영동중앙교회,11_역삼역.GS타워,12_차병원,13_언주역3번출구,14_논현고개,15_학동역,16_강남을지병원,17_국민은행압구정지점,18_압구정역3번출구,19_현대아파트,20_성수대교남단.현대아파트,21_뚝섬서울숲,22_응봉사거리,23_무학여고앞,24_코스모타워.서울신용보증재단성동지점,25_상왕십리역,26_왕십리센트라스아파트,27_성동고등학교,28_신당역.중앙시장앞,29_충무아트센터.스포츠센터.중부소방서,30_광희문.광희동사거리,31_퇴계로6가,32_퇴계로5가,33_충무로역8번출구.대한극장앞,34_퇴계로3가.한옥마을.한국의집,35_퇴계로2가.명동역,36_남대문시장.회현역,37_중림동교차로,38_서울의료보건고등학교.서울역서부,39_손기정체육공원입구,40_만리동고개,41_한겨레신문사,42_신덕성결교회,43_공덕역.공덕시장,44_마포역,45_여의도순복음교회,46_산업은행본점,47_국회의사당역.국민은행,48_국회의사당,49_여의도순복음교회,50_마포역,51_공덕시장,52_신덕성결교회,53_한겨레신문사,54_만리동고개,55_손기정체육공원,56_서울역서부,57_서울역버스환승센터,58_남대문시장.회현역,59_명동입구,60_퇴계로3가.한옥마을.한국의집,61_충무로역2번출구.대한극장앞,62_퇴계로5가.제일병원,63_퇴계로6가,64_광희문.광희동사거리,65_충무아트센터.스포츠센터.중부소방서,66_신당역.중앙시장앞,67_성동고등학교,68_신당파인힐하나유보라,69_뉴타운아파트,70_상왕십리역,71_왕십리2동주민센터,72_왕십리역,73_무학여고,74_행당신동아.행당푸르지오아파트,75_뚝섬서울숲,76_압구정중고등학교.현대아파트,77_현대아파트,78_압구정역4번출구,79_국민은행,80_강남을지병원,81_학동역,82_논현동고개,83_언주역2번출구.차병원사거리,84_차병원,85_역삼역,86_영동중앙교회,87_총지사,88_럭키아파트,89_경남아파트,90_도곡한신아파트,91_양재노인종합복지관,92_동원산업앞,93_구룡사,94_구룡사입구,95_구룡사앞,96_도로교통공단서울지부.코트라
2022-03-16 17:00:00,7,2,7,10,25,25,25,24,44,48,46,44,32,30,20,20,17,13,12,13,14,14,19,16,15,15,13,13,16,15,15,15,15,15,18,22,20,21,17,14,12,11,7,6,6,9,10,15,22,21,18,19,18,14,13,14,9,20,21,21,21,22,22,19,15,20,23,21,17,15,13,10,9,6,6,7,8,14,19,28,32,30,33,31,24,26,26,27,26,24,22,11,5,1,0,0
2022-03-16 18:00:00,4,3,8,20,41,46,49,48,50,48,34,45,51,49,40,37,39,13,14,16,15,14,14,14,12,11,10,12,14,15,20,21,20,22,17,20,18,25,27,19,20,19,17,7,13,30,36,56,65,51,42,44,40,35,31,31,21,18,17,16,19,24,23,23,20,16,14,16,14,16,11,13,11,9,11,12,9,27,38,36,25,26,27,28,27,26,26,22,21,18,16,8,4,2,1,0
2022-03-16 19:00:00,2,6,9,16,23,25,27,28,35,36,26,24,27,30,23,31,20,11,12,12,18,11,11,11,12,11,10,12,13,12,13,11,9,12,10,14,14,15,16,20,21,17,11,5,2,5,9,10,21,16,16,15,18,15,16,13,11,10,11,13,19,21,21,22,18,18,19,18,15,10,10,6,5,4,6,4,3,12,16,41,32,26,27,36,31,30,25,20,19,16,14,7,4,3,2,0
2022-03-16 20:00:00,0,1,3,6,10,13,9,10,24,28,27,25,26,25,14,15,13,12,12,12,11,9,8,7,5,5,5,8,7,7,7,7,8,9,10,16,15,17,15,13,9,8,9,5,4,7,9,13,16,25,21,20,16,14,9,13,10,10,10,9,11,12,14,13,10,10,5,9,8,9,8,6,7,4,5,4,4,13,19,16,18,16,17,16,16,14,12,13,12,10,9,5,3,3,2,0
2022-03-16 21:00:00,0,0,2,3,13,19,20,14,23,27,22,23,24,21,12,14,11,11,11,12,10,12,12,9,8,8,8,11,10,11,11,10,10,13,18,16,10,15,10,8,8,8,7,4,5,4,3,5,10,11,17,15,13,11,7,11,6,5,8,10,13,16,11,17,15,15,14,10,9,13,11,10,7,4,5,4,3,7,14,18,12,13,16,15,15,13,12,13,12,11,10,6,2,1,0,0
2022-03-16 22:00:00,0,0,1,5,10,11,10,11,18,18,22,21,17,16,11,12,12,14,14,17,16,12,12,7,7,6,5,9,10,8,10,4,9,13,9,12,8,9,9,8,8,7,4,1,2,5,5,5,7,8,10,8,7,8,9,10,7,8,10,10,7,12,5,12,10,9,7,9,6,8,7,7,5,4,6,5,5,14,17,24,17,15,16,18,19,19,17,14,13,14,14,9,4,4,0,0
2022-03-16 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,14,15,9,10,7,7,4,3,4,2,4,5,3,6,5,4,5,5,4,4,6,8,10,11,11,15,16,17,16,13,2,12,6,4,7,6,0,6,5,2,9,12,14,16,10,18,18,13,11,12,12,8,6,6,2,1,3,0,0
2022-03-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 04:00:00,2,0,0,2,2,4,4,1,3,0,4,2,3,1,5,6,0,5,5,5,0,7,9,10,13,15,16,18,20,20,21,12,17,14,11,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 05:00:00,0,1,4,3,4,7,6,4,4,5,5,7,5,6,6,4,4,5,3,1,2,4,4,5,8,7,9,10,15,14,13,6,12,9,7,7,3,6,7,10,11,10,6,5,2,1,3,2,6,6,4,4,7,9,9,7,5,4,3,3,0,4,2,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 06:00:00,0,2,3,4,6,9,5,7,13,11,12,9,11,11,14,10,8,6,2,6,0,5,3,4,5,3,11,12,14,15,16,14,11,9,5,4,3,4,5,5,8,4,6,5,4,3,1,0,2,9,13,15,19,22,23,12,10,7,5,5,5,6,4,4,5,5,4,5,2,5,6,6,7,9,10,8,8,12,9,6,9,7,9,9,11,10,9,8,6,8,5,2,0,0,0,0
2022-03-17 07:00:00,0,3,5,13,17,17,18,23,28,24,18,20,22,21,22,20,19,15,6,7,6,13,13,14,13,14,17,23,26,23,21,21,23,21,18,22,12,14,16,16,21,21,25,28,16,7,6,6,5,10,12,16,19,22,25,21,20,14,12,11,14,13,10,8,5,5,7,9,10,12,13,13,15,21,16,19,19,42,40,39,54,49,48,48,56,52,42,42,17,24,21,7,4,1,2,0
2022-03-17 08:00:00,1,5,9,20,26,29,30,30,37,36,50,41,45,37,41,31,18,13,7,6,6,11,15,15,17,19,24,27,31,31,26,21,18,18,16,15,25,25,23,28,39,36,38,41,22,9,5,12,10,12,22,17,26,29,34,36,31,25,20,16,19,13,11,11,9,6,7,12,12,13,16,17,18,22,22,16,12,56,54,51,62,55,60,58,64,51,39,35,32,39,36,11,6,4,2,0
2022-03-17 09:00:00,0,2,4,12,27,31,32,31,28,27,24,21,20,19,22,13,7,7,5,3,0,8,10,12,16,18,21,20,22,21,20,19,18,17,14,5,12,9,9,18,24,23,15,24,10,5,4,8,6,7,9,9,15,21,21,19,19,14,11,11,11,10,12,10,9,6,4,9,8,7,5,6,9,12,13,11,9,27,25,23,38,41,41,39,55,44,28,17,14,16,14,6,3,0,0,0
2022-03-17 10:00:00,1,0,4,7,8,10,11,9,12,15,23,21,22,19,18,15,9,8,7,9,1,13,11,14,16,13,16,19,13,20,16,13,12,11,9,11,10,10,9,16,16,14,9,9,5,3,2,3,4,7,8,7,8,13,14,11,13,9,9,10,8,10,9,9,8,7,6,5,6,4,3,5,4,5,3,2,5,11,12,14,26,19,19,18,17,13,10,9,7,13,6,6,4,3,1,0
2022-03-17 11:00:00,0,1,2,3,11,13,13,14,14,15,13,14,17,19,19,18,11,7,5,4,5,8,10,11,10,11,13,18,20,20,16,13,12,15,12,7,6,7,6,10,12,11,4,6,3,3,4,6,10,10,14,17,18,20,21,16,14,9,9,13,14,10,8,5,12,7,5,5,4,5,4,6,5,6,0,5,8,16,16,15,18,21,24,23,17,16,13,12,11,7,9,2,1,1,0,0
2022-03-17 12:00:00,0,1,3,4,10,12,7,13,14,14,10,9,16,16,17,10,9,8,7,6,5,7,7,8,9,9,9,14,15,13,11,14,9,10,12,11,11,13,10,17,18,16,11,7,5,8,7,6,9,8,11,12,16,18,17,16,17,20,18,16,14,16,14,8,11,12,12,11,10,11,7,7,7,7,7,5,8,12,12,11,14,16,17,15,13,15,12,8,6,6,6,2,1,0,1,0
2022-03-17 13:00:00,2,1,4,7,10,13,14,13,17,16,15,13,10,12,9,10,9,7,8,10,7,10,9,9,8,8,6,9,12,12,15,11,11,10,8,17,17,19,13,13,15,14,8,7,6,6,5,4,6,9,10,9,12,16,15,15,10,13,16,15,12,12,13,13,13,13,11,12,11,10,9,10,11,10,9,9,5,9,10,14,23,20,24,26,24,18,15,13,12,8,7,6,5,4,2,0
2022-03-17 14:00:00,1,1,3,6,9,11,13,14,13,14,16,18,20,15,16,14,13,11,7,5,6,9,4,10,10,8,8,13,14,13,13,14,13,14,9,9,8,8,8,10,11,10,7,3,2,2,1,5,6,8,11,12,14,12,15,16,16,15,14,14,13,15,14,15,17,11,14,8,5,11,8,8,7,7,8,8,21,30,29,29,26,20,23,28,21,20,18,16,14,12,10,2,1,0,0,0
2022-03-17 15:00:00,1,0,3,8,13,13,12,10,19,18,24,23,23,22,21,17,14,10,9,11,9,9,9,13,10,9,10,8,10,10,13,15,16,14,11,13,14,12,13,11,10,11,10,5,5,5,8,13,16,12,11,9,13,12,12,12,9,8,13,14,17,17,15,17,15,13,16,15,10,14,10,8,6,5,5,6,6,11,11,13,19,18,20,20,18,14,10,12,10,8,7,2,1,1,0,0
2022-03-17 16:00:00,3,4,5,7,16,18,21,17,25,23,28,24,24,26,19,21,14,9,10,12,11,15,17,15,12,10,8,8,11,12,13,14,12,13,12,14,11,12,12,14,15,15,12,8,4,8,8,19,18,20,20,12,18,14,15,15,11,14,17,16,18,13,10,11,12,12,10,11,9,9,8,7,8,7,7,8,12,14,15,19,20,19,18,19,17,12,12,13,11,11,9,4,2,0,0,0
2022-03-17 17:00:00,2,4,3,8,20,23,25,19,36,39,32,34,35,33,23,26,19,17,12,16,17,14,13,12,9,10,10,9,10,9,14,10,11,11,12,22,22,19,17,19,19,17,7,6,9,15,16,22,32,30,26,24,28,31,29,28,11,12,14,15,15,17,15,15,13,12,11,10,10,11,11,8,8,7,8,10,11,19,21,30,29,27,24,24,23,19,19,16,15,12,11,6,4,2,0,0
2022-03-17 18:00:00,6,7,13,22,37,48,43,48,66,67,51,48,51,48,36,32,30,24,25,34,32,26,25,21,19,17,16,15,16,12,17,17,17,22,24,31,33,39,35,24,22,19,13,12,12,24,27,38,58,41,35,32,28,26,24,24,15,16,17,17,20,22,24,25,23,20,21,21,18,15,13,17,11,11,13,13,11,16,27,32,28,25,22,22,23,21,27,25,24,20,15,6,2,2,1,0
2022-03-17 19:00:00,3,1,7,10,17,20,20,19,37,39,33,26,28,26,26,45,34,14,14,16,15,14,13,16,17,11,10,13,11,6,11,10,10,9,10,13,25,25,21,10,9,8,7,7,2,6,12,16,24,28,30,24,17,18,17,18,13,9,10,12,13,18,16,15,13,11,11,10,8,9,13,13,11,9,7,4,6,14,30,43,40,36,28,26,36,36,29,28,28,25,19,8,3,2,2,0
2022-03-17 20:00:00,1,2,2,8,12,13,14,9,21,20,22,27,27,19,11,12,11,8,8,6,7,5,5,4,5,4,3,8,9,7,8,9,11,11,12,17,15,15,17,17,11,7,7,8,4,6,7,10,12,13,15,12,9,11,12,10,10,10,11,15,17,16,17,15,11,10,9,10,6,9,6,3,6,3,3,5,7,10,16,21,16,16,16,15,15,13,17,16,0,14,13,5,4,1,0,0
2022-03-17 21:00:00,0,0,1,4,11,15,16,15,19,20,18,17,18,16,12,12,11,14,13,10,11,9,6,9,9,7,7,8,9,8,7,5,11,14,12,14,12,15,12,10,6,4,5,3,4,5,6,9,11,12,15,12,11,13,11,11,8,5,6,6,8,9,9,8,10,8,9,11,11,11,10,8,5,5,7,0,8,8,11,15,14,9,11,11,9,8,9,7,6,3,6,5,3,0,0,0
2022-03-17 22:00:00,1,0,1,3,6,10,5,7,15,16,14,14,18,18,15,15,14,14,13,11,4,9,7,9,8,8,7,7,10,13,7,8,9,10,11,15,14,15,10,9,11,8,8,4,2,4,5,9,8,10,13,11,12,12,12,11,7,8,5,9,10,7,12,12,11,10,11,10,7,7,6,5,3,2,0,2,6,11,14,16,21,21,26,24,23,21,18,17,16,15,14,7,3,2,0,0
2022-03-17 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,14,15,16,0,18,14,7,3,6,3,1,1,2,1,0,3,4,7,5,6,4,1,3,3,6,7,11,13,7,12,10,12,6,7,5,4,4,5,5,5,4,1,0,4,9,20,24,18,16,13,17,14,17,19,17,7,15,11,4,3,0,0,0
2022-03-18 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 04:00:00,2,0,1,3,5,7,1,6,3,3,6,6,5,5,4,3,6,1,5,3,0,5,8,12,12,12,13,16,20,20,21,0,17,15,11,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 05:00:00,0,0,1,2,3,4,0,4,4,2,5,4,5,6,5,4,5,6,4,6,1,8,6,7,11,10,12,16,19,16,14,13,13,13,13,11,5,4,10,12,14,13,10,5,3,2,1,2,5,5,5,0,7,5,6,7,6,4,4,3,0,1,3,0,2,5,0,4,0,2,2,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 06:00:00,1,2,3,4,6,8,3,7,9,8,9,6,5,3,9,5,2,1,1,2,0,2,3,6,7,10,6,10,10,5,9,10,8,9,8,7,0,4,6,8,10,8,8,6,2,1,0,2,6,8,9,10,16,21,23,14,9,7,6,4,8,3,9,7,6,5,4,5,0,7,6,6,9,11,12,11,10,12,12,8,17,14,16,15,17,14,12,7,6,6,5,3,2,1,0,0
2022-03-18 07:00:00,0,6,7,10,15,18,20,25,31,32,19,16,18,18,19,16,14,11,6,5,3,12,14,17,17,19,18,15,18,15,14,15,16,18,21,20,20,19,18,16,24,25,28,23,15,8,5,5,3,13,14,18,25,29,33,27,19,18,16,15,16,15,11,11,7,7,6,11,10,16,17,14,21,26,24,23,23,34,31,31,48,46,49,44,50,47,33,31,30,19,17,6,4,0,2,0
2022-03-18 08:00:00,1,3,8,15,23,26,29,26,33,31,36,24,26,22,28,18,15,12,9,9,9,14,15,22,25,23,26,25,27,24,22,20,17,23,21,20,19,23,25,26,31,32,53,62,30,7,4,8,10,13,18,19,26,36,38,38,31,22,18,15,13,12,8,10,6,8,11,17,15,13,15,14,13,19,16,16,14,62,61,59,61,49,59,59,66,52,38,39,40,37,33,15,11,8,6,0
2022-03-18 09:00:00,0,2,5,10,11,14,14,14,27,29,45,37,46,44,57,43,19,6,4,5,2,10,9,11,16,16,19,19,21,18,16,14,13,13,10,10,7,9,15,16,26,25,18,18,8,7,4,4,6,10,9,5,12,16,17,16,16,12,9,8,8,9,8,10,8,7,8,11,8,7,6,6,9,9,12,13,11,32,30,25,45,44,44,40,37,29,24,21,21,18,15,5,3,1,0,0
2022-03-18 10:00:00,0,1,2,5,8,13,11,12,12,13,21,21,26,25,29,16,14,8,6,7,5,7,9,9,7,12,12,12,17,11,15,13,10,12,10,7,6,8,7,9,12,12,6,5,2,1,3,4,6,9,10,9,9,16,19,15,14,8,9,9,8,10,6,11,9,6,3,8,7,6,5,4,6,7,8,4,6,10,10,10,15,17,18,19,18,16,10,12,10,9,6,5,3,2,0,0
2022-03-18 11:00:00,1,1,3,6,8,11,8,12,12,12,14,13,14,15,14,13,9,6,6,6,4,8,9,10,11,12,16,19,19,14,18,14,10,16,18,11,9,8,7,6,5,6,5,6,3,3,4,5,6,9,8,5,11,10,10,11,8,8,8,15,11,12,7,3,13,9,7,4,6,7,4,4,4,4,5,2,6,9,10,7,10,9,9,7,11,10,8,6,4,3,5,3,3,1,2,0
2022-03-18 12:00:00,0,0,1,3,7,13,15,16,17,18,20,18,21,20,18,14,11,7,7,7,7,9,9,15,13,11,14,20,21,21,11,19,17,17,12,14,9,12,9,10,12,10,5,8,3,3,2,5,8,9,12,14,19,15,15,14,11,13,11,12,16,12,13,12,14,13,11,13,5,13,13,14,14,9,4,9,9,13,13,10,13,10,12,13,12,9,10,9,8,7,6,5,3,1,1,0
2022-03-18 13:00:00,0,1,3,6,9,11,13,13,14,14,12,10,14,12,13,7,10,8,8,9,8,8,8,10,12,10,12,11,14,14,15,14,13,10,9,8,7,11,11,15,14,13,10,7,4,5,6,8,8,11,9,11,3,9,16,16,14,13,10,10,10,11,13,10,6,12,13,11,10,9,9,7,5,7,9,5,6,13,15,14,20,16,17,18,15,15,11,11,9,7,4,2,0,0,0,0
2022-03-18 14:00:00,1,0,2,5,7,9,12,12,14,16,16,16,17,17,19,18,11,8,9,10,10,8,8,10,8,6,12,14,16,12,13,12,14,13,13,16,17,19,19,18,19,17,11,5,5,3,3,7,11,13,18,14,17,15,14,12,9,9,16,19,20,19,19,18,10,9,10,7,11,12,9,6,5,5,0,2,5,10,13,17,20,19,20,23,20,16,14,13,12,8,7,4,2,1,0,0
2022-03-18 15:00:00,1,0,2,8,14,19,19,18,25,26,21,23,24,20,17,15,11,10,10,13,12,10,8,11,11,7,6,10,13,11,13,11,12,15,9,12,13,12,10,13,15,13,8,6,6,8,10,15,19,20,19,20,19,23,21,19,15,17,16,15,17,15,12,13,11,12,16,12,15,12,12,10,8,8,7,7,13,12,13,13,15,14,14,13,15,15,14,15,12,13,8,5,0,3,0,0
2022-03-18 16:00:00,0,2,3,9,17,10,13,13,16,18,20,20,22,18,12,12,15,12,12,11,9,11,11,12,10,7,10,11,12,11,9,10,11,9,9,11,9,17,16,16,15,13,9,7,5,6,5,11,16,20,24,16,20,20,19,18,10,13,15,17,18,20,22,21,22,17,15,18,17,18,16,15,17,15,15,13,11,14,21,20,19,18,21,22,18,16,15,14,12,14,13,8,2,1,1,0
2022-03-18 17:00:00,3,3,4,10,19,22,24,25,34,45,46,36,36,35,26,27,27,10,12,16,13,11,10,10,12,10,9,10,11,10,11,11,8,11,18,23,22,24,20,23,25,22,15,12,10,20,23,29,50,45,20,19,17,15,15,13,12,18,19,18,16,17,19,20,19,18,16,15,15,18,17,17,12,13,15,13,12,17,23,21,21,22,27,28,23,26,25,24,21,20,18,7,3,2,1,0
2022-03-18 18:00:00,4,5,10,23,43,52,53,55,61,60,47,50,53,53,34,36,36,18,23,24,21,24,20,16,13,10,11,13,14,15,13,14,12,14,15,22,18,20,19,17,22,19,13,8,11,26,32,43,59,40,32,30,31,32,28,29,19,21,20,14,23,27,29,27,25,24,22,23,21,20,15,15,11,11,10,11,9,16,21,31,27,28,30,30,23,22,23,23,21,19,16,9,6,3,1,0
2022-03-18 19:00:00,2,3,5,9,14,16,19,17,24,23,23,28,28,20,17,16,15,12,13,15,16,14,12,13,11,12,7,9,13,12,12,12,14,17,17,20,18,25,26,23,19,16,13,8,4,4,8,13,21,30,43,38,36,35,31,25,12,11,10,7,18,21,21,20,16,13,12,9,9,11,9,9,7,7,4,6,8,14,27,34,29,25,25,22,27,28,23,23,24,21,17,8,6,2,0,0
2022-03-18 20:00:00,0,1,1,4,12,13,12,12,19,23,19,14,8,8,8,10,8,9,10,9,8,8,9,10,9,8,8,9,9,8,6,10,12,11,13,17,14,19,16,15,16,17,14,14,2,6,4,7,9,9,16,10,11,8,9,8,10,11,14,12,13,16,18,19,15,11,9,8,7,13,6,5,5,4,4,3,5,9,15,14,15,13,15,16,17,17,16,17,15,12,13,5,4,2,0,0
2022-03-18 21:00:00,1,2,1,5,9,14,7,13,19,19,21,19,20,16,14,13,11,11,14,12,7,8,6,7,8,5,8,9,10,11,11,11,12,14,13,15,12,15,13,11,7,10,6,4,1,3,3,5,11,13,13,11,9,8,8,8,12,12,12,13,12,11,11,10,10,9,9,10,11,11,9,10,6,4,5,4,6,8,12,13,14,15,13,12,10,9,9,11,5,8,5,3,1,0,0,0
2022-03-18 22:00:00,0,0,1,4,9,12,13,10,15,15,14,16,20,18,10,8,9,13,15,9,14,10,9,9,8,3,4,6,6,8,6,7,7,8,12,13,14,19,14,12,10,6,4,3,6,9,11,3,24,19,27,25,18,12,11,13,6,6,9,8,10,7,10,11,10,7,9,5,4,9,10,9,7,5,6,6,4,10,14,13,12,12,13,15,16,15,13,15,8,11,10,6,3,1,0,0
2022-03-18 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,6,7,6,6,9,14,16,0,3,14,5,6,6,5,1,2,3,5,3,5,7,7,4,7,7,8,7,3,5,6,7,10,9,12,12,17,13,12,11,8,8,7,10,9,5,0,9,10,13,17,21,21,15,16,19,14,13,13,8,12,10,7,2,1,0,0,0
2022-03-19 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 04:00:00,1,0,0,0,1,0,0,0,2,0,2,3,0,6,0,3,0,2,0,5,0,2,6,9,5,6,3,6,8,7,8,9,0,8,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 05:00:00,1,2,2,1,3,5,0,4,5,3,3,3,3,2,3,4,3,4,5,6,0,7,5,6,11,9,8,9,12,11,10,8,8,7,5,6,5,4,3,4,6,4,3,2,0,0,1,0,1,1,0,0,2,4,4,1,3,2,0,0,3,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 06:00:00,1,2,1,0,0,2,0,5,7,4,4,3,5,5,7,4,2,5,4,3,3,4,4,3,3,0,8,8,11,1,10,9,1,5,3,2,2,0,3,3,4,3,2,1,3,2,0,1,2,4,4,0,5,6,6,5,4,3,3,4,3,4,4,3,3,3,2,5,3,6,3,4,6,5,5,3,0,9,6,2,8,6,6,4,5,2,1,0,0,1,0,0,0,0,0,0
2022-03-19 07:00:00,0,1,1,2,3,4,0,3,7,6,6,6,7,6,7,5,4,1,4,5,1,4,5,6,6,5,6,8,7,9,6,4,3,4,3,6,1,4,2,4,9,8,4,2,2,1,0,2,2,1,2,0,5,11,12,11,12,11,11,10,11,0,10,6,4,3,3,4,3,4,2,3,3,5,0,4,5,9,7,6,8,7,6,6,7,6,2,4,5,4,2,1,0,0,0,0
