Unnamed: 0,1_대흥교통(기점가상),2_염곡동구룡사,3_구룡사입구,4_국악고교사거리,5_삼호물산,6_원불교앞,7_도곡한신아파트,8_삼익아파트앞,9_총지사,10_영동중앙교회,11_역삼역.GS타워,12_차병원,13_언주역3번출구,14_논현고개,15_학동역,16_강남을지병원,17_국민은행압구정지점,18_압구정역3번출구,19_현대아파트,20_성수대교남단.현대아파트,21_뚝섬서울숲,22_응봉사거리,23_무학여고앞,24_코스모타워.서울신용보증재단성동지점,25_상왕십리역,26_왕십리센트라스아파트,27_성동고등학교,28_신당역.중앙시장앞,29_충무아트센터.스포츠센터.중부소방서,30_광희문.광희동사거리,31_퇴계로6가,32_퇴계로5가,33_충무로역8번출구.대한극장앞,34_퇴계로3가.한옥마을.한국의집,35_퇴계로2가.명동역,36_남대문시장.회현역,37_중림동교차로,38_서울의료보건고등학교.서울역서부,39_손기정체육공원입구,40_만리동고개,41_한겨레신문사,42_신덕성결교회,43_공덕역.공덕시장,44_마포역,45_여의도순복음교회,46_산업은행본점,47_국회의사당역.국민은행,48_국회의사당,49_여의도순복음교회,50_마포역,51_공덕시장,52_신덕성결교회,53_한겨레신문사,54_만리동고개,55_손기정체육공원,56_서울역서부,57_서울역버스환승센터,58_남대문시장.회현역,59_명동입구,60_퇴계로3가.한옥마을.한국의집,61_충무로역2번출구.대한극장앞,62_퇴계로5가.제일병원,63_퇴계로6가,64_광희문.광희동사거리,65_충무아트센터.스포츠센터.중부소방서,66_신당역.중앙시장앞,67_성동고등학교,68_신당파인힐하나유보라,69_뉴타운아파트,70_상왕십리역,71_왕십리2동주민센터,72_왕십리역,73_무학여고,74_행당신동아.행당푸르지오아파트,75_뚝섬서울숲,76_압구정중고등학교.현대아파트,77_현대아파트,78_압구정역4번출구,79_국민은행,80_강남을지병원,81_학동역,82_논현동고개,83_언주역2번출구.차병원사거리,84_차병원,85_역삼역,86_영동중앙교회,87_총지사,88_럭키아파트,89_경남아파트,90_도곡한신아파트,91_양재노인종합복지관,92_동원산업앞,93_구룡사,94_구룡사입구,95_구룡사앞,96_도로교통공단서울지부.코트라
2022-03-05 04:00:00,0,1,0,1,2,0,0,0,1,0,4,3,3,4,1,1,2,0,3,1,3,4,4,5,7,9,11,14,20,20,19,18,7,0,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,1,1,2,0,3,2,0,0,2,3,4,3,2,1,3,2,4,2,4,6,0,9,8,5,5,5,6,5,11,13,8,7,12,10,4,7,9,7,3,6,6,5,5,6,1,0,1,2,0,2,1,1,4,8,8,7,2,0,0,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,1,0,2,1,1,0,4,2,2,1,3,2,3,3,1,0,2,1,0,0,3,2,4,3,4,5,6,4,5,5,4,6,7,6,4,2,3,3,1,1,0,1,3,2,0,5,2,15,8,3,0,3,6,7,6,6,4,2,4,3,4,5,4,3,4,5,6,3,3,5,4,6,6,0,4,4,7,5,3,8,7,6,6,8,8,6,4,0,2,1,1,0,0,0,0
2022-03-05 07:00:00,0,0,1,4,5,5,0,5,7,7,8,7,5,6,6,2,2,2,3,2,0,3,3,6,6,6,8,5,6,7,8,6,5,6,3,6,5,6,1,7,3,5,5,6,4,3,3,3,6,7,9,2,14,13,15,6,10,9,7,6,6,3,2,4,3,2,3,0,0,3,3,1,5,5,0,4,4,7,4,4,10,9,8,7,7,6,3,4,3,3,1,2,0,0,0,0
2022-03-05 08:00:00,0,2,6,9,10,5,10,9,10,8,12,8,11,9,12,9,7,5,3,4,0,7,7,7,7,6,7,8,11,10,7,6,7,9,11,9,8,7,6,6,6,5,5,4,2,0,1,2,3,5,9,11,9,10,12,10,10,7,7,7,6,9,10,8,5,5,5,7,0,9,11,7,7,9,9,4,10,12,12,11,15,11,11,10,14,12,10,10,5,9,8,4,1,1,0,0
2022-03-05 09:00:00,0,0,1,4,6,7,3,6,7,8,9,9,13,14,14,12,9,8,6,5,4,9,5,9,8,10,12,10,10,11,10,11,12,8,14,8,9,7,6,13,17,16,11,4,3,4,0,2,3,4,4,5,8,9,10,10,16,11,7,8,10,12,14,4,10,6,4,5,5,8,8,8,12,14,17,16,15,7,7,0,13,12,12,10,14,10,5,5,4,3,3,2,1,0,0,0
2022-03-05 10:00:00,1,0,0,11,14,15,11,3,14,13,13,11,10,11,15,11,4,4,3,0,2,8,9,8,14,15,16,17,20,19,18,17,16,15,11,6,5,5,7,10,13,11,11,6,2,2,3,4,4,3,7,11,14,15,17,15,18,13,13,11,5,11,11,9,8,6,5,10,9,9,8,3,7,10,5,8,7,12,14,15,17,14,16,17,19,17,12,11,6,8,7,2,0,0,0,0
2022-03-05 11:00:00,1,0,5,7,18,21,11,17,19,17,17,15,16,15,12,11,11,7,5,6,6,8,9,11,13,12,14,12,14,15,10,14,14,12,13,13,5,11,13,10,11,11,8,8,2,1,2,6,7,11,12,15,14,18,20,18,18,18,13,7,8,11,8,8,8,10,11,10,8,9,6,7,10,12,12,13,14,12,11,11,9,9,11,13,14,13,11,13,10,12,8,2,1,0,0,0
2022-03-05 12:00:00,0,1,2,5,9,11,10,13,13,12,13,17,18,19,17,17,14,10,11,4,10,10,11,13,13,14,14,14,15,16,17,13,19,20,14,19,18,11,8,7,11,9,5,4,5,4,4,5,5,16,17,13,19,25,26,26,22,19,18,17,17,14,11,13,9,9,10,11,5,11,10,9,8,9,0,8,9,9,13,13,19,23,20,20,20,10,12,11,0,9,11,7,3,2,1,0
2022-03-05 13:00:00,1,2,5,10,13,16,18,18,20,20,16,19,24,25,19,17,12,10,12,8,9,8,9,8,9,8,9,13,17,12,17,18,20,19,15,13,13,13,13,14,14,12,6,5,3,6,3,6,9,10,12,10,11,12,15,11,11,12,16,17,16,17,13,12,10,10,9,11,9,8,7,6,8,9,10,9,12,14,18,20,28,25,20,18,19,20,20,19,19,11,11,3,0,1,0,0
2022-03-05 14:00:00,0,1,2,6,14,18,2,19,19,21,19,20,26,26,17,15,7,9,9,10,8,10,11,17,19,19,21,18,25,23,26,26,25,23,21,16,15,16,12,9,7,8,6,3,3,4,2,3,5,8,11,12,12,12,14,10,16,13,13,14,13,14,11,9,8,8,11,9,9,11,10,9,10,11,7,7,8,12,10,8,10,10,10,12,10,9,7,9,0,7,4,5,2,1,0,0
2022-03-05 15:00:00,0,1,2,5,8,10,12,7,10,10,8,10,19,18,14,12,11,10,8,10,9,15,13,9,8,9,10,13,11,12,16,12,14,14,19,31,30,28,12,26,27,22,10,6,7,6,5,10,11,16,17,3,19,18,19,18,12,14,18,17,15,15,14,13,13,11,12,10,10,13,14,11,14,13,15,13,13,15,21,20,21,19,22,9,15,12,11,9,0,8,5,2,0,0,0,0
2022-03-05 16:00:00,2,1,2,7,9,11,7,12,24,24,19,21,24,21,22,20,15,9,10,5,9,10,10,13,14,10,14,16,15,15,16,12,15,9,11,13,22,25,24,22,21,16,12,4,3,4,3,5,11,11,13,13,15,18,19,16,13,18,23,17,24,28,24,18,18,16,17,20,7,17,15,9,8,10,12,10,9,18,17,18,18,19,18,14,19,18,14,14,13,13,12,8,5,3,0,0
2022-03-05 17:00:00,0,0,3,2,4,8,7,1,14,14,21,19,23,22,21,16,14,14,18,20,21,23,22,15,13,10,12,15,10,15,13,9,12,16,17,17,15,17,13,12,13,12,10,4,3,5,5,7,10,14,14,8,14,12,12,13,8,13,16,18,18,19,14,15,13,13,12,9,0,13,13,10,9,11,13,13,10,17,20,18,20,22,18,19,19,16,12,11,10,9,10,7,1,0,0,0
2022-03-05 18:00:00,0,0,0,4,7,10,12,13,14,13,13,11,11,6,10,9,9,6,7,8,0,12,11,12,10,9,9,9,12,14,15,15,14,17,13,15,8,16,14,13,13,12,7,3,1,3,1,6,7,12,17,17,13,8,14,11,11,11,18,17,17,16,16,15,12,11,10,8,9,11,9,9,6,5,4,5,6,10,10,11,13,11,12,14,15,16,15,15,10,13,11,4,3,1,1,0
2022-03-05 19:00:00,1,0,0,4,13,14,8,3,15,10,10,9,10,12,14,8,10,9,10,4,12,12,11,6,6,5,7,12,14,11,12,5,11,6,7,10,5,7,6,4,5,12,4,3,2,2,2,3,5,8,10,9,7,5,6,9,8,7,10,11,14,15,11,14,11,10,8,8,7,6,8,10,10,9,11,0,10,15,13,15,14,15,11,16,19,17,15,15,14,8,11,2,1,0,0,0
2022-03-05 20:00:00,0,1,0,1,5,6,5,7,7,10,11,10,9,6,9,0,9,7,8,9,9,8,11,7,7,9,7,7,10,11,7,7,6,7,9,9,9,11,7,6,4,0,5,5,2,3,3,2,4,9,8,10,8,5,3,4,9,8,8,9,10,0,8,11,10,12,11,9,8,7,10,7,11,12,11,10,1,20,20,20,18,11,10,9,10,10,9,6,7,5,8,2,0,0,0,0
2022-03-05 21:00:00,0,0,1,3,5,9,3,8,11,6,10,11,13,10,7,8,7,5,5,6,0,6,5,4,2,0,3,4,4,3,4,3,8,9,8,7,6,6,10,7,4,4,5,2,3,1,4,5,6,6,12,0,11,7,7,0,4,6,7,8,9,9,10,9,8,5,7,4,4,6,5,6,7,5,4,6,8,11,14,17,16,16,18,20,15,17,12,11,6,5,6,4,1,1,0,0
2022-03-05 22:00:00,0,0,0,1,2,0,0,0,3,7,7,5,0,4,6,4,4,4,5,4,0,4,4,5,4,0,7,9,7,9,10,7,9,5,8,9,0,10,8,4,2,0,1,1,0,1,1,2,4,5,15,14,10,3,4,4,3,4,2,3,5,5,6,5,7,6,7,4,8,7,4,8,5,4,0,8,10,12,13,14,18,18,21,19,24,24,20,17,16,15,11,4,2,1,0,0
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,6,0,0,0,4,6,4,2,2,0,0,0,1,0,0,3,5,3,4,5,5,5,4,3,4,5,7,0,4,6,2,5,5,4,4,2,2,3,2,2,0,5,2,8,10,13,15,10,9,0,13,14,13,10,9,8,5,2,1,1,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,1,0,0,1,0,0,0,2,0,2,1,3,4,0,0,0,2,0,3,0,5,6,5,5,5,0,7,6,7,0,6,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,1,0,2,0,3,2,0,2,0,3,0,3,3,4,1,0,4,5,5,0,5,4,2,2,2,2,3,0,3,0,2,2,0,0,0,0,1,0,2,3,0,4,7,1,1,0,0,0,1,0,0,3,6,0,5,3,4,3,2,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,1,0,0,2,2,3,0,0,2,2,4,2,2,3,2,2,0,1,1,0,0,1,0,2,1,1,0,2,3,2,3,2,3,3,4,5,1,1,0,6,8,0,9,10,1,0,1,1,1,2,3,2,8,7,6,5,2,2,3,0,0,1,1,0,1,0,0,0,0,2,0,0,2,1,0,2,4,4,3,2,4,4,5,3,4,3,3,2,1,0,2,1,0,0,0,0
2022-03-06 07:00:00,0,0,1,3,4,1,1,2,2,2,2,3,4,1,0,0,2,0,2,1,0,0,1,2,1,0,3,5,3,4,0,2,5,4,4,5,3,6,8,7,8,9,8,9,2,1,2,0,2,0,0,0,3,4,4,3,5,5,2,1,0,0,1,0,0,1,0,0,0,1,2,2,3,2,0,3,2,7,8,2,9,8,2,6,5,4,0,1,1,0,3,0,0,0,0,0
2022-03-06 08:00:00,0,1,3,7,8,10,5,7,9,10,7,6,8,7,4,0,3,3,5,0,4,3,4,5,4,4,3,4,5,6,7,6,8,7,5,5,4,5,7,9,16,15,12,16,11,10,5,0,14,13,9,9,11,14,6,13,6,5,4,3,2,4,7,4,6,4,3,4,3,5,3,5,5,4,6,1,5,5,5,4,9,9,5,5,12,12,9,9,7,6,5,1,0,0,0,0
2022-03-06 09:00:00,0,1,2,5,10,8,11,10,13,10,12,8,7,6,7,4,3,4,3,4,3,5,6,5,6,4,8,9,12,11,10,7,6,9,6,10,8,4,0,7,7,10,10,9,6,6,4,5,7,8,9,11,14,14,15,15,11,8,7,7,6,7,8,9,8,4,7,5,3,2,6,3,5,7,5,4,4,5,5,4,7,7,8,6,7,7,7,8,7,5,6,2,0,1,0,0
2022-03-06 10:00:00,2,2,4,7,9,8,10,10,12,11,13,12,9,9,8,5,3,2,3,0,0,6,9,8,5,6,9,10,9,9,6,7,5,6,4,9,8,4,10,10,11,11,15,20,15,3,5,16,31,18,13,14,15,16,15,14,9,9,9,10,8,8,9,5,4,4,6,7,6,11,10,5,7,3,4,2,3,6,5,8,16,16,17,10,11,11,10,8,8,4,1,1,0,0,0,0
2022-03-06 11:00:00,0,1,2,4,7,3,6,7,10,9,10,9,9,10,9,6,8,6,3,4,4,6,6,8,8,5,9,10,13,9,8,8,8,8,7,13,5,13,12,13,15,14,6,12,3,4,4,4,10,6,8,7,10,12,16,11,9,10,9,3,8,5,4,3,6,5,4,4,4,6,4,8,7,8,7,7,6,11,12,10,17,18,16,13,9,10,8,6,5,2,4,3,0,0,0,0
2022-03-06 12:00:00,1,2,1,4,10,13,9,12,15,18,14,11,14,14,10,12,5,7,6,7,6,12,8,8,6,7,7,10,11,15,14,12,10,8,10,15,7,18,9,17,19,18,13,14,18,19,19,21,49,39,36,33,18,29,27,22,17,16,17,16,14,12,13,15,12,9,8,9,11,10,6,4,5,8,9,4,10,8,10,12,13,14,14,13,15,10,5,6,4,4,2,1,1,0,0,0
2022-03-06 13:00:00,0,0,2,4,11,12,11,13,14,14,9,12,11,12,10,9,7,11,4,10,3,12,11,14,14,16,21,27,30,29,26,24,23,23,12,12,5,14,17,15,18,12,9,13,4,5,6,6,14,15,17,18,19,20,9,15,15,9,15,10,16,17,7,17,15,9,9,15,14,15,11,13,14,9,12,11,9,13,15,15,15,15,16,14,14,12,12,8,5,7,5,1,0,0,0,0
2022-03-06 14:00:00,0,1,2,3,5,6,3,7,7,8,10,10,8,14,13,13,10,6,6,4,6,9,11,14,13,11,14,16,16,14,16,17,14,11,11,11,10,11,13,15,16,13,7,16,10,11,5,4,34,23,24,24,26,20,19,19,15,12,13,12,13,10,9,0,9,7,10,9,6,10,9,13,13,13,7,5,7,5,6,6,9,9,12,15,11,12,8,7,5,6,4,3,2,0,0,0
2022-03-06 15:00:00,1,0,1,2,5,6,4,9,8,7,9,9,13,12,11,10,8,6,7,6,9,11,12,11,14,13,14,19,14,21,20,18,14,12,9,10,13,15,12,16,15,14,9,6,9,11,10,8,13,13,13,8,14,15,18,17,11,12,14,16,17,18,18,16,16,15,16,6,6,14,13,11,11,4,8,4,8,9,10,5,10,10,10,11,11,10,7,10,7,9,8,4,2,0,0,0
2022-03-06 16:00:00,0,0,2,4,7,8,8,8,7,8,8,9,12,12,12,5,5,7,9,10,8,11,10,11,12,14,16,10,17,11,16,17,14,12,11,11,10,14,15,7,6,0,5,5,8,6,6,7,20,17,18,7,19,18,17,12,12,15,17,17,15,16,16,15,11,12,11,12,7,11,9,12,9,10,11,9,8,8,10,10,11,9,7,6,8,6,5,4,0,2,0,1,0,0,0,0
2022-03-06 17:00:00,0,0,3,5,6,8,6,3,10,9,7,6,6,5,8,5,6,5,4,6,7,9,9,8,9,10,11,10,11,9,9,7,10,8,11,11,7,16,12,11,11,10,7,3,2,4,2,4,11,12,12,13,11,10,10,8,8,9,22,18,19,17,16,17,12,9,11,10,10,7,6,9,5,9,5,9,8,11,13,17,17,17,18,19,19,19,18,16,13,6,11,4,1,0,0,0
2022-03-06 18:00:00,0,0,2,4,5,4,0,9,10,10,7,10,11,8,6,7,6,5,6,2,4,9,11,10,1,11,10,11,12,10,6,10,12,11,12,12,13,15,14,11,8,6,4,2,3,2,3,4,10,10,16,16,16,12,14,11,5,6,12,11,11,7,11,8,10,10,11,8,7,8,4,5,7,7,6,7,6,9,9,11,9,13,14,15,11,12,9,11,11,3,9,2,1,0,0,0
2022-03-06 19:00:00,0,0,1,2,7,2,0,0,6,4,5,4,5,2,3,6,5,6,8,0,9,6,5,10,7,8,7,7,4,5,3,0,3,0,6,7,7,7,7,7,7,3,6,4,2,2,3,5,6,5,6,7,7,8,11,10,11,5,16,14,8,13,11,12,11,9,11,11,11,9,9,6,7,7,5,7,6,9,9,9,11,10,13,10,13,9,10,10,7,5,6,5,3,2,0,0
2022-03-06 20:00:00,1,0,0,1,4,4,5,0,7,4,7,5,6,4,6,6,3,9,8,9,10,10,9,8,6,5,2,5,5,4,4,3,4,5,6,8,0,9,7,7,5,0,4,2,5,3,2,3,8,7,9,6,8,9,8,11,11,15,15,8,12,12,16,9,12,9,5,4,3,5,4,2,4,3,3,4,5,9,8,9,10,10,11,8,13,12,11,10,4,0,8,6,3,2,0,0
2022-03-06 21:00:00,0,0,0,0,4,6,3,7,12,10,10,10,7,0,8,7,8,7,8,9,0,7,6,4,4,5,6,9,8,6,9,5,2,8,10,7,3,14,13,9,10,7,5,3,1,1,0,2,4,7,13,12,8,6,7,7,8,7,9,4,8,8,3,3,8,8,8,6,4,7,7,4,5,2,0,6,3,5,6,10,12,9,9,10,14,2,13,12,11,9,6,4,1,1,0,0
2022-03-06 22:00:00,0,0,0,3,5,0,0,4,7,5,6,3,3,5,4,0,6,5,6,7,6,4,2,4,3,2,3,3,7,0,0,8,0,0,8,9,6,7,9,4,3,2,4,0,1,0,0,2,3,7,11,8,6,5,2,5,5,7,7,2,4,8,6,7,6,7,9,5,5,4,4,3,5,5,2,5,6,6,8,7,7,4,7,3,10,9,7,6,6,4,2,3,0,1,0,0
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,5,6,5,6,7,6,3,2,1,0,1,1,0,3,2,0,3,4,0,0,2,3,2,4,0,5,3,6,6,5,8,0,7,7,6,4,3,0,2,1,2,3,4,3,2,3,4,6,6,6,3,4,5,4,2,1,0,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,1,0,2,2,3,5,5,4,3,1,4,0,6,5,4,0,3,0,3,3,2,5,9,11,14,13,17,18,20,21,22,23,19,17,11,7,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,4,1,3,4,7,9,2,8,7,5,3,2,2,3,3,4,0,6,4,3,0,4,5,6,8,7,13,15,20,17,15,9,15,10,7,6,4,0,5,6,7,6,4,4,4,0,1,0,2,4,6,0,7,10,11,4,9,8,6,0,0,7,0,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,1,1,2,8,6,9,8,10,6,5,7,4,8,6,7,6,5,3,2,3,0,6,3,8,8,7,8,11,14,12,6,7,6,8,3,7,6,3,3,7,11,12,8,7,2,1,1,3,2,6,10,11,15,18,18,13,5,5,3,4,6,4,4,5,6,4,5,3,3,5,7,8,14,15,0,9,7,13,12,10,15,15,13,5,18,15,13,13,0,12,10,2,1,0,0,0
2022-03-07 07:00:00,1,4,9,15,24,27,23,29,36,35,28,18,23,22,22,17,12,10,6,6,5,12,14,14,10,11,16,17,18,17,16,14,16,18,17,19,18,22,22,21,24,25,25,22,15,11,6,5,6,12,22,23,30,37,42,38,32,18,17,16,21,20,16,12,9,8,5,8,8,14,16,17,17,22,18,18,18,26,27,26,59,55,60,53,65,64,40,38,17,35,30,9,9,8,5,0
2022-03-07 08:00:00,0,4,7,24,31,32,32,29,41,41,49,39,46,39,49,29,22,17,12,11,5,16,17,15,15,15,21,23,25,24,22,20,19,21,17,17,13,19,19,25,32,33,56,54,26,13,7,11,8,10,20,22,27,36,38,35,30,28,24,16,20,20,14,14,7,9,12,14,11,14,17,18,14,18,21,19,20,61,55,50,56,53,59,59,60,61,46,39,38,37,35,12,7,5,5,0
2022-03-07 09:00:00,1,2,5,7,23,25,26,14,30,28,35,32,31,31,46,28,11,8,6,5,5,6,8,11,13,13,16,17,17,16,16,14,12,11,9,8,9,9,10,15,20,22,27,26,16,6,3,4,7,9,9,8,15,17,18,14,16,11,11,10,13,10,8,7,7,7,6,9,2,7,6,5,6,7,5,18,17,37,32,26,60,58,57,59,49,33,20,18,17,17,16,5,1,1,0,0
2022-03-07 10:00:00,0,2,5,7,9,15,7,16,15,16,17,16,19,21,22,15,8,8,6,5,1,9,5,5,6,8,9,9,12,14,13,13,13,14,10,8,9,8,7,8,9,4,6,7,5,4,3,4,5,7,8,9,14,18,18,16,13,10,10,9,7,8,11,11,8,6,4,6,5,8,7,6,6,5,7,6,5,10,10,8,16,18,20,22,18,17,12,9,3,6,8,5,3,1,0,0
2022-03-07 11:00:00,1,2,3,6,9,10,10,10,13,11,11,13,8,12,9,5,5,5,5,3,2,6,7,10,10,8,9,11,14,11,10,9,10,8,10,8,7,8,7,11,7,8,7,6,2,3,4,8,11,11,17,17,16,16,21,16,17,14,12,10,10,10,13,12,13,12,11,8,7,8,8,11,7,10,10,9,10,13,12,8,12,12,13,14,12,14,12,11,10,8,9,4,3,2,0,0
2022-03-07 12:00:00,1,1,3,4,8,10,12,13,18,20,13,10,12,10,10,9,6,5,4,6,0,6,7,8,7,8,10,11,12,14,15,15,12,10,10,10,8,9,9,8,10,8,6,5,4,4,4,5,8,10,12,4,10,14,10,11,13,11,10,12,11,5,10,9,8,9,7,8,7,11,7,5,6,7,8,8,9,12,13,19,17,18,23,18,20,19,14,11,8,10,8,2,1,0,0,0
2022-03-07 13:00:00,0,1,2,5,7,8,8,11,16,17,19,19,22,18,18,17,14,6,6,5,4,4,5,9,14,13,12,10,11,11,8,10,10,12,12,14,13,12,15,13,10,9,8,6,2,3,4,7,10,10,8,9,9,10,8,10,9,9,9,10,12,7,11,7,8,8,9,6,6,7,7,8,11,12,4,11,14,21,23,23,26,15,14,17,16,15,11,9,8,7,7,3,3,2,1,0
2022-03-07 14:00:00,1,0,3,4,8,12,12,13,15,14,12,10,10,10,6,7,6,6,7,9,8,6,5,6,8,8,9,11,15,14,10,13,14,9,8,12,12,12,13,12,12,12,11,8,3,4,3,7,8,11,14,14,16,16,20,17,14,15,15,14,20,23,22,14,17,14,11,11,9,10,8,7,7,4,8,8,5,9,13,15,15,18,17,21,18,15,12,12,10,7,8,4,2,0,1,0
2022-03-07 15:00:00,1,2,3,4,8,10,13,12,12,14,16,19,21,21,18,15,11,10,12,15,13,11,9,10,9,4,11,9,12,10,12,10,11,12,8,13,13,15,14,14,19,18,12,5,4,7,6,8,12,11,11,11,11,10,13,14,13,12,11,12,13,13,17,15,14,14,13,11,12,10,9,6,6,6,8,3,8,10,11,10,17,13,19,18,20,20,17,18,19,12,16,5,4,1,2,0
2022-03-07 16:00:00,2,3,4,8,13,16,12,16,20,22,20,18,18,17,10,11,13,9,9,10,10,11,11,8,8,9,9,12,14,14,14,13,12,14,14,20,18,18,16,18,14,13,6,4,4,5,6,12,16,16,15,14,14,16,15,14,9,17,19,20,21,24,21,16,16,16,10,12,7,12,10,6,7,9,11,9,8,14,17,19,20,17,17,16,17,16,13,14,10,13,12,5,2,1,0,0
2022-03-07 17:00:00,5,6,4,13,22,28,29,31,32,33,30,42,45,46,29,31,29,13,14,16,15,11,12,11,8,8,9,10,13,12,15,16,8,11,12,17,16,17,16,14,13,12,6,4,4,7,7,10,21,24,31,28,24,19,19,19,12,16,18,19,18,17,15,19,15,13,14,14,12,13,13,9,10,10,11,12,7,12,21,28,22,23,28,40,29,28,26,26,21,18,18,6,5,2,1,0
2022-03-07 18:00:00,2,4,8,19,34,38,41,40,54,51,40,51,53,46,38,35,32,22,30,35,32,30,18,15,16,14,11,13,14,13,16,15,17,13,16,24,19,26,20,16,18,16,12,10,20,34,38,45,55,39,36,38,30,31,30,28,19,18,21,19,22,19,18,18,17,13,10,8,8,8,10,9,11,10,5,12,13,15,29,50,42,44,39,39,36,29,32,36,33,32,26,13,5,3,1,0
