Unnamed: 0,1_흥안운수상계4동종점,2_흥안운수종점,3_불암현대아파트,4_동아불암아파트,5_불암대림아파트,6_상계벽산아파트,7_상계중앙시장입구,8_상계2동주민센터,9_노원역9번출구,10_노원구청,11_창4동주민센터,12_서울북부지방법원등기국,13_창동주공3단지,14_창1동주민센터,15_도봉문화정보도서관,16_창림초교창동신창아파트앞,17_국립현대미술관창동레지던시,18_신창.창동시장,19_창동서울탁주앞,20_금용아파트,21_창2동주민센터.보건지소,22_태영데시앙아파트,23_수유3동우체국,24_수유(강북구청)역,25_수유역,26_삼성화재강북지점,27_수유역.노스페이스문화센터,28_수유3동우체국,29_태영데시앙아파트,30_창2동주민센터.보건지소,31_창번2교앞,32_창동서울탁주앞,33_창동.신창시장,34_국립현대미술관창동레지던시,35_창림초교창동신창아파트앞,36_서울가든아파트앞,37_창1동주민센터,38_창동주공3단지,39_서울북부지방법원등기국,40_창4동주민센터,41_노원구청,42_노원역1번출구,43_상계2동주민센터,44_상계중앙시장입구,45_상계역,46_불암대림아파트,47_상계시장,48_동아불암아파트,49_흥안운수종점,50_흥안운수상계4동종점
2022-03-09 09:00:00,5,4,2,7,4,10,6,5,4,4,4,0,4,5,4,3,4,5,6,4,7,6,5,2,1,0,4,0,0,5,6,3,4,6,6,0,6,0,7,8,6,6,6,7,6,4,2,0,1,0
2022-03-09 10:00:00,2,3,4,7,8,10,11,10,10,7,5,0,3,6,0,4,6,7,5,0,10,7,8,4,0,1,2,2,1,3,0,0,1,1,3,2,7,3,0,7,6,4,3,0,2,0,1,0,0,0
2022-03-09 11:00:00,3,4,7,9,9,12,12,11,8,6,8,6,3,7,6,7,7,5,8,9,12,11,5,2,1,0,2,0,3,0,2,4,2,5,6,5,4,9,6,8,7,7,6,3,7,5,5,4,3,0
2022-03-09 12:00:00,6,2,6,9,7,10,9,6,4,6,6,4,3,0,4,2,6,5,6,8,9,0,8,2,0,0,4,5,5,8,9,6,5,4,5,0,4,4,5,4,6,5,4,3,6,3,2,4,0,0
2022-03-09 13:00:00,2,4,6,11,10,13,13,10,7,7,5,3,0,4,2,4,0,5,5,4,9,0,5,0,0,1,6,6,5,6,0,0,0,8,5,8,11,0,14,13,6,4,0,5,5,4,3,2,0,0
2022-03-09 14:00:00,3,5,6,8,7,12,11,10,11,10,10,6,7,0,0,0,10,8,11,4,5,9,3,0,0,3,8,11,13,12,11,11,8,3,0,9,7,0,8,9,6,9,8,8,9,6,3,4,0,0
2022-03-09 15:00:00,6,9,4,12,13,11,16,11,9,9,8,7,6,7,0,5,10,13,16,16,17,15,7,2,0,0,7,8,7,5,0,5,5,5,6,5,5,4,5,4,11,15,12,14,12,10,7,5,4,0
2022-03-09 16:00:00,4,8,11,13,11,12,6,11,11,13,14,15,12,8,16,15,15,16,17,0,17,17,16,3,2,1,9,9,9,7,0,8,11,4,13,11,13,0,14,0,8,13,12,10,3,2,7,1,1,0
2022-03-09 17:00:00,3,1,0,4,5,6,4,4,5,0,7,7,6,5,8,7,8,11,12,12,13,12,8,3,1,1,6,8,8,7,6,6,5,7,10,4,10,6,7,8,8,13,11,13,17,12,13,6,2,0
2022-03-09 18:00:00,0,3,2,4,6,8,5,0,6,7,6,5,7,6,4,6,6,7,10,0,10,0,8,0,0,1,10,5,11,12,11,5,4,3,4,0,2,2,14,13,9,6,7,5,9,4,6,5,0,0
2022-03-09 19:00:00,4,2,3,6,6,5,2,6,8,6,5,8,0,7,4,5,6,8,8,0,7,0,6,1,0,0,10,11,10,9,5,8,8,8,10,6,7,0,0,2,6,12,11,10,11,9,6,5,3,0
2022-03-09 20:00:00,0,1,0,1,2,4,2,3,6,7,7,6,4,0,3,3,3,3,3,3,6,4,3,1,0,1,7,8,0,8,7,4,4,3,0,0,0,0,0,0,1,7,8,8,11,9,7,2,0,0
2022-03-09 21:00:00,0,1,0,3,0,4,5,1,7,9,3,7,4,6,5,4,6,5,6,5,4,0,3,0,0,0,7,8,6,9,0,7,5,4,4,3,4,5,0,4,2,6,0,4,7,3,4,1,0,0
2022-03-09 22:00:00,1,0,1,2,2,2,0,0,6,9,11,0,9,2,5,7,4,5,4,2,1,1,0,0,0,1,12,4,11,10,9,7,2,4,0,0,0,0,0,0,3,6,0,7,3,0,2,4,0,0
2022-03-09 23:00:00,0,1,0,2,2,4,2,3,13,14,9,15,8,14,9,12,4,11,0,0,2,10,6,3,1,1,7,8,6,4,2,2,2,1,3,0,2,0,1,0,1,6,7,5,8,7,3,3,2,0
2022-03-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 04:00:00,1,3,4,6,8,11,12,14,14,10,10,0,11,0,0,10,0,9,10,0,11,9,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 05:00:00,2,3,3,4,5,6,12,8,8,4,6,4,0,5,2,3,5,9,8,9,4,8,5,0,1,9,12,4,0,15,16,20,6,21,9,3,22,20,18,14,14,8,0,7,8,0,7,0,5,0
2022-03-10 06:00:00,2,0,0,3,2,4,4,3,2,1,2,0,0,3,2,7,7,11,12,0,14,5,7,1,0,0,1,2,0,3,1,2,0,5,6,0,0,0,4,3,3,1,2,1,9,4,2,1,0,0
2022-03-10 07:00:00,1,2,0,5,6,8,10,9,8,7,0,0,8,3,5,7,10,13,17,22,26,28,25,0,0,0,0,1,2,4,4,6,5,9,12,13,14,16,17,14,6,5,0,5,2,0,0,0,0,0
2022-03-10 08:00:00,5,6,8,15,14,12,18,17,14,11,10,5,14,15,14,11,15,16,18,19,23,25,23,1,0,0,2,4,3,5,5,10,11,12,14,15,15,17,19,12,12,10,9,7,8,2,5,3,1,0
2022-03-10 09:00:00,3,5,2,8,7,10,9,7,7,4,5,4,5,6,4,5,9,9,9,11,12,14,12,3,1,1,2,4,0,3,2,4,6,5,7,10,8,11,11,9,6,5,5,3,3,2,0,0,0,0
2022-03-10 10:00:00,2,4,6,10,10,9,8,9,7,7,7,6,4,3,1,4,4,6,7,5,10,11,4,2,0,2,8,5,0,5,0,6,8,0,9,0,10,8,11,12,7,4,0,3,5,4,3,2,0,0
2022-03-10 11:00:00,3,9,0,10,11,8,8,0,5,3,4,0,2,0,0,4,6,5,7,4,8,0,6,1,0,1,6,6,7,5,6,4,5,6,7,5,6,6,8,7,7,7,0,6,8,7,5,0,1,0
2022-03-10 12:00:00,3,6,5,8,9,10,9,7,5,6,0,4,7,8,5,0,4,7,7,0,0,8,7,1,0,1,3,0,4,5,3,3,5,4,4,0,6,7,8,0,6,5,0,5,4,4,3,1,0,0
2022-03-10 13:00:00,3,5,4,7,5,9,11,12,7,8,9,9,8,9,8,8,8,9,7,0,8,0,5,2,0,2,7,6,7,0,4,6,6,0,8,0,0,7,6,0,7,9,10,9,10,4,0,2,1,0
2022-03-10 14:00:00,1,0,1,2,4,6,7,6,4,8,7,8,7,0,0,0,0,5,8,6,11,9,6,0,0,1,5,3,8,9,0,8,7,9,8,8,5,6,9,8,9,10,9,6,9,7,8,6,4,0
2022-03-10 15:00:00,3,4,4,7,7,8,9,7,5,9,7,7,0,6,6,7,10,9,7,0,11,5,7,0,0,0,2,0,5,3,0,4,6,7,8,7,7,0,8,6,5,9,9,11,14,17,17,9,6,0
2022-03-10 16:00:00,2,3,0,1,4,6,4,5,12,13,14,10,8,7,6,4,4,5,7,0,10,9,5,0,0,1,13,15,7,12,10,8,6,3,5,4,3,2,2,4,7,13,10,12,20,18,16,6,2,0
2022-03-10 17:00:00,1,3,4,8,13,13,11,2,9,8,8,7,7,8,7,6,6,10,11,4,11,10,6,2,0,1,9,15,13,15,6,11,9,5,0,7,6,8,0,6,7,14,12,11,16,14,12,8,5,0
2022-03-10 18:00:00,2,0,2,4,4,5,5,6,13,18,19,19,16,14,13,11,11,11,12,10,7,9,6,0,0,2,15,16,13,16,6,16,15,13,11,11,12,11,12,12,14,18,19,16,14,12,9,5,2,0
2022-03-10 19:00:00,3,3,0,0,4,4,3,5,8,10,11,10,8,9,8,2,7,2,2,6,4,2,3,1,0,2,19,21,14,16,11,10,7,5,6,0,5,5,6,0,4,10,8,7,9,8,7,4,3,0
2022-03-10 20:00:00,1,1,0,0,2,2,0,0,4,6,0,8,5,0,0,1,4,3,0,2,0,1,0,0,0,2,16,19,18,16,14,8,8,6,8,7,6,4,4,5,4,11,10,11,12,12,7,5,2,0
2022-03-10 21:00:00,1,2,3,1,4,3,4,2,6,7,8,6,8,7,5,2,4,2,1,0,0,2,1,0,0,1,4,5,2,1,4,2,2,4,6,0,0,4,0,0,6,9,4,8,8,6,3,1,0,0
2022-03-10 22:00:00,0,1,2,1,0,0,2,1,6,10,5,9,9,6,2,5,2,3,2,0,1,0,0,0,0,1,13,0,11,7,6,6,6,6,5,0,4,0,6,0,4,7,8,7,8,6,6,5,1,0
2022-03-10 23:00:00,1,5,0,0,0,5,2,4,8,9,0,5,8,8,3,0,8,7,8,0,0,0,4,1,0,0,4,0,0,0,3,2,3,2,2,0,0,1,0,0,6,10,8,7,12,10,5,4,2,0
2022-03-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 04:00:00,2,3,4,7,8,11,0,12,4,8,7,0,8,0,0,9,0,8,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 05:00:00,2,2,0,4,5,4,9,4,6,5,5,3,0,1,1,0,0,5,6,7,7,5,0,0,0,6,10,1,0,13,15,17,20,22,24,23,3,22,20,19,12,9,9,4,7,3,5,2,1,0
2022-03-11 06:00:00,3,0,5,7,8,7,0,6,2,0,1,1,0,2,0,1,4,7,8,0,13,5,11,0,0,0,0,0,0,2,2,2,1,4,5,1,0,0,3,3,2,3,0,2,10,7,3,2,1,0
2022-03-11 07:00:00,1,2,0,7,0,11,14,12,10,10,11,10,11,0,8,7,11,16,16,20,27,0,10,0,0,0,1,0,3,6,8,7,7,8,13,12,15,16,18,14,4,4,0,3,3,2,1,0,1,0
2022-03-11 08:00:00,6,8,10,15,16,17,20,16,14,9,8,3,9,12,10,12,13,14,20,22,25,26,18,1,1,2,0,3,4,5,4,7,12,13,15,14,13,15,17,17,9,8,8,7,3,6,3,2,1,0
2022-03-11 09:00:00,3,7,2,14,13,12,11,13,8,6,5,0,9,5,8,4,11,10,11,9,10,11,10,1,0,0,2,0,2,0,3,5,6,4,8,10,8,11,9,9,8,6,1,3,5,3,1,2,0,0
2022-03-11 10:00:00,4,5,6,7,0,7,8,7,5,5,5,2,0,3,3,0,3,7,10,11,12,7,12,1,0,0,2,0,3,3,4,4,3,4,0,0,3,4,6,0,4,7,5,4,2,2,2,3,0,0
2022-03-11 11:00:00,2,4,6,7,6,7,5,6,6,9,0,11,0,4,4,9,12,12,3,0,4,11,6,1,0,0,2,0,1,1,2,1,3,4,4,0,0,5,6,6,6,6,7,5,4,0,2,0,1,0
2022-03-11 12:00:00,3,4,0,5,6,7,6,7,4,12,4,0,11,0,9,8,5,4,6,2,7,7,7,1,0,0,2,3,2,4,0,2,3,4,3,4,6,5,6,7,5,6,5,6,5,4,2,1,0,0
2022-03-11 13:00:00,2,4,5,6,0,7,6,3,8,5,8,5,6,10,9,4,8,9,10,10,10,0,3,1,1,0,4,4,6,9,0,6,9,8,5,7,5,3,7,5,7,8,10,8,13,11,7,4,1,0
2022-03-11 14:00:00,4,2,3,5,0,6,0,5,3,7,5,7,6,0,0,2,4,5,6,0,6,6,8,0,0,0,8,11,3,11,12,12,12,10,13,11,15,10,10,10,7,8,8,9,9,4,1,3,1,0
2022-03-11 15:00:00,2,3,3,8,10,9,7,7,6,8,7,6,4,6,6,0,5,3,5,0,7,4,1,0,0,0,6,8,7,10,7,10,10,10,10,9,10,16,14,12,10,15,13,12,12,5,10,7,5,0
2022-03-11 16:00:00,1,2,3,6,8,9,9,8,13,20,18,16,15,14,13,14,13,12,14,13,11,10,4,0,0,0,6,5,0,6,5,9,10,8,0,4,9,9,11,5,5,10,9,8,12,5,11,6,4,0
2022-03-11 17:00:00,1,2,3,4,5,9,6,0,13,16,17,14,13,14,13,11,7,7,8,10,8,7,7,1,0,0,4,5,2,0,6,4,3,4,7,0,6,0,5,9,4,13,11,13,11,12,11,8,4,0
2022-03-11 18:00:00,3,7,0,9,10,8,11,10,14,17,21,22,19,19,18,17,18,16,16,16,19,20,14,3,0,2,26,29,27,26,22,17,13,14,16,0,14,16,19,17,16,27,25,24,31,27,18,9,4,0
2022-03-11 19:00:00,2,2,0,4,0,5,6,6,11,11,11,17,15,14,13,12,12,10,11,3,10,6,3,2,0,0,18,23,24,21,16,12,10,7,10,8,0,12,13,4,12,15,14,15,14,12,8,6,3,0
2022-03-11 20:00:00,0,2,0,3,0,2,2,0,8,10,11,13,12,4,8,6,3,5,4,0,6,5,2,1,0,2,13,16,15,11,8,7,7,7,0,0,3,0,6,4,5,13,7,15,8,10,9,6,1,0
2022-03-11 21:00:00,0,2,0,1,0,2,3,0,8,9,10,12,6,6,13,12,9,5,4,4,3,4,3,0,0,0,10,9,11,9,8,6,5,3,4,3,0,0,4,0,3,7,3,8,9,1,7,3,0,0
2022-03-11 22:00:00,0,1,1,2,0,0,0,0,5,9,10,8,11,10,9,8,6,4,2,6,7,1,4,0,0,2,10,11,10,5,1,5,4,5,6,0,2,5,3,0,6,12,13,12,17,16,15,7,6,0
2022-03-11 23:00:00,0,1,0,2,1,6,3,5,11,12,12,12,11,10,9,9,8,6,6,4,5,4,2,1,1,3,10,3,9,6,4,3,0,1,1,0,2,3,2,0,1,9,8,0,14,9,6,4,1,0
2022-03-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 04:00:00,2,0,0,3,3,8,0,9,1,0,7,6,0,0,0,0,0,5,6,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 05:00:00,3,1,4,2,6,7,9,7,8,8,9,3,0,0,2,1,2,2,3,0,4,3,2,0,0,0,5,6,0,8,9,13,14,0,15,0,0,14,13,12,9,5,7,6,6,0,5,3,3,0
2022-03-12 06:00:00,1,0,2,3,0,1,0,2,2,3,0,2,1,0,2,0,1,0,0,0,2,3,1,0,0,0,1,0,0,2,1,0,1,0,2,3,0,2,0,1,2,2,0,0,5,1,0,0,0,0
2022-03-12 07:00:00,1,0,2,4,0,2,0,1,1,0,0,0,0,0,0,1,2,3,6,4,9,3,6,0,0,0,3,2,2,1,3,0,4,5,1,3,0,4,0,4,3,2,0,3,2,1,0,0,1,0
2022-03-12 08:00:00,5,4,2,8,10,9,10,7,4,4,0,5,7,3,0,0,7,10,13,15,14,13,3,0,0,1,2,0,1,1,2,2,0,3,3,0,4,6,4,2,3,4,1,2,3,0,1,0,0,0
2022-03-12 09:00:00,3,4,0,6,6,8,6,7,5,4,3,0,4,6,5,6,9,8,9,10,12,12,13,2,0,1,3,0,3,6,5,7,9,11,12,14,7,15,18,17,14,12,10,7,4,3,3,2,1,0
2022-03-12 10:00:00,4,0,0,5,5,8,8,0,8,7,6,0,0,3,5,0,4,7,8,9,10,10,8,1,0,0,5,0,0,0,1,7,9,0,4,5,5,10,0,7,6,5,2,4,5,3,3,2,0,0
2022-03-12 11:00:00,1,2,3,6,8,6,0,7,5,5,5,0,0,5,0,0,7,9,10,1,12,11,4,0,0,0,1,2,2,4,1,4,6,5,8,0,0,7,6,5,5,5,5,4,5,4,4,3,0,0
2022-03-12 12:00:00,0,1,2,5,0,6,4,5,4,6,5,3,0,0,0,0,3,7,10,12,0,9,8,0,0,0,6,0,7,0,0,4,5,0,6,5,0,4,7,9,5,3,2,4,5,0,3,2,1,0
2022-03-12 13:00:00,2,4,5,9,10,8,7,2,7,8,8,9,5,11,12,0,8,11,12,10,11,9,6,1,0,4,10,4,0,11,12,10,9,6,14,10,12,11,11,10,8,11,12,0,14,13,10,6,2,0
2022-03-12 14:00:00,4,5,6,8,7,8,9,8,8,7,8,9,3,12,0,10,5,9,8,0,7,7,5,1,0,2,4,6,7,0,0,8,9,10,2,9,0,5,11,5,9,10,10,9,8,5,4,1,0,0
2022-03-12 15:00:00,2,2,0,6,7,8,3,4,5,5,7,8,9,7,0,7,8,9,12,16,16,14,5,0,0,0,6,10,8,4,6,9,7,11,0,10,6,9,8,0,10,14,9,8,11,12,11,4,3,0
2022-03-12 16:00:00,2,3,4,13,15,14,8,7,8,8,6,5,6,0,0,5,5,5,6,7,4,0,8,1,0,1,14,15,14,11,0,10,10,0,13,12,11,10,8,9,8,12,13,14,15,11,9,6,2,0
2022-03-12 17:00:00,2,6,0,7,6,8,0,7,10,13,0,12,11,10,9,11,12,15,18,18,19,19,13,2,0,1,14,15,14,14,2,9,6,5,8,6,0,7,9,8,8,11,10,11,11,8,9,5,3,0
2022-03-12 18:00:00,2,2,3,4,0,3,6,3,3,7,8,8,3,0,0,7,7,6,4,6,8,6,6,2,0,1,11,7,6,0,5,7,6,5,0,6,6,3,6,5,4,12,12,11,7,9,4,2,1,0
2022-03-12 19:00:00,3,1,0,3,0,2,3,2,4,5,4,5,4,3,6,6,9,9,13,0,12,2,10,5,0,1,10,9,0,10,7,5,4,4,0,0,0,5,0,0,6,10,8,9,9,8,7,5,4,0
2022-03-12 20:00:00,0,1,2,4,3,3,3,3,7,8,5,8,4,0,0,3,4,11,0,2,0,10,3,0,0,0,11,12,10,10,8,6,6,6,3,5,4,2,0,0,0,12,12,10,12,9,6,5,3,0
2022-03-12 21:00:00,2,0,0,0,0,2,0,0,5,7,7,0,5,3,7,1,0,5,1,4,2,0,0,0,0,0,11,16,15,11,9,7,6,7,7,1,5,6,2,5,0,8,7,6,9,6,5,2,0,0
2022-03-12 22:00:00,0,3,3,4,0,4,5,0,9,10,11,10,9,7,4,2,6,4,5,4,3,3,2,1,0,2,9,0,0,5,4,5,0,2,0,0,0,0,4,0,3,10,11,10,7,6,4,3,1,0
2022-03-12 23:00:00,0,1,0,2,0,4,3,0,21,22,9,7,0,4,8,6,4,3,2,1,0,1,3,0,0,0,9,0,7,7,4,3,7,2,2,1,2,4,0,0,2,15,14,14,18,15,9,4,0,0
2022-03-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 04:00:00,0,0,0,0,0,2,0,0,3,4,5,5,0,0,0,0,0,4,3,4,5,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 05:00:00,1,0,0,2,0,4,5,3,2,0,1,0,0,0,0,3,0,1,2,0,0,0,1,0,0,0,4,3,5,0,0,7,9,11,12,5,3,14,0,12,6,4,0,3,2,0,0,0,1,0
2022-03-13 06:00:00,1,0,0,0,2,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,2,1,1,0,0,0,1,0,0,2,0,1,1,1,2,0,0,0,3,2,1,1,2,1,0,0,0,0,0,0
2022-03-13 07:00:00,1,1,0,2,0,0,3,1,1,1,0,0,0,1,0,2,2,0,0,4,5,3,2,0,1,1,0,0,2,2,3,1,2,1,2,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0
2022-03-13 08:00:00,0,1,1,2,3,4,5,3,4,0,2,0,5,6,0,7,4,4,4,0,5,3,4,0,0,1,1,0,0,2,0,3,3,2,3,4,3,0,3,1,0,2,3,2,0,0,1,0,0,0
2022-03-13 09:00:00,2,2,3,7,5,9,11,9,7,4,2,5,6,7,3,7,7,8,8,2,3,3,6,0,0,0,1,3,2,2,0,3,5,0,7,0,3,0,8,7,4,3,2,0,5,0,2,0,0,0
2022-03-13 10:00:00,3,4,0,5,6,4,6,5,6,9,6,5,4,1,0,0,5,6,7,0,6,0,7,2,0,0,2,3,0,1,0,0,0,3,7,0,5,0,7,6,8,8,6,5,4,0,3,2,1,0
2022-03-13 11:00:00,1,2,4,9,0,12,11,9,10,7,4,0,6,6,7,5,6,8,6,9,14,14,11,10,0,0,2,3,2,4,0,2,4,4,6,5,0,5,0,3,6,6,5,4,3,3,2,0,0,0
2022-03-13 12:00:00,1,2,0,7,9,10,6,7,5,6,5,6,8,0,0,11,9,12,13,12,13,11,8,1,0,0,3,4,2,5,2,8,9,10,11,11,10,0,10,7,4,0,5,1,5,3,3,2,0,0
2022-03-13 13:00:00,2,5,6,8,2,8,7,6,7,7,6,3,4,5,4,0,0,2,6,4,7,7,4,2,0,0,3,4,5,4,0,4,6,5,0,0,7,5,6,0,6,5,5,0,5,0,3,2,1,0
2022-03-13 14:00:00,1,1,2,2,0,4,4,3,5,0,5,5,6,2,2,0,4,5,5,6,9,8,0,1,0,0,3,4,0,0,0,3,2,4,3,2,5,1,0,0,6,6,5,4,3,0,2,1,0,0
2022-03-13 15:00:00,3,5,0,4,5,6,5,2,9,9,0,10,8,0,0,0,10,10,12,11,12,12,12,1,0,0,8,0,4,7,3,5,6,8,10,3,9,10,3,5,9,5,6,5,0,5,4,1,0,0
2022-03-13 16:00:00,2,5,6,0,0,5,6,5,5,7,0,8,5,0,0,2,7,4,0,0,0,3,3,0,0,1,6,7,7,4,0,4,4,0,0,5,6,0,4,4,3,4,2,0,6,2,4,0,2,0
2022-03-13 17:00:00,0,3,0,0,4,8,0,9,5,5,6,5,2,0,6,0,6,8,0,2,1,4,4,1,0,2,5,4,4,6,5,3,3,0,4,0,4,0,6,0,4,7,0,9,6,0,3,2,1,0
2022-03-13 18:00:00,1,1,0,0,0,3,2,2,2,7,10,4,10,8,7,5,2,4,3,3,3,1,1,0,0,0,7,5,6,5,8,9,10,9,0,0,6,7,7,6,5,9,9,10,10,2,1,6,1,0
2022-03-13 19:00:00,0,3,0,7,8,7,6,0,7,8,7,0,5,0,5,4,5,4,3,0,4,2,0,1,0,1,5,4,3,6,4,4,3,4,6,5,6,5,0,1,2,4,1,6,5,6,3,1,0,0
2022-03-13 20:00:00,0,1,0,0,0,0,2,0,8,9,0,8,5,2,0,4,5,7,6,0,6,2,4,0,0,1,6,8,0,10,2,8,8,7,7,0,6,0,0,0,3,8,7,6,6,5,4,1,0,0
2022-03-13 21:00:00,0,1,0,3,0,5,4,5,7,8,9,5,8,7,4,6,5,6,5,3,4,1,0,1,0,2,6,7,0,4,6,5,3,5,6,5,0,0,0,0,0,9,8,6,5,4,3,0,2,0
2022-03-13 22:00:00,0,2,3,1,3,4,4,1,5,6,7,3,6,4,5,0,4,4,3,2,4,1,3,2,0,1,6,7,6,4,0,4,3,0,0,1,0,0,1,0,0,11,12,10,8,6,5,3,2,0
2022-03-13 23:00:00,0,1,0,0,1,5,6,1,8,10,8,0,6,0,5,4,4,4,4,1,3,2,2,1,0,0,4,5,4,1,0,3,4,3,0,2,1,2,0,1,3,8,9,8,6,4,1,1,0,0
2022-03-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 04:00:00,6,7,5,10,11,13,13,14,13,11,9,8,9,0,0,0,0,8,9,0,8,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 05:00:00,5,2,6,4,8,11,16,12,10,1,8,6,0,4,5,4,0,7,7,8,9,0,7,1,0,12,16,0,3,18,19,24,26,28,0,4,26,25,22,19,16,5,3,3,4,0,0,1,1,0
2022-03-14 06:00:00,3,0,4,5,4,2,6,0,1,0,0,0,0,0,0,3,4,6,10,11,12,11,11,0,0,0,0,0,0,2,0,0,0,4,1,0,3,2,2,3,1,5,0,0,8,5,4,3,2,0
