Unnamed: 0,1_흥안운수상계4동종점,2_흥안운수종점,3_불암현대아파트,4_동아불암아파트,5_불암대림아파트,6_상계벽산아파트,7_상계중앙시장입구,8_상계2동주민센터,9_노원역9번출구,10_노원구청,11_창4동주민센터,12_서울북부지방법원등기국,13_창동주공3단지,14_창1동주민센터,15_도봉문화정보도서관,16_창림초교창동신창아파트앞,17_국립현대미술관창동레지던시,18_신창.창동시장,19_창동서울탁주앞,20_금용아파트,21_창2동주민센터.보건지소,22_태영데시앙아파트,23_수유3동우체국,24_수유(강북구청)역,25_수유역,26_삼성화재강북지점,27_수유역.노스페이스문화센터,28_수유3동우체국,29_태영데시앙아파트,30_창2동주민센터.보건지소,31_창번2교앞,32_창동서울탁주앞,33_창동.신창시장,34_국립현대미술관창동레지던시,35_창림초교창동신창아파트앞,36_서울가든아파트앞,37_창1동주민센터,38_창동주공3단지,39_서울북부지방법원등기국,40_창4동주민센터,41_노원구청,42_노원역1번출구,43_상계2동주민센터,44_상계중앙시장입구,45_상계역,46_불암대림아파트,47_상계시장,48_동아불암아파트,49_흥안운수종점,50_흥안운수상계4동종점
2022-03-14 07:00:00,3,4,0,9,8,12,14,12,6,6,5,0,2,6,1,6,11,16,20,22,27,0,20,0,0,0,1,2,3,2,4,6,10,15,17,20,21,24,23,20,12,7,4,3,4,4,0,3,0,0
2022-03-14 08:00:00,5,9,8,14,15,14,15,16,10,8,4,7,11,13,11,9,10,9,11,11,13,14,10,2,0,1,3,5,4,5,6,6,9,10,14,0,15,17,17,17,13,9,6,5,2,3,0,0,1,0
2022-03-14 09:00:00,3,7,0,14,0,15,13,14,6,7,5,4,4,5,4,4,6,7,9,0,12,11,10,1,0,0,3,2,0,3,0,5,7,9,11,13,7,7,14,13,8,6,4,5,4,3,2,0,1,0
2022-03-14 10:00:00,2,4,0,8,9,8,9,8,6,2,0,3,2,3,0,5,4,6,7,5,8,7,3,0,0,0,1,0,2,4,0,3,4,0,5,6,2,0,6,5,4,4,0,3,3,4,3,0,0,0
2022-03-14 11:00:00,1,3,7,5,0,7,6,5,5,6,7,6,6,0,0,5,8,8,10,0,9,10,7,0,0,1,5,5,6,4,5,3,4,3,5,0,3,0,4,5,4,6,7,3,7,0,4,3,1,0
2022-03-14 12:00:00,2,0,2,4,3,6,8,0,3,4,3,6,0,7,0,4,8,10,12,11,10,12,6,2,0,0,4,0,3,0,4,4,5,6,8,7,0,8,9,3,5,4,4,0,0,0,2,2,1,0
2022-03-14 13:00:00,2,5,5,7,7,6,7,6,8,8,10,8,5,5,0,0,5,4,5,4,7,3,3,0,0,0,3,4,0,2,5,1,0,2,5,0,6,2,6,0,8,8,7,7,9,8,4,3,1,0
2022-03-14 14:00:00,4,4,0,6,5,8,3,9,3,4,4,5,4,7,6,0,7,7,8,8,6,6,4,1,0,0,3,2,0,3,0,2,3,4,5,6,4,5,5,6,8,7,5,8,7,9,4,3,2,0
2022-03-14 15:00:00,6,5,8,7,7,9,9,5,8,6,7,8,6,7,8,8,9,7,9,10,11,10,7,2,0,0,5,3,5,6,4,6,5,6,8,9,5,8,7,6,9,12,12,12,20,18,15,9,4,0
2022-03-14 16:00:00,2,1,2,5,6,5,6,4,8,14,14,17,0,16,12,13,9,7,6,3,5,2,3,1,0,1,9,11,3,9,0,7,3,4,6,0,5,3,0,7,6,6,7,7,8,8,7,4,1,0
2022-03-14 17:00:00,0,3,2,6,12,7,6,6,6,10,11,10,8,8,7,7,8,7,8,7,6,4,5,0,1,0,8,11,12,11,10,7,7,8,9,7,11,0,13,11,11,13,12,13,14,12,10,6,3,0
2022-03-14 18:00:00,1,0,4,8,3,14,17,10,18,20,22,23,23,0,22,18,17,15,9,8,11,10,7,1,0,0,19,22,20,14,13,9,9,6,10,9,10,7,11,10,16,15,16,9,19,18,16,4,2,0
2022-03-14 19:00:00,2,3,0,4,0,8,7,7,11,12,13,11,3,10,8,4,3,3,3,3,5,4,2,1,0,1,15,12,12,11,11,9,5,7,8,0,2,9,0,8,7,15,13,13,11,10,5,1,2,0
2022-03-14 20:00:00,0,0,0,0,0,1,2,3,7,8,7,5,6,0,4,3,5,5,3,3,3,2,1,0,0,0,11,0,9,7,0,4,4,6,3,0,0,5,0,0,4,8,9,7,8,7,6,5,2,0
2022-03-14 21:00:00,1,1,0,0,0,2,0,2,4,7,0,7,6,5,1,4,1,2,4,0,3,2,2,0,0,1,9,12,12,11,11,10,6,4,1,3,1,0,1,0,2,7,8,7,9,0,6,4,2,0
2022-03-14 22:00:00,0,0,0,0,0,2,0,0,5,9,7,7,6,5,5,4,3,0,0,0,2,1,0,0,0,1,5,6,3,5,7,6,4,4,0,1,0,0,0,0,6,10,0,8,9,7,4,2,3,0
2022-03-14 23:00:00,0,2,0,3,0,6,7,6,7,9,0,0,0,0,5,0,4,4,3,1,0,2,3,1,0,2,8,4,7,6,5,3,3,2,0,0,0,2,3,2,2,6,0,2,4,3,1,2,0,0
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 04:00:00,4,5,6,8,9,13,0,0,14,9,8,0,9,0,0,0,0,7,6,7,6,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 05:00:00,4,2,3,5,6,7,10,6,4,9,7,4,0,2,0,3,3,3,5,5,6,4,8,1,0,9,13,4,3,15,16,20,23,25,26,8,0,25,22,19,12,6,5,3,3,4,1,3,1,0
2022-03-15 06:00:00,2,0,3,4,4,3,6,5,3,2,0,1,0,1,0,0,2,5,4,5,8,8,7,3,0,0,2,1,1,2,0,3,5,7,0,0,5,0,5,0,2,3,2,1,5,4,0,3,1,0
2022-03-15 07:00:00,1,2,0,8,5,11,15,13,9,7,8,0,9,10,8,8,11,13,16,21,26,27,10,1,0,0,3,2,4,4,5,7,5,8,12,11,13,17,18,14,8,6,4,5,4,2,1,0,1,0
2022-03-15 08:00:00,5,8,11,18,16,17,18,16,11,6,6,5,7,9,7,6,10,14,22,25,26,25,22,0,0,2,3,3,3,9,9,7,10,11,13,9,12,15,18,17,10,8,8,6,0,5,4,2,1,0
2022-03-15 09:00:00,3,5,6,11,12,12,14,13,5,4,3,3,4,4,3,5,4,4,8,11,16,18,15,1,0,0,3,4,5,4,0,4,6,8,9,0,6,10,10,9,7,6,1,4,0,0,2,1,0,0
2022-03-15 10:00:00,2,4,0,5,8,7,5,6,4,4,4,3,4,6,5,4,6,6,7,9,12,11,7,1,0,1,2,2,2,3,0,3,2,4,5,0,6,0,0,0,5,5,6,3,8,6,3,4,2,0
2022-03-15 11:00:00,2,3,6,7,10,11,12,9,8,8,4,7,7,6,5,8,7,9,10,0,9,5,10,0,0,0,2,0,4,4,0,5,6,1,4,6,6,4,5,0,7,7,2,5,4,0,6,3,1,0
2022-03-15 12:00:00,3,5,6,9,8,7,6,0,5,4,0,5,0,0,0,3,0,5,1,0,4,2,9,0,0,0,2,4,0,0,0,3,8,9,1,8,2,0,9,6,5,6,6,0,10,9,6,6,2,0
2022-03-15 13:00:00,3,4,0,9,3,9,9,8,5,3,5,0,6,4,4,3,7,9,6,8,8,7,8,2,2,3,5,4,6,0,0,0,4,0,5,0,6,0,6,6,5,8,7,5,7,6,5,1,0,0
2022-03-15 14:00:00,3,3,0,7,5,7,9,7,7,9,10,8,7,7,7,6,8,8,10,0,5,6,6,1,0,1,5,6,1,5,5,4,5,7,0,3,6,6,6,6,4,5,0,3,7,8,6,4,3,0
2022-03-15 15:00:00,5,4,3,7,6,7,8,6,3,7,8,10,0,4,11,8,4,5,7,8,8,5,5,1,0,1,6,7,6,6,0,5,7,8,8,6,7,5,7,7,6,12,11,11,11,15,11,7,2,0
2022-03-15 16:00:00,3,5,0,8,6,8,9,7,8,20,19,17,17,18,16,15,9,8,10,10,13,12,7,0,0,0,5,0,7,6,5,4,3,3,0,0,4,4,5,4,5,17,14,14,10,0,9,8,3,0
2022-03-15 17:00:00,2,2,0,4,5,7,0,7,9,11,15,13,13,17,2,5,14,11,11,9,0,11,8,2,1,1,10,13,11,8,4,7,9,6,11,10,9,8,7,0,4,12,13,7,16,15,12,5,4,0
2022-03-15 18:00:00,3,4,6,8,4,10,11,9,15,20,18,18,17,16,16,14,10,9,7,6,5,2,1,1,0,0,22,23,22,17,15,9,7,7,8,7,8,8,7,9,14,16,15,16,17,14,11,7,4,0
2022-03-15 19:00:00,0,1,0,2,2,3,2,3,4,9,6,8,7,6,0,5,5,6,4,0,3,3,0,0,0,1,12,13,11,10,8,7,6,8,0,0,0,8,8,6,6,11,12,11,11,9,6,3,0,0
2022-03-15 20:00:00,2,0,0,4,3,4,5,2,7,8,8,4,7,6,0,3,5,4,3,0,1,0,0,0,0,1,12,14,15,15,14,10,9,9,9,8,7,5,6,0,5,14,3,14,13,12,11,5,2,0
2022-03-15 21:00:00,1,3,1,0,0,4,3,0,5,6,7,4,6,3,5,3,4,5,6,2,7,6,5,0,0,1,14,14,12,11,9,5,4,2,5,4,5,0,0,0,7,9,8,8,10,7,4,3,1,0
2022-03-15 22:00:00,0,0,1,0,0,3,2,0,6,11,12,11,10,0,2,9,6,5,6,2,3,2,1,0,0,1,11,11,8,6,5,3,0,4,0,2,3,1,1,0,2,11,11,11,13,12,7,4,1,0
2022-03-15 23:00:00,1,2,1,0,0,4,3,4,8,9,10,0,2,0,9,7,0,7,7,6,5,4,3,1,0,0,3,0,4,10,0,6,1,0,5,4,3,0,0,1,0,4,4,3,9,8,6,4,1,0
2022-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 04:00:00,5,6,7,9,12,14,0,15,15,9,0,7,0,0,0,0,0,4,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 05:00:00,3,2,4,5,6,9,12,9,6,1,5,6,0,2,5,3,2,4,0,5,7,0,4,0,0,11,13,4,0,16,17,20,21,25,7,24,4,22,19,18,16,6,7,6,5,0,4,3,1,0
2022-03-16 06:00:00,2,0,0,5,0,4,2,1,2,2,0,1,0,2,2,0,3,4,5,6,12,11,5,3,0,0,1,0,0,3,0,3,0,4,4,5,5,0,6,3,2,3,2,1,9,3,2,1,0,0
2022-03-16 07:00:00,1,2,2,10,4,13,14,13,11,8,9,0,0,1,7,7,8,9,13,14,16,17,10,0,0,0,2,0,4,4,5,4,6,7,13,14,16,18,19,15,6,4,2,2,0,0,1,0,0,0
2022-03-16 08:00:00,3,7,9,16,14,15,17,13,11,7,1,3,8,10,0,10,16,19,23,27,31,31,26,2,0,1,2,1,2,7,7,9,14,16,18,0,19,21,22,22,15,12,14,9,8,0,7,5,3,0
2022-03-16 09:00:00,2,4,2,8,9,9,9,9,7,5,0,0,3,4,4,0,5,7,10,11,12,11,6,0,0,0,1,0,1,2,0,6,2,7,9,7,9,9,12,12,9,7,6,4,3,0,0,0,1,0
2022-03-16 10:00:00,2,7,0,1,6,2,8,7,6,3,0,4,0,5,4,0,4,6,6,5,8,8,6,0,0,0,2,2,3,2,3,2,3,0,5,0,2,0,5,6,5,4,3,3,7,2,6,2,0,0
2022-03-16 11:00:00,1,4,6,8,9,12,11,10,5,11,12,11,3,4,10,7,8,10,11,0,12,13,8,1,0,0,7,8,8,5,5,3,4,5,0,0,5,6,0,0,6,7,6,5,3,0,2,1,1,0
2022-03-16 12:00:00,2,3,0,8,4,6,5,4,4,5,4,0,3,4,0,5,6,3,7,0,11,5,7,1,0,0,7,9,8,6,0,6,6,7,7,5,7,0,8,7,6,5,5,4,6,7,6,4,1,0
2022-03-16 13:00:00,1,2,0,8,0,5,4,5,4,5,5,3,3,4,0,0,3,3,5,0,0,4,1,0,0,1,6,0,7,8,5,6,8,7,9,8,9,10,9,7,4,4,4,4,9,7,6,3,2,0
2022-03-16 14:00:00,0,6,0,6,7,7,6,5,6,7,5,8,3,8,7,6,4,7,7,8,8,5,5,0,0,1,3,4,5,0,5,4,5,5,3,5,4,3,4,4,5,7,9,10,13,14,12,7,0,0
2022-03-16 15:00:00,2,3,3,7,9,6,8,7,3,3,5,5,0,6,3,5,0,3,1,4,4,3,3,1,0,0,2,0,0,3,5,5,6,6,7,0,5,6,3,5,4,10,10,13,13,12,10,6,1,0
2022-03-16 16:00:00,4,5,6,8,11,9,9,8,10,13,11,12,13,11,0,12,10,12,11,10,9,8,7,0,0,0,8,9,1,7,0,5,5,0,7,4,6,5,7,0,7,13,11,9,10,7,5,4,1,0
2022-03-16 17:00:00,1,3,4,7,14,9,10,9,10,14,15,12,9,12,0,10,10,9,10,0,11,9,10,4,0,0,9,12,10,9,9,8,9,7,7,6,8,7,8,8,8,11,10,11,10,7,6,4,2,0
2022-03-16 18:00:00,3,7,5,6,8,6,8,7,11,15,19,19,16,15,12,13,14,14,15,0,11,10,8,1,0,0,14,12,11,10,9,10,8,6,9,8,9,5,11,11,15,19,10,19,17,14,11,5,2,0
2022-03-16 19:00:00,1,2,0,0,2,3,5,5,8,9,10,0,9,7,3,4,5,6,4,3,5,3,2,0,0,2,21,22,21,19,17,13,8,5,6,7,6,7,0,0,8,14,14,14,13,11,9,6,5,0
2022-03-16 20:00:00,0,0,0,0,0,1,2,0,6,9,10,6,8,7,7,6,4,6,6,4,2,5,3,2,0,0,9,10,8,7,5,4,4,5,0,0,6,0,7,0,6,12,11,12,10,8,5,2,0,0
2022-03-16 21:00:00,0,1,0,2,3,2,2,0,8,10,0,11,8,7,6,3,2,2,2,0,1,1,1,0,0,1,10,12,10,5,0,4,3,1,2,3,4,0,0,3,4,7,8,7,8,5,7,5,3,0
2022-03-16 22:00:00,0,1,0,1,0,2,0,0,5,8,5,6,6,5,0,3,0,2,2,0,0,0,0,0,1,0,6,3,4,6,5,4,4,4,3,2,2,1,0,2,3,10,9,7,8,6,4,4,2,0
2022-03-16 23:00:00,1,2,0,3,2,2,2,1,8,10,5,6,8,0,0,5,9,9,9,5,8,7,3,2,0,0,9,12,12,10,4,7,5,1,5,5,4,5,6,5,3,5,0,3,7,3,5,4,3,0
2022-03-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 04:00:00,3,4,5,8,9,10,11,12,11,7,5,0,6,0,0,0,0,5,0,6,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 05:00:00,4,5,0,6,8,12,4,9,5,4,5,5,2,0,0,1,2,4,6,9,10,0,9,1,0,12,15,16,0,18,19,25,28,3,30,29,7,28,27,23,18,10,10,9,6,4,4,3,1,0
2022-03-17 06:00:00,2,0,0,4,5,4,3,1,1,0,0,1,0,1,0,0,3,5,6,7,9,8,8,6,1,2,3,0,1,2,0,2,0,3,4,0,3,0,4,2,1,2,0,1,7,2,3,1,2,0
2022-03-17 07:00:00,8,9,4,14,8,10,5,10,8,7,8,7,0,0,5,7,14,19,24,28,33,7,13,1,0,0,2,0,3,3,3,5,6,9,13,15,16,17,18,17,9,6,6,5,4,1,3,2,0,0
2022-03-17 08:00:00,4,7,7,15,16,15,16,15,12,11,4,10,11,0,9,9,13,12,18,22,25,31,27,1,0,0,2,3,4,7,9,9,11,12,13,11,12,14,15,15,10,9,7,6,8,8,7,1,0,0
2022-03-17 09:00:00,5,8,0,15,15,15,16,14,12,7,3,0,7,4,6,7,7,5,9,12,16,13,16,1,0,0,2,3,3,0,4,2,3,4,6,10,0,11,7,0,6,5,3,2,3,4,2,2,0,0
2022-03-17 10:00:00,2,3,0,5,7,6,8,5,5,4,3,4,4,0,0,5,6,5,2,6,7,7,7,1,0,0,2,3,0,0,3,2,7,8,10,0,4,12,4,11,6,1,2,0,1,1,0,1,0,0
2022-03-17 11:00:00,0,3,4,6,7,0,6,5,5,7,6,0,0,6,3,0,4,4,8,0,7,5,5,1,0,2,0,3,4,6,5,0,2,3,5,0,3,4,4,0,3,6,6,0,3,3,2,3,0,0
2022-03-17 12:00:00,3,5,0,7,6,6,6,5,5,6,5,4,3,0,0,4,7,11,11,0,0,9,7,0,0,2,6,0,6,0,0,6,6,7,0,9,12,5,11,13,12,5,0,4,6,3,3,2,0,0
2022-03-17 13:00:00,3,4,5,7,9,7,5,5,3,4,5,5,6,9,4,9,9,12,15,16,17,15,6,1,0,2,4,0,5,0,0,1,5,6,7,0,4,6,5,4,5,10,9,5,10,11,10,8,2,0
2022-03-17 14:00:00,2,2,0,5,5,7,8,10,6,13,15,14,13,11,12,9,4,3,4,1,5,0,6,0,0,0,6,0,5,2,3,0,4,3,3,5,2,6,5,3,6,9,10,9,10,11,9,7,6,0
2022-03-17 15:00:00,4,5,4,7,6,6,4,7,6,6,7,6,0,0,4,9,7,6,7,1,6,9,7,4,2,1,8,9,0,7,0,6,7,6,7,6,7,7,8,6,8,8,7,7,9,8,7,4,2,0
2022-03-17 16:00:00,3,4,3,8,4,11,11,9,5,8,4,5,0,4,9,8,9,0,11,10,11,11,6,2,0,1,6,3,7,9,4,3,3,4,4,6,0,5,6,0,8,12,13,12,14,12,7,11,3,0
2022-03-17 17:00:00,5,2,4,7,11,8,6,5,6,11,13,12,4,10,5,8,6,7,5,3,5,4,5,0,1,0,7,9,7,5,6,6,10,12,14,0,7,7,3,6,5,7,6,7,9,7,7,3,1,0
2022-03-17 18:00:00,1,1,2,2,0,7,7,3,6,15,19,20,18,19,18,17,14,10,0,8,7,3,6,0,0,3,18,12,16,10,0,8,8,7,15,5,14,10,12,13,16,21,21,20,23,22,17,6,5,0
2022-03-17 19:00:00,2,0,0,0,0,3,4,4,12,16,18,21,15,0,14,11,11,14,13,10,8,8,7,3,0,2,17,18,16,15,13,10,6,7,0,0,8,0,0,9,7,10,10,11,12,10,8,5,4,0
2022-03-17 20:00:00,1,0,0,1,0,0,2,0,6,7,4,0,4,0,5,3,2,2,4,0,4,5,4,0,0,0,15,17,15,13,11,7,5,3,3,0,0,5,3,2,6,8,7,7,7,6,5,3,0,0
2022-03-17 21:00:00,1,2,0,0,0,3,1,2,3,5,4,5,6,5,4,3,1,2,2,3,1,1,1,0,0,0,10,0,13,11,10,8,9,6,7,6,5,5,0,4,5,11,10,6,14,12,9,5,4,0
2022-03-17 22:00:00,0,0,0,1,0,2,1,0,6,9,10,9,6,0,6,3,4,6,1,0,3,0,0,0,0,1,9,0,8,6,5,5,2,3,1,2,3,0,1,0,0,6,4,5,8,0,6,4,2,0
2022-03-17 23:00:00,0,3,1,5,4,6,5,0,16,15,0,16,6,17,4,0,5,0,3,0,4,0,2,0,0,0,9,6,8,6,0,2,2,1,2,0,0,3,2,3,2,7,8,0,9,7,5,2,0,0
2022-03-18 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 04:00:00,3,4,5,8,9,13,14,15,14,9,7,6,7,0,0,6,0,5,6,0,0,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 05:00:00,5,0,6,2,8,12,4,10,6,5,4,4,0,0,3,5,4,0,5,7,7,6,1,2,0,11,13,0,0,17,16,21,23,25,4,0,24,23,21,20,16,7,8,3,7,6,4,2,0,0
2022-03-18 06:00:00,1,3,0,4,0,4,0,0,2,1,0,0,0,2,1,2,4,5,10,5,11,12,8,3,0,0,1,2,0,2,2,2,0,3,0,2,4,5,4,2,3,3,0,0,8,1,0,1,0,0
2022-03-18 07:00:00,10,3,4,13,9,12,11,11,10,8,9,0,0,8,6,5,12,16,19,24,30,28,33,1,0,0,2,1,3,3,2,3,4,6,10,10,11,12,11,11,5,5,6,3,4,0,3,2,1,0
2022-03-18 08:00:00,7,11,12,13,13,16,17,16,13,8,5,0,10,12,11,12,13,13,17,19,21,21,31,2,0,0,3,2,3,5,6,6,8,4,10,0,6,12,13,7,10,9,10,9,11,2,10,5,2,0
2022-03-18 09:00:00,4,7,8,9,9,12,11,9,7,7,6,9,8,7,3,8,9,9,12,5,13,12,10,1,0,0,2,0,1,2,0,5,6,7,8,10,11,13,14,12,7,4,5,3,5,4,0,2,0,0
2022-03-18 10:00:00,0,2,3,5,5,7,9,8,5,6,6,4,0,5,0,0,7,9,10,12,11,13,9,1,0,0,2,1,2,3,0,3,5,4,7,0,5,6,8,10,6,4,4,2,4,3,0,2,0,0
2022-03-18 11:00:00,2,4,3,6,4,7,8,7,5,7,6,5,4,6,5,4,7,7,9,10,0,8,5,0,0,1,4,1,0,1,2,0,1,3,3,4,5,6,7,6,3,3,2,2,4,0,2,3,1,0
2022-03-18 12:00:00,3,4,0,6,7,7,8,7,8,6,6,0,6,8,0,4,7,5,6,3,9,7,7,4,0,0,5,0,8,9,0,8,6,8,9,0,5,8,0,0,5,8,2,6,9,10,8,3,1,0
2022-03-18 13:00:00,1,3,2,8,9,9,9,6,4,3,1,0,3,4,0,3,4,7,9,0,0,8,7,1,0,0,6,8,8,7,4,5,6,5,6,5,0,5,6,5,2,4,4,0,11,10,7,6,4,0
2022-03-18 14:00:00,6,7,7,10,11,10,8,9,9,11,13,13,11,10,7,6,7,5,7,0,5,5,4,1,0,0,6,7,4,6,7,6,4,0,6,5,6,10,5,8,7,8,8,8,6,3,5,3,0,0
2022-03-18 15:00:00,3,1,2,9,5,8,5,6,5,13,14,13,12,13,11,10,8,7,8,9,8,2,5,1,0,1,6,7,7,8,6,6,7,6,6,0,0,0,7,6,7,13,14,11,18,17,13,9,5,0
2022-03-18 16:00:00,3,4,3,5,3,6,8,7,5,8,9,9,0,5,0,5,4,9,10,0,6,8,9,0,2,1,9,9,0,10,9,6,6,7,6,4,7,8,11,5,10,20,18,15,20,16,13,6,4,0
2022-03-18 17:00:00,4,7,3,8,9,7,9,8,10,10,9,10,9,10,11,8,9,7,8,7,8,6,5,1,0,0,6,12,0,10,9,8,7,8,11,10,6,10,12,5,9,15,14,16,15,9,10,8,4,0
2022-03-18 18:00:00,1,2,3,4,0,5,10,9,12,14,15,17,16,16,8,13,14,12,14,0,13,12,10,2,1,0,15,18,12,11,0,8,7,8,11,0,12,11,12,14,21,24,23,19,17,13,9,4,1,0
2022-03-18 19:00:00,1,1,2,4,0,5,7,7,13,17,0,15,14,13,11,12,11,12,10,9,8,7,3,0,0,1,10,11,15,13,11,10,8,9,8,0,5,5,6,2,6,17,6,6,21,15,13,7,3,0
2022-03-18 20:00:00,1,2,3,4,3,4,3,1,8,11,13,12,10,0,0,2,10,9,8,6,5,4,2,0,1,3,7,8,7,6,4,2,5,4,5,3,2,0,2,3,4,10,13,11,9,8,5,3,1,0
2022-03-18 21:00:00,0,2,0,1,0,0,1,1,5,7,8,0,6,4,6,3,3,2,0,0,0,0,1,0,0,0,13,16,16,14,0,8,4,2,3,0,1,0,0,0,6,12,12,10,9,5,6,3,1,0
2022-03-18 22:00:00,0,1,0,2,0,1,0,0,4,8,5,7,6,5,2,4,5,3,4,0,6,5,3,1,0,1,16,18,18,16,13,8,7,6,7,1,3,5,0,4,3,7,6,8,10,7,8,7,3,0
2022-03-18 23:00:00,0,2,3,0,1,3,5,0,13,14,13,4,0,14,13,10,3,2,8,9,8,7,6,2,1,1,18,17,15,14,13,8,5,3,6,0,4,3,3,4,3,7,5,7,8,7,4,3,1,0
2022-03-19 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19 04:00:00,1,2,0,2,3,5,7,8,7,0,6,5,6,0,0,0,0,4,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
