Unnamed: 0,1_우이동차고지(기점가상),2_우이동차고지기점,3_한국사회봉사회,4_연산군.정의공주묘,5_방학동신동아타워,6_방학동신동아아파트,7_국민은행방학지점,8_신한은행방학동지점,9_방학사거리,10_정병원,11_도봉보건소,12_도봉구민회관.도봉문화원(중),13_쌍문역,14_우이1교앞,15_수유3동우체국,16_수유(강북구청)역,17_수유역,18_수유시장.성신여대미아캠퍼스앞,19_미아역.신일중고,20_도봉세무서.성북시장,21_미아사거리역,22_성가복지병원,23_종암경찰서,24_종암동주민센터,25_숭례초교,26_고려대역.고대앞삼거리,27_홍파초등학교,28_경동시장,29_경동시장사거리,30_동대문구청,31_신답초등학교.청계한신휴플러스,32_답십리역사거리,33_청년회의소.서울새활용플라자,34_장한평역,35_군자교입구,36_군자역5번출구.용마초등학교,37_중곡동입구삼거리,38_어린이대공원후문아차산역,39_새밭교회,40_광나루역,41_천호역,42_강동역,43_강동성심병원(동신중학교),44_천동초등학교.천호도서관,45_강동주유소,46_길동역1번출구,47_예닮요양병원,48_길동사거리.강동세무서,49_강동역1번출구.동신중학교,50_천호역5번출구.천호사거리,51_천호역1번출구.문구거리,52_광나루역,53_새밭교회,54_어린이대공원후문아차산역,55_중곡동입구삼거리,56_군자역4번출구.용마초등학교,57_군자교입구,58_장한평역,59_청년회의소,60_답십리역사거리,61_신답초등학교.청계한신휴플러스,62_동대문구청.용신동주민센터,63_경동시장앞,64_홍파초등학교,65_제기동한신아파트앞,66_고려대역.고대앞삼거리,67_숭례초등학교,68_종암동주민센터,69_종암경찰서,70_성가복지병원,71_미아사거리역,72_도봉세무서.성북시장,73_미아역.신일중고,74_수유시장.성신여대미아캠퍼스앞,75_수유역.강북구청,76_수유3동우체국,77_우이1교앞,78_쌍문역,79_도봉구민회관.도봉문화원(중),80_도봉보건소.북한산아이파크아파트,81_방학사거리,82_신한은행방학동지점,83_국민은행방학지점,84_방학동신동아아파트,85_방학동신동아타워,86_연산군정의공주묘,87_한국사회봉사회,88_우이동차고지종점,23_종암사거리입구,69_종암사거리입구
2022-03-05 04:00:00,2,0,0,3,5,5,9,11,11,12,10,6,7,11,11,13,12,16,19,21,25,21,28.0,0,18,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-05 05:00:00,5,0,2,3,5,7,8,11,12,13,15,15,11,11,13,16,18,17,22,23,28,25,27.0,29,31,19,30,36,36,39,41,48,46,45,42,38,39,40,39,30,17,7,6,7,7,6,6,8,9,10,11,12,10,3,3,0,13,12,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-05 06:00:00,1,2,0,3,5,8,12,14,11,13,11,14,11,10,10,12,13,14,15,17,19,22,22.0,27,26,27,27,28,29,27,26,24,23,22,16,20,19,19,30,20,11,6,3,5,5,6,5,7,5,6,8,8,4,13,13,8,12,11,13,14,15,13,12,13,11,10,13,10,14.0,12,12,9,10,8,9,10,8,8,7,4,3,2,1,0,0,0,0,0,,
2022-03-05 07:00:00,2,0,0,3,5,9,11,12,15,16,18,19,16,21,21,21,23,23,17,22,24,25,26.0,26,25,24,19,23,22,20,22,21,21,20,17,16,10,17,17,14,8,6,5,6,7,10,11,10,13,12,17,14,17,19,16,20,19,14,15,15,14,10,9,5,8,7,12,13,14.0,15,9,11,9,10,10,10,7,8,9,7,8,6,4,0,3,3,0,0,,
2022-03-05 08:00:00,6,0,0,7,11,12,18,23,25,26,26,26,20,20,22,21,23,19,17,19,31,29,29.0,28,26,26,26,24,26,23,24,21,17,18,17,18,17,21,24,23,15,10,7,8,10,12,10,9,10,14,15,20,17,18,19,20,21,24,24,28,29,24,24,24,21,22,20,19,20.0,17,16,16,14,10,13,14,15,14,16,11,8,7,5,4,3,2,0,0,,
2022-03-05 09:00:00,2,0,1,7,9,17,18,24,28,27,29,25,27,24,25,23,22,22,22,24,27,28,28.0,31,33,30,29,26,30,26,23,26,22,18,20,20,19,21,22,21,14,11,7,9,8,10,11,12,12,10,12,14,15,14,17,16,20,21,23,24,21,18,18,19,20,20,22,23,22.0,22,16,15,15,14,13,12,12,16,16,16,13,12,9,7,4,2,0,0,,
2022-03-05 10:00:00,3,0,0,6,8,18,22,27,27,30,33,33,24,26,29,24,25,26,25,25,27,30,28.0,33,36,38,36,32,30,28,25,25,25,28,26,23,22,20,19,16,9,8,4,7,10,17,17,22,18,24,26,26,25,25,24,26,25,24,25,28,28,20,22,22,18,22,20,26,28.0,18,22,23,21,18,20,17,15,20,20,20,12,10,9,8,5,3,2,0,,
2022-03-05 11:00:00,4,0,8,9,8,15,18,23,20,25,26,30,22,23,23,21,22,21,20,23,29,28,25.0,29,30,30,27,35,37,36,34,29,27,26,24,23,20,21,23,17,9,9,10,10,11,13,16,16,17,24,27,25,25,23,24,24,27,24,27,28,29,24,25,25,20,22,28,30,32.0,27,20,17,18,19,13,14,15,22,15,14,21,16,14,11,8,2,1,0,,
2022-03-05 12:00:00,7,5,4,9,11,13,17,21,22,23,23,23,19,19,22,19,21,25,25,24,29,26,29.0,30,35,36,35,35,42,40,38,31,27,25,23,26,25,24,25,19,13,13,8,13,12,15,13,19,17,21,22,22,21,22,23,26,24,22,23,30,30,26,29,24,29,28,25,24,23.0,25,24,23,23,15,14,14,14,21,17,14,11,7,5,4,2,1,0,0,,
2022-03-05 13:00:00,8,0,4,7,11,17,16,20,23,24,26,32,24,27,25,21,21,27,32,31,38,33,31.0,33,32,30,25,25,27,29,27,25,24,28,29,29,24,21,21,18,14,11,7,6,10,13,16,19,22,22,26,25,28,29,29,26,30,32,31,34,30,22,25,24,22,21,22,20,28.0,22,23,23,23,24,19,21,20,20,19,18,14,10,8,6,4,3,1,0,,
2022-03-05 14:00:00,6,0,4,8,10,10,14,19,23,24,27,28,24,26,28,33,30,34,33,31,28,29,28.0,32,33,31,34,38,39,41,38,32,30,35,35,34,32,30,28,23,16,11,8,8,6,13,15,16,19,15,20,23,22,27,28,30,27,28,30,30,27,19,24,21,20,24,24,27,25.0,25,21,20,18,19,17,15,14,16,17,17,14,13,6,4,3,1,1,0,,
2022-03-05 15:00:00,6,2,3,8,10,12,12,16,17,17,25,21,19,19,20,21,23,23,26,23,29,30,24.0,23,26,26,23,27,27,28,24,25,25,25,27,24,31,33,30,26,17,13,12,12,14,17,18,21,24,30,37,38,35,33,33,33,34,41,36,48,47,30,35,17,35,33,34,34,35.0,34,26,27,24,26,21,23,20,28,26,21,15,9,6,5,2,1,0,0,,
2022-03-05 16:00:00,7,0,5,9,11,15,18,21,26,27,29,26,18,18,21,23,30,30,35,35,33,28,25.0,24,24,24,26,31,35,39,39,36,27,29,28,21,19,19,17,17,12,11,9,9,9,9,11,12,11,21,25,28,22,27,22,30,30,27,26,29,25,34,39,38,29,37,36,37,28.0,32,26,24,21,23,18,17,16,22,24,24,17,12,8,5,5,3,2,0,,
2022-03-05 17:00:00,6,6,9,10,11,13,17,25,28,28,30,27,23,27,26,27,27,28,33,31,27,30,35.0,35,37,37,37,41,49,51,48,41,44,45,41,43,40,35,37,28,17,18,16,14,13,17,19,20,22,24,29,33,32,35,35,34,38,37,35,33,34,28,31,30,25,29,27,35,36.0,34,22,22,20,23,21,20,18,21,19,18,13,7,7,4,3,2,1,0,,
2022-03-05 18:00:00,3,2,4,5,7,6,8,14,13,17,19,18,15,15,20,22,27,29,27,30,33,32,25.0,24,20,26,24,22,24,25,26,24,40,36,33,32,30,28,25,24,15,21,15,8,6,11,13,16,19,20,20,27,27,27,29,27,27,31,34,38,39,32,39,38,39,40,38,37,36.0,35,32,32,27,27,22,25,22,32,34,22,15,13,8,4,3,1,0,0,,
2022-03-05 19:00:00,6,8,9,4,6,7,9,11,12,13,13,14,16,18,16,17,19,19,19,16,27,21,16.0,11,12,9,18,18,19,10,19,16,16,19,15,17,23,21,20,19,15,13,11,10,8,8,10,7,10,12,15,15,17,25,27,27,24,25,21,22,21,34,32,31,30,29,31,28,28.0,25,20,20,20,20,19,17,13,25,25,28,20,15,11,5,4,1,1,0,,
2022-03-05 20:00:00,7,1,0,6,5,5,7,8,10,7,9,8,9,10,5,13,12,13,12,18,20,23,21.0,20,19,18,17,16,17,18,17,16,12,17,19,18,11,13,13,13,12,10,9,7,5,10,5,12,13,15,19,23,21,23,20,24,26,29,28,29,29,27,15,26,25,26,29,27,19.0,22,20,17,16,17,15,14,11,17,14,16,12,8,6,5,4,2,0,0,,
2022-03-05 21:00:00,4,0,1,7,4,8,8,9,8,9,11,10,12,12,14,14,15,19,17,18,24,25,25.0,21,22,22,24,25,25,23,25,21,16,17,18,18,14,16,16,15,13,12,8,8,3,6,6,8,10,16,18,21,18,17,16,18,20,22,21,23,24,25,23,21,5,17,19,18,22.0,20,18,17,16,15,16,14,13,16,17,15,14,8,3,3,2,1,1,0,,
2022-03-05 22:00:00,2,0,0,6,4,2,6,4,6,7,8,6,7,9,11,13,13,11,12,11,14,15,16.0,16,17,16,16,16,18,17,11,17,20,19,16,13,17,12,11,10,10,11,9,5,4,9,9,9,9,13,14,28,27,26,27,29,30,29,34,35,35,28,26,24,23,22,21,20,17.0,15,18,16,15,15,28,30,23,34,31,24,17,11,10,5,3,2,2,0,,
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,0,0,1,2,4,7,0,15,15,17,14,15,15,14,14.0,9,12,11,11,13,6,10,11,9,13,13,12,13,12,10,9,8,11,13,9,4,2,2,2,6,8,15,8,15,11,15,9,13,11,13,12,14,15,20,22,21,24,25,24,9,24.0,23,19,16,12,11,17,17,14,24,19,19,14,12,8,5,1,0,1,0,,
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-06 04:00:00,1,0,1,2,2,3,3,3,0,2,3,3,6,6,7,6,0,9,7,9,11,13,0.0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-06 05:00:00,1,1,2,3,5,4,6,7,4,7,7,7,7,8,7,10,11,5,6,11,13,11,10.0,11,12,9,15,8,16,17,5,19,19,21,18,20,22,27,21,17,7,2,0,3,3,4,0,5,4,5,6,0,0,7,8,9,10,10,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-06 06:00:00,1,0,0,2,0,3,4,6,5,6,8,6,5,6,5,7,5,9,10,9,11,9,10.0,11,9,8,10,11,10,8,9,8,8,8,9,9,9,8,8,6,2,3,3,5,5,3,0,4,7,4,6,5,5,5,0,5,6,5,11,12,5,10,12,5,0,6,10,10,7.0,8,5,5,4,3,3,4,1,3,2,3,2,2,0,1,0,0,0,0,,
2022-03-06 07:00:00,1,0,2,2,3,6,6,10,8,11,10,10,7,6,6,7,8,13,12,10,10,10,12.0,11,12,11,11,10,13,12,8,12,12,12,11,14,13,10,9,10,5,4,3,4,5,5,6,6,8,6,9,9,9,10,11,8,12,9,14,7,8,6,7,6,0,6,5,6,5.0,6,5,4,7,5,5,4,3,4,2,2,1,2,1,2,1,0,0,0,,
2022-03-06 08:00:00,1,0,0,5,5,8,9,19,17,18,21,14,12,13,17,15,14,16,16,18,19,17,18.0,18,21,22,22,23,24,23,16,18,19,20,18,13,12,12,12,11,7,4,4,6,7,13,15,14,13,14,17,20,20,18,21,20,16,18,12,21,22,19,15,12,13,10,14,16,14.0,17,12,11,10,8,8,7,7,7,7,6,8,8,7,5,2,1,0,0,,
2022-03-06 09:00:00,5,0,2,6,9,12,15,18,19,17,22,22,20,21,21,19,20,20,21,20,23,22,23.0,24,22,19,21,23,23,22,24,20,19,16,15,15,14,15,18,13,9,7,6,7,10,10,8,8,7,9,13,12,17,16,13,15,14,14,17,22,20,17,21,18,19,18,17,16,16.0,18,15,13,16,12,11,11,11,12,11,11,12,10,9,8,6,4,2,0,,
2022-03-06 10:00:00,4,0,3,6,6,9,13,14,17,19,22,24,18,21,19,21,20,23,24,26,26,27,26.0,30,33,27,25,24,25,26,25,30,33,29,29,27,24,21,24,17,8,7,6,7,8,9,10,12,14,15,18,19,12,21,23,25,22,24,22,21,20,17,19,15,16,15,16,18,18.0,15,13,13,12,13,13,11,10,12,9,9,9,7,5,4,3,2,0,0,,
2022-03-06 11:00:00,3,1,2,4,6,8,10,11,12,12,15,17,18,21,23,22,16,19,25,21,27,26,24.0,25,25,26,19,19,20,22,24,25,23,21,22,23,21,22,21,19,8,7,6,7,9,18,20,15,21,16,17,15,15,18,19,19,19,17,18,22,20,18,14,14,13,13,13,13,14.0,16,9,9,9,8,11,10,9,11,10,11,9,8,3,7,7,3,1,0,,
2022-03-06 12:00:00,4,0,4,7,8,12,14,20,22,23,24,29,19,19,22,22,23,24,24,23,26,29,33.0,34,23,20,21,21,22,23,19,22,21,21,22,21,18,19,18,16,8,9,4,7,11,13,13,14,14,16,18,20,17,21,20,18,20,24,25,24,20,17,20,20,18,17,23,23,22.0,26,17,17,19,21,16,14,8,21,17,10,9,8,9,10,9,4,3,0,,
2022-03-06 13:00:00,7,5,6,9,10,13,17,23,24,25,30,35,25,26,25,28,27,25,25,23,28,25,24.0,29,37,35,27,28,29,26,27,23,24,23,25,25,23,23,23,21,13,12,10,8,10,11,15,17,16,14,14,14,16,18,16,18,17,20,20,22,14,17,24,16,24,17,17,22,21.0,20,19,18,20,21,14,12,12,13,14,18,16,10,8,6,4,2,0,0,,
2022-03-06 14:00:00,9,5,5,10,12,14,18,21,22,19,19,19,16,15,16,13,16,20,22,23,28,26,25.0,28,28,24,23,29,31,32,33,30,18,20,18,21,18,20,20,18,12,11,10,8,14,17,16,14,15,19,21,18,18,23,26,24,25,22,24,24,26,24,28,27,31,17,28,28,25.0,22,20,18,15,20,17,15,11,17,13,11,7,5,8,6,2,1,0,0,,
2022-03-06 15:00:00,8,0,0,9,13,12,14,20,21,17,24,26,19,19,17,18,19,22,22,21,21,23,20.0,22,24,24,21,26,27,26,25,27,24,27,25,22,23,21,24,24,12,8,8,6,19,21,18,17,17,13,20,22,23,25,21,28,26,28,27,27,29,25,28,25,30,27,30,35,36.0,28,21,19,20,15,17,15,10,13,11,12,11,7,4,4,4,3,0,0,,
2022-03-06 16:00:00,9,8,12,18,19,13,22,23,22,16,21,17,17,14,15,18,17,23,22,21,24,23,19.0,20,20,20,20,23,23,22,21,21,23,20,19,19,18,19,17,17,10,8,9,8,9,10,12,15,19,17,23,27,24,25,25,25,22,24,26,31,31,27,20,25,24,24,22,23,28.0,26,20,18,23,21,21,18,16,20,18,10,16,8,8,6,1,0,0,0,,
2022-03-06 17:00:00,8,7,7,9,9,16,18,20,21,24,28,23,23,24,20,17,22,18,22,24,29,26,23.0,19,14,18,19,24,21,22,18,21,22,18,16,19,20,17,17,18,14,12,9,10,9,11,12,10,11,14,17,21,21,23,25,24,26,24,24,22,22,24,27,25,20,25,23,22,21.0,21,21,18,17,17,16,16,16,25,21,14,14,12,7,5,4,3,1,0,,
2022-03-06 18:00:00,4,0,2,4,10,13,16,19,17,12,17,16,17,24,24,20,21,20,19,21,17,19,14.0,15,17,19,17,18,24,23,16,21,22,24,21,19,14,25,23,19,15,14,12,9,8,9,10,10,11,14,17,17,14,18,18,21,15,24,26,27,28,17,19,18,18,20,20,21,18.0,17,23,22,19,18,20,18,18,28,27,26,23,17,11,6,3,2,0,0,,
2022-03-06 19:00:00,4,0,2,5,7,6,4,9,8,11,12,11,9,8,9,11,14,16,14,17,18,14,14.0,16,11,16,10,18,17,18,18,16,16,19,18,21,19,17,23,22,11,12,9,7,7,14,13,3,12,15,15,17,8,20,22,17,19,25,25,27,26,26,26,25,24,22,24,26,26.0,25,21,18,11,18,16,14,13,17,17,17,12,6,3,3,2,0,0,0,,
2022-03-06 20:00:00,1,0,2,5,5,4,9,9,10,9,12,13,14,13,7,9,11,12,14,14,14,15,17.0,16,14,14,15,14,11,14,11,14,12,12,14,12,12,14,13,12,10,8,6,7,7,5,3,9,10,12,18,18,19,18,19,25,25,22,14,20,13,18,15,11,10,14,13,11,13.0,16,17,15,13,14,13,10,7,16,15,14,11,9,8,3,1,1,0,0,,
2022-03-06 21:00:00,3,0,2,7,6,5,7,6,7,7,8,9,10,11,11,11,11,10,13,12,20,21,19.0,19,20,21,21,18,18,16,13,19,17,17,12,12,10,12,11,10,9,9,5,4,6,6,4,5,8,14,15,18,15,20,17,19,19,15,20,20,10,19,15,13,18,17,16,17,17.0,16,14,13,11,13,13,13,11,17,16,15,13,7,6,5,3,1,0,0,,
2022-03-06 22:00:00,3,0,2,3,3,5,3,5,6,9,10,11,11,13,12,14,15,17,16,14,13,13,14.0,18,18,17,7,8,9,18,4,18,19,16,14,12,11,10,11,9,6,9,8,3,4,8,9,8,11,18,21,22,18,20,19,20,20,22,21,28,29,25,21,23,23,24,22,20,21.0,20,16,13,13,8,12,9,10,16,17,17,12,10,7,7,5,1,0,0,,
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,2,3,5,3,13,13,14,13,12,12,10,13.0,13,12,11,9,11,13,12,2,11,11,9,8,7,7,7,8,7,7,5,6,5,3,3,7,8,10,13,11,19,17,16,14,15,16,18,20,18,17,16,18,13,8,16,12,14,15.0,8,17,18,17,15,16,15,10,18,17,11,7,9,7,2,1,0,0,0,,
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-07 04:00:00,2,0,0,3,7,10,12,18,19,15,10,11,12,14,17,21,21,26,27,27,32,31,25.0,31,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-07 05:00:00,2,1,2,3,7,8,7,14,16,16,18,20,11,12,14,14,20,20,21,23,25,24,28.0,27,22,26,35,39,40,44,42,46,45,47,49,44,44,46,45,36,17,6,3,5,6,8,7,8,9,8,9,11,10,14,11,12,13,15,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-07 06:00:00,2,0,1,4,9,17,22,25,22,23,26,26,15,17,20,20,19,21,22,23,26,27,22.0,26,27,24,28,30,29,27,27,24,22,18,17,19,18,23,23,22,11,8,4,6,6,10,11,7,13,12,15,13,14,14,13,15,13,16,15,21,20,18,17,11,14,14,16,15,15.0,15,13,12,11,9,8,9,7,7,0,2,3,4,3,2,0,0,0,0,,
2022-03-07 07:00:00,1,1,1,4,12,29,36,55,52,55,54,49,26,33,34,37,38,37,37,39,45,45,49.0,53,56,42,45,45,38,40,39,35,31,25,24,23,26,32,31,25,13,8,6,10,14,16,21,28,32,33,37,37,35,33,38,39,40,36,37,41,40,19,17,16,18,17,17,16,19.0,29,12,13,16,10,13,15,12,11,11,12,10,8,4,3,4,3,0,0,,
2022-03-07 08:00:00,3,2,3,11,14,25,34,50,56,57,59,50,36,39,41,37,40,44,46,52,52,55,57.0,61,58,57,61,60,59,60,57,49,31,28,26,26,28,31,34,24,14,14,13,13,14,21,23,31,33,33,39,43,38,37,38,41,42,46,51,53,49,42,43,41,38,39,31,30,35.0,36,30,26,24,23,17,16,16,18,15,14,13,13,6,3,2,1,0,0,,
2022-03-07 09:00:00,4,0,4,9,9,15,20,31,33,33,37,36,24,29,31,28,25,21,26,22,31,32,28.0,29,30,31,32,31,28,29,29,26,23,20,22,22,20,19,20,18,9,9,7,6,14,12,14,21,19,18,23,15,21,20,19,18,17,18,20,24,25,24,27,28,27,27,26,27,28.0,24,19,19,16,16,17,10,8,13,14,12,10,3,4,3,3,1,0,0,,
2022-03-07 10:00:00,2,1,2,5,8,15,20,27,27,27,27,26,22,25,22,23,25,24,33,34,36,37,40.0,42,32,43,37,30,30,27,23,24,17,20,18,16,15,16,16,12,9,9,7,7,8,12,13,13,12,12,15,17,16,15,17,18,19,18,17,17,18,12,15,14,14,16,16,14,14.0,12,11,10,13,13,10,15,12,15,13,12,10,6,5,4,3,2,1,0,,
2022-03-07 11:00:00,4,0,1,5,6,9,11,16,17,18,18,20,17,17,18,17,15,19,21,21,24,26,21.0,21,21,21,20,18,19,20,27,21,17,16,14,15,15,14,13,12,8,6,5,5,11,12,14,15,18,15,16,17,15,16,17,17,14,15,16,19,20,15,18,15,19,16,17,18,21.0,17,14,12,10,13,10,10,10,14,13,14,12,10,8,6,4,2,0,0,,
2022-03-07 12:00:00,5,0,3,3,8,11,17,20,22,23,20,21,20,21,22,24,21,21,22,20,23,23,25.0,25,26,25,25,30,29,23,22,20,19,17,17,16,16,17,15,13,7,5,5,6,6,12,16,18,18,16,16,17,16,17,20,20,22,22,20,19,21,14,22,21,20,19,19,21,16.0,16,14,14,13,12,11,12,10,15,14,13,10,9,7,6,3,2,1,0,,
2022-03-07 13:00:00,6,3,1,4,8,9,10,12,17,10,18,19,14,14,15,18,13,15,15,16,19,18,17.0,21,22,22,23,23,22,28,26,22,22,21,16,21,19,21,21,18,14,14,13,11,8,9,9,12,12,15,16,16,13,16,17,16,17,18,20,22,23,20,21,20,22,21,20,21,21.0,22,17,14,14,16,12,12,11,14,12,13,12,7,4,2,2,1,0,0,,
2022-03-07 14:00:00,2,4,3,7,9,13,14,16,14,17,18,18,16,19,17,24,27,21,18,18,30,27,23.0,21,21,22,21,22,23,21,22,23,25,24,21,20,22,14,16,15,12,12,9,8,10,13,18,21,19,24,24,27,25,27,26,27,26,27,27,31,34,31,28,27,17,18,21,20,22.0,20,20,20,20,16,13,12,11,17,16,15,11,7,7,4,4,2,0,0,,
2022-03-07 15:00:00,6,1,5,7,7,9,12,19,19,18,18,21,20,17,16,17,16,18,19,17,18,17,26.0,24,17,17,21,25,23,24,22,22,21,21,21,23,22,22,21,18,13,13,10,8,8,12,14,15,22,20,25,28,18,26,27,26,27,31,35,38,36,26,33,36,35,34,32,35,36.0,35,30,26,21,21,17,22,19,23,21,23,19,15,13,8,4,2,1,0,,
2022-03-07 16:00:00,4,0,7,12,13,18,20,22,26,17,31,28,26,17,23,21,19,20,18,17,25,25,25.0,22,21,26,27,27,31,33,30,31,29,23,21,24,20,23,21,14,13,12,9,8,8,9,10,18,16,20,21,23,23,22,21,23,25,27,26,31,30,33,37,35,37,39,37,32,32.0,28,32,28,24,24,24,23,20,29,27,29,15,10,5,5,5,4,0,2,,
2022-03-07 17:00:00,5,0,0,4,4,8,17,17,20,20,23,21,17,16,18,23,27,23,22,25,29,34,37.0,36,36,35,35,37,39,38,35,30,30,35,33,33,34,32,32,27,20,17,18,9,7,11,13,17,21,28,33,40,37,34,33,35,34,33,34,36,38,34,33,36,26,37,37,36,37.0,34,34,32,27,25,23,27,27,43,39,44,31,21,16,11,6,2,1,0,,
2022-03-07 18:00:00,5,0,3,10,12,13,16,15,21,25,33,33,23,24,23,25,25,24,25,29,34,27,27.0,32,33,37,38,39,43,45,43,38,35,36,36,37,36,36,29,27,23,20,17,15,14,15,20,31,40,38,43,38,36,34,35,36,35,42,50,57,56,54,53,52,50,48,46,44,46.0,40,38,30,29,27,27,28,22,41,36,34,24,16,14,6,5,3,0,0,,
2022-03-07 19:00:00,6,3,1,6,5,5,7,8,10,12,18,20,19,20,21,17,15,16,15,16,20,18,13.0,15,18,18,16,20,30,28,26,24,22,25,21,23,23,27,33,28,26,24,18,11,9,9,9,10,13,15,22,27,26,27,24,24,23,25,32,32,33,34,43,40,36,40,40,40,42.0,41,34,34,33,38,43,39,31,56,56,51,38,26,15,6,3,1,0,0,,
2022-03-07 20:00:00,4,0,0,4,2,7,8,9,10,8,8,12,10,7,9,13,12,17,19,14,20,18,18.0,15,19,16,17,20,17,19,15,20,18,17,17,15,14,16,21,18,12,10,7,6,6,8,10,11,11,16,16,19,18,17,18,19,21,22,25,27,33,32,31,30,25,24,28,26,24.0,23,27,24,21,22,22,20,17,27,27,30,23,18,13,7,3,1,0,0,,
2022-03-07 21:00:00,3,0,0,2,2,5,4,5,6,7,8,6,8,8,10,12,7,7,9,11,12,13,13.0,12,14,14,14,16,16,16,15,15,14,13,15,17,16,14,13,13,10,8,8,8,7,6,7,8,7,10,15,15,15,21,18,19,18,19,20,24,21,23,26,22,25,24,24,20,26.0,26,23,21,17,18,20,20,15,20,17,16,15,11,6,4,3,1,0,0,,
