Unnamed: 0,1_우이동차고지(기점가상),2_우이동차고지기점,3_한국사회봉사회,4_연산군.정의공주묘,5_방학동신동아타워,6_방학동신동아아파트,7_국민은행방학지점,8_신한은행방학동지점,9_방학사거리,10_정병원,11_도봉보건소,12_도봉구민회관.도봉문화원(중),13_쌍문역,14_우이1교앞,15_수유3동우체국,16_수유(강북구청)역,17_수유역,18_수유시장.성신여대미아캠퍼스앞,19_미아역.신일중고,20_도봉세무서.성북시장,21_미아사거리역,22_성가복지병원,23_종암경찰서,24_종암동주민센터,25_숭례초교,26_고려대역.고대앞삼거리,27_홍파초등학교,28_경동시장,29_경동시장사거리,30_동대문구청,31_신답초등학교.청계한신휴플러스,32_답십리역사거리,33_청년회의소.서울새활용플라자,34_장한평역,35_군자교입구,36_군자역5번출구.용마초등학교,37_중곡동입구삼거리,38_어린이대공원후문아차산역,39_새밭교회,40_광나루역,41_천호역,42_강동역,43_강동성심병원(동신중학교),44_천동초등학교.천호도서관,45_강동주유소,46_길동역1번출구,47_예닮요양병원,48_길동사거리.강동세무서,49_강동역1번출구.동신중학교,50_천호역5번출구.천호사거리,51_천호역1번출구.문구거리,52_광나루역,53_새밭교회,54_어린이대공원후문아차산역,55_중곡동입구삼거리,56_군자역4번출구.용마초등학교,57_군자교입구,58_장한평역,59_청년회의소,60_답십리역사거리,61_신답초등학교.청계한신휴플러스,62_동대문구청.용신동주민센터,63_경동시장앞,64_홍파초등학교,65_제기동한신아파트앞,66_고려대역.고대앞삼거리,67_숭례초등학교,68_종암동주민센터,69_종암경찰서,70_성가복지병원,71_미아사거리역,72_도봉세무서.성북시장,73_미아역.신일중고,74_수유시장.성신여대미아캠퍼스앞,75_수유역.강북구청,76_수유3동우체국,77_우이1교앞,78_쌍문역,79_도봉구민회관.도봉문화원(중),80_도봉보건소.북한산아이파크아파트,81_방학사거리,82_신한은행방학동지점,83_국민은행방학지점,84_방학동신동아아파트,85_방학동신동아타워,86_연산군정의공주묘,87_한국사회봉사회,88_우이동차고지종점,23_종암사거리입구,69_종암사거리입구
2022-03-14 10:00:00,3,0,0,4,7,12,14,17,21,22,22,22,18,16,19,18,18,21,23,23,29,27,,28,30,29,26,25,24,25,22,18,18,15,15,15,13,19,17,16,9,6,6,6,9,13,12,15,15,15,20,20,19,21,21,24,23,22,25,25,24,15,15,16,14,18,19,17,,16,16,12,12,12,8,7,5,11,8,10,10,7,6,3,3,2,1,0,28.0,18.0
2022-03-14 11:00:00,1,0,1,4,7,8,12,13,13,13,18,19,16,17,16,19,20,20,23,22,19,20,,26,27,24,27,30,29,29,28,24,23,22,19,17,12,16,15,13,8,6,7,8,8,12,13,14,14,12,16,20,20,19,18,20,19,18,19,19,17,17,18,17,17,18,19,14,,11,13,11,11,9,10,9,9,8,8,8,8,7,6,4,2,1,0,0,25.0,14.0
2022-03-14 12:00:00,6,5,2,6,11,12,13,16,17,17,16,21,20,12,18,13,13,18,16,16,19,17,,19,20,21,21,25,26,26,25,20,19,17,15,16,14,15,15,11,6,6,7,6,6,9,9,11,12,13,14,13,16,17,20,22,25,27,24,29,29,25,24,23,20,22,20,20,,13,16,13,13,12,15,15,13,18,17,16,10,6,9,7,5,2,0,0,17.0,18.0
2022-03-14 13:00:00,7,0,0,8,9,9,14,14,18,19,19,15,10,12,11,13,12,16,14,16,14,15,,20,18,18,20,19,20,22,22,15,16,15,15,15,16,16,15,14,12,5,4,5,7,10,11,9,10,10,13,16,15,14,13,13,14,15,15,14,21,16,18,19,20,22,23,23,,20,15,13,13,15,14,12,10,13,14,13,14,10,6,3,2,1,0,0,17.0,21.0
2022-03-14 14:00:00,5,0,1,7,9,12,13,15,16,15,14,13,13,13,14,16,16,17,15,13,15,14,,15,16,13,18,16,20,23,22,18,17,13,12,14,12,15,15,14,13,18,11,7,7,7,8,11,12,17,9,24,21,18,11,12,14,15,19,23,24,23,22,21,21,23,26,26,,27,17,16,16,16,14,16,13,15,13,12,8,7,5,4,3,2,0,0,14.0,28.0
2022-03-14 15:00:00,6,0,8,10,14,14,15,17,20,19,22,19,19,16,18,21,19,16,20,22,31,32,,26,26,26,20,18,20,21,20,18,17,17,16,15,15,14,13,14,9,8,6,6,7,10,12,13,12,14,21,22,20,19,19,18,20,22,24,29,16,21,23,23,23,24,25,27,,24,19,15,22,22,23,26,28,31,26,29,25,20,12,4,3,1,1,0,33.0,23.0
2022-03-14 16:00:00,4,0,3,7,10,18,20,25,29,27,28,26,18,17,18,17,18,20,20,18,19,23,,25,24,23,33,39,40,42,39,38,35,32,29,28,26,25,23,17,14,11,8,9,11,10,9,11,12,16,18,19,19,22,22,22,21,25,23,20,20,21,20,31,29,29,29,28,,31,27,23,21,19,24,21,18,20,19,20,16,12,8,5,2,1,0,0,22.0,30.0
2022-03-14 17:00:00,4,0,1,6,6,9,13,18,20,17,22,20,20,19,19,21,23,21,25,26,34,32,,37,37,35,35,40,44,42,37,30,29,31,27,27,27,28,26,22,21,14,11,12,15,19,21,25,26,25,28,35,35,33,31,32,31,29,39,40,43,40,39,37,36,42,40,40,,32,25,26,22,25,27,26,23,30,26,24,20,14,10,8,6,3,0,0,34.0,39.0
2022-03-14 18:00:00,7,4,6,7,7,7,10,13,17,17,24,24,15,15,15,17,20,25,25,26,31,25,,26,27,26,25,27,34,37,37,35,41,37,32,36,35,30,33,26,26,20,17,15,13,24,29,34,36,34,40,43,40,37,35,43,39,37,44,50,52,56,57,56,52,53,49,42,,35,33,31,28,29,28,28,25,41,38,38,30,18,12,7,2,2,0,0,27.0,39.0
2022-03-14 19:00:00,8,2,7,6,4,6,7,10,13,13,18,17,14,15,14,21,22,23,24,25,24,25,,26,28,27,31,29,30,23,27,26,27,29,32,30,27,24,26,18,22,21,18,12,10,9,9,12,15,16,19,21,19,21,21,22,24,40,40,43,45,44,41,40,39,37,36,35,,36,40,38,32,37,34,30,30,57,51,46,35,25,14,7,4,1,1,0,25.0,32.0
2022-03-14 20:00:00,5,0,3,3,5,4,6,7,9,10,10,10,11,12,13,12,10,14,15,14,16,16,,16,17,17,15,17,18,19,19,20,19,20,20,19,18,18,16,14,17,14,9,8,6,6,9,12,13,14,20,16,13,15,16,16,17,22,24,24,25,21,22,20,21,22,22,22,,21,28,26,25,21,25,23,23,39,35,28,17,13,8,4,2,2,0,0,15.0,22.0
2022-03-14 21:00:00,3,0,2,4,2,5,8,8,8,10,12,11,10,9,7,10,8,11,10,7,11,11,,15,16,13,18,22,17,21,20,17,15,17,18,19,15,14,14,13,13,15,12,8,6,8,9,9,15,18,20,19,18,19,20,19,20,24,25,28,29,30,31,25,30,29,27,24,,21,19,14,17,16,14,15,11,23,22,19,14,11,5,3,1,0,0,0,14.0,23.0
2022-03-14 22:00:00,2,0,1,4,3,5,6,7,8,6,8,12,8,8,13,9,12,13,12,13,15,16,,14,13,13,9,10,16,15,14,14,11,12,12,12,9,14,15,9,10,9,6,4,2,6,8,10,8,13,14,16,14,17,13,17,16,18,19,27,27,29,27,26,27,26,25,24,,20,18,16,16,15,14,17,18,22,21,21,17,10,8,3,1,0,0,0,15.0,21.0
2022-03-14 23:00:00,0,0,0,0,0,0,0,0,0,0,3,4,11,10,9,19,20,17,13,14,12,13,,12,10,12,10,9,14,12,11,11,9,10,8,9,7,11,8,9,5,6,3,4,2,6,7,8,6,9,10,13,11,14,12,11,10,11,11,14,13,17,16,15,15,14,14,12,,12,16,14,12,12,11,13,9,16,11,19,13,10,6,3,0,0,0,0,11.0,13.0
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-15 04:00:00,1,0,0,2,6,10,13,15,16,13,12,13,13,15,16,23,23,23,24,26,33,35,,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0,0.0
2022-03-15 05:00:00,1,0,1,3,4,9,9,14,15,11,13,15,12,14,13,14,21,22,26,29,34,32,,36,36,24,42,45,45,41,43,44,42,44,40,43,41,43,44,38,17,7,5,9,12,11,10,11,12,12,15,15,0,17,16,0,16,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,0.0
2022-03-15 06:00:00,1,0,2,5,7,13,18,27,30,27,27,27,17,20,18,15,18,19,20,20,26,28,,26,26,27,29,31,29,26,27,25,22,19,18,12,22,24,28,20,9,6,4,5,7,7,10,10,12,13,17,12,10,14,13,13,15,16,17,17,17,15,14,12,0,11,15,17,,15,10,9,9,7,9,5,4,4,1,3,3,2,3,2,1,0,0,0,23.0,16.0
2022-03-15 07:00:00,2,0,3,5,12,28,33,48,51,53,55,52,39,38,44,39,43,45,48,48,39,36,,48,48,45,48,43,41,39,38,32,23,22,21,28,29,30,26,21,16,11,9,11,17,23,27,33,32,32,37,40,35,35,33,36,37,35,39,49,50,42,21,20,19,19,18,19,,21,18,17,20,17,21,19,16,15,13,11,10,5,6,2,3,2,0,0,41.0,21.0
2022-03-15 08:00:00,4,0,5,7,13,26,33,42,45,47,50,45,27,31,36,38,38,37,46,45,52,52,,63,59,56,57,57,56,53,47,38,32,26,24,33,34,39,33,34,24,15,13,14,15,17,26,34,33,32,36,38,38,39,41,39,40,37,37,39,40,36,33,29,29,31,27,24,,22,18,20,17,15,20,19,16,20,16,16,12,10,5,3,3,1,0,0,51.0,27.0
2022-03-15 09:00:00,3,0,3,7,10,14,25,27,28,25,34,31,22,26,31,32,30,32,32,33,39,40,,42,44,41,39,38,38,34,33,27,27,22,22,20,19,21,24,22,10,7,5,8,13,16,18,19,18,19,21,24,25,24,27,26,25,26,27,27,30,28,27,26,27,25,27,32,,25,16,16,17,14,13,11,10,13,11,10,10,7,8,3,2,1,0,0,42.0,29.0
2022-03-15 10:00:00,3,0,0,3,6,10,15,19,19,16,21,22,17,20,17,17,20,22,24,24,26,26,,24,26,24,25,23,26,21,21,24,17,16,15,15,16,13,13,11,10,6,5,5,9,10,9,10,14,13,13,14,14,17,18,19,23,24,25,23,22,15,15,15,16,17,14,16,,18,14,12,12,12,13,11,10,12,14,15,11,7,5,4,2,1,0,0,23.0,22.0
2022-03-15 11:00:00,7,0,1,3,6,17,21,23,22,18,19,17,18,18,21,21,23,28,30,30,25,23,,21,22,21,19,23,19,20,19,20,20,20,18,16,14,11,9,8,7,7,6,7,7,12,15,15,15,14,15,20,13,21,22,23,21,22,22,17,18,14,16,14,15,14,16,15,,16,16,15,13,13,9,9,8,11,11,11,9,6,5,4,2,1,0,0,21.0,13.0
2022-03-15 12:00:00,4,1,5,6,6,11,15,18,22,24,27,28,22,21,21,19,20,26,26,28,27,23,,25,29,26,27,32,31,32,29,26,21,19,18,17,15,14,15,14,10,6,5,5,7,10,12,13,10,15,17,19,18,19,21,20,22,20,20,25,24,16,15,16,17,18,16,16,,20,19,19,17,17,15,13,12,11,14,13,11,7,4,3,2,1,0,0,24.0,20.0
2022-03-15 13:00:00,1,0,1,4,9,10,13,21,26,25,25,21,14,16,22,25,22,25,29,27,27,25,,25,20,17,24,28,26,25,23,19,24,23,20,22,19,18,20,21,14,8,5,5,6,11,14,16,17,17,17,21,13,17,19,20,22,19,19,21,21,17,17,16,16,18,18,18,,17,17,17,16,15,15,13,13,15,14,16,13,8,10,7,5,2,1,0,24.0,20.0
2022-03-15 14:00:00,7,0,6,5,8,9,10,12,14,13,24,26,21,12,23,23,21,18,20,20,23,20,,22,21,22,22,22,21,25,25,28,25,25,21,23,21,19,19,16,13,5,6,7,9,7,13,16,11,12,16,20,12,17,17,19,24,26,26,28,20,23,24,23,20,22,21,24,,21,20,19,18,15,14,12,14,17,12,13,10,9,5,4,3,1,0,0,21.0,26.0
2022-03-15 15:00:00,4,0,4,5,9,15,16,19,21,20,20,27,20,21,19,19,21,19,21,20,15,17,,18,22,22,22,26,26,27,23,27,25,23,20,21,24,30,27,23,12,10,12,9,5,8,10,11,13,14,15,26,25,24,21,25,24,23,20,25,27,26,37,37,23,37,33,31,,28,31,30,26,24,24,27,26,27,14,13,10,7,6,4,3,2,1,0,18.0,29.0
2022-03-15 16:00:00,4,3,6,9,9,10,15,20,23,21,23,21,16,17,16,16,17,20,22,22,26,25,,31,30,29,38,38,40,40,28,35,36,31,30,32,29,21,23,22,12,12,7,5,7,13,16,20,22,23,27,31,30,28,26,26,26,32,31,38,38,30,31,27,29,30,29,26,,25,31,32,29,25,19,19,16,17,28,28,27,15,10,7,4,1,0,0,29.0,25.0
2022-03-15 17:00:00,6,0,3,6,8,10,16,15,16,16,19,21,16,18,18,16,18,19,20,26,35,30,,29,34,36,39,45,53,46,44,42,41,40,32,33,38,34,35,29,20,16,12,12,11,15,17,26,25,25,33,36,35,33,34,37,35,39,39,42,43,38,41,44,45,36,39,35,,35,40,35,30,25,23,20,20,32,26,22,20,14,7,5,3,2,0,0,27.0,40.0
2022-03-15 18:00:00,7,0,6,6,7,8,10,15,20,21,21,26,22,22,21,18,21,19,23,27,32,34,,34,35,33,30,33,39,45,34,36,37,39,36,34,33,28,27,22,19,18,17,14,13,17,21,28,29,32,34,44,43,42,45,46,45,50,53,56,55,52,54,48,53,52,48,46,,48,39,38,36,31,32,28,28,43,43,40,33,26,15,10,7,2,0,0,34.0,46.0
2022-03-15 19:00:00,7,0,3,7,6,6,9,11,14,15,18,20,13,16,17,13,12,15,15,14,26,19,,21,23,25,21,27,31,32,30,33,29,26,30,34,28,30,29,28,22,25,21,13,11,9,8,11,17,19,24,21,19,24,26,29,31,33,34,42,40,41,41,42,40,37,35,37,,38,33,29,31,29,34,32,29,49,48,44,34,25,16,10,7,4,1,0,19.0,31.0
2022-03-15 20:00:00,7,2,2,8,7,9,9,7,9,8,11,10,10,9,8,11,12,13,13,14,17,16,,17,15,17,18,17,19,19,19,20,19,19,18,20,18,20,17,17,17,16,13,12,8,8,10,11,10,12,17,23,22,20,18,25,30,32,34,31,35,32,19,31,29,28,26,23,,22,24,21,16,18,21,19,15,25,23,23,18,13,8,8,4,3,2,0,13.0,23.0
2022-03-15 21:00:00,4,0,2,2,3,6,4,6,7,7,8,8,7,9,10,10,11,13,12,11,12,11,,11,15,18,20,21,22,21,14,17,15,15,14,14,19,16,13,12,16,11,9,8,7,7,7,8,11,18,18,20,18,15,15,19,20,19,20,24,22,24,25,25,24,26,24,22,,18,18,17,21,19,20,20,14,23,15,16,12,8,7,4,2,1,0,0,12.0,19.0
2022-03-15 22:00:00,2,0,0,4,3,4,5,6,6,5,7,8,11,10,11,10,10,13,16,14,19,19,,16,14,15,13,15,16,16,14,16,14,14,12,15,14,11,12,13,12,12,9,5,4,7,10,12,15,20,25,24,24,22,20,24,22,26,29,33,33,34,32,29,27,25,23,23,,23,21,20,18,14,20,19,20,25,20,20,14,11,9,4,3,2,1,0,19.0,23.0
2022-03-15 23:00:00,0,0,0,0,0,0,0,0,0,0,0,3,7,9,6,9,9,8,3,7,7,4,,4,6,7,8,9,7,6,4,9,7,10,11,10,8,7,9,8,9,10,9,8,4,3,5,7,6,9,10,14,10,13,12,14,13,14,15,16,15,14,14,12,14,15,14,18,,18,15,19,15,16,14,15,13,20,16,13,13,10,4,3,2,1,0,0,6.0,18.0
2022-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-16 04:00:00,2,0,1,3,8,12,15,19,18,11,12,9,16,17,13,19,20,23,26,26,29,31,,34,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,0.0
2022-03-16 05:00:00,1,0,1,3,4,8,8,13,14,15,17,19,13,9,16,17,20,18,20,22,22,21,,27,28,33,36,41,46,45,42,43,43,43,43,47,48,51,48,41,16,9,8,10,12,11,10,13,13,16,17,17,0,19,19,20,19,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0.0
2022-03-16 06:00:00,1,0,2,3,5,10,11,19,22,22,23,22,18,20,19,18,15,18,21,20,27,26,,29,31,27,26,29,25,28,29,23,22,17,25,26,27,27,25,19,7,4,3,4,6,9,5,5,8,10,15,12,10,13,13,12,14,20,21,16,22,18,15,9,14,15,10,16,,16,12,9,9,9,10,13,12,9,1,2,2,1,0,0,0,0,0,0,27.0,11.0
2022-03-16 07:00:00,2,0,3,5,13,24,34,54,57,56,55,54,28,35,38,35,35,36,38,41,45,43,,43,49,45,45,45,33,33,33,29,25,26,24,24,29,36,36,29,17,8,8,15,24,29,34,40,42,44,48,36,39,41,42,47,44,46,53,55,29,28,26,23,23,22,18,19,,19,18,14,13,13,11,10,10,12,9,8,4,6,5,4,3,2,0,0,42.0,20.0
2022-03-16 08:00:00,6,0,4,8,15,24,32,48,53,54,58,52,29,30,28,36,40,43,43,39,52,50,,58,55,54,54,48,49,47,46,36,27,25,23,33,35,41,40,25,16,15,13,15,17,18,21,26,25,27,33,53,51,48,45,54,54,51,50,52,56,51,45,43,41,37,33,32,,30,23,18,18,18,19,18,17,19,20,17,13,11,7,5,3,4,3,0,53.0,32.0
2022-03-16 09:00:00,3,2,4,5,7,12,17,26,28,25,32,34,22,24,27,24,21,25,24,26,26,34,,35,39,38,38,37,38,37,37,32,27,22,20,18,17,22,21,18,10,9,8,9,11,13,15,13,14,15,20,23,27,23,22,22,27,23,25,25,25,24,24,24,25,22,22,25,,27,18,20,19,13,11,10,9,11,10,12,10,8,5,4,3,2,1,0,36.0,27.0
2022-03-16 10:00:00,2,0,2,5,8,11,22,23,23,22,20,24,18,20,22,21,18,18,22,21,29,29,,32,33,34,35,38,38,36,34,28,25,22,15,22,21,22,24,21,10,7,8,7,8,10,11,12,13,13,18,22,21,22,20,20,20,20,22,24,22,20,23,24,22,20,18,21,,19,13,15,12,11,10,8,11,16,15,13,9,8,6,4,3,1,0,0,29.0,16.0
2022-03-16 11:00:00,2,0,2,3,7,10,14,17,19,18,18,18,16,18,20,17,16,16,18,19,24,26,,25,26,19,28,26,28,29,28,25,24,19,17,18,17,15,16,13,13,12,10,10,13,14,12,14,16,20,25,22,21,22,23,25,20,19,22,23,24,20,25,21,23,21,20,21,,18,22,19,13,14,12,12,11,12,7,13,9,5,3,2,4,2,0,0,26.0,20.0
2022-03-16 12:00:00,3,0,2,3,4,8,11,16,16,15,17,15,14,16,14,16,14,20,24,23,24,24,,23,24,23,24,24,27,29,28,23,22,18,19,16,15,14,12,12,7,6,7,11,15,21,22,19,19,20,20,20,12,20,19,21,26,23,22,22,22,18,24,24,17,23,22,22,,19,20,18,13,15,14,14,14,17,16,16,12,10,5,3,1,1,0,0,22.0,24.0
2022-03-16 13:00:00,3,2,1,5,7,9,13,23,28,27,28,26,18,19,15,19,20,24,25,24,28,29,,28,28,26,27,34,38,35,32,33,21,22,20,18,16,17,17,17,10,9,3,6,5,7,8,11,11,13,13,16,12,15,16,18,17,17,15,18,21,17,18,14,19,17,18,16,,15,16,14,15,14,14,13,12,17,15,14,14,10,6,10,6,0,0,0,26.0,16.0
2022-03-16 14:00:00,3,0,0,4,5,6,8,11,9,11,15,14,16,13,16,16,16,15,18,18,19,20,,28,29,32,30,34,36,35,34,32,32,29,26,24,21,21,21,18,13,11,10,12,9,11,12,14,19,16,16,19,18,20,20,17,20,25,27,27,29,25,28,25,24,26,27,25,,20,15,14,13,14,12,11,10,12,15,11,11,9,4,2,3,4,3,0,30.0,24.0
2022-03-16 15:00:00,4,0,5,6,10,11,15,17,16,14,17,20,20,20,18,16,13,13,16,17,25,25,,26,27,28,29,30,31,32,30,26,24,23,19,15,13,20,14,13,14,12,11,11,11,9,12,17,19,15,21,31,31,31,27,18,21,21,22,28,25,25,29,32,30,27,28,32,,32,32,25,23,27,24,21,18,26,24,24,21,11,8,5,6,5,3,0,27.0,30.0
2022-03-16 16:00:00,10,0,8,15,17,22,27,29,34,33,32,31,26,25,30,27,28,36,40,38,35,31,,34,34,38,38,22,28,29,28,28,25,34,33,33,19,19,17,18,17,11,11,10,11,8,8,13,11,20,29,31,24,26,17,18,19,20,23,23,22,25,27,26,28,32,30,33,,25,30,32,29,24,25,24,20,23,22,22,19,9,4,7,7,4,3,0,32.0,28.0
2022-03-16 17:00:00,4,5,3,6,7,10,17,18,18,20,21,20,18,20,20,17,18,25,31,29,35,33,,38,41,44,44,46,51,49,48,39,37,37,36,39,36,36,31,28,20,19,18,17,15,17,21,29,30,33,38,38,35,37,34,31,30,37,40,42,40,37,37,36,34,33,34,32,,33,30,23,24,23,29,24,19,28,25,24,17,13,9,6,4,2,1,0,36.0,32.0
2022-03-16 18:00:00,8,0,10,9,9,9,11,13,17,18,22,21,21,21,20,15,18,18,20,22,25,29,,29,29,30,32,47,51,49,45,42,45,45,42,46,44,48,46,38,23,26,19,17,15,18,28,34,37,39,45,45,40,41,44,44,43,53,56,64,65,62,61,59,59,57,53,51,,42,37,34,35,32,34,34,30,46,42,43,38,32,14,8,3,2,1,0,28.0,47.0
2022-03-16 19:00:00,8,0,6,6,4,6,8,13,15,14,20,23,26,23,20,15,12,15,15,14,24,22,,22,22,21,21,23,25,26,26,23,20,20,20,21,21,21,19,18,16,21,14,14,8,10,13,15,13,18,20,32,33,37,33,33,35,39,40,48,51,49,46,42,43,45,42,39,,37,34,32,31,27,31,28,27,48,41,49,41,26,14,11,6,1,0,0,22.0,40.0
2022-03-16 20:00:00,3,0,0,5,4,4,7,9,10,11,13,16,18,17,14,12,13,13,16,15,18,22,,17,18,19,12,18,20,20,17,17,18,19,18,20,21,19,19,20,18,18,17,7,7,8,8,9,10,13,18,24,23,20,19,15,15,17,18,19,20,21,24,19,25,24,23,20,,18,24,22,24,22,18,17,15,22,23,25,15,13,8,5,1,1,0,0,17.0,19.0
2022-03-16 21:00:00,3,1,0,6,7,7,6,7,6,8,10,9,9,8,8,10,11,9,12,13,13,12,,16,17,18,15,18,21,22,11,16,15,16,17,17,16,16,15,17,11,10,14,9,5,7,9,13,14,15,16,20,16,20,20,19,19,23,24,25,26,26,22,23,25,23,20,20,,21,22,19,18,18,21,15,15,21,18,20,15,12,7,4,2,1,0,0,13.0,21.0
2022-03-16 22:00:00,2,0,2,4,2,4,6,4,6,4,13,15,14,15,18,8,9,9,8,10,11,11,,13,13,11,13,12,13,13,12,14,14,14,11,12,10,19,16,11,9,10,9,5,5,7,8,10,13,16,21,22,18,24,25,27,29,29,28,31,31,30,29,29,23,28,22,20,,20,17,16,16,15,15,13,13,28,21,17,12,9,6,5,3,1,0,0,13.0,21.0
2022-03-16 23:00:00,0,0,0,0,0,0,0,0,0,0,0,5,7,5,4,10,7,12,11,10,16,14,,10,10,12,10,11,10,7,0,9,9,9,8,6,3,5,6,6,6,6,4,3,3,4,4,4,6,9,10,12,11,13,12,11,10,13,11,15,14,13,14,19,18,18,17,19,,18,15,14,13,13,14,12,10,20,19,18,17,13,9,6,2,0,0,0,12.0,18.0
2022-03-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-17 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-17 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-17 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
