Unnamed: 0,1_국민대앞,2_청덕초등학교,3_북악중학교,4_봉국사,5_정릉2동주민센터,6_숭덕초교,7_정릉길음시장,8_돈암동삼성아파트입구,9_돈암1동주민센터,10_종암사거리,11_종암경찰서,12_종암동주민센터,13_숭례초교,14_고려대역.고대앞삼거리,15_홍파초등학교,16_제기동주민센터.서울약령시앞,17_청량리수산시장,18_청량리역환승센터,19_서울성심병원,20_휘경동입구,21_삼육서울병원,22_중랑교,23_서울우유앞,24_신성은하수아파트,25_면목2동한신아파트,26_면목5동,27_동서그랜드맨션,28_하나은행면목지점,29_면목복개천,30_지하철7호선면목역,31_농협앞,32_혜원여중고후문,33_서일대학교,34_용마문화복지센터,35_용마문화복지센터,36_서일대학교,37_혜원여중고후문,38_농협앞,39_면목역,40_면목복개천,41_하나은행면목지점,42_동서그랜드맨션,43_면목5동,44_면목2동한신아파트,45_신성은하수아파트,46_서울우유앞,47_중랑교,48_삼육서울병원,49_시조사삼거리,50_떡전교사거리.동대문노인복지관,51_청량리미주아파트.동대문세무서,52_청량리역환승센타,53_경동시장앞,54_홍파초등학교,55_제기동한신아파트앞,56_고려대역.고대앞삼거리,57_숭례초등학교,58_종암동주민센터,59_종암경찰서,60_돈암1동주민센터,61_길음역,62_길음뉴타운10단지.라온유아파트,63_숭덕초교,64_정릉2동주민센터,65_봉국사,66_고려대사범대학부속고등학교,67_청덕초교,68_국민대앞,11_종암사거리입구,59_종암사거리입구
2022-03-15 17:00:00,50,51,49,26,50,49,42,30,25,25,,33,34,33,33,33,33,30,30,26,26,24,24,24,24,21,20,17,11,15,11,8,5,0,12,16,17,14,9,11,17,17,11,9,10,11,18,16,11,15,15,21,28,21,24,25,21,18,,15,17,13,13,9,8,5,4,0,29.0,19.0
2022-03-15 18:00:00,24,26,27,17,25,20,26,22,21,21,,22,24,26,26,29,28,33,34,32,32,29,27,26,23,18,17,15,10,16,12,6,4,0,3,6,8,10,11,16,13,14,14,12,13,15,14,13,14,12,11,17,26,26,25,29,26,26,,22,25,19,18,15,13,6,2,0,21.0,23.0
2022-03-15 19:00:00,11,13,13,12,12,12,13,11,16,14,,13,12,15,11,16,15,25,25,23,26,28,24,26,24,20,15,13,12,17,15,8,4,2,7,8,13,12,11,19,17,17,12,12,11,10,13,10,14,16,15,16,19,15,12,25,25,20,,15,19,12,11,10,8,6,3,0,15.0,16.0
2022-03-15 20:00:00,6,4,8,9,2,7,6,12,9,11,,11,8,7,12,4,14,27,26,13,25,25,24,22,20,16,12,13,9,13,11,4,3,1,9,10,10,3,5,11,11,10,9,8,8,4,9,10,5,10,8,13,12,13,11,15,12,10,,12,13,9,6,4,2,1,0,0,9.0,14.0
2022-03-15 21:00:00,11,2,12,2,11,13,14,14,16,15,,11,9,10,11,10,11,12,10,10,12,12,12,10,9,8,7,5,3,7,5,3,2,0,14,19,11,18,7,11,10,5,9,8,7,6,8,8,7,5,7,12,12,11,13,13,13,10,,9,13,11,8,7,3,4,1,0,15.0,10.0
2022-03-15 22:00:00,3,2,6,0,7,8,9,15,20,17,,11,8,11,7,2,10,15,11,13,12,13,13,10,8,8,8,7,6,11,10,4,2,0,24,33,34,29,7,9,8,7,5,6,5,8,7,9,8,3,8,10,6,9,9,9,20,9,,8,17,16,14,11,8,8,3,0,12.0,18.0
2022-03-15 23:00:00,2,3,4,0,2,3,5,6,5,4,,5,7,8,0,0,7,9,8,7,9,12,11,10,6,5,4,3,2,7,9,5,0,0,2,1,1,3,5,9,4,7,6,7,4,5,4,5,3,5,5,6,7,5,4,7,6,6,,7,7,4,7,5,2,2,0,0,5.0,7.0
2022-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-16 04:00:00,0,1,2,1,1,0,2,3,0,0,,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,6,0,9,11,12,13,0,0,11,8,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,4.0,0.0
2022-03-16 05:00:00,0,1,3,0,3,4,5,7,8,7,,7,11,12,11,9,8,8,4,9,4,10,9,10,11,12,11,12,11,4,3,1,0,0,1,6,8,5,4,5,4,7,8,10,7,5,9,6,0,7,6,6,10,11,13,12,11,7,,6,6,4,5,7,0,4,1,0,8.0,8.0
2022-03-16 06:00:00,2,2,2,3,6,5,6,7,6,5,,12,12,11,12,11,10,5,6,4,8,6,3,5,5,6,6,12,11,4,3,3,1,0,1,2,13,15,8,10,9,9,11,15,14,14,13,14,11,15,10,11,12,10,11,5,9,6,,5,7,7,4,3,2,3,1,0,10.0,6.0
2022-03-16 07:00:00,4,5,6,7,15,16,20,17,18,17,,32,24,19,20,23,15,12,13,11,6,5,4,8,14,13,14,15,15,7,6,1,0,0,4,7,16,17,10,14,23,28,32,34,38,40,44,33,33,32,28,21,18,16,8,15,15,15,,9,13,14,16,18,16,9,3,0,31.0,14.0
2022-03-16 08:00:00,4,6,12,13,19,19,21,21,23,22,,29,31,26,26,24,18,17,16,16,16,16,18,23,27,27,27,28,26,31,26,16,12,2,3,10,29,27,11,18,25,37,39,40,46,58,47,38,37,36,27,20,21,21,18,23,25,24,,23,39,40,39,40,38,33,24,0,23.0,27.0
2022-03-16 09:00:00,3,5,6,2,11,11,16,12,14,11,,17,20,19,13,15,13,9,9,10,9,8,7,9,11,12,12,12,14,9,7,4,1,0,1,6,10,9,10,12,16,15,17,20,22,24,27,24,23,24,21,16,18,18,14,16,16,16,,14,22,21,19,18,17,16,12,0,16.0,15.0
2022-03-16 10:00:00,6,8,11,5,12,10,13,14,15,12,,16,16,15,12,14,13,8,7,7,8,10,11,10,12,12,13,12,10,28,28,13,9,1,9,11,15,16,8,11,9,12,11,13,15,17,18,13,14,13,12,11,15,14,13,13,12,13,,13,16,12,14,13,12,13,10,0,14.0,14.0
2022-03-16 11:00:00,5,8,6,7,10,12,11,12,13,12,,14,14,11,13,12,10,7,7,7,8,8,5,10,7,9,8,5,6,4,3,1,1,0,4,7,8,5,6,8,14,15,16,17,17,11,18,18,11,9,16,11,13,12,11,13,12,11,,10,12,12,12,12,6,10,7,0,13.0,12.0
2022-03-16 12:00:00,7,10,11,0,13,21,22,21,10,20,,18,19,19,18,15,9,12,8,9,11,11,10,7,8,4,7,8,7,7,6,6,2,0,7,12,6,12,7,11,12,13,10,12,5,10,13,14,11,15,16,18,20,17,15,22,21,18,,15,20,21,21,21,23,21,15,0,17.0,16.0
2022-03-16 13:00:00,14,18,21,0,21,23,20,19,21,13,,22,25,25,23,21,18,17,17,13,16,17,12,18,12,15,16,14,13,24,23,22,12,1,6,10,7,11,6,10,12,14,15,17,12,13,16,15,12,7,12,11,18,17,19,19,20,20,,18,25,24,19,18,16,13,9,0,18.0,22.0
2022-03-16 14:00:00,8,14,15,16,18,18,19,22,23,22,,19,11,16,11,15,12,14,10,9,16,17,16,14,12,4,11,10,9,11,9,6,3,1,10,8,9,8,6,6,8,8,11,14,14,13,13,12,10,12,13,13,22,12,12,21,20,18,,13,10,9,10,7,6,7,4,0,19.0,14.0
2022-03-16 15:00:00,18,15,27,17,28,21,20,15,13,10,,13,15,14,15,13,13,15,11,12,14,17,14,16,13,12,10,10,6,4,3,2,0,0,11,9,16,15,8,10,9,9,7,10,9,8,7,10,8,10,7,16,19,19,17,17,20,18,,14,16,15,14,13,11,10,5,0,13.0,17.0
2022-03-16 16:00:00,11,17,28,27,21,20,20,20,17,17,,15,19,18,17,13,19,18,19,18,22,23,22,23,20,21,20,14,11,13,11,6,4,0,36,31,32,31,15,16,16,18,18,17,17,14,14,14,13,13,13,13,16,14,15,16,16,14,,15,13,11,11,9,8,5,3,0,14.0,17.0
2022-03-16 17:00:00,42,49,57,56,54,48,46,23,24,20,,21,23,22,24,24,23,27,29,29,24,24,22,21,21,19,16,16,14,13,10,9,5,0,7,44,47,45,9,13,18,17,12,15,16,15,15,15,16,15,15,20,26,25,24,24,21,18,,20,26,22,18,19,17,9,3,0,23.0,21.0
2022-03-16 18:00:00,16,23,24,23,23,34,31,31,31,26,,23,24,21,22,27,28,41,42,37,40,37,36,33,30,27,20,14,10,13,10,6,2,0,5,6,9,11,8,17,15,14,14,12,11,12,15,13,13,13,13,18,27,25,24,35,27,20,,20,24,22,22,18,15,10,4,0,26.0,26.0
2022-03-16 19:00:00,8,13,13,6,15,16,16,14,15,14,,14,17,16,17,16,16,21,22,24,28,28,23,22,21,19,14,13,9,21,17,8,5,1,7,20,24,22,13,18,19,19,16,14,12,11,15,15,14,8,13,21,21,18,17,30,26,17,,11,13,12,10,10,7,5,0,0,14.0,13.0
2022-03-16 20:00:00,5,7,8,0,6,7,5,11,13,10,,7,7,8,8,9,8,16,17,20,20,17,17,14,12,10,8,7,6,11,7,4,3,1,4,8,4,5,6,13,11,12,9,11,6,7,8,8,3,5,5,15,11,15,14,12,12,8,,9,15,9,8,9,5,4,0,0,8.0,10.0
2022-03-16 21:00:00,4,5,10,0,10,13,9,16,10,14,,10,11,10,6,8,9,10,7,9,10,12,10,7,9,8,7,5,6,13,9,5,2,0,11,19,20,20,5,10,11,10,8,4,6,4,5,5,6,7,4,10,10,10,9,11,11,10,,7,17,14,13,10,4,3,1,0,11.0,10.0
2022-03-16 22:00:00,5,8,7,3,7,8,9,17,23,22,,8,7,6,7,7,7,18,20,16,14,15,16,14,13,8,10,5,4,9,9,2,2,0,17,18,21,19,5,8,8,5,7,6,6,6,5,9,11,12,11,15,5,14,6,13,9,8,,7,12,9,8,9,7,5,1,0,14.0,11.0
2022-03-16 23:00:00,2,3,5,4,4,5,5,9,8,6,,6,6,5,0,0,5,6,3,7,8,11,10,8,7,4,3,4,3,6,5,2,1,0,0,2,1,0,3,5,5,7,6,5,6,4,5,5,6,6,7,9,5,0,10,10,9,7,,4,5,3,4,1,3,1,0,0,4.0,6.0
2022-03-17 00:00:00,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-17 01:00:00,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-17 02:00:00,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-17 03:00:00,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-17 04:00:00,0,1,0,1,0,0,3,6,0,5,,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,6,0,7,10,10,11,0,11,8,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,6.0,0.0
2022-03-17 05:00:00,0,1,3,0,1,4,5,6,0,4,,10,9,10,7,8,9,9,4,9,6,11,4,13,14,8,12,13,11,6,5,1,0,0,1,2,6,6,3,4,8,6,8,10,11,0,12,2,9,5,10,7,10,9,12,12,6,12,,7,8,7,1,0,0,4,1,0,8.0,10.0
2022-03-17 06:00:00,2,3,5,3,4,6,6,6,3,6,,7,8,4,7,3,6,7,8,7,9,9,9,8,7,8,11,12,12,7,6,3,2,0,1,4,9,9,3,4,7,10,13,19,10,18,17,15,14,12,8,10,10,7,0,11,9,9,,8,14,12,11,3,2,1,0,0,5.0,10.0
2022-03-17 07:00:00,6,10,15,16,17,18,23,20,21,20,,26,18,16,15,15,14,12,13,7,6,5,4,7,15,17,18,19,13,3,2,2,1,0,4,9,23,25,11,15,19,24,28,33,38,39,34,31,30,24,29,26,22,17,19,16,9,15,,12,13,14,22,27,28,12,3,0,24.0,23.0
2022-03-17 08:00:00,2,8,13,11,18,26,28,20,21,19,,25,28,24,25,23,18,21,19,17,19,20,20,23,25,24,33,41,39,45,41,35,23,6,3,6,34,28,10,16,23,31,34,41,48,51,48,41,35,40,34,25,25,24,17,30,33,34,,26,40,39,43,42,34,35,24,0,25.0,32.0
2022-03-17 09:00:00,7,8,12,11,15,16,14,13,14,13,,19,18,16,16,15,11,16,13,13,13,13,12,12,13,14,15,17,17,22,21,19,11,0,2,5,20,18,11,13,15,19,21,25,21,27,25,23,22,21,20,13,12,12,11,12,13,13,,11,29,20,12,28,19,27,21,0,16.0,14.0
2022-03-17 10:00:00,2,6,7,9,10,14,19,18,5,17,,17,15,10,15,13,11,8,9,7,7,9,9,10,10,10,9,9,7,7,3,4,4,0,2,2,6,5,5,6,8,9,12,7,11,13,13,17,0,17,14,14,14,12,14,13,11,11,,11,14,10,12,11,12,12,8,0,17.0,12.0
2022-03-17 11:00:00,5,7,11,0,11,12,15,14,12,14,,15,17,17,16,15,13,12,11,9,10,12,10,8,5,6,7,7,5,5,4,3,1,0,8,10,11,9,6,7,9,9,11,13,12,13,15,14,15,15,13,11,13,10,12,13,13,9,,11,12,8,14,12,0,10,9,0,14.0,13.0
2022-03-17 12:00:00,7,8,10,0,10,12,12,11,11,11,,11,10,10,12,11,10,13,13,13,12,12,11,11,10,9,9,11,8,15,4,14,8,0,12,14,10,12,13,11,14,16,18,19,21,22,24,22,16,21,19,17,23,20,20,18,17,14,,11,13,12,12,12,9,11,7,0,12.0,15.0
2022-03-17 13:00:00,8,11,11,12,14,18,17,17,18,16,,15,13,14,10,15,12,11,10,10,11,10,8,11,10,8,6,6,3,5,4,3,2,1,12,14,16,15,14,15,15,17,15,15,13,14,15,13,12,12,12,16,19,19,20,17,14,13,,10,17,15,15,16,17,11,14,0,13.0,14.0
2022-03-17 14:00:00,10,12,13,6,12,13,15,15,16,15,,14,15,13,13,12,9,18,11,15,14,15,14,11,10,11,7,6,4,4,2,0,0,0,10,11,5,6,6,5,7,8,4,8,5,15,17,15,16,22,19,14,18,16,17,14,15,13,,11,11,10,9,11,6,10,4,0,17.0,12.0
2022-03-17 15:00:00,16,18,29,27,23,17,18,18,21,19,,15,15,13,15,14,13,17,16,18,16,17,16,15,12,9,8,5,3,4,1,1,0,0,27,35,37,34,18,13,14,13,12,14,14,9,14,16,17,9,14,15,16,14,10,12,14,15,,16,26,18,15,14,13,11,7,0,13.0,12.0
2022-03-17 16:00:00,14,20,37,26,36,28,23,16,16,15,,15,17,12,13,15,16,22,22,18,22,19,19,18,18,13,16,8,8,11,9,4,1,0,16,18,17,17,19,19,21,24,25,22,20,21,18,21,22,22,22,18,26,24,22,20,28,26,,17,18,16,13,10,8,4,4,0,17.0,24.0
2022-03-17 17:00:00,33,36,39,39,40,34,32,25,26,25,,21,22,25,25,26,27,34,31,29,29,27,25,24,22,15,15,16,12,15,12,9,3,0,9,11,13,20,9,11,13,13,14,16,15,14,17,13,12,15,16,22,33,35,33,34,30,25,,22,28,23,19,13,10,8,4,0,23.0,23.0
2022-03-17 18:00:00,17,26,30,26,29,27,27,28,29,28,,16,20,16,20,21,22,30,30,31,31,30,24,21,19,15,14,12,9,18,13,11,3,0,6,9,12,13,11,15,17,16,13,13,12,15,16,16,15,17,19,23,29,28,27,29,28,23,,19,32,23,19,10,9,7,3,0,19.0,26.0
2022-03-17 19:00:00,9,13,15,7,14,13,13,15,16,17,,16,20,20,20,18,17,28,30,30,33,34,26,26,26,21,15,13,11,26,20,12,6,0,4,5,8,9,11,22,18,16,16,14,9,10,12,15,7,11,16,22,23,21,14,20,18,13,,12,19,18,15,14,11,5,2,0,13.0,13.0
2022-03-17 20:00:00,4,9,10,0,11,11,7,8,8,7,,9,7,9,8,9,7,17,15,16,16,13,15,14,11,8,6,6,5,17,13,5,2,0,5,9,11,7,6,7,8,7,6,4,5,6,7,6,7,8,8,20,13,19,17,13,9,10,,10,11,9,7,6,7,4,2,0,9.0,12.0
2022-03-17 21:00:00,8,8,9,7,8,11,12,17,8,15,,9,11,9,9,10,7,13,13,10,14,11,15,14,7,10,6,4,4,7,6,2,0,0,4,9,10,3,5,10,8,8,8,7,6,4,5,6,7,7,6,13,11,9,12,15,11,9,,7,10,7,6,6,5,4,0,0,14.0,9.0
2022-03-17 22:00:00,4,8,11,10,4,13,11,14,17,15,,10,6,8,8,0,8,11,9,8,10,11,11,10,9,8,7,6,4,10,8,5,1,0,10,15,10,13,4,8,7,8,7,6,5,0,5,6,5,5,7,9,10,7,6,10,8,9,,12,12,9,8,4,3,1,0,0,12.0,13.0
2022-03-17 23:00:00,1,3,4,5,6,2,5,8,1,2,,6,8,6,5,7,4,8,3,9,8,8,7,5,5,6,2,4,3,11,10,8,1,0,0,2,3,4,5,6,4,4,2,3,3,2,5,3,3,5,6,7,8,6,0,4,5,4,,3,11,10,4,11,6,3,0,0,6.0,5.0
2022-03-18 00:00:00,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-18 01:00:00,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-18 02:00:00,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-18 03:00:00,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-18 04:00:00,2,1,2,2,0,2,4,0,0,3,,5,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,0,0,10,13,14,15,0,14,12,10,11,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,4.0,0.0
2022-03-18 05:00:00,1,1,3,4,6,2,6,6,3,5,,7,8,9,10,9,7,5,6,7,8,9,8,10,4,11,11,12,10,5,2,2,0,0,1,4,8,9,3,0,4,5,7,9,7,8,9,10,9,0,8,7,8,9,10,2,0,7,,7,6,5,6,0,0,3,1,0,7.0,8.0
2022-03-18 06:00:00,1,2,2,3,4,5,7,7,5,7,,9,12,13,7,3,4,6,5,4,6,7,6,8,10,10,9,7,6,7,6,5,4,1,1,2,10,10,3,4,8,10,11,15,13,15,14,14,6,13,11,9,9,7,8,9,10,8,,5,6,6,5,5,4,2,1,0,8.0,9.0
2022-03-18 07:00:00,5,10,15,14,20,22,32,17,20,19,,21,16,12,10,10,13,10,8,5,6,4,6,10,16,18,21,24,19,13,10,4,2,0,4,7,25,21,14,12,17,23,28,36,40,45,44,44,43,44,42,36,32,12,8,14,10,11,,11,14,22,31,25,18,10,3,0,19.0,17.0
2022-03-18 08:00:00,2,6,13,14,19,26,29,28,26,24,,31,31,22,24,25,21,21,22,20,17,16,16,19,22,22,24,29,27,28,27,19,10,3,4,8,32,28,17,19,32,38,38,42,46,49,43,37,38,39,34,23,21,29,27,25,22,21,,18,29,26,36,37,30,23,9,0,25.0,24.0
2022-03-18 09:00:00,3,3,4,3,12,21,23,26,30,29,,34,17,31,32,31,26,22,21,20,18,17,15,16,17,16,21,20,15,22,17,16,10,0,2,7,14,14,10,12,13,18,20,24,27,28,27,25,26,25,20,13,12,12,11,14,12,13,,12,17,16,19,19,21,17,12,0,32.0,12.0
2022-03-18 10:00:00,4,5,7,8,8,3,9,9,4,8,,11,14,14,11,12,11,10,11,10,10,9,5,9,7,9,9,14,4,4,4,3,1,0,8,4,10,7,3,4,7,9,13,15,16,17,17,17,16,17,14,12,14,12,11,13,10,15,,10,13,11,10,13,13,10,8,0,11.0,12.0
2022-03-18 11:00:00,9,9,10,11,5,12,14,15,15,13,,13,13,11,12,11,8,9,10,8,11,13,11,12,9,11,11,9,10,5,5,3,2,0,16,20,4,6,6,4,11,8,10,12,11,10,12,13,12,9,15,11,12,13,10,12,12,11,,10,19,17,18,20,19,17,14,0,11.0,13.0
2022-03-18 12:00:00,10,12,15,5,13,11,16,10,10,9,,16,10,15,11,16,16,17,12,18,21,20,18,17,15,14,11,10,8,7,5,4,3,0,10,7,11,9,5,6,10,10,10,13,7,11,16,13,12,13,14,11,20,13,13,16,17,12,,17,17,18,11,16,15,13,11,0,15.0,15.0
2022-03-18 13:00:00,7,8,16,15,15,14,15,13,13,12,,12,14,15,13,14,13,10,10,10,7,12,11,11,12,13,12,14,8,7,2,6,5,0,3,4,4,5,5,6,6,8,9,12,10,12,10,10,8,12,9,9,19,20,21,21,18,17,,15,17,9,18,18,12,19,13,0,13.0,16.0
2022-03-18 14:00:00,8,10,12,13,15,12,13,13,16,10,,13,11,12,14,12,12,12,13,11,13,13,11,9,10,7,6,4,3,5,6,4,1,0,10,3,12,14,8,6,8,9,9,10,8,11,14,14,8,12,12,14,17,16,15,15,14,15,,10,11,10,8,8,6,8,5,0,12.0,15.0
2022-03-18 15:00:00,13,25,34,35,36,33,35,17,18,17,,16,19,18,19,16,17,17,15,15,16,14,13,9,12,10,8,6,4,4,2,1,0,0,24,28,35,33,14,12,9,10,11,12,15,15,10,16,12,16,18,18,25,17,16,16,14,18,,21,17,14,12,12,11,9,5,0,16.0,23.0
2022-03-18 16:00:00,19,26,33,34,34,35,35,33,32,25,,16,20,20,19,19,16,19,17,16,20,23,21,23,18,14,13,9,8,10,9,5,1,0,22,28,27,28,12,11,13,16,15,16,15,18,18,23,22,20,21,21,25,26,25,24,29,29,,19,17,14,11,8,7,4,2,0,21.0,25.0
2022-03-18 17:00:00,28,31,35,20,38,37,34,28,27,24,,21,20,20,26,26,24,28,27,25,26,25,26,25,25,20,16,8,9,17,14,6,3,1,10,11,17,19,9,11,14,12,11,13,14,14,17,16,17,14,15,20,26,24,20,21,19,16,,20,19,14,12,12,10,8,5,0,18.0,23.0
2022-03-18 18:00:00,13,20,22,10,23,25,27,16,18,19,,16,17,18,20,23,21,30,30,29,28,27,25,24,22,20,15,15,14,15,13,7,2,0,8,14,16,19,14,29,28,30,33,29,29,32,34,25,24,21,19,21,22,27,25,30,28,23,,22,22,22,21,19,18,10,3,0,18.0,23.0
2022-03-18 19:00:00,11,12,14,0,15,14,16,12,14,10,,26,27,26,24,13,21,25,22,25,30,28,27,25,20,16,14,12,11,24,19,7,4,0,8,6,13,12,14,28,25,23,17,13,12,10,11,10,4,12,14,18,22,20,15,28,26,17,,16,17,17,13,8,7,3,0,0,22.0,17.0
2022-03-18 20:00:00,3,7,9,5,7,5,7,8,7,6,,7,15,16,4,15,12,18,18,17,18,16,17,14,9,10,9,8,5,11,8,4,1,0,4,5,6,7,8,13,12,9,8,8,5,5,7,8,6,5,7,11,9,14,11,17,17,12,,8,19,18,15,10,9,4,1,0,10.0,10.0
2022-03-18 21:00:00,8,10,14,6,14,13,14,11,10,11,,7,8,7,6,6,6,9,10,10,10,9,8,12,11,8,3,4,2,8,5,3,2,0,6,15,7,3,4,8,7,6,5,5,5,5,5,7,6,6,6,15,14,13,11,15,13,12,,12,14,13,10,11,9,7,1,0,13.0,13.0
2022-03-18 22:00:00,7,8,11,4,9,12,10,14,18,16,,11,12,8,9,0,8,15,13,13,14,16,15,10,9,6,8,5,3,6,4,2,1,0,4,7,3,6,8,7,7,6,3,4,1,5,7,7,6,8,9,12,11,10,11,14,12,11,,6,11,9,6,6,5,3,1,0,12.0,9.0
2022-03-18 23:00:00,0,2,2,0,0,0,4,10,8,0,,7,10,9,6,6,6,7,6,4,7,6,5,12,11,7,5,2,2,13,7,2,1,0,0,0,1,1,3,7,7,6,4,4,6,8,9,9,5,0,8,8,7,0,9,7,5,11,,9,14,11,9,6,1,1,0,0,7.0,11.0
2022-03-19 00:00:00,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-19 01:00:00,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-19 02:00:00,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-19 03:00:00,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-19 04:00:00,0,0,0,0,0,0,2,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,4,3,0,5,7,0,8,0,7,7,6,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-19 05:00:00,1,2,3,2,5,2,3,7,3,5,,8,8,7,11,10,8,7,8,6,2,7,4,2,8,3,7,8,6,3,2,1,0,0,1,3,2,2,1,3,5,7,4,6,0,0,7,5,6,7,7,6,11,3,12,11,9,9,,6,6,1,0,5,0,2,1,0,7.0,9.0
