Unnamed: 0,1_중랑공영차고지(기점가상),2_중랑공영차고지.신내역,3_신내교회.신내데시앙아파트,4_신내초등학교,5_능산지하차도,6_우림시장.망우사거리,7_망우역.망우지구대,8_망우역.상봉터미널,9_지하철7호선상봉역,10_면목아남아파트,11_면목사거리,12_녹색병원입구,13_면목두산아파트1차,14_면목두산아파트4.5단지,15_면목119안전센터,16_면곡시장,17_중곡아파트,18_중곡삼거리,19_중곡1동사거리,20_중곡1동주민센터입구,21_메리놀외방선교회,22_KEB하나은행군자동지점,23_군자삼거리,24_세종초등학교.세종사이버대학교앞,25_군자새마을금고앞,26_장안초등학교,27_화양리,28_어린이대공원역.화양천주교회,29_서울화양초등학교,30_건대입구역사거리.건대병원,31_건대입구역1번출구,32_성수사거리,33_성수역1번출구,34_뚝섬역4번출구,35_뚝섬역2번출구,36_성동교남단,37_한양대정문앞,38_서울숲삼부아파트,39_왕십리역,40_무학여고,41_응봉동주민센터,42_응봉동현대아파트,43_삼성래미안아파트앞,44_금남시장앞.백범학원터,45_금옥초등학교앞,46_옥수삼성아파트.래미안옥수리버젠,47_옥정중학교입구,48_한남시범아파트,49_한남동,50_순천향병원입구,51_한남역.용산노인종합복지관,52_한남동하이페리온,53_보광신동아아파트삼성리버빌아파트,54_동빙고동,55_서빙고동주민센터,56_서빙고역교차로,57_서빙고역1번출구,58_서빙고신동아아파트,59_이촌동현대아파트,60_이촌동강촌아파트,61_신용산초등학교,62_이촌동한가람아파트.이촌역,63_이촌동두산위브트레지움.한강대우아파트,64_서부이촌동입구,65_이촌2동대림아파트.새남터성지,66_이촌2동주민센터,67_성촌공원.포르쉐센터용산,68_이촌119안전센터.성촌공원,69_원효로풍전아파트,70_원효로3가,71_원효로2가사거리,72_남정초등학교,73_용산꿈나무종합타운.보건분소,74_효창공원앞역,75_국민은행효창동지점,76_효창공원삼거리.윤봉길의사등묘역,77_숙명여대후문.이봉창활동터,78_효창공원후문,79_한겨레신문사입구,80_대한노인회,81_효창운동장.효창동주민센터,82_서울금양초등학교.국민은행효창동지점,83_효창공원앞역,84_용산꿈나무종합타운.보건분소,85_원효로2가,86_원효로3가,87_원효풍전아파트,88_성촌공원.포르쉐센터용산,89_이촌2동주민센터,90_이촌2동대림아파트.새남터성지,91_이촌2동강변아파트,92_이촌동동부센트레빌,93_이촌1동충신교회앞,94_이촌동한강맨션.이촌역,95_신용산초등학교,96_이촌동점보아파트,97_금강병원.반도아파트,98_서빙고신동아아파트,99_서빙고역1번출구,100_서빙고동,101_동빙고동,102_한남역.용산노인종합복지관,103_순천향병원입구,104_한남동,105_한남시범아파트,106_옥정중학교입구,107_옥수삼성아파트.래미안옥수리버젠,108_미타사입구,109_금옥초등학교앞,110_금남시장앞.백범학원터,111_삼성래미안아파트앞,112_응봉동현대아파트,113_응봉동주민센터,114_응봉사거리,115_무학여고앞,116_왕십리역,117_행당1동주민센터.성동소방서,118_한양대정문,119_성동교남단,120_뚝섬역8번출구,121_뚝섬역5번출구,122_성수역4번출구,123_성수사거리,124_건대입구역6번출구,125_건대입구(가상),126_건대입구역사거리.건대병원,127_어린이대공원역.화양천주교회,128_화양리,129_장안초등학교,130_군자새마을금고.성동광진위센터,131_세종초교앞,132_군자삼거리,133_능동우편취급국,134_KEB하나은행군자동지점,135_메리놀외방선교회,136_중곡1동주민센터입구,137_중곡1동사거리,138_중곡삼거리,139_중곡아파트,140_면곡시장,141_늘푸른동아아파트,142_경남아너스빌아파트앞,143_면목두산아파트4.5단지,144_면목두산아파트2.3단지,145_면목두산아파트1차,146_녹색병원입구,147_면목사거리,148_아남리치카운티아파트,149_지하철7호선상봉역,150_망우역.상봉터미널,151_망우역.망우지구대,152_우림시장.망우사거리,153_능산지하차도,154_신내새한아파트앞,155_신내교회.신내데시앙아파트,156_중랑공영차고지,157_중랑공영차고지.신내역,158_중랑공영차고지(가상),74_효창공원앞역.이봉창역사울림관,83_효창공원앞역.이봉창역사울림관
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-08 04:00:00,0,0,1,2,3,4,5,2,6,7,8,9,10,12,14,5,16,18,21,23,0,26,7,27,27,27,27,28,27,30,33,32,23,20,19,19,14,12,10,7,0,0,6,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-08 05:00:00,0,1,1,4,4,9,10,5,7,4,8,3,9,0,8,4,10,11,11,12,9,10,13,14,12,12,15,13,11,13,11,11,9,7,5,5,7,7,6,7,3,8,5,7,3,2,8,0,3,2,2,1,3,4,2,0,0,3,0,2,3,4,2,2,0,0,1,1,2,0,0,5,3,3.0,2,2,0,0,0,1,2,0,2.0,0,0,0,0,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-08 06:00:00,1,1,3,7,9,7,8,8,5,6,7,8,3,5,10,11,8,6,12,12,9,7,8,13,10,12,11,14,0,14,17,16,11,10,6,5,6,7,8,5,8,9,8,7,8,8,5,7,6,5,8,6,5,4,2,5,4,5,4,3,4,3,3,2,3,4,5,0,6,4,6,5,4,6.0,1,5,2,1,2,0,1,1,5.0,0,4,4,2,3,4,5,4,2,6,7,8,9,8,7,9,5,10,11,7,9,6,1,0,0,7,10,7,12,12,14,15,12,13,11,9,10,7,6,6,0,0,5,0,5,0,0,6,0,0,4,3,4,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-08 07:00:00,0,4,6,15,17,23,28,28,20,22,24,20,29,30,30,29,30,32,36,34,30,31,18,36,24,23,24,24,22,19,22,16,15,14,17,16,15,16,15,15,17,20,24,24,25,29,31,29,32,32,35,33,13,15,18,16,12,15,17,8,4,12,14,15,16,25,24,27,14,15,16,14,13,16.0,16,6,2,2,1,2,0,4,7.0,8,9,9,11,12,15,17,26,11,22,25,14,16,16,17,16,13,15,20,17,12,5,6,8,7,10,16,17,21,18,23,22,17,19,14,13,12,10,9,5,3,3,5,0,3,3,11,10,11,12,3,5,6,9,10,12,15,16,19,25,26,24,24,25,8,14,9,8,2,1,2,0,0,0,0,,
2022-03-08 08:00:00,1,4,14,19,22,20,25,25,13,12,13,14,16,17,16,26,25,29,29,29,27,27,30,35,37,35,32,30,28,24,31,26,22,17,17,12,16,15,18,18,16,16,14,15,16,15,16,14,10,13,12,10,11,14,14,12,15,15,16,17,15,16,17,20,18,24,24,20,23,25,21,18,16,21.0,20,7,3,1,2,2,4,5,13.0,9,20,17,11,12,16,20,21,21,27,19,17,17,16,15,17,18,24,22,17,17,13,14,15,14,19,25,20,32,32,41,44,37,36,30,26,21,19,12,8,9,8,6,4,5,8,9,8,2,10,8,11,11,12,9,13,14,13,15,17,18,18,18,17,24,20,16,14,10,8,9,0,3,0,0,,
2022-03-08 09:00:00,0,2,4,5,6,8,13,12,12,13,14,15,3,8,16,17,5,21,20,17,18,19,20,23,23,23,23,25,24,24,26,22,17,10,8,7,11,16,7,17,3,18,21,19,17,17,19,17,7,7,9,4,10,9,10,3,4,8,5,12,8,8,8,9,9,9,10,9,11,9,8,7,5,26.0,13,9,6,4,3,2,1,3,7.0,6,6,5,6,7,9,10,10,7,7,10,11,13,10,9,8,7,10,21,15,14,11,12,14,13,12,20,22,29,30,32,30,26,26,26,23,15,13,10,7,6,5,5,3,4,3,2,3,2,4,0,3,0,1,0,2,2,5,6,6,6,0,5,7,7,6,4,6,4,2,2,0,0,0,0,,
2022-03-08 10:00:00,0,0,1,2,3,5,4,6,4,4,3,3,4,5,7,7,4,9,11,14,8,13,14,14,18,16,16,14,16,10,12,12,10,11,11,12,12,14,13,11,9,10,9,6,5,6,8,7,3,4,4,7,11,10,12,13,12,11,8,8,8,8,7,6,6,8,8,9,7,6,5,3,7,24.0,21,3,1,2,1,1,2,2,3.0,3,5,6,7,6,7,6,5,6,5,4,5,12,13,7,10,11,12,10,8,7,5,5,8,11,13,14,11,14,15,18,20,19,20,18,15,14,10,7,6,7,4,11,10,3,6,4,5,6,5,6,6,6,5,5,6,5,0,6,6,6,4,7,6,6,6,5,3,2,1,0,2,1,0,0,,
2022-03-08 11:00:00,0,0,1,2,2,3,0,7,8,4,7,6,6,7,6,8,7,9,11,8,9,10,13,15,13,12,13,13,11,10,10,12,8,11,10,9,11,10,9,9,10,13,12,9,7,6,8,10,11,9,8,2,7,9,8,7,8,8,10,10,7,8,9,8,9,8,7,0,5,7,5,4,5,12.0,10,9,1,2,1,0,0,0,5.0,4,5,7,0,8,6,3,6,7,7,11,12,13,12,10,8,8,9,13,10,7,5,5,9,5,6,6,8,9,11,12,11,18,14,14,12,13,12,14,13,15,14,15,13,10,12,7,5,10,11,11,9,8,8,0,0,3,7,6,5,4,4,5,0,3,8,7,4,3,2,1,0,0,0,0,,
2022-03-08 12:00:00,0,0,2,4,4,4,5,4,6,7,6,5,3,7,9,0,6,10,9,8,11,13,13,14,18,18,18,12,17,15,15,12,10,11,10,10,10,9,8,8,7,6,5,6,6,8,7,2,8,10,9,3,9,11,8,8,4,9,9,5,8,9,10,8,10,12,7,5,9,8,6,5,5,11.0,5,4,2,0,2,2,3,2,5.0,3,8,9,8,10,6,11,12,0,6,5,6,5,6,5,6,5,6,7,9,9,8,7,7,8,8,11,9,16,10,16,17,17,16,16,17,18,9,11,10,14,13,17,16,3,14,15,6,5,14,13,12,4,9,8,7,5,6,7,6,4,5,7,0,9,10,6,5,4,3,2,0,0,0,0,,
2022-03-08 13:00:00,0,1,3,4,5,6,5,6,5,4,5,4,5,2,6,8,4,10,11,8,8,7,11,11,12,13,11,12,11,12,13,15,9,10,9,10,10,9,9,10,12,7,11,14,15,14,15,13,8,8,12,5,11,11,12,5,5,14,13,12,12,12,13,11,10,9,8,8,9,7,5,5,6,11.0,10,6,6,5,3,4,5,0,7.0,3,10,11,9,8,7,8,8,7,12,10,9,9,8,5,8,8,3,8,9,12,6,9,8,0,8,10,12,17,11,18,18,14,15,14,15,16,14,17,15,17,14,16,8,14,15,17,16,14,7,12,11,10,8,5,3,0,8,8,6,7,5,8,6,5,10,6,6,3,2,2,0,0,0,0,,
2022-03-08 14:00:00,0,2,4,1,1,4,5,6,8,7,7,6,6,8,6,7,8,9,13,11,11,12,12,15,15,14,0,15,15,11,17,16,16,23,22,14,16,17,17,16,20,11,10,10,10,9,9,8,7,10,11,9,8,11,6,12,11,11,13,14,21,23,14,11,10,11,12,13,11,9,9,8,9,16.0,16,8,5,8,1,9,13,16,22.0,23,31,30,25,24,15,13,7,14,9,7,9,11,11,13,6,5,8,6,6,6,7,7,6,7,5,11,15,17,8,16,13,12,11,13,11,14,14,18,15,17,15,15,13,11,16,17,17,16,14,13,14,13,12,11,11,11,12,11,10,0,12,8,11,8,12,9,6,7,5,4,0,0,0,0,,
2022-03-08 15:00:00,0,0,1,2,2,3,2,6,7,7,6,6,4,5,6,7,3,10,12,13,11,6,8,12,12,16,14,14,16,13,15,16,20,20,20,35,36,33,35,35,31,27,23,15,14,12,10,13,9,9,9,8,9,10,9,9,10,10,9,11,12,22,20,16,14,12,11,10,9,10,8,9,8,9.0,7,5,5,1,5,4,0,1,5.0,6,10,12,7,10,11,10,8,7,9,11,13,13,11,11,8,6,6,7,8,10,8,9,10,11,15,15,16,20,19,18,16,13,12,12,10,16,21,22,23,20,15,22,22,22,24,22,21,20,19,15,13,10,9,9,7,9,8,7,7,2,7,4,3,7,11,8,6,5,8,4,3,0,0,0,,
2022-03-08 16:00:00,0,1,4,5,5,6,8,10,12,3,11,10,10,14,11,4,5,4,10,11,8,9,9,11,10,12,15,16,15,16,10,15,18,19,17,19,20,20,19,18,17,15,11,11,11,13,11,14,13,13,13,10,19,18,15,14,12,14,14,17,16,15,18,18,13,10,9,8,12,8,7,11,7,11.0,12,8,7,4,6,4,6,4,9.0,8,11,10,22,22,20,19,18,15,17,18,18,16,15,13,17,12,30,36,35,41,23,35,34,33,32,28,29,28,26,22,22,18,18,20,19,18,19,26,23,20,14,27,26,24,25,24,23,20,19,13,17,14,10,9,8,7,10,10,10,8,5,7,9,8,13,12,10,8,6,3,1,0,0,0,,
2022-03-08 17:00:00,0,9,11,5,12,15,16,18,19,17,16,7,10,11,10,11,11,10,12,13,10,12,18,23,20,21,25,28,31,21,25,26,28,31,33,30,32,28,30,29,28,25,24,19,14,13,10,16,13,15,16,18,16,7,17,12,2,12,13,15,16,17,17,13,14,14,16,12,15,18,15,14,10,13.0,7,8,8,10,7,6,5,3,7.0,6,8,12,11,10,14,12,11,9,12,9,8,10,11,11,14,12,13,19,15,21,22,18,21,22,25,26,21,23,20,19,19,14,13,12,13,18,22,27,29,26,23,34,30,29,29,27,22,22,17,19,21,18,17,16,17,15,16,14,12,14,12,12,13,9,16,11,10,9,8,3,2,1,0,0,,
2022-03-08 18:00:00,0,3,6,7,9,13,16,16,16,15,15,7,14,15,10,11,11,10,12,13,11,15,16,19,17,17,19,26,25,23,16,27,29,35,32,39,42,37,40,34,31,31,27,21,21,20,18,17,20,21,21,19,13,12,10,6,14,13,15,14,14,18,18,17,12,11,11,11,12,15,15,16,12,8.0,12,7,5,6,3,4,1,4,10.0,9,14,17,18,12,9,9,11,10,13,12,15,15,16,17,13,13,16,17,10,15,15,15,14,11,11,15,15,15,16,23,29,22,11,22,22,20,23,33,36,32,31,41,37,39,41,37,35,34,32,28,33,23,33,32,32,28,28,25,24,24,23,18,21,15,29,25,23,21,16,7,4,2,0,0,,
2022-03-08 19:00:00,0,3,6,1,7,10,14,18,16,16,13,9,8,8,7,8,13,12,11,12,9,13,14,17,19,18,21,21,18,14,19,19,22,27,27,28,33,28,25,23,21,18,14,11,13,12,13,10,19,20,18,17,13,12,11,11,10,12,5,10,14,18,17,17,12,10,7,9,10,11,4,10,12,8.0,8,8,9,8,7,3,1,4,12.0,8,16,18,9,17,13,15,10,8,7,10,9,9,8,7,10,8,8,9,8,14,17,16,18,16,15,11,11,14,12,15,15,15,13,15,15,18,16,26,20,21,19,29,26,28,30,25,25,24,24,22,23,24,19,17,18,18,17,17,15,17,15,16,20,17,21,18,19,13,11,5,2,1,0,0,,
2022-03-08 20:00:00,1,1,3,3,4,4,7,5,6,6,5,3,6,3,3,2,3,4,0,4,4,6,6,9,12,8,13,15,14,12,13,14,13,14,14,16,19,18,16,14,14,21,22,19,13,11,10,3,14,16,18,17,16,13,6,10,7,11,12,13,12,14,15,12,8,6,9,10,8,11,8,11,8,9.0,6,10,7,7,5,2,3,2,7.0,8,10,9,7,7,7,6,6,4,7,10,6,4,5,3,6,1,4,8,7,11,10,7,11,5,6,13,13,11,9,12,11,11,12,10,9,14,16,18,18,18,16,25,24,20,21,21,20,18,8,16,18,14,17,15,15,12,11,11,6,9,10,7,4,9,13,14,10,9,9,6,5,2,0,0,,
2022-03-08 21:00:00,0,1,0,3,2,4,5,7,7,8,3,2,1,7,5,1,2,4,6,6,5,6,6,4,3,4,5,4,4,3,8,9,12,14,15,20,14,20,16,18,16,12,11,10,9,8,7,7,7,10,12,14,14,10,9,7,6,9,9,9,8,12,9,8,6,5,3,6,6,4,3,5,3,6.0,5,9,7,5,1,3,1,2,3.0,3,5,6,6,8,8,7,5,4,5,5,4,9,8,7,8,8,2,7,7,11,10,8,9,11,10,15,13,8,12,11,9,8,9,10,9,13,16,20,20,20,0,26,18,30,29,26,22,21,20,18,17,14,15,14,11,9,10,9,7,6,8,9,7,5,10,9,8,7,6,2,0,0,0,0,,
2022-03-08 22:00:00,0,0,0,0,0,1,0,4,5,4,0,0,4,0,5,6,0,0,5,3,5,4,3,2,2,2,6,5,5,6,13,14,15,14,11,15,16,15,17,16,15,11,7,12,11,9,7,6,11,14,6,12,7,10,8,9,10,9,7,6,9,12,9,8,8,6,5,0,6,7,1,5,4,9.0,9,6,5,3,2,0,0,0,4.0,0,7,6,0,6,5,3,3,2,3,4,5,5,4,2,4,3,2,3,3,11,7,6,6,0,4,3,7,6,0,8,10,11,10,2,9,13,13,23,23,23,21,40,40,29,37,31,27,24,23,22,22,20,17,16,12,15,14,10,13,12,10,8,7,8,15,14,13,12,8,2,1,0,0,0,,
2022-03-08 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,14,0,0,12,10,8,0,0,9,6,11,10,6,14,19,21,18,14,12,2,10,8,9,10,7,6,13,11,9,6,4,2,3,4,5,3,2,4,7.0,2,6,5,4,0,0,0,0,7.0,8,3,3,4,6,3,2,0,0,0,1,2,3,0,1,7,0,8,6,7,11,9,9,8,7,8,9,8,8,6,9,10,11,11,12,11,7,13,20,19,17,0,22,19,20,18,17,14,11,13,14,13,12,11,10,8,7,7,0,6,5,2,4,3,5,13,11,8,5,3,0,0,0,0,0,,
2022-03-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-09 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-09 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-09 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-09 04:00:00,0,1,1,1,2,0,3,1,2,3,5,6,1,7,6,7,8,9,2,0,0,10,5,0,11,12,0,13,12,6,15,3,14,13,0,7,11,9,8,3,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-09 05:00:00,0,0,1,3,2,1,4,1,3,3,2,0,3,0,4,4,3,3,5,5,0,7,6,7,3,5,8,6,7,4,4,4,4,5,2,4,3,5,4,7,5,7,1,5,4,3,5,3,2,3,4,0,5,2,3,4,0,3,2,0,0,0,1,0,0,0,0,0,1,0,0,4,1,2.0,1,3,1,1,0,1,0,1,2.0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-09 06:00:00,0,2,1,4,6,8,5,6,5,0,1,3,3,3,4,3,2,2,3,0,3,7,5,8,8,7,7,4,5,8,9,7,6,5,5,4,6,4,0,4,2,3,0,4,1,4,6,4,4,2,3,1,1,3,2,0,0,3,1,2,0,0,0,0,1,3,0,2,1,1,1,0,0,2.0,1,0,0,0,0,0,0,1,3.0,2,3,2,2,4,3,6,4,4,5,3,2,3,2,1,2,3,2,4,2,5,0,3,7,6,5,9,11,11,10,8,3,3,0,4,2,3,2,0,1,0,0,2,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-09 07:00:00,0,2,2,3,4,7,6,4,7,7,7,9,11,12,13,5,11,13,14,10,9,10,9,4,4,7,5,4,6,3,6,7,5,4,3,3,4,0,7,8,4,0,7,5,6,5,3,2,4,3,3,0,3,0,2,1,1,2,0,1,2,4,0,2,3,2,0,4,3,2,4,0,3,5.0,3,2,1,0,0,0,0,1,3.0,3,4,3,2,4,0,0,2,3,3,5,4,0,3,0,5,0,4,11,7,5,4,2,3,4,5,7,0,6,0,5,6,4,0,5,0,5,4,3,3,2,2,3,1,2,3,5,3,3,0,1,2,2,3,0,3,5,3,3,5,2,0,2,0,5,6,4,3,3,3,2,0,0,0,0,,
2022-03-09 08:00:00,0,2,3,5,7,7,11,11,6,9,10,10,4,7,9,9,8,9,9,8,9,9,5,11,12,12,13,12,11,9,9,8,6,5,6,6,6,7,7,8,9,10,6,6,4,7,7,6,6,4,5,6,6,7,6,5,5,2,4,7,6,6,6,4,3,3,0,4,5,4,0,2,3,4.0,2,2,1,1,1,0,1,2,2.0,0,2,2,0,1,4,6,0,0,4,8,2,7,3,3,4,3,5,9,5,6,5,5,4,4,4,6,7,10,11,8,9,9,7,6,7,4,7,6,4,2,0,4,3,3,5,4,7,1,2,5,4,5,4,0,4,5,6,7,8,0,5,10,9,7,10,7,7,6,5,4,0,3,0,0,,
2022-03-09 09:00:00,0,1,3,6,6,10,11,9,7,5,6,6,5,4,4,3,5,5,8,7,6,7,8,10,10,13,12,11,12,12,14,13,9,9,4,8,9,4,9,9,0,8,7,9,6,8,8,6,4,0,3,0,4,3,6,0,5,7,3,7,5,3,4,3,3,5,4,4,5,5,3,2,4,7.0,3,1,0,1,0,0,0,1,2.0,2,1,2,0,3,5,8,9,6,8,9,5,4,0,0,5,6,9,10,7,6,1,7,6,2,6,7,6,7,6,6,8,7,8,9,6,5,6,6,2,5,4,5,3,2,7,6,6,1,5,3,3,4,5,3,6,7,8,9,8,0,2,6,2,5,8,6,4,2,1,0,0,0,0,0,,
2022-03-09 10:00:00,0,0,6,4,7,7,9,6,14,8,13,10,5,4,0,8,9,12,13,15,15,15,16,17,19,17,18,16,15,10,11,10,6,7,6,0,5,4,2,6,4,5,3,3,4,4,6,5,6,5,2,4,4,6,7,0,5,4,4,3,2,4,6,6,5,6,4,0,7,7,1,3,4,5.0,5,3,0,3,2,1,2,3,4.0,3,4,4,0,5,2,4,4,6,6,7,8,9,8,8,6,0,5,6,7,5,5,5,8,2,6,7,8,11,0,15,14,12,0,14,6,13,10,9,6,5,3,6,4,2,3,2,3,0,1,0,4,4,4,5,0,6,4,9,5,10,3,8,6,9,7,4,3,4,3,2,1,0,0,0,,
2022-03-09 11:00:00,0,2,3,1,4,6,7,6,5,4,3,4,7,10,9,10,11,12,13,15,16,15,13,16,19,19,19,19,22,16,16,17,13,10,11,13,14,15,15,17,5,15,14,12,4,7,8,7,8,5,4,5,4,1,2,6,2,5,1,0,9,8,4,6,5,8,0,8,6,5,5,5,4,4.0,5,3,2,4,3,1,1,5,8.0,8,6,4,5,6,8,12,9,10,9,7,2,5,3,6,5,7,6,7,6,6,5,5,7,7,11,14,13,12,15,17,17,15,12,14,13,14,14,13,8,6,3,8,5,4,5,4,5,4,4,4,6,6,5,4,3,5,5,0,6,8,4,9,8,9,8,7,4,5,3,3,0,2,0,0,,
