Unnamed: 0,1_김포교통(기점가상),2_방화도시7단지.국립국어원,3_방화역,4_한서고등학교.보람아파트,5_방화사거리,6_개화산역,7_개화119안전센터,8_개화역광역환승센터,9_개화역광역환승센터,10_개화역1번출구.개화검문소,11_개화산역,12_방화사거리,13_방화동동부센트레빌아파트,14_방화동도시개발2단지아파트,15_서남환경공원.마곡청구아파트,16_서남물재생센터,17_마곡실내배드민턴장,18_겸재정선미술관.서울식물원,19_양천초등학교.겸재정선미술관,20_가양동CJ주식회사,21_등촌동대림아파트,22_SBS공개홀,23_가양역.우성아파트,24_가양역.현대프린스텔,25_강서소방서.이마트.증미역,26_블루나인비지니스센터.이마트,27_태영.삼성한사랑아파트,28_태영송화아파트,29_염창동관음삼성아파트,30_염창동새마을금고,31_핑크힐병원,32_염창동아3차아파트,33_안양천입구,34_마포구청역,35_마포중앙도서관,36_성산2교,37_연희104고지앞.구성산회관,38_서대문우체국,39_연세대앞,40_세브란스병원앞,41_이대후문,42_이대부고,43_이대후문,44_세브란스병원앞,45_연세대앞,46_서대문우체국,47_연희104고지앞.구성산회관,48_성산2교,49_마포중앙도서관,50_마포구청역,51_영등포아리수정수센터,52_염창동아3차아파트.나이아가라호텔,53_염창동새마을금고,54_염창동한마음.관음삼성아파트,55_금호.한솔아파트,56_블루나인비지니스센터.이마트,57_이마트.강서소방서,58_가양역.현대아파트,59_가양역.우성아파트,60_SBS공개홀,61_강서한강자이아파트,62_가양동CJ주식회사,63_양천초등학교.겸재정선미술관,64_겸재정선미술관.서울식물원,65_마곡실내배드민턴장,66_서남물재생센터,67_서남환경공원.마곡청구아파트,68_방화동도시개발2단지아파트,69_방화동동부센트레빌아파트,70_방화사거리,71_개화산역,72_개화119안전센터,73_개화역광역환승센터,74_개화역광역환승센터,75_개화역1번출구.개화검문소,76_개화산역,77_방화사거리,78_한서고등학교.보람아파트,79_방화역,80_방화3동주민센터.국립국어원,81_김포교통(종점가상)
2022-03-14 13:00:00,0,0,1,1,0,0,0,0,1,5,7,3,7,8,9,10,7,8,8,8,10,8,11,11,10,11,5,12,11,9,6,9,14,14,15,13,5,3,6,1,0,1,4,4,6,7,7,9,7,7,6,6,9,9,5,8,8,8,5,7,9,9,8,6,9,0,5,7,6,7,6,1,0,0,1,3,2,1,0,0,0
2022-03-14 14:00:00,0,1,2,1,2,1,0,2,0,3,4,6,8,9,11,0,9,3,9,12,20,20,21,22,20,0,18,17,15,4,3,5,7,5,6,5,2,4,3,2,1,1,2,3,3,5,5,6,4,11,10,7,12,14,13,12,12,10,9,10,10,9,12,0,0,10,7,7,4,5,3,2,0,1,4,3,2,2,0,0,0
2022-03-14 15:00:00,0,0,1,0,1,0,0,0,1,1,1,3,4,6,7,0,0,7,7,7,14,16,18,19,19,20,17,13,10,12,13,12,10,7,9,4,8,0,6,2,0,6,4,9,9,11,13,12,13,12,11,12,10,11,5,12,12,12,13,13,14,12,14,15,16,15,14,8,7,5,2,1,1,1,4,1,2,0,0,0,0
2022-03-14 16:00:00,0,1,2,0,3,0,0,1,0,3,7,4,7,6,5,6,0,6,6,8,9,7,11,10,12,8,9,9,12,11,4,11,4,9,5,7,3,2,1,0,1,27,32,31,35,35,36,36,31,27,23,21,16,15,12,14,17,17,18,19,19,12,18,18,19,15,12,8,6,4,2,0,0,2,2,1,0,0,0,0,0
2022-03-14 17:00:00,0,2,2,0,2,1,0,1,2,4,7,7,9,7,7,6,7,5,7,9,11,10,9,10,15,15,16,17,17,17,0,19,17,15,8,6,4,3,2,1,1,3,13,25,35,38,37,34,28,28,25,22,20,20,10,18,23,18,15,14,12,10,12,14,0,12,12,10,7,4,4,1,0,5,9,5,4,3,2,0,0
2022-03-14 18:00:00,0,1,1,2,0,3,1,0,0,8,8,8,11,8,9,0,9,8,7,9,12,12,15,17,21,35,15,37,15,36,34,18,41,23,7,15,5,2,1,2,2,1,8,13,15,18,24,22,25,27,24,21,19,21,20,26,26,21,19,22,26,26,26,22,28,27,25,18,11,8,5,1,0,4,7,6,5,3,1,0,0
2022-03-14 19:00:00,0,1,1,0,2,1,0,0,0,2,2,4,6,8,10,8,7,8,9,10,12,11,9,8,9,10,10,9,13,13,12,11,12,9,13,12,6,3,2,1,0,2,4,7,9,12,15,16,14,15,15,16,17,14,21,20,18,16,18,17,16,17,23,15,0,21,14,7,5,3,3,1,0,3,3,2,0,2,0,0,0
2022-03-14 20:00:00,0,0,1,1,0,1,0,0,1,3,0,3,4,6,7,0,0,0,6,2,5,4,6,9,11,11,0,5,10,10,11,4,9,8,0,7,4,2,3,2,0,0,2,3,5,4,7,5,10,14,11,9,9,11,10,9,12,6,10,11,9,8,12,10,11,8,7,5,4,3,2,0,0,0,4,1,0,0,0,0,0
2022-03-14 21:00:00,0,1,1,0,0,0,0,0,0,4,4,3,3,1,4,0,3,4,6,0,1,5,4,5,6,9,6,6,6,6,5,3,5,6,5,4,4,3,3,2,1,0,3,7,11,0,6,0,10,11,9,9,9,10,8,8,11,10,10,8,10,11,14,0,6,7,12,8,5,3,4,2,1,0,1,1,1,0,0,0,0
2022-03-14 22:00:00,0,1,1,0,2,1,1,0,1,2,3,3,6,1,2,0,1,0,4,3,7,0,6,6,7,1,6,4,3,0,4,1,3,2,3,3,0,2,1,0,1,0,1,7,10,4,10,11,10,10,11,8,9,10,6,0,9,7,7,6,6,0,9,8,0,7,5,4,2,1,2,1,0,2,6,6,3,0,1,0,0
2022-03-14 23:00:00,0,0,0,0,0,0,0,0,0,2,1,0,2,3,0,0,0,4,1,3,2,3,4,4,0,0,0,3,4,0,0,0,3,3,0,1,2,1,0,0,0,0,0,3,6,3,5,5,4,5,7,0,4,4,4,3,7,6,5,5,4,0,5,0,0,3,0,3,2,1,0,0,1,0,3,2,1,2,1,0,0
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 04:00:00,0,0,1,0,0,0,0,0,0,0,2,3,4,6,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 05:00:00,1,1,1,0,0,0,0,0,0,3,5,4,6,8,5,0,4,2,2,7,3,0,8,9,0,7,8,7,8,9,8,0,7,5,6,0,5,4,1,0,0,1,1,2,0,3,4,5,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 06:00:00,0,1,1,0,3,0,1,0,0,5,6,7,8,7,10,7,4,9,7,6,6,6,7,10,7,7,8,9,10,11,0,10,11,11,2,2,6,5,5,3,0,0,0,1,0,2,3,4,5,6,4,7,8,9,11,3,10,9,10,10,8,7,7,6,4,0,5,5,5,4,1,1,0,0,1,0,0,0,0,0,0
2022-03-15 07:00:00,0,1,3,5,6,0,2,0,3,6,13,16,24,20,24,23,22,21,19,21,20,15,13,16,17,15,17,18,23,25,27,31,20,18,18,19,15,11,16,12,9,1,3,3,3,9,17,20,23,29,17,19,18,22,22,23,21,17,14,15,11,10,15,14,13,0,13,14,11,10,6,4,0,0,6,2,1,0,0,0,0
2022-03-15 08:00:00,4,1,4,0,6,6,3,1,3,7,10,13,25,26,31,30,29,30,25,22,18,16,17,18,18,22,18,25,29,31,34,35,40,34,31,28,22,19,20,13,4,3,4,5,6,8,15,19,19,37,27,27,25,25,25,24,19,18,21,12,12,12,13,13,12,10,11,12,12,9,6,1,0,2,7,5,2,1,0,0,0
2022-03-15 09:00:00,2,3,4,3,3,3,1,2,2,4,5,13,13,18,19,14,0,18,16,11,12,12,13,12,12,14,15,16,19,21,21,22,18,14,16,14,12,12,8,5,1,0,0,1,2,3,4,6,6,17,19,19,19,21,17,12,10,15,7,8,11,10,10,5,9,8,8,9,6,5,5,2,0,1,2,2,1,0,0,0,0
2022-03-15 10:00:00,0,1,2,0,0,0,0,1,0,2,2,3,6,10,11,0,8,8,9,7,5,5,9,12,11,12,8,11,8,8,9,9,12,10,0,5,9,8,5,3,1,1,1,4,5,7,1,0,4,6,5,6,7,8,6,6,7,7,0,5,4,5,6,7,5,8,5,6,3,4,1,0,1,1,2,1,1,0,0,0,0
2022-03-15 11:00:00,0,1,1,2,0,0,0,0,1,3,3,4,6,5,7,0,5,5,5,7,6,4,5,8,11,8,9,6,10,10,9,0,11,9,11,9,8,6,6,3,1,0,5,8,6,3,7,8,8,10,3,9,6,9,11,7,8,6,8,10,8,11,9,8,8,5,7,6,5,3,2,1,0,1,4,1,0,0,0,0,0
2022-03-15 12:00:00,3,1,1,0,0,1,0,0,1,2,5,2,9,10,12,0,15,0,13,9,10,9,7,7,7,12,7,6,13,13,0,7,12,9,8,9,7,8,4,2,0,0,2,4,5,6,7,5,10,11,9,11,10,8,9,8,10,9,3,7,6,7,7,8,7,0,9,7,5,5,2,2,1,0,4,4,3,1,0,0,0
2022-03-15 13:00:00,0,2,0,1,1,0,0,0,1,5,5,6,12,14,15,0,6,10,10,9,12,9,9,8,10,11,8,8,9,11,8,0,12,11,12,8,9,5,8,1,0,0,1,4,5,7,7,8,9,12,13,14,16,17,12,10,12,13,10,9,12,13,15,13,11,12,11,12,2,1,2,1,0,0,2,3,2,1,0,0,0
2022-03-15 14:00:00,0,1,2,0,0,0,2,0,1,4,6,8,10,12,12,0,11,9,10,12,13,11,9,10,8,9,12,12,10,11,8,10,10,8,5,7,7,5,5,5,2,7,5,10,12,0,8,10,11,12,11,5,6,9,10,9,10,11,8,12,12,11,13,12,11,9,10,11,8,5,4,2,0,1,3,0,2,0,0,0,0
2022-03-15 15:00:00,0,1,1,0,1,0,0,0,0,1,4,5,7,7,8,9,0,10,7,7,23,28,25,26,11,26,25,22,13,8,8,8,6,5,5,5,3,3,2,2,3,3,8,11,12,13,15,17,18,16,11,14,16,17,13,15,11,13,16,15,18,21,16,15,14,15,12,10,9,7,6,1,0,2,6,6,3,0,2,0,0
2022-03-15 16:00:00,0,2,3,1,4,3,1,0,3,4,6,9,12,11,12,0,6,11,8,8,10,12,12,14,12,13,12,10,15,16,6,15,6,13,7,5,4,3,2,3,0,1,6,15,24,11,28,27,27,25,16,13,17,15,13,11,12,13,14,15,15,17,16,12,0,15,14,9,5,5,4,0,0,2,3,0,0,0,0,0,0
2022-03-15 17:00:00,0,0,1,1,2,4,1,0,1,12,8,7,12,11,13,11,7,12,14,14,16,16,13,15,16,21,10,19,16,19,10,21,23,9,10,10,6,6,4,2,2,3,12,17,20,25,28,30,30,29,28,27,23,20,18,19,21,18,18,19,18,18,23,13,22,20,17,13,9,6,5,0,0,1,2,4,1,0,2,0,0
2022-03-15 18:00:00,0,1,0,0,1,1,0,0,0,6,6,6,9,9,11,13,15,14,13,13,17,18,17,18,22,28,27,28,24,23,22,27,31,16,14,15,7,4,2,2,1,3,13,24,24,29,31,27,26,27,25,24,20,19,17,20,24,19,18,20,23,29,35,30,30,33,30,22,17,10,5,1,0,1,5,4,2,1,0,0,0
2022-03-15 19:00:00,0,0,1,0,1,1,0,0,2,4,5,5,9,9,10,0,12,10,6,12,11,13,11,13,19,20,18,17,18,17,18,19,15,13,11,9,5,2,2,0,1,1,4,7,8,10,11,11,21,21,17,13,11,14,13,14,16,14,17,12,9,10,16,11,15,9,12,6,2,3,1,0,1,0,4,3,2,0,1,0,0
2022-03-15 20:00:00,0,1,0,0,2,2,1,0,0,4,3,2,4,2,3,0,4,2,9,7,6,7,6,7,9,12,14,13,11,6,13,12,11,8,2,7,2,1,0,1,0,1,4,9,10,11,13,10,11,15,16,15,18,16,12,9,11,10,7,7,6,7,9,10,9,8,7,6,5,2,2,1,0,0,5,1,1,0,0,0,0
2022-03-15 21:00:00,0,2,1,0,0,1,0,0,1,3,2,4,4,4,1,0,5,4,0,5,4,3,4,4,8,7,5,7,6,5,6,5,7,5,4,4,3,3,0,2,0,1,2,4,6,5,8,7,0,10,10,9,10,7,6,6,7,3,7,5,8,4,8,6,5,9,8,7,5,4,3,2,1,0,5,3,1,0,0,0,0
2022-03-15 22:00:00,0,0,2,0,0,0,2,0,0,4,4,4,4,5,1,0,0,0,5,0,5,6,7,0,6,7,0,4,3,3,0,0,4,5,1,3,1,0,0,1,0,0,2,6,7,8,9,9,8,10,16,12,10,8,5,7,8,5,7,7,6,3,8,5,0,7,0,6,4,2,3,1,0,0,2,3,0,0,0,0,0
2022-03-15 23:00:00,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,4,4,0,4,0,3,4,0,0,5,0,4,3,0,6,5,4,3,3,1,0,1,0,0,0,2,4,3,3,4,1,0,9,8,5,7,6,7,6,8,5,6,6,7,3,10,9,4,0,8,3,2,1,1,0,0,1,2,2,1,0,0,0,0
2022-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 04:00:00,0,1,0,0,0,0,0,0,1,0,2,3,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 05:00:00,0,0,1,0,0,0,0,0,0,1,2,2,2,5,7,4,6,6,0,7,0,4,5,0,4,4,6,0,6,7,8,0,5,6,0,3,5,4,3,0,0,1,2,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 06:00:00,0,1,0,0,0,2,1,0,0,2,2,4,7,14,19,0,5,4,3,3,10,9,10,0,12,6,12,13,16,19,13,19,20,19,19,17,11,6,5,4,1,0,0,2,0,3,4,5,3,6,7,8,3,6,7,2,7,5,6,7,6,4,4,2,3,0,4,3,5,6,5,2,1,0,0,0,0,0,0,0,0
2022-03-16 07:00:00,0,1,3,1,5,2,1,0,2,7,8,12,15,19,21,18,17,19,22,24,25,21,13,18,17,11,20,21,22,26,25,27,29,26,25,24,23,15,16,11,10,1,2,4,5,9,10,12,16,29,15,12,13,14,15,13,14,12,10,9,10,7,9,8,7,3,9,10,9,7,7,2,0,2,7,5,3,1,0,0,0
2022-03-16 08:00:00,0,1,3,1,4,0,2,2,2,13,13,17,23,27,34,35,36,30,30,28,26,25,25,25,24,23,23,28,31,34,35,34,34,25,24,23,21,18,15,8,2,0,2,3,5,7,18,24,24,56,42,41,41,37,33,25,23,18,18,17,14,14,15,10,15,13,13,16,14,12,8,0,0,0,1,0,0,0,0,0,0
2022-03-16 09:00:00,0,1,1,0,2,2,2,2,0,8,7,9,10,13,17,0,0,11,16,15,15,9,10,18,16,17,10,11,12,18,19,26,26,20,17,16,17,15,12,10,6,0,3,2,5,3,6,8,11,17,14,9,15,15,12,13,10,9,7,8,7,7,6,2,8,7,7,5,6,7,4,1,0,2,7,2,2,0,2,0,0
2022-03-16 10:00:00,0,1,2,3,1,1,2,1,0,2,9,7,8,8,9,0,8,9,7,7,9,7,8,8,11,9,11,12,13,12,6,5,15,13,15,14,13,13,9,5,4,2,0,5,6,8,11,11,9,12,14,0,13,12,9,8,7,7,5,7,6,0,8,2,1,0,7,6,4,3,0,0,0,1,3,4,2,0,0,0,0
2022-03-16 11:00:00,0,1,2,0,0,0,1,0,1,4,3,5,6,11,15,13,8,12,12,12,10,13,12,14,15,16,17,17,14,9,9,7,16,16,18,18,12,4,8,4,3,1,2,9,10,11,12,11,0,12,12,7,12,11,10,9,10,7,6,8,5,6,8,5,0,0,0,4,3,2,2,1,0,0,2,2,1,0,0,0,0
2022-03-16 12:00:00,0,2,1,0,3,1,0,0,1,4,4,4,6,7,9,0,10,9,10,7,14,12,14,9,9,10,4,9,9,11,12,13,12,11,13,11,10,9,7,6,2,1,2,3,5,6,6,4,5,9,10,7,9,11,12,11,15,11,11,9,12,9,13,8,0,10,6,9,7,4,3,0,0,0,3,1,0,0,0,0,0
2022-03-16 13:00:00,0,1,1,1,2,0,1,0,0,2,4,7,12,8,13,3,0,14,15,17,12,11,11,11,12,9,13,14,14,14,15,15,14,14,15,14,11,8,9,4,1,0,1,3,3,5,5,4,5,7,7,6,8,8,7,6,7,8,9,8,9,7,11,8,13,7,11,9,6,3,1,0,0,0,4,4,1,0,0,0,0
2022-03-16 14:00:00,0,4,0,2,0,0,0,0,3,1,4,4,8,13,14,0,12,13,12,15,24,25,20,20,8,5,11,11,6,10,10,11,10,9,8,7,6,8,7,1,0,9,3,7,9,7,4,3,0,7,4,5,7,6,6,5,7,6,6,9,11,12,16,10,0,11,10,9,8,2,1,0,0,3,4,2,1,0,0,0,0
2022-03-16 15:00:00,4,0,4,5,0,4,1,0,3,4,4,5,11,12,13,0,14,13,14,12,15,12,9,8,9,19,17,18,14,9,14,13,15,11,10,8,6,4,1,3,1,2,16,17,18,19,15,20,13,21,20,19,17,17,17,21,23,20,19,18,17,16,19,10,0,17,16,10,7,8,5,1,0,1,7,4,3,3,2,0,0
2022-03-16 16:00:00,0,1,1,2,5,4,3,3,1,5,5,6,9,9,10,8,0,7,4,10,11,11,14,7,11,14,12,13,11,10,9,9,8,7,6,5,4,3,2,1,2,2,4,9,12,14,13,13,9,19,15,16,15,11,13,16,15,17,18,18,18,20,20,22,23,20,17,11,8,5,4,1,1,2,6,5,4,0,1,0,0
2022-03-16 17:00:00,0,4,5,0,5,3,0,0,11,14,10,8,11,11,12,13,11,12,11,13,13,12,9,13,17,20,21,19,20,17,16,18,18,13,10,9,5,3,1,0,0,4,10,17,24,23,24,25,29,35,30,25,21,24,21,18,22,19,15,12,10,9,11,9,0,12,9,7,7,7,7,3,0,3,5,7,3,0,1,0,0
2022-03-16 18:00:00,0,1,1,0,0,5,1,0,0,6,6,5,8,10,12,10,13,14,13,16,20,18,18,20,27,34,32,34,33,23,34,34,26,16,10,14,6,5,1,0,2,2,7,12,18,21,22,23,26,34,33,30,28,26,27,24,25,22,20,19,20,25,27,30,31,26,23,20,17,8,4,1,2,3,8,7,4,3,0,0,0
2022-03-16 19:00:00,0,0,1,0,1,0,0,0,0,5,6,7,8,8,4,6,7,6,6,6,5,6,5,10,13,16,15,13,13,13,13,14,16,12,11,8,4,2,0,1,1,3,6,6,10,12,16,14,13,18,15,12,13,10,9,11,12,11,11,13,17,18,20,20,20,18,18,14,9,4,3,1,0,0,5,1,2,1,1,0,0
2022-03-16 20:00:00,0,0,1,0,0,1,0,0,0,4,0,4,4,7,8,9,0,8,8,7,8,7,7,9,11,14,13,12,10,8,6,0,8,5,4,4,5,4,1,0,1,2,5,7,10,11,14,10,12,13,10,9,7,7,6,5,9,7,6,6,7,6,9,8,9,7,6,5,2,1,1,0,0,1,1,0,1,0,0,0,0
2022-03-16 21:00:00,0,1,1,0,0,0,0,2,0,3,1,4,5,3,4,0,5,4,2,4,5,4,5,6,8,10,5,11,0,6,0,4,7,2,0,1,0,0,1,0,0,0,5,8,7,10,10,8,7,11,14,13,15,11,9,9,11,9,9,8,10,10,10,7,0,7,6,6,3,1,0,0,0,1,3,2,2,1,0,0,0
2022-03-16 22:00:00,0,0,1,0,0,0,1,0,0,2,2,5,6,5,6,1,0,5,6,3,7,1,8,8,9,0,8,8,7,6,0,0,5,4,3,6,5,2,2,1,0,0,5,9,13,14,15,15,14,15,13,12,10,7,6,8,17,12,12,14,15,14,15,4,0,0,14,9,3,0,2,0,1,0,2,1,1,0,0,0,0
2022-03-16 23:00:00,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,2,2,0,1,3,2,1,5,6,2,5,0,0,3,3,4,5,3,4,0,1,0,1,0,0,1,1,1,2,3,8,2,9,11,11,13,7,13,10,11,9,5,7,6,7,0,3,6,7,6,1,5,3,2,1,0,1,1,3,1,0,1,0,0,0
2022-03-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 04:00:00,0,0,1,0,0,0,0,0,0,0,0,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 05:00:00,0,0,1,0,0,0,0,0,0,0,3,4,3,4,6,0,5,4,0,8,10,9,6,8,4,7,10,6,7,8,7,0,6,7,10,9,7,6,5,2,0,0,1,0,0,2,4,4,0,7,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 06:00:00,0,2,0,0,3,1,0,2,3,6,3,5,6,7,10,8,0,8,6,5,6,5,7,8,7,4,8,8,10,13,15,16,16,8,9,8,7,6,5,1,0,1,0,1,2,3,3,3,2,7,9,8,10,8,8,8,9,8,7,8,8,6,7,6,4,0,3,4,4,0,2,1,0,0,0,1,0,0,0,0,0
2022-03-17 07:00:00,0,0,3,2,0,0,2,0,1,4,7,11,16,24,28,17,18,26,27,27,23,22,15,18,23,10,25,29,33,37,38,39,35,22,20,19,15,12,15,8,13,0,1,3,1,5,12,12,15,20,15,15,12,15,15,18,18,16,17,15,12,14,10,11,6,8,4,8,10,5,5,2,0,1,5,2,0,0,1,0,0
2022-03-17 08:00:00,0,2,3,0,5,6,2,1,1,7,13,14,20,27,30,29,28,26,25,25,23,21,21,23,21,22,16,24,25,25,27,16,29,28,27,26,24,19,15,10,4,2,2,4,7,8,13,21,22,33,33,32,31,32,35,27,23,20,20,19,9,8,14,13,14,13,13,12,10,7,5,1,2,2,3,2,1,1,0,0,0
2022-03-17 09:00:00,0,1,3,0,1,2,1,1,1,3,7,9,15,18,15,0,13,15,14,13,12,11,11,14,11,9,10,10,11,11,13,11,12,11,12,13,11,9,6,3,1,0,1,7,2,8,9,10,11,15,19,18,12,16,13,12,9,9,8,10,9,8,7,8,5,9,9,7,5,4,3,3,0,0,3,0,0,0,0,0,0
2022-03-17 10:00:00,0,1,2,0,2,0,1,1,0,3,5,5,8,8,9,0,0,7,8,8,7,0,7,10,12,11,10,6,9,9,11,9,11,2,5,9,8,7,3,2,1,0,2,6,7,9,10,6,7,7,9,10,11,13,14,10,10,8,9,10,9,9,10,7,8,7,6,4,4,3,1,2,1,2,3,2,1,0,0,0,0
2022-03-17 11:00:00,0,0,1,1,3,1,0,0,0,5,6,7,5,8,9,0,8,8,6,7,6,6,5,6,6,6,7,5,8,7,0,11,9,8,9,0,5,4,5,3,1,0,0,2,3,0,13,6,5,13,12,11,10,8,2,12,11,7,7,7,7,9,7,4,9,4,0,10,8,5,4,1,0,0,1,0,0,0,0,0,0
2022-03-17 12:00:00,0,0,1,0,0,1,0,0,0,5,5,8,9,10,12,0,0,10,11,12,16,12,14,15,14,13,13,13,13,8,12,0,14,12,13,12,10,7,2,5,1,0,2,4,6,0,7,8,7,9,0,7,8,7,7,6,7,5,8,7,9,11,8,10,0,9,8,6,3,3,2,1,0,1,0,0,2,1,0,0,0
2022-03-17 13:00:00,0,1,2,0,2,0,1,1,2,5,5,7,10,10,12,0,0,7,11,13,12,13,12,14,12,12,13,15,17,10,8,16,16,15,14,13,10,13,9,4,0,0,4,7,9,10,14,8,13,17,15,8,13,12,13,5,8,9,9,9,8,8,7,8,7,5,4,3,3,1,3,1,0,1,3,3,0,0,0,0,0
2022-03-17 14:00:00,2,0,0,1,0,2,0,1,1,5,11,13,14,13,15,14,6,12,9,10,27,12,30,31,28,25,24,16,16,15,14,13,7,10,12,11,8,7,2,1,1,23,2,7,13,4,15,6,14,15,6,7,9,10,9,9,9,8,5,8,14,9,17,8,5,14,10,10,5,3,3,0,0,1,3,1,4,3,1,0,0
