Unnamed: 0,1_김포교통(기점가상),2_방화도시7단지.국립국어원,3_방화역,4_한서고등학교.보람아파트,5_방화사거리,6_개화산역,7_개화119안전센터,8_개화역광역환승센터,9_개화역광역환승센터,10_개화역1번출구.개화검문소,11_개화산역,12_방화사거리,13_방화동동부센트레빌아파트,14_방화동도시개발2단지아파트,15_서남환경공원.마곡청구아파트,16_서남물재생센터,17_마곡실내배드민턴장,18_겸재정선미술관.서울식물원,19_양천초등학교.겸재정선미술관,20_가양동CJ주식회사,21_등촌동대림아파트,22_SBS공개홀,23_가양역.우성아파트,24_가양역.현대프린스텔,25_강서소방서.이마트.증미역,26_블루나인비지니스센터.이마트,27_태영.삼성한사랑아파트,28_태영송화아파트,29_염창동관음삼성아파트,30_염창동새마을금고,31_핑크힐병원,32_염창동아3차아파트,33_안양천입구,34_마포구청역,35_마포중앙도서관,36_성산2교,37_연희104고지앞.구성산회관,38_서대문우체국,39_연세대앞,40_세브란스병원앞,41_이대후문,42_이대부고,43_이대후문,44_세브란스병원앞,45_연세대앞,46_서대문우체국,47_연희104고지앞.구성산회관,48_성산2교,49_마포중앙도서관,50_마포구청역,51_영등포아리수정수센터,52_염창동아3차아파트.나이아가라호텔,53_염창동새마을금고,54_염창동한마음.관음삼성아파트,55_금호.한솔아파트,56_블루나인비지니스센터.이마트,57_이마트.강서소방서,58_가양역.현대아파트,59_가양역.우성아파트,60_SBS공개홀,61_강서한강자이아파트,62_가양동CJ주식회사,63_양천초등학교.겸재정선미술관,64_겸재정선미술관.서울식물원,65_마곡실내배드민턴장,66_서남물재생센터,67_서남환경공원.마곡청구아파트,68_방화동도시개발2단지아파트,69_방화동동부센트레빌아파트,70_방화사거리,71_개화산역,72_개화119안전센터,73_개화역광역환승센터,74_개화역광역환승센터,75_개화역1번출구.개화검문소,76_개화산역,77_방화사거리,78_한서고등학교.보람아파트,79_방화역,80_방화3동주민센터.국립국어원,81_김포교통(종점가상)
2022-03-25 08:00:00,0,1,3,0,4,4,2,1,4,9,11,19,28,30,37,23,36,30,27,22,21,19,19,21,20,19,20,21,28,27,30,30,37,29,28,26,25,19,13,5,2,1,2,3,4,6,13,17,21,43,35,34,30,31,31,26,22,19,20,18,15,13,15,14,12,8,10,9,8,7,6,2,1,2,8,7,4,2,3,1,0
2022-03-25 09:00:00,0,2,3,4,4,4,3,2,3,4,4,9,12,14,17,18,15,17,14,15,12,11,10,12,12,11,12,14,17,17,16,0,15,12,16,18,10,11,7,6,1,0,1,3,5,6,7,8,8,15,10,8,12,14,14,13,10,10,9,7,5,5,7,0,6,2,6,3,3,5,5,2,0,0,2,6,0,3,1,0,0
2022-03-25 10:00:00,0,1,3,4,5,4,2,1,3,6,5,5,9,8,10,0,0,9,7,8,6,6,8,7,8,10,13,15,7,14,14,15,15,15,12,12,9,8,7,3,1,1,2,5,2,7,6,6,10,11,10,9,7,7,8,8,5,5,6,5,7,2,9,8,4,5,4,8,7,3,2,1,0,1,2,5,5,4,1,0,0
2022-03-25 11:00:00,0,1,3,1,0,0,0,1,0,4,2,5,8,8,9,7,0,7,8,8,8,10,10,7,9,7,8,10,9,11,5,0,9,6,14,13,6,1,12,6,2,0,1,4,6,4,5,7,5,8,8,6,8,9,9,7,6,5,5,6,7,0,6,6,0,5,5,5,4,3,3,2,0,0,2,0,1,0,0,0,0
2022-03-25 12:00:00,1,0,2,0,0,0,0,0,3,2,3,3,7,5,8,0,6,5,8,7,9,10,11,11,18,8,10,6,10,18,9,19,11,17,8,16,5,4,0,1,1,0,2,6,5,7,8,6,7,10,11,8,9,8,9,7,9,7,8,7,8,6,10,5,3,2,4,2,2,1,1,0,0,1,4,3,3,2,0,0,0
2022-03-25 13:00:00,0,0,2,3,0,4,0,0,1,3,5,4,9,11,16,15,14,8,14,17,27,28,9,33,28,27,28,27,12,12,13,11,15,13,10,15,12,9,7,4,0,0,3,5,6,7,7,6,7,7,8,6,11,11,11,7,9,9,6,7,13,14,16,15,13,10,9,8,4,3,1,1,0,1,1,0,0,0,0,0,0
2022-03-25 14:00:00,0,0,2,2,1,3,2,0,1,4,3,5,8,12,12,8,4,7,11,11,11,8,9,10,11,9,10,9,21,17,14,13,14,10,6,11,7,6,5,5,1,6,9,5,5,0,4,6,0,10,8,7,12,10,11,12,12,7,13,12,12,9,12,13,0,12,12,11,9,7,5,0,0,1,3,3,2,0,0,0,0
2022-03-25 15:00:00,0,2,4,2,2,2,1,0,0,1,4,6,11,12,13,0,12,8,8,8,9,8,8,9,9,11,12,14,12,13,14,16,14,4,7,6,5,5,4,2,1,21,24,27,28,13,27,23,22,21,20,19,10,9,10,7,10,10,12,12,13,12,14,20,14,12,18,14,6,5,2,0,0,0,1,1,0,0,0,0,0
2022-03-25 16:00:00,0,2,0,0,2,3,0,1,2,4,6,8,13,14,13,12,10,11,13,13,14,13,15,16,16,13,14,13,14,16,15,17,18,10,9,8,6,5,4,3,2,5,7,10,18,19,20,19,20,22,16,17,17,18,17,17,17,17,19,19,18,19,21,12,0,20,20,15,11,6,3,1,0,2,2,3,1,1,0,0,0
2022-03-25 17:00:00,0,1,3,2,2,4,2,1,1,7,3,4,6,10,11,0,5,7,9,9,14,14,12,11,22,23,23,22,22,24,23,15,19,14,16,15,9,6,3,1,1,4,11,18,26,34,36,31,27,30,34,30,30,24,22,23,27,24,19,18,21,14,30,18,19,17,16,14,9,4,7,0,0,0,3,4,3,2,1,0,0
2022-03-25 18:00:00,0,1,3,0,2,3,0,0,4,6,8,6,7,9,9,11,10,11,13,14,17,17,17,18,27,35,38,38,37,35,35,35,26,17,18,17,5,4,3,2,1,1,11,14,22,26,31,29,32,35,26,24,22,24,24,24,28,20,18,24,21,23,29,29,29,29,24,20,14,8,5,1,1,2,9,8,3,0,1,0,0
2022-03-25 19:00:00,0,0,3,0,0,3,1,1,0,11,8,7,8,7,9,8,7,8,7,10,12,10,12,11,17,17,16,13,14,13,13,12,11,10,9,7,4,3,1,1,0,2,3,8,10,13,14,16,15,18,22,19,14,18,19,17,14,24,22,23,21,12,17,8,12,15,14,11,6,3,1,0,2,4,6,6,3,4,0,0,0
2022-03-25 20:00:00,0,1,0,0,0,1,0,0,1,5,4,5,9,10,8,0,0,6,7,6,5,3,6,7,4,7,5,7,8,0,5,7,8,5,0,3,2,3,1,3,1,0,2,4,6,7,7,9,10,7,12,11,5,9,4,2,10,9,7,8,9,8,6,6,6,5,4,3,2,0,1,0,0,0,1,3,0,2,1,0,0
2022-03-25 21:00:00,0,1,2,1,0,0,0,0,1,3,4,4,4,4,6,0,0,0,2,5,6,5,5,6,8,7,6,6,4,7,6,6,6,4,2,3,3,2,0,0,0,0,4,6,7,2,8,11,10,9,9,10,7,9,7,10,11,8,3,10,9,7,9,0,8,7,5,2,3,0,2,0,1,0,2,0,0,0,0,0,0
2022-03-25 22:00:00,0,0,0,0,0,0,0,0,0,1,2,1,2,3,3,0,2,0,2,0,4,5,5,6,5,6,5,4,3,4,3,3,2,2,0,0,0,0,1,1,0,0,2,7,10,11,14,13,0,17,16,14,13,11,10,9,8,6,8,7,7,6,8,7,8,7,6,3,6,4,1,2,1,2,3,2,1,2,2,0,0
2022-03-25 23:00:00,0,0,0,0,0,0,0,0,0,2,5,5,6,0,5,0,0,4,3,4,3,0,5,4,7,6,5,0,5,0,4,3,0,2,0,2,1,0,1,2,1,0,1,2,6,7,6,0,8,10,9,8,7,7,5,6,9,5,8,7,8,7,8,9,0,8,6,6,3,2,0,0,0,0,1,1,0,0,0,0,0
2022-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 04:00:00,0,0,1,0,0,0,0,0,2,3,5,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 05:00:00,0,1,0,1,0,0,0,0,1,4,2,3,2,4,6,0,0,2,2,2,2,0,7,2,0,1,9,0,2,11,0,0,9,8,1,9,8,7,4,1,0,0,0,2,3,0,2,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 06:00:00,0,0,0,0,1,0,0,0,0,1,1,2,4,4,3,2,0,3,2,7,3,5,3,0,1,2,0,0,3,0,4,0,5,3,4,0,2,0,1,0,0,1,1,0,0,2,6,3,2,7,6,7,2,6,5,1,3,0,4,0,4,0,4,0,3,1,0,5,3,3,2,1,0,0,0,0,0,0,0,0,0
2022-03-26 07:00:00,0,0,0,1,2,0,1,0,2,3,5,8,4,7,8,7,5,4,3,4,4,3,5,6,0,4,5,4,5,7,5,0,5,4,4,3,2,0,1,1,0,0,0,0,3,0,5,5,0,6,4,1,0,0,2,0,3,2,3,3,4,3,2,0,5,0,1,4,1,2,2,1,0,0,2,1,1,0,0,0,0
2022-03-26 08:00:00,0,1,1,0,2,1,0,0,1,3,3,5,8,6,8,7,0,7,6,7,7,7,9,9,9,10,11,12,13,9,8,7,9,7,6,5,6,4,3,1,0,0,0,3,4,2,9,1,2,11,9,7,8,10,12,6,7,5,5,3,2,2,4,0,0,1,3,3,3,4,1,1,1,1,3,1,0,0,0,0,0
2022-03-26 09:00:00,0,2,2,0,3,1,1,2,0,5,5,8,8,9,3,0,0,7,6,8,9,7,9,10,13,13,12,14,7,12,8,13,15,11,11,0,0,12,5,2,1,0,0,3,0,4,4,6,5,7,5,2,4,5,7,5,3,6,7,9,8,6,7,10,9,8,7,6,5,3,4,2,1,1,4,3,0,2,1,0,0
2022-03-26 10:00:00,0,0,1,2,1,0,0,0,1,1,4,2,5,8,9,10,9,9,6,8,7,8,6,7,7,9,11,9,12,13,12,13,12,11,7,11,8,5,4,2,0,1,3,2,4,3,4,4,4,5,7,9,8,9,12,10,5,0,8,7,9,7,10,4,6,3,6,4,4,2,1,0,0,0,1,0,0,0,0,0,0
2022-03-26 11:00:00,0,1,1,1,1,0,0,0,0,2,3,5,12,14,15,0,0,13,14,12,11,9,10,10,9,10,10,8,12,9,6,8,11,10,9,11,6,5,3,3,1,1,2,4,2,4,8,4,6,7,7,6,8,9,8,7,8,6,8,10,9,5,9,5,0,0,6,5,4,3,1,0,1,1,1,1,1,0,0,0,0
2022-03-26 12:00:00,0,0,0,0,0,1,0,0,2,7,6,3,3,4,6,7,7,8,7,7,10,9,8,11,10,0,11,12,14,13,10,9,11,9,10,10,7,6,3,1,0,1,3,3,6,3,12,11,10,10,4,6,8,13,11,11,14,4,15,16,14,13,15,13,4,7,13,10,6,3,2,0,0,0,1,0,0,0,0,0,0
2022-03-26 13:00:00,0,0,1,2,0,0,0,0,1,3,4,4,9,13,13,0,10,12,10,10,13,6,12,14,15,16,16,8,16,15,15,16,11,10,10,8,4,5,3,1,0,0,3,5,6,8,10,11,8,9,10,10,8,8,7,7,8,6,7,8,14,12,15,16,15,14,13,9,7,5,4,2,2,1,5,3,1,0,0,0,0
2022-03-26 14:00:00,3,0,0,0,4,2,2,0,0,3,5,3,8,8,13,0,7,11,9,8,10,10,7,6,8,7,9,8,11,10,8,7,7,5,3,4,5,2,1,0,2,0,3,4,5,7,9,9,7,9,7,6,9,13,15,14,16,12,11,10,13,12,11,11,8,10,9,7,4,4,4,1,0,1,2,0,0,0,0,0,0
2022-03-26 15:00:00,0,0,3,0,0,0,0,1,0,3,4,6,9,11,13,8,0,14,12,8,10,9,9,5,10,10,11,11,12,11,12,0,11,8,9,8,6,3,2,0,0,0,3,3,5,6,5,7,6,9,10,14,13,17,18,16,15,13,13,14,12,11,13,13,13,12,11,7,4,3,2,1,0,1,2,2,0,1,0,0,0
2022-03-26 16:00:00,0,1,1,2,0,1,0,0,0,3,4,3,7,8,10,8,12,11,9,11,15,15,18,8,16,8,19,16,15,16,17,20,14,18,4,16,6,2,1,0,0,2,3,8,12,14,18,16,15,16,9,7,6,6,5,7,8,7,8,10,12,9,13,11,14,13,10,14,10,9,3,2,1,4,4,2,3,0,2,0,0
2022-03-26 17:00:00,0,1,0,0,2,1,0,0,1,2,5,6,8,7,9,5,9,12,5,15,5,13,9,7,10,6,6,7,11,12,10,10,14,10,14,10,8,7,4,3,1,2,1,3,4,7,8,7,0,8,9,8,8,5,6,5,8,10,10,12,11,9,12,13,15,12,11,10,6,4,3,1,1,2,3,5,3,0,2,0,0
2022-03-26 18:00:00,0,2,2,0,0,0,1,0,1,3,3,4,7,10,11,0,12,11,9,8,6,8,6,9,9,9,11,9,9,7,6,0,0,5,0,3,2,0,1,1,0,0,4,5,6,8,11,8,9,15,13,11,13,13,12,14,16,12,13,10,12,12,11,11,0,10,9,7,3,2,4,0,0,0,3,2,0,0,0,0,0
2022-03-26 19:00:00,0,0,0,0,1,0,0,0,2,2,3,3,5,3,6,0,0,2,4,4,5,4,8,7,9,9,10,12,11,11,10,8,7,3,0,6,4,0,1,2,1,0,4,4,7,8,9,12,13,17,19,8,20,19,15,12,12,10,11,12,13,3,8,0,0,8,12,6,3,0,0,0,0,5,6,1,1,0,0,0,0
2022-03-26 20:00:00,0,1,0,0,1,0,0,0,1,3,4,3,5,6,3,5,0,3,3,4,1,2,4,0,2,7,0,7,0,6,4,5,5,3,3,3,2,2,2,0,1,0,3,11,10,12,13,12,12,7,11,6,8,4,0,7,9,6,9,8,7,6,9,0,8,0,4,3,2,1,3,1,0,2,2,0,1,0,0,0,0
2022-03-26 21:00:00,0,1,4,0,0,3,3,2,4,6,4,3,3,5,1,0,0,0,2,4,3,0,0,2,4,0,9,8,5,2,0,0,3,4,5,3,2,1,4,3,0,0,2,4,6,7,9,11,10,16,11,10,8,7,6,9,14,12,11,10,11,11,11,4,0,10,8,7,4,5,2,0,0,0,2,0,0,0,0,0,0
2022-03-26 22:00:00,0,0,2,0,0,1,0,0,0,3,0,4,3,4,5,0,4,0,5,0,6,5,4,0,3,4,3,3,3,2,0,3,5,3,3,3,1,0,2,1,0,0,2,8,10,11,16,18,15,18,17,18,17,12,8,11,11,11,4,4,8,4,11,0,0,10,6,5,3,2,0,1,0,0,4,2,1,0,0,0,0
2022-03-26 23:00:00,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,3,2,3,2,2,4,5,2,6,5,0,3,0,4,0,5,0,0,1,0,2,1,0,0,0,2,7,1,8,9,0,7,10,9,9,6,6,7,9,6,9,6,7,8,7,0,0,4,5,3,2,0,0,0,0,0,3,2,1,0,0,0,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,0,1,1,0,0,0,0,0,1,2,3,4,5,6,4,3,0,0,0,5,4,3,2,3,0,1,3,2,4,5,0,2,3,5,6,5,4,0,3,1,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 06:00:00,0,0,0,0,1,0,0,0,0,2,0,1,2,2,1,0,0,0,0,5,2,4,3,0,0,1,3,0,2,2,3,0,3,0,3,0,1,0,0,0,0,1,0,0,2,0,1,0,0,4,3,2,3,2,2,1,0,0,1,0,3,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0
2022-03-27 07:00:00,0,1,2,3,0,0,0,0,0,2,2,0,1,3,4,0,0,3,3,4,3,1,0,2,2,0,3,0,5,4,3,4,3,2,0,0,2,0,0,1,0,1,0,0,2,2,1,0,1,2,0,1,2,3,4,2,3,0,0,4,3,0,3,0,0,1,4,5,0,0,1,2,1,0,2,1,0,0,0,0,0
2022-03-27 08:00:00,0,0,0,0,0,0,0,0,0,4,3,2,4,4,4,5,2,3,3,0,5,4,4,5,6,4,7,9,9,3,5,0,8,5,5,5,3,1,2,0,0,1,0,2,1,3,5,5,3,5,4,5,4,6,5,3,0,3,0,2,0,0,1,0,0,0,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0
2022-03-27 09:00:00,0,1,2,0,3,1,0,1,2,3,4,3,3,6,7,3,8,7,5,4,3,3,3,0,4,4,5,4,4,6,4,5,4,8,7,5,3,4,3,2,0,0,0,0,1,4,7,4,3,6,5,2,3,4,6,5,3,2,6,7,6,5,1,4,0,0,0,4,5,3,2,1,0,0,3,0,1,0,0,0,0
2022-03-27 10:00:00,0,0,2,0,0,0,0,0,0,1,2,3,7,2,6,5,4,0,5,4,3,4,3,5,4,6,5,6,6,3,7,8,11,7,6,7,8,8,7,4,2,0,0,1,2,2,3,3,2,4,5,6,8,8,6,3,0,4,3,0,2,3,5,2,0,0,1,3,3,1,0,0,0,0,1,1,0,0,0,0,0
2022-03-27 11:00:00,0,1,1,0,0,0,0,0,0,2,0,3,2,3,4,0,6,7,9,8,9,3,11,14,15,9,14,14,14,14,15,8,15,12,0,0,7,6,2,3,2,2,3,2,5,3,6,4,0,6,4,0,2,5,6,5,6,8,6,7,7,7,5,0,6,0,0,7,3,0,0,0,0,0,5,4,2,1,0,0,0
2022-03-27 12:00:00,0,1,0,0,0,0,0,0,0,6,0,5,9,9,11,0,0,0,9,1,10,7,6,8,6,6,6,8,10,12,11,0,9,8,11,10,8,2,0,0,0,0,1,0,0,2,8,9,9,7,6,2,8,7,0,6,7,6,3,6,5,6,8,2,0,0,8,8,6,5,3,1,0,1,2,0,3,4,0,0,0
2022-03-27 13:00:00,0,0,1,1,0,0,0,0,0,4,4,5,9,12,14,0,0,13,11,12,9,5,13,15,14,11,14,15,15,12,14,15,20,14,14,9,6,5,4,1,1,0,4,4,5,8,10,13,12,12,9,7,6,5,6,4,3,7,7,7,8,0,11,10,9,7,6,7,6,4,3,1,0,0,1,1,1,0,0,0,0
2022-03-27 14:00:00,0,0,2,0,0,0,0,0,1,5,7,6,7,7,9,0,7,11,11,10,11,10,8,9,16,16,7,17,17,0,14,19,18,17,15,17,9,4,4,3,2,0,2,3,5,8,9,8,11,9,8,4,5,8,6,5,9,7,8,5,6,6,10,6,5,1,4,3,4,1,0,0,0,1,2,0,1,0,0,0,0
2022-03-27 15:00:00,0,0,2,0,3,0,2,0,0,1,3,3,8,11,10,8,12,10,11,9,9,9,5,8,9,10,8,7,6,7,6,0,6,4,6,1,3,1,0,0,0,0,3,2,5,7,8,9,7,11,10,9,13,12,9,10,12,8,7,8,9,0,7,6,0,8,4,6,3,1,0,2,0,0,4,0,1,0,0,0,0
2022-03-27 16:00:00,0,0,0,0,0,0,0,0,1,1,3,2,4,3,7,1,0,6,0,7,9,10,9,7,8,7,9,10,9,9,10,11,10,6,4,5,1,1,1,0,0,1,3,4,6,5,9,9,7,11,12,11,8,9,8,9,9,7,1,4,5,0,9,8,0,7,2,5,4,1,0,0,2,4,3,3,4,0,3,0,0
2022-03-27 17:00:00,0,0,2,0,0,1,0,0,0,5,7,4,7,6,4,0,0,10,10,9,8,7,10,7,9,10,9,11,11,9,8,6,10,9,9,7,2,3,0,1,1,0,4,7,8,10,11,7,7,13,12,8,7,7,7,9,11,12,7,7,5,5,5,6,5,4,3,3,2,1,0,0,0,1,1,0,0,0,0,0,0
2022-03-27 18:00:00,0,0,0,0,2,3,0,0,1,3,5,4,3,4,5,0,2,5,2,3,4,2,5,7,10,5,5,9,7,9,8,9,12,9,8,6,4,2,2,2,0,1,2,7,10,10,13,0,6,20,7,9,9,9,11,12,6,5,6,5,7,7,10,5,3,3,10,8,2,1,0,0,0,0,4,3,4,0,0,0,0
2022-03-27 19:00:00,0,0,2,0,0,0,0,2,2,3,3,6,7,0,0,9,0,1,4,7,9,0,4,4,0,0,3,4,5,3,4,6,5,3,4,2,1,0,0,0,0,0,1,3,5,5,7,6,7,9,21,4,19,19,15,14,11,11,11,10,9,8,12,7,0,9,7,3,4,3,1,0,0,0,2,0,0,0,0,0,0
2022-03-27 20:00:00,0,1,1,0,0,0,0,0,1,3,5,3,4,6,5,0,0,3,3,4,5,2,5,5,6,0,5,6,4,3,3,2,3,3,0,2,2,1,1,0,0,0,1,5,6,6,9,9,7,10,11,11,10,7,0,6,3,3,2,0,2,1,2,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2022-03-27 21:00:00,0,0,0,0,0,1,0,0,4,2,1,2,2,3,3,0,0,4,3,5,3,0,4,7,8,7,6,9,7,10,6,7,9,5,5,6,3,2,3,1,0,0,1,4,3,5,8,0,6,9,9,7,9,9,10,7,6,5,2,3,2,1,4,3,2,3,2,4,2,3,1,1,0,1,2,0,1,0,0,0,0
2022-03-27 22:00:00,0,1,0,0,0,0,1,0,0,1,2,4,0,4,2,3,3,2,0,1,2,4,3,5,7,6,3,5,4,4,3,0,2,1,5,0,4,0,0,0,0,0,2,4,5,7,8,6,7,11,9,8,7,6,5,4,6,4,5,7,4,3,10,8,0,9,7,3,1,0,0,0,0,0,1,2,1,0,0,0,0
2022-03-27 23:00:00,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,6,4,6,5,0,0,0,2,1,1,0,1,2,3,0,3,1,5,5,5,4,5,4,3,4,1,3,7,7,5,5,0,0,2,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,0,0,0,0,0,0,0,0,1,0,2,1,3,4,5,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,0,0,1,0,2,0,1,0,0,2,2,3,2,5,5,6,0,5,0,6,5,6,5,7,0,5,6,5,0,0,7,0,5,4,5,3,5,4,6,3,0,0,0,1,0,3,5,5,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 06:00:00,0,0,1,0,2,2,1,0,0,1,3,5,6,7,8,4,6,5,5,6,7,7,8,12,13,7,13,8,9,11,12,5,16,14,11,9,9,5,3,1,0,1,1,0,3,4,8,4,4,8,5,4,6,3,7,0,4,5,0,1,3,1,4,3,0,0,4,3,3,3,2,1,0,0,0,0,0,0,0,0,0
2022-03-28 07:00:00,0,3,4,4,3,4,2,1,2,16,18,19,21,22,24,16,23,23,22,24,16,12,12,15,17,16,19,20,23,24,25,24,24,21,23,16,15,14,11,11,6,1,2,5,5,10,14,18,18,23,19,10,11,13,16,17,16,14,17,14,13,15,8,6,4,7,7,10,8,5,4,2,0,0,4,2,1,0,0,0,0
2022-03-28 08:00:00,0,2,5,3,0,0,4,3,2,8,12,17,26,26,30,28,28,26,24,20,19,17,17,17,19,16,15,16,20,21,24,27,29,28,29,28,23,17,14,6,1,1,2,3,4,10,17,21,24,36,34,34,35,32,33,26,21,18,20,19,11,14,16,14,13,10,11,12,10,8,5,2,0,1,6,3,1,2,0,0,0
2022-03-28 09:00:00,0,3,5,2,4,3,1,1,2,4,5,5,8,9,11,0,0,10,9,10,12,11,14,14,11,12,14,14,16,18,20,22,21,17,19,15,16,14,8,4,3,0,1,3,5,6,10,13,13,16,17,15,15,19,18,15,14,12,14,11,7,5,10,11,4,9,8,7,5,3,3,1,0,0,3,3,1,0,0,0,0
