Unnamed: 0,1_서울버스종점,2_장지공영차고지,3_아이코리아,4_송파글마루도서관.버들어린이집,5_문현고등학교,6_장지역.가든파이브라이프동,7_가든파이브웍스동,8_가든파이브툴동,9_강남한양수자인아파트,10_세곡2지구3.4단지,11_래미안포레아파트,12_쟁골마을,13_고속철도수서역,14_수서역KT수서지점,15_궁마을,16_태화기독교사회복지관,17_수서삼성아파트앞,18_일원본동주민센터,19_삼성서울병원정문,20_래미안블레스티지아파트,21_개포1단지연금매장,22_개포고등학교,23_구룡역,24_수도공고앞,25_개포동역,26_대치역6번출구.강남구민회관,27_대치역1번출구,28_래미안대치팰리스,29_중대부고,30_단대부고.대치아이파크아파트,31_한티역,32_도성초등학교,33_진선여자중고등학교,34_선릉역.선정릉정문,35_선정릉역.무형문화재전수회관,36_한국토지주택공사앞,37_강남보건소.강남구립국제교육원,38_삼성동서광아파트,39_강남구청.강남세무서,40_청담천주교회,41_청담2치안센터,42_프리마호텔,43_영동교입구,44_청담역.경기고교,45_진흥아파트,46_강남구청.강남세무서,47_청담동래미안아파트,48_강남보건소.강남구립국제교육원,49_한국토지주택공사앞,50_선정릉역.무형문화재전수회관,51_선릉역,52_진선여자중고등학교,53_역삼e-편한세상이아파트,54_한티역,55_도곡렉슬아파트정문,56_중대부고앞,57_대치동우성아파트,58_대치역8번출구,59_대치역7번출구.선경아파트,60_개포동역,61_수도공고,62_구룡역,63_개포고등학교앞,64_개포1단지,65_개포중학교,66_삼성서울병원정문건너편,67_일원역,68_일원본동주민센터,69_시립수서청소년수련관,70_수서119안전센터앞,71_궁마을,72_수서역,73_고속철도수서역,74_쟁골마을,75_래미안포레아파트,76_세곡2지구3.4단지,77_강남한양수자인아파트,78_가든파이브툴동,79_가든파이브웍스동,80_장지역.가든파이브라이프동,81_문현고등학교.송파파인타운5단지,82_송파글마루도서관.버들어린이집,83_아이코리아앞,84_장지공영차고지,85_서울버스종점
2022-03-05 04:00:00,0,1,0,0,0,2,0,0,1,0,0,0,0,1,2,0,3,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,1,0,0,2,3,0,4,4,5,5,6,4,4,5,4,0,3,1,0,0,0,0,0,0,0,0,0,2,2,3,2,3,1,2,1,0,0,3,0,0,0,3,1,0,1,2,0,1,1,2,0,4,0,3,0,0,2,0,0,0,5,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,0,1,0,0,3,2,5,2,1,5,0,6,6,3,7,6,7,3,2,1,0,0,1,0,0,0,1,0,0,0,1,0,3,1,0,0,2,1,1,0,1,2,3,2,3,3,0,2,4,4,6,0,7,8,0,10,9,1,0,0,21,15,3,2,1,0,2,0,2,2,5,0,2,4,3,3,2,0,1,0,0,0,0,0
2022-03-05 07:00:00,0,1,0,1,2,4,3,4,4,5,2,4,3,1,0,0,6,8,1,0,3,1,0,2,3,1,0,0,0,0,2,1,2,4,1,2,1,2,0,0,2,2,1,0,1,2,2,0,1,2,1,1,5,1,0,0,2,1,2,0,0,1,0,0,2,4,1,3,2,0,3,6,0,2,4,1,5,2,0,0,0,0,0,0,0
2022-03-05 08:00:00,0,2,1,2,2,5,3,5,6,11,12,11,10,3,2,2,0,3,3,3,4,5,1,4,4,4,5,4,0,4,5,6,9,10,10,9,6,7,4,5,2,2,3,2,2,4,4,4,0,5,5,5,4,6,6,0,4,1,2,0,0,1,2,1,0,3,2,3,0,5,4,13,0,6,4,5,4,4,3,2,0,0,0,0,0
2022-03-05 09:00:00,0,3,4,2,2,8,7,9,6,9,11,12,9,3,4,5,1,3,2,1,1,0,0,0,0,3,2,5,8,7,6,6,10,14,16,16,13,14,11,11,5,3,5,4,5,6,7,9,7,8,7,7,3,5,2,0,4,3,2,1,2,0,1,4,4,5,5,4,2,3,5,11,7,10,14,12,8,3,0,3,0,0,2,1,0
2022-03-05 10:00:00,0,1,3,0,1,4,0,6,4,9,0,8,7,8,8,5,9,4,4,3,2,0,0,3,0,4,5,3,2,0,4,6,7,8,9,8,4,6,5,4,3,4,3,4,4,7,4,4,5,4,4,4,4,5,6,5,5,3,0,1,2,0,1,2,6,2,5,4,3,7,5,7,8,0,6,7,7,3,0,1,0,0,0,0,0
2022-03-05 11:00:00,0,3,0,1,0,3,2,4,5,4,0,3,7,4,3,2,0,7,8,7,8,3,4,6,6,6,9,9,10,6,8,7,4,6,7,6,5,8,8,7,3,4,2,4,7,8,8,10,9,8,7,5,5,6,7,0,4,4,1,2,0,3,5,4,5,9,9,10,9,9,5,9,5,6,7,10,12,9,5,2,4,0,3,1,0
2022-03-05 12:00:00,2,4,1,5,5,8,4,14,15,14,13,12,9,4,4,2,3,3,4,7,6,2,4,5,3,3,8,8,8,7,7,5,3,5,6,7,7,8,7,7,4,6,7,9,10,12,4,13,14,12,12,13,16,16,9,14,11,5,2,3,3,0,3,4,4,6,3,5,0,4,0,10,9,0,12,10,9,11,9,4,3,2,0,0,0
2022-03-05 13:00:00,1,2,0,0,0,4,3,8,7,8,10,7,8,4,6,4,7,6,4,3,5,0,2,5,0,3,8,13,15,13,17,20,19,20,19,16,6,14,8,10,7,5,3,3,5,8,5,9,8,8,7,10,8,9,11,9,3,6,8,4,3,9,10,10,11,10,11,9,9,8,6,17,6,15,11,12,14,9,7,2,1,0,0,0,0
2022-03-05 14:00:00,1,4,5,6,1,11,8,10,9,15,16,15,14,6,5,0,0,4,2,1,3,2,0,2,0,1,6,7,8,1,6,4,7,6,6,4,4,5,5,6,4,3,4,5,5,7,2,9,8,8,5,8,8,6,7,6,5,4,3,2,0,4,5,6,7,7,5,6,5,9,10,12,13,8,8,9,4,15,13,5,3,0,2,0,0
2022-03-05 15:00:00,1,2,4,0,4,9,7,9,4,10,8,7,4,4,4,4,3,4,5,7,5,0,3,3,2,6,7,5,9,7,8,9,8,9,7,6,7,8,7,6,5,4,2,3,2,7,5,8,9,8,6,9,8,7,3,4,2,2,3,3,1,1,2,4,3,3,4,5,7,4,7,12,9,11,11,13,12,7,13,6,5,3,2,0,0
2022-03-05 16:00:00,0,2,0,1,1,8,0,11,10,8,9,0,7,6,3,7,6,7,8,18,15,6,13,12,10,8,9,10,12,14,9,11,8,8,7,8,8,5,6,4,3,4,1,0,5,5,3,5,5,6,3,11,7,7,5,5,3,2,2,0,3,2,3,5,7,7,6,8,10,8,2,14,13,19,15,12,13,10,5,3,2,1,0,0,0
2022-03-05 17:00:00,0,1,0,0,2,9,8,10,9,8,7,3,7,7,4,3,5,4,3,7,9,9,7,3,7,9,8,8,9,7,8,11,10,10,8,8,9,5,5,4,3,5,7,6,7,11,10,13,11,8,7,6,4,8,8,6,4,7,1,0,5,4,3,6,5,6,0,5,3,6,5,15,14,14,10,10,9,14,12,5,5,4,0,0,0
2022-03-05 18:00:00,0,0,2,0,0,5,6,6,4,3,4,0,3,1,0,0,2,3,0,2,4,0,3,2,2,1,6,8,9,8,7,6,5,6,5,5,4,6,3,4,3,4,3,4,5,6,4,6,5,8,5,5,6,7,5,3,5,5,4,3,4,4,4,7,6,6,0,6,1,5,3,8,7,0,7,6,7,11,10,4,3,2,0,0,0
2022-03-05 19:00:00,0,2,0,1,1,8,0,9,8,5,4,0,6,6,0,5,4,3,0,0,1,0,0,0,1,0,2,5,11,0,13,9,7,7,7,7,6,7,6,6,6,4,3,4,3,6,0,4,5,7,5,3,3,6,3,5,0,3,3,4,0,2,3,5,2,3,4,3,0,0,0,13,14,10,11,7,7,4,3,2,1,0,0,0,0
2022-03-05 20:00:00,0,0,0,0,0,12,14,15,13,2,8,0,8,6,5,0,0,4,4,1,1,2,0,2,0,3,3,4,2,1,4,5,6,6,5,6,4,6,4,3,3,1,2,3,1,2,0,6,0,5,6,5,4,5,1,3,1,3,4,0,2,0,2,4,3,4,3,0,0,2,3,8,9,0,6,5,3,5,4,4,0,3,0,1,0
2022-03-05 21:00:00,0,1,1,2,0,6,0,7,12,10,9,1,5,4,3,5,0,4,2,2,0,0,0,0,0,1,2,2,3,4,5,5,7,9,9,8,7,4,2,1,1,4,0,2,5,4,2,1,4,5,2,6,3,3,2,0,2,1,2,0,1,0,0,2,2,1,0,0,1,2,1,6,0,4,2,1,6,4,2,4,0,2,2,0,0
2022-03-05 22:00:00,0,0,0,0,1,2,0,3,0,0,0,1,0,3,2,0,0,0,1,2,2,0,0,0,0,1,3,7,1,0,6,6,11,14,15,13,12,12,7,6,2,1,2,1,1,2,3,4,4,3,3,5,7,5,9,3,7,6,6,4,3,4,1,5,6,5,0,5,0,3,4,10,8,0,6,5,2,3,2,0,0,0,2,0,0
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,0,1,1,0,0,0,0,0,1,2,0,3,1,2,4,9,8,7,5,8,7,8,0,5,1,0,0,2,1,2,2,3,2,4,2,0,0,0,2,0,1,2,1,0,0,0,0,3,0,4,0,0,0,7,0,0,5,5,4,2,1,3,0,0,2,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,0,0,0,0,0,0,1,0,2,3,0,2,4,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,1,0,2,3,2,0,5,4,0,7,4,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,2,1,0,0,0,0,4,0,0,5,2,2,1,0,1,0,0,0,0,0
2022-03-06 07:00:00,0,2,0,0,0,3,0,2,3,2,3,0,3,2,0,0,0,2,2,1,0,0,0,3,0,0,2,0,3,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,5,6,2,0,1,0,5,0,0,1,1,0,2,0,0,0,0,0,0,0
2022-03-06 08:00:00,1,4,0,0,2,3,2,5,6,6,7,5,4,4,0,0,2,3,2,0,1,2,0,3,2,0,3,0,4,3,3,5,0,6,7,8,3,4,1,0,1,3,1,0,1,4,4,3,0,0,3,4,5,4,4,3,2,1,0,0,0,0,1,0,2,3,0,1,0,0,0,5,0,0,4,4,0,5,4,0,0,0,0,0,0
2022-03-06 09:00:00,1,1,0,0,0,1,0,2,9,4,5,0,10,3,0,4,3,1,3,2,2,1,0,2,0,1,2,4,4,2,4,4,4,5,4,3,2,7,5,4,4,4,0,3,5,9,6,4,1,6,4,5,5,4,3,0,2,0,0,0,1,1,0,1,1,2,0,0,0,0,0,2,0,0,0,2,3,2,0,1,0,0,0,0,0
2022-03-06 10:00:00,0,1,1,3,0,1,2,4,1,5,0,6,3,5,0,6,7,6,1,3,1,1,0,0,0,2,4,1,3,4,4,6,4,4,5,6,2,8,7,5,3,2,1,3,1,4,4,5,6,4,5,3,4,1,4,0,1,2,2,1,2,0,0,2,2,2,3,4,3,4,3,4,3,0,4,4,4,0,3,2,1,0,0,0,0
2022-03-06 11:00:00,0,2,3,0,2,1,3,6,7,7,5,4,5,3,0,3,3,1,2,1,0,2,1,2,0,1,2,0,2,0,3,4,2,2,1,1,3,2,0,2,0,1,3,3,0,5,2,6,1,5,5,7,5,4,2,2,3,3,1,0,0,0,3,4,5,4,5,6,6,5,7,15,17,15,11,12,9,4,5,3,2,1,0,0,0
2022-03-06 12:00:00,0,4,0,5,2,6,1,7,8,10,9,9,8,4,4,3,6,5,7,6,6,5,0,7,0,0,7,9,10,11,7,7,5,3,3,4,5,6,5,2,1,2,4,3,5,6,5,8,6,7,7,6,7,6,5,4,3,4,0,2,5,0,2,4,5,5,3,0,3,13,13,12,13,0,11,5,8,11,4,1,0,0,0,0,0
2022-03-06 13:00:00,1,3,2,2,3,2,3,6,6,7,6,0,5,4,0,2,0,4,7,5,7,1,6,7,2,7,4,10,13,12,10,8,8,6,5,4,5,9,5,0,0,2,0,1,1,5,3,6,7,7,7,10,8,10,2,8,4,3,2,0,1,2,4,5,6,5,5,6,5,5,7,10,7,8,10,11,14,13,10,5,4,2,0,0,0
2022-03-06 14:00:00,0,2,3,1,1,5,0,6,7,3,9,8,8,8,0,0,0,6,3,4,2,0,0,3,0,0,4,4,7,8,5,4,5,5,4,3,0,3,1,0,1,1,0,0,0,3,3,4,3,6,4,5,5,9,10,9,10,7,0,0,2,3,0,2,6,3,7,8,0,7,0,8,4,0,7,9,9,7,8,2,1,1,0,0,0
2022-03-06 15:00:00,0,1,2,0,0,5,0,6,2,9,8,0,9,6,0,2,5,5,5,8,7,6,5,6,5,4,2,3,4,5,3,3,4,5,3,0,3,5,5,3,2,3,2,0,3,8,3,9,5,6,12,13,10,6,6,4,4,3,2,0,2,0,0,6,7,7,6,7,8,7,5,10,0,0,9,6,4,6,6,4,3,2,0,0,0
2022-03-06 16:00:00,0,5,0,0,0,5,0,9,8,10,8,4,10,8,4,3,4,3,3,3,2,1,0,3,2,0,6,9,10,10,7,7,7,9,8,6,6,6,3,5,1,2,3,3,4,5,4,5,2,7,5,4,3,3,2,0,1,2,1,0,0,0,4,4,4,3,0,6,0,6,5,9,10,0,8,7,7,6,5,1,0,0,0,0,0
2022-03-06 17:00:00,0,3,0,0,0,7,7,10,10,11,9,8,7,4,3,1,1,3,2,2,2,1,0,1,0,2,1,2,3,3,5,5,5,8,7,6,5,5,4,2,1,2,3,5,3,6,5,4,5,3,4,5,5,5,5,4,4,2,2,1,2,0,0,0,3,1,1,2,0,3,1,7,6,0,6,5,3,3,2,5,3,0,2,0,0
2022-03-06 18:00:00,0,2,0,3,2,7,7,10,12,11,0,10,8,5,6,5,3,2,2,2,2,0,0,3,2,3,5,6,7,6,9,7,7,11,10,7,7,10,9,8,6,3,4,3,2,4,3,6,5,6,6,9,10,13,13,4,7,7,4,3,3,0,2,3,4,0,0,3,5,5,5,13,15,16,14,10,9,6,5,3,2,0,1,0,0
2022-03-06 19:00:00,1,0,0,0,0,6,0,7,16,1,17,0,13,7,0,0,0,6,5,3,3,0,0,2,1,0,2,3,3,2,4,11,10,10,8,0,6,4,4,3,2,2,0,3,2,7,4,3,4,3,6,5,3,4,3,0,4,3,3,2,1,0,1,4,2,3,2,4,0,5,6,10,12,13,9,8,6,3,3,4,3,1,0,0,0
2022-03-06 20:00:00,0,1,0,0,0,1,2,2,1,1,4,0,2,3,2,2,2,2,3,0,1,0,0,0,0,0,1,3,0,1,1,2,4,5,3,0,4,3,3,4,4,3,2,0,0,5,4,1,0,0,0,0,1,0,4,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,3,8,8,9,6,5,5,5,4,2,0,0,0,0,0
2022-03-06 21:00:00,0,1,0,0,0,11,0,12,0,1,7,6,5,6,5,2,4,3,1,0,2,1,0,0,0,1,2,1,2,2,2,0,2,4,3,0,2,2,1,0,1,3,0,0,0,1,0,0,0,0,0,1,4,2,4,1,0,3,1,2,0,0,0,3,0,1,0,0,0,0,2,4,5,0,2,1,1,2,0,1,0,1,0,0,0
2022-03-06 22:00:00,0,1,0,0,0,2,0,1,0,2,1,3,3,2,3,2,1,1,2,0,1,0,0,0,1,0,3,4,4,3,6,3,6,6,6,0,2,5,3,0,2,2,4,0,1,4,0,2,0,0,4,9,8,8,0,0,7,6,5,6,4,0,5,0,5,4,3,2,0,0,0,11,13,6,6,5,0,6,0,5,0,0,3,0,0
2022-03-06 23:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,3,2,2,3,4,3,1,0,1,0,0,5,0,0,0,3,0,0,0,4,2,3,2,2,0,0,0,2,1,0,1,0,3,2,0,3,0,2,0,0,0,9,13,15,9,8,1,6,5,2,1,0,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,1,0,0,0,0,0,0,0,1,3,4,4,4,0,0,0,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,1,1,0,1,2,3,0,1,2,0,3,2,0,2,3,1,0,1,2,0,0,1,0,1,0,1,0,0,3,4,2,0,0,5,6,2,1,2,2,1,4,2,3,2,1,3,2,1,1,2,1,0,0,1,2,0,0,0,1,0,0,6,0,1,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,1,3,1,3,5,9,2,10,11,16,15,12,10,7,2,7,6,4,4,3,2,0,0,1,0,3,0,4,0,0,4,3,1,4,3,4,3,4,3,2,2,2,1,2,1,1,2,2,3,4,3,3,2,2,0,3,2,2,1,0,0,10,10,3,2,2,2,4,4,5,2,6,5,4,4,4,6,5,4,3,0,2,0,0,0
2022-03-07 07:00:00,2,3,5,7,5,13,3,22,26,29,20,28,23,17,18,11,20,17,5,5,2,1,3,5,3,6,8,10,9,8,12,12,10,12,10,2,7,9,7,6,4,3,1,2,3,7,9,12,10,9,8,6,11,14,12,4,6,5,5,2,3,2,5,6,14,10,8,9,11,11,7,7,3,0,7,9,10,9,6,2,0,1,0,0,0
2022-03-07 08:00:00,1,4,4,5,6,8,8,14,17,19,22,21,19,18,17,16,4,14,11,23,18,8,7,2,2,7,7,8,9,15,20,20,19,23,19,18,15,36,13,14,7,3,4,5,5,9,11,17,14,14,8,6,4,4,3,2,2,2,3,2,2,3,3,6,6,9,8,5,5,6,9,11,11,8,11,9,13,12,11,5,3,2,1,0,0
2022-03-07 09:00:00,0,3,2,2,4,6,5,7,9,8,7,6,5,3,4,2,3,1,3,3,2,1,0,8,3,9,8,9,8,9,9,7,10,13,13,13,10,15,14,23,16,4,5,4,6,13,10,14,13,9,5,5,4,3,1,3,2,1,1,2,0,0,2,4,6,4,5,6,5,5,6,13,14,12,8,9,8,5,3,2,0,0,0,0,0
2022-03-07 10:00:00,0,2,0,0,2,2,0,3,5,7,4,6,2,2,3,4,5,3,5,6,5,2,3,1,3,4,4,5,3,6,10,11,9,10,12,11,8,7,6,6,3,5,3,4,5,11,13,17,14,13,12,13,12,5,11,6,10,3,1,0,0,0,2,2,5,3,5,6,7,0,3,5,5,4,6,0,5,3,3,0,1,0,0,0,0
2022-03-07 11:00:00,0,3,0,2,1,4,3,6,5,5,6,4,4,4,3,3,4,3,5,2,2,1,2,3,0,2,2,0,4,2,3,5,4,6,7,8,6,3,3,4,4,2,3,3,3,6,5,9,10,9,7,7,9,7,6,6,5,3,1,1,1,0,10,2,11,2,10,7,2,7,3,9,0,5,8,8,6,7,6,3,0,1,0,0,0
2022-03-07 12:00:00,1,1,4,3,5,3,0,4,5,7,5,6,6,6,10,8,7,5,13,10,9,9,10,2,9,8,9,10,19,19,13,13,17,16,8,13,7,8,6,5,4,3,3,4,3,6,3,8,2,8,6,15,15,14,14,12,6,4,2,2,0,0,10,11,10,9,15,12,11,11,10,12,11,4,8,7,6,7,1,4,0,2,0,0,0
2022-03-07 13:00:00,0,1,2,5,2,2,4,5,7,8,10,8,7,5,4,2,4,3,7,4,4,4,3,0,0,4,6,7,5,7,10,11,12,9,12,13,14,10,6,4,4,4,4,4,5,6,5,8,9,10,9,12,11,10,8,10,5,3,4,3,1,0,5,8,10,7,0,5,5,5,4,5,0,0,4,2,4,6,5,2,0,0,1,0,0
2022-03-07 14:00:00,2,1,1,0,4,9,10,9,10,10,11,12,13,13,5,11,9,10,9,8,6,6,4,7,4,6,6,7,8,4,8,9,10,13,12,10,10,9,7,7,3,6,6,3,4,11,10,12,12,10,7,8,7,8,9,6,5,4,3,3,2,2,6,4,7,5,4,7,6,6,2,20,0,19,13,7,8,7,3,3,6,1,0,3,0
2022-03-07 15:00:00,0,2,1,3,3,9,5,10,11,12,9,1,7,5,6,3,5,5,6,7,5,4,4,7,6,7,6,8,10,9,8,4,6,7,9,7,8,9,8,6,4,4,4,10,11,16,15,16,14,13,11,13,14,13,11,12,7,6,2,5,1,4,6,5,8,9,12,9,8,4,10,13,0,13,11,10,9,7,5,7,6,4,3,2,0
2022-03-07 16:00:00,0,3,0,4,3,7,0,9,3,13,14,11,13,12,10,10,11,8,12,9,9,8,6,9,6,7,7,7,13,15,12,11,9,10,4,9,7,8,4,4,3,2,4,2,6,10,11,12,14,15,13,14,14,16,20,24,16,4,3,2,3,1,5,3,6,10,10,11,10,9,8,14,15,12,15,14,5,9,4,7,2,7,5,1,0
2022-03-07 17:00:00,0,1,2,3,0,8,8,9,6,8,5,3,6,4,4,5,2,6,7,6,7,9,6,8,2,7,10,10,11,10,9,6,8,9,8,7,5,8,6,5,3,9,9,4,3,11,14,15,14,10,7,9,11,14,18,17,7,5,5,4,4,0,6,8,8,17,16,13,12,17,5,19,22,13,17,18,15,12,12,9,8,4,3,2,0
2022-03-07 18:00:00,0,1,1,1,0,10,5,9,8,9,9,5,8,10,11,10,10,9,6,5,4,3,3,4,1,4,5,13,15,15,11,12,11,14,13,8,5,11,8,5,3,16,15,8,6,17,15,18,18,17,14,18,17,16,18,17,15,11,11,10,6,7,11,14,17,18,13,9,10,13,12,30,0,30,24,22,21,23,21,16,13,9,0,1,0
2022-03-07 19:00:00,0,1,0,0,0,5,5,8,6,7,4,3,4,5,0,6,5,4,4,5,6,5,4,3,0,0,14,17,18,18,15,11,10,17,15,18,16,12,9,8,7,5,6,4,4,8,7,9,10,11,11,7,12,16,16,14,12,6,4,6,4,0,5,4,4,14,14,15,5,13,6,26,27,29,19,16,11,5,2,6,0,4,3,1,0
2022-03-07 20:00:00,0,1,0,1,2,4,3,5,2,2,0,0,2,3,0,2,2,2,0,2,1,0,0,3,0,3,8,13,14,13,10,10,8,11,8,9,8,7,3,2,4,4,3,2,3,5,5,4,7,6,9,10,8,6,6,4,6,7,7,6,4,2,4,3,4,6,5,7,4,6,4,18,6,0,10,6,5,7,5,5,1,0,0,0,0
2022-03-07 21:00:00,0,0,1,3,4,6,6,6,6,5,3,0,7,8,5,7,6,5,4,3,4,3,0,0,0,4,6,7,9,9,9,13,12,9,8,5,6,7,4,3,1,3,4,2,3,4,1,4,6,6,6,7,7,8,7,5,5,6,8,7,5,6,5,4,2,3,3,3,2,3,3,12,7,11,10,6,4,3,2,3,0,4,0,0,0
2022-03-07 22:00:00,0,0,0,0,0,2,1,3,3,4,3,0,0,3,1,0,4,3,1,2,3,2,0,2,3,1,20,29,28,24,12,15,14,13,11,7,12,10,8,7,7,4,4,3,3,4,3,6,8,10,9,10,9,9,6,8,11,10,6,9,8,0,0,7,8,7,0,6,5,6,7,16,0,11,9,6,4,4,3,2,1,1,0,0,0
2022-03-07 23:00:00,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,2,0,0,3,2,6,2,4,4,2,2,3,5,5,4,3,4,2,0,0,1,0,1,0,1,0,4,0,2,2,1,2,2,1,0,0,2,0,0,0,0,1,3,2,6,5,0,0,0,0,15,10,14,7,4,4,5,0,5,2,0,0,0,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
