Unnamed: 0,1_서울버스종점,2_장지공영차고지,3_아이코리아,4_송파글마루도서관.버들어린이집,5_문현고등학교,6_장지역.가든파이브라이프동,7_가든파이브웍스동,8_가든파이브툴동,9_강남한양수자인아파트,10_세곡2지구3.4단지,11_래미안포레아파트,12_쟁골마을,13_고속철도수서역,14_수서역KT수서지점,15_궁마을,16_태화기독교사회복지관,17_수서삼성아파트앞,18_일원본동주민센터,19_삼성서울병원정문,20_래미안블레스티지아파트,21_개포1단지연금매장,22_개포고등학교,23_구룡역,24_수도공고앞,25_개포동역,26_대치역6번출구.강남구민회관,27_대치역1번출구,28_래미안대치팰리스,29_중대부고,30_단대부고.대치아이파크아파트,31_한티역,32_도성초등학교,33_진선여자중고등학교,34_선릉역.선정릉정문,35_선정릉역.무형문화재전수회관,36_한국토지주택공사앞,37_강남보건소.강남구립국제교육원,38_삼성동서광아파트,39_강남구청.강남세무서,40_청담천주교회,41_청담2치안센터,42_프리마호텔,43_영동교입구,44_청담역.경기고교,45_진흥아파트,46_강남구청.강남세무서,47_청담동래미안아파트,48_강남보건소.강남구립국제교육원,49_한국토지주택공사앞,50_선정릉역.무형문화재전수회관,51_선릉역,52_진선여자중고등학교,53_역삼e-편한세상이아파트,54_한티역,55_도곡렉슬아파트정문,56_중대부고앞,57_대치동우성아파트,58_대치역8번출구,59_대치역7번출구.선경아파트,60_개포동역,61_수도공고,62_구룡역,63_개포고등학교앞,64_개포1단지,65_개포중학교,66_삼성서울병원정문건너편,67_일원역,68_일원본동주민센터,69_시립수서청소년수련관,70_수서119안전센터앞,71_궁마을,72_수서역,73_고속철도수서역,74_쟁골마을,75_래미안포레아파트,76_세곡2지구3.4단지,77_강남한양수자인아파트,78_가든파이브툴동,79_가든파이브웍스동,80_장지역.가든파이브라이프동,81_문현고등학교.송파파인타운5단지,82_송파글마루도서관.버들어린이집,83_아이코리아앞,84_장지공영차고지,85_서울버스종점
2022-03-14 14:00:00,0,1,2,0,3,5,4,6,5,6,8,7,8,8,8,6,8,7,5,4,6,8,9,11,9,4,7,5,5,4,6,4,3,6,7,6,5,6,4,6,3,5,7,8,5,7,7,7,6,7,8,7,6,3,5,3,3,1,1,2,2,0,4,5,6,8,1,6,4,4,3,23,15,0,17,12,10,8,6,3,13,2,12,10,0
2022-03-14 15:00:00,0,3,2,3,2,4,3,4,4,5,6,4,5,4,4,3,4,4,5,3,5,4,2,3,8,8,5,9,10,7,9,7,14,11,12,7,10,12,5,3,2,3,4,15,8,17,17,17,17,14,13,20,21,22,26,23,9,5,4,2,0,1,3,4,6,9,8,9,11,0,10,15,6,6,9,9,7,6,6,4,3,1,0,7,0
2022-03-14 16:00:00,0,2,4,5,5,8,9,10,8,11,10,11,0,9,9,8,8,9,11,10,13,14,13,13,14,10,4,6,16,16,18,11,13,18,17,18,14,15,7,6,3,8,9,2,9,11,13,14,14,11,10,9,9,13,17,20,18,7,6,7,6,2,10,8,7,13,22,23,9,20,9,22,20,17,15,16,18,17,16,7,3,2,2,0,0
2022-03-14 17:00:00,0,1,1,2,3,7,8,13,14,13,9,8,10,8,0,6,5,7,8,6,13,11,4,7,5,6,10,13,13,7,11,11,9,16,16,13,12,10,5,4,3,10,14,8,8,12,13,14,12,13,14,13,13,13,14,13,9,7,4,5,3,4,5,6,7,12,11,11,9,11,10,25,19,24,20,15,13,10,11,7,6,4,5,1,0
2022-03-14 18:00:00,1,1,0,0,1,6,7,8,10,10,11,5,10,12,11,9,8,7,9,7,5,2,0,2,0,6,7,11,12,12,8,10,12,18,17,12,10,14,9,7,6,12,11,7,5,9,8,9,9,10,9,11,13,12,11,9,9,8,6,6,6,0,7,9,8,8,8,11,12,12,8,35,35,11,26,18,13,11,12,19,16,12,11,1,0
2022-03-14 19:00:00,0,1,2,0,3,6,7,8,4,4,3,1,4,4,5,4,3,3,4,3,2,3,2,0,0,2,10,13,4,10,9,8,9,11,8,10,9,9,6,7,4,4,5,4,3,7,7,7,10,9,6,6,8,6,9,7,8,6,4,3,2,0,5,4,0,4,5,5,4,9,8,17,12,11,11,9,8,7,6,7,6,5,1,3,0
2022-03-14 20:00:00,0,1,0,2,0,9,8,5,6,3,3,0,4,3,4,0,5,3,4,3,3,2,0,4,0,3,10,14,16,14,8,5,9,10,8,7,6,5,4,3,3,3,4,3,2,4,3,6,4,5,3,7,5,7,6,5,4,6,6,5,3,2,4,4,5,5,4,4,2,5,3,9,11,7,9,5,4,5,5,2,1,0,0,0,0
2022-03-14 21:00:00,0,1,0,0,1,9,1,13,12,9,8,0,4,4,3,5,0,6,2,1,2,3,2,0,1,3,8,11,9,8,9,10,8,8,7,8,3,5,4,1,3,4,2,0,2,5,5,4,5,6,5,5,4,5,6,3,6,6,5,4,5,0,3,0,6,5,0,4,0,2,2,17,0,0,10,7,4,5,1,3,1,2,0,0,0
2022-03-14 22:00:00,0,1,1,1,0,5,0,11,8,7,2,6,5,2,0,0,4,3,2,2,2,1,0,0,0,1,16,24,12,20,15,15,17,17,16,12,13,11,9,7,6,7,5,1,3,5,5,4,6,5,5,7,16,23,22,19,14,15,14,12,10,0,8,7,6,6,3,4,0,2,0,16,9,0,9,4,4,6,0,5,0,4,1,0,0
2022-03-14 23:00:00,0,1,0,0,0,2,0,0,0,0,0,0,3,5,0,2,2,1,1,0,0,0,0,2,0,0,1,3,2,2,5,6,5,6,3,2,1,2,1,1,1,2,2,1,1,3,0,3,4,6,4,6,6,7,6,0,5,2,0,4,0,0,1,0,2,6,5,5,3,4,1,10,0,9,7,4,2,1,0,3,2,0,0,1,0
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 04:00:00,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,1,2,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 05:00:00,2,1,1,3,4,4,3,5,6,3,7,4,7,6,7,6,0,5,4,0,1,0,0,1,1,1,0,0,0,0,1,1,4,5,1,3,0,1,2,4,3,1,2,1,0,1,2,2,0,3,2,0,2,0,3,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0
2022-03-15 06:00:00,1,3,2,0,3,6,4,8,7,9,9,6,7,6,0,6,1,5,2,3,1,2,1,1,0,1,0,2,0,1,2,6,5,2,4,5,3,4,3,2,1,1,2,3,3,3,3,3,1,5,4,3,1,2,0,1,0,2,2,1,0,20,12,1,4,3,0,3,4,3,1,5,2,4,2,3,4,3,2,2,0,0,0,0,0
2022-03-15 07:00:00,3,5,4,6,8,13,10,18,17,25,26,25,19,17,15,18,18,14,6,7,7,4,1,4,3,8,7,6,4,8,8,10,8,10,10,8,7,11,8,7,4,2,3,2,3,10,11,15,14,14,13,8,9,8,9,3,6,5,5,4,3,5,11,11,12,12,5,6,7,2,6,10,11,10,9,14,16,17,13,4,2,1,0,0,0
2022-03-15 08:00:00,1,9,1,3,4,8,6,9,9,17,18,9,12,8,6,9,8,8,7,13,12,4,3,4,3,5,5,5,8,9,9,12,14,21,19,15,15,21,11,15,9,2,4,5,6,10,9,11,10,11,10,10,11,7,6,5,3,2,3,1,0,1,4,6,8,5,10,11,12,13,12,13,12,14,16,15,16,9,9,6,7,5,4,0,0
2022-03-15 09:00:00,0,1,3,0,2,3,2,4,12,14,14,5,12,5,4,4,5,3,5,3,5,0,4,6,5,5,7,6,2,6,7,9,6,7,8,9,7,14,14,24,12,6,6,6,7,9,8,10,12,13,8,9,7,4,4,3,1,2,0,0,0,0,3,0,4,4,3,4,5,7,6,10,8,0,7,8,9,9,5,2,0,1,0,0,0
2022-03-15 10:00:00,0,1,0,1,0,3,0,3,5,7,10,0,7,5,5,6,6,7,5,3,5,0,3,6,2,5,3,4,7,6,8,9,7,11,8,7,5,8,7,8,4,3,4,4,7,8,8,9,10,10,5,4,2,5,5,4,3,2,3,1,0,3,4,4,5,5,4,3,0,6,5,5,3,0,4,3,2,3,1,1,0,0,0,0,0
2022-03-15 11:00:00,0,1,0,2,1,3,2,4,4,4,6,4,7,4,5,3,5,4,6,4,3,1,2,3,2,2,4,4,6,7,6,7,6,7,7,6,6,6,6,4,3,3,4,4,1,7,5,9,7,9,7,8,7,2,1,1,1,1,2,1,0,0,2,3,4,6,7,3,1,5,2,6,6,5,4,8,4,7,3,3,2,1,0,0,0
2022-03-15 12:00:00,0,2,0,3,3,5,4,8,6,7,8,7,7,6,0,6,7,7,6,3,2,1,0,2,0,2,3,3,4,5,5,7,9,8,7,6,3,6,5,3,2,2,2,4,2,7,4,8,8,11,10,6,5,6,4,3,2,2,3,2,0,0,4,3,3,5,5,6,0,7,0,7,6,4,6,5,2,4,4,2,1,0,0,0,0
2022-03-15 13:00:00,0,2,3,2,0,4,2,5,10,10,9,8,7,3,0,6,5,3,4,4,1,3,2,3,1,3,3,7,7,7,13,10,11,11,10,9,10,13,8,7,8,5,4,3,2,6,6,7,9,9,6,11,8,5,4,3,5,4,3,0,0,0,13,11,8,4,5,3,6,6,0,9,0,0,6,5,4,3,2,1,0,0,0,0,0
2022-03-15 14:00:00,0,0,3,1,1,6,5,5,4,3,5,3,3,6,0,7,8,4,4,6,7,5,3,4,5,4,3,6,7,7,6,6,6,9,7,7,6,8,6,2,4,6,6,6,7,7,8,7,7,8,7,8,8,8,7,8,5,4,3,1,0,3,4,5,7,6,4,5,3,4,1,9,0,0,9,5,6,5,3,4,3,2,1,0,0
2022-03-15 15:00:00,0,2,4,0,4,4,1,4,4,5,3,2,4,4,5,4,2,4,11,8,7,10,6,12,9,9,7,9,18,18,16,12,21,22,21,18,13,14,9,6,5,4,5,5,5,10,9,9,9,12,7,26,23,20,22,20,13,5,4,1,4,2,7,3,4,11,12,13,9,11,7,18,17,19,19,15,10,12,12,7,28,27,0,5,0
2022-03-15 16:00:00,1,1,2,4,3,8,8,9,10,10,11,12,10,8,5,8,11,6,16,13,12,14,19,9,20,18,8,6,14,9,18,15,9,14,13,5,14,16,12,8,5,3,5,11,4,13,11,13,15,10,14,19,22,20,23,24,18,4,4,2,6,5,12,13,14,13,14,13,12,11,12,19,17,15,21,15,11,11,5,5,6,5,5,3,0
2022-03-15 17:00:00,0,4,5,5,2,6,7,9,8,11,16,4,16,8,9,10,10,11,12,8,15,12,8,11,6,7,9,12,9,11,13,12,10,14,12,10,10,12,7,6,4,15,16,7,8,12,11,17,18,17,11,10,15,16,16,13,12,6,5,5,4,3,4,5,10,18,17,16,7,15,12,21,20,20,18,13,13,13,10,7,4,3,2,0,0
2022-03-15 18:00:00,0,1,1,2,2,6,6,9,10,11,10,9,9,9,0,7,5,6,9,8,4,10,0,12,13,12,12,14,21,20,14,15,14,17,15,12,11,12,8,5,6,11,13,10,12,17,14,16,17,14,12,13,15,25,28,25,10,5,7,5,3,4,7,10,12,12,13,11,8,10,7,23,17,23,18,13,15,17,16,14,11,8,6,2,0
2022-03-15 19:00:00,0,1,2,0,3,5,4,6,7,8,5,7,7,7,1,0,0,4,8,2,2,3,2,0,0,4,8,10,11,10,11,8,7,10,10,9,10,7,5,4,4,5,4,2,3,7,8,11,13,14,9,9,10,14,18,21,16,6,2,5,4,1,7,5,7,8,5,3,4,7,4,24,27,25,18,11,9,7,8,9,7,5,3,1,0
2022-03-15 20:00:00,0,2,0,0,0,9,10,13,12,9,10,8,5,8,4,8,6,4,5,2,1,0,0,1,2,1,6,7,11,6,11,11,10,9,8,8,8,10,8,6,7,5,4,3,0,10,6,11,12,10,10,10,10,12,11,0,9,6,1,4,2,0,6,4,3,5,0,7,5,4,7,21,14,20,16,10,8,5,4,5,2,3,0,0,0
2022-03-15 21:00:00,0,2,0,1,3,6,4,6,5,3,0,3,4,6,5,4,3,2,2,2,1,2,0,0,2,1,5,5,10,6,8,8,7,10,8,4,7,5,2,6,5,2,3,3,3,5,4,4,4,4,7,8,5,4,2,3,2,3,4,3,3,0,3,7,0,2,3,0,6,7,4,14,9,0,11,4,3,6,3,5,6,5,4,0,0
2022-03-15 22:00:00,0,0,0,1,0,3,3,4,3,3,6,4,6,8,7,7,6,6,2,0,1,0,0,0,2,1,21,28,26,25,19,19,19,18,12,11,9,8,5,4,3,6,5,4,3,7,5,7,8,4,6,4,7,6,9,5,8,9,9,8,7,0,8,3,9,3,8,7,0,0,3,16,0,15,12,7,4,3,0,4,0,0,0,2,0
2022-03-15 23:00:00,0,0,0,0,1,3,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,6,2,2,4,1,0,6,5,0,7,2,5,4,0,2,1,3,0,0,2,2,2,1,3,3,3,2,2,0,1,3,1,3,2,0,2,0,2,3,2,2,0,1,4,5,0,0,3,3,2,0,0,2,0,0,0,1,0
2022-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 04:00:00,0,0,0,0,0,1,0,0,0,2,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 05:00:00,1,2,0,0,3,3,0,4,5,4,0,0,3,4,5,0,0,3,3,0,0,0,0,1,1,0,0,0,0,2,3,2,1,2,2,0,0,3,0,0,2,2,4,3,0,4,3,2,2,1,0,0,0,0,2,2,0,0,0,0,0,8,6,2,3,0,0,0,0,2,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 06:00:00,1,5,6,0,6,5,3,10,6,8,8,5,5,5,6,6,6,7,2,2,1,2,0,1,0,2,0,2,0,0,3,1,2,3,3,4,3,2,1,3,3,1,0,1,1,3,2,4,3,3,2,3,1,2,2,2,0,2,1,1,1,17,11,3,4,3,0,4,6,2,2,7,1,4,2,2,4,4,3,2,0,0,0,0,0
2022-03-16 07:00:00,3,10,11,3,7,11,8,14,18,25,25,22,21,10,11,11,15,12,8,6,4,2,5,5,5,4,6,5,7,7,9,9,10,11,7,7,6,10,8,6,5,5,2,2,4,8,8,10,8,10,12,15,21,17,13,5,5,3,5,3,3,2,7,8,15,14,8,8,9,11,0,5,4,0,6,7,7,8,6,3,2,0,0,0,0
2022-03-16 08:00:00,1,9,10,5,7,10,9,14,21,31,31,27,17,9,8,7,6,6,8,8,5,4,3,4,2,3,4,6,10,11,12,19,22,31,29,29,24,25,13,12,9,4,4,5,6,11,12,21,17,17,12,11,10,7,6,4,4,3,4,3,0,3,6,5,7,5,7,7,3,5,5,11,12,11,15,18,19,15,11,7,8,3,2,0,0
2022-03-16 09:00:00,0,3,3,2,4,4,2,4,5,9,7,6,6,6,7,4,8,8,5,2,4,3,1,4,1,4,4,4,5,4,5,6,6,15,15,13,13,19,17,16,7,4,5,2,6,8,6,10,13,11,8,6,4,2,3,1,2,2,2,0,3,0,4,0,9,4,4,5,6,7,6,8,4,6,8,8,3,4,4,3,1,0,0,0,0
2022-03-16 10:00:00,0,3,1,2,0,4,2,3,5,6,6,5,5,3,2,4,4,3,8,4,3,4,0,3,3,3,1,3,5,4,6,7,4,8,8,8,9,10,9,9,5,3,4,3,3,5,6,6,7,10,5,4,2,3,4,3,2,1,2,1,0,0,2,2,4,2,0,1,0,0,0,3,3,2,4,2,4,4,0,1,0,0,0,0,0
2022-03-16 11:00:00,0,3,4,0,3,4,4,6,5,7,6,5,7,5,4,3,4,4,11,9,7,6,3,0,4,0,3,4,5,4,5,5,4,6,10,9,7,5,5,4,2,4,3,4,5,7,7,7,8,9,5,6,5,3,4,2,3,2,0,2,0,1,3,5,5,3,4,3,2,5,2,8,7,5,4,2,4,3,3,3,1,0,0,0,0
2022-03-16 12:00:00,0,3,1,1,3,3,0,4,5,5,4,0,3,5,4,5,3,4,6,7,5,2,2,1,0,3,3,0,5,6,6,7,7,8,6,6,4,4,3,1,3,5,3,5,5,9,1,10,6,9,8,4,5,6,3,5,3,3,0,1,1,0,7,4,3,3,6,5,0,6,2,6,0,0,6,5,6,4,3,4,0,2,1,0,0
2022-03-16 13:00:00,0,1,1,2,2,4,3,7,7,10,12,7,10,6,5,5,3,6,6,4,2,3,0,4,0,3,3,6,8,5,5,4,5,12,6,4,7,6,4,3,2,4,2,1,3,6,8,12,9,9,12,6,8,7,5,4,5,6,7,5,7,2,9,6,8,5,3,2,4,5,5,8,0,0,8,8,9,4,2,3,2,0,0,0,0
2022-03-16 14:00:00,1,5,0,6,3,6,3,5,5,4,4,3,4,5,5,4,6,5,5,7,6,4,4,3,3,4,7,10,11,6,7,5,12,12,13,13,14,11,7,4,5,4,5,5,9,9,7,7,6,9,8,21,21,21,19,16,9,5,1,4,0,3,6,3,7,6,6,7,5,7,1,31,32,34,26,12,6,7,6,7,6,5,2,0,0
2022-03-16 15:00:00,2,0,0,0,5,7,4,5,6,6,4,7,9,5,6,8,5,11,12,12,9,19,7,4,20,17,9,11,9,10,11,12,11,10,10,6,11,8,6,4,4,5,7,4,4,9,9,10,11,7,10,10,13,12,14,12,6,4,2,5,2,0,7,6,8,11,10,9,5,10,4,18,17,10,13,17,15,9,9,5,24,23,22,10,0
2022-03-16 16:00:00,0,1,0,2,4,3,0,6,6,8,8,7,5,9,3,4,11,12,22,15,13,11,7,8,11,11,10,11,17,15,15,16,18,10,8,8,8,11,11,9,7,3,4,14,8,15,16,16,11,10,11,11,14,15,13,14,11,5,4,3,4,0,5,9,10,10,12,11,11,11,8,17,18,19,16,11,13,13,11,3,0,3,1,1,0
2022-03-16 17:00:00,0,2,5,0,0,7,8,7,7,6,7,8,7,5,0,1,3,4,6,7,8,10,5,8,0,8,8,9,7,10,9,8,16,17,16,14,13,11,10,9,3,9,9,4,4,7,10,12,15,17,12,13,12,13,14,11,8,7,9,8,7,6,3,9,12,18,17,16,7,15,5,18,11,20,16,8,8,8,6,7,4,3,0,2,0
2022-03-16 18:00:00,0,2,1,3,2,9,12,16,15,12,10,0,8,10,9,8,7,7,7,4,6,8,6,6,5,7,10,12,13,11,10,11,12,17,12,12,9,6,5,5,5,10,11,9,8,14,5,17,21,19,11,9,9,15,15,12,9,7,7,4,5,3,8,10,11,13,12,14,11,14,0,32,37,36,23,16,12,15,18,8,4,6,0,0,0
2022-03-16 19:00:00,0,0,0,1,1,7,5,9,6,4,3,1,4,4,5,1,6,6,7,4,4,2,2,0,0,1,4,6,10,9,10,11,8,15,12,9,8,10,9,7,4,4,5,7,3,11,11,10,11,11,9,10,8,6,7,6,5,6,5,4,2,3,5,5,3,9,8,5,6,3,3,26,27,26,16,9,8,9,10,6,6,5,2,1,0
2022-03-16 20:00:00,0,0,1,0,0,8,3,4,7,3,2,0,4,5,3,4,2,5,6,3,1,3,0,0,0,2,9,11,13,4,7,6,5,6,6,6,5,2,3,2,1,2,1,4,0,4,3,6,7,6,6,5,2,4,4,3,5,5,4,3,2,1,3,4,5,7,0,7,0,6,5,13,14,12,10,9,7,5,2,8,1,1,0,1,0
2022-03-16 21:00:00,0,0,0,0,0,6,0,8,2,0,2,0,3,2,0,0,1,2,4,3,3,0,0,1,0,1,5,10,11,7,8,10,9,14,9,7,9,11,7,3,2,2,3,2,4,5,4,5,6,5,5,5,4,6,0,4,5,4,4,4,4,0,5,4,4,5,6,0,0,5,0,13,5,0,9,6,4,6,0,1,0,7,5,1,0
2022-03-16 22:00:00,0,0,0,0,0,2,0,3,4,3,4,0,0,5,0,3,2,0,1,1,0,0,0,0,0,1,9,11,10,11,13,12,19,23,21,17,13,11,5,4,2,4,3,4,3,4,3,6,7,6,8,11,14,12,10,9,6,8,8,7,4,5,5,4,4,4,3,5,3,4,6,18,0,17,10,5,4,3,5,3,2,0,1,0,0
2022-03-16 23:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,1,0,2,3,4,3,0,1,3,2,2,4,0,7,6,6,5,5,6,3,5,4,5,1,0,0,0,0,1,0,2,0,5,1,4,4,3,1,3,4,4,2,3,2,0,0,2,2,3,2,2,0,3,0,22,11,20,9,5,4,2,0,3,0,2,0,1,0
2022-03-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 04:00:00,0,0,0,0,0,1,0,0,0,1,0,0,1,3,0,0,0,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 05:00:00,1,2,0,0,1,2,1,5,5,8,5,9,7,4,5,0,4,2,3,0,2,0,0,0,1,0,0,0,0,4,1,0,0,1,1,1,0,0,0,0,2,2,4,3,2,3,4,3,0,1,2,1,0,2,2,0,0,1,0,0,0,6,4,2,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 06:00:00,1,3,3,3,4,6,5,11,12,11,12,12,13,10,11,0,3,3,2,3,1,2,0,2,0,1,1,1,0,0,2,5,5,6,4,2,0,5,3,4,3,1,0,0,0,1,2,2,3,3,1,1,1,4,0,0,1,3,0,1,0,11,11,3,4,3,0,3,3,3,2,5,1,2,3,5,4,4,3,3,0,0,0,0,0
2022-03-17 07:00:00,3,5,5,6,4,10,11,16,17,29,30,24,24,12,13,11,14,12,7,7,6,6,5,6,7,7,4,4,6,5,7,10,9,10,9,8,6,11,7,4,4,2,3,3,5,9,7,9,11,15,11,8,18,27,25,7,8,5,6,3,1,2,5,7,9,8,3,4,6,7,1,11,8,6,9,12,13,10,6,5,0,3,2,0,0
2022-03-17 08:00:00,2,3,1,3,4,7,6,8,10,15,14,22,16,7,6,7,9,9,7,12,15,8,5,6,5,2,2,7,11,12,20,23,26,29,30,29,28,46,17,17,7,3,3,3,4,8,6,11,8,13,9,8,5,4,1,3,2,2,0,1,0,2,5,4,7,7,7,8,5,4,8,11,12,4,13,14,15,15,11,8,7,3,2,0,0
2022-03-17 09:00:00,1,3,5,3,6,5,3,6,5,7,1,7,7,5,4,6,5,2,7,4,3,2,1,5,4,3,5,3,4,6,8,8,8,12,11,9,9,17,14,17,12,5,6,3,6,10,8,17,16,13,8,7,5,4,4,3,1,1,0,0,0,1,5,6,13,6,4,4,4,3,4,6,5,5,4,5,7,7,4,3,1,0,0,0,0
2022-03-17 10:00:00,1,4,0,0,3,3,2,4,2,4,4,2,5,6,5,2,4,0,5,2,3,0,0,0,2,2,2,3,4,4,6,9,8,12,11,10,8,8,5,4,4,4,3,4,4,6,6,10,12,10,8,7,5,4,6,5,0,4,0,1,1,3,2,3,5,3,2,4,4,6,4,4,3,2,4,6,7,5,1,1,0,0,0,0,0
2022-03-17 11:00:00,0,1,1,2,0,3,2,6,6,6,6,5,4,3,2,2,4,3,3,4,2,3,1,0,0,1,3,2,1,2,3,6,5,6,6,6,7,7,5,3,2,2,3,0,3,5,5,5,6,7,4,5,4,4,3,3,2,5,0,2,4,0,2,5,4,4,5,2,7,4,3,11,0,0,10,5,9,8,3,2,0,0,0,0,0
2022-03-17 12:00:00,1,1,1,1,2,4,5,5,5,7,6,5,5,3,3,3,7,4,4,6,3,5,4,5,3,2,2,2,5,6,7,8,5,8,6,7,5,8,6,4,6,4,3,4,2,7,3,8,7,3,5,5,5,4,0,1,2,2,1,0,0,0,0,1,3,3,2,3,0,4,3,6,0,0,5,5,4,5,5,2,0,1,0,1,0
