Unnamed: 0,1_대흥교통(기점가상),2_염곡동구룡사,3_구룡사입구,4_국악고교사거리,5_삼호물산,6_원불교앞,7_도곡한신아파트,8_삼익아파트앞,9_총지사,10_영동중앙교회,11_역삼역.GS타워,12_차병원,13_언주역3번출구,14_논현고개,15_학동역,16_강남을지병원,17_국민은행압구정지점,18_압구정역3번출구,19_금옥초등학교앞,20_금남시장앞.백범학원터,21_삼성래미안아파트앞,22_응봉동현대아파트,23_응봉동주민센터,24_응봉사거리,25_무학여고앞,26_왕십리광장.왕십리역7번출구,27_한양대앞.한양시장,28_한양지구대,29_사근고개,30_사근동주민센터,31_성동제일새마을금고,32_사근동하이츠아파트앞,33_사근동벽산아파트,34_한양여대앞,35_한양대동문앞,36_행당중학교,37_한양여대앞,38_사근동하이츠아파트앞,39_성동제일새마을금고,40_사근동주민센터,41_사근고개,42_한양지구대,43_한양대앞,44_왕십리광장.왕십리역4번출구,45_왕십리역,46_무학여고,47_행당신동아.행당푸르지오아파트,48_응봉동주민센터,49_응봉동현대아파트,50_삼성래미안아파트앞,51_금남시장앞.백범학원터,52_금옥초등학교앞,53_옥수삼성아파트.래미안옥수리버젠,54_극동그린아파트앞,55_옥수삼성아파트.래미안옥수리버젠,56_압구정역4번출구,57_국민은행,58_강남을지병원,59_학동역,60_논현동고개,61_언주역2번출구.차병원사거리,62_차병원,63_역삼역,64_영동중앙교회,65_총지사,66_럭키아파트,67_경남아파트,68_도곡한신아파트,69_양재노인종합복지관,70_동원산업앞,71_구룡사,72_구룡사입구,73_구룡사앞,74_도로교통공단서울지부.코트라
2022-03-05 04:00:00,0,0,0,1,2,2,1,0,0,2,4,3,2,3,2,3,1,0,2,4,6,4,0,5,5,3,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,2,2,3,4,4,0,5,2,4,3,0,0,0,1,2,1,2,6,8,8,11,13,7,13,2,2,1,0,1,0,0,1,0,0,0,0,2,1,2,3,3,2,1,0,1,0,0,2,3,4,5,7,8,7,4,0,3,3,2,3,3,3,4,0,5,4,3,4,1,0,0,0,0
2022-03-05 06:00:00,0,1,2,3,3,4,3,4,9,9,13,8,3,9,8,5,0,3,2,4,0,3,3,0,3,2,0,0,1,0,0,0,1,0,0,2,0,3,5,6,3,5,0,2,0,3,0,0,0,4,8,0,2,1,9,8,5,5,5,3,5,5,5,3,4,2,0,1,3,2,0,0,0,0
2022-03-05 07:00:00,0,0,2,3,4,3,5,6,5,0,12,8,6,7,4,2,2,1,2,2,0,3,3,1,0,4,0,2,3,2,1,0,0,1,0,0,2,6,5,5,6,6,5,4,2,3,0,0,4,4,6,5,0,1,4,4,3,2,6,3,4,3,5,4,1,1,3,0,0,2,1,0,0,0
2022-03-05 08:00:00,0,0,2,5,7,8,0,6,9,10,9,8,7,6,7,6,3,2,1,3,4,6,7,7,8,4,3,2,1,0,3,0,4,2,0,1,2,7,14,15,10,16,15,6,5,6,5,7,7,7,9,6,4,7,8,8,7,5,13,12,10,8,7,7,7,6,0,1,3,1,0,0,0,0
2022-03-05 09:00:00,0,0,3,2,5,6,2,8,12,13,17,16,17,18,25,17,7,3,1,3,3,5,7,8,7,5,5,4,3,3,0,0,0,1,0,0,1,7,14,15,9,8,13,10,10,8,1,6,7,7,5,10,9,10,7,6,6,5,16,17,19,12,17,16,8,5,0,5,4,1,0,0,0,0
2022-03-05 10:00:00,0,0,1,6,8,13,13,14,16,13,12,13,13,12,10,8,6,6,2,4,4,8,8,9,9,7,3,4,3,2,0,1,2,0,0,0,3,11,15,16,18,14,16,7,6,6,4,5,10,10,10,10,10,11,13,10,7,6,12,11,9,10,6,7,6,5,2,0,4,2,0,0,0,0
2022-03-05 11:00:00,0,1,1,3,4,7,7,8,11,12,9,8,7,9,9,8,5,4,5,9,9,14,12,13,13,8,8,5,4,5,3,1,3,1,1,1,4,9,18,23,15,20,19,9,6,5,5,4,4,5,3,0,6,7,10,8,5,6,10,8,7,8,9,9,7,6,6,5,4,3,2,0,0,0
2022-03-05 12:00:00,1,1,4,6,7,7,5,9,11,10,9,10,11,9,11,7,4,7,7,11,14,16,18,18,20,20,18,17,15,11,4,5,7,5,0,3,6,14,20,24,27,19,27,12,10,9,11,9,10,11,12,11,10,11,11,9,6,6,11,13,13,11,11,7,10,9,6,6,4,1,0,0,0,0
2022-03-05 13:00:00,2,0,2,4,8,11,10,11,16,18,12,11,9,10,6,6,6,7,7,8,7,7,10,12,15,17,14,15,10,7,5,3,2,0,0,0,3,10,15,20,18,16,17,14,8,11,8,8,9,10,6,7,8,4,11,8,8,9,12,13,12,6,12,11,10,10,9,9,6,1,0,0,0,0
2022-03-05 14:00:00,0,0,0,5,7,9,10,12,17,14,11,14,12,12,11,12,12,10,9,11,14,14,15,14,14,10,11,16,15,13,11,4,5,2,1,0,4,10,12,13,12,6,12,12,10,10,10,7,8,9,8,8,9,7,10,7,11,12,13,16,21,18,17,16,8,7,2,5,4,2,0,0,0,0
2022-03-05 15:00:00,0,2,3,6,9,6,5,7,11,9,7,3,8,7,6,7,7,6,6,7,7,10,8,9,7,11,10,11,8,6,3,1,0,2,1,1,4,13,15,17,22,21,18,15,5,16,15,13,9,10,9,12,2,3,13,7,12,11,9,11,13,13,11,11,13,13,10,8,11,6,3,1,1,0
2022-03-05 16:00:00,2,3,0,6,7,10,6,10,12,13,6,7,4,7,5,5,6,9,8,9,10,12,11,12,12,25,23,25,23,20,11,5,1,0,2,0,6,9,15,10,14,14,17,15,14,18,9,11,8,8,8,10,9,10,2,5,11,19,19,17,14,11,14,15,16,13,9,8,7,1,0,0,0,0
2022-03-05 17:00:00,0,0,2,4,5,8,2,10,11,10,13,12,14,14,13,13,12,13,12,14,12,8,7,6,6,15,18,17,14,9,13,5,1,1,0,0,3,9,12,19,18,17,10,13,15,18,17,16,12,4,10,7,4,3,10,5,7,8,6,12,8,9,6,7,6,5,12,10,7,5,3,0,0,0
2022-03-05 18:00:00,0,0,0,3,4,5,0,5,6,6,6,7,6,5,9,8,6,9,9,10,11,13,14,12,10,19,16,18,17,16,11,3,1,0,0,0,7,11,13,15,0,13,14,13,11,11,11,8,8,7,6,4,2,2,0,10,14,11,14,7,8,6,12,11,8,8,0,6,0,4,1,0,0,0
2022-03-05 19:00:00,0,0,1,1,2,3,0,1,4,2,6,7,5,4,5,6,5,4,4,4,6,6,5,7,6,12,13,15,13,10,5,2,2,0,0,0,3,6,8,10,11,7,11,11,12,18,16,12,11,11,6,3,3,0,2,4,2,4,3,12,11,3,18,15,13,11,3,10,8,6,4,1,0,0
2022-03-05 20:00:00,0,0,0,1,2,3,0,3,6,7,10,13,8,10,7,7,9,9,4,6,5,7,4,5,7,18,19,21,10,18,7,7,0,0,0,0,1,1,5,6,5,4,9,12,8,11,7,4,4,3,2,1,3,1,5,6,7,5,7,6,7,8,7,0,5,3,0,1,0,3,2,0,1,0
2022-03-05 21:00:00,1,0,0,2,3,3,0,1,5,0,4,4,4,5,4,5,5,3,4,3,6,5,5,4,4,15,15,16,15,12,7,3,2,0,0,0,1,2,3,6,0,1,8,9,13,17,16,14,4,3,2,1,1,1,2,3,8,4,8,7,8,9,10,9,9,8,4,3,3,3,1,0,0,0
2022-03-05 22:00:00,0,0,0,3,4,7,5,1,8,10,10,9,8,3,6,4,5,7,5,2,6,0,5,3,6,23,26,26,12,24,14,4,2,0,0,0,1,3,2,3,2,4,6,20,20,19,15,11,8,6,5,4,3,2,5,6,9,11,8,7,8,10,9,2,7,7,4,3,4,3,2,0,0,0
2022-03-05 23:00:00,0,0,0,0,1,2,3,0,0,1,1,0,11,0,8,8,7,7,0,9,6,6,0,6,1,13,20,25,22,19,14,8,4,2,0,0,0,0,1,2,0,2,8,16,17,18,18,15,10,8,9,8,2,6,3,6,0,5,7,4,6,7,13,6,11,3,2,10,9,2,0,1,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,1,2,0,1,0,0,0,1,2,1,0,0,0,1,0,0,3,3,2,4,2,0,1,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,0,0,0,1,0,0,2,2,0,1,1,0,0,0,0,1,2,3,2,0,5,2,4,4,3,2,1,0,0,0,0,0,1,0,0,1,2,0,1,0,2,0,0,0,2,0,0,1,0,2,0,0,2,0,6,3,2,2,0,2,0,0,3,2,0,0,0,2,0,0,0,0,0
2022-03-06 06:00:00,0,0,2,0,1,3,0,0,4,0,2,1,2,0,1,0,1,0,1,0,2,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,0,2,0,1,0,0,2,0,3,0,1,0,0,2,2,5,4,0,3,0,3,0,2,0,0,0,1,1,0,0,0,0
2022-03-06 07:00:00,0,1,0,1,0,3,3,1,4,2,3,0,5,4,2,0,1,2,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,6,2,4,0,2,1,0,1,2,3,0,0,4,1,3,0,1,8,4,7,7,6,5,3,2,4,0,3,1,0,0,0,0
2022-03-06 08:00:00,0,1,2,3,7,3,1,9,9,6,5,4,5,6,5,4,2,2,1,4,6,6,7,6,2,2,0,0,1,0,0,1,0,1,0,0,2,6,9,11,13,12,13,7,4,6,3,0,6,4,4,5,6,7,2,6,5,5,8,8,7,8,6,5,4,3,4,0,3,2,0,1,0,0
2022-03-06 09:00:00,0,1,0,2,5,0,0,6,5,4,4,4,1,1,7,5,4,4,2,1,4,5,6,5,4,4,3,3,1,0,0,1,0,0,0,1,1,6,9,10,0,12,11,5,4,2,0,5,5,5,3,6,2,6,7,11,9,10,14,13,10,10,9,8,6,6,5,4,3,3,0,0,0,0
2022-03-06 10:00:00,0,0,0,2,4,6,7,9,6,5,5,8,6,5,4,2,2,2,2,3,4,6,7,7,6,2,0,3,0,2,1,0,1,0,0,0,1,7,12,17,19,20,18,5,5,7,6,7,8,2,5,6,4,5,6,4,1,3,2,0,4,8,6,0,3,1,2,0,5,2,2,0,0,0
2022-03-06 11:00:00,0,0,0,3,6,3,0,4,6,4,4,5,6,5,5,6,3,1,3,4,4,6,8,9,10,7,5,3,2,4,2,1,1,1,0,0,2,7,10,10,11,11,9,6,5,5,4,3,1,4,5,4,0,7,10,6,6,1,6,5,4,3,8,7,6,5,4,0,2,1,0,0,0,0
2022-03-06 12:00:00,0,1,2,0,3,3,0,4,8,7,6,4,8,8,8,6,4,4,3,5,7,8,5,10,12,9,6,8,6,7,3,1,1,0,0,0,4,12,20,21,20,18,16,9,8,9,8,7,8,4,8,6,6,7,8,4,0,3,8,9,8,7,9,8,7,9,5,7,5,3,1,0,0,0
2022-03-06 13:00:00,0,0,0,1,3,4,2,2,4,5,5,3,7,5,9,8,6,4,5,8,8,8,0,13,12,15,13,7,9,8,7,0,3,4,1,0,3,9,18,17,16,15,19,12,13,17,15,16,14,11,6,6,4,2,10,5,6,5,6,9,10,12,10,9,6,5,5,4,5,1,2,1,0,0
2022-03-06 14:00:00,0,0,1,6,3,0,2,5,8,0,6,7,9,7,11,10,6,5,3,8,10,11,12,12,12,14,7,13,10,9,4,1,2,0,0,0,4,12,19,22,23,22,20,8,7,9,7,8,7,8,7,6,7,3,6,6,7,8,9,10,12,8,12,13,12,11,10,8,4,0,0,0,0,0
2022-03-06 15:00:00,1,0,1,2,5,6,7,8,10,9,7,5,0,6,6,5,6,8,7,7,6,12,12,9,10,15,13,15,12,10,6,3,0,1,0,0,3,10,16,20,19,18,16,11,6,12,11,9,7,6,4,4,2,3,4,4,5,4,6,4,6,8,12,11,10,6,8,6,7,2,0,0,0,0
2022-03-06 16:00:00,3,0,1,4,6,5,6,8,11,5,8,5,9,6,7,9,8,9,7,7,6,6,7,7,8,16,16,10,15,13,7,3,2,0,0,0,2,7,10,0,7,11,11,12,11,10,11,4,8,9,6,7,4,5,4,7,9,9,9,9,10,10,12,13,10,10,8,0,7,5,1,0,0,0
2022-03-06 17:00:00,1,2,3,4,8,9,0,10,10,12,13,12,10,11,11,10,9,5,4,6,5,5,5,6,10,17,20,23,14,17,12,4,0,1,0,0,3,12,20,21,15,20,14,19,18,17,18,13,10,7,7,7,5,6,8,5,5,9,7,1,6,2,4,3,4,1,3,2,4,2,1,0,0,0
2022-03-06 18:00:00,1,0,1,2,5,8,7,6,9,10,9,8,11,13,7,4,5,9,8,6,7,11,5,12,11,18,17,18,0,15,10,4,4,2,0,0,1,4,8,12,0,8,10,13,12,11,7,10,8,6,4,2,1,1,3,4,7,8,6,8,9,0,7,3,6,5,4,3,4,2,0,1,0,0
2022-03-06 19:00:00,0,0,1,4,6,4,6,0,6,7,7,9,10,5,4,4,5,5,4,6,5,7,0,0,3,26,27,29,23,16,11,4,3,1,0,0,1,5,7,7,6,7,9,7,7,8,9,8,4,3,1,2,0,0,1,7,5,9,8,8,9,8,13,13,10,8,7,6,2,1,0,0,0,0
2022-03-06 20:00:00,0,0,1,3,4,6,5,6,8,9,11,13,8,9,8,8,5,6,5,5,6,7,6,6,5,21,21,23,21,17,10,6,4,0,0,1,4,6,8,5,2,6,8,10,11,10,0,9,4,3,2,1,0,0,2,4,5,2,4,2,3,4,8,7,6,3,4,3,2,1,1,0,0,0
2022-03-06 21:00:00,1,1,1,3,8,6,7,6,11,11,11,8,5,7,6,4,7,7,7,5,3,6,3,4,4,20,21,22,19,17,10,8,3,1,0,0,2,4,6,5,0,5,9,16,13,13,15,15,13,9,8,4,3,2,2,3,6,8,10,7,9,9,11,14,10,9,7,5,7,5,3,1,0,0
2022-03-06 22:00:00,0,0,0,3,7,3,6,7,10,8,11,11,10,8,7,7,9,7,4,5,5,4,2,5,7,26,27,25,22,16,9,4,1,0,1,0,0,1,2,3,4,5,3,16,11,15,14,9,7,6,5,2,3,2,0,3,3,3,5,7,10,13,10,11,8,8,7,7,4,2,0,0,0,0
2022-03-06 23:00:00,0,0,0,1,3,0,0,0,4,0,4,3,0,2,0,0,1,1,6,4,3,1,2,3,2,10,13,15,10,12,11,10,8,0,0,0,0,3,2,5,0,0,5,13,14,7,12,11,10,9,7,5,2,0,0,3,2,2,3,0,3,4,6,6,1,5,0,4,6,4,3,1,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,0,0,0,1,0,0,0,0,0,2,2,0,3,2,2,0,0,4,10,11,12,0,11,8,2,1,0,0,0,0,0,0,0,0,0,1,5,6,0,7,0,9,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,0,2,4,5,6,6,0,5,4,5,5,4,2,3,1,0,0,1,5,9,9,14,15,15,16,3,2,1,0,2,1,1,0,0,0,0,0,5,6,0,1,0,7,1,2,4,0,7,8,8,16,18,22,23,20,17,19,17,17,15,14,0,6,8,1,9,8,8,7,5,2,1,1,0
2022-03-07 06:00:00,0,1,2,7,10,11,0,11,6,5,8,3,5,4,5,3,2,1,1,2,3,6,8,9,8,3,3,5,4,0,2,0,1,0,0,0,1,9,15,9,10,16,15,3,0,3,1,2,3,4,7,8,0,10,9,14,9,11,16,15,15,14,14,12,10,9,7,7,5,3,4,0,1,0
2022-03-07 07:00:00,0,5,6,8,13,13,15,21,22,21,10,10,11,5,11,4,3,2,5,5,9,11,12,15,14,9,7,5,4,2,3,3,2,0,0,0,2,17,21,21,15,19,15,8,8,9,11,14,12,15,16,18,19,27,28,29,28,30,40,39,44,44,48,49,35,31,10,28,25,8,7,5,4,0
2022-03-07 08:00:00,2,5,8,12,21,25,25,23,28,27,47,28,32,28,38,25,15,3,3,7,10,20,23,25,28,20,12,22,20,18,13,13,15,5,3,0,3,18,31,29,25,29,28,13,13,12,9,12,11,14,18,19,20,23,25,39,34,29,57,55,57,54,54,48,34,34,13,32,25,7,4,3,0,0
2022-03-07 09:00:00,0,4,6,13,15,17,11,21,17,15,27,22,25,27,33,17,9,8,9,9,11,15,17,19,21,66,70,71,0,70,69,67,59,3,1,2,6,14,19,21,18,19,18,8,6,11,0,12,9,10,9,10,8,10,14,29,27,25,41,37,42,45,51,48,29,24,24,22,16,6,5,4,1,0
2022-03-07 10:00:00,0,1,2,3,4,8,6,8,9,11,13,12,12,11,10,6,3,4,4,5,7,8,11,10,4,16,15,17,15,14,17,16,15,5,2,1,9,12,17,20,18,15,16,6,6,7,5,5,5,6,4,5,6,6,6,18,16,14,18,15,17,18,15,12,8,6,0,6,4,6,1,0,0,0
2022-03-07 11:00:00,0,2,1,4,6,7,0,7,9,10,12,8,12,11,9,6,5,4,4,8,9,6,0,7,5,18,20,20,19,16,15,13,11,6,6,5,15,21,23,26,24,19,21,13,9,7,5,7,6,4,7,6,4,5,6,7,9,7,7,9,10,10,8,6,7,5,3,3,4,2,1,1,0,0
2022-03-07 12:00:00,1,0,1,2,3,4,5,5,8,4,10,11,10,5,5,7,4,3,2,7,8,7,5,9,8,23,24,27,26,21,22,18,16,3,4,1,26,32,45,28,16,20,15,10,9,8,4,9,7,6,5,5,4,4,7,7,8,3,11,8,10,9,6,4,3,6,5,3,0,1,0,0,0,0
2022-03-07 13:00:00,1,1,2,3,7,10,12,13,14,13,13,13,16,14,12,11,7,13,6,6,8,9,10,6,13,51,63,70,16,15,32,30,28,1,1,0,13,14,16,46,47,46,35,11,7,8,4,6,4,6,8,6,6,5,5,8,8,6,8,10,9,11,14,13,11,9,8,6,3,3,1,1,0,0
2022-03-07 14:00:00,0,1,3,5,7,9,10,11,10,10,14,16,15,16,10,9,6,8,10,10,10,10,5,7,8,11,14,15,9,12,10,5,1,0,1,2,19,20,25,27,13,28,26,10,9,11,14,9,10,9,9,7,8,0,9,5,4,3,5,0,6,5,10,13,12,8,7,6,5,1,0,0,0,0
2022-03-07 15:00:00,1,0,2,4,10,11,12,11,12,14,17,17,17,14,11,14,9,7,3,6,5,6,9,12,7,15,17,18,8,13,9,7,6,2,3,0,43,47,59,42,58,53,52,20,18,17,15,16,14,13,8,7,6,6,7,7,8,8,11,12,12,13,13,10,11,10,9,10,8,4,1,2,0,0
2022-03-07 16:00:00,1,3,2,2,9,11,10,10,14,16,14,14,15,12,15,15,15,8,7,7,8,10,10,9,10,23,24,23,22,18,15,10,2,1,5,3,42,46,36,47,38,33,25,20,21,22,10,20,15,13,11,8,8,7,4,10,11,6,9,8,7,7,9,9,8,6,5,0,2,2,0,0,0,0
2022-03-07 17:00:00,3,0,4,7,13,21,15,20,34,40,27,27,32,30,17,15,15,12,11,10,11,12,11,12,13,22,24,27,26,21,13,10,5,4,2,0,21,26,28,30,30,42,40,22,18,17,15,12,11,9,9,6,1,7,8,7,7,19,17,16,17,17,16,15,14,12,11,5,8,4,1,2,0,0
2022-03-07 18:00:00,2,4,13,26,51,54,52,50,62,63,60,49,56,52,34,34,28,16,10,15,12,12,11,10,7,19,16,19,9,16,7,3,1,2,3,1,12,18,26,27,27,21,15,31,29,27,22,17,10,9,4,4,3,0,4,6,14,27,25,28,22,23,22,23,24,21,19,18,14,9,7,0,0,0
2022-03-07 19:00:00,2,3,4,9,18,19,20,19,24,29,21,40,42,42,21,21,23,19,12,10,9,8,6,9,9,23,25,29,25,19,13,6,2,1,13,0,19,20,26,7,25,22,12,25,25,26,24,19,7,9,7,5,5,5,5,12,20,29,21,20,18,16,16,17,17,13,12,13,11,5,6,2,1,0
2022-03-07 20:00:00,1,0,2,6,13,14,14,15,15,14,11,11,12,12,12,13,12,17,12,11,10,12,12,11,12,14,15,19,15,16,10,3,1,0,0,0,7,8,9,3,0,8,13,18,20,17,15,12,9,7,6,4,7,6,9,10,12,11,16,12,14,15,18,18,15,13,13,0,9,6,2,1,0,0
2022-03-07 21:00:00,0,1,0,2,5,13,14,6,16,16,15,14,9,13,14,13,14,13,11,9,9,8,8,6,8,14,15,16,15,14,8,3,1,0,0,0,1,2,5,11,10,9,9,11,13,13,11,7,5,3,4,3,0,0,4,12,15,14,17,16,16,17,15,13,11,10,7,9,8,4,2,1,0,0
2022-03-07 22:00:00,1,0,0,2,6,7,5,6,10,7,7,8,7,6,7,8,10,11,9,6,3,3,5,8,11,20,21,18,17,14,11,5,0,0,0,0,2,1,3,0,4,2,6,17,18,19,15,12,8,5,5,3,2,4,6,4,5,7,8,8,11,10,15,4,14,13,10,8,9,3,3,0,0,0
2022-03-07 23:00:00,0,0,0,0,3,2,0,0,9,11,11,11,11,9,9,8,6,9,6,2,4,3,0,4,4,12,15,16,12,11,7,4,3,0,1,0,1,2,3,0,0,2,5,7,10,7,9,7,6,6,4,3,1,1,2,7,7,7,6,8,0,8,9,11,10,9,1,9,7,3,2,1,0,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 04:00:00,1,0,0,2,4,0,0,0,3,2,4,5,4,6,5,3,2,1,3,11,13,14,0,8,6,3,2,0,0,0,0,0,0,0,0,0,0,5,6,0,8,0,7,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 05:00:00,0,1,3,4,5,1,4,5,2,2,2,3,0,0,2,1,0,0,5,8,9,11,12,8,15,4,3,2,0,1,0,1,0,0,0,0,0,3,4,5,2,0,4,2,0,5,0,0,7,7,16,17,19,19,19,11,7,10,9,0,4,10,6,8,9,4,3,7,10,7,3,0,2,0
2022-03-08 06:00:00,0,2,2,5,4,6,8,11,10,11,14,11,7,3,10,2,1,1,2,4,5,7,4,8,6,5,7,5,0,0,0,6,3,1,0,0,1,7,11,13,15,16,10,3,2,1,0,2,3,4,6,5,6,4,7,16,15,9,9,9,11,10,11,9,9,7,8,6,7,1,1,0,0,0
2022-03-08 07:00:00,1,4,5,9,14,15,16,20,23,22,13,11,10,8,8,5,4,3,3,5,9,18,17,19,16,8,7,6,0,0,2,1,2,1,0,0,1,15,19,21,22,22,16,9,8,8,7,8,10,12,16,17,20,25,26,20,19,20,36,37,37,36,34,30,26,25,0,14,15,6,4,2,3,0
2022-03-08 08:00:00,1,4,10,14,21,26,27,27,27,26,35,32,39,32,42,26,16,4,5,8,10,22,24,24,26,28,28,28,27,26,27,17,24,6,2,1,3,18,33,34,33,28,26,10,9,14,14,15,16,19,18,22,23,24,25,29,30,26,55,56,61,63,63,58,48,47,42,48,35,14,10,7,2,0
2022-03-08 09:00:00,0,3,9,11,19,21,11,20,17,16,31,24,41,33,33,12,5,3,2,7,9,16,19,20,23,69,69,69,49,0,48,49,58,3,1,1,4,13,19,19,18,20,14,9,8,6,0,7,7,8,11,16,17,17,19,42,38,30,54,50,53,45,45,25,13,14,15,13,11,3,2,1,0,0
2022-03-08 10:00:00,0,1,2,7,10,12,11,13,18,17,20,16,19,17,19,13,8,5,5,9,6,11,12,11,11,21,19,20,18,15,14,17,14,2,0,1,3,8,11,21,20,21,18,8,6,3,3,0,4,3,3,5,3,5,6,11,11,10,20,17,19,16,37,30,20,18,6,6,15,2,0,0,0,0
2022-03-08 11:00:00,0,1,1,2,6,7,0,8,12,11,11,9,11,8,6,3,2,3,3,3,6,11,11,12,10,13,12,13,11,9,8,6,5,5,4,0,24,31,33,31,33,30,24,10,8,5,4,3,2,3,5,5,5,4,5,6,5,6,11,16,19,19,18,17,12,12,11,9,6,4,0,1,0,0
2022-03-08 12:00:00,1,1,0,2,8,7,9,8,9,10,12,11,14,13,10,10,7,6,7,10,11,12,11,11,10,16,17,23,22,21,19,14,18,3,2,3,31,21,34,36,29,26,17,6,5,8,0,5,5,4,3,3,4,5,6,11,12,10,10,13,13,14,16,16,12,10,8,7,5,2,0,0,0,0
