Unnamed: 0,1_대흥교통(기점가상),2_염곡동구룡사,3_구룡사입구,4_국악고교사거리,5_삼호물산,6_원불교앞,7_도곡한신아파트,8_삼익아파트앞,9_총지사,10_영동중앙교회,11_역삼역.GS타워,12_차병원,13_언주역3번출구,14_논현고개,15_학동역,16_강남을지병원,17_국민은행압구정지점,18_압구정역3번출구,19_금옥초등학교앞,20_금남시장앞.백범학원터,21_삼성래미안아파트앞,22_응봉동현대아파트,23_응봉동주민센터,24_응봉사거리,25_무학여고앞,26_왕십리광장.왕십리역7번출구,27_한양대앞.한양시장,28_한양지구대,29_사근고개,30_사근동주민센터,31_성동제일새마을금고,32_사근동하이츠아파트앞,33_사근동벽산아파트,34_한양여대앞,35_한양대동문앞,36_행당중학교,37_한양여대앞,38_사근동하이츠아파트앞,39_성동제일새마을금고,40_사근동주민센터,41_사근고개,42_한양지구대,43_한양대앞,44_왕십리광장.왕십리역4번출구,45_왕십리역,46_무학여고,47_행당신동아.행당푸르지오아파트,48_응봉동주민센터,49_응봉동현대아파트,50_삼성래미안아파트앞,51_금남시장앞.백범학원터,52_금옥초등학교앞,53_옥수삼성아파트.래미안옥수리버젠,54_극동그린아파트앞,55_옥수삼성아파트.래미안옥수리버젠,56_압구정역4번출구,57_국민은행,58_강남을지병원,59_학동역,60_논현동고개,61_언주역2번출구.차병원사거리,62_차병원,63_역삼역,64_영동중앙교회,65_총지사,66_럭키아파트,67_경남아파트,68_도곡한신아파트,69_양재노인종합복지관,70_동원산업앞,71_구룡사,72_구룡사입구,73_구룡사앞,74_도로교통공단서울지부.코트라
2022-03-26 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 04:00:00,0,0,0,1,1,0,2,0,0,3,5,2,0,0,4,2,1,0,2,7,10,0,0,8,4,2,1,0,0,0,0,0,0,0,0,0,1,3,0,0,4,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 05:00:00,1,2,2,2,3,2,0,0,4,3,4,3,3,4,2,2,2,3,3,8,6,9,7,10,9,4,3,2,0,0,1,0,0,0,0,0,1,5,2,6,2,5,3,1,2,4,0,2,2,4,5,5,6,8,6,5,4,5,5,0,6,5,6,8,0,2,0,0,6,3,1,0,0,0
2022-03-26 06:00:00,0,2,3,5,6,7,5,6,6,5,3,3,4,3,8,2,0,0,1,2,3,5,4,5,4,1,2,0,0,1,0,2,1,0,0,0,1,3,8,10,4,0,9,2,2,0,0,0,2,2,4,0,5,0,3,6,5,4,7,8,8,4,8,6,4,3,2,3,3,1,0,0,0,0
2022-03-26 07:00:00,0,1,2,4,5,4,6,5,7,7,11,7,6,5,7,3,2,1,0,0,1,2,3,5,4,2,0,1,0,1,0,0,0,0,0,0,1,4,6,5,6,0,3,2,0,2,1,3,5,7,6,6,0,2,2,4,3,2,7,4,3,2,9,0,0,7,0,0,6,3,0,0,0,0
2022-03-26 08:00:00,0,1,2,5,12,6,6,7,8,9,8,8,11,11,16,10,5,4,2,4,3,5,5,6,6,5,3,4,2,3,2,0,2,0,0,0,3,11,13,9,12,10,12,6,8,6,5,5,7,6,4,5,4,5,2,6,5,6,8,9,11,9,10,9,6,4,2,0,3,0,1,0,0,0
2022-03-26 09:00:00,0,2,2,5,10,11,0,12,13,14,13,9,15,15,20,14,7,3,3,3,4,8,9,11,5,2,3,2,0,1,0,0,2,0,0,0,1,6,9,10,9,11,12,3,2,8,0,7,10,9,9,10,9,10,11,11,7,6,8,6,8,9,9,7,6,5,6,4,5,3,1,0,0,0
2022-03-26 10:00:00,1,2,3,4,8,10,11,9,12,11,8,5,6,5,3,2,3,2,0,6,3,11,12,13,6,8,7,4,2,1,1,1,2,0,1,0,2,11,15,20,17,19,17,13,10,9,8,7,8,8,7,9,10,9,8,7,8,8,11,10,11,12,16,15,12,12,11,3,7,4,1,0,0,0
2022-03-26 11:00:00,1,2,3,5,11,12,4,11,10,7,4,4,7,7,5,4,3,4,5,5,10,12,13,13,9,6,4,5,1,4,3,1,2,1,0,0,3,10,17,19,20,13,10,7,8,9,5,11,11,9,5,8,5,6,9,12,15,15,16,13,11,9,11,5,7,0,2,6,7,2,1,0,0,0
2022-03-26 12:00:00,0,1,3,6,8,10,9,8,11,13,12,13,13,5,6,6,4,6,5,8,6,5,5,8,8,7,0,7,6,5,2,2,0,1,0,0,4,10,16,21,21,17,16,12,12,12,11,9,8,9,7,4,4,7,9,5,6,7,11,7,10,9,14,12,7,7,8,0,7,5,2,0,0,0
2022-03-26 13:00:00,1,3,2,5,8,9,10,14,23,22,21,15,18,17,20,16,13,13,5,9,9,14,11,11,11,7,9,10,9,7,6,2,1,0,1,0,3,9,19,18,21,19,19,11,13,10,9,5,7,9,6,5,0,7,9,8,5,8,10,11,11,8,13,11,12,14,14,13,7,5,3,2,1,0
2022-03-26 14:00:00,1,1,3,4,6,0,0,3,12,16,17,19,18,14,9,8,6,4,5,7,5,8,7,8,7,12,7,11,4,8,5,1,0,2,1,0,3,11,16,17,17,17,13,8,6,8,7,8,9,8,5,2,6,6,10,8,8,7,9,7,7,8,11,11,6,4,3,2,1,0,0,0,0,0
2022-03-26 15:00:00,1,1,3,6,7,8,8,9,13,12,9,11,16,15,12,13,9,11,6,6,6,11,4,10,11,12,11,10,9,4,4,2,1,1,0,1,3,17,18,14,19,18,20,16,14,12,11,9,12,11,9,7,6,5,10,4,5,8,11,8,8,9,12,11,8,9,6,8,7,3,1,0,0,0
2022-03-26 16:00:00,0,0,2,4,6,7,0,8,13,9,12,12,12,8,9,12,14,9,8,10,9,11,10,9,5,8,7,7,3,3,5,2,1,2,0,1,3,10,18,20,21,20,13,14,12,14,8,12,7,8,5,5,6,4,8,10,11,13,15,14,14,13,11,12,11,7,7,5,3,1,0,0,0,0
2022-03-26 17:00:00,1,2,3,5,7,9,10,14,17,19,22,25,24,18,19,17,17,17,12,14,11,11,6,14,15,19,19,20,20,17,8,2,1,0,3,0,15,18,13,16,13,17,22,19,20,20,18,18,15,12,11,8,6,4,5,5,9,11,14,7,12,7,12,9,9,11,10,9,8,7,5,0,1,0
2022-03-26 18:00:00,0,0,1,1,3,7,4,2,8,10,12,10,8,11,12,10,11,15,15,12,15,13,15,14,13,13,8,12,11,10,4,5,4,3,0,1,2,5,22,13,9,19,12,17,19,20,17,16,11,11,7,6,3,4,5,13,13,13,16,16,11,11,14,14,12,8,0,6,5,3,1,0,0,0
2022-03-26 19:00:00,0,0,0,1,3,2,1,1,9,7,5,5,3,4,6,9,6,9,10,11,7,9,9,14,11,15,16,13,12,10,8,4,1,0,2,0,1,2,9,6,7,7,8,13,11,11,10,8,10,7,6,5,4,2,1,3,5,3,4,4,6,6,7,7,5,11,10,9,7,4,1,0,0,0
2022-03-26 20:00:00,0,0,0,1,4,3,1,1,5,7,10,11,4,10,8,9,6,11,8,8,8,7,8,9,7,14,14,15,0,13,5,3,2,2,1,0,0,6,1,0,5,3,5,12,13,9,12,12,8,2,4,3,2,4,4,6,4,4,3,2,4,3,6,7,6,7,3,1,5,3,2,1,0,0
2022-03-26 21:00:00,0,0,1,2,4,7,6,5,7,7,6,7,8,4,6,3,6,5,6,4,5,4,1,2,3,12,14,13,12,10,5,2,1,0,0,0,1,6,8,10,4,7,11,17,18,5,15,13,12,9,10,5,5,3,5,9,10,3,8,6,8,5,9,8,9,6,5,6,3,2,1,0,0,0
2022-03-26 22:00:00,0,0,0,1,2,4,0,0,10,10,17,14,17,15,12,13,9,6,2,4,0,0,1,1,2,11,11,12,8,11,7,3,1,0,4,0,1,5,7,5,6,6,8,13,14,13,4,9,7,5,4,8,6,4,5,10,15,13,16,17,19,19,22,21,16,13,11,10,0,7,4,1,0,0
2022-03-26 23:00:00,0,0,0,0,2,0,0,0,2,3,2,7,6,6,3,5,5,6,4,5,6,7,0,0,1,21,11,22,18,15,8,4,0,0,0,0,1,0,2,0,0,0,7,12,13,11,11,10,10,6,6,4,2,3,1,8,9,8,13,11,12,0,18,14,10,9,10,9,5,4,0,3,2,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,2,4,7,0,2,8,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,0,1,1,2,3,4,0,5,3,4,5,3,2,0,1,0,1,0,2,3,0,8,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,1,0,2,3,0,4,0,2,0,1,0,0,0,0,1,3,0,0,0,0,2,2,0,0,0,0
2022-03-27 06:00:00,1,0,0,1,1,0,0,2,4,0,3,2,0,1,0,2,0,1,1,1,2,4,0,3,3,3,3,2,0,1,0,0,0,0,0,0,0,2,1,1,2,0,1,2,3,1,0,3,2,0,1,0,0,2,1,6,5,1,3,3,3,0,3,0,1,0,0,2,0,1,1,0,0,0
2022-03-27 07:00:00,0,0,1,2,2,1,2,1,3,1,3,2,0,1,1,0,2,0,0,1,2,4,5,5,3,1,2,0,0,0,1,1,0,0,0,0,1,2,4,0,3,3,4,3,3,4,1,0,0,1,1,0,1,1,2,4,1,1,8,6,5,2,2,0,2,0,2,0,3,2,1,0,0,0
2022-03-27 08:00:00,0,0,1,3,10,2,2,5,6,6,5,4,5,3,4,4,0,1,3,4,6,8,8,7,3,2,2,1,1,0,1,0,0,0,0,0,3,5,10,11,9,10,0,6,5,3,4,3,5,6,5,4,5,5,0,6,6,5,12,11,13,10,10,7,5,3,2,0,4,1,1,0,0,0
2022-03-27 09:00:00,0,0,1,4,5,11,0,4,13,12,6,4,7,0,9,7,6,5,1,4,3,9,5,9,9,4,0,0,2,0,1,0,0,0,0,0,1,7,12,14,15,9,17,9,11,5,3,0,2,4,4,7,0,4,8,7,5,4,10,8,9,8,9,10,7,2,3,2,0,0,1,0,0,0
2022-03-27 10:00:00,0,1,2,3,4,8,6,11,18,15,17,17,18,17,16,10,4,4,3,5,7,3,0,3,4,6,0,5,5,3,1,0,0,0,0,0,2,11,13,15,12,13,12,5,4,7,1,5,6,5,5,6,4,6,8,3,2,0,7,5,10,8,9,1,4,3,0,0,3,1,0,0,0,0
2022-03-27 11:00:00,0,1,2,4,3,5,0,6,7,6,7,1,6,3,7,5,5,4,8,8,14,16,11,15,10,8,6,7,4,5,5,4,1,2,0,0,5,11,18,10,12,14,10,8,5,7,7,2,6,8,7,6,5,5,6,7,8,8,9,9,10,8,8,4,6,2,0,0,0,4,1,0,0,0
2022-03-27 12:00:00,0,1,1,2,5,8,4,10,13,13,7,6,6,7,7,5,4,4,4,4,6,12,11,11,12,9,9,6,5,5,2,3,0,0,2,0,6,14,20,25,16,12,13,11,4,13,14,13,12,8,9,8,6,7,10,8,10,9,14,16,16,15,11,10,7,9,4,6,5,1,0,0,0,0
2022-03-27 13:00:00,2,2,4,8,11,13,8,11,15,17,8,9,7,10,13,11,6,3,6,4,6,8,7,9,10,6,7,9,8,5,1,0,1,0,0,0,3,13,15,16,22,19,19,13,13,13,6,4,12,10,9,8,0,3,7,9,8,8,9,9,10,8,8,6,6,7,5,6,4,2,1,0,0,0
2022-03-27 14:00:00,0,2,4,5,6,3,5,10,10,10,10,12,13,13,11,11,9,7,6,8,9,10,11,10,4,15,12,10,9,7,5,4,1,0,1,0,4,12,17,19,18,14,15,6,8,9,8,7,7,7,5,6,7,6,9,7,3,5,7,8,11,12,10,8,11,7,5,8,4,1,0,0,0,0
2022-03-27 15:00:00,0,1,2,5,9,10,0,8,9,5,9,9,1,7,8,4,7,7,4,6,7,9,8,10,12,17,14,16,13,10,9,3,1,1,0,0,5,10,15,17,15,14,14,12,11,12,0,10,7,6,8,11,10,0,12,7,5,5,7,9,8,9,8,6,7,9,4,6,1,2,0,0,0,0
2022-03-27 16:00:00,0,0,1,4,6,7,10,12,13,6,8,6,7,9,8,8,8,15,10,9,11,12,4,12,11,16,13,14,10,13,9,4,2,0,0,0,2,8,11,13,12,13,14,17,7,13,15,10,8,5,3,4,3,2,8,6,6,7,12,13,14,13,11,8,8,6,4,5,4,3,0,0,0,0
2022-03-27 17:00:00,1,2,0,3,6,0,1,5,15,0,13,12,8,9,10,9,8,8,9,10,7,6,4,7,9,14,14,17,14,11,10,7,2,1,0,1,4,7,12,13,0,12,12,10,19,19,15,12,8,11,10,10,8,5,11,7,7,7,7,9,10,12,14,0,3,11,10,7,6,2,1,0,0,0
2022-03-27 18:00:00,0,0,1,2,3,4,1,5,5,5,9,5,7,8,9,8,8,8,8,12,14,15,11,16,13,13,16,17,13,10,4,2,1,0,0,1,7,14,13,19,12,18,20,15,13,12,13,12,8,7,4,3,1,0,3,6,7,7,11,12,14,16,16,17,12,10,0,9,9,5,4,1,0,0
2022-03-27 19:00:00,0,1,3,6,12,10,6,9,6,5,9,4,7,9,6,5,1,6,5,3,6,9,5,11,10,26,24,24,22,17,10,9,3,2,1,0,6,8,11,12,0,8,7,11,12,14,12,11,9,4,5,3,2,3,5,7,6,5,6,4,5,11,13,12,10,9,7,3,4,2,0,1,0,0
2022-03-27 20:00:00,0,0,0,3,0,3,7,6,6,5,11,8,10,9,8,7,4,7,5,5,4,7,8,6,7,16,18,19,12,11,8,4,0,0,0,0,0,5,2,5,9,4,6,7,3,8,7,3,2,3,2,2,4,0,4,7,12,11,14,10,12,10,13,15,14,15,13,13,2,3,1,0,0,0
2022-03-27 21:00:00,0,0,0,2,5,7,7,4,7,9,8,7,7,6,8,5,7,8,8,6,4,5,0,3,4,10,13,17,15,8,12,7,2,0,1,0,2,3,10,10,0,1,9,9,3,7,0,4,3,3,4,4,5,0,6,8,7,6,9,7,8,3,11,8,7,5,0,0,5,5,2,0,0,0
2022-03-27 22:00:00,1,3,0,3,5,7,5,6,8,2,8,10,8,3,8,4,3,7,5,5,6,6,0,4,4,16,19,19,18,16,10,5,0,0,0,0,0,2,3,5,0,3,6,10,9,19,17,14,11,11,6,4,2,4,1,4,0,4,5,0,4,0,11,7,10,9,7,6,8,4,3,0,0,0
2022-03-27 23:00:00,0,0,0,0,1,0,2,0,3,0,0,4,4,0,3,4,0,3,3,3,3,4,0,5,6,14,15,12,13,10,6,3,1,0,3,0,4,0,2,0,2,0,5,8,5,9,8,5,4,1,4,0,3,0,1,4,0,5,7,0,9,9,11,9,9,9,6,5,4,2,0,0,0,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,0,0,0,0,1,0,1,0,0,2,2,3,1,0,0,2,0,0,5,13,13,15,14,7,5,3,0,2,0,0,0,0,0,0,0,0,1,7,8,0,10,0,11,9,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,0,1,2,3,2,0,0,0,4,3,2,0,0,0,1,1,1,2,3,6,9,11,12,15,15,2,3,1,0,0,0,0,0,0,0,0,0,5,6,6,7,7,6,2,0,4,0,6,7,6,16,18,21,23,22,15,13,12,15,14,5,12,9,11,9,9,0,9,8,4,2,0,1,0
2022-03-28 06:00:00,0,3,1,4,8,10,6,9,13,11,11,9,3,4,7,3,2,0,3,4,2,5,5,9,3,2,3,3,2,1,2,2,3,2,1,0,0,8,13,16,15,16,14,10,1,4,0,5,3,4,8,9,3,10,0,13,0,6,12,11,10,6,10,8,7,8,7,6,8,6,5,4,3,0
2022-03-28 07:00:00,0,4,8,11,19,15,21,25,21,20,18,13,9,10,8,5,4,6,4,5,6,12,15,20,18,17,5,4,0,1,2,2,0,1,0,0,2,17,28,18,26,21,19,10,12,10,12,13,16,14,25,18,17,18,19,21,22,20,50,46,54,51,51,47,33,29,26,24,23,6,2,0,2,0
2022-03-28 08:00:00,1,7,13,28,38,40,41,39,45,45,56,45,42,28,40,20,14,3,8,8,11,29,31,43,42,15,15,14,9,13,11,13,9,3,1,1,1,15,22,23,22,22,22,7,10,13,12,11,12,15,20,27,26,23,24,37,37,35,58,51,54,52,59,50,39,37,34,33,30,14,11,7,5,0
2022-03-28 09:00:00,1,5,7,13,18,21,21,20,26,27,35,25,34,32,35,20,8,4,6,7,10,13,16,16,16,24,23,28,20,23,27,26,23,2,1,1,1,10,15,17,18,17,16,6,6,6,6,8,12,13,14,15,15,17,19,24,21,18,23,44,42,31,31,30,22,21,20,18,16,7,3,2,2,0
2022-03-28 10:00:00,0,0,1,4,5,0,0,8,8,6,17,11,11,9,10,5,5,6,4,5,5,7,8,7,8,17,16,17,0,10,12,11,9,4,2,0,6,7,13,9,12,10,10,7,8,7,5,7,6,5,7,4,5,8,8,17,17,16,16,15,14,13,15,12,8,9,6,8,7,1,0,0,0,0
2022-03-28 11:00:00,0,0,1,0,2,4,5,1,4,4,6,4,5,6,6,5,4,4,3,3,5,8,8,8,8,14,17,17,16,15,11,9,3,1,1,1,4,10,9,10,8,11,10,8,7,7,0,6,6,8,5,6,6,6,7,8,7,6,9,8,8,8,9,9,5,4,0,3,5,2,0,0,1,0
2022-03-28 12:00:00,0,0,1,4,7,6,8,8,10,8,6,7,7,7,6,7,6,4,2,6,4,6,7,8,9,16,16,16,3,11,12,14,12,5,6,5,23,26,28,26,15,16,14,9,13,13,12,11,9,4,4,5,6,6,7,11,13,11,17,18,18,17,15,15,13,12,11,9,4,1,0,0,0,0
2022-03-28 13:00:00,0,0,0,3,4,6,6,5,6,9,9,6,5,5,5,3,3,5,6,8,8,7,8,9,11,23,19,25,24,21,14,12,18,1,2,1,5,9,10,11,11,23,20,8,9,8,4,6,6,5,8,7,2,0,8,8,9,8,11,10,10,12,14,11,11,6,5,4,8,2,1,0,0,0
2022-03-28 14:00:00,0,0,1,5,4,5,7,8,11,11,9,8,8,9,10,7,7,6,4,7,6,6,6,7,2,15,17,18,15,14,12,9,8,3,0,0,4,9,13,14,14,14,10,10,10,7,9,7,11,11,6,5,4,6,5,6,11,12,12,13,10,8,9,10,12,14,13,13,9,3,1,0,0,0
2022-03-28 15:00:00,0,1,1,4,8,8,11,8,9,12,11,10,11,10,7,7,7,12,10,7,7,10,9,6,7,19,20,20,18,14,9,5,5,2,2,1,20,22,15,16,17,19,20,15,15,12,9,15,14,13,10,8,5,4,7,6,8,9,10,9,9,7,7,7,7,7,7,5,5,1,0,0,0,0
2022-03-28 16:00:00,0,0,3,7,11,13,12,10,19,10,12,12,11,10,9,12,11,12,13,13,11,13,7,10,9,11,12,12,11,9,8,4,3,5,3,0,18,22,30,31,31,27,28,20,19,18,17,18,13,12,10,9,6,8,10,9,7,10,12,10,9,9,11,12,11,7,6,4,3,1,0,0,0,0
2022-03-28 17:00:00,1,1,4,17,21,22,22,21,28,33,26,36,43,37,32,27,22,14,17,17,22,22,24,22,19,24,23,23,20,17,10,6,5,3,6,0,45,50,52,54,53,48,39,20,18,16,15,11,8,8,8,6,6,7,8,5,10,12,12,9,10,11,19,21,21,19,8,2,7,2,1,0,0,0
2022-03-28 18:00:00,4,0,8,21,41,46,43,42,59,58,47,47,52,51,32,33,29,19,13,15,12,12,13,14,13,19,19,21,17,18,9,2,0,0,5,0,4,9,17,19,14,16,16,25,26,27,25,17,12,10,5,6,4,4,9,16,29,35,43,38,37,35,22,29,33,31,30,27,23,9,3,2,1,0
2022-03-28 19:00:00,1,0,0,3,7,13,21,13,23,28,25,24,24,24,16,21,18,14,14,11,10,12,5,11,10,24,25,29,22,19,12,6,4,2,2,0,4,8,12,8,11,9,14,24,24,22,20,16,10,9,8,6,2,5,3,12,17,25,21,23,24,28,39,39,33,34,32,29,22,13,10,9,1,0
2022-03-28 20:00:00,1,0,0,5,8,7,0,8,14,6,11,10,0,7,10,8,9,11,7,8,7,9,8,5,4,18,18,21,20,13,10,4,3,2,1,0,6,10,8,0,4,9,7,12,13,19,9,13,10,5,4,3,3,2,1,4,5,6,5,5,7,10,8,14,13,18,12,8,10,4,3,2,0,0
2022-03-28 21:00:00,1,0,2,5,10,9,0,5,14,13,17,17,19,11,16,19,18,13,10,8,5,3,0,0,4,17,16,18,12,14,8,4,2,1,0,0,4,4,6,5,0,7,10,14,13,12,11,10,4,7,8,6,6,4,5,9,18,16,14,15,17,17,17,19,15,15,14,12,9,5,3,1,0,0
2022-03-28 22:00:00,0,0,0,1,5,6,5,4,12,15,15,15,15,14,10,10,9,10,10,9,9,6,5,6,8,14,13,15,14,12,8,4,1,0,1,0,1,3,4,1,5,3,10,17,16,15,14,11,8,6,4,5,4,2,6,7,9,8,10,10,11,11,21,20,20,15,13,11,9,4,1,1,0,0
2022-03-28 23:00:00,0,0,1,2,4,3,4,0,8,0,11,9,11,10,7,7,9,11,9,7,5,4,1,2,5,15,17,17,16,12,5,2,0,0,3,4,3,4,0,0,0,2,5,8,8,10,8,8,5,3,6,6,5,0,6,9,8,8,7,7,4,5,4,0,3,3,13,12,11,4,2,1,0,0
2022-03-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 04:00:00,1,1,0,0,0,0,0,0,2,3,7,0,6,2,2,5,2,0,4,11,14,15,0,11,8,6,0,0,0,0,0,0,0,0,0,0,0,4,5,0,6,0,8,7,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 05:00:00,1,3,4,1,2,3,0,4,3,3,5,4,6,0,4,1,3,3,8,13,12,16,5,18,17,5,4,2,0,0,0,1,0,0,0,0,0,4,6,7,6,0,5,2,1,5,0,7,10,9,15,16,19,7,19,15,6,13,12,10,11,12,8,10,9,10,8,0,9,4,1,0,0,0
2022-03-29 06:00:00,0,1,3,3,5,4,0,5,7,6,6,5,8,6,9,5,3,2,3,4,6,9,8,9,8,4,3,4,3,2,0,1,1,0,0,0,1,6,10,11,12,11,13,5,6,7,9,2,11,6,5,5,7,11,3,10,8,8,11,9,11,11,12,10,8,7,6,7,9,6,5,0,5,0
2022-03-29 07:00:00,0,2,5,9,16,20,22,27,23,24,20,10,10,8,5,4,3,2,4,4,8,15,13,17,16,5,4,5,0,3,1,0,2,0,0,0,2,20,29,31,30,30,29,10,10,9,10,7,11,12,17,21,18,20,24,25,25,24,50,51,52,40,40,36,28,27,12,26,24,9,7,5,4,0
2022-03-29 08:00:00,1,5,4,12,18,16,13,17,33,34,43,32,37,36,46,30,19,3,5,6,9,21,25,35,29,20,18,18,7,17,17,18,16,6,5,0,2,26,39,41,37,36,29,12,12,12,13,12,10,11,13,18,23,23,28,35,35,34,52,42,40,48,49,49,41,37,36,32,28,6,3,1,2,0
2022-03-29 09:00:00,1,1,3,9,13,18,19,20,20,15,26,22,23,17,27,20,10,5,7,11,18,23,22,25,30,42,43,46,45,44,44,41,40,5,2,1,2,9,12,14,12,12,11,7,6,8,5,7,8,10,15,4,16,18,19,39,39,25,47,44,42,39,34,30,22,19,15,17,16,5,2,1,0,0
2022-03-29 10:00:00,0,0,2,4,7,9,10,11,11,11,22,16,16,13,11,8,8,6,5,4,8,11,13,16,12,11,9,9,8,8,8,6,7,2,1,0,3,7,11,14,15,15,14,5,0,3,4,4,4,5,6,6,7,8,9,11,9,5,12,11,13,12,16,15,11,7,9,8,5,3,1,0,0,0
