Unnamed: 0,1_양천공영차고지,2_신정현대아파트,3_양천고등학교,4_정랑고개.양천벤처타운,5_신트리아파트,6_신트리공원.목동아파트11단지,7_목동12단지,8_양천구민체육센터.양천일자리센터,9_양천구청,10_양천공원,11_신정2동주민센터,12_새마을금고,13_오목교역.청학스포츠타운,14_오목교역.동신한방병원,15_관악고등학교,16_양평신동아아파트,17_교보앞,18_당산동진로아파트,19_김안과병원,20_경방타임스퀘어.신세계백화점,21_남부지방법원등기국.구로세무서(에이스하이테크시티),22_문래동남성아파트,23_신도림역,24_신도림동.구로역,25_구일역.중앙유통상가,26_동양미래대학.구로성심병원,27_개봉역.영화아파트,28_경인중학교.개봉사거리,29_오류1동주민센터.오류문화센터,30_오류동역,31_오류2동새마을금고,32_오류2동주민센터,33_천왕역1번출구,34_연지타운2단지,35_구로우체국.이펜하우스3단지후문,36_천왕이펜하우스5단지,37_천왕이펜하우스3.4단지,38_천왕이펜하우스3단지입구,39_천왕이펜하우스2단지,40_천왕역3번출구,41_오남중학교.삼미주택,42_금강수목원아파트,43_수궁동주민센터,44_수궁119안전센터,45_예림디자인고.오류고.서울공연예술고,46_서서울생활과학고.궁동도서관,47_신정숲속마을아파트,48_양천공영차고지
2022-03-26 14:00:00,2,4,6,8,14,14,17,18,22,20,22,22,13,14,15,17,12,10,10,11,13,9,13,13,12,13,14,17,9,8,8,5,5,4,5,3,6,3,5,5,7,7,4,0,3,0,0,0
2022-03-26 15:00:00,1,3,9,9,12,14,18,20,25,27,26,25,18,16,14,15,19,17,16,15,14,0,28,19,27,25,19,14,13,12,9,7,6,4,4,5,4,0,0,2,2,3,0,1,0,3,2,0
2022-03-26 16:00:00,1,4,5,8,11,14,17,19,25,24,28,31,21,25,23,10,14,21,17,22,15,24,23,22,19,23,20,25,22,17,15,14,10,7,1,10,8,0,6,7,14,4,12,10,8,0,0,0
2022-03-26 17:00:00,1,5,0,7,12,15,17,23,24,25,27,30,24,23,27,24,21,21,23,22,10,25,28,28,28,27,26,26,27,30,22,20,17,13,7,6,4,5,7,6,7,6,6,5,3,0,1,0
2022-03-26 18:00:00,0,3,5,2,10,13,13,16,20,18,22,23,17,15,13,13,15,14,11,17,15,17,24,22,21,22,23,20,20,19,17,11,14,13,7,5,2,4,3,8,8,9,7,4,0,5,4,0
2022-03-26 19:00:00,0,2,3,3,1,0,4,7,0,9,0,14,13,13,11,10,12,11,4,16,7,15,20,0,21,19,19,22,14,15,12,13,12,11,10,4,2,3,4,7,6,7,3,4,3,0,0,0
2022-03-26 20:00:00,1,0,3,0,5,0,4,6,5,0,6,6,6,9,11,11,12,4,12,15,6,0,25,22,20,15,12,13,26,28,27,27,19,13,12,3,4,3,1,5,6,0,3,0,0,0,2,0
2022-03-26 21:00:00,0,1,1,1,2,3,4,4,6,2,4,8,6,8,9,3,2,2,2,12,9,12,19,17,18,19,16,16,19,20,19,11,10,8,4,4,2,0,1,3,2,0,0,0,0,0,1,0
2022-03-26 22:00:00,1,1,1,0,0,2,0,3,3,5,5,7,5,10,9,8,9,8,8,11,12,16,20,14,0,23,22,16,15,15,14,13,14,10,3,3,2,0,3,5,6,0,4,1,2,0,1,0
2022-03-26 23:00:00,0,1,0,0,0,0,2,0,1,1,2,3,2,3,5,5,4,0,4,6,7,10,16,17,10,18,19,18,17,19,15,12,13,10,4,6,1,4,2,3,3,3,2,0,1,0,0,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,2,0,1,0,3,0,0,0,2,0,0,3,0,5,0,0,0,7,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,1,2,2,1,2,1,0,2,1,0,0,0,0,2,2,0,0,0,0,1,2,0,3,3,1,2,0,3,0,2,3,2,1,2,1,1,2,2,1,3,2,3,2,0,0,0,0,0
2022-03-27 06:00:00,1,1,0,3,0,0,1,0,0,1,0,0,0,1,2,0,0,0,0,1,1,0,2,3,3,2,2,2,1,0,1,0,1,0,0,2,2,3,0,2,1,0,0,0,0,0,0,0
2022-03-27 07:00:00,0,2,3,2,4,3,2,3,5,0,4,5,2,5,0,3,4,0,1,0,1,0,3,0,0,0,1,1,3,0,3,0,0,0,1,3,5,7,4,4,3,0,0,0,0,0,0,0
2022-03-27 08:00:00,5,3,6,8,10,11,9,7,12,8,7,8,4,2,3,3,3,3,4,3,0,0,2,5,3,4,3,5,4,6,4,2,3,2,1,5,4,5,4,4,0,0,1,3,3,0,2,0
2022-03-27 09:00:00,1,5,8,10,12,11,10,11,10,0,11,10,6,3,4,4,5,1,4,2,3,2,3,4,3,4,5,5,11,11,9,8,6,0,6,7,4,4,0,10,7,0,6,4,7,6,4,0
2022-03-27 10:00:00,0,2,2,3,4,0,10,10,8,8,10,9,6,11,11,11,11,10,6,4,4,4,4,6,2,6,8,10,7,6,7,6,5,4,3,6,4,6,5,4,2,3,2,0,0,3,2,0
2022-03-27 11:00:00,0,5,10,5,13,15,14,14,18,6,10,14,7,10,9,10,10,9,8,3,1,0,0,2,4,3,2,6,8,11,9,7,8,6,4,6,4,4,3,4,5,5,3,4,5,0,2,0
2022-03-27 12:00:00,1,8,7,8,13,15,15,19,21,20,20,22,15,14,13,12,15,8,11,6,7,8,13,13,9,11,10,12,12,13,12,10,8,5,5,7,10,12,12,11,12,10,6,6,4,0,4,0
2022-03-27 13:00:00,1,4,8,9,17,10,19,18,17,16,17,18,13,15,14,16,16,14,12,9,0,10,11,13,12,13,12,10,10,11,8,7,5,6,4,6,8,11,10,11,12,3,7,6,1,3,3,0
2022-03-27 14:00:00,1,4,6,6,16,17,19,18,18,18,16,12,14,14,12,10,10,12,10,10,9,7,9,6,5,9,8,10,10,11,5,9,6,5,4,5,3,5,2,6,8,0,4,2,0,0,1,0
2022-03-27 15:00:00,3,4,11,12,18,19,20,21,19,18,16,17,12,10,10,11,10,11,10,12,13,12,16,16,12,11,12,8,10,12,13,11,10,7,5,2,3,5,1,5,4,6,5,3,3,0,3,0
2022-03-27 16:00:00,3,5,6,7,14,16,13,16,20,19,19,22,13,15,15,16,18,15,12,15,16,14,21,16,20,17,20,18,19,23,20,19,13,11,10,7,3,6,2,8,9,0,6,3,3,0,0,0
2022-03-27 17:00:00,2,1,3,7,9,11,14,14,16,18,19,19,14,14,10,12,12,11,12,21,22,22,21,22,21,18,19,21,17,10,8,7,11,7,10,5,4,5,4,8,7,6,6,5,3,1,0,0
2022-03-27 18:00:00,0,1,2,1,0,3,8,7,13,4,15,16,10,8,6,8,5,6,4,12,15,3,18,17,19,16,17,15,24,22,15,14,13,8,0,3,2,0,1,4,0,3,2,1,0,0,0,0
2022-03-27 19:00:00,1,3,4,1,8,0,7,8,7,3,9,10,7,9,8,6,5,5,6,13,11,13,20,16,15,12,10,8,13,10,11,10,8,7,4,2,3,2,1,4,3,1,2,1,0,0,0,0
2022-03-27 20:00:00,0,1,2,2,0,3,4,4,2,3,4,3,2,4,2,5,4,5,10,16,18,13,21,21,21,20,19,19,14,13,11,10,7,6,5,2,3,2,1,7,6,5,2,1,0,0,0,0
2022-03-27 21:00:00,0,1,2,3,4,3,3,0,4,0,6,8,7,5,4,5,4,0,4,8,9,5,14,12,15,14,8,14,11,12,10,8,7,5,6,6,2,2,1,5,4,4,3,2,1,0,0,0
2022-03-27 22:00:00,0,0,0,0,1,0,1,1,0,0,2,2,3,4,2,3,2,3,3,19,8,6,24,23,8,23,21,22,19,20,14,13,11,5,9,4,3,1,2,3,2,0,2,1,0,0,0,0
2022-03-27 23:00:00,0,0,0,0,0,0,1,2,3,0,4,3,0,2,0,0,0,1,2,3,6,2,4,8,7,9,8,0,8,10,9,0,7,6,5,4,1,1,0,2,0,0,1,0,0,0,0,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,1,1,3,0,6,0,4,5,4,5,6,9,8,11,6,0,0,10,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,0,3,4,7,9,10,9,10,9,9,10,9,6,3,9,9,5,3,4,2,3,1,2,0,1,1,0,2,2,3,4,3,1,1,0,3,2,4,0,1,0,1,0,0,0,0,0,0
2022-03-28 06:00:00,1,4,8,10,12,14,16,18,21,20,17,15,8,8,7,7,5,8,5,3,3,0,3,0,2,0,3,4,5,3,6,0,5,6,6,13,24,28,7,11,4,5,5,2,2,4,2,0
2022-03-28 07:00:00,3,14,24,30,39,41,48,42,41,41,43,38,13,12,14,10,11,11,8,6,3,6,10,11,10,7,8,9,8,6,10,3,20,43,40,53,56,59,61,67,67,66,40,36,12,7,3,0
2022-03-28 08:00:00,3,13,24,29,37,39,43,46,46,44,45,42,20,22,20,15,16,14,14,12,8,9,17,15,9,9,9,9,8,9,11,8,6,7,3,12,17,23,23,16,16,16,16,15,9,9,1,0
2022-03-28 09:00:00,3,5,9,12,18,21,25,28,27,28,28,25,14,14,12,11,13,9,6,3,4,1,7,8,3,7,8,9,7,6,8,7,4,3,2,7,9,10,6,5,6,4,4,3,3,1,2,0
2022-03-28 10:00:00,1,3,6,9,10,9,11,13,13,12,11,12,7,8,7,6,8,10,7,6,5,0,5,2,5,5,6,8,7,7,5,4,5,1,2,4,4,3,3,5,2,0,0,1,1,0,0,0
2022-03-28 11:00:00,1,5,3,7,12,9,17,18,20,17,19,17,13,11,10,7,9,10,7,7,8,0,10,9,9,9,10,10,11,11,8,7,3,3,4,5,4,6,6,5,2,6,2,1,1,0,0,0
2022-03-28 12:00:00,0,6,20,13,10,11,10,10,16,15,14,13,9,11,9,7,12,12,8,6,2,5,8,9,8,8,8,10,11,9,7,9,6,4,3,9,11,12,10,6,5,5,4,4,4,0,1,0
2022-03-28 13:00:00,3,5,9,12,18,22,24,20,14,17,13,17,13,14,13,13,13,11,10,8,9,5,8,8,8,9,9,8,9,11,12,9,8,7,6,4,6,5,5,5,6,6,0,5,0,0,0,0
2022-03-28 14:00:00,7,5,6,8,11,12,11,21,23,24,23,22,9,11,9,12,10,12,9,7,8,5,9,4,8,10,8,9,14,13,13,13,9,8,7,4,3,3,2,4,19,16,9,7,6,1,4,0
2022-03-28 15:00:00,3,7,9,7,12,16,17,16,12,10,12,13,10,10,9,10,12,13,10,11,10,6,14,14,36,35,34,32,25,28,24,23,17,13,12,5,5,6,3,6,12,4,9,5,1,10,5,0
2022-03-28 16:00:00,8,31,45,39,43,37,36,32,24,17,15,14,9,12,13,14,17,16,19,21,21,18,24,25,22,21,29,31,34,34,29,28,20,14,13,8,8,11,9,9,12,9,9,5,14,15,14,0
2022-03-28 17:00:00,2,11,15,18,22,24,22,24,23,19,13,18,10,12,11,12,14,18,20,17,18,19,26,27,33,30,29,28,21,20,20,18,14,14,12,7,9,3,3,12,11,12,9,9,9,0,8,0
2022-03-28 18:00:00,3,4,5,12,17,9,12,17,20,23,22,24,19,16,17,19,23,40,38,27,34,33,43,42,39,34,31,33,31,34,29,28,21,18,16,6,11,5,9,13,12,8,7,6,3,3,2,0
2022-03-28 19:00:00,1,3,5,5,6,6,4,4,10,0,7,5,6,5,5,7,9,10,15,20,21,21,37,33,29,38,34,32,24,25,19,18,16,14,9,6,7,5,3,10,10,9,5,1,2,0,1,0
2022-03-28 20:00:00,0,4,8,6,5,0,4,7,9,6,10,10,9,10,9,7,6,7,6,10,11,11,17,18,17,15,15,16,14,14,16,13,11,8,8,5,4,2,3,7,6,6,7,6,5,0,3,0
2022-03-28 21:00:00,1,2,2,1,3,5,4,5,8,10,8,11,7,8,8,10,11,4,5,9,8,12,20,19,16,13,14,14,18,21,19,18,15,12,7,4,3,2,0,7,8,8,6,8,5,0,1,0
2022-03-28 22:00:00,0,0,1,1,2,1,6,11,12,11,11,12,9,14,12,11,12,13,13,20,13,19,25,22,21,18,16,15,14,11,12,8,8,7,6,3,2,0,0,4,4,0,3,2,1,0,0,0
2022-03-28 23:00:00,0,1,2,0,1,1,0,3,3,4,6,8,6,5,3,5,3,4,3,3,3,2,15,4,16,13,12,10,11,12,11,9,7,6,1,1,2,0,0,2,0,3,1,1,0,0,0,0
2022-03-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 04:00:00,1,1,2,0,3,0,0,3,0,3,3,6,5,7,5,8,7,9,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 05:00:00,1,2,6,0,7,8,8,8,9,10,11,9,6,5,5,4,4,6,6,6,3,3,2,2,3,2,0,3,0,2,2,1,0,2,0,2,0,4,2,2,0,4,2,0,0,0,0,0
2022-03-29 06:00:00,2,5,6,6,10,12,16,17,19,21,14,12,6,5,3,4,3,3,3,2,2,2,5,4,5,7,3,6,7,6,6,0,7,11,13,5,3,5,2,10,9,5,6,4,4,1,0,0
2022-03-29 07:00:00,3,11,19,26,38,41,48,50,56,35,38,35,12,13,13,16,10,9,7,5,1,3,6,7,5,4,5,4,7,8,14,2,14,34,33,47,51,57,42,63,51,50,44,43,19,11,9,0
2022-03-29 08:00:00,4,9,20,22,29,31,33,31,35,55,56,49,19,19,18,20,16,17,13,14,10,9,21,16,5,8,9,11,10,11,9,8,6,7,3,8,11,15,14,15,16,16,14,12,10,8,0,0
2022-03-29 09:00:00,1,4,7,11,31,31,33,34,35,34,33,30,18,17,15,11,12,7,9,4,3,1,3,2,0,6,4,5,6,7,5,6,3,2,2,4,7,12,11,8,8,9,8,7,7,0,6,0
2022-03-29 10:00:00,0,3,7,7,11,11,13,12,15,16,17,17,10,14,17,21,17,12,6,6,7,6,10,10,5,8,5,6,6,8,9,10,6,0,5,4,3,7,0,7,6,8,6,4,2,1,3,0
2022-03-29 11:00:00,2,3,4,6,8,8,10,11,15,9,13,11,8,7,5,6,5,6,10,3,0,1,6,3,7,5,6,5,8,10,11,10,8,3,4,5,6,4,4,6,1,5,5,4,1,0,0,0
2022-03-29 12:00:00,1,3,8,9,8,10,14,16,10,17,18,17,11,10,8,7,6,7,9,9,7,4,8,9,12,11,10,10,10,13,13,11,7,4,0,8,6,5,3,4,7,8,7,7,6,2,5,0
2022-03-29 13:00:00,2,6,11,12,13,9,14,14,16,18,19,15,11,11,8,9,8,11,10,6,6,5,12,11,11,10,9,8,11,12,10,9,8,5,7,7,4,3,0,4,5,3,2,1,2,0,1,0
2022-03-29 14:00:00,3,2,6,3,6,8,7,10,11,12,13,13,10,8,4,8,11,10,9,8,7,0,10,6,10,9,10,15,15,16,15,14,10,6,7,4,4,5,7,7,9,10,3,1,2,0,1,0
2022-03-29 15:00:00,3,7,10,12,16,10,17,16,15,16,14,16,11,12,14,15,14,12,13,8,7,5,12,11,31,32,36,35,30,31,28,11,23,17,16,5,5,2,4,8,29,27,13,7,4,5,4,0
2022-03-29 16:00:00,4,29,42,43,47,46,39,34,28,23,20,17,16,13,11,11,13,13,13,12,8,13,11,12,16,20,23,22,22,24,24,23,19,18,14,10,8,7,6,8,11,12,9,3,6,10,7,0
2022-03-29 17:00:00,0,3,13,14,15,16,17,19,18,17,16,17,15,15,14,18,20,22,22,24,26,26,37,36,39,36,36,33,28,27,26,21,17,16,9,8,8,7,6,10,12,13,12,10,6,5,4,0
2022-03-29 18:00:00,7,11,14,16,19,19,17,21,34,37,36,39,30,27,25,29,32,36,37,31,37,37,45,46,44,43,37,30,30,32,27,24,21,18,16,7,9,6,5,12,11,10,8,4,7,11,9,0
2022-03-29 19:00:00,1,2,2,3,4,4,6,6,9,10,12,11,9,13,13,15,16,17,22,20,19,15,25,26,25,23,24,24,18,23,17,15,13,12,15,9,6,9,8,12,12,10,5,2,2,0,1,0
2022-03-29 20:00:00,0,2,0,3,0,1,5,6,7,6,10,11,9,10,8,9,10,10,10,18,19,20,28,23,29,26,23,20,18,19,18,13,11,10,7,3,7,7,4,6,4,6,3,3,2,0,2,0
2022-03-29 21:00:00,0,0,1,1,5,0,4,6,8,3,10,10,9,12,12,12,11,10,9,14,0,14,20,19,18,25,27,25,22,20,17,14,13,11,9,6,5,4,2,5,4,5,4,3,3,0,1,0
2022-03-29 22:00:00,2,1,0,0,1,1,2,5,11,4,12,14,13,14,13,14,16,11,9,12,15,14,24,23,18,18,18,19,20,24,21,22,15,12,9,5,2,0,1,5,7,8,6,3,1,0,0,0
2022-03-29 23:00:00,0,0,3,3,0,0,1,2,4,3,4,0,4,6,5,5,5,4,7,7,7,8,16,18,19,23,21,18,11,11,5,10,7,6,5,4,3,2,1,5,4,0,3,1,1,0,0,0
2022-03-30 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 04:00:00,1,1,3,0,7,0,0,3,4,4,4,6,5,10,5,0,11,11,8,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 05:00:00,1,3,3,5,7,9,9,10,5,9,8,10,5,4,3,5,4,1,4,2,2,2,3,1,2,1,4,3,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
2022-03-30 06:00:00,1,4,6,8,11,14,18,20,10,19,22,19,8,7,8,9,9,7,6,2,2,3,5,0,4,5,6,5,6,6,8,0,9,11,13,12,14,15,12,14,5,12,3,2,2,2,1,0
2022-03-30 07:00:00,2,10,17,21,29,33,45,45,49,36,38,31,12,14,13,14,13,11,7,4,3,2,6,7,5,6,7,8,8,9,10,9,12,29,27,43,49,53,51,53,54,51,43,40,12,5,4,0
2022-03-30 08:00:00,2,8,22,22,28,31,34,35,35,51,52,43,20,20,17,17,14,17,16,11,8,5,19,18,9,8,8,6,6,9,9,8,10,10,5,15,18,23,19,17,16,15,17,18,11,8,5,0
2022-03-30 09:00:00,2,3,9,12,17,18,22,31,31,32,34,28,14,12,11,10,8,8,7,7,5,3,11,10,4,5,6,6,6,4,5,5,4,3,2,8,12,13,12,8,4,5,8,4,4,0,3,0
2022-03-30 10:00:00,1,3,6,9,11,8,14,13,19,14,20,18,16,13,15,3,15,13,10,5,4,3,5,6,4,6,5,6,5,4,5,5,4,0,1,6,6,5,4,5,6,7,3,2,1,0,0,0
2022-03-30 11:00:00,1,2,3,5,7,8,9,10,12,15,16,13,14,12,10,12,11,10,7,5,3,5,8,6,5,5,5,3,5,7,3,4,3,4,2,3,5,7,1,7,4,8,5,4,5,0,4,0
2022-03-30 12:00:00,1,6,9,8,11,12,13,14,14,14,15,15,9,8,6,7,9,10,10,10,11,6,10,10,11,11,10,11,11,13,13,14,11,9,7,4,5,6,6,3,4,3,3,2,1,1,2,0
2022-03-30 13:00:00,2,7,10,10,12,14,12,13,16,16,15,16,11,10,9,7,13,13,10,9,8,7,11,10,10,10,10,9,12,12,11,13,9,5,8,4,5,4,4,3,4,4,3,2,1,0,0,0
2022-03-30 14:00:00,0,3,4,5,9,7,13,10,12,13,13,12,10,9,10,9,13,12,9,9,9,8,11,9,9,11,20,22,18,19,11,8,7,4,5,3,4,5,4,4,26,26,14,10,4,3,2,0
2022-03-30 15:00:00,4,23,31,30,33,37,37,29,28,26,27,19,12,13,18,16,13,9,11,11,11,13,19,17,27,29,30,31,28,29,25,24,16,14,14,6,6,5,7,7,9,10,6,3,3,10,0,0
2022-03-30 16:00:00,1,25,56,57,24,53,46,46,43,22,19,17,12,9,9,14,19,18,19,23,22,21,21,19,21,21,22,23,19,16,20,19,13,11,10,5,3,5,7,7,12,12,9,5,9,6,8,0
2022-03-30 17:00:00,1,10,21,24,32,33,27,26,19,16,17,18,11,11,14,16,19,25,23,22,18,18,24,25,28,27,26,22,21,23,21,19,14,12,10,9,8,10,6,15,18,21,19,13,6,5,6,0
2022-03-30 18:00:00,3,9,11,14,17,16,24,23,30,24,27,26,22,22,21,24,31,35,36,42,42,44,43,40,45,43,41,36,31,31,27,24,16,15,13,3,8,10,8,10,10,8,7,3,2,1,2,0
2022-03-30 19:00:00,0,3,5,3,1,3,8,10,11,12,21,21,11,14,14,18,19,19,20,15,18,16,27,27,31,29,30,29,24,26,25,17,22,17,13,4,3,6,7,11,12,11,8,4,2,0,2,0
2022-03-30 20:00:00,0,2,3,2,0,0,5,8,12,13,12,13,11,10,9,7,8,10,9,12,11,13,25,24,20,16,15,11,18,20,17,15,11,10,5,2,3,4,3,6,5,4,4,3,0,0,0,0
2022-03-30 21:00:00,0,2,3,1,4,6,5,8,11,9,8,10,9,9,8,6,5,6,5,11,13,10,14,13,15,17,18,17,15,18,18,14,12,9,6,3,2,0,0,4,5,4,1,3,2,0,1,0
2022-03-30 22:00:00,1,1,2,1,0,4,5,5,10,11,13,7,11,13,10,8,11,8,8,13,9,14,23,21,14,23,22,23,16,18,15,13,10,8,7,5,2,2,4,7,4,7,7,2,1,0,2,0
2022-03-30 23:00:00,0,7,1,0,1,0,2,4,4,0,5,8,7,7,5,4,7,7,5,11,9,2,11,11,12,12,13,12,11,9,10,8,9,8,7,3,2,1,1,2,3,2,0,0,0,0,0,0
2022-03-31 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 04:00:00,1,1,3,0,7,0,0,0,0,3,4,5,4,7,8,9,0,11,0,8,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 05:00:00,1,2,4,0,1,1,6,7,6,6,5,5,4,3,3,4,4,5,7,5,5,3,1,2,2,6,4,3,2,2,2,0,0,2,0,3,3,4,2,2,0,3,2,0,0,0,0,0
2022-03-31 06:00:00,1,6,8,9,13,9,15,16,13,16,17,17,8,6,5,6,4,3,3,1,2,2,3,2,3,2,4,4,5,5,4,3,5,5,6,16,6,6,1,7,6,5,5,2,6,5,3,0
2022-03-31 07:00:00,2,11,21,27,37,40,45,47,49,32,37,33,11,11,13,12,13,13,14,9,4,0,9,3,8,6,8,9,9,9,11,3,12,28,25,34,36,43,48,50,52,52,35,34,8,6,5,0
2022-03-31 08:00:00,2,10,22,29,37,41,47,49,52,51,53,45,25,26,18,18,11,11,8,7,6,5,13,14,7,5,4,4,5,6,8,7,8,8,6,14,18,21,19,16,13,18,18,18,13,13,10,0
2022-03-31 09:00:00,2,5,13,17,19,20,24,28,29,28,26,23,18,15,15,12,8,6,5,5,3,0,5,3,4,6,5,4,4,4,4,4,3,2,0,7,11,13,12,6,6,5,3,3,1,1,3,0
2022-03-31 10:00:00,2,3,4,7,8,8,11,16,15,17,15,17,11,11,11,10,11,10,10,8,7,4,8,1,7,8,4,5,10,10,10,5,5,1,4,4,6,7,5,9,8,9,6,5,2,1,2,0
2022-03-31 11:00:00,3,0,5,5,7,9,10,12,13,13,12,13,10,7,9,8,9,6,6,4,4,2,7,5,6,3,7,7,5,11,9,8,5,0,1,2,2,5,4,5,6,6,4,3,2,1,0,0
2022-03-31 12:00:00,1,4,6,6,9,11,11,15,14,16,15,14,9,10,10,10,11,10,11,13,14,15,21,22,19,11,5,1,8,10,11,7,8,5,4,5,8,11,10,7,4,6,5,3,2,0,1,0
2022-03-31 13:00:00,3,5,8,10,14,15,16,16,17,17,18,17,9,10,9,8,10,10,8,9,8,7,12,12,14,10,11,12,11,13,9,6,3,5,4,8,7,8,6,6,5,4,4,3,2,0,2,0
2022-03-31 14:00:00,0,3,4,6,13,14,17,18,18,15,11,14,11,10,9,10,13,13,9,9,8,6,12,13,11,11,11,11,10,11,9,11,6,3,5,4,4,7,3,5,13,8,7,4,3,0,0,0
2022-03-31 15:00:00,1,3,6,1,8,0,9,12,11,11,12,11,8,10,11,12,14,13,14,10,14,5,18,15,27,33,29,16,26,26,22,20,16,11,10,6,6,5,4,8,33,32,15,14,3,2,0,0
