Unnamed: 0,1_양천공영차고지,2_신정현대아파트,3_양천고등학교,4_정랑고개.양천벤처타운,5_신트리아파트,6_신트리공원.목동아파트11단지,7_목동12단지,8_양천구민체육센터.양천일자리센터,9_양천구청,10_양천공원,11_신정2동주민센터,12_새마을금고,13_오목교역.청학스포츠타운,14_오목교역.동신한방병원,15_관악고등학교,16_양평신동아아파트,17_교보앞,18_당산동진로아파트,19_김안과병원,20_경방타임스퀘어.신세계백화점,21_남부지방법원등기국.구로세무서(에이스하이테크시티),22_문래동남성아파트,23_신도림역,24_신도림동.구로역,25_구일역.중앙유통상가,26_동양미래대학.구로성심병원,27_개봉역.영화아파트,28_경인중학교.개봉사거리,29_오류1동주민센터.오류문화센터,30_오류동역,31_오류2동새마을금고,32_오류2동주민센터,33_천왕역1번출구,34_연지타운2단지,35_구로우체국.이펜하우스3단지후문,36_천왕이펜하우스5단지,37_천왕이펜하우스3.4단지,38_천왕이펜하우스3단지입구,39_천왕이펜하우스2단지,40_천왕역3번출구,41_오남중학교.삼미주택,42_금강수목원아파트,43_수궁동주민센터,44_수궁119안전센터,45_예림디자인고.오류고.서울공연예술고,46_서서울생활과학고.궁동도서관,47_신정숲속마을아파트,48_양천공영차고지
2022-03-21 12:00:00,1,5,3,5,6,6,10,10,11,10,8,11,9,12,10,10,17,14,10,9,8,4,6,4,5,6,5,6,8,11,9,0,8,7,0,6,4,4,3,3,4,3,1,0,1,0,0,0
2022-03-21 13:00:00,1,3,6,8,9,12,14,17,18,11,16,12,10,10,11,6,12,14,12,7,5,6,7,6,10,9,9,7,10,11,8,11,10,8,7,3,4,4,2,6,5,4,2,2,2,2,1,0
2022-03-21 14:00:00,4,7,12,13,16,16,15,13,12,13,14,14,10,10,12,11,8,7,9,9,10,12,11,11,10,11,9,11,13,11,10,11,9,8,7,2,3,4,0,4,23,10,14,7,2,2,1,1
2022-03-21 15:00:00,1,6,9,8,10,5,9,9,10,14,13,14,15,13,12,15,15,13,14,13,13,8,20,20,32,32,30,30,30,27,28,13,22,16,13,7,6,7,5,12,6,8,5,4,3,6,6,0
2022-03-21 16:00:00,3,34,41,15,44,43,35,41,39,36,26,19,13,16,16,15,13,14,10,11,13,14,13,15,18,19,21,21,21,23,19,18,14,12,11,9,8,9,7,11,12,11,11,9,9,3,8,0
2022-03-21 17:00:00,2,5,9,13,18,21,22,22,20,17,17,13,7,12,15,16,19,20,18,24,27,27,40,30,31,21,22,27,18,22,24,23,16,11,10,4,6,7,6,11,13,13,8,7,6,0,5,0
2022-03-21 18:00:00,2,5,9,11,14,12,13,19,21,22,24,21,15,13,18,32,46,56,52,29,36,38,43,43,49,46,40,37,29,29,26,25,19,15,13,5,4,4,2,13,13,12,7,5,5,4,0,0
2022-03-21 19:00:00,1,4,5,3,6,2,13,14,14,15,15,15,8,7,7,10,11,11,12,16,21,18,29,33,31,28,26,25,22,23,18,16,12,9,8,3,4,5,1,6,5,5,3,1,3,0,0,0
2022-03-21 20:00:00,1,3,4,5,4,0,4,6,6,2,11,9,8,8,9,5,7,8,9,15,15,9,23,18,17,16,15,14,13,17,16,7,12,4,8,2,3,1,0,7,7,4,5,4,4,0,3,0
2022-03-21 21:00:00,2,3,0,0,2,1,3,6,8,0,10,11,7,8,6,5,8,7,7,8,7,4,15,14,11,13,12,13,11,13,9,8,8,6,5,2,4,0,3,5,5,5,3,4,3,0,1,0
2022-03-21 22:00:00,1,1,0,0,1,2,4,5,12,0,7,11,9,13,11,13,13,14,13,6,6,3,17,12,11,12,10,11,14,15,10,12,8,7,0,3,2,1,2,5,1,4,3,2,1,0,0,0
2022-03-21 23:00:00,0,0,0,0,0,0,1,0,3,5,0,8,7,8,6,7,6,5,3,5,6,6,16,17,16,14,15,14,12,12,12,0,9,5,3,3,1,0,1,2,0,2,2,1,0,0,0,0
2022-03-22 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 04:00:00,1,2,1,0,3,0,4,5,0,4,5,7,6,10,3,11,10,9,8,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 05:00:00,0,2,4,4,6,1,8,9,8,8,3,9,7,9,10,9,8,7,7,8,7,4,3,2,2,2,1,3,6,2,5,0,4,3,0,2,3,3,2,2,0,1,0,0,2,0,0,0
2022-03-22 06:00:00,1,5,7,10,16,18,18,13,19,17,18,15,6,5,5,6,4,5,4,2,4,3,3,4,3,2,0,2,4,4,3,1,4,6,5,12,13,16,12,10,9,9,8,0,8,7,6,0
2022-03-22 07:00:00,13,9,17,24,36,40,46,45,45,44,47,44,14,14,10,11,10,8,5,4,2,4,5,4,4,5,5,6,6,8,7,0,9,28,32,55,59,55,57,70,62,68,40,39,20,6,7,0
2022-03-22 08:00:00,5,20,24,30,39,44,44,41,46,44,48,40,22,22,18,13,14,13,12,11,9,8,16,17,10,7,7,8,11,11,8,7,8,5,6,10,21,33,25,27,27,25,22,14,6,5,5,0
2022-03-22 09:00:00,3,6,10,14,23,24,25,27,29,30,28,23,13,15,16,12,15,13,13,11,8,0,8,7,5,4,3,5,8,8,6,3,3,2,0,7,12,10,9,5,6,7,7,6,5,3,7,0
2022-03-22 10:00:00,3,5,6,7,10,14,18,20,23,15,23,23,11,10,9,7,9,8,7,4,6,5,4,2,3,2,4,6,5,6,5,4,1,0,3,2,4,10,8,8,9,8,6,5,3,1,2,0
2022-03-22 11:00:00,1,3,2,4,5,4,6,8,10,9,8,10,6,9,8,9,8,7,6,6,5,2,7,7,7,6,6,3,9,12,13,12,8,3,2,5,2,6,5,4,6,6,5,5,2,0,1,0
2022-03-22 12:00:00,1,2,6,6,7,8,10,12,14,15,14,14,12,8,6,5,5,7,7,8,6,3,8,11,9,7,8,7,10,15,14,11,9,5,0,9,6,6,7,6,7,4,5,6,4,1,3,0
2022-03-22 13:00:00,0,3,4,6,9,14,16,16,19,20,20,16,12,9,13,16,15,14,12,8,8,0,11,14,13,11,10,10,11,16,10,7,15,11,8,5,4,0,3,4,3,1,3,3,0,2,3,0
2022-03-22 14:00:00,1,3,4,4,8,7,9,13,13,13,10,12,10,10,9,9,10,8,9,8,8,7,10,9,8,9,10,12,10,11,9,10,8,9,6,4,6,9,5,11,14,15,6,4,2,0,2,0
2022-03-22 15:00:00,1,4,8,9,13,14,14,13,11,12,14,13,11,12,14,12,10,8,13,14,16,6,21,0,40,36,33,27,28,28,23,19,16,10,10,6,2,5,1,6,30,32,20,12,7,6,3,1
2022-03-22 16:00:00,1,32,48,49,51,49,37,37,35,22,22,19,13,12,13,12,13,12,13,15,16,15,25,27,28,30,32,30,27,27,27,21,23,13,11,7,4,6,7,10,12,7,10,7,13,17,15,0
2022-03-22 17:00:00,2,2,10,11,14,17,19,20,19,16,18,16,8,8,9,9,8,12,15,18,21,13,27,28,25,25,32,30,23,27,22,21,19,16,15,9,8,9,7,16,17,16,11,6,6,0,4,0
2022-03-22 18:00:00,3,4,8,11,14,18,23,29,40,42,44,37,23,21,22,28,36,38,32,26,27,26,37,39,33,33,38,40,38,36,28,26,19,15,13,6,8,3,2,10,12,14,10,9,4,9,8,0
2022-03-22 19:00:00,1,6,13,12,14,15,16,18,20,19,17,14,12,8,7,7,14,14,17,23,22,24,27,29,39,34,32,33,26,25,21,20,19,14,13,7,8,9,2,11,12,10,8,4,3,0,1,0
2022-03-22 20:00:00,1,2,0,3,4,4,5,8,11,7,15,15,12,14,13,15,14,10,9,11,12,13,23,14,22,20,20,19,20,23,18,19,16,15,14,4,5,5,4,7,3,2,5,3,1,0,1,0
2022-03-22 21:00:00,1,2,1,2,2,3,4,5,9,0,10,11,8,8,8,9,8,4,8,12,4,11,19,25,24,24,19,19,18,17,18,16,14,12,4,5,3,0,0,5,7,2,3,2,4,2,1,0
2022-03-22 22:00:00,1,3,2,1,2,0,4,6,10,5,11,14,10,12,9,10,10,9,7,12,15,12,22,18,17,14,16,18,17,17,13,7,12,8,9,3,2,1,5,6,7,6,3,2,0,0,0,0
2022-03-22 23:00:00,0,1,0,1,2,0,2,3,3,0,4,5,7,2,5,3,4,3,4,6,5,5,10,0,4,10,12,11,10,9,7,7,6,5,6,1,0,0,1,3,0,2,1,0,1,0,0,0
2022-03-23 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 04:00:00,0,0,1,0,2,0,2,3,0,4,5,7,6,11,0,12,11,11,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 05:00:00,0,3,2,4,6,3,7,8,4,3,7,6,4,5,5,5,4,5,5,4,5,4,3,2,2,2,1,4,3,1,2,1,0,1,0,2,1,2,0,1,0,2,0,0,0,1,0,0
2022-03-23 06:00:00,1,4,7,9,14,16,19,22,23,13,18,15,7,7,5,6,5,3,3,4,3,2,3,1,3,3,4,3,6,4,5,6,4,5,3,9,16,23,25,24,7,6,7,6,4,3,0,0
2022-03-23 07:00:00,2,10,12,20,25,31,38,39,42,40,40,29,14,12,12,13,10,13,10,3,2,3,2,3,4,5,7,5,6,8,10,9,13,35,35,49,53,61,63,69,70,70,42,34,13,6,5,0
2022-03-23 08:00:00,4,10,19,21,29,33,37,36,38,37,38,36,24,22,20,20,18,17,10,7,6,4,17,12,7,5,8,8,6,10,9,5,7,5,4,8,18,23,19,21,13,19,18,16,15,13,12,0
2022-03-23 09:00:00,1,4,12,15,21,23,25,26,26,27,25,23,9,10,9,7,9,8,8,6,6,5,7,8,7,4,9,9,7,6,7,6,6,4,3,7,10,15,12,10,8,10,9,7,7,6,6,0
2022-03-23 10:00:00,1,5,6,7,9,9,13,18,22,15,23,21,15,14,11,12,10,9,6,5,4,6,8,6,5,6,8,7,6,10,8,8,6,5,4,5,4,3,3,5,4,4,5,3,1,1,1,0
2022-03-23 11:00:00,1,3,4,6,8,8,10,12,17,10,15,14,12,11,10,9,10,8,7,7,5,5,6,9,5,6,8,7,9,9,8,6,4,5,6,4,4,6,5,4,5,4,3,3,4,5,2,0
2022-03-23 12:00:00,1,3,5,8,8,9,11,10,13,8,12,13,9,6,6,7,8,10,8,8,9,5,9,8,8,9,8,11,13,13,12,7,8,7,8,5,7,0,3,5,3,2,4,3,0,0,0,0
2022-03-23 13:00:00,2,4,11,12,16,17,18,19,19,17,19,13,11,14,13,12,17,16,15,10,9,8,13,15,7,12,13,13,11,14,13,12,11,7,6,6,6,7,6,3,4,2,3,2,2,1,1,0
2022-03-23 14:00:00,2,4,5,6,7,9,10,8,12,14,15,17,14,11,10,9,10,7,7,9,7,3,9,8,7,18,30,33,34,32,24,9,22,1,6,4,5,3,4,7,17,18,14,4,1,1,0,0
2022-03-23 15:00:00,1,24,42,17,39,38,30,25,21,20,20,16,9,7,9,7,10,10,10,9,10,11,16,15,35,17,32,29,28,27,25,22,20,15,14,6,6,6,5,5,6,6,4,3,2,5,4,0
2022-03-23 16:00:00,3,15,34,22,35,36,30,29,26,21,15,12,7,8,9,10,11,11,12,17,16,9,14,15,22,15,21,21,22,25,20,18,15,13,12,9,8,8,0,15,13,12,9,8,10,9,5,0
2022-03-23 17:00:00,3,5,9,9,15,16,19,19,19,18,20,17,14,12,12,13,15,15,16,17,20,18,30,30,31,31,27,28,20,27,21,19,14,12,10,7,8,15,10,12,15,14,10,6,5,5,3,0
2022-03-23 18:00:00,2,10,14,14,16,16,16,21,23,24,25,27,18,17,22,26,35,37,36,34,38,36,41,35,36,32,29,27,27,28,24,22,19,16,15,5,5,9,9,14,14,14,8,5,3,4,3,0
2022-03-23 19:00:00,2,3,6,2,5,2,4,6,9,9,11,11,9,9,8,10,13,14,13,18,20,19,36,32,32,28,25,25,23,26,20,13,15,12,12,8,6,7,9,13,12,9,4,3,3,0,2,0
2022-03-23 20:00:00,0,1,2,1,2,0,5,6,7,6,6,9,6,9,8,10,9,10,9,13,15,12,21,7,30,21,20,19,14,15,12,11,11,9,7,4,2,0,3,4,4,5,4,3,3,0,2,0
2022-03-23 21:00:00,1,2,2,1,3,1,5,6,10,4,8,9,7,11,10,9,9,7,10,11,12,0,22,22,21,14,13,15,14,17,14,6,13,5,0,2,1,0,0,5,7,3,6,2,1,1,0,0
2022-03-23 22:00:00,0,0,0,1,1,0,3,4,8,0,10,10,8,11,11,1,12,10,12,23,13,24,21,14,22,21,19,17,14,16,12,11,12,9,8,5,2,2,1,5,0,7,4,2,2,0,3,0
2022-03-23 23:00:00,0,2,1,0,0,0,1,2,3,0,5,7,7,7,6,3,4,5,3,4,5,0,11,11,11,11,12,10,8,9,8,8,7,6,5,2,1,0,0,3,2,0,0,1,0,0,0,0
2022-03-24 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 04:00:00,0,1,1,0,4,0,3,3,2,3,3,4,3,8,4,9,10,11,8,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 05:00:00,1,2,3,6,8,9,10,14,13,11,5,10,8,9,8,7,6,4,4,3,3,2,4,3,2,1,0,1,2,0,2,1,1,1,0,2,1,3,1,0,0,2,0,1,1,0,0,0
2022-03-24 06:00:00,1,3,6,9,13,15,20,24,25,8,10,11,8,6,4,8,7,5,5,2,3,3,4,3,2,2,2,3,3,4,5,3,6,8,9,11,9,12,11,6,5,5,3,3,2,2,0,0
2022-03-24 07:00:00,3,11,19,31,40,42,51,55,56,32,34,32,14,16,16,16,10,10,7,3,2,0,3,4,1,2,4,4,5,4,7,5,12,31,33,44,47,50,51,61,52,59,40,36,11,7,5,0
2022-03-24 08:00:00,6,16,20,25,31,34,36,34,55,52,52,43,17,19,16,13,10,13,11,10,7,0,11,9,5,6,7,5,7,8,9,7,8,6,5,9,16,21,19,12,11,20,18,16,6,5,1,0
2022-03-24 09:00:00,1,3,7,11,15,17,20,24,27,28,29,30,16,15,15,12,11,9,9,7,6,0,9,8,7,6,5,4,5,6,6,5,4,3,2,6,5,9,8,4,4,3,2,1,0,0,4,0
2022-03-24 10:00:00,2,4,6,7,12,14,17,19,18,17,19,18,13,15,13,15,9,6,6,5,3,1,6,7,6,5,4,4,6,5,7,6,1,5,2,3,2,3,2,6,4,6,6,5,2,1,2,0
2022-03-24 11:00:00,1,5,6,8,6,7,10,8,10,12,5,8,6,7,8,7,7,7,7,5,3,0,4,5,7,3,3,5,4,7,5,0,3,2,2,1,4,1,1,5,2,7,6,4,3,1,2,0
2022-03-24 12:00:00,2,3,9,4,11,10,10,11,14,15,10,14,7,8,5,9,7,5,8,5,6,5,9,9,9,9,9,6,8,11,12,12,6,10,4,6,5,7,2,5,6,0,4,2,1,0,0,0
2022-03-24 13:00:00,2,2,4,6,11,7,15,14,15,14,18,17,14,13,12,9,13,11,10,10,10,9,13,6,12,11,8,7,6,7,8,7,6,4,5,4,4,4,3,3,4,5,1,3,3,4,3,0
2022-03-24 14:00:00,2,5,9,10,11,13,12,11,12,14,16,15,9,9,10,9,9,9,8,13,11,10,13,14,15,15,14,15,15,16,12,9,6,6,3,4,3,4,0,3,25,4,2,2,4,2,2,0
2022-03-24 15:00:00,2,5,8,8,11,10,11,12,9,8,10,8,6,6,10,5,9,9,10,11,15,14,16,12,18,18,18,17,12,16,15,16,12,10,8,6,3,4,4,5,27,26,14,9,4,3,0,0
2022-03-24 16:00:00,6,29,42,45,42,40,34,38,30,25,21,17,15,11,14,16,9,11,11,12,13,0,17,15,36,34,38,22,37,21,17,16,13,11,9,4,4,6,7,9,8,9,5,4,7,8,7,0
2022-03-24 17:00:00,5,29,54,57,55,56,42,40,36,27,27,22,13,12,13,17,20,25,24,21,22,20,23,25,29,26,25,24,38,41,38,40,35,28,25,10,8,9,6,12,11,10,7,7,9,8,7,0
2022-03-24 18:00:00,1,5,11,12,14,16,17,15,23,23,24,22,14,13,18,31,45,55,45,33,37,35,37,31,31,31,28,30,28,29,21,20,18,15,15,7,7,11,9,12,14,13,10,7,4,9,6,0
2022-03-24 19:00:00,1,4,5,6,9,7,7,8,9,8,10,9,7,8,5,6,8,12,13,12,15,18,35,33,34,26,25,26,21,22,18,16,13,11,10,5,5,4,5,16,12,10,8,6,2,0,0,0
2022-03-24 20:00:00,1,0,2,3,3,0,2,6,8,8,7,10,6,11,11,12,11,10,10,16,17,16,20,19,16,21,19,19,15,17,13,12,10,8,7,3,3,2,1,3,4,0,2,3,1,0,1,0
2022-03-24 21:00:00,0,0,2,0,4,5,1,3,10,8,9,11,9,10,9,10,12,7,13,18,20,19,22,19,17,21,22,21,16,20,19,16,10,8,7,4,2,2,2,7,1,6,2,1,0,0,0,0
2022-03-24 22:00:00,1,0,1,0,1,0,4,5,10,11,11,12,11,12,10,9,9,7,6,9,9,10,18,10,10,15,16,17,14,14,13,12,10,8,7,3,3,3,4,7,6,7,3,2,3,0,2,0
2022-03-24 23:00:00,0,1,0,0,0,0,0,1,1,0,0,2,2,3,3,3,5,4,5,5,7,0,39,37,32,29,25,23,18,14,11,7,10,9,6,3,2,3,0,4,0,3,2,2,1,0,0,0
2022-03-25 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 04:00:00,1,0,2,0,4,0,5,3,4,3,5,7,6,10,11,12,12,12,10,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 05:00:00,1,2,3,0,4,3,6,7,6,6,8,6,4,0,4,4,5,5,4,3,2,5,4,3,0,4,3,3,4,0,2,1,1,0,0,0,1,3,0,2,1,3,2,0,1,0,0,0
2022-03-25 06:00:00,0,4,7,10,14,17,25,28,18,17,16,14,6,9,5,7,5,4,2,0,3,2,2,0,3,2,3,4,6,4,7,0,9,7,5,10,15,18,21,20,8,7,6,5,7,6,4,0
2022-03-25 07:00:00,3,14,14,20,29,36,41,43,46,45,44,39,14,14,15,14,15,12,7,3,4,2,7,6,2,3,5,3,9,5,9,8,11,26,26,41,44,55,53,60,61,58,42,40,19,6,5,0
2022-03-25 08:00:00,2,12,22,28,32,35,37,35,39,39,48,39,21,23,22,15,14,13,12,8,6,5,14,13,8,7,8,11,10,11,12,11,12,11,6,8,13,19,18,13,14,13,19,17,8,5,0,0
2022-03-25 09:00:00,3,5,13,16,21,13,25,27,18,24,25,24,15,12,13,10,12,9,5,6,5,2,5,4,3,6,5,7,9,8,8,9,8,1,4,6,13,16,15,11,8,12,9,8,3,1,2,0
2022-03-25 10:00:00,1,2,3,5,7,9,14,14,19,15,20,21,18,18,17,6,16,12,11,6,4,2,5,4,3,5,5,3,6,7,7,4,3,0,2,5,5,8,7,7,7,4,5,7,3,1,1,0
2022-03-25 11:00:00,1,3,7,9,10,11,12,5,13,14,13,13,10,11,10,12,13,12,9,9,3,0,6,5,6,5,6,6,6,8,7,5,7,3,4,5,5,5,6,7,0,0,5,2,3,2,2,0
2022-03-25 12:00:00,2,4,7,10,11,15,15,14,13,15,14,12,8,9,8,8,9,7,9,9,7,7,12,15,7,15,6,15,14,16,14,11,8,7,4,3,3,4,4,5,6,5,4,1,1,1,0,0
2022-03-25 13:00:00,2,4,7,7,10,14,16,21,22,21,22,17,12,15,17,18,18,17,14,9,10,7,10,11,9,10,11,11,11,14,13,12,11,7,6,5,3,4,3,5,6,4,5,0,3,0,0,0
2022-03-25 14:00:00,2,6,8,9,10,11,12,11,9,11,14,10,11,14,15,8,14,9,9,9,6,4,13,10,27,25,23,26,25,25,21,18,13,11,10,5,6,5,5,6,27,26,10,6,3,1,2,0
2022-03-25 15:00:00,3,11,26,29,32,12,30,30,28,20,19,15,13,14,14,13,15,17,17,15,14,13,15,14,12,23,33,34,34,33,14,14,11,9,8,6,6,9,7,6,12,12,11,5,9,10,9,0
2022-03-25 16:00:00,2,26,38,39,43,40,39,33,30,25,24,18,9,7,10,13,14,13,15,17,16,14,16,16,18,21,19,22,17,18,34,35,26,19,17,10,8,8,7,8,12,11,10,7,4,11,3,0
2022-03-25 17:00:00,2,8,11,16,22,19,23,26,25,25,27,25,11,11,12,17,19,18,19,14,20,19,22,21,20,19,18,21,23,25,17,19,15,12,8,8,6,7,7,10,10,12,10,8,5,5,3,0
2022-03-25 18:00:00,2,6,10,15,21,23,21,25,33,32,31,29,19,19,19,30,38,46,37,29,28,28,37,37,42,37,32,35,28,29,25,19,16,15,17,12,16,15,14,22,21,22,14,7,6,5,4,0
2022-03-25 19:00:00,2,2,3,5,4,5,7,14,20,9,20,20,12,14,17,24,25,24,19,20,20,19,22,21,23,26,24,24,20,26,24,22,15,11,7,5,11,11,10,19,21,18,15,10,3,0,1,0
2022-03-25 20:00:00,1,0,0,1,2,2,7,7,8,7,11,13,9,7,8,7,7,6,7,11,11,0,18,18,17,17,16,14,15,13,8,7,12,8,6,3,2,3,2,4,3,2,1,0,0,0,0,0
2022-03-25 21:00:00,0,1,2,2,1,2,3,2,10,7,12,9,4,12,6,12,10,9,13,13,13,12,19,21,19,18,18,16,18,19,14,15,14,12,8,4,3,4,3,4,4,1,0,0,2,0,0,0
2022-03-25 22:00:00,0,2,1,1,0,0,3,4,9,10,13,14,11,13,11,9,12,11,11,12,12,6,16,15,17,18,20,19,20,21,17,8,17,11,9,4,5,2,4,3,3,4,3,2,2,0,0,0
2022-03-25 23:00:00,1,2,4,1,3,0,0,4,5,3,7,8,6,7,3,8,0,7,6,8,10,9,13,14,7,15,13,14,13,14,11,10,7,6,1,3,4,0,3,4,4,0,0,3,0,0,0,0
2022-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 04:00:00,1,1,2,0,3,0,0,1,0,0,4,6,5,8,0,7,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 05:00:00,0,1,2,4,5,5,0,6,0,5,6,5,4,0,4,3,3,4,2,4,0,1,1,3,0,3,0,2,3,1,2,1,0,1,0,1,2,2,0,4,0,3,0,0,1,0,0,0
2022-03-26 06:00:00,0,1,2,3,3,0,5,0,6,5,2,1,0,2,0,3,3,2,2,0,2,0,2,3,1,2,1,2,2,2,3,1,2,0,1,4,2,4,0,4,0,3,4,3,2,0,0,0
2022-03-26 07:00:00,1,2,5,1,7,0,8,4,0,4,5,4,3,4,5,2,6,0,1,1,1,0,2,0,1,0,3,3,2,2,3,2,1,1,0,4,5,6,4,3,0,2,0,0,0,0,2,0
2022-03-26 08:00:00,1,3,11,13,16,8,19,17,18,6,15,15,12,6,8,0,6,6,3,4,1,0,2,3,1,4,3,3,5,3,4,0,3,1,2,3,5,7,3,5,6,4,4,3,2,0,3,0
2022-03-26 09:00:00,1,3,9,10,14,14,17,18,18,17,13,16,11,9,7,8,7,5,3,2,3,2,7,4,4,5,6,4,7,4,8,5,2,0,2,4,4,8,4,5,5,3,3,2,3,0,3,0
2022-03-26 10:00:00,3,4,6,7,11,13,17,17,19,17,17,16,13,12,11,10,11,8,8,12,11,3,11,9,6,6,5,7,8,7,6,7,5,1,2,4,5,6,5,5,4,2,3,1,2,0,1,0
2022-03-26 11:00:00,0,3,6,7,13,14,15,17,16,17,17,17,11,10,8,8,9,8,6,5,6,5,11,10,9,8,9,9,7,7,6,2,5,2,4,3,6,4,5,6,1,0,3,3,2,0,2,0
2022-03-26 12:00:00,2,6,11,12,17,19,20,24,22,23,23,25,19,17,20,19,20,19,14,9,5,9,8,10,7,10,12,13,10,12,12,7,10,3,8,5,8,0,9,4,6,8,6,7,6,0,2,0
2022-03-26 13:00:00,1,9,12,13,15,16,19,21,23,26,29,30,18,20,19,21,24,23,20,26,25,23,15,14,11,9,10,9,8,10,10,8,6,8,8,9,8,11,6,12,3,9,2,1,0,0,2,0
