Unnamed: 0,1_정릉북한산국립공원입구,2_정릉산장아파트,3_정릉4동주민센터.경국사,4_북한산보국문역2번출구,5_성북청수도서관.정릉4동성당,6_정릉시장입구,7_정릉우체국앞,8_숭덕초교,9_정릉길음시장,10_돈암동삼성아파트입구,11_돈암1동주민센터,12_종암사거리,13_종암경찰서,14_종암동주민센터,15_숭례초교,16_고려대역.고대앞삼거리,17_홍파초등학교,18_제기동주민센터.서울약령시앞,19_경동시장,20_경동시장사거리,21_동대문구청.용신동주민센터,22_마장축산물시장,23_도선사거리,24_성동구청,25_무학여고,26_응봉동주민센터,27_응봉동현대아파트,28_삼성래미안아파트앞,29_금남시장앞.백범학원터,30_금옥초등학교앞,31_옥수삼성아파트.래미안옥수리버젠,32_옥정중학교입구,33_한남시범아파트,34_한남동,35_순천향대학병원,36_한강진역.블루스퀘어,37_한남동새마을금고,38_이태원119안전센터,39_이태원역1번출구.해밀턴호텔,40_용산구청.이태원시장,41_녹사평역,42_전쟁기념관,43_용산꿈나무종합타운.보건분소,44_효창공원앞역,45_용마루고개(서울자동차고등학교),46_용마루고개.신공덕삼성아파트,47_공덕오거리,48_공덕역.2번.출구,49_동도중학교.서울디자인고등학교,50_대흥역,51_광성중고등학교,52_서강대학교,53_신촌로터리,54_현대백화점,55_동교동삼거리연희동방면,56_연희동대우아파트,57_연희교차로,58_연희3거리,59_한성화교중고교.서대문소방서,60_서대문자연사박물관입구,61_서대문구청.보건소.구의회,62_서대문구보건소별관,63_정원여중,64_홍은현대아파트.스위스그랜드호텔,65_유진상가,66_문화촌현대아파트,67_서울여자간호대학,68_유원하나아파트,69_홍지문.옥천암,70_세검정.상명대,71_세검정초등학교,72_화정박물관,73_서울예술고등학교.평창동주민센터,74_예능교회,75_벽산평창힐스아파트,76_롯데아파트,77_평창동삼성아파트,78_국민대앞,79_청덕초등학교,80_북악중학교,81_봉국사,82_정릉우체국앞,83_정릉시장입구,84_성북청수도서관.정릉4동성당,85_북한산보국문역1번출구,86_정릉4동주민센터.경국사,87_정릉대우아파트,88_정릉북한산국립공원입구,13_종암사거리입구,44_효창공원앞역.이봉창역사울림관
2022-03-05 04:00:00,0,3,0,4,7,4,9,12,8,10,4,12,9.0,14,15,14,13,9,7,10,9,7,6,5,7,0,9,1,14,0,15,15,0,7,3,5,0,0,7,0,6,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-05 05:00:00,2,4,1,0,3,3,6,6,7,7,8,6,8.0,9,9,6,5,8,7,6,7,4,8,5,4,0,2,1,3,4,0,4,3,2,2,2,0,3,0,5,7,3,5,6.0,8,7,6,3,5,6,0,5,4,6,5,5,4,6,3,4,0,8,6,4,7,2,5,4,0,3,4,3,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,,
2022-03-05 06:00:00,2,3,2,2,3,5,7,7,7,4,0,4,4.0,9,6,7,10,7,6,7,5,5,6,6,4,4,4,4,3,4,3,4,2,4,7,4,5,6,2,5,4,1,4,3.0,0,3,3,5,3,2,2,0,1,4,4,5,7,6,4,4,0,4,3,3,4,3,6,7,5,4,5,3,5,2,3,1,0,2,2,1,0,1,3,2,3,2,2,0,,
2022-03-05 07:00:00,3,4,6,5,6,11,10,11,13,12,14,7,14.0,14,8,10,11,9,8,6,6,5,4,5,4,2,5,4,5,4,5,9,8,5,8,7,5,5,6,8,4,7,5,6.0,2,6,6,6,3,6,0,5,4,5,10,6,6,8,7,5,4,4,5,3,5,5,7,0,1,4,7,5,4,5,6,2,4,3,2,1,2,2,3,2,1,1,0,0,,
2022-03-05 08:00:00,6,10,12,13,14,17,18,22,21,21,20,21,20.0,15,15,14,13,12,12,9,12,12,9,7,11,10,13,9,14,15,13,14,15,13,12,7,12,7,6,6,5,6,7,5.0,5,7,8,9,8,9,8,9,8,9,14,14,12,11,11,10,9,10,12,11,12,9,8,9,1,3,9,8,7,6,0,4,5,5,4,3,1,3,4,0,6,5,3,0,,
2022-03-05 09:00:00,4,14,17,14,14,14,14,19,20,19,0,18,17.0,19,17,18,12,16,11,10,12,10,12,10,9,13,15,14,13,12,7,11,9,9,25,23,20,13,19,20,19,16,15,16.0,15,13,11,11,15,14,9,12,7,6,9,12,12,13,12,11,14,15,14,13,12,11,12,8,0,7,6,10,8,4,3,7,0,3,6,3,5,4,6,5,7,0,6,0,,
2022-03-05 10:00:00,3,12,10,12,15,18,14,21,24,19,15,18,19.0,24,17,16,17,23,19,21,21,25,24,15,14,12,13,15,12,13,12,13,11,12,25,26,22,23,21,21,22,15,14,15.0,16,14,15,15,13,13,12,11,10,13,14,15,13,9,7,7,9,8,0,9,8,11,11,10,10,9,7,1,9,0,0,8,8,7,3,4,1,3,5,3,6,3,3,0,,
2022-03-05 11:00:00,4,7,8,8,9,10,12,15,16,18,18,16,18.0,18,21,19,15,16,19,22,22,14,20,14,16,15,15,15,14,12,12,17,18,16,38,32,21,18,16,15,16,12,12,14.0,17,15,16,12,15,17,18,17,21,20,19,19,16,17,16,16,17,15,16,16,13,12,11,10,12,8,13,10,8,7,6,7,6,6,7,9,9,8,11,8,6,7,5,0,,
2022-03-05 12:00:00,8,12,13,11,12,15,18,19,17,17,16,15,14.0,15,14,14,15,13,15,17,16,12,17,13,17,18,19,18,19,20,19,19,19,20,35,31,30,29,24,21,19,17,14,14.0,15,16,17,18,20,22,20,22,15,17,22,16,15,13,16,16,17,21,20,16,14,13,11,8,9,8,10,9,8,0,7,6,4,7,6,4,4,3,7,8,3,6,4,0,,
2022-03-05 13:00:00,9,19,17,18,24,24,21,24,23,20,17,17,15.0,13,14,12,14,14,15,17,18,14,15,17,17,17,18,20,20,18,18,22,21,22,36,33,27,27,24,27,26,25,23,27.0,27,29,27,27,24,21,20,17,15,17,17,22,20,18,15,16,16,14,14,14,12,13,14,15,16,14,14,9,7,8,7,6,7,4,8,6,0,7,6,7,9,11,7,0,,
2022-03-05 14:00:00,11,15,16,9,12,14,17,19,22,18,17,16,21.0,21,22,8,23,25,29,27,30,29,21,17,18,16,14,14,20,19,21,20,24,25,39,31,29,28,25,25,20,22,25,29.0,30,32,37,40,40,39,39,38,35,31,31,33,30,25,22,19,20,19,12,13,12,7,9,8,8,10,9,10,9,11,8,10,9,6,5,4,2,6,6,6,7,6,2,0,,
2022-03-05 15:00:00,8,13,14,15,18,20,22,25,22,18,18,16,17.0,20,21,20,21,21,31,20,19,18,17,22,20,19,20,16,11,14,14,16,14,19,39,35,32,30,28,29,31,26,25,24.0,23,21,25,24,21,20,20,19,19,17,24,25,24,28,25,23,25,16,16,16,14,15,12,11,7,9,7,8,5,8,3,6,4,7,6,8,2,4,9,8,8,10,4,0,,
2022-03-05 16:00:00,8,12,12,11,12,12,19,23,24,20,18,16,15.0,14,15,16,15,14,20,32,27,25,20,17,19,19,19,16,17,17,20,24,25,23,43,39,37,33,23,27,27,22,22,21.0,23,20,19,20,18,20,20,21,20,18,22,32,36,28,22,21,21,16,18,16,15,15,16,15,0,14,12,11,8,8,6,9,4,10,4,9,0,7,7,5,8,7,3,0,,
2022-03-05 17:00:00,9,16,15,9,16,14,16,11,17,17,17,14,13.0,12,10,14,13,14,12,11,16,20,17,15,17,14,16,11,14,14,16,16,16,14,35,25,26,21,25,28,26,22,22,22.0,24,18,25,24,24,25,26,25,22,25,30,26,28,26,24,23,24,24,24,23,26,19,18,16,13,14,15,11,14,10,13,7,0,9,10,11,9,13,12,10,12,7,5,0,,
2022-03-05 18:00:00,4,6,7,8,7,11,13,11,13,15,16,15,15.0,16,14,10,9,9,14,16,20,20,16,16,18,18,15,14,16,15,14,14,14,17,30,22,32,30,27,27,27,23,22,25.0,24,21,21,18,21,21,24,23,23,21,23,25,22,21,20,18,17,17,16,15,12,11,11,9,7,11,10,3,7,9,12,11,6,5,9,8,7,5,12,5,12,0,9,0,,
2022-03-05 19:00:00,2,5,4,3,2,6,8,10,8,10,0,11,7.0,8,7,5,7,0,8,11,13,13,12,11,9,10,8,9,9,10,9,9,10,15,26,25,21,16,15,14,16,15,12,16.0,17,9,15,10,14,13,15,14,13,15,20,26,27,26,25,22,21,22,21,20,20,17,15,14,12,11,11,10,9,2,0,5,4,3,7,6,9,6,8,10,13,2,6,0,,
2022-03-05 20:00:00,0,3,0,2,3,4,5,6,7,6,6,7,6.0,6,5,5,6,4,2,8,7,5,5,9,11,10,8,6,6,11,6,7,3,11,22,22,29,24,18,18,17,19,20,21.0,23,22,20,18,16,16,13,7,13,12,16,18,17,20,21,17,15,17,12,16,14,14,9,4,4,6,5,6,6,3,8,2,1,0,9,10,8,6,6,6,5,2,1,0,,
2022-03-05 21:00:00,0,4,1,3,6,7,4,0,5,6,7,3,4.0,3,6,6,5,0,3,4,7,6,4,9,7,7,6,4,8,9,8,9,12,13,19,16,23,22,18,18,19,16,13,13.0,14,9,15,14,17,18,19,15,16,20,30,30,29,33,32,32,31,28,27,25,18,13,12,0,10,3,9,7,0,7,1,0,0,4,4,4,1,3,5,6,9,0,5,0,,
2022-03-05 22:00:00,0,3,0,1,4,10,9,8,5,9,0,3,6.0,5,3,0,4,0,4,3,5,6,2,5,9,7,5,7,10,11,13,12,11,12,23,19,27,27,30,31,29,26,20,19.0,17,13,17,15,14,15,15,13,17,20,25,25,26,25,22,21,19,21,20,19,20,18,16,3,0,15,14,13,10,8,8,7,7,5,6,5,4,5,4,6,8,7,4,0,,
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,2,0,1,5,0,4,0,0,4,3,2,5,4,9,19,17,22,27,51,60,59,50,37,38.0,37,36,34,34,33,23,16,9,27,26,38,38,40,40,37,34,32,28,24,23,20,15,12,11,2,9,5,5,4,2,0,5,4,5,4,4,0,3,2,0,0,0,0,0,,
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-06 04:00:00,1,3,0,1,0,4,2,5,7,5,0,1,7.0,0,7,0,6,5,6,7,6,1,3,4,0,0,5,0,0,4,0,5,4,3,0,0,2,0,0,3,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-06 05:00:00,1,2,0,1,4,5,6,6,2,3,5,0,4.0,5,4,3,0,4,6,2,5,0,4,3,4,3,1,4,4,5,4,0,3,1,2,0,0,3,5,0,7,7,8,1.0,0,7,6,7,1,8,0,0,7,6,6,4,8,7,1,7,4,5,4,0,4,5,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-06 06:00:00,1,2,1,2,2,4,4,4,4,5,4,3,5.0,3,6,5,6,0,5,1,4,2,4,2,2,0,2,1,3,3,0,4,5,4,3,0,0,1,0,0,1,0,3,0.0,1,1,0,2,1,2,0,0,1,0,3,4,1,3,3,4,3,1,4,4,3,4,5,5,0,4,6,0,5,5,4,3,4,0,2,2,0,1,2,2,0,3,1,0,,
2022-03-06 07:00:00,3,8,6,2,3,4,4,5,7,6,5,6,5.0,6,8,5,4,4,6,7,7,6,5,0,4,4,2,4,5,3,5,4,3,3,5,4,3,2,1,2,6,2,5,6.0,5,2,4,2,3,3,4,5,0,2,5,6,5,6,2,0,6,5,0,6,4,3,2,4,5,3,4,0,0,2,0,2,0,0,0,2,0,0,0,0,1,0,0,0,,
2022-03-06 08:00:00,6,9,7,8,7,11,10,12,13,14,11,7,11.0,11,13,11,8,10,7,7,6,7,5,5,7,4,9,10,15,12,10,8,9,8,8,9,10,9,10,11,8,6,7,6.0,8,6,7,8,8,8,9,8,8,7,10,11,6,9,7,5,4,4,5,2,4,4,3,5,4,4,4,0,3,2,4,3,1,2,2,2,0,3,3,2,6,0,2,0,,
2022-03-06 09:00:00,5,9,7,6,5,8,9,11,14,13,8,7,10.0,10,11,9,9,9,10,9,9,0,8,8,9,8,11,11,10,8,6,7,1,6,18,13,10,7,8,9,5,9,9,8.0,9,10,11,11,8,14,14,8,12,7,6,7,9,9,4,8,7,9,10,10,12,13,15,9,0,17,9,14,12,9,7,8,5,6,6,6,1,5,6,10,12,7,5,0,,
2022-03-06 10:00:00,5,11,9,8,7,9,14,11,16,13,10,9,12.0,15,15,13,14,10,11,11,11,10,7,7,13,14,11,9,10,13,14,8,7,12,18,16,14,14,15,14,9,11,13,16.0,18,18,16,16,14,15,15,14,15,15,14,13,14,15,19,7,16,15,14,12,10,6,9,0,8,7,8,9,8,4,7,5,2,5,5,3,4,3,3,4,13,11,13,0,,
2022-03-06 11:00:00,10,15,14,13,14,17,19,17,18,17,17,15,14.0,13,15,14,15,14,15,13,13,13,12,9,10,9,11,10,18,17,17,17,18,17,24,20,17,16,13,13,12,10,9,11.0,12,11,12,12,15,17,16,17,9,16,18,13,14,12,9,10,12,12,11,12,12,12,11,6,0,10,8,7,5,4,2,3,0,4,4,3,2,3,3,2,3,2,2,0,,
2022-03-06 12:00:00,9,18,17,18,18,23,12,15,20,25,24,15,16.0,17,18,13,19,15,16,17,18,16,12,12,15,13,10,11,14,13,17,18,21,21,26,23,20,18,18,20,18,18,17,19.0,25,25,26,24,25,30,27,25,25,26,20,21,19,16,13,12,12,8,5,9,10,9,9,11,10,14,11,9,3,8,7,5,3,4,3,0,1,3,2,4,9,0,5,0,,
2022-03-06 13:00:00,11,16,15,14,14,22,23,23,27,27,27,25,24.0,22,20,15,14,12,16,13,15,15,14,15,15,18,15,14,15,11,16,21,20,18,26,21,19,18,16,16,18,17,17,18.0,23,22,22,23,21,20,23,24,16,18,22,21,20,21,22,17,14,12,0,9,12,11,12,10,7,5,11,10,9,9,0,9,7,8,5,0,0,4,6,4,8,6,6,0,,
2022-03-06 14:00:00,10,14,15,16,6,16,17,15,18,14,16,13,11.0,9,11,11,9,10,16,16,16,15,12,14,13,7,6,7,11,9,14,19,20,14,30,30,29,26,21,22,20,20,21,20.0,22,22,20,23,21,21,20,21,20,24,24,26,20,21,20,16,15,14,11,12,11,10,9,6,6,6,5,4,6,8,5,1,4,8,7,6,6,5,8,1,3,0,7,0,,
2022-03-06 15:00:00,11,16,7,15,16,17,19,19,20,18,17,14,15.0,13,14,13,12,9,14,14,16,16,15,20,21,18,19,17,16,15,18,19,21,22,31,28,22,20,18,23,22,24,20,19.0,16,17,18,21,19,21,19,21,19,24,20,17,16,14,13,14,12,9,8,11,14,12,13,9,8,15,2,6,14,15,13,11,2,9,8,6,5,14,16,6,14,9,3,0,,
2022-03-06 16:00:00,8,12,12,11,12,14,14,16,18,21,22,21,16.0,15,16,14,15,12,11,14,17,18,13,13,12,13,13,14,15,13,12,12,9,14,28,26,25,23,24,24,25,20,19,20.0,21,23,25,27,26,23,24,20,22,19,24,29,26,21,15,13,12,10,8,7,9,7,8,5,0,7,5,4,5,6,0,7,7,6,8,10,9,7,7,10,10,9,4,1,,
2022-03-06 17:00:00,4,13,12,13,14,17,19,21,20,19,22,10,18.0,17,8,15,14,12,14,17,16,14,14,16,20,18,14,11,14,13,13,15,17,15,30,24,31,26,18,19,23,24,23,22.0,21,20,23,24,25,27,26,26,21,22,30,31,30,27,24,24,22,22,20,18,20,19,14,12,5,11,10,7,8,8,7,7,0,6,8,6,4,7,8,8,11,7,4,0,,
2022-03-06 18:00:00,12,17,2,9,3,8,9,10,10,10,11,9,9.0,8,9,8,10,11,11,10,10,9,7,8,15,15,9,9,6,5,7,9,13,16,24,22,26,28,29,27,28,26,23,20.0,22,19,19,18,18,20,20,21,20,28,32,28,24,7,25,22,23,21,20,16,13,11,12,13,12,18,17,14,11,10,9,8,4,8,4,6,5,3,3,4,6,10,4,0,,
2022-03-06 19:00:00,3,4,5,2,2,7,8,10,5,9,8,5,6.0,3,4,2,5,3,0,4,3,6,6,8,6,4,4,3,5,3,7,7,8,11,16,24,27,24,24,23,24,20,18,19.0,20,12,20,16,17,9,7,14,11,17,25,24,22,21,20,22,23,18,18,13,15,13,8,5,6,7,8,7,6,5,0,3,4,3,2,1,7,7,8,5,7,5,4,0,,
2022-03-06 20:00:00,1,8,7,5,5,3,6,8,4,7,5,8,6.0,3,4,0,7,8,0,7,5,3,2,6,5,4,4,5,4,0,6,9,0,10,22,20,22,19,19,20,19,16,16,16.0,14,0,13,13,13,11,8,11,11,12,20,26,28,27,26,24,20,19,9,8,8,8,6,6,3,7,6,3,0,3,0,2,3,2,3,3,2,1,3,2,7,0,3,0,,
2022-03-06 21:00:00,2,3,1,2,3,4,1,5,7,8,6,4,5.0,3,5,3,2,3,0,1,3,3,2,4,7,4,3,6,6,7,8,8,8,7,12,11,14,15,16,18,20,17,16,13.0,10,11,8,11,11,10,9,8,12,11,18,16,15,17,16,15,16,9,17,15,16,12,10,3,9,8,6,5,4,5,0,0,4,4,0,0,1,3,5,4,8,3,4,0,,
2022-03-06 22:00:00,1,3,4,0,1,4,5,6,4,6,0,5,4.0,3,3,2,4,3,0,4,6,4,5,5,4,1,3,2,0,0,2,3,2,6,11,8,13,12,13,15,8,8,14,12.0,11,0,11,8,10,11,10,13,12,14,24,26,24,22,23,20,21,19,20,19,15,10,10,9,4,10,10,9,6,2,5,8,10,2,8,5,4,5,9,8,12,1,2,0,,
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,2,0,3,2,1,2,2,0,1,1,2,0,1,0,6,5,6,3,5,8,15,17,15,11,9,7.0,6,8,9,8,0,10,7,11,9,9,14,14,14,11,10,13,10,10,9,7,12,9,10,9,1,2,8,0,0,7,0,0,1,0,4,2,0,1,4,6,5,0,1,0,,
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-07 04:00:00,4,5,0,5,9,9,10,12,12,12,13,10,10.0,12,11,11,14,14,10,11,15,8,11,10,9,5,12,12,20,19,21,22,18,13,7,0,0,0,0,6,8,7,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-03-07 05:00:00,2,5,4,5,4,11,8,14,16,17,19,18,14.0,15,10,15,11,13,12,9,9,10,8,7,7,6,7,3,8,4,7,6,7,4,8,7,6,5,7,4,2,5,5,6.0,4,5,3,2,5,2,7,7,6,5,6,7,10,10,3,9,1,11,5,5,10,9,10,9,0,2,9,9,8,0,0,0,7,4,0,2,0,2,0,0,0,0,0,0,,
2022-03-07 06:00:00,5,7,5,5,8,10,13,10,13,12,10,11,12.0,17,22,17,18,20,13,11,10,8,6,7,7,8,7,6,7,11,13,12,11,7,9,8,7,5,4,6,6,5,6,7.0,8,7,6,8,7,8,6,5,0,2,6,9,9,12,11,9,8,3,3,5,6,5,5,0,6,2,3,3,1,2,5,1,4,0,0,1,0,2,1,1,0,0,0,0,,
2022-03-07 07:00:00,6,16,14,15,18,22,26,30,33,35,36,35,35.0,33,25,27,28,28,27,23,22,27,22,17,17,18,20,13,15,16,19,19,17,16,24,20,19,18,17,17,16,17,11,11.0,18,17,18,19,17,15,13,12,11,12,20,23,20,18,19,17,15,13,10,11,9,9,16,4,15,14,12,13,11,10,2,2,5,3,6,4,2,1,0,0,1,0,0,0,,
2022-03-07 08:00:00,11,22,21,16,20,24,27,33,38,35,36,32,30.0,41,38,34,34,35,33,34,30,25,20,13,14,14,21,23,30,31,34,35,33,28,39,36,32,33,31,28,29,19,18,20.0,28,29,27,30,26,29,28,25,21,18,33,30,30,26,25,22,18,25,26,31,31,28,27,26,27,25,30,27,25,23,21,20,17,8,7,5,3,4,3,2,3,2,1,0,,
2022-03-07 09:00:00,7,19,16,12,15,16,16,17,17,14,15,10,13.0,12,13,15,16,16,16,14,16,15,13,14,13,13,14,14,13,15,14,16,14,11,23,16,16,16,14,14,13,11,12,12.0,13,11,11,13,13,16,15,14,13,13,24,22,16,14,13,13,15,12,12,12,9,8,6,6,5,6,6,6,7,0,5,6,6,5,7,4,6,5,4,2,3,2,1,0,,
2022-03-07 10:00:00,7,13,14,9,7,11,11,12,16,17,18,15,12.0,12,13,12,7,10,13,9,11,8,9,14,15,12,18,10,15,14,14,15,14,13,23,22,18,15,13,15,13,13,12,11.0,10,10,9,10,8,9,8,6,6,8,15,20,21,22,9,9,13,12,6,11,12,10,10,9,10,9,4,6,5,4,2,3,3,2,3,3,1,3,3,1,3,0,1,0,,
2022-03-07 11:00:00,5,6,8,7,9,14,15,13,16,19,9,17,15.0,14,12,11,13,13,15,15,17,16,15,19,18,16,16,15,9,7,7,8,9,9,17,14,13,15,15,16,16,15,12,11.0,13,14,14,12,15,17,16,14,12,12,8,9,13,12,24,23,25,23,9,23,14,13,10,9,11,8,7,7,6,6,6,5,5,5,4,4,4,4,5,4,4,4,2,0,,
2022-03-07 12:00:00,4,7,7,7,8,10,10,11,11,12,13,11,11.0,13,14,14,15,11,14,17,15,15,13,12,15,15,14,9,12,11,10,13,15,14,18,16,16,16,17,18,10,13,11,11.0,11,9,9,10,10,11,12,8,11,8,12,15,13,11,12,14,14,13,11,14,16,14,13,10,12,8,7,7,6,6,5,7,5,6,8,7,5,6,5,4,8,3,6,0,,
2022-03-07 13:00:00,4,5,7,5,6,9,12,16,16,15,17,12,17.0,20,21,19,18,14,16,9,14,12,13,13,14,14,14,13,13,15,15,15,17,14,19,14,13,15,13,11,10,17,10,11.0,9,8,10,12,13,13,7,11,10,12,13,14,14,13,14,11,13,13,12,14,17,15,14,13,9,13,15,9,14,13,12,10,6,5,4,4,0,5,4,2,8,3,2,0,,
2022-03-07 14:00:00,7,10,12,10,9,10,14,14,13,11,0,9,10.0,9,9,6,11,12,18,15,13,12,11,11,13,14,10,16,10,9,9,12,15,15,16,11,14,20,19,19,17,15,12,13.0,13,14,12,11,9,10,11,10,9,10,12,10,10,11,9,11,14,12,4,10,9,9,12,11,1,10,10,9,8,0,7,7,5,6,5,3,0,4,5,2,4,0,2,0,,
2022-03-07 15:00:00,7,8,8,10,8,6,9,10,10,10,12,8,12.0,10,9,11,7,8,10,10,11,10,11,16,22,21,23,23,16,13,9,13,14,12,17,15,15,15,18,19,18,14,13,13.0,15,15,17,19,26,22,22,18,21,23,30,31,21,21,22,22,23,21,20,17,16,13,13,8,0,15,16,12,11,10,9,8,8,8,7,7,0,4,6,7,7,5,3,0,,
2022-03-07 16:00:00,4,7,5,7,8,9,10,8,13,17,18,17,9.0,8,12,13,16,15,14,13,12,13,13,16,17,12,13,14,13,12,10,11,19,25,21,13,15,17,16,21,22,19,17,17.0,16,12,14,15,16,16,27,25,28,26,24,30,28,30,28,25,27,25,23,21,19,13,9,12,13,14,14,10,9,5,7,8,8,8,8,9,5,9,12,13,15,15,7,0,,
2022-03-07 17:00:00,2,9,12,13,16,14,13,15,18,20,16,15,15.0,11,11,9,10,12,12,15,21,22,22,20,18,16,15,12,17,15,13,13,19,20,27,15,17,18,18,22,22,22,23,29.0,33,31,32,24,23,21,20,18,17,17,22,27,28,27,28,25,26,22,21,23,19,16,16,13,14,15,12,13,13,12,12,7,12,12,12,9,11,9,9,11,19,17,5,0,,
2022-03-07 18:00:00,7,15,16,8,7,9,11,13,10,15,16,15,11.0,8,12,12,10,15,16,16,14,20,15,14,17,14,14,12,17,17,17,21,22,28,49,17,18,18,17,21,20,19,17,20.0,19,18,19,34,32,31,30,30,30,27,37,40,46,43,42,39,34,30,24,24,21,16,18,17,10,19,19,12,11,18,16,8,15,14,15,11,0,16,20,13,24,20,6,0,,
2022-03-07 19:00:00,2,3,1,5,4,7,6,6,6,14,15,14,7.0,8,7,5,4,3,5,6,8,9,12,9,10,10,10,8,7,7,11,15,20,24,37,24,28,28,30,33,32,28,21,19.0,18,18,16,17,17,19,18,18,19,21,34,36,36,36,38,37,37,29,26,23,24,16,15,14,11,9,15,14,10,9,5,9,0,10,9,7,7,7,8,6,12,19,8,0,,
2022-03-07 20:00:00,2,9,3,9,8,8,7,6,6,8,6,5,7.0,4,6,3,7,5,1,6,8,9,7,9,9,8,9,5,5,4,5,5,7,10,25,21,19,21,23,27,28,26,21,20.0,16,15,15,15,14,18,20,19,18,17,24,23,20,21,20,19,17,14,5,11,13,12,8,5,6,8,8,6,6,3,0,5,1,5,6,5,0,4,3,3,3,1,1,0,,
2022-03-07 21:00:00,2,1,0,1,3,3,4,2,5,9,10,9,8.0,8,9,8,6,2,5,5,7,7,7,7,7,4,5,4,5,5,6,6,6,10,19,17,20,22,21,24,26,24,19,18.0,16,13,13,14,17,20,18,18,18,21,30,25,25,25,24,22,20,17,18,15,13,8,8,6,5,4,5,5,4,0,4,6,5,7,6,7,4,7,7,4,9,7,6,0,,
