Unnamed: 0,1_정릉북한산국립공원입구,2_정릉산장아파트,3_정릉4동주민센터.경국사,4_북한산보국문역2번출구,5_성북청수도서관.정릉4동성당,6_정릉시장입구,7_정릉우체국앞,8_숭덕초교,9_정릉길음시장,10_돈암동삼성아파트입구,11_돈암1동주민센터,12_종암사거리,13_종암경찰서,14_종암동주민센터,15_숭례초교,16_고려대역.고대앞삼거리,17_홍파초등학교,18_제기동주민센터.서울약령시앞,19_경동시장,20_경동시장사거리,21_동대문구청.용신동주민센터,22_마장축산물시장,23_도선사거리,24_성동구청,25_무학여고,26_응봉동주민센터,27_응봉동현대아파트,28_삼성래미안아파트앞,29_금남시장앞.백범학원터,30_금옥초등학교앞,31_옥수삼성아파트.래미안옥수리버젠,32_옥정중학교입구,33_한남시범아파트,34_한남동,35_순천향대학병원,36_한강진역.블루스퀘어,37_한남동새마을금고,38_이태원119안전센터,39_이태원역1번출구.해밀턴호텔,40_용산구청.이태원시장,41_녹사평역,42_전쟁기념관,43_용산꿈나무종합타운.보건분소,44_효창공원앞역,45_용마루고개(서울자동차고등학교),46_용마루고개.신공덕삼성아파트,47_공덕오거리,48_공덕역.2번.출구,49_동도중학교.서울디자인고등학교,50_대흥역,51_광성중고등학교,52_서강대학교,53_신촌로터리,54_현대백화점,55_동교동삼거리연희동방면,56_연희동대우아파트,57_연희교차로,58_연희3거리,59_한성화교중고교.서대문소방서,60_서대문자연사박물관입구,61_서대문구청.보건소.구의회,62_서대문구보건소별관,63_정원여중,64_홍은현대아파트.스위스그랜드호텔,65_유진상가,66_문화촌현대아파트,67_서울여자간호대학,68_유원하나아파트,69_홍지문.옥천암,70_세검정.상명대,71_세검정초등학교,72_화정박물관,73_서울예술고등학교.평창동주민센터,74_예능교회,75_벽산평창힐스아파트,76_롯데아파트,77_평창동삼성아파트,78_국민대앞,79_청덕초등학교,80_북악중학교,81_봉국사,82_정릉우체국앞,83_정릉시장입구,84_성북청수도서관.정릉4동성당,85_북한산보국문역1번출구,86_정릉4동주민센터.경국사,87_정릉대우아파트,88_정릉북한산국립공원입구,13_종암사거리입구,44_효창공원앞역.이봉창역사울림관
2022-03-13 17:00:00,5,10,3,8,8,7,7,8,7,9,5,4,,5,5,5,6,7,11,12,13,9,8,15,16,12,13,12,13,10,12,14,8,17,24,22,25,17,22,19,18,16,15,14.0,13,14,19,13,18,19,18,20,16,16,19,22,20,19,18,18,8,14,2,14,16,14,12,14,13,9,10,9,8,0,6,5,6,9,10,8,5,8,7,7,8,10,9,0,6.0,
2022-03-13 18:00:00,3,7,8,7,5,6,5,6,8,5,5,0,,6,8,7,6,0,8,11,12,9,8,8,8,5,1,6,5,6,7,10,7,11,19,15,19,18,16,18,14,17,14,12.0,13,15,15,17,15,19,19,19,18,24,23,23,20,16,9,13,14,13,12,11,12,11,15,5,4,14,10,7,4,2,4,5,4,3,4,1,0,3,7,6,10,9,6,0,6.0,
2022-03-13 19:00:00,4,4,2,4,5,5,4,6,7,10,3,9,,5,7,6,1,9,8,5,7,7,4,6,10,6,8,10,9,8,7,6,0,6,13,16,15,16,17,19,20,17,16,17.0,16,10,14,13,17,21,22,19,17,19,21,19,18,16,17,13,11,13,12,12,14,13,8,2,5,7,6,5,4,6,2,2,5,0,5,0,1,5,5,1,4,2,2,0,7.0,
2022-03-13 20:00:00,1,3,3,1,5,7,5,2,7,7,6,5,,7,5,0,0,4,0,5,7,9,7,8,11,8,7,4,4,2,7,11,12,12,13,13,15,17,21,25,19,23,20,16.0,19,16,16,20,17,17,11,14,15,12,15,12,13,11,12,10,10,11,10,9,9,7,7,6,0,0,5,0,4,0,0,3,3,0,4,5,0,8,2,6,8,5,4,0,6.0,
2022-03-13 21:00:00,1,3,0,2,1,0,4,5,2,5,0,3,,6,2,1,3,2,0,7,5,6,6,10,7,9,3,0,7,6,7,7,6,11,17,13,18,15,18,18,17,16,12,12.0,11,10,11,10,9,13,6,12,11,14,19,19,18,16,19,20,9,9,5,18,16,13,8,7,5,6,6,2,5,3,5,0,3,4,3,0,1,2,5,5,6,0,1,0,4.0,
2022-03-13 22:00:00,0,1,1,3,3,4,2,4,3,6,3,5,,2,3,3,0,0,4,2,6,5,4,7,5,6,5,4,3,2,4,5,8,9,10,8,12,11,18,22,21,18,17,18.0,16,7,15,15,16,16,11,18,12,21,22,25,26,23,21,18,17,17,13,12,14,10,9,6,0,2,8,6,5,2,4,4,4,6,3,0,5,3,2,1,1,0,0,0,3.0,
2022-03-13 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,0,3,0,4,5,4,3,0,6,5,0,0,1,1,2,4,3,8,11,9,8,10,20,24,20,16,12,13.0,11,12,14,14,13,13,7,12,12,14,21,25,24,22,21,22,20,18,17,16,16,12,9,5,8,3,5,0,7,6,0,0,3,2,1,0,0,5,1,2,4,0,1,0,0.0,
2022-03-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
2022-03-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
2022-03-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
2022-03-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
2022-03-14 04:00:00,2,3,0,4,4,6,7,8,9,8,0,6,,19,5,5,21,21,19,18,16,15,14,12,6,5,9,8,16,9,19,18,15,9,3,3,0,0,0,2,2,0,1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,
2022-03-14 05:00:00,5,4,1,4,11,12,13,15,16,8,15,11,,13,12,10,9,9,8,8,9,8,4,8,5,4,5,4,4,5,4,6,5,4,3,3,2,4,4,6,7,4,6,7.0,4,2,5,6,5,7,5,8,4,6,7,7,6,5,4,3,2,10,11,12,12,9,1,11,0,9,7,6,5,0,0,0,4,3,2,0,1,0,0,0,0,0,0,0,10.0,
2022-03-14 06:00:00,5,9,8,10,6,13,16,18,19,15,10,13,,17,18,16,18,18,17,18,19,19,9,8,10,9,5,10,9,8,12,13,12,10,10,9,8,8,9,8,8,6,6,7.0,7,6,4,7,2,4,3,2,3,2,3,5,5,4,4,5,4,4,5,5,5,4,5,4,5,6,7,0,3,6,5,4,3,1,1,0,0,0,2,1,1,0,0,0,14.0,
2022-03-14 07:00:00,8,16,18,15,17,21,21,29,33,26,27,27,,29,27,26,27,25,26,24,27,28,24,14,15,14,10,16,16,17,20,23,24,19,26,23,17,17,25,26,21,17,18,17.0,18,16,12,13,11,13,11,14,11,13,20,27,25,26,21,18,18,17,14,12,15,20,24,12,3,20,19,15,8,5,6,4,4,2,1,3,2,2,0,0,1,0,0,0,27.0,
2022-03-14 08:00:00,13,25,19,15,20,22,29,31,35,31,33,31,,36,32,30,34,30,30,25,25,21,19,12,12,15,16,14,17,20,20,20,19,18,23,20,20,20,21,22,23,18,13,18.0,19,21,19,18,19,18,21,19,17,18,34,38,37,36,34,31,25,25,26,28,30,28,28,30,31,25,23,19,17,14,12,6,11,5,3,7,2,6,5,4,4,3,1,0,35.0,
2022-03-14 09:00:00,3,13,12,13,17,18,18,18,18,17,13,13,,16,22,18,21,20,18,16,18,15,12,11,12,12,12,7,11,14,13,17,14,13,29,24,21,17,15,16,17,17,13,17.0,17,19,16,17,14,20,21,18,16,16,23,26,23,18,17,18,17,16,15,12,7,8,9,7,6,8,8,7,7,2,6,4,4,5,3,4,3,5,8,7,10,9,4,0,15.0,
2022-03-14 10:00:00,4,8,9,11,14,14,14,15,15,15,15,7,,14,15,13,13,11,10,9,10,8,9,11,14,9,12,11,12,12,12,12,12,10,17,21,21,18,16,15,16,17,12,14.0,15,11,10,11,12,12,14,5,15,10,17,15,14,10,8,7,9,7,6,6,7,5,4,4,0,1,5,4,5,4,0,4,4,3,3,2,0,2,6,5,5,0,2,0,13.0,
2022-03-14 11:00:00,5,7,6,7,7,8,9,12,15,14,12,5,,8,13,12,8,11,13,13,12,13,14,13,12,11,13,14,12,11,9,13,13,14,21,17,14,13,10,11,10,9,9,10.0,9,8,10,11,14,12,9,13,12,10,11,15,19,22,12,11,13,14,16,17,13,11,9,11,10,7,6,5,3,0,0,2,4,4,4,6,2,6,8,7,6,4,6,0,14.0,
2022-03-14 12:00:00,5,7,5,7,6,8,9,11,11,16,17,16,,13,11,11,6,9,13,8,13,15,14,15,16,15,11,13,12,11,11,14,12,11,19,15,13,11,10,13,14,13,10,7.0,9,8,9,8,8,10,4,10,12,13,15,17,16,11,17,17,22,20,19,16,18,17,14,15,13,8,14,7,12,11,4,5,8,4,4,4,2,4,7,5,3,2,3,0,14.0,
2022-03-14 13:00:00,4,12,12,13,12,13,13,14,18,16,9,16,,14,12,13,11,6,12,11,9,9,7,7,7,8,9,11,10,8,10,11,11,12,17,16,15,15,14,17,16,12,12,13.0,14,8,14,10,9,6,9,12,13,11,13,17,17,21,20,16,21,17,15,14,12,11,12,8,7,11,9,9,8,0,5,8,5,4,5,4,0,4,5,4,4,2,1,0,15.0,
2022-03-14 14:00:00,7,10,12,10,11,11,13,15,14,9,11,6,,9,8,8,7,7,9,6,10,9,7,10,8,6,10,6,12,11,9,8,6,8,14,12,13,11,10,11,12,10,10,13.0,9,8,13,12,11,11,10,10,11,13,16,15,18,16,11,18,19,19,18,19,13,13,12,10,12,9,11,9,7,8,6,6,7,6,4,3,3,3,2,4,5,3,1,0,8.0,
2022-03-14 15:00:00,2,3,5,6,7,8,9,8,9,9,8,8,,7,7,6,7,7,8,8,12,9,9,10,10,12,14,12,10,8,9,10,14,16,22,21,19,20,18,21,20,23,15,14.0,16,15,13,14,18,17,27,32,31,14,20,23,22,23,18,19,18,16,16,15,18,16,14,12,13,13,12,9,8,5,4,7,6,9,10,20,0,8,9,5,5,2,3,0,7.0,
2022-03-14 16:00:00,6,10,7,6,6,8,10,9,11,18,12,14,,8,11,13,19,18,19,19,18,15,15,15,17,16,14,12,12,11,8,9,29,33,26,16,16,14,12,13,13,12,10,11.0,15,12,13,23,21,20,25,25,24,30,29,25,24,25,23,22,22,21,16,19,10,8,8,7,8,7,9,7,8,0,8,9,0,7,6,14,13,11,9,8,7,5,6,0,12.0,
2022-03-14 17:00:00,3,7,9,8,11,12,13,14,10,14,13,10,,10,9,9,10,10,11,10,12,14,13,13,14,15,16,17,16,14,13,15,21,30,38,24,22,23,19,18,16,16,16,16.0,17,16,19,25,25,27,27,29,26,26,23,22,21,19,17,19,17,15,13,13,14,13,11,12,11,10,8,8,5,3,9,10,0,10,11,10,10,10,9,6,7,6,3,0,9.0,
2022-03-14 18:00:00,3,9,0,11,11,10,13,14,15,16,17,16,,13,14,16,16,17,16,20,18,20,18,13,16,16,14,13,15,14,12,11,16,25,51,30,27,28,26,31,25,23,23,24.0,26,23,28,34,33,32,30,28,28,30,41,43,44,43,42,36,33,27,26,25,24,16,18,18,19,14,16,15,17,17,16,15,14,14,12,13,10,8,10,7,15,12,6,0,17.0,
2022-03-14 19:00:00,1,4,2,3,4,9,8,8,7,11,12,10,,6,5,4,4,5,4,5,7,5,6,7,9,10,11,5,9,8,10,11,13,17,28,21,21,21,21,17,20,20,15,17.0,15,14,19,21,25,24,22,21,18,18,32,34,37,34,32,28,25,21,20,17,14,12,9,8,9,8,9,9,8,7,6,8,6,9,6,5,5,5,8,10,15,14,5,0,7.0,
2022-03-14 20:00:00,1,2,2,2,4,6,7,7,7,9,11,5,,5,8,6,7,0,8,5,10,11,7,7,7,5,3,9,10,9,7,6,8,13,25,18,15,14,14,17,16,14,11,13.0,13,13,17,18,15,15,14,16,17,17,17,18,21,21,22,21,20,15,13,12,10,9,8,6,9,7,7,3,4,7,4,7,0,6,7,2,6,7,4,3,4,0,1,0,7.0,
2022-03-14 21:00:00,2,0,1,2,6,2,4,3,3,8,5,9,,6,7,5,3,4,4,3,8,5,5,6,6,7,6,6,6,5,6,6,7,7,16,14,15,14,16,18,16,17,18,17.0,14,12,12,12,11,14,12,12,12,14,18,17,16,11,16,12,11,11,7,10,9,6,5,3,0,6,7,7,5,9,4,3,5,8,5,7,0,5,7,4,8,0,5,0,7.0,
2022-03-14 22:00:00,1,3,4,2,6,9,3,7,4,8,12,5,,7,6,7,3,4,1,5,4,6,6,8,7,6,5,4,5,2,6,5,6,8,17,11,15,15,16,17,18,16,13,12.0,10,9,11,11,15,19,19,20,21,24,33,27,28,26,25,24,20,22,20,19,18,12,10,8,3,7,6,5,0,3,3,4,6,4,3,4,3,2,2,1,10,0,4,0,10.0,
2022-03-14 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,2,0,0,4,0,5,7,6,4,5,2,5,1,4,4,5,7,15,13,10,10,13,14,15,10,9,7.0,6,3,7,8,5,10,0,8,5,9,10,8,12,10,11,19,18,15,13,12,10,10,8,7,0,5,5,3,3,0,2,4,2,3,5,0,0,6,6,5,4,0,2,0,0.0,
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
2022-03-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
2022-03-15 04:00:00,1,6,0,4,9,7,9,10,11,10,0,9,,17,16,8,16,15,4,14,15,8,13,9,7,8,11,10,18,7,19,21,20,12,5,5,3,0,6,0,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,
2022-03-15 05:00:00,2,4,3,5,7,10,11,12,13,6,12,12,,12,11,12,10,10,10,12,11,11,8,5,4,3,6,3,5,7,5,8,4,6,6,4,5,5,4,5,4,5,4,7.0,8,6,4,5,7,3,9,9,6,7,6,6,8,5,7,3,3,9,3,10,8,7,9,8,0,0,10,4,6,0,3,0,0,4,3,2,1,1,2,1,0,0,0,0,10.0,
2022-03-15 06:00:00,5,11,12,10,7,14,13,12,13,15,14,3,,20,16,15,21,22,19,17,16,16,14,6,7,6,7,8,8,8,12,14,8,7,7,7,6,8,9,10,7,7,8,3.0,9,6,3,4,5,3,5,4,5,5,6,8,7,5,2,2,4,3,3,5,6,5,7,7,8,7,8,7,6,4,1,3,2,3,0,3,2,2,3,2,1,0,0,0,16.0,
2022-03-15 07:00:00,6,18,17,16,17,23,26,29,34,29,29,28,,27,27,28,26,27,29,25,20,22,21,13,10,13,12,13,28,33,24,25,21,18,28,20,18,24,25,17,24,17,15,15.0,17,16,13,13,12,14,13,12,12,10,27,28,26,25,23,21,15,16,3,17,21,9,20,23,22,19,18,18,12,11,11,8,9,10,4,3,2,1,3,2,1,1,0,0,30.0,
2022-03-15 08:00:00,12,20,19,16,22,26,31,30,35,30,28,29,,27,28,28,30,29,27,25,25,24,20,14,15,18,20,16,26,30,38,28,24,20,37,32,32,32,31,31,28,21,17,21.0,28,34,35,25,18,23,24,20,17,13,24,29,30,32,29,26,28,25,24,23,25,24,28,13,29,26,24,23,14,0,13,12,11,8,10,7,6,4,3,2,2,2,1,0,29.0,
2022-03-15 09:00:00,3,11,9,10,13,16,18,21,20,20,22,20,,15,14,17,20,20,25,25,30,27,22,16,15,15,17,15,13,16,17,20,23,16,31,25,22,21,19,20,20,18,20,22.0,23,23,20,20,15,21,15,21,18,19,19,17,11,10,10,10,10,11,8,10,9,9,8,9,9,8,6,6,4,4,5,4,4,4,3,3,0,3,4,2,2,1,1,0,18.0,
2022-03-15 10:00:00,4,9,9,9,13,10,11,15,15,13,13,12,,13,12,13,12,12,12,12,11,10,12,17,16,15,9,13,9,9,12,14,15,13,20,18,17,19,15,15,16,13,8,12.0,12,11,12,14,13,12,11,9,11,10,15,17,20,21,19,22,27,26,25,24,18,18,17,15,14,13,9,8,7,6,7,5,4,4,7,3,3,6,4,3,5,6,2,0,12.0,
2022-03-15 11:00:00,7,11,10,10,13,17,15,18,21,21,21,19,,20,18,15,14,13,15,14,15,15,14,13,12,13,11,9,13,9,10,12,14,11,19,18,15,19,20,10,11,10,8,8.0,10,9,9,8,7,8,7,7,8,9,13,11,11,16,14,16,16,12,11,14,12,6,6,4,5,6,7,6,3,5,4,2,2,4,5,3,4,3,2,0,1,1,1,0,19.0,
2022-03-15 12:00:00,3,6,8,7,8,11,12,13,14,13,11,12,,16,16,14,10,12,16,17,16,15,13,12,11,10,11,10,13,13,12,15,21,19,22,19,15,12,11,21,18,15,14,17.0,18,18,18,16,16,16,15,14,15,14,12,14,16,17,16,15,14,13,11,12,13,11,10,8,10,7,8,10,8,7,10,9,4,8,8,10,2,8,5,7,7,6,4,0,16.0,
2022-03-15 13:00:00,3,8,8,10,13,20,18,16,16,18,20,19,,20,15,18,16,13,17,18,17,13,15,13,15,13,12,12,12,9,13,16,17,20,21,19,24,25,24,24,23,20,15,14.0,15,16,15,15,16,14,15,17,13,14,19,18,14,12,13,11,12,13,10,12,12,12,10,10,11,9,9,8,7,7,6,6,5,6,4,5,3,6,5,6,5,4,4,0,16.0,
2022-03-15 14:00:00,6,13,14,12,13,17,15,15,15,19,10,18,,15,14,16,17,15,19,18,19,19,18,17,11,12,12,11,11,9,11,13,12,16,21,17,14,14,11,11,12,10,10,11.0,10,10,11,15,13,18,16,17,15,14,19,23,22,21,19,18,15,19,22,23,20,13,12,0,12,11,12,7,11,6,5,7,6,8,6,10,3,8,12,8,8,7,4,0,12.0,
2022-03-15 15:00:00,7,13,12,11,12,13,14,16,15,19,20,19,,18,19,16,15,11,17,20,20,19,16,15,21,19,10,10,10,11,13,12,13,12,20,19,25,24,20,19,19,19,15,15.0,14,15,10,14,20,24,27,25,23,19,19,16,16,18,17,14,16,17,16,15,12,8,7,5,0,9,9,3,8,0,0,7,6,8,10,13,11,9,9,7,8,5,6,0,21.0,
2022-03-15 16:00:00,3,8,7,9,9,11,10,12,11,18,18,13,,10,13,12,10,8,16,15,18,17,15,14,14,18,17,15,18,20,21,19,23,31,32,26,22,19,20,23,25,21,15,17.0,19,19,19,23,30,31,34,36,37,39,39,33,39,39,35,27,25,23,24,23,19,14,12,11,10,15,13,13,13,8,12,10,9,10,11,13,5,8,11,6,10,9,5,0,8.0,
2022-03-15 17:00:00,5,6,5,8,12,10,12,11,12,14,11,10,,8,10,13,16,17,21,19,18,17,15,16,19,16,15,15,14,13,13,16,25,31,43,24,26,26,28,27,26,25,22,24.0,23,22,19,17,20,19,22,24,24,22,36,43,39,36,37,20,19,18,17,15,14,18,22,26,13,26,27,27,25,22,20,18,15,16,16,16,15,12,8,10,12,9,5,0,9.0,
2022-03-15 18:00:00,5,7,11,9,11,15,16,17,18,15,13,12,,16,15,17,19,12,17,16,22,25,22,18,20,19,19,16,15,14,14,17,21,27,55,25,28,24,23,24,22,21,24,29.0,29,25,28,33,33,33,33,34,30,28,34,35,34,35,32,35,40,41,39,37,34,31,25,25,24,25,25,22,21,20,19,18,19,18,18,17,15,13,12,12,25,20,7,0,16.0,
2022-03-15 19:00:00,2,9,6,8,11,13,11,16,10,17,15,13,,9,8,0,10,7,7,8,13,12,13,12,11,20,13,12,10,8,10,9,13,24,35,25,28,27,23,25,25,26,21,16.0,18,18,19,18,20,22,24,21,20,22,38,41,40,36,35,34,29,23,22,20,20,17,14,12,9,14,9,10,9,1,8,11,0,8,10,5,1,5,7,5,5,10,6,0,10.0,
2022-03-15 20:00:00,2,1,0,3,5,5,7,8,7,13,5,9,,8,7,5,8,7,4,9,7,6,6,7,8,6,5,2,6,7,8,10,9,11,22,15,16,15,17,15,17,16,17,18.0,13,14,13,16,16,19,19,15,14,16,19,23,27,26,24,21,20,16,13,14,12,12,10,9,0,3,13,14,13,4,12,11,9,11,5,10,9,6,4,3,5,3,2,0,8.0,
2022-03-15 21:00:00,0,0,0,2,1,6,2,7,8,6,0,6,,5,8,7,6,5,0,4,4,3,4,6,7,6,6,4,5,6,7,6,8,14,25,15,26,29,33,39,38,35,22,21.0,20,18,20,23,21,24,13,25,25,24,24,25,24,25,26,14,13,22,20,19,19,13,10,9,3,8,8,7,10,9,7,6,5,6,5,5,0,6,7,6,6,4,1,0,7.0,
2022-03-15 22:00:00,1,2,1,2,3,3,5,5,4,9,6,7,,5,4,5,5,3,2,6,6,6,5,7,7,6,6,6,7,6,8,8,8,11,23,16,15,17,18,22,16,22,17,19.0,15,14,13,17,15,19,22,23,22,25,35,39,41,40,37,35,34,31,26,24,20,14,13,11,6,11,10,9,9,5,8,7,6,9,5,3,8,7,6,3,9,5,5,0,6.0,
2022-03-15 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,4,0,0,5,4,0,0,4,3,4,3,2,0,2,0,3,5,4,8,17,13,14,15,17,15,15,12,8,13.0,11,10,10,13,15,16,8,16,18,18,25,20,20,19,17,15,14,19,11,10,19,13,11,10,1,7,4,6,1,0,0,3,0,6,5,5,0,4,2,2,6,2,3,0,0.0,
2022-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
2022-03-16 04:00:00,3,3,0,4,6,6,8,9,9,11,0,9,,17,17,0,18,17,4,6,18,17,16,12,8,9,12,12,19,9,20,21,16,12,6,8,0,0,10,9,11,10,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,
2022-03-16 05:00:00,1,4,0,4,8,9,8,11,8,7,8,10,,10,10,9,9,12,12,10,12,11,10,6,4,6,7,6,7,0,6,9,7,4,5,4,3,3,4,0,2,3,9,11.0,12,8,6,8,9,8,10,9,9,10,10,7,7,4,7,0,6,9,0,10,2,9,1,0,0,8,6,5,4,0,0,0,0,2,0,0,0,1,0,2,3,4,0,0,11.0,
2022-03-16 06:00:00,7,9,6,8,9,14,16,11,15,9,13,14,,12,16,14,17,19,15,15,17,13,7,6,6,6,6,8,10,13,12,16,17,13,13,12,6,13,12,11,10,9,7,6.0,7,4,5,4,2,2,0,1,0,4,8,11,3,3,2,3,4,5,6,7,7,1,8,9,9,8,9,3,6,5,4,4,3,2,1,0,0,2,3,2,2,0,0,0,15.0,
2022-03-16 07:00:00,7,12,13,13,16,19,21,24,35,27,28,27,,36,39,24,23,24,25,23,21,17,14,13,10,12,16,17,27,30,27,26,21,18,23,20,18,15,17,17,18,12,13,14.0,16,18,18,17,14,15,11,11,10,10,13,15,13,9,11,11,8,9,5,10,8,12,16,10,9,9,15,5,8,2,7,6,2,4,1,1,0,3,4,2,1,0,1,0,32.0,
2022-03-16 08:00:00,11,26,20,14,17,20,27,27,33,32,32,30,,34,36,31,34,30,31,29,27,22,18,13,20,22,21,23,29,31,33,32,22,21,32,23,22,25,25,21,20,16,13,17.0,24,32,29,24,22,24,25,23,22,22,27,27,27,27,28,27,31,31,32,31,30,33,32,37,39,33,31,27,24,23,19,17,16,4,7,6,2,4,4,3,2,0,0,0,32.0,
2022-03-16 09:00:00,6,17,16,9,12,14,15,19,20,16,15,13,,18,20,21,20,21,21,19,18,18,18,14,15,16,15,12,12,13,14,19,17,16,35,25,20,21,22,22,21,19,14,17.0,18,18,19,17,17,23,23,20,16,16,22,21,20,20,18,15,15,16,7,17,14,13,13,12,10,11,12,8,10,5,6,9,6,5,5,3,0,3,5,2,6,5,4,0,14.0,
2022-03-16 10:00:00,3,9,7,5,10,7,11,15,18,19,20,18,,11,17,8,15,13,13,12,11,10,8,10,9,9,9,10,11,12,16,18,16,11,20,27,16,17,17,20,19,17,13,11.0,12,17,13,9,10,14,14,11,6,13,14,13,13,9,14,13,8,0,6,7,10,11,11,0,7,11,12,11,8,5,7,7,6,8,8,5,4,7,5,2,4,0,3,0,17.0,
