Unnamed: 0,1_중계본동종점,2_노원우체국,3_중계본동주민센터,4_영신여자고등학교입구,5_노원문화예술회관.불암초등학교,6_기업은행중계동지점,7_은행사거리,8_중계주공10단지.중계건영3차아파트,9_노원구민체육센터,10_목련아파트상가,11_중계목화아파트4단지,12_용동초등학교,13_2001아울렛중계점,14_노원구민의전당,15_하계역,16_하계우성아파트,17_하계극동아파트,18_월계보건지소,19_월계사슴아파트2단지,20_월계역,21_녹천초등학교월계이마트,22_월계삼호4차아파트,23_월계삼호아파트,24_월계미륭아파트,25_월계미성아파트,26_한천초등학교,27_한진한화그랑빌아파트,28_한진한화그랑빌아파트,29_석계역2번출구,30_석계역1번출구.A,31_석계역굴다리앞,32_석계역,33_한천초등학교,34_월계미성아파트,35_월계미륭아파트,36_월계삼호아파트,37_월계삼호4차아파트,38_녹천초등학교월계이마트,39_월계역,40_월계사슴아파트3단지,41_월계보건지소,42_하계시영아파트,43_하계장미아파트,44_하계역,45_서울시립북서울미술관,46_2001아울렛중계점,47_용동초등학교,48_하계현대아파트,49_롯데마트,50_노원구민체육센터,51_롯데우성아파트,52_은행사거리,53_신한은행중계본동지점,54_노원문화예술회관.불암초등학교,55_불암고등학교,56_노원우체국,57_중계본동종점(가상)
2022-03-08 22:00:00,1,0,0,3,5,20,32,34,0,35,34,21,30,26,26,24,21,16,4,14,12,8,6,5,4,3,0,2,1,2,0,1,0,1,2,0,0,8,8,2,0,0,5,7,7,7,0,6,3,5,6,5,6,5,0,0,0
2022-03-08 23:00:00,0,0,1,1,2,6,2,7,0,2,0,0,0,7,5,6,4,4,0,2,3,2,0,0,0,0,1,0,0,6,7,8,0,0,0,7,0,0,5,4,0,3,4,8,6,0,7,6,0,0,6,5,4,2,2,0,0
2022-03-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 05:00:00,0,0,0,0,2,0,1,0,0,3,0,3,0,4,0,3,2,3,2,3,1,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 06:00:00,0,0,1,1,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 07:00:00,0,1,4,3,2,0,5,0,0,0,0,5,6,7,3,3,0,2,3,2,2,0,0,0,1,2,4,0,3,1,0,0,0,0,0,2,0,0,0,0,5,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 08:00:00,0,1,4,5,2,6,0,5,0,5,3,6,5,2,3,5,4,3,0,2,1,3,0,5,0,3,4,5,4,1,0,0,2,0,0,0,3,0,0,0,4,2,3,2,3,0,0,0,0,0,0,1,0,2,0,0,0
2022-03-09 09:00:00,0,2,0,8,10,0,5,11,0,0,0,4,10,6,5,7,6,4,5,4,3,0,0,0,1,4,5,0,0,1,0,0,4,2,5,6,1,0,4,6,7,6,5,6,11,0,0,12,11,8,7,1,1,0,0,0,0
2022-03-09 10:00:00,1,2,2,0,3,4,6,8,0,9,3,0,6,5,4,5,4,5,0,4,2,2,0,0,2,3,0,4,0,2,0,3,1,3,4,0,0,0,0,2,3,0,6,5,6,0,0,1,2,0,0,1,0,0,0,0,0
2022-03-09 11:00:00,0,2,5,5,8,9,12,13,0,12,13,11,10,9,8,12,13,6,0,10,6,7,8,8,6,9,8,7,6,1,0,0,4,0,7,7,8,0,9,6,11,13,7,11,8,9,10,0,8,8,7,4,2,1,0,0,0
2022-03-09 12:00:00,0,3,3,5,6,7,12,13,11,12,16,15,0,13,11,12,10,11,8,7,7,5,4,3,5,9,0,9,5,2,0,3,4,0,0,6,3,8,0,6,8,8,10,13,12,0,13,13,11,12,13,9,8,3,2,0,0
2022-03-09 13:00:00,3,4,6,7,8,9,12,13,0,14,15,14,11,10,9,0,3,0,0,8,6,0,0,0,0,5,4,2,0,3,2,1,0,0,0,3,1,8,0,4,11,10,9,12,11,12,12,0,11,12,11,6,5,3,2,0,0
2022-03-09 14:00:00,0,1,7,8,3,10,14,17,0,11,16,0,5,12,12,13,12,10,9,7,4,3,3,2,0,4,5,4,2,1,0,0,2,0,0,2,3,3,0,0,0,2,3,4,8,0,9,3,10,0,9,4,3,2,0,0,0
2022-03-09 15:00:00,2,8,10,13,15,21,20,13,0,14,0,15,11,9,5,4,5,2,0,0,4,3,3,3,0,1,0,2,0,0,1,0,3,0,1,0,5,6,0,5,5,7,8,10,9,12,13,0,0,7,10,5,4,1,0,0,0
2022-03-09 16:00:00,0,1,3,4,7,11,13,16,10,22,26,25,21,18,9,8,9,8,5,7,2,0,1,0,2,3,0,4,2,1,2,5,2,6,5,0,0,0,0,0,3,2,6,10,10,10,11,9,12,13,12,7,5,2,1,0,0
2022-03-09 17:00:00,0,3,4,6,7,17,23,24,15,23,0,14,24,22,12,12,12,9,7,5,4,3,0,3,0,1,2,0,1,0,0,4,8,0,4,5,9,11,10,0,11,0,19,21,25,17,28,15,28,27,11,8,8,2,0,0,0
2022-03-09 18:00:00,1,3,4,6,7,11,16,18,7,7,0,16,14,15,10,12,11,6,9,5,3,4,0,0,0,1,0,0,3,3,1,2,3,0,0,2,0,5,7,0,7,9,7,12,15,8,9,10,8,17,14,7,5,3,1,0,0
2022-03-09 19:00:00,2,1,1,0,2,4,7,8,0,0,7,0,6,9,11,10,3,7,0,6,3,0,5,4,1,0,3,2,0,4,4,5,4,4,2,0,5,7,8,0,3,5,6,9,11,10,9,0,0,9,7,7,0,2,1,0,0
2022-03-09 20:00:00,0,0,1,1,0,3,6,8,7,8,0,6,5,9,8,7,6,4,3,0,2,4,0,0,0,3,0,4,4,2,0,0,1,0,3,3,0,2,2,0,3,0,0,7,7,7,4,0,0,6,0,4,5,4,0,2,0
2022-03-09 21:00:00,0,0,0,2,0,3,10,7,0,12,11,11,10,8,6,2,5,2,2,0,0,1,1,0,1,0,0,0,0,1,2,4,3,0,2,0,0,3,3,0,0,0,2,3,4,0,3,2,1,5,0,4,0,3,0,0,0
2022-03-09 22:00:00,0,1,0,3,6,32,44,0,17,43,17,0,42,31,30,27,17,9,8,0,6,4,0,4,0,2,3,2,0,2,0,0,1,0,1,0,1,3,2,3,4,3,2,7,5,6,0,5,6,0,5,5,5,3,0,0,0
2022-03-09 23:00:00,0,0,0,0,0,1,4,0,0,0,4,0,0,6,0,1,7,1,0,5,4,3,1,0,0,0,0,2,1,1,2,0,1,0,0,0,0,0,0,0,1,0,2,4,8,9,1,0,0,0,0,8,6,2,0,0,0
2022-03-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 04:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10 05:00:00,1,0,2,5,5,0,6,7,0,6,0,5,5,5,3,3,4,0,4,5,1,0,4,4,4,5,0,0,3,1,1,1,0,0,0,0,0,0,2,0,3,3,0,4,3,2,0,1,0,0,0,0,0,0,0,0,0
2022-03-10 06:00:00,0,2,4,9,10,0,11,12,0,13,14,0,0,7,3,0,0,0,0,1,0,2,3,0,2,0,3,0,2,0,0,2,3,0,1,1,0,0,0,3,4,3,2,1,2,0,0,0,0,0,1,1,0,0,0,0,0
2022-03-10 07:00:00,1,5,7,16,22,23,25,23,28,26,28,29,28,25,16,9,7,7,8,8,5,4,5,0,4,4,6,10,11,9,1,12,16,18,18,20,9,0,12,11,11,15,16,17,20,9,20,16,21,22,24,19,17,6,1,0,0
2022-03-10 08:00:00,1,4,7,9,12,14,17,21,18,16,24,21,21,17,11,9,8,8,8,7,5,6,6,0,7,7,8,7,4,2,1,0,4,5,7,8,22,0,6,21,10,12,9,10,11,11,12,6,10,0,9,5,2,5,4,1,0
2022-03-10 09:00:00,0,2,3,5,5,0,11,12,0,0,13,15,16,14,8,4,4,5,8,5,4,0,0,3,4,3,3,0,2,3,0,1,3,4,3,4,5,6,3,0,10,9,8,5,4,5,0,4,5,4,4,4,3,2,0,0,0
2022-03-10 10:00:00,0,3,7,4,6,6,9,10,7,5,6,8,7,7,3,3,2,0,4,3,2,2,4,3,4,1,5,5,4,3,0,4,2,2,0,0,5,6,4,7,9,10,7,9,9,8,9,9,7,10,8,8,7,5,3,1,0
2022-03-10 11:00:00,0,4,5,8,6,7,8,4,3,7,8,8,6,7,7,0,7,6,6,2,1,0,0,0,2,3,2,0,2,3,0,5,2,0,3,4,5,0,7,3,6,8,3,4,11,9,4,4,0,0,4,3,5,4,2,0,0
2022-03-10 12:00:00,1,2,2,3,6,8,11,15,0,7,8,14,15,13,5,4,4,28,35,34,32,30,7,29,28,14,12,7,4,2,3,0,5,3,4,1,0,0,8,11,7,6,7,7,4,4,7,9,10,0,2,8,5,1,2,0,0
2022-03-10 13:00:00,1,2,3,5,6,7,11,12,0,11,9,9,10,12,12,9,5,6,5,10,6,6,7,6,10,0,5,9,5,2,0,0,1,2,3,0,2,0,3,2,12,0,11,8,8,10,9,5,0,8,8,3,2,3,0,0,0
2022-03-10 14:00:00,0,4,6,9,11,12,15,8,9,14,0,16,8,17,13,13,12,12,7,0,10,9,7,6,5,7,6,0,6,2,0,1,7,0,7,8,0,5,9,0,5,9,6,12,13,13,15,16,15,0,12,4,4,1,0,0,0
2022-03-10 15:00:00,2,4,6,10,13,10,15,14,11,15,15,14,14,10,10,0,6,7,9,6,4,3,0,2,0,0,0,1,1,8,0,4,10,10,5,11,7,14,8,15,14,17,22,24,26,29,29,28,16,25,23,9,7,4,2,1,0
2022-03-10 16:00:00,0,4,9,13,21,29,30,29,28,29,18,27,25,20,15,10,6,8,6,8,5,4,4,2,3,4,0,2,0,5,0,6,8,7,6,10,8,13,14,10,15,16,18,20,21,19,20,20,21,20,18,12,8,2,1,0,0
2022-03-10 17:00:00,1,4,6,8,9,12,15,19,0,21,16,21,21,21,17,15,14,13,8,13,2,11,10,9,7,6,1,5,5,5,4,8,7,8,8,11,14,15,19,20,26,27,30,35,39,38,41,20,37,32,28,14,6,5,1,0,0
2022-03-10 18:00:00,1,0,0,4,4,7,12,11,0,13,11,12,12,10,9,15,12,10,9,8,5,4,0,2,1,2,0,3,1,8,9,16,14,11,10,8,7,11,15,14,16,17,21,26,27,29,32,31,20,30,27,15,13,3,1,0,0
2022-03-10 19:00:00,1,2,3,4,6,9,13,15,0,16,0,14,0,12,12,11,9,7,8,7,5,3,4,0,5,0,4,3,2,5,0,9,10,8,10,11,9,6,11,12,15,5,9,22,23,12,25,21,20,18,13,10,9,6,5,0,0
2022-03-10 20:00:00,1,1,0,2,2,4,8,9,0,10,12,8,7,10,8,9,6,3,0,2,3,0,0,4,5,0,0,3,2,4,3,4,5,4,3,0,3,4,5,0,7,6,8,16,18,17,16,14,7,12,8,10,7,2,3,0,0
2022-03-10 21:00:00,0,0,0,3,5,11,18,20,0,8,0,18,18,18,15,14,12,11,2,13,12,7,0,1,6,5,3,0,0,1,0,2,0,0,3,0,0,4,3,2,0,1,7,9,8,9,10,9,0,6,4,5,5,2,0,0,0
2022-03-10 22:00:00,1,1,1,3,8,26,46,9,0,21,20,20,45,34,28,28,22,19,18,16,13,10,7,0,0,6,3,2,2,1,0,1,0,0,0,1,0,4,3,0,4,0,0,7,0,8,7,5,0,0,4,3,1,1,0,0,0
2022-03-10 23:00:00,0,0,0,0,1,0,0,4,5,0,0,0,4,4,5,7,5,4,3,3,2,1,0,1,0,0,0,0,0,8,1,4,7,5,2,3,0,2,4,0,4,2,4,6,8,2,0,4,0,2,3,7,6,3,0,0,0
2022-03-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 05:00:00,0,0,1,3,4,0,4,5,0,3,4,6,7,3,1,2,1,2,2,3,1,3,2,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 06:00:00,0,1,2,5,0,6,6,7,0,8,9,12,3,4,1,1,2,0,1,0,0,0,1,0,2,3,3,4,2,3,0,0,1,0,0,0,0,0,0,3,6,5,2,2,1,0,0,0,1,0,0,3,0,0,0,0,0
2022-03-11 07:00:00,1,6,10,20,26,19,29,31,23,30,31,32,32,26,11,15,9,13,8,7,5,11,15,18,19,8,12,10,10,6,2,11,15,16,19,5,20,8,12,7,14,16,21,25,28,28,28,29,16,15,25,22,18,4,1,0,0
2022-03-11 08:00:00,0,3,4,8,12,13,15,15,15,16,17,17,16,16,6,9,8,10,7,4,4,6,0,1,22,23,24,22,12,2,3,0,6,7,9,11,14,0,11,19,7,10,11,13,15,11,16,13,12,0,11,5,4,4,0,0,0
2022-03-11 09:00:00,0,1,2,6,7,0,8,10,9,8,7,8,10,9,5,6,5,2,3,4,2,3,4,2,5,5,6,3,2,1,1,4,3,5,1,2,4,0,5,2,6,4,7,6,5,5,5,0,7,7,8,4,4,4,0,3,0
2022-03-11 10:00:00,1,3,4,6,7,2,4,8,0,9,8,9,10,7,3,4,4,5,6,5,0,3,3,0,2,1,1,4,2,1,2,0,2,3,0,2,4,4,5,5,5,6,5,6,7,7,8,0,0,7,7,4,3,2,1,0,0
2022-03-11 11:00:00,1,3,3,4,4,6,5,7,7,6,7,7,8,6,5,6,3,4,4,5,4,4,5,0,4,3,4,3,0,2,1,3,0,4,1,0,0,1,2,0,6,5,4,5,8,5,6,7,5,4,4,3,2,0,1,0,0
2022-03-11 12:00:00,3,4,5,7,8,5,8,9,0,10,7,10,12,11,10,9,8,22,24,23,26,26,1,24,22,19,17,10,1,1,0,0,0,2,2,5,6,0,10,0,14,11,7,9,9,10,7,1,11,0,0,5,2,2,0,0,0
2022-03-11 13:00:00,1,2,3,4,8,9,11,10,10,8,9,11,10,8,6,7,6,21,21,22,18,17,15,14,9,7,6,9,3,2,3,4,6,3,7,6,0,6,0,4,7,6,6,8,6,9,9,8,9,10,8,7,6,2,2,0,0
2022-03-11 14:00:00,2,6,7,11,14,14,17,18,0,19,6,5,6,8,10,10,9,7,7,5,0,6,5,3,0,2,1,2,4,1,0,2,3,0,5,5,6,2,8,11,13,14,15,17,15,13,7,6,13,15,13,8,9,6,3,1,0
2022-03-11 15:00:00,2,3,3,5,9,9,11,10,10,13,16,17,19,14,15,13,12,10,8,7,6,4,6,2,5,1,0,1,0,6,7,0,9,9,10,12,13,15,11,6,19,22,26,30,35,37,36,35,32,29,22,15,10,4,0,0,0
2022-03-11 16:00:00,2,6,7,18,23,27,31,32,31,31,30,27,25,21,17,15,14,11,11,11,8,7,5,4,6,6,5,2,4,1,0,3,5,3,5,7,7,8,11,0,13,13,16,21,23,22,24,24,23,20,22,10,13,3,1,1,0
2022-03-11 17:00:00,3,2,1,4,6,7,8,9,0,10,9,11,12,12,8,9,0,8,0,6,5,5,5,5,4,4,3,3,2,4,0,10,11,9,9,7,10,13,14,13,15,17,23,28,36,34,29,28,31,28,31,12,7,11,6,1,0
2022-03-11 18:00:00,0,4,4,9,12,16,19,0,20,21,21,20,19,18,13,18,15,10,10,8,7,6,5,2,6,6,0,3,0,5,0,5,6,6,6,7,8,7,10,9,13,14,21,31,33,35,35,36,37,35,33,16,15,5,4,0,0
2022-03-11 19:00:00,0,1,1,2,4,10,15,7,15,17,9,0,14,13,11,11,12,9,8,10,7,8,7,6,4,7,6,5,1,3,0,5,4,5,4,4,3,3,6,4,6,5,10,21,24,23,16,22,20,18,17,12,6,4,3,0,0
2022-03-11 20:00:00,1,2,0,2,4,7,10,0,0,17,10,0,15,10,9,9,5,4,4,0,4,3,0,2,5,2,0,3,0,3,0,6,0,0,0,5,4,2,2,0,3,3,5,10,11,10,9,8,0,8,11,7,10,4,2,0,0
2022-03-11 21:00:00,1,2,1,3,3,10,18,12,11,12,0,11,9,7,5,5,4,3,0,3,5,2,0,3,1,2,0,0,0,5,0,1,0,3,0,2,2,4,5,0,3,3,6,10,7,10,0,5,6,6,9,5,8,5,0,0,0
2022-03-11 22:00:00,0,0,0,3,5,24,39,23,0,0,22,20,39,35,30,25,21,16,14,13,8,7,6,0,4,4,2,0,1,4,0,6,0,4,3,0,1,3,4,6,7,6,7,12,13,7,0,12,13,12,10,6,3,3,2,0,0
2022-03-11 23:00:00,0,0,0,0,1,2,4,2,0,0,0,0,0,1,2,5,3,2,0,1,0,2,1,0,0,0,0,0,0,1,0,5,0,0,4,0,5,0,1,0,2,1,2,10,5,5,9,0,0,8,4,4,6,4,2,0,0
2022-03-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 05:00:00,0,0,1,0,1,0,2,3,0,0,0,4,2,2,3,0,0,0,3,3,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,4,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 06:00:00,0,1,0,0,0,0,1,3,0,2,0,0,0,2,0,2,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0
2022-03-12 07:00:00,1,2,3,5,7,6,6,0,0,0,5,0,1,5,1,2,0,1,0,2,1,0,0,1,2,3,0,0,0,1,2,3,3,0,0,3,2,0,0,2,0,5,4,0,3,0,0,4,0,0,0,2,2,1,0,0,0
2022-03-12 08:00:00,1,3,4,6,4,8,9,10,7,0,8,0,11,6,3,2,3,0,2,1,1,2,2,0,3,0,0,4,3,3,4,2,5,7,2,4,5,0,4,5,5,5,4,7,8,0,7,0,0,0,0,1,2,0,0,0,0
2022-03-12 09:00:00,0,2,3,4,5,0,7,3,0,7,6,6,0,4,3,3,2,4,5,2,0,2,3,0,1,2,0,1,1,2,0,7,8,3,7,8,5,7,10,0,12,0,16,21,26,0,11,25,9,0,24,6,3,1,0,0,0
2022-03-12 10:00:00,0,2,2,4,3,4,5,8,0,9,10,8,1,9,4,0,5,0,4,3,2,4,3,0,5,0,0,6,2,1,2,0,2,4,5,8,9,4,8,4,10,12,13,17,18,17,0,15,15,14,6,7,2,0,1,0,0
2022-03-12 11:00:00,1,9,11,13,15,19,21,23,22,11,0,12,9,9,8,5,0,7,9,8,7,4,5,3,4,0,3,0,5,3,4,0,5,0,7,3,5,2,6,0,7,8,7,8,8,8,0,7,0,7,8,6,5,3,2,1,0
2022-03-12 12:00:00,1,5,8,9,12,15,20,24,25,0,15,27,27,25,17,16,15,12,9,14,5,4,5,1,7,9,0,8,2,1,0,2,4,1,5,6,7,6,0,10,15,17,21,24,23,19,21,12,0,19,18,3,3,2,0,0,0
2022-03-12 13:00:00,0,4,2,9,11,17,18,20,16,19,18,18,16,14,12,11,10,10,4,11,9,7,7,8,10,9,0,8,3,5,3,0,6,5,6,6,6,9,0,8,9,7,15,15,11,13,14,13,15,16,15,14,2,1,0,0,0
2022-03-12 14:00:00,1,5,6,7,11,11,16,18,19,0,20,19,19,19,10,9,8,7,8,7,6,4,5,6,5,0,7,4,2,2,0,5,6,0,1,8,10,11,8,7,11,10,9,11,13,11,11,12,11,0,13,8,10,4,0,0,0
2022-03-12 15:00:00,0,2,2,6,7,11,20,21,23,25,0,25,23,23,14,13,12,11,11,10,6,5,4,3,4,5,2,4,1,0,1,3,4,0,5,7,9,11,12,0,15,17,20,15,15,14,0,0,11,0,11,10,3,0,0,0,0
2022-03-12 16:00:00,0,4,6,9,12,14,22,0,0,19,20,19,16,16,13,15,15,7,6,5,11,11,11,8,8,5,0,6,3,7,4,0,8,7,6,1,8,13,15,5,9,10,10,14,13,5,13,0,13,11,13,7,7,1,0,0,0
2022-03-12 17:00:00,0,2,3,2,5,11,17,16,0,18,14,17,20,15,13,11,10,10,8,9,10,9,7,2,2,6,5,0,4,3,0,4,1,5,2,3,3,8,7,14,0,7,16,15,16,14,17,10,15,14,11,7,5,2,3,2,0
2022-03-12 18:00:00,4,5,0,1,6,13,20,14,21,22,0,24,18,14,14,9,8,7,6,4,4,3,2,1,3,4,0,3,1,4,5,6,0,1,4,0,5,5,5,3,12,4,11,13,14,14,17,10,0,11,17,10,9,4,3,1,0
2022-03-12 19:00:00,0,2,3,4,6,9,13,12,0,14,9,10,9,13,14,9,6,5,4,2,1,3,0,0,2,1,0,1,0,6,3,0,2,6,3,5,4,5,7,0,2,2,3,14,13,11,8,3,7,7,8,2,6,3,1,0,0
2022-03-12 20:00:00,1,3,4,1,6,8,12,13,15,11,13,13,14,12,10,9,0,7,8,1,6,0,0,0,1,4,1,2,2,8,0,0,5,5,4,1,0,2,1,0,0,2,3,5,6,7,10,3,9,10,8,6,5,3,0,0,0
2022-03-12 21:00:00,0,1,0,0,1,5,8,10,0,12,0,13,10,9,8,9,8,7,6,6,5,2,6,5,3,1,2,0,0,1,0,1,0,1,4,3,2,4,4,0,5,0,4,8,0,9,10,0,0,7,6,6,6,2,1,0,0
2022-03-12 22:00:00,0,1,1,1,2,11,23,23,8,21,10,20,16,12,9,11,10,9,0,7,1,8,0,4,4,2,1,0,0,5,2,4,0,5,3,2,3,5,1,6,8,0,5,7,7,8,9,0,5,7,8,7,6,1,0,0,0
2022-03-12 23:00:00,0,0,0,0,0,2,3,0,0,0,0,2,0,2,3,7,6,2,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,3,3,0,0,4,2,2,1,3,2,0,1,0,0,0
2022-03-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 05:00:00,0,0,1,2,3,1,0,0,0,4,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-03-13 06:00:00,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0
