Unnamed: 0,1_은평공영차고지,2_덕은교.은평차고지앞,3_DMC첨단산업센터,4_월드컵파크7단지,5_서부면허시험장,6_월드컵파크3단지정문,7_월드컵파크2단지.에스플렉스센터,8_상암초등학교,9_상암휴먼시아아파트,10_월드컵경기장북측,11_성산아파트,12_성산119안전센터,13_성산2동주민센터,14_중동초등학교,15_성산2교,16_성미약수터,17_경성중고.홍대부속여중고입구,18_서울도시가스마포사옥,19_서서울농협홍대역점,20_홍대입구역(가상),21_홍대입구역,22_동교동삼거리,23_신촌역,24_신촌로터리,25_서강대학교,26_광성중고등학교,27_대흥역,28_용강초등학교,29_동도중학교.서울디자인고등학교,30_공덕역.1번.출구,31_마포역,32_청암동강변삼성아파트,33_원효2동산호아파트,34_원효로풍전아파트,35_원효로3가,36_원효로2가사거리,37_남정초등학교,38_용산e편한세상,39_용산꿈나무종합타운,40_용산경찰서,41_남영역,42_숙대입구역,43_갈월동,44_서울역버스환승센터.강우규의거터,45_시청앞,46_서울신문사,47_KT광화문지사,48_경복궁역,49_통인시장종로구보건소,50_효자동,51_경기상고,52_자하문터널입구.석파정,53_하림각,54_상명대입구.세검정교회,55_상명대정문,56_상명대입구.석파랑,57_하림각,58_자하문터널입구.석파정,59_경기상고,60_신교동,61_통인시장종로구보건소,62_경복궁역,63_세종문화회관,64_시청앞.덕수궁,65_시청앞,66_서울역버스환승센터,67_갈월동,68_갈월동4호선숙대입구,69_남영역,70_용산경찰서,71_용산꿈나무종합타운.원효로우체국,72_원효로2가,73_원효로3가,74_원효로풍전아파트,75_원효2동산호아파트,76_청암동강변삼성아파트,77_강변한신코아,78_마포역,79_공덕역.2번.출구,80_동도중학교.서울디자인고등학교,81_대흥역,82_광성중고등학교,83_서강대학교,84_신촌로터리,85_신촌오거리.현대백화점,86_동교동삼거리,87_홍대입구역,88_동교로사거리,89_서울도시가스마포사옥,90_경성중고.홍대부속여중고입구,91_성미약수터,92_성산2교,93_중동초등학교,94_성산2동주민센터,95_성산119안전센터,96_성산아파트,97_월드컵경기장북측,98_디지털미디어시티역2번출구,99_상암휴먼시아아파트,100_상암초등학교,101_월드컵파크2단지.에스플렉스센터,102_월드컵파크3단지.난지천공원,103_서부면허시험장,104_월드컵파크7단지,105_DMC첨단산업센터,106_덕은교.은평차고지앞,107_은평공영차고지(가상)
2022-03-14 17:00:00,2,3,4,3,11,12,13,16,15,14,8,15,19,20,21,24,30,32,33,32,28,24,21,19,18,15,13,16,14,11,15,12,12,13,14,13,10,12,15,16,14,15,15,18,21,23,26,27,18,15,13,11,10,11,57,55,57,58,49,59,58,49,43,28,25,16,13,11,12,12,13,12,11,12,15,16,14,18,20,20,22,21,22,19,21,20,27,30,31,30,20,16,13,12,7,8,3,10,8,6,4,3,5,6,3,0,0
2022-03-14 18:00:00,0,0,1,2,3,3,24,28,27,24,23,24,25,27,32,36,38,37,39,35,27,23,25,17,24,21,19,13,17,17,23,16,16,15,19,22,24,22,19,18,16,17,11,15,19,23,32,45,40,35,30,23,16,14,51,54,53,52,53,58,63,61,57,43,43,31,27,22,29,33,34,35,35,32,44,45,39,34,36,36,38,38,39,37,39,36,44,38,38,37,31,28,19,13,12,12,7,15,10,9,7,6,2,7,5,4,0
2022-03-14 19:00:00,0,1,4,1,0,0,4,5,4,7,4,7,9,6,12,13,18,17,23,21,16,15,17,18,13,7,16,16,14,12,20,16,15,12,11,14,7,10,11,7,8,5,4,5,9,12,19,29,29,28,25,16,13,11,44,44,27,45,46,33,49,36,26,17,15,17,17,16,16,17,18,19,20,20,18,20,19,18,18,17,23,22,20,20,15,13,29,34,35,35,27,21,18,8,5,4,2,13,10,5,3,2,1,5,3,0,0
2022-03-14 20:00:00,0,0,1,0,0,1,5,6,8,0,2,3,7,7,9,10,10,9,9,8,10,11,12,13,12,13,15,13,13,12,12,11,9,6,7,5,8,0,8,7,5,5,6,8,11,13,15,15,14,11,15,12,11,7,32,11,12,13,14,15,11,16,11,9,11,9,7,5,9,9,7,7,8,7,6,5,6,11,11,11,12,13,9,7,14,12,21,13,11,17,13,11,8,5,4,2,0,3,3,0,1,0,0,0,2,0,0
2022-03-14 21:00:00,1,1,2,0,0,0,0,3,3,1,3,4,3,3,7,8,8,9,3,7,12,10,12,12,11,11,11,10,11,11,11,9,9,7,5,6,5,4,4,3,4,3,4,4,6,8,11,14,11,11,6,7,8,5,11,4,5,0,35,36,36,24,14,11,10,7,6,5,10,11,9,8,7,7,9,8,8,8,8,12,11,13,14,9,12,10,14,15,13,11,12,9,8,4,3,1,0,5,4,3,3,2,2,2,1,0,0
2022-03-14 22:00:00,0,0,0,0,0,1,2,4,0,2,3,5,7,0,6,5,5,7,6,6,8,8,12,16,9,17,15,20,23,22,30,17,10,9,6,8,3,3,3,9,7,6,3,7,8,9,9,10,7,7,5,4,4,4,3,6,2,0,3,6,2,8,6,14,13,7,6,10,12,13,12,11,11,10,10,11,8,6,8,7,14,15,15,15,19,21,27,25,19,18,16,17,11,8,6,3,5,5,5,6,3,4,3,4,1,1,0
2022-03-14 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,6,7,6,7,0,6,0,0,5,2,5,2,3,0,2,4,5,5,9,7,4,6,5,3,2,1,1,1,3,1,2,2,6,6,4,5,5,2,4,6,5,5,7,5,4,7,4,6,6,6,7,8,6,9,8,7,8,15,17,15,10,14,13,10,5,2,1,3,7,6,2,1,1,0,2,0,0,0
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 04:00:00,1,2,0,0,1,2,4,5,6,0,3,11,12,4,15,0,16,15,14,0,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 05:00:00,1,2,1,0,1,2,3,5,1,0,6,5,6,7,8,0,9,7,8,7,5,6,6,6,2,11,4,0,10,8,6,5,6,3,8,9,0,8,7,2,6,4,4,3,2,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 06:00:00,0,2,1,1,1,2,2,3,4,0,5,11,19,13,16,9,18,20,10,17,9,10,8,6,7,6,6,6,5,3,9,12,11,11,5,9,4,8,0,5,5,8,9,6,7,8,8,11,9,5,3,0,2,1,2,3,7,9,9,8,8,7,5,2,2,2,5,3,5,4,2,5,3,10,10,6,8,5,2,0,1,4,0,1,6,0,9,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 07:00:00,2,4,3,2,4,5,7,13,7,4,8,29,35,38,29,41,44,45,43,42,39,40,37,38,35,24,16,17,13,10,16,18,22,17,16,15,17,18,22,22,17,17,15,17,18,20,28,35,33,25,12,13,11,10,4,9,14,20,22,24,24,22,17,10,5,6,8,9,20,22,23,24,25,16,19,22,18,19,14,14,10,11,0,10,7,7,8,7,8,6,6,5,5,6,6,3,2,13,4,10,3,0,0,3,1,0,0
2022-03-15 08:00:00,1,1,4,5,7,8,15,21,23,23,20,19,24,29,38,44,46,46,45,42,23,29,29,29,25,22,22,22,19,12,16,16,18,22,25,25,22,21,25,34,27,34,37,43,46,51,63,65,61,61,60,61,60,53,5,15,20,25,28,30,32,27,22,13,14,11,12,15,21,20,19,20,14,15,18,21,20,17,19,24,26,28,25,20,17,20,28,26,22,21,12,7,8,11,7,5,10,34,33,21,5,2,3,6,1,0,0
2022-03-15 09:00:00,1,2,4,2,6,2,3,5,5,4,5,11,22,23,26,28,32,29,28,23,17,18,14,11,10,10,9,8,8,7,11,15,12,11,13,8,6,9,11,12,20,32,36,40,43,41,48,55,53,51,50,53,52,42,4,2,7,11,10,14,14,17,18,10,7,5,6,8,14,14,16,17,16,16,23,24,19,16,16,16,17,19,17,12,9,11,17,16,15,14,13,8,11,8,9,10,11,15,17,16,4,1,4,6,1,0,0
2022-03-15 10:00:00,0,1,2,2,4,4,5,8,9,2,10,11,14,18,19,21,24,23,23,20,12,11,8,9,8,9,9,8,10,8,7,7,12,12,10,11,12,10,12,14,46,53,54,58,56,60,74,83,83,83,0,58,82,79,69,3,5,3,6,8,7,6,11,10,8,6,7,8,8,3,7,9,5,11,11,14,11,12,13,14,15,15,15,13,15,14,10,8,9,7,5,5,4,3,1,2,1,5,4,3,2,1,1,1,1,0,0
2022-03-15 11:00:00,0,1,0,1,3,3,4,8,9,8,7,11,13,14,14,11,15,17,16,15,12,10,10,12,6,11,9,9,8,8,6,6,10,10,11,7,9,10,13,10,19,24,25,34,42,50,63,62,61,60,39,27,38,58,22,23,24,27,28,29,27,19,10,8,7,6,6,8,8,11,12,13,12,13,15,16,15,16,16,15,15,14,14,13,13,14,12,11,10,3,6,5,3,3,2,0,0,6,5,3,0,1,2,2,0,0,0
2022-03-15 12:00:00,2,3,4,3,1,6,3,6,6,0,7,8,9,9,11,15,17,13,17,13,11,9,7,9,9,12,11,7,11,7,12,9,9,8,7,7,7,7,7,8,11,17,19,23,28,39,55,62,26,61,16,63,64,63,48,39,18,21,21,17,25,15,16,12,11,7,7,6,8,12,11,10,12,12,15,18,13,9,11,11,10,11,10,10,10,10,14,18,20,18,17,13,11,7,5,9,8,8,3,5,3,2,2,1,0,0,0
2022-03-15 13:00:00,1,2,2,1,5,7,9,9,10,8,11,15,18,20,22,22,18,24,21,19,17,18,16,13,13,17,17,8,17,15,11,11,11,10,8,6,8,8,9,7,15,9,9,10,13,16,24,30,25,20,0,19,30,28,34,13,14,35,15,17,47,29,23,14,10,8,8,6,11,17,18,15,18,16,18,19,17,15,18,19,15,18,23,20,15,13,13,12,13,12,10,7,0,6,4,3,3,7,6,3,5,4,3,4,2,0,0
2022-03-15 14:00:00,1,3,4,3,3,3,4,4,6,2,6,11,13,16,17,19,21,21,21,18,19,18,17,18,18,15,15,17,18,16,15,9,11,10,8,9,7,8,8,8,10,25,26,28,30,42,50,55,51,50,40,54,55,52,58,57,40,17,39,40,35,31,25,14,11,11,11,7,9,7,8,7,9,10,12,13,13,13,17,20,18,18,17,15,13,11,14,13,12,10,10,6,6,4,12,3,3,12,11,2,5,3,4,3,1,0,0
2022-03-15 15:00:00,0,1,1,2,5,4,5,7,6,6,7,11,12,14,14,16,16,15,16,14,11,12,14,11,13,18,16,15,17,14,16,13,14,14,9,12,11,10,9,10,7,8,9,11,11,15,25,23,13,12,6,24,23,9,54,53,51,33,47,50,56,44,37,31,29,21,18,11,19,21,22,21,18,18,14,14,15,16,16,23,23,27,29,27,25,20,18,19,20,19,17,14,11,9,8,3,5,7,4,11,5,2,2,4,2,1,0
2022-03-15 16:00:00,1,2,1,2,7,6,8,6,9,4,7,11,10,12,14,16,17,23,16,22,22,12,21,22,20,15,14,13,12,13,13,11,14,29,31,30,31,23,16,13,11,8,8,12,14,17,21,20,14,13,13,12,9,10,61,43,54,54,48,52,54,51,31,23,22,16,14,13,16,19,21,24,24,30,31,31,29,37,37,40,43,44,43,43,42,39,37,33,31,29,28,25,20,15,14,6,0,12,8,10,6,4,7,4,2,2,0
2022-03-15 17:00:00,1,1,3,3,6,5,9,10,8,11,10,11,14,15,19,24,25,26,26,25,18,16,22,18,19,18,17,18,16,16,13,11,13,17,16,15,17,14,13,16,15,14,8,10,9,13,18,18,15,15,14,11,9,9,58,52,54,62,63,66,65,56,46,35,28,18,19,15,16,17,14,12,17,19,24,23,19,18,21,20,19,18,19,17,14,12,17,30,28,25,8,23,16,11,6,5,8,9,4,6,5,4,4,5,3,1,0
2022-03-15 18:00:00,1,3,6,5,5,9,20,24,16,21,18,25,24,21,40,39,43,48,44,42,23,24,24,26,25,20,17,18,18,16,18,13,15,19,21,21,18,22,19,21,14,18,16,17,27,34,40,38,33,29,26,24,22,21,48,46,51,49,56,51,53,55,49,36,40,25,26,22,24,26,25,26,35,43,46,44,39,31,34,34,37,38,35,27,27,27,46,47,46,42,37,25,19,13,12,11,10,14,13,7,5,4,4,8,5,2,0
2022-03-15 19:00:00,0,1,3,1,5,1,4,6,3,4,2,7,8,9,12,15,15,18,15,17,21,21,21,21,20,19,18,17,14,12,14,14,9,13,15,15,16,13,11,13,10,10,5,7,6,12,20,23,22,20,15,13,9,8,22,0,23,31,35,37,37,32,25,20,20,16,13,12,26,25,21,21,22,22,16,13,21,27,28,27,27,26,24,19,21,20,38,39,40,38,34,26,21,11,11,6,4,9,6,5,3,4,3,4,5,2,0
2022-03-15 20:00:00,1,2,1,0,1,1,2,6,0,3,7,6,3,5,7,8,7,8,9,8,13,12,10,9,9,8,7,8,10,8,13,10,7,7,6,6,5,4,7,6,5,7,6,5,7,10,15,17,16,13,12,9,11,10,13,17,18,16,18,20,22,17,16,14,15,12,12,11,7,8,11,11,10,10,10,10,8,9,8,10,10,12,15,14,15,13,20,22,23,21,17,17,15,8,4,1,2,7,5,2,3,1,1,4,1,0,0
2022-03-15 21:00:00,0,2,2,2,2,3,5,6,4,0,2,5,5,6,5,5,8,7,8,7,8,8,13,14,9,12,13,8,13,13,14,9,8,6,6,6,6,5,7,4,4,5,4,9,4,10,8,21,18,14,10,8,5,6,18,14,7,0,17,17,19,17,14,10,12,15,11,11,15,14,15,16,14,8,8,9,8,5,8,6,9,8,9,10,13,12,20,9,10,20,18,16,14,7,6,3,4,3,4,1,3,2,3,4,0,0,0
2022-03-15 22:00:00,0,0,2,3,0,2,2,4,5,0,0,8,9,5,4,2,10,8,9,5,10,10,18,22,21,24,22,22,21,20,19,17,10,9,8,7,8,6,4,4,2,7,9,6,10,14,14,16,12,11,9,7,5,4,3,2,5,2,3,2,7,16,9,10,12,9,11,7,9,10,10,6,8,6,7,6,4,7,7,8,10,11,13,12,13,14,21,26,24,23,19,18,15,9,7,6,5,6,5,4,3,2,0,2,1,0,0
2022-03-15 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,9,9,10,9,5,2,3,1,0,2,2,0,1,0,1,1,2,0,3,11,13,16,6,15,15,13,8,5,0,4,0,1,2,1,2,2,3,2,3,4,1,0,6,7,5,3,3,3,3,4,1,5,6,7,7,10,13,12,6,13,16,20,17,13,11,10,7,5,3,1,0,4,3,1,2,0,0,1,0,0,0
2022-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 04:00:00,1,2,0,1,2,2,3,4,4,5,0,10,0,11,14,12,15,14,13,0,0,7,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 05:00:00,1,2,2,0,1,1,2,4,3,4,4,7,8,10,11,6,13,0,12,11,5,9,6,5,4,5,6,0,9,7,6,3,5,6,11,11,8,7,8,7,0,8,8,8,6,6,4,3,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 06:00:00,1,1,2,0,2,3,1,4,2,4,5,8,19,11,14,13,17,13,7,12,7,9,7,0,6,5,5,5,6,5,5,5,6,8,7,2,6,4,6,5,4,7,10,10,10,11,9,10,8,5,0,4,0,1,3,4,5,7,9,12,14,13,10,5,4,3,2,2,5,6,1,4,6,8,10,7,7,6,6,3,1,2,4,3,1,0,5,0,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2022-03-16 07:00:00,2,3,5,2,4,6,5,7,9,8,15,36,47,50,51,53,52,53,51,48,39,26,26,26,37,19,15,15,10,10,12,14,18,17,21,13,26,15,16,18,16,17,19,21,19,20,30,32,27,16,13,10,12,13,8,12,18,23,25,27,29,30,19,11,10,11,10,10,13,13,16,17,18,11,11,16,13,16,14,14,15,16,14,11,12,14,16,13,12,8,7,8,7,4,8,7,4,11,12,9,3,1,0,3,1,0,0
2022-03-16 08:00:00,1,4,3,3,4,8,11,27,31,30,31,16,26,28,37,41,46,52,50,48,35,33,32,30,27,26,22,23,22,18,18,17,28,35,36,34,30,29,30,30,29,51,56,58,53,61,71,71,70,65,63,63,64,61,8,12,15,19,26,29,35,32,28,19,14,14,12,19,26,23,21,19,19,26,31,31,29,28,29,30,31,24,22,18,19,19,29,29,23,16,13,10,9,9,9,10,6,24,23,22,5,2,2,3,0,2,0
2022-03-16 09:00:00,1,2,2,2,3,4,4,8,11,3,12,17,18,28,29,31,33,36,32,28,17,18,14,12,9,12,11,10,10,9,17,16,16,14,13,12,12,12,12,13,21,33,34,32,40,52,60,63,61,60,23,29,59,57,8,6,10,16,7,9,17,9,9,7,5,9,9,8,12,10,9,11,12,11,12,13,12,10,11,13,13,14,22,18,14,12,20,20,21,19,13,9,8,9,5,10,10,18,16,14,10,0,4,9,1,0,0
2022-03-16 10:00:00,0,2,3,2,5,4,4,5,0,0,6,9,12,14,15,16,23,23,15,20,16,13,10,9,9,9,5,5,8,6,8,8,9,10,10,9,10,9,8,10,33,46,29,50,57,59,71,75,74,73,69,62,70,65,16,0,12,13,1,14,12,7,6,5,5,5,4,3,6,8,5,8,6,8,12,13,11,15,13,12,11,12,12,6,5,6,11,12,12,10,11,6,0,4,4,5,3,9,5,8,4,2,2,1,0,0,0
2022-03-16 11:00:00,1,2,3,1,4,5,7,9,5,8,7,9,11,11,15,14,15,14,14,13,17,17,16,13,11,10,9,8,8,7,5,4,6,6,8,9,11,10,10,9,24,32,34,41,45,62,69,68,61,21,60,42,57,67,32,30,31,30,9,13,14,10,8,7,5,5,4,5,6,8,7,7,10,10,13,15,12,11,12,13,10,9,8,13,14,14,12,12,10,9,8,6,5,2,2,3,1,5,1,2,1,0,2,1,1,0,0
2022-03-16 12:00:00,0,1,1,0,2,5,5,4,3,3,7,6,13,16,17,18,17,19,14,16,13,11,10,10,11,11,10,11,13,17,13,11,7,12,4,3,3,1,4,0,7,14,15,23,28,31,53,60,39,11,38,37,61,56,40,20,17,19,31,32,31,28,15,10,8,4,3,3,8,7,7,8,8,12,12,6,11,9,9,8,9,10,10,8,11,9,9,8,8,6,7,5,7,5,7,4,5,8,6,5,4,3,1,2,0,0,0
2022-03-16 13:00:00,1,3,4,4,5,4,4,7,8,0,9,10,13,14,15,17,19,19,20,17,12,11,12,13,15,15,14,7,12,8,9,8,15,13,11,11,10,8,9,7,11,14,14,20,17,21,33,36,36,37,10,36,32,31,42,24,41,35,37,25,39,31,23,18,14,11,8,10,11,13,12,13,14,15,14,17,13,13,15,14,10,15,14,13,15,13,16,17,18,16,12,11,7,8,7,0,6,7,6,5,3,0,5,5,3,0,0
2022-03-16 14:00:00,0,4,5,4,4,5,6,7,6,7,7,9,12,11,13,16,17,17,14,15,15,15,11,11,6,11,9,6,11,10,12,12,13,10,14,11,6,7,6,4,11,13,14,14,18,23,32,34,33,33,33,33,29,34,37,36,43,44,44,45,43,33,25,18,21,15,14,11,11,10,10,10,9,11,18,17,17,9,15,9,15,15,13,15,16,17,15,14,11,13,9,8,10,7,5,6,5,5,9,7,6,2,4,3,1,0,0
2022-03-16 15:00:00,1,3,7,5,7,7,9,9,4,6,0,12,11,12,12,14,17,19,17,16,15,16,17,18,16,15,17,17,13,17,12,6,10,20,14,13,18,12,11,12,10,11,12,13,10,13,14,14,12,9,11,10,9,2,50,33,35,36,49,51,44,38,30,23,18,13,13,14,18,20,21,20,21,28,27,29,24,23,25,40,33,31,31,21,29,28,23,21,21,21,15,14,19,12,22,8,0,21,13,10,5,4,3,3,2,0,0
2022-03-16 16:00:00,2,1,4,2,8,9,3,12,8,9,8,11,13,16,25,22,28,26,27,25,21,19,19,19,18,21,22,18,18,17,15,14,15,14,11,12,10,11,9,10,11,10,10,11,14,16,18,16,14,13,12,11,11,9,48,47,48,45,45,49,43,40,36,24,22,15,13,11,20,22,20,19,19,15,11,14,15,17,18,20,25,24,24,28,30,28,23,24,21,19,18,20,18,15,8,6,5,5,5,5,4,5,4,3,3,1,0
2022-03-16 17:00:00,0,2,0,1,4,6,10,11,10,10,9,12,14,17,24,27,30,33,38,34,32,33,34,33,33,31,26,21,19,18,20,17,17,16,14,12,13,13,13,13,10,11,11,11,15,18,22,24,22,23,22,19,16,12,53,54,57,54,58,59,59,52,40,33,32,19,19,17,20,17,17,13,18,16,17,19,20,19,23,22,23,21,22,20,23,23,26,27,24,25,24,19,14,10,11,6,12,15,13,11,9,6,5,5,3,1,0
2022-03-16 18:00:00,0,1,2,1,2,5,20,27,29,28,29,31,33,34,41,45,52,53,53,48,33,29,27,26,17,24,23,14,23,21,22,18,20,22,22,24,23,20,21,22,19,16,16,27,34,38,36,36,33,31,31,27,20,19,49,47,48,50,53,58,56,48,52,43,44,29,24,20,23,23,23,25,27,30,34,35,30,39,40,36,36,35,34,29,30,29,47,48,41,36,27,25,20,12,12,8,6,13,11,7,5,3,4,6,4,1,0
2022-03-16 19:00:00,0,1,3,2,0,2,5,9,10,10,5,11,11,12,13,16,16,18,19,16,17,17,20,19,18,17,9,17,14,11,14,10,10,10,11,19,17,14,13,12,8,8,9,7,8,18,24,25,21,20,20,12,11,11,20,10,14,20,22,30,20,25,20,14,10,10,9,9,16,16,14,17,19,18,16,16,14,19,17,17,19,18,14,24,19,12,24,25,23,24,23,23,16,8,6,4,6,8,5,9,5,3,2,2,1,0,0
2022-03-16 20:00:00,0,0,2,1,3,1,3,5,3,1,2,0,6,7,8,9,11,12,11,10,15,14,15,18,10,11,16,17,16,15,18,13,12,10,9,9,2,8,6,7,5,4,5,5,6,9,10,12,11,9,7,13,9,6,21,23,14,15,24,26,29,28,23,12,11,11,6,5,8,8,9,8,8,8,7,9,8,7,8,11,9,9,9,8,9,9,26,25,24,23,22,20,15,8,3,3,2,5,4,3,0,2,1,2,1,0,0
2022-03-16 21:00:00,0,1,0,1,0,0,2,4,0,3,3,3,4,6,8,12,6,7,7,11,13,6,13,11,14,12,16,8,16,14,14,12,7,7,5,8,3,3,7,5,7,7,8,9,12,13,12,14,12,10,7,5,5,4,23,21,0,19,21,24,23,20,17,13,14,12,10,10,13,14,15,11,16,13,10,8,9,13,12,14,14,16,15,15,24,22,23,25,24,19,21,19,17,9,6,5,4,6,3,4,3,3,3,4,2,0,0
2022-03-16 22:00:00,0,0,1,1,0,1,2,2,3,2,3,6,3,4,2,6,5,3,6,3,8,10,13,14,10,15,14,18,21,23,25,21,11,11,9,0,8,7,6,4,3,6,5,4,6,9,11,14,15,13,11,6,2,1,2,0,15,0,16,17,20,18,17,14,15,9,4,7,10,9,7,11,9,8,7,6,5,11,12,12,16,19,18,19,22,20,26,29,26,28,25,21,19,13,8,7,6,6,4,3,1,0,3,2,0,0,0
2022-03-16 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,6,6,7,5,3,5,4,3,3,4,2,0,0,3,4,2,2,3,4,8,6,4,2,4,3,0,2,1,1,0,1,3,1,4,3,4,3,4,5,2,8,8,9,9,8,6,5,5,4,5,7,6,6,5,3,6,6,7,16,17,16,15,12,8,6,6,4,1,3,4,1,3,2,2,0,3,2,1,0
2022-03-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
