Unnamed: 0,1_도봉산입구,2_도봉고등학교,3_도봉한신아파트,4_서울북부지방법원.검찰청.도봉역성황당,5_신도봉사거리,6_신도봉시장.도봉구청.방학북부역,7_도봉소방서.방학남부역,8_도봉보건소,9_도봉구민회관.도봉문화원(중),10_쌍문역,11_우이1교앞,12_수유3동우체국,13_수유(강북구청)역,14_수유역,15_수유시장.성신여대미아캠퍼스앞,16_미아역.신일중고,17_도봉세무서.성북시장,18_미아사거리역,19_월곡뉴타운,20_길음뉴타운,21_미아리고개.미아리예술극장,22_돈암사거리.성신여대입구,23_삼선동주민센터,24_성북구청.성북경찰서,25_보문역,26_창신3동주민센터,27_종로구민회관.창신동두산아파트,28_동묘역앞,29_성동공업고등학교(무궁화회관),30_신당동떡볶이타운.중구여성플라자,31_신당동.청구역,32_약수역2번출구.가온도서관,33_약수역8번출구.신당사회복지관,34_송도병원앞,35_버티고개,36_장충단로입구,37_서울시중부기술교육원.블루스퀘어,38_순천향대학병원.한남오거리,39_신사역5번출구,40_신사역4번출구,41_논현사거리.논현역5번출구,42_반포역,43_고속터미널,44_삼성래미안,45_반포종합운동장,46_서초구민체육센터.심산문화센터,47_삼호아파트,48_가야메디컬센터,49_방배열린문화센터(방배4동주민센터),50_내방역,51_방배1동주민센터.방배아크로타워,52_신동아아파트앞,53_상문고교,54_방배동래미안아트힐.국립국악원,55_경남임광아파트,56_서울지방법무사회,57_방배역.방배서리풀이편한세상,58_내방역2번출구,59_방배열린문화센터(방배4동주민센터),60_방배사이길,61_방배동삼호아파트,62_서초구민체육센터.심산문화센터,63_반포종합운동장,64_삼성래미안,65_고속터미널,66_반포역,67_논현사거리.논현역4번출구,68_신사역,69_한남대교전망카페,70_한남5거리,71_순천향대학병원,72_서울중부기술교육원.블루스퀘어,73_버티고개,74_송도병원앞,75_약수역7번출구.약수동주민센터,76_약수역3번출구.약수하이츠,77_신당동.청구역,78_신당동떡볶이타운.중구여성플라자,79_성동공업고등학교앞,80_동묘역앞,81_동묘역.롯데캐슬천지인,82_숭인1동주민센터.창신역4번출구,83_보문역,84_성북구청.성북경찰서,85_삼선동주민센터,86_돈암사거리.성신여대입구,87_미아리고개.미아리예술극장,88_길음뉴타운,89_월곡뉴타운,90_미아사거리역,91_도봉세무서.성북시장,92_미아역.신일중고,93_수유시장.성신여대미아캠퍼스앞,94_수유역.강북구청,95_수유3동우체국,96_우이1교앞,97_쌍문역,98_도봉구민회관.도봉문화원(중),99_도봉보건소.북한산아이파크아파트,100_도봉소방서.방학남부역,101_신도봉시장.도봉구청.방학북부역,102_신도봉사거리,103_서울북부지방법원.검찰청.도봉역성황당,104_도봉한신아파트,105_김근태기념도서관.도봉고등학교,106_도봉산입구
2022-03-26 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 04:00:00,1,2,4,4,5,6,8,6,9,10,10,11,12,9,13,16,19,21,22,23,20,21,9,20,20,0,23,23,29,31,30,29,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 05:00:00,0,0,1,2,1,2,5,11,12,7,8,7,11,9,12,12,12,13,7,15,15,15,14,15,15,17,17,16,14,16,15,14,31,28,28,25,21,18,14,14,12,8,6,3,3,2,1,1,0,2,1,0,0,0,0,0,1,2,0,0,0,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 06:00:00,0,1,1,2,2,1,5,7,8,9,11,5,5,4,6,6,5,7,8,7,9,8,11,11,10,7,10,8,6,9,13,7,14,11,10,6,9,9,6,8,5,8,8,9,6,5,3,1,1,2,1,1,0,1,2,3,4,5,4,2,2,2,3,3,5,2,3,1,2,3,4,2,3,4,0,5,6,5,6,5,4,5,6,4,3,6,6,0,0,5,4,2,4,7,6,7,6,7,6,5,0,3,2,0,1,0
2022-03-26 07:00:00,2,3,5,6,7,8,9,11,14,12,12,10,10,10,12,11,12,14,14,19,20,19,19,22,19,17,14,12,13,12,14,13,12,9,5,4,6,6,2,7,6,5,5,6,5,1,4,4,5,4,2,2,0,1,1,2,2,6,5,3,4,5,6,3,3,3,3,3,2,3,4,4,3,4,4,5,5,7,6,4,6,7,8,7,8,9,7,10,7,6,7,7,5,6,7,7,7,6,5,4,3,4,3,4,2,0
2022-03-26 08:00:00,1,3,10,12,16,19,19,16,14,13,12,12,13,14,13,14,17,15,15,16,20,20,23,22,19,20,17,12,16,13,14,12,14,14,16,11,14,10,8,9,10,9,12,10,8,9,10,11,8,22,18,8,2,2,4,4,6,10,11,6,7,5,6,3,4,5,6,7,5,6,5,5,7,7,10,11,12,5,5,4,8,9,9,10,8,9,10,12,12,12,13,15,12,15,15,14,18,14,15,15,14,11,7,3,2,0
2022-03-26 09:00:00,2,3,10,13,16,20,23,25,26,18,21,23,18,18,20,20,18,18,18,20,23,21,20,19,18,17,15,9,13,16,18,19,18,18,18,12,17,11,9,9,8,5,8,7,7,8,8,7,8,9,7,6,2,2,3,5,11,12,13,15,17,16,13,12,9,9,8,9,3,8,9,8,9,9,9,11,11,11,8,7,9,12,11,10,8,10,13,11,12,11,9,12,12,13,14,14,16,16,8,6,5,4,4,4,2,0
2022-03-26 10:00:00,1,2,8,6,7,10,10,16,16,12,14,13,13,18,17,18,17,17,15,15,18,16,18,19,21,19,17,14,10,12,16,13,12,15,13,14,17,19,11,12,13,13,13,13,10,7,12,7,8,8,7,5,4,4,7,8,8,9,11,12,12,11,11,12,9,10,10,9,3,5,7,7,10,10,8,12,10,9,8,8,11,12,13,12,12,12,15,17,13,13,12,12,13,19,17,16,14,17,19,12,8,7,6,6,2,0
2022-03-26 11:00:00,5,3,9,10,13,15,24,26,27,17,20,16,20,19,19,19,16,19,16,17,20,14,18,21,21,19,17,15,15,16,13,17,21,19,18,13,16,16,16,16,15,15,16,15,11,7,10,8,7,9,7,3,3,3,3,4,7,7,10,15,19,18,19,17,17,17,15,15,14,13,21,19,17,16,14,16,14,13,14,12,17,18,16,15,17,15,16,18,16,15,15,15,18,15,18,18,19,21,19,15,13,12,13,9,8,0
2022-03-26 12:00:00,1,3,5,10,11,10,16,19,20,15,16,17,17,13,16,19,18,21,25,25,28,25,25,24,26,24,20,21,18,18,17,18,17,18,18,16,18,19,15,15,11,14,16,15,13,12,13,15,14,12,9,6,12,12,11,13,14,14,12,16,21,21,23,25,21,21,20,21,17,16,20,19,19,21,19,16,15,16,18,17,22,21,14,18,21,19,22,23,23,20,23,26,25,25,26,26,29,28,25,22,20,11,19,18,11,0
2022-03-26 13:00:00,3,5,8,12,12,17,24,25,21,19,19,19,20,20,21,20,24,26,25,23,22,23,22,24,21,19,22,21,21,23,23,21,20,19,21,22,22,20,17,17,17,13,20,16,14,15,11,16,13,9,5,4,7,5,8,10,14,20,20,15,14,14,14,13,15,17,17,17,0,13,17,15,13,10,15,18,15,12,10,10,16,24,22,23,20,18,20,16,17,13,14,17,15,16,15,14,16,12,13,15,14,11,11,8,4,0
2022-03-26 14:00:00,8,10,12,16,15,17,20,21,17,20,22,21,15,18,19,18,17,21,20,23,27,24,19,26,22,21,22,21,18,16,19,18,18,19,20,20,19,20,18,18,15,14,13,13,13,12,11,12,12,10,7,5,4,3,4,5,11,12,11,14,15,16,19,17,15,18,14,15,15,14,20,15,19,18,17,18,19,17,16,20,25,27,29,23,24,23,24,22,21,23,22,24,24,21,22,21,20,21,16,17,17,15,13,11,5,0
2022-03-26 15:00:00,9,11,15,18,21,19,22,22,23,19,18,16,13,18,17,19,20,22,22,19,20,19,18,16,17,18,16,18,17,13,15,14,15,13,13,13,19,22,19,15,15,15,12,11,10,12,9,13,12,7,7,6,7,6,6,6,11,14,8,9,12,14,15,13,11,11,10,14,12,14,21,19,19,19,19,18,16,18,22,21,24,26,25,29,27,29,26,27,26,17,19,20,19,17,19,18,19,19,18,10,8,9,7,6,3,0
2022-03-26 16:00:00,4,5,8,15,13,26,34,30,23,15,18,20,17,17,17,15,14,22,22,27,25,24,24,27,26,24,21,23,22,22,23,21,24,25,21,20,22,24,20,21,20,19,22,19,20,18,18,20,18,13,8,5,7,6,8,7,10,13,20,23,21,26,30,32,16,20,19,20,22,19,23,23,25,24,18,16,17,16,19,21,21,24,26,27,32,29,27,25,22,20,26,22,23,20,18,20,19,22,20,16,17,16,12,10,5,0
2022-03-26 17:00:00,8,10,13,10,11,11,12,15,16,15,14,17,15,17,15,17,15,22,23,24,26,24,21,21,21,16,14,16,18,21,19,18,15,17,15,18,17,20,15,16,16,14,26,28,26,27,26,25,22,20,12,10,6,3,5,6,11,12,12,16,19,20,29,31,22,24,26,29,28,24,25,24,24,20,21,23,18,18,21,24,28,26,23,26,26,24,25,24,22,21,22,23,23,28,27,22,26,27,26,25,20,18,15,8,4,0
2022-03-26 18:00:00,3,9,7,0,6,2,5,8,9,10,14,12,11,12,17,22,21,23,21,24,23,23,21,24,28,28,21,23,23,22,21,23,22,19,23,22,21,15,16,15,14,14,14,18,18,15,12,15,14,9,7,6,6,3,4,5,8,6,9,10,13,10,12,11,14,17,17,20,12,17,22,19,17,17,16,20,19,20,19,20,27,29,31,26,25,29,27,27,23,22,21,19,21,30,28,23,25,23,17,11,12,11,7,4,1,0
2022-03-26 19:00:00,5,11,14,11,10,9,10,9,10,9,10,10,14,19,19,18,17,16,12,17,16,17,18,22,21,18,15,14,14,14,12,13,15,16,16,16,16,14,12,14,15,12,10,11,9,11,10,12,11,11,8,4,5,6,4,5,7,7,7,11,5,12,14,12,15,16,18,16,11,15,15,20,19,18,15,18,14,17,18,19,19,19,21,18,20,19,19,26,22,25,24,24,23,27,25,18,24,21,16,9,8,8,6,5,2,0
2022-03-26 20:00:00,2,4,6,10,13,17,17,15,14,14,17,13,16,8,14,16,15,22,20,21,16,14,13,13,10,11,11,12,11,8,6,10,11,6,9,0,11,16,10,11,17,15,16,15,11,8,11,10,9,8,7,4,1,3,1,4,6,6,8,8,9,11,14,12,12,11,10,13,13,13,17,20,21,17,15,17,19,18,20,18,19,22,20,20,20,21,24,23,32,39,36,33,28,18,17,15,14,15,16,15,8,7,6,3,1,0
2022-03-26 21:00:00,2,0,6,4,7,4,6,8,11,8,8,10,9,11,14,12,10,9,13,13,15,16,14,16,15,13,9,14,15,21,18,17,17,16,16,6,11,17,13,11,11,10,13,8,9,6,7,8,7,9,7,5,3,2,2,5,4,10,6,8,9,6,14,12,14,15,16,16,17,17,20,22,20,15,21,21,20,24,25,26,26,26,23,22,20,17,15,17,19,14,13,12,11,11,8,9,17,16,14,14,11,7,9,6,1,0
2022-03-26 22:00:00,0,0,0,1,3,4,5,0,3,5,5,7,12,13,7,12,13,11,12,8,10,11,11,16,15,11,12,7,6,11,9,8,10,9,8,7,7,13,10,11,10,8,11,14,14,12,9,11,11,11,8,7,7,5,6,7,9,8,6,5,7,5,11,13,12,12,9,10,12,12,16,19,15,11,16,18,20,23,25,23,25,26,28,26,26,24,23,23,19,21,19,15,15,17,17,15,18,16,16,14,13,9,8,3,1,0
2022-03-26 23:00:00,0,0,0,0,0,0,0,0,8,7,8,12,14,17,17,16,11,15,14,11,10,10,8,10,9,8,5,6,6,11,11,8,10,9,9,9,10,15,14,18,16,15,14,11,12,13,12,11,8,6,5,5,5,4,3,4,5,4,4,5,5,4,5,5,8,9,8,11,11,13,18,19,13,15,16,17,15,14,14,15,19,21,23,22,22,24,16,22,22,22,24,23,23,26,27,26,25,20,16,12,11,7,7,5,0,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,0,1,3,2,0,3,0,2,2,4,0,5,5,6,7,8,8,9,10,7,8,11,7,10,12,13,16,17,18,3,4,0,5,0,5,4,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,3,0,2,2,3,3,8,10,9,6,4,5,5,5,7,6,7,9,2,10,11,10,12,10,13,13,12,6,7,16,15,16,13,14,15,14,12,11,9,9,7,6,4,2,1,0,0,2,1,0,0,0,0,0,1,1,2,1,2,0,0,3,0,0,2,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 06:00:00,0,0,1,2,1,1,4,2,5,3,4,3,6,7,9,4,11,12,11,11,9,7,8,10,9,7,8,6,6,7,8,8,9,7,7,8,6,8,6,4,3,6,6,3,3,1,3,2,2,3,3,0,1,1,0,0,2,3,3,2,2,2,2,3,0,0,4,5,4,3,4,2,5,3,2,2,2,4,5,3,4,5,6,6,4,7,6,5,6,5,5,4,3,6,4,0,0,7,6,1,2,7,4,0,0,0
2022-03-27 07:00:00,1,0,3,3,4,5,7,9,7,6,5,4,4,5,2,7,9,8,9,8,11,12,7,11,9,9,7,4,3,8,9,7,8,9,8,7,5,6,5,5,5,5,3,5,2,1,2,3,2,3,1,0,1,0,1,1,2,3,2,3,1,4,3,2,5,4,3,2,1,3,4,4,6,5,5,2,4,8,6,4,5,7,9,8,3,5,3,5,2,5,4,3,4,7,6,7,9,7,6,5,4,4,5,0,4,0
2022-03-27 08:00:00,3,2,7,11,13,9,9,12,10,12,14,13,11,9,10,9,7,9,6,8,11,13,16,20,21,18,14,16,15,14,11,10,9,8,8,0,8,6,2,4,4,4,5,6,4,5,5,5,6,4,4,2,1,2,2,3,3,3,4,4,6,3,7,6,4,2,4,5,4,5,8,4,3,5,7,6,7,8,7,6,8,9,10,6,6,8,8,6,8,11,12,15,14,14,15,16,19,21,20,21,10,21,15,19,8,0
2022-03-27 09:00:00,2,4,7,9,12,16,22,22,20,14,15,19,20,17,20,22,20,21,17,18,18,18,16,14,18,7,11,8,9,11,12,10,11,13,12,10,9,10,8,9,13,11,6,8,6,4,5,5,6,7,5,4,5,4,3,4,3,7,6,7,8,4,6,6,8,6,9,11,0,10,9,8,11,10,8,11,10,10,12,12,6,12,13,9,9,10,14,16,12,24,15,26,22,28,29,28,30,29,30,30,29,25,27,24,14,0
2022-03-27 10:00:00,3,3,6,8,9,12,17,16,15,15,16,18,17,15,18,20,19,18,9,13,13,15,15,15,18,18,15,15,14,13,12,14,14,14,14,13,12,10,8,9,9,8,10,8,5,6,5,5,5,6,4,4,3,3,4,5,6,11,12,9,8,6,9,8,8,9,8,10,3,6,8,9,11,12,11,12,9,10,9,10,13,13,14,15,16,17,20,20,20,27,28,29,28,28,30,31,34,34,37,40,39,38,40,38,25,0
2022-03-27 11:00:00,8,5,11,14,15,13,18,21,20,18,16,15,15,15,14,13,17,14,18,19,19,26,22,21,21,22,14,15,12,15,13,12,12,14,14,10,14,12,8,7,9,9,8,9,5,6,4,6,7,7,6,4,4,2,4,4,5,7,7,7,9,11,12,11,8,11,12,9,11,9,13,12,11,12,12,12,14,20,16,14,17,18,18,20,21,22,25,23,23,19,21,18,26,30,28,30,32,31,32,32,30,28,23,22,19,1
2022-03-27 12:00:00,8,10,12,13,15,15,24,24,28,29,14,28,29,25,29,30,29,25,30,31,32,32,28,30,28,25,25,17,19,21,21,20,11,11,10,10,12,15,12,16,14,9,7,8,6,5,6,6,8,9,7,5,5,2,5,7,10,12,14,17,16,17,23,23,17,15,15,17,15,17,26,25,25,19,17,20,22,29,19,16,22,26,25,24,20,20,25,25,25,22,21,20,21,25,25,22,26,30,28,27,25,20,20,18,11,0
2022-03-27 13:00:00,16,20,28,31,33,33,34,35,28,22,23,22,21,19,20,23,20,27,22,33,32,32,33,31,29,25,24,21,24,22,21,25,26,25,28,25,19,22,13,16,17,14,15,17,12,9,11,10,12,13,8,5,5,8,8,11,11,11,12,15,21,23,24,21,18,19,21,22,22,18,20,21,11,25,26,26,19,18,19,17,21,20,20,17,20,20,22,19,24,26,24,23,18,20,20,21,26,23,25,19,18,18,16,9,12,0
2022-03-27 14:00:00,13,20,26,24,27,28,26,32,31,25,25,26,24,21,19,21,19,21,22,21,22,24,26,31,31,27,25,20,20,21,20,22,19,17,19,15,19,19,21,20,17,16,13,12,10,11,10,11,10,10,9,7,4,4,4,9,8,12,13,13,17,17,11,12,21,22,19,19,18,12,20,19,18,17,19,21,19,20,20,15,20,21,23,22,21,17,18,16,20,21,21,17,20,20,19,18,20,24,18,26,23,22,18,17,13,0
2022-03-27 15:00:00,26,29,19,23,24,21,30,32,33,27,25,21,19,22,25,24,24,25,27,26,23,23,23,26,23,20,18,30,30,29,26,23,24,25,26,25,20,29,26,23,23,20,20,19,17,16,14,13,12,9,7,7,8,8,11,9,5,7,8,8,8,9,10,9,11,11,12,12,19,12,14,13,13,12,16,20,15,21,19,22,27,30,31,31,29,26,23,26,31,28,11,24,17,19,15,14,17,10,12,11,15,7,15,8,10,0
2022-03-27 16:00:00,19,25,30,34,32,29,29,24,25,26,24,22,21,22,23,24,23,25,24,24,19,19,21,22,22,20,20,18,22,21,20,17,18,19,23,19,19,28,22,22,19,15,13,12,15,14,13,16,9,17,8,7,6,5,4,7,10,13,17,16,16,13,17,18,17,16,15,17,15,16,20,22,17,22,14,22,20,18,23,28,40,40,40,34,29,25,27,28,29,30,24,26,28,23,26,21,30,28,26,21,16,15,10,9,8,0
2022-03-27 17:00:00,16,19,19,20,21,19,24,26,32,24,23,23,22,22,21,22,21,22,28,26,25,24,18,15,13,14,12,18,20,19,21,18,22,16,24,15,15,18,20,13,13,14,16,16,16,17,16,16,14,14,10,7,6,7,4,7,12,14,15,14,16,15,17,15,14,10,12,15,10,16,26,24,21,19,19,19,18,21,23,23,24,28,32,29,28,25,26,24,23,23,22,19,19,19,21,17,21,18,20,16,10,9,6,5,4,0
2022-03-27 18:00:00,12,12,22,24,23,26,25,23,25,23,24,22,16,17,26,23,21,13,14,22,21,21,22,25,27,20,22,28,29,30,25,19,19,20,15,22,26,23,25,23,20,18,14,24,25,26,27,22,18,15,8,4,3,4,4,4,4,7,6,5,7,4,10,9,9,10,11,16,18,16,22,23,21,18,16,15,14,13,15,16,19,21,23,20,20,26,21,19,19,25,26,20,21,27,20,20,25,21,23,19,21,19,16,11,5,0
2022-03-27 19:00:00,6,10,14,15,16,14,18,12,3,18,19,20,17,16,14,17,16,16,16,17,15,18,18,19,21,18,20,21,14,13,14,13,17,16,11,10,21,26,25,24,22,17,17,15,17,17,12,12,9,7,7,6,5,5,2,6,9,8,8,9,8,10,9,8,21,20,17,19,17,17,20,18,15,18,20,21,16,14,13,12,15,15,16,17,16,19,16,16,18,22,23,24,22,17,18,16,19,15,13,12,9,8,5,2,0,0
2022-03-27 20:00:00,2,5,8,5,3,5,16,16,18,23,25,20,26,24,20,16,17,14,16,16,14,13,16,19,18,17,15,16,14,14,12,16,13,15,14,10,18,16,11,13,13,11,17,14,14,13,11,9,11,10,9,7,5,4,3,2,5,6,9,8,8,7,6,12,17,0,11,15,13,12,17,10,14,10,13,11,13,14,12,11,11,12,12,11,13,16,13,16,27,29,30,29,23,20,21,19,26,23,17,13,11,9,4,2,0,0
2022-03-27 21:00:00,1,2,2,3,4,4,7,8,0,6,7,9,15,17,15,17,16,11,16,15,20,18,19,18,15,15,14,14,12,12,10,11,8,9,8,3,7,9,12,11,7,8,9,9,6,3,4,7,7,6,4,3,3,2,3,0,2,3,3,6,8,9,11,4,13,14,14,11,15,16,16,11,16,17,18,17,15,13,16,15,16,15,15,15,16,19,18,18,20,11,19,19,14,13,9,7,13,14,13,12,11,10,9,5,1,0
2022-03-27 22:00:00,2,1,5,2,6,7,8,7,9,12,8,12,10,8,11,10,12,15,18,21,20,21,22,24,22,19,19,14,14,13,11,10,10,11,11,6,10,14,10,15,15,12,12,10,9,8,7,8,7,5,7,6,7,6,2,7,8,9,3,7,6,3,8,10,14,10,14,14,15,20,23,18,19,16,17,17,16,21,18,17,18,16,16,16,19,20,17,16,16,14,15,16,10,9,10,7,12,9,9,7,6,5,4,1,0,0
2022-03-27 23:00:00,0,0,0,0,0,0,0,0,0,0,14,17,14,15,17,17,0,22,12,26,27,29,30,32,33,33,32,27,7,8,10,9,11,11,9,8,9,14,13,12,11,8,9,10,8,7,7,6,4,5,4,3,2,1,0,0,3,7,6,4,3,5,7,5,5,11,13,12,13,16,23,26,25,21,21,21,20,21,14,14,14,15,22,20,12,18,16,16,13,20,21,19,17,20,20,18,17,16,11,4,3,5,4,3,0,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,1,3,8,10,2,3,15,20,23,27,16,28,30,29,30,30,30,31,30,26,26,21,27,25,26,26,27,27,28,30,32,35,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,1,2,3,4,2,5,10,9,9,10,11,13,11,12,14,14,14,14,16,18,17,16,15,17,18,24,23,21,26,23,23,22,35,37,39,35,28,24,16,14,11,8,6,4,6,1,0,5,4,3,3,0,0,2,2,2,0,4,4,2,0,5,6,0,5,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 06:00:00,1,2,7,8,11,16,9,14,14,9,11,8,11,12,11,13,14,19,17,18,18,19,20,23,23,22,21,20,19,16,17,14,18,19,21,20,17,10,9,9,8,8,7,7,5,4,6,9,10,4,3,2,2,0,3,2,6,6,4,7,5,6,8,8,4,4,6,6,4,5,5,3,5,8,7,8,9,13,11,10,9,8,7,8,9,9,6,9,0,8,8,7,9,9,10,12,15,15,15,11,9,0,0,0,0,0
2022-03-28 07:00:00,3,5,16,17,17,17,24,30,32,20,32,29,27,28,34,38,41,48,35,42,47,50,49,49,50,40,39,34,27,34,38,42,42,26,44,43,44,29,24,27,20,20,17,18,14,17,22,26,34,36,32,20,5,4,6,12,11,14,19,19,23,24,27,18,12,15,19,15,5,9,12,10,13,14,14,16,14,17,17,16,18,23,22,16,18,16,18,15,16,21,20,20,22,17,22,24,28,26,28,22,20,19,16,15,5,0
2022-03-28 08:00:00,3,8,18,21,25,28,34,35,33,26,30,31,35,35,40,41,39,41,52,55,61,60,56,51,48,46,42,37,33,35,37,35,39,41,43,41,42,32,22,23,24,22,21,23,22,20,20,24,24,47,43,22,13,8,10,12,18,33,30,20,38,37,34,21,19,23,26,23,20,18,27,24,29,30,31,30,25,20,18,19,20,18,18,21,24,26,23,24,21,19,18,19,23,35,35,30,34,36,32,25,20,19,11,7,4,0
2022-03-28 09:00:00,5,8,16,16,15,18,25,28,26,16,17,16,21,24,24,22,21,24,23,29,28,25,28,27,25,26,23,21,18,22,26,19,20,19,19,18,22,15,11,10,11,11,17,16,14,15,17,13,14,21,12,8,7,3,5,7,11,12,14,11,14,12,12,12,17,16,14,15,14,11,21,28,30,29,27,23,22,18,16,15,13,13,17,16,19,17,17,17,15,18,17,15,18,18,20,18,25,21,16,16,17,13,14,13,4,0
2022-03-28 10:00:00,3,4,8,10,11,15,14,14,15,11,13,14,13,13,16,17,17,17,14,22,23,23,22,25,25,26,23,23,20,17,17,14,17,18,18,17,15,14,11,9,7,9,11,10,10,6,9,12,11,8,7,5,4,3,4,7,9,10,12,11,13,11,14,14,11,12,12,12,11,8,17,12,16,17,20,18,17,13,12,13,12,15,14,17,19,18,19,20,20,20,20,16,21,16,13,12,14,13,15,13,13,12,10,6,6,0
