Unnamed: 0,1_장지공영차고지,2_아이코리아,3_송파글마루도서관.버들어린이집,4_송파파인타운3단지.한림예고,5_문정3차푸르지오아파트.송파파인타운1단지,6_문정동래미안아파트남문,7_문정현대아파트,8_가윤예식장,9_경찰병원.서울동부고용노동지청,10_제일오피스텔,11_가락시장.가락시장역,12_가락대림아파트,13_가락동쌍용아파트,14_방이역,15_올림픽선수촌아파트,16_올림픽공원역,17_오륜교회앞,18_JYP엔터테인먼트.윤선생영어교실,19_한양수자인아파트,20_강동보건소,21_강동구청,22_풍납동극동.쌍용아파트,23_잠실파크리오아파트상가.올림픽회관,24_몽촌토성역,25_신천동진주아파트,26_잠실역9번출구,27_잠실역,28_잠실중학교,29_잠실나루역,30_잠실진주아파트,31_올림픽회관,32_풍납동극동.쌍용아파트,33_강동구청,34_강동보건소,35_한양수자인아파트,36_JYP엔터테인먼트.윤선생영어교실,37_서울체육중.고등학교,38_보성중고등학교,39_올림픽공원역,40_올림픽공원테니스장,41_방이역3번출구대림아파트,42_송파동삼익아파트,43_성지아파트,44_가락시장.가락시장역,45_가락시장역,46_경찰병원.서울동부고용노동지청,47_건너말공원입구,48_문정동현대아파트,49_문정중학교후문,50_문정3차푸르지오아파트.송파파인타운1단지,51_송파파인타운2단지.구립송파복지센터,52_송파글마루도서관.버들어린이집,53_아이코리아앞,54_장지공영차고지
2022-03-19 13:00:00,0,1,0,1,3,3,4,6,4,0,10,14,14,9,7,5,5,9,11,12,15,15,0,14,13,6,5,3,8,0,6,4,6,3,3,7,0,8,9,11,12,10,10,6,6,2,4,3,0,1,0,0,0,0
2022-03-19 14:00:00,0,0,0,2,0,3,7,8,7,4,9,12,15,10,8,10,8,6,8,5,7,6,9,0,6,7,7,5,7,8,8,10,11,12,9,13,0,14,9,8,9,9,7,7,8,5,4,2,1,2,0,1,0,0
2022-03-19 15:00:00,1,2,5,2,2,3,3,3,4,6,9,10,12,10,11,7,6,7,10,10,11,12,13,8,8,7,8,7,1,0,2,0,5,6,5,12,8,11,7,8,13,12,10,9,4,3,5,4,3,2,2,0,0,0
2022-03-19 16:00:00,1,1,2,2,3,4,4,5,5,4,10,11,12,12,9,11,10,11,9,8,3,7,8,0,7,3,5,6,7,0,6,6,8,8,7,10,0,11,10,2,10,11,7,6,6,4,5,4,2,1,0,0,0,0
2022-03-19 17:00:00,0,1,3,0,3,5,4,6,4,5,10,11,13,9,8,19,5,7,9,9,9,9,9,8,8,7,6,5,6,7,8,9,8,11,10,14,0,2,8,6,15,13,10,4,8,7,5,3,2,2,1,0,1,0
2022-03-19 18:00:00,1,0,0,1,2,0,3,5,5,7,14,18,8,7,6,10,11,9,9,9,8,5,7,4,7,5,10,11,10,10,9,9,7,7,7,16,16,2,12,5,13,12,7,5,6,5,4,1,2,0,0,0,0,0
2022-03-19 19:00:00,1,0,1,0,4,0,6,5,6,6,11,12,11,6,4,6,5,6,5,8,6,2,7,6,8,8,9,10,4,0,0,12,13,12,7,5,0,5,6,5,9,7,4,3,4,5,4,3,2,1,2,1,0,0
2022-03-19 20:00:00,0,0,0,1,0,1,1,3,5,0,6,8,9,6,5,4,3,2,5,7,6,3,4,3,3,3,7,2,0,0,0,0,6,8,4,7,0,9,13,17,10,4,12,8,7,6,5,3,3,2,1,0,0,0
2022-03-19 21:00:00,0,1,0,2,4,0,6,2,4,6,7,0,5,4,4,7,5,3,3,2,2,3,0,4,3,4,7,0,7,4,0,7,9,10,5,6,4,6,8,16,20,16,9,11,8,9,8,5,6,4,2,2,1,0
2022-03-19 22:00:00,1,0,0,1,1,0,0,0,1,3,10,3,9,8,8,12,11,13,5,5,11,5,2,0,5,7,7,2,8,0,11,12,13,7,6,6,0,6,5,0,24,20,16,12,7,11,10,7,4,3,2,1,0,0
2022-03-19 23:00:00,0,0,1,0,0,0,0,2,0,1,3,4,0,4,1,7,6,4,2,0,0,0,0,1,3,1,6,2,9,4,3,2,8,2,2,4,0,1,5,4,5,4,2,1,4,5,0,3,0,1,1,0,0,0
2022-03-20 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 04:00:00,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20 05:00:00,0,0,0,1,3,0,0,0,2,1,4,5,2,1,0,1,0,0,1,1,0,0,0,0,3,2,2,0,1,0,0,0,1,2,4,5,0,4,2,3,3,0,2,1,1,0,0,0,0,0,0,0,0,0
2022-03-20 06:00:00,0,0,1,1,0,0,2,1,0,2,3,2,3,2,2,2,0,1,3,1,0,0,0,2,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,3,0,2,2,3,2,3,3,2,1,0,0,1,0
2022-03-20 07:00:00,0,1,0,0,1,0,2,0,0,1,2,2,2,3,0,0,0,2,2,3,0,1,2,4,2,1,0,0,1,0,0,0,0,0,1,2,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
2022-03-20 08:00:00,1,0,2,3,2,0,0,5,4,3,4,1,5,3,1,6,3,4,5,7,2,3,0,0,1,3,3,0,0,0,0,3,1,2,1,2,0,0,3,0,5,4,0,2,0,2,0,0,0,0,0,0,0,0
2022-03-20 09:00:00,0,1,0,3,4,6,8,9,7,9,14,14,14,10,10,10,4,5,6,5,6,5,7,6,2,5,4,4,0,3,4,5,6,7,9,7,0,0,8,6,4,3,1,1,2,0,0,1,0,0,0,0,0,0
2022-03-20 10:00:00,0,2,0,3,2,3,2,3,1,2,6,7,7,6,6,5,2,2,3,4,3,6,0,2,1,5,1,0,0,2,0,0,2,4,5,4,0,4,6,0,7,6,4,1,0,3,2,1,0,0,0,0,0,0
2022-03-20 11:00:00,0,0,1,2,2,4,4,7,8,7,11,8,11,10,0,12,5,4,5,7,5,7,0,0,5,3,6,0,0,0,0,5,4,5,7,5,4,3,4,4,5,6,6,7,5,3,3,2,1,0,0,0,0,0
2022-03-20 12:00:00,1,2,0,1,2,0,4,5,5,5,6,8,10,7,0,10,7,10,12,7,7,11,0,7,8,3,7,4,7,0,0,6,7,9,8,10,0,9,8,8,8,6,5,4,6,8,8,5,3,2,2,1,0,0
2022-03-20 13:00:00,1,0,2,3,4,8,11,12,12,11,20,24,27,20,16,14,10,10,14,11,9,13,13,6,5,3,8,6,13,0,11,8,7,6,6,5,6,9,11,10,16,14,9,9,7,5,4,2,0,0,0,0,0,0
2022-03-20 14:00:00,0,0,1,2,4,6,6,5,4,5,9,6,11,8,20,19,6,5,6,0,2,6,6,12,11,3,6,6,5,6,0,7,5,0,5,9,0,6,7,8,13,10,12,4,5,6,4,3,3,2,1,0,0,0
2022-03-20 15:00:00,1,0,2,2,0,2,3,4,7,3,15,19,18,19,17,11,7,11,10,14,8,15,16,8,15,2,5,7,7,0,8,8,6,7,6,13,12,13,11,0,11,12,11,7,7,7,5,5,4,0,2,0,0,1
2022-03-20 16:00:00,0,0,0,1,4,6,7,10,8,6,9,9,10,10,12,10,10,7,12,15,12,11,11,8,0,5,5,7,0,4,0,8,7,5,6,15,0,0,12,10,11,8,7,3,7,6,5,4,0,3,1,0,1,0
2022-03-20 17:00:00,1,0,1,2,0,0,5,7,0,8,16,18,16,12,12,15,24,22,20,14,12,10,9,0,9,6,4,0,5,0,3,3,4,3,3,6,6,14,17,14,17,18,17,13,14,13,12,8,5,2,3,1,0,0
2022-03-20 18:00:00,0,0,0,1,0,2,4,0,4,3,7,7,9,4,3,6,9,14,15,16,16,16,12,4,13,10,10,13,4,0,10,11,11,5,6,13,14,15,15,4,18,15,11,9,7,7,0,3,0,1,0,0,0,0
2022-03-20 19:00:00,0,0,0,1,3,2,5,6,5,2,6,8,0,6,7,6,5,8,8,5,7,2,0,0,0,3,9,9,10,0,0,9,5,4,3,6,0,0,3,0,6,5,5,2,4,3,4,3,2,1,0,0,0,0
2022-03-20 20:00:00,0,0,0,1,0,1,3,0,2,0,4,5,4,1,3,4,6,5,3,0,4,6,0,0,3,5,9,8,7,0,6,7,8,4,7,7,0,9,15,14,19,16,15,5,5,0,4,2,0,1,0,0,0,0
2022-03-20 21:00:00,0,0,0,0,1,0,2,3,1,0,5,5,4,3,4,5,0,5,4,2,4,3,3,0,5,5,6,7,9,5,8,6,9,8,4,6,0,8,9,8,15,12,7,4,7,6,4,1,2,0,0,1,0,0
2022-03-20 22:00:00,0,0,0,0,0,0,1,2,1,3,4,4,4,5,7,8,5,6,5,8,4,3,0,0,5,7,7,0,5,6,5,4,6,3,2,3,0,3,2,0,5,6,11,10,12,13,13,12,10,5,1,0,0,0
2022-03-20 23:00:00,0,0,0,0,0,0,0,0,1,1,4,3,2,4,3,3,2,1,0,0,0,0,0,0,0,0,3,0,2,0,0,1,2,0,1,2,0,0,6,0,6,4,4,2,5,4,1,0,0,0,0,0,0,0
2022-03-21 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 04:00:00,0,1,1,0,0,1,0,2,0,0,3,5,0,4,6,4,2,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 05:00:00,0,0,1,0,1,0,0,2,0,0,5,7,8,4,1,1,0,2,3,2,0,3,4,0,4,2,1,2,2,0,1,3,5,5,6,7,4,3,9,8,8,9,5,4,2,4,4,0,0,0,5,0,3,0
2022-03-21 06:00:00,1,1,0,3,4,5,3,4,3,2,4,3,5,5,4,3,3,6,12,10,9,4,4,2,3,1,1,0,3,4,2,2,3,3,6,7,0,5,6,2,6,7,5,2,1,0,2,0,1,1,2,0,0,0
2022-03-21 07:00:00,2,1,3,11,17,21,22,23,24,23,36,30,34,26,19,16,12,19,25,23,20,16,12,6,10,10,4,4,5,1,3,4,6,8,11,26,24,18,13,12,20,17,8,7,5,0,5,2,4,4,2,1,0,0
2022-03-21 08:00:00,1,1,4,5,9,13,15,16,14,12,19,22,25,20,21,22,25,19,25,21,21,17,18,13,15,13,6,6,7,8,9,11,16,16,24,35,0,35,26,24,27,24,21,12,31,31,35,32,27,24,4,2,1,0
2022-03-21 09:00:00,1,0,1,2,5,6,7,7,6,5,14,15,14,12,11,15,15,12,13,11,11,8,11,10,8,8,5,3,4,0,0,5,12,12,15,15,0,17,8,9,10,0,8,6,7,5,4,4,1,1,0,0,0,0
2022-03-21 10:00:00,1,1,0,3,3,4,2,5,8,5,6,10,11,9,6,6,5,7,9,9,9,10,9,8,7,8,3,3,0,0,4,8,3,3,4,4,0,0,5,4,8,4,6,5,6,5,4,3,1,2,1,0,0,0
2022-03-21 11:00:00,1,1,1,1,3,3,0,2,3,3,8,9,10,9,2,5,4,4,5,3,4,5,4,3,0,7,5,6,2,3,6,7,9,7,6,7,3,7,11,5,12,12,10,8,3,2,1,2,0,1,0,0,0,0
2022-03-21 12:00:00,0,1,3,4,1,5,6,8,8,7,8,9,8,8,4,6,5,5,6,7,6,4,4,3,5,2,2,3,4,3,1,5,4,3,4,6,5,9,12,10,10,9,8,6,6,5,4,3,0,1,3,0,2,0
2022-03-21 13:00:00,1,0,0,8,9,10,12,2,14,7,10,12,13,8,5,8,6,6,6,7,7,6,5,3,5,2,5,6,0,5,7,2,7,6,7,6,4,10,13,11,13,12,11,9,12,11,7,3,2,1,2,0,0,0
2022-03-21 14:00:00,0,0,1,1,4,6,5,8,7,8,9,13,12,12,12,14,11,13,9,9,6,5,3,0,0,2,3,13,12,11,3,5,5,4,7,7,0,8,11,8,11,10,8,5,8,7,6,3,3,4,3,1,0,0
2022-03-21 15:00:00,0,2,1,13,14,3,13,14,12,10,10,13,12,10,6,13,9,9,9,10,9,6,3,3,2,6,5,7,8,9,6,7,9,7,8,7,7,9,10,7,9,8,12,9,8,6,5,4,3,2,3,0,0,0
2022-03-21 16:00:00,4,6,1,8,9,13,9,8,12,12,21,22,19,15,9,11,10,7,9,7,7,6,8,7,7,5,4,5,6,7,7,9,18,18,17,18,14,16,19,17,15,13,10,6,6,8,6,4,3,3,6,0,5,0
2022-03-21 17:00:00,0,1,2,4,6,9,8,13,11,13,22,24,21,10,9,10,12,12,12,11,11,11,16,14,12,11,11,14,15,0,16,16,17,13,13,21,17,22,21,18,17,18,17,7,10,8,8,2,5,4,1,1,0,0
2022-03-21 18:00:00,1,0,1,2,6,4,12,13,13,16,22,25,22,13,13,24,20,15,15,18,16,17,16,15,13,13,16,20,21,22,20,16,20,14,16,27,29,30,15,14,19,17,15,14,21,20,17,14,15,6,3,2,0,0
2022-03-21 19:00:00,1,0,1,2,1,5,8,9,8,6,11,11,12,10,7,15,17,13,8,7,6,5,4,3,3,2,6,8,10,10,11,10,13,10,8,16,7,16,19,17,26,15,13,8,10,6,16,9,6,4,2,1,0,0
2022-03-21 20:00:00,0,0,1,3,0,4,3,6,6,7,10,9,9,4,5,9,8,7,8,5,5,4,4,3,2,2,8,2,9,4,9,11,13,11,7,10,0,10,9,7,14,13,11,5,11,11,9,6,3,2,0,1,0,0
2022-03-21 21:00:00,1,0,2,1,1,2,1,3,2,5,9,8,7,7,5,7,5,6,6,5,5,4,5,2,7,6,6,7,7,0,0,6,7,8,6,9,0,7,5,0,14,12,11,8,11,11,10,6,5,4,2,1,0,0
2022-03-21 22:00:00,0,0,0,0,1,1,2,2,2,3,4,5,4,5,4,4,4,10,9,0,7,3,5,0,4,4,6,3,8,6,4,6,9,9,6,8,0,8,13,13,22,18,12,9,10,11,9,8,7,6,1,0,0,0
2022-03-21 23:00:00,0,0,1,1,0,2,1,1,2,1,6,4,0,5,5,8,1,6,6,7,2,5,5,0,1,2,7,0,0,0,0,6,6,4,3,3,0,2,4,2,8,7,4,3,3,2,0,1,0,2,0,0,0,0
2022-03-22 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 04:00:00,1,1,2,0,0,2,3,0,4,3,6,6,7,0,5,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 05:00:00,2,3,4,0,5,4,3,2,1,0,5,6,7,4,2,2,0,5,6,4,0,4,5,0,3,0,2,1,0,0,0,2,3,5,6,9,7,8,10,0,9,0,6,4,2,4,0,0,0,0,0,3,3,0
2022-03-22 06:00:00,1,2,1,2,4,4,3,0,4,2,5,5,6,5,3,4,6,7,5,2,3,3,0,0,2,2,2,0,1,0,0,0,2,3,6,7,0,6,6,4,8,7,3,1,2,0,3,0,1,4,2,0,0,0
2022-03-22 07:00:00,0,1,2,7,10,13,22,14,20,17,25,19,29,28,26,14,12,19,28,30,13,12,12,10,10,9,6,3,3,0,4,5,7,8,12,20,6,18,19,18,23,20,18,14,12,3,11,8,0,3,2,1,0,0
2022-03-22 08:00:00,1,3,4,7,10,10,15,17,16,16,20,23,27,20,24,18,18,19,23,26,23,18,18,20,18,12,6,7,4,7,4,8,13,16,19,24,0,23,20,20,29,28,24,16,22,24,14,20,18,14,1,0,0,0
2022-03-22 09:00:00,1,0,0,2,4,3,6,6,9,8,12,7,19,16,14,14,12,12,14,14,13,11,10,10,5,9,8,7,7,0,3,5,7,12,15,11,0,12,12,8,8,9,7,4,9,6,5,2,1,1,0,0,0,0
2022-03-22 10:00:00,2,1,1,4,5,7,6,8,6,6,13,14,13,8,4,8,7,5,6,8,9,8,8,6,7,6,3,4,0,0,2,3,4,4,6,7,0,0,10,6,13,12,10,5,5,4,0,2,2,0,0,0,0,0
2022-03-22 11:00:00,0,0,0,1,1,2,2,3,4,5,10,11,14,13,11,9,6,5,4,4,4,3,5,0,3,2,4,0,1,0,0,5,5,5,5,7,0,0,6,0,11,10,7,6,4,0,3,0,2,1,1,0,0,0
2022-03-22 12:00:00,0,2,0,2,2,0,1,1,4,3,7,6,6,3,3,5,4,6,6,3,7,5,6,0,4,3,5,4,3,2,2,5,5,5,3,7,2,8,8,8,11,9,9,6,6,5,4,4,0,2,0,0,1,0
2022-03-22 13:00:00,3,1,4,3,4,4,7,3,6,6,11,14,13,10,8,13,11,11,7,7,7,10,8,5,7,6,4,7,6,4,5,3,7,8,9,8,5,7,6,6,6,5,7,4,1,2,1,1,0,0,0,0,0,0
2022-03-22 14:00:00,1,3,4,5,6,5,8,7,5,4,9,11,11,12,10,8,7,7,9,9,7,8,0,0,0,5,5,3,3,2,4,5,6,5,3,9,4,10,12,11,13,8,11,6,6,4,3,1,3,2,0,1,0,0
2022-03-22 15:00:00,2,0,3,4,4,6,5,8,8,7,11,18,15,9,7,7,7,7,11,13,9,10,9,0,7,6,3,5,4,0,5,7,8,6,6,6,7,20,23,21,19,13,16,12,14,12,10,8,6,5,3,2,1,0
2022-03-22 16:00:00,1,2,0,28,4,30,29,29,28,20,19,29,29,16,13,13,11,7,7,6,6,5,4,5,4,5,10,9,10,16,17,18,24,21,14,16,17,18,20,16,13,10,8,6,10,9,8,6,2,4,2,1,1,0
2022-03-22 17:00:00,0,2,2,3,3,8,11,14,14,13,29,32,29,20,15,17,13,15,10,10,11,10,12,8,10,8,12,13,11,0,17,16,17,12,13,20,0,16,14,15,21,21,18,14,18,19,18,14,3,8,4,2,1,0
2022-03-22 18:00:00,1,2,3,5,6,8,10,11,18,20,31,32,30,23,18,24,22,17,16,12,13,13,13,0,13,10,10,11,15,16,13,19,21,21,17,26,16,26,22,21,20,17,16,11,17,19,19,14,7,7,3,1,0,0
2022-03-22 19:00:00,1,0,0,1,2,3,2,0,5,7,15,16,16,13,14,21,16,11,9,7,7,5,2,5,3,4,7,8,9,7,10,12,18,15,7,9,0,8,17,17,22,16,12,10,14,14,16,12,10,7,5,3,2,0
2022-03-22 20:00:00,0,1,1,0,3,2,3,4,6,6,6,6,7,8,7,11,10,7,9,4,6,5,9,5,2,8,6,7,8,5,7,10,15,10,7,15,6,12,8,10,12,9,7,6,6,5,8,5,4,2,3,0,0,0
2022-03-22 21:00:00,1,0,0,4,0,0,3,2,2,4,9,9,7,6,5,6,6,6,5,6,4,3,3,2,2,4,5,6,7,5,6,8,10,10,7,5,0,8,10,11,17,16,13,7,9,9,8,7,6,5,3,1,0,0
2022-03-22 22:00:00,1,2,1,0,2,0,1,2,3,5,11,9,10,9,9,7,6,11,11,10,8,4,4,0,4,4,8,9,7,0,0,8,9,5,5,7,1,2,7,4,18,17,15,11,11,9,6,3,1,2,0,0,0,0
2022-03-22 23:00:00,0,0,1,0,2,2,1,1,3,1,8,7,9,8,7,10,4,7,3,1,2,1,0,0,2,1,3,0,0,2,3,3,5,5,5,3,0,3,7,6,7,6,2,4,7,5,3,4,5,2,1,0,0,0
2022-03-23 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 04:00:00,0,0,1,0,0,1,2,2,0,0,5,6,7,0,4,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 05:00:00,1,2,1,0,1,0,2,4,1,3,6,7,8,7,6,3,2,0,3,3,2,1,2,0,3,1,2,2,0,0,3,2,5,5,7,9,0,2,9,8,8,7,4,1,1,5,4,5,0,0,6,5,4,0
2022-03-23 06:00:00,1,3,0,6,3,4,3,0,2,2,3,4,5,3,3,3,4,9,4,3,4,3,0,2,2,1,1,2,1,0,0,3,3,4,4,6,0,5,7,6,11,9,11,4,6,3,2,0,0,1,0,0,2,0
2022-03-23 07:00:00,0,1,2,8,11,15,19,18,19,16,19,18,26,24,13,14,9,17,24,22,14,15,13,0,13,12,2,3,3,0,4,7,8,8,11,18,16,16,13,12,16,17,14,15,13,12,9,8,7,5,0,0,0,0
2022-03-23 08:00:00,3,5,6,7,13,14,20,20,16,14,22,28,33,28,22,27,26,19,31,28,15,16,18,15,14,11,8,7,7,4,8,6,15,16,20,22,21,22,21,22,30,27,23,15,22,15,17,14,13,10,1,0,0,0
2022-03-23 09:00:00,2,1,0,5,8,9,5,8,5,9,12,14,16,12,10,21,19,9,9,11,8,10,9,8,7,5,5,2,3,0,2,4,7,9,5,9,0,8,9,6,14,11,10,5,6,4,2,3,2,0,0,0,0,0
2022-03-23 10:00:00,1,0,2,3,2,4,5,5,7,4,6,9,8,8,7,6,5,6,10,9,10,11,10,7,9,9,6,4,5,3,3,4,7,10,14,12,0,11,9,7,8,7,4,5,4,4,0,3,1,0,2,1,0,0
2022-03-23 11:00:00,0,2,0,4,7,9,8,3,4,4,9,10,9,7,5,5,3,4,6,8,7,7,6,0,5,6,3,2,3,0,3,5,5,6,5,7,0,8,9,5,8,9,7,5,4,3,2,2,1,0,0,0,0,0
2022-03-23 12:00:00,1,2,0,1,3,3,4,5,8,7,10,11,11,7,7,4,4,5,9,7,7,5,4,0,0,5,6,6,8,9,10,8,5,4,3,7,6,8,7,8,10,8,8,6,6,5,2,2,0,0,0,0,0,0
2022-03-23 13:00:00,1,3,4,2,1,0,3,3,6,4,10,12,13,9,8,8,7,7,7,9,7,6,6,0,5,5,7,6,7,1,7,7,9,3,3,6,0,2,8,6,10,9,6,3,3,4,3,2,1,0,1,0,0,0
2022-03-23 14:00:00,0,3,4,5,3,4,5,7,5,6,8,12,10,8,7,10,12,11,12,8,6,5,4,4,2,3,4,16,1,12,7,3,4,2,6,6,6,22,25,22,19,17,15,13,11,12,12,4,1,0,0,0,0,0
2022-03-23 15:00:00,1,0,4,8,2,4,6,8,9,9,11,15,16,12,9,11,11,10,8,10,7,5,7,0,6,5,4,6,7,0,4,6,12,14,12,11,0,11,10,9,11,10,12,7,9,7,7,4,3,3,3,1,0,0
2022-03-23 16:00:00,0,0,1,5,5,6,7,9,12,10,18,23,18,12,12,14,12,10,10,10,7,7,7,4,0,5,5,6,12,18,15,15,16,11,11,14,16,17,17,16,19,14,13,7,8,6,4,3,2,2,2,3,2,0
2022-03-23 17:00:00,1,3,3,5,6,8,12,12,12,13,21,25,23,18,13,16,14,12,12,7,7,7,8,7,6,8,8,11,9,10,10,10,16,18,16,43,44,40,23,24,24,20,15,9,15,15,14,8,7,4,2,0,0,0
2022-03-23 18:00:00,0,1,1,2,6,7,8,10,11,13,27,28,25,17,14,24,22,15,15,17,16,16,18,16,14,8,9,13,12,13,12,11,19,19,17,27,28,27,19,21,27,25,20,13,23,23,18,17,12,7,5,3,3,0
2022-03-23 19:00:00,1,1,2,4,3,5,6,7,8,12,17,15,11,9,10,14,17,8,6,9,9,5,6,8,6,5,11,12,8,14,16,15,14,17,12,13,0,15,15,16,18,16,13,9,20,17,15,11,7,4,0,0,0,0
2022-03-23 20:00:00,0,0,0,1,2,2,2,3,2,5,11,12,14,12,9,11,7,5,5,1,0,1,6,5,4,2,7,0,6,0,7,9,9,7,6,6,0,7,9,10,12,9,11,8,9,9,7,5,5,4,0,2,0,0
2022-03-23 21:00:00,0,0,1,1,0,0,4,4,3,4,8,11,10,10,5,6,6,7,6,5,5,4,5,4,4,4,13,0,4,14,15,14,15,11,7,4,0,5,9,8,12,11,9,7,7,6,5,3,1,2,1,0,0,0
2022-03-23 22:00:00,0,0,2,0,3,2,4,6,5,7,9,9,6,10,11,11,10,10,11,11,7,3,1,0,4,5,11,12,13,12,6,5,12,7,5,9,0,10,14,15,31,28,23,20,22,22,19,14,11,8,7,1,0,0
2022-03-23 23:00:00,1,0,0,0,0,0,1,2,3,2,4,2,4,6,3,7,5,7,4,1,3,2,1,0,2,2,6,0,4,0,5,0,3,4,3,2,0,0,4,4,7,5,4,2,5,4,2,5,1,3,0,1,0,0
2022-03-24 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
