Unnamed: 0,1_장지공영차고지,2_위례포레샤인13단지,3_호반써밋송파2차,4_세계로병원,5_거여아파트단지앞,6_거여역6번출구,7_거여역5번출구,8_송파파크센트럴,9_종점,10_비호아파트,11_남한산성입구,12_송파구립마천청소년센터,13_송파보훈회관.금호어울림2차,14_마천동금호어울림1차아파트,15_남천초교마천동우방아파트앞,16_청암노인요양원,17_마천동사거리,18_마천2동윤진빌딩.신동아아파트,19_송파두산위브.송파소방서,20_송파사회복지관.성요셉성당,21_보인고교.오금동삼성아파트,22_오금동상아아파트,23_오금공원앞,24_오금동현대아파트,25_한양삼익아파트,26_서울방이동고분군,27_방이우체국,28_송파나루역,29_송파구청.방이맛골,30_잠실역8번출구,31_잠실역.롯데월드,32_잠실트리지움,33_영동일고트리지움APT정문앞,34_영빌딩앞,35_삼전역,36_송파구민회관구의회,37_배명중고교,38_삼전사회복지관,39_삼전동쌍용하이츠빌라,40_삼전동현대APT,41_삼전역.잠실현대아파트,42_삼전삼밭나루공원입구,43_영동일고레이크팰리스앞,44_갤러리아팰리스,45_잠실역.롯데월드,46_잠실역1번.11번출구,47_송파구청.방이맛골,48_방이동사거리,49_송파나루역,50_서울방이동고분군,51_삼익아파트미성아파트,52_송파경찰서.오금역,53_가락래미안앞,54_개롱역3번출구,55_삼환아파트,56_송파사회복지관.성요셉성당,57_송파두산위브.송파소방서,58_마천2동윤진빌딩.신동아아파트,59_마천동사거리,60_청암노인요양원,61_마천시장마천동우방아파트앞,62_마천동금호어울림1차아파트,63_송파보훈회관.금호어울림2차,64_송파구립마천청소년센터,65_남한산성입구,66_비호아파트,67_송파파크센트럴,68_거여역7번출구,69_체육문화회관,70_세계로병원,71_호반써밋송파1차,72_위례포레샤인13단지,73_위례포레샤인13단지공원,74_장지공영차고지
2022-03-14 13:00:00,3,6,4,5,6,4,5,4,4,3,6,5,8,9,13,11,14,17,20,21,21,23,24,21,22,21,20,16,15,10,14,13,11,9,10,9,8,10,10,9,10,13,14,15,16,23,23,24,23,22,17,21,17,18,14,16,15,10,8,6,6,7,5,2,4,3,2,6,4,3,1,2,1,0
2022-03-14 14:00:00,1,3,1,5,6,5,7,3,0,3,6,7,8,8,11,12,14,17,18,23,24,28,20,23,26,25,17,22,13,6,8,8,7,5,4,6,7,6,7,7,8,12,10,11,14,17,22,18,19,21,20,20,17,17,18,12,11,11,9,8,5,5,5,2,3,4,4,7,5,3,2,2,0,1
2022-03-14 15:00:00,5,6,4,9,8,6,6,5,5,5,4,6,7,8,11,12,10,12,13,18,16,16,14,14,17,16,15,17,16,11,16,17,26,27,23,16,14,11,7,9,12,13,12,12,17,21,26,25,25,22,21,40,39,41,48,48,43,35,25,24,20,17,8,3,4,2,5,9,8,6,4,2,1,0
2022-03-14 16:00:00,5,6,7,5,5,5,8,0,3,8,8,10,9,8,9,10,13,14,15,15,22,19,19,18,22,20,21,20,15,12,16,16,12,14,12,10,10,12,12,11,14,15,14,15,17,23,30,23,30,31,31,34,31,38,34,30,26,22,19,18,16,10,8,5,7,6,5,4,3,4,4,3,1,0
2022-03-14 17:00:00,6,7,8,11,8,6,13,12,5,13,11,12,12,13,13,14,14,21,23,28,25,18,20,20,19,16,15,17,17,18,22,23,20,18,14,12,14,12,12,11,13,15,16,16,26,30,39,45,44,41,35,41,36,34,33,28,25,23,20,17,15,11,8,6,5,3,2,10,3,8,5,2,0,0
2022-03-14 18:00:00,7,6,7,7,10,6,9,9,6,7,8,8,7,8,11,10,12,22,28,32,29,23,22,26,26,25,26,26,25,21,36,37,34,27,19,14,14,11,11,12,15,20,23,22,35,54,53,52,46,39,37,38,36,45,45,35,31,26,22,16,17,13,10,6,6,6,7,21,20,14,8,5,1,0
2022-03-14 19:00:00,6,3,6,5,5,4,5,3,3,2,4,4,7,8,10,6,8,12,13,12,13,10,11,18,14,15,13,13,13,19,30,23,27,25,18,16,16,12,11,9,13,15,14,19,33,44,43,39,38,32,34,47,26,56,57,44,34,25,22,16,10,10,6,5,2,4,3,15,11,13,6,2,1,0
2022-03-14 20:00:00,3,2,3,4,3,1,5,4,2,2,3,4,4,5,6,2,6,7,8,8,6,4,4,9,8,6,8,5,11,15,23,25,23,21,14,9,7,5,4,2,6,8,9,7,18,29,32,33,33,35,33,35,33,30,29,24,22,17,16,15,11,10,5,4,3,1,3,9,5,8,6,2,1,0
2022-03-14 21:00:00,6,4,2,4,2,1,7,5,3,5,5,3,5,4,5,0,8,8,12,14,12,12,6,8,6,4,4,8,10,12,18,13,17,13,11,9,4,2,2,3,4,9,4,10,23,28,30,28,31,29,28,28,26,25,26,25,23,22,19,18,12,12,3,2,2,1,0,8,7,3,4,2,1,0
2022-03-14 22:00:00,4,1,2,3,3,4,6,4,5,7,6,3,4,3,5,5,4,5,1,2,4,5,6,15,13,20,20,18,18,12,17,14,10,8,7,6,4,3,3,2,3,6,8,5,24,32,36,35,33,34,30,28,26,30,30,25,19,16,14,12,9,7,8,5,4,0,1,10,9,4,6,1,0,0
2022-03-14 23:00:00,0,0,1,0,2,3,4,0,0,0,3,4,3,3,5,4,5,6,4,0,2,7,5,6,6,7,6,8,15,14,17,18,15,10,10,8,7,5,5,3,4,7,6,3,15,18,19,20,22,21,16,20,19,22,22,16,13,12,8,10,6,4,2,1,2,1,0,4,0,3,2,0,0,0
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 04:00:00,1,0,0,0,0,0,2,0,2,3,4,6,11,15,17,9,19,21,0,14,0,0,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 05:00:00,2,3,0,4,1,1,0,1,1,0,2,4,8,9,11,14,16,17,12,20,19,20,17,13,10,18,15,12,11,3,3,4,2,1,1,1,2,4,3,4,5,6,6,6,4,3,2,4,6,7,8,4,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 06:00:00,1,7,7,8,5,1,4,1,0,2,2,4,11,15,18,19,19,26,28,29,26,25,17,18,22,19,22,21,16,3,5,4,5,4,1,1,2,3,8,10,9,10,5,9,6,5,5,6,5,7,8,6,3,7,6,4,3,4,4,1,4,4,3,1,4,6,4,12,10,3,4,3,2,0
2022-03-15 07:00:00,4,8,11,20,13,2,2,2,3,2,6,8,18,25,30,33,36,46,50,49,49,51,50,44,46,46,45,43,37,13,14,10,7,6,5,7,7,11,30,42,45,47,45,40,12,10,8,9,12,14,28,19,15,8,7,6,5,4,3,4,3,7,10,11,7,12,4,6,7,7,6,5,1,0
2022-03-15 08:00:00,7,10,13,18,8,4,3,5,6,0,7,11,30,38,51,54,52,58,57,54,47,47,45,42,51,55,56,61,41,10,18,19,14,8,5,7,8,14,25,37,41,41,42,36,16,20,17,17,22,27,33,17,16,21,20,16,15,14,10,9,8,8,7,6,7,11,9,11,9,7,7,6,0,0
2022-03-15 09:00:00,2,5,6,10,6,2,3,2,4,4,6,7,9,12,19,26,27,37,38,42,40,43,46,36,47,49,49,44,39,8,10,9,7,6,4,5,6,8,15,17,20,27,27,24,13,12,11,10,12,12,10,11,12,15,14,13,11,7,7,3,5,5,4,4,5,2,4,6,5,3,2,2,0,0
2022-03-15 10:00:00,2,4,4,6,6,2,5,0,1,2,6,8,13,8,14,14,16,18,19,21,20,23,24,22,25,26,23,25,21,7,8,5,7,6,4,3,4,5,8,10,10,11,13,12,8,11,13,10,12,12,10,12,14,15,12,11,11,9,10,9,7,6,5,6,3,4,2,5,5,4,3,2,1,0
2022-03-15 11:00:00,3,4,5,7,3,3,3,0,0,1,5,6,7,10,11,12,15,15,17,18,22,26,27,25,24,24,23,19,15,7,7,5,4,6,2,2,4,5,7,8,9,11,12,15,11,11,12,12,14,13,13,11,9,15,15,14,13,10,9,7,9,7,5,4,4,1,2,4,3,2,1,2,0,0
2022-03-15 12:00:00,3,4,1,6,7,6,4,4,5,3,4,5,6,5,9,11,12,16,18,20,22,21,25,27,31,31,28,30,21,12,11,7,6,7,7,5,6,4,7,7,8,12,9,10,10,12,15,13,13,15,15,17,15,12,13,13,11,11,8,7,9,9,9,8,5,3,5,5,5,3,4,3,2,0
2022-03-15 13:00:00,3,5,1,3,3,4,3,3,1,3,6,8,9,11,16,14,19,20,19,20,18,18,17,18,19,19,20,17,15,11,16,15,12,12,5,3,2,3,6,8,12,13,15,11,12,14,18,19,18,17,16,17,15,20,21,17,13,11,8,9,8,5,5,4,2,1,3,7,2,2,4,3,3,0
2022-03-15 14:00:00,1,2,3,5,7,5,4,9,7,7,8,6,10,12,12,15,17,22,25,32,32,28,21,27,26,20,27,24,20,8,11,15,13,12,8,6,10,3,11,10,11,10,7,11,14,15,20,20,20,19,14,15,10,18,17,14,14,11,10,8,8,4,4,3,2,3,2,4,4,1,3,1,0,0
2022-03-15 15:00:00,7,4,6,6,5,5,7,5,6,3,5,7,5,7,8,8,8,11,13,14,16,18,19,19,22,22,21,24,17,14,18,17,23,22,17,12,14,12,8,9,12,15,19,19,18,23,28,27,24,23,31,36,34,32,31,28,26,23,19,19,16,11,7,6,7,8,7,7,8,5,6,3,1,1
2022-03-15 16:00:00,5,7,9,11,8,6,9,4,9,6,10,9,10,12,15,11,17,19,21,24,20,18,15,17,19,18,15,16,14,10,13,14,12,10,7,5,5,6,7,8,10,12,10,16,19,21,21,23,25,24,21,47,40,49,47,41,38,33,28,21,17,12,6,4,4,6,4,5,6,6,5,3,3,0
2022-03-15 17:00:00,8,7,8,10,9,5,7,7,6,4,6,7,10,14,16,18,19,22,24,25,24,25,23,24,22,19,15,17,15,14,22,21,19,18,10,8,6,5,8,9,15,20,16,19,22,32,34,31,29,27,25,33,28,36,37,33,29,21,21,18,18,13,6,5,5,4,4,12,11,10,8,5,3,0
2022-03-15 18:00:00,8,7,9,8,8,7,8,6,6,7,7,10,11,13,11,8,13,16,19,21,20,23,23,32,31,31,32,29,24,16,28,28,27,24,22,15,11,13,11,8,17,21,23,22,44,51,53,50,51,44,39,44,41,46,41,35,30,21,19,15,11,7,5,3,4,4,4,13,13,11,9,5,4,0
2022-03-15 19:00:00,3,5,5,7,7,5,7,4,6,4,5,3,6,5,7,1,7,11,18,19,18,21,19,21,23,22,16,18,20,15,23,27,27,24,15,12,10,7,5,8,11,14,16,16,31,42,45,42,43,38,29,45,43,41,37,31,27,23,15,12,10,8,5,3,4,3,3,16,12,9,7,2,0,0
2022-03-15 20:00:00,5,4,4,6,3,4,6,5,6,5,5,6,6,6,5,4,8,9,8,6,9,11,10,10,7,10,9,7,11,10,27,30,25,24,20,13,10,8,4,4,6,9,10,9,21,31,34,34,33,32,25,27,25,33,37,36,34,22,20,18,16,11,7,3,3,0,1,10,9,7,4,1,1,0
2022-03-15 21:00:00,2,1,3,1,3,3,4,2,1,5,4,3,5,4,3,3,5,7,8,7,9,11,11,11,9,7,8,13,14,16,25,25,23,21,17,13,11,7,5,4,5,8,9,8,17,25,33,33,33,31,29,29,27,29,28,30,26,25,21,19,14,9,7,4,2,0,2,7,4,3,4,2,1,0
2022-03-15 22:00:00,2,3,3,3,4,3,4,3,3,3,2,1,2,2,2,0,4,7,3,7,7,6,3,8,9,17,7,17,22,19,21,20,9,17,13,9,10,8,4,3,5,7,10,14,28,41,46,47,44,38,30,27,26,24,24,22,19,16,15,12,8,5,6,5,3,1,3,8,4,5,1,0,0,0
2022-03-15 23:00:00,1,0,1,1,2,0,3,1,2,0,1,1,0,3,3,3,4,3,4,0,2,2,3,5,5,4,2,4,6,7,9,7,18,16,13,12,10,7,3,2,2,5,3,1,16,21,24,26,27,24,18,22,13,20,21,17,16,13,12,7,8,6,4,3,1,2,3,6,5,2,3,0,0,0
2022-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 04:00:00,1,0,0,0,1,0,2,0,3,3,0,6,11,13,16,10,19,20,15,17,0,0,0,19,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 05:00:00,1,2,0,4,2,0,0,2,0,0,1,6,7,8,10,13,12,17,8,15,13,13,16,14,15,15,12,13,9,3,2,1,1,2,2,3,2,2,5,6,6,7,3,5,5,1,6,5,3,4,0,5,0,7,6,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 06:00:00,2,5,5,6,4,2,4,0,2,3,2,3,5,9,11,14,18,21,18,24,23,21,22,18,19,20,20,18,15,5,6,2,5,0,2,2,2,5,6,8,9,11,10,8,5,6,7,7,9,9,10,7,6,5,7,6,5,4,3,1,4,2,3,1,3,6,7,10,6,4,0,1,2,0
2022-03-16 07:00:00,4,10,13,22,13,1,2,2,0,2,2,6,13,20,34,29,31,40,42,45,47,45,45,36,44,43,49,49,41,14,18,20,14,14,10,9,6,14,33,43,47,48,44,41,12,12,13,15,17,15,16,12,4,9,11,10,4,3,4,4,3,5,9,8,5,3,6,12,10,7,4,4,4,0
2022-03-16 08:00:00,3,8,14,18,11,4,5,7,8,2,6,10,29,37,53,57,58,60,58,52,53,46,51,39,48,50,53,52,47,11,17,15,14,12,7,6,8,11,24,34,34,38,43,41,20,26,25,23,21,16,18,19,16,20,19,16,13,8,5,5,7,7,11,11,10,11,10,14,12,12,8,5,6,0
2022-03-16 09:00:00,3,4,3,6,6,3,5,4,5,1,5,4,8,12,23,25,27,34,36,42,41,41,41,38,41,41,40,35,28,9,8,6,11,8,7,6,7,6,10,15,14,20,21,23,12,19,11,10,14,11,13,13,7,15,13,9,8,6,5,4,6,7,6,4,4,4,3,5,4,3,3,2,1,0
2022-03-16 10:00:00,4,5,2,7,4,3,3,2,3,2,2,5,7,14,16,12,22,26,31,35,32,31,30,25,27,26,26,22,20,8,7,0,5,6,4,2,4,6,8,10,12,14,14,12,10,13,15,14,14,16,13,14,12,10,9,10,8,9,7,6,7,8,8,5,3,1,0,3,2,2,3,0,0,0
2022-03-16 11:00:00,1,3,3,4,3,2,3,3,0,0,3,5,7,9,13,14,16,20,21,21,18,17,16,20,26,26,20,19,14,8,11,12,11,10,7,5,3,4,5,5,11,15,17,14,12,17,16,15,13,13,15,14,13,15,16,15,13,11,9,8,4,5,6,5,4,1,4,6,7,5,3,1,1,0
2022-03-16 12:00:00,3,3,4,7,6,4,7,4,5,6,5,6,6,8,12,11,14,21,23,24,22,23,26,21,24,21,22,23,14,10,15,14,12,7,4,3,5,7,8,12,12,14,14,13,12,14,16,19,19,20,22,22,20,23,19,16,17,15,12,11,9,7,4,3,3,3,1,7,4,5,3,4,2,0
2022-03-16 13:00:00,2,5,6,6,3,3,5,2,6,3,8,8,6,7,10,11,16,20,23,24,22,25,27,27,32,31,29,25,19,14,14,12,11,10,6,5,5,7,9,12,8,13,13,15,12,16,16,17,21,17,13,14,11,15,18,21,11,20,16,14,12,8,5,4,2,1,1,8,7,3,1,2,1,0
2022-03-16 14:00:00,2,3,6,6,7,4,5,5,4,6,5,6,8,10,12,14,17,19,21,20,19,16,14,17,17,19,17,14,15,10,11,13,12,9,9,7,6,6,7,8,14,18,19,15,16,21,24,23,26,27,30,27,23,25,24,21,17,8,10,7,7,7,7,6,4,3,2,5,6,6,3,3,0,0
2022-03-16 15:00:00,7,9,3,10,6,4,8,7,6,4,7,8,11,11,16,16,18,20,20,21,19,19,19,18,21,23,24,24,15,13,17,17,13,11,6,8,7,10,13,15,14,14,17,11,22,22,27,25,25,21,19,38,39,38,37,35,31,28,21,15,15,9,7,7,7,4,6,8,8,0,6,5,5,0
2022-03-16 16:00:00,6,8,8,9,9,7,7,6,5,6,7,9,9,12,15,15,21,19,20,23,21,24,23,24,23,22,21,20,18,16,18,20,19,11,10,9,9,9,9,8,12,15,14,16,21,26,32,29,32,28,38,40,37,39,39,38,33,27,22,20,17,12,10,7,7,9,3,9,6,7,6,3,0,0
2022-03-16 17:00:00,9,10,10,11,11,9,7,6,5,6,8,9,11,16,18,16,17,21,23,22,22,23,24,28,27,25,26,23,20,15,25,21,23,19,9,6,7,6,7,9,13,19,18,15,32,47,47,40,39,34,30,31,28,35,34,27,25,21,20,13,13,7,9,6,7,8,4,9,9,10,9,6,2,0
2022-03-16 18:00:00,13,15,18,18,15,14,13,11,8,4,12,11,13,9,14,11,17,24,26,32,29,29,22,40,32,33,33,28,27,21,30,31,25,21,14,14,14,11,12,13,16,23,25,23,34,47,55,50,55,48,37,41,40,40,42,33,31,24,21,19,17,9,8,6,4,4,5,17,15,10,7,3,0,0
2022-03-16 19:00:00,4,4,6,6,4,5,7,4,6,5,6,3,4,7,9,7,8,9,12,13,12,11,12,17,20,20,15,17,16,28,38,40,39,28,27,21,17,13,7,6,10,14,14,16,27,35,39,38,41,34,33,35,30,35,30,26,21,15,13,11,10,10,8,5,3,2,2,12,10,6,5,3,0,0
2022-03-16 20:00:00,3,3,1,6,5,5,6,5,2,4,4,5,5,6,6,5,5,7,10,11,12,11,7,10,12,11,9,7,8,10,20,19,16,15,12,12,12,9,4,3,5,8,8,6,27,34,41,38,39,33,27,36,35,33,31,26,20,15,13,11,8,6,2,1,4,0,2,8,7,5,4,1,0,0
2022-03-16 21:00:00,4,2,3,5,4,0,5,4,6,0,2,4,4,4,8,10,12,8,9,4,10,11,12,10,8,10,11,12,18,17,20,21,20,17,11,9,7,5,3,4,4,11,5,10,19,23,27,32,36,30,28,29,28,35,36,31,30,25,17,20,15,8,6,2,1,0,0,5,5,3,2,1,0,0
2022-03-16 22:00:00,3,3,2,1,2,2,3,3,0,4,3,4,4,4,4,3,5,6,6,3,7,8,9,8,7,11,12,13,16,15,21,19,18,14,9,7,8,6,3,3,6,9,10,8,25,43,49,51,49,47,37,34,34,30,29,28,26,22,20,17,13,9,4,4,3,1,3,6,5,2,4,2,1,0
2022-03-16 23:00:00,2,0,1,0,1,0,3,5,0,0,2,0,1,2,2,2,2,1,2,1,3,2,3,4,4,4,5,9,11,9,13,14,13,12,7,8,8,5,3,2,2,3,4,1,16,19,23,22,22,22,22,23,20,20,18,17,17,15,16,15,10,7,4,2,1,2,0,5,0,3,3,0,0,0
2022-03-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 04:00:00,1,0,0,0,0,0,0,0,1,2,3,5,9,12,15,8,16,19,14,15,17,0,0,18,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 05:00:00,2,1,0,1,0,1,0,2,1,0,1,3,5,5,9,6,8,11,12,13,13,10,16,16,17,18,18,18,15,6,5,5,4,3,1,2,3,2,3,6,7,9,2,7,5,0,2,0,3,4,7,6,5,8,0,0,1,5,4,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 06:00:00,1,4,5,7,3,2,4,2,0,2,2,6,7,9,14,17,26,32,33,34,29,28,21,20,24,23,23,23,18,4,5,3,2,2,1,2,3,3,6,5,7,10,10,8,6,6,6,6,8,9,11,6,4,4,4,3,3,4,3,4,5,2,5,6,5,4,2,11,10,5,2,4,3,0
2022-03-17 07:00:00,2,9,15,21,16,4,3,3,1,0,4,7,22,30,31,36,39,47,48,50,46,46,46,39,38,42,42,40,35,6,11,10,8,8,7,6,5,10,19,23,26,29,28,24,10,17,19,19,20,20,27,21,19,10,6,9,7,3,3,2,3,4,5,5,4,5,7,6,8,4,2,3,7,0
2022-03-17 08:00:00,4,6,13,20,13,3,6,2,2,1,8,10,22,29,49,51,53,59,61,63,49,58,54,40,46,47,48,48,33,10,16,16,15,12,9,6,10,13,24,29,35,37,36,31,15,21,17,16,17,18,21,17,18,21,17,16,12,9,7,8,6,6,8,6,10,11,12,16,13,9,12,11,10,0
2022-03-17 09:00:00,2,7,7,6,6,3,5,5,3,4,5,9,8,10,17,21,26,29,34,35,35,37,38,33,36,38,38,36,28,5,9,8,7,6,3,4,8,13,18,21,22,27,28,24,9,10,10,11,13,17,14,14,12,16,17,15,12,9,8,7,7,6,6,6,5,5,4,5,4,2,1,1,1,0
2022-03-17 10:00:00,2,5,5,7,5,3,1,1,2,0,2,6,6,7,9,10,14,17,29,33,32,31,28,23,26,26,25,23,15,7,7,9,5,7,4,4,4,6,10,13,14,20,21,21,16,13,12,11,10,10,13,12,11,12,13,8,13,10,9,8,6,5,5,4,3,0,6,5,4,2,2,1,0,0
2022-03-17 11:00:00,3,5,4,5,6,4,6,1,3,2,4,6,6,6,8,9,10,14,17,20,19,23,19,20,21,21,22,21,17,11,10,6,7,3,5,7,9,10,13,14,18,20,20,18,9,9,15,12,18,19,17,21,19,18,19,15,13,11,11,11,10,7,5,4,3,0,4,3,4,4,3,3,3,0
2022-03-17 12:00:00,2,4,3,5,6,5,6,5,6,7,8,8,7,6,9,11,14,20,21,22,20,21,23,20,20,18,20,22,17,9,10,9,9,8,5,1,4,7,8,10,11,17,9,13,11,13,18,18,17,13,13,11,12,14,13,12,11,13,11,8,12,2,11,10,5,4,4,6,1,4,2,0,0,0
2022-03-17 13:00:00,2,5,1,6,4,1,5,4,3,1,3,3,7,12,17,18,17,20,23,23,20,18,19,21,23,24,24,24,17,9,15,15,12,10,8,6,7,11,15,10,14,16,15,16,14,20,19,18,19,15,13,23,22,25,26,24,20,18,11,10,8,6,5,4,2,2,3,4,3,4,3,2,3,0
2022-03-17 14:00:00,2,4,3,4,3,2,5,4,3,3,6,5,7,7,9,7,10,12,14,16,15,17,16,19,20,19,18,16,18,12,12,13,7,11,5,4,4,3,6,4,7,10,8,10,12,15,18,18,14,18,19,20,17,18,19,16,16,14,10,6,7,7,8,3,2,8,4,6,2,1,2,2,0,0
2022-03-17 15:00:00,6,7,6,7,8,6,8,3,7,0,8,6,10,5,10,10,12,14,16,18,15,15,17,21,25,22,20,18,13,11,13,12,12,10,7,8,9,8,12,9,12,12,15,11,16,20,23,22,25,25,22,25,24,23,24,22,20,16,14,10,8,6,4,2,3,2,2,4,5,3,4,2,0,0
2022-03-17 16:00:00,6,9,8,11,12,8,7,6,3,4,9,10,13,15,14,13,17,17,19,18,18,24,23,19,17,18,14,15,15,14,19,18,18,14,9,9,11,9,9,8,9,17,17,14,22,33,39,37,39,38,37,49,43,44,41,41,36,32,26,27,22,16,8,6,6,5,8,8,2,7,6,4,1,0
2022-03-17 17:00:00,10,12,13,13,9,6,6,4,2,5,7,9,10,11,13,13,14,15,16,19,16,17,19,21,22,20,18,20,17,15,21,22,22,19,12,10,10,12,13,13,13,14,16,18,26,36,42,39,39,37,34,38,36,33,32,32,30,26,23,19,14,10,9,7,8,6,3,7,9,8,5,4,0,0
2022-03-17 18:00:00,13,8,14,16,15,12,10,9,6,5,6,7,9,11,11,12,15,21,28,29,30,25,29,32,28,25,24,22,18,23,39,42,37,30,16,14,10,8,10,11,12,18,17,19,35,43,51,50,51,45,40,42,38,35,32,29,27,22,20,15,10,7,7,5,3,4,4,12,7,9,8,3,0,0
2022-03-17 19:00:00,5,5,6,7,8,8,10,11,10,0,8,7,6,5,9,10,10,10,17,16,16,14,15,17,19,20,17,14,11,16,26,25,25,24,20,17,18,15,9,7,9,15,16,12,26,34,38,39,42,36,32,43,40,52,50,41,31,21,16,13,13,10,4,3,4,2,3,16,13,12,7,5,3,0
2022-03-17 20:00:00,3,3,2,2,3,3,7,0,6,7,6,5,6,7,6,0,5,7,6,6,6,7,5,10,10,7,6,8,8,14,21,23,19,18,18,17,14,10,7,4,4,6,7,7,15,20,27,21,20,24,23,25,23,23,22,17,16,14,12,11,12,9,8,7,5,2,2,12,11,9,6,4,1,1
2022-03-17 21:00:00,4,3,4,3,4,4,5,6,0,4,5,4,4,3,3,0,3,4,5,6,11,5,5,10,9,7,4,5,9,9,13,15,10,11,9,8,6,4,2,2,6,4,3,5,22,34,40,38,38,32,28,32,28,28,28,22,19,20,16,13,11,7,4,2,1,0,0,8,6,4,3,2,1,0
