Unnamed: 0,1_장지공영차고지,2_위례포레샤인13단지,3_호반써밋송파2차,4_세계로병원,5_거여아파트단지앞,6_거여역6번출구,7_거여역5번출구,8_송파파크센트럴,9_종점,10_비호아파트,11_남한산성입구,12_송파구립마천청소년센터,13_송파보훈회관.금호어울림2차,14_마천동금호어울림1차아파트,15_남천초교마천동우방아파트앞,16_청암노인요양원,17_마천동사거리,18_마천2동윤진빌딩.신동아아파트,19_송파두산위브.송파소방서,20_송파사회복지관.성요셉성당,21_보인고교.오금동삼성아파트,22_오금동상아아파트,23_오금공원앞,24_오금동현대아파트,25_한양삼익아파트,26_서울방이동고분군,27_방이우체국,28_송파나루역,29_송파구청.방이맛골,30_잠실역8번출구,31_잠실역.롯데월드,32_잠실트리지움,33_영동일고트리지움APT정문앞,34_영빌딩앞,35_삼전역,36_송파구민회관구의회,37_배명중고교,38_삼전사회복지관,39_삼전동쌍용하이츠빌라,40_삼전동현대APT,41_삼전역.잠실현대아파트,42_삼전삼밭나루공원입구,43_영동일고레이크팰리스앞,44_갤러리아팰리스,45_잠실역.롯데월드,46_잠실역1번.11번출구,47_송파구청.방이맛골,48_방이동사거리,49_송파나루역,50_서울방이동고분군,51_삼익아파트미성아파트,52_송파경찰서.오금역,53_가락래미안앞,54_개롱역3번출구,55_삼환아파트,56_송파사회복지관.성요셉성당,57_송파두산위브.송파소방서,58_마천2동윤진빌딩.신동아아파트,59_마천동사거리,60_청암노인요양원,61_마천시장마천동우방아파트앞,62_마천동금호어울림1차아파트,63_송파보훈회관.금호어울림2차,64_송파구립마천청소년센터,65_남한산성입구,66_비호아파트,67_송파파크센트럴,68_거여역7번출구,69_체육문화회관,70_세계로병원,71_호반써밋송파1차,72_위례포레샤인13단지,73_위례포레샤인13단지공원,74_장지공영차고지
2022-03-05 04:00:00,2,0,1,0,0,0,0,0,0,0,1,2,3,7,9,0,8,4,0,0,0,7,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,1,2,1,3,0,3,0,0,0,2,2,2,4,4,5,5,8,9,7,9,8,10,4,7,8,9,9,5,8,2,3,3,2,0,3,0,3,4,4,4,5,6,5,3,5,6,3,0,0,5,6,6,0,5,6,0,5,4,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,1,2,0,3,1,0,8,9,1,4,3,4,6,7,9,6,11,12,11,10,12,14,0,11,13,12,11,9,9,3,4,0,3,1,0,2,2,2,4,4,4,5,2,4,3,4,3,3,5,4,4,6,3,7,5,1,5,7,6,3,6,5,6,0,1,5,4,10,8,3,2,2,0,0
2022-03-05 07:00:00,2,3,4,6,5,1,2,0,0,0,2,2,5,6,12,14,15,18,21,22,19,22,15,20,23,23,25,25,21,4,5,3,2,1,1,3,2,3,4,6,6,7,6,5,3,4,3,4,4,3,3,6,4,6,3,5,4,3,4,4,1,5,3,1,3,1,0,2,3,2,1,0,1,0
2022-03-05 08:00:00,3,4,3,5,3,3,1,0,3,2,3,7,10,11,16,14,16,24,25,24,26,30,26,23,25,24,22,24,17,9,7,8,6,5,2,5,7,5,9,10,14,21,22,22,13,13,10,7,10,11,14,14,12,12,11,8,10,4,7,6,6,4,4,4,7,0,8,7,5,4,2,1,1,0
2022-03-05 09:00:00,2,4,3,5,2,2,4,3,4,2,5,5,9,10,17,20,22,27,28,30,29,29,29,39,41,40,38,36,26,7,9,8,9,5,4,4,4,8,13,14,15,20,18,18,11,19,16,16,15,16,15,18,17,17,20,17,15,14,13,14,12,11,10,8,5,2,6,5,5,0,0,3,2,0
2022-03-05 10:00:00,3,7,8,9,6,4,12,13,3,0,11,10,10,17,20,18,26,24,28,29,24,31,30,28,32,29,31,29,22,7,11,11,10,9,6,4,5,6,10,14,15,17,18,18,12,11,11,11,12,13,13,13,11,16,13,14,15,11,8,6,7,5,9,6,6,1,6,5,7,0,1,5,2,0
2022-03-05 11:00:00,5,3,2,7,5,6,5,2,0,6,10,11,15,17,25,24,27,34,37,42,42,39,37,41,47,46,47,44,26,12,13,13,11,7,7,6,10,13,17,20,25,28,27,28,20,17,23,20,20,17,18,23,20,23,23,22,20,15,12,9,9,8,8,6,4,5,3,4,5,2,4,4,2,0
2022-03-05 12:00:00,2,6,8,10,7,3,3,0,2,2,9,7,10,11,17,16,27,28,31,33,31,41,40,42,43,39,34,32,25,13,15,16,14,13,11,12,8,11,13,16,16,19,21,19,16,17,25,22,28,28,33,25,23,23,22,14,14,16,13,10,8,10,6,10,6,5,4,4,4,0,2,0,3,0
2022-03-05 13:00:00,2,5,9,9,7,4,4,3,3,0,5,5,6,8,10,12,13,18,21,20,23,22,22,24,25,30,33,36,27,7,12,13,11,9,6,7,5,7,8,10,12,19,18,16,16,25,26,26,25,21,18,19,18,18,17,15,15,18,18,14,13,13,11,10,10,4,7,6,3,4,2,1,3,0
2022-03-05 14:00:00,1,2,4,5,6,3,3,2,4,3,8,5,8,14,15,12,17,25,26,28,31,31,25,31,33,31,33,24,17,13,20,17,16,13,11,13,11,13,8,9,17,21,20,21,18,28,30,24,22,20,22,24,23,28,26,19,17,22,17,16,13,6,5,3,1,1,2,2,3,1,1,2,0,0
2022-03-05 15:00:00,4,5,5,11,7,5,6,4,7,8,10,10,15,16,21,20,26,28,34,35,32,34,35,37,37,38,41,37,28,15,18,18,11,14,10,12,8,9,9,12,13,21,22,22,26,37,34,30,31,28,28,29,25,28,26,25,24,22,17,15,13,10,8,7,6,6,4,6,6,5,3,4,3,0
2022-03-05 16:00:00,7,6,6,7,5,5,3,4,5,0,7,9,11,14,15,12,19,21,22,21,23,27,28,28,34,34,33,30,23,14,18,17,15,13,9,10,10,8,8,9,11,15,16,15,20,28,31,30,31,27,26,25,28,27,29,17,27,19,14,12,11,7,6,5,9,8,6,9,9,3,7,5,4,0
2022-03-05 17:00:00,3,1,3,6,4,3,4,3,5,2,9,11,14,14,15,15,20,19,20,22,21,20,22,23,24,25,22,36,28,14,17,16,15,11,8,8,9,8,8,9,16,17,21,21,26,28,32,33,35,33,27,27,21,20,21,18,15,17,17,16,11,8,7,0,3,5,7,6,2,5,4,3,1,0
2022-03-05 18:00:00,2,3,0,4,5,3,3,1,2,2,2,4,7,5,8,6,12,15,16,17,17,19,21,21,22,20,18,17,17,22,27,28,27,21,12,10,10,11,9,11,12,15,17,16,21,31,35,32,25,23,27,29,24,26,24,21,18,16,13,11,10,8,3,5,4,1,5,8,7,5,4,1,0,0
2022-03-05 19:00:00,5,2,1,4,3,1,5,3,0,7,6,5,6,6,7,6,8,9,9,10,9,10,9,10,11,13,14,15,11,14,23,23,22,12,9,8,7,6,5,4,7,10,9,8,17,22,26,26,25,27,25,21,19,21,21,19,17,12,10,7,13,8,7,3,2,0,1,5,3,3,4,2,0,0
2022-03-05 20:00:00,5,3,4,6,5,3,3,3,4,0,3,5,8,7,5,2,6,5,6,5,8,7,9,11,10,9,13,13,12,16,21,18,21,17,13,12,7,5,4,2,5,5,7,7,11,20,26,22,25,21,21,21,20,24,23,20,14,17,9,14,10,5,3,2,1,0,3,9,3,8,4,2,0,0
2022-03-05 21:00:00,3,2,4,2,5,0,3,1,3,4,5,2,6,6,6,4,7,4,4,3,3,4,2,5,6,7,5,8,15,17,19,18,14,11,17,13,9,6,2,4,4,6,6,5,21,26,32,32,32,31,28,25,22,24,28,25,24,17,13,11,9,6,3,2,2,0,0,4,0,3,2,1,0,0
2022-03-05 22:00:00,4,0,2,0,1,3,5,0,0,4,3,2,2,4,3,1,3,5,4,5,4,6,6,10,10,9,8,8,10,14,23,15,20,17,13,11,5,3,2,4,6,8,8,8,22,34,40,43,43,39,34,30,28,29,31,23,22,19,16,13,11,7,5,2,2,2,3,9,7,2,5,2,1,0
2022-03-05 23:00:00,0,0,0,0,1,0,1,0,0,0,1,0,0,2,3,4,3,4,0,4,3,3,2,6,4,6,8,11,13,8,16,10,14,14,12,11,6,4,1,0,2,2,1,4,12,24,32,32,32,30,27,27,25,20,17,15,13,14,13,10,7,5,6,4,1,1,0,5,4,2,1,0,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,3,0,0,0,0,0,0,0,0,0,0,5,4,6,3,0,10,9,0,0,10,0,9,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,2,0,1,0,0,0,1,0,0,0,0,1,3,4,2,5,3,4,0,5,6,6,5,4,5,6,4,5,3,1,0,0,2,1,1,0,0,1,3,4,2,3,4,1,2,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,2,3,2,4,3,1,1,0,0,0,2,3,3,4,5,6,6,3,5,6,6,6,8,10,9,6,8,6,6,2,4,0,3,2,0,0,2,0,2,3,4,3,0,3,4,5,4,4,6,6,5,6,1,6,5,2,6,6,5,1,4,2,0,0,1,0,1,4,0,2,0,2,0,0
2022-03-06 07:00:00,2,4,5,4,4,2,1,0,0,1,0,1,4,7,8,4,9,9,8,11,10,11,10,10,12,14,15,14,10,3,1,2,0,0,1,1,3,2,2,2,3,5,6,6,4,5,4,5,4,4,4,5,0,4,3,3,2,1,3,2,3,2,1,1,2,0,0,2,0,1,0,0,0,0
2022-03-06 08:00:00,2,3,0,4,3,0,3,0,1,3,2,3,6,8,10,11,12,13,15,19,21,19,20,19,22,23,21,23,13,4,4,3,1,0,3,2,3,6,5,6,8,11,11,9,9,11,10,7,10,9,9,11,9,11,7,5,6,6,4,5,4,3,4,3,2,0,2,1,3,1,1,0,2,0
2022-03-06 09:00:00,2,6,5,7,6,5,3,6,1,1,2,3,5,8,14,15,19,24,14,25,28,33,32,33,31,33,35,33,18,5,6,0,6,2,2,3,4,5,8,9,11,15,16,16,9,10,11,12,11,14,17,16,14,13,18,16,15,14,14,10,11,10,8,7,1,0,1,2,2,1,0,0,1,0
2022-03-06 10:00:00,2,3,4,4,5,4,1,5,1,4,3,4,6,13,16,18,19,19,23,31,30,29,28,25,26,25,26,24,21,5,5,3,5,4,2,3,4,5,7,8,10,11,11,9,11,10,17,18,17,19,16,16,17,18,20,21,20,18,14,12,12,11,10,8,3,1,3,2,2,1,0,1,0,0
2022-03-06 11:00:00,3,3,4,5,4,2,3,2,1,0,6,4,8,11,13,13,14,18,22,25,23,26,26,27,31,34,35,24,18,7,8,7,6,5,6,4,3,5,9,13,16,18,17,12,7,10,12,11,5,9,9,9,8,12,12,11,14,7,13,11,8,7,7,6,3,1,2,2,0,0,0,1,0,0
2022-03-06 12:00:00,2,3,0,5,3,3,2,2,2,0,8,10,12,14,15,11,19,25,22,23,20,22,22,21,25,28,26,26,19,11,7,3,1,6,5,3,7,9,14,12,14,21,17,20,14,17,16,14,14,12,14,15,9,17,15,14,13,10,10,9,7,6,5,4,5,3,3,6,4,0,3,2,0,0
2022-03-06 13:00:00,3,5,4,3,4,2,4,0,6,2,8,7,10,11,12,9,12,13,15,28,26,28,28,24,24,23,24,27,18,10,16,17,14,13,7,6,7,6,7,9,18,21,22,19,20,19,21,19,20,18,16,15,14,14,13,11,11,12,12,11,13,12,10,8,3,4,2,4,3,1,0,2,3,1
2022-03-06 14:00:00,3,4,6,6,6,6,3,2,0,1,14,6,11,15,20,12,24,29,30,32,31,34,38,35,39,30,38,28,18,10,13,13,11,9,8,6,6,7,9,9,13,18,16,17,13,23,22,20,23,22,20,17,16,17,15,14,13,14,12,6,11,9,7,6,4,2,3,4,3,2,1,0,0,0
2022-03-06 15:00:00,4,3,4,4,3,2,3,2,1,3,5,8,11,12,14,11,20,25,27,29,28,29,28,28,30,29,34,26,25,11,17,19,18,16,7,10,8,8,8,9,14,15,17,15,14,19,21,23,27,24,25,23,20,22,16,13,11,12,9,10,10,9,3,2,3,3,4,8,5,4,2,1,1,0
2022-03-06 16:00:00,5,13,14,3,13,9,6,7,2,10,13,7,8,10,14,16,18,24,20,23,19,21,22,24,23,23,23,24,14,10,12,12,11,10,7,7,5,7,7,9,11,13,15,16,19,24,28,28,31,29,27,21,18,17,17,17,15,16,13,10,7,5,6,1,4,3,5,5,4,2,4,3,0,1
2022-03-06 17:00:00,2,5,5,4,3,3,6,7,0,5,14,9,9,12,13,13,16,17,15,16,14,18,17,20,26,29,27,25,16,16,24,25,23,22,16,12,11,10,5,7,8,11,7,12,23,33,37,33,31,28,26,22,20,19,19,18,16,14,12,8,10,8,5,2,2,3,2,7,9,7,4,6,0,0
2022-03-06 18:00:00,17,4,5,6,5,5,3,2,3,2,5,5,6,10,12,11,12,17,18,10,15,10,13,14,15,16,14,15,9,10,16,12,15,12,9,8,7,6,6,5,7,10,11,12,16,27,27,25,26,25,24,23,22,21,20,19,17,12,11,8,7,7,5,3,2,2,1,4,5,0,4,2,0,0
2022-03-06 19:00:00,3,1,2,0,3,0,6,3,3,5,5,5,6,4,8,7,8,8,8,10,9,9,8,9,11,11,9,12,13,10,17,18,10,16,10,9,10,9,6,5,7,9,8,7,26,40,47,46,44,40,32,28,25,23,21,17,15,11,12,10,7,5,4,1,3,3,1,3,3,0,1,0,0,0
2022-03-06 20:00:00,5,1,2,1,7,0,8,0,7,0,6,6,5,5,4,0,5,6,7,6,6,5,3,7,8,7,8,9,14,14,19,20,17,16,9,7,7,4,2,1,3,4,3,4,20,26,27,26,27,24,23,25,21,22,23,22,14,14,8,8,6,5,2,1,4,2,1,4,5,4,3,0,0,0
2022-03-06 21:00:00,6,1,2,3,5,4,6,0,0,5,5,6,5,3,4,2,5,6,4,6,5,5,6,7,9,9,8,8,11,11,16,15,14,13,12,8,7,4,3,3,2,5,7,2,17,21,25,25,27,29,27,24,21,23,22,14,17,15,15,10,8,7,5,3,3,1,0,8,5,3,3,1,0,0
2022-03-06 22:00:00,4,2,0,2,1,1,3,0,0,0,2,0,1,4,1,2,3,5,4,6,7,8,8,8,9,6,1,8,10,8,11,6,10,9,8,6,4,4,3,2,4,4,4,2,13,30,35,36,37,32,24,23,23,23,20,17,15,14,12,11,10,6,3,3,2,1,0,4,5,3,1,1,0,0
2022-03-06 23:00:00,0,0,0,1,0,0,2,0,1,0,1,0,0,1,5,6,7,0,0,2,6,5,0,4,3,3,4,5,7,8,11,6,9,8,8,7,6,3,2,2,0,3,2,0,8,11,23,28,26,22,20,19,13,20,19,17,13,9,6,6,3,4,1,0,0,0,0,0,0,0,0,1,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,0,0,0,1,0,0,0,1,2,1,5,10,13,13,5,15,16,10,18,11,0,0,10,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,1,1,2,1,0,2,0,3,0,1,2,2,5,5,8,10,14,17,18,18,14,11,13,9,11,11,14,11,8,3,2,1,1,0,2,3,4,4,2,4,6,7,5,6,4,0,3,5,7,8,9,6,4,5,4,0,0,0,2,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,1,4,3,11,7,0,12,1,2,9,2,3,5,9,13,15,18,25,29,32,26,26,25,21,25,23,24,23,20,4,5,3,2,1,0,3,3,5,6,10,11,13,10,9,6,7,5,6,6,5,7,5,1,4,4,3,5,5,4,4,6,4,5,2,6,3,7,13,12,5,0,4,2,0
2022-03-07 07:00:00,2,7,12,15,10,2,4,2,1,0,3,7,14,24,36,43,39,48,53,58,52,54,52,44,36,38,37,38,32,8,11,10,6,6,5,7,6,12,23,27,30,34,36,32,17,16,8,10,9,11,13,10,9,10,6,7,3,5,3,1,3,7,8,4,7,2,6,10,6,5,8,3,2,0
2022-03-07 08:00:00,5,7,11,18,12,4,5,5,4,1,6,11,18,28,33,35,47,53,43,45,53,56,54,41,50,55,60,60,37,11,19,19,17,13,9,5,10,18,29,33,40,46,45,42,23,23,22,20,21,25,26,22,23,33,29,23,15,11,10,8,9,9,7,6,8,7,5,9,8,6,4,4,1,0
2022-03-07 09:00:00,2,8,10,10,7,3,4,3,2,2,6,6,9,14,26,28,29,42,42,45,43,40,38,35,41,44,45,49,36,7,8,9,7,4,4,4,5,5,12,15,21,23,22,22,19,17,14,16,15,14,11,14,13,15,14,7,8,7,4,5,5,4,4,2,5,3,4,8,7,4,2,2,0,0
2022-03-07 10:00:00,2,3,2,7,3,2,1,3,0,1,5,6,7,10,13,14,18,25,28,30,25,28,26,26,26,25,27,24,19,8,10,4,11,8,5,4,5,7,9,10,10,11,13,14,13,11,14,17,16,15,15,14,9,13,15,13,12,13,9,8,7,5,4,4,4,1,1,5,3,2,1,0,0,0
2022-03-07 11:00:00,2,3,2,5,3,2,6,3,4,5,4,5,7,9,12,13,12,15,17,20,19,17,16,18,18,20,16,17,12,7,8,10,9,6,4,3,4,2,5,6,8,9,10,11,14,15,16,16,17,17,16,13,11,13,15,13,10,11,8,4,7,5,6,3,4,3,5,7,7,6,2,1,2,0
2022-03-07 12:00:00,2,3,5,3,6,4,6,5,3,2,4,5,6,8,14,11,14,16,16,18,17,19,18,17,21,19,21,20,18,10,13,13,13,10,8,5,6,8,13,14,13,19,19,17,12,12,20,19,20,17,18,19,18,16,14,13,13,12,11,9,9,7,7,4,3,3,2,2,4,3,2,1,0,0
2022-03-07 13:00:00,2,4,5,7,4,2,4,0,2,0,4,3,6,9,11,8,17,24,25,27,18,28,26,22,23,22,18,24,15,13,13,12,10,9,8,6,6,8,11,13,11,13,14,12,12,12,20,19,16,15,24,26,26,26,25,24,23,20,13,12,10,6,5,5,4,1,1,3,0,2,2,3,0,0
2022-03-07 14:00:00,6,7,6,6,7,5,7,2,5,8,5,6,7,11,12,8,17,19,24,24,22,21,22,21,20,19,18,18,14,15,16,17,14,12,8,8,9,7,9,8,9,12,13,14,16,22,21,22,21,22,20,31,24,25,22,19,20,14,14,10,11,10,7,8,5,7,5,7,7,8,7,4,0,1
2022-03-07 15:00:00,8,3,4,6,5,5,4,0,3,3,5,8,10,12,13,8,12,15,16,17,18,17,18,22,22,19,20,19,21,9,11,13,11,13,9,7,7,7,7,8,11,12,7,12,16,17,20,19,21,23,20,33,32,34,33,29,24,22,21,14,15,13,5,4,4,2,3,7,9,7,6,2,5,0
2022-03-07 16:00:00,4,8,0,9,8,3,5,5,6,4,7,7,9,11,13,14,13,19,19,19,19,22,21,20,19,17,19,16,14,11,15,17,15,12,9,8,8,7,8,8,11,12,13,14,20,24,31,29,30,27,29,25,26,29,28,29,26,20,18,17,11,9,9,5,11,3,2,10,8,7,6,3,2,0
2022-03-07 17:00:00,5,6,7,9,9,4,7,7,2,6,9,8,10,11,14,13,14,21,24,25,23,26,28,30,31,29,25,23,25,20,24,21,19,17,13,10,7,8,8,10,9,12,15,14,35,40,49,49,49,47,46,43,32,35,34,29,27,20,18,15,13,9,7,4,5,6,7,7,6,8,4,2,1,0
2022-03-07 18:00:00,7,7,8,8,8,7,6,7,6,7,6,5,7,7,12,10,13,20,29,34,33,24,22,26,27,29,29,35,29,22,32,32,30,24,20,14,10,12,13,13,17,26,28,23,44,55,64,63,65,60,47,54,49,45,41,35,33,24,23,14,12,9,6,4,4,4,3,23,19,14,7,2,0,0
2022-03-07 19:00:00,4,5,5,6,8,7,11,9,8,6,8,7,4,5,6,7,9,11,14,15,14,15,11,16,15,14,15,21,16,19,27,30,24,23,16,13,13,13,16,16,23,30,32,30,43,46,51,43,42,41,36,45,42,52,48,40,33,24,19,16,11,9,6,3,5,0,4,11,11,9,6,3,1,0
2022-03-07 20:00:00,5,3,4,4,4,3,5,6,4,3,4,3,5,7,5,4,7,9,11,10,9,9,8,8,9,8,7,6,7,14,20,22,17,14,14,9,8,7,3,0,4,6,9,8,18,30,35,36,38,37,31,30,26,30,30,24,22,19,16,11,11,6,3,2,1,0,1,6,5,3,1,2,0,0
2022-03-07 21:00:00,4,3,3,4,3,2,4,0,1,3,4,3,4,3,3,4,5,6,5,3,5,6,7,9,8,7,7,9,7,10,22,20,19,20,13,10,9,5,1,1,2,6,4,6,18,24,34,32,31,28,26,26,24,26,26,24,22,19,16,14,9,6,5,3,2,0,3,10,7,7,5,1,0,0
2022-03-07 22:00:00,2,1,2,0,4,1,5,3,3,0,3,2,2,3,3,2,3,5,3,4,5,4,5,8,7,8,6,8,10,13,20,19,15,13,10,7,8,6,5,3,4,8,9,9,26,30,29,28,29,28,29,27,23,27,24,19,14,15,12,9,6,5,4,2,1,1,0,9,8,5,2,1,1,0
2022-03-07 23:00:00,2,0,1,1,1,2,3,0,4,0,3,0,1,3,4,0,1,3,2,1,2,6,5,6,4,5,0,4,8,11,16,14,8,6,12,8,5,3,2,1,1,2,3,7,10,15,24,27,29,22,18,21,15,18,16,14,14,14,10,9,7,6,3,1,0,2,0,2,0,0,0,1,0,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 04:00:00,2,1,0,0,0,0,0,0,1,2,3,6,10,11,15,8,18,19,16,17,20,19,0,18,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 05:00:00,2,2,1,2,1,2,0,2,3,3,2,4,7,8,10,9,9,10,11,14,15,16,16,17,14,17,18,16,10,5,4,3,2,0,1,0,2,2,4,5,7,7,8,7,5,0,6,5,1,0,2,4,0,0,0,0,0,3,4,0,5,3,5,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 06:00:00,2,4,6,8,6,2,8,1,2,0,2,5,6,8,11,14,15,24,30,33,28,26,21,17,22,22,21,22,16,4,4,4,3,2,2,3,3,2,5,6,6,7,7,5,3,4,2,4,3,8,3,7,2,4,6,5,4,2,2,3,3,3,0,2,4,5,6,9,7,4,5,4,0,0
2022-03-08 07:00:00,3,13,18,23,11,4,3,2,3,0,5,7,19,27,34,37,40,41,44,45,48,47,45,34,40,45,44,44,35,11,13,11,7,9,7,7,8,11,23,24,24,29,30,28,14,11,10,9,11,14,17,10,7,11,7,6,4,6,4,3,2,4,9,10,12,5,5,5,4,3,3,0,3,0
2022-03-08 08:00:00,5,10,11,18,11,3,5,6,3,4,8,14,26,27,33,37,40,48,54,53,60,60,56,47,57,55,52,51,38,12,18,18,16,12,11,7,10,11,24,30,33,38,39,35,19,22,19,17,19,22,23,19,19,22,20,17,14,13,8,7,8,6,6,7,8,11,12,15,12,10,8,8,7,0
2022-03-08 09:00:00,3,8,8,10,8,5,4,6,4,4,8,7,11,13,20,21,23,30,45,48,45,44,40,39,45,51,50,48,33,9,8,7,7,5,4,2,7,8,20,27,31,33,35,29,10,11,11,11,8,11,10,14,13,11,10,7,6,5,6,7,7,6,4,4,5,3,6,5,4,3,3,2,1,0
2022-03-08 10:00:00,2,4,0,5,2,1,3,0,0,0,2,4,5,7,9,10,12,18,18,21,28,27,22,27,31,30,28,22,18,10,9,9,7,7,6,5,5,5,7,8,10,12,11,10,10,10,13,12,9,10,10,12,8,11,14,13,11,9,7,7,6,8,7,6,4,3,4,6,5,3,1,2,1,0
2022-03-08 11:00:00,2,3,4,6,9,7,5,3,6,4,5,7,8,11,13,11,14,18,19,21,20,21,11,19,21,22,23,19,14,6,9,8,9,6,4,3,4,4,6,7,10,13,12,12,11,13,14,14,13,14,12,14,13,15,12,14,11,16,11,6,9,7,5,4,3,4,3,5,3,1,1,1,0,0
2022-03-08 12:00:00,2,4,5,6,3,5,3,1,3,2,4,5,6,8,10,14,14,17,18,19,20,20,20,20,21,22,23,22,18,8,10,9,10,10,7,6,5,4,7,11,12,10,12,12,11,14,19,23,24,22,38,37,36,42,37,18,28,16,23,19,11,7,5,5,4,4,1,10,6,8,0,4,1,0
