Unnamed: 0,1_월계동진아교통,2_월계삼호4차아파트,3_월계삼호아파트,4_월계미륭아파트,5_월계미성아파트,6_한천초등학교,7_한진한화그랑빌아파트,8_한진한화그랑빌아파트,9_석계역2번출구,10_석계역1번출구.A,11_석계역굴다리앞,12_석계역,13_공릉1동삼익아파트,14_대주아파트,15_공릉대아2차아파트,16_공릉신도2차아파트,17_공릉대동2차아파트,18_노원문화원,19_용원초등학교,20_하계장미아파트,21_하계역,22_서울시립북서울미술관,23_중계역,24_중계역2번출구,25_중계3단지목련아파트,26_을지중학교,27_청암중.고등학교,28_원광초등학교,29_중계1동주민센터,30_중계주공5단지514동,31_중계1동신안아파트,32_을지중학교,33_상명초등학교,34_중계건영2차아파트,35_중계역,36_노원구민의전당,37_하계역,38_하계장미아파트,39_공릉삼익아파트,40_영화교회,41_공릉1단지후문,42_공릉2단지,43_용원초등학교,44_노원문화원,45_공릉대동2차아파트,46_공릉신도2차아파트,47_공릉행복발전소,48_공릉초등학교,49_한진한화그랑빌아파트,50_석계역2번출구,51_석계역1번출구.A,52_석계역굴다리앞,53_석계역,54_한천초등학교,55_월계미성아파트,56_월계미륭아파트,57_월계삼호아파트,58_월계삼호4차아파트,59_월계동진아교통
2022-04-12 21:00:00,1,0,0,0,0,1,1,0,0,8,4,9,10,7,0,12,11,8,5,4,9,10,11,25,22,17,10,8,10,19,22,23,24,18,15,10,9,8,7,0,6,3,6,3,5,6,2,0,1,2,5,0,7,6,4,0,1,0,0
2022-04-12 22:00:00,2,0,0,0,0,0,0,0,0,9,5,8,4,9,8,10,10,7,6,5,8,11,12,21,21,18,15,6,38,47,48,48,49,36,33,26,22,22,19,0,14,10,10,9,7,6,6,0,4,0,6,3,7,6,0,3,2,0,0
2022-04-12 23:00:00,0,0,0,0,1,1,2,1,2,5,0,5,6,5,2,5,5,3,3,2,2,3,2,11,10,9,7,4,4,8,7,8,7,7,6,4,5,4,3,0,2,4,5,0,1,3,0,2,0,1,1,0,4,2,4,3,1,0,0
2022-04-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 04:00:00,0,0,1,0,0,0,0,0,0,4,0,0,5,6,0,5,0,0,4,2,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 05:00:00,2,3,0,2,4,0,0,2,1,1,0,1,0,0,2,0,0,1,2,1,0,1,0,0,0,1,0,2,4,6,6,7,6,4,3,2,1,0,0,3,4,6,6,5,1,7,6,5,4,2,0,0,0,0,0,0,0,0,0
2022-04-13 06:00:00,1,3,3,4,6,7,8,7,5,2,0,0,0,4,2,5,3,4,9,4,3,4,5,4,3,1,3,9,14,15,19,21,20,14,4,3,2,0,5,0,7,12,19,20,23,23,21,20,18,13,11,0,2,0,1,0,0,0,0
2022-04-13 07:00:00,3,8,7,12,13,15,15,16,12,5,6,5,7,10,11,12,15,18,41,45,43,46,45,32,20,10,9,19,24,36,44,51,43,10,7,6,5,4,2,3,5,18,33,34,38,33,32,27,19,16,2,1,1,0,0,0,0,0,0
2022-04-13 08:00:00,1,5,8,10,12,15,18,16,8,5,7,8,9,6,10,9,7,6,12,10,13,18,10,22,20,13,9,16,15,21,31,35,40,10,7,6,8,7,4,5,7,18,31,33,37,38,37,29,25,18,1,0,3,4,0,0,0,0,0
2022-04-13 09:00:00,1,3,4,4,7,9,11,11,7,2,0,2,3,4,5,0,4,3,6,5,5,6,2,11,3,3,10,9,10,14,17,21,20,7,5,5,2,3,4,5,6,9,13,11,10,11,12,11,9,7,2,0,3,0,2,1,0,1,0
2022-04-13 10:00:00,2,0,0,0,3,4,0,0,2,3,0,2,4,3,0,4,5,2,9,7,6,5,6,6,5,6,8,9,6,9,13,14,11,7,5,4,3,0,3,4,3,6,11,13,14,12,11,10,5,5,1,0,2,0,0,0,1,0,0
2022-04-13 11:00:00,2,2,0,4,4,5,7,4,3,7,5,3,5,2,5,6,5,4,6,6,8,9,8,9,10,6,4,5,6,10,14,15,14,5,3,4,2,1,0,3,2,7,4,5,6,8,0,7,6,1,5,3,2,3,0,0,2,0,0
2022-04-13 12:00:00,1,2,0,0,4,5,2,4,3,3,4,9,8,9,0,8,6,6,7,7,11,11,16,19,15,7,7,8,5,23,39,41,37,26,22,17,11,10,9,0,4,2,5,6,9,8,0,2,7,4,1,1,2,3,1,0,0,2,0
2022-04-13 13:00:00,3,4,6,4,0,0,2,4,3,4,0,7,8,9,0,11,9,8,12,13,14,15,19,23,22,13,10,12,10,13,17,5,42,35,31,29,23,7,6,0,0,11,11,12,7,5,6,10,7,4,3,0,1,1,0,2,1,0,0
2022-04-13 14:00:00,2,3,0,0,0,1,2,2,0,5,0,5,5,0,1,5,2,2,4,4,6,3,4,12,11,8,7,11,12,13,14,13,12,7,6,5,5,4,2,4,3,6,6,6,7,8,6,4,3,0,2,0,0,0,1,0,0,0,0
2022-04-13 15:00:00,1,1,0,1,1,2,2,2,2,8,4,11,12,13,6,7,13,11,8,14,16,17,15,30,35,30,26,21,9,21,23,25,21,31,28,26,27,26,22,20,20,18,13,10,10,9,8,9,7,6,6,5,4,5,4,2,1,0,0
2022-04-13 16:00:00,1,3,2,3,4,5,1,5,3,8,8,10,3,10,11,10,9,8,15,15,14,12,15,33,34,27,26,30,17,25,19,17,20,18,15,14,15,13,9,0,2,9,9,5,7,6,5,6,5,3,6,0,7,6,0,4,3,2,0
2022-04-13 17:00:00,3,1,4,0,5,5,2,4,4,20,8,24,21,20,13,17,17,14,14,22,28,35,34,44,44,38,35,32,12,30,43,45,48,31,25,22,25,26,20,21,20,15,8,16,15,5,14,12,10,8,13,12,16,15,11,4,3,0,0
2022-04-13 18:00:00,1,5,2,4,5,1,0,3,4,20,4,21,22,18,19,24,19,17,15,17,20,23,24,48,46,40,31,19,15,19,21,7,22,15,16,14,11,10,9,0,11,8,9,7,10,7,11,8,8,6,6,0,10,8,6,5,3,2,0
2022-04-13 19:00:00,2,4,0,1,0,4,0,7,6,29,6,34,32,33,16,32,31,20,5,6,9,13,10,33,28,25,19,11,9,12,9,12,13,10,9,8,7,7,4,0,3,3,6,5,4,3,4,0,5,5,10,0,11,9,7,8,5,3,0
2022-04-13 20:00:00,1,1,0,0,0,0,0,3,3,14,4,18,9,17,0,15,15,10,6,7,10,14,15,28,27,21,13,9,13,16,17,13,15,12,10,7,7,5,5,4,0,4,5,5,4,4,2,1,0,1,6,0,10,9,7,3,2,0,0
2022-04-13 21:00:00,1,0,1,1,0,0,0,0,0,12,4,14,14,13,8,10,7,7,5,2,9,9,10,25,23,13,12,7,12,20,25,17,12,18,14,11,9,8,9,0,7,7,3,8,7,7,5,4,2,1,8,1,10,9,7,5,2,1,0
2022-04-13 22:00:00,1,1,2,1,0,0,2,3,0,8,0,11,12,0,9,11,8,9,3,2,4,7,0,16,15,9,8,9,42,51,53,6,51,36,30,20,18,15,17,14,7,13,8,6,4,3,2,4,1,3,4,0,4,3,3,2,1,0,0
2022-04-13 23:00:00,1,1,0,0,0,0,0,0,0,4,0,5,3,0,0,7,6,4,1,3,4,3,3,9,10,9,5,2,6,5,4,0,6,3,2,3,6,0,0,0,5,0,4,0,2,3,0,0,0,2,3,0,0,2,0,0,0,0,0
2022-04-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 04:00:00,0,0,1,0,0,0,0,0,0,6,0,0,0,0,7,6,5,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 05:00:00,1,2,0,1,0,0,0,0,1,2,3,4,0,0,0,3,0,3,4,2,1,1,2,2,2,1,0,2,5,6,9,4,8,4,3,3,1,0,1,2,3,4,5,6,2,7,0,5,3,2,1,0,0,0,0,0,0,0,0
2022-04-14 06:00:00,1,1,2,4,2,3,5,4,3,1,0,1,2,4,0,2,5,5,7,8,3,4,0,7,6,5,1,6,10,18,26,27,15,5,3,0,1,0,2,2,3,9,13,12,16,16,14,14,13,9,0,0,0,0,0,0,0,0,0
2022-04-14 07:00:00,0,9,13,17,17,6,8,11,7,4,5,5,8,10,12,9,17,19,35,41,38,40,37,30,22,9,11,21,25,39,52,54,44,7,4,3,3,4,2,3,5,20,32,35,35,32,32,27,22,14,2,1,0,0,0,0,1,0,0
2022-04-14 08:00:00,1,3,4,6,8,9,10,8,5,4,4,6,7,8,8,9,9,7,11,9,17,19,21,38,30,13,12,16,21,30,40,43,40,9,4,7,9,8,7,5,10,17,32,35,37,35,33,29,28,22,3,0,2,1,2,2,0,1,0
2022-04-14 09:00:00,0,2,2,1,3,5,6,1,3,3,4,3,4,3,0,1,3,3,4,4,7,6,5,10,11,7,8,8,13,20,27,30,27,9,6,4,3,3,3,5,5,10,13,12,14,11,11,12,7,9,2,0,1,0,0,0,0,0,0
2022-04-14 10:00:00,1,2,0,4,5,6,6,6,4,3,4,5,0,0,0,0,3,4,6,4,3,4,4,7,5,3,6,9,6,10,11,13,13,6,4,3,2,3,0,1,4,4,6,8,9,5,9,0,3,6,6,0,3,5,0,0,0,0,0
2022-04-14 11:00:00,1,1,1,2,4,5,4,3,2,3,4,5,3,2,3,5,6,7,10,9,12,10,3,9,7,6,6,7,7,11,12,13,12,8,5,6,5,0,1,6,5,5,4,6,7,6,0,4,1,4,2,5,6,4,4,2,3,2,0
2022-04-14 12:00:00,2,2,3,2,0,0,2,0,3,3,5,7,0,0,6,6,4,6,8,9,11,11,12,16,14,10,9,9,7,22,38,39,34,12,10,10,8,8,7,3,6,5,7,6,7,6,5,0,5,3,4,0,0,3,2,1,1,1,0
2022-04-14 13:00:00,10,1,0,5,9,0,0,3,4,8,8,9,10,9,0,8,9,8,11,9,11,10,11,14,15,11,7,14,6,16,20,21,16,11,10,10,10,8,6,5,6,7,8,10,11,9,8,9,7,4,5,0,4,3,3,0,0,0,0
2022-04-14 14:00:00,1,1,2,1,0,7,4,2,2,6,3,3,7,8,0,7,0,8,11,7,6,10,9,13,13,11,10,9,4,5,9,10,11,8,6,6,4,0,2,1,2,6,8,6,6,8,6,7,6,0,3,1,4,2,1,1,0,0,0
2022-04-14 15:00:00,4,0,0,5,1,2,0,4,3,10,11,12,6,14,13,12,12,10,13,8,14,13,12,15,19,18,15,12,12,15,17,19,21,14,8,7,7,8,7,2,6,6,6,6,3,7,5,4,4,3,4,0,7,4,0,1,3,1,0
2022-04-14 16:00:00,4,0,1,5,0,1,4,3,2,8,9,13,13,12,13,11,7,9,13,23,28,28,22,39,51,49,43,37,15,26,28,31,35,43,36,30,27,23,25,25,18,21,17,15,13,9,7,6,4,3,6,4,6,5,3,3,2,1,0
2022-04-14 17:00:00,3,0,4,5,0,6,3,5,6,16,15,16,14,16,13,15,11,11,10,12,13,14,15,31,32,28,24,22,20,20,26,27,24,19,15,14,14,20,17,2,16,9,7,7,5,7,7,7,4,6,4,0,7,1,1,5,3,0,0
2022-04-14 18:00:00,4,3,0,0,3,3,4,0,3,22,16,26,21,23,20,23,19,14,10,11,13,15,16,40,28,32,20,19,13,18,20,21,20,14,10,12,11,10,6,5,3,7,6,8,7,7,7,4,6,6,11,0,19,17,14,10,7,5,0
2022-04-14 19:00:00,5,4,3,0,5,0,0,5,4,18,19,24,25,20,19,29,26,17,7,8,13,17,16,37,34,27,24,14,15,18,19,9,18,13,10,8,7,8,7,0,5,5,3,6,5,6,6,7,6,4,8,0,7,7,6,4,2,2,0
2022-04-14 20:00:00,2,2,0,0,1,0,0,2,0,8,0,9,8,8,9,8,8,7,5,4,8,10,13,24,22,19,14,8,20,26,27,16,14,21,18,13,14,14,15,0,0,7,7,7,3,6,1,3,5,2,4,6,7,5,1,4,0,2,0
2022-04-14 21:00:00,0,1,1,0,1,2,2,0,1,12,9,15,13,12,0,10,9,8,4,4,8,9,10,19,16,16,11,6,13,20,8,17,18,16,7,12,10,11,10,0,9,8,7,6,5,2,3,0,4,3,10,0,6,9,8,7,5,3,0
2022-04-14 22:00:00,3,2,0,0,1,0,0,2,3,6,5,8,8,6,5,8,7,6,4,4,9,8,6,20,18,14,9,8,33,46,50,0,51,41,35,25,21,20,18,17,0,12,9,13,8,4,6,2,2,3,4,2,9,8,6,3,2,1,0
2022-04-14 23:00:00,0,0,0,2,0,3,0,2,3,11,5,12,7,13,6,6,12,4,2,4,7,6,6,15,14,11,7,3,4,5,7,8,6,9,7,5,3,0,1,3,0,0,2,2,2,1,1,0,0,2,3,4,4,3,3,2,1,0,0
2022-04-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 04:00:00,0,0,1,0,1,0,0,0,0,4,0,0,0,5,6,4,0,0,3,0,0,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 05:00:00,2,1,2,2,2,3,0,2,1,0,0,1,0,0,1,2,0,0,2,2,1,1,4,2,4,1,0,5,7,8,10,8,8,6,2,1,2,0,0,0,2,2,7,0,5,6,5,6,3,3,1,0,1,0,0,0,0,0,0
2022-04-15 06:00:00,2,4,6,9,12,6,7,11,6,4,3,1,1,4,0,5,2,6,9,1,0,1,0,4,2,1,2,6,10,18,20,23,17,5,2,1,2,1,2,2,4,7,14,14,14,15,14,12,10,8,2,0,0,0,0,0,0,0,0
2022-04-15 07:00:00,5,7,9,11,17,18,23,20,8,3,4,4,5,8,11,6,15,12,26,30,35,35,33,38,23,13,15,21,24,34,48,55,47,11,7,6,6,2,2,3,5,25,36,38,41,38,38,29,18,12,1,1,2,0,0,0,0,0,0
2022-04-15 08:00:00,3,4,5,8,9,12,8,9,7,6,8,10,9,10,10,9,10,9,13,11,14,17,14,31,24,12,14,15,23,32,41,46,41,8,7,6,7,1,5,6,8,20,34,22,35,32,30,28,25,17,2,0,3,2,0,0,0,1,0
2022-04-15 09:00:00,1,3,4,5,6,7,8,8,5,3,3,4,1,5,4,6,4,5,11,5,6,7,6,9,8,6,7,12,13,19,22,26,25,9,7,5,4,2,5,6,8,10,13,12,14,12,12,10,6,9,1,3,5,0,0,0,0,1,0
2022-04-15 10:00:00,1,4,0,1,7,8,0,3,5,2,2,3,0,0,0,3,2,3,4,3,3,6,5,9,0,8,6,8,8,11,17,19,16,9,7,5,3,1,2,2,2,8,8,7,6,6,5,4,4,5,3,0,3,2,0,0,0,2,0
2022-04-15 11:00:00,2,1,3,2,0,3,4,3,1,3,3,4,2,0,1,0,2,4,6,3,5,5,6,9,6,8,8,8,9,15,20,10,20,9,6,4,5,7,2,0,9,9,11,6,7,10,4,9,9,4,4,0,2,3,2,1,0,0,0
2022-04-15 12:00:00,1,2,3,0,4,6,0,0,0,4,2,5,5,3,0,5,3,6,7,5,6,8,9,15,11,8,6,5,7,21,32,34,31,20,19,18,12,10,9,4,3,2,5,7,8,9,6,8,7,5,1,2,3,0,0,2,0,0,0
2022-04-15 13:00:00,2,0,4,1,5,6,0,5,4,4,5,4,6,4,0,8,8,7,8,7,10,8,10,16,15,9,8,9,7,11,15,17,14,10,6,7,6,6,7,4,7,8,8,10,9,8,8,9,6,4,3,0,4,2,2,1,0,1,0
2022-04-15 14:00:00,3,3,0,2,0,4,2,3,1,7,9,10,11,10,0,12,13,10,10,11,10,10,9,15,13,10,9,10,8,16,20,24,25,13,8,9,9,8,10,0,9,10,12,8,9,7,8,7,8,9,3,1,4,3,0,2,0,1,0
2022-04-15 15:00:00,2,3,2,2,4,4,5,6,3,11,0,12,12,11,13,10,10,9,9,10,12,13,12,23,24,18,16,19,11,10,11,11,30,29,27,19,17,15,13,0,14,12,7,9,9,5,7,5,1,6,7,9,13,9,7,6,4,2,0
2022-04-15 16:00:00,2,6,7,9,10,10,11,9,7,7,8,10,10,10,11,11,12,10,9,10,11,11,15,35,51,47,37,37,16,31,35,37,38,36,33,34,32,29,27,26,11,18,16,14,12,6,10,4,9,8,3,1,2,4,0,0,3,1,0
2022-04-15 17:00:00,2,4,5,4,6,0,7,8,5,14,0,17,12,14,10,15,18,16,24,24,30,29,28,38,38,33,31,27,11,16,29,30,27,17,11,11,9,12,11,0,10,11,15,16,15,10,14,0,10,9,5,0,7,1,6,4,3,2,0
2022-04-15 18:00:00,5,4,4,7,3,5,0,6,8,23,27,32,28,18,29,30,25,20,13,14,20,21,24,41,41,34,30,24,16,19,31,21,29,16,16,17,16,15,11,10,11,14,13,13,15,15,17,3,14,8,10,14,17,13,9,7,6,5,0
2022-04-15 19:00:00,3,0,3,4,0,0,6,4,5,20,9,22,15,22,21,19,18,14,8,7,13,12,13,37,34,24,19,15,8,21,27,9,25,17,14,13,12,11,10,4,0,5,3,4,4,6,5,0,1,3,12,6,10,12,11,9,8,5,0
2022-04-15 20:00:00,0,1,0,1,0,1,0,0,2,14,14,11,15,14,0,12,10,11,4,5,10,11,13,31,26,18,13,11,12,11,12,9,9,10,9,10,8,7,6,3,0,4,2,6,5,4,6,4,3,5,5,0,7,2,5,4,2,0,0
2022-04-15 21:00:00,2,0,0,0,0,0,0,0,0,8,6,7,7,8,0,8,9,6,3,4,5,6,8,18,15,12,11,6,15,18,19,20,15,11,10,7,7,6,5,0,1,6,6,5,0,0,4,0,3,3,5,2,7,2,6,0,4,2,0
2022-04-15 22:00:00,3,4,4,0,0,5,3,1,1,8,0,10,10,9,0,8,9,9,5,5,6,10,13,29,7,22,18,13,33,47,49,48,45,42,40,28,26,26,10,23,22,13,11,10,9,1,8,7,4,2,5,6,9,0,6,3,1,0,0
2022-04-15 23:00:00,2,0,0,3,1,0,0,0,2,9,6,11,10,4,9,11,5,9,4,4,3,6,0,11,26,25,20,8,5,6,9,0,0,7,5,4,2,0,0,0,0,0,5,7,1,6,1,4,3,2,2,0,0,1,0,0,0,0,0
2022-04-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
