Unnamed: 0,1_월계동진아교통,2_월계삼호4차아파트,3_월계삼호아파트,4_월계미륭아파트,5_월계미성아파트,6_한천초등학교,7_한진한화그랑빌아파트,8_한진한화그랑빌아파트,9_석계역2번출구,10_석계역1번출구.A,11_석계역굴다리앞,12_석계역,13_공릉1동삼익아파트,14_대주아파트,15_공릉대아2차아파트,16_공릉신도2차아파트,17_공릉대동2차아파트,18_노원문화원,19_용원초등학교,20_하계장미아파트,21_하계역,22_서울시립북서울미술관,23_중계역,24_중계역2번출구,25_중계3단지목련아파트,26_을지중학교,27_청암중.고등학교,28_원광초등학교,29_중계1동주민센터,30_중계주공5단지514동,31_중계1동신안아파트,32_을지중학교,33_상명초등학교,34_중계건영2차아파트,35_중계역,36_노원구민의전당,37_하계역,38_하계장미아파트,39_공릉삼익아파트,40_영화교회,41_공릉1단지후문,42_공릉2단지,43_용원초등학교,44_노원문화원,45_공릉대동2차아파트,46_공릉신도2차아파트,47_공릉행복발전소,48_공릉초등학교,49_한진한화그랑빌아파트,50_석계역2번출구,51_석계역1번출구.A,52_석계역굴다리앞,53_석계역,54_한천초등학교,55_월계미성아파트,56_월계미륭아파트,57_월계삼호아파트,58_월계삼호4차아파트,59_월계동진아교통
2022-03-05 04:00:00,0,0,0,0,0,0,0,0,0,2,0,0,2,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,1,1,2,0,0,0,0,1,0,1,1,2,0,0,0,2,0,0,2,0,0,3,2,1,1,0,0,2,3,2,4,3,1,3,0,0,1,0,2,0,3,3,4,0,0,3,0,3,2,1,0,0,1,0,0,0,0,0,0
2022-03-05 06:00:00,0,1,0,2,2,2,0,0,1,1,0,1,0,0,0,1,0,1,2,2,3,2,1,4,2,0,1,2,5,2,6,7,6,2,1,2,3,0,2,0,0,3,5,3,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-03-05 07:00:00,1,0,2,3,1,2,3,0,2,1,2,1,1,2,0,3,0,3,2,2,3,0,1,4,0,3,2,4,6,9,9,10,11,9,2,3,1,0,0,0,2,3,7,8,7,8,7,5,6,5,1,0,0,0,0,0,0,0,0
2022-03-05 08:00:00,1,2,4,1,0,4,5,6,5,7,2,4,9,7,0,8,6,5,8,9,8,8,11,11,10,9,6,9,10,11,12,8,12,7,5,4,3,0,5,4,3,7,12,12,0,10,5,3,10,4,3,0,2,0,0,1,0,0,0
2022-03-05 09:00:00,1,0,4,5,1,1,0,2,2,3,0,4,0,2,3,3,2,3,5,4,5,6,4,13,14,12,11,13,10,8,12,15,14,10,7,3,2,1,2,3,0,8,11,12,4,10,4,11,10,8,2,0,1,0,2,0,0,0,0
2022-03-05 10:00:00,2,1,3,3,4,5,6,2,4,4,5,6,2,6,3,0,4,5,8,10,11,12,13,19,17,14,12,15,10,14,21,23,20,10,7,7,4,6,3,4,5,6,9,11,10,7,6,0,6,4,2,2,4,0,0,3,0,0,0
2022-03-05 11:00:00,1,1,0,0,4,5,4,4,2,5,7,8,5,4,5,3,5,5,7,8,9,6,7,13,12,11,11,11,19,22,23,23,21,13,11,12,13,13,12,0,0,8,9,7,5,5,4,6,5,4,3,0,3,0,2,1,0,1,0
2022-03-05 12:00:00,1,2,3,4,4,5,3,4,5,5,6,6,7,7,7,5,8,6,14,14,15,16,18,20,19,18,13,18,15,20,22,23,24,17,15,9,9,3,6,7,6,7,7,6,10,9,11,6,10,3,2,0,4,2,3,0,0,2,0
2022-03-05 13:00:00,0,0,1,2,4,0,3,6,4,7,11,5,12,13,9,14,14,13,15,15,15,17,22,27,28,26,23,22,18,22,23,26,23,13,10,11,11,10,8,3,6,9,11,9,10,9,10,9,5,6,6,0,7,1,4,0,0,0,0
2022-03-05 14:00:00,2,3,3,5,6,7,0,1,5,5,0,6,7,7,6,8,9,9,11,11,12,14,10,18,18,17,11,15,11,16,18,19,17,12,10,10,11,9,7,4,9,11,14,12,11,10,8,1,0,7,6,0,9,7,7,7,0,5,0
2022-03-05 15:00:00,4,0,2,5,4,0,0,1,0,6,6,7,9,10,8,7,9,9,13,16,15,13,15,23,12,21,17,14,13,17,20,16,17,15,11,10,10,4,5,0,4,7,10,10,5,10,9,6,8,7,6,0,8,3,5,0,4,3,0
2022-03-05 16:00:00,2,3,1,4,2,0,1,2,1,7,0,6,4,7,0,9,3,7,9,3,9,11,0,18,13,16,12,15,11,16,17,18,17,13,10,10,11,10,7,5,9,8,9,10,9,7,7,3,4,3,6,0,5,3,2,0,1,0,0
2022-03-05 17:00:00,3,2,3,5,6,4,5,6,0,6,5,7,6,8,8,7,7,9,8,9,12,11,12,17,16,14,11,13,16,26,29,20,28,24,23,19,17,0,15,17,9,19,18,17,17,13,12,10,1,3,5,0,8,7,5,3,4,0,0
2022-03-05 18:00:00,4,1,0,2,1,5,0,6,6,6,0,7,9,0,0,6,8,5,6,4,6,7,9,15,14,13,8,7,12,19,21,0,21,14,12,8,8,0,6,7,7,5,9,3,9,4,3,0,0,2,6,2,5,5,0,0,0,0,0
2022-03-05 19:00:00,4,6,0,0,4,5,5,6,4,9,0,9,9,8,1,8,6,4,3,6,9,10,12,17,14,10,8,6,10,12,14,15,9,11,8,8,2,8,7,6,7,4,5,3,1,8,2,4,2,1,4,6,7,6,5,3,0,2,0
2022-03-05 20:00:00,1,4,0,0,1,1,0,0,0,5,0,7,6,0,0,6,2,5,8,5,7,10,13,19,16,11,10,6,8,13,15,5,14,10,10,7,5,7,6,5,0,3,4,2,4,0,3,0,2,1,5,0,6,4,1,0,0,0,0
2022-03-05 21:00:00,6,0,0,1,1,2,0,1,0,6,5,7,5,6,0,3,4,4,2,2,4,8,9,19,9,16,14,8,11,10,11,5,0,9,4,4,3,5,3,3,2,3,4,0,2,3,0,0,2,1,4,0,6,5,0,2,0,0,0
2022-03-05 22:00:00,3,4,7,6,0,1,0,5,3,9,0,11,12,11,4,11,0,8,2,4,4,7,0,13,0,12,9,5,17,24,17,0,23,21,13,13,12,10,0,13,0,8,9,1,9,8,6,5,4,1,4,2,4,1,3,0,1,0,0
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,1,5,6,7,5,0,0,8,8,5,3,1,3,0,0,6,0,5,4,3,4,5,8,0,0,4,6,5,4,1,3,0,0,3,2,2,1,2,0,0,0,1,3,0,4,3,2,2,0,1,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,1,1,0,0,0,0,0,0,1,0,2,0,1,0,1,1,0,2,0,1,0,0,2,3,2,0,3,4,2,6,5,1,2,1,1,0,0,0,0,1,2,3,0,2,3,0,2,2,1,2,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,0,1,2,0,0,0,1,0,0,0,1,1,1,2,2,0,0,1,0,4,1,1,3,0,0,2,3,1,2,3,0,2,1,1,0,1,0,0,0,0,2,3,3,4,1,0,0,0,3,1,0,0,0,0,0,1,0,0
2022-03-06 07:00:00,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,3,0,0,4,0,2,0,3,3,7,9,0,5,7,0,0,1,0,0,0,2,1,3,0,4,1,0,0,4,1,1,1,1,0,0,0,0,0,0
2022-03-06 08:00:00,0,4,5,7,8,9,0,8,0,2,0,3,2,0,0,4,3,3,4,4,4,6,8,11,5,10,10,13,5,4,7,3,5,4,3,0,0,2,0,0,3,2,4,5,4,6,7,6,0,4,0,0,1,0,0,0,0,0,0
2022-03-06 09:00:00,1,2,3,2,3,0,4,1,3,2,2,1,0,3,0,6,5,5,6,5,3,6,5,7,6,1,5,4,6,8,12,13,12,6,5,4,2,1,4,2,4,8,8,10,8,7,8,4,0,6,0,1,1,0,0,0,0,0,0
2022-03-06 10:00:00,1,0,0,1,0,0,2,1,0,3,0,3,1,2,0,4,4,4,7,6,7,7,6,9,7,7,5,6,6,5,10,10,9,6,3,3,2,0,0,3,4,5,8,5,5,9,4,5,8,6,2,0,3,1,0,4,0,3,0
2022-03-06 11:00:00,2,1,1,3,4,0,0,6,4,4,7,4,9,10,0,7,5,4,7,10,9,9,11,10,9,9,8,10,6,7,13,14,13,8,5,5,4,3,6,0,0,7,9,9,11,10,9,0,8,6,3,0,0,4,0,0,3,0,0
2022-03-06 12:00:00,1,0,1,2,1,0,0,0,0,5,6,4,2,3,0,0,0,5,9,9,10,9,11,15,10,14,16,13,7,10,13,14,13,9,7,7,6,5,5,4,6,5,9,5,9,7,3,6,8,6,3,2,3,2,0,1,1,1,0
2022-03-06 13:00:00,1,1,1,3,2,0,2,2,0,6,3,7,6,5,6,8,8,6,12,15,13,15,17,31,27,23,20,15,10,14,16,18,10,11,8,9,0,8,0,0,7,4,6,8,9,6,5,5,0,3,1,0,3,2,1,2,0,1,0
2022-03-06 14:00:00,1,1,2,1,2,3,1,2,2,5,7,0,0,9,5,10,11,8,9,8,8,12,8,16,14,11,7,13,13,13,18,19,8,13,9,7,7,4,5,3,6,6,8,7,5,7,4,3,2,1,3,3,8,2,4,0,2,1,0
2022-03-06 15:00:00,6,8,9,0,0,0,0,8,6,8,6,9,8,7,7,7,7,7,9,9,10,12,0,14,9,11,7,8,8,13,15,14,14,9,8,10,11,5,8,2,7,8,9,7,8,6,0,0,4,4,3,0,4,0,0,0,0,3,0
2022-03-06 16:00:00,4,1,2,1,5,6,0,7,7,10,0,12,0,5,10,5,5,4,5,5,7,7,7,14,0,11,10,10,6,11,12,12,9,8,9,11,9,12,4,0,4,7,6,7,5,4,6,0,6,5,4,0,5,0,2,4,1,0,0
2022-03-06 17:00:00,7,0,5,6,8,8,9,10,7,6,6,7,7,8,6,9,9,12,9,6,9,11,13,14,14,12,11,12,9,12,18,0,17,13,11,7,8,7,9,4,5,7,8,5,8,7,4,5,5,4,4,3,4,0,0,0,0,0,0
2022-03-06 18:00:00,0,1,2,0,3,4,0,3,1,7,9,4,8,2,3,8,10,5,9,0,6,10,0,14,13,10,8,7,16,23,24,0,8,18,14,12,12,12,11,0,3,9,7,8,9,7,5,6,5,4,4,3,6,0,5,4,3,0,0
2022-03-06 19:00:00,3,1,0,0,4,0,3,0,1,4,5,7,4,3,0,2,5,3,4,5,6,8,9,14,5,5,3,5,11,13,10,15,9,12,9,9,10,4,7,3,4,9,8,4,7,6,1,0,5,3,2,1,2,0,1,0,0,0,0
2022-03-06 20:00:00,3,4,0,0,2,0,3,4,1,4,5,6,2,3,5,2,1,4,2,3,4,3,4,11,10,9,8,3,6,7,9,11,9,7,7,5,3,0,4,0,0,4,5,0,2,4,3,0,2,1,3,0,3,0,1,1,0,0,0
2022-03-06 21:00:00,3,2,0,4,0,0,0,5,1,8,0,10,0,9,0,8,6,5,2,1,4,5,6,10,0,9,6,3,6,6,7,6,5,4,3,3,2,5,4,3,1,3,0,2,0,1,1,0,0,0,3,4,4,3,3,1,0,0,0
2022-03-06 22:00:00,0,0,0,0,0,0,0,0,1,4,4,6,0,0,4,6,6,5,4,2,3,7,6,11,10,8,5,3,14,23,24,23,22,23,17,11,11,12,6,11,5,6,7,4,6,3,4,0,2,3,9,0,10,9,8,6,4,1,0
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,2,0,4,0,1,0,4,0,3,2,3,2,0,0,8,4,4,2,1,3,5,7,0,6,5,4,3,2,0,0,0,0,1,0,1,2,0,0,0,0,1,2,2,3,2,0,2,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,1,0,1,0,0,0,0,0,0,2,0,0,0,0,3,2,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,1,0,1,2,0,3,0,3,1,2,1,2,0,0,0,2,3,0,4,2,3,4,0,1,0,0,2,4,4,5,9,6,6,4,2,0,0,0,0,1,4,5,10,9,5,11,10,3,8,5,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,2,3,4,5,5,7,9,7,3,2,3,1,4,5,2,0,6,7,3,3,2,3,1,6,5,3,2,8,10,12,23,26,18,5,3,3,2,0,5,4,3,7,11,9,11,10,6,4,10,5,1,0,0,0,0,0,0,0,0
2022-03-07 07:00:00,2,5,6,9,13,15,12,13,8,5,5,6,7,11,12,6,17,18,33,36,38,42,39,35,18,10,11,20,29,33,45,51,39,9,5,5,4,3,2,3,6,22,38,39,36,34,33,29,20,16,3,0,4,5,2,1,0,0,0
2022-03-07 08:00:00,1,8,12,14,13,15,9,14,6,5,1,5,7,7,0,9,7,7,13,10,9,10,10,26,22,10,10,13,21,24,34,40,37,7,5,3,5,6,7,5,6,14,28,29,28,28,28,22,23,16,1,1,0,0,0,0,0,4,0
2022-03-07 09:00:00,1,4,5,5,6,3,7,4,1,2,2,2,3,2,2,4,2,3,5,4,5,4,3,8,8,5,4,9,9,17,19,34,27,6,5,6,1,5,3,4,5,11,13,13,13,12,11,13,10,10,4,0,6,1,0,0,5,3,0
2022-03-07 10:00:00,1,1,0,2,3,1,0,3,1,6,3,4,7,7,0,2,0,4,5,4,4,4,1,6,5,5,6,8,7,9,10,11,9,8,4,5,4,5,4,1,2,5,6,3,3,4,3,0,6,9,4,0,0,3,0,0,1,0,0
2022-03-07 11:00:00,1,1,0,0,0,0,3,0,1,4,3,3,3,0,0,4,0,3,5,4,3,3,1,8,5,4,3,4,8,19,12,13,13,6,5,5,5,2,4,4,5,5,8,6,7,5,4,4,5,2,1,0,2,0,0,0,0,0,0
2022-03-07 12:00:00,16,17,3,5,6,15,10,9,5,9,10,10,0,10,7,9,9,8,12,11,10,8,10,23,24,21,18,14,7,17,29,29,32,31,32,32,27,3,26,26,24,19,16,10,7,6,8,6,6,5,3,1,1,3,0,2,0,0,0
2022-03-07 13:00:00,2,2,3,3,0,0,0,2,1,7,6,4,5,6,0,5,4,4,6,6,7,7,6,11,10,10,9,9,8,9,11,12,10,8,5,6,8,7,1,3,0,3,5,6,4,5,3,6,4,3,2,0,4,2,1,0,3,0,0
2022-03-07 14:00:00,2,3,0,5,3,0,2,2,2,3,4,3,5,6,4,4,7,3,6,7,8,9,0,12,10,9,8,10,7,8,11,16,16,13,11,11,12,11,10,9,9,8,7,5,7,5,4,0,3,3,2,0,0,0,0,0,0,0,0
2022-03-07 15:00:00,1,0,2,2,1,0,0,3,0,7,6,8,9,5,0,9,9,7,15,15,14,15,11,13,14,11,11,9,7,12,17,13,16,14,10,7,7,8,6,9,10,10,12,11,7,9,9,9,7,2,5,0,0,4,3,2,0,1,0
2022-03-07 16:00:00,4,0,5,2,3,4,6,4,3,11,12,14,10,9,11,12,11,12,14,14,14,19,20,31,29,28,28,26,14,16,18,18,33,27,26,18,17,18,15,2,14,12,11,7,11,3,10,8,6,5,9,0,7,9,7,6,3,5,0
2022-03-07 17:00:00,2,3,3,4,5,0,0,4,2,9,10,16,15,12,14,15,14,12,19,23,29,33,33,40,39,33,30,18,9,10,13,11,14,11,10,5,8,7,4,0,4,3,6,5,7,8,9,0,7,6,7,4,11,10,4,6,3,2,0
2022-03-07 18:00:00,5,0,4,6,6,2,7,7,5,21,21,24,22,23,7,22,20,17,14,18,25,26,27,42,40,38,31,22,15,20,21,11,20,10,11,11,14,0,13,0,12,9,6,5,7,8,9,7,7,5,11,12,26,25,23,23,5,2,0
2022-03-07 19:00:00,2,3,3,0,4,0,1,2,4,13,14,17,25,16,0,25,22,17,7,7,12,15,15,47,41,25,18,11,7,14,17,6,16,5,14,13,9,10,9,7,4,7,9,6,8,6,4,5,6,4,11,7,20,15,12,21,9,6,0
2022-03-07 20:00:00,1,0,0,1,0,0,0,0,0,10,11,13,14,0,0,14,10,8,5,6,8,8,11,25,22,18,17,8,10,15,16,7,14,11,7,7,7,4,6,0,0,6,5,4,3,4,3,1,2,1,5,1,7,5,5,3,2,0,0
2022-03-07 21:00:00,3,0,2,0,1,0,1,1,0,12,0,6,13,1,0,7,14,8,4,2,4,7,8,18,17,14,12,5,14,19,20,0,15,9,9,6,9,4,8,0,6,5,4,5,1,0,1,0,0,0,3,4,4,0,3,2,2,0,0
2022-03-07 22:00:00,1,0,0,0,1,0,0,0,0,7,0,9,6,0,0,7,8,7,7,2,4,4,0,12,11,8,7,7,25,36,7,9,31,23,21,18,7,6,17,0,16,9,6,8,7,5,4,2,3,2,3,0,8,7,6,6,5,0,0
2022-03-07 23:00:00,0,0,0,0,0,2,0,1,0,6,0,7,8,2,0,8,3,5,3,2,3,2,1,12,11,10,6,5,3,5,6,4,3,5,4,3,2,0,1,0,0,1,2,0,0,0,1,0,1,0,2,0,2,1,0,0,1,0,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 04:00:00,0,0,1,2,0,0,0,0,0,4,1,0,0,5,6,5,0,0,0,0,6,5,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 05:00:00,2,1,0,0,0,3,0,2,0,1,0,1,0,0,0,1,0,0,2,0,3,0,4,0,0,3,0,3,4,3,7,8,7,4,1,0,0,0,0,0,2,4,5,0,6,7,5,3,4,2,0,0,0,0,0,0,0,0,0
2022-03-08 06:00:00,1,2,1,2,0,0,3,0,2,2,2,2,3,1,3,5,4,0,6,3,2,1,0,6,4,3,3,5,9,12,18,20,19,6,4,1,0,0,2,2,3,8,15,15,14,12,11,9,8,7,1,0,0,0,0,0,0,0,0
2022-03-08 07:00:00,2,6,12,9,12,13,14,11,5,6,3,4,6,13,14,16,21,23,38,43,25,45,40,30,18,15,16,21,22,32,43,47,39,10,6,5,6,5,3,4,6,22,34,36,39,37,33,26,20,9,2,0,2,3,0,0,0,0,0
2022-03-08 08:00:00,1,5,6,13,16,17,9,15,6,4,3,5,4,6,0,8,6,7,12,13,13,14,15,32,31,14,15,14,19,24,37,42,36,9,10,9,8,7,5,6,10,18,24,27,30,29,22,26,21,16,2,3,2,1,0,4,0,0,0
2022-03-08 09:00:00,0,1,3,2,4,3,5,4,1,5,0,7,3,0,0,3,5,4,7,5,3,4,2,9,4,7,6,10,12,16,22,24,25,7,6,4,4,6,5,4,1,11,18,20,18,9,17,16,15,11,3,0,2,1,1,3,2,0,0
2022-03-08 10:00:00,2,0,2,3,5,4,6,5,4,3,4,2,8,3,0,7,6,6,5,5,4,6,5,12,3,7,5,10,11,9,10,12,10,6,4,3,4,0,2,3,0,4,7,6,6,6,4,6,5,3,2,0,4,5,0,0,0,0,0
2022-03-08 11:00:00,1,2,3,4,3,5,4,3,2,4,3,5,6,4,0,3,1,7,8,7,6,8,7,10,9,10,11,11,9,11,11,14,10,6,4,4,2,4,3,0,0,3,6,6,7,7,0,6,3,4,1,0,2,0,1,2,1,0,0
2022-03-08 12:00:00,14,3,5,12,11,7,6,4,2,3,4,5,4,5,0,6,6,8,11,10,8,10,11,23,24,21,17,17,6,12,21,20,23,32,31,27,4,26,19,18,16,11,12,11,8,7,7,4,8,6,2,2,0,1,0,0,0,0,0
2022-03-08 13:00:00,1,1,0,2,3,4,2,4,3,5,5,6,3,0,5,7,6,5,10,10,10,11,11,17,16,10,4,9,12,14,17,19,16,7,6,6,6,7,3,5,4,5,6,8,9,5,8,10,8,3,4,5,8,5,2,3,0,0,0
2022-03-08 14:00:00,1,0,1,2,5,1,3,0,3,4,5,6,8,0,1,9,6,5,9,16,6,6,18,23,23,21,19,7,5,8,5,5,8,5,3,6,6,3,0,8,6,5,6,5,5,4,4,2,3,1,2,4,2,0,1,0,0,0,0
2022-03-08 15:00:00,1,2,1,0,0,2,1,2,0,10,11,13,7,12,0,9,6,7,12,13,17,16,16,24,22,19,18,15,5,9,10,13,12,10,8,6,4,5,3,0,0,5,5,4,5,2,0,6,5,2,5,4,6,5,3,2,0,1,0
2022-03-08 16:00:00,3,3,0,2,0,3,2,3,2,8,7,10,0,9,10,10,12,10,10,12,18,20,21,29,28,25,24,21,12,23,25,24,26,24,23,19,17,15,11,0,7,9,9,8,7,8,7,4,3,3,8,9,3,5,4,3,1,0,0
2022-03-08 17:00:00,6,3,4,0,0,5,7,9,6,12,16,20,18,15,19,20,20,19,14,15,18,19,20,36,31,27,25,19,11,10,23,24,24,20,16,17,11,16,11,5,7,11,11,10,9,9,9,8,7,6,8,6,11,6,5,4,3,0,0
2022-03-08 18:00:00,3,4,4,6,4,8,9,0,7,25,15,28,28,27,17,28,23,18,17,18,20,24,23,46,42,36,26,22,19,17,18,13,17,11,11,8,6,7,5,5,10,9,9,10,7,7,9,8,7,5,9,2,13,13,8,7,5,3,0
2022-03-08 19:00:00,1,0,2,3,0,5,6,6,7,21,15,25,24,23,22,22,19,12,6,6,11,13,15,30,28,30,22,15,6,16,18,10,19,12,10,7,7,5,5,3,3,8,9,10,9,9,10,4,12,11,14,16,18,12,14,10,10,7,1
2022-03-08 20:00:00,1,0,2,0,0,0,0,1,0,9,5,8,14,12,0,12,10,7,4,3,6,6,7,21,17,16,12,6,11,16,12,11,15,14,10,9,9,8,7,0,0,5,3,5,4,1,3,2,3,1,2,0,4,5,3,1,0,0,0
2022-03-08 21:00:00,5,4,2,5,7,8,9,7,5,11,0,12,11,8,8,9,7,7,4,2,9,7,0,13,7,11,6,5,16,25,14,13,23,22,18,12,12,0,4,0,11,6,3,4,3,2,4,0,2,3,8,2,3,0,1,0,2,1,0
2022-03-08 22:00:00,2,1,0,0,0,1,0,1,3,10,0,9,10,0,0,7,4,8,5,4,4,6,5,16,16,12,8,5,32,47,16,4,44,41,31,24,13,23,21,0,20,11,9,6,5,4,3,4,3,2,3,0,7,7,5,3,1,0,0
2022-03-08 23:00:00,0,0,0,0,0,0,1,0,2,6,6,8,0,0,0,9,9,7,5,2,5,4,6,16,14,13,9,4,7,11,12,0,0,11,8,4,0,5,4,1,0,3,2,0,1,0,0,1,0,0,9,1,10,8,6,5,4,2,0
2022-03-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 04:00:00,0,1,1,0,0,0,0,0,0,4,0,0,0,0,5,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09 05:00:00,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,3,1,0,2,3,2,3,0,1,2,1,0,2,1,2,2,3,3,3,2,0,0,0,0,0,3,1,4,0,0,5,6,0,5,2,0,0,0,0,0,0,0,0,0
2022-03-09 06:00:00,1,0,2,0,2,0,1,1,0,0,0,1,2,0,0,0,0,0,1,2,2,1,0,3,0,2,0,5,4,4,6,2,5,3,0,1,2,0,1,0,0,4,6,7,2,1,2,6,0,0,1,0,0,0,0,0,0,0,0
2022-03-09 07:00:00,1,0,2,3,1,2,0,0,3,1,2,0,0,1,0,2,0,4,5,1,4,0,0,5,2,0,2,4,4,7,9,0,3,4,2,0,0,0,0,0,0,3,7,9,8,6,5,0,4,2,2,0,3,0,0,4,0,0,0
2022-03-09 08:00:00,1,0,0,2,1,1,2,2,0,3,4,0,2,3,3,2,5,4,2,4,3,3,5,6,6,5,4,5,8,11,13,16,3,5,4,2,0,0,1,0,1,3,6,5,4,3,5,5,4,3,1,0,0,0,0,0,0,0,0
2022-03-09 09:00:00,1,0,1,2,3,4,0,5,3,3,0,4,0,0,2,0,6,5,6,6,5,7,6,9,10,8,9,6,7,9,10,11,8,4,4,3,1,0,2,3,3,6,7,8,9,10,4,9,8,7,2,0,0,1,0,0,0,0,0
