Unnamed: 0,1_중랑공영차고지(기점가상),2_중랑공영차고지.신내역,3_신내교회.신내데시앙아파트,4_동성프라자앞,5_중랑구청,6_신현중학교,7_엘지아파트앞,8_쌍용아파트신내테크노타운앞,9_이화연립경동제일교회앞,10_중흥초등학교,11_지하철7호선중화역2번출구,12_지하철7호선중화역3번출구,13_중화2동주민센터,14_이문동현대아파트앞,15_이문동쌍용아파트,16_이문동삼익아파트,17_종로사약국,18_외대역앞,19_외대앞,20_경희중고,21_회기시장,22_경희대입구,23_서울바이오허브,24_한국과학기술원.홍릉초등학교,25_국방연구원,26_고대앞,27_안암전철역,28_고려대이공대.고대병원,29_안암동주민센터,30_보문역,31_보문역,32_성북구청.성북경찰서,33_삼선동주민센터,34_삼선교.한성대학교,35_혜화역.서울연극센터(장면총리가옥),36_혜화역.서울대병원입구,37_방송통신대.이화장,38_이화동(이화장),39_원남동,40_혜화경찰서,41_종로3가.탑골공원,42_종로2가,43_종로1가,44_광화문,45_서울역사박물관.경희궁앞,46_서대문역사거리,47_충정로역,48_아현역,49_웨딩타운,50_이대역,51_신촌오거리.2호선신촌역,52_신촌오거리.현대백화점,53_산울림소극장,54_삼진제약,55_홍익대학교,56_홍대입구역사거리,57_홍대입구역(가상),58_홍대입구역,59_동교동삼거리,60_신촌오거리.현대백화점,61_신촌오거리.2호선신촌역,62_이대역,63_웨딩타운,64_아현역,65_충정로역,66_서대문역사거리,67_서울역사박물관.경희궁앞,68_광화문,69_종로1가,70_종로2가,71_종로3가.탑골공원,72_종로4가.종묘,73_종로5가.광장시장,74_종로5가.효제초등학교,75_종로5가.효제동.김상옥의거터,76_방송통신대.이화장,77_혜화역.마로니에공원,78_혜화역.동성중고(장면총리가옥),79_삼선교.한성대학교.조소앙활동터,80_돈암초교입구,81_삼선동주민센터,82_성북구청.성북경찰서,83_보문역,84_안암동주민센터,85_고려대이공대.고대병원,86_안암역,87_고려대학교앞,88_국방연구원,89_한국과학기술원.홍릉초등학교,90_서울바이오허브,91_경희대입구,92_회기시장,93_경희중고,94_외대앞,95_외대역앞,96_이경시장,97_이문1동주민센터,98_한천로입구,99_이문동쌍용아파트,100_이문동현대아파트,101_중화2동주민센터,102_지하철7호선중화역3번출구,103_지하철7호선중화역2번출구,104_중흥초등학교,105_이화연립경동제일교회앞,106_쌍용아파트신내테크노타운앞,107_엘지아파트앞,108_신현중학교,109_중랑구청,110_동성프라자앞,111_신내교회.신내데시앙아파트,112_중랑공영차고지,113_중랑공영차고지.신내역,114_중랑공영차고지(가상)
2022-03-23 21:00:00,1,2,2,6,10,1,6,11,2,3,6,9,6,7,6,7,7,5,6,5,9,11,14,16,15,13,9,9,10,12,9,9,8,8,11,18,17,15,2,15,15,13,15,18,17,17,16,12,10,8,9,10,7,5,10,16,8,16,18,20,19,18,17,19,18,19,11,20,22,24,29,31,33,32,29,24,27,34,31,19,22,20,21,13,18,18,23,17,21,17,15,16,21,26,26,25,26,22,20,20,17,15,17,16,15,13,13,12,6,4,2,2,0,0
2022-03-23 22:00:00,1,2,2,4,10,3,8,9,8,7,6,13,14,11,9,7,6,8,10,12,10,17,17,17,14,13,13,12,9,8,9,6,5,7,8,12,14,13,9,12,15,21,21,21,20,19,16,14,12,10,10,8,7,14,15,18,5,19,23,26,29,14,26,23,22,21,11,12,22,21,22,18,21,20,12,23,29,33,33,33,29,27,25,24,22,27,30,31,27,28,27,20,20,22,23,24,22,20,18,16,15,16,16,11,10,12,11,10,9,7,3,2,0,0
2022-03-23 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,8,9,7,0,0,7,5,5,7,13,0,16,17,8,14,18,21,22,0,24,21,19,6,17,13,10,6,2,7,8,3,13,14,15,16,16,13,15,15,12,11,12,12,14,17,13,14,13,13,15,20,25,21,19,16,14,12,13,12,17,22,18,17,16,19,18,11,20,20,18,17,16,13,11,9,11,10,9,2,7,5,6,2,1,0,0,0,0
2022-03-24 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 04:00:00,1,1,2,5,7,8,10,12,2,14,15,21,22,24,25,22,23,23,27,2,24,20,0,19,21,27,24,18,18,0,0,19,15,14,12,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 05:00:00,0,1,3,4,6,3,5,6,7,6,5,8,9,8,8,8,10,7,10,8,9,9,6,8,8,6,5,3,4,3,4,3,6,10,9,10,6,7,6,4,6,7,6,3,4,2,3,4,3,0,1,0,1,5,3,1,1,1,2,3,0,3,1,4,4,5,3,2,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 06:00:00,0,2,6,5,7,9,10,11,12,10,7,10,11,13,12,12,14,14,12,10,10,10,13,4,12,6,7,4,5,5,5,7,7,11,8,6,4,5,3,1,4,3,4,4,3,3,5,3,2,2,1,2,2,1,3,0,0,6,8,9,6,12,7,8,9,5,7,8,7,7,7,6,11,8,7,6,4,5,6,5,5,7,7,8,6,4,9,7,5,5,3,3,4,6,0,6,7,8,7,6,6,2,0,0,0,0,2,1,0,0,0,0,1,0
2022-03-24 07:00:00,0,10,16,23,23,24,27,34,35,26,15,14,20,36,46,44,46,48,47,44,38,23,19,17,19,27,24,14,14,14,16,15,17,20,19,21,20,16,14,15,14,13,12,10,8,6,7,7,6,5,6,3,4,4,4,5,4,10,13,16,19,20,15,22,23,24,18,20,17,15,15,14,8,12,8,4,6,5,6,7,9,8,9,9,9,11,13,14,13,10,9,9,6,7,8,9,10,7,12,22,16,19,23,24,26,25,22,11,7,4,3,2,0,0
2022-03-24 08:00:00,0,13,30,36,41,34,37,45,47,39,18,25,27,30,32,40,43,46,46,42,37,35,38,35,30,26,20,19,19,21,27,24,30,36,28,34,33,31,26,25,20,23,22,23,19,14,11,11,11,9,8,10,10,10,9,3,8,15,18,24,24,27,35,41,39,35,31,34,26,21,22,21,19,17,14,13,10,11,16,18,19,22,25,25,20,21,29,28,23,18,12,14,10,9,11,16,17,12,16,24,22,28,32,35,36,34,32,27,14,9,2,6,0,0
2022-03-24 09:00:00,1,2,5,6,12,13,15,16,17,18,13,12,15,15,19,17,19,16,22,22,21,19,26,27,20,20,14,11,12,11,15,16,17,24,22,36,30,27,25,20,19,19,19,19,18,19,19,22,23,19,19,22,13,11,4,5,2,6,12,13,14,17,7,22,20,21,22,21,18,17,18,17,16,12,7,7,7,9,12,5,13,13,15,14,10,10,17,20,18,13,12,11,8,8,9,10,11,10,14,18,12,8,11,12,3,10,5,8,4,3,3,1,0,0
2022-03-24 10:00:00,1,3,6,4,7,9,8,11,12,11,7,11,10,12,13,14,15,11,10,13,10,14,16,17,18,13,17,12,13,9,11,13,12,12,10,15,15,18,9,17,14,14,13,12,10,11,10,8,7,5,7,6,6,5,1,2,0,6,8,11,5,10,8,11,10,9,9,9,10,10,8,6,9,9,7,4,8,9,7,8,11,14,18,19,14,15,22,24,23,18,17,20,19,15,17,17,15,14,13,8,12,11,17,6,16,7,5,5,4,2,1,0,0,0
2022-03-24 11:00:00,0,2,3,8,9,10,12,13,12,10,6,11,12,14,19,16,17,13,15,13,15,16,17,17,16,12,16,16,17,14,15,16,17,16,12,11,12,13,12,13,12,13,11,9,11,14,10,11,10,15,16,15,9,13,6,5,4,5,7,9,11,12,13,14,14,14,14,15,19,17,14,12,11,6,10,6,7,10,9,7,12,15,16,15,16,12,12,13,14,13,13,12,10,11,13,13,13,14,15,13,9,8,9,8,10,15,6,13,7,3,0,0,0,0
2022-03-24 12:00:00,0,2,2,4,5,13,6,14,15,14,12,16,18,18,15,18,18,14,21,14,21,18,20,20,26,20,20,20,19,16,22,22,23,24,13,19,20,31,29,27,25,24,22,19,17,19,19,12,9,11,10,9,9,7,6,7,2,7,7,13,5,10,11,15,16,15,17,19,20,21,14,9,13,13,12,17,16,17,14,14,19,16,15,16,13,13,17,15,13,14,14,15,15,10,14,15,13,17,18,14,11,8,9,8,7,8,6,6,2,1,0,0,0,0
2022-03-24 13:00:00,0,6,4,10,14,11,13,16,15,13,7,13,14,15,16,15,15,11,13,11,11,15,20,17,19,19,23,21,12,16,22,21,21,23,18,14,11,17,18,18,16,18,19,16,12,13,11,15,11,14,12,10,10,9,11,13,7,14,10,11,12,14,15,14,13,13,14,14,15,16,15,13,13,13,10,13,13,22,20,19,18,17,18,20,16,17,25,26,24,18,15,15,13,14,14,13,11,10,11,11,8,10,11,12,11,11,10,8,4,4,2,1,0,0
2022-03-24 14:00:00,0,2,6,9,12,13,13,14,13,13,7,11,14,16,14,16,19,15,17,14,15,14,21,23,24,20,19,21,21,20,22,18,20,17,11,11,10,11,11,12,13,16,18,18,19,22,17,8,5,14,12,10,5,8,7,10,9,11,9,14,17,15,14,15,9,11,13,11,14,13,15,15,15,11,15,15,15,16,20,18,18,17,16,9,15,17,19,18,17,24,39,39,37,33,29,24,23,19,14,12,10,10,14,10,13,9,11,9,8,7,3,2,0,0
2022-03-24 15:00:00,3,4,6,6,15,16,16,13,16,15,9,12,12,14,14,14,17,15,18,18,17,17,20,23,23,21,23,21,22,18,22,22,18,16,12,17,20,23,25,26,23,22,20,22,23,21,21,19,18,16,13,12,10,6,9,11,10,15,13,15,17,17,18,18,17,16,15,15,21,21,19,20,18,17,16,15,19,22,21,23,19,17,17,15,17,20,25,20,19,21,23,38,35,33,38,32,29,29,22,21,17,13,13,12,12,6,11,18,14,11,5,2,0,0
2022-03-24 16:00:00,1,9,10,9,9,17,19,11,12,17,11,16,15,18,18,17,18,15,23,24,26,25,26,26,24,18,21,22,23,23,23,23,22,17,13,15,18,18,20,18,17,20,22,24,25,28,27,26,19,24,15,14,10,6,11,18,17,21,22,22,19,26,16,26,18,18,21,21,22,24,17,16,24,21,19,20,21,32,29,25,24,23,22,28,29,23,24,27,28,26,32,30,38,38,40,34,32,32,26,23,19,20,23,27,20,18,17,14,8,5,3,4,0,0
2022-03-24 17:00:00,4,2,5,8,14,16,17,18,16,15,11,24,28,26,24,20,19,17,26,28,33,40,46,48,39,30,26,26,25,23,26,21,22,20,16,20,21,25,24,27,25,25,26,26,26,28,27,27,28,25,21,23,17,19,15,14,13,27,29,39,43,42,41,40,38,36,37,41,41,31,40,39,41,39,30,35,30,37,32,31,29,25,18,17,19,21,27,28,26,23,21,24,32,42,45,46,41,45,38,31,29,27,31,29,26,26,25,22,12,11,10,7,0,0
2022-03-24 18:00:00,0,8,6,8,20,20,19,22,23,21,12,24,24,22,22,22,22,26,37,42,42,43,44,44,44,40,33,34,35,37,38,34,28,25,16,22,32,34,36,35,27,28,41,48,47,49,46,44,43,37,34,31,26,25,19,18,16,22,23,29,29,49,50,43,39,44,50,51,46,45,49,47,41,40,37,35,34,37,33,31,27,32,26,25,27,34,30,36,35,32,30,27,25,26,28,26,25,19,16,16,22,42,46,25,22,22,23,22,16,11,9,4,0,0
2022-03-24 19:00:00,4,2,8,9,10,10,0,13,14,11,5,20,18,15,15,14,14,13,18,26,24,23,23,27,23,19,20,20,19,20,22,20,13,14,13,16,17,21,20,19,20,27,30,30,29,29,23,23,21,22,19,15,11,10,12,13,12,18,16,15,16,14,18,14,18,17,19,18,32,30,32,33,35,35,33,30,28,36,32,27,25,20,19,20,19,24,32,34,30,27,29,28,28,22,25,20,19,18,19,19,23,32,36,35,44,36,33,30,15,7,3,3,0,0
2022-03-24 20:00:00,1,0,1,5,10,9,9,10,9,8,5,18,16,15,12,12,12,10,13,13,12,19,20,11,19,12,15,16,17,9,15,15,13,5,9,11,13,10,12,12,12,12,12,15,18,17,15,13,12,10,7,7,8,7,7,8,7,13,11,14,9,14,14,15,14,8,8,9,11,12,15,13,16,14,14,15,17,25,21,19,16,17,14,16,15,16,23,21,20,15,16,12,10,14,17,14,13,12,13,12,8,12,14,19,18,17,5,16,10,6,5,3,0,0
2022-03-24 21:00:00,0,0,2,3,13,2,5,4,5,4,8,8,9,8,8,9,10,9,10,11,12,16,16,17,16,12,10,6,6,10,11,7,7,7,10,13,10,14,13,9,16,21,23,25,26,27,25,16,16,15,5,6,5,4,7,14,13,17,16,17,18,17,15,18,15,16,15,18,19,20,21,21,22,19,20,18,20,29,33,32,26,28,28,17,29,30,28,22,19,17,17,19,17,19,21,15,14,11,13,11,9,11,11,9,10,8,9,8,4,4,1,0,0,0
2022-03-24 22:00:00,0,1,2,4,8,0,0,11,5,4,7,8,9,10,9,7,7,8,14,9,13,12,15,16,15,11,16,12,10,11,10,8,7,5,7,12,13,22,7,23,20,18,16,16,18,16,16,12,11,15,12,9,8,9,13,19,18,24,24,26,26,27,26,26,22,19,21,21,22,22,24,23,23,22,20,26,32,40,36,33,27,30,27,25,26,26,36,35,29,27,29,29,26,21,24,21,21,20,18,15,13,21,23,23,18,16,13,11,8,7,5,3,0,0
2022-03-24 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,10,9,0,10,8,6,6,6,9,10,6,3,0,6,11,13,12,11,10,10,7,6,4,7,6,4,3,7,6,0,15,16,15,15,14,13,12,9,11,0,13,15,17,20,9,21,12,16,18,24,23,25,24,16,26,23,20,17,24,27,25,21,17,25,21,18,20,19,19,18,18,16,11,12,16,19,18,15,11,9,7,6,4,3,0,0,0
2022-03-25 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 04:00:00,0,2,1,4,6,7,8,11,0,13,15,20,10,21,22,20,23,22,27,0,23,22,0,21,23,29,26,22,20,22,0,21,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 05:00:00,0,1,2,5,6,5,5,4,5,6,5,6,7,9,6,7,8,10,10,0,11,9,11,9,8,10,7,6,7,5,9,3,8,14,16,12,10,4,11,10,10,9,7,3,3,4,3,4,2,0,1,4,3,2,1,0,0,1,2,4,5,5,0,5,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 06:00:00,0,2,5,6,7,7,9,10,11,8,6,10,11,12,14,18,20,19,19,11,17,7,8,6,7,8,5,7,6,5,9,11,12,11,10,6,7,8,5,7,4,5,4,5,4,3,4,2,3,0,0,2,2,2,1,0,0,3,3,4,5,6,4,8,6,7,6,7,6,7,7,7,7,6,8,6,5,6,4,6,7,6,9,10,7,8,6,6,3,5,4,3,1,3,3,3,4,5,6,7,6,5,0,6,5,0,3,1,0,0,0,0,0,0
2022-03-25 07:00:00,0,8,13,20,23,22,28,30,27,24,18,22,23,33,43,46,50,51,49,34,37,27,17,22,24,32,23,14,16,8,15,15,16,23,18,22,19,18,13,10,8,11,12,9,6,9,8,3,5,6,5,4,3,3,2,2,0,11,10,13,15,20,21,22,22,21,20,20,17,16,16,13,14,10,12,7,8,8,8,9,10,11,14,12,11,11,16,17,11,9,9,5,5,6,8,12,14,13,19,32,22,11,11,12,12,12,9,8,7,1,2,4,0,0
2022-03-25 08:00:00,0,12,37,42,49,31,31,34,33,32,16,37,38,39,42,56,55,36,34,27,25,25,24,26,25,24,25,26,26,25,32,33,37,53,39,32,30,29,27,26,24,22,18,18,15,13,12,10,11,9,7,10,11,6,4,5,1,22,21,27,30,38,43,47,46,36,29,29,25,25,23,19,20,17,12,9,6,9,12,15,18,23,22,22,14,16,17,19,18,17,13,12,10,10,10,13,11,13,16,19,15,24,27,23,25,23,22,20,11,8,7,4,0,0
2022-03-25 09:00:00,0,4,5,7,13,18,20,21,22,21,19,18,20,21,24,23,26,24,26,18,15,15,19,18,15,17,14,11,13,10,16,15,17,19,29,52,45,38,36,33,24,21,17,16,11,13,14,16,16,13,11,12,11,8,5,5,2,10,3,6,4,14,17,19,18,22,23,20,18,15,14,10,12,10,8,8,6,8,12,11,12,16,20,18,11,11,15,17,16,15,11,10,5,7,7,8,9,10,11,12,9,11,12,8,11,7,6,6,4,6,5,0,0,0
2022-03-25 10:00:00,0,2,4,5,8,10,11,12,11,8,8,15,16,17,16,18,17,11,13,12,15,16,17,14,15,13,15,12,11,9,12,14,14,15,13,11,9,8,8,13,11,12,13,14,12,10,8,9,10,9,8,7,6,5,4,4,2,3,4,7,7,8,9,11,10,13,10,9,8,10,9,7,7,6,5,4,8,10,10,9,9,10,12,13,7,6,12,13,10,11,14,10,11,11,11,13,13,12,13,13,10,7,8,5,7,9,4,8,5,3,2,0,0,0
2022-03-25 11:00:00,2,3,6,6,8,6,10,7,8,9,6,8,10,10,11,13,14,10,14,11,11,14,16,16,15,12,14,16,14,14,16,14,12,13,10,8,10,11,10,11,9,12,10,10,11,13,12,13,12,10,12,11,8,7,6,6,4,8,8,7,8,11,4,11,9,12,12,10,10,11,14,12,11,11,10,11,11,13,15,14,13,16,15,19,17,17,19,21,20,20,17,16,15,15,14,10,8,13,12,12,10,10,10,8,7,7,3,6,4,7,5,3,0,0
2022-03-25 12:00:00,0,3,5,7,7,7,9,11,11,11,7,15,12,13,14,16,14,12,15,18,16,15,18,18,20,19,18,20,20,19,23,22,21,24,22,19,18,25,14,21,18,17,18,11,15,13,16,14,15,15,11,16,13,11,8,8,0,9,10,11,11,13,13,16,13,18,13,20,19,20,21,18,9,20,10,17,16,19,18,18,22,23,23,28,25,27,22,15,13,15,15,15,14,13,16,16,15,14,16,16,11,11,11,10,8,10,9,8,3,2,1,0,0,0
2022-03-25 13:00:00,0,2,3,5,7,6,7,7,7,6,7,14,12,13,14,15,16,18,19,17,20,14,16,18,18,13,13,12,13,13,15,14,19,16,15,11,11,13,12,13,14,15,18,19,18,21,21,20,19,19,17,18,17,15,13,14,7,18,20,21,18,17,19,22,19,18,18,17,15,15,18,19,18,19,18,19,18,18,18,17,16,15,17,12,13,13,22,23,24,23,20,17,15,14,14,16,13,14,14,14,12,7,8,6,8,7,9,6,5,4,3,2,0,0
2022-03-25 14:00:00,1,3,3,7,12,15,15,16,9,13,9,16,17,18,14,19,18,15,18,17,18,16,18,14,19,17,22,21,21,19,20,22,20,19,12,12,11,11,14,13,13,17,18,9,18,13,18,16,17,15,14,13,7,6,7,8,7,12,11,14,17,16,15,14,13,11,16,14,15,14,17,19,21,20,18,19,18,21,18,17,11,14,16,16,15,12,16,18,16,39,56,57,59,54,60,59,55,47,37,19,17,12,13,9,12,9,8,11,11,11,5,2,0,0
2022-03-25 15:00:00,1,2,4,5,11,19,10,18,18,18,13,13,13,14,14,16,18,16,20,20,19,21,23,25,19,16,17,19,16,19,17,18,20,20,15,17,17,15,13,16,17,11,11,12,20,23,21,17,15,17,20,16,16,15,14,15,14,9,11,12,14,17,17,24,20,22,20,18,21,19,19,16,18,17,16,18,22,26,27,20,23,15,19,11,19,15,17,16,18,18,23,25,33,35,36,35,34,30,23,21,16,18,21,22,20,17,18,15,12,6,4,3,0,0
2022-03-25 16:00:00,0,3,5,8,12,13,10,15,15,13,9,15,14,15,15,16,16,22,31,32,27,29,28,29,27,24,27,25,27,26,28,25,22,21,18,17,18,20,20,19,19,20,22,24,22,28,27,31,29,26,24,23,19,14,15,11,9,17,17,24,21,22,19,21,22,21,21,22,22,15,20,19,22,19,11,18,26,31,29,28,20,21,19,33,42,35,19,22,21,19,24,23,31,38,38,38,38,36,30,25,23,19,26,24,22,21,19,15,9,4,2,1,0,0
2022-03-25 17:00:00,0,9,12,14,22,24,25,24,25,22,16,24,25,20,17,17,20,18,20,22,22,32,36,40,38,39,40,42,39,39,38,37,32,20,19,22,27,30,31,32,27,27,29,31,34,35,34,31,30,26,20,24,15,13,18,25,23,22,22,22,22,22,19,21,23,22,26,27,23,21,24,25,26,28,27,26,24,37,40,35,27,27,25,23,30,42,41,41,43,25,24,20,20,23,24,24,23,21,18,16,14,26,30,29,26,21,20,18,16,9,4,2,0,0
2022-03-25 18:00:00,2,6,11,12,25,26,13,28,28,20,13,25,27,23,25,24,24,20,29,26,25,32,32,35,38,29,31,34,35,32,34,27,25,23,16,22,29,35,35,44,32,33,35,35,38,42,39,37,35,36,33,30,24,21,15,15,13,19,19,23,21,21,21,24,32,31,36,42,45,44,44,32,45,47,43,34,31,35,30,26,26,26,22,23,24,26,26,24,41,35,30,28,23,28,33,26,30,29,29,30,21,34,39,37,36,34,35,32,14,11,9,3,0,0
2022-03-25 19:00:00,1,3,8,10,11,11,0,14,13,10,11,25,17,15,10,17,14,11,13,20,19,16,20,22,20,16,17,20,19,18,20,18,16,18,12,15,18,16,17,18,18,21,21,27,30,32,30,28,30,27,21,20,16,15,7,13,12,20,21,22,24,23,26,27,26,21,22,19,21,20,21,22,28,31,32,28,29,29,25,23,21,21,20,14,24,25,36,34,34,25,25,20,19,19,36,34,27,18,25,24,24,28,32,31,30,26,24,22,11,5,3,1,0,0
2022-03-25 20:00:00,0,3,3,9,11,6,10,11,11,9,7,11,13,15,13,11,9,11,17,10,17,14,11,15,12,13,12,10,9,7,11,10,8,10,6,11,10,12,11,10,10,11,13,16,17,14,12,10,9,8,7,9,7,5,7,10,9,13,14,16,15,16,14,13,12,12,15,16,18,21,22,17,22,21,19,18,19,27,24,24,23,24,22,16,20,20,22,19,18,14,15,13,12,14,18,19,15,9,14,14,10,16,15,16,17,12,9,8,6,6,5,3,0,0
2022-03-25 21:00:00,0,1,1,5,14,13,5,4,12,9,5,14,11,10,8,8,8,6,5,4,10,14,13,14,13,9,11,10,7,7,10,9,8,9,9,10,12,14,14,15,19,18,20,18,19,20,19,17,14,13,12,9,5,5,9,11,0,13,13,19,20,21,19,16,17,12,16,13,16,19,19,12,19,17,16,15,20,29,28,25,24,23,24,21,20,21,26,26,19,22,18,18,13,12,13,13,12,7,7,13,12,14,17,15,14,11,10,8,8,6,4,1,0,0
2022-03-25 22:00:00,0,1,0,6,12,0,13,11,8,6,5,9,7,8,8,9,5,9,9,10,10,13,15,12,14,18,18,19,7,17,9,12,11,8,7,13,14,17,16,12,16,20,21,22,24,23,20,18,15,11,6,4,7,10,11,30,28,33,33,31,30,21,17,16,28,26,25,16,22,24,25,20,23,21,22,23,23,30,33,32,28,30,31,30,27,23,22,19,17,18,21,25,23,25,26,23,20,21,19,14,10,20,11,19,16,12,8,2,7,4,3,1,0,0
2022-03-25 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,8,5,7,9,7,6,6,8,7,6,7,15,16,14,13,12,13,15,15,16,0,17,15,13,12,8,7,5,3,3,6,18,11,25,24,28,29,30,28,28,28,22,26,27,29,28,19,4,26,21,19,17,23,34,33,22,31,30,26,15,19,25,28,28,25,20,23,24,24,20,24,21,12,18,15,13,10,8,7,7,6,5,5,4,5,3,1,0,0,0
2022-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
