Unnamed: 0,1_중랑공영차고지(기점가상),2_중랑공영차고지.신내역,3_신내교회.신내데시앙아파트,4_동성프라자앞,5_중랑구청,6_신현중학교,7_엘지아파트앞,8_쌍용아파트신내테크노타운앞,9_이화연립경동제일교회앞,10_중흥초등학교,11_지하철7호선중화역2번출구,12_지하철7호선중화역3번출구,13_중화2동주민센터,14_이문동현대아파트앞,15_이문동쌍용아파트,16_이문동삼익아파트,17_종로사약국,18_외대역앞,19_외대앞,20_경희중고,21_회기시장,22_경희대입구,23_서울바이오허브,24_한국과학기술원.홍릉초등학교,25_국방연구원,26_고대앞,27_안암전철역,28_고려대이공대.고대병원,29_안암동주민센터,30_보문역,31_보문역,32_성북구청.성북경찰서,33_삼선동주민센터,34_삼선교.한성대학교,35_혜화역.서울연극센터(장면총리가옥),36_혜화역.서울대병원입구,37_방송통신대.이화장,38_이화동(이화장),39_원남동,40_혜화경찰서,41_종로3가.탑골공원,42_종로2가,43_종로1가,44_광화문,45_서울역사박물관.경희궁앞,46_서대문역사거리,47_충정로역,48_아현역,49_웨딩타운,50_이대역,51_신촌오거리.2호선신촌역,52_신촌오거리.현대백화점,53_산울림소극장,54_삼진제약,55_홍익대학교,56_홍대입구역사거리,57_홍대입구역(가상),58_홍대입구역,59_동교동삼거리,60_신촌오거리.현대백화점,61_신촌오거리.2호선신촌역,62_이대역,63_웨딩타운,64_아현역,65_충정로역,66_서대문역사거리,67_서울역사박물관.경희궁앞,68_광화문,69_종로1가,70_종로2가,71_종로3가.탑골공원,72_종로4가.종묘,73_종로5가.광장시장,74_종로5가.효제초등학교,75_종로5가.효제동.김상옥의거터,76_방송통신대.이화장,77_혜화역.마로니에공원,78_혜화역.동성중고(장면총리가옥),79_삼선교.한성대학교.조소앙활동터,80_돈암초교입구,81_삼선동주민센터,82_성북구청.성북경찰서,83_보문역,84_안암동주민센터,85_고려대이공대.고대병원,86_안암역,87_고려대학교앞,88_국방연구원,89_한국과학기술원.홍릉초등학교,90_서울바이오허브,91_경희대입구,92_회기시장,93_경희중고,94_외대앞,95_외대역앞,96_이경시장,97_이문1동주민센터,98_한천로입구,99_이문동쌍용아파트,100_이문동현대아파트,101_중화2동주민센터,102_지하철7호선중화역3번출구,103_지하철7호선중화역2번출구,104_중흥초등학교,105_이화연립경동제일교회앞,106_쌍용아파트신내테크노타운앞,107_엘지아파트앞,108_신현중학교,109_중랑구청,110_동성프라자앞,111_신내교회.신내데시앙아파트,112_중랑공영차고지,113_중랑공영차고지.신내역,114_중랑공영차고지(가상)
2022-03-14 14:00:00,0,1,3,6,7,8,9,11,6,7,6,12,8,13,12,17,15,11,13,12,10,15,16,17,16,15,15,17,15,16,9,15,15,13,13,14,13,16,8,13,13,13,14,16,17,16,15,14,13,12,9,12,11,10,5,6,5,8,8,9,12,11,7,10,12,9,14,15,16,18,17,18,16,16,17,16,18,17,16,15,18,16,15,13,16,14,21,21,16,17,17,18,20,19,19,21,20,19,19,13,11,17,17,15,15,13,12,13,9,8,2,1,0,0
2022-03-14 15:00:00,0,4,7,8,7,8,7,10,12,10,7,13,12,10,13,14,15,14,18,17,19,16,21,20,18,20,23,25,26,26,25,23,20,13,10,12,13,16,15,16,17,15,14,18,17,17,16,16,10,18,17,14,12,8,9,9,6,10,11,11,12,10,10,12,13,11,19,17,14,13,15,13,16,15,15,14,19,32,19,17,17,11,17,13,17,17,19,19,18,23,39,38,39,37,37,35,32,26,18,14,12,14,16,14,15,14,13,16,13,11,2,1,0,0
2022-03-14 16:00:00,2,2,6,8,11,11,0,11,12,10,9,20,9,19,19,18,20,14,13,14,16,19,20,21,19,20,20,23,24,24,25,19,17,17,9,10,12,17,17,17,16,14,14,17,20,20,19,15,15,14,14,12,9,7,15,20,8,25,26,24,25,22,22,24,23,21,22,25,26,24,25,24,26,24,15,24,24,24,30,29,26,19,18,23,26,22,21,17,15,24,33,29,31,34,34,31,29,27,23,20,16,18,21,21,18,17,18,17,8,7,5,3,0,0
2022-03-14 17:00:00,5,6,9,10,12,13,14,19,14,18,9,12,13,14,14,14,17,12,17,17,16,27,31,26,26,20,18,24,20,20,20,18,16,17,12,14,15,21,20,19,21,21,24,25,29,28,26,26,25,21,17,15,15,13,14,18,17,15,11,14,14,13,11,11,16,16,18,21,22,21,19,15,19,20,20,20,20,30,36,33,23,22,18,16,19,23,25,26,27,24,29,29,34,33,39,39,38,34,29,28,20,20,19,18,16,15,14,11,9,4,3,1,0,0
2022-03-14 18:00:00,0,3,5,11,19,18,19,25,26,23,15,27,28,25,23,21,23,23,24,25,24,23,32,34,40,26,31,35,31,30,31,26,22,17,12,15,24,30,31,33,30,32,33,35,44,50,46,40,37,28,24,18,15,12,12,10,8,17,16,16,10,15,13,13,12,19,34,41,36,37,42,41,37,35,35,33,31,36,28,26,22,20,19,21,23,25,27,29,32,32,31,24,24,23,28,30,28,27,21,18,15,21,24,25,23,16,24,20,13,9,8,3,0,0
2022-03-14 19:00:00,0,3,4,6,9,6,4,10,9,8,8,20,19,15,13,12,10,11,11,12,11,15,15,15,15,13,13,16,11,15,15,14,13,11,8,9,11,14,15,15,12,12,15,18,17,17,17,20,19,18,16,15,12,10,10,10,8,13,15,19,20,17,15,9,12,14,24,23,20,16,19,20,21,20,19,17,20,26,27,24,20,21,21,21,20,21,22,20,18,16,14,18,19,21,27,25,10,25,23,20,17,36,43,38,35,28,25,24,13,6,5,2,0,0
2022-03-14 20:00:00,0,1,3,4,9,8,5,10,4,8,5,10,10,8,8,8,8,9,9,10,10,14,12,13,13,9,9,10,10,10,11,7,6,10,5,9,6,6,11,11,10,12,12,14,17,22,23,20,18,16,15,7,14,7,11,11,7,11,9,11,12,7,10,9,8,5,9,9,10,12,17,18,21,21,21,18,15,19,20,18,19,16,17,15,14,15,17,16,14,14,20,22,25,24,29,30,27,25,24,21,15,19,18,17,15,14,12,12,7,3,2,2,0,0
2022-03-14 21:00:00,0,1,1,5,9,3,10,8,11,9,6,13,12,8,7,5,7,5,8,7,8,15,16,17,14,11,9,9,6,8,9,9,8,4,6,9,7,8,6,5,10,9,14,15,12,13,13,12,11,8,8,8,7,7,5,11,8,16,17,18,18,18,17,15,16,18,16,17,20,22,22,21,23,21,20,18,21,25,22,24,16,18,18,15,14,17,18,19,18,13,16,13,13,14,17,16,15,12,11,11,8,19,19,18,16,14,12,10,9,5,4,3,0,0
2022-03-14 22:00:00,0,2,1,4,8,3,0,7,5,3,4,8,7,8,6,5,7,6,9,8,10,14,14,15,14,11,9,8,7,4,7,5,4,7,6,8,9,9,9,5,14,15,14,9,0,15,6,7,7,6,4,5,4,6,7,16,0,23,26,24,26,24,23,21,17,17,16,17,18,12,19,16,17,16,17,16,17,22,23,21,20,19,17,16,16,18,18,16,15,16,19,18,18,16,17,16,17,18,13,11,9,11,14,11,12,11,9,6,5,3,3,1,0,0
2022-03-14 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,5,3,0,5,6,3,6,8,0,9,0,7,11,10,12,11,12,13,13,10,0,8,7,4,3,2,4,6,5,13,14,12,12,13,12,12,10,8,7,6,7,10,13,9,15,9,14,13,14,18,16,15,13,13,11,10,9,15,14,7,13,8,10,9,8,9,9,6,9,6,7,6,5,8,6,6,9,4,3,0,5,2,1,1,0,0
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 04:00:00,0,1,2,4,6,7,8,12,0,13,14,20,21,25,25,22,26,25,28,3,25,22,2,21,24,28,26,22,20,0,0,17,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 05:00:00,0,1,1,4,5,7,3,7,9,8,7,9,10,9,6,8,8,8,9,8,8,10,11,6,9,8,7,4,7,0,3,2,4,14,19,14,13,10,11,10,7,7,5,7,5,6,0,4,2,4,0,3,1,2,2,1,0,0,1,3,5,6,6,7,8,5,5,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 06:00:00,0,2,3,11,11,14,15,16,18,16,9,10,11,10,13,15,16,17,12,11,12,10,11,9,8,9,8,7,8,9,8,10,10,13,12,9,11,12,10,5,7,5,4,2,1,0,3,2,0,2,1,1,2,3,2,0,0,5,6,7,3,5,6,7,5,5,7,8,4,3,7,4,6,5,5,2,3,4,4,5,8,8,14,14,11,10,11,10,9,6,2,2,0,3,4,6,3,0,0,5,4,2,0,0,1,0,0,0,0,0,0,0,0,0
2022-03-15 07:00:00,0,5,10,18,28,24,26,31,31,24,13,15,16,29,35,42,50,53,51,41,43,36,17,19,16,18,14,14,15,16,19,20,23,27,21,23,22,19,20,16,16,15,15,14,9,9,8,7,2,4,3,3,3,4,3,2,0,9,13,14,14,17,20,23,22,23,21,18,13,15,13,12,11,8,9,9,9,11,12,8,10,11,14,10,8,13,17,17,15,13,11,9,6,6,7,12,13,15,12,23,19,16,18,22,11,20,18,13,7,4,2,2,0,0
2022-03-15 08:00:00,2,8,34,44,47,32,34,39,38,32,14,20,23,24,28,40,43,37,38,42,41,33,25,23,21,21,18,17,20,20,23,24,26,35,30,30,29,24,23,21,21,20,21,20,11,12,11,8,8,7,9,12,9,9,5,3,3,20,30,34,40,46,48,55,49,37,29,27,18,17,16,14,13,11,10,11,9,13,22,21,23,28,28,28,21,28,39,30,24,22,13,15,11,8,9,10,10,11,13,24,23,20,23,23,24,22,14,18,7,6,4,3,0,0
2022-03-15 09:00:00,0,5,6,8,14,17,19,17,12,11,8,12,14,15,16,15,18,19,21,22,22,21,23,22,20,17,12,10,10,11,14,16,17,19,17,17,18,20,17,15,13,16,18,17,15,16,17,17,14,15,15,22,21,18,3,3,1,5,6,9,9,9,11,11,11,16,14,13,14,13,14,10,12,10,8,8,10,9,12,11,11,11,16,13,15,12,14,16,14,12,12,11,9,8,8,6,7,7,9,9,11,12,13,8,12,8,6,8,5,3,0,2,0,0
2022-03-15 10:00:00,0,4,10,7,7,8,9,10,11,7,5,8,9,11,12,12,13,11,14,14,14,16,17,13,19,18,20,13,12,10,14,13,13,13,12,14,16,16,14,10,14,17,10,9,9,12,11,9,7,6,8,8,4,5,5,5,4,4,7,8,9,10,9,10,7,8,8,10,10,10,10,9,6,8,6,5,6,11,10,3,12,13,13,14,14,11,14,16,15,15,11,10,9,7,10,10,11,9,7,10,8,8,9,10,6,6,7,5,5,6,0,4,0,0
2022-03-15 11:00:00,0,1,2,5,11,7,11,7,5,10,5,7,9,9,12,13,13,10,10,9,10,12,14,13,14,16,17,14,15,8,16,12,12,14,13,12,11,12,11,9,11,12,12,9,8,12,7,10,7,8,5,5,4,6,4,5,4,7,6,10,14,15,17,19,18,17,18,18,15,12,11,9,8,7,4,7,9,13,14,15,15,15,15,15,13,14,16,16,14,15,15,12,9,10,13,13,12,11,10,13,10,11,12,9,9,8,12,11,6,5,2,1,0,0
2022-03-15 12:00:00,0,6,4,8,13,11,9,16,11,13,10,14,16,15,16,15,16,19,18,16,13,15,19,18,16,15,14,11,16,11,18,17,15,15,16,16,14,15,15,12,15,18,16,14,12,12,13,13,10,13,15,18,16,15,6,7,6,14,8,19,17,18,17,8,15,14,14,13,13,13,14,14,13,10,7,12,11,11,13,12,15,12,13,12,10,11,18,20,19,20,16,14,7,10,9,11,11,9,11,10,11,13,17,17,16,15,14,11,5,3,0,2,0,0
2022-03-15 13:00:00,0,3,4,6,15,8,9,14,10,13,8,12,12,15,20,25,28,25,25,23,19,19,20,12,20,21,20,17,10,10,21,20,19,19,16,14,15,16,14,14,12,17,16,16,20,19,14,18,12,16,13,12,12,14,14,7,0,15,13,14,14,15,15,22,16,13,12,16,13,14,16,10,10,14,13,12,13,15,15,15,14,16,17,20,15,13,16,16,16,15,14,15,13,13,14,12,13,13,9,14,13,14,15,14,9,4,13,10,7,6,0,5,0,0
2022-03-15 14:00:00,3,3,4,7,10,12,11,12,9,12,10,13,14,16,17,13,17,15,20,19,20,16,20,19,21,17,18,17,6,15,12,13,14,12,16,12,12,13,13,11,14,17,19,20,18,21,21,18,11,17,15,14,10,6,6,10,9,8,10,10,10,12,14,13,15,13,11,15,17,18,16,17,20,19,18,19,18,21,18,17,16,17,15,15,17,16,18,18,18,33,43,47,45,39,43,42,17,17,15,16,14,14,13,13,12,11,0,9,7,3,2,0,0,0
2022-03-15 15:00:00,1,1,3,4,9,12,13,14,14,12,8,15,14,13,13,11,14,12,13,14,17,20,24,23,22,17,19,25,25,20,21,15,15,17,23,21,22,23,14,20,19,14,16,17,16,16,9,13,12,13,11,10,7,9,8,7,6,12,6,13,14,13,12,11,10,8,11,14,16,19,17,17,17,15,14,14,17,22,22,22,18,18,16,16,14,14,21,23,24,20,24,25,26,23,23,42,40,38,27,18,14,14,17,9,15,8,14,12,9,5,3,2,0,0
2022-03-15 16:00:00,0,5,10,16,19,13,14,15,14,13,11,16,17,19,17,16,14,10,16,17,15,21,24,26,26,19,20,19,20,21,22,18,14,13,13,15,18,19,21,22,19,20,21,24,25,25,25,24,23,23,23,22,19,21,18,13,12,14,17,19,18,19,17,20,21,20,22,16,16,13,15,13,17,20,14,21,23,22,24,23,18,18,16,22,24,25,25,22,24,29,30,32,41,46,48,45,41,41,33,30,25,21,19,17,16,15,13,13,10,6,2,0,0,0
2022-03-15 17:00:00,0,5,8,10,18,20,21,20,13,21,13,16,18,17,16,17,19,17,21,23,24,31,33,33,32,28,24,24,24,23,27,22,18,18,12,14,16,18,20,22,23,24,25,25,28,28,28,24,22,20,16,17,12,14,21,23,8,27,29,26,27,29,28,26,28,25,31,29,26,25,28,29,30,31,20,32,32,39,38,36,28,27,24,23,25,25,31,30,27,23,30,22,25,28,31,32,32,29,24,23,16,14,21,20,14,17,16,12,7,6,4,3,1,0
2022-03-15 18:00:00,0,6,8,11,39,43,47,52,50,43,17,31,29,24,19,18,17,17,21,21,26,34,37,38,38,27,24,26,27,27,28,25,23,18,16,17,22,34,35,41,39,37,40,36,45,43,39,34,31,29,22,17,16,15,15,15,14,25,31,29,27,28,28,28,25,21,39,46,43,44,45,44,47,46,44,37,35,38,33,28,26,25,24,23,21,25,26,33,34,34,28,27,25,25,28,28,21,24,25,23,20,29,33,31,30,30,29,24,14,12,10,5,0,0
2022-03-15 19:00:00,1,3,6,8,16,15,14,10,13,12,8,21,22,21,17,16,14,14,14,13,15,15,19,18,19,19,23,25,24,21,19,21,18,15,11,13,14,15,16,18,16,15,21,25,25,26,25,22,21,15,12,9,9,8,7,11,10,17,15,16,14,14,12,15,12,11,20,19,28,27,27,27,26,25,26,23,21,24,22,18,17,18,16,17,19,17,19,24,24,19,18,17,15,18,22,20,18,16,14,12,10,30,34,33,28,26,25,22,11,5,2,2,0,0
2022-03-15 20:00:00,0,2,4,3,10,3,11,12,6,10,9,12,13,17,13,10,7,9,13,13,9,14,15,11,13,12,7,8,5,6,13,10,8,8,6,9,9,11,4,6,12,12,13,12,12,13,12,17,14,11,8,9,7,7,6,7,5,14,16,17,12,17,11,16,13,14,13,10,16,17,19,10,15,16,16,15,16,22,21,21,19,19,22,14,10,21,19,18,18,15,17,18,19,19,22,18,19,18,16,13,15,20,12,19,14,11,10,14,5,5,4,1,0,0
2022-03-15 21:00:00,0,1,2,5,8,0,7,7,6,5,4,9,9,7,7,8,10,8,11,11,12,9,10,11,9,11,17,19,8,16,15,12,10,8,7,12,7,13,0,5,13,10,12,10,12,12,10,9,8,7,4,4,4,7,9,11,6,13,14,16,18,17,16,5,10,15,17,16,17,20,21,19,20,20,18,19,24,31,26,24,23,21,19,18,18,17,22,18,17,13,14,16,14,12,14,14,11,8,8,8,7,15,20,21,21,18,14,12,7,2,1,0,0,0
2022-03-15 22:00:00,0,1,1,4,4,0,0,5,6,4,6,11,12,9,9,8,9,9,12,12,13,14,14,15,14,8,10,9,7,5,8,7,9,5,9,12,13,12,11,14,16,17,16,16,14,17,15,10,11,8,6,6,3,10,11,14,4,18,17,15,19,15,13,14,12,10,12,14,19,21,21,20,16,18,19,18,25,39,35,33,33,32,33,31,32,33,38,36,35,29,33,29,32,29,30,26,24,23,22,11,20,14,15,10,13,9,8,7,4,6,5,2,0,0
2022-03-15 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,8,10,11,9,10,0,9,7,6,4,10,6,5,0,10,6,5,6,3,0,7,0,7,6,9,6,6,3,1,3,6,0,11,13,14,12,12,10,11,10,8,9,8,9,10,10,4,13,11,10,11,14,23,19,11,18,14,13,6,15,22,24,24,25,18,29,24,21,17,17,16,14,14,11,10,9,12,11,10,8,6,5,3,6,3,2,0,0,0
2022-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 04:00:00,0,2,1,3,8,9,10,13,0,14,13,19,20,25,24,22,25,24,27,6,24,21,9,20,22,29,28,24,22,21,0,18,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 05:00:00,1,1,4,6,7,3,6,10,9,8,7,10,11,11,10,6,8,8,8,9,10,10,9,8,8,7,7,2,8,0,7,6,8,16,13,11,10,9,9,2,7,6,7,6,5,6,0,5,4,3,3,3,0,2,2,1,0,0,1,2,4,3,1,0,4,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 06:00:00,0,2,2,6,7,8,8,10,11,9,5,8,8,11,14,17,19,19,14,8,14,11,14,11,10,10,10,7,7,8,7,8,9,12,10,7,7,7,7,1,4,6,5,2,2,2,5,1,2,3,1,2,4,1,3,4,0,3,4,6,6,7,6,7,6,7,7,7,6,5,8,7,8,7,0,5,6,4,4,4,6,8,14,15,13,14,10,10,8,7,5,5,0,4,5,8,9,9,3,5,4,0,0,1,0,1,0,0,0,2,0,1,0,0
2022-03-16 07:00:00,2,4,8,14,18,21,24,29,33,28,14,15,18,26,33,33,40,41,44,39,43,42,25,24,26,19,15,14,14,14,20,19,23,25,25,29,27,29,27,12,14,15,14,12,8,9,8,6,1,6,3,5,4,3,3,3,0,10,15,21,25,31,34,18,20,16,16,17,13,12,13,14,13,10,7,8,9,11,11,10,12,12,16,16,9,11,19,17,13,13,9,7,5,5,6,8,9,10,11,23,22,17,20,19,20,17,16,10,3,2,0,1,0,0
2022-03-16 08:00:00,1,9,21,25,25,23,24,30,27,23,14,21,25,26,29,37,43,38,41,35,30,32,33,30,24,26,23,21,24,27,33,28,35,40,30,43,36,32,35,29,26,29,25,24,16,11,10,9,11,10,11,12,10,11,4,5,2,16,19,23,29,33,40,44,43,38,29,29,27,24,26,21,20,16,14,12,8,12,19,19,22,24,25,23,19,21,22,22,18,19,16,16,12,10,12,15,9,16,17,20,18,30,34,35,30,25,18,21,8,5,4,3,0,0
2022-03-16 09:00:00,2,5,6,10,20,23,27,31,32,23,10,15,17,18,17,18,23,21,21,19,20,18,22,21,22,18,16,16,14,14,18,17,18,19,16,19,14,14,14,12,10,22,25,22,19,19,20,25,26,22,22,29,25,19,3,1,0,5,6,6,8,13,13,19,21,20,17,20,16,14,13,17,16,14,13,8,11,12,15,8,15,16,18,17,15,17,17,14,15,12,8,9,8,7,7,12,11,9,11,16,13,12,14,10,12,10,9,9,6,3,2,2,0,0
2022-03-16 10:00:00,1,2,4,5,15,18,20,12,14,16,11,17,18,20,20,22,20,16,15,16,15,15,17,16,17,17,17,11,12,13,14,16,16,15,10,12,12,13,9,11,7,8,6,5,7,9,11,9,10,7,7,9,8,6,4,5,1,5,7,10,8,10,9,12,10,11,11,10,9,7,7,8,7,6,4,6,8,9,9,8,11,11,10,11,10,10,16,14,14,12,13,15,14,16,21,17,10,9,11,11,13,11,12,11,6,9,5,8,5,4,2,3,0,0
2022-03-16 11:00:00,0,3,3,7,14,16,18,17,19,16,9,11,12,16,17,17,19,16,15,17,16,16,17,15,15,12,16,19,18,13,21,21,18,16,15,14,13,12,15,13,11,11,12,12,13,10,9,8,8,9,9,10,10,7,8,9,7,8,9,14,7,7,8,12,13,9,8,16,10,15,11,10,11,14,10,15,16,14,18,17,15,14,16,17,15,16,14,15,13,15,13,13,11,9,10,9,10,15,15,9,13,15,15,14,8,13,9,5,6,1,4,2,0,0
2022-03-16 12:00:00,1,1,4,6,7,10,12,14,10,13,6,12,16,15,15,16,18,13,14,13,11,17,21,22,24,20,16,15,14,14,17,17,15,17,9,7,11,12,13,11,18,12,11,11,13,13,14,13,11,11,12,11,10,9,6,7,3,10,11,15,20,21,13,14,15,11,15,12,10,8,11,10,11,11,9,12,8,16,12,13,15,17,17,16,15,18,23,22,21,19,17,19,17,16,17,19,13,18,16,14,11,14,17,18,13,15,12,10,7,5,4,1,0,0
2022-03-16 13:00:00,0,5,7,8,11,10,12,11,14,11,9,13,10,13,14,15,18,17,20,18,18,20,24,23,21,17,21,20,22,20,22,22,22,21,14,14,13,15,16,15,13,20,17,12,15,15,13,14,13,13,13,13,9,7,7,9,3,10,11,11,10,13,24,21,19,17,19,18,17,14,13,13,15,14,12,13,13,14,18,17,16,16,14,15,16,17,17,18,17,16,10,17,8,14,15,12,8,12,10,10,10,14,16,15,16,16,15,11,4,5,2,1,0,0
2022-03-16 14:00:00,0,4,7,9,13,11,12,13,11,12,6,20,22,21,20,19,23,15,21,21,21,25,24,26,26,19,18,20,18,18,20,19,18,21,15,15,15,18,17,18,18,16,16,17,18,22,21,21,19,15,12,12,7,8,6,9,5,14,13,16,15,16,13,17,19,19,18,15,20,20,21,19,18,20,17,17,19,22,20,16,15,14,14,12,11,13,20,21,19,16,14,18,16,18,21,22,13,15,15,16,13,14,13,14,9,13,10,19,16,15,3,1,0,0
2022-03-16 15:00:00,0,3,8,11,12,15,16,17,16,14,8,13,10,12,12,14,15,13,20,18,21,22,28,28,27,24,26,24,23,24,27,21,17,14,12,15,19,21,21,20,18,19,21,20,23,24,21,20,8,15,13,9,9,7,8,11,10,10,9,10,11,11,12,12,16,15,17,22,21,20,21,21,19,16,19,19,22,21,22,20,19,21,21,22,24,26,20,21,18,23,28,26,26,25,27,26,25,25,23,22,15,17,16,14,15,12,0,8,7,6,5,4,0,0
2022-03-16 16:00:00,2,4,8,11,16,15,16,16,16,15,12,17,17,18,19,19,18,17,19,19,20,20,27,27,29,24,23,23,25,24,27,21,21,20,17,22,24,26,25,23,21,19,17,17,18,16,12,15,19,15,14,10,10,12,11,15,14,19,22,25,24,20,19,20,18,18,21,20,25,24,24,22,21,18,18,20,21,26,25,24,21,21,24,14,22,15,18,17,17,21,30,32,40,46,46,44,39,37,34,25,21,28,30,27,24,21,22,20,11,9,8,4,0,0
2022-03-16 17:00:00,0,5,8,9,15,17,15,16,19,17,11,23,25,20,22,19,19,20,27,21,22,25,28,31,28,25,24,29,28,28,27,22,21,26,16,16,23,28,29,21,23,25,27,33,36,42,37,30,26,26,25,22,22,16,14,16,14,18,18,21,22,22,21,18,20,22,42,42,34,28,28,30,29,28,26,26,29,35,31,28,26,28,24,23,23,27,35,38,36,31,28,26,30,22,33,28,19,29,26,18,21,18,22,22,21,20,18,16,10,6,4,1,0,0
