Unnamed: 0,1_월암차고지,2_잿말,3_월암교,4_월암IC.월암동,5_도룡마을,6_부곡체육공원,7_장안마을,8_의왕고등학교,9_부곡복지회관,10_창말,11_켄테이너기지,12_교동,13_재활용센타,14_중앙도서관,15_의왕보건소,16_고천파출소,17_고천.의왕시청,18_오전동주민센터,19_의왕지구대.글로벌도서관,20_가구단지입구,21_포도원.현대.대림아파트.유한양행,22_호계3동주민센터,23_호계사거리,24_호계소방파출소,25_덕고개사거리,26_샘마을.대안중학교,27_안양남초등학교,28_농수산물시장.포일단지입구,29_민백마을,30_오뚜기식품.두산벤처다임.나눔초등학교,31_평촌동주민센터.인덕원대우아파트,32_인덕원초교.삼성아파트,33_인덕원역4호선,34_린파밀리에,35_갈현동부대,36_찬우물,37_정보과학도서관,38_과천주공2.3단지,39_정부과천청사,40_KT과천지사,41_경기도립과천도서관앞,42_과천8.9단지,43_과천성당,44_관문사거리부대앞,45_남태령부대,46_남태령역,47_사당역,48_이수역,49_총신대입구역.남성시장입구앞,50_경문고등학교,51_정금마을,52_이수교,53_동작대교전망카페,54_서빙고역1번출구,55_서빙고역교차로,56_국립중앙박물관용산가족공원,57_이촌역,58_용산세무서,59_용산철도고등학교,60_신용산역,61_KT용산지사,62_삼각지역,63_숙대입구역,64_갈월동,65_서울역버스환승센터.강우규의거터,66_시청앞,67_한국은행.신세계앞,68_숭례문(가상),69_숭례문,70_서울역버스환승센터,71_갈월동,72_숙대입구역,73_삼각지역,74_KT용산지사,75_용산역,76_용산푸르지오써밋,77_용산철도고등학교,78_용산세무서,79_이촌역,80_국립중앙박물관용산가족공원,81_동작대교전망카페,82_갯마을앞,83_정금마을.방배경찰서,84_경문고교.배나무골앞,85_총신대입구역.남성시장입구앞,86_사당동우체국앞,87_방배노인종합복지관,88_사당역,89_사당자동차학원,90_남태령역,91_남태령부대,92_관문사거리부대앞,93_과천성당,94_과천10단지,95_경기도립과천도서관앞,96_KT과천지사,97_정부과천청사,98_과천주공2.3단지,99_찬우물,100_갈현동부대,101_린파밀리에,102_인덕원사거리.인덕원역,103_평촌동주민센터.KT동안양지점.대우아파트,104_나눔초등학교.오뚜기식품.두산벤처다임,105_민백마을,106_농수산물시장.포일단지입구,107_안양남초등학교,108_샘마을.대안중학교,109_덕고개사거리,110_호계소방파출소,111_한성병원.민방위교육장,112_호계구삼거리,113_유한양행,114_가구단지입구,115_신안아파트.글로벌도서관,116_오전동주민센터,117_고천.의왕시청,118_의왕보건소,119_중앙도서관,120_재활용센타,121_교동,122_켄테이너기지,123_창말,124_부곡복지회관,125_의왕고등학교,126_장안마을,127_부곡체육공원,128_도룡마을,129_월암IC.월암동,130_월암교,131_잿말,132_월암차고지,133_월암차고지(종점가상)
2022-03-10 16:00:00,1,0,0,0,0,2,6,7,9,8,10,9,0,9,10,9,12,13,14,13,14,11,13,14,15,15,19,17,17,22,14,13,17,5,17,4,18,7,20,22,19,15,14,12,8,13,8,6,6,7,6,9,8,5,11,10,9,12,12,13,11,7,7,3,6,2,4,4,7,8,9,11,12,10,12,12,14,21,22,20,12,17,18,17,19,20,18,23,24,24,22,21,21,23,23,25,24,29,30,33,30,28,21,19,19,18,19,14,18,19,18,16,14,13,13,10,6,5,0,0,2,1,0,5,4,1,0,0,0,0,0,0,0
2022-03-10 17:00:00,1,0,0,0,0,1,5,8,9,16,14,18,13,13,18,18,26,25,26,26,17,19,27,18,20,25,24,21,22,23,22,17,14,15,17,18,19,20,19,20,19,23,23,24,17,22,18,13,12,13,14,20,0,18,22,11,21,22,17,15,11,9,5,5,3,2,6,6,8,16,18,20,13,14,14,14,15,14,18,16,17,17,17,17,21,25,26,34,35,36,36,25,35,34,29,27,25,30,32,35,34,37,35,36,35,34,35,36,16,32,30,28,21,18,17,16,13,12,10,0,0,11,9,7,5,2,0,0,0,0,0,0,0
2022-03-10 18:00:00,1,1,0,0,0,0,2,3,0,2,3,0,0,0,8,12,17,23,26,28,31,33,23,0,9,31,25,26,24,25,24,20,16,14,14,11,14,16,22,29,28,30,32,34,0,33,20,12,16,14,18,31,29,17,19,13,17,18,12,15,13,8,4,4,4,4,8,8,15,18,17,17,21,21,26,21,26,27,27,30,30,32,34,31,32,33,33,58,0,31,53,51,47,42,40,40,37,36,28,0,25,46,39,39,39,39,35,29,35,34,29,27,22,19,19,18,17,17,20,12,0,18,0,14,8,7,0,6,0,5,1,0,0
2022-03-10 19:00:00,0,0,0,0,0,0,2,3,0,0,0,0,0,2,2,1,4,2,10,11,14,15,19,20,20,19,18,13,8,14,14,10,15,14,9,13,9,10,10,18,4,18,17,20,0,19,13,12,7,4,8,11,9,7,9,2,7,9,6,8,6,5,2,4,2,1,4,4,11,12,13,14,15,13,21,20,23,19,21,24,23,22,22,21,27,27,24,39,18,36,0,34,29,28,27,28,32,36,35,34,33,61,55,46,46,39,35,33,31,30,28,25,22,20,14,17,15,16,0,10,0,0,0,8,5,1,0,0,0,0,0,0,0
2022-03-10 20:00:00,0,0,0,0,0,0,1,2,2,5,0,0,0,0,0,1,9,10,4,12,13,4,11,0,3,12,4,11,0,10,10,6,7,9,0,6,10,2,9,13,14,21,21,19,18,7,8,9,9,9,5,8,7,5,3,0,2,4,6,6,6,1,3,0,0,1,4,4,3,5,6,7,7,8,11,7,16,15,16,10,17,15,13,11,16,17,22,28,0,27,0,26,24,23,19,19,16,17,16,17,16,24,24,25,21,20,22,19,11,0,16,15,12,11,10,8,7,8,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0
2022-03-10 21:00:00,0,0,0,0,0,0,1,0,0,0,1,2,0,0,3,3,4,2,8,6,10,11,5,2,10,8,8,7,5,9,8,6,6,0,4,0,0,5,4,8,0,10,7,9,0,9,6,6,7,6,5,5,5,4,4,0,3,4,3,6,0,3,3,2,2,3,4,4,5,9,7,8,12,4,11,8,11,12,13,13,14,15,14,10,14,15,17,26,24,16,0,21,9,20,18,19,20,19,18,16,17,25,24,28,30,29,32,31,7,0,22,18,16,16,12,11,11,7,0,0,3,0,0,4,3,1,0,0,0,0,0,0,0
2022-03-10 22:00:00,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,3,3,4,1,5,2,5,3,4,5,5,7,6,7,6,4,6,5,2,3,4,0,3,6,0,4,5,4,0,4,4,6,8,10,13,13,7,10,11,5,10,10,5,5,5,1,2,0,1,3,3,3,3,5,5,8,8,9,11,11,13,10,15,11,10,13,9,12,13,11,11,25,0,0,24,23,21,20,20,21,23,23,22,9,19,31,33,33,30,28,28,15,29,14,22,20,19,17,13,12,7,6,0,0,0,4,1,4,2,0,0,0,0,0,1,0,0
2022-03-10 23:00:00,1,0,0,0,0,0,3,0,0,0,3,0,0,0,2,5,6,7,5,8,9,10,11,0,3,4,9,8,3,11,9,8,8,0,0,0,4,7,8,10,11,10,11,10,0,2,9,12,10,7,6,3,7,7,3,0,6,2,2,2,0,3,1,2,0,2,2,2,1,8,5,7,8,9,13,11,12,0,15,0,9,11,9,8,10,14,13,18,13,15,16,14,17,16,11,15,19,16,6,15,15,35,32,25,22,17,13,12,7,8,7,5,4,1,6,5,5,2,0,0,0,0,0,1,3,2,1,0,0,0,1,0,0
2022-03-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 04:00:00,0,0,0,0,0,0,1,2,2,0,0,0,0,0,2,4,5,3,6,5,7,8,10,11,12,0,11,14,0,15,13,12,11,12,0,0,0,0,9,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 05:00:00,0,0,0,0,0,1,3,0,3,0,4,0,0,0,0,4,2,4,5,6,10,8,6,7,10,11,11,0,10,16,19,16,15,7,6,12,0,10,10,11,0,11,14,15,13,11,9,8,8,0,8,7,6,3,4,0,0,0,0,5,3,4,0,2,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 06:00:00,1,0,0,0,0,0,4,6,7,3,0,0,5,0,6,8,9,9,12,13,18,23,13,24,22,23,26,27,24,28,31,25,25,22,22,26,20,19,16,21,19,22,22,23,22,15,18,18,11,12,13,14,0,12,0,0,11,0,11,6,8,7,6,4,5,1,0,0,1,1,3,2,1,0,2,0,1,0,2,0,1,3,4,3,3,5,5,6,0,6,0,5,3,6,5,5,18,16,10,3,3,4,3,5,0,0,6,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 07:00:00,3,1,0,3,3,0,15,21,24,4,0,0,23,22,30,33,31,34,38,39,41,35,34,0,35,37,42,44,44,50,53,48,33,34,34,36,38,38,37,39,39,42,48,50,49,46,28,27,29,29,31,34,0,19,20,9,21,20,14,16,13,16,15,7,13,2,1,1,2,3,4,4,9,9,12,8,12,11,14,15,14,11,12,13,17,21,22,28,27,26,22,19,19,18,15,13,13,10,12,9,10,22,18,17,12,18,16,16,18,8,15,14,15,12,8,5,7,6,0,0,5,4,4,3,1,1,0,0,0,0,0,0,0
2022-03-11 08:00:00,5,0,0,0,0,6,12,16,21,22,0,0,21,3,21,19,20,22,23,24,25,42,43,30,45,45,53,54,53,65,62,56,44,22,41,36,32,26,26,29,28,30,32,33,31,29,26,25,22,21,22,24,32,23,18,0,15,22,21,22,23,24,22,20,16,2,0,0,0,3,5,5,8,6,19,18,15,16,25,27,0,11,7,6,4,6,14,18,5,18,17,24,23,26,25,22,21,15,9,0,16,26,25,32,34,34,31,25,23,22,17,16,14,15,13,11,11,12,1,11,10,9,8,11,9,9,5,0,0,0,2,0,0
2022-03-11 09:00:00,1,0,0,0,0,0,4,6,8,15,0,0,0,15,13,8,15,18,22,23,34,21,33,20,33,31,33,25,30,32,35,34,29,11,28,28,29,30,31,32,30,34,35,38,37,35,22,17,14,15,15,15,12,12,15,9,0,15,10,14,9,8,10,8,5,2,1,1,0,5,2,5,4,4,7,6,8,5,9,12,11,7,10,9,11,10,9,13,3,13,10,12,11,8,10,8,9,10,6,3,0,33,23,9,6,10,12,13,0,0,11,4,10,9,9,4,6,5,1,4,0,3,2,0,0,1,1,0,0,0,0,0,0
2022-03-11 10:00:00,2,0,0,0,0,0,4,3,6,0,0,0,0,5,7,10,11,14,17,11,13,16,13,0,14,13,19,23,27,28,30,25,16,13,0,15,13,16,15,15,16,17,18,23,0,22,13,9,11,9,14,15,11,12,8,6,7,15,0,14,8,12,5,3,4,1,2,2,2,2,3,6,3,5,5,4,5,6,7,6,7,8,1,1,6,7,5,6,5,6,5,2,3,4,2,5,6,9,4,0,0,16,14,11,8,9,11,10,1,0,8,5,9,8,7,8,5,5,2,0,0,0,4,3,1,0,0,0,0,0,0,0,0
2022-03-11 11:00:00,2,0,0,0,0,0,4,2,5,0,2,0,3,0,7,7,8,13,14,15,18,20,19,17,20,18,20,23,23,26,29,24,22,16,15,16,19,13,18,17,17,19,20,19,21,20,13,12,11,12,10,12,10,9,11,10,9,5,8,9,7,11,10,7,6,5,3,3,4,3,4,5,4,5,6,3,5,4,5,6,0,2,5,5,5,8,5,8,7,7,0,9,9,8,6,5,6,5,0,5,2,14,10,9,8,7,8,7,6,7,8,5,7,6,5,4,8,9,0,8,0,0,7,7,5,3,0,0,0,2,1,0,0
2022-03-11 12:00:00,0,0,1,3,3,1,4,3,5,5,0,0,0,4,4,5,7,8,12,7,7,9,10,0,13,13,17,19,21,24,23,22,18,0,10,19,18,17,14,17,19,19,21,19,0,21,18,18,15,17,16,17,15,13,17,14,16,18,18,16,15,14,9,6,4,4,4,4,0,5,4,8,10,9,11,12,12,11,10,8,7,9,10,10,13,14,10,13,0,11,10,12,12,13,12,10,10,2,0,11,0,11,8,8,8,8,10,7,6,5,6,0,7,7,2,6,4,5,0,1,0,2,4,3,3,0,0,0,0,0,0,0,0
2022-03-11 13:00:00,1,1,0,0,0,2,4,6,1,0,0,1,0,5,4,3,2,4,5,4,9,8,0,9,10,8,11,9,12,11,10,10,11,7,8,8,17,18,18,28,29,31,28,15,0,28,11,11,12,10,13,11,0,11,16,17,15,9,14,11,8,8,5,4,2,1,5,5,5,13,12,9,11,10,15,10,16,15,15,13,6,11,10,9,10,9,9,14,9,9,5,14,17,17,16,17,17,17,8,8,5,10,8,9,6,10,11,6,10,0,8,3,3,7,6,4,5,3,4,0,0,0,0,1,2,0,0,0,0,0,0,0,0
2022-03-11 14:00:00,0,0,0,0,0,0,5,2,6,8,0,0,0,6,8,8,10,11,9,15,16,17,18,0,15,17,19,17,18,21,23,17,13,14,5,15,15,16,18,19,19,18,15,14,15,15,12,11,12,11,13,15,14,10,13,10,9,12,13,14,13,11,9,7,4,2,8,8,10,7,5,10,12,12,14,12,15,14,12,11,8,10,8,8,11,13,10,15,16,14,12,17,13,16,14,14,17,18,17,0,5,18,18,16,15,14,13,13,12,12,12,11,10,7,6,5,6,5,5,0,0,0,4,2,2,1,0,0,0,0,0,0,0
2022-03-11 15:00:00,0,1,0,0,0,1,6,8,8,0,0,0,0,7,6,9,10,12,11,8,11,12,12,9,23,36,39,33,28,20,11,10,8,6,9,10,7,8,9,10,12,19,17,20,19,22,15,14,12,7,8,9,9,9,10,10,10,11,12,13,12,11,6,5,4,1,5,5,6,8,9,11,15,14,17,0,18,15,10,16,15,15,16,10,13,13,15,14,13,12,0,12,12,14,13,15,13,14,13,5,11,10,12,15,9,17,15,15,16,7,13,13,14,13,12,10,6,5,5,0,0,0,3,3,3,1,0,0,0,0,0,0,0
2022-03-11 16:00:00,3,0,0,0,0,4,8,17,7,16,0,0,15,8,16,15,12,12,8,7,8,9,11,0,8,12,19,19,19,25,21,16,14,1,11,5,7,11,12,16,16,17,16,14,16,18,13,9,12,11,11,14,14,11,15,21,19,19,18,19,15,10,8,6,2,2,6,6,7,5,6,8,14,8,17,8,21,18,22,22,20,20,21,20,22,26,29,44,45,25,44,42,39,23,22,26,25,17,23,23,23,21,21,22,25,24,25,24,15,22,16,15,12,16,12,7,7,4,0,5,0,0,0,3,2,0,0,0,0,0,0,0,0
2022-03-11 17:00:00,0,0,0,0,0,0,4,6,7,6,1,0,0,6,7,8,11,14,18,21,26,9,26,12,0,24,23,22,22,30,29,24,20,14,16,17,21,21,23,26,20,28,31,20,20,17,18,13,12,11,10,16,12,9,15,14,14,14,13,12,9,15,12,10,4,3,8,8,11,14,16,19,26,26,25,26,27,26,27,34,30,30,27,24,25,21,22,30,29,0,21,29,27,37,33,34,34,35,36,44,38,50,48,45,46,29,23,20,20,0,17,17,14,14,12,12,16,15,16,15,0,11,7,8,4,2,0,0,1,0,0,0,0
2022-03-11 18:00:00,2,2,0,0,0,0,3,4,5,6,7,0,0,0,10,10,9,10,12,14,18,19,26,27,26,24,25,25,24,31,32,24,25,0,24,24,14,16,24,28,29,29,30,32,33,31,19,19,18,20,23,29,26,12,13,10,14,15,13,16,15,7,4,3,1,3,5,5,11,16,17,19,21,21,22,18,20,21,22,26,28,31,32,31,33,36,35,45,36,44,42,40,38,35,30,33,33,33,35,36,35,50,42,45,47,42,42,39,36,33,31,29,25,23,24,21,22,19,0,0,0,0,15,11,6,2,0,0,0,0,1,0,0
2022-03-11 19:00:00,0,1,0,0,0,0,3,5,2,0,1,0,1,6,7,5,6,9,10,9,12,9,15,0,16,15,15,14,15,15,18,13,9,0,0,7,9,7,15,13,9,11,7,13,0,12,12,11,12,10,9,11,10,6,7,6,4,7,6,9,7,10,7,6,3,2,6,6,5,8,8,13,15,11,15,16,18,15,18,16,16,16,17,14,24,25,25,36,27,28,23,34,33,23,31,32,30,33,0,0,16,61,55,51,46,36,30,28,29,26,26,25,22,19,17,15,15,11,4,0,0,3,10,9,7,0,0,0,0,0,0,0,0
2022-03-11 20:00:00,0,0,0,0,0,0,2,1,4,2,0,0,0,0,3,5,4,5,6,2,7,10,1,0,4,6,9,10,6,10,8,6,7,0,6,0,0,0,3,9,6,5,7,8,0,7,10,8,6,1,6,5,4,4,5,0,0,3,1,5,2,2,3,1,0,2,4,4,3,8,8,8,7,10,15,15,18,18,19,20,22,17,19,15,17,20,17,24,24,22,0,28,28,25,24,26,27,28,31,30,29,36,33,33,28,26,23,20,19,18,16,14,7,13,11,10,6,3,4,0,0,0,5,4,2,0,0,0,0,0,0,0,0
2022-03-11 21:00:00,0,0,0,0,0,0,1,1,0,5,0,0,0,0,5,4,4,4,5,4,7,7,8,0,6,7,9,9,0,10,10,7,8,0,0,0,7,0,7,12,13,12,0,11,0,13,10,8,6,6,7,9,0,6,7,4,6,7,6,5,4,5,4,0,1,2,4,4,3,6,7,10,8,11,18,7,18,10,18,17,21,15,20,13,19,17,20,21,21,22,16,18,19,16,15,20,19,15,18,17,0,23,21,19,20,20,19,13,18,0,15,13,11,10,8,8,10,1,0,0,1,0,9,5,2,1,0,0,0,0,0,0,0
2022-03-11 22:00:00,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3,6,2,4,4,7,8,5,0,0,11,9,10,12,11,11,8,9,8,0,3,7,8,3,11,10,6,6,5,0,9,6,5,6,8,9,4,0,6,5,0,3,5,5,6,6,3,4,5,3,2,4,4,5,7,8,12,13,14,16,15,0,14,18,20,19,15,16,9,16,19,20,30,29,23,29,25,26,24,22,21,18,18,10,0,19,29,28,25,22,16,13,12,11,0,9,8,7,6,8,0,9,7,4,0,8,9,8,6,4,2,0,0,0,0,1,0,0
2022-03-11 23:00:00,1,0,0,0,0,0,2,3,0,4,0,0,0,0,2,0,3,5,9,10,13,14,5,0,14,14,16,15,0,16,13,13,14,13,13,0,9,12,12,12,9,11,9,10,0,11,19,19,21,17,16,14,8,11,3,0,5,4,6,5,8,6,6,5,2,1,4,4,5,12,5,10,14,12,19,10,16,0,19,0,15,18,14,13,16,22,21,61,26,36,35,58,50,49,26,22,21,20,20,0,10,31,27,25,22,17,22,21,0,0,16,15,14,12,11,5,9,8,0,0,0,0,4,5,2,0,0,0,0,0,0,0,0
2022-03-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 04:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,4,0,2,0,5,6,7,7,7,4,6,8,0,0,0,7,0,8,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 05:00:00,0,0,0,0,0,0,2,1,3,0,0,0,0,0,2,2,3,4,7,6,8,7,8,0,6,9,11,6,10,8,7,9,13,12,8,6,9,8,5,6,3,8,7,0,6,8,7,6,4,6,5,3,4,3,4,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 06:00:00,0,0,1,1,1,0,1,2,3,2,0,0,0,0,3,2,5,5,7,0,7,6,8,0,10,11,13,13,8,15,14,14,30,25,13,12,11,11,11,10,11,14,10,13,0,9,6,4,5,4,3,5,0,3,4,5,4,2,0,0,3,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,3,0,2,2,4,5,0,0,0,0,2,6,4,4,6,0,5,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 07:00:00,0,0,0,0,0,0,6,9,9,0,0,0,0,8,10,5,11,12,16,17,18,18,19,0,7,11,12,11,11,11,12,11,10,2,0,8,0,7,8,8,0,7,6,6,0,7,8,7,6,5,6,8,0,6,7,2,0,0,0,2,2,0,1,0,0,0,0,0,1,2,3,4,1,0,3,3,2,0,0,0,0,0,3,0,3,4,0,6,5,3,0,4,4,4,2,2,3,0,0,0,0,7,7,6,3,5,7,8,6,3,3,0,0,2,0,2,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 08:00:00,1,0,0,0,0,0,3,7,8,5,0,0,0,8,7,10,12,16,17,19,25,24,25,0,9,24,25,27,26,26,24,23,22,13,0,21,20,19,16,15,11,11,16,16,16,14,10,8,7,9,8,10,7,4,5,0,4,1,3,3,0,0,2,3,1,0,0,0,1,2,0,2,3,1,3,1,2,1,4,4,4,4,4,4,3,5,4,9,0,3,0,6,5,5,3,3,3,0,0,2,2,9,7,6,4,6,6,7,6,0,5,3,7,4,5,4,3,4,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0
2022-03-12 09:00:00,1,0,2,2,2,0,8,6,9,0,0,0,0,8,8,10,15,17,24,24,30,34,28,21,29,31,33,34,33,39,40,28,26,10,27,26,27,25,22,23,22,21,24,26,22,24,13,12,13,12,14,15,11,6,7,6,4,5,5,5,0,5,3,0,3,1,0,0,1,3,5,6,8,8,9,4,1,8,5,4,4,5,8,7,7,9,11,19,1,3,10,18,14,15,17,11,8,10,9,9,0,13,9,9,9,10,9,10,8,0,13,12,10,9,4,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-03-12 10:00:00,0,0,0,0,0,1,4,7,5,6,0,0,0,0,8,9,11,12,14,14,22,25,26,10,25,22,24,29,28,28,27,25,18,0,12,19,18,19,16,23,24,28,29,29,0,22,16,11,18,19,12,12,11,8,10,0,9,9,11,9,10,8,7,8,5,2,0,0,1,3,4,6,7,0,8,7,5,6,7,5,6,7,1,5,7,7,6,7,0,0,0,5,4,3,3,3,2,0,0,4,3,7,7,8,7,8,8,5,9,8,7,5,9,8,5,8,5,6,7,0,0,0,0,7,3,1,2,0,0,0,0,0,0
2022-03-12 11:00:00,1,0,0,0,0,1,4,1,0,0,0,0,0,3,6,2,5,8,10,15,17,18,18,0,20,22,28,29,31,32,35,31,20,16,14,17,17,19,17,22,25,29,29,32,31,29,21,20,22,20,13,23,20,15,12,15,0,16,18,16,14,11,8,2,4,2,2,2,1,3,5,7,9,5,15,10,12,11,11,10,10,6,6,8,12,13,13,13,7,11,12,16,15,16,15,12,10,9,11,6,0,10,8,7,9,9,8,7,8,0,7,7,7,7,8,6,7,6,6,0,0,0,3,4,2,1,0,0,0,0,0,0,0
2022-03-12 12:00:00,0,0,0,0,0,1,7,5,8,0,5,0,0,0,7,8,10,12,15,16,23,24,25,20,27,26,31,32,30,29,31,29,20,19,0,20,21,14,18,19,18,19,21,21,22,23,21,23,29,31,33,34,31,28,34,32,34,11,32,26,10,16,10,4,9,1,3,3,4,7,0,8,8,9,10,9,10,9,12,12,0,11,14,13,19,18,20,23,11,22,0,18,16,14,17,13,11,14,13,12,0,21,21,19,19,16,16,11,13,12,13,11,9,8,6,6,5,8,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0
