Unnamed: 0,1_진관공영차고지,2_지축교앞,3_래미안922동앞,4_래미안909동앞,5_구파발역.롯데몰,6_은진초교입구.은뜨락도서관,7_은평구민체육센터앞,8_신도초중교입구.한국고전번역원,9_은평경찰서,10_연신초등학교.연신내성당,11_북한산대창센시티아파트,12_불광중학교,13_북한산수자인아파트,14_수리초등학교입구,15_불광1치안센터.독바위역,16_불광1동공동주차장앞,17_불광대호아파트,18_불광초등학교,19_불광역3호선.서울혁신파크,20_한전성서지사.북한산푸르지오,21_녹번전철역,22_녹번역,23_은평구청,24_응암1동주민센터,25_녹번센트레빌아파트,26_영락중학교입구,27_시립은평병원,28_백련산힐스테이트4차,29_응암초교.백련산힐스테이트3차,30_충암고교앞.대주피오레아파트,31_명지전문대.충암중고등학교,32_명지중고등학교,33_명지대삼거리,34_명지대,35_DMC센트럴아이파크아파트,36_명지대사거리제일은행앞,37_백련시장,38_홍남교.서대문두바퀴환경센터,39_연희A지구아파트,40_연희동자치회관,41_연희3거리,42_연희교차로,43_연남동,44_홍대입구역(가상),45_홍대입구역,46_서교동주민센터.마포신문사,47_동교로사거리,48_홍대입구역(가상),49_홍대입구역,50_연희동대우아파트,51_연희교차로,52_연희동자치회관,53_연희A지구아파트,54_홍남교.자전거대여소앞,55_백련시장,56_명지대사거리국민은행앞,57_명지대,58_명지대삼거리,59_명지중고등학교,60_명지전문대.충암중고등학교,61_충암고교앞.대주피오레아파트,62_응암초교.백련산힐스테이트3차,63_백련산힐스테이트2차,64_시립은평병원,65_영락중학교입구,66_녹번센트레빌아파트,67_응암1동주민센터,68_은평구청,69_녹번역,70_녹번동대림JR아파트앞,71_녹번역,72_한전성서지사.북한산푸르지오,73_불광역3호선.서울혁신파크,74_불광역9번출구.불광초등학교,75_불광롯데캐슬아파트,76_불광대호아파트,77_불광1동공동주차장앞,78_불광1치안센터.독바위역,79_수리초등학교입구,80_북한산수자인아파트,81_불광중학교,82_북한산대창센시티아파트,83_연신초등학교,84_은평경찰서,85_신도초중교입구.한국고전번역원,86_은평구민체육센터앞,87_은진초교입구.은뜨락도서관,88_구파발(가상),89_구파발역2번출구,90_롯데캐슬823동앞,91_롯데캐슬820동앞,92_지축교앞,93_진관공영차고지
2022-03-12 11:00:00,0,0,4,5,4,5,5,17,19,8,19,21,17,21,23,25,26,23,17,16,18,17,20,19,20,21,28,31,30,32,35,21,22,40,39,37,37,41,42,44,50,50,45,33,2,4,3,1,17,18,10,9,8,11,11,11,14,15,14,19,19,25,31,38,38,37,32,27,15,14,12,11,9,13,10,10,12,13,12,11,12,13,6,7,11,6,7,5,2,0,1,0,0
2022-03-12 12:00:00,0,0,1,3,5,4,2,4,5,4,6,9,8,12,17,18,19,17,15,14,17,17,19,22,20,22,23,25,17,23,24,24,28,33,34,39,40,38,41,44,46,46,37,32,5,3,3,0,18,18,17,17,16,15,14,13,13,12,13,15,16,19,19,24,22,23,25,22,14,0,9,9,7,11,14,13,12,10,9,7,7,6,0,0,7,6,2,2,1,0,0,0,0
2022-03-12 13:00:00,0,0,3,6,7,9,9,13,12,8,14,19,19,18,17,18,18,16,16,15,15,14,15,16,16,16,22,25,26,24,23,24,22,25,29,31,34,36,35,34,37,43,40,32,4,2,3,0,24,25,20,18,17,15,13,15,16,15,14,15,14,18,21,23,25,27,18,21,18,12,16,13,10,12,13,13,12,10,12,9,11,9,6,4,3,0,5,4,3,2,0,0,0
2022-03-12 14:00:00,0,0,4,5,10,8,7,5,9,8,11,12,17,16,26,26,25,18,16,18,21,24,23,23,22,18,17,15,15,15,19,21,22,22,21,22,24,25,25,29,34,41,41,36,7,6,4,0,23,26,26,25,23,19,17,17,15,17,18,15,16,11,15,15,14,17,14,14,13,12,15,12,9,15,3,10,15,14,12,10,9,4,4,4,2,1,4,1,1,0,0,0,0
2022-03-12 15:00:00,0,0,3,5,6,2,3,13,19,7,21,25,25,23,24,25,25,23,21,21,15,18,19,22,23,20,17,16,16,15,23,16,23,29,24,30,34,34,34,36,37,31,35,31,5,4,5,0,31,32,29,21,20,17,16,18,15,15,16,21,21,20,20,21,19,21,15,18,10,11,7,13,15,15,10,13,16,14,12,11,13,12,11,5,9,9,8,1,3,2,0,0,0
2022-03-12 16:00:00,0,0,3,4,6,4,4,7,8,5,10,19,21,22,23,22,23,18,13,13,18,21,22,21,19,19,18,16,18,16,22,26,22,28,29,31,33,36,36,40,44,47,42,41,7,3,6,0,35,33,28,24,26,22,18,18,15,18,15,15,16,15,14,17,15,17,15,18,12,11,13,11,13,21,17,16,19,17,14,12,11,12,12,6,10,10,4,6,3,1,0,0,0
2022-03-12 17:00:00,0,0,2,3,10,6,0,0,5,6,8,6,10,10,12,12,14,17,17,18,22,26,29,29,28,26,25,31,29,30,33,33,34,34,24,35,38,45,46,31,49,48,36,31,3,6,8,0,32,33,35,33,32,29,27,28,34,33,30,31,27,26,27,23,22,20,17,17,9,9,12,12,11,14,14,15,14,14,14,9,9,8,6,4,4,4,0,4,2,1,0,0,0
2022-03-12 18:00:00,0,0,0,1,5,6,15,16,7,14,17,16,17,16,16,15,15,17,16,15,23,29,31,29,26,23,22,21,21,20,18,17,19,17,16,15,19,21,24,24,27,39,38,30,8,2,4,0,26,28,29,31,23,30,26,22,21,19,16,18,17,16,15,17,15,11,17,16,15,0,16,12,12,16,14,12,9,10,11,7,6,5,5,5,3,2,1,2,4,3,1,0,0
2022-03-12 19:00:00,0,0,3,4,8,6,0,0,4,0,7,8,7,5,6,5,5,7,8,8,11,13,15,14,13,14,13,8,7,12,9,11,12,12,0,16,20,18,13,20,20,26,23,21,3,3,4,0,32,32,33,31,23,23,20,17,19,20,19,18,9,19,13,18,15,14,14,13,11,8,7,6,5,11,12,11,11,6,6,3,3,4,5,4,3,7,0,1,4,1,0,0,0
2022-03-12 20:00:00,0,0,1,3,11,12,5,21,23,2,21,3,17,15,14,14,15,13,13,6,19,18,17,15,13,9,9,8,2,4,4,3,3,5,6,8,9,10,2,8,9,12,11,11,2,3,4,0,24,23,24,24,23,29,28,28,21,18,17,19,18,17,15,12,7,11,7,10,12,0,7,12,13,14,13,13,12,11,10,7,6,5,2,4,4,5,2,2,3,2,0,0,0
2022-03-12 21:00:00,0,0,1,2,6,4,0,0,5,9,8,5,0,2,4,5,6,5,8,9,14,19,24,17,15,10,11,6,5,5,4,2,5,7,6,8,10,9,8,9,10,13,16,11,4,4,0,0,25,31,33,34,32,25,28,26,18,19,18,21,16,19,11,15,14,12,10,11,9,7,8,7,9,16,14,14,13,9,9,7,8,7,1,0,2,2,2,1,2,1,0,0,0
2022-03-12 22:00:00,0,0,1,0,7,11,0,13,13,15,14,13,11,3,11,12,8,10,12,11,17,20,13,19,17,16,11,10,9,8,6,5,7,6,6,6,7,7,6,6,7,10,6,8,3,3,3,0,38,39,37,34,33,19,31,30,24,21,19,18,16,12,15,12,8,9,5,7,8,8,8,7,9,11,9,7,4,7,7,6,2,1,1,0,0,0,0,0,3,2,0,0,0
2022-03-12 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,2,4,5,7,9,10,12,10,8,8,5,6,5,5,5,4,4,3,2,6,0,4,5,7,13,19,18,3,3,4,2,33,31,35,29,37,33,32,29,18,17,16,14,11,15,10,9,8,7,6,6,8,7,10,9,13,20,20,17,14,10,9,5,5,4,2,1,0,1,0,0,2,0,0,0,0
2022-03-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 04:00:00,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,4,0,0,3,3,4,0,3,0,2,5,4,5,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 05:00:00,0,0,1,0,0,0,0,1,0,1,2,3,0,3,5,4,4,3,2,3,2,3,2,0,3,0,2,0,2,0,3,3,3,6,7,10,9,11,8,7,10,4,9,5,1,0,0,0,3,2,3,0,0,0,2,1,1,0,0,1,0,0,0,2,1,3,0,4,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
2022-03-13 06:00:00,0,0,0,1,0,0,0,1,2,0,2,1,1,1,2,0,3,1,4,3,8,9,8,4,3,1,3,4,3,0,4,0,7,9,2,11,13,12,7,8,11,10,9,6,0,0,1,0,3,4,5,2,1,2,1,3,2,0,1,4,3,4,5,4,6,5,6,5,4,3,2,1,2,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,1,0,0,0,0
2022-03-13 07:00:00,0,0,1,2,4,0,1,6,5,0,5,6,0,4,3,2,4,3,4,3,4,5,0,7,4,8,4,9,8,3,5,4,7,9,8,8,11,13,15,14,16,7,13,9,2,0,1,0,2,3,2,1,4,2,3,4,5,6,6,5,7,5,7,10,11,12,10,7,2,1,2,2,2,4,3,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2022-03-13 08:00:00,0,0,4,6,1,2,3,3,4,4,6,8,9,10,12,13,10,11,12,9,15,13,6,6,9,8,9,8,9,8,9,3,10,11,13,10,14,15,17,16,16,22,10,18,1,1,0,0,2,2,1,2,1,0,1,3,0,0,5,3,7,9,7,21,23,24,23,17,1,0,1,1,1,3,3,2,0,2,4,0,2,1,2,1,1,0,2,0,1,0,0,0,0
2022-03-13 09:00:00,0,0,3,3,3,0,1,2,2,2,6,9,10,5,11,14,15,11,9,12,14,9,10,7,9,10,12,10,11,10,13,12,15,21,22,24,26,15,27,26,24,21,19,14,2,1,0,0,6,4,4,3,0,3,6,7,6,5,4,7,8,3,11,15,17,6,16,14,7,8,6,5,4,3,4,3,4,4,4,6,5,0,3,2,4,3,4,3,2,0,0,0,0
2022-03-13 10:00:00,0,2,2,4,5,3,0,6,7,6,4,5,6,8,9,9,4,6,8,9,9,11,12,11,10,12,14,15,8,14,7,14,13,17,18,13,19,20,16,17,20,20,19,17,2,2,2,0,13,11,11,9,7,4,4,8,7,7,9,8,0,12,14,15,16,13,15,14,7,6,5,5,5,8,7,7,6,5,4,2,4,7,6,1,2,7,4,6,2,1,0,0,0
2022-03-13 11:00:00,1,0,3,5,4,1,0,5,6,4,7,10,7,10,13,13,14,10,6,5,9,10,12,13,14,14,15,14,16,15,15,19,18,21,20,22,19,23,24,23,29,33,25,20,3,1,0,0,7,4,4,3,4,6,7,8,6,9,9,10,11,12,7,14,11,12,12,13,9,8,8,7,5,8,7,4,3,2,6,3,4,3,2,1,2,0,0,1,0,0,0,0,0
2022-03-13 12:00:00,0,0,5,9,11,10,2,0,13,5,13,12,5,13,12,11,12,10,11,10,12,13,13,14,13,24,23,22,23,17,22,25,26,27,28,27,22,27,27,25,28,32,30,22,4,4,3,0,11,9,7,10,7,9,8,9,10,10,16,17,20,19,18,16,19,24,14,19,14,11,10,6,5,4,3,4,5,5,6,5,5,3,0,5,1,0,4,1,1,0,0,0,0
2022-03-13 13:00:00,0,1,2,2,3,4,3,5,7,8,11,15,15,19,21,22,23,20,19,7,17,16,15,15,16,16,17,18,20,14,22,22,24,28,30,30,33,37,45,16,44,42,41,40,4,2,4,0,24,23,19,21,20,16,14,16,13,11,13,14,13,12,13,19,17,18,17,16,14,12,12,13,11,7,8,7,8,9,10,4,9,8,7,5,4,0,0,1,1,0,0,0,0
2022-03-13 14:00:00,0,0,4,3,4,2,5,3,5,5,7,9,9,11,11,6,13,12,14,8,16,14,20,20,13,20,17,12,12,11,14,13,13,17,19,22,23,24,25,25,28,30,29,26,2,5,8,7,17,16,12,11,10,9,13,10,8,8,9,20,7,5,19,19,7,9,9,11,9,7,9,7,8,12,6,11,10,8,8,5,6,7,6,5,6,0,4,0,2,1,0,0,0
2022-03-13 15:00:00,0,1,3,4,4,4,5,6,8,0,8,9,8,9,10,11,11,10,15,16,15,22,22,20,20,18,12,14,11,12,12,11,15,18,17,18,19,19,14,22,24,26,23,22,1,2,4,0,19,22,20,21,3,21,21,23,24,22,20,24,21,20,17,14,11,14,15,13,12,14,11,11,10,14,15,6,10,5,7,8,9,7,6,2,8,2,7,6,2,1,0,0,0
2022-03-13 16:00:00,0,0,2,0,7,6,0,7,5,4,6,9,8,6,11,12,13,10,13,12,15,18,18,19,14,17,14,12,13,11,16,14,16,20,21,23,24,26,26,27,30,38,33,27,4,1,4,0,27,26,24,20,20,16,15,18,18,17,18,18,19,13,17,11,13,16,14,12,10,11,11,8,8,9,8,6,0,4,8,4,3,3,3,6,6,1,3,0,5,2,0,0,0
2022-03-13 17:00:00,1,0,2,3,11,12,2,0,12,4,8,4,0,4,8,8,4,5,11,5,15,16,18,16,14,14,13,15,13,7,16,13,14,18,18,18,19,13,21,26,30,35,30,26,7,6,8,1,29,35,31,31,29,24,22,17,15,16,15,15,14,16,13,17,16,14,11,11,10,7,10,10,11,11,11,13,10,7,8,9,9,8,5,0,4,0,3,0,2,0,0,0,0
2022-03-13 18:00:00,0,0,0,0,6,1,1,0,5,7,11,8,7,9,10,11,12,8,8,9,14,18,17,14,12,11,11,11,12,11,12,11,12,12,12,9,3,10,8,11,13,12,12,9,2,2,4,0,15,27,24,22,12,20,21,20,15,14,13,13,0,11,12,12,11,9,13,15,11,9,9,7,7,11,11,10,10,8,8,5,7,4,2,2,3,2,2,0,4,3,1,0,0
2022-03-13 19:00:00,0,0,1,0,4,5,0,1,4,4,6,6,4,3,7,5,8,7,6,4,10,14,14,12,14,14,10,8,7,7,9,4,8,15,8,13,4,0,0,5,14,12,11,10,2,3,4,0,31,35,30,28,26,23,19,18,17,18,16,15,11,10,9,10,10,10,8,7,6,6,5,3,8,20,19,11,10,9,8,7,4,3,3,1,3,2,1,0,2,0,0,0,0
2022-03-13 20:00:00,0,0,1,1,5,0,1,0,5,1,4,4,3,4,4,3,5,6,5,4,13,15,14,12,12,11,8,7,8,0,7,6,4,5,4,5,3,3,0,4,9,12,13,8,3,1,1,0,22,23,23,25,23,18,18,16,13,16,15,17,9,18,16,16,14,11,10,8,5,4,7,8,9,13,10,9,8,7,3,4,3,1,2,1,0,0,0,0,3,2,0,0,0
2022-03-13 21:00:00,0,0,0,1,8,6,0,10,9,3,8,9,3,3,8,7,7,6,6,4,9,15,14,15,12,11,8,6,5,7,6,6,5,7,6,1,7,2,8,10,11,13,15,13,5,3,3,0,25,28,28,22,26,24,21,23,21,16,14,13,11,11,10,10,9,7,6,6,4,0,5,3,6,8,7,4,3,3,3,2,2,0,1,0,1,0,0,0,3,2,1,0,0
2022-03-13 22:00:00,0,0,1,1,2,4,0,5,2,0,3,6,7,0,5,2,0,4,5,5,11,14,15,13,11,8,6,4,0,5,4,2,3,5,0,4,3,4,6,5,7,7,7,5,1,3,4,0,36,29,28,27,25,23,21,21,21,20,18,17,14,8,12,12,11,10,4,9,6,8,6,7,6,10,9,8,5,4,4,3,2,1,1,0,0,0,0,0,2,0,0,0,0
2022-03-13 23:00:00,0,0,0,0,2,0,1,0,1,4,0,2,1,0,3,4,5,5,5,4,6,8,6,9,8,7,4,3,1,2,3,3,3,6,6,7,5,6,7,0,7,8,10,5,1,4,5,0,25,29,27,24,25,22,21,17,17,13,14,13,12,10,5,8,6,5,4,3,3,0,0,1,3,6,5,5,4,4,2,0,0,0,0,1,2,0,0,0,4,1,0,0,0
2022-03-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 04:00:00,0,1,0,1,1,1,0,0,0,0,2,3,2,3,6,7,8,9,3,4,1,0,2,5,2,0,7,4,6,5,4,5,7,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 05:00:00,0,0,1,2,0,0,0,2,0,0,4,3,3,5,4,6,6,5,2,3,4,5,5,4,4,4,6,3,4,5,5,6,8,6,9,2,11,8,12,8,11,11,10,7,1,1,0,0,2,2,4,2,0,5,7,5,4,3,2,1,2,5,8,12,7,12,13,11,4,0,3,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 06:00:00,0,2,4,7,2,2,3,1,1,2,3,2,4,4,6,8,10,9,6,7,8,10,11,12,14,11,13,16,8,13,16,14,17,22,25,26,28,28,20,27,25,26,24,19,4,2,1,0,8,5,4,0,4,0,9,5,7,2,7,6,10,14,19,32,36,40,39,27,6,5,4,2,1,3,3,5,4,4,2,1,3,3,3,1,6,2,1,0,0,0,0,0,0
2022-03-14 07:00:00,0,3,15,23,9,5,3,7,4,5,13,18,18,23,35,37,38,26,13,13,19,31,32,43,45,49,53,52,48,36,25,18,20,25,28,32,42,50,54,56,57,61,50,47,3,2,1,0,21,22,21,22,12,22,14,28,12,17,16,15,20,27,32,41,52,53,41,33,7,8,12,14,13,11,12,17,17,10,15,18,24,25,21,21,26,26,19,16,10,3,2,0,0
2022-03-14 08:00:00,0,0,9,14,4,5,2,9,10,11,19,24,26,30,36,38,35,31,24,27,30,31,26,27,24,29,32,36,35,30,19,25,30,29,31,24,42,46,46,44,48,50,45,39,6,3,2,0,32,35,34,32,24,33,33,33,33,34,30,13,16,15,18,29,32,51,50,42,12,12,10,14,9,9,21,30,33,33,38,39,18,13,12,10,14,5,9,11,6,1,0,0,0
2022-03-14 09:00:00,0,1,5,9,4,3,4,4,6,8,11,15,13,18,22,25,24,17,18,19,30,29,26,28,28,32,31,32,29,29,18,19,23,24,27,29,36,39,42,44,45,44,42,36,5,3,3,2,56,57,56,47,48,45,55,48,48,49,49,11,15,17,18,23,26,27,25,23,12,11,11,9,7,6,4,5,1,4,4,5,4,6,7,3,8,2,7,4,2,0,0,0,0
2022-03-14 10:00:00,0,0,2,3,2,2,4,6,5,6,6,7,8,9,12,13,16,12,8,6,11,10,12,11,5,12,13,15,10,11,20,19,19,21,20,23,25,28,29,30,31,32,26,24,4,2,2,0,16,17,11,16,13,20,15,22,22,21,17,8,7,9,8,13,14,11,13,22,7,4,6,5,4,5,8,9,7,7,8,7,5,5,5,6,5,2,4,3,2,0,1,0,0
2022-03-14 11:00:00,0,1,2,2,4,4,4,3,5,6,5,9,8,8,9,11,12,11,14,15,18,20,20,19,18,11,18,16,6,15,18,21,25,21,20,20,22,23,25,24,23,24,19,14,4,3,4,0,25,29,28,27,23,23,22,20,18,16,14,9,9,10,13,20,21,20,18,19,7,7,3,5,6,6,4,5,7,5,6,6,7,5,3,6,0,1,2,4,2,1,0,0,0
2022-03-14 12:00:00,0,0,3,4,7,3,7,2,8,9,10,11,6,13,15,15,16,14,17,18,24,26,28,26,24,23,24,26,22,20,39,43,44,44,44,42,41,42,34,31,43,40,33,29,4,1,2,0,31,32,33,30,30,31,30,26,25,26,22,13,9,13,13,15,16,17,16,14,10,0,10,10,11,13,12,12,11,11,10,5,10,8,6,7,7,6,4,3,5,0,0,0,0
2022-03-14 13:00:00,0,0,1,3,7,4,3,5,8,9,11,11,7,11,12,13,12,12,16,16,25,27,25,25,24,24,23,24,23,23,25,25,26,28,16,20,27,22,31,28,28,31,27,26,3,3,3,2,48,49,50,35,30,26,32,48,49,36,37,15,11,12,14,17,12,16,15,19,19,7,17,16,16,15,13,8,12,10,8,7,8,7,7,6,5,5,6,4,3,1,0,0,0
2022-03-14 14:00:00,0,0,3,4,5,0,4,3,6,14,15,27,22,23,26,26,24,13,14,14,17,18,17,17,12,15,14,11,12,12,16,16,14,24,27,26,26,27,28,26,28,24,20,19,2,3,5,0,17,20,21,21,20,21,18,13,20,19,23,16,14,17,18,18,19,20,22,25,20,19,17,14,13,12,10,7,8,7,11,10,11,8,8,7,7,6,2,4,4,0,0,0,0
2022-03-14 15:00:00,0,1,4,2,8,9,0,10,12,14,14,18,19,24,22,14,18,10,14,16,22,22,23,22,21,17,19,13,11,12,47,50,26,28,28,28,31,26,26,31,34,33,30,25,2,2,2,0,12,15,18,20,14,19,17,15,16,17,20,41,43,32,41,35,33,35,33,28,24,21,17,15,14,13,13,12,12,12,12,9,5,8,6,4,7,0,5,6,3,0,1,0,0
2022-03-14 16:00:00,0,1,3,21,24,6,23,7,24,10,21,21,19,18,19,11,11,13,15,15,26,27,26,25,23,18,18,16,9,14,54,61,62,65,55,64,62,59,55,54,55,56,52,45,3,3,4,0,16,18,21,21,11,20,21,22,25,31,42,45,43,41,37,39,39,39,35,29,20,19,17,13,13,17,16,15,13,12,9,9,10,4,8,6,7,7,4,5,6,3,0,0,0
2022-03-14 17:00:00,0,1,2,5,11,12,12,14,15,14,15,15,12,12,13,14,16,15,18,17,27,37,41,39,34,33,26,23,25,23,60,60,59,60,59,62,53,52,52,57,58,62,57,49,3,5,5,4,43,33,29,28,27,24,22,21,21,21,23,30,29,31,27,35,34,32,32,32,15,13,16,15,18,22,20,19,17,14,17,13,12,11,8,6,5,5,4,2,5,2,0,0,0
2022-03-14 18:00:00,0,1,2,3,6,6,5,7,8,10,10,11,10,9,9,11,9,12,21,21,42,48,51,52,50,44,31,26,23,23,50,54,54,54,51,52,53,35,52,52,53,51,48,44,10,14,21,5,47,50,49,50,46,40,36,32,31,28,30,33,33,33,33,37,38,27,35,38,24,23,23,18,21,26,28,26,22,19,22,15,13,13,11,12,7,4,6,2,5,3,2,0,0
2022-03-14 19:00:00,0,0,3,4,6,5,5,3,6,8,4,8,6,7,6,5,5,5,10,8,22,33,33,30,28,23,22,14,13,11,10,11,10,18,16,15,18,19,20,24,29,38,34,32,3,5,8,5,45,44,42,41,39,36,26,25,23,21,23,28,28,26,25,24,21,18,17,15,9,11,16,20,25,35,34,29,28,21,20,17,13,8,5,3,4,3,0,1,9,5,0,0,0
2022-03-14 20:00:00,0,0,1,1,11,9,7,7,6,6,5,6,5,3,6,7,5,6,9,5,16,24,24,23,19,15,12,10,7,4,12,6,14,15,3,8,17,15,15,18,21,28,26,18,5,3,6,2,26,30,32,23,29,23,16,23,20,18,19,20,22,21,21,19,16,14,14,10,9,0,10,10,11,17,18,17,17,18,20,14,12,10,8,8,6,0,5,2,7,4,1,0,0
2022-03-14 21:00:00,0,1,2,1,6,0,0,7,6,0,5,6,5,3,4,5,4,5,8,0,11,18,20,18,17,12,8,9,6,7,10,11,13,15,13,9,12,11,7,7,13,14,14,12,2,2,3,0,24,25,26,25,24,21,15,18,16,15,18,16,11,12,13,11,7,6,9,11,9,6,9,10,9,12,10,9,7,8,8,6,4,2,5,4,2,3,0,0,2,1,0,0,0
2022-03-14 22:00:00,0,0,1,2,7,1,9,10,8,5,6,7,6,1,7,6,4,5,6,5,7,11,9,13,12,10,6,6,7,5,9,7,8,13,14,12,16,11,11,15,9,17,15,11,3,6,7,0,28,31,33,34,29,24,21,22,19,18,17,20,18,15,15,12,11,7,10,7,5,5,7,5,10,13,12,10,9,5,9,5,6,1,4,2,2,2,1,2,2,1,0,0,0
2022-03-14 23:00:00,0,0,0,0,4,0,1,0,2,3,2,0,3,0,1,2,4,3,5,3,6,10,11,12,11,10,7,5,3,0,2,1,2,7,1,8,4,4,9,0,0,10,11,10,1,2,1,0,26,25,26,24,16,21,19,15,12,12,11,9,10,10,7,5,6,5,7,8,2,1,2,6,4,11,9,7,4,3,3,2,0,1,0,3,2,0,0,1,1,0,0,0,0
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
