Unnamed: 0,1_진관공영차고지,2_지축교앞,3_래미안922동앞,4_래미안909동앞,5_구파발역.롯데몰,6_은진초교입구.은뜨락도서관,7_은평구민체육센터앞,8_신도초중교입구.한국고전번역원,9_은평경찰서,10_연신초등학교.연신내성당,11_북한산대창센시티아파트,12_불광중학교,13_북한산수자인아파트,14_수리초등학교입구,15_불광1치안센터.독바위역,16_불광1동공동주차장앞,17_불광대호아파트,18_불광초등학교,19_불광역3호선.서울혁신파크,20_한전성서지사.북한산푸르지오,21_녹번전철역,22_녹번역,23_은평구청,24_응암1동주민센터,25_녹번센트레빌아파트,26_영락중학교입구,27_시립은평병원,28_백련산힐스테이트4차,29_응암초교.백련산힐스테이트3차,30_충암고교앞.대주피오레아파트,31_명지전문대.충암중고등학교,32_명지중고등학교,33_명지대삼거리,34_명지대,35_DMC센트럴아이파크아파트,36_명지대사거리제일은행앞,37_백련시장,38_홍남교.서대문두바퀴환경센터,39_연희A지구아파트,40_연희동자치회관,41_연희3거리,42_연희교차로,43_연남동,44_홍대입구역(가상),45_홍대입구역,46_서교동주민센터.마포신문사,47_동교로사거리,48_홍대입구역(가상),49_홍대입구역,50_연희동대우아파트,51_연희교차로,52_연희동자치회관,53_연희A지구아파트,54_홍남교.자전거대여소앞,55_백련시장,56_명지대사거리국민은행앞,57_명지대,58_명지대삼거리,59_명지중고등학교,60_명지전문대.충암중고등학교,61_충암고교앞.대주피오레아파트,62_응암초교.백련산힐스테이트3차,63_백련산힐스테이트2차,64_시립은평병원,65_영락중학교입구,66_녹번센트레빌아파트,67_응암1동주민센터,68_은평구청,69_녹번역,70_녹번동대림JR아파트앞,71_녹번역,72_한전성서지사.북한산푸르지오,73_불광역3호선.서울혁신파크,74_불광역9번출구.불광초등학교,75_불광롯데캐슬아파트,76_불광대호아파트,77_불광1동공동주차장앞,78_불광1치안센터.독바위역,79_수리초등학교입구,80_북한산수자인아파트,81_불광중학교,82_북한산대창센시티아파트,83_연신초등학교,84_은평경찰서,85_신도초중교입구.한국고전번역원,86_은평구민체육센터앞,87_은진초교입구.은뜨락도서관,88_구파발(가상),89_구파발역2번출구,90_롯데캐슬823동앞,91_롯데캐슬820동앞,92_지축교앞,93_진관공영차고지
2022-03-24 10:00:00,0,1,3,4,3,5,3,2,11,12,16,20,19,17,21,21,22,16,12,10,10,14,13,15,14,16,20,23,12,22,19,16,18,24,25,26,29,31,30,30,28,31,29,26,21,3,1,0,21,21,22,18,16,14,12,11,7,7,9,9,9,11,9,12,10,11,13,15,9,6,8,7,8,8,8,7,7,7,2,6,3,7,5,0,5,0,4,2,1,0,0,0,0
2022-03-24 11:00:00,0,0,4,4,5,4,3,5,5,2,5,8,7,8,12,13,14,12,12,14,14,13,12,14,15,14,15,15,15,13,17,14,11,16,19,18,24,26,30,29,15,15,11,13,2,2,3,0,24,25,26,26,0,27,27,27,21,21,19,12,12,13,8,14,16,20,20,18,10,8,8,8,7,8,7,6,2,8,8,7,10,4,8,6,7,3,5,3,2,1,0,0,0
2022-03-24 12:00:00,0,0,4,3,7,5,0,4,6,5,5,9,9,12,12,13,12,5,13,14,13,10,12,15,16,18,18,16,15,15,19,18,21,27,28,28,33,37,37,37,36,35,33,28,3,1,2,0,16,18,18,17,15,14,15,16,15,13,12,12,11,11,13,18,21,22,19,17,10,2,5,9,8,8,7,5,7,8,6,5,6,4,4,5,5,3,2,2,1,0,0,0,0
2022-03-24 13:00:00,1,1,3,4,8,9,4,3,9,10,11,14,14,11,12,11,16,15,14,13,15,14,15,17,17,18,19,22,12,24,22,21,21,27,24,24,25,26,23,28,29,41,43,39,3,2,3,1,20,21,20,20,21,20,20,18,16,15,14,12,12,13,8,14,16,15,15,14,8,9,7,5,6,4,5,4,5,3,3,2,3,3,2,4,4,2,3,1,2,1,0,0,0
2022-03-24 14:00:00,0,0,2,3,4,5,5,6,5,6,8,9,11,10,10,9,11,11,8,4,11,12,12,13,13,13,13,13,12,12,18,18,17,27,23,24,23,22,21,18,21,23,21,19,3,4,5,0,26,28,29,27,27,25,23,21,22,20,20,23,24,23,19,17,15,16,14,16,13,14,15,14,14,19,5,18,4,16,9,6,6,5,6,6,5,0,3,2,2,0,0,0,0
2022-03-24 15:00:00,0,1,4,1,11,5,1,6,12,10,12,37,38,37,36,35,30,25,21,21,19,19,18,19,17,16,15,14,12,10,16,17,17,23,24,22,23,24,13,24,26,27,25,24,2,2,2,0,21,22,23,24,22,17,21,24,20,18,19,31,30,33,31,24,22,22,21,21,16,16,15,15,9,9,6,8,7,1,9,9,9,8,11,7,9,6,8,5,1,0,0,0,0
2022-03-24 16:00:00,0,0,4,8,9,13,10,11,14,11,15,19,18,20,20,20,17,15,24,27,37,40,36,39,37,33,31,26,25,21,37,53,51,50,49,48,26,49,48,48,48,48,46,37,4,7,6,5,29,36,33,34,33,32,32,18,17,17,33,52,51,50,49,46,41,36,29,27,17,15,15,14,17,20,20,18,18,18,16,12,12,11,10,8,8,7,0,6,3,1,0,0,0
2022-03-24 17:00:00,0,1,2,3,10,6,14,18,21,22,23,16,17,17,19,20,17,11,13,13,23,33,29,30,27,24,29,25,24,24,25,23,26,33,31,28,31,32,33,35,37,38,34,30,4,8,10,0,27,30,35,36,33,29,30,29,27,28,31,34,35,35,34,32,29,30,29,27,19,18,18,16,16,22,22,20,19,18,17,11,9,8,8,6,6,3,6,4,5,0,1,0,0
2022-03-24 18:00:00,0,0,3,4,7,10,4,9,10,5,11,12,13,9,11,10,5,13,20,19,45,57,60,60,51,45,26,20,23,22,22,21,18,20,18,18,21,22,20,24,23,29,29,23,4,16,21,19,35,36,32,32,32,31,29,28,28,29,31,33,34,32,30,31,32,30,25,22,18,18,20,17,25,41,40,34,28,26,29,22,18,12,10,8,4,4,0,2,5,2,0,0,0
2022-03-24 19:00:00,0,0,5,7,8,8,7,8,10,11,12,13,12,9,13,13,15,13,13,11,32,49,47,46,42,32,18,15,9,7,10,11,12,13,18,21,20,26,26,17,28,34,29,26,2,6,8,0,56,54,58,59,59,53,46,39,36,34,32,31,28,23,20,16,14,12,9,10,9,7,13,12,13,14,13,16,13,11,15,13,10,7,6,7,4,3,0,3,9,6,0,0,0
2022-03-24 20:00:00,0,0,1,3,5,4,5,3,4,0,3,4,3,5,6,6,7,6,7,6,12,31,28,27,23,21,16,14,12,10,11,12,8,11,12,6,5,11,7,11,11,15,14,12,1,3,5,0,18,19,29,28,26,22,20,17,15,15,21,21,12,21,18,17,14,13,12,9,8,6,8,6,9,25,24,22,11,15,12,10,8,6,7,5,5,4,0,1,7,6,2,0,0
2022-03-24 21:00:00,0,0,1,3,7,6,0,8,8,0,8,9,0,7,6,5,3,6,11,10,12,15,13,16,12,10,10,9,9,4,12,11,9,14,11,5,15,11,12,12,17,22,21,18,4,3,6,0,24,35,34,33,31,25,23,22,18,19,16,16,15,14,12,12,11,12,8,7,5,3,5,6,9,9,7,5,8,6,9,8,4,2,3,0,1,1,0,0,5,2,0,0,0
2022-03-24 22:00:00,0,0,1,1,5,6,3,5,4,0,1,3,4,2,3,2,3,3,6,5,18,27,27,24,21,18,12,8,7,4,7,5,10,16,18,17,16,10,18,17,16,15,14,14,2,3,7,5,34,33,33,30,29,28,26,22,23,22,20,21,20,19,18,16,16,14,12,11,10,8,8,7,7,18,19,16,15,14,14,12,9,7,4,3,2,3,0,2,5,4,0,0,0
2022-03-24 23:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,5,1,10,16,16,15,12,9,6,4,5,4,3,2,4,7,4,5,7,0,4,8,7,8,6,2,2,1,5,0,29,33,36,37,36,32,32,31,29,22,20,13,20,14,12,10,10,5,5,5,0,4,5,6,5,9,10,9,6,7,6,5,3,2,2,1,0,0,0,0,3,1,0,0,0
2022-03-25 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 04:00:00,0,0,1,0,3,1,0,0,0,2,0,2,3,6,9,10,11,10,3,4,1,2,0,5,6,0,7,8,0,5,3,0,4,0,0,4,6,7,0,0,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 05:00:00,0,0,0,2,0,0,0,2,0,1,3,4,5,6,5,7,4,3,3,4,3,3,5,6,3,2,7,3,2,3,4,3,6,9,10,9,10,14,10,13,12,11,10,5,0,0,2,1,5,4,5,0,4,5,4,2,3,2,2,4,0,3,4,6,6,6,7,6,4,0,0,2,1,2,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2022-03-25 06:00:00,0,1,5,5,2,0,0,1,1,2,5,6,5,6,9,11,13,11,6,7,7,10,9,7,8,8,8,6,7,7,9,11,10,11,13,15,23,29,30,29,28,29,23,22,1,2,1,0,7,6,6,6,7,6,7,8,7,5,6,6,6,8,14,16,19,20,21,16,4,3,5,6,6,7,6,5,7,4,6,4,3,4,5,6,7,9,5,2,1,2,1,0,0
2022-03-25 07:00:00,0,1,8,9,4,4,4,7,7,6,17,21,19,20,32,38,38,24,12,12,17,23,24,30,31,32,33,36,39,32,24,18,21,26,30,32,39,41,44,43,47,55,43,41,3,2,0,0,10,7,8,9,11,12,16,18,12,19,16,13,16,18,26,47,49,52,52,41,8,10,12,12,11,12,17,22,26,22,22,12,19,18,19,12,21,21,13,5,12,1,0,0,0
2022-03-25 08:00:00,0,1,5,7,4,5,6,8,8,8,19,24,27,29,38,35,42,24,19,20,21,30,20,25,26,26,33,35,32,28,25,25,26,30,34,33,38,40,43,45,51,62,52,44,4,3,2,0,22,25,22,10,23,23,16,15,12,12,13,13,16,19,25,31,33,36,37,36,13,12,10,11,16,13,20,26,32,33,35,25,14,10,11,10,9,8,6,8,4,0,1,0,0
2022-03-25 09:00:00,0,1,3,8,4,4,3,3,4,4,8,11,10,11,18,21,22,13,11,11,17,17,14,17,19,23,24,25,24,22,21,22,23,23,24,24,29,34,33,37,39,44,44,40,6,1,2,1,19,17,14,12,13,13,10,15,12,12,15,13,15,16,19,25,28,31,25,19,8,6,6,8,6,7,7,7,8,9,9,8,10,11,9,8,5,6,3,3,1,0,0,0,0
2022-03-25 10:00:00,0,0,4,3,3,2,2,0,3,4,6,7,7,14,16,18,19,13,9,10,14,16,17,14,12,12,13,13,14,12,12,13,12,16,18,19,23,25,25,24,25,32,26,25,3,3,4,3,14,12,8,8,6,7,7,7,4,2,6,8,8,15,18,20,23,25,22,19,11,8,6,11,6,9,6,8,7,7,8,10,12,9,8,1,7,5,5,4,3,1,0,0,0
2022-03-25 11:00:00,0,0,2,3,6,0,2,4,4,7,5,8,9,10,13,15,13,11,11,12,10,12,12,13,12,13,17,16,16,12,15,16,16,18,20,21,22,16,14,17,19,24,21,20,3,3,2,0,21,24,22,17,17,18,19,19,18,13,15,13,15,9,15,15,14,15,14,11,7,0,8,7,7,6,5,4,3,3,4,1,4,3,4,1,3,0,4,2,2,0,0,0,0
2022-03-25 12:00:00,0,0,2,3,6,4,3,4,5,6,6,7,8,10,11,11,10,10,12,13,15,13,14,16,15,14,13,14,13,14,15,14,14,19,22,23,24,26,25,30,30,32,28,20,0,4,0,3,15,17,16,15,0,14,11,15,13,13,13,12,12,12,11,12,8,14,10,13,8,8,7,8,8,10,10,8,9,9,9,7,9,8,7,5,5,6,4,3,2,0,0,0,0
2022-03-25 13:00:00,0,0,3,6,7,2,5,7,9,10,11,17,19,21,26,28,29,12,10,9,14,19,19,19,22,25,23,19,11,19,19,19,18,20,18,21,22,20,20,18,19,17,21,19,9,4,4,0,23,32,28,27,22,19,16,16,14,12,14,13,14,14,14,14,14,14,12,13,10,9,10,11,10,10,9,10,8,8,7,8,7,8,7,3,8,7,6,5,4,2,0,0,0
2022-03-25 14:00:00,0,0,3,4,8,7,3,10,11,15,12,41,41,40,40,37,30,23,25,24,22,24,24,22,21,21,19,18,18,15,16,14,14,19,20,21,23,28,30,29,32,34,30,26,2,3,4,0,17,18,19,21,21,18,17,17,16,19,16,15,15,9,11,13,14,15,13,12,9,8,7,6,6,10,10,9,7,6,9,10,9,8,3,6,5,4,2,3,3,2,0,0,0
2022-03-25 15:00:00,0,0,4,12,16,31,0,30,30,28,18,21,19,19,20,20,20,13,20,21,20,18,18,25,25,20,17,16,18,18,19,27,30,36,35,29,28,26,30,31,30,30,27,25,5,6,5,0,19,22,24,28,24,20,19,17,17,18,37,48,47,48,45,40,40,37,32,31,23,8,19,17,11,12,13,14,7,11,10,12,10,8,7,3,6,5,4,4,1,1,0,0,0
2022-03-25 16:00:00,0,0,4,5,8,12,0,6,9,10,12,13,15,16,16,16,17,17,20,19,24,24,24,25,23,20,23,23,21,22,39,42,38,35,33,32,32,32,33,36,38,40,40,35,4,3,4,0,25,29,29,30,22,31,29,27,24,20,26,28,25,24,23,26,25,26,26,20,13,11,12,10,8,13,14,13,12,10,10,6,8,7,6,4,3,5,5,3,3,1,0,0,0
2022-03-25 17:00:00,0,0,3,1,11,8,10,15,15,16,17,16,17,17,17,15,19,15,17,17,33,33,36,37,34,32,25,24,29,15,44,41,41,44,43,41,43,44,46,47,52,55,53,46,3,6,9,0,40,38,38,35,33,29,23,26,26,25,25,26,23,23,25,25,26,24,21,20,15,13,16,14,15,15,16,15,14,9,9,7,7,4,5,5,3,1,4,3,5,3,0,0,0
2022-03-25 18:00:00,2,0,3,2,7,8,8,11,10,9,14,17,14,12,17,14,14,14,20,19,38,45,45,44,45,45,33,30,27,26,30,33,32,39,33,35,37,39,39,41,47,55,53,50,8,3,7,0,55,57,54,52,46,45,31,28,25,23,24,25,24,26,27,28,28,24,24,25,23,21,25,26,24,37,36,31,25,20,20,17,14,10,9,9,8,7,0,6,10,7,0,0,0
2022-03-25 19:00:00,0,0,2,4,6,6,5,7,4,8,7,6,6,6,7,7,9,12,19,23,38,53,49,46,42,34,25,23,23,20,16,13,13,14,14,13,14,15,16,25,24,25,18,15,1,4,6,0,43,47,48,46,44,39,44,33,28,26,23,27,26,20,22,22,19,14,18,17,16,15,15,12,17,32,28,25,22,22,22,19,12,6,3,6,5,3,2,4,6,6,1,0,0
2022-03-25 20:00:00,0,0,1,2,11,0,10,8,5,4,5,4,2,0,6,4,2,3,7,11,21,30,27,23,20,16,12,8,9,9,9,10,12,9,10,8,9,12,10,10,12,17,16,11,2,4,6,0,30,29,33,29,27,25,23,22,20,18,15,16,16,15,14,14,15,16,12,10,10,5,12,11,8,17,15,15,13,11,10,9,7,6,4,5,3,3,2,2,9,6,0,0,0
2022-03-25 21:00:00,0,0,1,1,6,7,7,6,8,4,7,5,6,2,4,7,4,7,7,8,15,18,22,18,17,14,13,9,8,4,9,8,8,11,10,12,9,10,7,11,14,13,17,16,2,5,5,4,25,24,26,23,21,20,17,15,22,20,20,21,13,20,12,17,12,11,11,8,7,0,6,6,10,15,13,9,7,7,7,6,4,3,1,0,5,1,1,2,5,4,0,0,0
2022-03-25 22:00:00,0,0,0,1,4,0,3,4,2,5,2,4,2,2,4,2,3,3,9,5,21,21,19,15,14,10,13,11,8,7,10,8,11,16,16,6,4,15,14,6,9,15,13,12,2,3,4,3,33,36,37,36,26,35,32,26,17,16,20,23,22,20,15,11,7,10,9,10,10,9,11,10,10,12,11,11,8,8,7,6,3,5,4,3,0,1,2,0,1,0,0,0,0
2022-03-25 23:00:00,0,0,0,0,0,4,0,3,0,0,5,4,3,2,4,0,4,4,7,0,11,16,13,11,11,10,7,8,5,4,5,4,1,4,3,1,0,0,2,0,3,10,1,5,3,5,6,0,43,47,48,48,45,44,40,34,23,20,21,21,20,17,14,10,8,5,4,8,4,6,10,11,10,24,24,21,17,13,12,8,6,4,3,2,3,3,0,1,3,1,0,0,0
2022-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 04:00:00,0,0,0,0,2,0,0,0,0,3,1,2,0,3,0,0,2,1,0,0,3,0,2,2,0,0,2,2,0,0,3,1,2,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 05:00:00,0,0,0,1,0,1,0,0,0,0,3,2,4,3,4,0,5,4,2,0,3,0,4,1,5,4,3,4,0,3,2,3,3,3,4,5,7,8,7,9,9,4,6,4,0,0,0,0,6,2,5,0,4,5,4,1,4,2,3,4,3,6,8,7,9,11,12,0,8,0,9,8,5,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 06:00:00,0,1,0,2,1,0,0,1,1,0,3,3,2,2,4,0,6,6,5,3,7,3,0,4,2,5,6,0,3,7,6,4,5,7,6,7,9,7,8,5,10,9,7,5,1,0,1,1,8,7,5,0,4,3,0,7,0,6,5,5,4,4,6,8,7,9,8,7,5,3,3,2,1,3,2,3,2,0,3,2,1,0,0,0,1,0,0,0,1,0,0,0,0
2022-03-26 07:00:00,0,0,2,4,2,3,2,3,1,0,5,2,4,4,6,7,8,7,5,4,5,7,6,7,8,5,9,7,6,5,7,5,7,10,9,7,13,16,10,15,13,12,13,12,2,1,0,0,21,21,12,20,12,13,12,19,10,8,4,5,4,6,7,12,13,15,17,15,3,0,1,1,0,2,3,2,2,2,3,3,0,4,1,0,3,1,0,1,1,1,0,0,0
2022-03-26 08:00:00,0,0,4,5,2,1,2,2,4,5,3,5,7,12,19,21,20,12,9,10,11,8,6,7,8,9,13,13,12,14,14,13,12,12,13,13,14,16,17,18,21,23,24,14,3,2,4,4,26,28,28,27,26,29,27,27,26,24,4,5,7,9,7,15,17,17,18,18,6,4,2,7,5,5,5,2,3,6,7,7,6,8,5,7,6,5,4,3,1,0,0,0,0
2022-03-26 09:00:00,0,1,6,3,3,4,2,0,5,4,6,10,10,9,10,13,13,11,10,7,11,10,10,15,15,16,14,15,16,16,16,17,16,19,22,23,29,30,33,31,31,33,27,23,1,1,1,1,14,15,13,12,7,5,13,12,8,10,10,9,10,11,13,16,24,24,25,21,7,7,8,8,4,5,5,6,3,5,6,5,4,6,6,5,4,3,3,3,2,0,0,0,0
2022-03-26 10:00:00,0,0,1,5,7,1,7,6,5,2,7,7,8,8,12,11,12,10,9,8,14,14,17,11,14,13,16,18,20,17,15,17,22,25,27,28,34,38,37,34,31,34,32,31,4,4,3,3,9,7,7,6,7,5,6,10,10,4,5,6,5,5,7,13,14,17,20,16,7,6,3,8,8,9,4,4,2,3,4,5,5,0,5,4,5,7,2,1,2,1,0,0,0
2022-03-26 11:00:00,0,1,7,8,8,10,4,8,8,7,9,12,14,18,19,14,13,11,10,11,13,14,12,12,13,19,21,22,23,11,17,18,22,30,31,36,37,28,32,37,37,37,27,27,3,1,2,2,13,12,9,13,15,8,14,13,12,10,49,10,11,19,21,24,26,14,24,21,8,8,8,9,8,9,12,10,7,9,8,6,3,4,3,2,4,2,5,3,1,0,0,0,0
2022-03-26 12:00:00,0,0,4,5,4,0,4,10,12,11,12,13,12,15,18,25,23,14,10,10,11,13,20,24,22,23,20,19,20,17,32,68,69,67,68,66,68,67,65,66,66,66,53,48,2,3,1,1,24,23,25,24,6,18,14,10,8,7,50,52,51,53,54,52,48,45,46,38,13,14,11,10,7,6,7,8,8,11,15,11,9,8,6,7,6,8,0,5,1,1,0,0,0
2022-03-26 13:00:00,0,0,1,1,4,3,0,5,7,5,7,9,8,8,10,10,12,12,10,10,16,18,18,20,17,15,16,14,15,20,20,18,19,23,24,27,29,33,35,33,43,45,33,29,3,3,4,4,15,20,17,19,13,20,18,16,15,21,20,24,22,20,23,26,28,26,25,25,13,3,14,14,14,9,10,10,10,10,9,7,3,7,6,5,6,5,4,5,3,1,0,0,0
2022-03-26 14:00:00,0,0,4,9,7,0,0,5,6,7,7,11,12,12,13,17,19,16,17,13,16,17,15,13,12,16,17,18,21,22,25,31,28,27,28,29,29,30,31,34,38,45,43,19,2,3,1,1,25,21,20,18,14,15,11,12,13,9,11,10,13,13,13,13,16,18,15,12,17,20,22,17,10,14,15,10,11,10,14,11,8,2,7,8,5,2,1,2,4,1,0,0,0
2022-03-26 15:00:00,0,2,4,6,7,9,7,8,14,5,10,11,12,11,19,19,10,14,15,16,18,16,19,21,19,19,19,21,23,25,27,26,29,37,38,38,39,44,45,43,45,48,48,38,6,5,3,3,21,16,18,16,13,16,14,13,13,16,17,23,17,22,21,21,23,20,20,16,16,9,13,10,12,19,20,18,15,11,10,8,10,6,6,8,6,4,4,2,2,1,1,0,0
2022-03-26 16:00:00,0,1,6,7,11,12,13,12,12,15,17,18,21,20,18,17,20,14,16,18,24,26,25,24,23,19,16,18,16,17,19,22,22,27,27,28,30,34,32,38,42,46,37,34,4,6,10,10,38,40,36,30,29,26,21,20,19,18,19,24,24,24,23,23,25,25,23,20,12,10,11,11,9,13,11,10,9,9,9,7,8,12,11,10,13,11,0,10,2,0,0,0,0
2022-03-26 17:00:00,0,0,9,3,9,8,6,9,8,8,11,14,15,13,15,16,16,14,17,18,22,27,29,26,24,27,19,19,20,18,25,24,28,33,34,31,35,39,41,42,45,50,44,39,6,7,6,6,36,42,37,34,35,31,29,23,23,25,23,26,24,21,20,23,22,20,19,19,13,0,10,11,12,15,14,14,10,11,15,14,9,7,7,6,5,5,3,3,4,2,0,0,0
2022-03-26 18:00:00,0,0,2,0,6,6,5,5,8,11,11,10,9,8,9,8,8,10,15,12,18,22,24,25,26,25,21,22,21,24,24,25,18,27,32,33,33,35,36,41,40,45,32,29,4,3,6,6,29,28,27,24,23,21,20,18,16,18,18,19,18,13,14,15,16,16,14,13,8,9,12,13,13,15,12,16,12,13,9,8,5,8,4,7,4,7,3,4,4,1,0,0,0
2022-03-26 19:00:00,0,0,1,1,6,0,0,0,3,0,2,5,6,5,4,6,6,4,9,7,9,18,24,24,23,21,17,14,11,14,15,17,15,18,19,15,15,16,8,13,18,15,15,11,3,3,3,3,30,28,29,30,23,28,29,25,21,21,14,15,13,12,10,14,12,11,10,11,11,6,10,8,8,13,12,13,12,9,9,7,5,2,3,2,2,0,0,0,2,1,1,0,0
2022-03-26 20:00:00,0,0,0,1,6,3,7,9,9,10,12,12,9,8,7,11,7,9,9,7,11,17,18,16,15,13,10,10,11,6,7,7,12,11,13,14,14,15,5,17,12,19,22,16,2,2,6,6,30,31,30,30,0,31,27,28,25,25,22,20,13,18,17,17,13,12,10,8,6,8,4,7,6,12,12,11,9,6,7,3,4,2,3,3,3,1,0,0,3,1,0,0,0
2022-03-26 21:00:00,0,0,1,2,13,13,0,0,12,3,10,5,0,7,6,5,4,5,6,5,14,19,19,14,15,13,10,8,6,0,8,8,3,7,8,5,9,10,11,15,18,24,23,21,3,2,4,4,40,38,38,36,35,33,30,24,30,25,22,24,20,20,23,18,9,17,13,10,7,2,5,5,6,12,13,8,11,8,6,7,4,4,3,5,3,0,0,2,2,1,0,0,0
2022-03-26 22:00:00,0,0,0,2,3,3,0,4,2,3,2,5,5,6,7,0,1,3,7,8,11,19,17,16,14,8,11,5,5,4,5,4,4,8,7,9,10,9,9,4,9,8,9,6,3,3,5,5,32,34,34,30,29,26,26,24,24,27,26,24,22,20,18,16,16,15,11,10,6,0,5,4,4,6,6,5,3,2,5,4,3,2,2,3,1,0,1,0,4,3,0,0,0
2022-03-26 23:00:00,0,0,0,0,3,2,2,0,0,0,0,1,3,4,2,4,6,8,8,3,15,15,10,16,15,16,14,5,3,12,9,4,6,5,2,6,6,10,5,10,0,13,13,8,4,7,9,9,55,52,55,52,50,47,45,41,37,30,26,25,22,20,18,15,13,10,9,10,9,0,5,8,8,9,7,6,6,4,5,4,3,0,2,1,1,0,0,0,6,4,2,1,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
