Unnamed: 0,1_선일교통(가상),2_강북청소년수련관,3_무량사입구,4_국립4.19민주묘지,5_국립4.19민주묘지입구사거리,6_북부성모병원,7_수유2동주민센터우이시장,8_광산사거리,9_강북구청,10_수유3동우체국,11_태영데시앙아파트,12_창2동주민센터.보건지소,13_창번2교앞,14_창동서울탁주앞,15_창동.신창시장,16_국립현대미술관창동레지던시,17_창동대우아파트입구,18_대우아파트104동,19_창동대우아파트,20_창2동주민센터.보건지소,21_창2동주민센터.보건지소,22_태영데시앙아파트,23_우이1교앞,24_쌍문역,25_함석헌기념관.정의여중고,26_도봉구민회관.도봉문화원,27_도봉구보건소앞,28_쌍문동청구아파트,29_방학동삼익세라믹,30_방학동신우빌라,31_도깨비시장,32_방학중학교정문,33_안방학동,34_샘말어린이공원,35_안방학동,36_샘말어린이공원,37_안방학동,38_방학중학교정문,39_방학동도깨비시장,40_방학동신우빌라,41_방학동삼익세라믹,42_쌍문동청구아파트,43_도봉구보건소앞,44_도봉구민회관.도봉문화원,45_함석헌기념관.정의여중고,46_쌍문역,47_태영데시앙아파트,48_창2동주민센터.보건지소,49_창번2교앞,50_창동서울탁주앞,51_창동.신창시장,52_국립현대미술관창동레지던시,53_창동대우아파트입구,54_대우아파트104동,55_창동대우아파트,56_창2동주민센터.보건지소,57_창2동주민센터.보건지소,58_태영데시앙아파트,59_수유3동우체국,60_강북구청,61_광산사거리,62_수유2동주민센터우이시장,63_북부성모의원,64_국립4.19민주묘지입구사거리,65_국립4.19민주묘지,66_무량사입구,67_강북청소년수련관,68_선일교통종점(가상)
2022-03-24 19:00:00,0,2,2,4,6,6,8,7,7,13,14,11,7,11,7,8,9,9,8,10,12,13,15,37,36,40,41,34,30,25,20,18,8,5,2,2,9,10,11,16,15,14,12,13,10,13,12,10,9,7,5,6,4,3,4,6,8,1,5,11,11,10,10,7,5,3,0,0
2022-03-24 20:00:00,0,2,2,2,3,4,5,6,5,14,12,10,7,9,8,9,8,6,5,7,10,0,5,24,23,30,25,23,24,23,16,15,7,2,2,3,2,4,5,7,8,6,7,6,5,10,10,6,0,4,3,4,5,6,2,3,7,9,6,12,12,10,9,6,5,1,0,0
2022-03-24 21:00:00,0,1,0,1,2,4,5,3,5,9,6,7,5,4,4,5,2,4,4,5,5,2,6,25,24,21,21,19,16,14,13,7,7,2,1,2,1,3,3,4,5,2,5,6,5,8,6,4,2,3,6,1,3,2,3,4,5,2,4,6,5,4,3,2,1,0,0,0
2022-03-24 22:00:00,0,1,2,3,4,4,4,3,6,6,6,4,3,3,5,7,2,6,5,6,2,2,4,29,29,30,30,28,27,24,19,13,8,4,1,0,1,3,2,7,8,5,7,8,9,11,8,5,2,4,2,3,1,4,3,2,2,2,2,5,3,4,2,3,1,0,0,0
2022-03-24 23:00:00,0,0,0,1,2,2,1,0,3,6,5,4,6,4,4,3,4,2,0,0,0,3,4,24,13,14,19,14,12,10,8,5,4,2,1,0,1,3,4,4,5,6,6,2,2,10,9,5,0,3,2,2,2,1,0,0,1,1,1,3,4,2,2,1,1,1,0,0
2022-03-25 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 04:00:00,0,1,0,1,2,0,3,2,1,1,0,0,0,4,5,1,0,0,2,3,6,2,1,6,5,3,4,2,3,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 05:00:00,0,1,0,0,2,2,2,1,1,2,2,2,0,2,3,3,5,7,9,5,10,11,9,3,2,2,2,1,0,1,0,0,0,0,4,10,11,12,14,15,18,19,17,16,12,5,0,0,0,1,2,0,0,1,1,0,1,2,0,3,2,0,0,1,0,0,0,0
2022-03-25 06:00:00,0,4,6,4,6,8,7,7,4,2,0,1,0,1,2,3,4,9,12,13,14,12,7,3,0,3,4,1,3,0,1,0,0,0,6,18,23,19,20,22,24,28,29,30,27,3,2,1,0,1,1,2,3,4,2,0,0,0,2,2,1,0,2,1,1,0,0,0
2022-03-25 07:00:00,0,2,5,6,4,7,9,7,4,3,1,3,0,4,5,12,20,42,49,51,56,54,40,8,5,7,7,6,6,5,3,4,2,1,11,20,25,33,37,41,37,41,42,45,42,28,6,4,0,3,4,5,4,8,12,0,8,9,10,6,4,1,0,2,1,0,0,0
2022-03-25 08:00:00,0,3,4,5,7,8,11,17,12,8,9,4,9,8,6,12,14,26,29,33,39,42,39,17,12,11,14,14,12,11,7,4,2,0,11,22,29,35,40,46,48,49,48,45,39,18,16,14,10,7,5,5,6,13,14,8,15,16,10,12,9,8,5,6,4,4,0,0
2022-03-25 09:00:00,0,3,7,9,8,10,10,7,5,5,2,5,2,7,7,8,9,11,15,13,16,14,12,11,14,16,14,12,12,10,7,6,3,1,5,10,16,27,31,32,33,35,35,36,33,11,7,8,4,4,5,6,7,7,8,1,11,7,6,7,8,7,7,6,4,4,0,0
2022-03-25 10:00:00,0,1,2,3,4,5,8,6,7,6,4,5,3,4,5,5,6,8,10,11,10,11,13,11,9,10,11,8,9,8,6,5,4,3,3,9,13,13,14,16,17,14,18,17,14,9,6,5,2,4,3,5,3,5,6,6,7,7,6,8,2,5,4,3,2,2,0,0
2022-03-25 11:00:00,0,4,2,4,5,6,7,7,6,11,5,7,4,5,6,7,8,7,8,9,11,8,10,12,10,10,10,10,8,7,8,5,4,3,5,8,9,12,18,19,20,18,16,16,16,8,7,3,2,3,3,3,2,3,4,6,8,3,4,7,5,5,5,4,2,2,0,0
2022-03-25 12:00:00,0,1,3,4,4,4,6,5,5,6,5,3,4,4,5,8,9,9,12,14,17,16,12,14,13,12,16,13,11,14,10,6,4,3,4,6,7,9,11,14,16,17,18,19,14,6,7,6,1,5,5,3,3,5,6,7,8,9,5,5,3,4,2,4,3,3,0,0
2022-03-25 13:00:00,2,4,6,1,6,9,8,6,4,3,4,2,0,6,9,8,6,7,8,10,9,10,10,14,13,11,13,12,9,3,11,8,5,4,3,6,7,10,11,12,11,12,11,11,10,8,6,7,8,9,10,8,7,5,9,3,10,5,8,8,10,9,3,9,6,2,0,0
2022-03-25 14:00:00,0,3,4,5,5,5,6,6,5,5,0,4,1,4,5,8,7,6,7,6,9,11,12,10,9,10,9,9,7,5,6,5,4,2,3,4,7,8,8,10,14,16,17,17,14,11,10,9,10,9,7,6,6,8,11,4,4,5,5,8,8,8,6,6,6,3,0,0
2022-03-25 15:00:00,0,4,7,6,8,6,8,9,12,16,14,12,11,7,6,9,8,10,8,10,11,8,10,19,26,31,17,15,12,12,8,6,5,4,3,8,11,10,18,19,20,20,22,21,19,17,6,16,4,12,9,5,4,7,2,6,8,7,4,5,4,4,5,4,3,2,0,0
2022-03-25 16:00:00,0,4,5,6,6,8,7,9,9,15,14,11,9,8,11,9,14,13,13,8,16,9,20,35,35,37,35,33,29,22,14,12,8,5,3,6,12,11,17,15,14,15,15,13,20,19,18,15,11,10,8,9,8,8,5,3,4,5,3,9,9,8,8,5,2,1,0,0
2022-03-25 17:00:00,0,5,3,6,8,7,11,9,9,11,8,7,5,7,8,9,7,12,13,8,16,17,16,25,23,27,28,29,25,23,18,14,9,4,2,7,11,15,20,18,19,18,19,19,16,11,10,8,10,8,5,6,6,7,8,0,9,9,5,10,8,8,7,5,3,2,0,0
2022-03-25 18:00:00,4,12,13,6,12,13,14,6,10,19,17,14,11,9,8,9,9,10,13,14,12,9,15,38,35,34,33,29,24,20,15,16,9,4,4,8,11,10,12,14,13,15,14,17,12,15,14,11,10,6,4,8,6,7,8,10,11,12,8,9,8,6,7,8,5,2,0,0
2022-03-25 19:00:00,0,2,3,5,5,5,7,7,6,12,11,10,9,9,9,10,9,7,10,12,14,15,20,47,41,47,45,39,34,30,22,16,9,5,1,2,4,8,10,8,9,11,10,11,9,21,14,13,8,11,8,7,5,7,6,7,8,7,6,17,15,12,12,8,6,2,0,0
2022-03-25 20:00:00,0,5,6,4,5,6,8,6,8,10,9,6,0,5,7,5,5,7,5,6,7,4,6,25,23,26,26,24,22,16,17,13,7,4,3,1,4,5,6,5,2,5,1,9,10,9,7,6,8,5,5,6,3,4,4,3,5,5,4,8,7,7,10,8,7,5,0,0
2022-03-25 21:00:00,0,6,2,7,5,7,3,6,8,14,6,7,13,11,8,7,6,6,3,6,5,1,8,19,18,19,19,16,18,16,15,12,8,4,1,3,2,2,3,4,3,5,6,4,6,7,8,4,5,4,5,5,4,3,2,3,3,2,2,8,7,6,5,4,2,1,0,0
2022-03-25 22:00:00,0,3,0,2,4,4,0,5,6,6,1,5,1,3,4,6,3,3,3,3,4,0,3,21,20,20,20,18,12,19,15,11,5,3,1,2,1,2,3,4,3,3,4,4,3,9,9,6,4,3,2,3,1,1,1,2,0,1,3,6,5,4,2,2,0,1,0,0
2022-03-25 23:00:00,0,1,0,1,2,1,1,0,5,6,4,4,5,6,4,5,4,2,0,0,2,2,6,22,14,22,19,17,18,16,13,12,6,3,0,0,0,3,3,0,5,6,7,4,8,10,11,10,4,9,7,5,2,1,2,2,3,1,2,8,0,9,4,2,0,1,0,0
2022-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 04:00:00,0,0,0,0,2,0,3,0,0,2,0,0,0,4,5,0,3,4,6,2,0,1,4,5,4,1,3,0,0,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 05:00:00,0,1,1,1,2,0,2,1,1,2,0,1,0,3,1,2,3,6,7,8,9,8,8,5,0,7,6,2,1,1,1,0,0,0,2,6,8,9,11,15,11,10,16,17,12,6,5,0,4,2,0,0,1,0,1,0,2,3,2,4,3,2,0,0,1,0,0,0
2022-03-26 06:00:00,0,1,2,3,2,0,2,2,1,0,0,0,1,2,0,2,0,5,4,6,7,4,6,3,3,4,4,3,0,1,1,1,0,0,4,5,4,10,12,13,14,12,6,11,11,2,0,0,0,1,2,2,1,1,2,0,2,3,1,5,0,4,2,0,0,1,0,0
2022-03-26 07:00:00,0,2,0,2,2,1,4,3,2,2,1,2,1,1,2,2,3,6,7,3,8,7,6,5,4,2,5,2,3,1,4,3,1,0,3,9,9,12,15,16,15,13,13,9,11,5,3,4,0,2,1,4,4,4,5,5,6,7,4,5,3,4,0,3,0,1,0,0
2022-03-26 08:00:00,0,4,7,8,6,4,7,5,8,9,7,5,2,5,3,4,5,9,10,12,19,20,19,11,10,8,8,7,6,4,3,2,2,0,6,9,14,20,24,26,28,25,26,26,25,7,6,6,2,4,3,4,2,7,8,9,5,6,6,7,6,5,4,2,1,1,0,0
2022-03-26 09:00:00,0,5,4,4,2,2,6,2,4,4,3,3,1,4,4,4,6,9,10,12,16,12,15,13,12,8,11,8,7,6,3,2,1,0,2,9,19,24,27,30,35,34,26,24,19,7,6,3,0,4,2,4,5,4,4,5,7,6,4,6,4,4,0,3,2,2,0,0
2022-03-26 10:00:00,0,2,1,5,8,7,7,7,7,6,5,5,2,4,2,6,6,8,10,13,14,15,10,7,5,11,13,5,10,7,8,2,4,1,5,10,18,19,20,21,21,19,21,21,17,7,7,6,0,5,3,4,3,4,5,6,7,4,4,6,3,4,1,1,2,1,0,0
2022-03-26 11:00:00,0,5,4,5,6,5,9,8,6,4,2,3,3,4,3,6,8,9,13,14,21,22,17,14,13,12,13,14,12,6,7,5,4,1,2,14,18,16,19,21,19,20,20,19,17,9,4,7,5,6,5,7,5,11,5,6,7,8,7,7,6,6,5,4,3,3,0,0
2022-03-26 12:00:00,2,3,5,6,9,10,6,9,11,12,7,6,2,6,7,6,7,10,11,8,12,10,12,14,13,16,16,11,9,7,6,4,5,1,7,12,15,18,18,18,20,18,16,15,16,10,8,7,6,6,4,7,6,7,6,2,7,8,9,11,9,8,6,7,5,1,0,0
2022-03-26 13:00:00,1,2,3,8,7,9,10,10,9,7,6,5,2,5,4,5,4,8,9,12,13,14,12,16,12,17,17,18,17,14,9,8,6,3,4,7,10,12,13,12,13,22,23,13,17,8,7,6,0,6,5,4,2,5,7,9,3,6,5,6,8,6,3,4,4,2,0,0
2022-03-26 14:00:00,0,4,6,3,6,7,9,6,6,7,4,3,5,5,5,6,8,10,13,14,17,17,12,15,15,15,14,11,12,11,5,3,2,1,5,6,8,13,17,15,19,18,16,17,13,12,12,10,8,7,6,5,5,6,7,0,10,4,7,6,5,4,5,3,2,2,0,0
2022-03-26 15:00:00,0,3,4,6,7,6,8,7,5,7,6,9,0,5,7,8,5,9,12,13,14,15,14,13,11,14,11,13,10,12,9,8,4,3,2,5,8,10,13,14,14,21,13,25,21,13,14,11,10,4,4,5,5,5,9,10,11,10,8,11,8,7,5,5,3,0,0,0
2022-03-26 16:00:00,0,1,3,4,6,7,9,10,13,12,11,10,3,7,7,7,9,8,9,9,10,0,12,23,11,25,21,18,13,10,7,6,5,2,3,6,7,7,10,11,12,16,15,14,16,7,6,5,2,3,5,4,3,3,4,5,6,5,4,10,8,7,4,5,3,3,0,0
2022-03-26 17:00:00,0,3,5,8,9,10,11,8,13,11,5,0,0,10,7,12,11,12,13,14,15,13,16,25,23,21,21,20,19,15,11,7,4,2,5,7,10,12,14,16,16,15,17,18,12,12,11,9,7,7,4,3,6,7,8,9,11,12,9,10,10,12,10,6,4,0,0,0
2022-03-26 18:00:00,0,5,7,8,3,4,9,7,8,11,9,8,4,5,5,7,6,7,8,9,12,7,13,32,31,30,28,26,22,17,18,16,11,7,2,8,9,10,14,17,17,16,18,17,16,9,5,7,6,3,4,6,3,6,7,4,4,0,4,11,13,10,9,6,2,2,0,0
2022-03-26 19:00:00,0,2,5,4,6,5,3,5,4,6,6,6,5,5,4,4,3,4,4,6,4,3,6,25,25,25,24,22,20,18,14,9,5,2,1,3,5,6,10,11,12,10,8,13,12,9,8,5,4,4,3,4,2,3,1,0,1,0,2,4,4,5,4,6,5,4,0,0
2022-03-26 20:00:00,0,4,5,0,4,3,6,2,6,6,6,3,0,7,5,2,4,6,4,6,7,6,5,18,14,18,20,18,16,16,12,8,4,2,1,2,2,6,9,10,10,9,9,11,10,13,5,12,2,10,3,4,3,2,3,1,6,0,5,6,7,2,4,3,1,2,0,0
2022-03-26 21:00:00,0,3,0,1,1,4,4,3,4,4,4,2,0,5,4,3,2,1,3,3,3,0,4,18,14,18,20,18,15,11,12,9,3,2,1,3,2,2,4,4,4,5,4,5,4,5,4,2,2,4,4,3,2,2,2,3,2,4,3,4,5,6,5,1,0,1,0,0
2022-03-26 22:00:00,0,2,2,1,3,4,5,4,3,6,3,5,4,7,5,3,5,6,6,0,7,0,8,22,23,25,16,13,10,10,9,8,4,1,1,1,1,2,0,2,4,3,6,7,6,9,7,7,0,5,5,2,2,1,1,0,1,0,0,7,5,5,3,2,2,0,0,0
2022-03-26 23:00:00,0,1,1,2,4,3,3,3,5,8,3,3,4,7,7,5,3,3,2,2,3,1,4,15,14,13,22,21,19,18,17,16,7,5,0,2,3,1,2,4,6,7,6,4,5,5,2,0,3,4,2,3,1,1,0,0,1,3,3,4,6,5,4,2,1,0,0,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,0,1,0,2,3,0,0,0,0,1,0,0,0,2,2,1,2,2,3,3,0,0,4,3,1,2,2,1,0,0,0,1,0,0,2,2,3,4,5,6,8,0,9,10,8,2,0,2,0,3,0,0,2,2,3,0,4,3,2,2,0,0,0,0,1,0,0,0
2022-03-27 06:00:00,0,0,0,0,1,5,4,2,1,1,0,0,0,1,2,3,3,4,5,4,4,3,3,4,3,3,2,1,2,0,1,0,0,0,2,3,4,7,4,8,4,3,7,5,6,2,1,0,0,1,1,3,0,1,1,2,0,0,1,1,0,1,2,3,2,0,0,0
2022-03-27 07:00:00,1,2,3,4,2,2,5,2,5,1,4,2,0,3,5,6,6,8,8,6,5,0,6,7,6,3,3,2,0,2,0,0,0,1,4,8,10,12,15,16,12,5,10,0,6,4,0,3,0,1,2,3,0,2,2,0,2,3,2,3,0,3,2,4,0,0,0,0
2022-03-27 08:00:00,0,3,2,4,3,5,6,2,4,3,2,0,0,2,2,2,4,7,5,8,11,10,9,13,4,11,4,10,4,3,2,1,1,0,6,6,10,12,12,15,15,17,16,15,13,9,1,2,0,2,2,0,1,5,8,0,9,8,6,4,4,2,1,3,3,2,0,0
2022-03-27 09:00:00,0,1,2,3,4,1,5,6,5,6,5,4,3,5,3,4,6,6,7,7,11,13,8,9,8,9,8,7,6,8,6,4,2,1,4,12,17,20,24,17,18,25,24,21,17,4,0,1,0,2,0,3,0,3,4,2,5,6,4,4,2,4,5,2,4,1,0,0
2022-03-27 10:00:00,1,3,1,5,4,3,6,7,4,4,0,0,2,3,4,3,4,10,12,13,15,11,13,10,7,9,8,12,10,10,8,7,5,2,6,9,15,21,23,25,26,25,20,20,15,7,6,2,1,3,4,2,4,4,6,2,7,9,5,7,6,4,6,5,0,4,0,0
2022-03-27 11:00:00,2,3,4,4,7,2,6,5,5,2,3,0,2,1,4,6,5,8,11,12,15,17,14,13,5,14,10,7,5,5,4,3,2,0,1,8,10,12,12,15,18,18,18,18,14,5,3,4,0,5,3,0,2,3,4,0,8,7,6,5,2,4,1,5,4,1,0,0
2022-03-27 12:00:00,0,5,7,4,8,9,8,5,7,9,8,6,4,4,3,7,5,10,8,7,11,9,7,16,0,15,18,16,14,11,10,8,5,4,4,6,9,14,15,16,17,20,20,19,17,7,6,5,5,4,5,5,7,8,7,9,11,11,7,10,11,4,5,6,3,0,0,0
2022-03-27 13:00:00,0,5,2,5,4,5,4,6,9,10,2,8,3,6,6,3,7,5,7,8,10,13,13,10,11,13,11,11,10,7,7,2,6,4,1,4,6,10,16,17,18,18,17,17,14,6,3,2,0,5,5,6,5,8,10,11,13,12,7,10,7,4,6,5,4,2,0,0
2022-03-27 14:00:00,0,4,6,4,6,7,8,9,8,9,8,6,5,4,4,6,4,7,11,12,14,14,14,17,6,19,17,17,15,13,8,6,6,2,7,10,10,11,12,8,9,10,12,12,8,6,4,4,3,3,5,6,5,7,7,0,7,5,6,4,8,2,4,7,6,1,0,0
2022-03-27 15:00:00,0,5,8,7,8,4,7,6,9,8,7,6,1,5,6,10,12,11,12,8,11,7,12,10,9,10,10,9,10,7,5,2,1,4,3,5,6,7,14,12,13,12,16,7,10,6,3,3,2,1,3,4,3,6,7,0,2,8,4,8,8,6,3,7,2,2,0,0
2022-03-27 16:00:00,0,3,7,4,9,0,7,9,10,13,6,7,6,5,6,5,4,12,7,13,15,14,12,17,16,17,18,15,13,11,12,10,6,3,2,8,5,10,13,9,12,14,13,14,11,6,0,2,3,4,7,8,7,4,5,8,12,14,9,11,6,6,4,4,2,0,0,0
2022-03-27 17:00:00,0,5,0,7,9,10,7,9,8,9,7,5,3,7,8,10,7,9,10,10,11,13,12,14,12,15,15,13,12,11,11,7,5,3,5,6,8,9,12,13,14,15,17,16,15,10,6,4,8,7,3,3,2,4,3,4,6,5,5,6,4,4,5,5,2,2,0,0
2022-03-27 18:00:00,0,2,5,6,3,7,7,4,7,10,9,8,7,8,5,4,5,10,4,11,8,9,10,25,25,16,23,21,20,17,14,8,5,4,2,3,4,7,10,12,13,14,13,14,12,10,8,8,5,6,3,1,3,7,2,0,2,3,3,5,4,4,1,3,2,2,0,0
2022-03-27 19:00:00,1,6,1,3,6,7,4,3,6,7,3,6,2,10,9,11,7,9,5,7,6,0,8,19,18,15,13,13,12,9,11,9,7,2,2,3,4,5,8,9,8,11,12,12,9,8,8,7,0,4,4,3,2,0,2,0,1,2,3,9,7,5,6,3,5,1,0,0
2022-03-27 20:00:00,0,2,0,0,3,4,0,4,5,8,6,5,4,4,4,4,2,4,1,5,6,4,7,19,20,20,19,17,14,9,11,12,8,5,2,3,4,6,9,5,10,8,6,7,5,8,7,6,2,4,2,4,2,3,5,4,2,3,3,6,4,3,2,1,1,0,0,0
2022-03-27 21:00:00,0,2,2,1,2,4,0,1,4,8,9,7,5,4,4,3,2,4,0,1,3,2,5,19,20,22,22,18,18,16,11,9,4,2,1,1,2,5,7,10,7,10,9,9,8,8,7,6,0,4,2,2,2,3,2,0,3,0,3,6,4,3,3,2,1,1,0,0
2022-03-27 22:00:00,0,2,2,0,2,3,2,4,2,4,0,1,1,3,3,3,2,4,2,5,2,2,5,14,10,15,14,16,13,11,9,6,3,2,1,1,0,8,9,10,1,3,9,3,8,5,4,2,1,3,2,0,1,0,0,1,0,2,1,4,2,5,2,0,0,0,0,0
2022-03-27 23:00:00,0,2,0,1,3,2,4,4,5,5,4,0,0,5,3,4,2,3,2,0,0,0,1,12,7,10,12,8,14,9,12,6,6,5,0,1,1,2,2,3,4,4,5,6,5,6,5,5,1,3,2,2,1,2,1,0,0,2,2,6,2,0,5,1,0,0,0,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,1,2,0,0,1,0,2,0,0,1,0,0,0,2,3,4,3,5,2,3,6,5,4,5,4,1,3,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,0,2,1,1,2,0,3,1,2,2,0,1,0,3,4,3,5,6,6,5,8,7,7,3,2,4,3,2,1,1,1,0,0,0,3,5,11,15,17,18,19,20,19,16,11,3,0,4,3,1,1,0,1,2,2,0,3,2,1,3,1,0,0,2,0,0,0,0
2022-03-28 06:00:00,0,3,5,6,5,0,6,5,3,3,0,1,2,5,5,4,3,11,12,0,7,8,7,6,4,0,5,3,0,3,1,1,0,0,5,15,16,22,25,24,28,32,31,26,29,4,2,3,0,2,1,2,0,1,3,1,2,1,1,2,2,2,1,1,0,0,0,0
2022-03-28 07:00:00,0,5,8,10,9,11,11,10,4,3,0,5,4,4,5,9,12,20,24,31,33,34,29,13,6,9,8,8,5,1,6,5,2,0,13,22,30,40,44,48,51,50,50,50,37,28,6,5,4,4,3,5,7,9,12,3,13,12,7,5,3,4,3,2,1,0,0,0
2022-03-28 08:00:00,0,2,5,6,7,9,14,12,8,9,12,13,13,9,8,14,18,37,43,46,49,50,44,16,15,17,16,15,14,11,7,4,2,1,15,22,27,35,40,43,48,50,50,49,33,12,9,8,7,7,8,7,6,13,14,17,21,23,15,14,12,10,8,7,7,6,0,0
2022-03-28 09:00:00,0,5,4,7,5,10,12,10,6,6,7,5,1,4,4,6,7,12,13,15,22,21,19,14,11,12,11,7,10,6,4,1,2,1,4,10,13,15,17,19,18,20,21,23,17,10,3,4,3,3,2,4,5,7,8,9,11,10,4,6,4,5,5,4,2,1,0,0
2022-03-28 10:00:00,0,4,3,5,8,3,5,8,5,4,3,2,1,3,2,5,4,7,9,12,13,15,15,10,8,8,9,8,7,5,4,2,3,2,3,8,14,13,17,20,19,18,17,16,14,9,8,6,2,6,5,4,3,3,4,3,6,5,4,6,6,4,4,3,1,1,0,0
