Unnamed: 0,1_선일교통(가상),2_강북청소년수련관,3_무량사입구,4_국립4.19민주묘지,5_국립4.19민주묘지입구사거리,6_북부성모병원,7_수유2동주민센터우이시장,8_광산사거리,9_강북구청,10_수유3동우체국,11_태영데시앙아파트,12_창2동주민센터.보건지소,13_창번2교앞,14_창동서울탁주앞,15_창동.신창시장,16_국립현대미술관창동레지던시,17_창동대우아파트입구,18_대우아파트104동,19_창동대우아파트,20_창2동주민센터.보건지소,21_창2동주민센터.보건지소,22_태영데시앙아파트,23_우이1교앞,24_쌍문역,25_함석헌기념관.정의여중고,26_도봉구민회관.도봉문화원,27_도봉구보건소앞,28_쌍문동청구아파트,29_방학동삼익세라믹,30_방학동신우빌라,31_도깨비시장,32_방학중학교정문,33_안방학동,34_샘말어린이공원,35_안방학동,36_샘말어린이공원,37_안방학동,38_방학중학교정문,39_방학동도깨비시장,40_방학동신우빌라,41_방학동삼익세라믹,42_쌍문동청구아파트,43_도봉구보건소앞,44_도봉구민회관.도봉문화원,45_함석헌기념관.정의여중고,46_쌍문역,47_태영데시앙아파트,48_창2동주민센터.보건지소,49_창번2교앞,50_창동서울탁주앞,51_창동.신창시장,52_국립현대미술관창동레지던시,53_창동대우아파트입구,54_대우아파트104동,55_창동대우아파트,56_창2동주민센터.보건지소,57_창2동주민센터.보건지소,58_태영데시앙아파트,59_수유3동우체국,60_강북구청,61_광산사거리,62_수유2동주민센터우이시장,63_북부성모의원,64_국립4.19민주묘지입구사거리,65_국립4.19민주묘지,66_무량사입구,67_강북청소년수련관,68_선일교통종점(가상)
2022-03-28 11:00:00,0,5,7,7,9,10,2,8,5,3,2,1,0,4,6,7,5,7,8,11,12,14,13,15,16,10,14,15,14,11,6,5,3,1,4,7,11,12,13,14,15,15,14,16,14,14,5,4,3,3,3,3,4,5,2,3,6,2,4,8,7,7,5,5,4,2,1,0
2022-03-28 12:00:00,0,2,3,2,4,5,3,4,4,5,4,4,2,5,3,4,3,7,6,8,7,8,7,16,12,14,17,12,11,10,8,5,4,2,3,6,8,12,15,12,16,15,13,11,12,7,1,12,11,8,7,5,5,4,7,7,8,9,7,8,6,5,6,5,4,3,0,0
2022-03-28 13:00:00,1,2,2,4,5,5,5,6,5,5,4,3,4,5,7,7,8,5,9,7,8,0,8,8,9,12,10,19,20,8,15,13,5,4,2,5,7,10,12,13,8,13,12,12,11,6,5,4,6,4,4,0,4,4,4,5,7,3,5,6,5,6,5,5,4,3,0,0
2022-03-28 14:00:00,0,2,5,9,10,4,8,9,5,7,6,4,3,6,9,12,11,6,12,11,12,11,12,17,16,15,15,14,11,9,6,4,3,1,4,6,7,9,8,10,11,10,11,9,8,8,5,2,3,3,4,6,4,5,6,2,7,6,6,6,5,4,3,3,2,2,0,0
2022-03-28 15:00:00,0,5,2,7,7,9,10,11,8,9,8,5,3,6,8,9,8,8,10,12,12,11,11,15,18,19,20,21,20,16,14,10,6,4,2,5,9,9,14,16,13,12,12,17,15,21,17,16,14,13,7,7,4,3,5,6,7,4,6,8,6,8,5,4,2,1,0,0
2022-03-28 16:00:00,0,9,12,15,12,11,9,13,13,14,9,7,6,8,7,9,10,11,12,2,8,6,13,20,19,19,20,14,13,11,11,9,5,3,3,6,13,14,16,17,17,18,17,15,13,12,12,12,6,11,6,6,9,8,13,15,15,5,10,12,14,11,6,6,4,2,0,0
2022-03-28 17:00:00,0,3,4,3,4,6,4,8,6,10,9,7,1,9,16,19,7,16,19,21,23,14,19,32,32,15,34,30,29,22,16,12,9,7,2,5,8,8,11,9,13,15,14,15,12,12,10,8,7,4,6,5,7,6,5,4,9,10,7,12,12,11,5,7,5,3,0,0
2022-03-28 18:00:00,0,4,1,3,3,6,4,7,10,16,14,12,9,11,10,10,11,11,12,5,13,11,17,36,35,29,34,33,27,19,16,13,6,4,3,7,9,15,18,19,18,11,16,18,12,15,14,11,9,9,6,8,5,6,7,2,8,8,6,12,12,12,9,6,4,1,1,0
2022-03-28 19:00:00,0,1,2,2,7,8,8,6,10,20,18,15,5,7,12,13,11,10,9,7,9,9,14,50,48,49,48,42,35,30,20,18,11,5,1,2,3,5,7,8,8,9,10,10,10,18,15,11,10,7,7,7,3,7,1,8,9,9,7,13,12,13,11,9,5,4,0,0
2022-03-28 20:00:00,0,2,5,8,2,3,8,8,5,9,8,6,6,4,7,8,3,5,6,4,4,5,7,22,18,24,20,26,24,22,19,16,7,4,2,2,2,4,6,6,5,4,6,5,6,11,10,7,5,4,2,2,2,2,3,1,3,5,4,7,6,4,4,3,2,0,0,0
2022-03-28 21:00:00,0,1,1,1,3,4,6,5,6,12,5,11,9,9,7,4,3,1,2,0,5,0,5,15,15,16,21,17,13,12,11,8,6,3,0,1,2,3,3,2,4,5,6,8,7,11,5,9,3,10,6,4,3,5,4,2,3,2,3,7,9,8,1,7,4,1,0,0
2022-03-28 22:00:00,0,2,3,2,4,4,5,2,7,9,8,3,2,4,3,6,1,4,6,6,5,2,9,17,18,20,19,20,19,17,12,10,4,1,3,1,5,4,6,5,2,6,5,6,5,12,12,10,0,7,3,4,3,3,2,2,2,2,1,5,3,3,3,3,1,1,0,0
2022-03-28 23:00:00,0,1,0,0,1,2,1,3,4,6,7,5,1,5,4,3,1,1,1,1,1,4,4,14,6,15,16,14,10,8,6,4,3,2,0,1,0,2,1,3,4,2,5,4,5,5,5,3,0,2,1,1,3,2,0,0,0,0,1,7,1,6,3,1,1,0,0,0
2022-03-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 04:00:00,0,2,0,1,1,2,3,3,2,1,0,0,0,1,3,1,4,3,0,4,5,3,2,3,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 05:00:00,0,2,0,3,4,4,2,2,3,1,1,1,0,3,4,3,5,6,6,7,9,8,6,5,4,5,4,1,2,1,1,0,0,0,3,5,8,11,13,16,19,13,18,17,12,7,0,8,0,2,1,0,1,0,1,0,0,2,0,2,1,0,0,2,0,1,0,0
2022-03-29 06:00:00,0,2,3,1,2,0,3,2,2,2,1,0,0,1,2,1,3,7,8,11,12,13,13,8,0,6,5,5,1,4,3,2,2,1,7,16,17,27,23,28,32,35,32,31,26,4,2,0,0,1,2,1,2,3,4,0,5,1,2,4,2,2,2,2,1,0,0,0
2022-03-29 07:00:00,0,5,4,7,5,7,8,7,4,3,1,4,4,3,5,9,16,33,35,38,46,36,29,12,9,8,9,8,7,6,5,3,1,2,17,28,33,41,43,47,48,50,51,51,42,14,7,6,5,6,7,6,4,7,6,0,9,9,7,5,5,3,4,2,1,0,0,0
2022-03-29 08:00:00,0,3,5,6,7,7,9,10,10,9,6,3,11,10,13,21,24,28,30,28,41,48,41,23,19,19,20,21,18,16,13,7,4,2,14,21,28,35,40,39,43,45,46,45,43,10,11,10,9,5,5,9,10,15,18,19,21,21,15,14,8,7,5,6,5,3,0,0
2022-03-29 09:00:00,0,6,6,7,8,10,9,11,8,8,6,3,7,5,5,9,10,12,14,13,16,16,15,16,8,7,6,7,7,6,4,2,2,1,5,9,11,14,17,17,19,22,27,28,21,7,7,5,5,3,2,3,2,6,7,3,5,6,4,4,5,3,2,2,1,1,0,0
2022-03-29 10:00:00,0,1,3,2,5,6,4,6,7,5,1,3,0,4,4,4,5,10,11,12,16,0,12,10,15,12,14,12,11,10,7,4,3,0,2,5,7,14,13,16,21,19,20,21,20,9,8,6,6,3,3,3,4,6,5,6,7,7,6,8,6,5,0,3,2,2,0,0
2022-03-29 11:00:00,0,2,2,2,4,5,2,6,4,6,4,6,7,8,10,9,10,11,12,4,14,7,11,16,15,13,12,11,9,10,6,5,3,1,3,8,11,14,16,17,14,16,16,16,15,9,3,8,2,6,5,3,2,4,4,5,5,3,4,8,6,6,5,5,2,1,0,0
2022-03-29 12:00:00,0,5,1,2,3,4,6,5,4,6,6,5,1,6,6,7,4,7,8,8,12,13,12,19,10,14,18,15,17,14,8,7,6,5,5,5,6,11,20,22,21,19,18,15,11,10,9,7,6,4,4,5,3,4,6,4,7,9,7,8,5,3,3,4,1,2,0,0
2022-03-29 13:00:00,0,1,3,3,4,1,3,4,3,7,5,5,0,4,5,7,6,8,10,10,12,9,11,10,8,9,7,5,6,5,4,2,1,2,4,9,13,12,17,19,20,22,23,20,20,9,7,10,5,5,4,0,6,5,4,5,7,6,6,6,5,6,5,4,4,1,0,0
2022-03-29 14:00:00,0,5,7,4,8,10,9,10,8,8,4,5,9,10,9,11,12,9,10,12,13,12,11,14,10,11,14,14,12,11,9,4,3,2,4,5,10,12,17,22,20,18,16,16,15,10,9,5,9,6,5,4,3,4,4,4,5,5,4,10,9,6,1,7,6,5,0,0
2022-03-29 15:00:00,0,5,6,6,9,9,10,8,8,7,6,5,4,5,6,7,8,9,8,10,11,7,11,17,26,26,16,15,14,11,7,6,5,3,2,3,5,7,11,13,15,14,13,14,12,22,19,17,16,12,5,4,4,3,4,5,6,4,6,9,6,5,3,4,2,1,1,1
2022-03-29 16:00:00,0,3,3,2,5,4,6,6,6,9,8,5,4,5,8,9,11,12,13,14,16,18,18,33,34,44,39,30,28,21,10,9,6,2,3,5,7,10,12,14,14,16,12,11,15,18,5,9,7,5,5,4,5,4,4,4,5,6,4,8,7,6,7,7,3,2,0,0
2022-03-29 17:00:00,0,1,3,3,4,5,7,6,9,17,14,11,9,8,9,10,9,14,12,15,16,11,17,31,19,30,30,28,27,21,18,12,9,5,4,2,3,9,11,11,9,12,11,11,10,16,15,15,14,11,10,7,5,5,8,3,9,7,6,8,10,9,5,7,6,4,0,0
2022-03-29 18:00:00,0,7,8,10,8,9,10,12,11,19,17,14,13,10,5,10,13,14,16,17,20,8,21,49,48,44,43,35,34,31,20,18,10,6,5,7,10,12,17,17,15,15,15,14,13,13,14,11,9,5,5,4,5,7,6,7,5,8,6,10,8,7,7,7,4,2,0,0
2022-03-29 19:00:00,0,3,2,5,6,7,6,7,10,15,16,12,2,9,9,10,11,11,11,13,8,9,15,34,32,31,30,28,25,27,21,17,10,7,2,2,4,5,8,9,10,10,12,11,12,20,18,15,12,7,5,6,1,7,5,8,6,9,8,15,14,10,13,7,5,2,1,1
2022-03-29 20:00:00,0,4,3,0,3,7,5,7,5,12,10,3,3,6,5,8,6,8,9,10,8,1,12,28,29,30,32,30,27,25,17,14,9,4,2,4,4,5,7,9,9,8,11,12,11,11,10,9,7,7,7,4,6,4,0,4,2,3,5,6,3,3,9,4,1,2,0,0
2022-03-29 21:00:00,0,3,1,4,3,3,2,4,7,15,14,11,10,7,6,4,1,3,2,4,2,1,4,22,21,21,16,14,12,13,12,9,5,3,0,3,5,3,4,4,6,6,5,5,4,8,6,6,2,5,3,4,2,3,1,2,3,3,2,5,4,5,5,4,3,2,0,0
2022-03-29 22:00:00,0,2,1,0,4,5,3,6,8,9,3,7,4,7,6,3,5,2,5,3,5,0,9,35,35,37,36,30,28,24,21,16,8,3,1,2,2,4,6,3,4,8,9,10,8,10,9,8,7,4,3,2,1,3,4,3,4,3,3,6,5,4,2,3,2,1,0,0
2022-03-29 23:00:00,0,0,1,2,2,1,5,1,3,11,8,10,11,11,3,13,10,7,0,0,1,0,8,15,14,13,12,11,8,7,7,3,5,2,0,0,2,4,1,0,5,7,2,8,7,9,7,4,3,4,3,4,2,0,1,0,2,0,2,4,5,4,1,3,1,0,0,0
2022-03-30 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 04:00:00,0,2,0,1,2,0,1,0,0,0,0,0,0,2,3,0,0,5,3,4,6,2,3,3,4,5,0,4,0,3,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30 05:00:00,0,1,0,1,2,0,1,0,1,3,2,3,1,3,4,5,5,7,7,0,9,7,8,4,2,4,3,2,0,1,0,0,0,0,2,4,10,14,11,15,19,20,16,17,13,6,1,7,2,1,0,0,1,1,1,0,2,2,0,3,0,0,0,2,0,0,0,0
2022-03-30 06:00:00,0,1,1,2,0,0,5,3,4,5,3,2,0,2,2,3,3,5,7,8,11,10,8,5,0,6,5,0,4,5,4,3,2,1,7,10,14,19,20,17,22,23,20,24,19,4,2,1,2,2,1,0,1,2,2,0,3,2,4,2,3,1,0,2,0,1,0,0
2022-03-30 07:00:00,2,6,7,6,5,6,6,5,4,3,4,3,5,4,7,12,20,40,44,45,54,54,29,7,6,7,7,5,8,7,4,2,3,1,18,25,30,44,51,56,62,64,63,64,53,9,8,5,4,3,3,4,4,6,6,0,7,8,5,5,4,3,1,3,1,1,0,0
2022-03-30 08:00:00,0,2,5,7,7,8,8,7,5,5,7,5,6,6,5,10,17,35,39,42,48,50,49,19,18,18,16,16,15,13,7,4,3,1,10,16,21,29,37,41,45,47,47,49,40,12,12,10,7,6,5,8,7,11,12,14,15,15,10,12,11,9,8,8,6,5,0,0
2022-03-30 09:00:00,0,4,5,7,8,9,9,10,7,6,6,3,4,5,4,8,8,15,17,19,21,19,20,10,10,12,10,9,8,7,5,3,2,1,5,8,12,13,15,18,16,17,19,19,14,6,4,7,1,4,2,3,2,4,4,5,5,7,4,7,9,10,8,7,5,1,0,0
2022-03-30 10:00:00,0,4,5,6,5,8,4,7,4,4,5,7,3,4,2,4,5,10,14,8,9,9,10,11,12,12,14,12,7,6,5,4,3,2,3,10,11,13,15,12,16,15,15,13,12,7,5,6,0,5,3,3,4,3,4,2,3,6,5,9,4,6,4,6,5,1,0,0
2022-03-30 11:00:00,0,4,5,4,6,5,7,5,4,4,2,3,2,5,5,6,7,10,12,13,17,10,16,11,10,10,11,9,9,7,6,2,3,2,3,6,7,9,11,13,15,17,17,18,16,7,6,7,8,4,4,3,0,3,5,6,7,6,5,10,8,7,6,5,3,2,0,0
2022-03-30 12:00:00,0,3,5,6,8,3,10,12,14,6,10,9,0,7,6,8,8,10,10,7,13,12,11,11,10,11,11,9,8,10,7,5,3,1,3,10,13,17,18,19,20,18,18,17,15,7,8,3,2,5,3,4,5,4,3,5,5,6,3,5,7,6,9,7,6,1,0,0
2022-03-30 13:00:00,0,2,2,3,4,4,3,5,5,6,7,2,3,7,4,8,10,8,10,10,11,10,9,11,5,10,15,13,4,10,8,6,5,2,4,4,5,8,12,13,14,12,16,14,11,11,10,8,7,5,6,6,3,7,4,2,8,4,7,8,6,6,3,4,2,3,0,0
2022-03-30 14:00:00,0,4,7,8,7,8,10,11,8,6,5,3,2,6,6,4,8,8,9,11,9,7,8,8,8,11,12,14,12,10,9,8,4,3,3,6,7,8,10,9,9,10,11,12,10,6,4,4,3,3,4,5,0,5,5,6,6,5,6,7,6,5,4,5,1,0,0,0
2022-03-30 15:00:00,0,4,5,5,6,5,7,6,5,7,2,6,4,3,3,6,5,7,8,10,12,11,10,20,24,12,21,14,12,7,9,8,4,2,3,6,7,8,10,11,11,10,9,12,8,12,6,7,4,10,7,8,4,8,7,8,8,2,5,5,5,5,6,3,2,2,0,0
2022-03-30 16:00:00,0,3,4,5,5,6,8,11,9,13,8,10,5,10,10,14,14,13,15,14,16,12,15,22,24,24,24,23,21,19,17,14,9,1,4,7,10,12,15,15,17,17,16,16,15,32,27,22,20,12,8,8,7,5,3,4,6,3,6,7,6,7,5,7,2,1,0,0
2022-03-30 17:00:00,0,2,5,3,6,0,7,7,8,11,10,9,9,8,12,12,8,12,13,14,14,15,14,29,30,28,24,19,17,13,11,10,8,7,6,5,8,11,12,12,15,15,15,16,15,11,10,9,8,6,8,7,5,8,6,7,9,9,9,10,8,7,6,4,5,1,0,0
2022-03-30 18:00:00,0,3,1,0,5,6,7,9,12,15,13,11,10,10,8,13,12,13,14,12,17,8,17,39,38,37,35,31,27,22,17,12,7,4,2,6,8,12,17,18,17,18,18,19,17,17,16,15,13,9,7,6,5,7,7,7,8,8,6,13,11,11,12,8,4,3,0,0
2022-03-30 19:00:00,0,2,3,4,5,7,6,7,8,13,13,11,8,7,6,7,8,6,9,7,9,8,12,43,27,44,44,41,40,37,27,15,10,5,1,2,4,6,9,10,9,11,10,12,13,18,15,9,3,6,6,7,4,5,7,5,3,6,3,11,9,6,8,5,2,1,0,0
2022-03-30 20:00:00,0,4,6,6,5,4,4,5,5,11,12,8,8,6,6,4,5,3,4,2,5,0,8,32,30,31,30,27,26,21,16,14,6,4,1,2,4,5,6,7,8,6,4,7,6,11,8,6,7,6,4,5,4,3,5,2,8,3,8,12,10,8,7,5,3,0,0,0
2022-03-30 21:00:00,0,2,1,1,2,4,2,3,5,6,6,1,5,4,7,6,1,5,1,6,7,8,7,27,19,29,30,23,22,19,16,13,7,4,2,3,0,1,3,0,5,6,7,7,6,8,6,6,5,5,4,3,2,4,4,1,5,1,2,4,3,4,3,5,4,1,0,0
2022-03-30 22:00:00,0,1,3,2,4,0,4,1,4,5,6,5,4,4,5,5,6,5,6,9,4,0,7,21,22,24,16,23,19,12,15,8,5,2,2,3,2,3,4,3,4,8,8,6,6,12,9,8,7,5,4,4,3,3,0,0,6,0,5,10,9,6,5,4,3,0,0,0
2022-03-30 23:00:00,0,0,1,1,2,2,4,3,4,7,6,2,2,5,1,0,4,3,3,0,4,1,2,20,14,15,19,14,16,13,14,10,5,4,0,1,1,1,0,2,2,0,3,3,2,10,6,8,7,3,1,1,1,0,1,0,1,3,0,5,1,3,4,3,2,0,0,0
2022-03-31 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 04:00:00,0,1,0,1,2,0,0,0,0,1,0,0,0,2,4,1,5,2,0,2,6,5,2,3,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31 05:00:00,0,2,0,0,1,1,2,1,2,3,1,0,1,4,4,5,6,7,8,9,12,9,7,5,1,6,1,3,1,0,0,0,0,0,2,7,11,12,12,14,15,13,15,13,9,8,0,8,0,3,0,0,2,1,1,0,0,2,0,4,2,0,0,1,0,0,0,0
2022-03-31 06:00:00,0,1,1,3,2,2,3,2,1,3,0,1,0,2,2,3,4,10,13,14,16,18,16,4,3,2,4,4,1,1,2,0,0,1,6,12,13,20,14,21,24,27,26,21,20,3,2,1,0,0,2,0,2,2,1,0,3,1,1,3,2,2,2,0,0,1,0,0
2022-03-31 07:00:00,0,3,5,6,7,6,8,7,4,5,5,0,4,4,4,7,9,19,25,24,39,42,31,13,11,5,6,6,5,5,2,2,1,0,18,29,42,49,51,53,54,57,54,54,41,6,5,7,4,3,2,4,3,6,7,0,7,8,6,6,3,4,3,2,0,0,0,0
2022-03-31 08:00:00,0,4,3,5,7,5,7,9,8,6,7,5,4,6,7,9,14,31,40,41,50,51,45,14,11,15,18,18,17,3,11,8,4,2,15,21,30,37,44,45,47,51,49,47,41,13,12,11,10,6,5,7,9,13,15,14,15,13,10,10,8,6,7,5,3,1,0,0
2022-03-31 09:00:00,2,4,4,6,7,5,9,10,10,6,2,2,0,4,5,5,6,9,11,13,17,15,15,9,8,11,13,12,11,11,7,5,2,0,4,10,9,20,22,21,20,23,22,23,18,7,5,7,8,7,7,6,4,5,6,4,10,9,4,6,7,6,1,5,3,1,0,0
2022-03-31 10:00:00,0,2,3,3,7,4,5,8,8,6,4,4,0,3,4,4,5,7,8,7,9,8,7,10,9,10,10,11,9,8,5,3,2,1,2,5,11,12,14,15,16,18,17,16,14,7,2,6,0,2,5,3,3,4,4,5,5,6,5,5,6,5,4,2,1,1,0,0
2022-03-31 11:00:00,0,4,2,7,4,6,7,6,5,5,6,4,0,5,6,6,6,9,10,11,12,8,9,14,14,15,17,18,16,13,12,9,5,3,3,8,10,9,14,15,14,15,13,13,13,8,6,4,5,5,3,3,1,4,5,7,6,8,4,7,6,7,6,5,3,2,0,0
2022-03-31 12:00:00,0,5,1,2,5,4,5,6,7,6,7,2,5,6,5,7,6,8,9,5,8,9,9,11,10,11,9,10,8,5,6,3,5,2,2,7,12,14,16,20,20,22,18,23,20,9,8,7,6,5,3,5,3,4,6,5,6,7,4,7,2,5,3,5,3,1,0,0
2022-03-31 13:00:00,1,2,0,3,4,4,4,5,5,6,4,5,6,6,8,10,11,11,2,10,9,11,13,10,11,12,12,11,10,7,5,4,2,3,3,6,8,11,13,12,10,15,14,11,13,10,9,7,0,4,4,4,5,4,6,6,7,6,5,6,6,5,5,2,3,1,0,0
2022-03-31 14:00:00,0,4,3,5,5,5,4,7,4,5,6,1,7,6,4,5,7,8,8,10,12,10,10,18,19,17,11,9,9,8,9,7,6,2,4,8,10,13,17,16,15,14,15,14,13,8,4,7,1,6,3,4,6,8,3,9,4,8,4,7,6,4,4,2,2,1,0,0
2022-03-31 15:00:00,0,3,4,3,6,7,6,9,14,15,9,7,6,6,7,6,8,8,13,14,16,10,15,16,20,22,18,17,14,9,10,6,5,3,3,4,7,8,10,9,17,20,18,16,12,14,9,11,10,8,5,6,3,5,2,7,9,6,5,9,7,5,7,6,3,2,0,0
2022-03-31 16:00:00,0,4,6,8,10,11,10,12,8,13,14,12,10,10,7,9,10,10,13,12,14,9,13,18,19,21,20,19,18,15,12,8,8,5,3,5,9,10,13,16,15,16,15,13,12,16,13,11,10,6,6,7,6,5,6,0,4,5,4,7,6,6,4,4,3,1,0,0
2022-03-31 17:00:00,0,3,4,4,6,8,13,16,16,15,11,10,9,9,9,11,11,10,6,7,12,8,11,28,30,28,26,29,26,23,16,13,8,4,3,4,7,9,11,12,13,15,15,14,12,14,13,13,6,7,7,8,6,6,5,6,7,6,6,13,12,11,11,9,6,4,0,0
2022-03-31 18:00:00,0,6,5,8,9,9,9,8,12,15,15,13,0,9,8,12,11,12,14,5,13,14,17,49,51,52,50,46,40,35,20,18,9,4,3,7,12,14,18,20,17,18,20,20,18,21,19,18,15,8,9,9,5,8,10,11,13,13,11,14,15,14,11,5,3,1,0,0
2022-03-31 19:00:00,0,3,4,3,6,7,9,10,12,14,12,12,9,13,9,10,7,8,4,4,10,9,10,37,36,35,36,32,29,24,19,15,8,5,2,7,9,7,9,11,11,9,11,13,12,16,13,11,8,7,5,5,5,7,10,4,11,12,6,12,13,9,8,8,3,1,0,0
2022-03-31 20:00:00,0,6,3,5,4,7,8,6,7,10,9,5,4,6,6,7,4,9,9,10,5,11,15,44,22,47,42,38,31,27,18,14,11,4,3,1,3,6,9,11,10,9,13,15,14,19,9,12,11,6,4,5,5,4,6,4,7,6,3,7,6,5,5,4,2,1,0,0
2022-03-31 21:00:00,0,3,0,2,5,4,5,5,9,8,7,6,2,4,3,4,3,6,0,7,8,3,9,20,18,20,20,22,20,16,15,14,7,4,0,1,0,1,4,5,4,6,6,4,5,7,5,4,2,4,3,2,2,2,1,2,3,0,3,5,4,5,3,4,2,1,0,0
2022-03-31 22:00:00,0,2,1,2,3,6,5,6,8,7,9,4,3,8,6,5,3,2,0,3,5,3,4,31,28,29,29,25,20,19,14,11,4,3,2,3,0,3,5,4,6,9,6,10,4,11,10,6,6,5,2,0,1,2,3,0,0,1,1,5,4,0,3,2,0,0,0,0
2022-03-31 23:00:00,0,1,0,1,1,0,2,3,2,4,2,3,1,4,5,6,5,4,1,0,0,5,6,25,12,27,25,19,18,16,14,11,6,2,0,1,1,2,2,0,3,3,4,5,6,8,5,7,4,6,5,3,4,3,0,0,0,4,3,5,4,4,3,2,1,1,0,0
2022-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
