Unnamed: 0,1_서울버스종점,2_장지공영차고지,3_아이코리아,4_송파글마루도서관.버들어린이집,5_송파파인타운3단지.한림예고,6_장지동주민센터앞,7_한림연예예술고교,8_구송파세무서,9_문덕초등학교.문정고등학교,10_문정동푸르지오아파트,11_문정동래미안아파트,12_가락동미륭아파트,13_가윤예식장,14_경찰병원.서울동부고용노동지청,15_제일오피스텔,16_가락시장.가락시장역,17_송파역,18_석촌역,19_석촌호수.한솔병원,20_잠실역.롯데월드,21_잠실5단지,22_잠실새내역.잠실2동주민센터,23_잠실엘스아파트앞,24_종합운동장사거리,25_잠실종합운동장,26_강남경찰서면허시험장,27_삼성역7번출구,28_봉은사역3번출구.삼성1파출소,29_청담역.경기고교,30_진흥아파트,31_강남구청.강남세무서,32_청담동래미안아파트,33_강남구청역,34_영동고교앞,35_일지아트홀.압구정동노인복지센터,36_한양아파트.압구정로데오역,37_압구정파출소,38_현대아파트,39_금호역,40_약수역4번출구.금호터널입구,41_약수역1번출구,42_장충체육관앞,43_장충동.동국대입구,44_광희동,45_동대문역사문화공원,46_충신동,47_이화동(이화장),48_방송통신대.이화장,49_혜화역.마로니에공원,50_혜화동로터리,51_명륜3가.성대입구,52_창경궁.서울대학교병원,53_현대그룹빌딩,54_이화동(이화장),55_충신동,56_동대문,57_동대문역사문화공원,58_광희동,59_장충동.동국대입구,60_장충체육관앞,61_약수역10번출구,62_약수역5번출구.금호터널입구,63_금호역,64_현대아파트,65_압구정파출소,66_한양아파트.압구정로데오역,67_일지아트홀,68_영동고등학교현대아파트,69_강남구청역,70_삼성동서광아파트,71_강남구청.강남세무서,72_진흥아파트청담역,73_청담역.경기고교,74_봉은사.삼성1파출소앞,75_무역센타,76_강남경찰서.강남운전면허시험장,77_잠실종합운동장,78_종합운동장사거리,79_잠실새내역4번출구,80_잠실트리지움아파트앞,81_잠실역.롯데월드,82_석촌호수.한솔병원,83_석촌역,84_송파역,85_가락시장.가락시장역,86_가락시장역,87_경찰병원.서울동부고용노동지청,88_건너말공원입구,89_문정현대아파트,90_문정래미안현대아파트앞,91_문정동대우아파트,92_문덕초등학교.문정고등학교,93_구송파세무서,94_한림연예예술고교,95_장지동주민센터.송파파인타운1단지,96_송파파인타운2단지.구립송파복지센터,97_송파글마루도서관.버들어린이집,98_아이코리아앞,99_장지공영차고지,100_서울버스종점
2022-03-05 04:00:00,1,3,0,2,1,4,0,0,0,2,3,6,4,8,3,9,4,10,10,10,0,3,12,14,14,2,3,13,14,11,12,0,11,4,14,15,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,0,0,0,1,2,1,2,2,4,4,3,4,4,3,1,5,4,5,4,0,4,3,1,2,5,6,5,6,5,4,6,7,3,8,7,8,10,12,13,8,6,12,20,31,3,28,18,12,11,10,5,5,10,11,10,11,11,9,0,10,11,10,10,10,8,6,3,5,3,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,1,0,1,2,1,2,2,3,4,5,4,7,4,6,4,4,4,7,9,8,8,6,9,4,3,2,4,6,4,4,5,5,9,5,4,2,2,5,6,6,3,6,4,3,5,6,4,3,2,2,5,3,4,4,7,7,6,5,5,6,5,10,11,12,11,11,9,3,6,3,5,5,3,6,2,3,4,0,6,6,6,6,8,7,2,6,6,2,6,5,5,1,0,3,2,0,0,0,0,0
2022-03-05 07:00:00,0,1,1,2,1,2,3,3,4,6,7,8,8,9,7,5,4,6,6,5,5,6,5,4,3,5,6,8,4,4,5,7,9,8,5,8,6,7,6,6,5,8,4,6,5,4,3,1,3,3,7,7,9,10,6,11,8,8,9,1,5,11,13,11,10,8,5,3,4,3,4,6,7,3,2,1,2,1,3,2,3,5,4,5,5,6,5,4,3,4,5,4,3,1,0,0,2,0,0,0
2022-03-05 08:00:00,1,1,1,2,2,5,4,6,8,10,16,17,16,14,12,9,12,13,14,13,12,9,10,9,10,7,11,8,8,7,9,8,14,12,11,12,9,10,11,5,11,11,11,5,4,3,2,1,2,3,8,9,12,5,13,14,9,18,16,16,14,17,20,17,13,12,9,7,5,6,5,5,6,5,4,3,2,3,3,4,5,4,7,6,5,5,4,4,2,2,0,1,0,0,2,0,1,0,0,0
2022-03-05 09:00:00,3,1,4,0,5,6,7,9,10,12,14,17,18,19,16,16,19,18,19,12,11,10,10,11,12,13,15,18,16,13,11,12,22,19,12,12,12,12,11,9,8,8,5,7,7,8,5,6,8,9,10,11,9,12,13,13,12,17,14,13,11,19,27,31,24,19,14,12,10,9,5,12,11,6,3,2,5,6,8,10,6,8,6,5,7,7,9,8,6,4,5,5,4,2,1,1,0,0,0,0
2022-03-05 10:00:00,1,2,5,6,5,4,6,8,9,9,13,14,17,17,16,17,17,19,21,16,17,12,10,11,13,10,12,15,14,11,12,12,15,15,13,13,13,12,10,7,10,10,9,8,9,8,5,4,4,6,12,12,14,13,18,20,18,18,17,14,18,20,26,24,17,13,10,12,9,11,12,12,14,9,8,10,10,11,9,11,7,9,8,10,13,15,15,12,9,8,1,6,4,1,2,0,1,0,0,0
2022-03-05 11:00:00,0,2,0,0,2,5,6,9,9,11,17,20,26,29,28,28,28,24,19,15,16,11,12,15,13,13,15,17,16,15,17,17,20,17,15,19,22,20,14,16,17,18,17,11,11,10,9,6,4,4,6,7,9,12,8,11,8,10,8,19,21,21,21,24,22,18,13,15,12,12,15,17,22,20,15,15,5,14,17,16,13,8,8,8,8,9,6,7,6,5,4,3,2,2,0,2,1,0,0,0
2022-03-05 12:00:00,1,3,3,3,4,6,7,9,6,12,17,23,25,25,24,25,29,14,31,16,15,14,15,16,18,19,24,24,20,16,14,15,18,19,15,23,20,22,20,20,19,19,20,17,15,16,14,12,7,13,16,11,15,23,26,21,18,18,20,19,17,24,27,23,20,16,16,16,16,15,17,18,19,15,7,7,5,7,10,9,10,12,11,13,12,10,9,9,8,5,3,5,4,3,1,3,2,0,0,0
2022-03-05 13:00:00,0,2,3,4,5,4,5,7,6,10,17,19,26,29,26,27,30,30,26,14,15,15,14,15,17,11,15,18,16,17,19,23,24,23,18,22,23,24,21,20,25,24,25,17,19,18,17,13,10,8,11,11,11,13,13,14,15,17,16,19,16,21,25,23,21,20,19,19,18,16,17,16,18,16,11,10,9,10,16,14,14,15,15,17,16,12,10,8,6,7,6,1,5,3,2,3,1,0,0,0
2022-03-05 14:00:00,2,2,3,3,1,5,3,7,7,11,14,21,23,22,20,20,21,22,22,15,16,15,16,19,18,17,18,18,16,18,23,25,29,28,25,31,33,28,25,24,29,28,26,20,19,18,20,16,9,7,10,9,10,11,12,14,18,17,11,14,17,20,26,18,19,16,22,22,20,21,26,25,21,15,14,10,11,8,11,12,16,15,15,18,16,15,11,10,7,6,6,5,6,3,4,3,2,1,0,0
2022-03-05 15:00:00,1,1,2,0,5,8,9,10,4,6,14,16,20,17,19,21,21,19,18,12,15,14,13,12,11,13,17,19,21,21,17,14,16,16,22,28,28,32,30,24,15,18,23,18,21,21,18,14,10,12,13,12,15,16,18,16,18,18,14,20,18,20,20,23,20,18,27,28,23,22,21,23,25,23,24,23,25,21,17,16,26,16,15,15,15,18,16,13,12,6,6,8,7,6,5,6,2,5,2,0
2022-03-05 16:00:00,1,2,4,6,2,5,9,7,11,13,15,15,20,25,24,26,23,24,21,17,19,14,19,19,19,18,16,21,20,18,16,17,19,22,26,29,29,29,20,19,20,17,16,15,22,21,22,19,18,12,14,16,21,23,24,21,31,29,28,27,22,24,25,25,25,24,28,27,23,21,22,22,24,20,18,17,15,15,13,10,27,25,25,24,25,26,17,13,12,9,6,5,4,2,3,3,2,0,0,0
2022-03-05 17:00:00,0,1,0,2,0,3,3,5,5,7,8,10,13,15,13,22,23,18,17,15,12,13,13,14,15,13,17,23,25,20,22,22,24,28,39,49,50,52,49,43,23,24,26,21,27,25,24,20,13,16,13,8,13,14,14,16,20,21,19,20,20,17,18,20,20,17,22,26,23,24,22,22,23,24,23,19,22,23,21,17,25,21,22,22,22,20,19,15,10,10,10,14,10,8,3,2,0,2,1,0
2022-03-05 18:00:00,0,4,2,5,2,3,4,4,6,7,8,10,13,14,8,14,16,14,15,8,9,7,10,9,8,10,13,17,18,14,17,18,17,18,21,27,27,26,25,19,37,35,38,35,33,32,25,20,13,11,11,12,8,11,12,11,13,15,16,13,15,15,19,20,21,15,26,33,19,18,18,19,19,17,14,16,13,15,19,18,18,18,18,20,21,20,16,14,15,14,11,10,7,3,2,0,1,0,0,0
2022-03-05 19:00:00,2,2,0,1,2,2,2,2,3,4,5,5,6,10,8,10,13,14,12,13,14,13,12,10,9,11,11,13,10,14,10,8,11,13,21,23,25,24,20,15,16,12,12,12,11,11,11,10,8,6,5,0,6,7,6,0,10,10,13,9,11,9,9,11,9,10,18,26,19,22,18,17,15,12,11,12,7,11,14,11,16,18,17,15,16,17,11,16,13,9,10,7,5,2,1,0,0,0,0,0
2022-03-05 20:00:00,0,0,0,0,2,3,8,9,7,4,7,6,8,12,7,12,9,6,6,7,7,5,7,0,0,6,9,10,10,11,8,8,11,13,23,27,25,23,17,14,11,8,12,11,14,11,9,8,8,6,7,8,7,5,7,7,13,12,10,9,9,7,10,14,14,18,19,22,13,13,13,13,14,9,11,12,12,13,18,8,24,26,13,15,14,15,11,8,9,7,7,6,5,4,2,5,0,4,0,0
2022-03-05 21:00:00,0,0,0,0,2,3,1,0,4,1,3,4,5,5,6,10,8,5,4,7,7,9,8,9,8,7,15,17,14,13,15,16,17,21,22,28,21,20,16,15,16,18,16,13,13,12,8,6,10,7,9,8,10,12,10,9,14,13,12,12,10,9,11,13,13,12,16,16,12,11,12,10,8,8,10,9,9,11,16,18,23,25,27,21,22,22,18,16,14,11,11,12,7,4,2,1,3,2,0,0
2022-03-05 22:00:00,0,0,0,0,1,1,1,2,2,3,0,0,3,2,3,4,5,4,5,7,3,3,11,5,0,0,12,14,10,9,9,10,11,12,20,24,27,26,19,13,13,9,13,12,10,9,8,5,6,6,10,6,12,4,3,13,10,11,7,9,8,7,7,9,7,11,20,25,18,18,19,18,19,17,14,16,15,14,15,14,27,28,25,19,19,24,21,17,15,10,9,8,4,6,5,2,0,0,0,0
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,4,3,0,3,4,12,17,20,19,10,9,7,6,6,11,9,4,8,6,5,5,8,4,7,0,8,4,2,10,11,10,5,8,3,6,7,10,24,23,16,16,12,10,16,11,2,17,18,17,18,16,15,13,11,11,10,11,13,8,12,9,3,7,5,2,1,1,0,0,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,1,2,0,2,1,2,0,2,0,1,3,4,3,1,0,5,4,5,6,6,7,0,3,0,0,8,0,9,8,9,0,0,8,8,7,6,0,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,0,0,0,1,2,0,2,2,3,4,5,6,3,0,0,4,6,0,2,2,5,0,5,5,2,6,2,5,4,6,5,6,0,5,6,4,4,3,1,3,4,0,5,0,3,2,0,0,3,6,0,7,2,3,0,6,0,2,5,5,5,6,2,6,4,1,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,0,0,0,1,3,1,3,4,0,0,5,4,4,0,1,5,5,6,7,5,6,3,5,3,3,4,5,3,0,4,3,5,4,1,4,3,1,4,2,3,3,2,3,1,0,1,0,2,4,3,3,0,1,4,3,3,2,1,4,3,5,8,6,7,6,5,5,4,3,2,4,3,1,3,0,0,4,0,4,4,3,3,4,6,2,3,2,0,0,0,0,0,1,0,0,0,0,0,0
2022-03-06 07:00:00,0,2,1,1,2,3,4,5,0,4,2,4,4,4,3,3,3,4,6,7,6,2,0,2,8,8,9,8,7,3,4,4,6,7,6,7,2,6,4,2,1,3,1,3,1,0,2,2,2,2,3,0,4,3,4,3,5,3,4,3,5,6,10,7,6,5,5,1,4,4,5,7,9,7,6,4,3,2,1,1,2,2,3,2,4,3,2,2,1,1,1,1,0,1,0,0,0,0,0,0
2022-03-06 08:00:00,0,1,1,2,4,4,5,2,3,4,7,8,12,10,9,8,9,7,6,6,7,5,6,7,5,3,6,6,5,5,8,7,11,9,5,7,8,7,7,6,6,5,5,3,6,4,1,0,0,2,7,8,8,9,12,10,8,10,10,8,7,10,8,11,5,6,7,5,6,7,5,10,13,11,4,2,2,3,3,2,6,7,8,6,6,7,5,4,3,3,2,3,2,0,1,0,0,0,0,0
2022-03-06 09:00:00,2,2,3,2,2,2,3,4,3,6,8,9,12,14,11,13,15,14,15,7,6,5,3,7,8,4,8,11,10,9,11,10,20,15,9,8,9,9,12,13,9,11,12,13,12,7,11,7,4,7,11,12,14,10,13,13,13,14,12,14,9,15,15,16,12,11,10,8,7,9,9,13,13,10,7,3,7,5,3,5,4,5,4,4,7,4,6,4,4,3,3,0,0,2,0,1,0,0,0,0
2022-03-06 10:00:00,1,0,1,1,1,3,4,5,5,6,9,10,11,11,12,11,13,13,12,9,10,9,11,13,10,11,15,13,6,12,12,17,15,11,14,15,14,13,17,19,20,19,5,14,8,7,5,5,6,8,9,10,13,12,13,12,11,14,15,12,11,14,18,20,19,17,14,12,11,9,7,11,12,7,6,4,6,7,6,6,11,12,10,11,6,6,4,4,3,3,3,3,1,2,0,1,0,0,0,0
2022-03-06 11:00:00,0,0,1,3,6,4,5,5,6,7,12,13,16,19,20,17,17,17,16,14,13,13,11,11,12,10,8,9,9,10,13,14,16,15,12,11,13,12,9,8,11,10,11,9,10,11,10,9,8,6,9,7,10,8,11,7,11,13,12,13,9,16,18,20,18,13,9,14,13,11,12,15,18,13,8,8,5,7,9,4,8,6,6,5,6,13,9,7,6,7,4,1,3,1,0,2,0,0,0,0
2022-03-06 12:00:00,0,0,0,1,2,3,3,4,5,6,9,12,14,15,14,10,16,15,21,12,15,14,12,10,12,11,14,13,13,12,14,13,16,17,16,14,17,17,16,11,18,16,11,14,16,14,13,11,8,13,13,11,12,12,13,12,10,11,10,11,14,16,13,17,15,11,10,12,9,9,9,12,14,13,9,8,8,8,10,9,11,11,10,11,11,15,11,12,6,5,4,4,2,2,1,1,0,0,0,0
2022-03-06 13:00:00,1,2,0,1,2,4,5,5,7,10,11,18,18,19,20,16,22,20,21,11,14,13,12,11,13,8,11,15,16,16,16,15,17,16,16,16,15,15,17,16,16,17,18,17,13,10,10,9,9,9,12,11,9,8,13,13,15,17,18,18,16,18,20,16,14,13,13,14,13,14,17,17,18,14,10,11,11,13,12,12,12,11,9,8,7,9,8,4,10,11,11,11,9,6,4,2,0,0,0,0
2022-03-06 14:00:00,1,0,1,0,3,4,6,9,7,8,10,12,17,19,20,19,21,21,13,13,7,10,11,11,12,11,11,12,13,16,16,14,20,22,21,20,22,15,17,20,19,19,20,17,17,18,15,14,15,10,11,13,15,7,14,16,14,16,17,9,15,20,18,18,17,14,12,14,9,11,13,5,15,13,9,9,10,13,15,16,18,16,16,18,15,13,14,12,10,6,9,8,7,2,6,5,4,0,0,0
2022-03-06 15:00:00,0,2,0,2,5,4,7,8,9,6,10,13,18,18,17,18,20,17,17,16,17,14,12,11,11,9,13,12,15,13,16,17,18,15,16,18,17,18,18,18,21,19,19,17,24,24,20,17,17,12,13,14,16,16,17,17,18,19,21,20,18,19,20,15,12,17,15,15,14,14,15,21,21,16,16,14,14,10,12,11,15,16,15,11,12,13,9,8,3,3,2,2,0,1,0,1,0,0,0,0
2022-03-06 16:00:00,0,1,1,1,2,4,2,7,5,4,9,9,11,11,10,10,14,15,14,9,8,8,7,7,9,8,11,13,13,13,15,17,19,20,21,25,26,23,22,16,17,9,10,13,15,15,14,13,7,8,14,12,15,18,13,11,18,17,19,18,18,19,20,19,23,22,20,18,21,23,21,23,21,20,14,15,16,18,17,16,17,15,17,15,13,15,11,11,10,7,5,4,1,3,0,0,0,0,0,0
2022-03-06 17:00:00,1,2,1,1,2,4,5,7,0,8,8,10,10,12,12,9,9,7,8,17,15,12,7,7,6,8,13,18,15,16,18,19,20,22,28,31,29,31,26,22,23,22,20,17,20,18,19,18,13,12,10,10,12,15,16,15,13,13,10,11,10,12,11,17,16,16,19,19,16,14,14,13,14,15,15,16,18,17,16,11,17,18,15,14,14,19,18,12,11,6,7,5,4,1,1,2,0,0,0,0
2022-03-06 18:00:00,1,0,0,3,4,3,2,2,1,5,4,6,8,7,6,8,14,13,10,7,5,5,4,5,4,6,12,15,13,14,15,14,12,13,17,24,17,24,23,21,19,18,16,13,11,10,8,9,10,7,16,18,19,20,22,25,17,18,22,14,19,18,8,15,13,13,18,23,18,16,16,17,19,18,19,17,12,12,13,12,21,21,23,20,22,20,17,15,12,13,8,6,3,1,1,1,0,0,0,0
2022-03-06 19:00:00,0,2,0,1,2,2,3,2,2,4,3,5,7,8,9,8,10,9,7,9,9,8,7,6,6,5,10,12,14,15,16,14,14,16,27,34,33,34,29,26,24,19,19,20,14,12,11,8,5,7,11,8,13,10,9,10,13,14,13,12,13,15,15,17,16,12,14,19,14,11,12,14,12,13,12,14,15,12,12,15,16,16,15,16,17,20,21,18,17,13,8,9,6,3,4,1,0,0,0,0
2022-03-06 20:00:00,0,0,0,0,2,3,3,0,2,4,3,4,4,5,8,7,3,3,3,8,5,3,7,7,9,3,15,12,10,4,11,10,12,12,15,26,23,19,19,16,12,14,15,16,15,12,8,7,9,10,10,0,5,12,11,10,8,9,9,8,8,8,7,12,8,10,11,11,8,7,6,8,8,12,11,10,9,12,14,12,18,13,14,12,13,12,10,12,10,9,8,6,3,2,1,0,0,0,0,0
2022-03-06 21:00:00,0,0,0,0,1,1,1,1,2,3,1,3,5,6,6,5,4,5,5,6,5,3,6,6,5,5,10,14,11,8,10,11,12,13,19,25,17,24,18,16,14,11,17,15,17,15,12,11,14,11,10,8,9,11,5,4,8,8,10,7,9,11,13,15,9,13,18,18,17,16,15,14,12,11,12,11,12,9,13,12,21,17,19,16,15,16,16,13,12,9,8,6,5,4,0,0,0,1,0,0
2022-03-06 22:00:00,0,0,0,1,0,0,3,2,0,4,3,4,5,5,6,6,5,4,3,4,3,4,4,0,3,4,7,10,8,8,7,7,8,12,11,17,18,19,17,14,13,12,11,15,13,12,9,6,7,6,6,6,4,6,5,6,13,6,11,10,4,8,7,7,6,9,12,16,12,9,9,8,9,9,10,10,9,10,14,9,28,26,24,21,22,18,14,12,10,9,6,8,7,5,3,2,1,0,0,0
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,3,1,0,2,0,3,2,5,9,12,11,7,7,5,0,0,9,11,9,4,5,9,5,7,2,0,3,6,4,6,3,6,0,4,4,4,6,5,5,8,9,9,8,5,5,6,4,5,7,6,8,9,12,12,11,14,12,10,22,17,16,5,11,10,7,6,2,1,1,0,0,1,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,1,0,2,2,2,0,0,3,5,6,7,10,9,2,10,10,12,14,13,9,0,14,11,15,12,11,9,11,12,11,0,10,9,0,7,5,3,5,0,4,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,0,2,0,0,0,3,1,3,3,5,4,2,7,8,9,8,7,7,6,6,3,5,5,5,6,4,7,6,9,4,10,9,8,7,4,6,5,5,6,7,7,8,8,12,28,27,25,12,9,11,13,4,15,0,16,11,15,8,6,7,8,15,17,14,14,5,12,8,5,3,0,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,1,2,1,0,1,2,2,3,4,5,8,12,14,12,11,13,10,8,9,11,12,10,7,6,12,11,8,9,3,6,10,5,11,8,5,7,8,6,7,6,7,2,9,7,8,6,5,4,2,4,11,6,6,7,9,5,9,10,4,9,10,10,13,9,14,12,8,7,7,8,8,7,9,5,4,4,4,5,5,6,9,9,14,11,10,11,9,10,1,0,9,7,6,3,1,0,0,1,0,0
2022-03-07 07:00:00,4,7,8,5,8,9,11,15,15,19,30,36,41,40,38,36,35,29,30,20,19,17,17,18,13,13,18,16,12,11,19,19,21,20,18,17,17,12,17,15,9,14,14,13,13,14,10,5,5,9,11,11,13,12,18,18,16,19,11,12,20,24,25,22,16,21,19,17,16,17,15,32,35,21,14,7,10,6,9,10,17,20,21,24,24,28,25,23,22,20,21,13,12,4,9,1,0,0,0,0
2022-03-07 08:00:00,6,4,5,3,4,6,7,11,11,16,26,34,39,36,31,31,33,30,32,25,27,27,28,30,30,25,25,30,26,27,17,19,29,21,18,23,19,15,17,21,22,20,20,15,19,17,11,12,9,10,17,18,17,20,23,22,15,18,16,14,14,22,31,33,29,28,19,16,14,32,12,51,57,56,43,8,10,6,7,8,22,24,38,37,40,41,38,39,39,15,37,41,40,36,28,2,0,0,0,0
2022-03-07 09:00:00,1,1,3,4,7,10,11,11,10,15,22,23,25,23,22,20,24,19,20,13,12,14,13,16,21,18,19,20,17,14,18,16,31,26,11,13,15,15,17,17,18,19,18,16,15,16,11,10,7,14,13,11,14,13,16,19,21,22,22,18,22,26,28,28,21,16,13,13,11,9,9,19,27,22,17,7,6,6,6,5,7,9,12,13,17,12,7,6,5,6,4,3,2,0,0,0,0,0,0,0
2022-03-07 10:00:00,1,1,0,3,1,4,3,4,5,6,7,10,12,14,15,16,15,13,13,13,10,9,9,10,7,11,12,14,8,10,13,12,16,13,12,15,16,13,11,13,10,6,13,9,9,8,6,6,5,5,12,14,16,17,19,17,15,14,11,14,8,13,16,19,18,16,13,12,9,10,7,8,10,8,9,8,7,6,6,7,8,7,5,7,8,8,7,7,5,6,5,3,3,1,1,0,0,0,0,0
2022-03-07 11:00:00,0,2,0,4,1,2,3,6,3,4,7,8,11,12,12,11,10,9,11,7,8,7,6,8,10,8,10,10,9,9,10,11,11,12,12,13,12,14,13,14,15,13,11,9,8,10,9,4,9,8,7,8,7,9,11,10,16,16,15,16,10,15,16,16,15,10,10,10,7,8,7,10,11,7,8,7,4,5,6,8,9,9,6,7,7,8,7,4,4,2,5,2,2,3,4,1,0,0,0,0
2022-03-07 12:00:00,0,0,1,0,2,3,3,4,5,6,8,10,11,13,11,12,16,15,14,10,8,7,7,9,8,7,12,12,13,13,16,16,17,15,15,14,15,17,15,14,15,16,16,11,12,11,11,10,8,6,9,6,7,15,16,15,13,12,10,11,9,11,13,12,9,9,8,13,12,9,10,14,8,10,9,7,8,8,9,8,12,10,11,14,14,16,11,6,3,5,3,2,0,2,2,1,0,0,0,0
2022-03-07 13:00:00,0,3,1,2,2,3,6,5,5,6,9,12,15,13,12,14,13,15,15,13,12,12,12,11,11,12,14,18,17,17,16,17,20,17,20,22,19,18,15,16,13,15,17,15,13,11,9,10,9,9,9,6,12,11,12,13,14,18,18,18,11,11,12,15,13,14,13,13,12,11,11,10,10,9,8,9,11,9,11,8,8,9,10,15,18,15,15,12,10,10,5,4,3,1,0,3,2,0,1,0
2022-03-07 14:00:00,2,2,2,3,3,4,5,4,4,7,10,11,12,14,13,14,14,16,13,10,11,10,9,8,9,10,11,15,13,13,15,15,16,15,16,21,22,21,26,23,23,25,28,21,16,18,16,18,18,15,9,7,11,18,19,16,13,14,13,14,17,15,15,16,14,14,10,10,9,9,15,17,17,16,13,11,15,16,17,16,17,21,19,17,15,16,13,10,9,7,1,10,9,8,3,7,6,8,6,0
2022-03-07 15:00:00,2,1,3,3,41,39,41,42,41,42,44,42,11,16,16,10,15,11,11,10,10,9,12,13,6,11,10,13,12,13,14,17,21,19,21,26,26,27,14,18,16,13,18,14,14,19,17,10,8,6,11,12,13,12,13,18,22,23,22,21,16,19,20,20,18,16,19,25,20,16,15,15,18,13,12,13,11,12,12,13,15,14,14,20,23,22,19,16,9,8,4,5,6,3,1,4,1,1,1,0
