Unnamed: 0,1_서울버스종점,2_장지공영차고지,3_아이코리아,4_송파글마루도서관.버들어린이집,5_송파파인타운3단지.한림예고,6_장지동주민센터앞,7_한림연예예술고교,8_구송파세무서,9_문덕초등학교.문정고등학교,10_문정동푸르지오아파트,11_문정동래미안아파트,12_가락동미륭아파트,13_가윤예식장,14_경찰병원.서울동부고용노동지청,15_제일오피스텔,16_가락시장.가락시장역,17_송파역,18_석촌역,19_석촌호수.한솔병원,20_잠실역.롯데월드,21_잠실5단지,22_잠실새내역.잠실2동주민센터,23_잠실엘스아파트앞,24_종합운동장사거리,25_잠실종합운동장,26_강남경찰서면허시험장,27_삼성역7번출구,28_봉은사역3번출구.삼성1파출소,29_청담역.경기고교,30_진흥아파트,31_강남구청.강남세무서,32_청담동래미안아파트,33_강남구청역,34_영동고교앞,35_일지아트홀.압구정동노인복지센터,36_한양아파트.압구정로데오역,37_압구정파출소,38_현대아파트,39_금호역,40_약수역4번출구.금호터널입구,41_약수역1번출구,42_장충체육관앞,43_장충동.동국대입구,44_광희동,45_동대문역사문화공원,46_충신동,47_이화동(이화장),48_방송통신대.이화장,49_혜화역.마로니에공원,50_혜화동로터리,51_명륜3가.성대입구,52_창경궁.서울대학교병원,53_현대그룹빌딩,54_이화동(이화장),55_충신동,56_동대문,57_동대문역사문화공원,58_광희동,59_장충동.동국대입구,60_장충체육관앞,61_약수역10번출구,62_약수역5번출구.금호터널입구,63_금호역,64_현대아파트,65_압구정파출소,66_한양아파트.압구정로데오역,67_일지아트홀,68_영동고등학교현대아파트,69_강남구청역,70_삼성동서광아파트,71_강남구청.강남세무서,72_진흥아파트청담역,73_청담역.경기고교,74_봉은사.삼성1파출소앞,75_무역센타,76_강남경찰서.강남운전면허시험장,77_잠실종합운동장,78_종합운동장사거리,79_잠실새내역4번출구,80_잠실트리지움아파트앞,81_잠실역.롯데월드,82_석촌호수.한솔병원,83_석촌역,84_송파역,85_가락시장.가락시장역,86_가락시장역,87_경찰병원.서울동부고용노동지청,88_건너말공원입구,89_문정현대아파트,90_문정래미안현대아파트앞,91_문정동대우아파트,92_문덕초등학교.문정고등학교,93_구송파세무서,94_한림연예예술고교,95_장지동주민센터.송파파인타운1단지,96_송파파인타운2단지.구립송파복지센터,97_송파글마루도서관.버들어린이집,98_아이코리아앞,99_장지공영차고지,100_서울버스종점
2022-03-24 18:00:00,1,3,4,2,8,9,11,13,14,14,16,19,22,41,39,42,44,37,30,24,23,21,21,11,15,26,42,48,36,32,37,36,36,37,45,48,48,51,41,26,29,30,26,30,34,30,25,17,14,11,12,13,23,26,28,26,27,34,35,36,31,28,27,27,30,25,48,46,27,26,24,22,24,22,25,37,37,33,31,28,39,37,37,27,31,31,31,29,17,16,14,10,6,4,3,5,4,0,1,0
2022-03-24 19:00:00,3,1,0,1,2,3,4,5,4,6,9,8,11,19,22,21,16,16,17,12,11,12,12,10,10,14,21,26,19,17,17,17,22,22,30,35,36,36,36,24,24,23,25,20,29,24,23,19,9,7,9,11,18,18,19,21,23,36,35,36,34,29,25,22,19,18,28,33,27,26,23,25,24,26,25,27,24,20,20,20,31,30,30,31,30,32,28,21,15,13,12,10,8,6,3,4,0,0,1,0
2022-03-24 20:00:00,8,0,0,0,2,2,3,4,5,2,0,5,6,9,10,5,6,7,6,5,5,3,4,4,5,4,11,12,10,8,10,10,12,15,19,37,40,36,27,21,22,23,22,17,15,15,12,11,7,4,5,3,7,8,9,8,12,13,13,8,11,10,8,9,11,10,17,23,12,13,13,14,14,12,14,14,12,12,13,12,21,21,24,24,23,20,18,14,14,10,8,7,5,3,2,1,3,0,1,0
2022-03-24 21:00:00,0,1,0,0,5,6,9,8,7,0,7,0,7,9,7,9,10,9,10,7,6,5,6,6,6,5,10,16,17,12,12,11,14,16,20,19,22,23,20,18,19,20,20,18,15,13,10,7,10,9,16,17,9,11,12,14,11,12,11,11,9,7,10,7,8,12,14,14,12,14,13,12,11,11,9,11,12,13,15,10,17,18,16,17,16,17,13,9,7,8,5,6,4,2,1,2,0,0,1,0
2022-03-24 22:00:00,0,1,0,0,2,1,3,3,4,2,3,0,6,6,3,7,6,5,9,7,7,6,7,7,6,8,11,23,16,15,17,19,27,29,39,47,49,51,37,27,26,13,24,19,22,17,15,11,16,12,17,7,9,21,16,20,20,19,18,19,15,18,13,12,12,12,19,23,19,15,18,19,17,18,20,19,17,14,16,15,21,22,22,23,22,22,19,15,13,8,7,5,5,3,2,2,1,0,0,0
2022-03-24 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,5,0,6,7,7,6,4,4,0,5,10,16,20,19,24,21,15,16,16,17,18,21,18,17,12,11,9,6,4,9,10,8,3,7,6,8,7,8,12,11,15,13,14,13,14,12,14,13,10,12,13,12,12,11,11,14,12,17,15,21,14,21,22,18,17,13,10,8,5,4,2,0,1,0,1,0,0
2022-03-25 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 04:00:00,1,1,0,2,0,3,3,0,3,4,6,10,12,13,12,10,8,8,9,15,7,16,16,17,16,15,10,14,19,14,12,11,10,9,9,8,7,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 05:00:00,0,1,0,0,1,1,2,2,3,5,6,4,6,5,5,6,5,4,4,6,7,2,9,4,6,8,10,13,12,9,8,9,4,6,6,10,4,8,8,12,8,11,11,18,31,30,28,11,9,10,13,12,15,16,19,18,22,5,20,21,22,23,24,19,18,15,13,9,8,6,0,0,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 06:00:00,0,1,0,1,2,4,3,5,6,4,7,10,11,11,9,6,12,11,10,8,6,9,9,11,10,8,6,8,9,10,10,6,10,10,8,10,12,11,10,9,5,5,10,8,10,9,4,8,3,5,7,9,8,8,9,8,7,6,7,8,5,11,14,12,9,8,8,8,8,9,7,11,13,10,6,2,6,4,2,7,6,11,13,12,11,10,9,8,4,5,4,7,3,2,0,0,0,1,0,0
2022-03-25 07:00:00,2,7,2,8,12,14,15,16,17,17,30,33,40,40,36,25,31,31,30,16,16,14,12,11,12,12,12,13,10,12,14,15,20,19,15,14,14,14,14,14,15,13,17,20,22,21,8,7,3,12,11,9,13,14,17,16,13,14,13,10,12,17,23,19,17,15,16,15,10,15,14,26,34,22,17,6,7,5,7,8,15,18,20,21,22,29,28,14,13,12,11,10,9,7,8,6,0,0,0,0
2022-03-25 08:00:00,2,5,5,2,3,8,9,11,12,18,28,35,40,39,37,37,36,36,36,19,21,19,20,22,23,21,22,34,32,27,20,17,33,18,16,19,18,13,22,22,24,23,23,36,48,38,30,17,9,16,25,26,30,29,34,32,24,23,20,21,17,31,41,34,30,28,20,14,13,20,18,32,47,35,21,7,8,6,9,10,19,22,24,24,23,26,25,19,16,17,16,25,23,22,22,2,1,0,0,0
2022-03-25 09:00:00,1,2,3,2,3,4,7,9,6,9,15,22,24,27,24,24,26,28,30,21,22,18,17,17,17,18,16,24,22,23,26,30,38,25,16,16,14,24,28,26,31,24,24,22,27,30,23,15,8,14,26,31,33,31,35,33,25,22,19,16,20,28,32,33,29,21,15,12,10,11,11,26,36,25,16,8,7,5,7,9,11,10,10,11,12,11,7,5,4,5,5,4,4,3,2,1,0,0,0,0
2022-03-25 10:00:00,0,3,1,0,5,3,4,6,7,8,10,12,15,18,18,19,20,20,23,15,13,11,9,10,13,11,11,16,15,10,11,11,14,13,12,15,17,18,15,17,16,15,14,11,13,14,9,8,5,7,8,7,12,13,14,13,13,10,9,9,8,13,15,21,16,12,9,10,8,8,11,11,15,9,7,5,9,7,7,6,10,10,10,12,11,11,11,5,7,6,4,5,3,2,0,0,1,0,0,0
2022-03-25 11:00:00,1,0,1,2,2,3,5,1,4,7,12,15,11,17,16,15,16,14,16,11,11,10,10,9,12,11,11,11,14,13,16,17,22,20,18,17,18,21,21,19,19,17,16,12,9,11,8,6,6,6,7,7,8,9,9,9,14,16,14,15,13,15,17,20,18,18,14,16,13,12,13,14,17,17,14,11,8,7,9,8,6,7,7,9,8,8,6,10,10,9,4,7,3,1,3,0,0,0,1,0
2022-03-25 12:00:00,1,2,1,0,4,5,7,8,10,7,11,14,17,19,19,19,19,16,18,16,16,11,10,6,9,8,8,11,11,12,13,12,14,17,19,19,22,26,27,24,25,26,24,13,13,11,10,11,8,8,11,15,13,17,19,19,23,20,22,22,23,23,13,28,22,19,18,17,16,15,17,17,19,12,10,10,11,14,12,9,10,10,12,13,13,14,14,10,7,6,5,4,3,2,1,1,0,0,0,0
2022-03-25 13:00:00,0,2,1,1,4,5,6,7,7,11,14,15,14,15,15,15,16,16,19,15,9,11,16,8,16,8,19,17,16,16,15,17,19,14,12,15,20,19,19,21,22,20,22,18,18,15,13,13,11,9,14,13,17,21,17,19,23,26,26,16,23,19,21,22,22,17,19,19,19,20,17,16,15,15,16,15,13,11,11,13,17,13,10,15,16,14,11,12,12,8,7,6,4,2,1,0,0,2,0,0
2022-03-25 14:00:00,0,1,5,6,4,5,7,8,6,12,12,16,17,18,16,17,16,16,24,10,9,9,10,13,14,12,12,15,14,13,14,14,16,18,21,18,19,19,18,19,20,19,21,19,18,25,22,19,12,7,13,13,15,16,17,16,16,17,19,18,17,22,24,17,17,21,21,19,19,19,20,20,20,20,17,11,10,10,11,10,12,11,12,14,13,16,13,12,10,10,9,12,11,5,8,7,2,10,6,0
2022-03-25 15:00:00,1,1,1,3,2,6,5,7,8,5,12,11,13,14,14,16,21,15,14,21,21,17,14,16,17,17,18,24,22,23,20,20,20,21,28,33,33,34,26,20,24,24,25,15,13,15,13,12,8,6,8,9,10,13,11,15,18,20,20,17,18,19,21,20,22,24,27,23,21,24,23,23,22,19,14,18,21,18,19,16,13,18,22,23,22,20,19,18,9,16,15,8,6,5,4,4,3,1,0,0
2022-03-25 16:00:00,1,1,0,3,27,33,38,39,37,36,38,36,37,41,41,39,37,29,30,22,20,18,15,15,16,18,22,19,18,19,17,21,29,25,28,32,31,33,29,20,20,20,27,25,31,27,24,19,18,13,14,19,23,25,25,22,25,24,24,20,22,26,27,23,23,27,26,29,26,19,13,15,18,16,13,15,17,17,21,18,27,26,27,27,27,27,24,17,13,11,14,14,10,6,3,3,2,1,0,0
2022-03-25 17:00:00,1,3,1,2,6,8,9,12,10,12,15,15,18,27,26,29,28,22,21,17,21,14,20,19,20,23,26,32,31,33,35,37,36,34,47,46,46,49,39,29,31,32,31,23,28,31,30,23,14,7,12,15,22,26,30,28,26,32,30,22,25,26,25,21,20,19,21,20,18,18,27,26,25,21,21,31,25,25,33,27,37,35,40,39,34,33,32,20,15,13,9,8,7,6,5,5,4,5,1,0
2022-03-25 18:00:00,3,1,1,1,8,11,12,14,3,10,16,19,21,40,37,37,35,33,29,20,21,15,13,12,14,26,39,43,30,25,30,30,33,36,40,42,49,44,35,28,27,28,29,32,34,30,27,19,15,15,16,17,32,33,34,34,29,28,26,29,29,28,28,30,27,23,43,44,31,34,54,54,50,36,30,31,26,26,25,23,37,34,33,29,28,32,26,26,14,11,12,10,7,5,6,7,6,5,2,0
2022-03-25 19:00:00,1,2,0,1,4,5,3,4,5,5,8,9,13,12,9,10,22,22,18,15,14,12,9,8,6,10,13,16,12,12,13,11,26,26,30,33,37,40,27,26,26,26,29,30,34,28,23,19,14,13,16,17,19,22,21,12,20,16,16,15,14,22,20,22,21,18,27,28,20,20,19,20,20,19,22,20,18,19,20,20,27,29,30,31,29,41,38,32,30,26,19,17,10,5,6,2,1,0,1,0
2022-03-25 20:00:00,0,1,0,0,2,2,3,3,5,6,7,5,8,9,8,6,6,5,5,5,6,6,6,8,8,9,14,16,14,14,12,12,13,14,19,28,30,30,21,15,16,14,16,14,18,13,10,7,8,5,7,7,7,8,5,10,9,9,8,12,16,14,15,12,14,16,23,23,14,16,17,18,21,20,25,26,16,11,11,10,14,18,21,22,26,26,23,19,11,8,7,4,7,4,6,7,6,0,0,0
2022-03-25 21:00:00,0,0,0,0,1,2,2,3,3,5,1,3,4,7,6,11,10,9,8,5,4,2,3,6,10,9,12,11,7,7,11,10,18,20,26,34,32,31,20,16,18,19,11,14,18,18,17,10,8,4,7,5,7,9,9,4,10,10,12,13,13,8,9,10,11,12,18,17,12,13,10,13,7,12,13,13,12,13,10,8,18,15,15,14,13,15,12,11,10,7,5,6,4,3,2,1,0,1,0,0
2022-03-25 22:00:00,0,0,0,0,0,3,3,5,3,4,6,7,9,12,5,11,9,9,7,7,0,6,7,8,14,15,21,21,15,15,15,13,17,19,26,29,29,29,23,18,17,16,16,15,18,19,16,12,15,12,13,14,19,24,14,13,18,20,13,9,19,16,17,14,9,16,21,21,19,19,17,17,15,16,16,17,14,13,13,12,19,18,20,19,20,21,20,18,12,11,9,7,6,3,2,3,2,0,0,0
2022-03-25 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,13,12,5,6,16,25,33,39,37,28,19,11,18,16,14,14,15,13,9,8,7,13,6,7,9,9,9,12,8,11,10,6,11,11,12,13,17,27,27,24,23,22,21,9,20,19,11,16,14,20,18,23,24,25,25,23,23,19,18,17,14,10,9,5,4,3,2,0,1,0,0
2022-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 04:00:00,1,2,0,3,1,2,0,2,0,4,3,5,5,6,5,6,4,7,2,12,5,11,4,0,11,10,5,9,9,0,0,0,8,9,9,0,8,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 05:00:00,0,0,0,0,0,1,1,2,0,4,4,0,2,5,6,6,5,6,5,6,4,5,4,4,2,0,6,5,6,5,5,4,7,3,8,8,8,8,9,7,6,5,8,14,22,19,19,15,9,10,10,0,0,1,11,10,10,11,0,8,12,13,14,11,8,8,3,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 06:00:00,0,0,0,1,1,2,5,6,1,7,4,8,8,6,5,5,5,3,3,5,1,3,2,2,4,2,6,4,6,7,7,3,7,6,4,2,2,0,2,3,4,3,2,3,5,2,2,3,0,2,4,2,4,4,5,4,4,4,3,2,5,6,8,6,7,8,6,5,2,2,4,3,7,2,6,2,3,5,6,7,5,5,7,6,2,7,6,4,0,4,1,3,2,1,0,2,1,0,0,0
2022-03-26 07:00:00,0,1,0,0,1,1,3,6,7,8,9,9,10,12,10,6,5,8,8,5,5,4,3,4,3,2,4,6,6,1,7,8,10,9,7,7,9,9,7,1,2,2,0,5,2,6,4,3,1,3,3,4,4,3,4,5,6,5,4,2,1,8,9,8,6,5,4,5,3,3,3,9,9,7,2,0,0,2,3,1,6,5,7,8,11,9,7,5,3,4,3,2,0,0,1,0,0,0,0,0
2022-03-26 08:00:00,1,2,1,3,4,4,6,5,6,6,9,13,11,10,12,11,13,12,12,13,11,10,9,6,10,10,8,10,9,11,8,10,19,14,8,9,7,7,6,7,5,6,6,5,3,5,3,2,2,3,9,4,9,7,9,9,7,9,9,8,7,13,15,12,9,7,7,6,2,7,4,7,6,6,4,3,2,3,4,3,5,4,6,5,5,6,4,3,1,2,0,3,1,0,0,0,0,0,0,0
2022-03-26 09:00:00,1,3,3,1,3,5,7,8,7,9,14,16,20,20,17,19,20,20,22,18,11,10,9,7,11,11,12,15,15,12,11,11,25,16,9,10,10,10,10,8,10,8,0,7,8,8,9,6,7,9,10,8,10,10,15,14,12,13,9,9,10,13,22,25,19,16,12,13,10,10,10,15,19,14,6,7,4,9,4,10,7,14,13,12,11,13,9,8,6,6,4,7,3,2,1,1,0,0,0,0
2022-03-26 10:00:00,0,0,1,1,2,5,6,6,7,10,14,11,19,17,16,15,17,16,19,16,17,14,11,11,13,13,14,14,17,15,17,16,18,15,11,13,12,14,12,15,16,14,11,12,14,9,8,6,6,6,9,9,11,12,14,13,13,16,13,14,15,17,22,20,19,19,13,10,6,7,7,9,12,9,10,9,9,9,9,8,5,7,6,5,8,6,5,2,4,3,2,2,1,0,0,0,0,0,0,0
2022-03-26 11:00:00,1,2,2,3,1,5,11,12,17,22,26,17,26,28,27,26,30,19,33,21,19,22,23,22,24,23,22,25,24,15,18,17,26,14,13,14,13,14,15,15,12,14,13,10,13,15,14,10,8,8,13,14,16,13,16,16,13,16,16,16,15,21,25,28,25,20,20,18,19,15,17,22,22,17,13,10,9,8,9,4,9,8,9,9,11,12,8,8,7,6,7,6,4,3,2,3,1,0,0,0
2022-03-26 12:00:00,1,1,1,0,3,3,3,3,4,8,11,13,16,17,18,16,20,18,19,14,14,13,12,14,13,12,15,21,20,22,24,25,24,21,20,25,28,27,26,29,28,26,22,23,24,22,18,14,13,16,20,21,22,23,23,22,23,23,22,15,17,22,25,23,22,20,21,22,22,20,24,29,28,20,17,13,10,12,10,11,12,12,12,12,9,10,10,9,9,3,7,6,5,3,0,1,0,0,0,0
2022-03-26 13:00:00,0,3,2,1,2,4,8,10,11,18,22,29,29,31,28,30,28,23,21,15,14,12,14,14,14,13,18,21,25,23,27,26,26,27,30,32,33,29,24,25,22,17,16,15,17,17,15,12,11,12,13,14,20,21,24,24,22,24,26,20,19,26,28,29,28,27,26,31,33,33,37,33,32,30,23,22,21,20,18,17,23,16,15,17,10,17,13,12,5,4,3,2,3,1,0,0,0,0,0,0
2022-03-26 14:00:00,0,2,1,1,1,2,3,4,6,10,13,15,20,21,23,24,22,20,22,21,20,17,12,18,18,17,20,23,25,24,32,30,32,30,29,30,33,33,27,26,25,24,25,18,18,22,15,14,14,15,16,18,21,22,14,22,14,17,13,23,25,33,39,36,33,31,26,34,30,27,26,29,25,21,18,19,14,14,17,16,22,19,21,20,20,25,28,26,17,14,13,10,10,4,3,1,0,0,0,0
2022-03-26 15:00:00,0,1,1,2,2,5,6,6,8,13,13,14,18,25,26,27,28,21,18,14,13,14,10,9,10,9,12,10,9,12,14,14,20,17,20,19,19,25,29,27,30,28,30,23,19,16,14,15,15,16,16,15,16,19,22,22,23,33,24,35,22,33,35,31,28,19,21,25,20,22,25,22,22,24,19,19,17,15,15,13,14,14,18,16,14,15,13,11,10,8,6,9,7,6,3,0,1,0,0,0
2022-03-26 16:00:00,1,3,0,1,2,2,4,2,8,7,16,17,20,17,20,19,20,20,21,18,14,15,15,12,14,15,18,26,27,25,29,30,30,27,27,35,41,37,33,25,25,26,28,25,27,27,27,21,17,18,21,19,23,24,26,29,29,31,30,27,20,20,21,32,31,25,28,27,23,23,20,23,22,22,22,21,13,14,17,15,24,24,21,16,16,17,12,8,9,5,6,4,2,1,2,1,1,0,0,0
2022-03-26 17:00:00,0,1,0,3,2,1,5,9,3,7,12,15,16,18,18,20,26,23,22,17,16,15,15,15,13,14,18,20,21,22,26,29,29,28,29,33,35,35,31,30,29,28,27,21,26,27,25,20,17,13,13,14,17,22,25,21,16,16,26,28,22,23,24,20,21,18,25,28,24,27,25,24,22,20,27,21,16,14,16,16,21,28,22,23,23,20,15,14,12,10,3,9,4,3,3,0,0,0,1,0
2022-03-26 18:00:00,0,2,1,0,1,1,1,5,1,6,8,10,11,15,15,6,14,17,23,22,18,17,13,12,6,12,15,18,16,18,22,20,22,22,27,30,36,40,28,24,25,25,20,24,20,21,19,14,10,10,10,10,11,11,12,9,14,14,17,18,16,16,16,17,16,22,23,24,19,21,23,25,23,18,16,27,23,21,21,20,21,20,18,16,18,18,17,16,15,12,8,10,9,6,4,2,1,0,0,0
2022-03-26 19:00:00,0,1,0,2,1,1,0,2,1,5,3,6,8,13,5,11,13,16,14,11,13,9,9,8,6,12,15,18,14,13,11,10,14,16,22,29,31,25,17,13,15,15,18,18,17,16,15,12,8,7,8,9,9,11,9,8,13,14,15,14,9,12,11,10,10,11,16,21,18,18,22,22,22,22,12,12,10,10,12,11,23,21,19,17,15,15,15,13,8,11,4,9,7,3,1,2,1,0,0,0
2022-03-26 20:00:00,0,1,0,0,1,3,10,10,8,5,8,7,8,8,6,5,4,5,6,7,6,8,5,9,11,7,11,14,13,12,8,11,11,10,17,29,30,32,22,17,17,15,17,17,21,19,17,14,14,12,8,4,6,3,7,8,10,9,10,8,9,12,14,13,14,15,16,19,16,16,16,12,14,13,14,7,11,10,11,10,25,22,15,15,15,15,14,12,11,7,6,8,5,2,1,6,1,4,0,0
2022-03-26 21:00:00,0,0,0,0,0,1,2,1,0,2,2,3,5,5,7,7,5,6,8,9,7,8,9,9,8,8,9,12,9,8,10,10,12,18,22,27,28,29,25,20,14,19,18,16,18,16,12,11,20,22,16,15,17,18,15,17,15,16,15,18,16,14,16,9,13,11,20,21,15,10,11,10,9,11,11,10,12,13,13,11,20,25,24,21,21,20,19,15,13,8,8,6,5,2,0,1,0,1,0,0
2022-03-26 22:00:00,0,0,0,0,1,0,2,4,3,2,0,5,3,4,3,3,7,5,5,6,2,7,6,6,27,15,26,25,25,23,24,23,24,24,28,31,29,31,23,21,18,14,18,18,17,16,15,7,8,9,9,0,11,12,13,8,17,12,13,14,9,13,12,15,17,9,23,26,19,15,15,16,12,14,16,14,15,15,26,24,32,24,24,24,22,21,19,17,13,9,5,9,6,4,2,1,0,0,0,0
2022-03-26 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,2,0,3,0,6,9,15,26,32,32,22,16,15,15,12,12,11,9,6,5,3,4,5,0,7,9,6,7,8,8,7,5,6,6,9,9,10,12,15,14,12,14,13,12,12,10,11,11,12,10,24,22,29,31,29,23,17,19,18,14,10,8,7,5,1,4,2,1,0,0,0,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,1,1,0,2,1,0,1,1,0,2,1,5,2,0,0,4,3,4,5,6,0,1,7,0,0,0,8,0,6,5,0,0,0,0,6,4,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,0,0,0,0,1,2,1,3,4,5,5,7,0,6,1,4,6,6,6,5,1,2,3,2,4,3,5,4,2,2,2,0,3,0,2,3,2,3,4,3,1,0,2,2,2,1,0,0,1,5,6,2,6,0,3,0,5,0,0,5,7,6,7,6,5,4,4,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
