Unnamed: 0,1_강동공영차고지,2_강일리버파크6단지,3_강일리버파크8단지,4_강일고등학교.강일리버파크7단지,5_강일리버파크5단지.4단지,6_강일리버파크2단지.4단지,7_강일리버파크1단지.3단지,8_강일동주민센터,9_강동공영차고지,10_고덕리엔파크1단지,11_해뜨는주유소,12_상일동역4번출구.센트럴푸르지오,13_상일동역2번출구,14_고덕초등학교,15_강덕초등학교.고덕그라시움,16_광문고.서울컨벤션고,17_고덕아이파크아파트,18_명일중학교,19_서울장애인복지관,20_명일동신동아아파트,21_고덕역,22_강동아트센터.강동경희대병원,23_한영중고한영외고,24_길동자연생태공원,25_GS강동자이아파트.둔촌동프라자아파트,26_둔촌푸르지오아파트,27_서울양병원,28_혜림교회앞,29_둔촌동역4번출구,30_둔촌종합상가,31_보성중고등학교,32_올림픽공원역,33_올림픽공원장미광장,34_올림픽공원남2문,35_한성백제박물관,36_몽촌토성역.한성백제역,37_잠실4동주민센터.파크리오B상가,38_잠실파크리오아파트앞,39_잠실나루역,40_잠실중학교.장미종합상가,41_잠실역.롯데월드,42_잠실5단지,43_잠실새내역.잠실2동주민센터,44_잠실엘스아파트앞,45_종합운동장사거리,46_잠실종합운동장,47_강남경찰서면허시험장,48_삼성역7번출구,49_봉은사.코엑스북문,50_삼성중앙역.플래티넘아파트,51_삼성2문화센터,52_선정릉역1번출구.시니어플라자,53_아크로힐스논현,54_국민은행논현동지점,55_차병원,56_역삼역,57_역삼역,58_강남역12번출구,59_강남역,60_신논현역.구교보타워사거리,61_교보타워,62_영동시장논현역,63_영동시장,64_논현동사거리.학동역,65_논현동고개,66_언주역5번출구.차병원사거리,67_아크로힐스논현,68_선정릉역4번출구.시니어플라자,69_라마다서울호텔앞,70_삼성중앙역.플래티넘아파트,71_봉은사.코엑스북문,72_무역센타,73_강남경찰서.강남운전면허시험장,74_잠실종합운동장,75_종합운동장사거리,76_잠실새내역4번출구,77_잠실트리지움아파트앞,78_잠실역,79_잠실중학교,80_잠실나루역,81_잠실진주아파트,82_몽촌토성역.한성백제역,83_올림픽베어스타운아파트앞,84_올림픽공원남2문,85_올림픽공원장미광장,86_올림픽선수촌아파트,87_올림픽공원역,88_보성중고등학교,89_둔촌종합상가,90_둔촌동역2번출구,91_동명약국앞,92_둔촌2동주민센터.서울양병원,93_둔촌푸르지오아파트,94_둔촌동프라자아파트.GS강동자이아파트,95_길동자연생태공원,96_한영중고한영외고,97_강동아트센터.강동경희대병원후문,98_고덕역,99_명일동신동아아파트,100_서울장애인복지관,101_명일중학교,102_고덕아이파크아파트,103_광문고.서울컨벤션고,104_강덕초등학교.고덕그라시움,105_고덕초등학교,106_상일동역2번출구,107_상일동역6번출구.고덕아르테온,108_해뜨는주유소,109_고덕리엔파크1단지,110_강일리버파크3단지,111_강일동주민센터,112_강일리버파크3단지.1단지,113_강일리버파크4단지.2단지,114_강일리버파크4단지.5단지,115_강일고등학교.강일리버파크7단지,116_강일리버파크8단지,117_강일리버파크6단지
2022-03-05 04:00:00,0,0,1,0,1,2,3,0,3,4,2,3,0,4,4,0,5,5,0,0,6,2,7,7,8,9,12,14,14,5,0,12,13,0,0,0,0,13,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,0,1,1,2,2,3,0,4,0,3,2,1,0,5,2,6,7,4,5,4,5,0,0,5,6,8,9,6,5,0,5,3,4,4,5,0,6,4,5,7,7,6,9,0,8,6,6,5,0,0,0,1,2,1,0,1,0,0,2,1,1,1,0,0,2,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,0,0,0,1,2,0,1,1,2,0,0,2,2,2,0,7,3,0,6,5,3,6,5,5,4,3,4,6,5,2,3,1,2,4,3,0,2,2,1,2,1,0,2,4,3,2,0,4,0,3,1,2,2,0,0,0,0,1,1,2,1,2,1,2,1,3,0,2,1,1,2,0,1,0,2,0,4,2,2,0,6,8,1,0,1,18,10,3,2,1,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2022-03-05 07:00:00,0,0,0,0,0,2,2,4,4,2,0,2,5,3,4,2,6,7,8,7,0,6,6,0,7,7,8,8,7,7,6,5,4,0,2,3,1,3,0,0,6,2,5,2,0,3,2,3,2,2,1,1,0,0,4,2,0,2,4,4,4,5,5,5,3,4,1,0,1,0,0,0,0,0,1,3,2,2,0,0,3,1,0,4,4,5,5,0,1,6,6,4,7,8,7,7,6,0,3,2,3,3,4,5,3,2,3,0,0,2,1,0,1,0,0,0,0
2022-03-05 08:00:00,0,0,0,0,1,3,5,6,4,6,3,5,2,6,8,9,11,12,13,14,15,15,16,15,18,21,22,21,18,19,10,9,8,7,6,5,2,6,3,3,6,8,7,7,8,7,7,8,8,8,6,5,5,5,2,4,3,2,3,6,7,6,4,4,3,4,5,6,3,5,4,3,2,3,2,4,1,4,4,5,5,5,4,4,3,7,2,1,7,8,11,11,10,13,12,8,7,9,6,2,0,1,0,2,2,2,2,0,1,1,0,0,0,0,0,0,0
2022-03-05 09:00:00,0,0,1,2,1,0,1,0,8,7,1,2,2,3,4,3,7,8,0,7,7,7,8,13,16,12,15,12,16,15,13,16,13,14,9,12,11,10,8,7,4,4,3,5,4,6,4,2,5,5,9,10,7,8,9,7,9,7,7,12,11,10,8,4,6,6,8,7,4,3,1,3,3,3,5,5,2,9,7,8,10,14,13,12,6,5,8,8,8,7,6,9,7,8,7,7,5,2,0,0,3,1,0,2,2,2,2,1,0,0,0,0,0,0,0,0,0
2022-03-05 10:00:00,0,0,0,0,0,3,4,5,5,7,6,3,0,3,4,3,6,8,4,6,7,8,9,6,8,9,11,8,13,11,8,9,10,9,6,3,9,10,9,11,8,7,5,4,4,0,1,5,3,4,7,10,7,9,9,8,6,4,7,7,7,9,10,11,5,7,6,5,5,9,5,7,0,4,3,5,4,5,5,6,7,12,11,9,6,6,7,5,5,4,6,6,5,6,0,4,3,2,0,0,3,0,2,0,4,3,3,4,0,2,3,2,0,0,1,0,0
2022-03-05 11:00:00,0,0,1,2,1,3,2,6,2,0,4,2,1,4,7,0,7,9,15,17,17,18,16,14,15,15,13,12,14,15,14,13,12,11,11,14,15,11,13,12,8,9,9,7,6,4,0,5,3,7,13,15,12,7,10,5,5,7,10,10,11,12,12,7,7,10,12,2,13,11,10,8,7,6,4,7,0,5,6,9,8,9,12,14,16,15,11,10,11,12,10,9,6,8,6,6,5,4,3,4,5,5,7,6,5,3,3,3,0,2,1,0,1,0,0,0,0
2022-03-05 12:00:00,0,0,0,1,0,3,5,3,9,11,7,8,7,3,8,5,10,16,18,17,15,15,19,20,19,19,17,19,20,22,21,20,21,20,17,14,11,15,14,10,7,8,6,5,3,0,7,8,7,6,5,7,8,11,16,18,11,10,6,11,12,13,13,4,5,6,7,6,15,12,6,7,2,6,5,10,13,14,13,8,15,13,18,16,11,17,12,7,15,15,17,10,11,10,12,12,12,6,5,5,5,4,3,2,2,3,3,1,1,0,0,2,1,0,0,0,0
2022-03-05 13:00:00,0,0,3,0,2,4,3,3,5,7,6,5,4,2,5,2,4,6,7,11,13,17,17,16,14,15,19,16,16,17,14,13,18,19,17,10,15,15,13,10,9,11,5,5,7,6,5,7,6,8,9,10,10,11,11,9,13,10,12,17,20,18,18,20,11,9,10,8,4,9,11,9,10,4,12,13,14,11,9,9,9,12,8,7,11,10,14,7,16,17,18,18,14,13,7,10,10,4,3,0,2,1,1,3,2,2,5,4,3,1,0,1,0,0,0,0,0
2022-03-05 14:00:00,1,1,0,0,0,1,0,2,3,4,3,3,3,5,5,5,6,9,12,0,10,13,14,12,10,11,14,15,16,16,15,14,16,12,13,11,17,9,16,11,7,7,5,7,9,6,2,6,6,8,11,10,9,7,10,8,8,4,9,14,13,12,9,11,8,9,10,8,9,10,9,10,8,7,5,8,8,11,10,12,11,13,13,12,13,14,13,11,9,7,9,7,8,8,8,9,8,10,8,9,9,9,8,6,4,5,13,14,0,6,3,2,0,0,0,0,0
2022-03-05 15:00:00,0,0,1,1,0,2,3,4,5,7,5,3,5,5,6,8,9,10,13,12,12,15,12,13,13,14,13,12,13,21,17,15,18,16,18,18,16,18,20,17,12,11,9,8,7,6,5,5,6,4,6,7,5,4,9,10,12,11,11,14,13,9,9,10,10,8,12,12,10,9,8,8,6,9,6,9,10,11,8,10,12,9,11,13,9,11,11,10,15,10,11,11,10,8,0,7,6,1,0,7,9,11,8,7,0,5,4,4,0,1,3,3,1,1,0,0,0
2022-03-05 16:00:00,0,0,0,1,2,2,2,3,3,3,2,5,5,5,4,3,7,8,9,6,7,12,9,11,12,13,13,16,14,21,19,16,20,12,18,19,18,7,15,16,12,11,9,5,1,7,5,6,8,11,12,16,16,14,16,14,12,9,11,14,14,16,16,9,9,9,10,9,10,8,4,3,3,0,8,15,10,9,11,14,8,15,12,18,18,17,17,16,14,15,14,11,8,10,9,8,7,5,0,3,3,3,2,1,0,1,6,4,0,5,4,1,3,2,2,1,0
2022-03-05 17:00:00,0,0,0,0,0,1,2,3,3,7,6,3,6,3,4,5,10,11,5,0,13,14,8,13,15,15,18,13,13,16,13,10,10,10,12,11,12,11,11,9,10,11,7,6,4,7,6,6,12,13,11,12,12,9,17,8,8,5,4,5,11,10,12,11,4,9,11,11,8,8,6,8,8,9,10,12,9,15,17,16,17,20,21,20,22,19,21,10,17,18,16,13,10,12,0,13,11,6,0,4,3,3,2,3,4,5,4,4,2,3,1,0,0,0,0,0,0
2022-03-05 18:00:00,0,0,0,0,0,1,2,0,4,5,4,4,6,5,7,7,6,7,7,5,9,10,9,7,8,9,7,9,7,11,12,9,9,10,11,4,10,3,10,7,5,4,3,5,4,5,3,4,5,5,6,7,11,12,9,9,11,9,8,10,11,7,7,7,6,8,6,5,3,4,4,6,5,5,6,12,10,8,7,10,10,14,15,15,15,17,19,19,18,21,20,13,10,9,8,10,8,10,0,10,5,6,5,4,0,3,8,7,4,4,1,3,1,0,0,0,0
2022-03-05 19:00:00,0,0,1,0,2,0,0,0,2,3,0,2,4,3,4,3,3,0,3,2,3,4,6,0,6,5,6,7,8,2,7,2,6,5,8,6,4,7,3,4,4,0,3,3,0,0,4,6,4,5,5,4,3,2,2,6,3,5,4,7,8,6,4,6,4,5,2,3,4,3,4,6,7,4,5,9,8,10,10,9,6,14,10,13,12,13,15,13,15,16,15,13,14,14,9,15,13,12,11,9,8,8,8,3,2,1,5,4,3,2,2,1,1,0,0,0,0
2022-03-05 20:00:00,0,0,0,0,0,1,1,2,3,3,4,0,3,1,1,0,6,5,0,4,6,7,6,4,4,2,3,3,4,5,2,2,3,6,0,5,3,0,2,1,6,7,5,4,0,1,0,4,3,1,7,5,4,3,3,2,4,2,4,8,8,5,4,5,6,6,7,4,0,6,3,10,7,6,9,8,0,10,9,10,12,12,11,12,3,10,10,9,9,9,10,7,6,6,0,6,4,5,2,4,1,2,7,1,6,0,1,3,2,1,0,0,0,0,0,0,0
2022-03-05 21:00:00,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,3,5,0,7,0,5,8,6,6,5,5,4,0,3,7,0,9,10,9,9,3,6,2,1,5,6,8,7,6,5,3,0,1,5,6,6,4,5,4,3,0,1,4,3,6,8,6,10,12,5,0,4,0,3,4,3,5,4,5,6,5,3,9,3,9,8,11,2,13,14,14,14,13,12,11,11,11,7,7,5,8,7,6,5,6,5,4,0,2,0,0,15,12,11,7,5,3,1,0,0,0,0
2022-03-05 22:00:00,0,0,0,0,0,0,0,1,1,0,0,0,4,3,0,2,2,2,0,0,4,6,4,3,5,3,7,2,6,6,3,4,6,6,0,7,5,3,1,3,3,2,1,1,2,0,2,2,4,2,0,4,3,2,3,2,3,2,4,10,12,11,11,13,12,4,8,6,4,4,4,5,6,6,1,11,5,12,10,11,0,11,12,12,12,10,13,11,13,16,14,15,14,11,10,8,8,9,6,10,8,7,4,4,3,0,11,9,0,7,5,4,0,0,0,0,0
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,3,0,1,2,0,0,2,3,3,2,4,5,3,0,2,0,0,3,5,9,12,5,12,12,9,7,6,0,4,5,0,6,1,0,3,10,12,15,14,15,12,14,12,11,8,9,15,14,13,10,9,8,7,7,6,4,5,6,7,6,3,0,0,4,0,1,3,3,0,1,0,3,0,0,0,1,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,0,0,1,0,0,0,0,1,1,2,0,3,2,2,2,3,1,0,0,0,0,0,2,0,3,3,5,2,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,0,0,1,2,2,0,0,1,1,2,0,0,0,3,0,4,0,3,0,0,0,0,0,4,0,0,5,3,4,3,2,1,0,1,0,0,3,0,3,4,2,0,4,3,0,0,3,0,4,0,0,0,4,3,0,2,2,0,0,1,2,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,3,2,1,0,0,0,0,2,0,3,2,0,3,0,4,3,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,1,2,2,1,0,0,1,2,2,3,2,2,1,2,1,0,3,0,4,0,3,1,0,0,3,0,2,2,1,0,0,2,2,0,0,3,4,1,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 07:00:00,0,0,0,0,1,1,3,2,4,0,1,0,2,1,1,1,3,3,2,0,0,4,0,0,2,5,0,5,2,5,4,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,3,2,1,2,3,3,1,0,0,2,0,1,0,1,3,2,2,0,2,0,0,1,0,3,2,0,1,3,2,2,1,5,4,0,0,0,1,3,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0
2022-03-06 08:00:00,0,0,1,0,3,4,3,4,5,5,4,2,3,0,5,0,6,7,0,8,9,7,9,7,9,11,9,5,8,7,1,5,4,3,4,3,0,4,3,2,3,3,2,3,2,0,1,0,0,4,1,1,2,0,0,1,1,2,1,2,0,1,2,3,2,0,2,2,0,0,0,0,0,0,0,0,0,2,2,3,0,4,0,5,3,0,3,0,4,2,3,5,4,1,0,3,2,1,0,0,0,2,0,1,3,0,3,0,0,2,0,0,0,0,0,0,0
2022-03-06 09:00:00,0,0,0,0,2,1,2,3,4,5,4,3,0,0,4,2,8,9,0,7,6,9,10,7,12,11,11,12,8,8,4,6,5,4,2,1,2,0,1,3,2,3,2,3,1,0,2,1,0,1,2,0,1,2,2,0,1,0,2,7,5,5,6,1,2,3,3,4,2,2,1,2,1,2,0,3,3,3,4,3,5,7,8,10,7,6,3,0,5,5,2,4,3,3,1,4,3,2,0,2,1,3,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0
2022-03-06 10:00:00,0,0,1,0,0,1,0,1,4,0,5,4,2,0,5,7,4,8,0,6,7,6,0,5,7,9,10,13,12,6,11,9,6,4,7,6,6,5,8,7,5,4,3,3,3,2,0,3,4,5,1,2,3,2,1,0,2,3,5,8,8,7,8,6,6,5,5,4,0,4,5,3,0,5,0,2,6,5,4,5,0,4,3,0,0,4,7,1,7,7,0,7,5,3,4,1,0,1,0,2,2,2,2,0,0,0,3,3,0,2,2,1,0,0,0,0,0
2022-03-06 11:00:00,0,0,0,1,0,2,3,4,1,0,5,2,3,1,0,0,6,3,0,5,6,8,5,9,11,12,7,10,8,6,7,8,9,9,7,5,8,7,5,5,7,8,7,4,5,3,4,2,5,6,3,4,2,2,2,4,4,5,6,10,9,7,4,3,4,4,6,0,5,5,6,5,6,4,5,6,0,7,3,2,6,4,9,10,3,9,8,7,11,9,10,7,6,4,6,5,2,0,0,2,0,1,2,3,0,2,1,0,0,0,1,0,0,0,0,0,0
2022-03-06 12:00:00,0,0,0,0,0,2,3,6,7,8,6,5,3,2,5,8,8,12,0,13,12,14,7,6,14,13,13,11,11,13,11,10,10,10,11,9,8,10,8,9,7,9,4,9,3,2,5,4,5,4,2,4,6,6,7,6,6,8,8,3,10,8,10,9,7,8,9,9,5,6,7,4,2,6,6,6,5,6,7,6,7,8,9,10,6,5,5,2,11,7,14,13,8,8,7,10,8,6,5,3,2,3,3,2,2,1,4,1,0,3,1,2,1,0,0,0,0
2022-03-06 13:00:00,0,0,1,0,1,0,0,0,4,4,5,6,3,2,10,0,5,9,8,10,11,14,10,16,16,16,17,14,13,15,14,9,13,9,8,12,9,6,7,6,5,0,3,0,9,7,3,7,6,4,0,6,6,7,7,5,5,6,5,7,8,7,11,11,9,8,10,7,8,9,11,10,3,5,9,10,11,12,12,15,16,16,13,15,13,12,13,11,13,14,16,15,12,11,10,9,5,9,0,6,4,1,0,0,2,0,6,7,0,6,4,2,1,0,0,0,0
2022-03-06 14:00:00,0,0,0,0,1,1,2,3,2,4,0,4,0,5,6,0,12,16,6,15,15,15,16,12,11,14,13,15,13,11,10,10,10,13,0,12,7,7,4,7,7,9,7,5,6,7,2,8,5,7,4,8,6,5,5,4,2,5,5,4,5,4,5,5,4,8,8,3,0,9,8,6,5,1,3,3,0,7,10,12,14,15,15,13,8,6,10,6,12,9,8,11,10,10,6,9,9,5,2,0,2,1,2,1,0,0,5,0,0,3,0,1,0,0,0,0,0
2022-03-06 15:00:00,0,0,1,0,2,3,3,5,6,1,7,5,5,0,7,4,8,11,12,13,14,13,12,10,15,15,17,15,11,9,0,13,11,14,16,16,4,6,11,9,8,7,5,4,2,0,0,4,4,4,0,3,3,5,4,2,7,5,5,5,7,5,7,8,6,10,8,7,4,6,6,5,6,4,6,7,4,7,9,8,8,10,11,12,6,4,13,10,10,8,8,7,7,6,0,4,4,8,3,7,6,2,1,2,3,2,6,1,0,3,3,2,0,0,1,0,0
2022-03-06 16:00:00,0,0,0,0,0,1,1,1,3,2,0,2,2,3,0,4,7,3,5,5,7,8,9,6,8,9,5,9,6,7,7,7,10,9,8,9,15,7,6,12,8,5,3,3,2,2,0,3,4,3,5,3,5,6,5,4,6,4,4,5,8,11,12,7,6,5,4,4,4,3,3,4,0,5,10,10,3,8,6,0,7,10,11,11,16,17,19,18,15,15,14,14,9,8,5,7,7,7,0,6,6,2,6,4,5,4,5,4,0,3,2,1,0,0,0,0,0
2022-03-06 17:00:00,0,0,0,0,0,2,3,3,2,0,1,2,1,0,4,3,5,9,9,8,7,9,10,11,9,10,11,13,14,19,18,15,13,11,9,10,0,8,9,8,6,8,7,0,4,0,0,2,4,5,0,4,3,3,3,0,3,2,3,4,5,3,4,5,3,2,4,2,4,3,4,7,3,5,8,9,11,16,16,11,14,13,11,11,12,13,13,11,18,19,20,9,17,14,9,9,7,9,0,6,4,3,4,3,0,2,4,3,0,2,1,0,0,0,0,0,0
2022-03-06 18:00:00,0,0,0,0,0,1,0,2,2,2,3,3,2,3,2,4,7,8,0,6,7,7,6,5,6,8,6,9,8,14,13,9,11,4,4,7,11,8,7,8,6,7,3,6,1,5,4,5,7,8,4,9,4,5,4,0,5,6,7,6,6,4,5,6,6,3,5,4,0,3,0,0,0,3,2,7,5,9,9,11,10,12,7,12,11,9,10,9,11,3,4,5,7,6,8,9,5,8,3,0,4,4,2,4,3,1,6,7,6,3,2,0,2,0,0,0,0
2022-03-06 19:00:00,0,0,0,0,0,0,0,0,2,0,2,1,3,2,1,0,2,3,0,0,3,5,3,0,4,4,0,3,3,19,19,12,12,0,11,10,8,7,6,6,6,0,5,4,3,0,0,0,9,7,8,7,9,3,3,5,8,6,9,11,10,6,4,7,6,4,4,0,4,3,3,3,0,4,2,5,6,3,5,4,4,6,6,5,4,5,4,9,8,7,7,6,5,10,0,9,5,4,0,2,4,3,3,2,2,0,4,4,0,3,1,2,1,1,0,0,0
2022-03-06 20:00:00,0,0,0,0,0,0,0,3,0,1,0,0,2,0,2,0,1,2,0,0,3,4,2,0,3,2,5,3,1,5,4,5,4,2,1,0,3,1,2,1,1,0,0,0,0,0,1,2,3,4,4,3,4,0,1,4,2,3,4,6,6,6,5,7,3,4,4,2,0,0,0,5,4,0,2,4,0,6,0,5,7,7,6,4,7,5,8,6,6,8,7,8,6,7,8,5,7,5,0,1,3,2,2,0,1,1,4,3,1,2,2,0,0,0,0,0,0
2022-03-06 21:00:00,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,3,0,0,3,6,5,0,4,6,7,6,7,7,7,9,10,11,9,7,9,6,6,5,7,7,6,5,4,5,2,5,0,7,0,4,4,2,1,1,0,2,2,4,8,2,10,9,4,3,4,3,5,3,0,4,2,5,4,7,2,7,4,0,3,7,0,8,7,9,16,13,11,10,9,8,7,5,0,4,7,8,7,6,5,3,4,2,0,0,8,7,0,6,1,0,0,0,0,0,0
2022-03-06 22:00:00,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,2,2,3,0,5,6,7,0,6,3,7,9,7,5,5,7,7,5,0,0,1,0,0,3,3,2,4,0,2,0,0,3,3,2,0,2,0,0,2,1,0,1,5,7,8,7,9,9,8,2,7,5,4,2,3,4,3,3,1,7,2,8,7,0,5,8,8,0,8,11,14,15,13,13,11,9,7,8,0,5,0,6,4,5,4,5,3,2,0,3,4,3,0,1,0,0,0,0,0,0,0
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,6,5,3,0,2,0,0,0,0,0,0,1,0,0,0,2,0,3,4,2,3,4,3,2,3,0,2,1,5,0,3,6,6,5,2,3,3,3,1,0,0,0,4,0,2,5,7,8,7,7,8,0,9,5,6,0,8,7,6,6,5,6,6,4,0,5,2,4,3,0,1,2,1,0,0,2,0,4,3,2,1,3,2,0,0,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,0,1,0,3,4,1,0,5,6,0,7,8,9,11,13,16,19,2,0,17,14,4,17,17,18,21,23,25,26,0,0,25,23,0,10,0,24,22,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,1,0,0,0,1,2,2,3,0,0,0,1,0,0,4,5,10,11,10,6,7,8,6,5,6,8,9,11,6,7,6,6,5,0,2,2,11,3,10,3,9,4,5,16,12,9,8,11,5,4,9,8,10,6,7,1,6,2,1,1,4,3,3,5,0,2,0,0,4,0,3,3,0,2,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
