Unnamed: 0,1_복정역환승센터4번승강장,2_복정고등학교.복정지구,3_남위례역.복정지구,4_명문가든,5_한국폴리텍대학,6_민속마을닭죽촌,7_양지근린공원,8_남한산성입구,9_을지대학교.생활관,10_을지대학교,11_은행시장.남한산성시장,12_상원초등학교,13_남한산성입구역.법원검찰청,14_금광시장,15_단대동행정복지센터.성남만남지역자활센터,16_단대오거리역.세이브존,17_성남우체국,18_신흥역.종합시장,19_성남시의료원.신흥1동행정복지센터,20_성남시여성비전센터.성남수정새마을금고.한국사회적기업진흥원,21_중앙시장,22_통계청.태평역,23_성남수정경찰서,24_수진리고개.태평고개,25_가천대역.가천대학교,26_복우물.웃말입구,27_복정파출소.복정캠퍼스맛집거리,28_동서울대학교,29_복정초등학교,30_복정동주민센터,31_삼일자동차학원.강남자동차검사소,32_광연자동차학원앞,33_세곡동,34_은곡마을.LH이편한세상,35_은곡마을진입로,36_세곡푸르지오,37_헌인마을.서울농업기술센터,38_헌인릉.강남서초과학화예비군훈련장,39_서울특별시어린이병원.강동송파과학화예비군훈련장,40_안골마을,41_서초포레스타입구,42_탑성마을,43_염곡마을.서초50플러스센터,44_코트라,45_양재2동주민센터.양재꽃시장,46_언남고교,47_교육개발원입구,48_양재역.서초문화예술회관,49_뱅뱅사거리,50_래미안아파트.파이낸셜뉴스(중),51_신분당선강남역,52_지하철2호선강남역,53_논현역,54_논현사거리.논현역5번출구,55_반포역,56_고속터미널,57_신반포역.세화여중고,58_구반포역.세화고등학교,59_동작역.국립현충원,60_흑석동한강현대아파트,61_비계,62_흑석동명수대현대아파트,63_흑석역.흑석동빗물펌프장,64_중앙대학교,65_중앙대학교,66_흑석역.명수대현대아파트,67_비계,68_흑석동한강현대아파트,69_동작역.국립현충원,70_구반포역.세화고등학교,71_신반포역.세화여중고,72_고속터미널,73_반포역,74_논현사거리.논현역4번출구,75_논현역,76_지하철2호선강남역,77_신분당선강남역,78_래미안아파트.파이낸셜뉴스(중),79_뱅뱅사거리,80_양재역.서초문화예술회관,81_교육개발원입구,82_시민의숲,83_AT센터.양재꽃시장,84_하나로마트.코트라,85_염곡마을.서초50플러스센터,86_탑성마을,87_서초포레스타입구,88_안골마을,89_서울특별시어린이병원.강동송파과학화예비군훈련장,90_헌인릉.강남서초과학화예비군훈련장,91_헌인농장,92_헌인마을.서울농업기술센터,93_세곡푸르지오,94_강남신동아파밀리에1단지,95_은곡마을.강남신동아파밀리에,96_대왕초등학교,97_광연자동차학원앞,98_삼일자동차학원.강남자동차검사소,99_장지동,100_복정동주민센터,101_동서울대학교,102_복정파출소.복정캠퍼스맛집거리,103_복우물.웃말입구,104_가천대역.가천대학교,105_수진리고개.태평고개,106_통계청.태평역,107_중앙시장.농협,108_성남시여성비전센터.삼성생명.한국사회적기업진흥원,109_성남시의료원.신흥1동행정복지센터,110_신흥역.종합시장,111_성남우체국,112_단대오거리역.(구)종점,113_단대동행정복지센터.성남만남지역자활센터,114_금광시장,115_남한산성입구역.법원검찰청,116_상원초교.성남중앙병원,117_은행시장.남한산성시장,118_을지대학교,119_을지대학교.생활관,120_남한산성입구.양지파출소,121_민속마을.선경아파트,122_한국폴리텍대학,123_명문가든,124_남위례역.성남여성인력개발센터,125_복정고등학교.복정지구,126_복정역환승센터2번승강장
2022-03-05 04:00:00,1,2,2,0,3,4,0,6,10,9,10,14,19,8,6,20,20,20,21,22,21,23,22,25,0,0,0,0,0,25,24,22,21,6,0,0,0,20,19,0,0,0,0,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,1,1,0,0,0,0,3,7,5,11,9,6,6,9,10,8,10,9,9,12,12,13,13,12,0,11,10,12,5,0,10,4,11,8,7,4,10,6,8,7,0,10,8,7,6,5,13,8,5,3,3,1,3,2,4,3,0,0,0,3,0,0,3,0,4,5,5,0,0,4,4,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,0,1,0,1,0,0,3,4,3,7,6,3,2,5,5,6,7,12,13,15,13,14,11,12,14,12,0,11,11,10,13,13,14,0,9,8,7,3,8,8,0,7,9,7,3,5,4,0,2,6,3,9,7,6,2,0,0,3,2,3,0,2,2,0,2,5,2,4,3,3,3,3,5,9,5,8,6,7,9,3,9,11,9,7,8,7,8,5,7,0,0,0,0,5,4,0,0,2,2,0,0,0,0,0,1,0,0,2,3,0,0,2,0,4,4,5,4,0,3,0,0,0,0,0,0
2022-03-05 07:00:00,1,2,3,3,2,0,0,5,7,9,10,11,10,9,10,10,9,10,11,13,15,14,16,15,18,9,10,12,11,11,12,11,11,11,6,9,10,13,8,12,13,0,14,9,8,7,6,6,4,5,3,3,2,1,5,3,0,4,0,1,3,2,2,6,0,2,6,4,3,5,3,6,5,4,4,7,6,5,4,8,5,9,11,5,0,6,3,7,8,6,1,0,0,2,4,1,3,0,4,1,2,6,3,7,7,9,9,9,10,10,6,2,2,6,7,8,7,6,4,5,4,7,5,2,1,0
2022-03-05 08:00:00,1,2,3,3,2,2,0,4,7,9,14,9,9,11,9,11,9,10,13,14,14,12,15,11,17,20,19,13,12,14,15,12,14,16,12,12,15,12,9,15,14,12,13,14,11,10,9,9,8,9,10,9,8,5,7,4,5,1,7,6,6,7,5,5,6,3,10,12,0,11,12,8,7,9,9,6,6,6,5,8,9,8,11,7,8,9,8,7,7,6,5,4,6,5,9,8,0,4,8,7,9,9,6,7,9,11,9,10,12,12,10,13,13,12,15,13,10,8,9,8,4,7,3,3,2,0
2022-03-05 09:00:00,2,3,3,4,3,4,0,6,14,16,18,17,14,14,16,17,18,16,22,25,21,18,17,16,17,16,11,13,13,13,14,13,14,17,18,18,12,0,19,18,15,15,11,15,15,15,16,14,7,11,11,11,13,11,8,5,4,2,3,0,5,4,4,6,6,7,11,0,8,10,8,9,11,13,13,10,8,6,6,11,9,7,9,6,4,3,7,8,7,0,6,6,4,4,9,7,5,10,10,11,16,17,16,13,15,13,10,10,14,11,9,12,9,10,11,9,12,13,9,8,9,0,4,2,2,0
2022-03-05 10:00:00,2,2,4,0,4,5,0,6,9,12,16,17,15,13,13,18,19,22,14,14,16,15,15,16,16,16,12,16,17,16,14,14,11,15,5,9,14,13,12,16,16,14,17,17,14,15,13,13,10,13,15,13,14,13,11,7,5,6,4,6,4,6,3,9,9,11,13,14,12,12,12,12,12,11,13,14,11,10,10,9,6,8,10,9,4,0,9,10,8,0,7,0,8,10,9,7,8,0,7,7,11,12,11,11,10,11,13,11,15,15,10,12,15,14,17,15,15,14,12,9,6,0,7,5,1,0
2022-03-05 11:00:00,1,1,3,0,3,1,0,4,6,5,10,11,10,10,6,9,14,12,12,11,9,7,8,8,15,9,10,12,6,13,9,11,7,7,12,15,0,0,11,15,16,18,16,15,14,16,16,15,16,20,17,15,12,11,10,6,2,4,0,0,8,5,5,11,12,15,6,7,7,8,7,9,12,14,16,14,8,3,9,11,8,12,10,8,4,2,10,9,6,8,5,10,0,6,14,10,4,16,15,9,15,14,16,11,10,14,12,11,14,14,14,18,18,15,16,15,12,8,5,6,5,4,6,3,3,0
2022-03-05 12:00:00,0,4,6,7,2,0,1,13,12,10,14,17,17,18,20,21,23,22,17,18,20,20,18,17,21,18,17,11,13,12,12,11,14,18,14,17,0,17,3,18,21,2,19,21,20,22,21,16,16,17,16,22,24,19,16,10,7,8,7,6,6,5,3,13,17,13,17,16,15,14,13,15,20,22,22,18,13,13,12,16,15,11,15,14,13,13,10,15,13,0,13,12,14,15,15,15,0,0,11,14,14,15,15,20,19,21,29,30,38,28,27,27,28,29,32,28,16,14,11,7,7,6,3,2,2,0
2022-03-05 13:00:00,3,5,7,2,3,7,3,8,14,15,18,21,18,19,19,18,17,19,24,27,23,15,16,16,13,13,12,13,14,13,10,12,10,11,19,20,0,17,18,20,19,10,16,15,15,12,12,11,13,15,13,16,12,10,11,8,6,5,5,5,4,4,4,12,16,15,19,21,20,18,23,16,17,16,17,13,10,7,6,7,9,10,19,17,18,0,19,12,7,8,20,10,19,19,16,16,17,13,18,21,18,16,24,19,18,16,19,22,17,18,14,12,11,12,14,12,9,4,2,1,0,0,0,3,0,0
2022-03-05 14:00:00,1,4,7,6,12,7,0,11,10,12,18,15,16,17,19,19,19,23,22,24,16,13,13,14,20,21,18,15,12,14,14,17,15,17,14,18,14,15,7,20,19,5,20,20,20,22,21,18,23,29,25,19,15,15,14,9,8,10,10,6,10,9,6,8,11,9,9,4,6,11,10,16,19,21,22,20,19,16,16,16,19,18,13,12,11,6,12,10,12,14,12,0,15,10,9,10,11,13,11,8,13,14,13,12,11,15,16,16,21,20,19,20,19,20,24,21,18,14,11,8,6,9,5,2,1,0
2022-03-05 15:00:00,1,6,7,9,11,8,5,17,22,17,15,17,16,17,18,18,17,17,16,10,10,14,8,13,17,15,7,19,20,19,19,15,13,13,11,13,0,14,16,19,21,22,23,21,19,20,20,18,19,21,23,25,29,26,17,11,8,7,4,7,7,0,3,7,0,9,8,8,8,10,11,16,18,17,19,13,11,11,12,15,14,17,18,19,19,16,13,12,13,12,12,10,13,11,13,15,5,14,14,15,30,31,13,20,18,20,21,23,28,22,20,19,20,17,17,16,14,8,7,5,7,5,4,2,0,0
2022-03-05 16:00:00,3,4,7,4,0,6,3,4,8,11,16,14,12,15,16,16,15,27,16,12,9,9,7,6,11,9,7,9,9,10,9,11,12,12,11,0,10,10,10,11,12,8,11,12,20,21,22,21,20,15,22,29,25,18,18,16,12,9,8,10,10,9,7,8,6,11,12,10,11,11,9,15,14,19,23,19,17,14,11,16,11,15,14,16,15,10,16,15,15,18,19,0,18,17,19,20,11,25,23,22,24,22,22,14,15,17,18,17,15,15,14,18,17,13,21,17,15,9,4,4,3,3,1,2,1,0
2022-03-05 17:00:00,2,2,3,0,3,0,2,5,6,7,12,18,19,21,21,20,16,13,11,11,12,11,12,14,15,15,14,3,13,15,4,6,15,14,9,0,6,8,7,9,9,0,9,11,14,8,17,12,15,12,14,20,19,22,21,18,17,19,18,17,14,13,10,9,5,4,8,0,0,10,7,20,20,19,18,18,16,15,18,18,21,19,20,21,20,19,20,19,16,18,19,17,18,17,14,0,0,15,15,15,12,17,16,14,12,11,14,17,25,25,27,11,11,10,10,9,9,5,5,5,4,1,1,0,2,0
2022-03-05 18:00:00,3,1,9,0,8,3,0,9,8,6,7,10,8,12,13,16,24,23,17,14,10,10,9,8,10,9,8,8,7,9,9,8,7,11,0,5,3,13,11,13,12,0,10,15,16,4,14,16,18,19,18,24,22,22,17,12,10,11,11,10,10,7,6,8,9,8,6,5,6,8,7,13,7,16,11,13,14,12,14,19,20,23,9,28,29,14,27,14,0,0,15,26,25,10,22,23,0,0,21,20,20,21,20,19,19,21,18,18,21,20,25,24,25,20,34,28,17,11,4,6,2,4,2,0,1,0
2022-03-05 19:00:00,1,0,8,3,8,0,8,10,11,12,8,14,11,8,11,11,10,11,12,11,10,10,4,12,18,17,12,10,0,3,0,1,1,11,2,0,0,12,3,9,8,2,2,7,5,15,14,10,11,11,13,11,11,12,10,6,6,6,4,3,5,5,1,5,3,4,4,0,0,4,3,10,14,13,12,18,17,11,18,19,11,19,17,16,0,15,17,12,10,0,0,11,9,15,16,9,0,15,12,11,9,8,7,6,6,13,10,9,13,21,20,18,15,14,16,13,10,4,2,3,1,2,0,1,0,0
2022-03-05 20:00:00,1,2,4,3,0,1,0,1,5,0,2,6,4,5,0,7,2,6,8,9,12,11,11,9,10,0,9,10,9,7,6,0,6,7,0,5,0,6,5,4,3,0,3,5,5,5,5,5,6,8,10,15,11,10,11,9,8,0,7,6,6,0,5,4,4,4,3,0,1,4,3,9,11,9,12,19,20,17,13,20,12,11,13,15,16,5,11,15,9,16,0,5,8,14,14,5,8,0,13,12,8,0,7,6,6,7,6,6,8,10,9,7,0,6,11,9,7,5,3,4,5,0,4,6,2,0
2022-03-05 21:00:00,3,2,3,0,0,3,0,3,7,9,11,12,12,0,7,13,11,5,10,11,11,10,1,6,9,5,0,9,2,10,0,3,1,11,2,10,0,0,2,9,0,8,0,6,5,5,6,5,7,5,9,13,14,11,8,9,10,0,7,8,5,6,5,2,0,1,2,3,1,4,3,8,7,9,9,11,10,10,10,15,15,20,19,21,19,16,15,12,8,8,0,5,7,11,13,14,0,0,15,15,6,14,15,14,11,8,10,8,11,12,11,9,8,6,16,13,11,7,3,2,0,0,1,3,0,0
2022-03-05 22:00:00,1,4,9,0,0,10,0,6,8,7,11,10,4,5,6,5,5,7,8,8,7,5,4,3,4,3,3,5,4,5,6,4,0,8,0,7,0,0,7,6,8,5,0,3,7,0,6,5,0,6,11,27,28,21,14,17,16,18,16,15,12,11,7,7,5,5,6,0,0,6,5,9,6,8,11,14,15,15,16,17,16,17,17,16,12,11,12,11,0,0,0,9,8,7,9,0,0,7,10,3,13,11,10,8,11,13,12,8,12,10,9,4,8,6,8,5,4,4,3,4,3,0,0,1,1,0
2022-03-05 23:00:00,0,1,3,0,0,0,0,2,1,0,3,9,11,0,1,9,7,11,7,8,7,8,6,7,14,12,11,10,7,7,0,5,6,8,9,10,0,8,8,6,4,0,1,10,5,6,7,5,4,6,7,20,22,19,18,17,6,17,18,8,16,15,14,4,5,6,5,0,2,5,6,5,7,7,8,12,14,13,12,12,13,10,12,9,11,10,11,10,0,9,0,7,7,9,8,2,0,2,7,5,3,8,7,2,7,13,7,12,12,12,11,10,9,5,14,11,10,6,3,2,1,0,0,0,1,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,2,2,0,0,3,2,0,1,2,0,3,3,5,3,4,6,5,5,6,4,5,7,6,8,0,0,0,0,0,9,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,1,0,0,0,6,0,1,1,0,3,5,3,3,6,2,1,2,4,7,7,8,11,10,9,6,0,0,10,5,0,6,9,6,8,4,0,4,0,3,9,0,9,10,8,4,9,0,6,7,5,6,5,1,5,3,1,0,0,1,0,0,0,0,0,0,3,0,0,1,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,1,0,1,0,2,1,0,1,3,0,5,6,4,4,4,6,5,6,7,4,8,9,9,8,6,8,0,8,0,11,7,10,8,10,9,10,0,0,7,8,6,0,8,5,5,4,0,3,2,3,2,5,3,2,1,0,0,0,0,0,2,0,1,2,0,0,3,0,0,1,3,2,1,3,4,5,4,4,2,3,2,2,3,2,0,0,2,0,0,0,0,0,0,1,3,0,0,0,2,1,0,0,0,1,0,0,0,0,2,1,0,2,0,0,4,3,2,0,0,0,0,0,0,0,0,0
2022-03-06 07:00:00,1,1,1,0,1,0,0,2,3,6,6,7,6,7,5,8,0,7,6,9,8,7,8,9,9,10,10,0,0,10,1,9,9,10,0,11,8,0,0,12,11,0,9,6,4,5,5,5,4,4,0,0,2,4,2,2,1,1,0,0,0,0,0,3,4,0,5,4,0,3,4,2,5,5,5,4,6,9,4,7,4,8,11,8,4,0,9,7,11,9,0,5,0,8,7,4,6,0,4,1,3,0,1,6,6,5,5,3,6,3,4,6,4,3,7,5,5,4,3,2,0,0,0,0,1,0
2022-03-06 08:00:00,1,1,1,2,0,0,1,2,4,5,10,12,8,5,6,9,11,12,15,17,19,14,17,18,21,23,24,23,19,14,13,5,10,12,8,9,8,11,9,11,12,13,14,15,13,9,11,9,4,8,5,3,3,2,2,2,1,0,0,2,2,0,1,4,1,6,5,3,4,5,4,5,6,6,7,7,5,4,6,5,5,6,10,5,4,4,6,8,7,5,4,0,7,6,7,0,0,5,3,4,3,0,4,2,0,5,6,7,11,9,8,8,8,8,9,8,9,8,4,7,6,4,4,1,3,0
2022-03-06 09:00:00,2,4,5,0,4,0,3,5,8,3,11,11,10,7,11,12,12,13,16,18,19,11,13,14,9,15,8,14,12,11,10,0,12,14,13,9,5,0,3,14,10,0,15,14,14,16,15,12,7,7,7,5,5,6,5,6,4,3,1,0,1,0,2,10,0,11,13,2,6,7,14,15,6,7,7,8,6,2,7,6,7,0,6,6,5,3,6,4,7,5,7,5,4,6,5,5,0,0,4,0,5,6,5,4,1,6,8,9,11,11,12,13,13,14,16,17,20,18,16,12,9,8,7,3,1,0
2022-03-06 10:00:00,2,2,5,3,5,6,0,6,7,8,14,17,17,8,11,17,17,20,14,14,14,13,13,12,16,15,14,14,12,13,7,3,12,12,12,9,8,11,0,13,14,15,9,11,11,9,12,11,10,14,15,15,11,16,17,5,4,0,0,2,2,0,1,5,0,7,9,3,7,6,5,6,6,8,7,8,9,9,11,12,14,13,15,14,12,8,4,5,4,0,0,7,0,0,6,5,6,0,5,9,3,10,9,7,4,8,14,18,19,18,17,15,16,14,17,16,13,12,9,5,4,0,2,1,2,0
2022-03-06 11:00:00,0,3,4,2,1,0,0,6,9,9,11,14,15,14,15,12,12,14,14,13,15,9,7,8,10,10,8,8,10,12,6,0,13,14,13,10,9,0,11,11,11,0,11,9,8,9,10,8,9,9,8,10,8,8,5,5,4,4,5,0,0,3,3,4,3,4,6,5,7,4,5,8,6,10,6,8,6,5,5,6,7,0,5,6,8,0,7,7,0,4,0,0,0,6,7,7,4,8,5,4,5,0,4,4,7,11,11,10,13,14,13,13,16,18,18,18,16,12,9,7,2,1,2,1,1,0
2022-03-06 12:00:00,4,3,2,4,7,5,8,7,10,9,14,13,13,12,13,15,16,18,18,19,18,14,16,15,14,14,10,13,12,11,9,0,10,13,10,0,12,13,0,16,15,0,14,14,10,11,13,11,10,12,11,13,14,18,18,12,5,0,3,0,1,0,1,4,3,7,10,9,0,9,11,10,14,15,19,14,14,13,15,16,16,6,11,7,13,12,8,7,6,6,3,5,8,6,10,11,0,12,8,12,14,6,15,12,15,20,24,23,26,27,22,19,18,18,17,16,15,14,12,6,8,4,6,4,0,0
2022-03-06 13:00:00,2,5,6,3,7,6,0,10,16,10,21,28,30,10,31,30,28,23,19,18,17,18,17,13,16,13,8,9,8,9,7,0,8,14,12,7,8,0,8,9,11,0,10,10,12,14,15,12,11,11,14,13,15,12,13,8,7,8,10,9,8,7,3,7,7,9,8,7,8,9,8,11,11,10,13,12,12,13,13,15,12,14,14,12,7,0,10,9,8,11,0,6,7,10,8,7,4,0,8,9,10,0,8,12,10,12,9,8,12,12,14,17,19,16,19,14,9,7,5,5,3,7,3,1,1,0
2022-03-06 14:00:00,4,2,5,0,8,9,0,17,26,25,23,24,23,21,24,21,19,23,16,11,8,8,9,8,8,13,12,13,14,13,0,0,14,13,7,4,11,5,8,11,12,0,9,13,13,9,12,13,13,7,11,12,12,9,7,9,8,7,7,6,8,3,6,7,5,6,7,0,9,9,10,10,12,15,13,13,13,12,13,10,10,9,11,11,0,8,10,9,13,0,7,0,8,12,10,9,0,9,8,9,9,10,11,9,8,13,21,19,28,24,23,21,24,25,23,21,15,12,7,5,7,9,9,6,1,0
2022-03-06 15:00:00,1,0,3,5,7,6,0,12,18,19,20,19,12,13,14,13,11,15,15,16,12,8,8,7,8,8,7,9,9,9,8,5,2,11,6,13,7,12,7,10,11,0,6,11,12,12,14,13,13,13,14,16,14,15,16,16,15,14,13,12,11,9,7,6,4,7,11,9,5,6,7,11,13,11,13,12,14,13,11,13,9,9,10,12,8,11,9,9,9,0,4,0,8,0,9,11,10,11,8,8,7,9,8,6,8,6,8,12,18,21,20,19,18,19,17,17,16,16,9,4,4,4,1,2,1,0
2022-03-06 16:00:00,2,3,5,8,6,7,0,10,15,15,22,25,24,21,22,21,19,19,12,11,11,9,12,9,8,0,8,5,7,7,9,4,7,8,8,7,0,0,11,8,12,10,4,17,18,17,18,21,12,20,20,20,20,17,13,10,11,12,11,10,9,6,4,6,7,7,8,11,10,9,10,11,11,14,13,15,15,14,11,11,11,14,16,17,12,15,14,13,6,0,14,0,11,9,10,11,7,4,10,11,12,8,13,14,17,16,19,20,23,16,20,19,14,13,19,17,8,6,7,9,7,0,5,4,4,0
2022-03-06 17:00:00,1,3,6,0,8,7,0,13,16,17,20,20,22,17,15,20,15,17,12,11,9,8,6,0,9,8,7,8,10,10,11,12,7,10,11,0,0,9,12,12,13,11,12,18,18,19,19,18,19,19,18,20,19,18,17,15,17,8,14,13,15,12,10,4,0,3,6,6,5,5,8,11,16,16,20,20,18,13,14,15,16,13,15,15,14,16,18,19,21,0,14,13,14,20,19,18,0,10,15,14,7,4,9,13,9,12,14,14,17,11,9,12,10,8,13,12,12,11,6,6,5,0,2,1,0,0
2022-03-06 18:00:00,4,4,6,7,11,4,10,8,14,13,13,12,10,3,12,13,9,12,14,9,6,8,9,10,12,10,9,8,7,8,7,11,9,10,11,4,12,0,11,8,9,0,8,11,11,12,10,8,9,9,13,16,13,10,11,11,10,8,13,7,11,5,6,6,0,5,7,0,6,4,4,15,15,15,12,11,14,13,14,17,16,16,25,29,0,28,26,25,7,12,0,8,10,11,12,11,0,0,6,8,12,13,14,14,13,12,12,9,15,16,14,17,19,16,23,18,10,7,5,6,4,0,3,2,0,0
2022-03-06 19:00:00,2,3,1,0,3,2,0,5,6,5,6,6,7,8,5,9,10,11,10,9,8,7,8,9,5,4,4,3,0,5,3,0,8,8,8,9,8,5,7,7,9,0,10,10,7,0,7,7,6,11,9,8,12,10,8,11,9,7,10,7,9,4,7,5,4,7,2,0,2,7,6,7,8,8,9,10,8,11,12,9,4,10,11,13,10,9,7,12,13,0,14,0,24,20,17,7,18,0,17,19,18,5,14,16,11,15,14,12,15,12,12,10,6,9,18,17,9,7,6,4,3,0,2,0,1,0
2022-03-06 20:00:00,1,2,5,0,1,4,0,6,5,6,9,6,9,0,0,7,4,8,12,10,7,6,7,5,8,6,7,9,8,9,0,8,4,5,0,3,0,0,3,4,5,0,0,7,9,10,11,10,7,9,12,12,11,11,6,11,7,8,10,10,9,8,5,5,0,6,4,0,3,5,7,12,14,13,14,16,13,13,8,13,13,9,14,14,13,0,12,10,9,10,0,0,9,11,9,8,0,0,8,9,9,0,8,6,7,8,8,11,12,11,9,6,5,0,2,3,2,1,1,0,0,1,1,0,0,0
2022-03-06 21:00:00,2,3,4,1,2,3,0,2,4,4,5,6,7,5,4,8,7,11,9,7,7,8,5,4,3,2,1,3,2,5,0,4,7,6,4,0,5,0,0,4,6,0,5,4,4,4,4,5,0,11,11,13,11,8,7,8,7,0,8,5,6,6,4,3,2,2,3,2,0,3,3,7,9,9,10,9,10,12,9,17,18,15,14,14,13,0,11,12,11,12,0,9,12,11,9,10,0,8,8,8,13,12,7,8,6,14,9,6,8,7,6,5,5,6,7,6,4,2,5,0,3,4,0,0,0,0
2022-03-06 22:00:00,2,2,5,0,0,4,4,6,5,5,4,4,0,0,2,1,1,2,2,5,4,2,5,0,7,5,4,0,0,3,3,0,4,4,3,0,1,0,0,1,0,0,0,3,3,2,5,3,4,6,10,13,15,17,15,19,20,0,0,18,15,14,8,3,3,5,4,0,0,3,3,6,6,6,7,12,9,12,14,12,11,11,12,16,0,17,16,14,6,5,0,0,0,12,10,9,0,0,12,10,11,10,10,10,7,10,16,13,13,11,9,10,8,7,7,4,4,3,2,2,0,0,1,3,1,0
2022-03-06 23:00:00,1,0,1,1,0,0,1,3,4,3,4,5,4,0,0,6,3,8,6,5,2,7,4,8,10,9,2,7,6,2,0,0,6,8,0,1,0,5,7,1,4,3,6,5,6,2,4,0,6,6,7,17,15,16,11,8,10,7,4,0,9,0,6,1,0,2,0,1,0,2,2,7,5,6,6,10,10,10,13,12,12,12,12,11,10,9,9,11,6,0,0,0,10,7,8,0,0,0,6,5,6,7,10,8,6,7,5,6,11,10,8,6,7,6,8,8,7,6,1,5,4,0,0,2,1,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
