Unnamed: 0,1_복정역환승센터4번승강장,2_복정고등학교.복정지구,3_남위례역.복정지구,4_명문가든,5_한국폴리텍대학,6_민속마을닭죽촌,7_양지근린공원,8_남한산성입구,9_을지대학교.생활관,10_을지대학교,11_은행시장.남한산성시장,12_상원초등학교,13_남한산성입구역.법원검찰청,14_금광시장,15_단대동행정복지센터.성남만남지역자활센터,16_단대오거리역.세이브존,17_성남우체국,18_신흥역.종합시장,19_성남시의료원.신흥1동행정복지센터,20_성남시여성비전센터.성남수정새마을금고.한국사회적기업진흥원,21_중앙시장,22_통계청.태평역,23_성남수정경찰서,24_수진리고개.태평고개,25_가천대역.가천대학교,26_복우물.웃말입구,27_복정파출소.복정캠퍼스맛집거리,28_동서울대학교,29_복정초등학교,30_복정동주민센터,31_삼일자동차학원.강남자동차검사소,32_광연자동차학원앞,33_세곡동,34_은곡마을.LH이편한세상,35_은곡마을진입로,36_세곡푸르지오,37_헌인마을.서울농업기술센터,38_헌인릉.강남서초과학화예비군훈련장,39_서울특별시어린이병원.강동송파과학화예비군훈련장,40_안골마을,41_서초포레스타입구,42_탑성마을,43_염곡마을.서초50플러스센터,44_코트라,45_양재2동주민센터.양재꽃시장,46_언남고교,47_교육개발원입구,48_양재역.서초문화예술회관,49_뱅뱅사거리,50_래미안아파트.파이낸셜뉴스(중),51_신분당선강남역,52_지하철2호선강남역,53_논현역,54_논현사거리.논현역5번출구,55_반포역,56_고속터미널,57_신반포역.세화여중고,58_구반포역.세화고등학교,59_동작역.국립현충원,60_흑석동한강현대아파트,61_비계,62_흑석동명수대현대아파트,63_흑석역.흑석동빗물펌프장,64_중앙대학교,65_중앙대학교,66_흑석역.명수대현대아파트,67_비계,68_흑석동한강현대아파트,69_동작역.국립현충원,70_구반포역.세화고등학교,71_신반포역.세화여중고,72_고속터미널,73_반포역,74_논현사거리.논현역4번출구,75_논현역,76_지하철2호선강남역,77_신분당선강남역,78_래미안아파트.파이낸셜뉴스(중),79_뱅뱅사거리,80_양재역.서초문화예술회관,81_교육개발원입구,82_시민의숲,83_AT센터.양재꽃시장,84_하나로마트.코트라,85_염곡마을.서초50플러스센터,86_탑성마을,87_서초포레스타입구,88_안골마을,89_서울특별시어린이병원.강동송파과학화예비군훈련장,90_헌인릉.강남서초과학화예비군훈련장,91_헌인농장,92_헌인마을.서울농업기술센터,93_세곡푸르지오,94_강남신동아파밀리에1단지,95_은곡마을.강남신동아파밀리에,96_대왕초등학교,97_광연자동차학원앞,98_삼일자동차학원.강남자동차검사소,99_장지동,100_복정동주민센터,101_동서울대학교,102_복정파출소.복정캠퍼스맛집거리,103_복우물.웃말입구,104_가천대역.가천대학교,105_수진리고개.태평고개,106_통계청.태평역,107_중앙시장.농협,108_성남시여성비전센터.삼성생명.한국사회적기업진흥원,109_성남시의료원.신흥1동행정복지센터,110_신흥역.종합시장,111_성남우체국,112_단대오거리역.(구)종점,113_단대동행정복지센터.성남만남지역자활센터,114_금광시장,115_남한산성입구역.법원검찰청,116_상원초교.성남중앙병원,117_은행시장.남한산성시장,118_을지대학교,119_을지대학교.생활관,120_남한산성입구.양지파출소,121_민속마을.선경아파트,122_한국폴리텍대학,123_명문가든,124_남위례역.성남여성인력개발센터,125_복정고등학교.복정지구,126_복정역환승센터2번승강장
2022-03-10 23:00:00,3,2,4,2,3,2,2,3,3,4,7,4,8,7,6,6,5,6,6,5,4,5,5,4,8,4,2,3,3,0,0,1,0,4,0,3,0,0,0,5,1,0,0,2,4,3,2,5,4,6,11,17,20,16,13,7,6,8,6,8,4,5,6,3,5,8,7,8,0,6,6,9,8,6,9,17,17,16,16,17,15,15,19,13,13,18,14,12,0,0,0,0,11,11,12,6,0,8,12,9,9,7,10,10,6,17,16,10,11,8,7,6,5,6,25,21,13,8,4,3,2,0,0,1,0,0
2022-03-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 04:00:00,4,2,3,1,3,5,0,12,18,17,19,24,29,16,30,32,17,30,28,29,34,37,42,43,14,0,42,0,0,43,41,39,0,40,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 05:00:00,0,1,1,0,2,0,0,4,7,8,13,9,8,7,10,10,11,12,15,15,17,19,21,20,19,18,11,19,20,17,19,18,16,15,15,15,21,12,20,21,38,37,20,30,29,22,20,18,16,11,7,4,3,3,3,2,0,0,1,0,2,0,1,2,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 06:00:00,2,1,0,0,2,1,1,2,3,4,6,6,3,4,4,10,8,14,20,21,22,21,23,23,26,27,20,16,26,28,30,18,29,27,20,28,26,22,20,19,19,18,18,17,11,10,10,8,6,7,6,7,6,4,5,3,2,2,2,0,4,0,2,2,0,4,6,7,3,6,6,9,7,7,8,8,11,11,6,14,15,8,11,8,0,7,8,0,7,0,0,0,9,8,9,8,0,0,7,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 07:00:00,1,3,4,0,3,1,0,7,16,10,16,14,11,12,13,18,19,20,27,34,39,30,30,31,37,24,21,16,25,29,30,20,30,30,27,29,27,25,25,26,31,30,31,22,22,21,19,14,12,15,14,16,15,10,9,15,7,4,4,5,3,4,1,12,0,13,16,17,16,18,19,15,20,21,20,23,20,22,24,32,30,24,37,18,15,12,15,15,12,13,12,11,10,10,14,14,13,9,8,9,11,13,14,10,9,14,15,14,8,7,6,9,3,7,6,6,8,8,9,10,4,6,5,4,3,0
2022-03-11 08:00:00,4,11,17,18,18,7,4,8,15,17,28,34,25,27,28,27,26,28,28,32,38,24,27,27,42,40,42,40,43,47,45,44,38,34,34,35,33,31,27,29,31,31,30,27,22,19,20,18,14,14,19,17,15,15,13,13,11,11,9,10,12,11,9,11,6,12,21,19,17,16,16,23,26,34,35,37,27,20,23,29,28,25,27,20,17,16,15,15,14,12,9,10,11,14,19,19,18,14,14,14,13,12,16,10,13,17,19,17,18,15,12,13,14,14,24,24,22,17,20,22,20,20,17,4,3,0
2022-03-11 09:00:00,1,1,3,0,2,0,0,6,5,5,14,15,17,19,19,12,21,18,17,18,19,16,16,17,32,31,32,19,21,20,21,19,19,24,27,15,27,28,29,27,27,18,27,21,18,18,16,14,14,11,11,11,8,6,4,6,7,9,7,8,11,12,7,7,5,10,13,14,5,7,13,10,12,17,19,16,10,9,12,14,12,13,17,12,8,13,9,7,7,3,1,0,6,8,9,8,8,9,21,21,10,11,12,11,12,11,13,10,13,13,11,12,11,6,19,12,17,11,9,5,8,10,6,4,2,0
2022-03-11 10:00:00,1,2,3,0,3,1,0,5,11,12,12,20,18,17,15,20,18,17,12,11,12,12,13,15,13,16,14,15,8,16,14,5,12,15,16,0,0,15,6,16,18,0,16,17,13,11,14,14,16,13,15,17,14,11,9,7,8,0,6,0,8,7,3,6,7,7,8,5,7,7,8,8,10,11,15,15,9,9,11,14,15,13,13,11,0,0,11,7,8,0,5,10,3,7,10,9,10,9,10,9,8,9,8,8,9,8,8,11,15,13,12,11,11,10,14,13,10,8,6,4,0,0,3,2,0,0
2022-03-11 11:00:00,1,0,3,0,2,1,0,2,4,5,8,9,9,6,10,11,17,13,12,13,15,14,14,13,14,13,12,10,12,13,13,11,12,12,9,7,0,0,11,10,12,10,11,12,10,11,15,13,13,10,14,14,13,11,9,7,6,6,5,4,6,4,3,10,7,11,11,9,10,8,10,10,12,16,13,13,12,10,9,9,8,8,9,11,10,5,10,4,8,0,0,9,8,8,10,9,0,9,11,10,13,8,11,8,8,8,15,15,18,16,14,15,15,14,15,14,17,14,5,4,4,0,4,3,1,0
2022-03-11 12:00:00,0,3,6,0,5,1,1,5,9,8,9,13,15,16,18,19,20,23,17,14,15,12,11,11,13,14,15,17,18,19,17,16,17,17,0,10,13,11,13,13,14,0,8,13,11,12,14,11,11,12,13,12,13,11,8,6,5,0,5,0,10,6,4,9,11,11,12,11,10,11,10,11,14,14,13,12,9,13,13,10,10,8,9,10,10,11,10,11,9,8,3,0,9,8,11,10,9,10,11,13,12,8,10,8,10,11,18,17,17,19,20,18,17,17,16,15,9,8,6,7,6,7,4,5,3,0
2022-03-11 13:00:00,2,3,5,2,1,4,0,7,6,10,11,12,9,10,11,12,11,14,13,10,6,10,12,11,13,6,12,14,9,13,12,8,0,12,11,10,11,8,7,18,21,0,22,17,14,16,17,15,18,21,21,21,20,18,16,9,9,10,12,12,10,11,7,8,7,9,9,8,9,9,5,9,11,13,14,18,17,11,13,15,15,14,17,18,14,12,18,11,10,0,17,12,10,15,17,19,10,8,6,6,9,9,10,8,12,10,14,13,16,14,12,14,12,10,12,11,7,9,7,5,5,4,4,1,2,0
2022-03-11 14:00:00,2,3,4,3,4,4,0,5,11,13,16,25,15,18,19,18,18,17,12,10,11,13,13,11,17,15,17,12,11,10,10,11,12,13,9,11,10,13,14,11,17,7,19,17,17,18,17,14,12,17,19,18,16,13,10,10,12,4,14,13,10,2,9,8,9,9,10,10,8,9,9,9,10,10,14,16,13,16,15,13,11,12,16,15,11,9,14,13,10,11,11,12,9,10,14,13,4,8,16,15,14,0,9,13,11,13,17,19,18,18,17,14,10,9,15,13,7,6,5,7,6,1,7,5,4,0
2022-03-11 15:00:00,4,7,11,14,16,15,5,15,16,15,15,18,21,17,19,15,19,18,13,13,12,9,9,6,12,11,10,11,11,11,11,13,13,15,4,6,16,15,17,17,16,16,18,21,21,22,20,18,16,20,17,18,14,12,10,10,12,13,14,12,13,10,7,13,13,14,15,11,10,14,13,14,15,15,17,14,14,12,11,13,14,13,14,19,16,14,19,20,21,23,14,24,24,23,24,23,24,25,24,17,17,24,23,22,22,20,19,18,20,22,18,18,17,15,17,14,9,7,4,3,6,12,10,9,8,0
2022-03-11 16:00:00,3,19,26,27,10,0,8,10,12,14,15,17,13,14,15,18,21,23,20,18,13,9,9,11,16,15,9,18,9,17,16,13,13,13,13,9,13,14,17,16,15,0,16,22,22,23,24,23,24,28,25,26,28,22,13,15,17,18,18,13,11,10,6,11,6,13,12,15,7,10,10,10,14,15,16,17,17,16,16,18,21,20,21,23,25,20,24,22,23,24,25,24,25,23,20,26,25,26,27,26,31,33,32,28,29,21,24,23,26,23,22,24,22,20,23,19,11,6,4,4,5,0,1,4,0,0
2022-03-11 17:00:00,5,20,20,7,25,13,14,22,21,15,22,21,21,11,21,22,21,20,19,17,18,15,14,16,20,19,20,21,18,21,20,8,19,19,16,17,20,17,22,42,44,45,46,61,53,54,54,33,35,43,39,36,34,23,15,15,15,18,17,14,12,10,7,12,0,11,14,0,13,17,17,20,17,24,26,24,15,18,19,17,19,21,28,36,29,34,35,39,41,42,43,44,43,42,39,40,36,23,28,27,29,28,26,26,26,29,24,26,21,26,27,30,29,24,30,25,20,15,6,6,4,3,6,2,1,0
2022-03-11 18:00:00,4,8,15,15,14,13,5,11,12,14,19,24,23,22,22,23,21,22,18,22,20,9,8,8,15,15,9,11,9,10,11,10,11,10,10,10,12,14,23,15,22,0,24,41,36,36,45,39,38,39,43,45,42,32,27,23,23,24,25,24,18,17,10,10,11,12,14,10,0,15,13,17,17,21,26,24,31,36,31,38,43,44,47,53,52,50,44,42,40,40,41,41,40,36,37,31,36,40,29,28,32,27,31,29,28,26,22,22,26,23,24,22,22,23,37,32,20,11,5,7,6,1,4,4,8,0
2022-03-11 19:00:00,2,5,11,10,7,9,0,8,6,9,7,11,15,6,16,18,19,9,13,10,10,9,9,8,13,12,11,9,8,9,0,10,12,10,9,0,5,0,11,8,9,0,0,12,11,24,24,17,14,23,24,27,22,19,16,19,19,20,22,20,16,16,12,8,5,10,9,0,3,10,9,12,9,14,14,13,13,10,12,23,22,23,24,48,48,45,46,44,44,9,20,43,38,31,29,30,0,39,35,31,28,26,26,25,22,28,30,24,25,23,20,22,22,15,27,23,11,8,4,3,1,0,3,3,3,0
2022-03-11 20:00:00,7,6,7,6,6,5,4,4,8,13,13,9,9,9,8,7,8,9,13,12,9,8,8,6,7,7,4,6,7,7,7,8,7,7,5,8,2,8,8,8,7,7,7,10,11,11,10,7,13,22,21,22,17,13,11,12,11,8,13,17,15,13,11,5,6,10,9,4,5,4,4,9,10,13,12,12,16,15,16,21,22,21,23,29,30,27,22,21,6,21,13,22,13,11,25,24,0,23,20,18,16,15,14,10,8,13,10,11,11,9,8,10,10,7,23,21,12,10,8,4,3,0,0,0,0,0
2022-03-11 21:00:00,1,3,5,4,0,5,0,3,2,4,5,14,12,10,9,8,8,8,7,7,3,4,2,3,9,7,5,5,6,6,5,0,5,5,2,0,0,0,4,3,7,6,8,8,8,7,9,8,4,10,14,21,13,19,11,12,11,8,12,8,8,7,5,3,4,5,2,0,0,4,3,6,8,11,14,17,18,17,19,20,13,22,22,15,21,23,21,16,15,16,0,15,14,12,18,20,0,17,18,17,16,13,12,11,10,17,12,12,13,12,12,11,12,13,19,12,9,7,4,4,2,0,2,2,1,0
2022-03-11 22:00:00,4,9,6,5,10,11,0,9,3,7,7,9,8,6,7,5,5,6,5,3,5,4,3,3,8,4,5,5,3,3,2,0,4,4,5,4,0,0,8,8,4,0,3,8,6,7,6,6,7,8,26,28,27,24,20,21,18,22,8,20,15,11,12,4,0,2,3,1,0,1,2,9,12,11,12,14,13,13,14,16,19,18,15,19,0,18,14,12,15,9,11,8,11,14,19,21,7,0,13,18,23,6,15,14,12,11,13,11,17,17,9,16,13,12,11,9,6,6,6,7,5,2,4,0,1,0
2022-03-11 23:00:00,2,2,5,0,4,3,2,2,0,2,4,5,7,5,7,8,7,8,9,9,8,8,6,6,9,10,8,7,4,4,3,0,4,5,4,2,3,0,4,4,5,4,0,1,4,3,4,4,6,7,12,20,19,14,13,12,11,8,10,6,9,7,8,6,2,8,7,1,2,4,5,9,7,11,20,27,27,26,27,24,11,22,21,23,6,11,20,19,5,18,4,0,8,8,14,0,0,6,10,11,10,9,21,17,16,16,14,12,11,9,9,10,9,9,15,15,11,9,4,3,2,0,1,3,1,0
2022-03-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 04:00:00,9,11,10,3,9,4,0,9,10,6,10,12,12,12,13,14,10,13,16,18,16,18,19,21,22,23,7,0,0,24,23,20,18,19,0,0,0,18,0,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 05:00:00,1,2,0,0,0,0,0,3,5,7,11,11,9,4,8,9,8,10,9,9,13,14,9,10,11,0,0,6,13,12,0,0,11,13,8,6,5,9,7,11,10,0,21,9,18,9,17,16,13,8,6,5,4,4,5,2,1,0,0,0,0,0,0,1,0,0,2,1,0,0,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 06:00:00,1,0,2,0,1,0,1,2,2,0,4,5,6,6,9,10,8,10,11,14,14,13,15,16,18,19,18,10,20,13,12,9,20,17,8,15,10,9,12,9,8,7,11,8,9,8,7,6,1,3,2,6,5,6,5,2,0,0,1,0,1,0,0,3,0,4,5,3,4,4,3,5,6,5,6,6,7,5,6,9,10,0,11,9,0,1,7,0,6,0,2,0,3,0,6,3,0,0,0,0,0,0,1,2,0,5,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 07:00:00,1,2,3,2,1,0,0,4,5,2,8,8,7,6,7,7,6,8,10,12,14,15,12,15,11,6,12,0,16,7,14,0,13,18,14,17,8,16,18,18,17,15,14,12,9,7,8,7,6,8,7,6,8,7,4,2,2,0,0,3,3,2,1,5,4,7,7,5,3,6,7,5,7,9,10,7,6,5,7,9,3,6,8,4,4,4,4,5,6,3,0,0,3,5,6,5,5,0,4,3,4,5,5,0,3,5,4,4,4,6,5,4,5,1,5,4,4,3,5,5,6,7,1,0,0,0
2022-03-12 08:00:00,1,3,2,1,3,0,1,5,10,6,15,16,12,13,14,14,15,16,14,13,17,13,17,18,18,17,18,19,20,19,20,18,15,18,17,18,16,15,17,19,18,17,15,11,11,8,8,8,7,13,7,19,19,18,7,4,3,0,4,3,2,0,2,4,5,6,7,8,0,9,7,6,8,10,10,7,8,7,8,9,9,10,15,11,4,9,8,8,7,6,6,0,2,5,7,6,6,6,8,6,7,3,7,9,8,12,12,11,11,12,3,10,11,0,12,12,9,7,5,4,3,5,3,1,2,0
2022-03-12 09:00:00,1,0,3,0,3,2,0,4,7,0,15,21,18,19,17,16,16,18,14,15,17,14,16,16,18,19,18,15,17,18,19,14,18,20,14,22,14,21,26,28,28,20,20,22,20,19,17,15,14,14,13,12,12,10,8,5,4,5,1,3,4,0,0,6,0,5,8,9,6,6,8,12,16,18,17,13,10,8,9,11,12,13,15,7,8,7,7,9,7,7,5,3,4,3,7,0,6,0,4,4,8,3,9,8,8,15,19,17,16,19,18,18,19,18,17,14,15,15,13,6,6,7,6,4,1,0
2022-03-12 10:00:00,1,2,4,1,3,0,0,4,5,6,8,8,7,8,9,9,7,7,18,15,14,10,10,13,11,10,8,11,12,11,11,0,10,12,12,12,12,10,14,16,19,20,21,22,14,14,12,10,12,14,14,12,11,11,7,5,5,5,6,5,5,0,2,7,6,9,14,9,11,13,11,9,11,15,12,11,10,8,8,10,8,9,10,7,5,0,9,8,4,6,7,0,0,8,9,9,0,7,10,11,8,8,7,7,7,6,7,14,18,19,19,19,18,0,20,19,19,18,15,12,6,6,6,5,4,0
2022-03-12 11:00:00,0,0,1,4,0,5,0,9,14,15,24,25,19,18,19,21,19,21,21,16,17,15,14,13,12,13,14,8,18,19,13,0,12,13,6,7,0,12,0,9,10,0,9,21,17,14,19,15,9,10,18,21,19,18,16,9,4,5,4,5,5,5,5,9,11,15,18,7,17,12,11,13,20,26,22,14,10,8,9,11,7,10,12,11,0,4,11,13,0,9,0,8,0,12,14,13,0,9,12,12,11,13,6,12,11,10,11,12,11,12,12,13,17,15,18,16,13,15,9,10,5,4,11,8,3,0
2022-03-12 12:00:00,3,5,8,3,5,2,0,8,12,13,14,17,15,16,17,17,18,21,15,12,15,16,8,9,17,8,16,20,19,18,17,0,16,18,0,20,0,19,21,17,22,23,20,14,14,13,17,20,20,30,34,26,24,22,14,12,6,9,4,11,11,11,10,12,13,17,17,15,16,15,15,19,21,20,21,15,13,8,10,12,10,10,11,10,10,9,8,9,9,0,11,0,12,8,11,12,11,11,9,11,8,10,10,14,14,12,16,18,27,14,18,16,15,14,13,12,13,12,10,10,7,2,6,4,3,0
2022-03-12 13:00:00,3,5,9,6,5,4,0,6,9,9,16,18,24,25,27,25,24,23,19,21,22,17,18,17,18,15,14,13,10,15,10,10,12,14,13,13,0,0,12,12,19,20,15,17,18,21,20,19,20,23,23,26,25,25,22,15,16,11,11,12,14,10,7,11,14,14,14,15,12,12,11,15,23,29,24,21,12,11,10,15,14,15,18,16,8,13,15,11,6,12,0,13,0,12,14,14,0,10,11,11,10,7,8,8,7,13,12,14,17,24,22,18,16,12,18,17,11,10,7,9,7,6,5,3,1,0
2022-03-12 14:00:00,2,0,3,2,0,0,0,7,12,17,21,24,19,20,17,17,22,24,23,23,19,15,16,5,20,11,16,15,14,10,13,5,12,12,6,14,0,0,15,14,17,0,16,16,15,15,13,16,18,22,24,26,24,15,12,9,10,9,12,11,9,8,6,8,4,7,9,8,4,10,11,12,15,21,23,16,15,12,12,21,21,20,19,17,12,16,17,15,16,9,8,13,17,15,18,8,17,17,8,19,20,5,19,18,19,18,17,18,24,27,28,25,25,23,28,24,17,13,9,8,0,8,6,3,0,0
2022-03-12 15:00:00,2,4,5,0,2,4,2,8,9,8,12,17,15,15,17,17,16,17,15,11,10,8,9,10,11,8,11,11,13,14,12,10,8,7,11,10,0,11,14,14,17,0,11,20,16,19,23,18,12,17,24,24,21,18,15,14,13,13,10,10,8,8,6,9,9,10,15,13,12,10,7,12,13,13,14,9,14,17,12,12,13,13,14,15,16,15,14,16,17,18,19,0,9,18,19,19,19,20,17,17,16,14,18,15,15,18,18,16,19,22,24,22,20,15,18,16,11,9,5,4,11,10,8,3,4,0
2022-03-12 16:00:00,2,3,4,3,3,0,0,8,11,14,19,19,18,18,19,21,19,20,12,14,9,7,6,7,10,10,12,10,9,14,13,11,10,13,5,7,8,0,13,7,15,0,7,14,15,18,18,18,19,18,21,23,29,23,19,15,15,16,12,11,9,7,7,9,5,9,10,9,8,8,10,16,18,22,21,18,18,16,18,18,19,17,18,21,18,17,18,13,14,0,0,15,13,14,15,13,9,16,15,17,21,12,16,15,15,20,17,19,19,23,21,17,18,15,16,15,13,10,10,2,1,4,5,4,1,0
2022-03-12 17:00:00,2,3,6,0,2,5,4,6,7,6,10,15,18,19,20,20,22,22,19,18,9,9,7,8,10,10,11,12,4,13,14,16,15,15,16,14,13,16,17,17,17,0,21,21,19,20,18,15,6,13,15,20,21,18,15,11,10,7,14,12,11,10,8,8,9,12,14,15,11,16,15,25,24,28,24,15,17,18,14,15,17,11,19,21,19,0,21,23,22,23,27,26,24,23,22,21,11,22,19,17,18,12,17,16,18,14,15,17,22,21,22,19,18,18,21,16,15,8,6,2,5,4,4,3,2,0
2022-03-12 18:00:00,1,4,4,3,0,0,0,3,5,3,9,4,8,9,4,12,15,17,28,25,19,11,10,10,15,3,10,9,8,7,6,0,1,12,13,0,5,11,12,10,11,0,7,13,15,15,12,13,15,15,15,23,22,15,14,15,16,15,13,14,12,11,7,9,4,10,4,7,6,5,5,13,11,14,26,25,22,16,16,16,19,18,28,32,31,29,29,28,0,10,21,27,7,20,20,22,9,23,21,9,16,13,20,11,21,16,15,19,20,19,17,16,16,8,20,17,12,9,4,3,2,2,0,1,0,0
2022-03-12 19:00:00,4,4,4,0,5,3,2,7,8,9,8,9,9,6,11,11,4,11,9,6,7,7,7,7,12,11,3,10,10,9,7,8,5,5,7,0,3,0,2,8,3,0,4,9,10,5,8,7,16,19,19,12,14,10,7,12,11,9,16,11,12,6,8,7,8,11,4,10,11,11,13,21,23,20,16,18,16,12,11,19,17,15,19,22,9,21,17,15,9,0,14,16,14,24,17,9,0,0,21,20,28,17,27,26,20,19,17,14,16,16,16,17,18,8,27,19,14,12,7,3,0,5,2,1,0,0
2022-03-12 20:00:00,2,4,2,3,1,3,0,4,6,0,6,8,6,0,4,7,8,11,10,9,9,10,9,7,7,4,5,4,3,3,3,2,0,5,2,0,2,6,3,4,5,0,2,7,9,10,7,11,11,9,9,9,8,6,8,9,7,0,6,7,6,5,3,4,0,2,4,1,1,0,5,5,7,8,12,17,16,15,14,13,13,11,15,17,13,12,17,15,7,7,0,0,14,11,13,9,0,0,15,14,12,11,8,10,10,11,9,12,11,10,9,12,13,13,14,13,8,8,5,4,0,3,1,0,1,0
