Unnamed: 0,1_양천공영차고지,2_신정현대아파트,3_신정현대아파트.서부트럭터미널,4_개봉1동사거리,5_개봉고가,6_개봉역,7_철산리버빌아파트,8_구일우성아파트,9_가산디지털단지역입구,10_디지털단지오거리.가산파출소,11_디지털단지오거리,12_가산초등학교,13_모두의학교.금천문화예술정보학교,14_관악구보훈회관.신림푸르지오,15_난곡입구,16_호림박물관,17_남서울중학교.성보중고등학교,18_신림사거리.신림역,19_관악우체국.양지병원,20_KT&G관악지점,21_봉천역.관악초등학교,22_KT관악지점,23_봉천사거리,24_낙성대동,25_낙성대입구,26_인헌중고.서울미술고,27_예술인마을.사당초등학교,28_남서울농협남현동지점,29_사당역,30_이수역,31_총신대입구역.남성시장입구앞,32_경문고등학교,33_정금마을,34_이수교,35_구반포역.세화고등학교,36_신반포역.세화여중고,37_고속터미널,38_사평역,39_KCC사옥,40_서초푸르지오써밋,41_진흥아파트,42_래미안에스티지,43_서초청소년도서관,44_신분당선강남역,45_지하철2호선강남역,46_신논현역.구교보타워사거리,47_제일약품사옥,48_사평역,49_고속터미널,50_신반포역.세화여중고,51_구반포역.세화고등학교,52_갯마을앞,53_정금마을.방배경찰서,54_경문고교.배나무골앞,55_총신대입구역.남성시장입구앞,56_사당동우체국앞,57_방배노인종합복지관,58_사당역9번출구앞,59_사당1동관악시장앞,60_예술인마을,61_서울미술고.인헌중고,62_낙성대입구,63_행운동주민센터,64_서울대입구역5번출구,65_KT관악지점,66_봉천역.관악초등학교,67_KT&G관악지점,68_관악우체국(양지병원),69_신림사거리.신림역,70_남부초등학교,71_호림박물관,72_난곡입구,73_관악구보훈회관.신림푸르지오,74_천주교성령봉사회관.등불교회,75_KT구로지사,76_삼부르네상스.효성아파트,77_가리봉파출소,78_디지털단지오거리,79_구일우성아파트,80_철산리버빌아파트,81_개봉역,82_개봉1동사거리.개봉푸르지오아파트,83_신정학마을아파트,84_신정현대아파트.서부트럭터미널,85_양천공영차고지
2022-03-05 04:00:00,2,2,6,12,19,20,20,16,17,15,11,18,13,8,12,0,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,1,1,6,14,14,15,16,15,14,14,15,13,14,16,18,19,19,18,19,18,19,20,18,20,19,20,21,20,18,19,21,23,17,22,17,12,6,5,3,7,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,1,2,4,6,7,11,12,13,12,11,10,10,11,10,11,6,13,11,9,8,13,13,15,12,9,16,17,18,14,12,13,14,13,13,11,9,4,3,3,4,3,1,3,2,5,3,7,5,6,1,0,3,2,4,4,5,8,7,7,6,7,6,7,5,4,6,4,5,4,0,2,4,2,5,9,6,3,0,4,3,2,1,0,0,0
2022-03-05 07:00:00,3,6,8,12,15,19,19,13,17,15,14,14,10,11,11,11,12,10,9,10,10,9,13,7,9,12,13,15,15,15,14,15,13,11,11,10,6,6,6,1,6,5,4,3,3,6,3,5,7,8,6,5,7,9,9,10,9,7,10,4,11,12,11,7,10,9,11,11,10,11,9,7,9,8,9,7,7,8,8,6,6,3,1,0,0
2022-03-05 08:00:00,3,0,6,12,18,25,28,17,27,27,31,32,25,24,24,25,30,27,18,18,20,15,17,21,22,24,29,29,25,20,16,15,14,15,14,11,8,8,7,3,6,6,5,4,6,5,9,10,7,8,5,7,9,11,12,14,16,13,11,12,11,12,13,12,11,13,6,12,13,11,12,10,11,9,10,10,9,10,8,0,6,5,3,2,0
2022-03-05 09:00:00,1,0,6,12,14,24,25,27,26,21,24,27,25,27,30,30,32,22,28,27,23,19,22,22,23,26,28,30,28,26,26,26,25,25,24,21,16,18,18,16,11,8,6,12,11,7,13,10,7,11,6,12,13,14,9,11,10,12,13,17,13,11,14,14,10,11,8,12,13,11,12,12,11,10,11,10,4,10,8,6,7,3,4,1,0
2022-03-05 10:00:00,2,3,7,10,10,15,17,15,16,12,15,16,18,19,22,23,31,20,24,26,23,27,28,27,27,31,31,38,36,30,25,21,24,26,25,22,11,12,10,9,7,7,9,12,11,10,16,13,11,13,13,12,15,18,14,18,16,16,14,13,12,15,17,15,13,11,10,11,11,10,10,8,8,7,8,8,8,8,8,6,4,2,1,0,0
2022-03-05 11:00:00,2,4,5,8,9,16,20,16,14,13,21,14,17,18,20,20,20,23,30,26,30,26,21,20,20,23,30,36,34,30,24,25,24,28,26,24,22,14,12,13,14,13,10,9,11,14,23,20,18,24,26,20,20,20,22,22,22,22,25,23,23,32,29,26,24,20,19,19,20,18,17,17,18,17,16,11,12,10,8,8,4,2,1,0,0
2022-03-05 12:00:00,2,3,5,11,14,18,21,22,17,21,22,23,23,27,29,27,26,21,22,23,26,29,26,26,32,33,36,40,34,29,33,33,34,33,30,23,20,16,14,12,10,10,11,14,16,19,29,30,21,23,15,24,27,27,36,35,36,30,25,22,23,20,21,25,22,19,20,18,19,17,16,16,14,14,15,14,13,12,11,10,9,4,2,1,0
2022-03-05 13:00:00,4,5,7,10,12,19,20,16,20,21,20,24,25,31,33,37,40,24,22,28,23,25,28,26,26,28,32,31,29,27,33,26,28,28,24,24,19,18,14,11,10,7,10,11,15,19,24,24,37,40,25,41,39,39,40,40,37,34,36,37,36,34,29,28,31,32,31,27,25,24,19,21,19,16,15,15,13,11,12,8,8,5,5,3,0
2022-03-05 14:00:00,3,4,4,10,14,23,24,18,17,17,20,20,18,14,17,16,18,19,20,20,22,21,23,23,28,26,30,33,26,28,29,35,36,38,30,26,17,15,14,9,11,9,8,11,10,16,17,21,24,25,30,27,25,24,27,30,33,31,25,23,21,22,22,16,23,19,19,17,16,16,16,15,15,14,15,13,11,13,12,6,8,4,3,2,0
2022-03-05 15:00:00,10,11,6,13,13,16,17,16,17,17,19,20,21,22,22,23,23,19,22,20,21,22,29,27,28,31,36,38,38,35,32,28,26,28,28,27,19,19,16,14,13,10,12,23,22,24,28,25,28,28,28,28,30,29,30,36,32,34,33,30,22,24,24,23,22,23,20,18,24,22,20,21,22,21,19,17,14,16,15,17,13,7,4,1,0
2022-03-05 16:00:00,1,5,11,11,7,19,22,21,22,21,11,25,24,27,26,28,30,24,24,21,19,24,24,30,29,36,39,40,42,37,36,34,33,33,31,20,18,18,13,10,11,8,11,15,26,33,40,43,45,45,45,44,44,47,45,48,45,45,39,32,31,29,28,25,23,22,21,21,27,23,19,22,19,18,21,22,12,26,24,23,17,8,5,2,0
2022-03-05 17:00:00,2,4,8,13,15,17,22,24,23,24,30,19,28,30,36,38,37,23,27,26,22,24,26,23,23,20,19,22,22,22,28,25,25,28,27,25,21,21,13,14,7,6,12,16,30,34,40,39,35,45,47,45,42,41,42,51,47,43,36,36,32,37,33,34,29,36,32,28,26,27,27,28,25,21,24,25,27,28,24,20,12,7,5,0,0
2022-03-05 18:00:00,2,4,6,13,12,19,21,22,22,21,19,21,19,18,20,17,20,19,17,16,14,14,17,22,21,27,29,27,28,24,23,21,25,24,23,21,15,18,11,9,11,8,12,15,27,30,34,36,30,37,38,33,32,29,30,29,28,30,27,26,21,20,19,19,16,14,13,12,24,21,18,19,18,18,18,19,18,24,21,17,10,6,5,3,0
2022-03-05 19:00:00,1,3,3,6,7,16,9,14,13,20,18,13,17,19,17,19,21,19,20,20,23,28,29,25,22,19,17,15,14,13,15,14,10,11,15,14,16,14,11,7,3,4,6,8,12,14,12,11,26,25,26,25,23,21,21,25,25,29,30,29,28,24,23,23,22,21,18,18,22,21,21,19,20,19,22,21,21,24,22,20,10,4,3,1,0
2022-03-05 20:00:00,2,1,3,6,7,11,0,13,14,13,14,14,14,15,12,9,10,13,12,11,13,11,10,8,10,11,12,10,13,13,14,10,10,12,11,5,8,6,4,4,1,0,9,9,11,15,14,13,24,26,27,27,28,28,29,29,21,32,27,22,21,21,20,24,25,23,21,20,24,23,22,21,19,19,20,21,20,22,23,11,8,5,3,2,0
2022-03-05 21:00:00,2,3,2,5,6,10,11,6,6,8,10,12,11,8,7,9,9,14,12,9,12,10,14,13,15,10,7,9,9,6,7,6,7,11,7,6,11,10,7,5,2,2,4,5,12,20,16,15,25,26,21,24,23,27,31,33,33,35,31,26,24,26,25,28,25,30,29,25,32,28,27,28,24,22,22,21,16,23,20,18,13,12,7,2,0
2022-03-05 22:00:00,1,0,1,1,2,6,1,5,8,6,9,7,8,12,12,14,11,11,11,12,12,16,17,16,14,13,12,12,12,11,10,11,8,7,9,9,13,11,6,5,4,5,10,16,27,26,30,32,42,46,46,40,40,26,42,42,27,42,40,35,30,29,26,24,17,16,23,21,21,20,19,16,16,12,18,17,11,21,18,7,7,4,2,2,0
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,0,5,11,11,10,12,8,8,7,8,7,12,10,9,8,8,6,8,5,3,0,4,3,4,5,9,11,12,13,17,19,13,20,19,17,24,21,23,31,27,21,20,20,22,22,20,20,20,19,27,23,22,22,20,16,21,16,15,16,16,13,7,4,2,2,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,1,2,3,6,12,15,17,16,13,11,12,11,7,6,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,0,2,3,4,6,7,1,3,6,5,5,7,7,8,6,9,12,11,10,11,10,11,12,11,13,12,13,11,12,10,13,13,14,12,10,8,7,4,2,1,0,1,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,2,2,4,9,10,10,10,5,9,6,7,8,9,11,12,12,12,9,9,10,9,9,11,12,11,13,16,15,12,14,9,12,10,8,9,5,3,0,2,1,0,0,3,2,4,1,7,5,4,2,3,5,4,5,6,5,7,6,5,6,6,5,6,7,6,6,2,4,7,3,6,5,6,0,5,6,0,3,4,0,4,0,2,0,0
2022-03-06 07:00:00,2,3,4,6,4,7,6,5,8,4,7,6,8,10,10,6,9,7,6,6,6,3,7,8,8,6,7,9,4,10,12,13,15,14,13,8,5,4,3,3,0,1,4,4,2,2,4,5,4,2,5,4,5,6,8,9,7,8,6,9,6,6,7,6,7,10,11,7,7,7,6,5,6,4,4,6,2,8,6,5,4,2,0,1,0
2022-03-06 08:00:00,2,2,3,6,10,13,13,14,13,13,14,15,17,20,21,20,21,19,19,14,13,11,12,12,13,17,22,29,24,21,16,14,13,15,13,10,4,3,2,4,2,3,3,6,4,4,7,4,6,7,0,8,10,9,8,8,7,4,9,8,4,7,6,4,7,8,9,8,8,7,7,7,8,7,7,8,6,6,7,6,6,3,1,1,0
2022-03-06 09:00:00,1,2,8,12,14,20,25,24,22,21,20,21,20,22,24,22,23,16,17,15,19,20,19,19,21,24,25,31,25,23,28,27,23,21,18,14,14,14,11,4,10,6,9,8,4,8,9,9,7,8,4,7,14,15,17,15,12,11,11,12,13,13,15,11,10,9,7,9,9,9,9,9,11,7,9,10,10,9,9,8,4,2,3,1,0
2022-03-06 10:00:00,1,0,4,11,14,15,17,18,15,14,14,16,16,21,22,13,19,16,18,20,19,20,21,22,19,20,21,24,21,18,20,25,25,29,27,19,9,8,8,6,7,7,7,5,7,7,11,10,9,9,9,8,10,11,18,22,23,23,20,22,15,16,16,14,15,14,13,11,11,12,14,11,16,15,16,17,14,16,14,12,6,2,0,1,0
2022-03-06 11:00:00,3,4,5,6,8,12,14,13,12,13,14,13,17,18,19,21,20,13,15,16,17,16,22,20,22,28,29,31,30,27,22,21,23,23,22,18,16,16,10,4,5,3,6,5,6,5,11,17,12,13,11,12,14,13,11,15,11,16,23,22,20,18,17,22,10,24,21,21,21,22,17,20,21,21,23,21,18,13,14,6,5,3,0,1,0
2022-03-06 12:00:00,1,1,6,8,7,13,14,12,13,11,16,17,15,23,26,28,28,17,20,16,20,20,24,25,30,30,34,35,33,32,30,29,27,26,23,21,12,12,6,5,7,12,16,15,13,9,13,14,27,31,32,28,27,31,32,31,26,25,25,25,24,24,23,18,18,16,14,13,19,18,11,12,14,13,17,16,12,12,13,11,7,4,3,0,0
2022-03-06 13:00:00,2,3,6,11,13,14,13,17,14,13,12,13,11,11,13,13,18,23,24,27,23,24,29,30,30,35,38,40,37,28,35,37,25,37,22,17,15,16,11,10,6,10,12,14,13,13,17,16,11,12,13,13,11,14,18,21,22,20,16,18,18,19,21,21,23,24,21,19,22,20,19,20,19,16,16,18,17,16,17,15,8,6,6,2,0
2022-03-06 14:00:00,3,3,4,12,10,18,18,17,12,14,16,15,16,15,23,28,28,28,33,23,33,29,28,24,29,31,38,40,36,33,40,45,45,46,40,29,21,18,15,12,10,12,10,13,11,12,15,14,24,25,26,24,24,17,21,23,24,25,29,24,22,24,24,22,23,18,22,21,18,20,19,17,17,17,18,19,16,19,19,14,8,4,2,2,0
2022-03-06 15:00:00,3,0,4,6,7,11,11,5,12,14,20,21,18,20,22,26,24,21,23,26,25,24,29,29,30,38,38,36,34,30,28,27,26,25,26,24,18,16,14,10,11,8,11,11,16,20,21,21,20,26,26,22,20,22,24,25,25,25,21,22,21,24,19,16,15,15,15,16,17,16,15,15,17,12,19,18,19,25,24,21,8,5,3,2,0
2022-03-06 16:00:00,1,2,3,7,8,20,19,8,19,21,20,21,22,24,30,31,30,26,21,21,26,23,22,22,20,25,25,32,30,23,27,26,30,28,25,23,22,19,14,17,16,13,14,16,18,18,19,18,33,31,31,30,30,32,30,31,30,31,29,28,29,29,29,24,24,25,24,22,21,14,12,11,13,13,16,17,16,19,19,18,9,6,4,2,0
2022-03-06 17:00:00,3,4,10,13,15,18,20,21,20,22,24,23,18,22,22,23,25,19,19,18,18,22,20,20,20,24,27,23,24,21,32,29,28,28,25,23,25,18,13,12,9,5,9,8,15,19,25,27,40,50,43,48,43,45,43,32,29,31,30,30,25,23,30,26,27,25,24,25,26,31,29,29,29,26,28,22,17,16,13,13,8,5,3,1,0
2022-03-06 18:00:00,3,4,5,11,17,14,15,14,12,9,16,13,15,17,18,15,19,16,17,13,14,17,21,23,26,25,26,25,21,21,21,22,22,25,19,17,17,18,13,13,10,9,12,14,14,16,18,15,28,40,40,35,34,33,40,38,29,39,34,35,29,27,26,23,22,23,21,16,24,23,13,17,15,14,15,13,13,15,16,16,9,4,3,0,0
2022-03-06 19:00:00,1,3,5,8,7,18,17,5,13,13,7,16,14,17,13,10,10,20,20,11,13,13,15,19,19,19,19,19,21,20,18,16,15,15,14,14,15,12,8,7,7,6,6,7,10,11,15,15,24,28,22,30,29,26,30,32,31,31,25,23,17,18,15,14,14,12,13,15,21,25,23,16,14,17,16,14,13,19,13,18,10,5,3,1,0
2022-03-06 20:00:00,2,0,4,5,4,9,6,12,12,14,15,13,9,8,11,12,8,10,11,10,10,9,10,10,10,12,12,11,12,11,14,11,10,11,10,7,9,8,5,5,4,5,5,6,12,12,12,11,25,27,28,26,25,23,25,23,23,22,23,21,18,16,15,16,15,14,13,15,26,24,25,25,22,21,22,25,24,25,17,16,9,7,4,2,0
2022-03-06 21:00:00,0,0,2,5,4,9,7,5,6,14,13,14,14,18,17,17,16,9,11,12,11,12,13,15,16,17,16,7,12,13,13,14,16,12,11,10,7,7,7,6,5,3,7,8,11,12,15,14,25,22,23,23,23,24,27,27,26,30,29,28,23,20,19,20,18,15,14,12,20,17,16,15,15,14,13,13,10,14,13,12,9,4,4,2,0
2022-03-06 22:00:00,1,0,3,4,3,10,11,0,5,4,10,10,6,9,11,9,10,14,12,12,14,10,13,12,13,12,11,11,12,12,11,11,8,13,12,11,17,12,10,9,8,9,6,7,12,15,16,16,30,31,30,29,27,26,28,28,27,32,30,26,22,22,19,18,18,18,24,23,21,21,19,15,13,11,11,13,9,14,13,13,6,5,3,1,0
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,5,0,0,0,6,7,8,9,9,9,8,9,8,11,10,10,9,8,4,8,4,2,0,0,0,3,5,9,10,12,13,17,14,14,16,14,10,19,20,19,20,19,16,11,13,11,15,16,15,13,13,24,20,17,16,8,7,14,9,8,10,10,7,5,3,1,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,2,6,10,21,38,36,33,29,24,19,19,20,19,0,22,0,0,27,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,1,0,4,15,17,17,18,12,14,13,19,22,22,25,30,31,18,31,32,33,35,32,32,31,31,31,29,26,24,24,23,21,25,23,20,18,16,15,14,12,11,6,4,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,3,5,10,14,20,28,27,22,20,19,17,17,17,17,19,19,19,16,14,14,16,15,16,18,17,19,23,24,23,22,21,19,23,22,18,14,8,6,4,5,4,3,4,6,5,6,11,12,5,7,6,8,9,8,7,9,10,7,9,11,11,8,10,11,12,5,10,10,10,9,11,9,13,14,16,16,10,10,11,13,8,1,6,3,0
2022-03-07 07:00:00,6,12,21,28,33,37,36,34,29,27,23,23,28,36,41,43,46,30,33,32,32,30,29,31,31,33,34,34,35,35,36,36,36,42,34,25,28,19,15,16,15,11,11,13,12,10,14,25,17,12,13,12,13,17,17,17,18,17,16,14,14,15,16,17,21,23,23,26,26,22,23,23,18,24,23,24,19,17,18,17,18,13,8,6,0
2022-03-07 08:00:00,2,5,12,23,40,54,62,61,54,43,31,29,30,34,38,39,41,31,32,33,29,31,32,34,38,47,56,57,50,44,43,44,46,47,44,39,31,33,28,26,19,14,13,12,16,12,23,27,18,20,19,15,22,24,21,23,21,32,23,26,23,26,34,38,36,32,31,32,40,39,40,44,45,47,54,35,26,17,15,12,11,10,13,10,0
2022-03-07 09:00:00,4,3,7,16,19,27,29,29,23,18,15,16,15,18,19,17,19,14,17,17,16,18,25,29,29,29,40,39,33,31,38,36,34,32,30,24,18,18,18,18,13,9,7,10,9,5,11,12,9,9,13,10,11,12,14,18,13,17,18,22,20,18,13,13,14,14,13,16,18,21,22,26,26,25,24,16,17,14,10,8,8,5,3,2,0
2022-03-07 10:00:00,1,2,5,14,14,15,15,16,16,13,16,15,19,27,34,35,33,21,20,14,19,19,18,18,15,17,20,24,23,20,21,22,22,23,19,15,8,6,6,6,4,5,6,5,9,8,11,11,13,12,6,11,15,16,15,16,15,16,17,19,17,14,17,16,10,12,13,12,12,13,14,10,15,13,14,12,10,11,10,0,8,7,0,2,0
2022-03-07 11:00:00,1,2,6,11,14,15,16,9,14,13,11,12,13,12,13,12,16,14,18,19,18,19,19,17,19,25,20,29,28,23,22,23,23,20,20,19,10,8,9,6,6,5,7,7,10,11,12,14,13,12,14,14,10,13,19,20,20,19,17,14,15,16,17,18,17,17,13,13,12,13,16,17,15,14,13,11,6,10,8,7,6,6,4,1,0
2022-03-07 12:00:00,2,3,7,12,12,16,18,14,17,18,21,20,17,19,20,14,20,18,19,19,19,17,18,19,18,22,24,30,27,26,20,20,21,18,16,17,16,11,9,7,6,7,5,8,10,13,16,14,18,15,12,15,17,17,24,26,26,27,25,21,16,16,17,18,15,16,16,15,17,15,15,13,12,9,11,10,9,11,12,9,7,4,3,1,0
2022-03-07 13:00:00,2,2,5,12,14,15,16,13,14,16,17,19,17,16,20,19,19,14,14,14,17,20,19,18,19,20,21,26,26,18,16,15,14,17,18,17,15,11,9,8,9,7,6,7,9,10,14,13,20,18,20,21,22,24,28,31,31,31,30,31,27,26,24,20,21,23,21,20,20,19,20,19,18,15,16,14,11,13,11,10,7,3,4,2,0
2022-03-07 14:00:00,8,4,7,6,4,7,7,9,10,10,11,14,12,13,15,15,17,16,20,18,19,24,29,29,28,27,26,29,29,20,22,21,22,20,17,16,12,14,10,9,9,7,8,9,12,13,18,15,20,22,27,26,24,20,24,23,25,26,24,24,22,22,18,18,20,18,13,17,14,13,13,12,13,12,13,13,12,12,10,7,5,4,2,3,0
2022-03-07 15:00:00,20,9,21,22,19,20,19,15,16,17,17,17,16,15,16,18,19,18,20,19,18,17,15,15,17,20,23,24,22,21,22,21,17,20,18,18,15,14,9,7,6,8,8,9,11,15,19,27,37,38,32,32,32,30,32,32,31,36,34,31,26,29,26,23,19,23,24,19,25,21,18,17,15,13,13,17,17,15,19,11,8,5,3,2,0
2022-03-07 16:00:00,4,3,7,11,12,21,21,21,20,21,25,21,20,21,19,20,22,16,15,12,21,17,16,18,18,22,22,25,22,25,23,27,26,32,30,36,28,18,11,10,9,8,10,12,18,23,24,27,36,40,47,44,43,39,40,40,39,40,35,28,30,31,26,25,24,26,23,22,19,19,16,15,13,14,15,15,13,16,17,16,7,6,3,1,0
2022-03-07 17:00:00,3,3,6,10,10,21,21,24,22,22,22,23,21,21,22,21,23,21,22,20,21,19,23,22,19,23,23,24,24,21,25,24,21,18,18,20,17,15,12,8,8,5,14,20,25,22,30,29,37,39,38,40,32,29,31,33,32,34,30,28,24,27,29,34,33,31,28,25,27,24,21,23,24,22,22,19,18,25,26,24,17,11,7,3,0
2022-03-07 18:00:00,2,4,6,12,14,24,24,29,34,42,44,43,33,32,32,31,32,28,28,25,25,23,28,26,29,27,31,29,22,20,18,19,18,25,17,24,27,23,12,9,9,6,20,29,35,34,41,38,43,47,46,45,44,42,43,50,52,53,45,33,31,32,29,29,26,25,23,21,36,35,31,28,23,20,20,27,23,39,35,29,24,15,10,5,0
2022-03-07 19:00:00,1,4,6,9,7,12,13,8,16,18,19,21,23,21,21,20,24,23,24,22,17,18,15,13,20,14,15,16,15,14,13,14,10,15,14,11,18,15,12,9,8,4,11,13,19,20,27,30,38,39,42,31,29,28,31,30,30,47,41,27,25,25,25,30,28,28,27,29,32,30,30,28,28,32,38,45,42,49,39,36,15,7,4,2,0
2022-03-07 20:00:00,3,3,5,6,7,13,7,12,16,18,22,18,19,20,22,21,20,20,23,21,21,19,18,16,16,16,18,15,18,17,18,15,14,11,10,9,12,13,9,6,6,5,9,11,12,13,21,17,25,26,29,27,32,30,36,39,42,43,38,31,27,22,20,20,15,18,17,16,23,24,21,21,18,20,20,20,19,26,24,20,13,8,5,3,0
2022-03-07 21:00:00,1,2,3,5,5,10,4,11,10,17,19,21,14,16,17,17,17,19,18,13,14,16,17,18,15,15,13,12,12,11,12,9,11,9,10,8,10,11,7,6,3,6,12,15,26,28,29,28,32,32,25,28,28,26,28,28,26,30,28,27,28,26,21,19,20,22,20,18,24,21,22,19,18,16,19,16,15,17,17,16,10,5,4,1,0
2022-03-07 22:00:00,1,0,2,5,5,10,7,10,11,12,14,7,11,9,12,10,12,12,13,11,11,18,18,17,18,16,13,15,14,13,14,15,13,18,12,14,22,13,7,4,6,3,11,34,40,40,39,41,41,42,42,40,38,39,35,34,33,32,31,24,18,20,19,28,20,27,17,23,25,22,21,21,20,21,19,16,15,17,0,16,9,4,3,2,0
2022-03-07 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,7,9,14,13,12,10,11,12,15,13,11,15,18,17,16,14,7,5,6,5,1,3,7,9,21,26,27,23,24,25,23,24,21,17,20,22,26,37,35,31,24,21,16,16,15,16,14,13,24,21,14,20,18,17,16,16,14,15,16,13,8,5,4,1,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
