Unnamed: 0,1_양천공영차고지,2_신정현대아파트,3_신정현대아파트.서부트럭터미널,4_개봉1동사거리,5_개봉고가,6_개봉역,7_철산리버빌아파트,8_구일우성아파트,9_가산디지털단지역입구,10_디지털단지오거리.가산파출소,11_디지털단지오거리,12_가산초등학교,13_모두의학교.금천문화예술정보학교,14_관악구보훈회관.신림푸르지오,15_난곡입구,16_호림박물관,17_남서울중학교.성보중고등학교,18_신림사거리.신림역,19_관악우체국.양지병원,20_KT&G관악지점,21_봉천역.관악초등학교,22_KT관악지점,23_봉천사거리,24_낙성대동,25_낙성대입구,26_인헌중고.서울미술고,27_예술인마을.사당초등학교,28_남서울농협남현동지점,29_사당역,30_이수역,31_총신대입구역.남성시장입구앞,32_경문고등학교,33_정금마을,34_이수교,35_구반포역.세화고등학교,36_신반포역.세화여중고,37_고속터미널,38_사평역,39_KCC사옥,40_서초푸르지오써밋,41_진흥아파트,42_래미안에스티지,43_서초청소년도서관,44_신분당선강남역,45_지하철2호선강남역,46_신논현역.구교보타워사거리,47_제일약품사옥,48_사평역,49_고속터미널,50_신반포역.세화여중고,51_구반포역.세화고등학교,52_갯마을앞,53_정금마을.방배경찰서,54_경문고교.배나무골앞,55_총신대입구역.남성시장입구앞,56_사당동우체국앞,57_방배노인종합복지관,58_사당역9번출구앞,59_사당1동관악시장앞,60_예술인마을,61_서울미술고.인헌중고,62_낙성대입구,63_행운동주민센터,64_서울대입구역5번출구,65_KT관악지점,66_봉천역.관악초등학교,67_KT&G관악지점,68_관악우체국(양지병원),69_신림사거리.신림역,70_남부초등학교,71_호림박물관,72_난곡입구,73_관악구보훈회관.신림푸르지오,74_천주교성령봉사회관.등불교회,75_KT구로지사,76_삼부르네상스.효성아파트,77_가리봉파출소,78_디지털단지오거리,79_구일우성아파트,80_철산리버빌아파트,81_개봉역,82_개봉1동사거리.개봉푸르지오아파트,83_신정학마을아파트,84_신정현대아파트.서부트럭터미널,85_양천공영차고지
2022-03-26 08:00:00,1,2,5,13,18,25,26,27,25,25,24,22,24,25,26,24,26,23,23,18,22,24,25,25,21,25,24,25,24,22,22,25,27,31,22,18,9,8,6,5,5,6,4,5,2,4,9,7,5,6,3,8,10,10,9,12,11,10,9,12,10,9,11,9,9,11,9,9,11,12,6,11,13,14,14,16,14,13,14,10,6,2,0,2,0
2022-03-26 09:00:00,1,0,6,10,13,17,17,18,14,16,15,16,18,21,25,28,31,26,29,25,27,25,25,23,25,27,34,40,34,31,33,34,37,35,32,27,11,8,9,8,8,4,7,5,5,5,12,9,8,9,5,8,11,7,12,15,13,13,12,14,15,17,19,17,17,17,18,16,13,13,14,13,10,12,13,13,12,13,13,8,5,2,1,1,0
2022-03-26 10:00:00,2,3,5,8,12,16,19,13,18,17,18,16,18,20,22,22,21,16,18,20,18,19,17,18,18,18,25,29,26,22,20,18,20,22,20,17,10,11,9,7,4,10,11,11,12,11,15,13,16,18,10,10,11,10,16,16,14,13,17,20,15,16,14,13,14,12,11,14,14,12,11,9,10,9,9,10,8,6,3,6,3,4,2,2,0
2022-03-26 11:00:00,3,1,5,9,13,14,15,16,15,13,15,21,22,23,28,31,31,20,23,22,26,29,22,24,25,27,27,31,29,27,24,23,23,26,25,21,14,11,7,8,7,10,12,11,12,14,19,19,23,24,23,22,27,26,23,27,28,23,20,22,20,14,15,18,19,18,17,18,19,18,20,22,24,25,26,22,21,20,22,19,8,6,4,2,0
2022-03-26 12:00:00,2,3,6,11,15,22,23,18,20,20,20,20,18,17,21,24,25,22,17,18,19,21,23,24,24,26,35,37,36,31,26,25,26,27,26,23,17,17,9,8,6,7,12,14,19,20,26,25,24,26,24,26,27,27,26,25,22,23,21,20,18,21,23,21,22,27,25,28,26,23,16,23,22,13,24,22,13,15,12,7,11,4,2,1,0
2022-03-26 13:00:00,4,5,9,13,12,18,17,16,17,15,20,18,23,28,27,29,27,20,25,24,23,28,24,23,25,27,32,32,34,34,35,34,36,36,33,30,19,17,15,11,10,11,13,11,15,18,33,31,38,39,40,35,32,29,35,31,31,31,29,30,30,32,29,25,24,25,24,22,21,19,18,17,18,17,19,19,16,15,14,15,8,7,5,2,0
2022-03-26 14:00:00,1,3,3,8,11,16,19,18,19,20,21,20,22,22,22,21,22,18,20,16,15,16,25,25,25,26,31,34,40,37,32,30,33,33,31,28,16,13,9,8,10,6,13,14,16,21,27,20,26,30,18,27,24,27,34,35,36,32,32,30,29,31,28,27,28,26,24,22,19,18,17,15,18,16,14,17,17,14,14,12,6,4,3,2,0
2022-03-26 15:00:00,2,2,5,6,7,9,8,0,14,14,17,14,18,19,23,22,24,22,23,26,28,30,32,32,32,32,34,32,28,25,29,31,32,30,26,22,23,20,11,10,10,9,11,14,13,12,15,27,29,28,30,31,31,29,36,44,46,42,43,42,37,33,26,22,20,18,18,19,26,27,26,25,25,22,21,20,17,19,19,18,11,8,5,3,0
2022-03-26 16:00:00,4,7,9,14,19,30,31,24,36,35,32,32,28,25,23,19,24,21,21,18,17,20,29,25,27,28,32,30,28,23,28,26,29,34,30,28,24,25,19,10,11,10,12,18,25,31,42,41,43,39,40,38,38,40,42,40,41,40,37,35,33,34,33,29,27,27,26,24,24,27,26,21,22,23,24,24,21,23,20,18,13,5,2,1,0
2022-03-26 17:00:00,3,2,6,15,18,25,24,20,26,29,26,22,25,27,33,34,34,31,34,31,32,29,28,27,27,27,26,30,32,31,33,35,35,38,35,30,34,29,20,16,15,13,15,19,27,30,32,29,37,39,38,39,39,43,46,46,50,47,38,35,31,26,26,22,23,24,29,30,27,27,26,29,32,31,32,31,30,34,32,24,12,6,5,2,1
2022-03-26 18:00:00,3,4,5,9,9,14,14,12,15,16,18,20,17,17,16,18,20,14,18,14,17,21,29,24,21,22,21,21,24,20,25,24,25,25,22,22,28,24,14,15,12,8,11,16,25,33,39,40,42,46,46,41,40,35,36,36,34,31,25,30,26,26,26,25,26,23,22,22,23,22,19,17,16,15,22,25,24,27,24,22,8,4,3,1,0
2022-03-26 19:00:00,2,2,4,12,15,18,20,21,21,25,22,16,27,25,24,14,15,16,17,15,21,23,16,22,18,18,21,19,20,17,19,17,19,22,21,23,14,20,15,12,9,6,11,11,15,16,20,18,37,38,38,34,33,31,32,34,36,36,37,30,27,25,19,18,19,20,21,20,20,18,16,16,19,18,18,20,14,17,13,15,8,5,4,2,0
2022-03-26 20:00:00,1,3,3,6,7,13,13,8,13,14,16,15,16,15,17,18,16,14,12,13,10,17,17,17,16,14,14,14,15,14,18,16,6,15,7,13,17,12,7,5,4,3,11,14,17,17,21,17,39,32,38,32,30,29,38,35,32,29,23,22,22,25,27,29,27,23,21,20,22,22,17,18,18,16,17,16,20,23,22,21,11,5,4,2,0
2022-03-26 21:00:00,2,3,3,4,0,6,0,0,6,10,12,13,14,12,13,12,13,12,15,17,15,14,15,16,13,14,13,13,13,13,16,16,15,8,14,13,16,4,6,5,1,3,9,13,22,15,16,16,24,25,31,29,29,29,28,31,31,32,29,25,22,21,23,21,22,22,24,22,28,26,22,17,17,18,17,24,24,26,19,20,12,7,5,4,0
2022-03-26 22:00:00,2,3,4,4,4,6,7,3,8,7,10,5,8,9,10,11,9,15,16,17,18,18,17,15,19,12,18,20,20,17,17,18,15,13,14,11,17,12,8,6,5,5,11,15,23,28,30,21,37,43,44,41,40,36,35,35,36,34,33,30,27,24,23,18,21,19,20,15,15,14,11,14,9,15,11,11,10,28,26,22,11,7,3,2,0
2022-03-26 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,13,14,17,15,17,24,23,22,23,19,21,24,23,28,25,21,20,18,17,17,14,7,4,0,5,3,7,17,27,27,26,32,28,31,33,33,30,31,36,37,42,40,37,30,35,32,26,23,23,26,25,19,16,15,17,15,14,13,12,9,12,11,3,9,4,3,2,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,1,2,4,6,15,18,19,0,12,0,12,11,8,0,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,2,1,2,5,7,7,5,0,6,8,11,12,11,12,12,14,15,12,12,13,12,14,14,16,12,17,15,14,15,10,12,14,11,15,14,9,4,2,1,3,3,1,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 06:00:00,4,0,1,5,6,7,8,0,7,2,6,5,8,4,8,7,7,7,10,5,9,7,11,10,9,10,10,10,9,10,9,8,9,8,6,5,3,2,1,0,1,0,1,3,0,1,4,3,4,3,4,6,3,7,7,4,8,7,4,2,8,1,5,9,8,9,8,6,6,2,5,6,2,3,6,4,0,8,0,4,3,2,2,1,0
2022-03-27 07:00:00,1,0,2,3,4,6,8,7,8,0,5,6,6,9,8,7,9,8,7,7,8,5,7,7,8,8,10,10,9,10,11,13,14,9,10,10,7,5,4,2,3,2,2,1,1,3,4,3,4,5,0,4,4,5,9,11,10,8,7,6,3,5,6,4,3,6,5,6,7,8,5,4,5,4,4,7,3,5,6,7,2,1,0,0,0
2022-03-27 08:00:00,1,1,4,8,12,16,16,12,16,12,16,21,22,23,21,22,20,14,14,13,12,13,13,13,14,14,15,16,13,14,13,14,18,18,11,10,9,6,6,1,5,5,3,2,4,3,6,6,5,5,0,5,6,5,5,4,5,3,5,5,6,7,9,8,7,9,7,8,9,10,10,10,11,9,12,14,11,12,10,11,7,4,2,0,0
2022-03-27 09:00:00,1,1,6,13,19,24,26,27,23,23,21,21,19,18,19,20,23,16,17,18,17,20,22,22,20,23,24,25,27,25,25,26,27,24,21,14,7,10,8,4,5,4,7,7,6,6,13,1,11,5,4,10,5,12,12,15,8,13,12,13,12,11,11,11,12,10,9,12,12,10,7,11,11,12,14,16,15,14,10,4,6,5,2,0,0
2022-03-27 10:00:00,1,1,4,10,11,20,21,22,20,20,18,20,20,19,19,17,19,18,19,21,18,21,19,24,23,25,24,24,22,19,22,16,17,18,14,13,8,9,7,2,6,6,6,7,7,7,14,11,10,14,9,7,15,12,11,13,15,16,16,15,13,9,16,12,6,15,10,16,14,13,11,13,15,15,15,18,15,15,14,11,6,5,3,0,0
2022-03-27 11:00:00,3,2,5,9,14,21,22,20,19,15,16,18,15,16,20,23,22,19,18,18,19,20,19,19,21,23,27,24,20,19,18,24,20,24,24,20,10,10,9,7,6,9,11,8,8,10,17,12,12,11,12,12,13,13,17,20,19,18,15,13,15,14,15,14,12,12,15,14,14,13,13,14,14,6,15,18,16,17,18,16,5,5,0,2,0
2022-03-27 12:00:00,3,3,8,15,14,20,21,24,22,21,20,25,22,24,26,24,33,30,31,30,28,26,30,27,28,34,42,44,35,33,36,37,36,37,33,26,15,8,8,8,7,6,11,15,18,18,21,19,18,23,11,22,27,26,24,26,28,27,24,19,22,21,19,17,15,14,13,18,15,13,9,12,13,10,12,13,11,14,12,11,4,3,1,0,0
2022-03-27 13:00:00,2,3,10,11,13,20,21,22,21,23,20,22,20,19,20,23,23,19,21,19,28,28,27,29,32,31,33,36,34,32,34,37,34,34,31,27,14,13,9,7,7,7,7,9,12,13,23,24,25,29,20,32,32,20,27,28,27,25,24,21,18,17,15,19,14,17,16,18,24,23,20,23,22,13,27,26,20,20,20,16,7,4,3,3,0
2022-03-27 14:00:00,2,3,8,12,14,22,23,18,20,22,22,25,28,30,33,34,35,18,18,20,19,18,18,18,19,27,29,36,39,33,37,38,27,40,36,22,18,15,14,11,10,7,10,11,15,19,30,31,27,30,32,28,22,24,33,33,32,28,24,21,17,17,15,19,20,21,17,19,22,23,12,20,18,17,18,17,12,8,8,7,6,3,1,1,0
2022-03-27 15:00:00,2,2,7,14,14,17,18,0,17,14,15,17,23,24,21,23,24,21,18,18,19,18,23,25,24,26,27,33,36,28,30,20,30,28,26,22,17,13,11,9,7,7,12,12,15,17,18,20,38,38,36,40,41,41,45,43,40,40,35,30,21,18,19,18,15,18,19,18,22,21,19,21,18,13,18,17,15,14,13,10,10,6,5,3,0
2022-03-27 16:00:00,3,0,8,17,18,20,19,18,20,19,24,19,22,24,26,22,23,20,21,20,20,21,23,27,30,35,38,39,26,22,29,29,28,30,26,23,22,16,12,11,9,10,12,20,18,18,24,23,35,37,38,37,38,33,36,38,36,39,35,28,31,30,27,31,28,31,30,22,33,20,18,17,16,16,19,17,12,15,14,10,10,9,6,2,0
2022-03-27 17:00:00,2,1,3,4,7,9,7,7,9,12,13,14,17,18,22,23,23,24,27,27,27,28,21,16,18,25,20,36,35,33,27,28,31,31,27,27,16,13,12,8,8,10,10,12,18,21,28,26,38,48,22,41,37,35,33,34,35,33,32,27,24,25,20,20,23,20,19,24,30,32,29,27,21,20,24,22,20,25,22,17,10,6,5,1,0
2022-03-27 18:00:00,2,3,5,9,9,16,13,12,17,19,21,23,19,19,22,24,25,20,18,20,21,18,25,28,31,32,36,36,35,32,29,28,27,27,27,23,20,20,17,10,9,8,10,13,20,17,21,20,30,39,45,41,40,35,36,45,46,50,48,41,35,35,34,30,29,27,26,25,28,26,28,26,21,18,20,21,21,21,18,9,7,3,2,1,0
2022-03-27 19:00:00,2,2,4,6,8,10,9,11,10,15,14,13,11,7,15,16,17,14,15,15,14,16,12,14,16,19,20,17,18,17,17,16,15,19,15,18,26,21,11,10,7,6,10,11,16,16,18,19,35,37,38,35,34,33,39,39,38,38,35,33,26,29,28,24,24,27,23,21,20,19,18,18,18,17,21,21,22,23,18,20,10,7,4,2,0
2022-03-27 20:00:00,1,0,2,8,7,13,0,14,15,14,7,12,14,13,14,8,12,16,19,16,16,14,13,14,13,13,13,14,20,20,19,18,12,17,12,12,14,12,9,9,5,4,4,7,13,15,16,14,35,35,33,35,34,32,30,30,30,28,26,26,22,24,23,22,21,19,18,15,23,22,20,15,14,15,12,14,7,14,8,15,4,1,3,2,0
2022-03-27 21:00:00,2,3,5,8,7,8,0,9,14,15,18,19,17,16,12,14,9,8,10,0,12,12,15,14,12,14,13,10,14,13,14,11,9,6,10,9,11,10,5,4,0,4,5,5,15,15,16,15,23,24,23,25,26,26,24,24,25,34,29,27,24,23,20,21,20,24,23,19,27,22,19,15,19,15,18,20,19,30,7,25,14,6,4,1,0
2022-03-27 22:00:00,0,0,1,6,7,9,10,3,8,9,11,12,14,12,10,11,11,12,11,9,9,8,17,13,16,15,13,14,13,11,13,13,11,10,8,12,19,16,15,11,8,4,5,9,15,18,19,16,30,32,31,28,26,26,33,33,32,37,29,24,25,22,21,21,24,24,23,22,22,21,17,20,18,17,16,14,13,14,14,11,11,6,4,1,0
2022-03-27 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,2,3,0,5,7,9,9,11,12,9,8,7,6,7,8,7,6,6,4,7,6,6,4,1,1,3,3,12,14,16,14,22,24,18,20,23,16,25,15,25,26,24,23,19,19,20,23,21,20,19,18,18,14,13,12,10,7,9,7,6,12,11,10,5,3,0,0,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,3,6,8,21,41,48,44,40,23,23,21,20,17,16,21,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,1,2,5,12,13,14,9,9,13,14,14,14,20,18,19,17,21,22,25,26,31,29,27,27,27,26,25,27,25,24,20,25,24,22,25,17,16,14,12,7,3,3,3,2,0,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 06:00:00,2,3,14,13,20,24,27,23,22,17,23,23,24,23,25,19,22,16,19,13,15,20,22,21,15,22,27,27,24,19,23,22,21,20,18,15,11,10,8,6,5,5,6,6,0,6,12,12,5,4,4,6,11,13,9,8,6,10,9,10,9,10,6,11,7,12,11,9,12,10,9,9,9,10,11,13,12,7,13,12,9,0,4,1,0
2022-03-28 07:00:00,6,12,24,38,45,58,65,51,46,41,33,38,42,52,51,51,52,48,23,25,27,27,26,27,29,31,36,37,36,37,43,43,44,50,43,39,41,23,23,24,14,13,9,8,9,10,17,24,29,24,19,20,24,23,24,21,20,18,19,29,22,31,17,26,31,35,37,37,36,25,26,28,30,28,26,24,21,23,20,19,16,13,12,11,0
2022-03-28 08:00:00,4,10,17,34,39,46,52,66,54,51,44,37,40,45,44,45,51,38,35,34,32,32,36,39,37,45,51,54,48,36,38,45,55,57,41,35,29,30,30,25,19,14,13,10,11,8,24,26,21,21,21,21,27,31,24,20,21,29,27,22,20,21,36,33,35,40,40,40,39,35,36,35,38,37,42,30,22,19,16,18,22,15,12,10,0
2022-03-28 09:00:00,2,3,8,16,18,21,27,29,24,20,18,19,36,42,45,46,43,26,29,29,28,30,23,25,25,31,42,47,42,33,33,34,37,39,33,32,28,24,19,13,10,8,5,6,8,4,15,16,15,16,13,15,15,16,17,19,18,19,18,17,15,14,13,12,12,14,13,13,18,15,15,24,25,24,26,23,17,13,14,15,6,4,4,2,0
2022-03-28 10:00:00,2,2,4,7,12,17,18,17,15,14,13,14,14,15,18,18,21,16,18,19,18,20,20,16,15,17,23,28,25,22,20,21,22,20,17,16,12,8,7,8,7,6,5,7,6,5,13,7,13,17,18,20,21,10,14,18,16,17,17,16,14,15,14,13,12,15,14,12,18,17,15,15,16,17,14,14,12,12,11,6,5,3,2,0,0
2022-03-28 11:00:00,3,5,7,11,11,15,14,15,15,14,13,13,14,15,16,17,16,16,15,15,14,17,13,18,16,18,25,26,25,22,24,24,24,25,23,19,12,8,6,6,4,4,4,6,7,9,12,11,12,13,16,13,16,15,17,17,17,19,16,17,18,16,15,13,12,12,14,12,14,12,11,12,11,9,11,11,10,8,9,7,5,4,2,0,0
2022-03-28 12:00:00,2,4,7,11,10,18,13,11,18,16,15,13,13,14,16,19,17,14,15,17,18,17,15,16,17,21,24,24,21,20,27,24,24,23,21,21,13,13,10,9,8,10,14,15,15,15,19,16,21,22,23,18,21,20,23,24,25,23,24,22,20,20,19,17,18,16,15,15,13,11,12,10,10,11,13,11,10,6,9,5,8,5,2,1,0
2022-03-28 13:00:00,2,2,4,7,10,12,14,11,15,14,14,13,14,13,15,16,14,11,14,14,13,18,19,21,18,22,27,30,27,24,24,22,21,22,21,20,21,20,13,12,7,6,10,14,11,12,16,10,16,15,16,16,18,17,20,22,20,21,20,18,18,18,14,14,12,16,15,15,14,12,11,10,14,12,13,14,13,15,15,12,7,3,2,2,0
2022-03-28 14:00:00,8,9,11,11,6,13,9,14,13,12,12,12,18,20,21,22,21,17,10,14,14,16,18,17,14,20,22,31,27,24,23,26,25,27,26,17,16,16,10,8,8,9,5,8,12,19,22,22,22,23,29,28,24,19,22,25,24,24,20,19,16,17,20,19,18,17,13,15,20,22,21,17,15,7,11,14,7,16,20,18,7,3,3,0,0
2022-03-28 15:00:00,17,10,19,19,15,17,18,17,16,16,16,17,14,15,17,19,17,16,16,14,16,17,16,15,17,18,18,23,21,17,17,17,18,20,19,21,19,13,11,10,7,5,9,10,13,20,26,36,41,38,37,40,40,40,36,37,35,32,31,26,23,26,25,25,22,25,21,20,25,22,21,17,19,18,21,16,12,19,12,11,9,6,3,1,0
2022-03-28 16:00:00,6,7,14,15,15,22,21,22,24,23,24,23,17,14,19,19,20,16,17,18,20,16,17,17,20,23,25,29,32,31,32,45,44,45,41,45,39,28,20,17,15,11,14,14,18,18,28,29,29,36,41,42,40,39,37,40,40,42,41,35,33,31,25,27,26,26,26,23,25,26,25,21,22,23,16,17,17,19,20,19,13,7,5,2,0
2022-03-28 17:00:00,5,2,8,13,11,21,23,22,24,24,34,35,30,32,30,29,30,24,23,19,18,17,20,21,26,26,27,21,26,27,29,30,32,34,33,25,19,21,15,13,11,10,16,20,17,18,25,25,40,42,43,41,44,44,39,42,44,47,42,35,29,26,25,28,29,30,30,29,35,34,20,18,18,14,24,22,21,27,27,22,15,10,9,3,0
2022-03-28 18:00:00,4,4,6,10,10,17,18,22,28,32,41,41,33,30,31,30,28,24,24,25,22,24,25,30,31,32,31,33,28,26,30,29,29,31,28,26,29,27,16,12,11,8,18,23,30,31,41,45,49,53,55,51,51,53,47,48,48,52,47,37,29,31,33,32,32,31,30,28,46,40,35,35,26,27,28,23,27,48,43,40,25,15,13,2,0
2022-03-28 19:00:00,3,3,5,8,11,16,14,15,17,18,21,27,21,25,24,27,29,24,25,21,26,26,26,24,22,19,18,17,15,13,16,14,12,13,14,13,20,19,12,11,11,7,12,16,23,29,40,41,52,57,59,45,45,46,40,42,41,39,34,38,27,32,27,26,22,23,22,18,29,31,29,34,32,30,34,30,31,37,34,29,15,12,11,5,0
2022-03-28 20:00:00,2,3,7,4,7,12,14,0,17,18,21,23,21,21,20,17,17,16,14,13,13,18,20,20,19,16,15,20,21,21,18,20,17,18,16,16,19,17,11,8,7,5,8,12,16,24,31,28,34,36,31,35,35,29,29,37,39,40,33,26,24,23,19,24,23,21,22,17,28,27,25,22,23,17,23,22,21,25,24,23,15,8,6,3,0
2022-03-28 21:00:00,1,2,3,6,4,9,10,3,11,14,18,16,12,12,14,14,12,11,12,11,10,12,13,10,12,12,11,10,12,10,11,10,11,11,9,10,12,9,7,6,5,3,14,18,28,34,36,34,38,34,33,30,31,31,36,41,31,38,31,27,21,22,19,20,21,24,25,21,25,19,17,16,17,14,13,13,12,19,20,18,11,9,6,3,0
2022-03-28 22:00:00,1,1,2,5,6,11,12,8,13,5,8,11,10,9,11,10,11,13,13,14,15,13,14,13,13,14,13,15,16,18,17,16,16,16,15,17,19,18,11,8,8,7,17,34,43,48,50,46,43,43,41,32,31,31,33,33,34,32,35,27,26,24,23,24,21,23,22,21,28,27,25,24,21,20,28,26,24,29,27,16,12,6,5,2,0
2022-03-28 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,0,0,8,8,7,6,6,10,13,13,13,13,12,17,17,18,18,16,13,11,10,7,3,3,0,2,1,3,5,12,17,20,15,23,24,8,20,21,18,22,22,21,32,28,21,21,20,15,17,18,17,18,18,20,20,11,19,19,17,14,15,12,17,15,14,9,4,3,1,0
2022-03-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 04:00:00,8,2,10,24,44,47,45,37,26,22,22,24,19,0,20,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 05:00:00,2,4,8,15,14,19,11,18,13,12,15,16,14,16,19,20,20,20,26,27,30,27,24,24,18,25,24,22,22,20,21,22,24,22,20,18,18,15,14,11,5,2,2,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29 06:00:00,3,6,11,15,21,28,30,0,27,27,21,22,21,21,21,19,20,14,13,13,15,19,22,20,18,22,27,26,22,18,19,18,18,20,18,13,9,8,5,6,5,4,3,4,3,3,11,5,7,6,2,7,11,10,12,6,7,5,7,8,9,9,10,12,12,12,10,11,14,15,17,18,21,21,26,26,25,25,7,6,2,3,0,0,0
