Unnamed: 0,1_개포동차고지(가상),2_주공4단지,3_개포주공5단지경기여고,4_개포동역.개포시장,5_대치역6번출구.강남구민회관,6_은마아파트,7_은마아파트입구사거리,8_도곡초등학교,9_한티역2번출구.서울강남고용노동지청,10_한티역7번출구,11_역삼중학교.강남세브란스병원,12_도곡1차아이파크.역삼청소년수련관,13_역삼럭키아파트.역삼월드메르디앙아파트,14_뱅뱅사거리.역삼동,15_래미안아파트.파이낸셜뉴스(중),16_신분당선강남역,17_지하철2호선강남역,18_논현역,19_신사역,20_한남대교전망카페,21_한남5거리,22_순천향대학병원,23_서울중부기술교육원.블루스퀘어,24_국립극장.반얀트리호텔,25_장충동.동국대입구,26_광희동,27_동대문역사문화공원,28_동대문역.흥인지문,29_동묘앞,30_신설동역,31_용두동사거리,32_제기동역.서울약령시,33_청량리수산시장,34_청량리역환승센터,35_서울성심병원,36_떡전교앞,37_서울시립대학교앞,38_전농로터리시장.동부교육지원청,39_전농우체국앞,40_청솔우성아파트.답십리시장,41_답십리1동희망샘교회앞,42_답십리초등학교앞,43_황물로사거리,44_답십리역.동부시장,45_답십리1동주민센터.래미안위브,46_동대문중학교,47_대한노인회동대문구지회,48_서울시동부교육지원청.해성국제컨벤션고교,49_서울시립대입구,50_떡전교앞,51_청량리미주아파트.동대문세무서,52_청량리역환승센타,53_청량리.청과물도매시장,54_제기동역.서울약령시,55_용두동사거리.한국의류시험연구원,56_신설동역,57_동묘앞,58_동대문(흥인지문),59_종로중부새마을금고,60_동대문역사문화공원,61_광희동,62_장충동.동국대입구,63_국립극장.반얀트리호텔,64_장충단로입구,65_서울시중부기술교육원.블루스퀘어,66_순천향대학병원.한남오거리,67_신사역.푸른저축은행,68_논현역,69_지하철2호선강남역,70_신분당선강남역,71_래미안아파트.파이낸셜뉴스(중),72_뱅뱅사거리뱅뱅프라자,73_도곡1동주민센터.역삼럭키아파트,74_도곡1차아이파크.도곡중학교,75_도곡렉슬아파트.강남세브란스병원,76_한티역6번출구,77_한티역3번출구.서울강남고용노동지청,78_삼성아파트입구,79_농협대치지점,80_대치SKVIEW아파트.서울교회,81_대치역7번출구.선경아파트,82_개포동역.개포시장,83_경기여고,84_수도전기공고후문,85_개포도서관,86_개포중학교,87_개포동차고지(종점가상)
2022-03-05 04:00:00,1,0,1,0,2,1,3,2,2,2,0,5,2,5,6,7,9,10,11,0,6,5,0,2,9,12,18,24,27,23,21,17,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,1,1,1,2,1,4,5,3,3,4,5,3,4,6,0,9,6,5,5,2,5,10,11,10,7,9,19,19,21,19,18,16,13,5,3,6,5,3,5,6,8,7,6,7,1,0,3,6,5,6,5,8,10,4,0,16,17,14,15,15,18,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,0,0,1,0,3,4,3,2,3,4,4,5,3,2,3,5,4,4,6,3,7,8,9,6,8,9,6,7,6,6,5,5,4,2,4,3,4,1,0,5,4,3,3,1,8,2,6,6,8,7,5,6,6,6,8,10,9,10,10,12,12,9,8,11,13,10,10,9,9,7,7,7,4,0,3,2,1,0,2,1,0,0,0,0,0,0
2022-03-05 07:00:00,1,2,2,4,2,4,5,3,6,3,7,6,6,7,6,5,9,8,7,0,9,4,5,5,4,3,4,5,4,0,2,3,4,4,4,3,4,3,2,3,3,4,3,2,2,3,2,7,6,8,12,10,11,11,6,12,16,15,15,9,10,10,6,4,7,6,10,10,9,8,10,11,12,9,8,5,3,3,0,0,0,1,0,0,0,0,0
2022-03-05 08:00:00,1,2,5,11,11,12,10,10,10,16,19,18,22,20,17,13,11,10,11,10,8,11,12,13,12,11,7,5,4,7,8,7,5,7,6,9,7,8,5,8,11,11,9,5,4,5,7,8,9,12,12,12,12,15,18,18,19,15,16,14,13,14,11,10,12,14,13,14,17,24,27,28,31,28,26,21,26,9,6,5,4,3,0,2,1,0,0
2022-03-05 09:00:00,2,0,5,8,10,12,14,13,11,15,16,20,22,20,20,19,24,17,18,17,14,25,24,23,22,20,16,13,9,9,7,7,6,8,7,7,8,7,8,8,8,10,8,4,5,4,8,11,15,19,21,14,14,15,16,17,18,20,18,18,21,21,20,11,21,17,23,24,18,19,22,21,23,16,14,14,10,6,3,2,1,2,1,1,0,0,0
2022-03-05 10:00:00,2,4,5,8,2,8,8,9,11,14,16,17,19,17,17,18,20,21,20,11,21,29,22,24,22,22,14,11,11,12,10,8,6,10,9,10,9,10,9,8,10,7,9,4,4,4,5,12,10,16,16,20,22,23,22,24,22,22,19,16,21,23,17,16,16,13,15,11,10,12,13,13,12,9,14,14,8,6,4,1,2,1,2,0,0,0,0
2022-03-05 11:00:00,1,2,3,3,9,9,12,15,13,17,20,22,32,32,26,30,25,25,25,15,25,27,29,26,22,16,13,12,10,8,12,11,5,10,9,12,9,10,8,7,7,8,7,6,6,4,6,11,15,16,19,17,21,21,20,18,19,25,18,20,23,24,22,12,25,21,18,21,17,21,22,18,20,18,17,14,12,9,8,6,2,6,5,1,2,0,0
2022-03-05 12:00:00,1,2,4,9,10,15,26,30,33,34,47,46,33,30,27,25,23,29,27,18,24,25,26,28,22,13,16,11,10,10,8,8,11,14,16,16,13,11,10,10,11,11,9,3,4,6,6,8,11,10,11,10,10,11,16,20,18,20,26,21,26,27,25,23,23,20,21,16,14,25,29,27,30,29,29,26,24,12,12,9,8,9,7,1,3,0,0
2022-03-05 13:00:00,2,3,6,8,9,12,17,17,21,25,29,29,50,51,39,33,32,35,33,32,30,39,41,37,28,22,21,18,17,12,12,15,16,17,15,13,11,9,4,5,6,5,3,5,5,5,8,12,11,14,11,9,13,15,13,18,23,29,27,27,29,32,32,29,25,24,28,22,26,28,31,26,28,25,32,29,28,14,14,12,11,8,7,5,3,0,0
2022-03-05 14:00:00,3,2,6,8,7,15,16,17,20,21,23,31,36,37,32,33,27,27,25,27,26,29,30,24,24,22,19,13,16,11,12,9,10,16,16,17,16,15,13,10,9,7,6,5,5,4,8,14,13,12,15,9,9,11,12,16,18,20,21,21,25,26,29,28,25,20,18,15,25,29,25,25,18,18,18,16,18,13,14,9,8,9,7,5,5,0,0
2022-03-05 15:00:00,2,1,5,8,6,6,17,22,26,28,30,26,32,32,28,28,34,33,29,29,25,34,34,33,28,22,22,20,22,30,30,27,15,25,22,25,17,9,10,10,8,8,6,7,6,6,3,11,10,13,13,9,12,15,13,15,17,16,19,24,25,25,28,26,23,19,18,21,29,27,32,32,29,29,31,26,28,13,14,12,11,9,8,7,4,1,0
2022-03-05 16:00:00,2,4,3,8,10,11,21,26,36,34,30,30,36,36,31,31,29,28,28,28,30,32,35,39,30,24,23,23,19,18,17,17,15,26,17,23,17,12,9,10,7,6,6,5,8,3,9,7,12,12,10,12,16,16,16,17,17,18,18,28,28,29,33,33,30,23,22,25,31,39,38,21,30,25,20,16,12,10,7,7,7,5,7,3,4,0,0
2022-03-05 17:00:00,2,2,4,8,12,12,33,32,42,44,41,36,36,36,28,30,26,28,25,24,22,23,22,25,22,22,22,22,22,24,20,20,16,22,21,22,22,18,17,16,10,7,6,5,6,7,9,11,13,11,10,8,12,13,13,12,15,14,15,17,23,23,30,26,21,19,23,22,20,26,27,26,25,24,23,21,18,10,14,13,11,9,9,3,5,1,0
2022-03-05 18:00:00,2,4,0,3,4,12,25,26,31,32,30,27,29,26,24,23,21,20,17,10,16,17,17,33,30,17,21,16,23,21,20,19,18,22,20,20,19,12,9,9,8,7,4,5,3,2,4,6,6,5,4,8,7,7,9,9,13,16,18,19,20,22,27,27,25,25,22,27,32,31,34,32,27,25,22,16,15,8,12,14,16,9,5,7,2,0,0
2022-03-05 19:00:00,1,3,3,4,3,5,13,13,16,12,14,20,21,23,19,20,18,21,20,19,13,11,10,13,11,10,12,11,10,9,8,8,10,15,13,15,11,10,8,9,6,5,3,4,4,2,3,5,6,4,3,4,5,6,6,6,9,11,14,18,16,18,19,15,19,15,12,15,23,15,25,21,15,17,10,9,8,7,7,8,11,7,5,0,4,1,0
2022-03-05 20:00:00,0,0,1,2,0,2,9,9,16,21,18,18,18,15,13,12,15,14,15,14,15,16,17,19,18,15,18,16,17,11,9,8,7,12,9,7,8,8,8,7,6,4,1,3,2,2,1,5,6,6,2,4,4,7,5,5,6,8,9,12,16,16,16,14,18,15,12,11,23,17,18,17,17,18,13,10,10,7,7,6,7,5,2,1,0,1,0
2022-03-05 21:00:00,0,0,2,1,1,3,12,15,15,14,12,11,12,11,10,14,18,16,14,5,12,13,13,21,20,14,13,12,12,18,12,12,11,16,15,10,13,10,11,7,5,6,3,3,3,1,1,4,9,0,11,6,7,10,5,8,11,11,6,15,16,14,12,6,16,12,16,16,18,24,25,18,16,16,10,7,6,6,5,4,1,3,1,1,1,0,0
2022-03-05 22:00:00,0,1,1,3,3,6,33,39,38,38,39,33,32,27,22,22,21,23,21,20,16,17,11,19,18,15,17,12,13,11,12,11,12,15,13,9,8,6,4,4,5,4,4,4,4,0,4,4,3,6,2,8,7,8,7,7,6,9,4,13,14,15,18,8,18,17,13,14,24,22,20,19,18,18,16,14,13,9,12,4,10,7,5,7,4,1,0
2022-03-05 23:00:00,0,0,0,0,0,0,4,5,4,6,5,7,6,5,7,8,25,27,25,24,25,27,26,27,24,23,25,21,17,15,12,11,10,18,16,13,11,8,6,5,3,2,2,1,2,1,2,3,4,5,6,3,4,4,6,2,5,2,3,5,7,8,8,7,10,14,14,14,23,24,23,16,19,14,13,11,10,6,9,6,7,6,3,4,2,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,0,0,0,1,3,4,3,1,0,5,0,0,6,8,6,9,1,0,1,0,0,0,8,7,0,6,7,0,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,0,0,0,0,2,1,3,1,0,1,3,3,2,3,2,5,4,4,0,7,8,4,7,5,5,1,4,3,2,3,0,1,2,3,1,1,2,2,2,3,2,1,1,0,0,2,2,3,4,3,4,4,5,4,5,5,12,5,0,11,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,0,2,1,0,2,2,3,0,4,0,1,3,4,3,4,5,1,2,2,4,5,6,7,9,10,5,5,3,4,2,3,2,1,2,3,1,2,3,2,4,3,2,1,1,0,2,4,3,4,3,4,2,4,5,4,7,8,9,10,13,12,10,2,3,3,3,4,4,4,4,3,2,1,3,3,1,0,0,0,0,0,0,0,0,0,0
2022-03-06 07:00:00,0,0,1,2,3,3,3,2,2,4,2,3,4,3,3,4,6,4,7,6,4,5,6,9,2,4,4,3,1,2,0,0,1,0,3,0,2,3,2,2,3,3,1,1,1,0,1,2,3,3,5,4,3,6,5,6,8,6,3,7,13,14,7,9,8,10,5,12,10,7,8,6,7,5,6,5,8,2,2,0,0,0,0,1,0,0,0
2022-03-06 08:00:00,1,1,2,4,4,6,6,5,4,5,5,3,4,4,6,6,6,9,9,4,6,8,10,10,9,7,5,6,5,3,2,1,2,4,0,4,3,4,2,6,7,5,3,5,2,0,4,10,8,11,7,8,7,9,10,8,11,9,0,10,10,10,8,2,8,6,6,6,6,12,13,10,16,17,14,15,15,3,2,1,1,2,1,0,0,0,0
2022-03-06 09:00:00,2,1,3,7,8,4,7,7,6,8,10,12,10,8,10,12,14,14,17,12,10,16,17,16,14,11,9,9,6,8,4,7,8,11,15,12,8,8,4,9,8,5,3,4,3,1,2,6,9,15,13,10,9,11,14,15,19,18,15,17,21,19,15,11,12,12,8,14,13,10,11,14,13,13,12,9,9,5,4,3,1,2,2,1,1,0,0
2022-03-06 10:00:00,0,2,0,5,4,9,11,9,8,8,7,8,16,7,18,13,14,13,14,5,15,21,22,21,19,16,13,13,12,10,9,8,9,8,8,14,13,10,13,12,14,10,7,2,5,1,2,11,11,7,8,8,9,10,11,12,12,11,12,10,16,18,13,11,9,9,8,12,14,13,13,13,11,11,8,9,8,5,4,2,1,1,1,0,0,0,0
2022-03-06 11:00:00,2,4,9,7,6,6,8,9,9,12,11,12,14,15,16,16,18,16,15,11,15,26,27,26,26,23,15,11,9,8,7,6,7,12,7,10,9,6,7,6,8,9,6,3,4,2,1,5,7,10,12,9,10,11,11,12,14,19,20,21,28,31,25,23,20,14,15,12,10,12,12,9,13,14,14,10,15,6,4,3,2,3,0,1,0,0,0
2022-03-06 12:00:00,2,3,3,5,5,8,19,23,29,31,30,33,34,36,28,20,15,17,16,9,14,16,17,14,13,14,16,17,17,15,14,9,10,13,12,11,9,9,5,8,12,6,6,7,9,10,8,11,12,17,12,14,12,14,14,14,17,14,12,14,17,16,16,14,14,15,13,16,21,30,32,33,35,30,29,24,27,6,10,9,10,7,6,1,5,0,0
2022-03-06 13:00:00,4,2,6,14,12,12,19,23,18,19,22,23,27,26,23,22,22,23,21,20,23,28,26,23,21,21,22,13,16,17,15,12,8,14,14,15,13,9,9,9,10,10,6,5,4,3,5,10,12,15,18,17,22,17,15,19,16,25,23,22,22,20,16,16,15,18,20,20,19,23,24,14,24,23,14,25,16,9,9,9,7,5,1,3,1,0,0
2022-03-06 14:00:00,1,2,3,6,7,13,17,20,25,28,27,30,23,29,26,27,23,19,19,17,16,19,18,19,19,15,16,17,18,16,16,20,19,15,9,12,9,8,9,10,8,8,7,4,4,2,5,7,8,9,10,12,11,15,14,15,20,20,20,29,30,19,29,24,22,23,15,17,18,15,17,17,21,19,20,16,14,7,7,7,5,7,6,5,1,0,0
2022-03-06 15:00:00,4,5,6,4,5,7,17,10,16,18,21,20,22,20,20,22,20,21,22,22,26,30,28,36,22,17,18,15,14,15,13,14,16,19,18,15,12,11,6,7,6,4,5,5,6,5,4,8,9,9,8,11,11,12,13,13,13,12,9,10,13,19,20,22,18,16,17,15,16,12,13,12,13,11,12,10,11,8,8,7,7,5,4,3,0,1,0
2022-03-06 16:00:00,1,1,5,5,7,7,8,18,18,22,25,22,24,25,20,22,19,17,11,14,13,13,16,22,33,19,19,16,15,18,16,17,16,18,18,20,17,17,12,9,8,5,2,2,2,3,3,5,5,5,6,8,11,13,13,13,15,24,16,24,27,27,28,27,28,29,19,18,20,19,23,19,15,15,17,16,10,8,8,5,9,10,9,7,6,1,0
2022-03-06 17:00:00,0,0,2,7,4,9,27,31,32,35,34,35,36,33,26,23,18,15,18,19,21,23,24,31,31,26,24,15,15,14,15,13,13,19,18,16,12,14,11,11,9,8,5,3,4,0,3,5,4,6,5,6,5,11,0,11,13,13,15,19,24,25,28,26,25,24,30,25,26,29,27,25,25,24,25,22,17,10,11,10,6,6,3,4,1,0,0
2022-03-06 18:00:00,4,2,5,9,10,12,12,13,13,13,15,17,18,17,15,15,18,19,16,18,16,13,12,17,18,17,18,18,18,18,18,18,16,21,20,21,16,14,9,8,8,6,3,2,2,1,3,4,5,5,4,6,6,4,6,9,10,12,12,19,17,17,23,20,18,20,19,21,22,21,19,18,15,13,21,16,14,6,6,5,7,6,4,3,1,0,0
2022-03-06 19:00:00,0,1,2,6,7,4,14,13,15,17,15,19,15,18,18,18,17,16,14,0,13,16,16,24,21,14,11,13,12,10,9,9,13,20,18,15,15,10,9,6,4,3,2,1,2,0,3,4,7,5,4,5,7,5,2,6,7,9,8,11,15,16,17,18,19,18,15,16,20,19,21,18,19,16,10,4,9,5,5,7,3,4,4,3,2,0,0
2022-03-06 20:00:00,0,1,1,6,0,2,7,7,9,11,12,13,16,16,11,13,12,11,8,8,10,13,11,18,15,13,13,9,11,10,9,7,8,12,12,11,7,6,5,6,7,5,5,3,2,3,1,3,5,3,3,8,0,1,9,7,7,8,0,13,15,8,16,14,13,16,15,11,20,22,20,18,15,11,13,9,7,6,9,3,6,4,2,3,1,0,0
2022-03-06 21:00:00,0,0,1,3,1,2,14,6,12,13,14,14,15,12,10,11,16,19,20,16,14,20,19,25,21,15,16,13,16,11,10,11,10,17,10,10,9,10,5,4,5,5,4,4,2,0,2,4,3,4,5,6,5,6,7,7,9,8,3,14,11,15,14,8,15,9,11,9,15,18,17,15,14,12,6,10,7,8,10,9,8,6,5,4,1,1,0
2022-03-06 22:00:00,0,0,0,1,0,2,16,21,19,21,20,19,20,19,13,11,18,19,18,16,18,19,12,22,19,16,14,13,14,12,13,7,12,15,12,9,6,6,4,3,2,1,1,5,4,0,3,2,7,7,8,6,4,3,3,0,4,5,3,5,7,7,9,7,8,9,10,11,16,16,17,16,9,14,13,11,9,8,9,9,9,3,4,3,1,0,0
2022-03-06 23:00:00,0,0,0,0,0,0,3,5,6,9,8,7,4,0,3,3,10,12,13,14,14,16,12,17,14,13,14,9,13,12,11,11,4,13,12,11,8,6,4,3,2,1,1,5,4,4,2,1,3,5,4,4,3,4,5,6,5,5,4,2,5,7,8,7,9,8,6,12,23,25,19,23,15,12,5,11,10,6,5,0,3,3,2,1,1,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,1,2,2,4,1,1,2,4,2,6,1,7,1,7,8,11,3,14,15,14,15,4,3,0,12,21,26,24,23,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,2,1,1,2,0,1,3,3,1,3,3,2,4,3,4,4,5,5,6,5,5,7,9,8,5,11,17,18,18,20,13,17,13,5,4,5,5,4,5,5,6,5,4,9,2,0,3,6,2,9,8,7,10,11,7,12,14,18,18,20,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,1,3,4,4,4,5,7,9,4,11,13,14,13,12,12,16,17,16,4,3,5,7,8,8,5,5,3,10,2,9,8,7,6,4,2,6,5,6,5,11,14,12,10,5,4,5,10,8,9,10,12,10,10,12,13,13,14,15,12,12,16,17,13,10,12,18,17,20,16,17,16,14,11,10,8,7,5,4,0,0,0,3,1,0,0,0,0
2022-03-07 07:00:00,1,4,7,11,10,14,15,14,15,22,22,24,29,27,27,22,27,26,16,14,16,20,20,19,13,12,12,16,20,18,15,14,13,15,13,18,17,14,21,32,37,37,31,9,14,16,18,22,29,24,31,28,24,27,26,27,29,30,24,24,28,28,27,29,46,33,20,17,20,19,19,17,26,36,33,30,15,12,13,15,15,16,3,1,0,1,0
2022-03-07 08:00:00,1,3,7,8,8,13,15,16,19,39,37,28,26,22,27,23,31,33,28,27,23,40,40,32,23,18,10,10,10,8,8,6,8,19,17,18,19,20,24,32,35,32,21,24,22,21,20,25,26,32,31,34,29,34,32,33,34,34,32,35,42,39,28,27,48,34,39,47,51,59,55,46,24,15,11,8,6,3,3,2,1,3,2,1,0,0,0
2022-03-07 09:00:00,1,1,3,4,5,8,9,10,13,20,24,24,28,24,21,25,26,24,21,10,14,24,24,17,14,10,12,11,10,6,7,6,6,16,10,14,9,8,11,12,11,12,10,7,6,7,8,11,13,15,17,18,35,36,17,37,34,37,34,31,34,33,30,20,32,31,30,27,28,22,23,20,15,16,16,11,6,4,4,3,3,3,2,1,0,0,0
2022-03-07 10:00:00,2,3,3,4,3,4,9,6,11,16,16,15,20,19,18,16,14,12,14,13,20,24,24,23,22,18,9,10,9,10,8,6,8,16,15,16,10,9,9,9,9,10,6,7,7,8,7,8,7,13,12,11,11,13,10,13,14,16,16,17,19,19,15,11,14,17,16,13,11,13,13,14,11,11,11,7,6,4,2,3,4,2,1,0,0,0,0
2022-03-07 11:00:00,2,0,27,3,4,8,6,6,10,12,11,14,18,16,15,12,16,15,16,15,15,22,23,23,21,22,5,6,8,4,6,5,7,14,16,15,9,9,8,10,9,8,9,5,4,3,5,8,7,9,8,7,12,14,10,13,16,18,16,19,21,22,21,15,14,13,14,12,9,9,10,10,10,9,8,9,5,4,6,4,0,2,1,1,0,0,0
2022-03-07 12:00:00,2,1,31,32,30,21,10,13,25,24,24,20,21,21,20,22,21,18,20,19,17,22,22,21,17,19,16,13,10,12,9,11,14,16,15,14,16,19,18,16,13,10,9,5,6,4,6,33,31,30,26,18,17,11,16,16,17,11,11,26,28,27,23,21,25,17,18,18,18,21,26,30,25,24,23,16,14,10,8,6,5,2,2,0,1,0,0
2022-03-07 13:00:00,1,3,5,8,7,10,10,11,12,22,21,20,22,20,21,19,20,23,22,16,18,21,20,20,21,17,13,13,12,12,12,11,12,13,12,11,10,10,10,10,10,9,7,6,7,7,10,10,10,11,8,9,10,12,15,13,18,18,17,27,29,31,31,30,30,19,20,17,18,24,27,28,18,16,14,11,10,7,5,1,4,3,2,0,1,0,0
2022-03-07 14:00:00,1,1,3,3,5,6,6,7,8,10,11,13,19,20,19,16,16,16,15,20,19,20,18,22,18,15,12,12,12,11,12,12,11,20,20,17,10,10,9,9,8,5,5,4,6,4,5,6,10,11,11,11,16,16,11,15,11,14,16,20,21,26,18,17,20,15,14,12,20,20,21,17,16,17,14,12,13,10,10,8,6,5,3,0,0,0,0
2022-03-07 15:00:00,2,0,3,8,12,11,11,12,12,12,15,17,27,28,25,20,21,17,20,22,21,21,18,21,17,16,14,13,16,16,19,11,11,16,18,19,15,12,12,10,11,9,5,5,7,6,4,7,13,16,10,8,9,11,12,10,12,13,16,21,23,27,27,25,23,18,17,19,19,22,23,22,24,23,20,17,15,12,11,6,4,4,2,1,1,0,0
2022-03-07 16:00:00,1,3,4,8,10,11,13,17,16,17,21,22,25,23,24,21,21,18,15,16,16,24,25,27,23,20,19,17,22,22,18,19,22,20,21,24,19,20,18,21,10,19,11,5,16,6,5,15,9,9,11,8,8,12,13,21,23,24,26,34,30,29,28,27,24,20,20,22,22,26,27,27,15,16,20,20,20,12,11,7,7,6,5,4,2,3,0
2022-03-07 17:00:00,1,5,3,9,10,13,14,12,17,18,20,25,37,42,44,43,35,27,24,20,23,30,30,35,34,25,25,21,25,24,28,32,32,37,34,28,27,19,18,15,14,13,12,11,7,5,5,6,7,9,9,8,11,12,9,11,17,24,24,33,33,36,40,37,35,25,33,28,27,25,23,24,28,30,25,24,20,11,12,7,9,6,5,4,3,2,0
2022-03-07 18:00:00,0,1,2,5,8,11,12,10,13,23,25,40,52,52,56,53,44,43,35,34,34,44,38,64,53,29,23,30,23,29,28,24,22,40,39,32,19,15,14,19,17,17,9,14,12,10,8,7,15,20,15,9,10,10,13,12,15,16,18,22,22,29,36,33,30,30,27,25,38,32,32,31,26,31,27,17,16,11,13,13,12,11,9,8,7,1,0
2022-03-07 19:00:00,0,2,3,5,4,6,16,17,16,20,22,25,28,34,30,25,29,27,26,23,27,29,26,28,28,24,27,24,23,21,18,16,18,23,22,20,22,18,13,11,6,4,1,8,5,5,5,4,7,7,6,10,11,5,12,13,11,9,10,19,20,23,27,28,25,13,23,27,22,26,30,31,27,26,21,16,15,16,14,14,12,8,7,4,3,2,0
2022-03-07 20:00:00,0,0,2,1,2,4,9,10,18,17,15,17,19,17,19,25,25,24,23,22,23,24,25,25,25,21,19,18,17,15,13,10,10,11,8,11,11,12,11,10,9,8,6,5,5,4,5,3,7,8,7,6,4,0,4,5,5,4,5,8,9,17,13,6,12,9,11,15,15,15,15,15,14,14,12,10,9,6,5,6,5,5,3,2,1,0,0
2022-03-07 21:00:00,0,1,1,3,3,9,12,17,21,23,18,17,20,20,17,20,18,20,17,11,15,20,16,24,21,17,17,17,14,15,13,15,14,18,14,12,7,6,4,3,3,2,4,6,6,5,6,9,12,9,8,7,8,8,11,10,11,6,13,14,14,16,19,18,18,11,10,10,16,19,21,21,18,16,15,12,14,13,17,14,12,8,7,4,3,1,0
2022-03-07 22:00:00,1,1,0,3,4,8,37,41,45,48,48,49,38,34,18,25,30,29,27,26,24,26,24,36,29,22,20,18,15,13,11,14,9,13,10,9,10,8,4,4,3,3,0,5,1,0,2,5,9,3,8,5,3,5,7,8,3,6,1,9,11,11,12,12,12,12,15,13,26,37,37,31,23,16,14,10,11,10,10,9,13,11,9,6,3,1,0
2022-03-07 23:00:00,1,0,0,0,0,2,7,8,10,0,10,12,12,10,11,13,19,20,19,18,19,15,13,12,12,11,11,9,11,9,9,10,9,16,7,15,14,10,9,7,6,1,4,3,5,4,1,3,2,2,3,6,4,10,5,5,11,7,5,8,9,10,6,9,8,6,10,10,12,12,13,12,11,9,7,6,10,9,6,8,6,5,4,1,1,0,0
