Unnamed: 0,1_중랑공영차고지(기점가상),2_중랑공영차고지.신내역,3_신내데시앙아파트후문,4_서울의료원후문,5_봉화산역2번출구,6_지하철6호선화랑대역,7_지하철6호선화랑대역,8_태릉고등학교.원묵초등학교,9_신내4단지아파트,10_구립도서관체육관,11_신내우체국.5단지두산대림아파트,12_신내6단지,13_신내7단지아파트홈플러스,14_중랑소방서,15_신내8단지아파트.서울의료원,16_신내9단지아파트,17_신내10단지아파트,18_중랑구청,19_신현중학교,20_엘지아파트앞,21_쌍용아파트신내테크노타운앞,22_이화연립경동제일교회앞,23_중흥초등학교,24_지하철7호선중화역2번출구,25_지하철7호선중화역3번출구,26_중화2동주민센터,27_중화2동체육공원,28_중화빗물펌프장,29_중화2동새마을금고,30_중랑교동부시장,31_중랑교,32_삼육서울병원,33_시조사삼거리,34_떡전교사거리.동대문노인복지관,35_청량리미주아파트.동대문세무서,36_청량리역환승센타,37_청량리.청과물도매시장,38_제기동역.서울약령시,39_용두시장앞,40_안암오거리,41_개운사입구,42_고려대이공대.고대병원,43_안암동주민센터,44_보문역,45_성북구청.성북경찰서,46_삼선동주민센터,47_성신여대입구역,48_돈암2동주민센터입구.흥천사,49_아리랑고개.아리랑시네미디어센터,50_정릉입구,51_숭덕초교,52_길음뉴타운데시앙.정릉동아아파트,53_길음뉴타운8단지,54_길음뉴타운11단지롯데캐슬,55_길원초등학교입구,56_서경로꿈마루도서관앞,57_대일외고서경대정문,58_서경대본관,59_서경대본관,60_서경대정문.대일외고,61_서경로꿈마루도서관앞,62_길원초등학교입구,63_길음뉴타운11단지롯데캐슬,64_길음뉴타운8단지,65_정릉동아.길음뉴타운데시앙아파트,66_숭덕초교,67_정릉입구,68_아리랑고개.아리랑시네미디어센터,69_돈암2동주민센터입구.흥천사,70_성신여대입구역,71_삼선동주민센터,72_성북구청.성북경찰서,73_보문역,74_안암동주민센터,75_고려대이공대.고대병원,76_안암역,77_제기시장,78_홍파초등학교,79_제기동주민센터.서울약령시앞,80_청량리수산시장,81_청량리역환승센타,82_서울성심병원,83_휘경동입구,84_삼육서울병원,85_중랑교,86_중랑교동부시장,87_중화2동새마을금고,88_성은교회앞,89_중화2동체육공원,90_중화2동주민센터,91_지하철7호선중화역3번출구,92_지하철7호선중화역2번출구,93_중흥초등학교,94_이화연립경동제일교회앞,95_쌍용아파트신내테크노타운앞,96_엘지아파트앞,97_신현중학교,98_중랑구청,99_신내동성3차아파트,100_신내동성1.2차아파트,101_신내9단지아파트.서울의료원,102_중랑소방서,103_신내7단지아파트홈플러스,104_신내6단지아파트,105_신내우체국.5단지두산대림아파트,106_구립도서관체육관,107_신내4단지아파트,108_태릉고등학교.원묵초등학교,109_지하철6호선화랑대역,110_지하철6호선화랑대역,111_봉화산역3번출구,112_서울의료원후문,113_신내데시앙아파트후문,114_중랑공영차고지,115_중랑공영차고지(가상)
2022-03-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 04:00:00,0,0,1,0,0,0,3,0,5,6,5,0,0,1,4,3,5,6,3,6,3,9,8,8,9,4,13,8,14,13,14,14,10,13,6,9,5,0,0,0,3,1,2,0,0,3,0,4,0,3,0,0,0,0,0,0,0,0,0,2,0,2,3,5,8,7,6,8,10,9,11,0,0,9,5,6,6,7,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 05:00:00,0,1,1,0,1,0,1,0,0,0,0,1,1,0,2,4,9,8,5,6,6,7,7,4,2,6,7,5,6,0,5,5,5,5,6,6,5,5,7,5,4,1,1,2,2,4,2,0,1,1,2,1,0,0,0,0,0,0,0,0,1,1,2,2,3,2,3,6,8,6,5,6,5,4,5,4,0,4,4,5,8,7,7,6,8,5,7,8,7,7,8,7,0,8,4,7,5,8,8,5,4,2,0,0,0,1,2,0,0,0,1,0,0,0,0
2022-03-14 06:00:00,0,1,1,1,0,0,2,1,0,1,0,2,0,0,5,6,11,13,15,17,19,22,17,7,6,4,9,10,7,11,12,12,8,11,9,7,6,6,5,8,3,7,1,8,2,7,2,3,2,2,0,1,0,1,0,0,1,0,1,1,2,7,8,10,12,11,12,14,13,9,8,9,9,7,7,8,9,8,5,7,5,2,0,1,1,6,7,1,4,2,8,7,0,3,3,4,6,5,4,3,4,3,0,0,2,0,0,0,0,1,4,2,0,1,0
2022-03-14 07:00:00,0,6,15,16,11,7,2,1,3,1,2,1,3,0,6,14,19,25,28,31,33,34,27,18,13,18,17,18,20,20,22,21,23,18,20,16,17,15,18,18,16,7,3,7,6,4,5,7,11,12,13,12,10,9,6,5,7,2,1,3,6,11,17,24,29,26,26,37,39,23,18,19,17,17,13,14,16,11,8,9,9,5,4,4,5,3,10,12,15,11,10,12,13,11,12,11,8,10,16,16,17,13,15,16,2,9,7,4,2,5,0,0,1,0,0
2022-03-14 08:00:00,1,2,6,4,4,2,5,3,8,6,7,11,13,13,24,29,36,33,28,34,40,45,43,21,21,24,26,28,32,31,32,33,32,30,27,27,25,27,28,18,17,15,14,15,13,14,20,11,20,27,27,23,10,22,20,19,0,3,0,4,8,10,14,17,23,21,21,29,37,20,17,15,16,14,14,10,16,15,14,13,11,9,10,11,12,14,18,22,22,17,25,27,29,27,26,27,21,13,10,11,9,8,6,5,4,2,1,2,2,2,20,4,2,2,0
2022-03-14 09:00:00,0,3,4,2,2,1,0,0,2,0,1,3,0,4,5,8,9,12,13,13,14,14,14,11,9,12,15,16,20,26,27,26,26,25,25,18,16,17,18,12,11,14,13,14,11,15,21,18,17,22,21,20,19,16,18,17,15,2,0,3,5,8,9,12,15,13,13,15,17,11,10,13,15,12,9,10,12,11,5,8,5,5,4,3,4,5,5,5,7,6,15,18,0,0,15,13,9,8,7,3,5,2,2,1,2,0,1,0,1,1,3,2,1,0,0
2022-03-14 10:00:00,0,2,2,3,2,1,1,0,3,4,4,5,0,0,6,7,8,11,15,7,16,5,16,12,8,6,6,7,10,12,14,15,9,8,10,12,16,14,16,7,8,9,8,8,9,8,9,10,8,18,10,15,14,13,10,6,4,1,0,2,4,7,8,10,13,11,17,17,19,12,14,13,13,12,9,10,10,11,9,9,8,8,5,8,3,7,4,4,8,7,11,14,7,12,0,12,9,6,5,4,2,2,2,0,1,0,0,1,0,2,4,1,0,0,0
2022-03-14 11:00:00,0,1,2,3,1,0,1,0,1,2,3,2,5,5,5,6,9,15,17,14,18,16,15,11,11,10,8,5,9,10,9,12,6,11,12,9,14,16,15,13,12,14,6,12,22,23,28,26,27,31,33,30,26,25,23,8,18,21,2,4,5,8,10,12,13,13,15,15,15,8,9,10,12,11,9,11,11,6,10,10,9,5,5,6,7,7,5,7,8,6,6,10,8,7,9,1,9,6,7,6,6,3,5,5,4,4,3,0,0,1,2,3,2,0,0
2022-03-14 12:00:00,0,1,2,3,0,0,2,2,3,2,4,4,6,0,2,7,8,14,16,18,8,8,16,8,9,8,7,6,9,11,13,13,12,12,13,13,19,20,21,21,17,13,12,11,8,10,14,25,21,17,18,16,13,11,7,5,2,12,0,10,22,14,25,15,25,23,16,27,27,13,10,10,11,9,11,16,12,15,16,15,15,13,11,9,10,9,11,9,11,8,8,9,10,10,11,10,5,7,6,5,4,0,3,1,0,3,2,0,0,1,1,0,0,0,0
2022-03-14 13:00:00,0,2,1,2,2,1,1,2,1,2,0,3,6,5,4,4,5,10,11,14,15,14,10,8,10,8,8,7,7,8,8,9,8,9,7,10,11,12,14,11,11,8,7,9,10,10,24,16,20,23,25,21,20,13,18,16,15,16,0,15,17,23,24,25,26,25,22,26,21,11,8,6,10,11,11,10,10,11,9,9,12,7,12,7,13,9,7,10,8,8,9,13,12,8,10,9,9,7,8,5,6,4,4,4,0,3,1,0,0,1,3,2,0,0,0
2022-03-14 14:00:00,23,1,1,2,0,8,4,4,5,5,6,8,5,4,7,7,8,13,16,17,16,16,14,7,9,9,8,7,7,7,9,8,7,10,7,10,10,11,12,10,12,9,6,8,9,11,17,17,15,20,27,24,21,19,15,12,11,23,0,22,25,27,14,31,29,27,27,26,24,11,10,9,9,12,10,9,9,8,6,8,11,13,14,10,8,6,7,6,6,9,8,8,7,6,2,5,5,5,6,5,6,4,3,1,2,0,3,3,2,7,2,3,2,0,0
2022-03-14 15:00:00,5,1,5,4,2,1,5,3,0,4,3,5,6,3,5,6,7,10,10,11,10,9,9,7,8,8,7,5,6,8,7,8,6,22,21,19,20,16,14,13,10,12,10,14,13,14,18,15,26,26,25,20,15,12,8,6,3,12,0,5,24,26,27,28,26,25,25,26,25,14,10,12,10,10,9,14,15,13,13,12,13,13,12,14,14,12,10,9,8,9,10,15,9,13,11,10,9,6,6,4,3,2,1,0,0,0,1,0,0,2,4,1,3,1,0
2022-03-14 16:00:00,0,1,0,0,0,0,28,30,14,36,18,35,31,30,22,31,7,19,19,20,22,22,16,10,10,11,9,8,6,6,7,6,6,6,6,7,13,14,15,10,8,13,14,15,16,17,24,24,22,24,24,17,14,11,7,6,5,22,0,26,19,30,20,32,34,33,32,33,34,9,10,13,10,7,15,19,19,18,14,15,15,14,10,14,11,10,8,8,11,9,16,14,14,13,13,13,12,10,10,8,10,9,8,7,5,4,3,3,0,6,6,5,3,1,0
2022-03-14 17:00:00,0,0,2,7,3,1,4,0,0,3,5,5,4,0,7,8,6,10,9,0,11,10,9,7,11,5,10,7,5,7,6,7,6,6,8,8,10,13,13,16,19,28,26,25,23,20,22,26,23,26,28,21,18,16,12,10,11,46,0,49,44,51,49,51,52,50,50,52,51,15,14,16,14,15,21,22,20,21,20,19,18,21,17,17,19,13,13,10,9,10,31,31,29,25,20,19,17,9,11,9,7,6,8,4,2,2,1,1,0,2,4,3,1,0,0
2022-03-14 18:00:00,0,1,1,3,1,0,5,3,4,5,4,6,9,10,8,9,10,20,19,18,28,28,24,13,15,16,16,13,12,12,13,14,13,10,13,12,15,18,19,17,16,16,16,18,16,21,29,25,20,32,38,31,24,18,14,6,5,25,0,27,29,34,36,25,35,49,48,38,44,16,21,21,19,17,27,31,24,23,25,25,29,32,32,31,29,23,20,21,22,21,44,44,42,37,33,28,23,16,9,10,11,9,7,4,0,3,2,1,1,2,5,4,1,0,0
2022-03-14 19:00:00,0,1,2,1,2,0,4,1,1,2,3,3,3,0,5,4,2,9,8,10,8,8,5,6,9,9,8,8,7,4,3,5,3,4,4,11,16,17,15,16,11,13,10,9,10,10,26,21,16,23,27,21,18,16,10,6,5,6,9,4,12,8,13,14,22,21,15,22,23,16,12,5,11,12,15,26,27,23,22,20,17,19,16,15,18,16,14,14,14,13,31,27,25,24,21,19,17,12,8,6,3,5,2,3,0,1,0,0,0,1,5,3,2,2,0
2022-03-14 20:00:00,0,1,0,0,0,0,4,0,3,2,4,5,5,4,6,8,7,10,12,0,3,5,11,7,6,7,5,3,2,1,3,4,4,3,4,4,5,7,9,8,12,13,8,14,12,15,18,18,13,17,22,17,15,12,6,3,2,5,0,0,5,9,7,4,7,10,11,9,12,6,4,5,6,6,6,9,8,10,9,6,10,12,10,12,13,11,11,9,11,10,20,30,26,24,19,17,16,11,7,4,3,1,2,1,0,2,1,0,0,1,5,2,1,0,0
2022-03-14 21:00:00,0,1,1,4,0,0,3,0,1,2,0,4,3,2,4,0,3,9,8,0,7,6,0,7,10,0,8,7,6,5,4,3,2,0,5,9,7,6,8,8,7,5,4,5,8,9,27,28,26,28,29,27,24,18,11,6,2,12,0,6,3,13,0,6,14,11,11,7,10,6,5,6,5,4,9,10,10,11,11,9,15,14,12,13,14,12,10,10,6,8,13,15,6,12,8,3,7,5,7,0,6,1,5,3,1,2,1,0,0,1,3,1,0,0,0
2022-03-14 22:00:00,0,0,0,4,1,0,4,0,3,2,2,3,3,0,3,3,0,6,4,3,3,7,4,5,6,6,5,4,4,4,2,3,4,0,3,2,6,7,8,9,8,8,5,9,8,9,24,25,20,24,26,22,20,14,7,4,3,9,0,10,1,3,6,3,7,5,9,6,7,6,7,5,6,7,10,15,8,9,0,10,10,10,8,8,9,8,8,6,5,3,9,10,1,12,11,6,0,7,6,5,3,0,4,2,0,1,0,1,0,0,1,0,0,1,0
2022-03-14 23:00:00,0,0,0,0,0,0,0,0,0,2,0,0,3,0,4,0,0,3,2,0,0,2,0,2,4,0,3,4,0,3,0,4,3,3,4,3,4,4,5,7,6,7,8,7,6,8,13,11,9,10,11,12,9,8,6,5,4,1,0,0,1,4,2,5,1,2,3,2,3,6,4,5,2,5,6,14,8,13,10,10,11,5,10,11,11,10,9,4,5,4,8,9,8,4,7,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 04:00:00,0,0,0,0,0,0,1,0,3,4,3,0,4,4,6,7,2,8,4,9,10,14,5,4,14,6,19,7,20,14,12,9,11,10,9,7,6,3,0,4,0,2,3,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,4,7,6,6,7,8,7,7,9,6,8,6,5,6,6,0,7,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 05:00:00,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,4,6,8,7,4,7,6,6,4,3,4,6,4,6,4,8,9,2,8,0,7,6,7,9,3,4,2,2,0,2,4,3,3,2,2,4,1,0,0,0,0,0,0,0,0,0,1,2,3,5,2,4,5,6,6,7,8,8,8,7,7,1,8,4,5,11,6,7,6,11,11,6,8,9,8,7,0,5,4,4,0,6,5,3,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 06:00:00,0,0,1,1,0,0,1,0,0,2,0,0,0,0,3,7,9,10,11,9,11,9,10,6,5,4,6,7,7,8,11,12,12,11,10,6,6,7,6,7,7,6,0,5,3,3,2,1,3,2,3,0,1,2,0,0,0,1,0,1,1,2,4,8,14,5,12,14,12,11,8,7,6,5,5,8,7,6,3,5,4,3,2,1,2,4,4,4,6,5,3,4,4,3,4,1,4,3,5,7,4,6,2,1,1,0,0,0,0,0,3,2,0,0,0
2022-03-15 07:00:00,0,5,13,12,7,0,2,0,3,1,3,4,2,3,6,14,17,25,30,32,36,36,28,16,16,17,16,18,22,24,24,25,26,25,23,20,17,12,16,15,12,9,7,10,5,8,7,8,9,10,13,13,12,12,11,5,9,1,0,3,8,13,11,18,20,19,18,33,30,17,17,12,13,16,10,9,9,10,8,9,7,8,3,10,8,7,12,18,19,18,19,22,19,18,18,17,17,20,22,23,25,2,22,12,0,8,9,5,4,1,2,0,0,0,0
2022-03-15 08:00:00,0,4,9,7,3,2,4,2,7,8,11,12,13,8,17,24,25,23,25,28,41,48,39,18,18,20,27,27,33,31,39,35,35,36,34,32,31,31,25,17,17,14,14,19,20,23,35,37,37,47,49,24,48,47,45,43,41,3,2,2,6,12,18,24,28,26,31,38,38,24,21,21,22,19,15,17,16,13,13,10,11,9,7,7,6,4,13,17,19,17,23,27,26,24,17,23,20,8,5,4,11,9,3,3,1,1,4,3,0,3,15,4,3,3,0
2022-03-15 09:00:00,0,1,3,1,0,0,1,0,2,3,7,8,2,9,0,11,11,13,15,14,16,17,18,10,11,12,12,13,18,19,21,22,26,25,24,24,23,21,24,19,13,10,4,11,11,12,12,14,13,17,18,17,17,16,18,19,13,2,0,4,5,8,9,12,14,13,19,22,21,14,13,16,16,16,11,10,11,9,5,7,6,6,4,5,6,9,6,6,8,8,10,12,9,13,12,0,11,9,9,3,6,4,2,3,2,1,0,0,0,3,4,2,1,0,0
2022-03-15 10:00:00,0,0,0,1,0,0,2,0,4,11,12,1,11,13,14,17,19,17,18,19,20,13,20,16,14,15,10,11,14,16,17,14,13,12,14,12,14,15,25,22,15,8,9,10,11,13,19,18,19,22,21,19,18,15,9,17,0,5,0,3,7,8,9,12,16,15,12,14,16,12,13,12,11,11,8,9,10,10,11,6,8,8,5,8,6,5,7,9,10,5,15,16,9,7,14,8,9,8,9,6,3,2,2,1,3,1,0,0,0,2,2,1,0,0,0
2022-03-15 11:00:00,0,1,2,3,1,0,1,0,1,2,0,3,3,0,5,6,5,12,14,15,16,12,14,12,11,9,7,6,10,12,13,13,12,12,11,12,15,16,13,10,12,13,12,14,16,16,25,22,21,20,26,25,24,25,26,24,11,16,0,17,15,20,20,20,23,20,20,17,16,11,12,9,10,6,8,16,16,10,8,9,9,11,9,9,10,12,5,6,13,12,8,12,11,10,9,10,7,4,4,2,3,4,2,2,0,1,2,0,0,2,0,1,0,0,0
2022-03-15 12:00:00,0,1,3,2,2,0,2,1,3,4,5,4,4,5,8,10,9,8,12,14,11,12,13,10,11,10,13,12,13,10,12,13,10,15,14,12,17,15,14,13,11,12,5,11,20,21,26,24,23,21,19,15,14,13,10,6,2,19,0,17,20,21,20,23,25,26,26,29,32,16,17,15,13,15,15,14,15,13,12,13,12,11,12,12,11,11,11,9,8,7,13,15,14,9,13,12,7,7,7,7,6,4,5,4,3,1,0,0,0,1,2,1,0,0,0
2022-03-15 13:00:00,0,4,2,1,2,0,1,0,4,6,4,9,10,0,8,9,8,11,14,10,15,14,11,9,11,7,6,6,11,8,9,14,13,13,13,12,15,18,17,16,14,12,11,9,12,14,18,18,15,19,19,17,15,9,10,8,5,12,0,10,12,14,16,19,21,22,24,24,23,12,12,9,11,14,11,14,15,10,12,9,10,6,9,9,4,9,8,9,8,6,11,17,19,18,18,15,13,8,10,7,6,3,4,0,2,3,4,0,1,2,2,0,0,0,0
2022-03-15 14:00:00,9,1,1,1,1,0,2,0,3,8,0,6,9,0,10,11,12,17,21,23,13,9,11,19,17,12,10,9,11,12,13,14,15,14,14,14,15,17,16,16,17,11,8,12,13,13,23,17,20,24,22,22,18,22,19,17,11,14,0,16,17,20,22,23,24,23,26,27,24,13,13,16,10,17,15,20,19,13,11,9,8,7,8,9,9,9,10,11,6,10,14,17,16,15,14,9,8,9,6,5,4,3,2,3,2,1,0,0,0,2,3,0,1,0,0
2022-03-15 15:00:00,0,1,0,3,0,0,10,3,11,12,5,3,13,4,11,6,12,9,12,7,10,10,13,11,15,16,12,8,9,10,6,9,7,13,12,11,17,17,17,16,15,18,17,18,17,17,22,18,32,31,29,24,15,12,7,5,0,15,10,19,20,21,10,11,22,23,21,18,18,12,8,7,7,0,9,11,9,11,10,10,14,15,14,14,14,15,16,17,16,10,13,14,14,12,11,11,12,15,7,3,5,0,3,1,0,0,0,2,0,4,6,5,2,1,0
2022-03-15 16:00:00,0,0,0,1,1,0,5,0,7,12,0,14,16,15,12,11,9,11,12,13,12,8,12,10,9,8,8,10,9,8,10,11,9,11,10,11,14,15,16,15,13,16,15,18,16,17,26,25,23,24,32,23,20,14,10,6,5,38,0,39,44,48,29,49,46,39,38,38,33,13,14,13,12,9,16,24,23,21,17,16,17,13,11,14,15,10,12,9,11,14,20,25,25,24,22,13,19,12,15,13,11,10,9,9,2,7,1,0,0,2,3,2,1,0,0
2022-03-15 17:00:00,0,1,1,5,2,0,1,0,2,3,4,4,5,0,6,6,8,12,12,12,11,12,10,6,10,10,11,10,9,11,13,14,10,15,12,13,16,17,17,15,14,15,15,16,19,26,29,31,25,27,36,35,27,23,17,15,12,49,0,50,52,58,59,61,48,47,60,57,44,15,15,13,11,13,27,32,30,25,21,21,18,20,16,18,18,18,17,14,12,13,25,28,27,26,25,21,21,11,7,8,12,11,6,5,3,4,5,3,3,1,3,2,0,0,0
2022-03-15 18:00:00,0,1,3,0,2,1,2,0,2,4,6,0,8,0,10,9,7,17,18,0,21,13,20,13,17,18,16,12,10,10,11,12,11,13,10,10,15,18,17,17,15,15,16,17,15,21,37,32,25,32,36,29,23,18,13,8,6,50,51,45,52,51,50,52,53,50,48,49,44,18,17,15,14,15,18,23,23,22,21,23,29,24,24,24,22,24,14,22,21,18,34,38,36,34,29,24,21,15,14,11,10,8,4,3,3,3,3,2,1,2,8,6,3,1,0
2022-03-15 19:00:00,0,1,1,1,2,2,4,2,3,3,5,3,6,3,3,4,5,9,8,9,10,11,9,6,10,8,7,7,4,5,6,5,8,8,12,17,20,8,21,18,18,16,2,15,13,12,25,26,20,24,30,24,23,19,11,8,0,16,0,22,27,32,37,38,40,39,38,38,36,9,8,10,10,12,11,19,21,21,20,20,27,27,25,25,25,21,19,17,16,13,22,23,21,17,14,11,10,12,9,5,3,3,4,5,4,2,1,0,0,3,9,6,1,0,0
2022-03-15 20:00:00,0,0,1,0,1,0,1,0,0,1,1,3,0,0,6,0,4,9,9,8,7,2,7,4,9,5,8,5,4,2,3,3,4,1,3,10,8,11,12,9,11,9,9,10,11,13,27,28,30,36,28,29,25,17,11,5,4,16,0,18,10,19,21,22,0,21,21,19,19,7,6,8,4,0,7,10,9,9,8,8,10,11,9,10,9,8,5,7,5,5,15,16,15,14,13,11,7,7,6,5,3,0,0,0,2,3,1,1,0,2,5,2,0,1,0
2022-03-15 21:00:00,0,0,0,0,0,0,2,0,1,1,0,3,5,4,3,4,3,8,0,4,5,8,7,3,6,8,7,5,6,4,0,6,7,7,0,8,8,8,8,9,11,11,6,10,12,14,25,25,24,24,25,23,20,17,10,4,0,10,0,5,1,6,11,12,7,10,8,9,9,8,7,12,9,5,8,14,13,11,9,13,12,16,10,15,14,7,6,6,7,7,13,15,14,13,12,11,9,9,3,6,5,3,4,3,3,1,1,0,0,1,3,2,0,0,0
2022-03-15 22:00:00,0,0,1,1,0,0,5,0,5,6,0,0,1,0,4,3,0,8,2,0,2,9,7,5,6,5,5,2,1,2,2,6,5,2,0,5,8,7,9,7,9,8,10,11,13,13,31,39,36,38,38,34,30,28,21,10,4,13,3,14,19,22,21,22,21,19,19,14,13,14,12,4,11,12,11,14,16,15,0,15,13,14,13,13,12,11,11,8,8,8,20,20,19,15,13,11,7,5,5,3,4,2,1,3,3,2,0,0,0,2,4,2,1,0,0
2022-03-15 23:00:00,0,0,0,0,0,0,0,0,0,1,2,0,3,0,3,0,2,2,0,0,0,0,1,2,4,0,2,2,3,4,3,4,0,3,4,5,1,3,4,9,11,15,6,17,15,15,24,22,16,18,20,16,12,10,6,2,0,3,0,0,1,6,3,7,0,6,0,0,3,4,5,4,3,3,5,8,12,10,4,9,7,8,7,10,11,10,8,3,7,5,9,6,0,2,7,6,4,5,2,1,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0
2022-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 04:00:00,0,0,0,0,0,0,2,0,4,5,0,4,5,1,6,8,3,11,5,12,13,17,8,16,15,5,23,12,25,21,18,17,16,13,13,9,6,0,7,6,4,3,4,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,2,3,3,5,6,8,7,7,10,12,11,10,12,7,10,5,6,7,7,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 05:00:00,0,1,1,1,0,0,1,0,0,0,0,2,2,1,2,3,6,8,9,8,7,5,8,5,4,4,6,7,8,9,7,6,6,9,7,5,7,4,5,6,3,2,1,0,2,2,2,2,3,4,3,2,1,2,1,0,0,0,0,0,1,2,3,4,2,3,2,4,3,5,6,8,5,4,5,4,4,5,6,6,7,8,9,8,9,8,8,9,9,8,6,0,7,6,0,7,6,5,5,7,7,6,2,0,0,0,2,1,0,0,2,0,0,0,0
