Unnamed: 0,1_중랑공영차고지(기점가상),2_중랑공영차고지삼거리,3_당너머,4_신내SKV1센터,5_신내데시앙포레아파트220동앞,6_새솔초등학교입구,7_우디안아파트114동앞,8_중랑경찰서정문.우디안101동앞,9_신내우디안아파트107동앞,10_능말입구,11_중랑공영차고지.신내역,12_신내데시앙아파트후문,13_서울의료원후문,14_봉화산역2번출구,15_태릉고등학교.원묵초등학교,16_신내4단지아파트,17_세방아파트입구,18_먹골파출소.신안아파트입구,19_신안2차아파트,20_동양쇼핑,21_우리은행,22_태릉입구역,23_한진한화그랑빌아파트,24_석계역2번출구,25_석계역1번출구.A,26_석계역,27_태릉입구역,28_묵동롯데시네마,29_브라운캐슬,30_먹골역입구,31_묵2동주민센터,32_금보당금은방,33_신묵초등학교입구,34_제일시장,35_신동신약국,36_중화역입구대원사약국,37_태릉시장입구,38_태릉프라자약국농협,39_태릉시장입구굴다리,40_중랑역동부시장1,41_중랑교동부시장,42_중화2동새마을금고,43_성은교회앞,44_중화2동체육공원,45_중화2동주민센터,46_중화역입구대원사입구,47_신동신약국,48_제일프라자,49_신묵초등학교,50_금보당금은방,51_묵2동주민센터,52_먹골역입구,53_브라운캐슬,54_묵동롯데시네마,55_태릉입구역,56_한진한화그랑빌아파트,57_석계역2번출구,58_석계역1번출구.A,59_석계역,60_태릉입구역,61_묵동구길,62_신안2차아파트입구,63_먹골파출소.신안아파트입구,64_원묵고등학교,65_신내4단지아파트,66_태릉고등학교.원묵초등학교,67_봉화산역3번출구,68_서울의료원후문,69_신내데시앙아파트후문,70_중랑공영차고지,71_중랑공영차고지.신내역,72_능말입구,73_신내우디안아파트107동앞,74_중랑경찰서정문.우디안101동앞,75_우디안아파트114동앞,76_새솔초등학교,77_신내데시앙포레아파트222동앞,78_신내데시앙포레아파트220동앞,79_당너머,80_중랑공영차고지.종점
2022-03-05 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,1,0,0,1,1,0,3,5,2,4,5,0,3,2,0,2,1,1,0,2,1,0,0,2,1,0,0,3,4,2,3,4,2,1,3,0,1,1,0,1,2,0,3,2,3,1,2,2,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 07:00:00,0,1,0,0,3,6,1,8,11,7,9,5,10,3,2,2,4,3,3,1,2,2,0,1,4,0,0,0,3,3,1,5,4,2,0,3,1,2,2,5,0,6,7,9,7,0,0,6,1,2,1,2,3,0,3,4,2,3,1,0,2,2,3,1,0,2,4,2,1,1,3,0,2,0,1,0,1,1,0,0
2022-03-05 08:00:00,0,4,0,1,3,6,3,7,11,11,10,8,9,4,3,4,6,0,5,3,6,4,5,4,3,5,3,5,5,4,5,5,5,6,4,4,5,6,5,2,2,4,6,7,6,6,7,6,7,0,8,9,8,6,6,3,5,4,0,3,2,2,4,1,0,0,4,3,2,0,3,0,0,1,0,0,3,1,0,0
2022-03-05 09:00:00,0,1,0,0,2,5,0,10,11,7,6,6,5,6,4,5,6,7,7,6,2,5,0,4,2,2,4,3,6,5,7,4,7,8,11,6,10,3,8,6,6,7,8,4,7,0,3,5,4,4,6,7,9,0,7,6,0,3,4,0,3,1,1,0,2,0,2,0,1,0,2,0,1,0,0,0,0,1,0,0
2022-03-05 10:00:00,0,0,0,0,1,4,0,8,10,2,11,15,1,3,0,3,5,5,5,4,2,3,0,3,5,6,5,3,6,8,3,7,8,9,10,10,8,4,7,4,3,8,9,8,6,5,4,5,8,4,8,5,8,7,5,3,4,1,0,0,3,0,3,0,2,4,3,2,0,1,2,0,2,1,0,1,0,2,0,0
2022-03-05 11:00:00,0,1,0,0,2,5,0,9,12,1,8,14,10,9,4,8,7,5,2,2,3,1,0,2,8,6,9,8,10,9,9,9,8,9,8,7,6,6,5,5,5,4,5,7,6,7,8,10,11,9,0,7,6,2,5,0,4,1,0,0,2,1,2,0,0,1,4,0,3,2,3,0,2,1,0,0,0,1,0,0
2022-03-05 12:00:00,0,1,0,0,2,5,3,8,9,8,6,7,6,6,5,6,6,4,5,5,2,4,1,3,5,7,5,6,7,8,8,9,7,11,5,8,8,7,6,3,5,7,7,8,7,6,6,8,7,3,8,7,6,5,5,4,4,3,1,0,2,3,2,1,0,0,8,7,1,4,8,6,6,5,4,4,3,2,0,0
2022-03-05 13:00:00,0,2,0,1,0,5,3,7,10,9,6,7,3,7,5,6,4,3,5,8,11,5,4,2,5,5,0,6,6,8,7,9,9,11,12,7,6,5,8,6,5,6,7,8,10,9,4,6,7,8,6,4,6,2,5,4,4,3,3,4,6,6,6,2,7,6,4,2,2,0,6,5,4,3,2,1,4,3,0,0
2022-03-05 14:00:00,0,0,0,1,2,5,0,9,10,7,8,10,10,5,3,2,2,2,4,3,5,9,0,7,7,9,5,9,8,10,9,8,5,7,3,4,2,6,4,9,8,7,10,7,8,8,9,10,11,9,10,10,10,11,7,7,5,4,0,2,3,4,4,3,0,4,9,0,2,7,13,8,10,6,0,5,1,2,1,0
2022-03-05 15:00:00,0,0,0,0,1,2,2,4,5,0,1,6,8,5,3,5,4,5,5,4,3,5,4,2,9,3,11,6,6,8,8,9,9,12,15,13,12,9,7,3,4,5,6,6,11,7,7,8,8,7,8,6,7,5,4,3,3,4,3,4,4,3,5,4,3,4,11,10,9,0,12,10,7,3,2,2,1,0,0,0
2022-03-05 16:00:00,0,0,0,1,2,7,0,9,10,11,14,0,3,6,3,0,7,5,3,0,3,4,0,3,7,4,5,9,8,9,3,8,7,9,3,7,6,5,7,9,5,7,3,4,10,8,7,7,6,5,7,6,10,9,3,0,8,4,6,3,6,7,5,4,1,0,11,10,8,8,9,8,6,4,1,3,1,0,0,0
2022-03-05 17:00:00,0,3,0,1,1,1,0,2,5,4,2,5,5,6,4,5,1,4,3,2,2,3,1,3,7,8,9,9,10,10,4,11,9,8,10,6,7,6,7,9,9,9,8,12,9,11,11,10,10,9,10,8,6,6,7,7,5,4,0,5,6,0,6,0,2,3,11,6,9,10,13,12,8,6,5,4,2,0,0,0
2022-03-05 18:00:00,0,1,0,0,0,6,5,6,0,4,3,2,2,3,0,4,2,2,3,5,6,6,6,4,9,10,5,12,12,13,12,10,11,13,6,8,10,8,7,11,10,9,6,8,9,9,11,13,10,7,9,11,5,10,5,4,3,2,3,2,4,3,2,5,1,0,9,8,8,4,12,9,7,5,4,4,1,1,0,0
2022-03-05 19:00:00,0,2,0,2,2,3,2,3,4,0,2,5,0,3,1,3,2,0,1,1,2,2,1,0,7,8,2,1,11,10,1,2,9,10,6,14,13,12,8,7,0,6,4,3,7,9,9,8,7,8,6,5,3,8,5,4,4,6,2,3,7,1,6,2,0,5,13,11,10,11,13,12,9,6,0,5,0,0,0,0
2022-03-05 20:00:00,0,3,0,2,0,0,0,1,2,0,2,2,0,2,0,3,0,0,2,0,3,3,1,2,9,10,3,6,1,6,3,0,4,5,4,4,2,5,5,8,2,0,5,3,9,5,8,10,8,6,8,4,6,2,0,5,3,2,2,0,4,2,3,1,2,0,8,7,6,0,8,6,7,5,3,4,0,0,0,0
2022-03-05 21:00:00,0,2,0,0,1,2,0,3,2,0,1,3,2,2,0,1,0,0,1,1,1,5,4,2,6,5,0,0,5,7,4,8,8,10,2,7,6,6,5,7,4,5,6,3,7,9,8,6,4,6,5,7,1,4,3,2,1,4,0,0,3,1,2,2,0,0,15,14,11,0,7,6,9,8,7,4,2,0,0,0
2022-03-05 22:00:00,0,0,0,0,0,2,0,2,0,0,0,0,5,2,0,2,0,0,0,0,0,2,0,0,5,7,0,7,1,4,6,6,4,3,2,3,2,2,3,8,3,7,5,4,1,7,3,2,6,0,4,4,5,3,3,0,3,5,3,4,5,4,3,0,0,2,7,7,4,6,9,3,4,7,6,1,2,0,0,0
2022-03-05 23:00:00,0,1,0,0,1,2,0,2,0,0,1,2,0,3,0,2,0,2,1,0,0,1,1,0,3,0,3,0,1,3,4,0,2,0,3,4,0,3,2,3,4,2,1,2,0,4,4,2,3,2,4,5,3,0,5,4,3,3,0,2,3,2,0,1,0,2,7,5,5,0,6,0,3,4,5,3,0,0,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,0,0,0,0,1,0,2,2,1,0,1,1,0,0,2,2,0,1,0,1,0,0,0,1,2,1,0,0,3,0,2,3,0,0,1,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,1,4,0,3,0,1,1,0,1,0,0,2,0,0,0,3,0,0,4,0,0,3,2,1,0,0,0,0,0
2022-03-06 07:00:00,0,0,0,0,1,2,2,4,4,0,0,5,6,4,0,0,5,1,4,2,0,3,0,0,1,1,0,2,1,3,0,4,0,0,2,2,0,1,0,1,2,2,3,3,0,2,2,0,0,1,1,0,2,0,0,1,0,0,0,0,2,0,2,1,0,0,2,1,1,0,0,0,0,0,0,1,2,3,0,0
2022-03-06 08:00:00,0,0,0,0,1,3,4,6,8,4,7,6,7,5,4,4,5,3,4,0,4,2,0,0,4,0,0,1,2,0,5,3,0,6,4,4,3,4,2,4,3,4,4,3,4,4,1,0,3,1,4,1,2,0,3,1,1,1,1,0,0,2,3,0,0,4,6,2,4,0,3,0,2,0,2,0,0,2,0,0
2022-03-06 09:00:00,0,1,0,1,7,9,10,8,11,7,8,9,12,5,3,6,7,0,6,7,5,5,6,3,4,0,0,1,2,5,3,6,7,8,5,7,7,5,4,4,5,4,6,7,6,3,0,4,4,2,5,4,5,0,3,0,3,0,0,1,1,0,2,1,3,0,4,2,0,0,0,0,3,2,1,0,2,2,0,0
2022-03-06 10:00:00,0,1,0,0,2,2,0,3,7,5,7,9,0,3,0,2,3,5,2,4,1,1,0,3,3,4,2,2,5,4,3,3,5,8,4,6,2,7,4,7,6,2,0,7,8,6,5,8,9,3,4,9,7,0,6,1,6,1,2,1,2,3,1,7,3,6,4,1,0,0,0,0,0,2,0,0,1,1,0,0
2022-03-06 11:00:00,0,0,0,0,3,6,0,4,8,3,5,1,6,2,0,3,4,3,0,2,1,0,0,0,1,2,2,3,5,4,6,6,6,9,10,8,6,0,5,4,3,5,6,7,6,5,5,6,6,2,6,6,5,6,5,0,3,2,3,1,1,0,0,0,0,0,4,0,0,3,3,1,1,2,0,0,1,1,0,0
2022-03-06 12:00:00,0,0,0,0,2,5,0,7,9,7,8,7,10,7,6,8,6,6,4,5,3,4,3,2,3,3,0,4,3,5,5,6,5,4,8,10,3,1,3,6,7,6,7,6,9,8,6,7,5,6,6,4,3,3,3,3,4,3,4,3,5,2,7,0,2,0,10,8,0,0,4,0,3,2,0,1,0,0,0,0
2022-03-06 13:00:00,0,5,4,0,2,6,3,12,16,8,8,7,15,9,7,5,4,8,3,6,5,4,1,2,5,4,5,6,3,7,10,9,10,4,9,4,10,9,10,9,7,9,0,4,8,11,1,12,12,13,12,11,9,8,7,6,6,5,0,5,4,5,3,2,0,1,6,4,0,0,5,0,3,2,0,1,2,1,0,0
2022-03-06 14:00:00,0,0,0,1,2,5,0,6,8,6,5,5,6,3,1,4,3,4,2,1,3,2,2,0,5,3,2,6,7,9,9,4,8,10,9,10,9,9,9,7,9,8,8,8,9,9,8,8,6,9,7,4,3,4,0,2,3,3,3,0,1,0,3,1,4,5,7,6,5,0,3,0,1,3,0,0,2,0,0,0
2022-03-06 15:00:00,0,0,0,0,1,3,4,3,3,0,0,1,7,5,4,7,4,6,2,3,0,1,4,3,9,9,8,10,9,8,7,6,6,4,4,5,3,0,4,6,5,6,0,5,8,9,5,6,5,2,4,1,3,2,3,4,4,4,6,3,7,8,1,3,0,0,7,0,6,3,8,5,4,4,5,4,1,1,0,0
2022-03-06 16:00:00,0,1,0,1,2,2,3,2,6,0,5,7,8,5,0,1,5,5,4,0,1,4,2,3,5,3,4,4,4,6,3,5,5,7,8,6,2,5,4,6,3,2,0,6,9,8,2,5,8,8,5,7,6,5,9,1,7,2,0,0,3,0,0,6,0,0,12,2,1,11,18,0,16,12,6,4,2,1,0,0
2022-03-06 17:00:00,0,1,0,0,2,3,0,4,5,0,3,0,3,3,0,3,2,3,0,3,3,2,0,3,5,5,4,7,8,6,3,5,4,5,5,2,4,5,3,6,6,8,7,7,8,7,8,9,9,10,8,7,4,6,6,5,5,3,2,3,3,3,4,4,0,0,9,8,0,0,2,5,5,6,4,5,3,1,0,0
2022-03-06 18:00:00,0,0,0,0,1,1,0,2,0,1,2,1,2,2,1,1,3,2,2,1,2,2,0,0,4,7,6,3,6,1,8,9,4,10,9,7,7,6,4,6,2,4,2,7,6,7,7,9,8,8,7,6,6,4,0,4,5,5,0,4,2,2,3,1,3,0,12,13,12,0,13,0,10,8,7,2,1,0,0,0
2022-03-06 19:00:00,0,0,0,0,0,1,1,2,4,2,2,0,0,2,2,0,0,1,0,3,4,4,2,1,5,5,0,7,5,11,11,10,9,7,6,3,5,4,4,6,7,2,4,4,6,2,4,5,0,2,4,5,0,4,3,0,0,4,0,0,3,2,2,0,4,2,9,2,10,0,11,5,10,0,9,7,2,0,0,0
2022-03-06 20:00:00,0,0,0,0,1,3,0,5,9,0,0,0,10,4,0,0,3,3,1,0,0,0,2,0,2,3,4,4,3,6,5,5,3,6,0,3,2,0,1,7,0,3,0,5,0,3,3,5,0,3,2,2,0,0,3,2,1,2,0,2,0,1,3,1,0,1,8,6,3,4,5,4,4,3,1,1,1,0,0,0
2022-03-06 21:00:00,0,0,0,0,1,1,0,2,0,0,1,0,1,1,0,1,0,0,0,2,4,2,0,1,5,1,0,4,2,8,4,2,3,6,0,5,7,5,6,8,9,7,4,6,7,9,4,3,3,4,7,5,4,5,6,5,3,2,0,2,4,5,0,3,1,0,10,6,5,0,12,5,9,5,4,3,1,0,0,0
2022-03-06 22:00:00,0,1,0,0,1,0,0,0,1,0,1,3,4,4,2,3,3,3,2,0,2,2,4,1,8,6,9,7,6,5,5,6,5,3,4,5,2,0,5,4,0,2,3,0,3,4,8,5,1,3,5,7,4,1,3,0,3,5,6,4,5,1,4,3,0,2,8,7,0,6,0,5,3,3,1,2,1,0,0,0
2022-03-06 23:00:00,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,0,2,2,1,0,4,7,1,6,0,5,0,5,4,4,5,2,4,3,1,2,1,0,0,1,1,3,2,2,3,0,2,2,0,0,3,2,0,3,0,5,4,4,3,2,0,1,4,0,0,0,0,0,2,3,0,1,0,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,0,0,0,0,0,0,0,2,3,0,0,3,3,1,0,0,0,3,2,3,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,0,0,0,0,5,3,1,9,11,10,9,8,7,2,0,2,3,3,5,5,0,3,0,3,2,3,0,4,1,2,3,1,4,2,4,1,0,0,5,2,0,0,2,2,1,1,0,0,2,3,4,5,6,0,5,0,4,2,0,3,4,3,4,3,3,2,5,4,0,0,0,2,0,1,0,0,0,0,0,0
2022-03-07 07:00:00,0,0,0,1,7,17,19,34,41,39,37,37,37,23,14,7,8,9,9,7,9,6,4,1,4,5,2,6,7,7,5,4,8,7,9,9,2,0,7,4,5,7,7,10,9,5,3,6,9,8,8,12,14,14,10,6,5,8,9,6,11,13,14,12,4,11,13,9,8,3,11,3,7,3,3,2,3,5,0,0
2022-03-07 08:00:00,7,8,6,0,2,12,11,21,29,13,29,36,31,18,5,6,6,5,5,8,11,9,9,9,6,8,7,7,8,10,11,12,15,15,16,13,12,14,13,7,6,11,17,23,21,17,14,15,13,16,14,18,19,20,15,9,12,5,7,9,16,23,26,25,20,22,26,26,21,24,27,26,24,11,10,9,5,3,0,0
2022-03-07 09:00:00,0,3,1,1,3,1,0,13,14,13,11,11,9,5,4,7,6,5,4,5,4,2,0,3,4,3,4,0,5,6,6,3,7,6,5,5,8,4,5,2,1,2,3,4,4,4,2,5,4,3,5,8,4,3,7,5,3,4,2,5,3,5,4,3,3,4,11,9,5,3,9,0,7,5,4,3,5,2,0,0
2022-03-07 10:00:00,0,4,2,3,2,4,0,8,9,7,8,9,7,4,0,6,5,6,3,5,6,6,5,4,3,3,5,7,4,6,5,8,7,8,6,7,9,8,7,4,5,0,6,6,7,7,6,5,5,5,6,4,5,4,3,0,2,3,4,3,6,5,3,3,0,2,6,6,5,0,4,1,2,2,1,3,1,0,0,0
2022-03-07 11:00:00,0,0,0,1,2,3,5,7,8,4,6,7,10,3,2,3,5,0,4,6,7,4,3,1,4,3,5,4,3,5,4,7,4,5,4,9,8,7,7,8,7,5,8,9,7,8,9,7,6,6,6,5,7,6,4,3,1,3,4,3,2,4,3,4,3,0,4,5,4,5,5,4,3,1,0,2,1,1,0,0
2022-03-07 12:00:00,0,1,0,0,1,2,0,6,7,0,4,0,6,4,2,6,5,6,5,4,3,3,1,0,10,3,8,6,3,6,7,5,6,7,6,6,6,5,4,5,6,7,3,6,7,8,6,6,7,3,5,6,7,6,4,1,1,3,4,3,4,3,5,2,4,1,7,7,4,0,6,5,6,5,1,2,3,4,0,0
2022-03-07 13:00:00,0,2,0,0,3,5,0,8,9,6,8,10,9,3,6,7,8,7,8,6,5,4,3,3,4,6,3,7,9,10,12,11,10,11,4,9,6,5,6,8,9,10,13,13,10,10,9,5,10,5,9,9,7,8,8,5,6,2,3,3,6,3,7,0,2,13,19,17,10,9,16,14,10,6,3,4,3,0,0,0
2022-03-07 14:00:00,0,8,0,5,4,4,0,5,9,6,4,7,11,7,3,6,7,4,6,5,3,2,3,1,5,5,6,6,2,5,5,6,3,9,7,6,6,1,6,8,7,6,5,6,7,10,6,10,8,7,6,6,7,5,3,2,0,4,0,5,5,0,5,4,5,15,20,9,18,6,22,9,8,5,7,6,4,1,0,0
2022-03-07 15:00:00,0,1,0,0,1,2,2,5,6,1,7,5,10,7,6,5,4,4,2,4,3,0,0,1,7,6,2,8,5,5,5,5,5,5,5,6,5,2,4,8,3,7,7,8,8,9,10,10,11,9,6,4,3,3,3,2,1,4,5,6,7,6,6,5,7,11,15,14,13,0,15,0,14,13,12,9,3,0,0,0
2022-03-07 16:00:00,0,1,0,2,3,4,0,8,10,0,7,11,9,8,5,12,11,12,9,10,8,7,4,6,6,4,7,3,8,7,5,5,4,3,4,5,5,6,5,8,3,7,8,9,8,9,9,6,7,6,6,6,4,4,5,4,1,6,7,5,8,8,9,10,16,0,24,23,22,15,21,14,20,17,15,12,3,2,0,0
2022-03-07 17:00:00,0,4,0,4,3,8,9,13,14,5,11,11,17,9,8,6,9,8,6,5,8,5,6,5,7,7,9,9,9,8,9,12,13,12,8,8,5,4,4,12,11,10,8,0,10,12,7,13,10,8,9,9,10,9,10,9,8,5,5,2,9,7,8,6,7,6,10,10,13,12,14,13,10,8,2,7,4,2,0,0
2022-03-07 18:00:00,0,3,0,5,4,4,5,13,12,11,12,13,14,8,7,9,10,10,5,6,6,8,6,7,15,16,13,14,13,8,11,8,11,10,5,9,6,5,6,12,11,12,12,16,11,16,15,19,16,14,11,11,11,12,10,7,9,8,7,8,9,9,8,6,0,0,43,42,15,0,17,16,13,9,8,4,2,2,0,0
2022-03-07 19:00:00,0,3,0,3,0,3,2,7,6,6,8,10,9,7,6,3,5,7,8,7,6,4,0,5,10,13,9,8,10,9,7,6,6,5,6,5,5,4,3,7,4,6,8,10,10,4,5,9,8,7,5,6,5,6,4,5,3,6,8,7,9,7,7,6,2,0,26,39,37,0,41,40,33,21,18,13,5,5,4,0
2022-03-07 20:00:00,0,3,0,3,3,2,0,5,5,0,5,0,6,5,0,2,3,0,2,0,1,5,3,2,5,6,7,8,5,7,6,8,2,7,2,3,6,5,5,8,8,4,6,3,5,5,4,8,6,5,5,4,0,3,3,0,4,5,7,6,5,6,5,3,0,5,14,12,13,8,14,13,11,7,6,5,2,2,0,0
2022-03-07 21:00:00,0,1,0,2,1,3,0,4,0,0,5,0,0,4,0,3,3,1,2,0,1,1,0,2,4,6,5,8,2,3,10,1,7,6,0,1,1,2,3,7,6,6,3,5,6,6,4,5,5,6,3,5,4,1,3,1,3,4,4,5,6,5,4,3,4,0,15,13,11,11,15,11,10,6,4,1,3,1,0,0
2022-03-07 22:00:00,0,1,0,2,0,0,0,0,1,0,3,3,6,5,2,5,6,4,2,3,3,3,3,2,6,7,8,4,2,7,6,4,3,4,1,3,2,0,2,10,9,7,8,0,9,11,11,8,7,8,7,5,2,4,3,2,2,7,8,9,8,7,5,3,4,0,10,9,8,8,6,0,6,7,6,2,1,1,0,0
2022-03-07 23:00:00,0,1,0,2,0,3,1,1,0,0,0,2,4,3,0,4,2,0,3,3,4,4,3,2,6,2,2,3,0,4,0,3,4,1,2,2,1,1,2,3,1,3,1,2,4,5,2,4,3,1,1,2,1,0,3,2,0,1,1,0,2,0,1,2,3,1,9,0,0,6,8,7,6,4,3,2,1,0,0,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 05:00:00,0,0,0,0,1,2,0,3,1,0,0,4,0,1,0,3,3,4,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 06:00:00,0,0,0,0,1,3,0,8,15,6,13,7,5,4,0,6,7,6,7,7,6,3,0,1,2,3,0,1,1,2,3,2,3,4,0,3,0,2,3,0,0,4,1,3,2,3,0,4,2,3,3,4,7,6,5,0,0,1,0,2,4,5,3,0,4,0,5,3,0,0,0,2,0,1,0,0,0,0,0,0
