Unnamed: 0,1_중랑공영차고지(기점가상),2_중랑공영차고지삼거리,3_당너머,4_신내SKV1센터,5_신내데시앙포레아파트220동앞,6_새솔초등학교입구,7_우디안아파트114동앞,8_중랑경찰서정문.우디안101동앞,9_신내우디안아파트107동앞,10_능말입구,11_중랑공영차고지.신내역,12_신내데시앙아파트후문,13_서울의료원후문,14_봉화산역2번출구,15_태릉고등학교.원묵초등학교,16_신내4단지아파트,17_세방아파트입구,18_먹골파출소.신안아파트입구,19_신안2차아파트,20_동양쇼핑,21_우리은행,22_태릉입구역,23_한진한화그랑빌아파트,24_석계역2번출구,25_석계역1번출구.A,26_석계역,27_태릉입구역,28_묵동롯데시네마,29_브라운캐슬,30_먹골역입구,31_묵2동주민센터,32_금보당금은방,33_신묵초등학교입구,34_제일시장,35_신동신약국,36_중화역입구대원사약국,37_태릉시장입구,38_태릉프라자약국농협,39_태릉시장입구굴다리,40_중랑역동부시장1,41_중랑교동부시장,42_중화2동새마을금고,43_성은교회앞,44_중화2동체육공원,45_중화2동주민센터,46_중화역입구대원사입구,47_신동신약국,48_제일프라자,49_신묵초등학교,50_금보당금은방,51_묵2동주민센터,52_먹골역입구,53_브라운캐슬,54_묵동롯데시네마,55_태릉입구역,56_한진한화그랑빌아파트,57_석계역2번출구,58_석계역1번출구.A,59_석계역,60_태릉입구역,61_묵동구길,62_신안2차아파트입구,63_먹골파출소.신안아파트입구,64_원묵고등학교,65_신내4단지아파트,66_태릉고등학교.원묵초등학교,67_봉화산역3번출구,68_서울의료원후문,69_신내데시앙아파트후문,70_중랑공영차고지,71_중랑공영차고지.신내역,72_능말입구,73_신내우디안아파트107동앞,74_중랑경찰서정문.우디안101동앞,75_우디안아파트114동앞,76_새솔초등학교,77_신내데시앙포레아파트222동앞,78_신내데시앙포레아파트220동앞,79_당너머,80_중랑공영차고지.종점
2022-03-15 11:00:00,0,1,0,0,1,4,3,6,10,9,8,10,13,7,0,4,6,3,6,3,4,5,0,2,4,5,5,6,4,6,5,6,4,6,7,5,6,6,5,3,4,3,6,8,7,5,6,5,4,4,5,5,4,3,3,4,0,4,2,2,2,4,3,3,5,0,6,5,5,5,6,3,5,4,1,2,3,0,0,0
2022-03-15 12:00:00,0,1,0,1,0,3,1,4,7,1,5,6,9,4,5,6,5,5,4,3,5,7,1,2,6,3,5,3,8,6,5,4,7,8,8,3,3,4,3,6,1,2,3,3,4,4,1,5,6,5,4,5,3,4,3,2,1,3,2,2,3,0,5,4,0,4,4,5,4,0,7,2,6,4,1,3,2,3,0,0
2022-03-15 13:00:00,0,1,0,1,2,4,1,8,11,0,6,6,8,5,4,5,7,8,4,5,6,4,5,1,5,6,5,4,5,4,0,4,5,5,7,6,7,6,8,10,7,12,12,11,8,13,11,11,12,8,9,9,10,7,4,6,3,3,0,2,3,2,4,0,4,0,9,7,4,6,8,0,3,3,1,2,1,0,0,0
2022-03-15 14:00:00,0,0,0,1,2,4,0,7,9,0,8,8,9,4,1,5,5,4,4,5,4,5,4,3,4,7,6,6,6,7,7,6,8,11,10,9,6,11,10,6,6,8,6,8,10,11,9,7,3,3,14,14,12,9,9,0,3,3,4,5,4,6,9,8,3,9,9,7,2,6,0,6,5,6,3,5,0,0,0,0
2022-03-15 15:00:00,0,1,1,1,0,2,3,7,8,7,6,7,9,6,4,5,5,0,1,2,4,2,1,3,5,3,4,4,4,5,6,4,6,7,6,9,8,7,9,7,6,6,6,5,7,8,5,7,4,6,7,7,6,5,5,4,2,3,4,5,5,4,4,3,2,20,19,17,10,16,20,18,12,12,10,7,2,1,0,0
2022-03-15 16:00:00,0,2,0,2,2,4,2,9,12,5,11,10,9,7,3,11,13,5,7,5,5,3,0,4,6,10,0,5,4,9,7,6,5,7,6,5,4,6,9,10,5,8,10,9,12,14,14,12,10,10,8,9,8,0,7,1,7,5,3,2,7,8,9,10,11,12,19,18,17,15,20,19,10,9,8,8,4,0,0,0
2022-03-15 17:00:00,0,1,0,3,2,5,0,12,13,12,13,15,17,10,9,9,8,8,8,6,6,5,6,4,6,7,7,8,10,13,9,9,9,10,11,10,12,11,13,14,13,14,15,11,12,12,10,9,9,10,5,6,2,4,7,6,5,6,4,4,6,7,10,3,8,7,13,12,10,11,10,18,10,4,3,9,3,4,3,0
2022-03-15 18:00:00,0,3,2,5,5,6,2,14,16,15,14,17,16,8,6,8,9,7,6,5,6,7,6,6,10,11,13,13,16,14,13,11,12,14,13,13,10,12,10,11,13,17,10,18,17,16,15,14,15,19,18,17,17,17,16,13,4,6,7,3,9,7,5,6,6,6,16,14,13,0,24,21,18,13,12,10,1,3,0,0
2022-03-15 19:00:00,0,4,0,7,4,5,7,8,0,0,14,11,15,9,8,8,6,8,7,4,5,5,3,5,7,13,15,12,13,14,14,13,12,9,6,8,7,6,5,13,12,12,12,13,10,8,12,10,6,7,5,6,8,7,10,8,4,5,2,7,7,5,4,4,5,5,25,19,19,23,25,24,20,14,11,8,1,0,0,0
2022-03-15 20:00:00,0,2,0,5,4,3,0,4,4,0,3,4,3,3,2,3,0,3,2,2,3,4,3,2,11,7,12,11,8,9,10,9,9,8,5,6,8,7,3,9,1,6,0,8,8,7,6,7,6,5,5,4,3,0,5,4,3,2,1,4,6,0,5,5,6,3,14,13,11,11,12,11,8,4,3,3,0,0,0,0
2022-03-15 21:00:00,0,2,0,0,0,0,0,1,2,0,0,0,0,2,0,2,2,2,1,2,2,2,2,3,4,5,4,4,4,5,5,4,4,2,0,3,4,3,1,10,10,7,3,6,5,7,8,7,9,7,5,3,0,0,5,4,1,2,4,5,7,6,7,5,2,4,14,4,7,6,9,8,4,4,3,2,1,2,0,0
2022-03-15 22:00:00,0,1,0,1,0,0,2,1,3,0,0,4,6,3,0,3,2,1,0,3,5,6,7,5,5,5,3,4,4,7,5,5,4,4,3,1,2,3,3,10,10,8,7,0,7,8,7,7,2,6,5,3,3,2,3,0,1,4,6,2,8,1,7,5,0,5,16,3,6,15,16,15,12,9,8,3,2,1,0,0
2022-03-15 23:00:00,0,1,0,1,0,0,0,3,2,0,0,0,1,3,1,2,0,0,0,0,0,3,0,2,4,4,3,4,3,3,6,4,2,1,2,2,3,2,0,2,1,0,0,1,2,3,4,1,2,2,4,2,3,1,4,2,0,2,1,3,1,3,0,2,2,3,4,0,5,0,9,3,5,3,2,3,0,0,0,0
2022-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 05:00:00,0,0,0,0,1,1,0,3,4,0,0,5,4,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 06:00:00,0,2,0,0,2,3,2,11,16,15,14,17,15,2,0,4,5,0,2,3,2,4,3,2,3,2,2,1,0,1,2,2,3,4,2,4,0,0,2,1,0,1,2,3,3,2,0,1,2,3,2,5,8,2,6,0,5,0,0,2,1,2,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 07:00:00,0,1,0,0,8,21,22,33,45,41,38,37,39,20,11,5,8,9,8,8,10,6,6,5,5,4,0,3,5,7,6,8,9,10,8,7,7,8,7,5,3,5,10,11,5,7,2,10,14,14,16,21,8,7,6,5,0,4,5,7,12,13,17,11,11,0,9,4,0,3,5,2,3,2,1,0,2,13,12,0
2022-03-16 08:00:00,0,6,4,2,7,12,13,18,24,25,22,36,34,25,10,11,11,9,6,6,7,5,5,0,5,5,7,6,7,10,11,11,12,11,11,10,9,8,12,6,8,8,12,12,8,8,7,9,9,8,10,12,11,9,16,17,16,5,8,10,13,18,19,10,17,16,41,36,33,28,27,25,18,12,11,8,10,2,0,0
2022-03-16 09:00:00,0,2,1,2,3,7,3,9,10,0,11,13,10,5,4,6,8,7,5,11,11,9,7,5,5,7,8,6,8,6,7,8,4,9,7,7,6,5,1,3,3,3,5,6,5,4,4,3,4,5,4,8,9,10,5,9,8,4,2,5,4,6,5,4,6,5,13,12,0,0,7,0,10,6,0,5,4,2,1,0
2022-03-16 10:00:00,0,1,0,0,2,7,0,8,9,1,8,8,10,4,0,6,4,5,4,4,4,2,3,2,4,3,5,4,3,3,4,5,5,6,6,6,2,8,8,7,6,6,7,9,8,9,8,5,6,6,6,4,7,3,6,2,0,2,1,3,3,4,2,2,3,0,4,4,2,2,4,0,3,1,0,0,1,2,0,0
2022-03-16 11:00:00,0,2,0,1,1,4,0,6,7,8,7,4,10,6,0,7,6,1,4,2,4,4,2,3,4,6,7,4,6,6,7,7,8,8,8,7,6,7,6,6,5,4,7,9,9,8,3,7,7,4,6,5,5,2,1,0,5,3,2,3,4,2,1,0,1,2,7,3,4,8,10,2,7,4,0,3,1,2,0,0
2022-03-16 12:00:00,0,0,0,0,3,8,0,9,18,4,12,19,19,16,4,6,5,5,4,4,5,2,6,5,3,3,3,5,5,5,4,6,6,8,9,7,8,7,4,5,3,2,0,4,5,5,6,6,7,7,8,7,5,6,8,7,4,4,3,2,2,0,0,4,2,2,6,5,0,6,7,6,4,4,2,1,1,0,0,0
2022-03-16 13:00:00,0,0,0,0,1,3,2,4,8,4,9,8,6,7,6,7,7,6,6,5,5,6,7,2,10,11,0,9,7,5,6,5,9,7,5,7,4,3,6,4,5,8,0,9,8,7,6,5,6,6,4,4,5,3,2,2,2,5,6,7,5,4,0,0,5,8,10,9,7,0,6,5,3,3,1,1,0,0,0,0
2022-03-16 14:00:00,0,2,0,1,2,8,6,10,15,14,13,11,4,6,4,6,7,5,6,4,5,4,5,4,11,7,12,14,12,10,7,0,7,7,8,7,8,6,5,9,8,7,8,1,8,7,7,8,9,6,4,9,7,8,5,2,5,2,0,3,4,5,4,4,7,31,34,18,7,0,19,6,12,10,9,6,2,2,0,0
2022-03-16 15:00:00,0,1,0,0,2,4,5,11,13,12,8,10,9,6,5,7,4,5,4,5,5,0,0,0,5,2,5,6,7,8,9,12,13,13,11,9,8,7,7,5,4,5,6,6,5,4,6,9,8,7,9,5,8,3,9,0,6,6,0,8,9,4,4,8,12,18,23,11,22,32,30,26,14,12,11,10,1,0,0,0
2022-03-16 16:00:00,0,0,0,1,0,4,5,11,12,8,13,7,8,5,3,6,4,2,4,6,6,4,3,4,6,9,8,8,9,7,7,5,5,5,0,5,6,5,4,10,11,10,10,10,10,11,8,12,14,10,8,5,6,6,7,5,4,5,5,3,7,8,8,9,7,14,24,15,23,22,26,25,22,18,17,14,4,1,0,0
2022-03-16 17:00:00,0,0,0,2,2,3,1,8,10,11,11,14,18,11,10,8,6,5,5,7,6,4,2,3,4,6,8,7,12,10,10,9,9,7,3,3,6,6,3,14,14,13,12,7,9,13,8,9,10,7,6,6,7,5,7,0,5,5,6,8,10,7,1,5,4,7,13,8,12,5,9,10,12,9,2,8,2,1,0,0
2022-03-16 18:00:00,4,3,0,5,4,6,0,17,16,16,15,17,17,11,10,11,12,12,9,7,6,6,7,3,21,23,25,23,19,15,12,9,11,11,9,6,5,4,4,9,12,11,12,12,12,16,17,14,13,12,11,11,9,9,10,8,7,8,8,11,12,11,10,10,9,1,38,34,32,0,28,31,27,20,18,15,5,5,0,0
2022-03-16 19:00:00,0,3,0,5,4,7,7,9,4,3,8,3,7,7,6,5,6,3,5,3,3,6,5,2,8,12,13,8,12,11,9,10,10,9,6,9,6,6,5,10,9,9,7,4,7,8,8,13,11,10,9,8,4,2,6,5,5,3,4,5,10,8,8,4,3,5,21,37,36,0,35,33,25,19,18,14,6,2,0,0
2022-03-16 20:00:00,0,0,0,1,1,0,0,1,2,0,1,2,0,4,4,5,6,6,5,4,2,3,2,3,8,6,0,5,5,7,5,6,5,7,4,6,4,4,1,9,7,9,10,9,10,9,6,4,6,4,4,3,3,3,0,2,0,2,3,3,4,6,1,4,3,4,17,16,9,6,17,15,12,6,10,4,2,1,0,0
2022-03-16 21:00:00,0,1,0,2,0,2,0,3,4,0,2,2,0,2,0,1,3,4,0,3,0,1,1,1,6,8,9,2,9,9,11,10,8,7,2,4,4,2,5,8,5,5,5,4,4,5,3,4,3,3,3,1,3,0,1,0,0,3,0,2,6,7,8,7,2,0,10,10,0,8,10,0,8,5,3,2,1,1,0,0
2022-03-16 22:00:00,1,2,0,0,0,2,0,1,0,0,0,1,3,2,0,3,0,2,1,3,2,1,0,0,8,9,10,8,7,1,6,6,5,4,1,2,2,2,1,6,6,4,2,3,5,7,6,6,2,5,4,8,7,2,4,1,1,5,2,6,6,5,4,2,0,2,10,9,8,5,11,9,6,5,2,2,1,2,0,0
2022-03-16 23:00:00,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,3,0,1,1,0,2,3,0,2,3,3,1,4,5,3,3,4,8,7,3,4,6,4,7,7,0,3,6,0,7,5,6,5,2,4,2,1,4,0,2,1,3,3,2,3,4,0,1,3,4,0,8,10,2,0,11,0,5,4,1,3,0,0,0,0
2022-03-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 05:00:00,0,0,0,0,0,2,0,3,0,0,0,0,1,0,0,2,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 06:00:00,0,0,0,0,2,4,1,10,15,9,13,17,14,2,1,2,3,0,3,4,1,3,2,2,2,3,3,3,1,4,0,0,3,0,2,0,2,1,2,1,0,1,2,3,3,2,0,3,4,5,2,6,7,6,4,0,3,2,0,1,0,2,2,0,3,0,6,5,4,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 07:00:00,0,0,0,0,8,22,23,29,37,35,37,36,36,18,11,10,12,13,10,8,11,8,5,7,7,9,8,9,10,8,7,8,9,10,9,9,10,11,11,5,3,2,4,3,3,4,0,4,7,8,10,14,13,0,7,4,2,5,4,6,9,14,18,14,7,13,19,4,0,4,3,3,3,2,0,1,4,12,0,0
2022-03-17 08:00:00,0,6,3,0,4,10,0,16,23,20,20,28,26,20,5,10,12,11,10,5,10,7,7,0,4,4,6,7,6,9,9,9,11,14,15,12,9,11,14,8,8,10,10,11,11,10,10,13,14,13,16,17,20,21,15,4,12,6,7,9,11,15,16,17,14,16,34,32,30,29,32,23,27,8,7,7,5,3,0,0
2022-03-17 09:00:00,0,4,3,2,2,5,0,9,13,0,12,13,12,6,5,7,7,6,6,5,4,4,3,2,2,3,3,5,7,9,8,8,7,8,2,6,3,6,6,5,1,6,9,8,8,6,1,5,4,4,5,8,9,5,9,2,8,2,4,4,6,6,7,9,8,13,14,11,13,11,12,0,9,7,0,3,3,0,0,0
2022-03-17 10:00:00,0,0,0,0,3,7,8,6,10,9,8,0,10,4,2,3,5,4,4,2,3,2,3,2,3,4,1,3,4,5,6,5,4,4,5,4,6,4,5,5,4,6,0,8,7,9,7,10,10,10,9,8,7,2,4,3,2,2,1,3,4,3,0,4,5,2,10,8,6,5,6,3,4,2,1,0,0,0,0,0
2022-03-17 11:00:00,0,0,0,1,0,2,2,5,7,0,3,8,9,5,0,6,1,3,5,0,2,3,5,4,5,3,3,3,5,4,6,6,5,4,0,4,3,3,4,6,7,2,7,4,6,4,0,5,5,5,4,3,4,1,3,2,2,3,0,0,2,2,2,0,0,0,11,10,4,0,3,2,6,5,4,2,0,1,0,0
2022-03-17 12:00:00,0,1,0,0,2,4,0,5,5,0,0,4,6,3,1,2,4,5,2,4,4,3,1,0,5,7,0,7,9,7,6,5,7,10,7,7,8,3,7,6,2,7,4,7,5,3,4,7,8,7,4,6,8,5,7,0,7,3,4,3,4,0,1,0,2,0,9,9,3,0,10,3,8,5,2,4,1,2,0,0
2022-03-17 13:00:00,0,0,0,1,3,6,0,9,12,8,10,6,9,7,6,5,5,4,3,6,5,3,4,3,3,2,5,4,5,6,7,8,8,9,7,8,8,6,6,5,6,8,7,2,9,8,7,6,6,7,5,4,4,4,7,6,5,4,2,6,6,3,7,1,0,1,9,8,0,0,9,7,5,4,3,1,0,2,0,0
2022-03-17 14:00:00,0,2,0,2,3,5,0,7,8,0,9,10,9,5,3,6,5,0,3,5,6,1,4,3,4,4,2,6,7,8,6,8,5,9,5,9,8,6,7,6,2,5,4,3,4,5,5,6,1,6,7,8,10,0,11,0,0,3,0,0,3,4,0,2,5,3,7,5,3,0,8,7,5,3,2,6,1,0,0,0
2022-03-17 15:00:00,0,2,1,2,2,6,5,7,10,8,7,9,10,6,5,5,1,4,3,4,5,1,3,2,10,11,12,13,4,11,4,8,10,8,7,3,4,3,5,8,0,9,9,1,6,9,4,11,6,10,9,8,5,2,5,3,4,2,3,4,6,1,6,2,7,17,15,6,0,10,32,29,20,18,15,14,0,0,0,0
2022-03-17 16:00:00,0,3,0,2,3,10,0,13,19,18,15,16,15,7,6,9,6,0,7,5,7,6,5,0,8,9,10,10,11,8,7,5,7,6,8,7,4,4,4,7,6,6,6,9,6,9,11,11,9,12,11,10,10,2,8,7,4,5,5,6,8,7,10,8,11,10,17,16,14,10,23,22,16,9,2,7,2,2,1,0
2022-03-17 17:00:00,0,0,1,4,4,7,2,15,20,12,16,14,22,12,8,11,9,7,8,6,6,8,5,4,10,11,12,7,6,12,11,5,8,9,6,4,9,3,8,10,12,8,14,15,17,13,4,14,11,12,11,9,9,7,7,6,5,7,8,9,9,9,7,6,5,0,21,18,11,16,21,19,14,9,7,6,3,4,3,0
2022-03-17 18:00:00,0,2,0,5,7,8,3,16,20,17,21,18,20,10,9,6,10,8,5,6,7,9,8,9,20,21,21,21,18,16,15,15,14,15,13,12,7,10,11,16,16,14,12,15,13,14,12,14,14,14,14,11,10,10,9,6,7,5,0,6,10,9,9,7,7,7,33,24,19,25,26,24,21,14,12,7,2,4,0,1
2022-03-17 19:00:00,0,5,0,9,9,11,9,15,16,15,12,11,11,9,7,8,7,8,7,6,7,6,6,3,14,15,14,14,14,12,12,13,11,12,12,10,9,7,0,14,15,14,12,5,15,16,13,12,10,9,9,7,5,5,5,7,3,8,8,10,7,5,8,6,8,0,38,35,32,26,51,46,36,28,24,19,7,3,9,0
2022-03-17 20:00:00,0,1,0,1,2,3,0,2,2,0,2,3,6,3,0,2,2,0,4,3,4,1,3,2,9,7,10,9,6,9,8,6,6,4,3,4,3,4,3,6,5,5,6,0,5,6,5,8,8,5,4,3,3,3,2,1,0,4,5,2,4,6,4,3,5,4,19,17,18,13,17,16,14,9,2,7,1,1,0,0
2022-03-17 21:00:00,0,0,0,1,0,1,0,3,3,4,0,2,3,4,3,2,1,1,2,1,0,2,3,2,4,6,3,4,2,5,5,7,5,3,0,4,3,2,4,6,8,6,2,0,5,6,5,6,6,6,3,6,5,2,1,4,3,4,5,1,4,3,3,3,4,0,12,11,10,8,11,10,7,6,1,4,1,2,0,0
2022-03-17 22:00:00,0,1,0,0,1,1,2,1,0,0,0,4,2,3,1,2,0,1,2,0,1,2,4,3,2,3,4,4,5,3,4,1,4,3,3,2,2,0,2,6,4,5,4,3,6,5,5,5,6,8,6,6,0,7,6,2,5,3,3,4,5,5,3,2,0,3,8,4,3,7,6,6,8,4,3,6,4,0,0,0
2022-03-17 23:00:00,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,3,2,2,3,2,3,2,2,4,3,3,6,5,5,2,4,1,1,5,0,0,2,0,6,5,0,0,2,6,7,6,0,7,6,4,3,3,0,3,2,1,3,3,3,3,2,3,4,0,0,7,0,6,0,9,8,7,6,1,4,1,0,0,0
2022-03-18 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 05:00:00,0,0,0,0,1,1,0,2,2,0,0,4,3,1,0,2,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 06:00:00,0,1,0,0,2,3,2,8,11,0,9,8,9,4,0,1,5,0,5,6,1,4,1,1,2,1,0,0,1,0,2,1,3,3,0,2,0,2,1,1,0,1,0,3,1,1,0,2,3,0,1,3,3,4,2,3,2,1,0,1,0,0,2,0,2,0,4,3,0,4,0,0,0,1,0,0,0,0,0,0
2022-03-18 07:00:00,0,0,0,1,9,21,22,32,45,43,33,41,40,19,10,7,7,9,8,9,1,6,7,5,3,4,0,3,5,7,6,9,11,12,0,11,6,6,7,4,6,6,7,7,6,5,2,5,6,7,8,10,13,8,7,9,5,5,7,8,9,11,12,9,5,3,8,6,4,0,9,8,4,4,3,4,8,11,1,0
2022-03-18 08:00:00,0,6,5,0,3,7,6,15,19,18,17,21,30,19,7,6,9,9,8,8,7,6,6,1,7,7,8,7,7,8,9,10,12,13,12,10,8,9,11,4,5,8,14,16,14,13,12,12,12,13,12,14,15,16,9,4,8,5,6,7,10,12,14,13,15,12,41,29,27,25,13,21,16,7,5,5,4,3,0,0
2022-03-18 09:00:00,1,3,3,1,6,4,2,10,15,14,15,18,16,7,0,6,6,5,7,4,8,6,6,5,3,5,4,5,6,7,7,8,7,8,7,7,8,3,6,3,2,5,9,10,9,8,0,5,4,2,3,6,6,4,5,4,0,3,4,3,2,5,5,0,8,0,13,12,5,4,13,0,12,7,5,6,3,1,0,0
2022-03-18 10:00:00,0,1,0,0,2,5,0,7,11,0,9,8,7,3,0,2,5,2,5,5,5,7,1,3,3,5,0,4,4,5,4,7,3,8,9,7,7,7,8,4,3,5,3,7,6,6,0,6,5,5,6,4,3,2,1,0,2,2,0,1,3,0,2,3,4,0,7,7,1,2,0,1,0,0,6,4,2,1,0,0
2022-03-18 11:00:00,0,3,0,2,2,5,2,6,7,6,5,6,9,6,0,7,5,5,6,4,3,3,2,4,5,3,4,5,5,4,5,5,8,5,7,4,5,6,6,6,5,4,5,6,6,5,5,4,7,5,4,4,2,3,2,1,2,2,2,1,3,1,0,2,0,3,6,7,0,0,8,5,7,6,4,3,3,2,0,0
2022-03-18 12:00:00,0,2,0,0,5,9,0,11,24,0,22,8,11,19,3,4,3,6,5,0,2,3,2,2,3,4,5,6,6,3,6,7,6,6,0,7,3,7,5,5,7,5,6,7,6,7,6,7,7,5,2,8,7,6,4,5,6,2,0,1,3,2,1,3,4,0,8,7,1,6,5,3,4,3,0,1,2,0,0,0
2022-03-18 13:00:00,0,2,0,1,2,4,0,8,11,11,11,9,10,6,5,6,4,6,5,5,4,4,5,4,6,8,8,5,6,8,11,12,10,10,10,9,7,9,10,12,4,8,7,5,0,7,5,6,6,6,6,5,4,5,3,0,1,6,0,7,7,6,5,3,0,0,10,5,6,1,12,7,10,7,6,0,3,0,0,0
