Unnamed: 0,1_구민회관입구,2_산장빌라,3_우방아파트,4_일신건영아파트.꿈에그린아파트,5_돈암동일신건영휴먼빌아파트,6_아리랑고개.아리랑시네미디어센터,7_돈암힐스테이트.코오롱하늘채,8_돈암2동주민센터입구.흥천사,9_성신여대입구역,10_돈암시장입구,11_성북구청,12_보문2교,13_성신여대후문,14_용문중고교,15_안암동주민센터,16_보문역,17_성북구청.성북경찰서,18_삼선동주민센터,19_성신여대입구역,20_돈암2동주민센터입구.흥천사,21_돈암힐스테이트.코오롱하늘채,22_돈암동일신건영휴먼빌아파트,23_일신건영아파트.꿈에그린아파트,24_교수단지,25_산장빌라,26_508단지입구,27_508단지삼거리,28_스카이힐스,29_골드하우스,30_파크빌라앞,31_508단지삼거리,32_508단지입구,33_성북참노인전문병원,34_구민회관입구(가상)
2022-04-02 12:00:00,3,16,20,21,10,21,26,23,7,7,6,7,9,8,9,8,6,11,17,14,16,16,15,13,10,9,6,3,1,0,0,0,0,0
2022-04-02 13:00:00,6,17,19,0,8,20,11,17,7,8,9,1,13,1,11,5,8,11,18,20,20,23,14,17,8,15,9,7,7,5,0,0,4,0
2022-04-02 14:00:00,4,8,10,8,9,4,9,7,5,3,2,2,4,5,4,6,6,12,16,17,17,15,15,11,10,9,6,5,2,0,0,0,0,0
2022-04-02 15:00:00,6,8,11,0,0,11,11,8,4,3,0,4,2,1,3,4,6,11,20,18,17,17,16,13,6,12,8,5,3,2,0,0,0,0
2022-04-02 16:00:00,5,8,13,0,9,13,14,13,4,5,4,0,4,4,3,8,9,17,27,26,27,26,21,18,17,16,9,5,3,1,0,0,0,0
2022-04-02 17:00:00,13,20,8,0,19,16,8,15,5,3,6,4,5,6,5,8,10,15,33,24,34,33,28,23,22,13,18,8,3,2,1,0,0,0
2022-04-02 18:00:00,4,11,14,12,12,15,14,16,5,9,7,5,6,5,2,8,16,18,35,32,31,28,26,21,20,19,11,6,2,0,0,0,0,0
2022-04-02 19:00:00,4,12,5,0,4,5,0,5,6,3,1,0,0,0,0,4,7,14,29,28,29,29,13,21,20,17,13,9,3,1,0,1,0,0
2022-04-02 20:00:00,3,2,3,0,0,5,6,6,1,6,0,0,0,3,5,7,10,12,26,24,23,22,20,15,12,10,4,6,3,0,0,0,0,0
2022-04-02 21:00:00,2,3,4,4,0,3,1,3,2,1,0,2,0,0,0,4,5,8,17,17,18,17,16,11,10,9,6,3,2,0,1,0,0,0
2022-04-02 22:00:00,3,7,1,0,0,0,0,1,0,0,0,0,0,0,0,3,5,7,21,17,21,19,18,11,10,0,7,3,2,0,0,0,0,0
2022-04-02 23:00:00,1,1,2,0,0,0,0,1,1,5,4,7,3,2,5,4,5,11,21,21,18,17,17,10,8,8,6,4,2,0,1,0,0,0
2022-04-03 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03 05:00:00,0,4,3,0,2,1,0,3,3,2,0,0,1,0,0,0,2,2,4,0,3,2,2,0,0,1,0,0,0,0,0,1,0,0
2022-04-03 06:00:00,1,5,5,0,2,4,0,3,4,3,0,1,0,0,1,1,0,2,4,3,3,2,2,0,0,1,0,0,0,0,1,0,0,0
2022-04-03 07:00:00,2,5,4,0,0,6,4,1,1,1,0,0,2,0,0,2,1,4,8,5,0,8,4,6,2,5,0,0,0,0,0,0,0,0
2022-04-03 08:00:00,2,9,10,9,7,8,8,9,4,2,0,0,2,0,0,2,1,1,3,2,0,3,0,1,2,0,0,0,0,0,0,0,0,0
2022-04-03 09:00:00,0,10,12,6,8,11,4,7,4,1,0,0,1,0,3,1,2,4,7,2,6,4,4,5,2,2,0,0,0,0,0,0,0,0
2022-04-03 10:00:00,2,16,20,0,5,21,20,19,4,5,3,2,2,0,0,4,3,5,8,9,9,4,7,7,4,6,0,0,0,0,0,0,0,0
2022-04-03 11:00:00,1,22,23,0,0,19,22,21,9,3,0,0,0,2,1,2,1,5,8,3,6,0,2,5,3,2,0,0,0,0,0,0,0,0
2022-04-03 12:00:00,4,15,14,0,14,17,20,16,5,4,0,0,5,3,3,4,2,8,12,11,11,12,5,6,5,0,3,1,2,0,0,0,1,0
2022-04-03 13:00:00,9,13,14,0,13,14,17,19,5,3,2,0,2,0,1,3,6,7,12,9,10,13,12,11,10,9,8,6,4,3,0,0,2,0
2022-04-03 14:00:00,4,7,9,9,8,8,6,5,2,2,0,0,3,2,3,5,4,11,26,23,22,20,19,13,12,12,10,6,4,1,0,0,0,0
2022-04-03 15:00:00,4,8,9,0,0,12,0,11,3,2,1,0,2,1,2,4,4,7,14,15,8,15,11,9,8,7,4,5,1,0,0,0,0,0
2022-04-03 16:00:00,7,11,15,0,0,13,14,14,3,4,3,0,3,0,2,2,5,11,21,20,16,21,17,13,9,7,8,5,3,1,0,0,0,0
2022-04-03 17:00:00,5,8,10,0,1,10,4,2,6,4,1,0,1,2,0,3,7,11,30,28,24,24,22,17,13,10,6,4,3,1,0,0,0,0
2022-04-03 18:00:00,3,6,4,0,5,9,10,9,4,4,1,0,5,0,0,8,11,16,31,27,15,27,25,20,19,9,8,4,2,0,0,0,0,0
2022-04-03 19:00:00,3,5,7,0,4,5,0,4,3,3,0,0,0,2,2,4,5,9,28,26,23,21,19,15,12,0,11,7,3,0,0,0,0,0
2022-04-03 20:00:00,3,4,5,0,2,8,7,5,3,3,0,0,4,0,1,5,2,9,20,21,20,21,18,13,11,10,8,5,2,1,2,0,1,0
2022-04-03 21:00:00,1,4,2,0,0,3,3,2,1,3,2,0,1,0,0,2,8,21,16,15,15,19,17,12,9,9,6,4,0,0,0,0,0,0
2022-04-03 22:00:00,4,5,0,0,0,6,0,5,6,7,6,2,3,3,1,3,4,7,18,0,15,17,14,12,13,5,7,6,2,0,0,0,0,0
2022-04-03 23:00:00,0,0,0,0,0,1,0,0,0,1,2,1,0,1,0,2,1,5,15,18,6,17,16,12,8,0,6,4,2,0,0,0,0,0
2022-04-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04 05:00:00,0,11,12,0,9,6,0,6,5,3,2,2,3,1,1,0,1,1,4,1,0,2,2,0,1,3,0,0,0,0,1,0,0,0
2022-04-04 06:00:00,0,15,17,13,16,14,15,11,4,2,0,1,3,4,0,2,1,5,6,8,0,9,4,3,1,2,0,0,0,0,1,0,0,0
2022-04-04 07:00:00,3,28,40,24,23,41,42,37,13,11,12,0,15,10,7,4,3,5,10,11,15,22,23,12,11,9,1,0,0,0,1,0,0,0
2022-04-04 08:00:00,2,22,29,41,39,36,40,36,9,8,4,0,13,10,8,5,6,7,15,14,13,17,18,15,15,13,0,0,0,0,3,0,0,0
2022-04-04 09:00:00,1,15,20,10,18,30,31,27,8,6,5,3,2,1,2,3,1,4,6,4,7,8,4,7,7,5,0,0,0,1,0,0,0,0
2022-04-04 10:00:00,3,19,20,0,19,18,18,17,7,3,1,0,3,2,1,3,3,6,12,4,7,9,10,9,6,4,0,0,0,0,0,0,0,0
2022-04-04 11:00:00,1,10,15,0,0,15,0,14,4,3,0,2,4,2,3,1,3,7,18,19,17,10,12,8,8,7,5,2,1,1,2,0,0,0
2022-04-04 12:00:00,5,12,15,11,15,7,16,15,2,3,0,0,4,2,2,2,3,6,19,18,15,18,16,10,8,1,6,4,3,2,1,0,0,0
2022-04-04 13:00:00,5,12,10,0,13,13,11,10,4,3,0,1,3,2,2,3,5,11,16,15,12,16,11,14,12,11,8,6,2,2,0,1,0,0
2022-04-04 14:00:00,6,8,9,8,0,11,14,13,5,3,0,0,2,2,1,2,5,11,17,18,5,18,17,16,8,15,11,6,3,2,0,0,0,0
2022-04-04 15:00:00,11,9,12,13,12,8,0,10,3,3,4,2,5,3,2,3,12,17,29,29,17,30,27,20,19,16,10,5,3,0,1,0,0,0
2022-04-04 16:00:00,6,13,13,15,9,10,14,13,3,5,4,0,2,12,11,17,15,18,32,31,32,33,36,27,24,23,13,11,4,1,0,1,0,0
2022-04-04 17:00:00,8,12,13,0,6,7,8,11,5,5,4,3,5,5,2,5,9,14,39,42,25,43,40,31,27,26,20,9,4,1,0,0,0,0
2022-04-04 18:00:00,8,11,13,5,10,14,15,17,6,5,4,0,4,2,5,14,17,23,41,38,36,35,31,24,22,19,18,13,4,1,0,0,0,0
2022-04-04 19:00:00,5,4,6,0,3,10,0,7,3,5,4,3,3,0,3,12,13,20,39,40,34,40,38,26,23,19,13,10,4,1,0,0,0,0
2022-04-04 20:00:00,2,4,7,0,2,4,0,3,2,3,2,2,3,3,4,7,11,21,38,37,38,40,38,25,23,21,12,7,4,1,0,0,0,0
2022-04-04 21:00:00,2,5,2,0,0,2,3,1,4,2,1,0,0,3,3,4,6,17,29,27,26,23,22,15,14,12,10,6,2,0,0,0,0,0
2022-04-04 22:00:00,6,2,3,0,0,5,2,0,1,0,0,0,0,2,1,6,7,11,21,21,22,21,18,16,15,14,10,6,3,0,0,0,0,0
2022-04-04 23:00:00,2,1,0,0,0,1,0,0,1,3,2,0,4,0,1,3,5,6,21,18,15,16,19,15,14,8,6,1,2,0,0,0,0,0
2022-04-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05 05:00:00,1,8,9,0,7,9,0,8,4,1,1,0,0,0,0,0,1,1,4,0,0,2,1,0,1,2,0,0,0,0,0,0,0,0
2022-04-05 06:00:00,0,13,19,20,19,17,18,12,5,4,0,3,5,3,5,2,1,5,6,4,4,5,5,3,3,3,0,0,0,0,2,0,0,0
2022-04-05 07:00:00,1,37,46,20,27,35,38,37,13,15,11,0,15,13,10,3,3,5,10,9,11,19,20,19,10,18,0,0,0,0,0,0,0,0
2022-04-05 08:00:00,1,30,41,48,29,51,57,47,12,11,9,6,13,11,8,4,5,4,16,14,8,16,15,15,14,12,0,0,0,2,3,0,0,0
2022-04-05 09:00:00,2,26,27,0,22,22,27,26,6,2,1,0,3,2,1,3,2,3,9,8,4,8,6,4,4,0,0,0,0,0,0,0,0,0
2022-04-05 10:00:00,0,15,17,10,15,28,14,26,10,5,3,2,2,0,2,3,5,15,20,19,18,8,8,5,3,1,0,0,0,1,6,2,0,0
2022-04-05 11:00:00,1,13,16,0,15,12,0,12,4,3,1,2,1,3,2,3,5,5,11,6,6,10,5,8,6,3,0,4,2,1,0,0,0,0
2022-04-05 12:00:00,5,12,16,0,0,20,10,19,4,5,4,0,2,1,0,3,4,8,14,15,10,13,0,9,6,1,4,2,1,0,0,0,0,0
2022-04-05 13:00:00,3,8,14,0,13,17,12,12,6,4,3,0,4,0,1,5,7,8,16,14,13,12,11,9,5,8,5,3,2,2,0,0,0,0
2022-04-05 14:00:00,6,7,9,0,0,8,7,7,5,6,4,0,5,4,5,5,8,8,26,17,24,23,22,13,10,9,7,3,2,1,0,0,0,0
2022-04-05 15:00:00,12,16,15,5,7,15,8,14,5,2,0,1,3,1,2,4,7,12,22,21,15,14,10,11,7,10,6,4,2,0,0,0,0,0
2022-04-05 16:00:00,3,13,15,14,5,9,15,11,7,7,4,1,6,8,6,7,11,23,34,33,30,30,28,24,19,17,13,10,3,1,0,0,0,0
2022-04-05 17:00:00,6,13,10,0,12,7,0,9,5,4,0,1,5,8,7,8,18,23,33,34,34,33,31,25,20,19,11,6,3,1,0,0,0,0
2022-04-05 18:00:00,8,10,13,0,12,16,17,15,4,6,7,1,7,9,9,15,16,24,43,40,40,41,35,32,28,22,18,9,4,2,0,1,0,0
2022-04-05 19:00:00,5,8,9,0,8,7,9,11,9,7,4,1,0,0,2,11,14,16,37,37,35,31,29,25,24,23,16,11,5,1,0,0,0,0
2022-04-05 20:00:00,1,3,1,0,0,2,4,3,2,2,0,1,1,0,0,5,6,13,33,31,30,27,24,14,14,10,11,9,3,1,0,0,0,0
2022-04-05 21:00:00,1,3,0,0,2,0,0,0,2,0,0,0,4,3,7,9,11,15,24,27,28,27,25,19,12,10,8,6,3,1,0,0,0,0
2022-04-05 22:00:00,3,7,0,2,1,6,0,6,2,4,0,0,4,4,5,9,13,19,29,28,27,26,22,19,17,16,12,7,3,0,0,0,0,0
2022-04-05 23:00:00,2,1,3,2,0,0,0,3,2,4,3,4,1,0,1,3,2,3,14,14,8,13,16,9,8,7,6,4,1,0,0,0,0,0
2022-04-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06 05:00:00,0,11,6,0,8,5,0,9,6,2,2,0,0,1,1,0,1,1,4,0,3,0,0,0,0,0,0,0,0,0,2,5,0,0
2022-04-06 06:00:00,0,17,14,13,0,18,22,16,2,1,0,0,4,5,3,3,2,4,5,4,0,3,4,1,2,3,0,0,0,2,3,0,0,0
2022-04-06 07:00:00,2,25,32,26,26,42,44,39,14,16,11,0,16,8,6,5,4,6,12,13,16,21,25,27,2,25,2,0,0,0,1,0,0,0
2022-04-06 08:00:00,0,24,35,24,23,45,46,40,13,14,5,4,14,10,10,3,2,3,15,9,13,19,10,15,14,10,0,0,0,3,4,0,0,0
2022-04-06 09:00:00,1,17,17,0,10,19,21,20,6,5,4,0,1,6,6,4,4,5,10,9,5,7,6,6,5,4,0,0,0,0,0,0,0,0
2022-04-06 10:00:00,1,15,19,18,0,20,21,20,4,5,0,0,6,2,5,1,2,3,9,8,7,8,10,8,7,6,5,0,0,2,6,0,0,0
2022-04-06 11:00:00,4,13,17,18,13,22,24,23,9,7,0,6,5,1,4,2,4,6,14,16,7,6,15,14,11,5,1,0,0,0,0,0,0,0
2022-04-06 12:00:00,5,10,12,13,11,12,11,9,4,2,2,1,3,2,1,2,4,7,14,13,14,15,14,13,12,10,7,6,3,1,0,0,0,0
2022-04-06 13:00:00,4,9,10,11,0,10,12,11,6,2,0,0,0,2,0,6,5,11,12,14,17,18,17,12,9,8,8,3,4,2,0,0,1,0
2022-04-06 14:00:00,3,4,7,0,6,7,8,7,5,1,0,0,2,1,3,2,6,7,17,18,17,14,16,13,11,6,4,2,1,0,0,0,0,0
2022-04-06 15:00:00,9,13,14,3,12,14,11,13,6,8,8,7,6,23,22,23,23,29,34,16,28,27,24,16,10,15,8,10,4,1,0,0,0,0
2022-04-06 16:00:00,9,13,12,9,8,16,17,14,4,3,4,0,3,0,3,6,12,18,31,30,28,29,28,21,20,10,8,5,3,2,0,1,0,0
2022-04-06 17:00:00,8,13,14,12,7,11,10,12,6,8,0,1,4,0,3,4,8,14,26,27,27,26,25,20,19,16,14,10,5,1,0,0,0,0
2022-04-06 18:00:00,8,10,13,10,11,13,13,13,3,11,4,10,10,8,11,13,15,22,40,41,42,41,37,26,24,22,13,10,3,1,0,0,0,0
2022-04-06 19:00:00,4,7,9,0,8,9,7,8,3,3,0,2,2,1,10,17,21,22,41,39,39,39,35,29,23,20,13,9,6,2,0,0,1,0
2022-04-06 20:00:00,2,4,3,0,0,4,0,4,3,3,0,1,0,1,5,16,17,25,41,39,35,36,32,22,20,13,9,6,5,1,0,0,0,0
2022-04-06 21:00:00,3,4,2,0,0,0,1,0,0,4,1,0,0,0,3,7,8,14,32,31,20,32,30,25,20,19,12,8,5,1,0,0,0,0
2022-04-06 22:00:00,4,3,2,0,2,3,5,3,2,4,0,4,2,5,2,7,5,13,32,30,29,30,28,21,9,19,14,6,2,0,0,0,0,0
2022-04-06 23:00:00,0,2,1,0,0,2,3,0,2,1,1,2,1,0,0,3,4,6,16,17,16,13,13,11,9,8,7,4,1,0,0,0,0,0
2022-04-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07 05:00:00,0,12,13,0,12,6,0,8,6,3,2,0,1,0,0,1,0,1,4,5,4,2,1,0,0,1,0,0,0,0,2,0,0,0
2022-04-07 06:00:00,0,12,9,8,9,14,14,14,3,0,2,1,4,5,3,2,1,6,7,5,4,8,7,6,0,2,0,0,0,0,2,0,0,0
2022-04-07 07:00:00,1,30,40,32,22,40,41,39,12,12,10,3,10,11,11,5,5,9,14,8,15,24,26,27,26,24,2,0,0,1,2,0,0,0
2022-04-07 08:00:00,1,29,38,26,37,39,36,32,10,6,4,0,13,8,6,3,2,3,11,11,10,13,12,18,15,12,1,0,3,1,5,0,0,0
2022-04-07 09:00:00,0,20,27,0,25,30,18,26,5,3,1,2,5,5,4,2,3,4,13,12,11,13,13,11,8,5,0,0,0,0,0,2,0,0
2022-04-07 10:00:00,1,12,15,10,0,21,20,17,4,3,1,2,2,3,1,4,3,4,7,9,9,7,6,5,4,3,3,0,0,1,0,0,0,0
2022-04-07 11:00:00,2,13,14,12,11,15,13,12,3,3,0,0,3,0,2,3,6,7,11,12,8,14,3,11,9,5,4,3,2,0,1,0,0,0
2022-04-07 12:00:00,4,10,14,0,7,15,9,11,7,6,0,0,5,4,2,3,4,8,20,17,18,18,17,13,12,11,5,4,3,1,0,1,0,0
2022-04-07 13:00:00,5,7,10,0,0,8,6,9,2,5,0,6,3,2,3,5,9,10,14,13,13,14,11,8,7,0,6,3,2,0,0,0,0,0
2022-04-07 14:00:00,9,13,14,0,0,13,14,13,5,5,2,3,4,4,3,4,6,10,22,21,20,15,17,11,10,9,8,4,3,1,0,0,0,0
2022-04-07 15:00:00,11,10,9,9,8,10,6,8,4,3,0,0,4,2,3,5,8,9,15,12,16,15,12,9,2,11,6,4,2,1,0,0,0,0
2022-04-07 16:00:00,10,15,13,12,11,11,12,9,7,4,6,0,6,16,18,21,26,28,32,29,28,30,23,20,16,14,12,7,3,1,0,0,0,0
2022-04-07 17:00:00,7,11,11,0,0,13,14,12,4,7,0,3,6,7,6,8,11,16,33,32,33,34,30,23,18,16,13,9,3,1,0,0,0,0
2022-04-07 18:00:00,10,18,19,0,0,16,5,15,5,5,5,6,8,4,9,15,20,27,47,35,35,35,31,26,22,20,15,7,4,1,0,0,0,0
2022-04-07 19:00:00,3,5,7,0,0,9,4,8,3,3,0,4,4,3,3,9,11,13,51,49,42,42,36,21,19,19,11,9,4,1,0,0,0,0
2022-04-07 20:00:00,4,5,5,0,0,5,5,4,1,2,0,0,3,0,3,7,8,16,30,29,25,26,22,18,17,14,13,8,3,0,0,0,0,0
2022-04-07 21:00:00,4,2,5,3,0,3,3,4,2,4,0,3,0,2,2,4,6,10,26,25,24,30,29,19,16,18,12,9,5,1,0,0,0,0
2022-04-07 22:00:00,3,4,5,0,2,6,7,3,4,3,0,2,3,4,4,9,10,13,32,35,37,32,26,24,19,16,11,8,3,1,0,0,0,0
2022-04-07 23:00:00,2,1,2,0,0,2,0,1,1,1,0,0,0,1,1,4,5,8,15,15,14,19,14,12,9,6,7,5,1,0,0,0,0,0
2022-04-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08 05:00:00,0,8,10,0,5,10,0,9,2,1,0,0,0,0,1,0,0,2,3,0,2,1,0,0,0,1,0,0,0,3,5,0,0,0
2022-04-08 06:00:00,0,12,12,6,11,9,10,11,2,0,0,0,4,0,2,3,0,3,5,4,3,6,5,1,4,4,0,0,0,0,0,0,0,0
2022-04-08 07:00:00,1,27,35,27,28,45,37,38,18,17,16,0,15,8,9,5,3,5,8,7,11,18,19,20,11,19,0,0,0,2,3,0,0,0
2022-04-08 08:00:00,1,23,30,30,29,32,39,36,9,5,4,3,11,9,9,4,2,3,11,6,10,10,10,20,19,18,0,0,0,2,5,0,0,0
2022-04-08 09:00:00,1,22,26,0,25,32,22,29,10,7,1,0,6,6,5,3,3,5,9,7,8,8,8,7,5,4,0,0,0,2,0,0,0,0
2022-04-08 10:00:00,1,16,19,12,12,19,17,17,4,4,2,0,3,2,2,1,4,4,5,6,5,8,6,4,3,2,0,0,0,0,0,0,0,0
2022-04-08 11:00:00,2,14,15,11,15,15,15,12,5,2,0,0,0,1,1,3,4,10,10,10,9,8,8,6,0,6,4,1,0,0,2,0,1,0
2022-04-08 12:00:00,8,14,15,14,13,9,14,13,8,8,0,7,6,7,3,4,6,8,17,18,12,19,18,16,14,12,7,5,3,1,0,0,0,0
2022-04-08 13:00:00,5,8,11,0,10,13,5,11,4,3,1,0,2,3,1,3,4,7,13,16,17,12,11,12,7,9,10,5,3,1,0,2,1,0
2022-04-08 14:00:00,9,12,8,6,11,12,9,13,5,2,1,0,3,1,6,5,6,9,14,13,13,12,12,10,9,9,6,4,2,1,0,0,0,0
2022-04-08 15:00:00,14,11,18,17,15,9,5,8,5,5,0,2,5,0,5,7,8,11,21,20,21,24,25,18,17,15,12,9,5,2,0,0,0,0
2022-04-08 16:00:00,6,11,14,13,10,14,15,12,5,6,1,3,2,16,18,19,23,20,33,32,33,32,30,18,16,15,9,6,3,1,0,0,0,0
2022-04-08 17:00:00,10,15,17,16,16,17,8,14,5,6,5,4,6,5,7,10,11,16,30,31,29,27,26,19,17,15,14,6,2,1,0,0,0,0
2022-04-08 18:00:00,10,13,17,0,14,14,17,16,5,7,6,3,7,4,9,9,11,19,40,37,32,33,30,23,19,18,12,8,5,1,2,0,0,0
2022-04-08 19:00:00,6,8,5,0,0,8,0,5,6,4,5,0,6,0,7,18,20,23,45,44,40,39,36,27,22,23,18,12,4,1,0,0,0,0
2022-04-08 20:00:00,2,2,6,0,0,6,3,7,4,2,3,0,3,0,1,4,7,13,31,30,31,29,28,23,20,18,11,7,3,0,0,0,0,0
2022-04-08 21:00:00,3,4,5,1,0,2,2,4,1,6,5,0,0,4,5,7,7,27,26,26,19,26,25,21,16,20,16,7,3,1,0,0,0,0
2022-04-08 22:00:00,3,4,2,0,0,2,2,2,1,3,0,2,2,0,4,9,10,14,30,24,17,26,23,16,14,12,8,8,5,0,0,0,0,0
2022-04-08 23:00:00,0,4,0,0,1,7,1,7,1,1,0,0,1,0,2,5,6,7,19,20,31,31,28,18,16,7,9,5,3,0,0,0,0,0
2022-04-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09 05:00:00,0,5,3,0,2,4,0,0,4,3,0,0,0,0,2,0,0,0,6,1,0,0,1,0,0,1,0,0,0,0,0,5,0,0
2022-04-09 06:00:00,0,4,5,1,3,4,5,3,2,0,0,1,1,2,1,2,2,6,5,4,4,1,4,3,0,3,0,0,0,0,0,0,0,0
2022-04-09 07:00:00,0,8,13,0,5,11,7,10,2,1,1,0,1,0,1,2,2,3,7,7,0,8,0,7,5,2,0,0,0,2,0,0,0,0
2022-04-09 08:00:00,0,16,13,0,6,16,0,16,6,5,1,2,3,4,3,2,1,1,6,4,1,4,0,5,2,2,0,0,0,0,0,0,0,0
2022-04-09 09:00:00,2,18,23,0,16,24,19,22,10,5,1,0,6,7,5,3,3,4,10,6,2,5,6,5,9,8,0,0,0,0,0,0,0,0
2022-04-09 10:00:00,1,16,20,17,13,21,20,19,5,3,1,6,2,6,8,3,5,8,15,15,14,13,13,7,5,3,0,0,0,0,0,9,0,0
