Unnamed: 0,1_구민회관입구,2_산장빌라,3_우방아파트,4_일신건영아파트.꿈에그린아파트,5_돈암동일신건영휴먼빌아파트,6_아리랑고개.아리랑시네미디어센터,7_돈암힐스테이트.코오롱하늘채,8_돈암2동주민센터입구.흥천사,9_성신여대입구역,10_돈암시장입구,11_성북구청,12_보문2교,13_성신여대후문,14_용문중고교,15_안암동주민센터,16_보문역,17_성북구청.성북경찰서,18_삼선동주민센터,19_성신여대입구역,20_돈암2동주민센터입구.흥천사,21_돈암힐스테이트.코오롱하늘채,22_돈암동일신건영휴먼빌아파트,23_일신건영아파트.꿈에그린아파트,24_교수단지,25_산장빌라,26_508단지입구,27_508단지삼거리,28_스카이힐스,29_골드하우스,30_파크빌라앞,31_508단지삼거리,32_508단지입구,33_성북참노인전문병원,34_구민회관입구(가상)
2022-04-09 11:00:00,1,15,19,0,0,17,15,18,5,4,3,4,3,5,4,1,3,7,15,8,16,15,16,14,7,5,0,3,1,0,0,2,0,0
2022-04-09 12:00:00,10,16,17,0,16,24,15,22,9,6,5,0,6,8,5,5,6,15,32,34,16,35,33,24,20,18,13,9,2,1,0,0,0,0
2022-04-09 13:00:00,7,11,12,7,0,15,7,14,5,2,1,0,1,1,2,4,7,9,13,14,13,13,12,15,14,11,8,3,2,1,0,0,0,0
2022-04-09 14:00:00,5,7,10,0,5,8,15,11,4,3,2,1,2,3,4,5,7,11,18,16,16,12,15,10,9,6,7,3,1,0,0,0,0,0
2022-04-09 15:00:00,5,12,10,0,10,11,8,14,6,5,0,5,7,6,2,5,4,10,19,17,18,17,16,13,12,8,6,3,2,0,0,0,0,0
2022-04-09 16:00:00,7,14,17,4,4,18,19,10,5,5,0,3,6,2,2,6,10,20,29,26,30,29,28,18,15,13,12,8,2,0,0,0,0,0
2022-04-09 17:00:00,11,14,16,0,15,17,20,18,7,5,4,0,2,5,3,3,4,9,27,27,23,22,20,16,15,9,10,8,4,2,1,0,0,0
2022-04-09 18:00:00,5,10,8,8,6,11,8,9,5,4,4,0,6,0,5,9,13,22,28,30,29,27,28,24,18,15,11,8,3,1,0,0,0,0
2022-04-09 19:00:00,5,10,11,0,0,10,6,8,6,4,1,0,2,3,3,7,3,12,30,26,21,27,25,19,18,16,12,8,4,0,0,0,0,0
2022-04-09 20:00:00,0,4,5,0,0,5,0,6,1,2,0,0,0,0,1,2,8,18,35,35,19,21,29,20,19,17,13,6,2,1,0,0,0,0
2022-04-09 21:00:00,3,4,5,0,0,5,4,6,5,3,0,1,0,0,1,6,7,16,22,20,21,20,13,14,9,6,6,4,3,1,0,0,0,0
2022-04-09 22:00:00,2,1,0,0,0,3,0,5,1,3,0,4,3,4,2,5,6,10,20,18,0,19,18,12,11,11,9,6,3,2,0,0,0,0
2022-04-09 23:00:00,1,2,3,0,0,1,0,2,1,2,3,1,2,1,0,3,2,9,18,20,19,18,14,10,8,0,7,5,2,0,0,0,0,0
2022-04-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 05:00:00,0,6,3,0,5,0,0,1,4,1,0,0,0,0,3,0,0,2,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
2022-04-10 06:00:00,0,4,4,0,3,3,3,0,2,0,0,0,0,0,0,2,3,2,4,5,5,0,6,4,0,4,0,0,0,0,0,0,0,0
2022-04-10 07:00:00,0,5,0,0,0,4,5,2,1,0,2,0,0,0,1,1,4,3,6,8,0,0,0,2,0,6,0,0,0,0,1,0,0,0
2022-04-10 08:00:00,1,13,14,0,13,9,9,9,2,0,0,0,1,0,1,3,2,3,8,6,4,7,6,5,0,1,0,0,0,0,0,1,0,0
2022-04-10 09:00:00,1,11,14,0,5,15,15,14,4,2,1,0,3,3,4,2,4,4,6,5,3,4,3,2,3,1,0,0,0,2,0,0,0,0
2022-04-10 10:00:00,1,14,16,0,4,13,0,12,5,4,2,0,5,6,0,3,3,7,13,5,4,5,0,2,1,1,0,0,0,1,0,0,0,0
2022-04-10 11:00:00,1,18,22,15,13,20,24,23,10,6,0,0,3,4,4,4,0,4,12,11,0,13,6,9,6,4,0,0,0,0,0,0,0,0
2022-04-10 12:00:00,6,10,12,3,11,17,10,19,4,4,2,0,1,0,2,3,4,9,12,10,12,8,9,11,10,7,9,7,3,3,0,1,0,0
2022-04-10 13:00:00,6,12,14,10,9,19,20,16,7,5,0,0,4,0,2,6,11,13,24,20,18,10,16,15,11,14,6,5,2,1,0,0,0,0
2022-04-10 14:00:00,5,7,11,0,0,13,12,10,4,4,3,1,4,3,2,4,6,14,17,9,11,16,14,11,6,4,6,5,4,1,0,0,0,0
2022-04-10 15:00:00,4,8,11,0,7,11,12,13,4,5,0,3,6,0,0,3,5,9,18,17,14,19,20,13,11,6,6,2,2,0,2,0,0,0
2022-04-10 16:00:00,3,7,8,0,6,10,12,14,5,5,0,3,3,3,0,5,6,12,24,26,25,24,22,17,14,10,10,7,3,1,0,0,0,0
2022-04-10 17:00:00,8,6,12,5,0,15,0,14,6,1,0,0,2,0,0,5,0,12,22,24,14,20,18,13,12,7,11,4,3,0,0,0,0,0
2022-04-10 18:00:00,5,10,15,0,14,20,7,19,3,4,6,0,5,1,0,3,4,9,25,23,19,21,19,15,13,11,10,7,3,1,0,0,1,0
2022-04-10 19:00:00,4,4,5,3,0,6,0,6,5,5,2,0,3,1,6,10,10,18,25,23,14,13,22,13,12,11,6,3,1,0,0,0,0,0
2022-04-10 20:00:00,1,2,3,0,0,4,2,3,2,3,2,0,1,0,0,3,4,14,28,19,28,27,20,11,8,7,5,3,1,0,0,0,0,0
2022-04-10 21:00:00,1,3,0,3,0,4,1,2,0,4,0,0,1,5,1,6,5,8,18,9,20,17,16,8,8,7,6,4,2,0,0,0,0,0
2022-04-10 22:00:00,5,3,0,0,0,0,0,3,1,1,0,0,0,0,0,2,3,9,17,16,17,18,17,13,12,12,7,3,2,0,1,0,0,0
2022-04-10 23:00:00,0,0,1,0,0,0,0,0,0,1,0,1,2,0,1,2,3,4,14,6,13,12,6,9,8,4,6,5,4,0,0,0,0,0
2022-04-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 05:00:00,0,15,18,17,16,11,0,10,4,2,2,0,0,0,2,2,1,0,3,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-04-11 06:00:00,0,12,9,10,8,10,10,9,2,0,1,1,3,1,1,2,2,5,6,4,0,7,5,2,6,5,1,0,0,3,0,1,0,0
2022-04-11 07:00:00,2,28,36,37,26,45,42,37,15,22,6,0,18,7,6,7,6,8,15,14,16,23,21,21,14,18,0,0,0,0,0,0,0,0
2022-04-11 08:00:00,0,25,34,35,34,39,42,38,8,14,4,3,15,9,8,4,2,5,13,12,12,16,11,20,13,19,0,0,0,6,8,6,0,0
2022-04-11 09:00:00,1,15,21,12,19,18,17,16,6,4,2,1,5,4,6,3,4,4,8,7,6,8,8,7,6,5,0,0,0,2,0,0,0,0
2022-04-11 10:00:00,4,17,22,21,20,21,23,21,8,3,1,2,2,1,0,2,4,4,8,6,9,9,10,8,2,6,0,0,0,1,0,5,0,0
2022-04-11 11:00:00,1,11,14,0,13,18,19,17,11,8,7,0,3,3,5,4,4,7,13,13,15,17,7,5,0,6,1,0,0,0,0,0,0,0
2022-04-11 12:00:00,7,11,12,11,0,12,12,12,5,6,4,0,5,6,5,6,4,8,15,17,11,17,16,11,8,6,6,3,3,2,0,0,0,0
2022-04-11 13:00:00,4,13,14,0,15,11,10,11,3,3,2,0,4,3,0,5,6,8,15,13,15,16,15,11,9,8,8,7,5,1,0,0,0,0
2022-04-11 14:00:00,5,8,9,0,0,13,14,15,6,4,2,5,5,0,3,4,4,7,15,16,17,16,17,13,2,12,8,6,1,0,0,0,0,0
2022-04-11 15:00:00,7,12,13,0,3,12,7,12,5,6,3,0,3,4,1,4,6,11,22,21,18,21,21,16,15,14,8,6,2,1,0,0,0,0
2022-04-11 16:00:00,8,13,16,13,15,14,10,12,6,6,4,3,5,17,19,22,25,28,35,39,39,39,38,30,29,27,19,14,2,1,0,0,0,0
2022-04-11 17:00:00,9,16,18,0,16,22,19,18,5,6,3,0,4,3,2,5,8,14,33,32,25,32,33,27,23,21,12,9,5,1,0,0,0,0
2022-04-11 18:00:00,5,9,7,8,8,10,1,6,2,6,4,7,8,3,5,15,18,26,43,40,38,36,34,26,25,21,12,8,3,0,0,0,0,0
2022-04-11 19:00:00,4,6,6,0,0,7,6,5,3,4,4,2,5,4,5,11,13,18,57,55,52,50,46,34,32,30,16,12,4,0,0,0,0,0
2022-04-11 20:00:00,2,3,5,0,1,3,0,1,2,4,0,3,2,1,2,3,8,15,35,33,33,32,30,22,20,21,14,9,5,0,1,0,0,0
2022-04-11 21:00:00,2,2,2,0,1,0,3,2,3,4,3,2,1,0,2,5,8,14,29,29,30,25,22,17,15,14,9,8,3,1,0,0,0,0
2022-04-11 22:00:00,6,7,10,1,1,9,0,7,1,0,0,0,4,3,3,6,8,13,23,24,21,30,28,20,17,16,12,6,2,0,0,0,0,0
2022-04-11 23:00:00,1,2,1,0,0,2,0,1,1,5,3,2,1,0,4,3,4,7,15,16,14,18,15,12,10,10,7,6,4,1,0,0,0,0
2022-04-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 05:00:00,0,12,14,13,7,12,8,10,3,2,2,0,0,0,3,0,1,2,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
2022-04-12 06:00:00,0,10,11,10,10,11,11,10,3,2,1,0,4,2,3,2,0,2,6,2,0,8,8,4,1,3,0,0,0,0,0,0,0,0
2022-04-12 07:00:00,1,31,41,42,30,42,40,38,12,15,13,0,12,5,6,3,3,4,10,13,14,19,21,12,5,19,1,0,0,3,4,0,0,0
2022-04-12 08:00:00,2,29,35,28,34,40,41,32,12,11,0,0,14,12,13,5,4,5,16,13,10,13,14,24,23,22,0,0,0,0,0,0,0,0
2022-04-12 09:00:00,1,19,22,18,20,28,29,23,7,4,2,0,5,3,3,1,2,3,11,10,9,10,11,10,8,5,0,0,0,0,2,0,0,0
2022-04-12 10:00:00,2,13,17,0,0,15,17,14,7,5,2,0,4,3,3,2,4,6,10,1,9,11,10,7,2,7,3,0,0,0,2,1,0,0
2022-04-12 11:00:00,1,12,15,0,14,15,16,16,6,4,0,2,1,0,3,3,5,8,19,20,8,21,17,9,7,7,0,0,0,0,0,0,0,0
2022-04-12 12:00:00,6,8,11,0,0,10,10,10,6,5,4,0,3,0,3,3,4,12,20,19,9,19,16,10,6,9,6,5,2,1,0,0,0,0
2022-04-12 13:00:00,5,11,16,8,0,16,8,15,7,8,6,4,5,4,3,6,10,12,23,25,30,29,26,20,17,16,12,9,2,2,0,0,0,0
2022-04-12 14:00:00,4,6,7,13,4,13,14,10,4,4,0,2,3,4,0,5,7,7,15,16,17,17,12,9,6,5,5,3,2,1,0,0,0,0
2022-04-12 15:00:00,9,10,11,2,10,12,2,11,3,3,1,2,2,3,3,4,5,13,26,25,14,24,20,15,12,10,7,7,6,3,0,0,0,0
2022-04-12 16:00:00,5,11,14,12,0,10,11,10,4,6,0,0,4,14,15,17,18,24,37,34,26,23,19,15,14,11,7,5,2,1,0,0,0,0
2022-04-12 17:00:00,6,8,10,0,7,12,8,6,5,6,7,6,9,9,7,14,17,26,43,46,48,46,46,32,20,16,12,10,3,1,0,0,0,0
2022-04-12 18:00:00,4,9,10,0,0,9,11,10,3,5,3,3,5,4,6,17,21,33,56,50,47,39,39,30,29,28,18,10,5,1,0,0,0,0
2022-04-12 19:00:00,4,6,7,5,4,6,5,6,3,4,3,0,2,0,2,14,16,24,44,42,39,46,40,33,30,27,13,7,2,0,0,0,0,0
2022-04-12 20:00:00,3,4,5,2,4,5,0,3,3,7,0,0,3,0,4,5,5,16,34,36,39,38,37,23,15,22,15,8,7,2,1,0,0,0
2022-04-12 21:00:00,3,4,5,1,0,3,6,0,4,6,1,5,1,1,3,6,7,26,33,30,28,28,26,22,21,20,15,9,4,0,0,0,0,0
2022-04-12 22:00:00,7,8,1,0,0,1,9,8,3,3,0,0,4,3,5,10,11,18,38,36,35,31,27,16,14,13,8,5,1,0,0,0,0,0
2022-04-12 23:00:00,0,2,3,0,2,1,0,0,1,1,0,0,1,1,0,5,3,8,22,21,12,20,18,12,10,6,6,5,2,0,0,0,0,0
2022-04-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 05:00:00,0,13,16,0,15,10,0,8,7,4,1,0,0,0,1,1,0,0,3,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0
2022-04-13 06:00:00,0,16,15,0,10,19,20,18,6,5,0,0,6,0,1,1,1,6,4,4,2,5,6,5,0,5,0,0,0,0,1,0,0,0
2022-04-13 07:00:00,1,23,27,28,26,30,35,32,15,16,8,0,19,10,5,2,2,4,11,12,12,18,19,19,9,18,5,0,0,3,2,11,0,0
2022-04-13 08:00:00,1,27,37,26,26,41,37,38,13,13,4,6,14,9,8,5,4,5,12,11,10,14,13,21,12,19,0,0,0,0,0,0,0,0
2022-04-13 09:00:00,1,22,26,19,18,23,9,19,6,7,4,0,6,4,5,3,4,8,14,10,8,9,9,8,5,4,1,0,0,1,0,0,0,0
2022-04-13 10:00:00,1,17,18,0,0,18,19,20,6,4,2,1,1,0,1,1,3,5,5,3,3,5,4,3,1,1,0,0,0,0,1,0,0,0
2022-04-13 11:00:00,2,14,17,0,9,17,16,16,4,3,0,0,0,0,2,4,5,6,13,6,14,13,3,11,10,2,5,2,0,1,0,0,0,0
2022-04-13 12:00:00,4,10,14,0,0,10,11,10,3,2,0,0,3,0,2,3,4,5,11,9,12,10,11,9,4,8,7,5,2,1,0,0,0,0
2022-04-13 13:00:00,7,12,14,0,12,17,19,17,5,2,1,0,0,1,2,4,5,8,14,13,15,16,15,11,10,8,8,6,3,2,0,0,0,0
2022-04-13 14:00:00,5,7,9,0,8,7,9,8,5,3,0,3,4,3,3,8,10,18,29,29,15,16,26,23,22,21,11,7,4,1,0,0,0,0
2022-04-13 15:00:00,7,8,5,0,7,10,11,10,4,5,4,0,5,15,1,13,16,21,30,28,25,21,16,13,9,12,8,6,3,0,0,0,0,0
2022-04-13 16:00:00,7,9,8,0,7,8,7,6,2,3,1,3,1,5,4,6,10,12,25,26,28,27,26,19,17,14,9,8,1,0,0,0,0,0
2022-04-13 17:00:00,8,12,15,14,13,12,13,11,4,9,10,5,9,1,12,16,20,30,46,45,44,43,38,27,20,19,12,12,7,5,4,0,0,0
2022-04-13 18:00:00,7,11,13,11,11,12,12,12,4,5,0,4,8,7,8,12,16,25,43,36,36,34,31,26,26,25,19,14,5,1,0,0,0,0
2022-04-13 19:00:00,8,11,12,10,0,8,3,11,6,6,5,0,5,5,3,8,10,16,44,41,39,35,30,24,23,15,11,9,2,0,0,0,0,0
2022-04-13 20:00:00,2,2,0,0,1,4,5,3,4,2,0,0,0,0,2,5,9,14,41,41,39,38,33,22,19,20,12,6,5,0,0,0,0,0
2022-04-13 21:00:00,4,7,8,0,7,6,0,5,1,3,0,1,5,2,0,5,10,14,29,25,24,28,27,21,15,9,15,10,4,1,0,0,0,0
2022-04-13 22:00:00,4,3,5,0,4,3,5,6,3,0,2,1,3,4,4,4,6,11,30,30,31,30,26,17,14,12,12,5,2,0,0,0,0,0
2022-04-13 23:00:00,0,1,2,0,0,2,0,0,2,1,0,0,2,0,2,5,6,8,17,18,13,17,15,14,12,9,8,5,3,1,0,0,0,0
2022-04-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14 05:00:00,0,12,15,0,11,10,0,8,3,0,1,0,4,0,3,0,1,1,5,4,5,1,0,0,0,3,0,0,0,2,3,0,0,0
2022-04-14 06:00:00,1,12,11,8,10,11,12,11,3,0,0,0,3,0,2,4,0,3,6,2,1,6,7,6,2,5,1,0,0,0,4,0,0,0
2022-04-14 07:00:00,1,28,40,39,35,41,42,39,16,15,10,0,17,11,10,4,5,9,13,3,15,20,14,21,15,11,0,0,0,0,1,0,0,0
2022-04-14 08:00:00,0,27,35,41,40,42,46,41,11,17,3,2,18,9,8,8,4,3,10,11,7,16,15,13,12,11,0,0,0,0,0,0,0,0
2022-04-14 09:00:00,1,16,19,16,15,23,18,19,8,3,7,5,7,8,5,4,2,5,9,4,6,9,9,8,6,4,0,0,0,1,1,2,0,0
2022-04-14 10:00:00,1,11,15,15,0,13,14,14,4,4,3,0,2,0,1,2,3,5,12,11,4,12,12,9,0,8,0,0,0,2,1,0,0,0
2022-04-14 11:00:00,2,16,18,0,16,15,16,14,6,6,5,3,6,3,6,6,3,8,14,15,14,8,13,11,10,9,6,5,4,3,0,0,0,0
2022-04-14 12:00:00,3,8,11,10,5,10,10,16,5,5,3,2,4,4,5,4,7,8,17,16,14,11,15,13,8,9,5,3,1,1,0,0,0,0
2022-04-14 13:00:00,5,11,14,15,10,11,16,15,5,2,0,0,2,3,1,4,6,9,20,18,16,15,13,12,3,8,5,6,3,2,0,1,0,0
2022-04-14 14:00:00,2,4,6,0,0,8,11,13,6,5,2,0,4,3,4,5,8,15,21,22,23,18,22,14,13,12,9,6,4,0,0,0,0,0
2022-04-14 15:00:00,8,11,12,2,6,11,12,11,4,5,0,0,0,5,5,2,7,11,21,19,15,19,18,13,12,10,7,5,0,0,0,0,0,0
2022-04-14 16:00:00,11,12,15,14,1,16,11,15,5,6,4,1,5,21,22,25,25,24,28,26,25,24,25,20,18,16,11,6,4,3,0,0,1,0
2022-04-14 17:00:00,7,9,11,0,9,8,0,10,4,3,0,2,4,3,3,9,16,22,39,34,32,33,31,23,21,19,10,7,3,2,0,0,0,0
2022-04-14 18:00:00,5,6,10,5,8,9,10,11,5,7,4,6,5,3,7,18,25,33,42,43,37,41,40,30,24,20,13,9,3,1,0,0,0,0
2022-04-14 19:00:00,3,5,7,4,6,9,6,9,4,6,2,0,7,2,4,11,15,21,46,46,44,40,37,28,25,22,14,7,5,1,0,0,0,0
2022-04-14 20:00:00,4,3,4,0,1,5,0,0,2,3,0,2,0,0,2,5,7,12,33,34,31,29,29,21,18,15,13,9,3,0,0,0,0,0
2022-04-14 21:00:00,4,7,0,4,5,4,0,3,2,4,2,1,3,3,1,5,8,11,28,25,25,27,27,21,20,15,12,5,2,0,0,0,0,0
2022-04-14 22:00:00,4,5,0,0,2,2,0,4,2,2,0,1,3,2,3,7,5,14,37,35,35,33,26,17,15,11,10,6,5,0,0,0,0,0
2022-04-14 23:00:00,1,1,2,1,0,0,2,1,1,0,0,0,2,2,2,5,9,16,21,23,23,22,21,17,14,7,5,3,1,0,0,0,0,0
2022-04-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 05:00:00,0,14,17,0,15,13,0,11,5,3,3,0,0,0,2,1,1,0,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2022-04-15 06:00:00,0,11,14,6,0,17,18,15,3,2,1,1,4,2,3,2,2,5,5,6,5,8,6,6,4,5,1,0,0,0,0,0,0,0
2022-04-15 07:00:00,1,30,39,34,33,37,39,36,15,17,16,0,16,8,6,2,3,7,16,17,19,24,27,8,5,25,0,0,0,0,0,0,0,0
2022-04-15 08:00:00,1,29,37,40,39,49,55,46,7,11,3,2,9,9,9,5,2,2,14,13,12,13,7,21,5,15,0,0,0,0,0,0,0,0
2022-04-15 09:00:00,1,15,19,0,18,23,24,23,8,7,0,3,8,4,3,3,3,2,6,5,4,7,6,5,4,3,0,0,0,8,9,8,0,0
2022-04-15 10:00:00,3,18,19,21,20,20,20,18,10,5,0,0,5,6,5,3,6,5,6,4,5,6,6,4,3,2,0,0,0,0,0,0,0,0
2022-04-15 11:00:00,2,15,19,0,16,18,0,12,4,6,2,1,7,8,5,4,2,6,13,13,15,14,13,10,9,7,7,0,0,0,0,0,0,0
2022-04-15 12:00:00,10,12,12,0,11,13,15,16,3,5,2,0,6,5,6,4,7,11,15,15,15,12,9,7,6,5,4,5,4,2,0,0,0,0
2022-04-15 13:00:00,7,8,13,0,7,12,8,9,5,5,2,1,4,6,5,5,7,8,18,19,12,20,19,14,8,13,8,4,3,1,0,0,1,0
2022-04-15 14:00:00,5,9,11,9,7,11,11,10,5,4,3,0,1,3,0,2,6,10,13,14,8,16,13,14,11,13,11,5,2,1,0,0,0,0
2022-04-15 15:00:00,9,11,11,10,8,13,13,12,6,4,5,0,6,4,1,3,5,11,24,23,23,23,22,18,16,14,8,6,4,1,0,0,0,0
2022-04-15 16:00:00,8,13,12,7,11,18,18,14,5,7,4,0,6,2,6,7,11,19,24,22,24,26,23,20,14,11,9,7,2,0,0,0,0,0
2022-04-15 17:00:00,7,11,12,11,10,11,10,9,5,7,6,3,2,2,7,11,16,21,34,30,25,32,26,24,20,19,17,6,3,1,0,0,0,0
2022-04-15 18:00:00,4,8,10,0,6,15,0,14,7,9,8,7,7,0,8,14,18,29,51,54,52,51,47,26,24,22,16,10,7,2,0,0,0,0
2022-04-15 19:00:00,6,7,9,7,8,10,7,9,5,5,3,3,1,0,2,8,11,23,47,46,44,43,40,37,33,29,15,11,4,1,0,0,0,0
2022-04-15 20:00:00,4,7,4,0,0,10,12,11,4,5,0,3,0,2,3,5,5,10,24,24,23,25,21,20,19,16,13,7,4,0,0,0,0,0
2022-04-15 21:00:00,4,6,6,0,0,6,7,7,3,3,1,0,3,0,2,4,9,12,27,24,24,26,22,18,15,18,14,7,4,1,0,0,0,0
2022-04-15 22:00:00,2,6,7,0,6,0,0,5,1,5,3,2,2,2,4,6,8,17,34,31,30,30,25,20,16,18,11,4,2,0,0,0,0,0
2022-04-15 23:00:00,1,2,1,0,0,2,0,3,1,1,0,0,2,0,0,4,6,9,25,19,24,23,20,14,8,13,8,6,5,1,0,0,0,0
2022-04-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
