Unnamed: 0,1_개포동차고지(가상),2_래미안블레스티지아파트,3_개포1단지연금매장,4_개포고등학교,5_개일초등학교앞,6_그랑프리백화점,7_중대부고,8_단대부고.대치아이파크아파트,9_한티역,10_도성초등학교,11_진선여자중고등학교,12_선릉역.선정릉정문,13_선정릉역.무형문화재전수회관,14_한국토지주택공사앞,15_강남보건소.강남구립국제교육원,16_강남구청역,17_영동고교앞,18_일지아트홀.압구정동노인복지센터,19_한양아파트.압구정로데오역,20_압구정파출소,21_현대아파트,22_광림교회.현대고등학교,23_신사중학교,24_한남대교전망카페,25_한남5거리,26_순천향대학병원,27_서울백병원.국가인권위.안중근활동터,28_을지로2가.기업은행본점.서울노동청,29_을지로입구.시청입구,30_서소문,31_충정로역2호선,32_아현가구단지,33_아현역,34_웨딩타운,35_이대역,36_연세로.문학의거리,37_연세로.명물거리,38_세브란스병원,39_신촌기차역,40_이대역,41_웨딩타운,42_아현역,43_아현동가구단지,44_종근당.충정로역,45_서소문,46_시청광장,47_을지로입구.로얄호텔,48_남대문세무서.서울백병원,49_남산1호터널,50_순천향대학병원.한남오거리,51_신사중학교,52_광림교회.현대고등학교,53_현대아파트,54_압구정파출소,55_한양아파트.압구정로데오역,56_일지아트홀,57_영동고등학교현대아파트,58_강남구청역,59_강남보건소.강남구립국제교육원,60_한국토지주택공사앞,61_선정릉역.무형문화재전수회관,62_선릉역,63_진선여자중고등학교,64_역삼e-편한세상이아파트,65_한티역,66_도곡렉슬아파트정문,67_중대부고앞,68_그랑프리백화점,69_구룡중학교앞,70_개포고등학교앞,71_개포1단지,72_개포중학교,73_개포동차고지(종점가상)
2022-03-05 04:00:00,1,1,0,0,0,0,1,0,3,2,0,4,4,5,6,5,3,5,2,1,6,4,7,9,10,6,8,10,11,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,2,4,1,2,0,2,2,3,2,3,4,4,5,2,4,0,5,3,3,4,5,4,4,2,3,6,5,4,4,5,2,9,7,8,2,0,0,0,3,9,10,12,15,16,13,5,1,9,8,13,12,10,11,8,6,4,3,2,5,4,7,6,0,0,0,0,0,1,0,0,0,0,0
2022-03-05 06:00:00,2,2,3,5,4,3,4,3,2,2,1,5,6,2,5,7,4,2,6,2,3,3,7,2,5,3,4,4,0,2,2,1,2,0,3,0,0,0,5,4,6,11,12,12,10,10,11,10,8,8,9,9,8,5,5,4,3,2,3,3,5,4,7,7,0,0,0,10,0,9,3,2,0
2022-03-05 07:00:00,2,4,5,5,6,5,1,3,4,4,6,7,6,5,3,6,3,2,4,5,5,2,3,7,9,12,11,4,9,7,5,4,1,2,2,0,0,0,4,5,6,7,8,8,5,7,6,7,6,11,9,7,8,7,6,6,5,4,4,4,2,5,4,1,0,0,0,3,0,1,1,0,0
2022-03-05 08:00:00,3,6,8,6,6,7,5,6,8,11,9,11,8,8,6,13,10,5,6,6,7,6,7,5,5,6,8,6,7,6,5,5,5,4,4,0,0,0,9,6,8,11,13,11,11,5,10,9,4,18,16,12,9,10,11,8,8,7,6,7,7,6,5,3,2,2,1,1,0,2,1,0,0
2022-03-05 09:00:00,3,7,6,7,9,8,9,11,9,7,13,17,20,21,24,23,19,10,9,9,9,9,10,7,7,10,11,7,9,8,7,8,5,7,5,0,0,0,7,7,8,12,14,13,10,12,12,13,9,21,19,11,19,16,12,10,7,6,9,7,9,7,8,6,3,2,2,4,3,0,4,1,0
2022-03-05 10:00:00,1,7,8,9,8,8,10,10,10,11,14,18,20,20,17,19,16,11,13,15,14,15,14,16,15,15,16,10,9,7,8,8,7,5,6,0,0,0,9,10,11,11,14,13,13,14,14,13,14,28,14,12,16,14,9,7,6,6,6,7,7,6,9,7,6,3,0,5,4,4,3,1,0
2022-03-05 11:00:00,3,9,14,16,15,10,12,12,17,16,18,20,26,26,27,34,22,18,14,14,14,15,18,13,17,18,15,12,12,12,11,9,7,4,7,0,0,0,11,13,14,12,15,17,17,18,20,18,16,33,28,27,23,20,17,16,18,16,18,14,13,6,7,6,8,5,4,6,5,3,2,0,0
2022-03-05 12:00:00,7,13,12,12,14,11,14,10,10,12,10,20,24,26,24,25,20,21,20,22,21,21,24,25,27,26,23,20,17,14,12,12,10,9,5,0,0,0,10,13,12,16,17,20,20,20,21,20,20,25,17,18,17,16,15,14,14,13,17,17,13,12,14,11,9,10,8,7,6,6,5,1,0
2022-03-05 13:00:00,2,9,15,7,14,12,14,10,14,15,17,18,22,24,27,26,24,23,23,25,24,29,32,31,27,22,25,24,21,22,19,14,14,10,7,0,0,0,10,12,11,13,14,14,15,19,19,21,16,26,23,21,22,17,17,16,23,21,32,33,25,21,15,9,13,13,10,14,11,8,3,2,0
2022-03-05 14:00:00,2,15,16,15,16,13,12,10,9,10,11,16,16,18,18,22,18,22,19,22,21,22,29,36,33,25,24,23,25,24,20,18,13,8,3,3,3,0,11,16,13,17,19,16,18,17,23,22,16,31,29,19,17,16,15,17,19,16,20,16,13,13,10,10,10,6,5,5,6,4,3,2,0
2022-03-05 15:00:00,3,9,10,13,14,10,9,4,9,10,16,22,24,20,17,15,17,21,26,27,23,25,26,24,22,25,24,19,28,26,21,20,17,14,6,0,0,4,7,13,14,17,15,16,17,14,15,13,14,21,22,18,18,16,13,19,18,15,16,13,15,12,9,11,8,6,5,5,4,3,2,2,0
2022-03-05 16:00:00,2,8,30,34,29,20,16,14,22,22,15,20,19,21,21,16,17,19,26,29,26,30,36,32,25,27,28,26,24,24,20,19,13,12,4,0,0,7,8,13,12,13,18,22,23,20,19,17,16,26,20,23,24,23,23,30,35,21,23,19,17,12,8,6,9,10,7,10,7,6,3,1,0
2022-03-05 17:00:00,1,4,12,11,9,9,10,11,13,13,13,15,18,21,18,17,17,19,22,22,21,22,33,31,24,23,25,25,26,29,24,17,16,15,4,0,0,2,7,10,8,10,11,11,11,15,21,23,26,27,23,21,20,19,18,18,25,17,15,15,16,14,13,9,9,10,8,10,8,9,7,1,0
2022-03-05 18:00:00,3,7,7,7,8,10,9,6,10,12,14,16,18,9,15,15,14,17,21,20,19,25,29,26,21,23,23,19,21,24,20,18,16,15,6,0,0,0,5,10,11,12,10,12,14,16,15,10,9,24,18,17,19,22,20,21,20,14,15,12,13,11,9,9,10,9,7,9,8,5,3,1,0
2022-03-05 19:00:00,1,4,5,7,5,7,6,6,8,7,7,11,13,11,11,9,11,12,12,13,13,17,22,23,21,19,20,22,18,11,14,12,8,8,3,0,0,0,5,8,6,5,4,6,10,11,9,11,10,12,12,11,11,13,12,16,20,15,16,17,14,11,10,6,5,3,4,6,3,4,4,2,0
2022-03-05 20:00:00,1,2,3,3,4,2,5,3,7,6,7,6,6,6,7,7,7,11,13,16,15,16,28,16,27,23,25,17,23,22,20,19,11,8,4,0,0,0,8,10,3,11,7,9,3,10,9,10,7,10,10,12,14,13,10,17,18,16,16,13,13,10,9,6,8,5,4,7,5,4,2,1,0
2022-03-05 21:00:00,2,3,6,0,6,3,2,3,5,7,8,11,12,13,13,15,14,19,16,19,20,19,26,18,19,16,19,19,20,19,16,12,7,6,5,0,0,0,5,8,8,10,9,7,6,4,11,10,9,15,14,12,13,14,13,14,19,15,16,15,14,11,9,9,8,8,6,11,8,7,5,3,0
2022-03-05 22:00:00,0,2,0,3,0,2,1,3,10,15,20,25,26,18,22,19,14,19,23,24,23,20,22,20,19,19,20,20,21,20,15,12,9,8,7,0,0,0,13,15,0,14,14,15,0,10,14,12,10,12,11,10,11,13,12,18,23,20,15,17,18,15,14,12,14,12,10,8,7,5,3,1,0
2022-03-05 23:00:00,0,0,2,1,2,3,2,0,4,0,9,6,8,2,7,4,8,14,26,26,22,21,23,24,20,16,14,13,11,12,12,11,8,6,9,0,0,0,14,16,17,18,17,9,18,2,20,17,10,17,13,12,14,13,14,23,24,19,17,15,14,9,9,8,9,8,2,6,4,3,3,1,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,1,2,0,0,0,1,1,0,2,0,3,3,1,0,0,3,2,2,3,0,3,3,2,4,2,5,4,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,1,1,0,0,0,0,0,0,3,1,2,3,2,2,0,3,2,3,2,3,4,3,2,0,3,1,4,2,3,2,4,3,3,2,3,0,0,0,5,5,6,9,10,7,1,8,9,8,4,8,7,6,5,2,2,3,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,3,4,0,2,0,1,0,0,1,2,4,6,3,5,4,7,5,3,4,4,5,0,6,0,6,5,7,2,0,2,1,0,1,0,2,0,0,0,3,4,5,12,13,14,13,13,8,12,8,13,7,5,4,2,1,0,1,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0
2022-03-06 07:00:00,1,2,2,0,1,3,2,2,2,3,4,5,3,4,4,4,6,5,4,5,4,2,3,2,4,3,4,0,7,3,1,0,1,0,1,0,0,0,2,4,2,5,6,3,7,5,3,6,4,6,6,7,8,5,4,3,2,0,1,3,2,1,0,0,2,0,1,1,0,0,0,0,0
2022-03-06 08:00:00,3,4,5,6,6,3,4,3,5,8,8,9,10,10,9,14,6,4,4,6,5,3,7,6,5,5,5,5,3,2,4,3,2,1,2,0,0,0,3,4,6,7,8,9,7,10,9,8,7,10,9,9,9,5,8,7,9,8,7,6,7,5,4,2,4,0,0,4,0,0,3,0,0
2022-03-06 09:00:00,1,7,8,10,9,8,5,9,9,9,8,10,8,10,13,9,9,6,9,4,9,8,8,8,7,9,9,6,8,7,6,4,4,3,2,0,0,0,5,9,9,9,10,12,10,11,10,10,15,16,13,14,14,15,10,7,8,8,6,7,7,8,8,9,5,0,1,4,0,3,1,2,0
2022-03-06 10:00:00,3,7,12,9,9,8,7,9,12,13,16,17,19,17,15,22,19,13,14,15,14,11,11,8,9,10,10,7,10,6,6,1,7,6,2,0,0,0,5,6,6,5,8,10,9,8,10,9,6,16,12,12,11,9,8,6,4,5,6,7,8,6,5,4,3,4,2,4,4,3,0,2,0
2022-03-06 11:00:00,3,6,10,8,10,11,5,10,9,9,8,9,9,10,12,13,11,12,14,13,14,16,19,10,17,16,10,10,12,11,5,9,8,4,3,0,0,0,6,13,12,5,8,12,10,13,14,13,0,19,14,13,11,10,10,8,11,11,10,10,10,8,8,6,5,4,4,3,2,2,1,0,0
2022-03-06 12:00:00,2,9,13,6,14,9,11,10,9,11,10,12,12,13,13,14,13,11,13,14,14,20,25,20,18,20,19,18,16,14,8,7,10,5,5,0,0,0,6,10,5,16,18,19,22,23,19,19,20,19,13,14,13,12,10,10,9,9,17,17,17,15,12,11,8,6,5,4,3,0,0,0,0
2022-03-06 13:00:00,3,9,10,13,12,10,9,11,18,19,21,15,15,14,13,14,13,10,12,13,14,16,21,18,18,18,20,20,21,18,14,15,12,13,5,0,0,0,7,11,12,11,13,16,18,20,22,26,27,30,21,18,18,17,16,15,16,15,17,18,13,9,7,6,8,3,6,6,4,1,2,1,0
2022-03-06 14:00:00,2,10,6,12,11,9,11,10,12,13,13,15,17,16,16,19,20,12,15,17,16,18,24,15,25,20,18,12,17,18,12,12,11,10,4,2,0,0,5,10,11,13,10,16,17,14,19,19,16,24,22,19,18,17,14,14,14,13,11,11,11,10,10,9,9,8,7,11,8,3,7,1,0
2022-03-06 15:00:00,1,6,6,8,7,9,11,11,8,11,7,11,11,10,11,16,15,11,14,16,17,15,19,18,18,23,21,20,18,15,13,14,7,12,9,0,0,0,6,11,9,13,15,11,16,15,20,21,18,28,15,19,19,16,16,13,13,10,9,9,9,11,13,11,9,8,5,6,2,0,4,1,0
2022-03-06 16:00:00,2,3,6,9,4,8,10,9,11,9,11,13,12,13,13,10,10,16,18,19,19,21,30,29,24,30,29,22,27,20,18,16,13,12,10,0,0,0,7,11,9,7,12,14,13,14,15,18,19,19,23,23,25,22,18,19,17,15,16,14,13,9,6,6,8,5,7,11,8,7,3,1,0
2022-03-06 17:00:00,2,5,7,2,3,4,10,9,10,11,9,13,13,16,14,13,16,16,16,18,19,16,24,25,22,18,19,16,25,23,17,12,14,12,4,0,0,0,6,6,8,11,12,13,12,12,14,20,19,20,18,17,15,16,17,19,19,16,14,11,12,12,12,12,9,8,5,5,4,3,2,1,0
2022-03-06 18:00:00,5,7,9,2,10,7,9,7,10,12,10,13,14,13,10,9,8,10,14,19,17,19,23,25,21,20,16,19,16,14,11,19,15,14,3,0,0,0,4,6,4,9,7,7,10,11,11,20,10,14,15,15,15,14,12,16,19,13,12,11,8,5,7,4,8,7,6,8,6,3,4,0,0
2022-03-06 19:00:00,2,3,4,3,1,3,4,5,7,6,7,9,11,8,9,7,9,13,17,13,12,14,18,17,16,15,18,18,16,16,13,12,9,8,5,0,0,0,3,6,4,4,3,0,6,6,11,10,8,14,10,12,11,11,12,15,13,8,9,9,12,11,12,7,9,8,6,3,2,3,1,1,0
2022-03-06 20:00:00,0,3,3,4,0,0,4,3,6,9,9,8,9,9,8,10,14,15,21,16,19,15,22,22,19,18,20,20,22,23,20,18,12,7,5,0,0,0,6,7,2,7,8,5,4,7,10,12,7,8,11,12,12,11,11,17,18,13,15,14,12,9,7,5,4,3,3,6,4,3,3,0,0
2022-03-06 21:00:00,1,3,4,3,2,0,2,2,3,7,9,9,10,5,7,9,10,13,12,14,11,9,17,15,14,18,17,15,17,16,15,16,11,10,5,0,0,0,6,6,4,7,6,9,10,9,13,13,12,14,14,14,12,11,12,19,20,15,16,16,13,10,9,7,8,6,4,8,4,7,5,3,0
2022-03-06 22:00:00,0,1,0,2,2,3,1,1,5,9,12,13,9,9,11,10,10,12,14,15,13,14,15,12,12,11,15,11,13,11,9,8,6,5,4,4,7,8,10,8,10,11,10,7,6,11,14,14,0,17,15,16,15,12,8,9,10,10,12,9,10,9,7,6,8,9,4,8,6,5,3,1,0
2022-03-06 23:00:00,0,0,1,0,0,1,0,2,4,0,4,6,6,4,3,1,4,7,8,8,8,9,12,17,15,15,16,9,14,14,13,11,8,6,3,3,5,8,9,4,0,11,10,9,11,12,6,8,7,8,7,6,9,7,9,13,10,12,10,10,6,11,9,8,8,6,7,6,5,4,2,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,1,1,0,0,0,0,2,0,3,4,1,5,2,3,5,5,4,3,4,5,4,3,5,6,7,10,5,10,0,3,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,2,3,5,1,6,3,2,4,3,4,3,3,1,5,4,4,2,2,2,3,5,6,4,5,7,9,12,7,8,6,3,4,5,0,2,5,3,5,7,16,17,21,29,29,25,21,18,19,6,19,19,17,15,12,9,9,9,7,0,6,9,8,7,6,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,3,7,6,6,8,3,4,9,10,12,14,8,5,9,8,6,4,5,7,7,7,4,7,6,6,7,11,8,9,7,4,3,2,4,4,5,4,5,7,9,7,14,15,17,17,15,14,14,13,9,8,8,8,9,7,7,5,5,8,9,8,15,20,21,20,8,7,26,6,18,2,1,0
2022-03-07 07:00:00,2,11,14,19,21,15,16,15,17,19,20,23,21,22,21,23,20,17,20,24,21,20,31,31,31,31,36,31,28,12,10,5,6,3,3,10,9,8,14,19,25,28,31,34,26,23,23,22,20,19,15,14,13,13,13,14,13,12,12,13,13,12,10,13,17,16,15,18,16,4,2,0,0
2022-03-07 08:00:00,5,25,37,38,28,21,25,24,25,27,27,31,34,31,24,28,14,11,17,20,21,21,30,34,36,44,46,41,35,22,18,17,15,16,12,18,16,9,15,25,30,35,40,51,37,38,34,29,27,35,25,24,25,29,28,23,23,23,25,21,19,8,7,8,7,9,7,7,5,4,2,1,0
2022-03-07 09:00:00,3,9,15,16,13,9,12,12,16,17,14,20,28,27,28,46,29,17,19,16,16,15,17,18,20,23,28,27,24,16,10,11,9,10,9,8,6,7,10,13,10,15,18,24,21,18,19,19,9,31,23,21,25,23,21,14,17,16,20,20,24,11,9,7,6,4,6,8,6,4,1,0,0
2022-03-07 10:00:00,2,10,13,10,11,8,8,7,9,11,11,17,19,16,21,18,15,10,11,6,15,15,19,20,15,20,22,21,19,16,14,13,12,11,6,5,6,4,7,9,8,10,13,17,13,16,15,14,13,21,14,14,15,14,11,8,9,8,12,9,11,9,11,8,4,6,4,5,1,2,2,0,0
2022-03-07 11:00:00,1,3,7,8,7,8,9,9,13,12,12,16,16,15,16,16,14,13,14,15,14,15,14,12,15,15,17,16,15,15,13,11,10,12,7,5,4,5,7,9,7,12,12,16,17,17,19,15,14,15,11,10,11,8,6,9,8,9,10,10,10,11,9,9,8,8,5,5,4,4,2,2,0
2022-03-07 12:00:00,2,3,6,33,36,37,39,27,11,9,30,33,29,28,14,14,15,14,13,15,14,14,18,19,16,16,18,17,18,16,14,10,13,10,9,6,9,7,11,18,17,18,20,22,21,17,18,16,17,19,18,20,21,18,18,21,22,21,20,19,12,8,12,11,9,7,6,10,8,5,7,1,0
2022-03-07 13:00:00,2,6,7,9,6,7,8,9,13,15,13,12,12,13,13,14,13,11,13,13,12,15,20,19,20,25,18,14,16,18,15,13,10,10,7,6,7,6,7,10,10,11,12,10,24,23,27,29,26,30,18,19,18,15,16,12,13,12,14,12,11,9,7,10,8,9,7,8,5,2,4,1,0
2022-03-07 14:00:00,5,5,7,7,18,20,19,11,10,9,10,12,11,9,9,11,9,11,14,16,14,15,16,14,16,17,20,18,20,23,17,11,15,14,11,6,6,7,11,12,14,13,15,13,14,16,18,15,15,18,14,15,15,17,16,14,16,14,12,13,11,8,8,9,11,7,5,6,15,16,16,1,0
2022-03-07 15:00:00,2,8,9,11,11,13,13,10,9,10,10,13,20,17,17,17,16,14,15,14,19,20,32,29,22,28,32,27,26,19,15,15,11,9,7,5,7,6,9,11,11,11,12,14,22,19,23,22,17,19,18,17,18,15,12,12,15,13,15,13,14,10,12,10,14,12,9,7,6,5,2,1,0
2022-03-07 16:00:00,2,6,18,19,18,16,20,21,20,21,14,21,18,16,19,19,21,26,34,33,33,32,34,33,27,23,20,18,18,18,16,16,12,10,7,6,5,8,11,14,13,14,18,20,24,25,30,26,27,33,19,18,18,18,16,16,31,27,31,25,24,22,20,13,11,11,9,12,10,7,6,1,0
2022-03-07 17:00:00,1,4,24,25,23,16,16,14,16,20,16,21,17,14,15,14,14,15,16,19,17,17,21,18,16,22,25,24,23,22,21,22,14,8,8,5,6,14,16,18,18,17,16,17,21,22,22,29,27,21,14,17,17,18,15,17,24,15,18,16,17,10,13,13,15,14,12,20,4,16,16,4,0
2022-03-07 18:00:00,1,9,12,14,13,11,11,9,12,14,16,24,25,24,24,25,26,30,33,30,26,27,31,30,30,29,33,32,32,31,27,21,18,12,10,8,8,11,9,15,16,18,17,16,18,21,25,30,30,27,17,17,16,18,18,30,37,21,20,21,15,14,18,18,19,13,17,19,16,13,7,2,0
2022-03-07 19:00:00,1,5,9,7,6,8,9,9,11,11,13,18,18,17,15,15,15,18,16,16,17,19,24,22,16,20,21,22,26,24,23,20,17,15,10,5,6,7,7,13,12,6,10,12,15,19,23,23,22,22,16,13,14,13,14,20,28,22,26,24,24,20,20,13,14,13,11,12,11,9,6,1,0
2022-03-07 20:00:00,0,2,3,3,3,6,7,4,5,8,7,10,12,11,12,14,14,19,30,28,21,23,29,26,19,20,19,20,21,19,16,16,13,12,8,7,6,11,11,9,7,7,10,11,15,13,20,19,18,12,12,13,10,10,9,20,21,17,16,17,15,12,12,10,9,7,6,10,9,8,3,1,0
2022-03-07 21:00:00,0,2,2,6,3,4,6,3,7,8,10,13,14,15,13,15,19,20,19,18,16,19,23,22,20,16,18,18,17,19,15,14,9,6,5,6,6,10,10,13,14,15,14,15,16,17,18,19,16,15,16,15,15,17,13,19,22,19,22,17,18,15,14,13,14,11,10,11,6,5,2,1,0
2022-03-07 22:00:00,0,4,5,4,0,3,4,4,7,10,13,14,14,15,13,12,11,17,20,21,19,22,23,24,20,20,20,18,19,22,19,15,11,9,6,3,7,14,15,17,10,9,17,11,21,22,25,22,9,22,17,16,15,15,10,25,34,20,19,17,17,15,18,14,13,13,10,13,11,8,7,1,0
2022-03-07 23:00:00,0,1,2,1,0,0,2,0,5,8,9,8,2,7,7,9,11,10,11,14,17,12,16,12,14,14,13,14,16,15,11,8,8,9,4,4,7,11,10,11,10,11,10,11,12,12,16,13,11,10,8,7,8,7,14,12,11,10,14,12,11,9,8,6,6,3,1,4,2,3,2,0,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 04:00:00,1,2,0,1,1,4,3,2,4,5,6,9,9,1,9,8,6,7,1,2,6,1,8,10,9,12,7,6,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 05:00:00,2,3,3,2,0,2,2,2,3,4,2,2,3,4,4,3,4,3,4,3,5,4,3,4,5,8,9,10,8,6,3,3,9,2,2,8,8,3,6,15,16,19,25,25,21,17,18,18,5,21,18,13,11,9,7,4,7,0,6,4,4,3,4,3,4,0,0,5,0,0,0,0,0
2022-03-08 06:00:00,2,6,9,5,4,5,2,6,8,9,7,8,7,8,7,9,9,7,8,6,7,5,9,6,8,11,10,10,8,5,4,4,3,3,3,6,4,4,6,11,12,21,27,30,29,25,22,19,12,14,10,8,7,9,7,5,5,5,2,4,6,16,20,19,15,0,1,16,0,16,2,0,0
2022-03-08 07:00:00,2,20,27,27,31,17,16,17,19,22,21,26,20,20,20,16,18,17,20,21,21,22,29,27,29,31,38,21,19,11,7,5,6,8,6,11,9,11,10,14,19,24,30,32,28,25,24,22,19,16,17,15,17,15,16,16,16,15,17,16,16,11,9,14,18,20,14,16,11,3,2,0,0
2022-03-08 08:00:00,4,17,24,23,24,16,14,19,22,28,23,27,25,25,22,33,24,23,24,27,21,22,24,31,31,33,39,37,27,18,13,12,12,10,8,21,18,7,19,23,24,27,30,32,28,26,29,24,23,32,27,26,23,23,19,17,18,18,21,18,17,12,14,12,10,9,7,11,10,3,6,1,0
2022-03-08 09:00:00,4,9,13,16,16,11,12,15,15,16,16,22,26,24,26,41,29,13,20,21,22,18,17,17,22,22,26,23,23,18,14,15,14,10,13,9,9,6,7,9,10,11,17,22,19,18,19,22,21,30,23,20,28,18,19,13,14,13,14,15,14,10,7,6,7,3,0,6,4,3,1,0,0
2022-03-08 10:00:00,2,4,5,5,5,7,8,7,12,12,12,17,19,19,18,21,15,11,13,12,13,12,16,16,14,16,25,18,17,12,13,8,7,11,5,5,3,8,9,14,14,15,21,14,21,20,20,20,11,27,24,17,19,15,13,8,10,8,14,16,14,9,9,6,5,4,5,4,4,3,2,1,0
2022-03-08 11:00:00,2,4,8,9,10,8,11,11,13,13,13,14,15,13,10,12,14,9,9,11,11,13,16,10,16,17,21,20,18,14,11,12,10,9,5,4,4,7,10,14,8,14,15,16,20,23,22,21,20,19,13,9,12,13,11,8,12,8,10,8,10,9,8,8,11,9,9,8,5,3,2,0,0
2022-03-08 12:00:00,2,5,6,27,31,29,27,23,22,16,21,18,21,19,20,22,21,17,18,17,15,14,17,16,16,19,22,22,24,21,16,14,14,13,8,7,3,5,10,10,12,13,12,13,15,13,15,17,9,14,9,12,15,15,14,13,14,8,14,12,12,10,17,14,13,11,10,6,4,3,2,1,0
2022-03-08 13:00:00,3,7,7,10,9,8,10,12,15,12,12,18,16,18,16,15,13,15,17,16,17,19,17,12,15,12,16,15,14,15,11,12,9,11,9,7,6,8,12,18,12,19,18,18,18,21,21,17,16,25,18,16,21,18,14,15,15,12,16,12,11,11,12,11,11,13,12,9,5,4,3,2,0
