Unnamed: 0,1_상대원차고지,2_보통골동양공업사,3_스타타워.동방렌탈,4_공단오거리.공단주유소,5_고려당사거리,6_공단본부.샤니,7_상대원1동주민센터,8_대원터널앞사거리,9_상대원시장,10_상대원고개,11_단대오거리역.세이브존,12_성남우체국,13_신흥역.종합시장,14_성남시의료원.신흥1동행정복지센터,15_성남시여성비전센터.성남수정새마을금고.한국사회적기업진흥원,16_중앙시장,17_통계청.태평역,18_성남수정경찰서,19_수진리고개.태평고개,20_가천대역.가천대학교,21_복우물.웃말입구,22_복정파출소.복정캠퍼스맛집거리,23_동서울대학교,24_복정초등학교,25_복정동주민센터,26_복정역2번출구,27_복정역1번출구,28_장지역.가든파이브,29_문정법조단지.건영아파트,30_문정로데오거리입구,31_가락시장.가락시장역,32_송파역,33_석촌역,34_석촌호수.한솔병원,35_잠실역.롯데월드몰,36_잠실역.잠실대교남단,37_잠실대교전망쉼터,38_자양동잠실대교북단,39_동서울우편집중국앞,40_광진구청,41_광진경찰서,42_구의사거리,43_구의2동주민센터입구,44_어린이대공원후문아차산역,45_중곡동입구삼거리,46_군자역4번출구.용마초등학교,47_군자교입구,48_장한평역,49_청년회의소,50_답십리역사거리,51_신답초등학교.청계한신휴플러스,52_동대문구청,53_서울시동부병원,54_신설동역.서울풍물시장,55_신설동역,56_용두로타리한국의류시험연구원,57_서울시동부병원,58_용두동신동아아파트,59_용두역,60_동대문구청,61_신답초등학교.청계한신휴플러스,62_답십리역사거리,63_청년회의소.서울새활용플라자,64_장한평역,65_군자교입구,66_군자역5번출구.용마초등학교,67_중곡동입구삼거리,68_어린이대공원후문아차산역,69_구의2동주민센터입구,70_구의사거리,71_광진경찰서,72_광진구청,73_자양동잠실대교북단,74_잠실대교전망쉼터,75_잠실역.잠실대교남단,76_석촌호수.한솔병원,77_석촌역,78_송파역,79_가락시장.가락시장역,80_문정로데오거리입구,81_문정법조단지.건영아파트,82_장지역.가든파이브,83_장지동,84_복정동주민센터,85_동서울대학교,86_복정파출소.복정캠퍼스맛집거리,87_복우물.웃말입구,88_가천대역.가천대학교,89_수진리고개.태평고개,90_통계청.태평역,91_중앙시장.농협,92_성남시여성비전센터.삼성생명.한국사회적기업진흥원,93_성남시의료원.신흥1동행정복지센터,94_신흥역.종합시장,95_성남우체국,96_단대오거리역.(구)종점,97_상대원고개,98_상대원시장,99_대원사거리,100_상대원1동주민센터앞,101_공단본부.샤니,102_고려당사거리,103_공단오거리.공단주유소,104_스타타워.동방렌탈,105_보통골동양공업사,106_상대원차고지
2022-03-05 04:00:00,0,2,0,3,0,7,8,6,11,14,15,17,22,27,10,26,28,26,29,30,0,10,0,0,27,26,24,21,20,19,13,13,13,12,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,1,0,0,2,5,10,6,14,16,7,5,9,8,10,10,10,12,12,13,10,10,0,11,11,11,0,11,10,11,10,9,11,9,8,6,0,10,12,14,14,13,13,10,11,13,10,12,11,6,9,9,6,5,13,2,14,1,15,18,4,3,5,18,19,18,0,12,13,14,14,14,14,13,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,1,2,1,3,2,5,6,10,11,8,8,4,7,4,8,9,10,12,11,12,9,12,10,10,9,7,6,9,8,8,8,10,9,11,13,4,12,4,11,8,7,6,8,9,9,8,6,8,10,9,5,4,5,3,2,2,3,3,4,4,5,6,7,9,8,7,10,11,10,9,11,14,6,12,13,12,12,14,16,14,14,15,2,14,0,4,12,12,10,12,11,11,8,8,11,11,4,7,6,5,4,0,1,0,0
2022-03-05 07:00:00,0,2,0,3,4,6,11,15,17,15,10,7,6,8,9,8,8,12,12,12,15,15,14,15,16,13,11,12,14,12,12,14,14,13,11,10,2,8,7,8,11,10,9,9,8,8,7,8,9,9,9,8,4,2,7,9,7,8,8,5,9,11,10,10,11,6,7,14,15,9,18,20,12,10,9,9,8,8,9,9,9,12,13,3,8,0,7,5,8,10,8,10,11,11,10,15,16,15,13,5,9,5,2,1,0,0
2022-03-05 08:00:00,0,2,1,3,0,3,11,12,13,20,18,20,18,14,19,16,14,17,21,22,25,23,22,21,19,17,16,21,22,19,19,17,18,15,11,12,10,13,12,14,15,15,14,16,20,19,18,15,15,15,12,11,9,5,4,4,7,6,7,9,10,11,13,16,15,18,21,21,20,23,22,16,20,14,17,18,10,15,13,15,13,13,14,14,13,8,12,10,11,8,10,12,13,14,13,13,14,14,15,8,12,7,4,1,0,0
2022-03-05 09:00:00,0,2,0,2,3,2,8,11,18,20,18,14,12,17,17,18,20,22,25,29,30,30,24,25,22,17,16,13,14,12,18,18,17,18,12,15,12,17,17,13,18,19,18,17,14,14,15,15,16,11,14,10,7,4,4,5,2,3,2,8,6,9,11,11,12,11,13,12,14,14,16,19,25,19,17,15,19,17,19,17,13,12,11,12,13,17,18,17,19,19,18,20,13,12,9,10,9,5,4,2,3,1,2,0,0,0
2022-03-05 10:00:00,1,3,4,2,2,3,12,13,22,29,22,20,19,26,27,18,15,15,14,18,17,18,20,21,19,17,15,18,26,23,21,21,25,26,17,17,10,15,16,18,18,14,15,16,14,16,19,17,18,16,14,14,10,4,4,5,6,8,10,11,12,14,11,15,15,20,14,30,29,27,29,30,34,32,20,15,14,14,15,13,13,14,14,13,17,14,13,12,10,12,16,15,16,10,8,9,8,6,3,3,2,1,0,1,0,0
2022-03-05 11:00:00,0,4,4,1,2,5,15,18,23,25,17,16,18,16,19,17,18,20,25,30,30,32,39,44,38,36,33,24,27,34,34,34,36,35,24,24,0,22,20,21,23,22,18,21,18,17,16,14,15,12,10,11,10,5,4,5,6,8,9,9,9,12,14,18,16,14,13,15,20,19,19,19,29,26,13,15,14,18,17,18,14,14,15,15,25,26,27,21,17,10,12,13,17,16,12,13,12,10,6,3,0,1,2,0,0,0
2022-03-05 12:00:00,0,2,1,2,1,2,11,13,16,18,17,18,20,17,17,16,14,17,22,33,35,34,28,30,29,27,25,21,30,31,29,31,28,32,20,19,17,20,18,25,25,27,26,25,23,20,18,14,15,14,12,11,12,7,10,10,14,8,10,13,12,14,16,24,23,25,15,23,23,22,23,21,23,22,19,20,23,22,23,17,17,20,19,17,15,19,21,20,17,15,18,17,16,16,14,18,12,6,3,5,4,2,1,1,0,0
2022-03-05 13:00:00,3,3,4,5,4,4,10,14,26,27,21,19,18,21,19,18,22,21,26,30,30,29,32,32,33,31,29,27,25,26,24,31,31,29,22,20,23,22,21,22,23,24,20,23,23,21,22,19,16,17,14,16,12,7,9,7,8,9,11,15,16,17,17,19,20,22,19,21,25,26,19,20,24,24,24,19,16,15,21,21,19,17,18,23,22,20,17,15,15,18,17,19,19,16,14,15,10,8,3,0,1,1,0,0,0,0
2022-03-05 14:00:00,0,4,2,5,0,4,12,13,16,19,18,16,20,17,17,16,16,19,18,21,23,25,24,23,27,22,20,18,21,24,24,22,26,23,18,16,13,19,17,19,18,20,17,19,17,17,16,16,15,14,15,14,12,8,9,7,14,9,15,18,19,13,21,21,17,22,20,22,22,19,20,21,22,21,23,22,22,25,25,16,15,16,15,20,24,25,16,17,15,16,16,15,21,16,14,17,11,7,4,4,0,0,3,1,0,0
2022-03-05 15:00:00,1,1,2,4,5,10,13,16,23,27,21,24,24,17,19,15,17,19,20,26,27,26,29,35,33,26,26,20,21,25,23,26,24,22,19,19,15,18,18,22,21,22,22,26,23,21,22,17,11,16,9,11,10,8,10,10,11,12,13,18,18,16,14,19,18,17,17,19,28,30,29,29,29,16,22,21,22,17,14,21,19,21,23,24,30,26,25,21,18,15,21,19,18,20,17,20,12,5,4,5,1,4,0,0,0,0
2022-03-05 16:00:00,0,3,4,10,11,13,17,22,27,30,20,19,22,23,27,24,15,18,19,24,26,26,28,31,27,25,10,22,20,23,22,27,29,28,31,31,32,33,31,30,29,28,27,23,22,22,19,19,17,15,13,8,7,13,11,15,14,18,18,23,15,24,26,32,25,26,24,23,25,24,26,28,25,27,32,29,18,21,25,24,24,28,25,21,15,14,16,13,13,14,17,14,18,16,17,20,14,13,4,6,0,3,1,1,0,0
2022-03-05 17:00:00,2,4,5,12,15,17,19,23,28,31,29,28,30,25,20,15,12,13,15,15,16,17,16,16,14,16,11,27,28,27,26,25,26,25,20,22,21,25,24,27,27,24,22,21,21,19,19,18,16,18,15,14,11,15,14,14,15,19,18,21,20,25,22,26,31,31,29,31,30,26,24,24,28,27,27,28,28,26,23,22,21,23,20,22,22,18,20,19,15,18,20,21,20,15,13,21,14,9,6,5,6,0,3,1,0,0
2022-03-05 18:00:00,3,1,7,9,10,15,16,16,18,19,16,15,15,17,16,16,11,10,14,15,12,8,14,15,15,14,13,17,20,25,23,23,17,23,29,34,18,29,27,26,26,28,25,21,21,20,18,16,13,14,11,12,10,8,14,13,17,17,16,17,18,20,21,22,21,19,18,26,27,24,23,19,22,13,18,13,15,17,20,20,23,25,23,23,22,18,19,25,23,20,19,17,22,19,17,23,14,9,6,2,1,4,0,0,0,0
2022-03-05 19:00:00,0,3,1,2,3,5,10,11,12,9,13,11,10,8,6,7,7,8,8,11,10,10,9,11,11,10,8,13,14,13,15,16,14,14,14,17,10,19,18,16,17,12,15,12,10,8,9,8,7,5,6,7,7,6,5,4,9,11,9,8,8,11,9,17,16,16,15,14,14,13,13,13,14,13,21,18,17,20,20,20,18,22,20,23,23,24,23,20,19,14,17,22,22,15,14,16,15,8,5,4,3,0,0,0,0,0
2022-03-05 20:00:00,0,0,0,0,3,3,6,4,8,8,10,6,13,10,12,10,9,9,8,12,9,8,9,8,10,9,5,15,16,14,15,16,20,21,18,19,16,18,17,19,18,17,14,15,10,12,9,6,4,4,1,4,3,4,3,3,4,4,9,5,11,6,7,10,10,11,10,11,11,10,10,8,10,5,15,15,16,11,13,12,14,15,16,15,14,14,14,17,16,12,14,11,14,11,10,12,8,4,2,1,1,0,0,0,0,0
2022-03-05 21:00:00,0,1,0,3,0,0,2,4,5,6,6,5,8,9,11,11,11,11,10,10,7,5,12,10,11,9,10,19,20,23,21,18,17,17,19,21,17,18,17,18,20,20,19,22,19,17,15,9,8,8,2,8,6,4,7,6,8,8,9,10,11,11,12,12,11,11,9,12,11,11,4,10,11,8,14,14,13,11,13,15,14,15,14,15,13,13,14,11,8,15,11,8,13,13,9,13,11,6,2,1,0,1,0,0,0,0
2022-03-05 22:00:00,0,0,1,1,0,1,0,2,3,5,4,2,4,4,5,8,9,6,7,9,7,5,5,4,4,6,5,6,8,12,14,11,12,14,19,21,5,14,12,13,12,13,12,12,9,9,8,14,13,12,9,6,4,3,6,6,5,6,6,5,7,9,10,12,13,15,8,14,10,12,11,9,11,10,21,22,14,21,20,13,17,22,16,22,19,17,15,15,12,19,11,10,11,9,8,16,9,7,3,2,0,0,0,0,0,0
2022-03-05 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,7,6,11,3,0,10,2,10,9,7,5,10,11,10,11,7,3,6,5,3,1,3,4,6,5,7,6,5,6,9,5,5,8,10,9,9,8,6,7,6,5,0,9,10,8,12,15,12,16,17,12,14,13,9,12,9,6,17,12,10,12,17,21,31,19,9,4,4,0,0,1,3,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,2,0,5,1,8,7,9,10,12,11,13,14,12,14,13,15,15,8,6,0,0,0,0,13,5,0,0,12,10,9,7,7,8,9,0,0,8,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,1,0,2,0,3,7,4,7,7,5,8,9,8,10,9,5,8,6,5,9,10,7,6,9,8,0,7,5,6,6,3,5,6,6,3,0,4,5,6,6,0,5,6,6,7,8,5,9,4,3,2,2,1,0,1,4,2,0,4,5,8,2,10,11,4,10,9,10,0,11,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,2,0,0,0,1,3,3,8,7,4,4,1,4,5,6,7,7,8,10,12,5,6,8,7,5,3,4,5,3,6,5,7,5,7,0,0,5,2,5,6,8,7,6,5,5,4,3,3,4,4,3,1,2,1,1,2,0,2,1,4,3,5,6,6,5,3,8,4,0,5,4,6,0,6,6,6,9,7,6,6,7,7,5,4,0,3,6,7,6,8,6,8,9,9,7,6,6,4,3,2,1,0,0,0,0
2022-03-06 07:00:00,0,1,1,0,1,4,7,6,9,10,8,6,5,8,10,8,7,8,12,7,8,6,7,9,9,8,4,6,7,9,6,4,3,6,5,5,3,6,4,4,5,5,6,6,7,7,6,6,5,5,6,3,2,2,3,2,4,5,2,5,3,6,5,5,6,4,7,5,5,3,7,9,10,10,10,9,10,7,6,3,4,3,4,2,1,3,2,3,3,4,4,7,9,10,9,11,9,10,6,0,6,5,3,2,0,0
2022-03-06 08:00:00,0,1,0,0,0,0,4,7,15,12,10,8,10,11,13,13,7,8,9,9,11,10,8,11,11,11,10,9,6,9,9,8,10,14,6,3,2,7,7,8,9,7,9,10,9,12,11,10,10,11,10,5,5,2,2,1,3,5,2,3,4,6,6,6,7,11,9,13,17,16,16,13,13,6,9,12,6,11,8,9,8,4,10,10,9,10,9,8,7,6,6,8,10,10,9,12,10,8,9,8,6,4,3,1,0,0
2022-03-06 09:00:00,1,3,2,2,3,4,9,14,17,18,11,13,12,18,21,21,17,18,20,21,22,22,21,21,21,18,16,14,15,17,11,14,15,17,18,13,0,20,19,19,19,15,16,16,15,14,13,13,12,12,11,10,7,4,7,6,8,8,3,9,10,8,12,14,15,17,16,17,18,16,15,17,21,22,16,18,16,16,11,9,9,9,5,9,5,5,5,5,5,9,10,8,7,6,7,9,6,4,2,2,1,0,1,0,0,0
2022-03-06 10:00:00,0,5,0,2,0,1,7,8,15,18,14,15,12,17,19,18,15,14,16,18,19,19,15,20,17,15,12,11,12,12,11,14,19,23,22,25,0,25,24,23,24,26,25,25,21,20,19,16,16,20,12,19,12,3,2,4,5,8,9,10,9,11,12,15,15,17,15,15,13,15,15,16,19,14,12,10,11,12,13,8,9,7,7,7,11,5,10,6,11,13,13,12,11,8,5,12,5,3,1,4,0,3,1,0,0,0
2022-03-06 11:00:00,0,2,3,0,0,2,7,9,18,19,15,13,14,23,23,20,26,24,28,26,27,23,24,25,23,21,20,18,20,18,21,21,22,21,18,13,0,20,21,21,17,19,17,19,12,16,18,15,15,16,14,14,13,5,10,11,13,13,15,10,12,15,20,17,18,19,17,18,18,17,20,17,19,17,13,11,8,11,12,9,10,13,12,10,8,7,9,9,9,8,11,10,11,10,7,8,6,4,2,1,1,0,1,0,0,0
2022-03-06 12:00:00,2,3,1,4,0,4,10,12,17,20,19,21,26,22,25,19,17,19,19,23,30,28,28,30,27,23,20,21,20,22,19,19,21,28,21,21,18,21,19,22,24,25,20,20,18,19,17,18,20,24,24,22,20,12,12,16,17,5,17,22,4,22,24,28,29,27,28,19,21,19,19,20,25,22,21,17,18,20,18,17,15,15,13,13,13,13,13,8,12,13,13,11,13,9,8,16,11,6,2,0,0,1,1,0,0,0
2022-03-06 13:00:00,0,4,3,0,7,0,12,14,19,23,22,21,20,16,17,21,21,21,20,15,24,25,0,28,28,25,23,26,29,33,32,28,29,26,15,14,15,15,13,19,21,20,23,22,21,20,21,20,19,21,19,18,17,10,8,9,8,11,9,12,12,16,17,18,17,20,22,21,28,28,27,28,28,24,23,21,20,16,19,18,20,30,11,24,24,8,22,16,10,15,16,18,29,20,16,14,10,4,1,0,0,0,2,0,0,0
2022-03-06 14:00:00,0,2,2,3,0,3,8,12,18,22,22,23,24,18,18,17,18,15,18,19,17,17,20,20,17,18,8,20,22,22,25,30,27,24,20,18,10,19,12,18,19,20,17,17,16,15,17,16,17,20,21,18,10,9,11,12,14,16,19,20,13,19,18,22,22,26,18,26,25,23,21,21,22,21,19,19,18,20,22,24,20,20,18,19,18,17,17,18,18,17,21,21,22,18,16,17,13,7,4,0,3,2,0,1,0,0
2022-03-06 15:00:00,0,2,0,3,3,4,6,7,16,19,19,21,29,29,24,24,21,15,22,22,24,26,23,26,23,23,22,24,26,29,27,28,24,18,14,15,0,15,14,14,16,18,18,22,23,17,15,15,13,13,11,9,6,13,12,11,12,15,13,17,20,22,23,26,29,22,21,25,25,21,28,27,27,26,19,22,19,23,23,23,20,17,16,15,18,19,18,15,18,16,18,17,24,24,19,24,13,7,6,5,0,1,0,0,0,0
2022-03-06 16:00:00,1,3,4,5,3,7,10,14,18,18,16,15,18,17,18,17,14,21,19,26,25,22,20,18,21,17,16,17,20,21,22,22,23,27,26,26,22,20,16,17,17,19,16,20,18,15,17,13,11,10,8,9,7,13,16,14,16,18,15,17,16,20,21,22,22,28,24,27,27,27,25,24,20,22,20,20,18,18,17,17,17,19,17,16,18,18,11,12,11,15,24,11,21,21,20,19,14,10,9,5,8,2,1,1,0,0
2022-03-06 17:00:00,0,1,2,2,0,4,7,10,13,17,13,15,16,16,14,14,15,15,17,24,25,25,27,27,29,26,24,29,28,26,21,23,24,24,23,23,22,24,21,21,18,20,22,23,22,20,21,18,16,20,17,14,12,16,12,10,13,15,12,17,17,18,17,17,19,21,21,23,23,28,25,27,28,26,25,24,20,21,20,16,21,20,21,18,20,14,19,17,15,14,16,15,16,21,20,26,18,12,8,6,2,5,4,2,0,0
2022-03-06 18:00:00,0,2,7,10,12,14,14,14,14,14,11,10,14,14,15,14,11,12,11,11,14,16,20,19,21,19,20,22,16,20,17,16,15,14,20,17,13,16,16,16,14,17,16,16,17,16,13,11,8,9,8,7,3,7,10,9,11,11,11,12,12,11,11,20,16,17,16,17,17,14,13,12,23,22,21,24,25,26,27,29,25,32,32,32,29,27,14,24,22,21,22,19,19,16,15,20,15,10,5,2,4,0,0,2,0,0
2022-03-06 19:00:00,0,2,3,0,5,10,11,12,15,20,13,12,16,20,16,9,8,8,9,14,10,7,8,8,10,9,10,14,13,13,13,17,14,17,21,23,24,20,18,16,15,15,11,12,12,10,8,10,9,8,7,7,6,5,4,5,2,7,6,5,7,9,11,20,23,22,9,24,10,25,23,20,20,16,23,23,23,27,30,30,23,31,31,34,35,36,33,32,26,29,28,26,19,17,16,22,13,10,6,4,5,0,0,3,0,0
2022-03-06 20:00:00,0,0,1,2,2,1,2,2,4,6,7,8,9,8,8,7,6,6,7,11,10,2,7,8,8,8,6,14,16,14,19,18,19,22,27,26,13,25,22,21,22,18,20,23,20,17,16,11,12,9,5,7,6,4,4,3,5,5,5,5,4,6,5,10,11,10,10,10,8,6,5,4,9,8,14,15,15,14,16,18,18,17,15,14,16,10,14,13,8,10,10,11,9,20,18,15,10,6,2,0,0,0,0,0,0,0
2022-03-06 21:00:00,1,1,1,3,0,1,3,4,4,5,6,7,10,9,7,11,10,9,10,13,11,10,11,10,11,10,9,10,10,11,13,16,18,12,20,22,19,21,20,21,19,19,17,16,16,16,15,11,10,7,6,5,3,4,6,5,7,5,4,5,6,8,6,9,7,8,6,12,7,10,11,11,9,0,12,14,14,16,12,17,18,20,20,18,15,14,14,15,12,14,12,12,11,12,13,16,9,6,2,1,0,0,0,0,0,0
2022-03-06 22:00:00,0,0,0,6,7,8,10,10,10,9,8,4,10,7,6,7,6,8,9,8,6,7,11,10,7,8,6,10,10,11,14,14,12,15,20,21,19,19,18,26,28,26,25,20,19,15,12,10,7,7,4,5,5,3,2,3,3,2,3,5,3,7,4,6,6,8,8,10,7,8,7,12,5,0,13,12,11,13,18,17,15,19,20,19,18,17,19,15,11,21,17,12,12,13,13,23,13,6,4,1,0,3,0,2,0,0
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,5,0,6,10,9,8,7,6,7,5,4,5,5,5,4,3,3,2,2,0,3,2,1,2,3,3,3,6,4,2,6,6,7,7,8,6,9,8,6,5,8,9,9,8,11,6,8,9,12,7,5,4,7,5,6,11,10,8,13,12,5,13,8,4,3,2,1,1,0,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,2,0,3,0,5,8,8,10,15,16,16,20,24,29,34,36,36,38,41,42,19,40,39,35,23,29,26,25,18,16,16,17,15,13,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,0,1,0,1,1,1,8,10,13,15,9,10,9,14,15,14,12,14,15,15,17,18,17,18,16,12,10,20,19,18,15,15,16,15,12,13,0,12,13,14,8,13,16,17,15,16,14,13,10,10,7,10,8,6,14,2,16,17,17,18,17,20,21,23,24,24,23,16,19,17,22,20,25,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,0,3,3,4,2,3,7,8,11,11,7,8,5,11,14,13,11,10,13,12,13,14,13,15,13,13,7,12,17,16,15,16,18,15,9,7,0,7,7,11,13,14,13,10,11,10,12,11,10,6,7,8,9,8,6,5,5,6,7,8,5,11,11,14,16,16,16,26,17,18,18,18,22,20,17,15,17,18,20,18,10,10,10,11,11,0,9,4,13,16,15,14,16,16,19,22,23,24,16,10,11,6,1,0,0,0
2022-03-07 07:00:00,0,3,0,1,2,6,11,12,14,17,14,15,15,22,23,21,15,20,27,28,32,34,35,38,40,33,28,30,29,27,30,37,40,33,25,22,13,20,17,20,20,23,22,24,24,25,24,21,22,22,20,18,15,5,7,12,15,18,9,17,18,19,22,26,27,33,36,43,47,45,35,32,38,33,35,32,30,27,20,21,20,18,16,19,19,20,22,21,26,41,26,31,33,33,35,42,41,42,31,30,24,16,10,4,0,0
2022-03-07 08:00:00,0,3,4,4,1,5,9,10,20,26,23,24,26,29,38,44,27,30,32,40,39,41,37,48,43,33,31,24,35,36,43,40,46,39,24,27,9,27,26,28,32,36,37,33,41,43,41,35,34,45,42,33,21,8,12,13,14,20,19,24,25,25,26,28,33,39,44,42,49,45,42,39,51,48,36,39,40,40,28,23,20,21,22,20,14,22,24,20,23,34,43,48,52,48,52,65,52,62,56,57,46,32,17,7,0,0
2022-03-07 09:00:00,2,2,1,2,0,5,6,11,13,17,13,14,13,17,16,22,17,24,26,48,55,49,30,33,33,29,28,24,26,25,27,27,33,37,13,15,11,13,12,13,15,14,14,25,26,25,21,19,18,19,17,17,12,8,5,5,6,8,7,8,10,12,13,17,17,16,15,22,20,20,21,21,27,27,25,27,33,37,40,36,34,36,41,27,9,8,12,11,14,15,16,16,18,15,13,20,18,18,23,21,13,11,6,3,0,0
2022-03-07 10:00:00,0,2,0,2,2,3,9,13,20,20,18,18,14,15,20,22,18,16,14,16,16,15,23,23,20,19,18,16,10,14,20,21,21,21,14,13,0,13,14,15,14,13,13,17,17,16,9,14,11,12,10,9,8,4,4,4,6,6,8,11,8,11,11,10,10,12,12,15,14,13,12,12,13,12,21,19,15,16,16,13,11,11,14,12,8,5,9,9,8,9,13,13,12,12,10,9,6,4,3,3,2,2,1,1,0,0
2022-03-07 11:00:00,1,1,1,3,1,3,8,11,14,16,17,17,15,16,19,14,13,13,14,19,20,16,25,22,28,24,22,22,20,18,20,20,20,21,14,15,13,15,14,16,17,17,19,17,15,12,11,11,12,12,11,9,9,5,8,8,7,7,7,10,9,8,10,16,17,17,8,16,17,13,15,16,18,15,15,10,11,10,14,12,11,9,8,8,8,7,8,7,9,8,9,9,11,11,10,11,9,6,4,0,4,3,2,1,0,0
