Unnamed: 0,1_상대원차고지,2_보통골동양공업사,3_스타타워.동방렌탈,4_공단오거리.공단주유소,5_고려당사거리,6_공단본부.샤니,7_상대원1동주민센터,8_대원터널앞사거리,9_상대원시장,10_상대원고개,11_단대오거리역.세이브존,12_성남우체국,13_신흥역.종합시장,14_성남시의료원.신흥1동행정복지센터,15_성남시여성비전센터.성남수정새마을금고.한국사회적기업진흥원,16_중앙시장,17_통계청.태평역,18_성남수정경찰서,19_수진리고개.태평고개,20_가천대역.가천대학교,21_복우물.웃말입구,22_복정파출소.복정캠퍼스맛집거리,23_동서울대학교,24_복정초등학교,25_복정동주민센터,26_복정역2번출구,27_복정역1번출구,28_장지역.가든파이브,29_문정법조단지.건영아파트,30_문정로데오거리입구,31_가락시장.가락시장역,32_송파역,33_석촌역,34_석촌호수.한솔병원,35_잠실역.롯데월드몰,36_잠실역.잠실대교남단,37_잠실대교전망쉼터,38_자양동잠실대교북단,39_동서울우편집중국앞,40_광진구청,41_광진경찰서,42_구의사거리,43_구의2동주민센터입구,44_어린이대공원후문아차산역,45_중곡동입구삼거리,46_군자역4번출구.용마초등학교,47_군자교입구,48_장한평역,49_청년회의소,50_답십리역사거리,51_신답초등학교.청계한신휴플러스,52_동대문구청,53_서울시동부병원,54_신설동역.서울풍물시장,55_신설동역,56_용두로타리한국의류시험연구원,57_서울시동부병원,58_용두동신동아아파트,59_용두역,60_동대문구청,61_신답초등학교.청계한신휴플러스,62_답십리역사거리,63_청년회의소.서울새활용플라자,64_장한평역,65_군자교입구,66_군자역5번출구.용마초등학교,67_중곡동입구삼거리,68_어린이대공원후문아차산역,69_구의2동주민센터입구,70_구의사거리,71_광진경찰서,72_광진구청,73_자양동잠실대교북단,74_잠실대교전망쉼터,75_잠실역.잠실대교남단,76_석촌호수.한솔병원,77_석촌역,78_송파역,79_가락시장.가락시장역,80_문정로데오거리입구,81_문정법조단지.건영아파트,82_장지역.가든파이브,83_장지동,84_복정동주민센터,85_동서울대학교,86_복정파출소.복정캠퍼스맛집거리,87_복우물.웃말입구,88_가천대역.가천대학교,89_수진리고개.태평고개,90_통계청.태평역,91_중앙시장.농협,92_성남시여성비전센터.삼성생명.한국사회적기업진흥원,93_성남시의료원.신흥1동행정복지센터,94_신흥역.종합시장,95_성남우체국,96_단대오거리역.(구)종점,97_상대원고개,98_상대원시장,99_대원사거리,100_상대원1동주민센터앞,101_공단본부.샤니,102_고려당사거리,103_공단오거리.공단주유소,104_스타타워.동방렌탈,105_보통골동양공업사,106_상대원차고지
2022-03-15 16:00:00,0,3,9,8,10,15,20,19,23,23,22,22,21,16,18,19,18,18,23,26,24,24,49,50,48,38,36,31,30,29,30,32,30,29,26,27,9,30,27,27,32,32,31,26,22,21,18,16,14,12,10,10,7,6,7,11,9,11,11,14,16,16,17,17,18,20,17,19,20,19,20,22,23,23,29,31,33,26,29,28,29,33,30,33,40,40,34,28,28,22,22,19,22,21,20,25,20,10,8,3,4,2,5,4,0,0
2022-03-15 17:00:00,0,10,16,22,43,52,53,49,46,46,27,26,26,30,34,34,26,26,15,29,28,28,46,45,41,29,26,26,29,42,45,45,42,42,32,33,32,30,28,27,29,31,27,26,24,27,25,26,29,30,22,15,13,13,13,15,14,18,22,24,24,26,27,32,30,29,27,31,30,31,31,30,28,27,36,28,25,24,27,27,31,38,37,35,34,31,27,25,20,21,21,20,24,27,22,32,16,11,9,7,4,5,2,2,0,0
2022-03-15 18:00:00,5,8,28,37,48,55,55,60,61,55,35,34,31,26,23,17,16,17,18,27,25,24,45,44,41,28,25,21,34,55,58,58,54,54,37,37,35,35,33,40,44,49,46,29,28,29,25,29,27,24,22,20,20,10,17,23,27,34,36,41,39,34,35,37,39,36,33,29,29,30,29,27,26,25,27,30,27,25,24,33,35,40,39,35,36,36,34,27,24,26,28,27,25,22,22,28,19,13,8,6,4,4,2,2,0,0
2022-03-15 19:00:00,0,2,9,10,14,28,29,35,35,40,23,20,17,15,14,12,12,12,13,17,14,12,15,15,16,13,13,16,17,23,23,25,23,28,35,37,36,29,29,29,30,31,30,23,21,15,14,13,12,12,11,10,9,6,9,10,13,17,20,21,22,18,17,23,22,21,20,20,21,22,19,17,14,14,27,25,25,27,26,25,23,25,24,24,25,23,24,19,17,28,22,23,14,16,16,23,15,9,6,7,9,1,8,0,0,0
2022-03-15 20:00:00,0,1,3,5,5,9,8,12,13,14,10,10,12,9,12,10,11,16,15,18,14,15,18,18,16,18,17,15,17,19,18,16,17,18,22,22,15,20,18,19,17,18,13,15,15,13,12,8,8,8,6,5,6,6,6,6,7,8,7,18,9,15,16,15,15,18,15,16,14,13,16,13,14,12,17,19,19,17,15,14,20,23,23,22,19,18,17,15,14,15,15,9,13,12,11,15,11,9,5,3,4,4,1,0,0,0
2022-03-15 21:00:00,0,1,3,8,9,10,10,12,10,10,9,9,10,10,11,12,10,9,9,16,13,11,12,11,10,9,5,15,15,21,24,21,20,19,25,27,26,21,18,19,18,20,17,17,15,13,11,12,10,11,9,10,11,7,8,10,12,11,10,13,12,15,14,14,12,14,16,13,13,10,11,11,10,10,18,20,19,18,19,18,17,21,20,19,18,17,16,13,9,13,13,10,12,12,11,18,14,8,7,5,2,2,0,2,0,0
2022-03-15 22:00:00,0,1,2,4,2,0,4,5,6,7,6,6,9,11,10,7,6,8,7,13,12,13,23,21,19,11,9,12,13,25,27,26,24,29,29,25,23,22,21,17,19,20,17,16,15,18,15,11,9,9,6,4,4,2,4,3,7,7,8,4,9,9,10,12,10,9,9,13,11,9,14,11,10,7,17,20,18,19,22,23,23,24,23,21,23,23,20,21,14,18,15,11,12,14,15,19,10,6,5,0,0,0,3,0,0,0
2022-03-15 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,10,9,6,0,7,9,10,16,19,17,12,16,16,12,17,16,20,18,17,15,13,12,13,5,7,6,4,4,5,2,5,2,4,3,4,3,5,3,6,5,4,5,7,6,6,8,7,7,7,8,7,9,9,9,10,11,11,12,13,5,8,12,11,6,8,11,11,9,7,10,11,11,16,10,8,3,2,1,1,0,0,0,0
2022-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 04:00:00,0,1,0,1,2,2,4,8,11,16,17,18,21,26,29,30,34,32,35,38,18,36,0,35,31,30,26,24,22,23,21,16,23,16,11,6,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 05:00:00,0,2,0,0,1,4,9,10,13,18,12,13,12,14,16,15,15,17,18,20,15,18,19,9,19,12,11,16,15,10,10,11,13,8,16,17,4,15,14,15,15,8,12,17,16,14,15,15,13,14,13,11,10,11,16,1,17,19,0,9,20,23,25,27,30,28,12,18,19,20,20,22,22,0,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 06:00:00,0,2,3,2,3,6,7,6,11,12,9,8,7,7,13,13,13,10,14,15,13,14,13,15,15,14,7,10,12,13,13,16,17,16,13,10,0,10,9,9,8,10,10,12,11,11,9,9,7,11,10,9,5,5,3,4,3,5,6,8,8,9,11,13,17,19,14,21,22,20,21,22,24,21,17,19,18,15,20,18,16,16,10,17,16,17,9,16,18,18,18,18,20,21,18,22,21,19,13,12,9,6,2,1,0,0
2022-03-16 07:00:00,0,3,1,2,4,5,9,11,11,12,12,11,10,16,19,22,22,25,22,23,24,27,27,36,28,20,16,17,32,36,38,47,54,27,26,27,25,30,28,28,31,32,28,22,28,29,30,27,24,21,21,20,14,7,6,7,8,18,18,24,28,22,26,28,32,32,35,48,50,48,37,36,43,38,41,38,35,37,35,30,29,30,31,33,13,13,14,11,17,20,25,33,29,33,35,52,52,53,50,47,42,18,9,4,0,0
2022-03-16 08:00:00,0,4,4,1,3,2,10,15,23,29,28,26,26,31,39,36,35,40,45,61,57,59,44,58,50,33,34,28,31,27,28,29,53,56,20,23,22,25,19,22,26,25,26,33,37,41,42,38,34,42,41,32,22,10,10,11,16,23,21,23,26,29,30,29,26,39,39,41,40,36,33,33,38,32,33,31,37,39,34,35,35,42,40,36,32,33,32,32,35,44,50,55,61,65,67,67,65,62,59,53,48,35,21,7,0,0
2022-03-16 09:00:00,0,4,6,3,0,6,11,13,15,18,14,12,11,19,21,20,20,23,26,44,47,43,26,32,34,26,24,26,24,20,24,27,29,29,15,14,11,15,15,15,16,16,19,19,17,17,16,16,18,25,22,17,11,5,3,4,4,5,5,7,7,9,11,16,16,18,21,26,25,29,33,30,37,36,28,30,33,38,36,29,27,29,43,41,14,16,18,17,19,18,20,16,17,14,12,17,14,11,12,9,10,7,3,2,0,0
2022-03-16 10:00:00,1,2,1,2,2,2,10,12,15,17,17,14,18,18,19,17,14,15,16,27,26,25,19,19,19,16,14,12,17,16,16,23,22,23,13,14,8,15,15,14,16,17,18,15,13,13,12,13,13,11,12,12,8,4,4,3,5,6,5,6,6,11,14,18,21,21,20,19,18,16,21,17,17,13,13,15,15,18,16,16,15,16,17,15,8,5,8,7,8,10,12,13,12,11,11,13,10,9,7,3,4,3,2,1,0,0
2022-03-16 11:00:00,0,2,4,3,4,7,12,14,14,20,20,21,25,21,17,13,16,15,10,20,18,16,20,21,20,19,15,20,27,42,47,45,41,37,15,18,15,19,17,18,16,19,14,20,19,21,16,11,10,10,10,9,8,6,4,2,5,6,6,9,7,8,9,14,15,14,14,15,14,16,16,17,18,13,16,11,12,16,17,16,15,20,21,18,11,0,11,9,9,9,11,11,13,10,9,12,9,7,6,0,3,3,2,0,0,0
2022-03-16 12:00:00,1,3,2,3,0,3,5,6,11,11,14,11,11,13,16,15,16,10,15,25,26,24,42,41,36,24,23,20,20,20,21,26,23,25,14,17,16,11,16,18,18,19,14,15,10,13,12,14,11,12,10,8,6,5,8,8,6,6,7,12,14,16,17,18,17,18,18,21,23,25,24,20,19,18,17,18,16,19,18,18,17,25,12,21,25,16,22,12,11,12,14,17,16,15,11,14,9,7,4,3,4,2,1,1,0,0
2022-03-16 13:00:00,0,5,3,6,7,5,7,7,13,17,16,15,19,15,13,9,14,15,15,21,22,15,38,40,36,26,17,27,28,29,34,37,36,34,18,19,13,16,15,19,19,19,14,19,21,19,19,16,11,17,15,12,10,9,6,7,6,10,7,11,10,10,13,13,14,15,14,17,18,19,15,20,22,20,17,16,16,19,21,18,17,15,17,13,23,24,22,13,10,16,17,15,15,12,13,15,11,8,7,6,4,5,4,3,0,0
2022-03-16 14:00:00,0,2,5,3,8,9,9,12,18,19,18,19,15,15,13,11,17,16,15,18,21,13,26,29,30,25,19,24,26,31,27,29,29,28,21,19,20,20,18,20,21,18,19,22,19,15,15,13,13,13,12,7,7,4,6,7,8,8,8,11,13,17,17,18,17,19,20,21,20,19,18,21,22,22,23,22,18,21,23,11,13,24,23,16,19,20,19,13,13,16,17,16,21,17,16,17,13,5,3,2,2,3,2,1,0,0
2022-03-16 15:00:00,0,4,6,11,12,13,17,18,21,17,18,18,17,15,19,17,12,12,11,14,18,15,39,46,45,29,18,22,22,22,23,23,23,23,19,19,19,22,19,23,27,26,21,21,19,15,15,14,11,13,11,9,8,4,10,11,13,16,15,19,20,19,21,21,19,20,18,20,18,19,23,22,26,18,26,22,23,20,20,22,19,25,21,20,27,26,22,18,16,15,20,19,21,17,15,21,14,10,6,7,5,4,3,2,0,0
2022-03-16 16:00:00,2,2,8,13,12,17,18,22,19,19,19,18,19,19,17,13,11,11,13,15,17,16,38,39,38,32,31,31,29,28,29,30,28,31,26,29,27,25,19,21,28,31,25,24,21,18,16,18,15,18,15,12,9,7,12,13,15,18,18,19,18,18,19,22,24,22,21,21,22,22,22,19,23,24,29,26,25,26,22,23,24,26,25,24,30,29,29,25,22,26,26,26,24,25,27,39,25,17,15,6,6,2,0,2,0,0
2022-03-16 17:00:00,3,8,24,32,38,49,50,49,44,44,32,34,36,26,29,27,23,24,25,32,34,33,48,52,50,35,33,34,33,37,39,39,38,37,27,26,25,23,24,25,25,27,25,23,21,19,19,18,15,19,17,18,13,10,11,15,19,28,20,34,37,39,38,37,24,25,22,27,28,24,24,24,22,22,30,26,26,25,25,25,27,30,29,30,28,27,23,21,20,25,24,23,21,18,17,28,20,14,11,10,4,9,2,1,0,0
2022-03-16 18:00:00,3,7,32,37,47,54,52,53,50,49,36,27,34,24,25,26,23,25,26,32,26,25,35,44,45,31,33,35,37,58,59,57,61,57,58,60,55,49,41,37,37,36,36,33,27,26,22,23,23,20,18,14,12,11,18,27,30,33,37,41,42,41,42,45,45,42,40,40,39,36,35,32,30,28,38,34,30,29,33,34,34,35,32,33,31,32,32,27,22,25,24,23,23,21,21,31,22,14,10,5,3,1,3,2,0,0
2022-03-16 19:00:00,0,2,4,10,17,22,24,24,26,25,19,16,23,16,18,11,10,10,13,21,19,17,16,15,16,12,12,13,14,18,18,21,24,25,26,29,30,29,26,25,23,21,21,19,18,18,17,16,12,13,13,13,9,4,8,8,14,15,17,19,15,19,21,22,29,29,27,28,24,22,21,22,19,14,21,18,18,19,19,22,24,26,24,23,18,22,16,15,15,16,16,19,18,22,17,22,15,10,8,1,3,0,2,2,0,0
2022-03-16 20:00:00,0,1,7,16,18,22,19,13,15,13,13,12,15,14,13,11,10,7,10,19,13,12,22,17,26,21,22,18,16,20,25,24,23,23,25,27,10,29,28,25,23,24,23,21,19,16,12,11,10,8,5,4,4,5,9,13,12,15,17,18,18,17,15,16,17,15,14,14,13,14,11,13,14,13,20,21,20,21,20,21,20,22,22,23,23,21,18,19,19,26,13,12,13,15,11,15,9,8,5,3,1,2,4,0,0,0
2022-03-16 21:00:00,0,2,4,5,6,8,8,12,13,12,10,9,9,14,18,15,15,14,14,19,19,19,20,18,22,19,16,19,19,25,20,20,19,23,21,22,16,20,13,22,21,20,22,20,18,21,19,15,11,11,9,5,4,5,8,7,9,10,11,12,12,13,15,16,18,15,16,15,13,14,14,15,15,14,17,17,17,15,15,14,17,25,18,22,21,18,17,15,14,17,23,20,14,14,12,15,11,6,4,3,2,3,0,1,1,0
2022-03-16 22:00:00,0,1,1,3,4,4,5,5,6,5,5,6,5,8,7,6,8,7,9,13,11,9,11,12,11,10,5,14,10,16,14,17,12,19,20,22,17,20,19,19,19,20,20,18,17,12,10,8,8,8,7,8,6,4,8,10,12,10,9,6,7,10,12,11,12,14,12,12,14,12,12,9,13,7,16,13,15,16,15,15,15,18,16,0,14,14,12,11,11,12,10,9,14,14,16,17,8,6,3,0,1,0,0,0,1,0
2022-03-16 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,0,5,2,8,9,11,15,15,16,20,18,21,0,18,16,16,17,17,14,10,13,11,10,8,7,5,3,2,2,2,4,5,4,3,4,5,6,5,6,6,5,7,5,6,5,4,11,10,8,3,8,11,8,10,11,10,10,11,14,10,11,8,8,9,7,12,8,8,11,9,8,12,8,5,2,1,0,1,0,0,0,0
2022-03-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 04:00:00,0,2,2,1,0,5,7,8,12,15,17,18,21,25,25,28,29,28,31,33,13,12,34,13,30,10,26,22,12,15,13,16,18,16,13,12,0,13,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 05:00:00,0,1,0,1,2,2,7,5,16,17,10,9,7,11,12,14,13,14,12,16,17,13,13,12,15,14,13,12,10,9,10,11,10,12,9,9,0,10,7,10,8,15,9,12,12,12,11,9,11,10,9,7,8,7,16,3,17,20,3,8,3,24,24,26,28,25,23,20,22,21,23,21,21,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 06:00:00,0,2,3,3,3,4,6,9,13,16,9,7,7,10,6,10,8,9,10,10,13,12,13,14,11,9,10,10,17,18,13,14,12,14,9,9,6,9,8,7,7,8,8,9,9,8,9,8,8,7,7,7,9,7,4,3,2,6,7,8,9,14,16,17,14,17,13,19,18,15,22,17,24,22,17,17,15,18,18,17,17,19,17,13,16,13,11,16,18,15,19,19,22,20,18,19,18,16,14,13,11,6,4,3,0,0
2022-03-17 07:00:00,0,2,0,3,1,4,11,12,13,16,12,14,17,16,17,22,18,21,25,25,31,34,35,40,39,27,26,24,25,22,25,34,30,31,24,28,16,27,17,21,22,26,25,20,23,27,21,18,20,24,24,22,15,7,9,9,10,14,15,20,19,21,22,24,31,35,42,48,47,48,31,30,38,39,27,25,25,24,22,16,16,17,18,19,20,22,27,22,24,27,28,32,33,29,31,40,41,41,41,39,31,23,17,3,1,0
2022-03-17 08:00:00,1,3,2,1,3,2,7,10,19,27,29,28,21,25,28,29,25,28,37,46,46,48,50,52,44,35,33,28,29,30,33,42,46,49,30,26,24,28,25,26,28,30,30,39,44,47,50,40,33,37,34,25,20,12,14,10,12,16,17,21,23,21,23,32,30,40,41,48,51,46,47,44,56,57,49,47,52,50,42,36,32,35,46,41,22,25,23,15,15,21,29,36,38,42,46,56,56,53,51,50,43,38,19,8,0,0
2022-03-17 09:00:00,0,2,1,3,2,3,10,11,14,20,17,20,19,14,16,20,19,23,26,46,44,40,29,36,31,26,24,21,23,18,22,24,27,26,12,12,9,12,12,16,17,18,19,21,20,23,22,16,15,18,15,14,11,6,4,6,6,7,7,9,10,8,13,14,17,18,19,19,22,22,22,24,26,23,29,27,30,29,31,33,33,36,40,35,16,6,15,13,13,11,11,12,10,10,10,18,21,17,15,16,13,8,2,1,0,0
2022-03-17 10:00:00,0,2,1,2,0,1,7,9,10,15,9,12,9,13,10,11,12,15,22,34,33,32,20,17,18,15,16,16,20,24,23,24,27,25,19,18,17,20,9,17,15,16,14,13,13,12,11,15,13,11,9,9,8,6,6,7,8,7,7,9,9,8,8,10,11,13,11,13,14,13,15,13,14,14,15,14,14,14,13,13,12,16,15,14,9,10,11,7,6,6,11,10,12,11,10,11,8,7,5,6,7,3,2,0,0,0
2022-03-17 11:00:00,0,1,3,4,0,2,10,11,18,18,14,14,17,19,17,14,12,15,17,24,20,21,18,20,21,19,11,18,21,20,21,22,20,19,12,14,8,15,11,14,13,14,15,15,16,13,11,10,9,11,8,11,7,4,5,6,6,8,2,8,10,12,12,14,15,15,16,16,15,12,14,14,17,16,14,13,15,17,21,17,15,13,23,25,10,11,10,9,12,12,10,9,11,10,8,11,8,6,5,0,2,2,1,0,0,0
2022-03-17 12:00:00,0,3,4,5,2,6,7,9,12,14,11,11,11,10,14,13,12,16,14,27,29,16,30,29,28,22,0,21,23,20,23,26,25,25,15,16,0,19,18,16,18,18,19,19,17,13,14,11,9,10,9,8,4,4,5,6,6,5,6,7,7,7,7,10,9,10,8,12,16,15,14,14,18,17,15,15,23,26,24,24,17,25,27,21,19,7,17,9,7,11,16,16,18,15,15,16,11,6,4,3,4,1,1,3,0,0
2022-03-17 13:00:00,0,3,4,5,4,4,10,13,20,19,21,23,25,17,20,24,27,26,28,43,44,40,36,39,40,34,19,25,24,22,21,21,21,24,17,13,11,14,14,16,18,22,21,20,20,18,15,13,13,12,13,13,10,4,7,8,9,9,8,16,14,8,11,11,14,15,15,16,18,16,18,17,17,15,16,16,18,18,19,18,18,16,18,18,16,11,12,9,8,12,15,14,16,16,10,12,9,5,4,5,0,4,1,3,0,0
2022-03-17 14:00:00,0,3,4,5,3,6,7,8,9,14,14,12,13,14,13,15,12,12,11,25,26,24,33,39,38,25,22,26,23,27,25,25,26,23,20,15,14,19,18,18,17,20,18,16,15,13,13,11,9,9,10,8,7,6,6,7,12,15,16,11,11,18,13,18,17,19,20,21,15,23,21,17,14,16,23,22,19,24,23,20,22,20,23,17,22,23,20,19,17,16,13,14,16,12,11,13,7,4,2,0,2,2,0,0,0,0
2022-03-17 15:00:00,0,3,4,9,10,11,12,13,15,22,19,15,15,20,22,16,12,11,13,20,20,18,44,38,41,33,32,30,27,24,25,25,24,25,18,19,13,18,18,21,16,18,16,18,17,12,10,8,9,9,4,8,7,6,10,10,11,14,16,17,18,22,21,22,23,24,17,23,22,21,20,23,22,18,21,19,18,17,19,14,13,15,14,13,27,28,25,18,16,15,14,13,22,19,18,27,10,7,3,5,4,3,2,0,0,0
2022-03-17 16:00:00,1,3,6,11,9,15,23,24,24,27,24,22,25,22,19,16,15,16,24,28,28,23,47,47,45,34,27,27,27,27,31,34,33,35,31,33,31,26,26,28,38,39,38,33,30,23,21,20,15,15,14,13,4,6,9,10,12,13,15,17,18,19,20,19,19,23,22,22,21,17,18,20,20,18,20,22,24,24,23,24,26,29,28,26,30,31,29,26,24,26,30,31,32,25,23,23,17,11,9,1,8,7,3,1,0,0
2022-03-17 17:00:00,3,10,24,29,40,43,45,45,46,47,30,25,21,22,25,18,16,17,21,34,31,35,49,50,48,40,33,36,34,38,40,38,38,36,40,38,33,34,33,42,46,44,39,35,32,29,31,24,17,17,15,15,13,10,14,20,21,23,24,30,22,26,28,30,28,29,25,25,24,26,23,20,23,21,26,24,20,19,22,24,26,32,33,30,37,37,36,22,22,21,27,26,24,23,17,22,14,11,10,9,2,8,4,2,0,0
2022-03-17 18:00:00,0,7,30,37,45,48,52,54,51,49,41,37,34,28,27,29,23,21,24,30,31,29,42,51,44,28,27,32,37,52,53,57,61,64,52,57,55,47,41,42,39,39,33,29,29,26,26,23,19,20,19,14,13,10,20,23,25,26,28,35,35,32,31,32,31,31,30,28,28,29,27,26,30,17,31,33,33,28,34,38,43,49,48,45,44,41,39,33,30,22,24,25,26,23,19,28,18,12,7,5,4,4,1,1,0,0
2022-03-17 19:00:00,0,2,4,9,14,20,21,28,33,36,30,26,26,21,18,11,9,9,9,18,17,15,18,23,21,19,10,22,22,29,28,28,28,32,26,27,0,23,20,23,23,23,20,25,22,17,16,14,14,13,11,11,11,6,8,10,13,20,26,27,26,24,23,24,22,21,20,23,22,20,20,17,18,13,28,24,23,30,27,27,25,26,26,22,24,23,21,19,17,19,20,20,19,19,18,30,21,10,6,5,4,1,4,2,0,0
2022-03-17 20:00:00,1,1,3,8,12,16,15,14,11,13,9,9,8,10,11,9,10,9,9,13,13,10,24,23,21,15,9,17,13,16,16,22,26,31,34,35,34,28,25,22,21,23,21,19,18,15,15,11,10,10,7,8,5,7,10,10,9,9,6,11,10,12,13,12,14,15,14,16,15,12,13,14,13,0,19,19,18,17,20,20,19,19,18,13,17,14,13,13,11,13,13,12,12,11,8,15,9,8,6,2,5,4,0,1,0,0
2022-03-17 21:00:00,0,2,6,3,7,8,9,9,10,11,8,7,10,12,11,8,8,10,12,15,16,14,18,18,16,15,7,15,15,16,16,16,20,21,20,19,18,18,13,19,21,15,20,18,16,12,13,13,12,10,7,6,4,5,6,5,7,9,8,9,10,12,15,13,13,16,14,10,13,14,13,11,10,0,18,20,19,18,14,18,19,22,25,25,22,20,18,20,19,16,14,11,14,11,12,16,12,9,5,3,4,4,1,3,0,0
2022-03-17 22:00:00,0,1,3,4,4,5,2,6,5,6,7,6,8,7,6,5,5,6,6,13,12,10,15,13,11,9,2,11,9,20,19,19,21,18,23,27,27,20,20,20,23,24,23,19,15,13,12,10,7,7,6,5,7,5,4,3,3,9,8,7,3,9,8,10,9,13,15,13,13,11,8,13,13,5,12,16,18,18,16,11,16,14,14,13,13,12,10,10,9,12,9,9,13,12,11,15,10,7,4,4,3,1,0,1,1,0
2022-03-17 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,7,6,6,9,10,9,13,12,15,14,12,15,20,21,18,13,9,9,6,5,6,6,4,3,3,1,3,5,4,5,3,5,3,1,6,10,12,10,9,10,8,6,5,5,8,7,3,8,9,8,11,12,11,11,12,13,12,11,10,13,11,7,13,8,6,8,11,14,13,10,6,3,1,0,0,0,2,0,0
