Unnamed: 0,1_7단지영업소,2_상계10동우체국,3_상계주공10단지상가,4_노원고등학교,5_서울문화고등학교,6_방학1동대상타운현대삼성아파트,7_도봉구청,8_서원아파트,9_도봉시장,10_서울북부지방법원.검찰청.성우아파트,11_도봉동서광아파트,12_두산아파트.도심공항수락터미널,13_수락산역,14_노일초등학교,15_상계주공15단지,16_상계주공11단지,17_상계주공10단지,18_대림아파트상가,19_도봉면허시험장,20_상계주공3단지,21_상계주공2단지,22_상계주공1단지,23_중계역,24_노원구민의전당,25_하계역,26_하계장미아파트,27_서울과학기술대입구,28_공릉역4번출구,29_공릉시장,30_태릉입구역3번출구,31_극동늘푸른아파트,32_묵동삼거리.먹골역,33_먹골역,34_한국전력동부지사,35_지하철7호선중화역,36_국민은행중화동지점,37_상봉2동복합청사.도서관,38_면목2동주민센터,39_면목2동,40_면목5동주민센터,41_늘푸른근린공원,42_면목신우아파트,43_면목119안전센터,44_면곡시장,45_중곡아파트,46_군자교,47_군자교남단,48_송정동건영아파트,49_송정동서울숲아이파크,50_화양사거리,51_성수사거리.성수초등학교,52_서울효사랑병원,53_경수중학교,54_영동대교북단,55_영동교입구,56_청담역.경기고교,57_봉은사.삼성1파출소앞,58_무역센타,59_한국무역센터.삼성역,60_포스코건너편,61_선릉역,62_서울상록회관.한국기술센터,63_아가방빌딩.하나은행,64_역삼역,65_강남역12번출구,66_강남역.강남역사거리,67_진흥아파트,68_서초푸르지오써밋.롯데캐슬클래식,69_신논현역.구교보타워사거리,70_강남역.역삼세무서,71_역삼역.포스코타워역삼,72_한서병원,73_한국자산신탁.센터필드,74_선릉역,75_포스코빌딩,76_무역센터.삼성역,77_삼성역,78_삼성역7번출구,79_봉은사역3번출구.삼성1파출소,80_청담역.경기고교,81_우리은행청담지점.청담삼익아파트,82_영동교입구.청담자이아파트,83_영동대교북단,84_노룬산시장,85_성수사거리,86_화양사거리,87_송정동서울숲아이파크,88_송정동건영아파트,89_군자교,90_중곡아파트,91_면곡시장,92_늘푸른동아아파트,93_경남아너스빌아파트앞,94_면목신우아파트,95_늘푸른근린공원,96_장안시장,97_면목2동,98_중목초등학교,99_상봉2동복합청사.도서관,100_중화동한신아파트,101_지하철7호선중화역,102_한국전력동부지사,103_먹골역,104_먹골역.묵동자이아파트,105_묵동자이.신도브래뉴아파트,106_태릉입구역4번출구,107_공릉시장,108_공릉역1번출구,109_서울과학기술대입구,110_하계미성아파트,111_하계역,112_서울시립북서울미술관,113_중계역,114_백병원,115_상계주공4단지,116_상계주공6단지,117_도봉면허시험장,118_상계주공7단지,119_상계주공9단지,120_상계주공12단지,121_상계주공14단지,122_노원초등학교,123_수락산역3번출구,124_두산아파트.도심공항수락터미널,125_성대야구장노원교앞,126_서울북부지방법원.검찰청.성우아파트,127_도봉시장,128_도봉구청,129_방학1동대상타운현대삼성아파트,130_서울문화고등학교,131_노원고등학교,132_임광아파트상가,133_상계주공7단지,134_상계주공7단지.광림교회앞,135_7단지영업소
2022-03-05 04:00:00,2,4,2,0,5,7,10,12,13,0,17,19,23,24,25,27,29,13,27,24,22,24,23,21,20,20,22,24,24,22,24,26,27,29,30,29,30,0,31,19,0,30,31,31,29,31,32,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,1,1,0,2,4,6,3,6,5,4,4,3,4,7,10,12,11,9,12,7,8,14,15,17,12,17,11,15,15,18,19,20,19,18,28,29,20,19,30,31,32,34,15,32,33,22,34,38,40,41,29,38,38,32,28,17,25,21,16,11,10,10,8,4,2,1,2,5,3,7,6,0,7,5,0,4,5,7,0,0,7,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,2,1,1,1,3,4,2,4,5,6,3,2,4,4,4,4,5,3,4,6,3,5,6,6,6,7,6,7,7,8,7,8,9,9,10,11,11,8,13,14,12,13,14,19,20,14,21,22,19,20,20,22,21,14,13,19,16,13,9,8,6,0,3,2,1,1,2,5,4,3,5,2,4,5,6,6,10,12,9,14,13,12,9,9,10,9,8,10,8,9,8,9,10,8,7,8,9,9,8,10,3,9,9,8,7,0,8,9,0,9,9,8,8,3,7,8,0,0,6,5,4,2,0,1,0,0,0,0,0,0,0,0,0,0
2022-03-05 07:00:00,1,1,2,0,1,2,4,3,5,4,0,4,5,6,7,6,4,7,7,7,7,9,10,10,7,10,11,9,10,11,11,8,9,11,14,12,12,13,16,15,16,16,18,18,21,21,15,10,21,17,10,8,15,16,15,13,11,9,10,6,5,8,3,6,2,1,2,2,5,6,6,6,7,6,5,5,6,9,9,6,10,10,12,11,8,11,11,16,9,17,15,14,13,13,11,9,10,10,12,12,10,11,8,7,9,10,11,11,12,10,7,9,9,8,7,6,6,4,3,4,5,4,2,4,3,2,0,1,1,2,1,0,0,0,0
2022-03-05 08:00:00,3,0,4,2,2,3,5,8,9,15,16,16,13,13,12,14,15,21,15,16,18,18,17,16,14,16,20,15,13,15,14,16,19,19,21,20,22,23,22,24,26,24,23,23,25,25,28,31,32,35,32,31,33,33,28,26,18,16,17,15,16,15,14,11,5,2,1,2,10,9,7,6,7,7,7,9,6,10,13,11,10,7,5,6,6,8,9,9,9,10,11,12,15,15,16,14,16,16,19,15,16,14,13,13,12,13,14,12,13,14,14,14,14,13,13,8,9,10,6,11,8,7,6,6,6,4,5,5,3,3,0,0,2,1,0
2022-03-05 09:00:00,2,3,4,4,3,4,8,10,11,14,9,14,9,14,15,17,12,11,18,14,12,12,13,15,15,15,15,18,19,18,18,19,19,18,19,20,20,20,22,24,25,26,32,23,34,35,36,39,41,36,33,31,30,30,29,28,25,19,16,14,13,13,11,9,5,2,1,3,11,10,9,9,9,10,10,11,15,12,18,20,19,15,13,10,11,12,11,10,10,11,11,13,16,13,15,19,20,20,20,17,17,17,20,21,19,24,25,20,24,22,20,16,14,15,14,9,10,8,5,8,6,7,5,6,5,3,3,5,3,3,2,2,1,2,0
2022-03-05 10:00:00,2,3,3,2,3,4,7,8,9,14,13,12,9,14,14,13,13,13,11,13,14,13,19,18,21,25,25,23,19,17,16,18,18,19,21,16,18,20,21,20,20,18,16,19,20,21,22,27,28,28,28,28,26,25,17,23,21,15,12,11,11,10,10,7,7,4,4,4,15,14,10,10,10,11,10,13,5,16,18,14,13,17,20,21,15,12,11,13,11,10,12,10,11,11,14,14,13,18,19,18,23,22,22,19,20,21,20,19,26,24,22,19,18,18,16,17,16,13,12,15,10,9,7,8,6,7,4,6,6,4,3,1,0,0,0
2022-03-05 11:00:00,1,0,2,1,1,6,9,9,13,15,15,13,9,12,17,19,24,24,24,26,25,15,21,20,16,18,16,14,16,11,12,12,14,14,15,18,19,20,14,21,14,20,23,24,24,23,24,26,26,28,29,27,21,29,30,31,27,21,20,17,14,13,13,12,10,5,4,3,11,17,17,15,12,16,16,17,16,20,23,22,21,18,20,20,19,21,16,17,16,19,19,23,24,17,26,25,10,26,26,24,21,19,20,19,16,14,19,20,20,21,27,30,32,18,17,11,10,8,13,12,9,11,11,13,12,11,9,5,4,6,2,1,0,1,0
2022-03-05 12:00:00,2,2,2,3,4,5,8,9,13,15,16,15,17,17,20,23,22,22,18,18,20,21,19,19,23,24,22,19,20,20,18,22,24,21,21,25,26,22,18,17,18,18,20,21,23,24,22,26,26,29,27,28,30,30,32,30,26,25,23,20,19,17,17,15,8,7,8,11,18,22,22,17,22,22,23,22,25,26,24,20,17,17,21,20,20,14,15,16,14,15,16,17,18,18,18,21,22,24,27,22,23,24,24,28,29,33,18,34,34,34,27,35,37,36,27,21,21,15,14,14,12,16,10,9,9,8,7,6,7,5,4,2,0,1,0
2022-03-05 13:00:00,1,3,2,3,2,6,14,15,19,22,24,22,14,16,20,24,30,35,31,38,37,38,36,31,29,26,20,20,21,19,19,19,17,15,20,17,18,17,16,18,20,19,19,20,18,19,25,28,27,29,28,23,27,28,27,28,23,16,12,11,10,10,13,10,7,6,6,7,16,16,17,16,18,18,18,17,20,22,29,26,24,27,29,28,29,25,24,21,23,23,25,28,25,26,16,27,31,30,28,25,23,22,21,23,24,26,28,28,34,25,30,23,23,21,17,14,21,16,22,19,17,17,13,15,12,10,8,5,2,4,1,1,2,1,0
2022-03-05 14:00:00,1,2,2,0,2,3,11,13,14,18,9,17,14,17,17,19,20,19,16,25,26,19,18,20,22,20,19,25,27,27,23,21,22,22,23,23,24,23,23,24,26,27,24,22,20,23,21,20,22,24,23,21,21,22,25,26,20,21,20,20,10,22,20,18,11,5,7,7,13,17,17,17,10,17,16,18,19,24,26,16,24,27,30,31,30,24,20,20,15,15,14,16,17,15,16,17,18,16,17,18,17,17,19,21,26,18,29,32,33,27,28,37,37,31,27,15,18,16,17,21,20,19,14,13,12,9,7,3,5,2,1,1,1,0,0
2022-03-05 15:00:00,2,3,4,0,3,6,7,6,9,8,9,11,13,15,18,19,21,22,16,25,28,32,32,30,29,31,27,24,23,23,21,24,24,23,20,24,20,19,18,19,22,23,22,20,22,22,24,22,23,27,27,25,25,30,32,31,25,24,21,20,19,16,17,13,9,6,5,9,20,24,25,11,17,19,17,14,14,22,29,29,25,28,25,21,22,23,22,18,19,19,17,20,21,14,26,26,27,24,23,21,17,20,19,18,16,18,23,25,28,31,26,30,30,27,24,18,19,14,19,15,14,19,18,19,17,14,7,4,2,1,1,4,3,0,0
2022-03-05 16:00:00,1,1,2,0,2,4,6,7,7,10,9,6,11,14,13,15,13,14,15,25,24,25,27,29,30,30,29,20,21,21,18,19,19,15,18,18,22,23,23,22,21,18,21,20,18,19,18,18,17,18,19,20,19,17,17,22,22,13,12,12,13,15,12,14,14,15,8,14,15,17,16,23,21,25,23,25,29,46,43,38,36,38,34,32,29,29,28,25,25,25,19,22,24,22,24,26,26,25,26,25,21,21,18,18,21,25,27,27,27,30,23,35,33,32,31,37,37,33,33,22,21,18,17,16,14,12,8,5,4,6,2,3,0,1,0
2022-03-05 17:00:00,3,5,7,1,4,4,8,9,12,10,8,9,8,11,10,14,16,16,13,21,18,19,17,23,22,23,26,24,22,21,24,24,26,24,21,20,22,20,19,20,17,20,19,17,16,17,17,17,18,23,22,18,17,16,21,20,16,14,13,14,12,14,11,13,9,8,7,5,16,20,13,14,17,17,13,20,21,21,29,28,19,29,29,32,31,32,30,29,28,27,26,27,26,27,29,32,33,35,33,29,25,21,19,25,28,27,26,25,24,27,22,26,27,24,23,16,17,16,13,16,14,11,13,13,13,11,6,7,5,6,5,4,3,2,0
2022-03-05 18:00:00,2,2,3,1,4,6,10,10,10,12,2,10,11,15,15,17,16,14,12,18,19,25,27,29,29,17,16,15,13,16,18,18,18,18,19,17,18,17,16,17,16,14,11,13,11,12,12,15,9,12,11,10,9,8,10,12,20,16,15,15,13,14,12,10,7,7,8,8,13,19,15,16,17,16,19,20,22,27,37,35,26,35,36,32,33,31,32,32,29,27,26,26,26,24,25,24,26,25,26,21,21,21,21,25,24,23,23,23,25,26,24,27,28,27,26,23,24,21,19,16,16,13,14,18,19,17,14,10,11,9,8,6,5,4,0
2022-03-05 19:00:00,0,1,5,3,6,5,4,5,6,8,0,8,11,12,11,10,10,8,12,20,21,19,19,20,19,22,24,25,22,19,15,16,16,13,18,14,14,8,16,16,16,11,10,11,9,7,7,10,9,11,9,8,8,8,10,8,7,6,9,10,11,12,12,11,5,4,3,1,5,8,9,10,17,18,18,20,10,17,21,16,20,21,22,22,22,23,22,19,17,19,20,25,24,21,19,23,23,19,23,19,18,21,16,17,16,16,13,16,12,14,10,13,11,13,13,15,14,11,16,18,15,11,11,13,11,10,6,5,5,3,0,0,0,0,0
2022-03-05 20:00:00,1,0,2,3,2,4,6,5,3,5,2,4,5,5,4,6,7,5,6,16,16,20,18,18,20,18,13,15,16,14,15,11,13,15,14,15,14,14,13,10,14,10,14,15,13,12,15,15,13,14,13,9,14,13,11,13,10,6,8,8,8,7,10,10,8,5,4,3,5,7,8,8,9,7,11,11,14,26,31,30,31,29,27,26,30,31,32,28,27,31,14,32,31,29,29,26,25,25,27,24,25,23,22,18,18,18,20,20,21,20,18,20,18,16,13,10,13,12,0,13,11,12,23,22,18,14,10,7,3,4,0,1,3,1,0
2022-03-05 21:00:00,0,1,2,0,1,3,3,4,0,4,1,5,6,7,6,5,0,2,6,14,16,17,19,22,21,20,20,22,23,20,17,20,13,17,16,16,15,11,8,12,13,8,11,7,12,11,9,9,10,11,11,12,12,12,11,12,10,8,7,9,7,8,12,10,5,6,7,5,6,10,11,10,14,15,17,18,15,24,28,19,29,28,29,29,34,28,25,23,24,24,24,24,25,24,24,21,21,20,21,18,17,16,13,13,12,13,14,15,14,14,14,15,15,11,15,16,17,12,13,14,12,10,14,11,9,7,7,5,5,3,2,0,4,2,0
2022-03-05 22:00:00,2,2,0,3,2,2,4,0,4,5,0,3,3,4,5,6,4,4,7,17,18,21,21,22,13,21,20,20,20,17,16,8,15,14,16,14,17,16,13,13,13,12,5,9,13,13,10,10,10,12,12,8,11,10,11,0,8,6,6,6,9,10,7,1,8,5,4,4,8,12,15,14,16,19,20,19,20,29,31,32,31,32,24,27,28,28,28,26,25,26,24,27,26,24,23,14,22,20,16,15,13,13,12,11,11,12,13,18,18,16,15,19,20,19,18,22,23,21,15,21,20,15,19,17,14,11,8,5,3,2,0,1,0,0,0
2022-03-05 23:00:00,0,0,0,0,0,2,3,0,0,0,3,0,3,3,6,5,0,7,12,17,18,19,16,19,15,15,12,17,19,17,17,16,16,13,14,15,16,15,17,21,20,18,15,13,12,5,10,9,9,7,7,9,3,10,8,7,5,4,3,6,5,6,4,5,3,4,1,3,13,16,11,18,19,19,20,19,22,24,22,16,21,23,23,21,24,23,25,22,21,21,18,20,21,20,17,18,19,16,20,19,18,16,13,12,12,12,11,12,14,12,12,11,8,11,12,10,17,10,14,13,12,9,9,6,5,3,3,2,1,0,0,0,0,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,1,3,4,0,5,4,4,2,1,0,5,7,9,9,8,7,8,8,10,10,11,10,11,9,12,12,14,13,14,13,16,8,9,17,22,24,19,18,17,19,0,20,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,1,0,1,0,1,0,3,5,6,4,2,9,2,10,10,3,0,8,7,6,3,2,8,9,11,15,7,8,9,8,16,15,16,9,10,18,16,16,15,14,13,15,14,17,9,16,15,19,19,23,12,14,15,21,19,12,16,12,9,7,6,3,4,2,2,1,1,0,3,4,0,3,4,4,5,5,6,8,7,6,0,5,6,0,5,0,4,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,1,0,1,0,2,1,1,1,2,2,0,2,1,3,3,3,0,4,2,4,3,4,3,5,3,7,8,6,5,7,4,8,9,8,8,7,6,7,8,9,9,6,10,9,6,10,10,12,11,20,11,19,12,17,15,13,12,10,6,3,2,2,0,3,0,0,4,2,2,5,6,2,2,5,5,3,4,6,4,0,2,8,10,10,5,4,11,12,13,5,6,12,13,4,13,10,11,5,10,6,6,7,6,6,7,8,8,7,4,5,4,3,1,2,0,0,1,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 07:00:00,2,2,1,3,3,1,3,2,4,4,5,4,2,3,5,3,4,4,5,6,4,7,9,1,6,10,9,8,6,8,7,9,11,12,11,9,9,7,10,11,10,5,11,5,12,11,9,13,15,13,14,13,10,11,9,8,7,6,5,5,6,4,2,1,2,6,0,2,2,3,4,2,4,4,5,4,2,5,5,0,3,4,5,5,9,8,6,7,8,7,7,8,10,7,11,10,9,7,10,6,11,9,9,7,6,5,6,4,7,3,6,3,4,6,1,5,3,0,0,2,4,3,0,2,1,0,0,1,1,0,0,1,0,0,0
2022-03-06 08:00:00,1,2,2,1,1,1,4,5,6,6,7,7,6,5,6,6,8,6,5,9,10,8,9,8,9,11,10,9,9,11,12,8,14,8,13,16,15,16,17,16,15,17,16,18,19,11,11,17,16,14,15,15,17,18,16,15,12,10,10,6,7,6,3,0,1,2,2,2,5,2,6,6,5,7,6,4,5,7,9,4,10,8,7,7,6,8,7,8,10,9,9,6,7,8,9,8,10,9,10,9,10,11,9,5,6,9,6,6,7,6,5,7,6,8,3,6,5,5,4,4,3,5,3,3,2,0,0,1,2,1,0,0,1,0,0
2022-03-06 09:00:00,1,2,3,2,1,3,4,5,9,10,4,9,6,6,8,8,9,13,11,10,9,10,12,14,13,12,11,9,11,12,10,12,16,13,13,15,13,16,18,20,20,20,20,22,20,22,23,24,26,24,24,23,25,26,21,20,15,13,10,8,5,6,5,4,4,1,2,3,5,7,2,6,6,5,4,3,5,9,11,6,9,9,8,7,9,8,9,10,13,14,15,14,15,14,15,15,12,16,16,12,10,11,10,10,11,12,13,15,14,12,10,12,5,12,10,10,4,4,8,6,4,4,3,4,3,1,3,1,2,1,1,0,0,0,0
2022-03-06 10:00:00,1,2,5,6,6,5,4,4,5,8,10,9,9,8,9,10,7,11,7,10,9,10,14,19,10,20,18,16,12,13,14,17,18,18,17,18,17,12,17,20,18,21,21,22,21,23,25,27,22,24,23,21,22,22,21,17,18,17,15,15,13,11,9,5,4,3,2,3,6,5,7,6,4,10,9,3,5,13,7,6,7,8,8,7,7,6,7,8,9,9,7,12,12,6,13,13,14,15,14,14,13,12,12,9,13,12,13,13,14,12,13,10,10,11,11,10,11,10,0,9,10,6,6,4,4,5,5,2,1,1,0,0,0,0,0
2022-03-06 11:00:00,0,1,0,1,2,4,9,6,7,10,11,7,9,11,10,11,13,11,12,11,11,11,10,18,20,18,20,19,20,17,9,10,18,17,19,17,14,18,17,19,21,12,21,22,9,15,22,23,24,24,22,21,20,19,17,19,16,11,8,5,3,7,6,4,3,4,3,5,6,8,10,11,8,8,5,5,3,6,12,11,9,12,12,9,12,6,11,12,11,7,13,11,9,9,9,10,10,10,12,11,11,14,14,14,13,7,15,19,17,17,13,18,10,14,13,10,5,4,8,7,5,4,4,5,4,3,0,2,2,3,3,0,0,0,0
2022-03-06 12:00:00,3,1,1,4,4,5,7,7,9,12,10,11,11,10,12,13,13,14,13,12,15,17,18,18,16,16,16,13,17,14,16,11,16,17,21,23,21,21,20,19,20,20,18,19,19,18,19,20,22,22,21,16,23,29,25,23,16,14,11,10,12,12,11,8,6,6,0,5,8,7,8,9,11,10,11,10,12,17,18,13,19,21,25,22,22,21,22,17,18,12,12,25,24,23,16,15,17,16,20,19,18,18,17,15,15,16,15,16,16,16,14,18,20,17,13,13,12,12,13,12,11,8,5,6,5,5,4,3,4,3,3,1,0,1,0
2022-03-06 13:00:00,1,2,4,0,1,4,7,8,8,9,7,8,10,16,18,15,19,20,20,23,22,21,22,21,20,19,19,19,20,21,21,15,24,21,20,20,17,18,18,24,25,16,22,23,26,25,26,26,23,27,28,27,26,24,25,24,21,17,13,10,13,13,14,15,9,4,3,6,12,15,12,10,11,11,12,9,10,20,27,16,27,26,17,16,20,20,18,18,14,16,15,16,17,23,23,24,29,27,23,21,21,20,19,18,18,15,12,13,18,20,18,21,20,16,15,16,15,13,8,13,15,12,9,11,8,7,7,4,2,3,2,0,0,0,0
2022-03-06 14:00:00,1,2,1,3,2,5,6,6,11,14,16,15,12,16,17,16,18,19,16,24,27,28,27,29,23,20,19,16,15,20,19,21,22,22,20,18,18,19,16,17,15,14,14,13,14,15,16,16,27,31,30,28,23,28,29,28,19,18,19,16,18,16,17,14,13,8,7,7,11,14,14,14,13,15,14,13,15,19,17,18,15,18,27,25,24,20,16,20,21,23,20,23,22,21,23,22,22,20,22,22,23,22,20,18,21,20,21,21,26,27,24,23,21,18,13,8,7,8,8,7,5,6,7,8,0,6,3,3,3,2,2,1,0,0,0
2022-03-06 15:00:00,2,2,2,0,2,5,6,6,9,10,10,9,12,13,14,15,16,14,15,18,17,14,17,18,19,21,20,20,18,21,20,21,23,23,18,16,15,13,17,15,16,11,15,16,18,16,18,19,18,19,18,18,17,18,16,16,14,10,12,12,11,9,10,8,5,7,4,4,9,15,12,10,12,11,12,11,20,21,24,10,23,13,20,18,19,23,21,20,19,20,17,18,20,18,22,16,23,23,27,26,25,23,23,25,21,22,23,22,25,21,19,22,24,25,25,21,19,20,15,17,12,11,10,9,4,4,9,7,4,5,2,0,1,0,0
2022-03-06 16:00:00,2,0,3,2,1,2,5,7,5,8,7,8,12,12,13,16,12,15,14,15,17,16,17,16,14,16,17,14,16,18,18,18,22,24,23,25,23,22,21,21,18,16,16,17,16,17,18,14,16,15,15,13,12,14,16,16,13,12,16,13,10,10,7,9,7,4,2,4,7,10,12,12,15,15,15,12,14,18,26,24,23,21,26,27,29,25,26,18,29,20,28,29,30,28,25,23,21,23,20,24,26,23,22,20,19,18,18,19,18,18,19,19,18,15,14,13,14,14,13,15,12,6,13,15,10,9,10,6,4,5,4,0,2,1,0
2022-03-06 17:00:00,1,2,2,0,3,3,7,6,4,12,13,5,15,13,7,12,10,12,13,11,10,12,15,19,18,19,17,18,19,18,17,14,15,15,14,16,14,14,15,16,16,15,17,16,13,14,17,17,17,18,16,15,12,14,15,16,15,15,13,11,11,10,9,9,7,5,5,5,9,12,6,11,14,18,20,16,15,22,28,29,29,29,26,27,24,27,25,23,24,26,23,27,25,22,20,21,20,20,20,20,19,17,17,13,12,13,17,17,19,16,15,19,20,21,19,17,19,17,16,16,17,18,14,14,10,8,7,5,4,2,1,1,1,0,0
2022-03-06 18:00:00,1,0,2,3,1,3,3,6,10,5,11,9,10,11,10,10,8,7,9,15,16,17,17,20,18,15,13,14,13,12,12,12,14,14,14,13,11,10,10,14,13,12,9,10,9,6,6,9,11,13,15,16,17,17,18,17,13,12,12,11,9,9,10,11,7,6,7,4,7,10,10,11,13,19,21,23,18,27,31,30,29,30,29,31,31,34,28,27,27,27,26,24,23,23,21,18,18,17,17,14,13,13,13,13,12,13,14,12,15,11,13,16,16,16,15,13,17,12,14,14,13,10,11,11,9,10,5,3,4,2,3,2,1,0,0
2022-03-06 19:00:00,2,3,1,1,0,2,3,2,4,3,5,4,6,7,8,7,6,1,6,11,6,11,11,13,14,15,15,16,12,14,14,17,17,19,21,21,22,16,17,15,8,12,9,7,9,8,10,9,11,13,11,10,8,8,10,10,7,9,9,6,10,9,9,8,5,6,4,2,6,8,5,6,7,9,11,12,15,20,30,29,30,29,26,27,25,27,25,24,23,24,16,24,24,25,25,27,28,26,27,29,25,25,23,22,23,20,18,16,14,13,10,12,13,10,10,16,17,16,14,9,12,10,9,7,6,4,3,2,2,3,0,0,0,0,0
2022-03-06 20:00:00,0,0,2,0,0,2,2,3,3,5,4,4,3,5,6,8,6,7,5,5,6,7,7,8,8,7,5,7,10,11,14,19,20,18,18,15,14,12,7,11,8,0,11,9,7,8,8,10,8,14,14,10,7,12,9,8,11,5,11,10,8,5,5,3,2,5,2,3,4,6,7,9,10,11,11,16,14,21,22,24,25,28,28,29,31,30,26,25,17,19,15,19,15,15,16,19,16,18,16,16,15,15,13,13,12,15,14,15,13,13,14,14,11,12,11,11,18,16,14,16,13,9,10,11,9,7,6,5,5,3,2,0,1,1,0
2022-03-06 21:00:00,2,1,0,0,0,1,5,3,4,3,3,5,4,4,4,4,4,3,5,11,11,13,12,15,15,13,12,14,17,16,17,16,11,9,12,12,12,12,10,7,9,9,9,7,9,5,6,7,8,9,9,9,8,11,8,9,6,7,6,5,3,6,5,2,3,2,4,3,7,9,10,8,10,13,14,16,18,23,24,17,21,24,24,25,23,21,20,19,24,25,23,22,23,21,22,19,17,16,17,14,11,12,16,14,13,13,15,17,14,13,14,14,12,11,10,9,10,7,9,9,8,8,8,9,8,6,4,3,3,2,0,1,0,0,0
2022-03-06 22:00:00,0,0,1,0,3,2,2,1,2,0,0,0,5,6,6,7,6,4,9,16,15,10,14,13,14,9,11,12,11,11,13,13,14,13,13,9,8,6,6,6,6,5,5,4,3,6,5,6,6,8,5,9,5,8,10,10,8,5,6,8,8,0,5,5,4,3,1,1,5,10,10,11,12,12,14,13,14,19,23,0,23,24,21,26,27,24,22,20,21,20,20,21,20,18,19,16,17,16,15,14,13,14,12,11,12,12,10,13,15,16,14,22,19,17,14,13,15,13,11,9,8,6,10,9,6,3,5,2,2,0,0,0,0,0,0
2022-03-06 23:00:00,0,0,0,0,0,0,0,0,0,0,1,0,4,3,2,3,2,4,6,11,10,10,9,11,10,10,11,11,13,10,11,11,15,9,13,12,12,10,11,11,10,7,10,8,3,5,7,6,4,5,2,5,4,5,8,10,9,9,12,14,16,14,13,12,7,3,2,4,8,14,5,14,9,16,13,12,13,15,18,14,17,0,14,15,14,16,15,13,14,12,13,10,9,8,17,15,16,10,14,13,13,12,10,10,12,9,11,10,9,11,10,9,6,7,6,7,12,11,8,12,11,7,10,10,7,4,3,3,1,1,0,0,0,0,0
