Unnamed: 0,1_복정역환승센터4번승강장,2_복정고등학교.복정지구,3_남위례역.창곡교차로,4_한국군사문제연구원(위례신도시),5_래미안위례.위례고운초등학교앞,6_위례보미리즌빌.위례아트리버푸르지오,7_한화오벨리스크,8_위례아이파크아파트앞,9_송파더센트레.송례초앞,10_위례포레샤인.송파꿈에그린서문,11_위례포레샤인.위례31단지후문,12_장지역2번출구,13_문정법조단지.건영아파트,14_문정로데오거리입구,15_가락시장.가락시장역,16_송파역,17_석촌역,18_석촌호수.한솔병원,19_잠실역.롯데월드,20_잠실5단지,21_잠실새내역.잠실2동주민센터,22_잠실엘스아파트앞,23_종합운동장사거리,24_잠실종합운동장,25_강남경찰서면허시험장,26_삼성역7번출구,27_봉은사역3번출구.삼성1파출소,28_청담역.경기고교,29_우리은행청담지점.청담삼익아파트,30_프리마호텔,31_청담초등학교,32_한양아파트.압구정로데오역,33_압구정파출소,34_현대아파트,35_광림교회.현대고등학교,36_신사중학교,37_신반포18차아파트,38_잠원한신아파트,39_잠원성당.아크로리버뷰아파트,40_뉴코아아울렛,41_고속터미널,42_신반포역.세화여중고,43_구반포역.세화고등학교,44_동작역.국립현충원,45_흑석동한강현대아파트,46_비계,47_흑석역.명수대현대아파트,48_흑석동효사정앞,49_대방역.여의교앞,50_샛강역1번출구.여의도자이,51_여의도역,52_국회의사당역,53_여의도역,54_샛강역4번출구.여의도자이,55_대방역,56_흑석동효사정앞,57_흑석역.명수대현대아파트,58_비계,59_흑석동한강현대아파트,60_동작역.국립현충원,61_구반포역.세화고등학교,62_신반포역.세화여중고,63_고속터미널,64_신반포자이아파트,65_잠원성당,66_잠원한신아파트,67_래미안신반포리오센트아파트,68_신사중학교,69_광림교회.현대고등학교,70_현대아파트,71_압구정파출소,72_한양아파트.압구정로데오역,73_청담초등학교앞,74_프리마호텔,75_영동교입구,76_청담역.경기고교,77_봉은사.삼성1파출소앞,78_무역센타,79_강남경찰서.강남운전면허시험장,80_잠실종합운동장,81_종합운동장사거리,82_잠실새내역4번출구,83_잠실트리지움아파트앞,84_잠실역.롯데월드,85_석촌호수.한솔병원,86_석촌역,87_송파역,88_가락시장.가락시장역,89_문정로데오거리입구,90_문정법조단지.건영아파트,91_장지역.가든파이브,92_위례31단지.위례포레샤인후문,93_송파꿈에그린서문.위례포레샤인,94_송파더센트레.송례중앞,95_송파꿈에그린아파트,96_자연앤센트럴자이정문,97_위례아트리버푸르지오,98_래미안위례.위례고운초등학교앞,99_한국군사문제연구원(위례신도시),100_남위례역.창곡교차로,101_복정고등학교.복정지구,102_복정역환승센터2번승강장
2022-03-05 04:00:00,0,0,2,0,3,0,0,2,3,1,0,0,0,0,2,2,2,0,2,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,1,0,0,0,1,0,0,1,2,4,6,4,0,2,5,0,4,4,4,4,0,1,2,0,3,6,7,5,5,10,9,9,5,12,9,7,6,8,0,7,4,0,0,0,3,5,0,4,3,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,1,0,0,2,4,3,0,2,4,3,7,6,1,4,5,4,3,4,3,0,3,3,0,1,2,3,6,7,8,6,5,3,3,3,3,2,3,5,0,3,2,0,1,1,2,0,2,4,2,0,0,0,1,0,3,0,2,3,4,0,2,0,7,6,5,4,4,3,2,3,4,3,2,0,1,0,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 07:00:00,1,0,1,3,2,3,4,6,4,8,9,6,7,4,6,5,4,2,4,4,2,4,3,0,0,4,7,4,9,7,5,2,5,4,2,3,2,2,2,1,1,2,1,2,0,3,3,0,1,2,0,1,2,4,5,4,5,6,7,6,6,5,6,4,5,4,3,4,0,4,1,4,1,2,3,4,4,3,2,2,4,4,2,6,5,6,7,8,7,5,8,0,0,0,0,1,0,3,0,1,0,0
2022-03-05 08:00:00,2,0,2,0,3,9,1,6,11,14,19,15,15,13,14,10,9,9,10,5,9,7,7,7,5,7,8,9,2,10,7,4,6,4,6,5,5,6,6,5,5,2,0,3,1,3,4,2,3,2,1,2,1,3,4,5,6,7,7,6,7,7,9,7,5,6,10,10,7,7,8,7,6,4,2,0,4,5,4,3,0,1,3,5,5,6,9,7,2,6,8,7,5,6,3,1,2,2,3,1,2,0
2022-03-05 09:00:00,1,0,2,3,3,8,9,8,10,13,17,12,13,11,10,13,13,14,17,16,17,16,15,9,13,17,25,11,24,14,9,9,7,10,7,6,13,15,16,11,6,3,1,0,4,6,6,5,4,3,1,2,3,2,6,7,9,10,11,10,9,11,13,15,14,14,13,10,6,9,8,6,4,7,5,5,5,5,4,0,6,3,4,5,6,2,7,8,7,8,9,6,5,9,5,3,1,3,4,1,0,0
2022-03-05 10:00:00,1,0,4,5,4,6,5,7,9,13,15,16,17,14,16,18,16,14,12,13,11,9,9,9,10,9,13,9,11,14,10,13,13,7,6,7,11,12,13,13,4,4,0,5,4,5,6,3,5,2,1,1,3,2,5,6,5,6,3,5,4,2,9,9,7,6,8,7,6,6,6,7,4,6,7,5,4,3,4,1,7,6,6,4,4,6,6,6,0,3,6,4,0,3,5,3,2,3,2,0,0,1
2022-03-05 11:00:00,1,0,3,2,3,7,7,10,10,14,16,13,17,16,16,15,17,16,15,17,15,13,11,14,13,13,15,15,15,11,11,12,12,11,10,11,13,16,15,11,8,9,5,4,4,4,6,6,5,4,1,2,5,4,5,4,8,10,8,11,11,10,12,16,17,17,21,15,12,12,12,16,16,15,15,12,13,12,8,11,10,10,9,10,6,8,7,8,7,7,7,4,6,1,3,2,4,4,3,1,0,0
2022-03-05 12:00:00,1,0,2,3,8,12,16,18,18,21,18,17,23,25,24,20,18,19,11,10,14,15,10,11,12,18,19,19,20,18,17,17,17,12,11,12,15,16,17,14,10,10,9,5,8,10,4,6,5,4,2,1,4,6,10,11,18,9,19,17,18,8,17,14,16,15,15,14,11,14,17,13,14,17,17,17,17,17,16,14,14,19,19,18,15,14,19,14,11,11,9,9,7,6,3,5,7,7,2,5,6,0
2022-03-05 13:00:00,3,0,2,8,7,7,9,12,16,18,22,14,20,18,24,23,23,20,16,18,18,14,14,15,7,12,11,7,10,11,10,13,16,18,19,20,23,23,24,20,16,13,14,13,11,13,12,11,10,5,1,4,5,6,7,10,15,17,16,10,15,19,19,18,18,18,21,19,22,26,21,17,19,22,17,16,14,12,10,11,10,11,9,12,10,12,9,10,10,10,14,12,7,6,7,4,6,6,2,1,0,0
2022-03-05 14:00:00,3,0,5,6,5,9,14,17,21,22,24,15,20,19,19,22,18,17,13,13,14,13,15,16,6,13,15,16,16,12,15,14,16,17,25,22,21,22,20,20,14,11,12,10,11,10,9,8,10,5,3,3,6,13,14,14,16,9,0,18,17,16,17,15,14,14,19,14,12,17,19,20,17,22,25,28,27,25,23,22,22,24,19,17,15,14,11,11,11,10,13,12,10,8,3,4,3,2,4,3,2,0
2022-03-05 15:00:00,3,0,4,2,5,9,14,20,21,18,22,14,18,17,16,16,15,17,13,12,11,11,12,9,9,19,22,0,26,27,25,28,21,18,23,26,24,16,25,21,18,14,15,17,14,18,16,13,8,6,3,4,4,7,7,8,8,8,6,7,10,11,20,21,24,19,27,14,17,17,16,16,12,17,16,18,18,16,15,15,13,17,17,18,17,14,16,16,14,10,12,8,8,5,7,5,2,3,6,3,0,0
2022-03-05 16:00:00,5,4,6,5,7,10,12,16,16,17,19,15,17,19,19,19,18,14,13,13,14,16,15,17,0,14,18,15,16,15,16,14,15,17,17,23,22,21,19,21,15,17,11,16,15,12,11,9,8,4,1,5,7,10,8,8,10,11,11,10,8,9,10,10,15,16,13,10,16,15,12,16,20,29,25,28,28,26,12,25,22,20,17,19,19,16,15,14,14,13,17,11,14,11,8,5,6,5,4,3,0,0
2022-03-05 17:00:00,1,0,3,3,6,7,9,11,8,11,10,11,11,14,13,14,12,12,10,11,9,9,10,9,10,15,16,14,15,25,27,20,20,18,16,23,25,24,23,25,24,20,19,14,14,19,19,18,16,9,3,5,4,4,4,4,6,7,5,5,5,7,20,20,19,14,16,14,15,23,19,19,26,35,29,29,27,25,17,24,20,26,23,23,25,23,23,28,27,24,28,19,15,11,9,2,2,2,3,3,0,0
2022-03-05 18:00:00,2,0,4,1,2,3,6,8,12,13,15,13,12,12,13,15,12,14,12,14,6,9,5,12,12,19,21,20,20,26,27,21,23,18,19,27,26,24,23,23,15,14,14,16,13,12,11,9,7,5,1,0,2,4,4,5,4,2,0,6,5,7,25,28,27,21,18,13,11,13,13,14,15,31,31,29,25,24,24,22,22,22,19,24,26,16,17,17,17,17,22,20,16,13,7,5,3,1,5,4,2,0
2022-03-05 19:00:00,2,0,0,1,2,2,3,7,5,10,2,4,6,7,10,9,11,10,9,5,8,7,10,9,0,8,6,9,10,8,6,6,4,4,5,9,9,9,7,13,12,10,11,13,11,10,9,7,4,3,3,2,5,6,4,5,4,3,2,3,4,3,11,12,11,9,8,8,7,6,8,12,15,14,12,10,9,7,8,7,5,11,11,16,21,26,23,22,20,17,17,13,11,6,4,4,3,3,3,1,3,0
2022-03-05 20:00:00,2,1,3,2,3,4,9,10,8,7,9,9,6,6,6,4,5,2,5,6,0,7,4,0,6,7,6,8,7,6,10,12,13,10,13,13,14,11,13,14,14,9,15,0,14,11,8,7,5,3,0,2,8,6,8,7,6,5,4,3,0,2,2,10,10,8,3,7,2,4,8,7,10,13,13,13,11,8,10,10,3,12,8,17,19,18,13,15,14,15,16,14,13,10,7,5,3,0,4,5,0,0
2022-03-05 21:00:00,3,0,5,6,3,5,6,7,4,0,8,8,7,8,8,6,6,4,3,2,0,4,2,0,4,8,8,6,3,6,8,15,17,19,19,20,14,16,11,19,8,7,4,9,7,5,3,7,3,2,0,3,4,6,4,3,3,2,0,0,0,2,4,4,3,4,2,10,10,11,14,14,16,18,17,17,15,13,15,14,17,17,15,20,19,18,15,16,16,13,13,10,10,5,4,3,1,0,1,0,1,0
2022-03-05 22:00:00,4,2,6,0,2,4,4,9,10,10,4,8,9,12,11,10,8,4,7,0,6,7,6,0,4,6,6,4,3,5,5,6,8,8,14,19,19,18,17,14,9,6,9,10,8,5,6,5,5,5,3,3,6,4,5,4,3,0,1,0,0,5,8,7,6,4,4,6,6,7,7,8,9,13,12,9,7,13,12,12,10,11,12,18,17,16,15,16,16,11,19,14,10,9,5,1,2,1,0,2,0,0
2022-03-05 23:00:00,0,0,0,0,1,1,0,2,0,3,3,6,6,6,7,8,7,6,5,5,5,7,4,7,0,6,5,3,6,5,4,5,6,7,8,10,11,12,3,11,11,10,5,4,6,7,7,6,2,4,3,4,8,4,5,2,2,3,0,0,1,4,11,12,7,6,4,4,6,7,6,7,7,10,5,6,9,0,7,9,12,16,16,25,22,17,23,21,20,11,29,24,19,11,5,6,5,3,2,1,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,1,0,0,1,1,0,0,2,0,0,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,0,0,0,2,0,1,0,0,2,2,2,0,2,1,1,0,2,2,0,0,2,0,0,0,4,1,0,0,5,2,5,4,0,2,2,5,3,2,4,3,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,0,0,0,1,1,0,3,3,4,2,2,0,3,0,1,1,0,1,2,1,2,1,0,4,2,2,3,3,4,1,3,2,1,2,0,1,1,1,1,3,2,0,0,4,2,0,0,1,0,2,1,1,0,3,0,0,4,0,0,3,3,2,0,0,0,1,2,0,0,1,2,1,0,0,0,0,0,0,0,2,2,1,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 07:00:00,2,0,1,0,4,0,2,0,2,7,9,8,7,0,1,5,3,4,3,4,3,0,6,0,0,7,3,2,6,5,3,2,0,1,1,2,1,0,2,1,0,0,0,1,0,0,2,3,2,0,1,0,1,0,1,0,2,3,3,2,1,2,2,0,1,1,3,2,1,3,3,4,3,2,1,1,1,0,0,1,2,2,0,0,0,3,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 08:00:00,2,0,1,1,1,2,5,1,6,8,13,10,10,0,9,9,8,9,9,7,7,7,6,0,5,5,6,2,3,5,4,4,3,3,2,0,3,2,0,2,2,0,1,0,0,3,4,1,0,0,3,1,1,2,2,2,4,5,5,0,2,5,7,6,6,7,7,6,4,6,6,6,3,4,0,1,2,0,0,1,0,2,0,0,0,2,1,3,2,3,4,1,3,2,0,1,2,0,1,1,0,0
2022-03-06 09:00:00,3,0,2,2,5,6,7,9,7,11,14,11,13,5,13,12,10,9,7,6,3,6,0,4,5,5,7,6,6,6,4,2,3,3,4,2,4,3,2,1,1,0,0,0,0,2,3,2,3,1,1,2,4,2,4,0,3,5,3,2,4,3,10,6,0,8,7,10,6,5,3,5,4,7,6,5,3,1,2,0,2,6,5,6,6,6,7,7,5,5,8,4,6,5,3,1,0,1,0,0,0,0
2022-03-06 10:00:00,1,0,0,3,5,0,4,5,3,7,8,7,8,4,9,11,10,9,10,9,9,12,11,12,8,11,14,14,16,13,11,10,11,8,8,8,8,9,10,10,6,4,0,4,5,0,4,3,5,1,3,1,2,0,4,3,5,6,8,1,7,7,6,6,8,4,10,8,5,5,4,4,5,5,6,6,1,2,5,2,6,6,6,6,5,7,8,11,9,3,8,2,5,6,2,3,1,2,0,0,0,0
2022-03-06 11:00:00,2,0,3,3,6,9,10,9,12,16,21,14,19,22,24,20,20,18,11,11,9,11,10,6,9,8,9,0,8,8,6,5,0,6,6,8,8,6,10,9,6,4,7,8,7,6,7,7,6,5,2,2,2,4,4,4,4,4,5,7,6,0,9,10,11,10,9,6,5,9,7,5,4,7,0,7,8,9,10,8,5,4,4,5,6,5,5,5,5,4,6,1,4,5,1,4,1,3,2,2,0,0
2022-03-06 12:00:00,3,2,0,5,6,3,9,14,18,23,24,17,15,10,15,11,13,12,9,9,9,9,9,9,10,14,12,11,11,15,16,14,12,10,11,12,15,15,13,8,9,8,4,7,6,7,5,7,4,6,1,3,4,6,8,10,9,13,12,7,14,13,13,7,12,12,10,8,5,8,7,8,10,9,8,5,10,12,6,11,11,11,12,11,9,10,13,10,8,6,8,7,2,5,5,4,3,4,3,0,0,0
2022-03-06 13:00:00,2,1,1,2,4,4,9,14,16,17,23,19,20,22,21,22,14,23,12,13,11,9,10,11,10,13,15,6,13,4,5,11,10,7,9,12,19,20,21,20,10,10,8,7,5,8,8,10,11,5,2,5,7,8,7,8,10,12,9,16,17,18,19,19,17,22,13,20,22,20,18,16,15,17,18,16,17,15,14,14,12,13,10,13,14,4,10,9,7,8,10,7,6,4,3,2,3,3,3,0,0,0
2022-03-06 14:00:00,2,1,3,4,4,5,5,11,8,12,14,13,17,18,17,11,16,11,11,11,11,12,6,10,7,12,14,9,13,13,12,12,12,11,12,13,15,15,13,13,14,7,11,12,11,10,10,8,8,5,1,3,5,7,8,10,9,10,4,12,11,8,18,21,21,17,15,14,18,21,15,13,5,18,16,14,12,13,8,7,14,14,13,11,11,12,12,9,10,9,13,12,9,6,3,2,1,0,1,0,1,0
2022-03-06 15:00:00,3,0,4,3,3,4,6,12,13,9,14,9,8,8,11,17,19,20,10,10,11,10,6,12,5,16,15,0,13,12,13,11,10,8,10,18,21,15,16,20,16,15,6,14,12,11,12,8,7,6,3,3,5,7,10,7,14,17,7,8,19,9,14,11,9,10,13,12,12,12,11,9,3,12,11,12,10,10,8,10,10,14,14,14,16,18,17,17,15,15,16,15,6,4,2,0,2,1,1,2,0,0
2022-03-06 16:00:00,2,1,2,3,3,5,6,12,13,13,17,15,17,20,18,19,18,17,13,12,12,9,10,8,11,10,7,5,7,8,7,7,11,12,11,11,13,17,22,20,16,12,12,11,10,10,11,7,5,0,2,5,7,8,10,14,5,13,5,10,8,6,8,15,16,13,14,10,9,13,12,11,17,19,17,13,11,11,12,14,15,17,16,17,15,13,12,12,12,10,11,9,6,14,7,4,2,1,0,0,0,0
2022-03-06 17:00:00,2,0,4,3,4,3,5,4,4,7,8,6,6,8,8,8,9,9,9,8,9,8,10,9,5,10,12,0,12,14,14,17,16,13,11,14,16,16,15,13,14,12,10,10,9,9,7,7,5,2,1,3,6,6,8,3,7,9,0,8,9,10,14,18,20,19,16,10,9,11,12,17,14,21,18,17,17,16,14,14,18,20,18,24,22,18,19,16,16,15,16,15,8,7,2,0,0,1,1,0,0,0
2022-03-06 18:00:00,3,3,3,0,2,1,6,5,8,9,10,9,8,7,6,8,3,9,11,9,7,6,7,3,2,5,8,7,7,10,16,16,15,11,10,14,13,15,14,11,10,9,0,7,8,6,8,7,4,3,2,2,2,4,5,5,7,5,6,7,5,9,11,12,9,11,11,15,12,14,15,14,15,14,15,11,13,15,13,15,16,20,20,20,22,19,18,8,17,15,20,17,12,8,6,2,3,3,2,0,1,0
2022-03-06 19:00:00,3,0,1,0,0,1,10,10,3,12,4,11,15,17,10,7,8,9,8,9,5,5,4,5,8,8,11,0,9,9,10,8,8,7,9,16,13,14,15,15,9,9,6,8,4,7,7,5,4,3,2,1,4,3,3,1,2,2,0,3,7,8,20,22,10,17,16,14,12,11,12,8,13,15,9,12,11,12,12,12,11,17,8,25,25,26,23,15,20,18,12,16,9,6,7,1,0,1,0,0,2,0
2022-03-06 20:00:00,2,0,4,0,3,2,4,5,4,5,0,7,8,1,8,8,7,10,11,10,8,8,3,9,0,10,11,9,10,9,6,11,12,13,15,16,12,14,13,15,12,8,0,0,8,7,6,3,3,3,1,1,4,4,4,3,5,4,0,1,0,0,7,6,2,4,5,5,7,8,9,10,10,14,15,11,15,13,10,11,9,10,8,13,14,14,17,19,20,14,15,11,9,6,2,1,0,0,0,0,0,0
2022-03-06 21:00:00,3,0,2,2,3,6,8,9,0,11,11,9,9,5,4,3,3,5,5,6,5,5,6,1,2,6,5,4,4,5,5,7,8,8,11,15,14,13,12,14,9,10,5,11,10,6,4,3,5,4,2,2,2,2,0,2,2,6,5,6,4,5,4,6,7,8,3,3,4,4,5,7,7,10,9,11,9,11,10,9,8,13,13,26,25,26,24,21,18,15,13,10,8,4,4,1,4,3,0,0,1,0
2022-03-06 22:00:00,1,0,1,0,1,1,2,4,4,5,7,6,4,0,7,5,4,6,6,8,0,8,0,0,8,11,16,6,18,15,14,12,14,14,15,14,13,10,6,11,8,7,6,7,5,5,2,6,3,3,2,6,6,5,2,6,5,3,1,2,3,4,9,14,13,11,6,7,3,7,6,8,8,10,10,8,7,12,13,14,14,14,11,19,16,19,18,16,15,14,17,12,10,6,3,2,2,1,1,0,0,0
2022-03-06 23:00:00,0,0,1,0,2,0,3,5,0,0,6,5,9,9,8,5,4,2,4,5,4,5,0,4,3,4,6,0,0,5,4,6,4,3,4,6,6,5,2,3,3,0,2,2,4,3,1,1,0,2,1,1,1,1,1,2,3,2,3,0,2,1,5,6,5,4,4,5,4,5,4,6,9,8,9,8,7,4,6,6,6,8,4,12,12,14,14,12,10,13,13,11,9,5,3,2,2,1,0,0,1,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,1,0,1,2,4,0,2,2,0,5,7,3,1,3,2,6,3,4,9,0,0,4,0,8,4,7,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,1,0,2,1,6,7,4,3,9,11,11,6,5,7,5,6,5,4,5,3,3,6,1,1,5,5,5,4,5,12,11,11,10,14,10,7,8,9,4,1,5,4,0,1,0,6,8,7,5,3,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,2,0,0,1,4,5,6,8,11,15,20,11,10,5,9,3,7,6,5,4,3,2,3,4,6,6,7,7,9,6,4,5,4,4,3,5,11,8,12,10,8,2,9,6,7,9,7,5,4,5,2,1,5,4,6,1,5,7,5,0,2,6,6,5,4,5,7,4,5,4,5,3,0,4,0,4,0,0,0,0,0,1,3,5,8,0,4,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 07:00:00,1,0,2,2,6,8,14,20,30,44,50,28,27,25,26,24,21,23,17,24,16,14,13,15,13,17,12,16,15,12,7,7,9,8,7,11,16,18,20,23,18,20,16,22,23,25,29,25,28,23,6,4,3,3,7,4,9,13,14,10,13,11,12,13,16,20,27,15,14,27,17,12,7,6,6,6,5,4,4,6,3,6,5,5,11,13,13,12,8,7,9,5,5,4,4,3,2,6,9,6,7,0
2022-03-07 08:00:00,4,1,2,1,8,8,12,15,19,25,38,27,33,32,30,28,28,28,22,25,21,22,25,21,19,23,35,28,27,17,11,12,10,9,10,11,20,27,28,26,21,20,19,22,23,27,30,29,26,19,12,2,2,3,7,7,9,15,8,8,16,18,16,19,18,20,23,20,16,22,23,27,22,14,14,17,14,12,7,7,8,7,7,9,15,18,24,19,14,11,10,10,9,6,5,5,3,5,7,3,4,0
2022-03-07 09:00:00,1,0,2,0,2,2,3,9,11,12,27,15,21,21,18,17,18,17,15,15,13,15,16,18,17,20,27,26,28,14,11,10,9,8,7,8,10,12,12,13,10,6,0,11,0,12,13,10,11,8,7,2,4,4,7,7,7,11,11,9,12,7,19,20,17,21,21,14,13,13,12,14,9,7,5,7,8,7,4,5,5,5,4,7,8,9,11,9,11,7,5,5,6,5,4,3,2,6,6,4,2,0
2022-03-07 10:00:00,2,3,0,4,4,3,4,6,7,9,11,8,6,7,10,9,9,7,7,7,5,6,4,7,8,6,12,10,10,7,6,6,7,6,4,5,6,6,9,10,3,4,4,5,0,6,7,8,6,5,2,3,4,6,7,6,9,8,0,0,7,9,14,14,13,14,13,13,11,7,6,8,6,7,6,1,4,4,3,3,3,4,4,5,5,5,7,7,7,6,7,4,3,1,2,1,1,3,4,4,2,0
2022-03-07 11:00:00,1,0,1,2,3,4,6,7,11,15,18,15,19,19,12,15,14,8,9,8,6,8,9,7,9,8,7,6,9,7,6,7,6,7,6,7,9,0,10,13,6,6,8,3,0,4,7,8,7,7,4,7,4,5,6,1,6,7,5,6,7,7,7,9,9,8,9,7,5,8,8,8,7,9,7,7,7,6,6,5,7,7,6,7,8,9,9,11,10,9,9,7,6,5,3,2,1,2,1,0,0,0
2022-03-07 12:00:00,1,0,0,2,3,2,7,8,9,12,13,12,15,14,15,15,12,11,10,8,9,8,7,8,7,7,8,7,9,6,6,5,7,5,17,25,23,23,24,18,11,7,5,5,4,6,5,5,4,2,3,1,5,7,7,6,10,11,9,8,11,7,8,9,8,8,10,7,9,8,10,10,11,11,10,9,8,7,9,10,8,10,9,7,7,9,10,10,8,8,12,9,7,5,3,2,1,4,6,3,1,0
2022-03-07 13:00:00,2,0,1,3,3,4,5,5,7,6,10,11,13,14,11,12,11,10,10,8,7,6,7,7,9,10,11,10,8,8,8,8,7,7,8,11,12,12,11,12,13,12,13,14,6,11,7,8,7,4,3,3,4,7,8,8,7,10,8,11,12,7,12,16,17,16,15,13,11,12,11,10,10,13,12,11,5,12,11,14,10,8,7,8,12,13,14,11,10,9,8,7,7,5,4,2,3,3,3,2,0,0
