Unnamed: 0,1_외발산동차고지(가상),2_외발산동기점,3_신월중학교입구,4_국민은행신월동지점,5_가로공원공영주차장.신영시장,6_가로공원.나누리병원,7_화곡중앙골목시장,8_화곡대림아파트,9_화곡동백구사,10_다운어린이공원.치유하는교회,11_까치산역4번출구,12_화곡8동주민센터.까치산시장,13_서울신정초등학교,14_화곡2동주민센터,15_성석교회,16_목동사거리,17_목동역.홍익병원,18_목동7단지,19_목동대학학원,20_오목교역.동신한방병원,21_관악고등학교,22_양평신동아아파트,23_교보앞,24_당산동진로아파트,25_김안과병원,26_경방타임스퀘어.신세계백화점,27_영등포역,28_전경련회관,29_한국거래소,30_더현대서울,31_여의도환승센터,32_여의도공원,33_경방타임스퀘어.신세계백화점,34_김안과병원,35_당산동진로아파트,36_양남동로타리,37_양평1동주민센터,38_관악고등학교,39_오목교역.동신한방병원,40_목동대학학원,41_목동7단지.종로학원,42_목동역.홍익병원,43_홍익병원목동관,44_화곡동남부시장,45_화곡2동주민센터,46_서울신정초등학교,47_화곡8동주민센터,48_까치산역2번출구,49_화곡동백구사,50_화곡동대림아파트.화곡중앙시장,51_가로공원.나누리병원,52_가로공원공영주차장,53_국민은행신월동지점,54_메디힐병원,55_신월중학교입구,56_외발산신광명마을,57_강서면허시험장.메이필드호텔,58_강서농수산물도매시장,59_강서면허시험장.메이필드호텔,60_외발산신광명마을,61_외발산동차고지(가상)
2022-03-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 04:00:00,0,2,4,18,22,22,23,18,25,20,28,31,39,40,44,42,37,36,36,46,42,42,43,40,40,34,30,14,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11 05:00:00,0,2,3,7,9,9,11,13,17,14,8,10,11,15,22,22,22,19,18,19,20,13,33,32,26,25,24,14,4,4,5,3,9,11,8,9,8,7,8,11,3,6,6,16,16,17,18,14,13,12,10,9,7,10,10,9,2,0,0,0,0
2022-03-11 06:00:00,0,2,2,10,10,12,21,23,26,20,14,12,15,16,20,19,17,16,15,14,15,12,14,14,14,12,12,8,7,2,1,0,4,4,3,7,3,5,6,4,5,6,4,8,12,18,17,13,8,6,5,4,5,4,4,2,3,1,0,0,0
2022-03-11 07:00:00,0,2,10,34,38,41,57,63,56,47,30,29,33,32,34,35,24,23,22,24,22,21,23,23,22,22,27,19,10,3,2,1,13,15,14,13,6,5,7,5,7,9,15,35,31,41,38,32,35,36,35,18,34,25,7,5,2,2,1,0,0
2022-03-11 08:00:00,0,4,9,28,34,34,48,61,59,54,28,27,31,36,43,41,31,27,27,29,34,35,36,33,25,22,26,21,10,3,3,2,25,25,26,20,16,12,11,10,10,16,16,26,56,72,56,31,34,35,31,30,24,21,17,14,5,3,1,0,0
2022-03-11 09:00:00,0,4,8,16,19,18,29,33,40,47,24,26,27,27,32,36,31,28,27,32,27,20,20,20,20,16,17,13,8,4,2,4,13,14,9,10,9,9,8,9,6,12,13,14,17,20,16,14,11,11,13,11,7,9,8,6,3,4,0,0,0
2022-03-11 10:00:00,0,6,7,14,15,16,18,19,24,21,17,17,18,18,30,28,25,22,22,19,18,17,18,17,13,7,10,7,6,4,3,2,9,13,14,13,11,10,9,8,8,9,8,13,14,15,10,17,15,15,12,10,5,6,5,4,2,2,0,0,0
2022-03-11 11:00:00,0,4,5,13,14,15,15,17,20,20,16,16,17,18,21,24,21,23,23,25,25,23,21,19,13,6,7,10,9,7,9,6,12,14,13,10,13,12,13,13,15,14,13,13,17,20,18,15,15,13,11,10,6,6,5,3,2,1,2,0,0
2022-03-11 12:00:00,6,3,7,16,19,20,24,25,27,24,24,25,20,17,19,20,23,21,21,18,19,17,21,21,13,13,14,10,9,6,10,1,8,10,9,11,9,11,12,12,14,20,21,15,16,18,15,15,13,10,9,8,5,3,4,4,1,2,1,0,0
2022-03-11 13:00:00,0,3,7,16,15,16,21,22,24,24,21,23,23,23,28,24,25,22,18,19,18,20,20,15,11,9,10,7,5,4,7,9,14,15,15,13,13,14,12,15,18,17,20,25,26,27,26,25,21,18,15,10,9,8,9,8,2,4,3,0,0
2022-03-11 14:00:00,0,11,5,14,9,13,19,22,23,21,19,20,23,19,20,15,15,13,13,10,10,12,11,12,10,7,12,12,9,6,11,14,18,21,21,26,30,30,31,33,35,42,40,37,38,36,29,26,14,14,12,11,7,7,6,5,3,3,0,0,0
2022-03-11 15:00:00,0,4,13,22,17,21,23,23,25,24,18,19,16,18,16,20,14,14,16,14,16,17,19,18,12,11,10,8,13,20,25,28,33,37,35,32,34,35,30,31,38,39,32,30,34,36,34,38,34,27,26,21,8,9,8,6,2,4,3,0,0
2022-03-11 16:00:00,0,9,38,42,40,39,40,41,39,37,24,22,22,19,16,18,17,17,14,15,9,15,15,16,15,11,13,10,11,15,18,18,27,29,31,32,31,32,30,34,41,43,41,40,35,36,35,40,30,22,22,19,11,8,7,4,3,5,4,0,0
2022-03-11 17:00:00,1,3,11,22,24,23,30,36,29,32,26,27,24,17,19,16,14,14,13,22,22,20,22,20,18,11,13,12,10,16,23,27,30,35,35,33,32,30,29,34,35,35,33,26,25,25,22,32,27,23,20,12,7,6,3,2,0,2,2,0,0
2022-03-11 18:00:00,1,11,9,21,24,28,31,33,32,33,36,36,36,24,24,21,20,20,18,16,21,26,36,42,36,9,8,9,16,35,50,54,47,42,35,39,40,36,32,34,32,46,39,32,32,32,27,51,43,26,22,17,9,5,5,3,1,1,3,0,0
2022-03-11 19:00:00,0,3,11,12,16,20,21,21,13,19,31,31,24,14,12,12,11,8,10,8,8,7,9,12,13,8,7,5,6,16,20,21,34,34,29,28,28,28,26,30,30,53,50,39,35,39,24,39,36,32,30,20,8,7,6,2,1,4,1,0,0
2022-03-11 20:00:00,1,4,3,7,8,9,9,10,11,9,11,12,10,9,11,12,12,12,9,7,5,7,5,4,4,7,8,7,4,21,23,25,21,22,22,24,23,18,21,26,22,30,28,19,16,14,16,32,29,20,16,8,3,4,3,2,2,2,2,0,0
2022-03-11 21:00:00,0,2,3,8,9,11,7,10,9,10,13,15,12,12,8,10,7,6,10,9,7,7,6,5,5,4,5,3,3,7,9,9,25,28,28,26,27,22,16,26,29,37,30,22,21,21,18,27,21,21,20,14,5,4,4,0,2,2,0,0,0
2022-03-11 22:00:00,0,1,1,5,7,7,5,9,4,6,14,9,10,7,5,5,4,4,5,6,5,7,8,7,5,4,3,4,5,7,11,0,24,29,29,30,31,27,25,29,30,33,31,23,21,19,18,24,18,14,10,9,6,3,4,3,2,2,0,0,0
2022-03-11 23:00:00,0,2,0,2,0,4,4,3,0,3,9,10,9,4,5,6,3,7,8,11,9,7,6,3,3,3,3,0,3,2,4,5,14,15,16,17,15,12,13,16,17,19,16,13,11,12,11,22,19,11,8,7,2,0,1,0,0,0,0,0,0
2022-03-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 04:00:00,0,1,2,8,7,7,8,10,11,8,17,9,20,11,23,21,18,17,7,17,0,4,9,14,13,12,9,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12 05:00:00,0,2,3,9,9,7,14,17,16,15,13,8,6,9,10,13,10,9,8,9,6,8,5,7,7,6,5,2,2,1,6,1,7,9,8,7,8,9,7,8,9,5,7,10,12,11,12,9,8,8,7,6,6,6,4,5,2,1,0,0,0
2022-03-12 06:00:00,0,1,3,8,10,9,13,15,16,13,10,8,9,11,13,13,13,13,11,11,10,8,9,8,6,6,5,3,3,2,2,0,4,3,5,4,4,4,4,5,4,6,4,6,8,8,6,10,9,5,2,4,3,2,4,0,2,0,0,0,0
2022-03-12 07:00:00,3,2,4,11,11,10,16,21,24,15,12,11,14,15,19,20,21,20,19,16,16,11,14,12,8,6,6,4,3,1,2,2,5,4,0,3,1,3,5,5,3,3,3,7,11,13,12,9,8,10,11,12,8,4,2,2,1,1,0,0,0
2022-03-12 08:00:00,1,4,6,20,24,23,23,21,26,24,15,18,21,25,29,27,21,22,18,14,15,16,12,16,12,11,11,8,6,3,3,2,5,5,6,7,6,6,8,6,5,9,6,13,18,20,21,15,13,11,11,10,11,10,9,9,7,3,0,0,0
2022-03-12 09:00:00,0,3,5,14,17,22,26,27,37,33,25,30,29,32,40,37,35,29,27,26,24,20,24,26,22,12,9,8,7,2,3,2,7,8,10,6,6,13,10,7,8,9,8,15,16,19,17,12,11,11,14,15,13,11,9,8,1,4,1,0,0
2022-03-12 10:00:00,0,3,4,17,20,21,27,28,29,25,20,16,20,22,25,26,22,35,30,28,27,27,29,26,19,7,7,7,5,5,5,4,8,9,10,11,9,8,10,12,10,11,10,20,22,23,20,13,14,13,11,11,8,7,5,3,1,2,1,0,0
2022-03-12 11:00:00,0,4,6,16,18,19,25,30,34,29,20,20,25,25,25,24,21,22,20,20,22,23,22,21,17,12,12,11,9,8,10,8,12,12,7,13,13,11,11,10,12,15,12,14,19,18,16,17,17,15,12,11,7,8,3,5,1,3,2,0,0
2022-03-12 12:00:00,0,5,5,19,28,29,35,36,40,41,29,26,26,31,37,34,30,29,24,26,21,23,26,26,21,9,15,11,11,6,11,10,13,14,14,14,14,15,15,13,16,19,22,25,27,28,26,21,17,13,11,7,9,8,7,5,3,3,1,0,0
2022-03-12 13:00:00,0,4,4,12,15,21,29,33,32,30,33,35,35,30,37,37,36,34,33,34,36,30,37,34,25,13,10,10,7,11,14,7,14,16,18,22,22,22,23,23,26,28,28,27,29,28,25,20,18,19,17,16,13,9,5,2,0,1,0,0,0
2022-03-12 14:00:00,1,6,6,13,18,14,18,22,23,21,18,19,25,23,32,27,26,19,19,21,20,23,28,26,25,12,18,16,13,5,9,10,19,23,20,23,24,24,23,23,23,26,27,22,22,23,21,23,22,14,9,8,6,5,6,3,3,2,3,0,0
2022-03-12 15:00:00,0,8,9,22,22,21,24,25,27,24,25,21,23,26,24,24,22,22,20,22,20,20,22,26,22,16,19,18,15,9,11,12,25,28,27,28,25,29,26,34,37,46,45,25,24,22,23,31,25,20,18,17,8,5,5,4,2,4,3,0,0
2022-03-12 16:00:00,0,4,7,16,18,17,22,22,23,19,16,21,20,22,32,33,30,26,21,20,20,16,16,20,23,17,15,13,14,16,21,12,21,22,23,23,21,21,24,26,26,26,23,45,42,38,27,23,20,19,15,10,5,6,3,0,1,1,0,0,0
2022-03-12 17:00:00,1,3,6,13,23,23,28,30,21,29,22,27,28,23,23,21,19,18,16,17,19,21,20,21,17,10,21,20,17,15,25,18,29,33,36,33,32,29,23,24,28,28,28,30,31,27,23,30,26,16,16,13,5,4,3,4,2,2,0,0,0
2022-03-12 18:00:00,0,3,4,11,9,9,12,18,15,17,18,20,17,17,17,18,18,16,12,18,17,17,16,15,12,9,12,9,6,9,18,17,45,46,45,46,33,43,42,47,42,46,42,38,39,40,29,37,27,21,17,10,8,5,2,0,3,5,3,0,0
2022-03-12 19:00:00,0,2,6,6,9,2,8,9,11,12,13,15,14,10,11,8,10,11,12,8,9,7,11,9,8,5,3,3,4,14,15,15,24,28,26,26,24,22,18,23,23,35,25,22,22,15,16,28,22,25,21,16,6,6,4,3,1,3,0,0,0
2022-03-12 20:00:00,3,2,4,9,5,12,13,7,5,12,22,22,17,13,13,9,7,7,7,6,7,3,5,6,2,3,2,3,3,29,33,34,27,26,24,25,17,23,20,21,21,25,24,21,18,17,16,20,17,12,11,8,4,4,4,2,3,4,0,0,0
2022-03-12 21:00:00,0,2,5,6,8,5,6,7,7,6,13,11,10,8,5,4,4,4,8,9,9,9,8,5,2,3,2,2,3,14,18,18,24,27,26,25,26,25,27,33,34,36,31,26,21,17,18,29,24,18,15,10,3,1,2,0,0,1,2,0,0
2022-03-12 22:00:00,0,2,3,6,9,3,4,8,6,1,10,12,10,11,6,6,3,4,2,8,5,4,6,3,4,3,4,3,0,2,5,4,21,30,31,31,30,28,26,25,24,25,26,20,20,18,17,25,19,11,9,7,4,1,1,0,0,2,1,0,0
2022-03-12 23:00:00,0,0,1,3,2,0,0,0,3,2,6,7,7,6,6,5,4,2,3,4,3,4,5,3,2,2,1,1,2,4,3,6,15,16,12,17,8,18,17,15,15,22,19,15,13,13,12,21,19,16,12,8,5,4,3,1,0,0,0,0,0
2022-03-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 04:00:00,0,0,0,2,2,3,4,3,0,1,1,3,5,4,7,7,8,7,3,8,2,7,6,1,2,5,4,2,0,2,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13 05:00:00,0,1,1,6,4,4,5,6,7,6,5,3,3,3,7,7,6,6,3,7,4,0,7,6,5,3,1,3,1,2,3,0,4,5,3,6,6,2,5,7,6,5,4,3,6,3,5,5,3,2,2,0,3,4,0,0,0,0,0,0,0
2022-03-13 06:00:00,1,1,2,5,4,2,6,5,7,4,4,3,6,4,5,5,3,2,6,1,2,2,3,5,3,3,3,2,3,2,1,0,2,1,2,1,4,2,0,5,4,5,4,4,6,7,7,5,6,5,3,3,1,0,2,1,0,0,0,0,0
2022-03-13 07:00:00,0,2,2,6,5,6,8,10,11,10,6,9,8,8,10,11,9,9,8,10,10,9,5,7,6,5,7,3,2,1,1,1,5,3,0,0,3,2,4,1,4,8,4,7,7,12,9,7,7,5,4,3,3,3,4,0,2,0,0,0,0
2022-03-13 08:00:00,0,1,2,9,15,11,19,18,20,21,19,17,15,11,13,15,14,14,11,13,13,12,15,13,8,6,5,4,2,1,1,0,3,6,7,6,7,6,3,1,1,7,8,12,17,15,14,6,7,6,6,4,5,5,2,3,1,1,0,0,0
2022-03-13 09:00:00,0,1,2,14,15,16,22,26,28,27,16,17,19,20,26,26,25,23,20,20,21,20,18,19,16,8,7,6,4,1,1,0,3,4,4,5,4,3,1,2,6,11,10,7,10,12,11,9,6,6,3,4,3,3,2,1,0,0,0,0,0
2022-03-13 10:00:00,0,4,6,10,14,14,17,20,21,19,13,18,22,24,25,30,29,25,21,25,23,19,23,23,20,7,8,7,4,1,4,2,7,10,7,6,7,11,11,11,10,12,13,17,17,16,15,13,12,12,9,8,4,3,4,2,1,1,0,0,0
2022-03-13 11:00:00,0,2,2,10,12,14,17,20,22,23,19,21,14,24,29,30,28,28,27,27,22,26,23,26,19,8,12,11,11,4,5,1,4,5,7,5,6,9,5,7,8,7,5,6,8,11,9,9,8,8,14,11,4,2,2,1,1,2,1,0,0
2022-03-13 12:00:00,0,2,3,13,17,20,26,27,26,17,17,17,18,21,26,25,24,22,21,19,18,20,21,25,21,10,17,17,13,5,8,6,16,13,13,12,11,10,12,12,15,14,13,14,12,13,11,12,10,10,5,8,6,5,2,1,0,1,0,0,0
2022-03-13 13:00:00,0,2,2,12,16,18,25,27,33,30,19,20,23,23,26,33,31,29,30,30,29,28,27,25,23,12,19,18,17,7,9,12,16,16,16,12,15,13,11,11,11,10,11,14,15,18,19,20,16,13,12,10,6,3,3,2,0,1,0,0,0
2022-03-13 14:00:00,0,1,1,6,8,7,14,14,18,16,13,11,14,13,15,16,15,14,12,18,17,7,19,13,15,12,13,15,12,9,10,11,18,19,18,16,13,14,14,18,21,17,17,18,16,17,15,14,15,12,10,8,6,5,4,1,0,2,0,0,0
2022-03-13 15:00:00,0,2,2,7,8,10,14,13,14,12,11,17,18,19,22,20,19,23,23,24,26,28,30,28,23,10,19,18,16,7,15,12,23,27,22,25,23,24,24,27,25,26,24,23,17,17,17,18,15,18,15,13,8,7,5,2,0,1,0,0,0
2022-03-13 16:00:00,0,7,6,6,6,8,13,13,16,14,11,12,11,11,15,16,15,15,14,17,19,18,16,19,11,10,11,10,9,14,13,0,24,24,24,22,23,21,17,21,22,25,24,20,23,20,19,20,16,13,11,10,4,3,2,1,1,0,1,0,0
2022-03-13 17:00:00,0,3,4,7,10,12,15,16,10,14,12,12,11,12,15,17,14,15,15,14,12,15,14,13,13,9,9,5,6,11,19,7,29,28,24,24,10,20,22,24,25,24,18,18,21,22,20,28,20,19,17,12,4,1,3,2,1,2,0,0,0
2022-03-13 18:00:00,0,2,3,10,11,12,18,13,14,16,18,17,20,16,14,13,13,12,10,13,14,15,16,15,14,11,8,7,9,16,21,20,38,39,37,38,35,36,39,40,43,29,39,27,27,27,24,27,26,24,21,17,7,5,4,1,1,1,0,0,0
2022-03-13 19:00:00,0,2,3,7,10,11,12,11,13,10,14,16,14,12,11,11,11,9,10,15,14,4,5,10,9,6,8,7,3,15,14,15,33,36,17,33,32,28,23,26,30,32,30,24,25,25,26,27,21,14,14,8,4,3,2,1,2,3,0,0,0
2022-03-13 20:00:00,0,2,3,6,2,4,10,13,8,7,16,13,10,10,7,12,4,12,9,7,4,6,4,5,4,3,3,0,2,15,21,0,27,27,26,20,19,17,19,26,29,23,21,20,22,23,22,22,21,15,12,10,4,0,3,2,1,2,0,0,0
2022-03-13 21:00:00,0,3,2,12,0,4,14,12,8,0,15,9,13,7,8,6,7,6,8,6,4,5,4,3,3,3,2,4,2,6,9,9,23,25,21,27,24,21,19,21,20,29,25,19,19,18,18,26,22,16,15,12,5,3,3,2,2,2,0,0,0
2022-03-13 22:00:00,1,3,4,6,6,7,8,6,7,5,7,8,8,5,6,6,5,5,6,10,9,7,7,5,2,2,3,2,3,1,8,4,15,17,18,20,19,9,20,28,30,37,33,28,24,22,22,31,24,19,18,14,9,7,6,3,3,2,1,0,0
2022-03-13 23:00:00,0,1,0,6,0,7,0,1,3,6,6,6,5,3,4,2,4,4,5,6,5,4,0,3,2,2,1,1,3,0,3,4,14,16,17,13,16,17,16,17,8,18,15,8,8,7,7,16,13,10,7,4,5,4,3,2,1,0,0,0,0
2022-03-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 04:00:00,0,2,4,16,20,22,16,19,24,24,29,32,37,38,42,42,37,36,36,44,44,43,49,39,43,39,35,19,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 05:00:00,0,1,2,7,8,10,15,19,19,17,12,11,12,13,16,17,15,15,16,14,15,13,14,12,18,17,14,14,5,2,8,0,8,8,7,6,7,5,8,10,11,8,9,13,14,11,12,9,12,10,10,9,7,9,7,6,1,1,0,0,0
2022-03-14 06:00:00,0,2,2,9,10,10,15,18,21,17,10,7,11,12,16,17,13,14,14,14,15,16,16,16,15,14,19,18,3,2,1,0,3,4,3,4,2,3,3,4,3,4,4,6,17,19,18,11,10,11,9,6,4,3,4,2,2,1,0,0,0
2022-03-14 07:00:00,0,2,4,37,47,52,59,60,56,48,20,21,20,24,37,33,24,22,22,22,25,28,29,32,34,24,25,19,15,2,3,1,10,14,12,11,11,8,7,7,8,6,8,23,38,54,50,40,45,53,51,50,48,34,9,5,3,2,0,1,0
2022-03-14 08:00:00,0,4,8,31,40,40,53,54,59,57,32,31,36,39,50,45,37,31,27,32,33,33,29,32,28,24,29,17,8,4,4,5,21,23,19,16,14,12,12,10,12,12,15,26,33,38,36,27,27,26,24,24,15,15,18,15,6,2,0,0,0
2022-03-14 09:00:00,0,4,4,16,23,25,38,40,48,43,24,23,26,28,34,32,28,27,23,25,22,23,23,19,15,13,17,11,9,4,2,1,11,10,6,8,10,11,10,6,8,8,12,11,16,18,15,13,14,16,16,16,13,12,9,5,3,4,2,0,0
2022-03-14 10:00:00,0,9,11,19,21,22,27,18,28,22,20,16,19,20,20,17,14,18,16,16,16,17,17,15,12,8,10,7,5,2,3,1,10,13,12,12,13,17,15,11,13,12,11,11,11,12,11,12,13,11,10,6,5,3,5,5,2,3,0,0,0
2022-03-14 11:00:00,0,3,4,10,12,13,14,16,19,17,14,15,13,12,16,15,13,12,11,12,12,11,13,13,9,6,7,7,7,3,4,5,5,6,8,9,13,11,11,13,12,18,16,15,17,18,16,15,11,12,11,8,4,2,4,6,2,2,3,0,0
2022-03-14 12:00:00,0,6,7,14,25,23,26,25,29,27,30,32,34,32,32,27,25,15,13,24,24,23,20,19,13,11,8,6,4,3,5,6,12,13,14,12,11,12,13,11,12,18,17,17,20,22,19,22,21,20,17,11,7,6,6,4,2,3,2,0,0
2022-03-14 13:00:00,1,3,4,11,15,19,24,27,28,24,21,19,21,20,21,23,20,15,16,15,13,14,13,15,13,10,14,13,5,7,7,6,17,20,18,15,12,11,9,12,15,13,12,14,16,21,20,19,15,15,13,8,6,7,0,1,0,2,0,0,0
2022-03-14 14:00:00,3,3,5,8,13,11,20,25,25,20,24,22,20,19,23,23,19,17,11,13,12,11,12,14,15,7,8,6,7,7,9,8,12,16,17,19,20,20,12,20,19,18,16,17,17,17,16,22,21,12,13,11,4,3,4,1,1,2,1,0,0
2022-03-14 15:00:00,0,3,5,13,16,17,18,18,19,14,21,16,16,15,20,16,18,16,12,13,12,12,13,15,14,5,7,5,9,10,18,19,25,31,30,27,24,24,22,24,26,34,26,22,23,24,22,25,22,19,15,12,8,7,6,2,1,3,4,0,0
2022-03-14 16:00:00,0,10,50,54,57,51,56,57,57,50,34,27,24,24,16,18,17,13,12,13,10,12,15,14,11,5,6,4,10,14,18,19,18,22,23,23,21,20,18,20,22,26,23,24,24,25,21,32,27,21,20,13,10,7,5,4,2,5,6,0,0
2022-03-14 17:00:00,0,5,9,17,19,18,26,28,29,29,26,27,24,23,20,19,15,14,15,14,13,14,16,13,11,8,8,7,11,19,29,35,33,31,29,27,24,20,19,20,21,34,33,25,26,24,24,38,31,23,22,13,6,5,4,4,1,1,3,0,0
2022-03-14 18:00:00,2,9,12,23,25,28,29,26,31,28,33,37,32,20,19,15,15,14,14,14,12,14,23,21,17,6,7,9,22,33,42,43,32,30,26,23,26,24,23,26,25,36,30,29,25,25,26,58,48,35,24,16,7,5,4,2,1,1,1,0,0
2022-03-14 19:00:00,0,3,12,20,21,20,18,19,14,18,30,26,23,12,10,16,17,20,19,20,17,18,19,18,16,9,7,6,7,11,17,18,29,30,27,30,31,29,27,29,32,46,39,32,29,29,25,52,44,41,32,21,10,8,6,4,4,2,1,0,0
2022-03-14 20:00:00,1,3,4,6,7,6,8,6,6,5,9,12,11,12,9,8,8,7,6,7,7,9,9,7,5,4,4,7,6,29,33,22,23,21,21,20,21,20,18,22,22,26,25,17,17,16,16,25,23,21,18,12,5,3,3,3,2,3,0,0,0
2022-03-14 21:00:00,1,3,4,6,7,8,11,9,10,8,14,15,14,12,8,10,8,7,8,9,9,8,9,7,6,5,5,5,4,9,14,13,17,22,20,22,21,21,20,24,28,35,32,29,27,28,26,34,24,17,14,10,4,3,5,4,3,1,0,0,0
2022-03-14 22:00:00,0,1,2,5,7,5,9,10,9,8,13,13,10,6,3,5,3,6,11,12,9,10,7,9,7,5,1,4,4,6,9,6,18,25,18,24,22,21,21,19,23,24,23,21,20,21,19,28,21,14,11,8,5,5,4,1,3,0,0,0,0
2022-03-14 23:00:00,0,0,0,3,3,0,1,4,2,3,7,6,6,4,5,3,3,3,3,5,4,2,2,4,3,1,1,1,4,5,2,6,9,9,12,12,12,13,12,13,13,17,12,11,13,9,13,36,28,13,12,10,3,0,6,5,2,0,0,0,0
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
