Unnamed: 0,1_송파공영차고지(가상),2_복정역3번출구,3_삼일자동차학원.강남자동차검사소,4_광연자동차학원앞,5_세곡동,6_은곡마을.LH이편한세상,7_은곡마을진입로,8_세곡푸르지오,9_세곡중학교.세명초등학교,10_래미안강남힐즈,11_못골마을,12_강남현대힐스테이트에코,13_쟁골마을,14_고속철도수서역,15_수서역KT수서지점,16_궁마을,17_태화기독교사회복지관,18_수서삼성아파트앞,19_일원본동주민센터,20_푸른마을아파트앞,21_주공4단지,22_개포주공5단지경기여고,23_개포동역.개포시장,24_대치역6번출구.강남구민회관,25_은마아파트,26_은마파출소,27_대치현대아파트,28_대치사거리,29_포스코사거리,30_무역센터.삼성역,31_삼성역,32_휘문중고등학교,33_대치동현대아파트,34_농협대치지점,35_대치SKVIEW아파트.서울교회,36_대치역7번출구.선경아파트,37_개포동역.개포시장,38_경기여고,39_디에이치아너힐즈,40_일원동한솔아파트,41_상록수아파트앞,42_일원본동주민센터,43_시립수서청소년수련관,44_수서119안전센터앞,45_궁마을,46_수서역,47_고속철도수서역,48_쟁골마을,49_강남더샵라르고오피스텔,50_못골마을.LH강남아이파크,51_래미안강남힐즈,52_세곡중학교.세명초등학교,53_세곡푸르지오,54_세곡푸르지오,55_강남신동아파밀리에1단지,56_은곡마을.강남신동아파밀리에,57_대왕초등학교,58_광연자동차학원앞,59_삼일자동차학원.강남자동차검사소,60_복정역환승주차장
2022-04-09 13:00:00,0,1,0,0,1,6,1,6,13,18,21,28,27,19,14,8,14,14,15,18,17,17,18,16,18,13,14,11,4,2,3,4,14,24,23,21,15,8,14,13,11,13,14,15,13,18,0,17,17,14,15,12,8,7,3,1,2,0,2,0
2022-04-09 14:00:00,0,1,0,1,0,2,3,7,11,13,17,22,21,13,8,4,8,11,11,13,18,8,17,15,14,10,9,13,8,3,4,5,7,7,6,10,10,2,14,9,8,9,8,7,9,19,18,0,18,15,9,5,4,0,0,3,1,0,1,0
2022-04-09 15:00:00,0,2,0,1,3,2,0,3,9,14,16,20,18,14,8,8,9,10,8,15,6,15,13,8,13,12,10,10,4,1,7,4,6,11,11,12,13,15,8,12,9,11,9,10,10,25,18,25,25,22,13,7,6,3,1,2,0,0,1,0
2022-04-09 16:00:00,0,2,0,0,0,3,0,3,6,10,8,13,0,9,7,8,9,5,8,9,12,11,13,12,14,7,6,7,7,2,10,9,10,10,12,10,9,8,8,6,5,4,6,5,6,18,0,14,13,11,8,5,3,2,1,3,0,3,2,0
2022-04-09 17:00:00,0,1,1,2,1,3,4,6,6,12,17,22,20,17,8,7,9,10,10,13,14,15,14,15,13,11,12,11,8,3,8,6,11,18,17,19,17,15,13,15,12,17,18,17,14,32,18,17,27,22,16,8,4,7,5,6,4,0,2,0
2022-04-09 18:00:00,0,3,0,0,5,6,0,2,4,10,14,24,21,15,9,7,8,7,8,7,7,4,9,11,9,9,13,8,9,4,6,6,11,12,13,14,15,16,0,14,12,12,11,10,7,46,11,48,46,41,28,11,12,11,6,6,4,3,2,0
2022-04-09 19:00:00,0,3,1,2,0,5,4,5,6,4,4,5,3,4,8,1,6,3,6,8,0,7,8,9,12,13,11,7,4,5,3,0,9,11,12,11,11,9,6,6,3,4,2,0,5,26,25,27,23,18,11,8,2,0,6,1,5,0,7,0
2022-04-09 20:00:00,0,1,0,0,1,0,0,2,1,4,0,3,4,2,3,4,3,3,2,3,0,2,2,1,2,4,5,3,0,3,6,0,5,6,9,10,11,7,12,3,13,14,13,0,15,33,0,32,27,17,10,2,2,0,1,0,0,0,0,0
2022-04-09 21:00:00,0,0,0,1,1,3,2,2,3,3,2,4,0,3,3,2,0,0,4,3,0,0,6,0,5,6,4,5,4,3,5,4,6,12,14,13,13,13,12,11,9,7,8,8,10,37,40,39,31,23,14,6,2,2,1,3,5,4,0,0
2022-04-09 22:00:00,0,0,0,0,0,1,1,1,0,6,0,8,7,4,4,3,1,3,3,2,2,0,2,2,4,7,10,8,2,0,3,2,3,14,15,15,14,12,11,10,9,10,5,9,2,36,38,0,34,28,18,8,3,2,1,0,0,0,0,0
2022-04-09 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,1,2,0,3,5,3,4,6,5,4,2,4,3,2,2,3,21,9,22,20,17,7,4,1,0,0,1,0,0,0,0
2022-04-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 04:00:00,0,0,0,0,0,1,0,2,0,0,1,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10 05:00:00,0,0,0,0,0,0,0,1,3,2,4,3,0,3,2,1,0,0,1,2,0,1,0,0,1,0,0,0,0,1,2,0,1,3,1,0,0,1,0,4,0,3,0,0,2,2,3,0,1,0,0,2,0,1,0,2,0,0,1,0
2022-04-10 06:00:00,0,1,2,0,1,0,0,3,4,5,5,7,0,4,2,0,0,0,1,2,0,0,0,0,3,2,1,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,1,1,0,0,0,0
2022-04-10 07:00:00,0,0,0,0,0,1,0,5,10,10,14,16,5,12,5,0,6,7,6,5,0,4,3,0,3,0,2,0,0,0,1,0,2,0,0,0,2,2,1,1,0,3,2,1,0,4,0,0,2,0,1,2,0,0,1,2,2,0,0,0
2022-04-10 08:00:00,0,0,0,0,0,0,0,3,7,8,11,15,14,12,8,8,7,6,7,8,5,9,7,8,6,3,2,0,1,0,7,7,5,3,0,1,2,1,0,3,2,3,0,4,3,4,3,2,3,1,2,2,1,2,1,5,0,3,2,0
2022-04-10 09:00:00,0,0,0,0,1,0,0,1,5,5,8,12,11,9,7,5,6,9,9,13,6,14,12,13,21,12,4,3,1,0,8,6,6,5,4,2,0,0,0,2,5,4,0,0,0,6,5,4,4,3,2,1,0,0,0,1,0,0,0,0
2022-04-10 10:00:00,0,1,0,2,1,2,0,4,13,15,21,26,24,20,11,10,7,6,8,13,11,10,11,12,15,13,10,7,6,2,3,2,4,2,2,0,2,3,0,2,4,3,0,3,5,6,5,4,5,5,6,4,3,0,2,0,0,0,0,0
2022-04-10 11:00:00,0,1,0,0,0,1,0,4,14,19,20,26,17,19,8,3,7,6,11,10,7,10,12,12,13,9,5,3,4,2,3,3,4,4,3,0,2,5,0,7,3,4,8,4,6,14,7,0,12,6,8,7,6,5,4,3,3,1,1,0
2022-04-10 12:00:00,0,0,0,1,1,5,0,7,8,11,30,34,24,26,9,8,13,9,10,11,12,11,14,13,13,10,8,4,3,1,6,4,3,4,4,0,4,5,6,7,7,9,10,8,4,13,0,6,11,6,5,4,3,2,1,1,1,0,0,0
2022-04-10 13:00:00,0,0,0,1,0,0,0,4,11,18,20,22,20,19,13,14,13,16,14,12,12,9,12,14,16,14,14,8,7,4,6,6,8,13,11,6,7,9,9,7,8,2,7,2,11,17,0,19,16,15,11,6,3,2,0,0,1,0,0,0
2022-04-10 14:00:00,0,0,0,0,1,4,4,9,10,14,17,22,0,17,7,0,5,8,6,7,6,9,15,17,15,10,8,6,7,5,6,7,3,5,0,7,8,7,8,5,6,10,0,11,6,15,14,15,16,15,8,5,1,0,3,4,0,0,3,0
2022-04-10 15:00:00,0,0,3,1,0,4,0,7,14,13,16,21,8,14,7,6,6,5,8,10,8,8,9,9,12,11,8,7,5,1,8,7,6,9,7,11,12,6,12,12,9,12,2,14,5,17,18,17,18,16,14,9,7,6,5,8,5,0,1,0
2022-04-10 16:00:00,0,2,3,0,2,3,0,4,5,10,11,12,10,12,9,10,9,11,8,8,6,7,9,10,10,7,4,6,5,2,7,10,10,8,8,9,15,14,0,13,10,13,14,11,0,36,37,35,26,15,11,6,4,3,2,2,2,0,1,0
2022-04-10 17:00:00,0,1,0,0,2,3,3,4,4,11,14,15,12,15,9,6,10,8,7,7,5,9,11,6,13,13,8,5,3,2,4,0,7,14,12,13,10,12,10,8,5,5,7,2,7,22,0,17,17,13,10,8,5,3,0,2,2,1,1,0
2022-04-10 18:00:00,0,1,0,2,3,3,1,4,5,7,4,7,6,7,6,0,4,0,5,7,4,4,6,6,7,10,16,10,4,3,4,5,9,9,10,8,9,0,10,8,0,9,8,4,10,16,7,16,17,16,13,7,5,4,3,2,0,0,0,0
2022-04-10 19:00:00,0,0,0,0,0,0,1,3,7,6,8,8,7,7,4,0,3,0,1,4,3,2,3,5,6,8,8,7,6,3,4,2,6,9,9,9,10,12,8,13,12,6,11,5,10,13,13,12,13,11,8,4,3,0,2,1,0,0,0,0
2022-04-10 20:00:00,0,0,0,0,1,0,1,1,3,8,7,9,0,10,6,5,4,0,1,4,0,2,4,0,4,5,5,2,1,1,4,0,6,6,5,5,7,8,0,6,0,4,0,4,4,9,0,8,8,7,7,3,1,0,0,0,0,0,0,0
2022-04-10 21:00:00,0,1,0,0,0,1,0,3,2,3,6,4,0,7,8,8,7,6,7,8,6,5,2,0,6,7,4,3,2,1,2,2,5,11,10,11,10,8,9,8,4,6,3,3,3,19,21,19,15,11,9,4,2,3,1,0,0,0,0,0
2022-04-10 22:00:00,0,0,0,0,0,1,1,2,0,1,4,11,10,9,13,14,2,14,7,4,3,3,3,3,2,13,13,11,5,2,1,0,4,9,8,8,10,11,7,8,5,5,4,0,3,27,27,26,24,20,12,4,3,0,0,1,0,0,0,0
2022-04-10 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,3,2,3,0,0,2,1,0,0,0,1,0,2,4,0,5,4,2,3,4,0,0,5,0,0,12,11,12,13,11,9,6,2,0,1,1,0,0,0,0
2022-04-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 04:00:00,0,0,0,0,0,3,2,2,5,3,4,6,3,5,4,0,1,0,0,5,0,0,0,0,4,0,0,3,0,0,0,0,1,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11 05:00:00,0,0,1,0,1,1,0,0,7,8,12,5,10,8,5,0,0,3,4,0,3,2,5,1,0,3,1,2,0,1,2,0,3,3,2,4,4,5,0,5,6,7,4,6,5,3,1,0,0,0,1,1,0,0,2,5,0,0,1,0
2022-04-11 06:00:00,0,1,0,0,1,1,0,2,8,11,13,17,16,10,5,0,0,4,3,8,3,2,5,1,3,5,2,4,1,0,6,1,2,4,0,0,3,2,3,4,6,7,3,1,8,9,0,2,5,5,1,2,4,0,2,4,5,4,1,0
2022-04-11 07:00:00,0,4,5,4,5,16,11,26,45,46,37,47,46,35,26,14,25,27,25,25,19,17,21,12,22,21,24,16,5,1,7,3,7,8,9,10,10,8,9,8,9,14,15,19,9,24,12,23,19,4,3,4,4,0,2,6,8,0,2,0
2022-04-11 08:00:00,0,4,4,4,5,31,3,33,29,35,43,58,53,28,18,14,17,18,17,18,17,17,21,23,41,40,31,24,9,2,10,7,4,4,6,6,4,5,0,3,2,4,4,3,20,22,23,0,14,9,9,6,7,0,4,8,5,3,2,0
2022-04-11 09:00:00,0,3,2,0,3,4,2,4,15,17,18,20,25,19,14,0,14,12,11,13,14,14,15,14,15,13,13,10,4,0,1,3,2,0,0,2,2,3,1,5,0,3,4,4,3,15,14,14,13,4,5,3,3,0,4,2,4,3,0,0
2022-04-11 10:00:00,0,0,0,0,0,0,0,2,5,8,12,14,12,10,9,0,3,8,7,6,0,7,9,3,8,9,8,7,5,3,4,2,1,2,1,3,3,0,4,5,0,4,5,6,4,11,0,0,9,8,7,3,3,3,2,3,1,0,3,0
2022-04-11 11:00:00,0,0,0,1,0,1,0,5,9,11,13,16,10,8,5,0,4,4,3,4,0,4,7,6,7,6,6,5,1,1,2,3,3,2,0,2,3,3,4,4,3,4,2,6,4,9,8,8,7,6,3,2,1,0,2,3,1,0,1,0
2022-04-11 12:00:00,0,1,0,1,2,2,0,3,5,9,11,14,0,12,6,5,5,3,7,8,7,5,6,3,9,7,6,4,2,1,3,3,2,3,1,4,6,4,7,8,7,4,4,5,4,11,11,9,8,11,6,3,4,5,0,5,0,3,1,0
2022-04-11 13:00:00,0,1,0,0,0,1,1,2,6,11,13,10,12,11,4,5,5,6,5,4,5,6,8,7,7,7,7,6,2,1,3,13,1,6,5,4,4,5,0,5,6,5,2,4,3,16,10,15,14,8,5,4,1,0,2,0,2,0,1,0
2022-04-11 14:00:00,0,0,0,0,1,1,0,2,4,4,9,12,10,13,13,10,11,12,11,13,10,12,12,11,13,11,9,3,2,2,6,13,12,11,7,7,6,6,4,8,1,4,6,4,4,20,12,21,16,14,7,3,1,2,0,1,0,1,0,0
2022-04-11 15:00:00,0,3,1,2,1,2,0,4,10,14,38,39,38,31,26,25,23,20,12,12,0,16,19,18,17,13,10,4,7,3,6,7,6,7,3,0,5,18,6,14,9,7,6,7,10,26,15,14,26,38,33,60,52,48,24,5,3,2,0,0
2022-04-11 16:00:00,0,1,2,3,2,4,2,8,12,16,21,22,21,22,19,20,21,25,25,40,42,41,38,33,27,20,13,7,5,2,8,11,4,5,6,5,4,6,6,14,8,17,0,14,15,25,18,20,26,23,14,8,5,5,4,4,2,2,1,0
2022-04-11 17:00:00,0,4,0,3,2,3,2,4,9,11,27,33,32,21,13,11,13,15,16,21,7,20,21,19,21,13,6,7,9,4,7,4,8,9,8,9,11,10,10,9,8,12,14,17,17,31,9,33,27,20,14,5,4,3,2,4,3,1,5,0
2022-04-11 18:00:00,0,4,0,4,4,5,5,11,10,12,25,28,27,24,16,16,16,13,10,13,12,11,13,13,14,9,9,13,12,9,13,12,14,20,17,21,24,23,14,21,20,19,17,15,13,35,0,30,27,22,17,9,7,6,3,5,2,4,4,0
2022-04-11 19:00:00,0,2,1,1,4,3,0,4,3,11,15,21,0,16,14,3,7,13,11,10,9,0,12,10,11,4,1,3,4,4,9,9,11,17,19,17,14,12,13,8,13,14,11,11,15,59,39,56,50,36,21,12,5,2,0,4,3,1,2,0
2022-04-11 20:00:00,0,1,1,2,2,1,0,2,3,6,9,11,12,14,7,0,8,7,4,5,6,5,3,6,8,5,3,6,5,4,7,6,8,15,14,18,20,18,16,12,8,8,0,9,11,21,7,20,17,15,10,7,3,2,0,0,1,0,2,0
2022-04-11 21:00:00,0,1,0,2,1,3,0,4,2,6,10,10,8,9,7,6,6,6,5,3,2,5,6,6,1,5,4,5,3,2,4,6,10,22,17,15,16,15,14,10,9,10,8,4,7,26,0,17,21,17,10,6,4,3,1,1,0,0,0,0
2022-04-11 22:00:00,0,0,0,1,0,2,0,1,1,4,5,6,0,9,7,0,7,8,4,4,4,3,4,5,6,10,9,11,8,6,5,4,14,21,23,26,24,23,21,21,13,21,22,20,1,38,39,37,29,21,15,7,3,0,1,0,0,0,0,0
2022-04-11 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,3,0,0,5,0,4,5,0,1,4,4,5,24,0,25,22,15,7,3,2,2,1,1,0,0,0,0
2022-04-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 04:00:00,0,0,0,1,0,3,1,2,5,2,3,7,0,1,5,0,1,0,0,2,1,0,0,0,4,0,0,3,1,0,1,0,3,6,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12 05:00:00,0,0,1,0,0,2,0,2,6,8,12,8,11,7,5,0,5,2,4,3,4,3,3,1,3,2,0,0,2,2,2,0,0,3,0,2,2,2,0,8,0,5,0,1,6,3,0,0,1,0,0,1,2,0,1,4,2,0,2,0
2022-04-12 06:00:00,0,2,0,0,1,2,0,6,9,14,22,26,23,9,6,7,6,4,5,5,6,5,4,0,6,2,3,1,1,0,2,2,3,2,3,2,3,1,4,4,2,2,3,5,4,4,0,2,3,1,0,2,3,0,1,4,3,2,3,0
2022-04-12 07:00:00,0,4,0,3,7,18,19,29,33,35,40,54,49,32,21,21,23,27,21,23,17,19,20,19,22,22,25,19,13,3,5,4,4,7,7,3,6,9,7,7,9,14,13,14,13,26,0,28,24,12,8,7,6,0,7,9,8,3,0,0
2022-04-12 08:00:00,0,7,6,5,5,21,2,18,21,26,33,49,45,31,20,22,21,25,20,23,24,23,25,27,31,32,28,19,8,2,8,2,5,1,4,0,3,4,5,6,7,8,7,8,6,30,16,28,22,15,11,5,4,0,2,8,6,7,5,0
2022-04-12 09:00:00,0,3,0,0,1,0,0,5,12,20,26,28,27,21,8,6,7,3,9,10,9,12,13,12,11,12,13,10,2,2,6,4,2,3,2,3,3,4,0,6,8,8,5,7,6,15,16,14,12,8,4,2,4,3,4,5,3,0,2,0
2022-04-12 10:00:00,0,2,1,2,0,1,0,3,5,15,17,20,18,13,8,6,6,6,3,4,4,5,6,4,5,5,5,3,2,1,4,3,1,2,2,1,1,2,1,2,3,2,3,4,2,11,3,10,8,2,4,2,0,3,1,2,2,0,4,0
2022-04-12 11:00:00,0,1,1,0,2,1,0,3,8,12,16,18,17,15,9,1,9,8,6,8,7,5,7,5,6,6,5,4,2,1,4,5,5,4,3,1,0,2,4,3,0,6,0,10,0,22,0,6,16,13,9,6,5,4,2,3,1,0,0,0
2022-04-12 12:00:00,0,1,1,2,3,4,0,4,9,17,18,19,3,18,8,7,4,3,9,9,3,5,6,3,5,6,5,3,2,3,5,3,2,3,4,3,4,5,3,4,2,5,4,7,6,16,13,5,18,15,9,5,3,1,2,1,0,0,4,0
2022-04-12 13:00:00,0,1,0,0,1,2,1,2,5,6,7,10,8,6,7,6,6,6,7,3,0,9,7,8,8,5,6,5,3,2,6,4,2,6,3,4,6,0,0,4,5,5,1,6,0,18,17,13,15,10,8,3,3,1,2,2,1,1,1,0
2022-04-12 14:00:00,0,0,1,0,1,0,0,3,6,11,11,9,8,10,6,7,5,9,7,6,5,6,8,7,5,5,2,3,3,1,5,16,5,3,5,6,3,2,0,7,6,5,1,5,7,17,0,10,13,11,8,6,3,0,2,3,1,0,2,0
2022-04-12 15:00:00,0,0,0,1,2,1,0,3,9,15,20,23,20,15,17,2,6,7,8,11,5,9,9,8,10,9,6,3,3,5,8,9,17,14,10,7,7,7,8,6,5,7,7,7,7,20,21,0,16,14,8,9,5,1,0,4,2,3,4,0
2022-04-12 16:00:00,0,1,1,2,2,5,5,8,18,24,48,47,46,42,36,37,36,35,34,40,36,34,31,27,25,19,11,4,4,4,5,6,6,6,6,9,10,30,30,25,21,23,22,22,21,40,42,43,40,42,37,45,40,36,16,7,4,4,3,0
2022-04-12 17:00:00,0,4,4,4,4,6,0,9,13,13,16,20,18,15,11,12,13,12,11,14,13,14,16,16,21,13,14,6,7,4,8,8,8,12,13,13,11,11,10,9,8,12,13,9,11,37,0,35,33,29,15,8,6,5,5,5,3,0,6,0
2022-04-12 18:00:00,0,5,4,1,5,6,7,9,12,15,35,37,36,25,11,0,10,13,11,12,12,11,13,15,14,11,11,9,14,14,18,19,20,21,18,18,18,18,19,22,24,26,24,7,10,39,0,40,27,22,16,5,4,2,2,4,4,1,5,0
2022-04-12 19:00:00,0,0,0,3,3,4,0,7,7,7,11,15,0,16,10,12,9,6,6,7,0,5,7,8,7,8,6,6,6,4,9,7,7,11,12,14,20,19,18,13,12,10,11,11,17,56,46,57,45,35,29,16,8,7,5,4,1,2,4,0
2022-04-12 20:00:00,0,1,0,2,1,1,0,0,2,2,3,7,0,6,6,5,5,6,0,5,4,0,3,4,4,4,2,6,5,5,7,6,8,10,0,12,16,14,12,11,8,6,5,6,10,22,0,18,20,18,11,8,4,3,2,1,2,0,0,0
2022-04-12 21:00:00,0,1,0,0,0,1,0,3,2,5,8,9,10,9,3,0,2,1,2,2,1,3,0,3,3,3,2,4,5,2,4,8,9,13,14,16,15,16,2,9,9,9,9,8,4,22,15,0,21,19,11,6,3,2,0,3,2,0,1,0
2022-04-12 22:00:00,0,0,1,0,2,3,0,2,1,4,6,9,3,9,8,0,4,0,7,7,6,5,7,6,6,9,11,13,10,3,3,4,14,29,29,27,28,29,28,21,20,19,3,20,0,24,0,4,22,19,15,4,2,0,1,1,0,0,0,0
2022-04-12 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,1,2,3,0,0,6,4,7,6,5,5,3,0,2,0,1,2,20,0,17,17,15,7,3,1,0,1,1,0,0,0,0
2022-04-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 04:00:00,0,0,0,0,0,2,2,3,6,5,3,7,0,4,4,0,3,0,0,5,0,0,0,0,4,0,5,5,2,0,0,0,2,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13 05:00:00,0,0,1,0,1,2,0,3,6,7,9,10,8,7,5,0,1,4,4,1,1,3,0,2,6,4,3,1,1,1,1,0,2,1,0,3,2,3,2,3,0,2,0,3,2,3,0,2,2,1,0,1,0,0,1,4,0,1,1,0
2022-04-13 06:00:00,0,2,0,0,0,1,0,4,6,8,17,22,19,12,5,2,0,5,4,4,1,6,0,2,4,2,5,2,2,0,3,2,1,3,0,4,3,0,3,4,5,7,8,2,6,13,12,11,5,4,1,1,2,0,0,5,0,1,0,0
2022-04-13 07:00:00,0,1,2,0,7,15,5,24,43,47,49,54,52,35,25,0,27,27,27,23,24,14,17,9,21,22,20,16,10,3,16,10,15,13,14,15,12,5,6,6,7,8,6,9,11,21,20,19,20,6,5,3,5,4,5,6,5,4,4,0
2022-04-13 08:00:00,0,4,5,0,5,24,2,27,22,28,34,50,45,30,14,8,12,13,13,15,16,16,21,20,28,33,28,16,5,2,12,6,4,4,3,0,6,4,0,5,4,6,6,5,8,19,11,20,18,20,16,9,7,6,6,14,12,10,1,0
2022-04-13 09:00:00,0,2,1,0,0,3,3,5,19,31,35,44,40,28,11,10,11,12,11,11,12,11,12,11,14,14,14,13,3,1,5,2,3,1,0,2,2,3,2,2,2,4,7,5,3,24,25,0,15,8,4,5,4,0,3,6,6,5,4,0
2022-04-13 10:00:00,0,2,0,3,0,2,0,5,11,14,20,14,13,12,7,8,7,7,4,5,5,6,9,5,5,4,5,4,5,4,4,3,6,4,3,1,6,3,0,7,5,8,6,6,9,11,10,0,8,7,7,4,2,0,1,3,0,2,3,0
2022-04-13 11:00:00,0,1,0,3,2,3,3,2,6,10,5,19,0,12,6,0,5,3,4,8,0,5,5,3,10,11,10,6,2,1,3,0,2,2,2,0,2,3,0,4,2,5,4,8,0,8,0,0,7,7,7,4,0,3,2,1,1,0,0,0
2022-04-13 12:00:00,0,2,0,0,1,2,0,7,7,12,17,23,13,21,8,7,5,6,5,6,0,5,6,7,6,5,2,2,3,1,3,0,2,3,2,3,2,2,0,2,0,3,0,2,2,16,0,0,2,11,7,3,3,2,2,3,2,1,3,0
2022-04-13 13:00:00,0,1,0,0,1,1,0,2,6,11,13,14,13,11,6,4,3,5,5,6,7,3,11,10,9,7,5,2,3,4,5,9,7,6,5,6,4,5,4,4,4,4,4,5,6,20,19,15,21,18,10,2,1,3,4,3,2,0,1,0
2022-04-13 14:00:00,1,0,1,2,1,1,0,3,7,11,16,18,9,13,7,5,7,4,6,6,5,8,9,10,17,15,13,6,2,0,9,16,11,3,1,2,3,2,2,3,2,3,2,5,3,12,13,0,12,10,5,1,0,0,2,1,0,0,1,0
2022-04-13 15:00:00,0,2,2,1,2,3,0,5,7,8,13,15,14,12,10,8,9,9,10,13,13,14,11,14,15,11,3,5,6,4,7,15,14,5,4,5,5,4,3,0,4,7,3,4,4,29,30,31,28,26,20,8,7,5,3,2,1,3,4,0
