Unnamed: 0,1_남한산성입구,2_송파구립마천청소년센터,3_송파보훈회관.금호어울림2차,4_마천동금호어울림1차아파트,5_남천초교마천동우방아파트앞,6_청암노인요양원,7_마천동사거리,8_거여역2번출구,9_거여역,10_송파배드민턴체육관,11_문정시영.세영청마루아파트,12_가락2동프라자아파트,13_극동아파트,14_가동초등학교,15_가락2동주민센터,16_홍이공원,17_석촌중학교후문,18_가락대림아파트,19_경찰병원.KT가락지사,20_경찰병원.서울동부고용노동지청,21_제일오피스텔,22_가락시장.가락몰,23_가락시장남문,24_수서역,25_쟁골마을,26_래미안포레아파트,27_방죽마을,28_세곡문화복지회관,29_대왕파출소,30_은곡마을.강남신동아파밀리에,31_대왕초등학교,32_세곡동사거리,33_세곡문화복지관,34_방죽마을,35_래미안포레아파트,36_쟁골마을,37_고속철도수서역,38_수서역5번.출구,39_수서역.로즈데일빌딩,40_문정2동주민센터.청소년수련관,41_훼미리근린공원,42_가락시장역,43_경찰병원.KT가락지사,44_샛별어린이공원입구,45_석촌중학교후문,46_홍이공원,47_가락2동주민센터,48_가주초등학교,49_가락2동극동아파트,50_가락2동프라자아파트,51_문정시영.세양청마루아파트,52_송파배드민턴체육관,53_거여역현대아파트,54_거여역3번출구.현대2차아파트,55_마천동사거리,56_청암노인요양원,57_마천시장마천동우방아파트앞,58_마천동금호어울림1차아파트,59_송파보훈회관.금호어울림2차,60_송파구립마천청소년센터,61_남한산성입구
2022-03-20 07:00:00,0,0,1,5,7,3,4,5,7,5,4,5,2,1,4,3,4,6,5,2,4,4,0,2,0,1,0,0,1,3,0,1,0,0,4,0,1,4,2,1,2,2,0,1,1,1,3,0,1,4,3,5,4,0,2,0,1,0,0,0,0
2022-03-20 08:00:00,2,3,3,3,5,5,9,8,8,7,8,9,6,2,5,6,6,10,0,9,8,6,5,5,0,2,0,1,1,3,3,2,0,0,3,4,5,3,5,2,4,2,3,4,4,2,6,0,5,6,0,7,6,5,5,0,5,4,3,1,0
2022-03-20 09:00:00,1,0,3,4,4,0,5,5,6,5,4,1,5,3,0,4,8,7,2,8,7,9,8,6,5,6,3,2,1,3,4,3,0,7,8,7,7,7,8,10,0,9,5,8,8,0,8,7,8,7,10,9,8,7,6,0,6,5,0,1,0
2022-03-20 10:00:00,2,3,5,6,9,10,12,12,13,12,10,9,10,8,6,9,9,8,10,8,6,3,2,3,0,1,0,0,0,7,6,8,2,9,13,11,10,6,8,6,6,7,7,8,6,0,9,4,7,8,12,10,10,9,8,7,5,4,3,1,0
2022-03-20 11:00:00,2,4,5,3,7,0,5,6,7,5,8,10,11,8,0,9,10,9,8,9,7,9,7,5,0,2,1,0,1,3,0,4,4,8,9,0,5,6,8,8,8,6,7,6,4,3,0,7,6,2,5,0,5,5,3,2,4,3,2,2,0
2022-03-20 12:00:00,3,4,5,6,9,11,13,11,10,9,8,9,8,5,7,5,7,3,5,4,7,4,2,2,1,1,0,0,0,5,0,6,0,12,14,8,11,8,10,7,8,9,9,4,5,0,7,6,9,9,10,9,8,9,5,3,3,3,2,1,0
2022-03-20 13:00:00,4,5,6,6,8,6,10,7,13,13,12,11,10,9,7,10,10,11,10,11,8,10,11,8,9,9,3,1,4,5,0,7,0,9,15,0,12,4,6,6,4,5,6,10,6,11,13,5,13,13,13,12,8,12,9,4,6,4,2,0,0
2022-03-20 14:00:00,2,6,2,4,9,5,11,12,13,10,13,15,0,9,4,10,17,10,16,8,13,10,10,5,3,6,5,0,4,5,3,6,7,8,10,6,10,6,7,8,4,9,0,4,3,5,8,5,5,7,7,8,7,7,7,8,6,6,5,3,0
2022-03-20 15:00:00,5,3,6,7,10,11,14,17,18,14,14,16,18,17,17,14,16,17,15,14,10,7,8,7,3,4,4,3,1,3,4,0,0,4,7,3,9,4,8,9,11,14,15,9,12,11,9,9,8,8,12,11,10,7,5,4,3,3,2,0,0
2022-03-20 16:00:00,2,4,6,4,15,4,19,17,16,15,14,12,7,0,0,0,6,6,5,9,5,8,6,7,0,6,3,4,2,1,3,2,0,4,11,10,9,4,9,8,10,10,8,8,0,0,0,0,2,5,8,6,8,5,6,5,3,3,2,0,0
2022-03-20 17:00:00,2,5,6,7,8,7,10,9,11,6,9,8,14,12,0,10,12,7,4,10,10,9,7,11,6,8,6,5,3,4,3,4,3,5,6,4,6,7,8,10,10,10,11,12,11,12,3,10,10,11,10,12,11,10,8,6,2,0,0,0,0
2022-03-20 18:00:00,4,3,2,3,4,5,8,7,9,5,10,5,5,9,6,8,7,5,5,6,6,7,6,8,9,5,2,2,4,2,0,3,0,1,4,0,7,6,9,10,11,12,16,16,10,11,15,14,8,12,8,6,9,8,8,4,6,3,2,1,0
2022-03-20 19:00:00,1,2,3,4,6,5,9,12,12,11,9,9,8,9,8,6,9,8,9,7,6,5,4,15,12,14,12,11,9,5,2,0,0,0,3,0,4,4,7,8,10,12,14,13,13,0,12,11,10,9,6,8,7,9,6,4,3,1,0,0,0
2022-03-20 20:00:00,0,0,1,3,3,5,7,6,7,6,7,7,0,7,14,0,8,13,14,13,12,9,8,9,0,6,2,0,5,2,0,0,2,2,0,3,4,5,14,7,11,16,17,16,14,13,0,12,11,10,8,10,6,5,4,0,6,5,3,0,0
2022-03-20 21:00:00,0,0,1,2,3,3,6,6,7,5,4,6,6,0,0,6,5,0,0,5,8,7,4,2,0,3,2,0,0,1,2,1,0,2,4,5,6,6,9,12,10,12,12,11,10,11,12,10,14,16,15,15,13,9,7,3,6,5,4,3,0
2022-03-20 22:00:00,0,1,2,2,5,0,6,5,4,0,5,7,6,0,4,6,0,0,0,2,8,5,4,4,1,3,0,0,2,1,1,1,0,0,2,2,4,6,7,6,8,9,10,10,8,9,8,7,8,8,7,8,8,7,4,3,3,2,0,0,0
2022-03-20 23:00:00,1,0,0,1,1,0,2,0,3,1,2,3,3,2,2,1,0,1,0,4,3,5,3,5,0,4,3,0,1,1,0,1,0,3,2,0,8,10,14,15,15,20,21,18,17,19,2,3,7,19,16,15,13,12,9,8,5,4,3,0,0
2022-03-21 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 04:00:00,0,2,3,8,15,17,19,8,21,22,22,25,0,0,0,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21 05:00:00,1,2,3,4,6,8,12,11,12,13,11,10,13,6,12,11,12,27,25,23,17,13,10,3,1,2,1,0,0,5,5,7,0,8,7,7,3,2,4,5,0,0,2,6,0,5,0,6,3,7,8,0,7,6,5,0,4,2,0,0,0
2022-03-21 06:00:00,2,1,3,6,9,10,15,13,12,11,13,12,14,11,10,11,13,12,11,10,10,9,7,3,3,3,4,3,1,3,2,0,0,7,12,11,9,2,3,7,9,3,10,2,8,6,5,0,4,4,5,3,2,0,3,0,3,2,1,0,0
2022-03-21 07:00:00,2,3,6,9,18,23,24,22,28,24,28,26,27,27,27,16,27,25,22,20,13,11,8,6,5,5,5,0,1,8,10,11,0,14,22,22,19,10,10,7,10,12,13,13,7,13,12,13,12,11,12,10,6,7,4,3,0,1,0,0,0
2022-03-21 08:00:00,2,5,9,12,23,19,26,26,28,25,25,29,26,23,17,23,26,21,17,17,13,13,12,17,14,9,8,7,4,13,13,15,7,27,49,48,42,19,15,19,20,22,22,24,24,25,10,22,20,12,13,10,9,8,7,6,3,1,0,0,0
2022-03-21 09:00:00,1,3,5,7,10,25,31,27,29,23,27,27,27,25,24,23,22,18,16,12,9,8,8,4,4,2,2,0,0,6,5,6,0,11,17,18,14,8,9,10,11,14,10,9,10,10,7,9,7,7,8,7,7,9,6,2,3,0,1,0,0
2022-03-21 10:00:00,1,2,3,3,7,8,12,12,14,12,12,11,13,12,12,13,14,13,11,9,7,11,12,5,4,3,2,0,0,7,9,10,0,9,11,0,10,5,8,9,11,10,9,8,6,6,9,8,6,8,8,7,7,8,3,7,4,3,2,1,0
2022-03-21 11:00:00,1,3,4,5,8,8,12,9,12,12,11,11,12,9,11,12,10,9,9,8,6,5,3,10,2,9,7,6,4,2,2,3,0,3,4,3,5,3,6,3,5,8,9,7,9,10,9,8,9,9,9,8,9,10,8,6,4,3,1,2,0
2022-03-21 12:00:00,1,2,4,7,9,8,10,8,12,10,9,11,12,12,10,11,12,7,11,10,7,6,6,4,1,3,1,0,0,4,5,0,5,3,6,0,6,6,10,11,9,12,11,10,6,10,11,6,9,8,9,10,5,10,7,6,5,3,4,3,0
2022-03-21 13:00:00,2,3,5,7,8,8,10,11,12,11,9,9,9,10,14,13,14,12,11,8,9,8,9,11,10,10,7,3,4,2,3,1,3,3,5,0,4,4,7,8,10,12,11,10,11,9,8,8,9,9,10,12,9,8,6,5,5,3,2,1,0
2022-03-21 14:00:00,2,2,3,4,5,6,11,8,8,7,7,8,9,9,10,9,10,8,6,10,8,9,5,12,0,8,5,3,2,4,5,2,0,4,6,4,7,5,11,13,12,19,12,11,12,11,14,9,11,10,13,13,12,8,7,5,5,2,2,0,0
2022-03-21 15:00:00,1,2,1,4,7,9,12,8,9,8,8,10,11,10,12,13,14,12,11,10,9,8,8,7,5,4,5,1,1,3,4,3,3,3,5,5,5,6,12,10,13,18,17,19,18,17,17,16,16,14,16,16,15,14,13,9,8,5,3,1,0
2022-03-21 16:00:00,5,7,8,10,11,5,12,13,15,13,11,10,10,9,9,6,13,14,10,8,7,9,10,14,13,10,9,10,4,4,5,2,1,3,9,5,8,7,14,12,16,18,19,21,20,21,22,23,19,20,26,26,21,14,16,15,7,6,3,1,0
2022-03-21 17:00:00,1,2,3,6,8,7,11,9,11,11,10,15,18,17,7,16,16,13,13,14,11,7,12,13,11,10,6,5,6,3,3,5,5,8,11,12,10,10,16,19,20,23,23,22,23,25,23,20,17,15,15,16,16,15,14,12,11,5,4,3,0
2022-03-21 18:00:00,1,2,5,7,7,7,13,12,14,11,13,16,11,15,4,10,16,15,12,16,15,17,16,23,21,11,9,8,7,4,2,4,5,8,14,8,14,12,23,19,21,27,27,27,26,25,29,28,24,23,29,24,25,28,21,16,11,5,1,0,0
2022-03-21 19:00:00,0,2,4,6,7,8,17,16,18,17,13,9,10,9,11,9,8,10,9,7,6,11,8,26,27,15,10,0,5,3,3,4,4,7,13,7,15,14,20,16,21,29,30,27,26,26,0,26,26,23,23,16,23,27,19,16,12,4,3,0,0
2022-03-21 20:00:00,1,2,1,3,7,0,7,5,9,8,8,8,11,12,0,10,12,4,11,9,9,6,5,9,4,7,5,3,4,2,0,3,0,2,6,7,8,7,10,10,11,14,21,19,18,17,16,13,12,11,10,9,8,7,6,4,3,1,2,1,0
2022-03-21 21:00:00,0,1,2,4,6,3,7,7,8,7,5,4,4,0,4,6,7,6,6,7,7,6,7,10,0,5,3,0,2,2,0,1,0,4,3,4,3,7,9,11,12,15,15,15,14,13,13,11,12,11,11,8,14,14,11,9,5,3,2,0,0
2022-03-21 22:00:00,0,1,1,2,3,4,6,4,8,7,7,8,9,8,7,4,8,9,2,8,6,6,4,11,0,6,5,1,2,1,0,1,0,0,3,6,7,8,14,14,16,21,20,18,16,17,17,16,15,14,11,13,11,10,10,7,7,4,3,0,0
2022-03-21 23:00:00,1,0,2,0,2,0,3,2,4,4,6,6,0,0,7,2,3,6,6,7,8,7,5,10,3,7,6,4,5,3,2,0,0,0,4,0,1,7,15,13,14,6,7,8,8,0,8,1,7,13,11,5,10,12,8,2,5,3,1,1,0
2022-03-22 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 04:00:00,2,0,4,8,16,19,21,22,24,25,0,27,28,0,0,29,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22 05:00:00,0,2,2,4,6,8,12,11,11,10,7,11,12,11,9,0,27,27,25,21,19,13,10,5,3,2,0,1,0,2,4,6,2,6,7,2,4,4,3,5,4,0,3,4,7,0,6,2,0,5,3,0,4,3,2,1,0,1,0,0,0
2022-03-22 06:00:00,1,3,3,5,8,11,15,11,12,10,11,13,14,9,8,13,15,13,10,9,8,6,5,6,0,4,0,0,1,3,3,2,0,8,10,3,4,3,3,5,5,5,4,4,4,0,3,4,3,3,5,4,2,2,1,1,1,0,0,0,0
2022-03-22 07:00:00,1,3,7,10,20,21,22,25,20,20,20,21,17,20,12,21,22,19,16,15,12,11,12,11,9,6,5,4,2,6,10,11,8,15,22,0,17,8,8,10,11,14,13,14,13,15,8,10,5,11,14,14,13,8,2,3,4,2,2,1,0
2022-03-22 08:00:00,1,4,7,12,22,24,32,33,33,23,24,24,23,22,21,18,23,22,20,21,14,14,10,12,7,9,7,6,4,10,18,19,0,27,56,33,41,17,16,19,18,19,21,19,20,20,22,24,24,18,19,18,13,10,8,9,7,0,1,0,0
2022-03-22 09:00:00,0,2,5,8,16,17,23,18,19,15,16,18,17,20,21,20,21,21,16,13,10,9,7,8,5,4,2,1,0,5,4,7,5,12,22,15,14,9,15,14,14,15,13,12,11,12,8,9,11,13,14,7,10,9,6,4,3,2,0,1,0
2022-03-22 10:00:00,1,4,5,5,7,8,8,6,8,7,8,10,10,7,10,11,12,11,9,10,8,7,8,7,0,6,4,0,3,5,7,3,5,9,10,9,8,5,7,5,9,10,10,10,4,10,9,8,8,9,11,12,13,12,5,2,1,1,1,0,0
2022-03-22 11:00:00,2,0,1,4,13,6,8,4,6,4,5,8,6,6,4,9,10,11,10,7,5,8,9,8,4,7,4,1,3,6,4,2,0,5,8,0,5,5,6,6,5,8,10,10,11,12,10,7,11,12,8,11,11,9,5,5,4,2,1,1,0
2022-03-22 12:00:00,1,2,1,0,8,14,17,16,17,14,13,16,9,16,13,12,11,5,10,8,6,7,5,4,0,3,1,0,0,3,5,6,3,4,6,0,5,6,8,11,10,7,10,9,8,7,8,7,7,9,8,7,5,5,4,5,3,0,2,0,0
2022-03-22 13:00:00,1,2,3,3,6,7,8,4,8,9,8,9,8,9,11,9,11,4,8,9,7,9,8,15,14,13,4,0,1,2,4,5,6,3,8,7,8,5,8,7,8,9,8,8,2,9,0,9,7,7,8,9,7,9,8,7,4,5,2,1,0
2022-03-22 14:00:00,0,1,3,3,7,2,10,8,10,7,6,6,8,6,6,7,8,10,8,8,6,8,9,9,5,6,3,7,3,4,0,5,1,4,6,0,5,5,7,8,10,11,7,7,7,4,7,7,8,7,9,10,7,5,4,1,3,2,1,0,0
2022-03-22 15:00:00,0,2,1,2,6,5,10,12,8,9,8,8,6,6,7,6,8,9,5,8,9,10,10,14,0,11,9,10,6,6,5,6,0,8,12,6,9,9,17,13,12,13,15,15,18,15,20,21,20,19,21,31,23,18,12,10,8,6,1,0,0
2022-03-22 16:00:00,1,0,4,4,6,7,16,12,13,10,9,11,13,8,11,9,9,9,6,8,9,9,9,11,4,6,3,0,4,4,5,4,0,6,11,12,12,8,13,20,21,23,25,24,25,23,22,18,17,19,20,20,18,16,11,8,7,5,2,1,0
2022-03-22 17:00:00,0,0,2,3,6,4,13,12,12,11,11,12,8,10,9,10,13,12,10,13,10,10,10,13,13,11,10,8,7,5,7,7,0,10,14,11,13,16,25,26,29,33,32,29,29,32,31,29,26,25,25,25,23,15,12,9,7,9,7,4,0
2022-03-22 18:00:00,0,1,4,6,8,6,13,14,18,17,11,16,18,16,17,17,19,18,15,16,12,12,9,18,16,11,10,9,8,17,19,20,0,20,22,21,21,18,21,22,22,25,30,29,25,29,32,18,31,30,31,30,30,24,17,15,9,7,4,1,0
2022-03-22 19:00:00,2,1,3,4,8,7,11,7,10,8,6,9,10,8,9,9,10,9,10,10,8,9,8,11,12,9,8,7,6,1,0,4,2,2,4,5,11,11,15,15,17,20,25,25,24,16,23,20,20,20,24,24,25,23,19,15,8,4,2,1,0
2022-03-22 20:00:00,1,1,2,3,5,0,8,6,9,9,10,9,8,12,7,11,11,10,10,8,9,7,4,11,6,7,4,3,0,2,3,0,0,0,4,3,4,7,13,14,15,16,20,18,16,14,13,11,12,12,12,11,10,7,5,4,3,1,0,0,0
2022-03-22 21:00:00,0,1,2,2,4,0,6,7,8,7,6,8,7,7,6,6,6,7,7,8,8,8,6,10,0,5,2,1,2,3,4,4,0,5,6,5,2,7,13,11,14,19,23,25,26,25,23,19,15,13,13,5,11,10,9,6,8,4,1,0,0
2022-03-22 22:00:00,0,1,3,4,2,3,6,7,8,4,7,6,6,4,7,0,0,6,7,7,6,7,3,10,6,5,4,0,1,3,0,2,0,3,5,5,7,13,19,20,21,32,33,30,28,25,23,8,23,21,23,6,17,17,9,3,8,4,2,1,0
2022-03-22 23:00:00,1,0,0,1,2,0,2,0,5,3,3,4,3,0,3,3,4,4,5,2,4,5,2,6,5,2,1,0,0,2,0,0,0,3,2,0,0,3,5,3,5,6,8,7,6,6,5,5,4,3,4,0,3,4,12,12,11,4,2,0,0
2022-03-23 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 04:00:00,1,2,5,9,16,18,19,10,20,20,0,23,0,0,0,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23 05:00:00,0,0,1,5,7,5,9,8,11,8,10,12,14,15,14,15,24,24,23,21,18,13,7,5,2,2,0,0,0,3,4,3,0,7,8,5,7,3,4,3,2,3,0,0,2,0,0,0,0,4,0,0,0,3,1,2,0,0,0,0,0
2022-03-23 06:00:00,1,3,3,5,8,9,13,12,13,12,11,13,14,13,13,14,16,15,14,13,12,8,8,8,5,3,2,1,0,3,0,4,0,4,7,6,5,4,6,3,5,6,5,4,2,4,2,3,3,3,0,0,4,3,2,0,2,1,0,0,0
2022-03-23 07:00:00,1,2,5,10,16,18,22,24,27,20,22,25,26,24,25,26,26,20,15,13,11,9,9,6,4,6,4,2,1,10,12,13,12,14,18,14,16,9,9,8,9,10,8,9,10,11,10,12,2,10,10,8,7,5,2,1,4,3,3,1,0
2022-03-23 08:00:00,2,3,10,15,19,19,23,26,29,23,24,25,26,24,24,22,26,21,20,17,16,15,15,11,10,11,13,12,3,5,4,5,6,23,42,25,38,24,14,17,18,17,17,17,18,19,14,19,18,13,15,14,8,7,5,4,5,4,2,1,0
2022-03-23 09:00:00,0,1,5,6,9,20,29,30,29,25,26,26,25,26,9,19,29,25,20,17,14,13,12,7,1,4,3,2,1,8,10,4,7,7,12,10,10,5,6,8,7,10,13,10,8,5,7,6,7,7,9,9,6,7,6,3,6,5,2,0,0
2022-03-23 10:00:00,1,4,6,9,7,8,11,12,13,11,9,12,13,12,13,13,15,13,12,9,7,7,7,4,3,2,4,3,2,5,5,1,2,8,12,4,3,5,3,4,6,7,7,7,10,11,6,13,12,15,6,16,15,13,10,1,8,5,3,0,0
2022-03-23 11:00:00,0,1,3,4,8,6,7,5,8,7,9,8,10,9,6,7,10,8,7,6,6,4,4,5,4,2,2,1,1,4,0,5,3,4,5,0,5,8,10,9,11,13,14,14,11,9,10,11,7,10,13,11,6,5,7,4,5,1,0,1,0
2022-03-23 12:00:00,2,2,3,5,7,2,9,5,8,8,6,6,6,7,5,9,0,8,0,5,7,6,7,4,3,1,2,1,1,1,2,3,3,4,10,4,9,8,13,12,12,13,12,11,0,10,8,9,9,6,5,5,8,8,4,3,4,4,3,0,0
2022-03-23 13:00:00,2,2,3,4,7,8,10,10,12,11,11,12,11,10,9,10,9,9,10,10,6,10,9,8,0,4,3,2,1,3,2,4,6,7,10,0,10,7,9,9,10,9,10,9,8,11,12,7,11,11,12,7,11,9,10,7,6,4,2,0,0
2022-03-23 14:00:00,2,4,4,6,9,7,8,9,11,9,11,13,8,12,7,8,0,11,9,7,6,7,8,21,20,16,12,8,5,5,5,0,3,5,6,0,0,9,11,12,14,16,14,15,18,7,19,12,15,16,15,8,11,10,9,8,7,2,0,0,0
2022-03-23 15:00:00,0,1,4,8,9,9,10,12,13,11,10,12,12,11,11,3,11,12,11,11,8,11,13,12,9,9,7,0,4,1,2,0,2,2,8,0,9,6,12,13,16,17,17,16,15,15,13,14,12,11,11,19,16,19,13,9,9,4,2,1,0
2022-03-23 16:00:00,2,3,5,3,8,6,9,8,9,8,7,7,11,8,7,11,13,11,9,11,9,11,10,10,0,11,9,7,5,4,4,4,0,7,11,8,10,11,17,17,17,22,24,25,24,21,23,17,18,19,20,21,16,15,11,8,5,4,3,2,0
2022-03-23 17:00:00,2,0,0,4,9,4,8,8,11,11,8,12,11,12,10,10,10,8,3,8,6,4,12,14,13,10,9,6,6,6,8,5,0,8,12,11,13,15,21,21,20,20,21,21,21,15,20,18,18,17,15,15,13,14,9,6,6,3,1,0,0
2022-03-23 18:00:00,1,3,8,9,10,10,17,16,19,10,18,19,19,9,8,12,19,16,14,14,14,11,12,33,28,14,9,8,7,13,15,4,0,18,18,17,18,17,26,30,22,40,41,38,34,28,34,33,26,24,26,23,19,19,14,11,10,7,3,0,0
2022-03-23 19:00:00,1,1,3,5,5,6,10,10,11,11,12,12,14,8,6,15,15,15,3,14,12,13,11,16,6,8,5,0,6,6,8,4,3,9,9,0,7,7,14,14,16,32,31,29,26,28,26,25,20,16,24,18,20,19,14,14,9,6,2,0,0
2022-03-23 20:00:00,0,1,3,2,5,0,9,6,12,6,11,5,10,5,0,5,4,9,10,6,10,7,4,12,10,8,7,0,2,1,0,2,0,0,2,2,10,6,10,11,8,15,15,15,12,12,12,9,12,12,11,10,9,9,6,5,2,1,0,0,0
2022-03-23 21:00:00,1,0,2,1,4,3,6,6,7,5,4,6,7,8,7,8,0,6,2,4,6,6,4,8,0,4,3,2,1,2,2,2,0,3,5,7,3,10,13,12,12,14,16,16,15,11,14,16,18,14,15,9,14,13,10,7,4,6,2,1,0
2022-03-23 22:00:00,0,1,0,4,4,0,5,7,8,7,8,10,10,3,11,8,9,7,6,9,7,8,4,11,7,6,4,0,5,3,1,0,0,1,4,3,4,5,10,7,9,13,18,20,13,19,12,11,18,16,17,15,14,11,6,9,5,4,1,2,0
2022-03-23 23:00:00,0,0,1,2,3,0,4,4,6,0,7,8,9,0,0,9,3,7,6,6,8,5,4,11,8,2,1,0,2,1,1,2,0,3,2,2,3,3,9,7,8,11,10,10,9,8,7,5,6,5,7,3,6,5,5,0,5,4,2,1,0
2022-03-24 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 04:00:00,1,0,3,8,14,16,17,8,19,20,19,21,0,0,0,23,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24 05:00:00,0,1,3,5,7,8,13,11,13,14,11,14,15,16,13,17,17,23,21,18,16,10,9,6,5,1,1,0,2,4,5,7,0,7,8,3,6,2,5,6,6,0,5,0,5,0,1,0,4,3,4,5,4,2,1,3,0,0,0,0,0
2022-03-24 06:00:00,1,2,3,4,8,9,12,12,14,13,13,13,12,14,11,15,16,18,16,12,14,10,9,4,0,3,1,1,2,3,0,3,0,6,10,9,8,4,4,6,8,7,3,5,6,5,3,6,3,2,5,6,3,3,2,0,1,1,0,0,0
2022-03-24 07:00:00,1,2,6,9,16,19,26,23,24,20,20,20,19,19,18,17,20,21,20,15,19,15,8,7,3,4,2,3,1,7,13,14,0,16,24,14,23,8,9,12,11,12,13,12,12,12,11,6,11,11,12,10,8,6,4,3,3,2,0,0,0
2022-03-24 08:00:00,2,3,10,13,18,20,25,25,26,21,21,24,22,21,20,19,21,22,19,17,15,12,14,18,5,11,10,7,5,9,9,11,6,21,30,30,29,15,14,15,16,21,23,20,21,21,19,20,18,15,14,13,10,8,5,2,3,1,1,0,0
