Unnamed: 0,1_남한산성입구,2_송파구립마천청소년센터,3_송파보훈회관.금호어울림2차,4_마천동금호어울림1차아파트,5_남천초교마천동우방아파트앞,6_청암노인요양원,7_마천동사거리,8_거여역2번출구,9_거여역,10_송파배드민턴체육관,11_문정시영.세영청마루아파트,12_가락2동프라자아파트,13_극동아파트,14_가동초등학교,15_가락2동주민센터,16_홍이공원,17_석촌중학교후문,18_가락대림아파트,19_경찰병원.KT가락지사,20_경찰병원.서울동부고용노동지청,21_제일오피스텔,22_가락시장.가락몰,23_가락시장남문,24_수서역,25_쟁골마을,26_래미안포레아파트,27_방죽마을,28_세곡문화복지회관,29_대왕파출소,30_은곡마을.강남신동아파밀리에,31_대왕초등학교,32_세곡동사거리,33_세곡문화복지관,34_방죽마을,35_래미안포레아파트,36_쟁골마을,37_고속철도수서역,38_수서역5번.출구,39_수서역.로즈데일빌딩,40_문정2동주민센터.청소년수련관,41_훼미리근린공원,42_가락시장역,43_경찰병원.KT가락지사,44_샛별어린이공원입구,45_석촌중학교후문,46_홍이공원,47_가락2동주민센터,48_가주초등학교,49_가락2동극동아파트,50_가락2동프라자아파트,51_문정시영.세양청마루아파트,52_송파배드민턴체육관,53_거여역현대아파트,54_거여역3번출구.현대2차아파트,55_마천동사거리,56_청암노인요양원,57_마천시장마천동우방아파트앞,58_마천동금호어울림1차아파트,59_송파보훈회관.금호어울림2차,60_송파구립마천청소년센터,61_남한산성입구
2022-03-24 09:00:00,0,3,5,7,12,14,19,19,20,22,20,24,23,22,16,21,21,18,16,12,10,10,12,9,1,7,5,1,3,6,7,8,4,11,22,14,18,8,6,9,12,8,8,7,6,6,7,8,5,5,12,12,7,5,4,4,2,3,2,0,0
2022-03-24 10:00:00,1,2,2,3,8,11,12,11,12,11,9,10,11,12,9,10,13,10,9,7,6,7,8,4,2,0,5,0,4,2,0,0,1,3,7,4,5,3,6,7,3,7,8,7,6,4,3,6,5,5,6,5,6,4,2,0,3,0,5,4,0
2022-03-24 11:00:00,0,2,4,5,7,4,9,11,11,10,6,13,16,4,15,14,16,12,11,8,8,9,9,6,0,3,4,0,1,3,4,5,6,6,7,0,3,4,6,7,8,7,8,9,6,0,0,6,8,9,10,9,8,4,4,3,1,0,0,0,0
2022-03-24 12:00:00,0,1,3,5,6,3,9,9,9,8,9,6,11,10,6,11,12,6,8,9,10,6,7,8,7,6,5,0,0,7,0,4,3,7,6,1,7,6,8,7,9,13,11,12,11,9,8,6,4,10,12,10,9,9,8,7,7,5,4,2,0
2022-03-24 13:00:00,1,1,2,3,9,9,12,10,9,12,12,14,13,11,11,7,7,9,8,8,7,8,9,6,2,4,2,5,4,4,4,5,4,6,8,6,6,4,7,6,5,8,7,7,8,8,5,9,8,9,9,8,8,10,9,6,4,1,1,0,0
2022-03-24 14:00:00,1,4,5,3,7,5,9,8,8,5,8,10,4,9,7,8,7,7,5,6,5,6,6,5,0,5,4,1,1,3,4,3,0,8,10,4,5,6,8,7,9,13,14,14,9,9,9,10,8,10,9,10,7,6,2,5,6,5,3,0,1
2022-03-24 15:00:00,2,3,3,3,7,6,8,8,11,8,5,6,4,5,5,5,6,7,7,5,8,6,10,24,22,17,0,15,5,3,3,3,0,5,6,7,5,6,12,14,15,21,23,21,20,21,18,20,19,15,17,19,16,13,11,7,6,4,2,2,1
2022-03-24 16:00:00,1,2,4,6,8,7,10,9,12,10,9,11,12,4,7,11,10,9,8,6,6,7,7,9,4,5,6,1,5,3,4,7,0,8,11,4,13,10,17,16,17,18,18,19,17,17,16,18,14,21,23,21,20,18,11,9,6,4,3,0,0
2022-03-24 17:00:00,2,3,8,6,9,8,10,10,11,10,11,10,12,10,8,9,10,10,11,11,12,7,9,18,17,14,12,11,8,6,7,0,0,7,10,8,13,13,20,19,21,24,25,25,27,18,28,26,21,16,15,17,14,13,9,7,7,4,2,1,0
2022-03-24 18:00:00,2,4,5,8,9,8,10,10,15,5,14,14,18,12,7,7,17,14,13,14,14,14,10,14,15,9,8,7,7,7,7,6,6,9,14,14,15,18,28,28,30,34,35,30,29,27,26,25,24,22,26,25,25,25,20,17,11,6,4,1,0
2022-03-24 19:00:00,1,0,3,3,8,9,10,8,9,9,7,9,8,7,4,8,7,8,6,8,8,10,9,17,15,10,7,6,6,4,4,5,6,7,8,7,9,15,44,42,47,45,47,42,37,36,32,31,26,25,26,27,24,23,18,19,15,8,4,1,0
2022-03-24 20:00:00,1,1,3,5,6,6,10,10,11,10,11,5,13,7,12,9,11,8,9,9,11,7,7,8,0,6,3,0,5,1,2,0,4,3,3,2,5,6,8,9,14,17,14,15,14,13,13,11,12,14,9,13,11,12,11,8,4,3,1,0,0
2022-03-24 21:00:00,0,1,2,1,4,2,4,6,8,5,7,9,8,0,8,11,4,12,14,6,13,11,4,21,1,14,12,5,8,2,0,2,3,0,4,6,7,9,15,14,15,18,18,20,19,13,13,10,11,10,11,12,14,15,13,4,7,6,2,1,0
2022-03-24 22:00:00,0,1,4,1,5,0,6,6,9,0,11,12,14,5,6,3,14,7,13,12,9,8,4,21,20,12,9,0,8,2,3,2,0,0,4,3,5,7,10,10,12,15,15,14,13,21,19,19,17,12,15,16,13,11,12,11,7,3,2,1,0
2022-03-24 23:00:00,0,1,1,1,4,0,5,0,6,3,4,5,7,0,0,3,6,0,5,5,4,5,3,8,7,4,4,0,2,3,4,0,0,1,3,0,2,7,13,14,6,9,10,9,0,0,6,6,6,10,9,8,9,6,6,4,3,3,1,0,0
2022-03-25 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 04:00:00,1,2,5,10,16,19,20,6,21,21,0,24,0,23,0,25,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25 05:00:00,1,1,2,6,8,9,12,11,11,10,8,9,10,9,9,0,23,21,20,19,15,11,8,4,3,1,2,0,1,3,5,3,0,7,0,2,5,4,2,3,4,3,0,0,3,2,0,0,3,4,5,0,0,2,3,2,1,0,0,0,0
2022-03-25 06:00:00,1,3,5,7,10,11,13,15,15,12,12,16,15,15,14,15,17,17,14,13,16,9,7,4,3,2,0,1,1,3,2,4,2,4,7,0,3,3,4,4,5,6,5,3,4,1,2,0,3,2,5,4,2,0,1,1,1,2,0,0,0
2022-03-25 07:00:00,1,2,4,9,15,19,21,20,24,17,19,18,22,16,24,25,26,27,25,23,18,12,11,6,4,3,3,2,1,9,10,11,0,16,27,13,22,7,9,8,8,7,8,9,8,10,11,0,10,8,11,10,8,7,4,2,3,1,0,0,0
2022-03-25 08:00:00,3,3,7,14,21,21,30,34,35,29,31,31,29,26,24,22,28,25,24,23,17,17,16,18,6,15,12,10,6,9,10,7,0,15,36,37,30,19,13,12,15,19,17,19,20,22,0,21,21,16,17,16,14,11,8,5,2,2,1,0,0
2022-03-25 09:00:00,1,2,9,9,17,18,26,22,22,19,17,22,23,17,17,18,18,17,16,14,11,11,9,7,0,4,2,2,1,5,6,0,4,8,15,0,14,7,9,8,9,14,13,12,11,12,13,10,9,9,9,9,7,5,2,2,2,1,1,0,0
2022-03-25 10:00:00,1,3,7,10,11,10,9,8,14,13,14,16,11,15,16,14,14,13,10,9,6,9,8,6,3,3,0,1,1,4,4,0,0,6,6,0,5,5,10,11,14,10,9,8,10,9,6,8,10,8,7,6,5,7,5,4,6,3,4,0,0
2022-03-25 11:00:00,0,2,3,4,6,6,9,10,9,8,9,10,11,10,8,6,3,7,11,11,8,6,6,6,0,3,0,0,2,3,7,0,0,8,7,6,6,5,8,9,10,9,7,7,8,6,6,9,6,7,8,7,12,9,8,6,6,2,3,2,0
2022-03-25 12:00:00,1,2,3,5,6,7,9,7,6,6,4,7,5,4,4,5,6,6,7,6,5,7,6,6,1,3,2,0,1,4,1,3,2,1,5,0,7,8,12,8,8,11,11,9,12,11,6,9,9,10,8,9,10,11,10,8,5,3,3,1,0
2022-03-25 13:00:00,2,3,4,5,9,9,10,9,9,9,10,9,10,14,6,7,15,15,14,13,7,5,5,5,1,4,2,5,2,3,3,7,0,5,10,0,11,10,10,8,13,13,12,13,12,13,12,13,7,11,15,14,9,9,8,6,5,5,4,0,0
2022-03-25 14:00:00,2,2,6,7,8,9,13,13,12,7,9,11,9,10,11,12,12,14,8,12,11,10,8,15,12,10,9,5,4,2,3,0,5,4,5,0,6,7,13,11,11,14,17,17,18,17,11,12,14,13,14,14,12,11,9,7,6,4,3,2,0
2022-03-25 15:00:00,2,3,5,4,5,5,10,9,10,8,9,6,5,5,8,4,9,8,0,7,6,6,9,11,9,6,4,5,3,3,5,4,3,5,8,0,5,16,21,17,23,24,26,26,18,19,17,18,16,14,16,19,18,16,11,10,8,4,2,1,0
2022-03-25 16:00:00,2,3,3,6,8,11,12,12,12,11,13,14,14,13,11,12,13,9,10,9,11,13,9,11,7,9,5,3,2,6,8,10,0,7,8,0,10,8,11,13,15,18,19,18,19,27,24,25,24,20,18,20,15,14,11,8,6,3,2,1,0
2022-03-25 17:00:00,2,4,4,4,9,10,18,13,13,11,8,12,12,13,13,15,17,14,14,13,9,7,7,18,17,12,12,11,8,3,0,4,5,13,18,20,17,19,25,27,30,33,32,30,29,20,19,27,24,18,14,20,17,22,16,15,5,3,3,2,0
2022-03-25 18:00:00,3,6,9,8,12,15,17,17,20,19,17,19,26,24,9,25,27,23,24,23,15,12,9,26,24,9,9,8,5,8,9,11,13,14,15,9,16,13,18,20,23,24,29,25,25,30,34,24,30,28,24,26,19,20,14,13,10,6,3,1,0
2022-03-25 19:00:00,1,1,2,3,6,5,9,9,10,9,8,8,9,0,12,13,13,12,6,11,8,10,11,23,21,16,10,4,9,8,9,5,3,10,14,0,12,10,22,19,18,22,21,21,22,20,21,20,18,18,27,28,23,20,15,12,9,8,7,2,0
2022-03-25 20:00:00,1,1,2,2,4,3,6,9,6,8,6,7,9,10,9,10,8,9,9,11,12,10,6,6,6,5,5,0,2,1,3,4,0,2,4,4,6,7,11,12,13,16,17,18,18,16,16,15,11,10,10,11,10,11,9,9,6,2,1,0,0
2022-03-25 21:00:00,0,1,3,5,6,3,7,7,6,4,5,6,7,6,6,8,6,7,11,7,8,4,4,11,9,6,4,0,1,1,1,2,0,3,2,1,6,7,9,10,11,15,15,14,9,7,6,13,14,13,13,18,17,11,9,7,5,4,1,0,0
2022-03-25 22:00:00,0,1,1,1,2,0,4,4,5,4,6,7,8,7,3,8,0,6,0,4,5,7,2,5,5,2,0,1,3,3,0,2,0,2,3,3,6,7,14,11,13,18,18,16,17,18,16,7,16,14,16,15,14,17,16,12,4,2,1,1,0
2022-03-25 23:00:00,0,1,2,5,0,0,3,4,3,3,3,2,4,3,0,4,3,4,4,5,6,5,5,23,14,7,6,0,3,2,1,2,0,0,3,2,3,6,15,14,9,13,16,17,17,15,12,6,11,5,6,7,8,6,6,5,4,3,2,0,0
2022-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 04:00:00,1,2,4,6,8,8,9,10,11,0,0,10,0,0,9,9,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26 05:00:00,0,1,2,4,8,9,10,9,7,0,7,8,9,4,0,5,9,8,9,8,7,4,3,2,1,0,0,0,1,4,5,3,3,5,6,4,4,4,6,7,8,7,0,5,9,8,7,8,0,7,0,4,5,4,3,0,0,2,0,0,0
2022-03-26 06:00:00,1,1,2,2,6,4,7,6,6,4,11,12,6,3,0,13,5,6,5,4,12,7,8,2,0,1,0,1,0,2,0,2,2,3,5,1,4,6,5,7,8,7,6,4,5,3,1,0,2,1,3,0,2,3,2,0,1,2,1,0,0
2022-03-26 07:00:00,0,0,2,3,6,7,7,8,9,8,6,8,11,8,4,7,5,7,10,9,8,6,2,2,3,2,0,0,0,4,2,3,3,4,6,5,4,3,4,7,8,7,8,9,9,7,6,7,5,5,5,4,4,3,1,0,0,0,0,0,0
2022-03-26 08:00:00,0,2,3,2,7,8,9,8,10,8,10,9,9,7,8,8,9,8,5,6,6,7,6,5,4,2,2,0,1,6,8,8,8,9,10,0,9,3,5,6,6,11,5,4,12,11,0,5,6,8,12,7,8,7,4,2,6,0,1,0,0
2022-03-26 09:00:00,1,2,4,8,10,11,11,10,8,11,11,12,10,8,9,10,12,11,11,12,8,7,6,5,3,4,2,1,0,4,0,8,8,10,7,0,8,6,5,10,13,13,12,14,13,6,14,4,7,9,10,6,8,7,5,3,2,4,1,0,0
2022-03-26 10:00:00,1,4,3,5,7,8,9,7,10,9,8,11,11,12,13,10,13,12,11,9,8,6,6,4,2,3,4,2,0,3,0,0,0,6,7,0,7,1,3,7,9,12,16,20,21,21,23,24,23,21,22,13,11,8,9,2,6,4,2,3,0
2022-03-26 11:00:00,1,1,4,4,8,10,12,10,10,9,7,8,9,8,0,7,10,11,10,8,5,8,9,8,7,4,3,0,2,3,5,6,6,5,8,9,6,5,7,8,8,11,13,11,10,11,10,9,11,10,11,12,9,5,5,3,2,1,0,0,0
2022-03-26 12:00:00,0,1,3,4,7,8,11,8,13,13,11,12,11,10,9,10,12,12,9,10,8,5,7,4,4,5,4,0,1,5,0,4,4,6,7,7,6,8,6,12,14,15,16,8,10,9,15,14,10,9,8,10,10,8,3,2,2,0,0,1,0
2022-03-26 13:00:00,1,1,2,5,9,11,11,6,8,8,7,9,9,8,10,9,11,9,8,8,11,10,0,10,9,3,2,0,0,2,5,3,3,6,6,7,8,4,10,12,13,14,17,17,17,10,14,15,14,13,12,13,10,12,10,7,3,2,1,0,0
2022-03-26 14:00:00,1,2,4,4,8,7,11,10,10,8,9,11,12,3,9,11,2,10,5,9,8,6,7,6,0,4,2,0,1,4,4,7,7,8,7,6,7,8,10,13,13,12,14,11,13,7,14,14,10,11,10,8,9,11,5,4,7,1,5,1,0
2022-03-26 15:00:00,2,4,4,9,14,12,13,9,9,6,7,7,7,0,8,8,5,9,9,8,6,8,5,8,5,3,1,2,7,5,5,8,8,10,12,14,15,11,12,12,14,14,13,12,11,13,13,14,13,13,12,11,9,8,6,5,3,2,0,1,0
2022-03-26 16:00:00,0,1,2,4,8,7,9,9,12,5,10,9,11,10,0,8,8,7,0,4,5,6,7,8,0,7,4,0,5,4,0,6,6,3,7,0,8,6,12,9,12,13,13,12,10,10,10,10,12,11,12,9,14,10,5,5,4,3,2,0,0
2022-03-26 17:00:00,3,5,6,6,10,5,10,10,11,6,10,8,11,7,6,7,8,7,5,4,5,4,4,4,6,5,4,3,1,4,5,1,1,7,10,3,13,10,13,16,15,14,13,14,14,0,17,0,17,14,14,14,17,17,11,8,9,0,1,1,0
2022-03-26 18:00:00,2,3,4,9,13,4,18,14,12,9,8,11,12,11,8,12,12,7,6,6,7,7,9,9,10,7,3,0,3,3,2,4,4,7,10,4,9,20,21,23,26,23,25,24,18,22,23,17,15,23,22,17,18,20,19,7,6,3,2,1,0
2022-03-26 19:00:00,1,1,2,4,6,7,9,8,10,8,7,6,8,0,7,6,7,6,7,5,5,3,1,11,8,8,5,6,3,3,2,4,4,0,5,4,5,11,15,6,15,16,11,15,11,14,10,7,12,12,13,12,9,13,10,8,7,3,2,0,0
2022-03-26 20:00:00,0,2,0,3,4,3,8,8,7,6,4,6,5,5,4,6,5,4,3,5,5,1,0,8,7,2,0,0,1,1,1,0,0,1,1,2,3,5,7,8,7,10,12,11,7,8,6,4,10,10,6,7,5,7,5,3,3,1,1,0,0
2022-03-26 21:00:00,0,1,1,2,4,2,4,4,3,3,4,7,0,2,0,4,8,3,0,7,6,7,3,5,4,3,1,0,1,2,0,0,0,1,2,4,4,6,10,11,12,16,15,17,16,17,18,12,17,15,13,12,11,10,7,6,6,3,1,0,0
2022-03-26 22:00:00,0,2,0,0,2,10,10,9,11,12,13,12,14,2,0,3,3,5,2,3,4,2,0,5,0,4,2,0,1,2,1,2,2,0,2,1,4,6,9,8,9,13,13,11,11,8,7,10,8,8,9,6,7,10,12,12,8,6,5,1,0
2022-03-26 23:00:00,0,1,5,6,5,6,8,7,6,0,0,0,5,0,0,13,2,1,6,0,14,4,13,10,9,4,8,7,1,2,3,0,0,2,2,0,0,4,7,7,9,12,12,11,10,7,5,9,7,6,7,0,2,7,6,3,4,3,1,0,0
2022-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 04:00:00,0,2,0,2,4,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27 05:00:00,0,1,1,1,2,0,4,0,1,0,2,5,6,5,3,0,0,2,4,0,2,0,1,3,0,2,0,0,0,2,0,0,0,0,3,0,2,1,2,0,0,0,3,3,2,3,2,0,0,0,3,0,0,0,3,0,0,1,0,0,0
2022-03-27 06:00:00,0,0,1,0,3,3,5,4,3,3,3,0,0,4,0,0,6,3,0,0,5,4,0,3,2,0,1,0,1,1,0,0,0,2,3,2,0,2,2,3,3,3,2,0,0,3,0,2,3,3,0,2,3,2,0,1,0,0,0,0,0
2022-03-27 07:00:00,1,0,1,3,8,7,8,7,8,7,5,7,3,4,0,0,2,1,0,3,4,4,3,4,1,0,3,2,1,1,1,2,0,3,3,0,4,4,5,0,2,2,6,5,4,0,0,6,3,5,4,0,0,2,2,1,0,0,0,2,0
2022-03-27 08:00:00,1,1,3,5,6,6,12,9,10,9,5,11,10,8,9,5,9,10,0,9,9,9,8,7,5,4,5,4,1,5,0,2,0,4,4,3,3,4,3,0,4,5,5,6,6,3,2,4,6,6,7,5,2,3,0,1,2,0,0,1,0
2022-03-27 09:00:00,1,2,1,2,4,1,5,4,4,5,6,5,6,4,0,3,6,6,0,5,4,5,3,5,1,4,2,0,2,10,11,0,10,11,14,10,13,9,3,7,6,9,8,7,9,11,10,11,0,9,11,11,12,6,10,0,8,8,6,6,0
2022-03-27 10:00:00,3,3,3,4,6,7,8,9,10,7,8,12,11,12,5,11,10,9,7,9,7,7,1,9,7,3,1,0,0,6,4,7,0,3,11,12,7,9,13,10,10,10,5,14,13,12,2,13,12,10,3,9,13,11,8,10,7,6,5,9,0
2022-03-27 11:00:00,1,1,4,0,2,3,5,5,5,6,4,8,3,5,7,7,8,6,8,7,5,4,4,6,5,6,3,0,2,3,4,2,3,4,6,0,4,2,5,7,1,6,7,3,3,4,6,7,6,8,9,12,6,4,5,3,5,0,0,3,0
2022-03-27 12:00:00,3,1,1,6,8,0,16,13,15,10,11,11,12,4,10,9,10,9,0,7,6,8,10,7,0,0,2,1,0,4,0,5,0,6,9,0,6,6,9,9,0,8,7,5,13,14,14,13,11,13,14,13,10,8,6,6,6,3,1,0,0
2022-03-27 13:00:00,4,5,7,8,9,7,10,10,11,7,8,8,7,8,7,8,9,8,9,7,7,6,7,5,4,4,0,1,0,4,0,3,0,4,7,5,8,6,6,5,8,9,8,6,9,8,5,6,10,8,10,9,8,9,8,5,5,2,2,1,0
2022-03-27 14:00:00,3,5,7,8,14,13,14,14,15,15,13,10,12,11,0,10,8,8,6,7,6,3,7,7,6,5,7,1,6,4,5,5,0,2,8,5,6,5,7,8,8,8,9,6,9,7,9,7,7,8,10,9,11,6,8,4,8,6,2,5,0
2022-03-27 15:00:00,4,1,5,6,9,11,13,12,12,13,9,12,12,9,10,10,11,11,8,8,8,9,8,6,0,4,2,0,1,4,5,7,0,8,10,0,11,5,9,7,8,6,5,7,8,0,6,7,6,6,9,10,11,10,8,7,4,4,0,2,0
2022-03-27 16:00:00,1,0,2,3,6,0,12,13,16,12,9,10,9,10,9,9,11,12,7,11,11,12,11,8,0,9,8,0,5,3,0,5,0,6,8,8,7,8,9,7,7,11,10,4,5,7,9,7,8,9,9,12,10,8,8,7,5,4,2,0,0
2022-03-27 17:00:00,4,3,5,2,8,9,14,15,17,7,14,14,0,4,0,13,11,8,4,7,6,8,10,9,0,6,4,0,0,4,0,0,5,0,6,0,10,9,11,12,14,12,11,10,8,8,0,7,6,5,8,11,7,6,4,4,3,1,0,0,0
2022-03-27 18:00:00,2,3,4,4,7,6,11,11,13,12,11,7,8,11,7,9,6,10,10,9,4,8,6,7,4,5,4,0,0,2,3,1,0,3,4,0,6,5,9,7,10,15,18,16,17,12,18,16,15,8,9,8,9,12,8,5,7,2,1,0,0
2022-03-27 19:00:00,2,0,3,4,6,7,8,7,9,10,9,12,12,11,11,12,0,10,10,9,7,7,5,8,7,5,2,4,3,1,0,1,0,0,3,2,4,5,9,5,5,10,11,12,8,7,9,8,7,6,8,8,9,10,7,5,4,0,1,0,0
2022-03-27 20:00:00,1,0,3,4,4,0,11,12,14,15,15,16,17,12,16,15,13,14,10,9,8,6,4,10,0,9,8,3,2,2,1,1,0,3,3,0,8,9,15,15,16,23,21,20,18,8,7,6,14,9,9,10,11,11,9,5,5,3,1,0,0
2022-03-27 21:00:00,0,1,3,4,4,3,9,4,5,6,3,7,5,6,0,8,9,8,0,9,5,5,4,7,0,5,5,0,4,1,2,0,0,1,4,5,7,4,17,18,19,20,17,17,16,11,14,0,11,9,8,8,9,7,5,4,4,3,0,0,0
2022-03-27 22:00:00,0,1,2,2,5,6,8,13,0,0,12,11,3,10,11,4,0,0,5,10,7,2,0,6,3,4,2,0,0,0,1,0,0,0,4,0,7,6,9,8,9,10,11,10,9,8,9,0,3,8,10,11,10,8,10,4,4,2,0,0,0
2022-03-27 23:00:00,0,0,1,1,3,0,4,5,7,0,8,9,4,0,7,8,3,7,0,1,6,5,4,9,0,4,1,0,3,4,0,2,0,4,4,0,5,6,8,5,7,6,9,3,8,0,0,7,5,4,6,4,3,7,4,3,2,2,1,0,0
2022-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 04:00:00,1,2,4,8,12,15,17,18,19,20,0,22,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28 05:00:00,0,1,2,5,10,12,12,11,13,12,13,9,10,10,9,10,15,24,22,21,19,13,10,3,3,0,1,0,1,2,4,5,0,6,7,6,5,4,6,7,6,0,5,4,7,6,5,0,0,4,5,0,0,4,2,0,0,0,1,0,0
2022-03-28 06:00:00,1,2,3,6,10,10,12,13,14,12,12,15,15,14,13,12,15,15,14,12,9,7,7,5,0,3,0,0,0,5,0,0,0,6,8,5,7,4,5,4,2,4,3,3,3,0,1,0,2,3,2,2,2,2,1,0,0,1,0,0,0
2022-03-28 07:00:00,1,3,6,10,18,21,27,26,28,23,24,20,23,22,21,23,25,23,18,20,18,14,12,10,12,10,11,8,5,7,12,14,0,22,27,0,21,7,8,9,10,10,11,12,10,11,10,6,0,10,11,9,8,7,3,1,2,1,0,0,0
2022-03-28 08:00:00,3,5,10,13,24,22,37,33,31,24,26,30,23,30,29,28,28,25,23,20,12,12,11,17,11,12,10,8,7,12,15,18,10,24,36,36,33,17,14,14,18,19,19,18,17,19,19,17,19,19,19,17,13,11,10,7,6,5,2,1,0
2022-03-28 09:00:00,1,5,9,10,19,22,29,26,25,20,21,25,24,24,23,24,24,21,19,14,11,9,8,5,3,4,2,0,0,3,3,4,4,6,11,0,8,5,7,7,8,12,11,10,9,4,5,10,8,9,8,6,7,7,6,5,4,1,0,0,0
2022-03-28 10:00:00,1,2,3,5,10,4,15,13,16,17,15,15,12,13,12,12,12,9,5,9,9,6,6,5,3,3,3,2,1,4,4,3,5,6,9,0,9,8,9,9,11,8,9,3,11,5,2,13,9,5,7,4,9,9,5,4,4,2,0,1,0
