Unnamed: 0,1_우신운수종점(기점가상),2_남태령역,3_사당역,4_이수역,5_총신대입구역.남성시장입구앞,6_경문고등학교,7_정금마을,8_이수교,9_구반포역.세화고등학교,10_신반포역.세화여중고,11_고속터미널,12_반포역,13_논현사거리.논현역4번출구,14_신사역3번출구,15_신사역1번출구,16_신사동고개,17_언북중학교입구,18_제일은행.호림아트센터앞,19_영동119안전센터,20_차병원차움,21_프리마호텔,22_영동대교북단,23_노룬산시장,24_건대입구역6번출구,25_건대입구(가상),26_건대입구역사거리.건대병원,27_어린이대공원역.화양천주교회,28_어린이대공원앞,29_능동사거리.군자역,30_중곡2동주민센터앞,31_중곡동성당앞,32_종합의료복합단지,33_중곡역.국립정신건강센터,34_용곡삼거리,35_용마산빌라,36_면곡시장앞,37_중곡3동주민센터앞,38_중곡역입구,39_중마초등학교.중곡제일골목시장앞,40_용마사거리,41_중곡2동주민센터앞,42_능동사거리.군자역,43_능동교회앞,44_어린이대공원앞.세종대학교,45_어린이대공원역.화양천주교회,46_서울화양초등학교,47_건대입구역사거리.건대병원,48_건대입구역1번출구,49_서울효사랑병원,50_경수중학교,51_영동대교북단,52_프리마호텔,53_농협앞,54_씨네시티앞,55_도산공원사거리,56_신사동교회,57_신사동고개,58_신사역8번출구.가로수길,59_신사역4번출구,60_논현사거리.논현역5번출구,61_반포역,62_고속터미널,63_신반포역.세화여중고,64_구반포역.세화고등학교,65_갯마을앞,66_정금마을.방배경찰서,67_경문고교.배나무골앞,68_총신대입구역.남성시장입구앞,69_사당동우체국앞,70_방배노인종합복지관,71_사당역,72_사당자동차학원,73_남태령역,74_우신운수종점(종점가상)
2022-03-05 04:00:00,0,1,10,11,13,15,0,16,7,10,13,12,10,15,15,4,9,8,7,6,7,6,7,6,4,7,8,7,4,4,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,1,5,8,10,9,11,12,11,10,11,11,10,11,10,14,13,11,9,8,8,9,10,8,5,3,4,2,4,4,3,1,2,2,6,3,7,8,7,13,17,20,23,0,24,22,18,19,21,21,24,22,20,19,20,19,4,17,16,14,14,4,4,3,2,2,0,1,0,0,0,0,0,0
2022-03-05 06:00:00,1,1,3,9,14,13,14,13,13,12,9,10,9,8,14,12,10,9,6,5,6,4,6,4,0,5,3,2,2,2,0,1,2,2,2,4,5,6,8,8,10,10,11,6,8,10,12,14,11,13,19,21,18,12,9,6,5,4,5,6,5,4,3,2,4,3,2,3,3,1,2,0,1,0
2022-03-05 07:00:00,3,3,7,8,7,8,9,10,8,9,10,12,13,14,16,16,14,10,10,7,4,4,3,3,1,3,2,2,4,3,3,2,2,3,4,4,6,8,5,11,12,10,9,8,11,8,12,16,6,17,15,11,8,6,4,7,6,4,4,5,3,4,6,0,4,3,2,3,3,2,1,0,0,0
2022-03-05 08:00:00,1,7,10,14,15,11,14,16,16,15,15,13,14,18,23,19,14,13,9,4,7,9,7,5,4,6,6,4,4,3,1,3,4,3,2,4,8,9,12,18,25,27,27,8,29,30,32,42,44,46,47,33,21,15,13,14,13,9,5,5,6,6,6,5,6,7,5,7,9,6,5,3,0,0
2022-03-05 09:00:00,3,8,17,16,20,24,25,29,27,23,26,25,27,28,36,31,29,20,18,9,5,5,6,6,5,9,10,10,5,7,6,6,5,6,5,5,8,7,10,14,17,17,19,14,20,21,19,36,38,40,46,40,28,16,13,16,14,6,7,9,8,9,10,7,6,7,7,6,7,4,3,2,0,0
2022-03-05 10:00:00,6,10,17,16,22,21,27,27,18,22,21,22,22,17,29,27,23,18,13,10,8,7,12,11,9,10,9,7,7,4,2,2,3,4,3,6,9,8,10,13,17,17,18,19,19,24,21,24,23,25,30,21,19,14,14,14,15,11,10,9,9,7,9,10,12,11,5,9,4,2,5,4,0,0
2022-03-05 11:00:00,8,13,25,23,28,29,30,33,29,28,28,25,24,26,35,37,32,32,22,16,14,14,12,9,7,11,14,10,10,6,4,3,2,7,8,8,8,10,11,11,16,19,20,19,19,21,18,22,21,22,19,18,15,15,19,22,17,17,18,18,12,11,9,9,10,9,7,6,7,8,4,2,1,0
2022-03-05 12:00:00,3,7,16,17,27,30,34,38,36,33,23,22,21,21,28,28,26,22,19,15,13,12,13,13,14,13,12,11,9,5,4,4,3,6,9,9,10,11,16,18,26,26,29,17,27,27,20,22,23,26,27,24,19,22,24,23,21,15,16,18,19,21,21,20,17,19,18,13,12,10,6,2,0,0
2022-03-05 13:00:00,2,4,7,15,20,21,23,26,22,19,22,19,21,22,27,24,23,24,19,13,20,10,9,10,8,10,11,11,9,8,6,6,10,10,7,10,13,16,10,21,22,23,22,15,21,21,21,33,30,32,37,34,33,36,41,39,29,25,26,28,29,16,16,15,14,18,17,16,16,10,2,1,0,0
2022-03-05 14:00:00,2,4,10,14,24,22,21,24,24,22,19,18,18,20,32,29,33,32,31,31,25,23,19,14,13,17,15,15,10,12,7,5,4,5,5,6,10,10,12,15,17,17,17,21,20,17,17,29,26,23,30,33,31,40,40,35,30,23,24,23,22,18,19,21,16,14,13,16,14,8,3,2,0,0
2022-03-05 15:00:00,14,5,15,14,17,19,20,25,25,24,18,16,16,17,22,29,33,33,35,36,34,28,27,22,13,28,23,21,21,16,14,12,8,10,3,10,11,13,16,11,18,19,21,19,19,20,16,19,19,20,22,25,25,20,27,31,24,21,20,21,25,21,19,24,22,21,19,14,13,10,2,1,0,0
2022-03-05 16:00:00,2,3,12,15,18,17,15,19,18,18,18,17,17,18,26,27,29,28,32,38,39,36,27,23,22,24,22,23,18,14,13,3,11,7,7,8,8,11,12,14,18,28,30,32,34,29,15,20,20,20,17,19,19,23,27,27,27,30,32,30,23,26,31,31,22,21,19,14,10,8,4,2,0,0
2022-03-05 17:00:00,2,3,12,14,12,11,15,16,16,16,20,23,23,23,25,26,27,31,28,34,34,35,31,25,23,21,22,23,16,12,9,8,6,8,4,4,9,10,8,15,23,23,22,22,24,21,18,26,28,31,34,39,43,41,47,44,36,22,22,23,22,20,28,30,28,25,23,17,17,14,3,2,0,0
2022-03-05 18:00:00,0,1,5,6,8,7,7,12,11,13,14,12,11,12,22,21,23,27,27,30,51,33,27,18,17,25,21,22,16,12,7,8,7,6,6,8,11,12,16,23,24,23,25,26,27,23,19,20,21,16,20,35,36,43,55,54,44,35,37,31,26,16,16,16,17,18,15,10,10,5,3,0,1,0
2022-03-05 19:00:00,0,1,7,8,9,8,7,10,7,6,7,5,7,10,10,13,16,18,23,29,31,27,25,26,25,29,30,27,16,12,9,7,6,6,5,5,4,4,5,5,7,15,15,9,16,15,12,15,15,14,14,19,30,42,45,48,41,37,35,33,26,28,31,30,23,21,18,13,11,8,4,3,1,0
2022-03-05 20:00:00,1,0,7,6,11,9,9,10,9,6,7,8,9,9,15,19,21,22,29,31,28,22,24,20,14,26,22,16,17,14,11,9,8,6,4,2,1,2,4,6,6,6,6,6,9,10,8,14,13,14,14,11,18,32,35,22,34,24,22,21,24,28,28,30,22,19,17,15,13,9,2,1,0,0
2022-03-05 21:00:00,1,1,4,6,6,1,6,8,7,7,4,5,6,11,23,24,23,23,26,30,32,28,21,20,19,24,20,18,17,11,9,8,8,6,3,1,2,2,2,3,5,5,1,6,7,1,5,9,9,8,9,13,18,22,30,29,27,37,36,30,22,20,21,20,16,11,11,13,12,7,3,3,0,0
2022-03-05 22:00:00,0,2,5,4,5,6,3,6,2,7,7,4,5,12,16,14,19,22,22,29,34,25,23,21,11,28,30,27,26,19,15,5,10,8,4,3,4,4,5,5,5,8,9,2,8,7,6,14,13,14,11,16,19,26,27,32,34,35,33,29,26,26,24,21,19,18,18,11,9,7,3,1,0,0
2022-03-05 23:00:00,0,0,2,3,2,3,0,5,0,5,5,0,4,9,15,17,21,22,38,40,42,32,17,28,15,30,29,29,21,12,10,7,8,8,5,4,5,4,2,5,6,4,6,5,6,5,8,12,8,10,6,14,16,24,22,20,22,21,22,17,14,18,15,10,11,11,8,8,6,4,3,2,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,1,2,2,3,3,4,5,3,2,4,2,4,5,4,6,5,4,5,5,6,5,0,4,3,4,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,1,0,2,5,7,8,6,4,3,3,8,6,3,5,5,5,6,6,7,7,6,5,4,5,3,2,4,3,2,1,2,0,1,0,2,3,4,4,3,5,8,10,12,11,10,8,8,7,7,6,7,8,0,4,5,6,5,4,5,6,3,4,4,3,0,0,4,4,4,0,0,0,0,0
2022-03-06 06:00:00,1,1,3,2,5,7,4,0,5,3,5,6,6,6,12,10,9,5,5,6,6,7,6,4,2,3,0,2,1,2,0,0,1,2,2,1,4,2,5,4,7,10,9,3,11,7,10,11,9,13,12,10,7,5,5,4,3,4,3,2,2,3,2,4,2,2,2,2,2,2,1,0,0,0
2022-03-06 07:00:00,0,3,7,6,8,4,9,8,6,0,5,4,6,5,7,5,8,7,4,5,4,5,4,2,1,2,0,1,0,2,2,3,2,1,3,4,6,4,7,6,5,5,7,0,8,7,9,11,8,10,11,10,5,5,4,3,2,1,3,2,3,4,3,3,2,2,0,1,1,1,1,0,0,0
2022-03-06 08:00:00,2,3,5,6,7,11,8,14,14,10,7,5,7,7,8,6,6,8,6,3,3,3,4,4,1,4,3,2,2,2,2,1,2,2,2,4,4,6,7,5,8,11,12,4,13,12,11,20,18,19,23,21,17,12,8,6,5,3,4,4,5,4,4,0,0,5,3,2,4,4,2,1,0,0
2022-03-06 09:00:00,3,7,14,16,18,20,19,21,12,10,10,11,11,16,26,23,21,17,11,11,7,8,9,6,1,5,4,3,3,1,2,1,2,2,4,4,8,9,10,11,12,14,17,19,16,17,17,26,30,32,33,25,18,11,9,9,9,6,8,8,6,4,5,4,4,6,4,4,4,3,1,0,0,0
2022-03-06 10:00:00,1,6,16,16,21,23,24,27,22,17,9,10,12,16,17,15,14,12,13,13,11,9,9,6,5,4,4,3,4,4,5,4,3,3,3,6,6,1,9,6,8,12,13,12,15,14,13,20,20,25,28,20,15,15,11,12,7,6,5,8,8,10,17,15,13,11,9,9,6,6,3,0,0,0
2022-03-06 11:00:00,1,5,13,14,16,17,15,20,18,19,17,18,17,17,18,16,18,16,11,6,8,8,9,10,7,7,7,6,9,8,5,7,5,5,4,4,7,8,8,12,14,16,14,13,17,14,13,13,13,12,17,17,19,13,14,13,11,9,9,10,10,4,6,4,8,11,6,6,5,5,2,0,0,0
2022-03-06 12:00:00,5,5,8,9,14,13,15,18,16,19,15,14,16,17,22,21,21,18,14,18,17,16,13,10,9,16,12,9,7,6,7,0,6,5,3,5,9,9,11,13,13,12,14,13,14,15,11,15,16,16,19,17,17,16,16,15,17,12,14,15,7,11,12,7,10,11,11,7,5,6,3,0,0,0
2022-03-06 13:00:00,6,4,5,6,12,16,20,16,18,16,12,13,12,15,20,20,20,19,15,13,12,14,14,15,13,13,13,10,7,6,4,4,5,8,10,17,18,18,18,20,22,22,20,19,18,17,17,26,19,20,25,24,19,19,19,20,17,13,15,13,12,10,11,12,13,10,10,9,10,6,2,0,0,0
2022-03-06 14:00:00,2,4,8,9,19,0,20,20,18,17,11,11,12,15,18,16,17,17,15,15,15,15,14,10,9,15,10,14,15,13,12,11,7,6,6,7,9,9,11,13,14,14,17,17,18,12,11,12,25,24,30,25,19,16,23,25,25,22,18,19,12,9,13,13,13,14,16,11,10,6,2,1,0,0
2022-03-06 15:00:00,4,3,5,6,9,7,13,12,7,13,14,13,12,11,19,20,21,21,18,19,23,19,18,16,14,20,18,15,11,9,12,8,5,6,6,6,6,4,6,17,16,21,23,16,21,22,11,12,16,12,18,16,16,26,12,23,22,18,16,16,17,18,19,21,17,16,14,12,9,7,5,2,0,0
2022-03-06 16:00:00,2,4,14,15,13,12,13,12,15,12,14,11,17,20,23,24,25,24,22,21,22,21,21,17,12,20,14,12,10,9,8,7,6,6,7,6,7,10,11,14,16,20,21,22,20,19,14,16,15,16,22,19,23,25,29,31,30,26,28,25,24,20,22,21,16,19,14,14,8,5,2,0,0,0
2022-03-06 17:00:00,0,3,11,13,12,11,13,14,11,12,18,18,17,17,19,24,16,22,20,21,35,34,19,14,16,17,16,13,11,8,7,5,4,7,5,7,8,9,8,12,16,18,19,18,20,20,13,18,21,22,21,22,23,26,28,25,24,20,19,17,22,23,25,24,25,23,19,18,13,8,4,2,0,0
2022-03-06 18:00:00,1,1,6,6,8,10,10,10,10,12,16,14,11,14,17,21,19,20,28,29,45,31,31,16,15,25,20,16,13,10,9,6,6,5,5,5,4,5,6,4,6,6,12,10,14,12,8,11,13,12,11,24,26,31,32,31,26,24,22,18,17,18,22,22,15,20,14,12,10,7,2,0,0,0
2022-03-06 19:00:00,2,1,5,6,8,9,5,9,9,6,9,6,9,10,15,13,11,19,22,26,19,23,20,17,12,17,15,13,13,10,9,8,7,5,5,2,3,1,0,3,6,9,10,11,13,12,7,10,11,9,11,11,14,23,25,22,23,24,24,24,19,19,20,16,16,14,15,8,9,7,5,0,0,0
2022-03-06 20:00:00,0,2,4,3,4,2,8,7,7,7,8,10,9,11,12,14,13,17,27,26,23,19,17,14,13,18,15,13,14,10,9,7,7,6,5,2,3,4,4,6,4,7,6,8,9,4,9,15,13,12,12,11,14,18,19,18,17,17,20,20,16,24,13,14,13,13,12,12,13,6,5,2,0,0
2022-03-06 21:00:00,2,1,6,6,7,5,0,6,4,3,7,8,6,8,14,15,19,19,23,24,27,21,23,21,16,23,19,18,17,15,12,10,12,7,3,2,3,0,4,3,5,6,7,8,9,5,8,10,9,9,10,10,12,16,18,20,19,22,23,14,11,13,22,22,15,11,6,10,9,6,4,1,0,0
2022-03-06 22:00:00,0,1,4,6,5,4,4,4,5,0,6,6,6,7,9,12,13,14,16,26,29,26,22,22,19,25,20,19,16,14,9,4,8,7,4,3,3,2,3,2,3,6,7,2,6,4,8,11,12,10,11,11,11,16,18,21,21,29,31,26,24,17,16,16,13,14,12,8,3,4,3,0,0,0
2022-03-06 23:00:00,0,0,1,0,4,2,0,0,3,2,1,0,2,5,8,9,0,0,14,13,18,18,16,13,12,24,23,19,16,11,8,5,7,4,3,4,3,2,3,6,5,5,6,3,5,4,3,11,10,10,6,9,11,14,10,11,12,11,11,8,7,9,9,8,9,10,9,7,5,2,2,1,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,1,16,19,23,21,20,22,20,20,19,16,14,11,9,9,8,7,6,5,4,4,4,2,5,0,2,4,3,4,7,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,1,2,7,13,16,16,14,16,15,14,15,18,14,16,15,12,10,8,7,6,6,7,8,7,5,4,5,5,4,4,3,5,2,11,13,17,20,23,24,28,33,38,38,0,37,36,33,35,32,32,35,32,28,22,21,23,22,19,15,15,12,10,9,10,8,7,8,7,6,5,0,0,0,0
2022-03-07 06:00:00,5,5,12,10,11,10,9,8,9,10,11,13,12,10,12,11,10,9,10,7,6,3,5,2,2,6,0,7,4,3,3,2,1,2,3,6,8,9,11,14,12,16,18,16,16,17,17,17,16,18,20,18,16,11,11,9,5,5,5,5,6,7,4,3,4,5,4,5,4,4,2,1,1,0
2022-03-07 07:00:00,12,22,27,26,35,31,32,35,32,28,28,25,23,25,24,22,18,15,14,13,13,10,10,7,4,5,7,7,5,6,4,4,2,4,6,12,17,19,21,28,33,26,23,22,23,24,22,26,26,27,31,28,23,21,17,15,13,10,7,10,14,24,15,8,9,16,14,7,6,5,3,0,0,0
2022-03-07 08:00:00,11,24,38,48,47,49,55,46,41,40,46,45,47,54,56,51,38,27,22,10,8,11,15,11,7,10,11,9,7,5,8,6,3,3,6,12,16,22,27,26,26,27,27,27,31,30,28,54,52,53,62,59,50,34,27,24,20,11,9,11,12,16,17,17,11,14,11,11,12,12,10,7,0,0
2022-03-07 09:00:00,9,13,30,32,30,34,35,33,31,31,37,36,43,47,54,46,34,27,17,9,8,10,10,6,5,9,8,7,6,4,5,4,3,3,7,10,11,14,17,16,22,22,23,16,25,26,27,41,41,44,45,39,29,21,16,15,10,7,7,9,7,7,6,5,3,4,4,5,4,5,2,1,0,0
2022-03-07 10:00:00,3,3,9,10,13,14,10,15,14,16,23,14,23,23,26,21,19,15,14,9,8,10,11,7,5,9,6,6,5,6,5,3,4,6,3,7,8,7,8,10,15,16,16,15,13,13,13,19,23,28,37,33,27,21,21,18,11,6,7,9,6,5,7,7,6,8,7,5,2,2,1,0,0,0
2022-03-07 11:00:00,2,4,13,16,15,16,17,17,18,17,17,16,14,14,19,16,13,10,10,12,10,8,8,5,4,7,7,5,5,4,6,5,5,4,4,5,5,3,5,6,8,10,11,10,12,13,13,18,19,22,22,23,17,17,15,16,13,11,9,8,7,9,11,11,10,10,12,7,6,3,3,0,0,0
2022-03-07 12:00:00,3,4,9,11,11,12,13,12,12,8,15,14,11,14,17,16,16,16,16,11,11,10,6,6,5,8,6,6,7,6,5,2,4,2,2,3,7,8,7,10,11,13,12,9,13,14,10,16,18,18,15,15,16,15,14,14,14,11,14,13,11,8,8,9,9,9,8,8,5,7,1,0,0,0
2022-03-07 13:00:00,9,10,9,9,11,13,15,17,18,17,13,14,11,12,13,15,15,17,17,18,14,13,15,13,7,11,7,9,7,5,4,3,4,4,5,5,5,6,10,13,11,14,16,16,16,14,12,15,14,14,16,17,16,18,18,17,17,14,12,12,15,16,18,23,19,18,13,11,9,7,2,1,0,0
2022-03-07 14:00:00,4,12,12,11,9,10,10,11,14,13,12,12,10,14,19,19,24,24,23,19,18,16,15,17,13,14,12,12,9,10,9,4,7,8,6,7,8,7,8,12,14,13,14,15,13,12,12,21,24,23,28,26,26,27,28,29,31,25,26,28,25,18,16,18,10,19,18,15,10,8,4,3,0,0
2022-03-07 15:00:00,2,4,9,7,10,13,15,18,16,13,9,6,8,9,19,18,18,27,32,39,36,31,29,29,23,24,26,23,21,16,13,12,8,6,6,6,7,8,11,11,13,15,17,19,19,19,17,18,17,14,16,18,19,23,21,23,19,19,18,17,13,14,21,20,16,14,13,11,11,9,4,2,0,0
2022-03-07 16:00:00,1,11,14,14,13,25,26,27,27,31,19,13,13,18,28,27,32,33,30,32,25,22,22,19,12,14,14,15,15,9,7,7,9,6,7,5,6,8,10,11,12,13,13,15,13,11,9,16,17,15,20,24,24,24,26,27,25,26,24,22,20,16,17,21,17,16,13,12,9,8,4,3,0,0
2022-03-07 17:00:00,1,5,14,10,12,13,13,18,16,16,13,12,13,17,19,19,22,25,29,34,35,27,24,21,20,22,23,23,21,17,12,11,11,12,8,6,6,5,10,11,12,9,11,11,10,9,11,13,14,17,16,20,24,34,39,44,43,31,30,28,21,25,28,26,30,28,24,20,19,18,6,4,1,0
2022-03-07 18:00:00,2,4,14,12,18,17,16,22,19,22,16,14,15,17,22,22,25,31,34,38,41,40,41,39,36,43,39,33,34,23,12,7,14,10,4,8,7,9,13,15,17,15,11,14,12,11,10,15,16,21,24,25,31,30,37,44,47,36,36,36,28,31,29,31,31,31,29,21,20,16,5,2,4,0
2022-03-07 19:00:00,1,2,6,6,8,5,6,9,12,12,12,12,12,14,27,34,40,47,57,62,57,45,43,35,22,38,35,28,32,21,14,12,14,12,8,5,8,6,5,7,9,10,11,11,10,7,9,12,12,13,12,17,25,33,41,48,48,43,40,35,33,35,40,33,25,25,22,21,17,14,8,7,2,0
2022-03-07 20:00:00,1,2,8,8,7,6,4,8,6,6,5,11,7,13,17,19,22,27,33,32,37,33,28,23,21,24,21,17,13,11,8,5,9,7,4,2,4,2,3,5,6,9,7,10,9,9,8,10,12,14,15,12,14,22,29,30,36,36,36,34,27,27,24,23,21,20,19,15,14,10,3,2,0,0
2022-03-07 21:00:00,1,0,5,4,9,6,12,11,6,10,9,7,9,13,18,19,19,26,26,29,30,26,20,19,23,22,20,19,15,14,11,9,14,15,8,5,3,3,3,6,3,6,6,7,5,5,4,8,8,8,9,12,14,15,19,21,22,28,28,25,25,24,21,21,23,20,16,15,14,9,2,3,0,0
2022-03-07 22:00:00,0,1,4,5,7,12,15,15,12,13,9,7,8,11,16,18,21,22,25,29,30,25,21,20,19,26,22,20,14,11,9,7,9,7,4,4,3,2,1,6,7,7,4,8,5,4,6,9,9,10,12,15,18,19,18,25,27,22,22,21,18,26,28,29,25,20,15,14,12,8,4,2,0,0
2022-03-07 23:00:00,0,0,0,0,3,0,2,0,2,4,8,4,7,8,14,16,18,19,21,20,25,19,17,13,11,15,13,11,10,8,7,5,8,5,4,3,3,2,1,2,1,4,0,0,3,5,6,7,6,6,7,8,10,17,18,17,16,17,20,13,20,18,5,17,15,11,11,8,7,7,3,1,0,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 04:00:00,1,1,14,19,21,22,19,19,18,16,21,17,16,14,14,10,10,10,9,9,0,8,0,7,0,7,4,3,4,5,7,0,8,8,5,10,12,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 05:00:00,1,3,6,10,16,20,13,12,22,21,19,20,18,19,16,15,12,8,8,9,6,10,10,8,4,3,4,4,5,4,3,4,3,5,5,8,11,14,17,18,24,26,21,27,30,26,28,30,29,28,28,24,23,19,16,16,14,11,10,11,9,8,5,0,2,2,5,4,0,0,0,0,0,0
2022-03-08 06:00:00,0,7,14,18,18,19,21,25,21,17,14,11,9,8,12,9,8,9,9,6,5,6,6,5,4,4,3,2,2,2,2,1,2,3,5,7,13,15,17,19,13,17,20,8,20,12,19,19,19,20,20,18,16,11,9,10,8,7,9,7,6,6,7,2,1,7,6,4,3,3,2,0,0,0
2022-03-08 07:00:00,20,20,31,32,32,34,38,37,32,31,31,30,22,26,34,34,28,18,19,13,9,10,13,9,6,5,3,5,6,4,4,3,2,4,8,10,15,14,17,21,23,24,25,12,17,19,19,26,26,24,25,22,18,15,13,12,11,8,8,9,15,13,12,9,8,8,6,9,10,9,7,4,0,0
2022-03-08 08:00:00,8,21,35,36,46,51,55,57,48,43,43,42,41,46,66,62,56,40,35,15,10,10,13,9,7,8,9,7,7,6,7,3,4,5,8,16,22,24,28,31,39,42,36,33,35,34,31,36,42,47,55,51,36,25,21,17,14,12,13,11,10,14,15,18,11,12,12,13,9,6,5,4,0,0
2022-03-08 09:00:00,5,12,20,21,20,24,29,30,30,36,35,36,43,38,60,48,35,38,23,14,10,11,12,7,7,6,5,6,6,6,6,5,3,3,7,9,11,12,16,17,24,22,24,23,27,30,32,49,53,54,58,52,39,26,23,17,12,7,5,6,7,6,7,8,5,6,5,5,3,4,3,1,0,0
2022-03-08 10:00:00,4,3,10,15,19,20,23,24,24,19,19,20,21,24,27,23,19,18,11,9,8,6,6,6,5,10,11,7,4,3,1,2,3,3,5,8,8,9,15,18,13,14,15,14,16,15,12,17,22,23,28,24,20,17,15,14,12,9,8,11,11,9,7,10,10,9,6,5,2,1,0,0,0,0
2022-03-08 11:00:00,2,5,11,11,14,15,16,17,19,19,14,15,14,16,20,17,17,17,22,14,15,9,9,8,4,11,10,13,14,12,5,2,4,3,3,5,6,7,6,9,13,12,9,7,13,12,12,16,14,15,16,18,16,16,13,13,14,11,10,14,14,9,7,8,7,5,7,8,8,6,5,2,0,0
2022-03-08 12:00:00,2,3,13,15,14,13,15,17,17,16,13,14,14,20,21,24,23,22,20,14,14,14,14,10,8,9,9,9,9,9,7,6,5,6,4,5,8,10,14,13,13,15,17,16,12,13,13,16,18,17,19,20,18,14,13,12,17,16,15,13,12,10,9,11,10,10,9,9,8,6,3,2,0,0
