Unnamed: 0,1_덕은동종점,2_덕은동입구,3_대덕동주민센터,4_월드컵파크9.10.11.12단지,5_DMC첨단산업센터,6_수색교,7_수색역앞,8_디지털미디어시티역,9_북가좌동삼거리,10_DMC래미안e.편한세상요진아파트,11_모래내시장.가좌역,12_사천교,13_연희104고지앞.구성산회관,14_서대문우체국,15_연세대앞,16_세브란스병원앞,17_이대후문,18_영천시장,19_서대문역,20_경찰청.동북아역사재단,21_서울역버스환승센터,22_갈월동,23_숙대입구역,24_삼각지역,25_KT용산지사,26_신용산역,27_한강대교북단.LG유플러스,28_노들섬,29_상도터널노량진동,30_상도터널상도동,31_상도시장,32_상도동중앙하이츠빌.상도전통시장,33_숭실대입구역,34_봉현초등학교,35_성현동동아아파트,36_봉원중학교.행운동우성아파트,37_봉천사거리.위버폴리스,38_관악구청,39_관악경찰서.관악소방서,40_서울여상.서울문영여중고앞,41_서울대학교치과병원.동물병원,42_서울대학교,43_서울대학교치과병원.동물병원,44_서울여상.서울문영여중고앞,45_관악구청,46_봉천사거리.봉천중앙시장,47_봉원중학교.행운동우성아파트,48_관악푸르지오아파트,49_봉천고개.관악현대아파트,50_숭실대입구역,51_상도동중앙하이츠빌.상도전통시장,52_상도시장,53_상도터널상도동,54_상도터널노량진동,55_노들섬,56_한강대교북단.LG유플러스,57_신용산역,58_KT용산지사,59_삼각지역,60_숙대입구역,61_갈월동,62_경찰청.동북아역사재단,63_서대문.서울시교육청,64_독립문(가상),65_독립문공원.극동아파트,66_이대후문,67_세브란스병원앞,68_연세대앞,69_서대문우체국,70_연희104고지앞.구성산회관,71_사천교,72_모래내시장.가좌역,73_DMC래미안e.편한세상요진아파트,74_북가좌동삼거리,75_디지털미디어시티역,76_수색역앞,77_수색교,78_DMC첨단산업센터,79_월드컵파크9.10.11.12단지,80_대덕동주민센터,81_덕은동입구,82_덕은동종점
2022-03-13 23:00:00,0,0,0,0,0,0,0,0,3,4,1,5,5,4,7,9,9,6,6,7,8,8,8,12,8,15,16,9,18,16,14,13,9,7,5,5,3,1,0,0,0,3,5,4,5,10,11,8,7,7,4,8,7,4,3,7,10,11,11,12,13,11,10,9,7,9,6,8,6,5,4,3,2,0,0,2,1,1,0,0,0,0
2022-03-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 05:00:00,0,1,2,0,1,1,3,3,4,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 06:00:00,0,0,1,3,3,6,6,9,16,13,15,17,20,10,14,14,15,18,17,11,7,9,6,9,5,3,4,0,6,4,4,4,5,5,2,4,3,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 07:00:00,0,0,0,0,0,0,0,0,11,22,25,25,25,28,27,27,25,30,26,20,15,12,12,10,10,9,10,9,11,14,16,13,28,28,34,30,22,21,20,7,3,4,5,4,7,10,14,28,35,39,55,62,60,58,56,35,32,28,26,22,23,17,15,8,32,14,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 08:00:00,0,0,0,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,3,0,0,7,14,21,32,41,31,35,37,41,40,39,45,44,40,33,45,45,22,17,16,35,23,16,14,12,11,9,5,10,11,11,16,16,12,6,3,0,0
2022-03-14 09:00:00,0,1,1,6,8,9,11,14,18,19,25,27,31,25,29,28,25,30,29,24,19,18,18,20,16,29,14,13,9,8,9,0,7,7,8,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,20,15,9,5,6,5,3,3,3,2,5,8,9,3,2,0,0,0
2022-03-14 10:00:00,0,0,0,3,0,4,5,7,9,3,14,16,13,14,15,18,24,23,20,20,12,16,16,20,17,25,27,30,28,18,17,17,15,16,8,15,11,8,7,5,3,1,1,1,4,6,10,13,15,18,21,21,26,20,17,24,22,20,18,22,25,19,16,0,20,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 11:00:00,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,11,9,9,9,9,8,6,6,5,4,3,6,2,4,4,5,7,9,12,12,14,17,17,20,15,18,16,14,16,11,15,17,16,15,11,18,15,13,10,10,9,8,6,7,4,4,3,2,4,1,0,0,0
2022-03-14 12:00:00,0,1,0,2,5,5,6,5,4,7,11,8,12,12,13,18,21,27,27,25,19,18,14,13,9,0,11,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,10,10,10,9,19,13,9,6,7,6,6,3,7,6,5,4,2,2,1,0,0,0
2022-03-14 13:00:00,0,0,0,3,3,6,6,8,9,10,12,13,15,10,15,14,20,19,17,16,11,12,13,17,16,18,13,12,15,13,12,11,14,12,11,9,8,7,5,2,1,5,6,0,9,7,4,10,8,12,17,17,15,12,14,16,11,9,6,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 14:00:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,17,13,5,15,14,12,11,10,11,2,3,0,2,2,0,0,7,11,12,14,14,11,15,14,16,17,16,14,13,14,16,17,14,14,12,10,14,10,7,10,9,5,7,6,5,0,4,2,0,0,0,0,0,0
2022-03-14 15:00:00,0,3,1,4,6,7,6,4,6,6,8,11,12,13,12,12,20,17,16,15,15,16,14,17,14,22,23,24,23,20,17,13,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,10,13,6,10,8,0,13,23,21,20,18,18,12,12,11,8,7,4,2,1,1,0,0,0
2022-03-14 16:00:00,0,6,3,5,7,9,10,9,4,10,9,10,11,14,14,20,36,27,23,22,19,18,18,18,16,25,16,22,26,25,17,11,18,15,13,10,4,4,1,3,1,18,23,24,26,21,22,21,21,17,20,20,24,25,0,23,20,17,15,17,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14 17:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,15,16,16,16,19,20,19,17,22,20,24,24,21,16,13,3,1,0,0,16,28,28,20,21,22,22,23,23,22,22,27,27,15,27,20,19,17,16,19,21,26,24,32,33,34,34,35,34,28,21,12,16,12,10,3,2,1,0,0,0
2022-03-14 18:00:00,1,2,5,8,16,15,13,11,11,8,13,6,14,14,16,17,26,21,20,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,19,27,26,0,39,28,30,22,30,28,23,26,20,25,26,28,27,32,28,20,17,16,14,8,5,4,3,0,0,0,0
2022-03-14 19:00:00,0,1,1,5,10,11,8,10,9,8,3,8,4,8,13,12,20,16,25,28,20,19,18,22,19,30,31,28,27,25,23,21,30,25,19,11,9,8,2,0,0,5,6,1,6,18,21,22,16,13,12,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,11,12,8,2,0,0,0
2022-03-14 20:00:00,0,0,0,1,0,0,0,3,2,1,4,3,3,4,7,13,16,15,17,23,18,19,24,23,22,26,28,24,27,25,22,19,19,9,11,9,7,3,1,0,2,13,19,16,17,16,17,13,18,18,16,18,17,16,15,16,16,14,14,14,15,14,13,11,13,10,12,16,9,17,12,10,8,5,1,0,0,0,0,0,0,0
2022-03-14 21:00:00,0,0,0,0,3,2,3,3,0,0,2,0,0,0,5,6,9,9,0,10,0,0,0,0,0,0,0,22,22,20,19,19,19,10,8,5,4,0,0,0,0,9,7,8,9,11,14,13,9,14,12,7,11,12,7,12,12,10,9,11,16,13,10,7,12,12,15,14,13,11,7,5,6,4,5,3,1,2,0,0,0,0
2022-03-14 22:00:00,0,0,2,2,2,2,1,3,3,0,5,2,6,4,9,15,24,16,17,20,15,13,14,21,21,24,25,25,19,15,15,14,14,11,7,5,0,2,0,0,0,5,5,0,7,14,0,14,13,11,0,11,10,9,0,0,0,0,0,4,6,5,8,6,6,6,15,15,16,14,10,2,9,8,4,3,2,1,0,0,0,0
2022-03-14 23:00:00,0,0,0,0,1,0,2,1,2,0,1,2,1,3,8,11,14,13,10,12,12,5,11,0,10,13,12,11,23,16,16,13,12,10,5,3,2,2,1,0,1,4,1,0,6,14,15,16,14,13,15,10,14,8,13,6,14,11,12,10,11,9,11,10,8,5,4,9,8,8,6,4,3,2,1,1,0,0,0,0,0,0
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 05:00:00,0,0,0,1,0,0,1,2,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 06:00:00,2,0,0,5,4,7,8,9,12,17,20,21,20,20,20,19,18,22,17,16,10,7,6,5,0,6,5,4,3,3,5,7,12,6,7,0,6,1,0,0,0,2,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 07:00:00,0,0,0,0,0,0,0,0,0,15,19,18,17,17,18,17,18,24,20,19,12,11,13,16,15,13,15,11,14,15,16,21,20,21,23,23,20,19,18,6,1,6,2,5,11,11,18,26,32,34,41,45,49,41,47,42,42,39,35,34,33,27,14,13,33,5,5,5,3,4,2,3,7,6,5,6,0,0,0,0,0,0
2022-03-15 08:00:00,0,1,0,6,10,18,14,15,19,22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,4,3,1,0,1,10,17,28,36,49,39,48,53,51,54,50,46,43,40,35,33,40,24,24,19,44,30,23,11,11,8,7,6,7,11,15,16,16,5,4,2,0,0
2022-03-15 09:00:00,0,1,0,7,8,10,12,14,17,19,27,29,28,27,30,27,27,33,26,23,18,19,17,19,19,18,19,18,17,12,9,12,10,9,0,7,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,12,10,8,0,6,4,3,6,4,5,6,6,4,3,0,0,0
2022-03-15 10:00:00,0,0,0,2,2,3,10,15,17,16,21,23,22,21,19,16,23,21,20,21,18,19,17,17,16,17,19,0,17,12,13,11,10,12,11,11,10,11,8,10,4,2,0,2,4,7,10,12,13,13,14,15,17,14,13,15,17,16,14,15,18,15,12,10,10,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 11:00:00,0,0,0,2,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,13,0,12,7,11,5,8,8,6,8,9,5,2,1,1,2,3,1,6,5,8,9,17,12,16,17,19,18,16,17,15,14,13,15,16,15,12,13,15,11,12,6,5,6,7,5,2,3,4,3,1,0,0,0,0,0
2022-03-15 12:00:00,0,0,1,2,3,3,7,15,10,14,12,14,14,14,17,16,20,18,19,19,11,10,12,12,7,17,10,0,10,8,10,11,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,10,10,2,11,10,11,11,11,12,10,5,7,2,4,3,0,1,0,0,0,0
2022-03-15 13:00:00,0,1,0,2,3,4,3,5,6,7,9,12,14,12,15,15,19,21,18,19,14,12,10,15,9,13,12,16,19,18,17,17,19,16,15,10,8,11,4,8,9,5,6,3,7,7,9,10,10,13,15,6,15,15,7,14,15,14,14,15,17,12,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 14:00:00,0,1,0,2,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,2,3,3,4,1,2,5,5,5,3,0,2,0,3,4,3,5,8,7,9,11,11,13,11,14,12,13,14,16,14,14,19,22,18,16,14,19,15,17,20,21,18,6,13,11,11,10,7,5,3,0,0,0,0
2022-03-15 15:00:00,0,2,2,4,5,6,9,12,10,8,9,8,10,10,13,14,25,18,21,24,22,19,18,25,27,31,31,33,28,11,10,7,8,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,7,8,9,10,6,5,11,20,29,28,27,19,21,21,17,12,12,7,9,3,2,0,0,0
2022-03-15 16:00:00,0,6,7,7,9,9,10,8,7,8,8,10,12,14,18,26,38,35,30,29,24,23,26,33,33,35,37,35,36,30,31,30,27,22,18,15,13,4,2,2,1,19,28,25,29,34,32,31,30,32,32,29,33,34,33,27,22,20,16,15,16,12,2,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 17:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,23,26,30,31,33,30,31,28,31,27,22,14,7,4,3,2,1,36,45,42,22,25,24,24,22,23,26,29,32,34,26,29,26,24,21,28,34,22,22,20,23,24,24,26,24,23,21,18,14,11,11,4,4,3,0,0,0,0
2022-03-15 18:00:00,0,3,7,14,21,19,15,13,11,12,13,11,13,14,19,25,35,31,33,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,17,25,23,22,29,25,22,19,20,25,29,35,33,34,32,32,31,33,37,34,33,30,21,16,10,6,3,1,0,0,0
2022-03-15 19:00:00,0,2,3,4,9,9,7,5,3,3,6,6,8,6,12,16,19,19,32,32,22,24,27,31,32,37,27,36,40,35,32,29,28,21,20,13,9,6,4,0,2,10,13,12,6,13,14,12,1,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
2022-03-15 20:00:00,0,0,0,2,3,0,0,1,0,0,2,4,4,4,8,11,16,17,18,22,16,16,16,21,24,29,30,31,26,22,22,20,23,17,11,8,5,3,1,0,0,15,17,2,9,11,12,13,12,15,14,15,20,18,17,16,17,17,15,16,13,11,12,9,16,17,12,15,11,7,4,0,3,2,2,0,0,2,1,0,0,0
2022-03-15 21:00:00,0,0,0,1,1,0,2,2,1,2,3,0,3,0,6,9,0,10,11,15,0,0,0,0,0,0,0,14,15,14,12,11,11,9,7,6,5,2,1,0,0,10,11,0,12,15,15,15,14,14,12,11,18,8,16,12,12,13,14,19,19,14,13,11,14,11,12,16,14,13,10,8,6,5,5,4,3,2,0,0,0,0
2022-03-15 22:00:00,0,0,0,1,3,0,1,4,5,0,4,1,5,6,10,16,19,16,19,21,15,17,20,20,21,24,20,23,21,18,14,12,13,7,6,2,3,0,0,0,0,5,0,3,9,11,10,0,0,13,0,12,15,13,0,0,0,0,0,0,0,7,10,8,10,9,10,15,14,13,7,6,5,4,4,3,2,1,0,0,0,0
2022-03-15 23:00:00,0,0,0,1,0,0,0,1,2,0,3,0,2,5,7,11,12,11,10,12,13,14,18,18,20,24,25,26,24,13,19,18,16,8,4,4,1,0,0,0,0,5,6,0,8,13,9,12,11,11,10,8,11,12,11,9,5,10,10,9,11,10,13,12,8,10,12,8,7,6,5,4,2,1,3,2,1,0,0,0,0,0
2022-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 05:00:00,0,0,1,2,3,4,3,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 06:00:00,1,1,1,4,7,10,11,10,12,15,18,19,21,18,21,22,18,21,18,8,8,7,6,5,4,3,4,0,5,7,6,7,8,7,8,4,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 07:00:00,0,0,0,0,0,0,0,0,11,13,14,16,18,21,19,19,29,33,29,28,23,24,23,21,20,19,16,19,18,17,19,21,23,22,25,25,20,22,14,6,2,3,0,3,9,13,18,28,38,36,43,48,55,47,36,40,34,31,25,21,21,13,12,9,23,12,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 08:00:00,0,0,0,3,5,8,10,10,0,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,14,11,6,4,6,2,0,12,17,20,24,34,33,44,47,59,53,50,43,40,38,35,45,46,24,20,15,30,23,13,8,7,8,7,7,10,9,18,18,20,9,7,2,0,0
2022-03-16 09:00:00,0,1,1,5,5,10,10,20,22,22,26,29,28,27,29,26,25,24,23,25,22,21,18,26,24,36,19,14,18,11,16,16,14,12,11,9,6,6,0,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,0,21,10,9,6,0,4,3,0,3,1,3,7,3,5,0,1,0,0
2022-03-16 10:00:00,0,1,0,2,3,2,3,4,7,7,9,10,10,15,16,14,17,18,21,20,14,13,11,14,13,13,12,35,33,28,27,21,21,19,18,17,18,16,14,9,11,2,2,1,3,6,12,13,17,18,21,24,25,24,17,21,20,17,11,18,17,17,14,0,22,15,10,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 11:00:00,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,7,5,5,4,3,3,2,3,2,1,0,4,1,2,5,9,12,18,21,16,22,22,25,22,23,20,15,15,16,16,18,19,17,16,18,18,16,13,12,9,9,8,4,2,3,2,1,0,2,0,0,0
2022-03-16 12:00:00,0,0,0,2,5,3,4,7,10,12,14,15,17,8,22,22,27,23,22,22,16,13,12,15,16,16,0,0,15,3,6,0,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,4,5,4,10,9,10,7,6,7,3,6,5,7,3,4,1,2,1,0,0,0
2022-03-16 13:00:00,0,0,0,4,7,8,2,9,0,8,10,13,15,17,18,15,21,20,20,23,12,12,14,20,18,25,24,26,27,21,19,17,21,18,14,13,10,13,12,11,9,4,3,7,9,10,13,16,10,19,20,19,20,23,10,21,15,16,14,16,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 14:00:00,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,10,9,7,11,7,6,4,3,4,11,8,6,3,2,4,2,4,4,0,5,6,10,12,15,23,25,27,29,31,32,28,21,20,19,17,18,20,18,9,20,20,23,14,12,11,10,8,7,5,4,3,2,0,0,0,0,0
2022-03-16 15:00:00,0,2,3,6,8,9,8,5,6,7,7,8,10,11,16,18,29,24,23,27,24,11,13,13,11,18,15,7,18,12,11,9,4,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,18,19,18,18,19,17,19,16,15,22,19,15,12,10,5,4,9,7,5,2,1,0,0,0
2022-03-16 16:00:00,0,6,7,6,0,7,9,8,6,9,11,12,12,12,13,21,31,23,25,32,24,23,32,35,31,35,35,37,34,29,22,25,27,28,23,22,6,2,0,1,0,15,14,20,21,21,24,26,27,27,17,24,20,19,20,24,21,19,16,15,14,13,12,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 17:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,16,19,18,25,29,30,30,26,22,19,24,21,20,13,9,4,3,1,2,22,29,29,24,29,30,17,29,25,24,18,29,29,28,27,33,32,30,29,30,22,27,20,26,26,29,29,28,30,26,22,19,16,12,10,8,2,0,0,0,0
2022-03-16 18:00:00,0,2,9,21,25,20,19,13,12,12,12,10,15,14,17,18,31,24,22,32,27,9,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,18,23,24,26,20,25,31,33,37,33,41,42,38,38,38,37,33,26,21,15,17,11,6,5,2,0,0,0
2022-03-16 19:00:00,0,1,2,3,6,5,6,7,7,6,7,2,8,8,12,15,21,23,24,21,27,25,28,28,27,31,32,31,29,25,23,18,22,18,16,16,11,5,2,1,0,8,6,7,3,5,4,5,4,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022-03-16 20:00:00,0,2,0,0,0,0,0,1,0,0,2,1,1,3,9,13,18,17,21,19,19,20,29,34,32,34,36,37,39,35,34,31,28,15,12,8,7,2,0,0,1,3,5,0,7,15,15,14,11,12,13,13,20,19,16,13,14,13,14,19,21,16,13,12,10,9,11,9,10,8,6,6,5,1,7,5,4,0,0,0,0,0
2022-03-16 21:00:00,0,0,0,1,0,0,0,1,0,2,4,0,0,3,6,0,7,5,8,13,0,0,0,0,0,0,0,23,22,17,13,12,13,7,5,3,1,2,1,0,0,9,12,9,8,13,8,12,9,11,9,7,12,13,10,12,11,12,16,17,20,20,15,10,16,14,17,16,16,17,12,11,6,7,7,6,4,2,1,0,0,0
2022-03-16 22:00:00,0,0,0,0,2,1,1,1,0,1,3,0,4,5,11,13,16,12,14,17,16,15,14,20,21,30,22,32,31,24,23,23,18,15,12,9,5,3,1,0,0,2,3,0,6,18,16,17,12,10,12,13,17,0,0,0,0,0,0,0,0,9,9,7,9,9,12,12,7,10,9,8,5,3,5,4,1,1,0,0,0,0
2022-03-16 23:00:00,0,0,0,0,1,0,2,5,3,1,4,3,2,3,10,13,15,12,13,14,16,10,19,21,13,23,24,23,18,19,17,18,14,9,7,3,1,0,0,0,0,3,2,0,6,13,3,15,14,18,17,8,17,17,18,17,15,13,11,9,10,10,11,6,10,5,0,6,5,11,8,7,0,5,5,1,0,0,0,0,0,0
