Unnamed: 0,1_진관공영차고지,2_동산동능모퉁이.한국지역난방공사,3_지축교앞,4_진관중고교약수사입구,5_진관초교입구,6_푸르지오625동앞.관음사입구,7_삼천리골입구56사단북한산부대,8_입곡삼거리,9_하나고.삼천사.진관사입구,10_제각말5단지.은평뉴타운도서관,11_신도중학교,12_폭포동.은평노인종합복지관,13_은평경찰서,14_연신초등학교,15_불광지구대,16_새장골유래비,17_연서시장,18_연신내역,19_동명여고.천주교불광동성당,20_불광역3.6호선,21_불광역3호선.서울혁신파크,22_한전성서지사.북한산푸르지오,23_녹번역,24_산골고개,25_홍제역(중).서대문세무서,26_홍제삼거리.인왕산한신휴플러스,27_무악재역,28_안산초등학교,29_독립문역.한성과학고,30_영천시장,31_서대문역,32_경찰청.동북아역사재단,33_서울역버스환승센터,34_숭례문,35_남대문시장앞.이회영활동터,36_롯데영프라자,37_우리은행종로지점,38_종로2가.삼일교,39_을지로2가.기업은행본점.서울노동청,40_롯데백화점,41_북창동.남대문시장,42_숭례문(가상),43_숭례문,44_서울역버스환승센터,45_경찰청.동북아역사재단,46_영천시장,47_독립문역.한성과학고,48_무악재역,49_인왕산.홍제원아파트,50_홍제역(중).서대문세무서,51_산골고개,52_녹번역,53_한전성서지사.북한산푸르지오,54_불광역3호선.서울혁신파크,55_불광역3.6호선,56_동명여고.천주교불광동성당,57_연신내역,58_연서시장,59_종로약국,60_불광지구대,61_북한산대창센시티아파트,62_은평경찰서,63_폭포동,64_은평노인종합복지관.신도중학교,65_기자촌11단지앞,66_제각말5단지.은평뉴타운도서관,67_하나고.삼천사.진관사입구,68_삼천리골입구56사단북한산부대,69_푸르지오618동앞.관음사입구,70_진관초교관음사입구,71_진관중고교약수사입구,72_지축교앞,73_진관공영차고지
2022-03-14 19:00:00,0,1,0,0,0,1,1,0,3,3,5,6,3,7,7,8,8,9,9,10,7,8,0,7,9,7,7,8,9,7,8,14,3,2,0,0,2,3,4,7,9,8,10,20,36,33,31,30,31,28,27,25,21,30,29,28,37,48,54,40,26,25,21,16,12,3,3,5,3,2,0,0,0
2022-03-14 20:00:00,0,0,0,0,0,2,0,3,2,4,0,4,4,4,7,8,7,8,7,9,8,6,0,6,10,2,0,0,1,12,15,10,2,1,0,0,0,1,1,10,14,13,17,24,17,24,25,24,19,20,19,18,15,18,17,12,16,27,25,19,15,11,13,9,6,2,0,3,0,0,0,0,0
2022-03-14 21:00:00,0,1,0,0,0,0,2,5,4,5,5,0,5,3,5,3,2,6,7,8,6,8,5,5,6,5,0,0,7,6,4,4,1,0,0,0,0,1,2,3,3,2,4,12,15,15,9,12,9,10,10,9,10,10,9,6,14,20,13,8,7,7,5,6,5,3,2,1,0,0,0,0,0
2022-03-14 22:00:00,0,0,0,0,0,1,1,0,0,3,1,4,5,3,3,0,4,7,5,6,8,6,7,6,5,4,5,0,0,5,5,4,2,0,1,0,0,1,3,4,5,0,5,11,15,21,20,19,12,21,19,19,16,15,13,10,12,16,14,15,13,5,10,4,8,5,4,2,3,0,1,0,0
2022-03-14 23:00:00,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,3,1,4,1,1,0,4,4,2,3,5,7,6,5,1,0,0,0,0,1,4,7,0,0,6,10,13,12,7,11,6,10,5,9,5,8,7,4,8,12,11,5,3,5,3,3,1,1,0,0,0,0,0,0,0
2022-03-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 04:00:00,0,0,0,1,0,2,3,0,0,5,6,0,7,11,15,20,24,9,26,27,28,29,30,25,38,28,39,37,38,32,29,21,12,8,5,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15 05:00:00,0,0,0,1,0,1,0,0,0,2,3,1,0,5,9,4,5,10,12,12,12,13,12,12,12,0,0,11,11,13,10,14,9,6,4,3,3,0,1,2,3,0,4,8,7,8,7,5,7,6,10,11,8,11,9,8,0,9,11,2,9,1,0,8,5,4,2,2,0,1,0,0,0
2022-03-15 06:00:00,0,0,0,0,1,3,0,0,4,11,12,12,14,21,28,22,13,14,17,16,19,24,26,29,19,20,21,24,23,25,22,19,7,3,2,0,0,1,0,0,2,0,0,4,3,5,3,6,4,6,8,9,8,6,6,3,4,5,1,1,0,4,3,2,1,0,0,0,0,0,0,0,0
2022-03-15 07:00:00,0,1,3,4,2,6,3,6,9,20,24,29,30,36,42,39,31,27,32,34,31,37,35,34,41,46,51,51,52,47,40,24,13,8,4,2,0,0,0,1,0,0,0,8,5,6,9,6,10,12,16,31,32,35,32,8,7,10,9,10,10,13,6,14,13,14,8,4,0,2,0,0,0
2022-03-15 08:00:00,0,2,1,0,1,2,3,4,5,17,20,21,22,34,41,36,22,24,26,29,38,46,48,51,58,60,58,59,60,51,47,27,10,8,4,1,0,2,3,4,3,0,2,25,8,6,5,6,6,7,10,32,46,48,51,55,55,59,53,23,17,16,14,6,11,8,4,2,1,4,3,2,0
2022-03-15 09:00:00,0,0,2,0,0,4,1,0,3,12,14,15,16,23,36,34,17,13,16,17,18,22,21,21,28,29,31,31,34,37,31,27,17,11,4,0,0,0,0,2,1,0,1,7,8,4,4,7,6,7,11,13,15,15,18,17,12,18,12,12,11,11,10,7,6,2,0,1,1,0,1,0,0
2022-03-15 10:00:00,0,2,1,0,1,1,0,0,3,6,9,10,16,20,25,24,22,23,22,23,21,25,24,26,31,34,35,33,36,33,29,23,18,12,3,2,0,1,0,0,2,1,0,7,5,6,6,5,7,7,10,6,6,9,9,8,8,11,20,22,16,14,11,9,6,7,3,1,1,1,0,0,0
2022-03-15 11:00:00,0,1,0,0,0,1,0,0,3,7,3,5,8,10,16,19,12,15,16,13,16,15,14,14,19,20,16,21,23,26,27,24,18,15,2,1,2,1,3,3,8,0,3,8,6,8,10,11,6,8,0,9,8,9,13,12,12,12,8,10,8,8,5,7,2,5,3,1,0,1,1,0,0
2022-03-15 12:00:00,0,0,2,0,0,6,1,2,7,5,7,8,9,12,13,14,14,12,13,13,14,14,14,14,16,19,19,19,24,24,18,19,14,12,3,1,0,1,3,5,6,0,8,14,14,12,11,10,8,12,16,9,14,12,14,11,7,7,11,9,5,8,4,7,4,5,4,1,0,0,0,0,0
2022-03-15 13:00:00,0,1,0,0,0,3,2,4,10,16,21,14,15,16,20,16,17,19,17,23,18,15,11,16,19,12,13,18,19,19,17,19,9,7,2,2,1,1,3,9,10,0,10,15,14,14,14,15,16,17,22,17,15,18,18,12,11,13,15,14,11,10,1,10,7,4,1,0,0,0,0,0,0
2022-03-15 14:00:00,0,0,1,0,1,2,3,4,8,10,2,20,20,23,23,19,13,13,16,14,15,14,16,13,17,15,17,18,17,16,15,15,10,10,6,4,1,1,2,6,12,0,13,15,13,14,15,15,12,13,12,15,21,16,14,16,14,18,19,16,14,13,13,13,11,12,6,4,3,1,0,0,0
2022-03-15 15:00:00,0,1,1,2,1,2,2,4,11,9,8,13,16,43,42,37,32,30,27,21,20,20,14,12,14,13,13,4,19,17,11,8,5,3,3,2,1,1,7,12,19,3,17,23,20,32,30,25,22,23,23,20,19,21,19,17,15,22,21,19,16,18,17,13,9,4,2,0,0,0,0,0,0
2022-03-15 16:00:00,0,0,0,0,0,2,3,2,18,19,18,11,21,21,16,19,12,15,33,34,35,32,30,27,21,21,19,18,14,20,14,12,5,4,2,0,0,3,2,6,12,7,14,27,26,29,28,26,22,22,22,22,21,17,20,19,14,19,21,20,16,11,10,10,8,6,2,3,0,2,0,0,0
2022-03-15 17:00:00,0,1,1,0,1,3,6,8,13,15,17,11,18,19,19,18,13,17,11,17,21,20,19,17,15,15,14,13,11,11,14,15,4,2,1,1,3,2,8,13,21,0,23,36,46,44,41,28,27,28,28,30,26,23,21,20,20,29,26,19,12,10,9,14,8,7,5,4,2,2,1,0,0
2022-03-15 18:00:00,1,2,0,0,1,0,3,2,8,14,11,15,13,17,20,18,7,7,7,12,13,11,9,11,12,18,16,15,12,11,11,30,3,2,1,1,2,1,6,11,15,0,21,33,40,48,47,47,46,44,44,43,39,33,31,24,32,50,41,36,29,17,21,16,10,6,3,2,2,0,0,0,0
2022-03-15 19:00:00,0,0,0,0,0,0,1,3,7,8,7,8,6,9,9,9,9,14,13,12,10,11,6,10,10,10,12,0,13,13,8,11,4,2,1,0,0,1,5,9,11,3,13,23,37,37,37,28,34,34,32,32,29,26,24,21,20,30,26,20,16,26,19,17,9,5,3,2,0,1,0,0,0
2022-03-15 20:00:00,0,1,0,0,1,0,0,2,4,5,5,5,6,10,12,14,11,5,13,14,14,7,11,8,5,0,0,2,4,5,3,3,2,3,0,0,1,1,5,8,9,5,6,19,23,28,23,21,22,19,19,17,18,16,15,14,17,29,24,20,11,11,10,6,4,2,1,0,0,0,0,0,0
2022-03-15 21:00:00,0,0,0,0,1,0,0,0,2,4,2,3,1,5,4,4,4,3,3,4,3,6,4,6,7,0,4,0,1,6,4,6,4,1,2,1,1,2,4,5,6,5,6,20,22,24,23,22,21,16,20,20,17,15,17,16,19,25,23,19,11,12,10,11,6,3,2,0,0,0,0,0,0
2022-03-15 22:00:00,0,0,0,0,0,1,0,4,0,5,2,0,3,6,5,0,4,2,3,4,6,3,2,5,1,3,0,0,5,5,9,4,2,0,0,0,1,2,2,4,5,0,6,15,21,23,22,21,20,18,19,20,17,17,15,10,16,20,19,17,15,14,13,10,6,4,3,0,2,0,0,0,0
2022-03-15 23:00:00,0,0,0,0,0,1,0,2,0,0,0,3,0,4,5,4,5,7,2,6,7,6,0,0,4,5,2,4,3,5,6,3,2,0,0,0,0,0,3,2,3,0,2,5,12,14,14,10,12,12,14,12,11,10,9,7,6,17,16,11,10,8,7,5,3,1,0,0,0,0,0,0,0
2022-03-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 04:00:00,0,0,0,1,0,2,3,0,4,0,0,0,5,9,14,20,24,26,28,29,33,34,21,22,39,40,10,39,43,39,32,21,17,15,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16 05:00:00,0,0,0,0,0,0,0,0,0,2,0,2,3,5,7,7,4,8,10,12,15,12,14,13,15,16,16,14,13,17,15,12,6,4,3,3,4,1,2,3,5,0,6,9,10,7,6,10,6,11,12,11,10,13,9,8,7,7,7,8,7,3,0,0,5,3,2,0,1,0,0,0,0
2022-03-16 06:00:00,0,2,0,1,1,5,0,4,6,11,12,18,20,33,25,22,15,16,21,21,20,23,24,26,29,28,27,29,31,32,27,20,7,5,4,0,0,0,1,6,1,0,1,4,2,6,3,5,4,9,11,0,6,9,7,5,4,6,7,2,6,4,5,2,1,3,1,0,1,1,0,2,0
2022-03-16 07:00:00,0,2,2,3,4,9,7,10,10,23,28,30,30,44,51,45,24,26,28,29,34,39,40,46,48,51,54,48,59,53,39,27,8,6,3,2,1,0,2,3,2,0,0,11,6,10,5,5,6,16,6,19,21,24,20,10,5,19,15,12,7,8,5,5,9,7,5,3,0,4,1,1,0
2022-03-16 08:00:00,0,2,0,4,3,3,3,2,6,12,15,16,21,27,39,37,34,36,38,36,41,46,47,51,56,60,62,63,62,60,42,29,11,8,5,1,0,0,2,3,4,0,0,16,9,10,9,6,7,9,12,24,37,40,41,42,41,50,49,34,17,9,15,10,9,4,2,1,0,1,1,0,0
2022-03-16 09:00:00,0,0,1,0,0,2,2,0,4,9,10,12,12,18,21,19,13,14,16,22,24,30,30,32,39,33,34,40,37,41,33,23,12,10,4,1,0,3,3,3,4,2,1,8,4,4,5,0,4,3,4,5,8,4,11,10,10,14,11,11,12,13,5,7,5,4,1,0,0,0,1,0,0
2022-03-16 10:00:00,0,1,0,0,0,2,3,0,5,11,12,15,16,19,20,16,16,19,21,17,19,18,19,22,24,29,31,30,32,30,19,16,10,7,3,1,1,1,3,4,5,0,4,9,9,10,10,8,7,8,7,10,6,11,13,12,11,19,17,12,8,15,12,14,13,12,2,1,0,1,0,0,0
2022-03-16 11:00:00,0,0,0,0,1,2,0,1,3,8,12,11,11,12,14,14,15,15,16,18,18,18,18,17,20,13,17,21,22,20,18,18,13,12,4,2,0,2,1,1,3,0,0,8,5,8,8,0,8,7,8,11,11,9,13,7,6,14,15,15,12,3,6,11,7,9,4,1,0,0,0,0,0
2022-03-16 12:00:00,0,2,0,0,1,3,0,0,6,7,9,9,12,15,18,17,15,13,15,20,23,12,15,13,16,17,16,15,15,14,13,12,8,6,3,1,0,2,3,4,5,0,0,13,14,16,18,8,17,12,14,15,10,10,11,10,9,14,6,11,0,10,0,9,8,5,3,2,1,0,0,0,0
2022-03-16 13:00:00,1,0,0,0,2,1,1,2,9,11,10,4,9,13,24,23,23,22,23,21,20,22,20,16,17,16,8,15,14,13,11,11,8,7,6,1,0,0,3,5,12,3,0,15,17,21,18,15,16,18,12,16,15,13,11,10,13,15,10,16,15,13,5,3,12,8,4,2,1,0,0,0,0
2022-03-16 14:00:00,0,0,0,0,1,2,2,0,8,9,9,10,9,33,34,37,30,31,16,16,14,14,14,10,16,16,15,18,17,18,15,12,10,8,4,5,4,1,2,6,9,0,10,15,20,16,18,16,17,17,20,21,20,17,17,16,16,14,12,11,10,9,0,7,4,6,4,4,3,0,0,0,0
2022-03-16 15:00:00,0,1,0,0,0,1,3,2,3,7,5,11,9,15,17,17,15,13,14,15,16,20,19,17,17,14,16,15,15,14,12,11,7,5,4,4,0,3,4,10,16,0,21,23,25,27,26,25,26,23,27,24,28,26,29,26,21,22,19,15,13,13,0,11,9,6,3,2,0,0,1,0,0
2022-03-16 16:00:00,0,1,1,0,1,3,0,5,14,16,13,18,19,21,25,20,16,14,17,14,15,14,11,11,16,15,16,17,17,16,16,17,6,5,5,4,2,0,4,8,12,0,14,22,25,24,23,25,22,24,23,22,21,19,23,16,11,17,18,15,13,13,11,12,10,6,2,3,1,0,0,0,0
2022-03-16 17:00:00,0,3,3,0,0,2,3,5,15,16,9,10,12,15,17,16,15,15,15,14,11,12,13,10,12,13,14,16,19,19,23,27,6,3,3,2,1,3,12,14,16,0,17,26,36,34,34,32,30,27,26,29,22,25,23,22,22,24,23,21,22,21,19,18,10,6,5,4,3,1,0,0,0
2022-03-16 18:00:00,0,0,0,0,0,3,0,4,9,14,17,18,18,3,13,15,10,8,13,20,19,20,17,14,11,12,13,12,19,20,19,14,4,4,3,2,0,1,7,18,30,14,37,40,54,53,51,47,44,41,40,38,34,31,27,23,40,58,56,49,26,25,22,17,13,10,9,7,5,2,1,0,0
2022-03-16 19:00:00,0,1,1,0,0,0,0,1,5,0,7,0,8,7,8,9,6,7,8,7,9,9,10,9,13,12,10,0,8,6,8,7,3,0,0,1,1,2,5,15,16,9,14,24,28,32,31,25,23,26,26,22,22,21,22,23,29,39,40,47,33,31,23,21,14,4,1,3,0,0,0,0,0
2022-03-16 20:00:00,0,1,1,0,0,1,1,2,4,3,3,4,4,5,4,6,5,3,4,6,9,10,8,7,12,12,10,11,12,7,9,10,3,2,3,0,0,1,4,7,8,0,9,14,18,18,16,17,16,17,16,18,14,13,12,9,12,19,18,19,15,16,13,14,11,7,3,2,2,1,1,0,0
2022-03-16 21:00:00,0,0,0,0,0,0,1,3,5,3,3,0,4,5,4,3,4,4,1,6,6,5,6,5,4,2,3,6,5,0,5,2,2,0,1,1,0,1,1,3,4,0,2,8,13,15,17,16,10,9,20,16,8,13,14,12,11,23,21,14,12,11,10,9,6,2,0,1,1,0,0,0,0
2022-03-16 22:00:00,0,0,0,0,0,1,2,5,2,4,2,0,4,1,4,5,3,5,3,4,4,4,5,3,7,3,5,0,4,5,6,9,3,3,1,1,0,0,0,2,5,0,2,12,13,14,15,14,13,15,11,11,8,14,15,7,16,20,19,18,11,10,9,8,4,3,1,2,1,0,0,0,0
2022-03-16 23:00:00,0,0,0,0,0,0,0,0,0,1,0,2,0,3,4,3,0,2,5,6,5,0,0,7,8,7,2,8,7,4,2,5,1,3,2,0,1,1,2,3,4,0,4,9,10,11,13,12,10,16,15,16,12,11,11,8,8,11,9,9,8,5,7,6,3,1,0,0,0,0,0,0,0
2022-03-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 04:00:00,0,0,0,2,3,0,4,0,5,1,0,0,6,10,13,17,20,21,21,23,25,17,18,20,27,23,0,13,30,30,25,21,14,10,5,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17 05:00:00,0,0,0,0,0,1,0,0,1,3,4,2,5,9,16,12,10,9,12,11,12,14,13,15,16,17,18,16,17,20,15,11,8,3,0,2,1,0,1,4,5,0,6,10,10,10,11,6,10,10,10,11,10,11,11,3,9,10,10,0,9,10,9,8,6,5,3,3,0,0,1,0,0
2022-03-17 06:00:00,0,1,0,0,1,2,0,1,3,12,14,18,21,23,19,20,16,17,20,13,18,22,23,23,24,24,25,26,30,20,17,16,5,4,3,0,0,1,0,0,1,0,2,6,3,7,2,4,1,5,12,13,6,13,9,5,5,8,6,3,3,8,0,7,6,3,1,0,0,0,1,0,0
2022-03-17 07:00:00,0,0,2,3,4,7,6,0,9,18,21,26,27,34,42,40,28,28,31,35,40,45,45,48,52,54,58,60,59,59,35,30,9,7,3,1,0,1,5,1,4,0,2,10,6,4,2,3,5,6,7,19,18,19,15,9,6,16,5,12,11,11,3,15,14,13,10,1,1,8,0,0,0
2022-03-17 08:00:00,0,1,1,0,0,2,2,3,8,21,25,26,26,44,50,45,28,29,36,41,45,47,49,49,61,64,66,24,64,61,50,32,13,6,2,1,0,0,2,0,2,0,0,23,9,10,9,9,9,13,14,22,34,33,34,40,39,46,40,28,28,26,24,21,16,9,2,2,1,2,3,0,0
2022-03-17 09:00:00,0,0,0,0,1,3,1,1,3,8,11,11,12,26,30,26,17,19,20,22,23,25,24,25,37,42,43,44,46,47,40,31,15,10,2,0,0,1,7,6,3,0,3,7,5,5,0,6,8,8,3,8,7,9,8,8,6,11,10,10,9,11,9,7,6,5,3,0,0,0,0,0,0
2022-03-17 10:00:00,0,0,0,0,0,2,0,0,5,9,12,13,17,22,22,18,11,14,14,15,16,16,16,16,24,24,25,24,22,21,21,19,15,9,3,1,1,0,3,3,3,0,4,7,4,8,9,0,8,7,9,9,8,10,11,11,7,11,11,7,5,6,5,5,5,2,1,0,0,0,0,0,0
2022-03-17 11:00:00,0,3,4,0,1,6,3,7,7,8,6,9,9,9,11,12,10,12,14,16,16,14,15,20,21,22,20,18,19,20,17,16,9,10,3,1,0,0,2,0,5,1,2,12,12,12,13,12,11,7,12,11,15,15,17,14,10,10,11,12,11,8,6,6,5,4,2,1,0,1,0,0,0
2022-03-17 12:00:00,0,1,2,0,1,4,5,0,5,9,6,0,12,16,20,21,18,20,20,22,16,15,15,12,14,15,16,17,19,16,14,14,9,6,3,1,0,1,2,4,5,0,8,13,12,11,11,10,13,16,16,18,16,15,12,6,11,13,12,12,4,0,11,4,10,9,4,1,0,0,0,0,0
2022-03-17 13:00:00,0,0,0,0,1,2,0,4,10,16,7,6,19,12,30,30,27,26,12,25,23,23,17,16,16,17,16,14,17,19,20,22,13,12,5,4,3,2,4,6,8,0,5,10,9,13,14,16,15,18,20,19,18,13,11,11,6,13,8,11,10,8,8,5,7,3,2,1,0,0,0,0,0
2022-03-17 14:00:00,0,1,1,0,0,3,4,2,5,3,4,5,4,20,19,17,12,10,12,15,18,18,19,17,20,19,14,18,12,20,17,16,9,8,5,4,1,2,5,13,13,7,14,17,19,15,18,15,19,19,20,18,17,18,16,15,14,14,14,12,11,11,10,8,8,4,2,1,0,2,1,0,0
2022-03-17 15:00:00,1,2,0,0,0,4,2,12,9,9,10,11,16,25,24,24,23,19,15,11,15,16,15,14,14,16,18,17,16,16,14,9,4,3,2,0,1,2,3,7,11,9,12,15,17,18,19,17,16,19,21,22,21,22,25,22,14,18,17,12,12,8,11,8,7,4,3,2,1,1,0,0,0
2022-03-17 16:00:00,0,1,0,0,0,2,0,2,14,8,10,16,15,16,16,14,14,14,28,31,32,32,29,23,20,19,10,24,27,23,22,26,5,3,4,2,0,1,4,5,11,0,10,20,23,28,23,22,23,22,25,25,22,21,20,20,22,27,27,25,25,23,20,16,11,6,3,2,1,0,0,0,0
2022-03-17 17:00:00,0,1,2,2,0,3,6,8,18,21,18,20,17,17,18,16,11,14,9,12,13,12,14,14,13,12,13,14,16,14,17,17,4,2,2,1,2,3,5,9,16,0,16,26,33,32,31,32,28,27,30,32,31,29,26,23,21,32,30,24,23,20,19,19,15,12,2,3,2,1,0,0,0
2022-03-17 18:00:00,0,3,0,0,0,2,3,4,8,11,13,7,15,22,24,22,12,10,4,8,8,14,13,13,8,4,5,7,6,7,17,29,3,3,2,2,3,4,8,19,24,21,24,38,53,55,49,46,43,41,40,36,36,36,36,27,37,43,45,26,26,27,24,20,14,8,5,3,0,2,1,0,0
2022-03-17 19:00:00,1,2,0,0,0,1,0,2,4,10,6,11,12,15,16,15,9,9,0,7,3,4,3,3,8,7,10,0,9,8,13,12,2,3,2,1,0,1,4,8,11,0,14,23,24,30,29,28,27,24,24,37,33,31,27,24,29,42,44,38,33,29,17,14,8,5,3,4,2,1,0,0,0
2022-03-17 20:00:00,0,2,1,0,0,1,1,1,3,4,0,2,0,3,5,6,6,6,5,9,4,10,5,0,11,13,12,13,14,3,13,8,2,1,0,0,1,0,2,10,9,0,11,17,20,25,14,13,22,12,21,20,19,18,16,12,14,30,26,20,16,15,14,13,7,2,1,1,1,0,0,0,0
2022-03-17 21:00:00,0,1,0,0,0,0,1,1,5,6,0,0,6,5,6,6,5,4,4,4,0,5,0,6,5,7,10,9,10,12,11,11,5,3,0,0,0,2,2,4,5,1,7,9,16,9,14,9,13,11,12,12,11,10,10,10,12,17,16,13,10,5,8,8,5,2,2,1,1,0,0,0,0
2022-03-17 22:00:00,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,1,1,1,0,2,3,4,4,1,3,4,4,1,5,7,10,12,2,0,0,0,1,0,4,4,6,0,8,13,15,15,14,13,16,15,16,15,13,11,11,11,13,21,18,15,11,11,9,7,4,3,1,0,0,0,0,0,0
2022-03-17 23:00:00,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3,2,3,4,5,7,6,6,5,9,14,0,1,9,10,8,9,1,0,0,1,0,1,1,2,3,0,4,8,8,12,13,12,7,13,2,12,11,9,8,7,10,14,13,10,8,4,8,6,2,0,0,1,0,0,0,0,0
2022-03-18 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18 04:00:00,0,0,0,1,1,2,3,0,4,0,0,0,5,7,12,18,21,11,24,24,28,29,23,25,33,30,34,33,34,29,25,19,13,6,2,4,3,1,1,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
