Unnamed: 0,1_진관공영차고지,2_동산동능모퉁이.한국지역난방공사,3_지축교앞,4_진관중고교약수사입구,5_진관초교입구,6_푸르지오625동앞.관음사입구,7_삼천리골입구56사단북한산부대,8_입곡삼거리,9_하나고.삼천사.진관사입구,10_제각말5단지.은평뉴타운도서관,11_신도중학교,12_폭포동.은평노인종합복지관,13_은평경찰서,14_연신초등학교,15_불광지구대,16_새장골유래비,17_연서시장,18_연신내역,19_동명여고.천주교불광동성당,20_불광역3.6호선,21_불광역3호선.서울혁신파크,22_한전성서지사.북한산푸르지오,23_녹번역,24_산골고개,25_홍제역(중).서대문세무서,26_홍제삼거리.인왕산한신휴플러스,27_무악재역,28_안산초등학교,29_독립문역.한성과학고,30_영천시장,31_서대문역,32_경찰청.동북아역사재단,33_서울역버스환승센터,34_숭례문,35_남대문시장앞.이회영활동터,36_롯데영프라자,37_우리은행종로지점,38_종로2가.삼일교,39_을지로2가.기업은행본점.서울노동청,40_롯데백화점,41_북창동.남대문시장,42_숭례문(가상),43_숭례문,44_서울역버스환승센터,45_경찰청.동북아역사재단,46_영천시장,47_독립문역.한성과학고,48_무악재역,49_인왕산.홍제원아파트,50_홍제역(중).서대문세무서,51_산골고개,52_녹번역,53_한전성서지사.북한산푸르지오,54_불광역3호선.서울혁신파크,55_불광역3.6호선,56_동명여고.천주교불광동성당,57_연신내역,58_연서시장,59_종로약국,60_불광지구대,61_북한산대창센시티아파트,62_은평경찰서,63_폭포동,64_은평노인종합복지관.신도중학교,65_기자촌11단지앞,66_제각말5단지.은평뉴타운도서관,67_하나고.삼천사.진관사입구,68_삼천리골입구56사단북한산부대,69_푸르지오618동앞.관음사입구,70_진관초교관음사입구,71_진관중고교약수사입구,72_지축교앞,73_진관공영차고지
2022-03-05 04:00:00,0,0,0,0,1,0,0,0,2,3,0,0,0,3,4,6,8,3,9,10,12,7,13,0,14,0,15,0,14,13,12,11,9,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,0,0,0,0,1,0,0,0,0,2,0,1,3,4,2,3,5,6,10,12,11,8,9,12,14,15,10,12,10,9,7,2,1,0,0,0,0,1,3,0,0,6,7,2,6,7,6,0,7,3,9,7,6,10,9,7,9,8,7,7,0,7,6,4,3,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,1,0,0,1,0,0,0,0,4,4,5,4,7,8,8,6,7,3,4,9,11,10,11,11,12,13,5,10,13,11,12,4,2,1,0,0,0,0,0,0,0,0,2,0,0,0,4,0,3,7,2,6,5,0,2,3,5,3,1,0,6,0,2,3,1,1,0,0,0,0,0,0
2022-03-05 07:00:00,1,0,0,1,0,2,0,0,1,3,1,4,5,10,13,10,6,7,9,8,7,10,3,10,9,11,13,0,12,10,9,10,5,4,2,1,0,0,0,0,1,0,0,6,7,6,0,0,4,5,5,9,4,0,0,5,3,9,11,4,2,0,0,1,3,1,1,0,0,0,0,0,0
2022-03-05 08:00:00,0,2,2,1,0,2,3,0,4,15,16,17,16,11,17,15,11,10,14,14,14,19,21,17,22,18,21,23,22,19,12,16,7,7,2,0,0,0,0,1,2,0,3,7,6,3,7,3,0,7,3,8,7,6,8,7,8,11,6,11,10,7,8,7,2,6,3,2,1,1,0,0,0
2022-03-05 09:00:00,2,0,1,0,0,5,8,0,7,13,15,15,18,20,22,22,15,15,17,23,21,25,23,21,21,23,23,24,23,27,28,23,14,9,2,1,0,1,3,1,3,0,4,15,16,11,4,10,6,13,16,18,7,14,14,15,16,23,20,21,20,21,0,18,17,16,7,1,0,2,0,0,0
2022-03-05 10:00:00,0,0,0,1,0,5,4,1,7,8,9,11,9,12,12,14,14,13,13,17,17,18,19,18,23,25,26,27,27,27,28,29,12,10,7,2,0,0,2,3,4,0,3,7,8,7,7,6,6,8,9,11,10,12,9,8,9,16,14,13,12,11,9,7,3,5,2,1,0,0,0,0,0
2022-03-05 11:00:00,2,0,1,0,0,4,7,7,12,15,20,22,28,31,34,29,20,17,13,14,13,15,16,19,23,26,28,0,29,32,31,25,18,12,5,4,3,2,2,1,5,0,1,14,13,14,8,7,4,8,7,7,6,8,7,9,13,15,15,11,11,9,5,8,7,4,2,0,0,0,0,0,0
2022-03-05 12:00:00,0,4,1,0,0,4,5,0,8,11,10,13,15,16,21,18,16,20,22,24,28,27,27,25,21,23,25,24,33,32,25,23,11,9,5,4,3,0,3,5,13,0,0,15,15,14,15,17,17,21,24,24,23,21,23,24,28,38,40,36,31,30,14,15,13,9,6,3,1,1,0,0,0
2022-03-05 13:00:00,1,0,0,0,0,3,0,0,6,12,14,15,0,10,11,13,9,16,17,14,13,15,13,18,19,22,19,0,23,21,20,18,14,11,6,4,2,3,4,2,8,1,13,22,20,18,15,16,12,15,16,9,15,16,14,11,10,17,15,12,10,11,5,9,7,6,2,2,1,0,0,0,0
2022-03-05 14:00:00,0,1,1,0,0,2,0,0,9,12,13,14,17,23,24,18,15,15,16,16,19,18,19,15,20,22,23,21,24,22,16,15,8,12,5,1,0,0,0,5,10,0,7,17,20,18,18,17,14,18,16,18,20,18,16,11,9,15,14,13,10,10,8,12,11,10,1,0,0,1,0,0,0
2022-03-05 15:00:00,0,0,0,0,2,4,1,4,8,11,15,13,16,28,31,30,26,23,25,18,24,23,23,18,22,25,26,27,21,17,18,15,6,3,3,1,0,1,2,5,9,0,10,12,13,16,16,14,14,15,14,15,15,12,14,13,14,16,14,15,14,11,12,10,7,7,5,1,0,0,0,0,0
2022-03-05 16:00:00,0,0,0,0,0,1,2,2,10,12,13,11,15,16,17,12,13,15,17,19,24,25,24,23,20,22,21,24,26,31,26,24,10,8,5,3,2,0,3,11,17,0,20,29,28,32,32,31,28,30,28,27,24,25,27,19,17,22,19,13,12,14,13,11,9,5,3,2,0,1,2,0,0
2022-03-05 17:00:00,0,1,0,0,0,2,2,1,15,17,18,19,13,14,20,20,11,9,12,13,9,13,12,13,14,14,7,0,16,14,13,8,3,3,2,3,0,4,5,8,14,13,0,21,24,27,28,27,26,26,25,31,29,19,19,16,13,20,19,17,13,12,11,10,10,9,8,3,7,4,0,0,0
2022-03-05 18:00:00,0,5,4,0,2,1,5,8,12,17,19,18,7,15,16,17,12,13,8,11,9,8,8,8,7,7,9,7,7,10,9,11,5,4,4,2,0,4,1,8,10,0,5,18,24,29,25,21,21,24,24,21,19,17,12,11,13,22,19,17,13,12,11,10,7,4,4,0,2,2,0,0,0
2022-03-05 19:00:00,1,0,0,0,0,0,1,1,5,1,7,8,4,0,9,8,7,6,6,6,7,8,4,8,10,7,6,0,7,6,9,7,2,1,1,0,1,3,6,7,8,0,8,21,21,22,16,21,20,18,15,15,13,11,14,11,11,14,10,9,9,8,4,7,4,3,0,1,2,0,0,0,0
2022-03-05 20:00:00,0,0,0,0,0,1,2,0,3,0,0,2,5,4,3,0,2,4,5,5,8,7,0,0,3,4,3,0,2,5,4,3,0,0,0,0,0,1,1,17,18,0,17,21,16,20,21,6,19,9,8,14,13,11,10,8,9,16,15,14,13,11,9,7,4,1,0,0,0,0,0,0,0
2022-03-05 21:00:00,0,2,0,1,0,2,2,5,7,8,0,0,1,9,10,9,5,4,2,6,3,0,0,4,5,3,0,2,4,0,4,3,2,0,0,2,3,5,0,3,3,0,0,13,13,16,17,18,17,19,21,20,19,19,16,13,15,17,16,13,8,7,6,2,5,2,0,1,1,0,0,0,0
2022-03-05 22:00:00,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,2,2,5,12,11,12,11,12,13,14,0,12,10,5,3,1,0,0,1,1,2,0,3,2,0,4,13,13,13,7,12,15,15,16,16,15,15,9,9,10,12,5,10,9,10,8,6,5,2,1,1,0,0,0,0,0
2022-03-05 23:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,6,4,7,10,3,9,8,8,6,5,4,2,2,1,0,1,0,0,0,0,0,2,3,2,0,0,7,9,8,3,7,7,7,8,5,4,7,6,6,9,15,15,11,11,4,0,9,8,1,2,1,2,0,0,0,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,3,0,4,0,5,4,0,1,0,0,0,0,4,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,0,0,1,0,0,0,0,0,1,1,0,1,2,3,2,1,2,8,6,6,5,4,6,7,8,7,5,9,10,9,5,2,0,0,0,0,0,2,0,1,0,2,4,0,5,4,5,6,6,7,7,8,3,10,1,0,10,10,9,0,0,10,9,7,3,2,0,1,0,0,0,0
2022-03-06 06:00:00,0,1,0,0,0,0,0,0,1,2,1,2,1,5,0,6,6,2,4,5,0,2,3,3,5,0,6,7,6,4,3,1,1,0,0,0,1,0,0,0,1,0,2,5,0,4,3,4,2,4,5,4,0,2,4,2,4,7,2,6,0,5,0,0,1,1,0,0,0,0,0,0,0
2022-03-06 07:00:00,0,0,0,0,0,0,0,0,1,4,5,7,2,9,10,0,2,0,11,3,0,6,5,4,10,11,5,4,12,13,8,0,3,0,1,0,0,0,0,2,2,0,0,3,4,3,4,0,3,3,3,4,1,3,0,0,2,3,0,5,4,5,0,1,4,4,1,0,0,0,0,0,0
2022-03-06 08:00:00,0,1,0,0,0,1,0,1,5,8,5,8,10,9,10,9,10,7,8,9,10,9,9,9,8,9,9,7,11,7,9,7,2,2,0,0,0,0,0,0,0,0,0,2,3,2,4,5,3,3,5,4,6,4,5,5,5,9,8,9,8,0,3,8,7,6,0,2,0,1,0,0,0
2022-03-06 09:00:00,0,1,0,0,0,1,0,2,2,5,4,7,7,12,17,17,14,19,20,19,19,26,20,17,15,17,18,20,17,16,14,11,4,3,1,0,0,0,0,0,0,0,0,3,5,6,5,0,4,6,5,6,8,7,7,0,7,15,16,18,14,14,14,19,15,12,5,1,0,0,0,0,0
2022-03-06 10:00:00,0,2,3,0,0,5,0,1,6,7,6,5,6,12,9,10,7,9,15,15,15,14,19,16,20,24,15,0,25,23,22,19,4,2,2,1,0,0,1,0,0,0,2,8,7,10,11,10,11,13,11,10,11,10,12,11,9,15,14,13,18,19,12,18,9,13,1,0,0,0,0,0,0
2022-03-06 11:00:00,0,3,1,0,0,2,0,4,7,9,11,9,10,14,20,21,15,18,16,18,19,20,16,15,18,16,18,17,17,16,14,10,7,4,5,2,0,0,0,1,0,0,2,9,11,5,4,6,6,3,7,10,10,9,13,1,15,18,16,11,15,17,15,14,4,12,3,1,0,1,0,0,0
2022-03-06 12:00:00,0,0,0,0,0,1,0,0,10,11,15,5,15,18,18,16,13,9,11,18,19,25,23,19,21,26,27,17,29,33,30,26,10,5,6,3,0,1,1,5,0,0,0,10,9,8,10,8,12,12,13,14,15,16,18,15,11,12,8,6,7,8,0,0,7,4,5,4,0,0,0,0,0
2022-03-06 13:00:00,1,0,0,0,2,3,4,5,14,16,16,20,18,19,25,21,19,16,12,15,13,13,12,13,13,16,14,15,21,20,12,11,8,2,5,4,3,1,2,3,4,0,5,12,11,13,16,14,15,17,15,17,13,15,17,17,9,24,25,23,12,13,10,12,22,16,6,1,1,1,0,0,0
2022-03-06 14:00:00,1,0,0,0,0,3,4,8,18,24,11,21,21,24,27,27,19,19,21,18,16,19,20,19,19,18,12,19,20,23,18,14,7,3,6,4,3,3,2,4,6,0,4,13,12,12,13,7,15,18,19,22,21,20,18,17,13,17,16,11,9,8,8,0,15,12,2,1,0,2,0,0,0
2022-03-06 15:00:00,0,2,0,0,0,2,4,3,15,24,25,27,29,27,27,23,16,15,17,13,14,19,20,21,25,30,29,28,31,30,28,21,8,2,5,3,0,2,3,10,15,0,0,27,11,15,19,20,18,17,14,16,9,16,18,0,17,15,13,15,13,9,12,11,0,6,3,0,1,0,0,0,0
2022-03-06 16:00:00,0,0,0,1,0,1,2,8,29,30,10,28,27,26,26,20,13,12,14,14,15,14,14,16,10,10,11,9,11,11,13,12,2,0,0,1,0,0,0,7,9,0,0,17,29,28,29,28,26,23,20,18,17,16,17,12,10,14,13,11,10,10,8,6,4,0,4,2,2,2,0,1,0
2022-03-06 17:00:00,0,1,0,0,0,3,1,6,34,38,41,42,41,42,41,25,22,20,20,21,19,20,19,16,18,13,14,13,17,15,12,14,3,2,3,2,0,1,2,5,6,0,0,12,15,15,15,15,14,16,18,9,15,13,15,10,10,11,10,9,7,3,6,6,5,4,4,2,1,1,0,0,0
2022-03-06 18:00:00,0,2,0,1,1,2,3,5,0,9,10,4,9,6,11,8,9,14,14,13,17,12,10,11,10,8,13,14,12,12,9,8,3,4,3,1,0,2,3,8,6,6,6,16,18,15,18,17,13,15,21,18,19,19,19,12,7,14,14,12,10,3,7,6,4,3,0,0,2,1,0,0,0
2022-03-06 19:00:00,0,0,0,0,0,2,3,4,6,9,10,0,9,2,10,11,9,8,3,10,15,16,14,13,11,10,11,11,10,9,4,3,1,1,0,2,0,1,0,6,7,4,3,12,18,16,15,14,14,18,21,20,13,14,14,11,9,11,9,10,8,9,8,6,5,3,0,3,0,1,0,0,0
2022-03-06 20:00:00,0,0,0,0,0,1,0,3,2,0,0,0,4,7,5,8,5,7,9,10,14,12,12,5,10,6,6,0,9,10,8,6,2,1,0,2,1,0,1,6,10,0,4,16,14,11,9,10,8,9,8,19,15,12,11,10,11,21,20,19,18,19,17,13,7,2,1,0,0,0,0,0,0
2022-03-06 21:00:00,1,3,0,0,2,0,0,3,4,8,0,6,5,4,4,4,4,5,4,5,4,3,4,5,6,7,8,7,6,7,6,6,3,2,0,2,1,0,2,2,4,0,4,16,19,17,18,11,12,16,16,13,13,13,10,11,14,16,14,12,11,13,12,11,9,3,0,0,1,0,0,0,0
2022-03-06 22:00:00,0,1,0,0,0,0,0,1,2,4,0,5,4,1,2,3,1,2,1,4,5,0,4,0,2,0,0,0,3,4,0,3,3,1,0,1,2,2,0,4,5,0,5,11,13,14,9,12,7,7,8,10,10,6,10,8,7,11,12,11,6,8,0,6,3,3,0,2,1,1,0,0,0
2022-03-06 23:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,4,5,4,3,0,0,2,0,3,2,1,0,0,1,0,0,1,1,0,0,0,5,5,6,0,5,4,6,1,6,7,6,9,7,9,8,7,6,7,0,6,2,5,2,1,0,0,0,0,0,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,0,0,0,1,0,2,3,0,4,2,1,0,5,8,12,18,22,23,25,25,29,30,19,31,38,24,39,25,39,41,32,19,12,9,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,0,0,0,0,0,1,0,0,0,3,2,5,6,8,13,12,8,10,11,15,18,20,19,16,14,21,6,22,24,28,20,17,7,3,2,3,1,0,1,2,2,0,5,11,8,10,7,5,6,6,7,8,7,9,9,6,4,7,6,5,6,0,5,4,3,2,3,3,2,0,0,0,0
2022-03-07 06:00:00,0,0,0,0,2,1,0,0,6,12,13,14,7,17,24,19,16,13,17,23,24,28,34,18,23,25,17,24,18,25,23,22,7,6,1,0,0,0,1,0,0,0,1,6,4,3,1,2,4,5,6,4,8,5,5,5,4,6,5,4,6,8,0,7,0,5,1,0,0,0,0,0,0
2022-03-07 07:00:00,0,2,3,4,5,7,8,5,11,21,23,28,35,39,44,36,23,24,28,32,33,35,33,40,56,58,58,49,58,47,36,27,11,8,4,2,0,1,1,3,2,0,0,9,5,8,6,4,4,6,7,9,14,16,20,13,8,10,11,14,17,16,15,16,4,15,12,8,7,7,1,0,0
2022-03-07 08:00:00,0,1,1,2,0,3,2,5,11,20,23,29,34,42,50,48,33,38,40,40,44,48,48,53,62,62,62,45,63,61,46,26,11,7,4,2,0,0,3,6,5,3,1,21,6,3,6,7,8,12,9,14,14,21,26,32,30,40,37,24,18,16,12,14,10,6,4,2,2,3,1,1,0
2022-03-07 09:00:00,0,0,0,0,1,2,2,3,5,8,7,13,15,18,20,21,18,20,22,24,29,30,32,36,40,43,45,46,44,52,40,29,16,8,3,2,0,0,1,1,2,0,2,5,6,0,4,3,5,6,6,6,5,4,6,6,6,7,8,6,7,7,1,6,7,5,4,1,0,0,1,0,0
2022-03-07 10:00:00,0,1,0,0,0,2,0,3,5,7,11,13,10,15,17,17,15,14,15,16,16,18,20,20,26,25,24,24,28,26,25,19,17,10,3,0,2,0,1,0,3,0,0,12,11,13,0,3,8,9,9,8,7,4,5,3,4,8,7,5,6,7,6,3,5,3,1,0,0,0,0,0,0
2022-03-07 11:00:00,0,1,0,0,1,3,2,4,4,8,7,10,9,10,17,16,12,10,11,12,12,14,13,13,16,19,20,15,10,20,18,9,14,10,3,1,0,4,1,6,7,0,7,14,8,9,6,7,7,7,6,7,8,8,10,10,6,10,11,8,8,0,7,4,6,2,4,1,0,0,0,0,0
2022-03-07 12:00:00,0,1,0,0,0,2,3,0,4,6,7,6,8,22,19,20,20,19,17,18,13,14,12,13,13,13,11,14,13,15,12,17,12,11,7,5,3,2,3,6,10,5,9,15,14,15,19,19,16,21,12,20,17,15,15,15,14,16,14,13,11,10,9,9,6,5,4,2,0,1,0,0,0
2022-03-07 13:00:00,0,0,0,1,0,2,5,7,10,13,13,16,18,21,35,35,28,28,27,25,23,21,21,17,22,22,17,20,22,21,18,15,10,9,4,0,0,1,1,6,5,0,4,9,10,13,8,12,12,16,17,19,18,18,19,16,8,9,8,0,9,9,8,5,6,2,3,1,0,1,0,0,0
2022-03-07 14:00:00,0,2,0,0,2,2,2,3,6,7,8,8,12,14,15,14,11,9,9,11,10,11,8,9,13,14,13,14,11,11,14,10,15,14,8,7,0,1,9,6,12,0,12,16,22,22,20,19,18,17,18,21,17,11,11,15,13,9,9,6,2,7,6,5,4,3,1,0,0,0,0,0,0
2022-03-07 15:00:00,0,1,0,3,0,4,0,4,12,15,17,18,15,20,20,18,14,14,12,13,16,16,18,17,22,23,19,22,25,22,14,9,6,6,6,5,4,3,11,18,24,7,23,28,31,32,33,32,30,22,24,22,19,19,22,16,15,21,20,19,17,15,10,13,12,8,6,3,2,1,0,0,0
2022-03-07 16:00:00,0,0,1,0,0,3,0,2,8,8,8,9,10,12,17,16,16,18,19,20,18,15,10,16,16,17,16,18,19,20,20,16,5,3,5,4,3,0,6,8,11,0,15,19,22,32,31,20,27,24,25,27,23,21,25,23,15,24,17,15,12,14,13,11,8,5,2,0,2,1,0,0,0
2022-03-07 17:00:00,0,1,1,1,0,2,0,3,3,9,10,11,9,8,12,11,11,9,12,14,15,17,16,13,9,10,6,9,12,12,18,13,3,1,1,0,1,2,5,6,17,13,18,39,42,41,41,36,33,32,33,31,29,25,21,18,20,31,32,28,22,23,20,19,15,6,5,5,0,1,0,0,0
2022-03-07 18:00:00,0,2,0,0,0,0,2,1,6,10,11,11,12,16,18,17,15,13,14,17,19,18,15,16,12,9,5,0,8,12,12,18,5,4,3,1,1,2,4,10,15,14,18,24,45,53,51,49,49,56,55,58,44,39,36,29,30,48,47,32,17,16,15,12,8,5,3,4,2,1,0,0,0
2022-03-07 19:00:00,1,0,0,0,0,0,1,3,11,13,3,11,6,12,14,14,11,7,6,9,7,5,4,5,9,10,9,0,10,6,10,11,3,2,0,1,2,3,7,8,10,0,11,23,27,26,26,25,24,34,35,33,28,23,24,21,22,40,38,29,20,19,14,13,7,5,4,1,0,0,0,0,0
2022-03-07 20:00:00,0,1,0,0,0,1,0,0,2,2,2,1,1,4,5,0,7,2,2,3,8,8,5,7,6,8,6,7,7,8,12,14,3,1,5,3,1,1,3,7,7,0,7,15,25,26,26,24,22,22,20,17,16,14,13,12,15,21,20,19,16,15,13,11,8,2,0,1,1,0,0,0,0
2022-03-07 21:00:00,0,0,0,0,0,1,0,0,1,2,0,0,3,2,3,4,3,5,6,5,6,6,4,3,7,8,8,10,8,7,6,8,3,0,2,0,0,1,3,7,4,0,6,22,24,23,22,21,22,22,23,21,20,18,14,12,11,21,18,16,12,3,12,7,9,3,0,2,1,0,0,0,0
2022-03-07 22:00:00,0,1,1,0,0,0,0,3,5,3,4,0,6,3,4,3,5,4,3,5,6,5,3,4,6,5,3,7,7,6,4,1,1,0,0,0,1,1,3,5,0,0,8,11,15,18,14,17,16,15,14,15,16,15,14,12,15,22,20,18,11,9,7,5,7,3,2,0,1,0,0,0,0
2022-03-07 23:00:00,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,1,2,0,0,1,0,4,2,0,2,0,0,0,0,0,0,2,4,3,3,0,4,9,9,8,7,7,8,8,9,8,7,9,10,6,9,17,15,8,10,10,9,7,4,1,0,0,0,1,0,0,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 04:00:00,0,1,0,2,0,4,5,0,6,1,7,1,8,12,18,23,26,27,28,17,30,31,24,26,35,32,0,33,34,35,30,23,16,8,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 05:00:00,0,0,0,0,0,1,0,0,2,3,1,2,5,10,13,11,5,8,9,10,15,17,18,16,18,19,18,16,20,20,19,16,6,3,1,2,1,1,1,1,0,0,4,5,5,6,5,5,6,6,7,8,7,8,8,8,2,7,8,9,8,0,0,7,6,4,2,0,1,0,0,0,0
2022-03-08 06:00:00,0,0,0,1,2,3,2,0,5,10,11,11,10,12,16,14,12,11,14,16,17,17,19,19,26,29,18,13,32,30,20,19,7,5,0,1,2,1,0,2,1,0,2,5,3,1,0,4,4,3,1,3,1,4,6,9,6,5,6,4,2,3,0,0,2,0,0,0,0,0,1,0,0
2022-03-08 07:00:00,0,2,3,3,5,7,6,0,7,17,21,18,23,33,40,35,24,26,31,23,23,31,28,31,33,39,30,33,37,35,25,22,11,8,2,1,1,0,2,0,1,0,0,7,5,7,6,6,5,6,6,8,16,19,10,15,14,15,16,13,11,10,0,8,7,6,3,1,0,2,1,0,0
2022-03-08 08:00:00,0,1,2,0,0,3,6,4,10,16,17,20,22,34,45,38,28,34,38,38,46,55,57,59,68,71,71,54,64,69,45,27,13,8,4,1,0,1,0,1,1,0,0,15,5,5,6,8,9,11,14,15,30,32,35,43,43,51,51,23,15,17,10,13,9,8,5,2,0,0,2,0,0
2022-03-08 09:00:00,0,0,2,0,0,4,0,0,6,8,11,15,20,24,29,25,17,18,21,20,23,26,23,37,36,39,39,41,42,38,34,23,14,8,5,1,0,1,1,2,2,1,2,6,5,8,5,0,5,7,8,9,7,8,8,6,6,13,12,11,10,8,6,8,2,3,4,2,0,1,0,1,0
2022-03-08 10:00:00,0,1,1,1,2,2,0,4,4,7,11,13,15,18,25,21,20,23,22,17,20,20,21,19,24,25,26,27,29,28,23,17,12,9,4,2,0,2,2,1,2,0,3,7,5,8,5,4,6,10,8,10,9,10,10,7,6,9,8,6,8,7,1,4,2,1,2,1,0,0,0,0,0
2022-03-08 11:00:00,0,0,3,1,1,5,0,4,4,7,9,6,8,10,16,16,14,13,14,12,11,15,10,17,14,15,15,21,20,19,18,17,12,10,4,1,1,2,2,2,6,0,2,9,8,6,11,9,14,15,11,15,11,11,12,11,10,11,10,11,10,10,9,9,7,8,2,1,0,0,0,0,0
2022-03-08 12:00:00,0,1,0,0,0,1,1,0,3,7,9,11,9,23,22,22,16,18,17,14,14,19,19,20,23,13,15,24,23,20,18,18,14,9,3,1,1,2,4,5,6,0,8,14,13,12,10,12,11,10,9,16,14,11,11,9,10,14,15,15,11,11,11,9,7,4,3,2,0,1,0,0,0
2022-03-08 13:00:00,0,0,1,0,0,5,6,5,2,7,6,9,9,26,33,34,35,34,33,33,33,24,21,14,22,0,14,14,23,20,16,17,8,2,3,2,0,3,2,9,9,0,8,19,20,12,14,14,11,14,16,19,17,16,10,10,7,12,10,8,7,5,6,8,6,4,3,1,0,0,0,0,0
