Unnamed: 0,1_보성운수(기점가상),2_보성운수차고지맞은편,3_신림복지관앞,4_난우중학교입구,5_우림시장.난곡보건분소,6_남강중고등학교입구,7_세이브마트앞,8_신일교회앞,9_난곡우체국사거리,10_신림청소년독서실.신림체육센터,11_관악구보훈회관.신림푸르지오,12_천주교성령봉사회관.등불교회,13_KT구로지사,14_삼부르네상스.효성아파트,15_가리봉파출소,16_디지털단지오거리,17_하이엔드1차.보건지소.치매센터,18_구로남초등학교,19_남구로역,20_구로4동자치회관,21_구로시장,22_구로4동우체국.고대구로병원정문,23_구로119안전센터,24_구로변전소.구로초등학교,25_구로역.NC신구로점,26_구로역,27_신도림중학교,28_신도림역,29_문래동남성아파트,30_남부지방법원등기국.구로세무서(에이스하이테크시티),31_영등포역,32_전경련회관,33_여의도환승센터,34_삼부아파트,35_여의나루역,36_여의도순복음교회,37_국회의사당,38_국회의사당역,39_KBS,40_영등포역,41_남부지방법원등기국.구로세무서(에이스하이테크시티),42_문래동남성아파트,43_신도림역,44_신도림중학교,45_구로역,46_쌍용구로정비사업소,47_우리유앤미아파트,48_구로119안전센터,49_구로4동우체국.고대구로병원정문,50_구로시장,51_남구로역,52_가리봉시장,53_디지털단지오거리.가산파출소,54_디지털단지오거리,55_가산초등학교,56_모두의학교.금천문화예술정보학교,57_관악구보훈회관.신림푸르지오,58_신림청소년독서실.신림체육센터,59_난곡우체국사거리,60_신일교회앞,61_세이브마트앞,62_남강중고등학교입구,63_우림시장.난곡보건분소,64_난우중학교입구,65_신림복지관앞,66_보성운수기종점(가상)
2022-03-05 04:00:00,3,3,5,7,9,10,11,13,15,20,21,22,23,24,21,22,21,18,15,15,17,17,20,20,8,0,6,0,4,5,4,5,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 05:00:00,0,2,1,3,5,6,5,8,11,9,16,16,23,24,20,15,20,22,17,15,16,17,21,19,11,0,7,8,0,5,6,5,4,3,2,1,0,2,0,1,3,0,9,8,4,13,14,11,10,11,5,4,0,7,6,0,0,0,0,0,0,0,0,0,0,0
2022-03-05 06:00:00,0,2,3,4,7,7,9,11,11,9,8,9,8,9,5,7,6,5,4,5,5,8,13,14,10,8,7,10,4,11,9,0,1,1,1,3,4,1,0,2,2,0,3,1,0,5,5,4,3,9,10,0,3,9,0,9,6,3,8,4,2,0,6,0,1,0
2022-03-05 07:00:00,0,3,1,2,5,6,8,9,8,8,8,8,8,8,6,8,9,8,7,8,7,7,11,11,11,7,10,8,5,8,6,5,8,4,0,4,5,3,3,6,4,5,5,6,0,5,3,4,7,6,8,6,10,8,0,5,5,6,3,2,0,1,2,0,1,0
2022-03-05 08:00:00,0,2,4,6,13,14,15,22,24,21,11,10,9,11,11,12,12,12,10,12,12,15,17,17,12,8,10,10,8,7,7,7,5,2,0,1,3,2,4,3,1,2,5,4,5,11,12,11,11,9,12,5,2,11,10,10,8,8,6,5,2,0,1,0,0,0
2022-03-05 09:00:00,3,2,3,6,13,14,15,14,18,18,14,13,13,14,11,11,8,11,13,14,13,14,22,24,22,21,17,15,13,12,11,8,6,6,5,3,2,1,3,2,0,1,4,4,1,6,6,6,8,10,11,12,11,10,10,12,11,11,9,8,6,5,4,0,2,0
2022-03-05 10:00:00,0,2,5,4,7,10,12,11,14,13,14,11,11,13,14,16,17,18,15,14,13,14,16,12,15,0,14,17,16,14,15,11,6,3,4,4,3,4,5,4,3,4,5,4,5,8,10,12,10,10,17,16,15,13,11,8,9,7,0,3,3,1,0,0,0,0
2022-03-05 11:00:00,7,1,1,8,12,18,23,25,26,23,16,14,16,19,21,22,19,16,13,12,12,12,14,15,12,12,12,8,7,7,10,6,4,2,3,8,8,8,9,11,9,7,4,7,6,9,10,8,9,8,10,9,8,7,8,10,11,12,10,9,9,8,7,1,0,0
2022-03-05 12:00:00,1,6,8,10,12,13,15,17,18,20,17,15,16,15,13,15,16,14,12,13,13,18,20,20,22,21,23,19,17,13,9,10,8,9,7,6,10,10,8,15,8,4,16,17,18,22,10,18,16,17,18,16,15,12,8,13,16,17,6,12,9,5,4,2,4,0
2022-03-05 13:00:00,0,1,4,6,10,15,20,21,23,24,30,24,25,26,0,26,27,26,23,21,28,26,27,28,24,19,27,23,22,19,17,16,11,5,3,5,6,7,6,5,6,3,6,6,7,8,10,9,11,14,15,16,15,11,12,13,17,18,10,10,10,8,5,4,1,0
2022-03-05 14:00:00,1,1,3,5,8,9,12,12,12,12,9,11,15,14,15,17,19,15,14,16,8,14,11,13,12,13,11,12,9,11,12,10,6,8,3,7,6,8,0,11,7,12,25,20,19,20,21,20,24,23,25,14,12,10,0,19,20,18,17,14,5,2,4,3,2,0
2022-03-05 15:00:00,0,4,7,9,10,7,16,18,22,19,17,11,9,12,11,15,15,14,16,16,16,16,20,20,21,22,22,27,25,23,16,15,14,7,5,6,8,9,8,23,24,24,23,21,13,26,22,20,22,8,23,24,21,20,21,15,14,12,9,8,7,5,3,2,0,0
2022-03-05 16:00:00,0,4,3,1,10,10,7,9,7,8,12,8,13,13,11,13,12,13,14,12,12,19,19,18,14,8,10,12,11,9,10,11,9,8,6,6,5,9,11,15,14,12,20,17,12,24,20,19,18,19,18,17,17,13,16,19,19,15,17,13,9,8,5,4,1,0
2022-03-05 17:00:00,0,3,5,6,9,12,11,14,16,15,12,10,15,16,13,14,18,19,20,18,11,13,13,9,13,11,9,11,12,12,14,15,10,8,6,7,11,13,19,16,17,20,24,23,25,26,24,20,20,17,19,18,19,15,16,27,27,25,22,16,14,9,4,3,2,0
2022-03-05 18:00:00,1,2,3,6,10,14,14,7,10,5,11,10,9,10,10,12,13,10,10,11,11,14,15,14,11,9,7,7,8,7,5,6,4,5,4,5,5,6,0,26,27,28,30,30,28,33,32,28,21,15,15,13,12,16,15,10,12,11,6,7,6,5,4,1,0,0
2022-03-05 19:00:00,0,2,3,4,6,8,10,11,9,6,8,7,7,5,7,5,8,9,5,6,5,3,5,4,6,3,3,3,0,1,0,2,3,4,4,2,3,4,0,17,18,3,18,11,16,18,17,16,17,8,20,21,19,11,15,13,12,13,14,13,7,12,8,5,4,0
2022-03-05 20:00:00,0,1,1,0,2,4,6,3,6,6,7,2,4,7,0,3,2,7,6,6,5,10,13,10,3,0,3,3,2,4,4,0,3,5,6,1,3,4,7,13,12,12,13,11,11,12,12,11,12,14,16,15,10,14,13,13,15,15,13,9,10,7,6,1,0,0
2022-03-05 21:00:00,1,1,1,0,2,3,5,6,5,5,5,3,6,5,5,3,2,2,4,4,3,4,4,3,4,4,6,3,3,1,2,0,2,1,1,2,2,7,8,12,13,10,21,17,16,25,21,19,20,21,23,22,20,16,15,16,6,12,13,11,10,9,5,3,0,0
2022-03-05 22:00:00,0,1,2,0,3,4,5,5,6,4,5,3,4,6,0,0,2,2,3,3,4,7,6,4,2,0,1,0,4,2,5,0,4,2,2,0,3,4,2,10,11,15,18,20,21,17,16,12,11,10,10,10,9,9,7,9,9,9,7,5,4,3,2,0,0,0
2022-03-05 23:00:00,1,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0,0,3,6,8,13,12,10,0,9,5,4,3,3,2,2,0,4,0,6,10,0,10,1,11,14,8,15,18,16,16,9,3,6,8,6,6,7,7,7,6,7,3,4,5,3,0,1,0
2022-03-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 04:00:00,0,2,0,3,2,4,6,3,7,8,9,0,8,7,4,0,4,3,3,3,3,6,4,5,5,0,2,5,0,0,6,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06 05:00:00,0,1,2,2,4,3,4,5,0,4,5,1,8,6,7,4,3,6,9,5,10,7,11,9,6,5,6,8,0,3,8,7,6,4,5,1,0,3,2,1,3,0,4,4,3,5,5,4,4,3,3,0,2,1,0,0,4,3,0,0,0,0,0,0,0,0
2022-03-06 06:00:00,0,1,2,2,6,4,7,0,11,4,13,12,12,11,12,10,6,6,7,0,6,7,6,7,6,5,4,8,6,9,8,7,5,3,6,2,0,1,0,0,1,0,3,2,0,4,5,2,4,4,4,3,0,0,0,2,2,1,1,0,2,0,0,0,1,0
2022-03-06 07:00:00,0,2,0,0,5,7,0,7,4,2,6,4,7,9,5,10,7,7,3,8,9,9,9,11,9,0,10,7,0,8,12,14,7,5,5,2,3,3,2,2,0,0,2,1,0,1,2,3,4,4,2,3,3,2,2,2,2,0,3,2,0,0,0,0,0,0
2022-03-06 08:00:00,0,2,0,2,5,5,9,10,11,11,8,10,10,11,13,12,11,13,10,11,10,14,17,17,14,5,9,12,3,8,11,12,8,4,11,10,10,2,0,8,4,6,5,3,5,6,4,8,6,5,7,5,5,4,8,6,8,9,6,4,3,2,1,0,1,0
2022-03-06 09:00:00,0,1,3,3,5,8,10,9,14,10,15,11,13,15,16,15,16,15,15,17,19,18,19,19,15,13,14,18,10,13,18,16,13,7,6,3,2,2,1,1,3,0,6,4,2,6,8,9,8,8,10,9,8,7,6,5,4,5,4,2,1,0,1,0,0,0
2022-03-06 10:00:00,3,4,6,7,12,11,15,10,15,14,17,16,16,16,17,16,14,16,18,20,22,25,28,34,28,26,26,26,25,22,18,15,15,11,12,18,1,18,3,14,15,0,14,15,13,17,16,17,15,16,15,14,13,12,7,10,10,12,12,10,11,8,4,2,1,0
2022-03-06 11:00:00,0,1,3,4,9,11,13,14,16,16,23,12,21,18,0,15,10,18,17,19,19,17,19,18,16,17,15,14,14,12,14,2,14,10,11,6,0,6,0,11,2,3,13,3,4,11,12,12,11,12,15,12,10,9,8,7,6,6,4,3,5,3,2,3,2,0
2022-03-06 12:00:00,2,1,3,6,8,12,14,15,11,9,15,9,19,11,12,13,13,12,11,10,11,13,13,16,14,13,11,16,16,16,15,14,9,8,10,11,10,14,15,14,15,16,16,14,11,13,7,11,10,12,12,13,11,9,8,12,13,10,7,6,5,4,3,2,2,0
2022-03-06 13:00:00,1,1,2,5,8,9,12,16,15,18,19,18,17,20,20,21,20,22,15,16,17,18,18,21,19,0,18,16,10,13,9,8,7,8,8,2,1,3,0,8,0,0,10,7,9,13,15,17,14,13,13,11,10,8,8,11,12,12,12,11,9,7,5,3,2,0
2022-03-06 14:00:00,1,5,7,9,10,10,14,13,13,13,13,14,16,11,14,18,19,13,15,17,17,18,21,17,21,20,20,20,11,18,13,9,10,8,8,23,25,23,24,15,12,8,16,10,15,19,16,17,18,19,18,20,2,19,21,17,19,16,12,6,5,0,1,0,0,0
2022-03-06 15:00:00,2,2,3,4,9,10,9,12,14,14,14,11,13,13,11,12,13,14,16,15,13,21,22,23,23,13,22,17,16,15,7,7,4,5,3,10,12,14,13,9,11,11,17,11,10,18,17,17,17,17,19,11,14,13,12,12,13,13,11,10,6,4,5,3,0,0
2022-03-06 16:00:00,0,5,8,9,12,15,11,15,17,8,7,12,15,14,13,13,14,13,12,12,10,13,14,11,11,8,17,12,14,9,10,8,12,13,5,21,24,25,23,23,17,21,20,16,19,26,16,23,20,19,16,18,16,14,12,14,16,14,13,11,8,8,6,4,3,0
2022-03-06 17:00:00,1,0,4,5,7,8,10,10,14,13,10,8,7,8,7,8,5,7,8,7,5,12,9,13,9,5,8,6,8,5,10,9,6,8,7,9,10,16,19,18,20,19,20,17,17,21,22,17,15,15,16,17,16,19,13,14,15,14,13,12,9,5,4,0,3,0
2022-03-06 18:00:00,0,0,0,1,2,3,3,4,5,4,5,0,4,6,7,8,9,10,10,10,9,14,12,12,9,10,9,7,6,5,6,7,4,8,6,14,15,19,20,31,32,31,30,24,16,28,29,31,22,18,15,14,17,18,19,16,15,15,14,13,10,7,2,0,0,0
2022-03-06 19:00:00,0,1,0,1,3,4,5,3,0,4,5,0,6,7,4,5,9,8,6,5,4,5,3,1,4,2,4,1,0,0,4,0,4,5,7,5,5,6,7,15,18,11,18,19,0,19,20,18,16,18,20,21,16,14,13,20,18,14,13,11,10,8,3,2,0,0
2022-03-06 20:00:00,1,1,0,0,2,0,3,4,3,3,4,3,4,6,5,3,7,3,3,5,3,5,3,0,3,1,0,2,0,0,2,2,2,1,2,3,5,2,0,10,9,9,12,7,8,13,12,8,12,15,16,16,13,12,8,15,16,15,12,11,8,8,4,2,0,0
2022-03-06 21:00:00,0,0,1,2,3,4,5,4,5,2,6,5,5,7,5,6,0,3,4,6,5,2,3,2,0,1,0,0,0,0,6,1,5,6,4,3,8,4,7,12,10,13,22,16,21,20,19,18,14,13,10,9,8,6,6,12,12,11,8,4,5,7,4,1,0,0
2022-03-06 22:00:00,0,0,0,0,2,3,4,5,0,4,4,0,5,0,0,0,3,6,5,0,2,5,5,4,3,2,1,2,0,0,3,2,1,3,2,3,0,2,4,14,6,18,21,21,21,20,14,18,11,9,11,11,9,8,6,11,12,11,10,9,5,6,3,1,2,0
2022-03-06 23:00:00,0,0,0,0,0,1,2,3,4,5,3,2,0,3,0,4,0,0,3,5,4,5,3,4,4,0,3,2,3,2,1,0,0,1,0,0,3,3,0,9,7,11,14,14,13,14,13,10,14,5,5,15,8,11,10,8,7,6,5,6,5,3,3,1,1,0
2022-03-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 04:00:00,1,7,9,10,17,21,24,27,28,29,36,37,39,40,41,40,39,36,28,31,31,35,38,32,22,19,23,24,22,26,22,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07 05:00:00,1,2,2,3,5,6,9,10,11,12,16,16,22,22,20,14,13,20,15,18,21,24,23,22,14,0,13,11,19,20,21,22,12,11,8,8,4,3,1,6,1,0,8,7,8,7,9,8,8,8,7,6,5,3,0,0,1,0,0,0,0,0,0,0,0,0
2022-03-07 06:00:00,1,4,7,8,13,17,16,23,22,24,21,22,15,17,16,18,15,14,12,14,13,15,16,16,16,15,14,13,9,9,11,12,7,4,4,3,1,2,1,2,3,0,4,2,3,4,6,4,5,5,8,3,3,7,1,7,7,6,4,3,2,1,0,4,1,0
2022-03-07 07:00:00,4,8,8,13,25,31,38,43,44,44,36,37,40,32,32,31,28,22,18,20,21,24,28,27,27,17,26,29,29,28,50,34,11,6,5,5,4,7,6,6,5,3,6,4,7,8,12,11,12,14,18,12,11,11,6,11,9,10,6,3,2,5,6,7,1,0
2022-03-07 08:00:00,0,6,9,12,25,31,37,45,49,45,40,40,41,43,39,40,41,34,32,37,35,33,36,35,29,25,31,33,28,27,40,31,18,14,21,9,4,2,6,28,5,6,8,9,6,20,19,16,17,16,19,21,19,16,16,8,11,9,8,5,5,2,3,2,2,0
2022-03-07 09:00:00,0,3,6,5,13,18,23,20,24,23,23,20,22,19,17,17,18,19,15,16,16,17,19,21,17,16,15,17,17,15,17,13,7,6,7,4,3,2,2,6,6,2,8,6,9,12,12,11,10,9,10,11,9,10,9,8,7,6,5,5,7,4,2,3,1,0
2022-03-07 10:00:00,2,2,6,8,11,13,15,17,17,16,14,14,17,17,16,16,12,14,11,12,14,10,14,15,13,12,7,8,9,9,8,9,5,2,2,0,2,2,3,3,3,3,3,4,6,6,7,6,8,9,8,6,9,4,4,8,7,9,10,4,8,8,6,1,5,0
2022-03-07 11:00:00,0,1,3,5,9,8,10,10,9,8,11,5,12,8,0,6,11,10,9,10,8,10,11,11,9,8,7,9,8,5,2,2,3,3,3,2,0,3,5,4,4,6,7,7,9,9,9,9,12,11,11,10,9,7,5,6,7,10,9,8,6,5,4,3,2,0
2022-03-07 12:00:00,0,3,1,5,6,4,7,9,9,10,10,11,13,11,5,10,11,12,11,10,7,11,8,12,8,6,7,7,4,6,6,5,5,4,0,1,3,5,6,8,6,4,7,6,8,10,10,9,11,11,9,9,8,10,6,7,9,7,7,4,5,4,4,2,1,0
2022-03-07 13:00:00,0,4,6,7,8,9,10,13,11,10,8,4,9,9,10,13,13,13,10,10,10,10,12,11,15,14,8,6,5,5,6,4,5,5,6,7,6,5,9,7,7,7,9,10,13,12,10,11,9,9,11,8,8,7,8,11,13,11,9,7,8,7,5,4,4,0
2022-03-07 14:00:00,0,2,5,6,9,10,7,9,11,9,10,9,11,12,11,6,13,12,11,10,9,9,11,8,7,15,10,8,7,8,6,3,5,4,4,4,6,14,14,11,13,7,15,14,12,11,13,9,9,10,11,10,12,9,12,16,11,10,10,8,12,12,11,7,6,0
2022-03-07 15:00:00,0,3,4,4,6,8,9,10,11,11,12,12,12,12,10,11,15,18,14,15,13,12,13,11,11,10,9,7,6,6,6,5,4,4,9,8,12,24,20,15,15,14,14,9,13,15,15,13,16,15,18,14,17,14,12,17,20,17,20,11,8,7,5,2,0,0
2022-03-07 16:00:00,0,2,4,4,7,10,14,13,15,13,15,14,12,11,13,11,15,16,11,10,9,14,16,14,9,8,7,7,4,4,5,6,3,2,3,2,4,6,7,11,12,14,16,17,19,18,15,16,19,19,18,16,18,17,16,19,25,27,25,21,14,12,6,3,1,0
2022-03-07 17:00:00,2,2,4,6,9,8,10,11,10,8,7,8,9,14,8,10,34,32,15,17,15,17,21,20,18,17,19,20,18,17,5,4,3,7,8,3,6,15,20,18,17,16,21,20,17,23,19,19,20,21,28,28,20,20,21,22,27,27,22,18,14,10,11,4,1,0
2022-03-07 18:00:00,0,3,5,9,10,13,17,17,16,13,13,11,11,12,11,12,51,47,23,24,26,25,24,22,11,16,12,9,8,17,10,5,12,10,11,12,19,29,36,25,24,25,31,32,31,33,33,32,39,40,38,37,38,35,30,34,35,34,27,22,18,13,9,7,6,0
2022-03-07 19:00:00,0,3,1,2,3,6,8,5,9,8,6,6,10,12,13,14,33,32,17,16,15,14,16,18,10,6,7,6,2,3,5,4,3,3,2,10,14,15,17,15,16,8,21,21,19,28,26,23,21,19,21,18,17,19,19,21,28,29,32,26,18,13,8,5,3,0
2022-03-07 20:00:00,0,0,4,5,5,5,8,6,8,5,6,5,6,6,7,3,14,11,9,6,2,6,6,5,6,0,6,5,5,4,3,1,2,3,2,3,5,10,9,12,16,16,21,20,19,15,13,11,12,11,16,15,15,14,10,15,14,13,11,12,10,6,4,3,2,0
2022-03-07 21:00:00,0,1,0,1,2,3,5,4,6,6,4,3,4,6,6,4,10,11,6,8,6,6,6,5,5,0,0,4,3,2,5,1,3,4,2,2,6,7,9,13,14,12,21,9,21,18,16,16,13,11,11,8,10,9,11,12,12,12,10,11,9,6,5,3,3,0
2022-03-07 22:00:00,0,0,1,3,0,4,5,4,0,5,6,5,4,5,0,5,4,4,4,4,4,5,4,3,2,2,1,1,0,2,2,1,1,3,5,0,4,10,5,11,13,7,15,9,16,16,14,9,7,8,10,6,9,4,5,13,14,15,13,12,9,4,3,0,0,0
2022-03-07 23:00:00,0,0,0,0,1,2,0,0,0,1,2,0,0,0,1,0,4,6,1,8,2,11,12,10,6,0,5,4,2,3,3,0,1,2,1,1,5,6,0,6,2,4,7,8,3,7,8,6,10,9,10,8,10,9,8,8,9,7,5,6,5,3,4,2,0,0
2022-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 04:00:00,0,7,8,9,15,18,21,27,28,32,33,31,34,33,30,32,30,26,23,27,30,37,40,41,25,24,24,22,0,21,21,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08 05:00:00,2,3,2,5,8,9,11,12,13,14,16,18,20,24,25,14,24,21,19,20,24,26,27,28,22,0,20,10,11,16,10,18,15,10,13,8,4,2,3,2,4,1,5,5,7,6,7,7,7,6,6,6,0,5,5,5,6,5,3,0,0,0,1,0,0,0
2022-03-08 06:00:00,0,5,6,6,14,17,18,23,23,23,23,21,21,22,12,20,17,14,11,13,14,12,14,15,10,9,10,12,11,9,11,10,6,5,7,3,1,3,1,3,2,0,2,2,3,6,6,5,6,5,7,6,7,5,0,5,7,2,3,2,6,1,2,4,0,0
2022-03-08 07:00:00,5,8,9,10,18,26,30,35,33,29,29,30,32,28,27,29,28,25,21,24,23,22,26,28,24,22,26,26,26,26,52,28,15,7,5,4,3,4,3,12,7,8,10,7,8,11,11,10,12,14,17,17,16,14,9,11,13,12,10,4,6,8,5,2,2,0
2022-03-08 08:00:00,0,9,13,16,25,30,40,46,53,52,41,42,43,38,30,32,33,32,28,30,30,30,34,39,39,37,33,40,37,36,44,33,14,12,13,8,5,2,3,24,4,2,7,10,13,28,26,21,21,22,22,22,17,14,15,10,11,9,9,8,5,4,3,2,0,0
2022-03-08 09:00:00,2,6,6,8,15,19,23,24,29,27,22,22,22,23,20,18,17,17,16,15,14,15,16,18,18,11,21,23,19,17,24,18,7,7,6,10,5,2,2,10,4,3,9,8,9,16,18,14,11,9,12,11,9,8,9,5,9,6,8,5,5,3,3,2,2,0
2022-03-08 10:00:00,0,5,13,14,16,15,12,14,12,12,14,13,14,13,14,16,17,19,17,19,18,16,14,18,16,15,13,14,13,11,13,11,7,5,4,1,3,3,2,3,4,0,6,4,3,8,9,7,13,12,10,12,10,9,10,9,8,12,9,6,5,9,8,6,4,0
2022-03-08 11:00:00,1,2,3,5,8,9,10,10,11,9,8,7,10,9,6,7,9,9,9,7,7,14,18,16,10,0,3,7,5,6,4,2,4,3,3,2,2,4,4,6,7,6,4,3,2,7,9,7,6,7,5,5,6,6,3,7,8,8,8,7,6,6,5,4,4,0
2022-03-08 12:00:00,0,4,2,4,6,7,9,13,14,9,10,13,13,15,9,18,20,17,19,20,20,22,22,23,17,13,12,11,9,8,6,4,5,3,4,1,0,2,1,7,4,6,9,10,11,13,12,10,9,10,7,8,9,5,6,11,12,11,10,8,6,6,6,3,4,0
2022-03-08 13:00:00,1,3,5,3,7,5,8,10,13,14,13,12,14,13,10,12,15,14,14,13,12,15,16,15,13,9,6,9,12,10,12,11,5,5,6,6,5,7,5,7,6,5,6,0,6,9,9,11,17,18,18,17,16,14,5,12,12,9,6,10,7,6,4,3,1,0
2022-03-08 14:00:00,0,3,1,3,4,6,10,9,7,8,9,9,10,9,7,11,14,10,9,12,13,11,13,13,10,7,7,9,10,8,4,3,2,2,2,2,9,19,4,6,8,4,6,7,8,13,11,10,11,14,9,12,13,12,8,15,16,14,13,12,12,7,3,1,1,0
2022-03-08 15:00:00,3,2,4,7,8,6,6,9,11,10,6,4,7,9,10,10,12,12,10,16,13,16,13,12,9,9,9,6,2,8,4,9,7,4,5,7,8,18,20,20,18,14,20,21,12,22,21,22,21,13,14,14,14,13,14,15,18,17,17,15,12,7,5,3,2,0
2022-03-08 16:00:00,0,4,6,7,9,11,16,7,18,13,12,15,16,15,14,11,20,24,17,20,20,17,20,18,16,15,15,9,3,9,7,4,4,4,7,6,8,25,25,16,17,17,14,10,11,15,14,13,17,17,22,20,16,13,15,23,25,24,19,15,15,12,10,6,0,0
2022-03-08 17:00:00,0,2,3,8,6,9,9,8,11,10,11,12,14,16,10,16,31,29,17,23,18,20,25,24,17,14,13,11,8,13,8,3,7,6,6,7,10,23,29,18,22,23,31,30,27,31,26,24,27,27,27,27,26,26,21,33,33,32,32,29,22,19,8,6,5,0
2022-03-08 18:00:00,0,3,5,2,6,8,15,16,18,16,14,13,16,17,19,22,41,42,31,33,30,33,28,26,20,19,14,12,8,15,7,5,5,9,11,12,18,31,40,28,38,32,37,37,38,36,36,31,34,31,32,30,28,26,27,32,35,39,38,31,26,22,16,13,9,0
2022-03-08 19:00:00,0,1,2,3,4,5,9,10,9,7,9,7,14,14,5,10,34,32,17,14,13,12,12,10,10,8,8,7,5,7,4,3,4,4,3,3,6,19,21,15,16,12,20,14,16,24,22,18,22,14,24,23,22,20,20,18,21,23,22,20,15,12,5,5,3,0
2022-03-08 20:00:00,0,1,0,0,1,2,6,5,5,6,6,0,8,7,8,7,19,19,7,8,5,10,10,9,6,5,4,6,2,2,3,3,5,7,8,4,10,9,12,13,15,12,17,12,11,18,15,14,11,11,15,16,14,15,16,13,15,16,12,10,8,9,4,2,3,0
2022-03-08 21:00:00,0,1,1,2,2,3,5,4,6,5,5,3,8,9,8,4,11,11,7,7,6,8,8,6,6,4,5,2,5,5,5,4,3,3,2,7,9,15,16,23,11,26,27,26,25,23,21,18,14,15,16,11,13,11,9,12,14,14,12,13,11,9,4,3,1,0
2022-03-08 22:00:00,0,1,2,0,2,4,3,0,5,3,6,6,5,4,5,5,13,10,3,4,3,4,2,2,3,1,2,1,3,4,3,2,3,4,9,8,9,4,6,11,14,15,19,21,14,22,21,19,18,17,18,19,17,17,16,18,17,17,14,13,12,10,3,5,0,0
